1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 781.6893),(2 858.9016),(3 905.4079),(4 921.6323),(5 954.0589),(6 977.5629),(7 996.2574),(8 1014.00366),(9 1035.5331),(10 1045.119),(11 1056.9199),(12 1057.2937),(13 1059.1238),(14 1048.4644),(15 1068.2064),(16 1061.625),(17 1067.9818),(18 1069.9081),(19 1085.8453),(20 1080.4464),(21 1093.2351),(22 1106.225),(23 1102.965),(24 1116.7484),(25 1120.5264),(26 1124.3035),(27 1127.7388),(28 1128.441),(29 1138.217),(30 1142.6173),(31 1153.6238),(32 1154.7175),(33 1162.5671),(34 1150.8077),(35 1155.8633),(36 1175.1155),(37 1176.9949),(38 1175.7405),(39 1194.2928),(40 1197.4203),(41 1209.4326),(42 1212.6245),(43 1203.5314),(44 1202.8672),(45 1199.8685),(46 1216.7502),(47 1238.9209),(48 1258.7985),(49 1262.471),(50 1246.4515),(51 1255.957),(52 1253.713),(53 1238.6722),(54 1242.1761),(55 1250.1139),(56 1249.3219),(57 1235.3605),(58 1225.5637),(59 1225.2388),(60 1208.2798),(61 1203.1531),(62 1200.1981),(63 1195.2081),(64 1200.2576),(65 1190.4484),(66 1179.1292),(67 1199.3245),(68 1184.6719),(69 1179.6775),(70 1190.6906),(71 1177.1138),(72 1183.1415),(73 1200.7068),(74 1200.1034),(75 1219.7604),(76 1227.3544),(77 1217.7094),(78 1227.9401),(79 1236.042),
(1 772.85175),(2 848.4254),(3 872.45575),(4 900.7591),(5 916.72736),(6 939.99347),(7 954.1498),(8 982.5878),(9 989.48517),(10 1000.143),(11 1007.67975),(12 1021.0298),(13 1033.7723),(14 1028.1855),(15 1052.3464),(16 1043.2012),(17 1039.68),(18 1048.1664),(19 1063.1289),(20 1056.4646),(21 1066.7391),(22 1079.8363),(23 1084.4255),(24 1075.4445),(25 1077.0508),(26 1092.5565),(27 1091.5646),(28 1101.8712),(29 1096.9755),(30 1108.9039),(31 1129.5908),(32 1128.1746),(33 1128.6897),(34 1113.3832),(35 1140.1681),(36 1142.4299),(37 1143.6921),(38 1148.0392),(39 1161.2906),(40 1163.2853),(41 1171.5242),(42 1163.8499),(43 1161.543),(44 1145.2513),(45 1150.1173),(46 1170.0391),(47 1191.3536),(48 1206.746),(49 1199.8408),(50 1193.2458),(51 1200.4742),(52 1205.4016),(53 1190.0826),(54 1186.2759),(55 1195.48),(56 1185.0889),(57 1182.3665),(58 1171.8354),(59 1175.4691),(60 1159.5642),(61 1150.6033),(62 1157.9376),(63 1169.2186),(64 1173.5289),(65 1155.8411),(66 1152.9852),(67 1163.9374),(68 1152.9344),(69 1160.1101),(70 1167.0509),(71 1158.7313),(72 1154.3224),(73 1163.2815),(74 1168.5735),(75 1176.4763),(76 1182.7848),(77 1184.4493),(78 1186.429),(79 1193.8499),
(1 760.30414),(2 828.4994),(3 869.7133),(4 886.789),(5 901.5438),(6 924.59875),(7 941.8695),(8 960.40137),(9 973.72784),(10 1003.3111),(11 1011.31494),(12 1009.2249),(13 1017.0071),(14 1019.45654),(15 1027.9335),(16 1038.1566),(17 1034.1301),(18 1052.9207),(19 1070.5283),(20 1071.2406),(21 1065.244),(22 1069.0135),(23 1067.2012),(24 1064.9564),(25 1062.0505),(26 1074.7429),(27 1088.101),(28 1089.3003),(29 1083.7705),(30 1079.0831),(31 1091.5791),(32 1108.0151),(33 1098.4778),(34 1100.7024),(35 1117.5936),(36 1127.5718),(37 1125.3864),(38 1140.0509),(39 1152.4009),(40 1151.1097),(41 1156.7168),(42 1160.3071),(43 1147.8821),(44 1138.0063),(45 1133.6339),(46 1152.5149),(47 1169.523),(48 1176.6877),(49 1185.2128),(50 1171.1792),(51 1171.6404),(52 1188.0653),(53 1185.5123),(54 1189.9099),(55 1174.7625),(56 1163.4025),(57 1158.621),(58 1162.6005),(59 1165.3425),(60 1145.4926),(61 1139.2659),(62 1133.5582),(63 1148.7307),(64 1148.5432),(65 1144.7002),(66 1143.1777),(67 1141.5018),(68 1133.4105),(69 1151.5691),(70 1142.9828),(71 1134.8561),(72 1148.0883),(73 1166.706),(74 1161.8997),(75 1163.462),(76 1176.0966),(77 1171.922),(78 1170.0953),(79 1165.7552),
(1 747.1582),(2 815.47675),(3 854.276),(4 876.2974),(5 899.1644),(6 925.21674),(7 930.5019),(8 953.57654),(9 961.9291),(10 991.1223),(11 991.50635),(12 998.132),(13 1008.2083),(14 993.22656),(15 1011.2543),(16 1016.45465),(17 1024.1775),(18 1044.311),(19 1063.942),(20 1076.9075),(21 1067.6217),(22 1063.2461),(23 1067.799),(24 1061.0529),(25 1068.3057),(26 1068.5977),(27 1084.4838),(28 1091.6931),(29 1080.2383),(30 1078.0856),(31 1088.6876),(32 1108.3489),(33 1102.6455),(34 1094.6742),(35 1110.3324),(36 1123.07),(37 1118.6633),(38 1121.7623),(39 1131.3052),(40 1141.8679),(41 1143.3695),(42 1151.0917),(43 1148.0991),(44 1135.1814),(45 1126.0096),(46 1137.3522),(47 1162.1042),(48 1167.4979),(49 1172.6808),(50 1175.8788),(51 1166.4943),(52 1169.8524),(53 1183.2263),(54 1170.8972),(55 1161.3851),(56 1142.7462),(57 1149.385),(58 1167.3046),(59 1150.7245),(60 1144.2606),(61 1133.1873),(62 1117.7511),(63 1132.9436),(64 1154.7638),(65 1145.4874),(66 1138.5442),(67 1136.8169),(68 1141.6453),(69 1167.3875),(70 1177.3987),(71 1159.328),(72 1151.855),(73 1158.8699),(74 1163.0225),(75 1170.1309),(76 1166.5835),(77 1173.767),(78 1180.7831),(79 1181.6278),
(1 750.1398),(2 819.4185),(3 857.328),(4 876.34076),(5 894.0489),(6 919.258),(7 922.3382),(8 946.0102),(9 954.5914),(10 973.2073),(11 992.93054),(12 990.23254),(13 1001.55145),(14 982.5523),(15 998.9753),(16 1004.18677),(17 1006.4456),(18 1028.7941),(19 1049.9435),(20 1056.4524),(21 1042.5839),(22 1041.9457),(23 1045.3108),(24 1055.7518),(25 1056.8944),(26 1064.8328),(27 1075.4886),(28 1080.3547),(29 1080.097),(30 1075.7378),(31 1088.7397),(32 1096.5403),(33 1096.0306),(34 1082.0996),(35 1092.9485),(36 1089.7328),(37 1110.7642),(38 1106.2158),(39 1120.3077),(40 1141.7443),(41 1131.6564),(42 1141.4037),(43 1138.708),(44 1127.1946),(45 1115.2135),(46 1120.6705),(47 1151.969),(48 1164.622),(49 1178.3329),(50 1172.3655),(51 1165.0531),(52 1174.8436),(53 1166.1604),(54 1156.046),(55 1156.9231),(56 1155.2816),(57 1168.3455),(58 1158.9467),(59 1144.871),(60 1149.1603),(61 1118.9474),(62 1107.788),(63 1108.6011),(64 1113.8815),(65 1123.4363),(66 1114.7633),(67 1104.8622),(68 1118.9397),(69 1125.528),(70 1127.2721),(71 1112.5973),(72 1124.8585),(73 1138.2097),(74 1153.1078),(75 1162.5812),(76 1148.6301),(77 1160.7664),(78 1148.0315),(79 1155.1865),
(1 721.53577),(2 801.7927),(3 839.60284),(4 865.115),(5 871.4395),(6 896.05756),(7 908.86346),(8 932.524),(9 939.0737),(10 962.307),(11 985.62915),(12 991.3275),(13 988.5811),(14 981.44934),(15 989.84375),(16 995.25793),(17 1000.3323),(18 1030.2223),(19 1036.9557),(20 1046.6583),(21 1049.3385),(22 1045.9347),(23 1055.4218),(24 1071.4459),(25 1067.4314),(26 1076.8342),(27 1095.4293),(28 1096.6376),(29 1108.2039),(30 1115.0228),(31 1116.4614),(32 1122.6318),(33 1128.7682),(34 1129.1173),(35 1136.2234),(36 1129.7878),(37 1141.7946),(38 1145.1097),(39 1149.7235),(40 1174.7535),(41 1152.8608),(42 1162.6189),(43 1165.4935),(44 1151.7699),(45 1142.2513),(46 1134.5448),(47 1167.3071),(48 1176.3348),(49 1191.3278),(50 1195.5581),(51 1174.7985),(52 1168.0006),(53 1165.5964),(54 1164.9767),(55 1172.8297),(56 1165.7594),(57 1174.7593),(58 1163.5581),(59 1157.0852),(60 1153.264),(61 1139.3525),(62 1129.167),(63 1117.6132),(64 1113.8132),(65 1109.8584),(66 1118.5302),(67 1117.9949),(68 1103.2761),(69 1107.3668),(70 1107.48),(71 1102.1073),(72 1118.6449),(73 1124.9259),(74 1141.1687),(75 1134.9135),(76 1139.6512),(77 1148.2123),(78 1151.4609),(79 1150.5992),
(1 710.965),(2 798.7337),(3 838.11206),(4 846.452),(5 866.007),(6 881.8128),(7 885.2597),(8 908.5649),(9 920.15735),(10 942.7619),(11 969.9565),(12 974.95764),(13 977.9508),(14 963.9514),(15 985.344),(16 988.9542),(17 979.37396),(18 985.9559),(19 1010.49255),(20 1005.63104),(21 1016.7289),(22 1011.08624),(23 1016.9671),(24 1020.7651),(25 1033.2157),(26 1048.6807),(27 1057.595),(28 1064.4226),(29 1060.7712),(30 1067.7819),(31 1071.991),(32 1065.2638),(33 1067.7181),(34 1075.6882),(35 1087.0658),(36 1089.561),(37 1106.3418),(38 1112.964),(39 1117.2694),(40 1120.9608),(41 1112.194),(42 1112.2621),(43 1116.2109),(44 1110.4657),(45 1105.8629),(46 1111.2747),(47 1133.604),(48 1137.787),(49 1146.2421),(50 1159.7028),(51 1152.1576),(52 1138.6143),(53 1136.4973),(54 1138.847),(55 1144.0367),(56 1136.364),(57 1141.5017),(58 1135.3737),(59 1129.3835),(60 1114.8732),(61 1115.1782),(62 1099.8921),(63 1099.4084),(64 1109.4426),(65 1101.8834),(66 1092.9022),(67 1098.7944),(68 1088.6482),(69 1103.3846),(70 1104.0577),(71 1094.1649),(72 1091.4325),(73 1105.5487),(74 1121.4606),(75 1122.6067),(76 1134.7966),(77 1131.6039),(78 1134.7678),(79 1130.7281),
(1 701.08923),(2 798.8676),(3 840.1341),(4 852.98566),(5 863.48676),(6 896.9946),(7 892.6652),(8 909.02527),(9 924.0713),(10 950.28296),(11 976.11597),(12 975.565),(13 982.32983),(14 969.80493),(15 1002.6032),(16 1004.705),(17 978.5389),(18 1003.7467),(19 1021.84485),(20 1025.5055),(21 1032.9005),(22 1030.2848),(23 1039.7108),(24 1034.2222),(25 1049.516),(26 1043.7491),(27 1044.2218),(28 1050.5127),(29 1057.7112),(30 1065.2805),(31 1067.2627),(32 1085.671),(33 1080.8046),(34 1075.9706),(35 1087.4768),(36 1093.1626),(37 1114.4032),(38 1119.7904),(39 1121.6792),(40 1132.0088),(41 1122.8732),(42 1126.7251),(43 1137.6892),(44 1125.3074),(45 1118.9246),(46 1131.5513),(47 1161.0397),(48 1174.3508),(49 1168.706),(50 1174.4382),(51 1168.4716),(52 1159.6449),(53 1145.9756),(54 1159.4097),(55 1161.9747),(56 1145.6141),(57 1145.7968),(58 1139.8534),(59 1139.7958),(60 1129.291),(61 1114.6881),(62 1101.5096),(63 1108.7725),(64 1109.2579),(65 1103.9303),(66 1108.8632),(67 1111.8962),(68 1094.3132),(69 1099.3325),(70 1097.0614),(71 1094.4377),(72 1102.5116),(73 1098.7258),(74 1128.8967),(75 1121.4519),(76 1125.3904),(77 1137.9014),(78 1127.5645),(79 1127.9567),
(1 685.8292),(2 774.93835),(3 816.26556),(4 831.951),(5 849.5091),(6 874.76434),(7 879.57947),(8 890.622),(9 903.03455),(10 926.25134),(11 944.1685),(12 946.8956),(13 945.7496),(14 955.31177),(15 973.41315),(16 977.5925),(17 964.6638),(18 973.7292),(19 981.4053),(20 996.7414),(21 1011.0782),(22 1004.91284),(23 1014.5281),(24 1010.1295),(25 1024.5929),(26 1028.533),(27 1030.8881),(28 1035.9208),(29 1028.7031),(30 1041.2288),(31 1040.5366),(32 1059.4567),(33 1060.753),(34 1063.7677),(35 1080.3217),(36 1084.1233),(37 1084.0304),(38 1075.651),(39 1093.369),(40 1100.4628),(41 1114.8098),(42 1116.6785),(43 1113.847),(44 1100.0135),(45 1099.8923),(46 1111.1418),(47 1125.1187),(48 1139.4977),(49 1130.5583),(50 1128.3191),(51 1147.1294),(52 1147.5914),(53 1133.7012),(54 1141.241),(55 1132.5847),(56 1131.2351),(57 1129.2258),(58 1131.2449),(59 1126.1449),(60 1108.8448),(61 1107.2854),(62 1095.3872),(63 1099.031),(64 1106.0201),(65 1085.851),(66 1099.7134),(67 1101.2695),(68 1105.7836),(69 1090.2816),(70 1097.7699),(71 1096.8033),(72 1097.7125),(73 1113.2081),(74 1119.7458),(75 1121.5931),(76 1115.6843),(77 1126.0663),(78 1114.8896),(79 1111.1606),
(1 685.47266),(2 772.7053),(3 803.48474),(4 825.828),(5 843.0034),(6 862.24384),(7 883.0697),(8 913.2718),(9 918.7115),(10 941.1563),(11 943.90045),(12 955.20044),(13 953.8554),(14 949.18384),(15 968.0454),(16 967.7028),(17 967.5704),(18 973.10706),(19 987.1051),(20 1006.5005),(21 1011.0969),(22 1009.5314),(23 1014.0618),(24 1014.44745),(25 1021.4361),(26 1027.2687),(27 1039.9855),(28 1032.0317),(29 1030.711),(30 1038.0377),(31 1032.2375),(32 1042.5128),(33 1053.9963),(34 1058.9956),(35 1062.3413),(36 1076.0348),(37 1071.1531),(38 1066.1024),(39 1075.9323),(40 1080.26),(41 1088.1267),(42 1089.0221),(43 1079.855),(44 1076.031),(45 1073.8434),(46 1084.0638),(47 1083.5356),(48 1098.9535),(49 1100.209),(50 1096.6941),(51 1099.5182),(52 1097.0314),(53 1113.2819),(54 1114.8002),(55 1106.9852),(56 1113.6266),(57 1115.7466),(58 1109.2843),(59 1117.1959),(60 1101.1195),(61 1092.0654),(62 1075.8267),(63 1090.2574),(64 1081.2606),(65 1086.9537),(66 1084.842),(67 1086.9296),(68 1081.6555),(69 1075.0966),(70 1089.0283),(71 1088.3655),(72 1084.5624),(73 1088.3833),(74 1096.2483),(75 1108.7119),(76 1111.2448),(77 1113.3363),(78 1118.8682),(79 1108.9775),
(1 677.2746),(2 778.8703),(3 814.02734),(4 834.9853),(5 858.5727),(6 880.2629),(7 894.5918),(8 919.48065),(9 937.7935),(10 940.3415),(11 943.08936),(12 950.5644),(13 943.3155),(14 936.82623),(15 944.35767),(16 944.6718),(17 954.8452),(18 957.8731),(19 968.64667),(20 979.3211),(21 988.6111),(22 984.16626),(23 991.41925),(24 1004.523),(25 1013.80554),(26 1009.569),(27 1019.2988),(28 1025.2141),(29 1021.4632),(30 1031.6746),(31 1029.828),(32 1040.749),(33 1046.5748),(34 1049.2819),(35 1048.56),(36 1059.929),(37 1062.381),(38 1066.9443),(39 1082.934),(40 1079.267),(41 1081.6594),(42 1084.0737),(43 1091.6749),(44 1082.3326),(45 1070.78),(46 1087.3108),(47 1088.6223),(48 1104.5591),(49 1099.9337),(50 1093.5176),(51 1097.8776),(52 1101.1321),(53 1102.3076),(54 1093.6973),(55 1097.1461),(56 1098.709),(57 1096.7463),(58 1087.6361),(59 1086.3285),(60 1082.8387),(61 1064.0831),(62 1041.9233),(63 1059.749),(64 1072.3701),(65 1053.2485),(66 1054.0035),(67 1058.1697),(68 1051.054),(69 1063.5524),(70 1060.5807),(71 1058.9373),(72 1059.9963),(73 1067.585),(74 1068.337),(75 1075.8777),(76 1082.7131),(77 1088.4807),(78 1081.2767),(79 1079.9413),
(1 675.90027),(2 774.2301),(3 808.12537),(4 828.43933),(5 845.9424),(6 864.9141),(7 884.5711),(8 915.8267),(9 919.4689),(10 924.921),(11 925.8951),(12 928.9469),(13 928.0339),(14 931.0124),(15 941.50354),(16 945.1498),(17 955.77637),(18 955.1951),(19 956.9041),(20 973.70685),(21 972.09424),(22 967.9171),(23 980.96387),(24 977.4374),(25 988.94324),(26 982.54193),(27 993.4931),(28 1004.2306),(29 999.91833),(30 1000.7174),(31 999.793),(32 1019.00684),(33 1024.6157),(34 1025.2542),(35 1026.763),(36 1033.2229),(37 1036.7479),(38 1027.4111),(39 1044.7206),(40 1051.6714),(41 1049.1296),(42 1050.8677),(43 1057.1226),(44 1062.9482),(45 1047.7253),(46 1054.9927),(47 1057.1031),(48 1069.1814),(49 1064.5059),(50 1059.785),(51 1069.1207),(52 1069.3055),(53 1074.9073),(54 1065.612),(55 1066.4691),(56 1066.5858),(57 1063.7208),(58 1064.4906),(59 1056.0071),(60 1053.41),(61 1036.1755),(62 1018.55023),(63 1031.6844),(64 1024.0662),(65 1015.93896),(66 1035.5735),(67 1033.9529),(68 1029.0118),(69 1024.9637),(70 1028.2213),(71 1033.0522),(72 1036.5889),(73 1054.5474),(74 1047.7964),(75 1051.436),(76 1057.2358),(77 1068.295),(78 1058.4313),(79 1056.1913),
(1 660.4294),(2 761.8496),(3 806.74695),(4 826.8192),(5 845.9099),(6 859.33563),(7 881.8917),(8 904.81964),(9 924.3814),(10 930.144),(11 930.62134),(12 937.20245),(13 942.3591),(14 933.4446),(15 936.08453),(16 946.2157),(17 955.5706),(18 954.62445),(19 969.7998),(20 979.1423),(21 986.9293),(22 977.93256),(23 985.29736),(24 996.6628),(25 991.91547),(26 991.57477),(27 1007.6547),(28 1013.7106),(29 1002.1247),(30 1008.0374),(31 993.7254),(32 1004.9198),(33 1022.3605),(34 1016.7856),(35 1028.2277),(36 1037.8973),(37 1036.922),(38 1026.3882),(39 1042.1843),(40 1044.7162),(41 1037.4839),(42 1048.8018),(43 1049.1843),(44 1048.0819),(45 1052.163),(46 1048.7278),(47 1069.4838),(48 1074.8036),(49 1065.4813),(50 1063.5475),(51 1059.1272),(52 1061.7133),(53 1070.3699),(54 1064.4692),(55 1061.7891),(56 1053.8502),(57 1055.8052),(58 1067.8193),(59 1063.3439),(60 1055.029),(61 1056.9609),(62 1043.767),(63 1032.5474),(64 1028.5153),(65 1042.8857),(66 1038.7083),(67 1038.949),(68 1030.5248),(69 1040.071),(70 1040.5807),(71 1051.5007),(72 1055.2006),(73 1055.6581),(74 1053.7078),(75 1066.8157),(76 1063.2242),(77 1076.1504),(78 1087.1688),(79 1071.0894),
(1 639.4567),(2 747.75415),(3 784.8225),(4 809.7147),(5 822.4013),(6 837.76514),(7 849.83923),(8 866.4215),(9 874.7677),(10 887.1941),(11 894.3102),(12 899.0084),(13 900.5983),(14 908.97925),(15 915.64795),(16 910.3217),(17 916.6184),(18 932.8944),(19 943.4102),(20 946.848),(21 959.1285),(22 950.4206),(23 956.17505),(24 962.9633),(25 967.9292),(26 969.76074),(27 973.1909),(28 971.8041),(29 963.04675),(30 965.4629),(31 967.79),(32 974.4155),(33 974.368),(34 970.1916),(35 983.1008),(36 987.48236),(37 995.815),(38 986.75366),(39 1003.4345),(40 998.07654),(41 1005.515),(42 1005.3116),(43 1011.963),(44 1011.5246),(45 1019.61847),(46 1027.1393),(47 1030.8849),(48 1037.8026),(49 1033.7638),(50 1021.8828),(51 1007.29285),(52 1021.00134),(53 1018.0874),(54 1013.69464),(55 1007.8983),(56 1008.7437),(57 1007.4693),(58 1014.1608),(59 1014.51404),(60 1005.09357),(61 1005.1954),(62 987.78577),(63 978.7939),(64 976.21075),(65 971.85706),(66 980.8292),(67 985.94714),(68 977.7669),(69 986.7044),(70 979.78296),(71 987.63367),(72 996.7316),(73 1009.2242),(74 1007.1178),(75 1009.27686),(76 1010.1315),(77 1016.70703),(78 1016.07495),(79 1017.40546),
(1 630.5191),(2 736.6081),(3 783.0352),(4 791.9594),(5 813.1318),(6 822.35376),(7 838.4508),(8 858.9518),(9 862.33),(10 874.2199),(11 893.43823),(12 893.6947),(13 893.39496),(14 898.3922),(15 898.5735),(16 902.95),(17 909.62537),(18 908.4823),(19 926.6858),(20 922.1385),(21 937.32556),(22 937.482),(23 949.04456),(24 948.6162),(25 952.42206),(26 956.93726),(27 962.7354),(28 970.08),(29 977.2409),(30 974.3881),(31 971.995),(32 975.70776),(33 983.6879),(34 977.4135),(35 992.46924),(36 1003.40204),(37 1008.4201),(38 1000.3322),(39 1027.9235),(40 1019.2255),(41 1031.9906),(42 1022.50977),(43 1026.4181),(44 1020.4809),(45 1018.0053),(46 1025.0923),(47 1042.3828),(48 1041.7615),(49 1055.9413),(50 1061.2882),(51 1047.5394),(52 1065.8628),(53 1074.7705),(54 1066.1824),(55 1065.4681),(56 1064.0397),(57 1060.5986),(58 1052.1569),(59 1041.8663),(60 1030.0707),(61 1034.166),(62 1012.7118),(63 1008.1545),(64 996.2427),(65 995.7803),(66 1002.41144),(67 1010.78436),(68 1003.24335),(69 1012.14404),(70 1013.8982),(71 1010.4473),(72 1013.8207),(73 1019.7845),(74 1025.9906),(75 1023.99304),(76 1029.2472),(77 1035.1123),(78 1034.3561),(79 1031.6654),
(1 622.3232),(2 731.4257),(3 774.19305),(4 788.01544),(5 793.0852),(6 814.8284),(7 818.61426),(8 846.1785),(9 852.0165),(10 866.12366),(11 875.6186),(12 875.42413),(13 883.4265),(14 881.5694),(15 883.8783),(16 887.39856),(17 900.5407),(18 905.87897),(19 916.2136),(20 911.80133),(21 919.13135),(22 924.0828),(23 930.70013),(24 931.1107),(25 934.0824),(26 947.0893),(27 950.09546),(28 955.8994),(29 963.8649),(30 970.6034),(31 973.41956),(32 968.1023),(33 970.46643),(34 975.6885),(35 982.2367),(36 992.4944),(37 999.09973),(38 996.9127),(39 1016.5877),(40 1007.5064),(41 1017.2357),(42 1010.10803),(43 1018.3285),(44 1022.45905),(45 1012.88245),(46 1030.1614),(47 1031.573),(48 1046.069),(49 1057.3674),(50 1050.9503),(51 1057.6833),(52 1046.4122),(53 1052.714),(54 1039.728),(55 1040.3921),(56 1038.4054),(57 1040.0691),(58 1047.4226),(59 1046.9646),(60 1029.2867),(61 1022.16693),(62 1018.61615),(63 1022.84015),(64 1018.8729),(65 1010.41406),(66 1020.56354),(67 1022.88226),(68 1018.02734),(69 1026.052),(70 1029.1205),(71 1026.7542),(72 1036.7742),(73 1032.5354),(74 1026.576),(75 1029.3287),(76 1037.0546),(77 1040.4586),(78 1050.2675),(79 1040.597),
(1 612.99005),(2 715.3754),(3 759.32324),(4 768.83624),(5 784.6131),(6 804.29266),(7 808.76025),(8 843.9002),(9 847.8226),(10 867.337),(11 858.64),(12 863.2921),(13 867.0807),(14 864.0693),(15 867.4937),(16 862.7229),(17 881.91486),(18 875.2208),(19 900.4718),(20 900.32983),(21 907.21075),(22 922.05725),(23 928.27637),(24 929.0597),(25 925.83417),(26 930.32556),(27 939.91376),(28 946.80963),(29 948.323),(30 954.315),(31 969.4497),(32 970.6618),(33 974.8376),(34 975.72955),(35 992.67755),(36 987.9644),(37 984.84015),(38 983.89343),(39 1007.7719),(40 995.90643),(41 1005.619),(42 1010.9102),(43 1005.6656),(44 1009.76544),(45 1008.23145),(46 1016.794),(47 1022.3553),(48 1023.01013),(49 1035.9084),(50 1033.7845),(51 1026.8501),(52 1014.34344),(53 1018.75684),(54 1011.4069),(55 1002.46783),(56 996.0749),(57 995.73395),(58 1006.2227),(59 998.4248),(60 985.6137),(61 981.4076),(62 974.96625),(63 973.94946),(64 983.6513),(65 982.3761),(66 978.9682),(67 979.3755),(68 972.4324),(69 981.2301),(70 984.3008),(71 977.7111),(72 991.0114),(73 991.4723),(74 1003.45),(75 1005.3483),(76 1006.53326),(77 1005.57654),(78 1023.90393),(79 1011.6779),
