1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 154.372),(2 180.5231),(3 193.8724),(4 200.07126),(5 201.33008),(6 205.20041),(7 209.35315),(8 211.8115),(9 213.98352),(10 213.3031),(11 217.6995),(12 219.07527),(13 222.66394),(14 225.11559),(15 226.38144),(16 225.2605),(17 224.9874),(18 225.52695),(19 225.65793),(20 228.89996),(21 225.43462),(22 226.96867),(23 227.98425),(24 226.71156),(25 223.52376),(26 223.54323),(27 223.34476),(28 227.33414),(29 227.28337),(30 226.58205),(31 224.7869),(32 226.76538),(33 226.39188),(34 228.64511),(35 230.34415),(36 231.01454),(37 229.30333),(38 229.6882),(39 228.98038),(40 229.80623),(41 230.15677),(42 232.11626),(43 231.98363),(44 232.04192),(45 231.56244),(46 230.33092),(47 231.6454),(48 232.58926),(49 231.79395),(50 232.53226),(51 232.14635),(52 230.68779),(53 234.36539),(54 234.92888),(55 235.05917),(56 233.28104),(57 235.34747),(58 235.08072),(59 234.22069),(60 235.9154),(61 236.23645),(62 232.22253),(63 236.08337),(64 232.1466),(65 235.02597),(66 233.2383),(67 233.0259),(68 234.88866),(69 234.67177),(70 232.91412),(71 235.62924),(72 234.98117),(73 237.83379),(74 237.3631),(75 238.94514),(76 240.40242),(77 238.47806),(78 239.32553),(79 238.09398),
(1 149.09436),(2 173.71898),(3 183.3693),(4 191.75078),(5 194.06122),(6 197.86009),(7 196.80104),(8 202.45245),(9 204.10986),(10 204.40955),(11 207.51306),(12 209.93341),(13 211.0791),(14 211.41353),(15 214.90889),(16 213.93921),(17 215.07945),(18 214.1065),(19 211.8684),(20 212.26524),(21 212.77602),(22 213.31105),(23 214.13048),(24 213.94879),(25 214.41577),(26 215.7543),(27 216.9822),(28 222.47652),(29 218.55411),(30 218.04195),(31 218.09622),(32 221.2561),(33 221.42714),(34 219.70427),(35 217.5693),(36 217.0209),(37 215.1984),(38 218.72696),(39 216.7812),(40 219.53088),(41 216.32744),(42 219.14845),(43 216.39063),(44 217.10712),(45 220.1926),(46 216.99916),(47 218.65323),(48 219.94342),(49 219.98383),(50 221.90868),(51 221.87721),(52 221.72638),(53 223.14352),(54 226.43958),(55 227.08513),(56 229.00934),(57 228.31508),(58 228.97502),(59 228.97202),(60 227.62822),(61 229.26901),(62 227.59453),(63 228.28908),(64 227.1074),(65 225.72424),(66 224.26071),(67 222.86636),(68 223.55753),(69 222.26805),(70 224.67787),(71 223.54684),(72 228.0098),(73 225.6834),(74 223.5526),(75 224.7042),(76 226.67343),(77 224.46886),(78 226.74403),(79 226.33305),
(1 151.26962),(2 174.5256),(3 187.33221),(4 195.19713),(5 200.2446),(6 206.96451),(7 205.31137),(8 208.00513),(9 210.05748),(10 211.87535),(11 212.553),(12 217.68405),(13 217.56781),(14 219.93115),(15 220.79543),(16 219.90878),(17 218.47429),(18 220.8836),(19 217.4304),(20 220.71649),(21 222.25394),(22 222.19006),(23 220.10371),(24 223.79358),(25 222.0431),(26 223.44975),(27 224.65547),(28 225.97255),(29 222.63663),(30 221.80577),(31 222.48688),(32 223.46109),(33 223.0372),(34 223.5504),(35 221.03325),(36 221.47287),(37 223.07607),(38 224.50461),(39 224.22025),(40 223.3763),(41 224.5279),(42 223.43071),(43 223.50734),(44 224.21637),(45 226.85916),(46 227.2331),(47 227.06525),(48 225.2781),(49 223.56757),(50 224.77345),(51 222.35666),(52 223.18834),(53 224.61496),(54 226.65189),(55 229.30438),(56 227.14583),(57 226.3436),(58 225.03584),(59 225.57047),(60 223.92387),(61 223.41177),(62 223.38362),(63 224.41844),(64 218.35661),(65 218.13686),(66 217.84982),(67 221.27843),(68 222.54025),(69 222.27896),(70 222.78409),(71 220.47258),(72 223.74474),(73 221.81602),(74 225.1661),(75 224.80096),(76 225.95294),(77 225.8894),(78 225.79645),(79 229.3733),
(1 149.96492),(2 173.2875),(3 184.09854),(4 190.0858),(5 193.98471),(6 197.59088),(7 198.62),(8 202.42302),(9 203.53795),(10 205.64725),(11 204.59317),(12 207.31349),(13 210.1747),(14 211.54422),(15 210.44513),(16 213.34598),(17 213.32881),(18 213.88002),(19 214.12396),(20 216.7436),(21 215.03987),(22 213.80112),(23 212.82178),(24 212.6466),(25 213.56534),(26 214.67136),(27 213.46745),(28 213.8977),(29 216.42163),(30 217.04034),(31 215.66432),(32 215.09587),(33 217.17897),(34 218.15712),(35 212.58792),(36 212.70296),(37 213.2499),(38 216.2519),(39 215.42177),(40 214.64316),(41 214.7193),(42 216.4241),(43 216.68056),(44 215.98694),(45 218.6856),(46 217.25018),(47 213.45583),(48 217.55864),(49 214.78523),(50 214.54128),(51 216.6791),(52 217.25502),(53 216.68636),(54 216.77817),(55 216.90286),(56 215.81277),(57 219.88518),(58 220.45354),(59 219.51013),(60 218.11966),(61 219.57915),(62 218.6227),(63 219.2317),(64 220.54886),(65 220.81174),(66 218.69632),(67 217.26384),(68 220.15749),(69 220.52893),(70 221.01253),(71 219.64342),(72 220.7047),(73 220.64828),(74 222.00528),(75 223.35129),(76 223.93965),(77 225.22157),(78 222.84575),(79 221.1554),
(1 145.17622),(2 173.20912),(3 178.63268),(4 184.41827),(5 188.06029),(6 191.9301),(7 195.18362),(8 199.1871),(9 199.76419),(10 202.24033),(11 204.6161),(12 206.0552),(13 205.58127),(14 209.25183),(15 209.8541),(16 206.41405),(17 208.83572),(18 209.28954),(19 207.36308),(20 208.91785),(21 207.12476),(22 208.39053),(23 207.73792),(24 206.54408),(25 204.65695),(26 205.99591),(27 205.1157),(28 204.83914),(29 206.4),(30 208.37556),(31 206.42734),(32 207.9589),(33 207.75641),(34 207.4714),(35 206.35443),(36 207.7608),(37 207.61127),(38 207.68066),(39 210.19823),(40 209.04688),(41 207.70563),(42 210.30017),(43 209.10535),(44 207.85431),(45 209.9396),(46 209.61058),(47 209.91455),(48 208.96721),(49 212.8581),(50 212.72815),(51 214.0037),(52 212.8256),(53 212.53766),(54 211.95488),(55 214.31297),(56 214.44476),(57 211.58391),(58 211.39171),(59 213.72227),(60 211.28352),(61 210.74144),(62 210.55804),(63 208.07469),(64 208.37463),(65 210.07895),(66 208.50175),(67 211.47836),(68 212.69678),(69 212.03046),(70 209.07861),(71 211.51799),(72 210.70604),(73 214.42908),(74 215.13942),(75 212.27516),(76 215.31851),(77 214.58798),(78 215.34172),(79 217.35378),
(1 144.91666),(2 167.58356),(3 178.85287),(4 180.98405),(5 186.80763),(6 192.74445),(7 193.91147),(8 194.44414),(9 195.5719),(10 197.71503),(11 200.21971),(12 199.56331),(13 201.87119),(14 201.68925),(15 202.17671),(16 205.59573),(17 207.01302),(18 207.9107),(19 203.64288),(20 206.56596),(21 205.41727),(22 205.69696),(23 205.8811),(24 204.16956),(25 206.01108),(26 207.77332),(27 207.01921),(28 206.9667),(29 208.4943),(30 207.19547),(31 209.88864),(32 209.1744),(33 209.703),(34 209.34618),(35 210.97778),(36 212.25125),(37 211.67603),(38 209.84802),(39 209.30295),(40 211.16809),(41 211.15543),(42 212.23067),(43 212.53792),(44 211.84416),(45 212.86337),(46 210.63455),(47 212.47171),(48 213.3346),(49 213.29561),(50 213.47473),(51 213.76854),(52 214.68141),(53 216.09445),(54 214.58475),(55 215.61896),(56 217.04726),(57 215.65204),(58 213.72542),(59 211.01987),(60 214.34952),(61 214.3915),(62 215.01862),(63 214.9938),(64 214.77892),(65 215.01634),(66 211.96132),(67 210.17633),(68 211.1309),(69 212.45155),(70 209.27737),(71 208.1826),(72 211.00713),(73 212.67686),(74 208.77274),(75 209.98805),(76 211.14787),(77 208.34096),(78 210.8242),(79 209.35123),
(1 142.68416),(2 162.493),(3 172.47612),(4 178.75458),(5 181.16861),(6 187.42937),(7 189.1577),(8 192.34604),(9 188.66484),(10 190.71976),(11 193.00383),(12 195.6727),(13 196.9727),(14 198.11339),(15 196.68031),(16 199.79784),(17 200.84265),(18 200.49011),(19 199.81807),(20 200.28201),(21 200.46782),(22 201.68916),(23 201.2042),(24 199.66747),(25 201.78946),(26 203.09543),(27 202.0953),(28 204.43785),(29 202.926),(30 200.3653),(31 201.18132),(32 200.1125),(33 203.06755),(34 202.3931),(35 201.94543),(36 204.57858),(37 205.90384),(38 204.44612),(39 204.8168),(40 205.91519),(41 204.15567),(42 204.56322),(43 205.40793),(44 209.07172),(45 208.34648),(46 206.16269),(47 202.11203),(48 204.21996),(49 206.75964),(50 205.89558),(51 207.3195),(52 206.92627),(53 206.53162),(54 206.54323),(55 206.23387),(56 207.35194),(57 206.9992),(58 207.08064),(59 205.3512),(60 206.54182),(61 208.03046),(62 207.66681),(63 209.32135),(64 204.5448),(65 205.21501),(66 204.0185),(67 201.52042),(68 203.15651),(69 202.27138),(70 199.64635),(71 203.5762),(72 204.59186),(73 201.80522),(74 204.55411),(75 204.80688),(76 204.8006),(77 206.44994),(78 208.11626),(79 208.27881),
(1 139.14845),(2 159.65262),(3 168.15848),(4 172.93735),(5 177.53362),(6 181.70627),(7 182.34773),(8 185.6061),(9 183.60693),(10 185.39664),(11 189.15395),(12 190.32443),(13 190.76654),(14 195.65361),(15 193.59625),(16 196.21405),(17 197.64508),(18 199.80739),(19 194.38797),(20 197.07506),(21 198.91368),(22 198.8845),(23 199.36993),(24 197.51857),(25 199.75992),(26 199.92206),(27 200.04263),(28 197.45645),(29 197.23041),(30 198.91422),(31 198.95456),(32 200.31282),(33 202.15523),(34 200.09232),(35 200.86931),(36 201.60493),(37 199.84897),(38 199.47722),(39 200.75485),(40 201.41386),(41 197.95615),(42 199.74298),(43 197.43065),(44 202.35562),(45 200.47887),(46 202.35251),(47 203.36331),(48 202.81158),(49 204.90022),(50 203.61607),(51 204.2109),(52 202.90546),(53 202.59741),(54 202.73964),(55 199.88261),(56 201.60379),(57 201.28375),(58 201.53278),(59 201.73369),(60 201.23598),(61 200.77628),(62 202.07742),(63 200.43846),(64 202.58191),(65 200.97897),(66 199.21622),(67 198.1234),(68 197.98482),(69 196.53102),(70 198.48174),(71 198.73463),(72 202.4498),(73 199.89043),(74 200.82849),(75 199.36447),(76 203.30862),(77 201.77559),(78 201.73468),(79 202.88486),
(1 137.89908),(2 156.05266),(3 165.68643),(4 173.2809),(5 176.24333),(6 178.27039),(7 180.24681),(8 183.86418),(9 181.91228),(10 183.3231),(11 188.1876),(12 191.64377),(13 191.39464),(14 192.72234),(15 192.96619),(16 196.45175),(17 192.84409),(18 192.72357),(19 192.52338),(20 191.83023),(21 195.43825),(22 194.59554),(23 195.06705),(24 194.64635),(25 192.9835),(26 196.84987),(27 194.60747),(28 194.98936),(29 195.10991),(30 198.36879),(31 199.06258),(32 197.3119),(33 196.77483),(34 197.72964),(35 196.56201),(36 196.0062),(37 196.0192),(38 196.6558),(39 196.49127),(40 195.25891),(41 194.8443),(42 196.3383),(43 196.56567),(44 196.58942),(45 198.46684),(46 197.85161),(47 196.46939),(48 196.02278),(49 197.60823),(50 199.13731),(51 200.40527),(52 198.82819),(53 197.68398),(54 199.97168),(55 200.38664),(56 201.25935),(57 199.7826),(58 200.89224),(59 199.79865),(60 200.02779),(61 200.56404),(62 200.31096),(63 197.0635),(64 199.01833),(65 197.40303),(66 198.95728),(67 199.29533),(68 199.19185),(69 199.57364),(70 200.31938),(71 201.53339),(72 202.00691),(73 203.86128),(74 202.82573),(75 200.78204),(76 202.48735),(77 201.36357),(78 203.0574),(79 205.36621),
(1 137.48058),(2 153.60089),(3 164.95984),(4 169.57637),(5 171.61029),(6 172.93596),(7 178.05075),(8 178.09549),(9 179.58421),(10 180.76144),(11 183.54535),(12 182.89645),(13 186.52652),(14 186.82498),(15 190.90788),(16 187.51701),(17 189.2173),(18 188.6662),(19 188.78236),(20 190.28465),(21 190.38028),(22 191.88802),(23 193.89967),(24 192.01653),(25 192.97977),(26 195.32668),(27 195.09796),(28 195.67467),(29 193.41011),(30 193.07727),(31 193.31342),(32 196.13406),(33 195.01613),(34 194.04503),(35 194.49792),(36 196.54373),(37 195.96591),(38 196.31038),(39 194.70633),(40 195.67865),(41 199.54398),(42 196.79712),(43 194.59546),(44 194.57558),(45 195.46275),(46 195.63795),(47 197.49391),(48 195.86241),(49 198.0905),(50 198.65617),(51 196.80391),(52 199.09709),(53 199.4679),(54 199.9952),(55 199.56635),(56 199.28159),(57 197.5121),(58 196.9423),(59 199.4718),(60 199.0328),(61 198.17107),(62 197.53255),(63 196.38643),(64 197.81491),(65 197.85092),(66 198.47986),(67 197.66234),(68 196.21353),(69 195.69965),(70 196.0082),(71 194.69272),(72 197.57866),(73 198.2117),(74 198.27391),(75 196.29494),(76 197.43721),(77 197.66605),(78 199.87195),(79 200.50627),
(1 134.7748),(2 155.78787),(3 164.56978),(4 173.25122),(5 173.80368),(6 177.75977),(7 177.4916),(8 181.1372),(9 182.25871),(10 183.10004),(11 185.06265),(12 186.89015),(13 188.39986),(14 190.01317),(15 188.63992),(16 191.08481),(17 190.01654),(18 193.9524),(19 192.70525),(20 191.2386),(21 192.12012),(22 197.63821),(23 194.7562),(24 197.84056),(25 196.10823),(26 195.93924),(27 197.18282),(28 195.10297),(29 193.34683),(30 193.62799),(31 193.93225),(32 195.2485),(33 191.12599),(34 192.75377),(35 189.72853),(36 189.22432),(37 189.89296),(38 191.62161),(39 191.10362),(40 194.28305),(41 194.03883),(42 194.19962),(43 194.77937),(44 193.56621),(45 196.72063),(46 194.07318),(47 194.57008),(48 195.1997),(49 194.30453),(50 197.54155),(51 197.25279),(52 194.8867),(53 195.58261),(54 195.37878),(55 193.8595),(56 195.54855),(57 195.522),(58 195.23462),(59 194.70953),(60 195.59077),(61 195.249),(62 196.18935),(63 195.1133),(64 195.03716),(65 194.80424),(66 197.5193),(67 197.13458),(68 194.75264),(69 195.25217),(70 195.39473),(71 199.0036),(72 196.79779),(73 198.86862),(74 198.16328),(75 196.36983),(76 198.7625),(77 198.27359),(78 202.9098),(79 199.87155),
(1 131.78952),(2 150.10435),(3 159.07657),(4 165.66444),(5 165.93364),(6 170.0532),(7 169.47906),(8 174.53912),(9 175.53151),(10 174.7031),(11 178.45618),(12 177.9879),(13 177.48582),(14 180.21393),(15 176.87437),(16 179.78929),(17 180.02444),(18 181.88054),(19 179.07945),(20 181.10007),(21 182.6294),(22 181.96727),(23 182.44536),(24 181.87782),(25 183.22093),(26 184.2086),(27 183.09413),(28 183.28879),(29 182.6753),(30 182.74403),(31 181.74239),(32 183.6503),(33 184.37007),(34 185.74744),(35 184.12193),(36 184.49738),(37 186.12167),(38 186.01431),(39 183.94394),(40 185.64279),(41 185.5524),(42 186.5854),(43 185.46713),(44 186.60938),(45 186.11531),(46 186.67854),(47 187.31358),(48 185.86063),(49 188.94855),(50 186.8547),(51 188.07219),(52 188.2194),(53 186.26886),(54 186.44229),(55 187.44041),(56 186.76451),(57 187.4028),(58 188.37675),(59 187.37862),(60 184.89859),(61 186.21921),(62 188.22665),(63 187.11032),(64 188.57756),(65 187.54042),(66 187.11212),(67 186.72896),(68 188.47986),(69 187.13799),(70 186.90625),(71 188.48468),(72 188.34023),(73 189.31876),(74 190.61954),(75 190.0786),(76 190.33447),(77 191.03926),(78 193.71965),(79 192.03252),
(1 133.29053),(2 149.64862),(3 160.22697),(4 165.24757),(5 167.28467),(6 171.55554),(7 170.7465),(8 172.93655),(9 174.69362),(10 173.791),(11 177.65309),(12 175.42146),(13 176.04158),(14 176.98486),(15 180.51746),(16 179.34224),(17 180.55357),(18 180.07053),(19 180.41583),(20 179.69766),(21 179.16718),(22 182.0911),(23 180.13513),(24 178.82977),(25 178.66772),(26 180.64995),(27 179.54552),(28 182.06435),(29 181.19008),(30 181.22267),(31 182.58539),(32 184.27643),(33 183.2399),(34 183.40004),(35 185.03162),(36 184.09596),(37 186.32385),(38 185.17815),(39 184.05072),(40 186.27602),(41 187.64638),(42 187.44969),(43 187.62436),(44 190.54489),(45 188.63737),(46 189.01715),(47 189.8957),(48 189.00092),(49 191.39577),(50 189.13164),(51 187.40701),(52 188.70728),(53 188.0933),(54 189.23497),(55 191.4139),(56 189.37352),(57 187.92311),(58 188.98438),(59 190.82431),(60 190.80748),(61 189.73297),(62 190.27133),(63 190.34769),(64 189.1108),(65 187.50533),(66 187.77904),(67 187.85724),(68 185.83325),(69 187.5302),(70 184.40456),(71 186.33176),(72 187.53091),(73 189.11702),(74 188.78114),(75 191.03235),(76 192.61739),(77 194.34225),(78 193.71877),(79 192.06366),
(1 124.758125),(2 142.58496),(3 150.62645),(4 153.70514),(5 157.73145),(6 158.00795),(7 162.26083),(8 165.04153),(9 163.01529),(10 165.38222),(11 167.63649),(12 168.97148),(13 170.6021),(14 173.16733),(15 172.1777),(16 172.49055),(17 174.24188),(18 171.79268),(19 173.0649),(20 173.50204),(21 174.66888),(22 174.27238),(23 177.131),(24 175.96461),(25 176.84157),(26 176.1561),(27 175.8385),(28 175.14099),(29 175.41843),(30 176.85704),(31 176.19305),(32 174.6136),(33 175.20842),(34 176.74768),(35 175.55153),(36 174.88405),(37 176.64574),(38 174.8452),(39 174.32143),(40 177.32513),(41 177.213),(42 180.35318),(43 180.97586),(44 180.23732),(45 180.88371),(46 183.04897),(47 182.53575),(48 182.4181),(49 183.74088),(50 182.14796),(51 183.1891),(52 182.16351),(53 183.14342),(54 181.91663),(55 179.33481),(56 181.12051),(57 179.4688),(58 183.45427),(59 183.49641),(60 184.23125),(61 184.80592),(62 184.24702),(63 183.57947),(64 181.43294),(65 180.95427),(66 181.1818),(67 181.69418),(68 181.05247),(69 183.37123),(70 183.18118),(71 185.03378),(72 185.23833),(73 185.49944),(74 186.20201),(75 186.79549),(76 187.18756),(77 187.74417),(78 189.10898),(79 188.28029),
(1 125.85112),(2 144.51312),(3 152.62982),(4 158.3488),(5 158.68823),(6 162.95284),(7 164.88724),(8 166.46039),(9 164.97755),(10 168.7134),(11 170.96332),(12 172.375),(13 172.6141),(14 172.6006),(15 173.95233),(16 175.48097),(17 175.19121),(18 174.35077),(19 175.26329),(20 175.82838),(21 177.61728),(22 176.52612),(23 178.14763),(24 177.65126),(25 177.7425),(26 177.48491),(27 180.49591),(28 182.78722),(29 179.2352),(30 181.30865),(31 182.90344),(32 182.44626),(33 179.04292),(34 182.04063),(35 181.80678),(36 179.29929),(37 180.15317),(38 179.84717),(39 180.09857),(40 181.15858),(41 181.08348),(42 183.08812),(43 180.56342),(44 181.02615),(45 181.90097),(46 181.62947),(47 180.19669),(48 181.91608),(49 181.43626),(50 181.07973),(51 180.74483),(52 182.13716),(53 180.22531),(54 182.79306),(55 183.14014),(56 182.73569),(57 182.12057),(58 182.14052),(59 181.59091),(60 182.43181),(61 182.43759),(62 184.3055),(63 183.06033),(64 182.74596),(65 182.03064),(66 181.71503),(67 181.22945),(68 180.89381),(69 182.1588),(70 183.52855),(71 183.27328),(72 182.53694),(73 183.13063),(74 183.83998),(75 182.59769),(76 185.70685),(77 183.09492),(78 182.57224),(79 183.99582),
(1 128.74036),(2 145.35797),(3 155.50284),(4 159.41588),(5 159.66895),(6 160.73827),(7 165.78734),(8 168.23349),(9 167.74608),(10 166.73663),(11 167.73193),(12 170.19144),(13 170.26695),(14 172.53531),(15 173.85188),(16 171.11736),(17 171.60172),(18 173.3778),(19 173.5153),(20 172.02377),(21 171.55167),(22 169.59763),(23 170.00069),(24 171.06117),(25 171.85504),(26 170.81323),(27 171.10147),(28 171.58565),(29 171.60826),(30 173.95319),(31 176.26463),(32 175.77603),(33 175.49152),(34 177.9218),(35 177.67),(36 176.022),(37 175.86385),(38 174.87366),(39 175.01888),(40 179.97969),(41 177.25502),(42 178.87279),(43 178.35104),(44 177.2805),(45 178.24632),(46 177.89444),(47 178.7948),(48 180.92271),(49 181.25449),(50 182.2947),(51 179.98149),(52 182.96939),(53 182.9578),(54 182.54202),(55 182.63396),(56 179.51578),(57 179.87936),(58 179.26364),(59 181.72736),(60 179.5903),(61 180.83414),(62 180.04387),(63 179.12001),(64 179.49312),(65 179.94897),(66 180.0287),(67 179.79361),(68 179.4968),(69 179.7764),(70 179.31592),(71 182.23643),(72 181.06674),(73 181.85495),(74 183.3798),(75 181.04901),(76 182.31888),(77 182.45737),(78 184.92282),(79 182.51079),
(1 122.7408),(2 139.4254),(3 148.04642),(4 152.60696),(5 155.27599),(6 157.30603),(7 161.23843),(8 163.31926),(9 163.41669),(10 164.23132),(11 165.53188),(12 166.10162),(13 167.37222),(14 170.325),(15 169.15479),(16 168.59268),(17 167.29646),(18 169.16988),(19 169.41298),(20 171.28465),(21 171.6094),(22 168.36414),(23 169.49992),(24 169.62724),(25 168.94624),(26 169.40683),(27 170.82204),(28 171.108),(29 169.9042),(30 172.66843),(31 171.52492),(32 172.25793),(33 170.9197),(34 171.06026),(35 169.827),(36 170.94963),(37 171.37917),(38 171.92146),(39 173.49458),(40 173.41748),(41 174.4011),(42 175.14677),(43 171.99216),(44 176.49046),(45 175.53355),(46 173.9232),(47 174.67749),(48 174.15257),(49 175.59091),(50 173.44753),(51 174.36227),(52 176.0901),(53 178.12881),(54 179.04495),(55 178.24704),(56 176.7637),(57 175.08942),(58 173.95152),(59 175.60976),(60 177.39507),(61 177.56644),(62 175.58134),(63 176.37575),(64 174.3073),(65 174.27133),(66 175.52351),(67 174.21469),(68 176.7171),(69 177.33524),(70 178.33023),(71 176.53084),(72 177.01869),(73 176.30109),(74 176.96248),(75 176.59132),(76 177.77847),(77 178.38458),(78 180.64325),(79 179.94571),
(1 123.021355),(2 141.6439),(3 147.69579),(4 155.01308),(5 157.66986),(6 161.07181),(7 161.75346),(8 162.80449),(9 159.57246),(10 163.65773),(11 163.34775),(12 167.05945),(13 167.76735),(14 167.75346),(15 166.55273),(16 167.45067),(17 167.28226),(18 166.58342),(19 166.4011),(20 170.50694),(21 168.51643),(22 168.88124),(23 167.99557),(24 166.07518),(25 168.53308),(26 169.98578),(27 170.89554),(28 170.64738),(29 171.42644),(30 172.54857),(31 173.27333),(32 174.04138),(33 173.21838),(34 171.71654),(35 171.87259),(36 174.16328),(37 172.08641),(38 173.73315),(39 174.70262),(40 174.95253),(41 175.30089),(42 174.96036),(43 173.93625),(44 175.83498),(45 177.36955),(46 176.64117),(47 176.463),(48 176.21533),(49 177.58638),(50 179.02641),(51 176.03505),(52 175.53459),(53 177.06189),(54 179.49329),(55 179.1028),(56 180.18652),(57 180.15186),(58 178.18387),(59 178.06844),(60 176.65874),(61 177.1409),(62 176.79257),(63 176.48546),(64 178.2198),(65 179.96187),(66 179.83588),(67 178.03844),(68 178.76872),(69 179.34578),(70 179.8872),(71 179.81142),(72 179.31485),(73 179.65974),(74 179.38239),(75 180.65218),(76 180.9888),(77 180.65361),(78 183.7445),(79 179.82472),
