1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 657.6443),(2 945.3265),(3 1167.7262),(4 1283.0145),(5 1440.1797),(6 1532.2902),(7 1612.0504),(8 1722.5299),(9 1821.4338),(10 1887.8157),(11 1919.1932),(12 1975.2266),(13 2039.2432),(14 2060.6748),(15 2087.9749),(16 2120.7947),(17 2134.463),(18 2166.5005),(19 2208.6663),(20 2247.4512),(21 2266.5193),(22 2300.34),(23 2370.4053),(24 2361.5454),(25 2393.972),(26 2402.313),(27 2420.4475),(28 2444.3506),(29 2450.513),(30 2458.237),(31 2461.6584),(32 2483.9487),(33 2474.5547),(34 2484.269),(35 2501.3884),(36 2530.0522),(37 2526.5076),(38 2578.418),(39 2603.0154),(40 2603.9658),(41 2603.6191),(42 2632.5125),(43 2649.235),(44 2634.6272),(45 2642.5596),(46 2661.5276),(47 2668.5732),(48 2648.1343),(49 2626.1108),(50 2643.0698),(51 2641.1252),(52 2629.7192),(53 2656.7522),(54 2652.676),(55 2648.8027),(56 2628.3716),(57 2629.5867),(58 2638.0352),(59 2634.9707),(60 2625.2102),(61 2638.3586),(62 2647.656),(63 2661.743),(64 2679.293),(65 2699.5393),(66 2707.8745),(67 2701.6377),(68 2750.8938),(69 2770.1274),(70 2782.9836),(71 2815.8127),(72 2859.4666),(73 2868.2876),(74 2877.577),(75 2917.0576),(76 2923.48),(77 2969.6443),(78 3013.2095),(79 3040.7087),
(1 654.3614),(2 936.3851),(3 1150.8927),(4 1267.7327),(5 1416.9353),(6 1521.4358),(7 1593.3112),(8 1713.339),(9 1795.8029),(10 1866.6024),(11 1903.6874),(12 1971.1714),(13 2021.3435),(14 2037.2543),(15 2063.5393),(16 2095.6045),(17 2113.848),(18 2128.796),(19 2164.1614),(20 2188.63),(21 2222.6277),(22 2264.764),(23 2314.9434),(24 2322.37),(25 2333.2717),(26 2358.909),(27 2370.127),(28 2381.563),(29 2392.1123),(30 2399.9326),(31 2414.8152),(32 2451.0835),(33 2441.5583),(34 2465.518),(35 2486.8533),(36 2506.5413),(37 2500.555),(38 2550.2295),(39 2577.6143),(40 2577.973),(41 2571.826),(42 2575.3374),(43 2573.7627),(44 2552.0107),(45 2570.1182),(46 2600.6707),(47 2626.147),(48 2610.4246),(49 2602.2505),(50 2609.5588),(51 2623.4512),(52 2628.0447),(53 2642.9373),(54 2655.6472),(55 2643.3535),(56 2638.2344),(57 2644.8215),(58 2646.7205),(59 2645.3506),(60 2630.24),(61 2649.581),(62 2650.268),(63 2679.4307),(64 2683.0662),(65 2716.7874),(66 2742.6846),(67 2743.667),(68 2761.0981),(69 2794.5513),(70 2810.402),(71 2835.9763),(72 2876.168),(73 2923.8162),(74 2944.5393),(75 2966.277),(76 2998.777),(77 3050.623),(78 3095.12),(79 3120.0225),
(1 656.99225),(2 938.9859),(3 1156.4689),(4 1257.9492),(5 1415.6984),(6 1509.2986),(7 1570.4554),(8 1692.22),(9 1787.1425),(10 1847.8951),(11 1889.7434),(12 1947.3948),(13 2005.5022),(14 2007.6415),(15 2035.9753),(16 2078.6016),(17 2079.7588),(18 2108.7654),(19 2114.2192),(20 2137.8777),(21 2150.7478),(22 2188.5425),(23 2220.0295),(24 2213.339),(25 2217.618),(26 2212.0593),(27 2228.7473),(28 2242.106),(29 2258.3823),(30 2261.9338),(31 2261.3303),(32 2287.0388),(33 2276.7173),(34 2293.0586),(35 2303.837),(36 2333.1902),(37 2306.6006),(38 2342.082),(39 2358.8877),(40 2361.4226),(41 2365.9446),(42 2385.756),(43 2374.828),(44 2364.1858),(45 2364.7239),(46 2387.6655),(47 2383.3245),(48 2392.6638),(49 2395.102),(50 2400.181),(51 2414.3184),(52 2416.0457),(53 2433.2942),(54 2434.2925),(55 2436.7432),(56 2444.3647),(57 2462.6204),(58 2469.9185),(59 2475.095),(60 2479.3386),(61 2488.9768),(62 2482.4788),(63 2506.4573),(64 2512.0784),(65 2524.4038),(66 2550.8428),(67 2573.5486),(68 2607.901),(69 2641.0542),(70 2676.8003),(71 2715.927),(72 2752.0186),(73 2782.6582),(74 2802.6052),(75 2835.8088),(76 2883.4673),(77 2923.1592),(78 2971.4897),(79 2988.6494),
(1 638.4589),(2 914.32),(3 1126.7572),(4 1239.3342),(5 1380.1274),(6 1476.6783),(7 1542.8666),(8 1648.1252),(9 1715.0918),(10 1779.0752),(11 1816.6234),(12 1878.2024),(13 1924.2715),(14 1932.0437),(15 1969.3749),(16 2000.8766),(17 1998.3375),(18 2029.2443),(19 2057.1208),(20 2088.9211),(21 2102.0627),(22 2121.8943),(23 2168.545),(24 2162.3071),(25 2188.1387),(26 2190.362),(27 2216.9963),(28 2242.193),(29 2256.0847),(30 2273.2332),(31 2271.3257),(32 2297.4695),(33 2291.827),(34 2288.6),(35 2300.5876),(36 2319.4631),(37 2310.12),(38 2352.583),(39 2369.6787),(40 2370.6504),(41 2378.6714),(42 2415.7402),(43 2423.902),(44 2425.773),(45 2431.3127),(46 2458.5444),(47 2462.688),(48 2458.6016),(49 2443.6047),(50 2457.0525),(51 2449.423),(52 2455.9102),(53 2462.115),(54 2459.7405),(55 2456.5576),(56 2476.2622),(57 2488.2532),(58 2519.724),(59 2515.2651),(60 2518.9202),(61 2540.856),(62 2541.4336),(63 2548.8628),(64 2540.0725),(65 2530.4253),(66 2521.4504),(67 2526.949),(68 2557.8079),(69 2593.1614),(70 2615.8262),(71 2636.3093),(72 2657.5557),(73 2670.8264),(74 2687.9229),(75 2723.3467),(76 2749.449),(77 2770.1216),(78 2779.1265),(79 2796.5627),
(1 645.2698),(2 923.1279),(3 1135.47),(4 1253.798),(5 1390.0308),(6 1472.5826),(7 1539.1301),(8 1650.7638),(9 1725.8306),(10 1794.5707),(11 1854.0697),(12 1924.0765),(13 1979.4646),(14 1998.7306),(15 2040.6677),(16 2066.3152),(17 2098.402),(18 2122.8088),(19 2147.547),(20 2184.3486),(21 2177.934),(22 2202.4387),(23 2232.1748),(24 2223.5735),(25 2241.771),(26 2255.4436),(27 2283.829),(28 2284.795),(29 2310.79),(30 2319.5508),(31 2319.1077),(32 2336.7197),(33 2331.4504),(34 2333.0886),(35 2363.964),(36 2386.122),(37 2375.4045),(38 2397.9146),(39 2414.7078),(40 2418.987),(41 2416.8052),(42 2458.5085),(43 2472.315),(44 2468.4954),(45 2493.6963),(46 2513.2222),(47 2516.194),(48 2507.2673),(49 2500.27),(50 2510.1904),(51 2514.2607),(52 2507.2517),(53 2521.4434),(54 2524.2722),(55 2512.0195),(56 2520.7046),(57 2508.7407),(58 2540.8994),(59 2532.586),(60 2516.363),(61 2534.2236),(62 2532.819),(63 2544.7397),(64 2542.88),(65 2554.945),(66 2548.764),(67 2544.733),(68 2558.536),(69 2578.5688),(70 2605.0183),(71 2623.5605),(72 2641.3176),(73 2659.844),(74 2675.4258),(75 2700.604),(76 2729.1494),(77 2745.9736),(78 2764.2634),(79 2789.9128),
(1 620.18304),(2 888.4378),(3 1085.8282),(4 1196.5366),(5 1327.5637),(6 1413.2865),(7 1469.7853),(8 1580.9019),(9 1634.5015),(10 1684.0422),(11 1721.2623),(12 1797.216),(13 1854.964),(14 1876.1892),(15 1913.2823),(16 1958.9504),(17 1951.6361),(18 1975.5228),(19 2003.4749),(20 2042.424),(21 2059.2747),(22 2105.822),(23 2143.0918),(24 2162.7097),(25 2173.8152),(26 2187.5444),(27 2199.2197),(28 2205.6462),(29 2218.8381),(30 2218.6218),(31 2232.0576),(32 2253.5796),(33 2233.6135),(34 2220.1917),(35 2227.1533),(36 2247.0005),(37 2227.1672),(38 2261.7815),(39 2277.223),(40 2270.0872),(41 2277.437),(42 2307.7974),(43 2321.971),(44 2301.2847),(45 2309.779),(46 2338.2112),(47 2361.8413),(48 2339.0503),(49 2337.0146),(50 2349.16),(51 2353.0588),(52 2361.385),(53 2380.0327),(54 2386.3848),(55 2385.907),(56 2396.0361),(57 2403.325),(58 2430.0671),(59 2433.7925),(60 2429.4163),(61 2438.2554),(62 2449.1125),(63 2452.048),(64 2460.564),(65 2466.8826),(66 2479.951),(67 2468.1343),(68 2472.2053),(69 2481.8923),(70 2505.4163),(71 2537.7832),(72 2556.4968),(73 2576.0762),(74 2599.7185),(75 2615.124),(76 2636.8584),(77 2655.4087),(78 2667.7192),(79 2682.936),
(1 615.3657),(2 868.355),(3 1052.9651),(4 1157.7241),(5 1279.613),(6 1359.8544),(7 1412.3353),(8 1512.8851),(9 1606.1913),(10 1668.4647),(11 1713.0392),(12 1779.4075),(13 1839.7728),(14 1855.9496),(15 1880.7339),(16 1919.9244),(17 1930.4412),(18 1960.8176),(19 1987.6632),(20 2012.2534),(21 2028.2427),(22 2083.975),(23 2142.012),(24 2159.0466),(25 2165.048),(26 2180.3894),(27 2187.109),(28 2189.047),(29 2189.7866),(30 2193.0298),(31 2205.848),(32 2214.009),(33 2200.1606),(34 2205.9473),(35 2189.364),(36 2207.0957),(37 2192.3843),(38 2207.657),(39 2221.3115),(40 2213.6157),(41 2230.0654),(42 2246.0198),(43 2257.3599),(44 2247.6853),(45 2258.403),(46 2278.1936),(47 2292.6995),(48 2283.1914),(49 2287.8557),(50 2300.607),(51 2326.708),(52 2316.6387),(53 2333.004),(54 2323.8281),(55 2319.7952),(56 2326.2715),(57 2333.27),(58 2360.0613),(59 2362.2397),(60 2355.9521),(61 2350.344),(62 2355.867),(63 2358.2778),(64 2352.0195),(65 2370.3862),(66 2394.7676),(67 2396.492),(68 2416.364),(69 2434.5344),(70 2458.5005),(71 2482.5786),(72 2502.1099),(73 2519.1558),(74 2550.551),(75 2577.625),(76 2585.6125),(77 2604.6826),(78 2631.5637),(79 2657.4734),
(1 605.5377),(2 861.1467),(3 1063.0717),(4 1167.649),(5 1301.8743),(6 1380.6456),(7 1450.9751),(8 1566.676),(9 1643.2109),(10 1684.6532),(11 1731.0835),(12 1784.6935),(13 1832.6935),(14 1839.6211),(15 1851.6824),(16 1881.3003),(17 1897.2308),(18 1918.023),(19 1943.838),(20 1965.9918),(21 1972.0204),(22 1988.032),(23 2045.0259),(24 2043.4642),(25 2054.962),(26 2050.306),(27 2055.5823),(28 2064.9226),(29 2068.0967),(30 2081.7744),(31 2072.415),(32 2083.0298),(33 2068.038),(34 2070.5012),(35 2080.1055),(36 2093.5994),(37 2084.5906),(38 2129.5461),(39 2152.7158),(40 2135.14),(41 2135.5715),(42 2148.5933),(43 2167.3794),(44 2153.8813),(45 2180.6208),(46 2211.7168),(47 2245.6697),(48 2238.0361),(49 2230.3418),(50 2240.5046),(51 2250.8374),(52 2243.7363),(53 2263.2446),(54 2256.245),(55 2262.3562),(56 2273.9304),(57 2279.3464),(58 2302.9553),(59 2304.469),(60 2320.0164),(61 2330.1619),(62 2336.561),(63 2358.2297),(64 2354.6292),(65 2366.9531),(66 2384.0308),(67 2393.9695),(68 2409.858),(69 2430.0344),(70 2451.4866),(71 2468.9595),(72 2505.0518),(73 2531.2583),(74 2562.3923),(75 2583.0105),(76 2605.2905),(77 2628.4692),(78 2656.2234),(79 2674.5627),
(1 609.2157),(2 856.5409),(3 1041.7219),(4 1142.3689),(5 1245.3376),(6 1314.148),(7 1377.2855),(8 1491.6997),(9 1570.5254),(10 1625.2593),(11 1666.2191),(12 1716.4382),(13 1765.2943),(14 1772.653),(15 1797.5055),(16 1824.5603),(17 1833.1726),(18 1851.0319),(19 1885.398),(20 1910.0411),(21 1920.1392),(22 1929.4836),(23 1983.5139),(24 1982.4766),(25 1984.4932),(26 1998.3215),(27 2001.0679),(28 1993.5369),(29 2003.9961),(30 2005.3901),(31 1998.9182),(32 2017.8243),(33 2007.2278),(34 2004.0522),(35 2016.1704),(36 2021.8301),(37 2020.5343),(38 2069.5469),(39 2088.8079),(40 2088.0083),(41 2097.2002),(42 2103.05),(43 2119.5103),(44 2120.826),(45 2133.551),(46 2159.2415),(47 2178.1726),(48 2183.71),(49 2188.197),(50 2197.3857),(51 2212.3538),(52 2231.8193),(53 2274.7803),(54 2276.6006),(55 2272.942),(56 2282.187),(57 2287.1846),(58 2299.6558),(59 2309.2542),(60 2315.994),(61 2323.0662),(62 2339.501),(63 2359.1726),(64 2373.8147),(65 2386.3757),(66 2413.008),(67 2438.3127),(68 2471.4443),(69 2482.681),(70 2507.9338),(71 2520.668),(72 2536.765),(73 2548.713),(74 2572.4568),(75 2587.4744),(76 2608.3381),(77 2615.7825),(78 2631.9983),(79 2649.3577),
(1 604.304),(2 855.811),(3 1037.849),(4 1140.895),(5 1260.4457),(6 1339.7091),(7 1402.8053),(8 1508.0858),(9 1568.7141),(10 1626.7445),(11 1676.2212),(12 1719.518),(13 1766.2689),(14 1789.9531),(15 1822.5006),(16 1850.3392),(17 1863.2079),(18 1874.0579),(19 1909.1757),(20 1940.4767),(21 1943.3699),(22 1977.892),(23 2020.6025),(24 2035.3756),(25 2046.4644),(26 2059.5894),(27 2074.365),(28 2072.6472),(29 2088.5098),(30 2106.63),(31 2100.7583),(32 2126.878),(33 2110.6262),(34 2114.176),(35 2129.2637),(36 2139.952),(37 2129.1934),(38 2164.8323),(39 2196.1519),(40 2189.1523),(41 2190.9185),(42 2227.3184),(43 2264.484),(44 2265.4265),(45 2272.4988),(46 2297.9065),(47 2323.8003),(48 2329.014),(49 2310.9253),(50 2313.8452),(51 2324.795),(52 2329.0657),(53 2352.5671),(54 2357.2412),(55 2363.203),(56 2350.5068),(57 2346.864),(58 2351.5703),(59 2343.9106),(60 2333.5789),(61 2344.4622),(62 2345.7996),(63 2342.3894),(64 2349.8003),(65 2355.517),(66 2361.9043),(67 2380.7036),(68 2395.9575),(69 2413.5125),(70 2434.6497),(71 2455.1824),(72 2474.7847),(73 2486.3647),(74 2488.251),(75 2526.704),(76 2539.2073),(77 2554.1606),(78 2586.7498),(79 2602.44),
(1 587.0195),(2 822.223),(3 998.91986),(4 1089.2437),(5 1201.9014),(6 1283.0227),(7 1327.3801),(8 1428.7373),(9 1488.0948),(10 1529.5614),(11 1568.7643),(12 1614.572),(13 1656.6576),(14 1670.5057),(15 1688.7695),(16 1717.5966),(17 1720.4459),(18 1737.0769),(19 1768.3501),(20 1786.8098),(21 1789.0146),(22 1823.4958),(23 1865.956),(24 1875.2869),(25 1876.84),(26 1881.7427),(27 1903.8921),(28 1906.8967),(29 1908.6107),(30 1918.0648),(31 1908.6158),(32 1937.9604),(33 1924.3676),(34 1933.2996),(35 1942.2205),(36 1956.9972),(37 1943.1069),(38 1986.2389),(39 1994.8138),(40 2012.8901),(41 2015.9761),(42 2035.6304),(43 2064.7104),(44 2062.509),(45 2072.3857),(46 2105.634),(47 2117.7756),(48 2109.4543),(49 2091.7576),(50 2101.3713),(51 2116.7285),(52 2129.1648),(53 2146.1438),(54 2132.1548),(55 2133.3352),(56 2132.4507),(57 2138.85),(58 2142.392),(59 2146.5898),(60 2141.0618),(61 2157.0522),(62 2160.4543),(63 2157.179),(64 2166.5881),(65 2188.115),(66 2208.7183),(67 2217.4814),(68 2225.5115),(69 2247.8403),(70 2266.6626),(71 2280.723),(72 2293.5461),(73 2320.632),(74 2331.534),(75 2363.086),(76 2382.0242),(77 2406.1267),(78 2427.2837),(79 2445.0303),
(1 589.60974),(2 821.87415),(3 995.3655),(4 1089.7186),(5 1211.0499),(6 1285.1401),(7 1315.8792),(8 1436.1205),(9 1494.4745),(10 1528.4739),(11 1570.552),(12 1623.4482),(13 1668.42),(14 1674.0087),(15 1694.7458),(16 1720.0095),(17 1733.8148),(18 1745.1504),(19 1771.7892),(20 1796.1176),(21 1787.807),(22 1826.43),(23 1874.5989),(24 1877.2),(25 1884.7916),(26 1883.7097),(27 1906.1444),(28 1894.2368),(29 1884.376),(30 1884.4559),(31 1890.5461),(32 1903.6167),(33 1903.1985),(34 1916.3651),(35 1912.6105),(36 1935.122),(37 1928.2695),(38 1964.6099),(39 1980.3556),(40 1964.6995),(41 1974.2534),(42 1987.1808),(43 2004.1313),(44 2011.3287),(45 2030.6757),(46 2057.6262),(47 2072.396),(48 2054.3782),(49 2038.0352),(50 2048.1316),(51 2062.8555),(52 2059.9463),(53 2095.3467),(54 2096.1921),(55 2101.2014),(56 2105.9822),(57 2114.7031),(58 2138.6816),(59 2142.7861),(60 2140.2988),(61 2157.3235),(62 2161.4443),(63 2169.463),(64 2182.7961),(65 2194.1956),(66 2203.1365),(67 2209.2344),(68 2224.2253),(69 2238.8167),(70 2259.748),(71 2274.2593),(72 2279.4954),(73 2301.3953),(74 2309.5042),(75 2325.4905),(76 2358.763),(77 2386.712),(78 2394.8928),(79 2412.413),
(1 584.7873),(2 820.39233),(3 999.4972),(4 1104.6965),(5 1224.0045),(6 1304.9146),(7 1358.0865),(8 1462.0511),(9 1526.8385),(10 1561.1923),(11 1603.8197),(12 1662.1564),(13 1702.644),(14 1715.498),(15 1756.5055),(16 1790.3322),(17 1808.9697),(18 1808.5366),(19 1830.7787),(20 1853.9148),(21 1852.3492),(22 1886.1174),(23 1941.5029),(24 1953.3102),(25 1969.2866),(26 1964.9434),(27 1966.9685),(28 1969.913),(29 1964.2467),(30 1969.3647),(31 1966.0646),(32 1964.5354),(33 1943.7281),(34 1935.6027),(35 1927.7554),(36 1943.7273),(37 1945.3376),(38 1991.5178),(39 1998.5835),(40 1998.1696),(41 2002.6641),(42 2015.894),(43 2025.2257),(44 2027.7847),(45 2041.4038),(46 2055.155),(47 2061.8193),(48 2048.8035),(49 2040.1686),(50 2040.7369),(51 2045.0186),(52 2052.1482),(53 2076.7017),(54 2065.1655),(55 2076.3381),(56 2070.6174),(57 2095.1685),(58 2118.881),(59 2131.29),(60 2130.425),(61 2139.0964),(62 2137.8657),(63 2127.0562),(64 2123.5134),(65 2131.0356),(66 2133.89),(67 2124.5051),(68 2154.1216),(69 2169.5574),(70 2184.94),(71 2200.3372),(72 2212.2195),(73 2237.131),(74 2240.5586),(75 2280.4612),(76 2289.3875),(77 2314.4575),(78 2347.896),(79 2372.8394),
(1 567.18286),(2 801.3918),(3 961.247),(4 1055.1566),(5 1166.2135),(6 1242.9728),(7 1296.7836),(8 1396.3785),(9 1457.1761),(10 1503.8995),(11 1527.119),(12 1580.7905),(13 1623.5049),(14 1636.2367),(15 1670.6921),(16 1696.9498),(17 1701.7),(18 1707.683),(19 1723.4166),(20 1739.7446),(21 1746.5298),(22 1774.0865),(23 1821.5609),(24 1821.9324),(25 1828.2559),(26 1836.5),(27 1845.5426),(28 1857.5638),(29 1855.3534),(30 1857.967),(31 1853.8508),(32 1865.8783),(33 1863.8307),(34 1850.6046),(35 1869.1481),(36 1878.5752),(37 1876.9841),(38 1919.8274),(39 1937.7118),(40 1937.5895),(41 1950.4572),(42 1985.5704),(43 2000.1783),(44 2001.6527),(45 2014.7332),(46 2043.5879),(47 2053.385),(48 2033.2665),(49 2020.5206),(50 2021.2903),(51 2026.9489),(52 2027.1624),(53 2071.8237),(54 2088.4548),(55 2097.0784),(56 2094.8726),(57 2100.806),(58 2115.026),(59 2098.7886),(60 2093.6914),(61 2104.6238),(62 2101.443),(63 2101.2646),(64 2112.903),(65 2115.1514),(66 2124.99),(67 2139.2854),(68 2175.755),(69 2185.2458),(70 2213.254),(71 2238.5327),(72 2238.721),(73 2264.7834),(74 2280.9602),(75 2310.2864),(76 2325.8008),(77 2350.9185),(78 2375.629),(79 2391.6108),
(1 568.91504),(2 810.62665),(3 966.8431),(4 1054.6726),(5 1162.5648),(6 1243.586),(7 1293.1067),(8 1398.0151),(9 1465.4468),(10 1504.9784),(11 1545.9462),(12 1586.4277),(13 1622.3721),(14 1632.7625),(15 1663.154),(16 1678.0593),(17 1701.0172),(18 1715.7969),(19 1729.6293),(20 1745.7798),(21 1744.2467),(22 1759.5465),(23 1800.2887),(24 1809.246),(25 1805.7251),(26 1809.8439),(27 1814.7418),(28 1814.1934),(29 1808.9868),(30 1802.658),(31 1807.0116),(32 1816.9192),(33 1813.579),(34 1825.0405),(35 1830.586),(36 1842.8066),(37 1847.6542),(38 1886.6372),(39 1897.1172),(40 1895.9658),(41 1893.1571),(42 1903.4269),(43 1917.5264),(44 1911.6293),(45 1933.9901),(46 1959.4686),(47 1962.0103),(48 1939.1755),(49 1932.63),(50 1946.7747),(51 1960.1677),(52 1964.1584),(53 2016.1372),(54 2029.9592),(55 2060.28),(56 2059.4014),(57 2065.3284),(58 2082.5857),(59 2077.7559),(60 2066.8564),(61 2072.9844),(62 2082.4531),(63 2102.3813),(64 2119.8887),(65 2127.366),(66 2133.15),(67 2148.2893),(68 2164.6328),(69 2184.4216),(70 2199.767),(71 2221.141),(72 2236.1738),(73 2253.8596),(74 2265.76),(75 2297.7136),(76 2314.0376),(77 2337.3386),(78 2349.6526),(79 2353.4063),
(1 562.13873),(2 785.6809),(3 950.4588),(4 1029.6418),(5 1134.8103),(6 1210.455),(7 1256.9591),(8 1351.5317),(9 1423.6328),(10 1464.0759),(11 1509.8164),(12 1566.2803),(13 1610.8632),(14 1614.2974),(15 1647.4312),(16 1660.8243),(17 1674.1592),(18 1689.9736),(19 1706.7634),(20 1721.0544),(21 1710.9784),(22 1738.3041),(23 1767.1262),(24 1764.8877),(25 1760.3098),(26 1764.6372),(27 1765.6005),(28 1778.5251),(29 1773.683),(30 1775.2256),(31 1779.4601),(32 1796.0282),(33 1785.7432),(34 1782.6154),(35 1792.4768),(36 1813.4512),(37 1802.6868),(38 1853.4022),(39 1872.0819),(40 1872.953),(41 1883.0923),(42 1905.3578),(43 1925.3225),(44 1912.178),(45 1930.7942),(46 1956.2451),(47 1957.4437),(48 1938.7648),(49 1928.8931),(50 1944.7263),(51 1947.1858),(52 1957.7557),(53 1982.6748),(54 2000.8242),(55 2006.2642),(56 1997.4308),(57 2007.7246),(58 2031.697),(59 2028.3392),(60 2027.5956),(61 2046.8291),(62 2052.4004),(63 2062.1726),(64 2069.7761),(65 2063.7217),(66 2067.0034),(67 2067.4912),(68 2074.1287),(69 2097.6465),(70 2114.0583),(71 2129.704),(72 2159.2263),(73 2187.3975),(74 2204.3904),(75 2222.7764),(76 2245.5457),(77 2274.7134),(78 2288.7466),(79 2302.4182),
(1 536.36273),(2 751.0129),(3 915.9625),(4 1011.36664),(5 1119.1522),(6 1176.5746),(7 1225.0377),(8 1317.0673),(9 1382.3636),(10 1439.4067),(11 1483.847),(12 1545.8927),(13 1583.4877),(14 1597.21),(15 1624.0527),(16 1634.3694),(17 1639.5264),(18 1641.9457),(19 1665.8857),(20 1684.1182),(21 1687.7466),(22 1716.987),(23 1757.9974),(24 1755.2094),(25 1744.9581),(26 1741.005),(27 1755.7874),(28 1773.3429),(29 1770.592),(30 1774.0856),(31 1785.3657),(32 1799.4548),(33 1794.5597),(34 1809.8998),(35 1819.4719),(36 1839.9219),(37 1821.3553),(38 1881.0739),(39 1898.7478),(40 1896.4678),(41 1908.1887),(42 1929.8079),(43 1955.0808),(44 1949.0536),(45 1965.1108),(46 1976.9305),(47 1993.7654),(48 1969.7598),(49 1963.9886),(50 1978.0259),(51 2004.4248),(52 2006.2517),(53 2022.1678),(54 2013.4962),(55 2024.3927),(56 2018.3395),(57 2036.4038),(58 2064.0762),(59 2062.6968),(60 2050.6365),(61 2048.9785),(62 2057.4392),(63 2066.106),(64 2063.5044),(65 2064.2092),(66 2058.576),(67 2058.3042),(68 2069.5063),(69 2085.0186),(70 2106.145),(71 2110.172),(72 2126.3635),(73 2145.9336),(74 2152.7207),(75 2183.3628),(76 2206.0188),(77 2235.692),(78 2244.6138),(79 2258.4414),
