1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 46.956383),(2 56.65651),(3 63.044605),(4 68.08447),(5 71.273674),(6 73.648964),(7 74.78486),(8 75.457214),(9 77.33827),(10 78.84161),(11 78.56986),(12 78.24897),(13 81.80372),(14 81.976),(15 82.2857),(16 83.4356),(17 84.32643),(18 84.07086),(19 83.76759),(20 84.7265),(21 85.75853),(22 86.8837),(23 85.859604),(24 85.214294),(25 85.63971),(26 86.738556),(27 87.69842),(28 90.381004),(29 90.73947),(30 91.12566),(31 91.60401),(32 91.56349),(33 92.140175),(34 95.43015),(35 96.18296),(36 96.90233),(37 99.55191),(38 101.08469),(39 101.745674),(40 104.48704),(41 105.78149),(42 107.22635),(43 105.41582),(44 106.69752),(45 107.33369),(46 109.84659),(47 110.62529),(48 110.86329),(49 111.1914),(50 112.478424),(51 112.0509),(52 112.28495),(53 113.069565),(54 113.94676),(55 113.65058),(56 113.83448),(57 113.75755),(58 112.401726),(59 112.53837),(60 112.21221),(61 112.11444),(62 112.82034),(63 112.375885),(64 111.92281),(65 112.2426),(66 112.6237),(67 113.05532),(68 112.84704),(69 113.351265),(70 111.56331),(71 113.126976),(72 113.926216),(73 113.534874),(74 114.10048),(75 112.32808),(76 113.64839),(77 112.874535),(78 112.084984),(79 112.812),
(1 46.186245),(2 55.254704),(3 61.583103),(4 66.17329),(5 69.34916),(6 71.60536),(7 73.21209),(8 74.36463),(9 75.295425),(10 77.24846),(11 75.90623),(12 74.66967),(13 78.29717),(14 78.9327),(15 78.83809),(16 79.347755),(17 81.59883),(18 82.251335),(19 81.4722),(20 81.53785),(21 82.18548),(22 83.07346),(23 82.45115),(24 81.77319),(25 83.15952),(26 84.12305),(27 83.59044),(28 87.08153),(29 86.8393),(30 87.416435),(31 88.56395),(32 88.69875),(33 89.25331),(34 91.26112),(35 91.3695),(36 91.72145),(37 93.95465),(38 95.232994),(39 96.00159),(40 97.7793),(41 98.91512),(42 100.41527),(43 100.16921),(44 103.16015),(45 104.57505),(46 106.33469),(47 107.466324),(48 108.24246),(49 108.45766),(50 108.022964),(51 107.75781),(52 106.99438),(53 107.92864),(54 108.48172),(55 108.32469),(56 108.92845),(57 109.200714),(58 108.75156),(59 108.22151),(60 109.37314),(61 109.42816),(62 108.50013),(63 109.38757),(64 109.205536),(65 109.63879),(66 109.21082),(67 108.753334),(68 109.11249),(69 109.58632),(70 108.87468),(71 110.01458),(72 110.17269),(73 109.965866),(74 109.90792),(75 108.8779),(76 109.37863),(77 109.48326),(78 109.47562),(79 109.29927),
(1 45.8522),(2 54.72267),(3 61.9912),(4 65.3424),(5 68.30398),(6 70.12284),(7 71.98967),(8 73.87949),(9 75.355606),(10 78.08283),(11 77.2636),(12 76.559586),(13 79.54456),(14 80.65596),(15 80.51022),(16 80.99084),(17 82.53414),(18 83.03881),(19 82.83413),(20 83.32895),(21 83.38956),(22 84.63505),(23 83.23954),(24 82.53086),(25 83.441765),(26 84.63865),(27 84.18261),(28 86.78097),(29 86.820206),(30 88.10783),(31 88.88209),(32 90.15193),(33 89.93352),(34 92.57636),(35 93.39599),(36 93.95028),(37 95.90811),(38 96.89486),(39 97.55929),(40 100.184555),(41 101.12399),(42 102.70527),(43 102.92894),(44 104.15847),(45 105.36195),(46 106.39316),(47 107.4191),(48 107.65754),(49 107.20707),(50 108.838005),(51 107.92247),(52 105.992905),(53 108.01269),(54 108.26931),(55 108.242386),(56 107.86462),(57 107.66319),(58 107.50648),(59 108.67078),(60 108.83992),(61 109.03967),(62 109.255066),(63 109.76753),(64 109.65811),(65 111.30156),(66 111.10986),(67 110.29303),(68 110.405876),(69 111.54746),(70 111.87608),(71 112.44973),(72 112.75976),(73 112.18922),(74 112.58119),(75 110.68285),(76 110.33957),(77 110.710526),(78 110.72357),(79 110.2971),
(1 45.547623),(2 53.76378),(3 59.407307),(4 63.578438),(5 65.344666),(6 68.2321),(7 70.19337),(8 70.8008),(9 71.933525),(10 73.1605),(11 73.081856),(12 72.6836),(13 74.53886),(14 75.128746),(15 76.35244),(16 76.230675),(17 77.18504),(18 78.42429),(19 77.744),(20 78.61206),(21 79.54108),(22 80.12343),(23 79.582535),(24 78.71878),(25 80.36613),(26 81.342285),(27 81.13424),(28 83.870964),(29 83.42142),(30 86.18284),(31 86.18683),(32 88.26652),(33 89.85458),(34 90.69545),(35 92.70898),(36 92.57563),(37 94.77883),(38 97.07594),(39 98.410225),(40 100.99988),(41 102.22053),(42 102.83638),(43 104.07864),(44 104.89057),(45 105.107),(46 105.720375),(47 107.38372),(48 108.48003),(49 107.97054),(50 107.67397),(51 107.60657),(52 106.99811),(53 107.910164),(54 107.39587),(55 108.37339),(56 107.37878),(57 106.70939),(58 106.159935),(59 105.94289),(60 105.53605),(61 105.74459),(62 106.29838),(63 106.91836),(64 107.35736),(65 108.675545),(66 108.251236),(67 110.20064),(68 109.6172),(69 110.52944),(70 110.104515),(71 111.01342),(72 111.26747),(73 110.98427),(74 110.784424),(75 108.75167),(76 108.95628),(77 108.770584),(78 108.30137),(79 108.20521),
(1 45.434296),(2 53.642788),(3 59.95225),(4 64.01907),(5 66.996284),(6 68.73927),(7 70.315735),(8 71.05486),(9 71.77355),(10 73.67882),(11 73.44079),(12 74.04645),(13 75.96623),(14 75.59914),(15 78.167274),(16 78.76419),(17 80.1129),(18 80.01093),(19 79.92323),(20 80.05938),(21 80.712654),(22 81.74476),(23 81.882645),(24 80.63699),(25 81.81293),(26 82.90477),(27 83.72749),(28 86.17632),(29 87.14467),(30 87.2787),(31 87.341934),(32 88.353745),(33 89.14858),(34 92.48934),(35 92.14732),(36 92.124626),(37 94.20341),(38 95.64421),(39 94.86206),(40 96.42557),(41 97.95148),(42 98.99474),(43 101.36193),(44 102.073685),(45 102.61509),(46 103.05255),(47 103.383026),(48 104.43323),(49 104.876785),(50 104.87822),(51 104.19516),(52 103.311905),(53 103.92338),(54 104.355576),(55 104.62365),(56 105.31325),(57 103.73346),(58 103.89474),(59 104.24224),(60 105.02814),(61 104.81038),(62 104.62926),(63 105.31528),(64 105.11056),(65 106.238014),(66 106.409515),(67 107.33332),(68 107.7078),(69 107.85632),(70 107.750946),(71 108.63378),(72 108.366295),(73 108.5808),(74 109.28452),(75 106.70103),(76 107.095215),(77 107.195625),(78 107.2841),(79 106.95729),
(1 45.099926),(2 53.877132),(3 59.480686),(4 62.916058),(5 66.490135),(6 68.78641),(7 70.50986),(8 71.27263),(9 71.53954),(10 72.85915),(11 73.5742),(12 73.759056),(13 76.25193),(14 76.2616),(15 77.30507),(16 78.20763),(17 79.77043),(18 79.34494),(19 78.88926),(20 78.18411),(21 79.66429),(22 80.40155),(23 80.47039),(24 79.589775),(25 80.551865),(26 81.047844),(27 80.84836),(28 82.75103),(29 83.53206),(30 84.7983),(31 85.12724),(32 85.3876),(33 85.481445),(34 88.77021),(35 90.140854),(36 91.33126),(37 93.7216),(38 93.875786),(39 95.23779),(40 97.322845),(41 98.43741),(42 99.706085),(43 101.2874),(44 101.49238),(45 101.19196),(46 104.22658),(47 104.92036),(48 106.27641),(49 106.92941),(50 108.56553),(51 107.371704),(52 107.07605),(53 105.897575),(54 107.04096),(55 107.17649),(56 107.563286),(57 106.88311),(58 107.225296),(59 108.885635),(60 107.82521),(61 108.240524),(62 109.25457),(63 108.38894),(64 108.00001),(65 108.308586),(66 108.632385),(67 108.5904),(68 107.92114),(69 108.79733),(70 108.78391),(71 108.16525),(72 108.21305),(73 108.889404),(74 108.62092),(75 107.10588),(76 106.323654),(77 106.91612),(78 106.16308),(79 105.690216),
(1 44.422184),(2 53.248596),(3 58.97331),(4 62.42146),(5 65.52642),(6 68.25594),(7 70.396255),(8 71.92084),(9 71.56703),(10 73.492836),(11 73.31317),(12 73.34049),(13 74.46391),(14 75.374535),(15 76.25345),(16 76.75157),(17 78.06042),(18 78.55352),(19 78.59316),(20 78.37654),(21 79.12716),(22 80.70576),(23 81.276),(24 80.485176),(25 80.67588),(26 82.5944),(27 80.97737),(28 85.39984),(29 85.17074),(30 86.95266),(31 88.061),(32 88.05661),(33 88.00114),(34 90.957726),(35 91.95978),(36 92.20269),(37 95.350266),(38 95.97854),(39 96.360954),(40 98.35368),(41 99.886826),(42 100.43943),(43 101.84657),(44 102.99048),(45 102.661896),(46 104.76706),(47 105.796265),(48 106.26387),(49 106.06907),(50 106.860054),(51 105.96787),(52 106.424255),(53 105.79475),(54 107.44607),(55 106.21051),(56 105.99476),(57 105.55314),(58 105.549774),(59 106.72286),(60 106.37359),(61 107.16701),(62 107.282455),(63 106.72596),(64 107.07987),(65 107.58592),(66 107.03337),(67 107.66222),(68 108.2736),(69 108.8417),(70 108.916504),(71 108.43407),(72 107.86298),(73 108.275894),(74 108.99814),(75 107.77955),(76 106.27483),(77 106.48181),(78 106.00315),(79 105.320984),
(1 43.56776),(2 52.121414),(3 57.360767),(4 60.6486),(5 63.50842),(6 65.86044),(7 67.89197),(8 68.938126),(9 68.74511),(10 70.2612),(11 70.06905),(12 69.38165),(13 71.080124),(14 72.29946),(15 73.49333),(16 74.12015),(17 75.542816),(18 76.09672),(19 76.92632),(20 76.79058),(21 77.60258),(22 78.42497),(23 79.01072),(24 78.258865),(25 79.36383),(26 79.43358),(27 78.10631),(28 82.7155),(29 83.503456),(30 84.16903),(31 84.22239),(32 84.60824),(33 84.5599),(34 87.34159),(35 86.84734),(36 88.18482),(37 91.27951),(38 92.55488),(39 93.08604),(40 94.71376),(41 94.81981),(42 96.10088),(43 96.56848),(44 97.61997),(45 98.3025),(46 99.64899),(47 100.29694),(48 101.59471),(49 101.169205),(50 101.616394),(51 100.62435),(52 100.84904),(53 101.76744),(54 101.49364),(55 101.99477),(56 101.1465),(57 101.37817),(58 101.31618),(59 102.032074),(60 102.27187),(61 103.10277),(62 102.368195),(63 101.87999),(64 103.12823),(65 103.06463),(66 104.14725),(67 104.84263),(68 105.073235),(69 106.78438),(70 105.98337),(71 106.05921),(72 105.82244),(73 106.46744),(74 106.461),(75 105.30559),(76 104.78098),(77 105.068436),(78 105.00864),(79 105.2196),
(1 43.036747),(2 51.15221),(3 57.14169),(4 60.655518),(5 63.584225),(6 65.39981),(7 66.99901),(8 67.82221),(9 68.95113),(10 71.22416),(11 69.75452),(12 69.97951),(13 71.53396),(14 72.805984),(15 74.319),(16 75.19253),(17 75.39629),(18 75.72392),(19 76.40792),(20 76.184494),(21 77.40956),(22 78.36134),(23 78.049904),(24 77.26741),(25 77.78571),(26 78.73085),(27 78.72029),(28 83.22248),(29 83.822945),(30 83.36589),(31 82.5195),(32 83.81841),(33 83.808334),(34 87.60567),(35 87.41441),(36 87.86649),(37 90.91724),(38 93.16072),(39 93.64276),(40 95.063034),(41 95.80134),(42 97.375565),(43 98.21489),(44 98.96375),(45 99.94563),(46 101.99991),(47 101.723366),(48 103.07936),(49 102.13084),(50 103.42541),(51 102.564865),(52 102.42121),(53 103.713326),(54 103.87342),(55 104.43255),(56 103.35782),(57 103.64602),(58 103.66293),(59 103.36072),(60 103.51194),(61 103.81391),(62 104.60405),(63 103.68208),(64 103.61804),(65 104.435394),(66 104.54324),(67 104.426544),(68 104.30726),(69 104.882),(70 104.02209),(71 104.518425),(72 104.86282),(73 105.29294),(74 104.85298),(75 103.24406),(76 103.35354),(77 103.71146),(78 103.98082),(79 103.321175),
(1 42.079742),(2 50.368416),(3 56.83562),(4 60.015923),(5 63.080627),(6 64.52354),(7 65.79987),(8 66.690285),(9 66.99223),(10 69.70532),(11 69.20356),(12 68.55294),(13 70.29295),(14 71.09861),(15 71.152115),(16 71.574585),(17 73.07321),(18 74.121796),(19 74.34618),(20 74.29481),(21 74.99421),(22 75.30053),(23 75.385124),(24 75.03057),(25 76.02869),(26 76.72474),(27 75.869835),(28 79.38786),(29 79.99399),(30 79.373436),(31 79.465775),(32 81.21331),(33 81.06986),(34 84.567566),(35 85.28044),(36 86.70008),(37 88.52578),(38 90.249435),(39 90.533066),(40 92.294),(41 92.81068),(42 94.59689),(43 95.066635),(44 96.282326),(45 96.756134),(46 97.551895),(47 98.502075),(48 100.08913),(49 100.38693),(50 99.76792),(51 100.55527),(52 100.6521),(53 101.556915),(54 101.8851),(55 101.507706),(56 99.90508),(57 99.36979),(58 99.523506),(59 99.52624),(60 99.2654),(61 99.95246),(62 100.62133),(63 100.020996),(64 100.1893),(65 100.43611),(66 101.471756),(67 101.670296),(68 101.687515),(69 101.09304),(70 101.229294),(71 100.912384),(72 101.047745),(73 102.041214),(74 101.04012),(75 99.102875),(76 98.99321),(77 99.73737),(78 99.25212),(79 99.66021),
(1 41.85044),(2 50.234142),(3 56.447906),(4 59.092236),(5 62.14589),(6 64.250656),(7 65.632866),(8 66.601944),(9 67.10996),(10 70.14036),(11 70.253044),(12 69.69945),(13 71.89702),(14 72.76144),(15 73.50505),(16 74.068085),(17 74.90426),(18 75.52261),(19 76.28691),(20 75.36623),(21 76.24557),(22 76.50785),(23 76.84996),(24 75.91537),(25 76.40235),(26 77.9066),(27 76.64926),(28 81.750885),(29 82.08242),(30 81.301476),(31 81.874466),(32 83.95895),(33 84.608246),(34 86.08459),(35 86.81423),(36 88.864914),(37 89.30575),(38 91.54267),(39 90.9358),(40 92.602554),(41 93.4521),(42 94.299446),(43 95.433716),(44 96.34527),(45 96.92287),(46 98.02234),(47 99.3293),(48 100.31063),(49 99.769745),(50 99.467384),(51 99.95547),(52 100.38303),(53 101.003586),(54 100.96306),(55 99.80456),(56 98.96156),(57 98.39457),(58 97.63207),(59 98.03512),(60 97.65599),(61 98.756096),(62 98.84407),(63 97.869255),(64 97.53473),(65 97.79076),(66 98.38326),(67 98.4509),(68 98.658646),(69 98.935165),(70 99.65873),(71 100.34858),(72 100.355705),(73 100.371864),(74 100.46085),(75 98.84183),(76 99.14651),(77 99.01177),(78 98.53116),(79 98.55371),
(1 41.810944),(2 49.727142),(3 55.251648),(4 58.183216),(5 60.897713),(6 62.692),(7 64.12278),(8 65.59497),(9 65.92842),(10 67.84717),(11 68.48033),(12 68.32866),(13 70.03349),(14 70.846695),(15 71.96907),(16 72.53557),(17 72.76),(18 73.91775),(19 74.68976),(20 73.369995),(21 74.75655),(22 74.8269),(23 74.5697),(24 74.00528),(25 75.77027),(26 76.37146),(27 75.752945),(28 79.35863),(29 79.31863),(30 79.517654),(31 80.16049),(32 80.715744),(33 81.567696),(34 84.43493),(35 86.293846),(36 87.13818),(37 89.44721),(38 91.539474),(39 91.37797),(40 94.09129),(41 95.31516),(42 96.15956),(43 97.30568),(44 98.94176),(45 98.93991),(46 100.63941),(47 102.08755),(48 102.201675),(49 101.64209),(50 101.82784),(51 101.21926),(52 100.52813),(53 100.61015),(54 100.42568),(55 101.001396),(56 100.06646),(57 98.84684),(58 97.881645),(59 99.21747),(60 99.56136),(61 100.07305),(62 99.35633),(63 99.444244),(64 98.66651),(65 99.4909),(66 101.080765),(67 100.55594),(68 100.47019),(69 100.84444),(70 102.43222),(71 102.49502),(72 102.07083),(73 101.87054),(74 102.20821),(75 101.78577),(76 102.52328),(77 100.825676),(78 100.6767),(79 100.272316),
(1 41.250698),(2 48.785995),(3 53.237637),(4 56.657177),(5 59.955048),(6 61.84698),(7 63.64819),(8 64.70568),(9 65.72661),(10 66.45684),(11 67.31406),(12 66.127),(13 67.814735),(14 68.834305),(15 69.56612),(16 70.62331),(17 71.5026),(18 71.235565),(19 72.32471),(20 71.73245),(21 72.65118),(22 73.02837),(23 73.59104),(24 72.72033),(25 74.22531),(26 74.51207),(27 74.44371),(28 77.09171),(29 77.5536),(30 77.938644),(31 78.53258),(32 79.88119),(33 80.04636),(34 82.42726),(35 83.77713),(36 85.048676),(37 87.01287),(38 88.36711),(39 87.961685),(40 89.63723),(41 91.31687),(42 92.41013),(43 93.57705),(44 93.74545),(45 94.54251),(46 96.90753),(47 96.177574),(48 96.99183),(49 96.68808),(50 97.12339),(51 97.175606),(52 96.80002),(53 97.60288),(54 97.36751),(55 98.15201),(56 97.52341),(57 96.39138),(58 95.98012),(59 95.891975),(60 95.953766),(61 96.216354),(62 96.668175),(63 95.98506),(64 95.83319),(65 96.4419),(66 96.28507),(67 95.91983),(68 96.091225),(69 97.750374),(70 98.46075),(71 98.74804),(72 98.57749),(73 97.907814),(74 97.79379),(75 96.61834),(76 97.4255),(77 96.276344),(78 96.94153),(79 97.228714),
(1 41.540497),(2 49.26514),(3 52.99665),(4 56.31732),(5 60.125984),(6 62.185905),(7 63.77053),(8 63.879536),(9 65.480354),(10 66.11692),(11 67.14612),(12 66.159805),(13 68.19054),(14 69.00496),(15 69.352585),(16 70.307175),(17 71.512474),(18 71.07875),(19 72.03111),(20 71.02647),(21 72.75445),(22 71.93907),(23 72.14835),(24 71.61151),(25 72.54833),(26 72.83362),(27 73.674774),(28 76.22527),(29 76.69466),(30 76.93855),(31 78.33469),(32 78.29416),(33 78.07553),(34 79.68952),(35 81.09124),(36 81.71492),(37 83.20677),(38 83.97734),(39 84.77325),(40 86.05459),(41 87.18609),(42 88.56886),(43 89.56046),(44 89.354836),(45 90.50381),(46 92.47357),(47 93.17724),(48 94.59647),(49 95.33046),(50 96.244255),(51 95.55303),(52 95.70233),(53 96.79047),(54 96.48032),(55 96.73365),(56 97.22408),(57 96.026276),(58 95.52864),(59 96.30917),(60 97.15295),(61 96.5299),(62 97.30682),(63 96.28649),(64 95.781975),(65 96.41705),(66 96.44313),(67 96.93211),(68 96.93758),(69 98.70623),(70 98.50456),(71 97.99837),(72 98.05789),(73 98.234116),(74 97.83242),(75 96.56878),(76 97.37633),(77 96.641754),(78 96.78064),(79 97.29539),
(1 40.167957),(2 47.934113),(3 51.93914),(4 55.563377),(5 58.847538),(6 61.251842),(7 61.991768),(8 62.192467),(9 63.926437),(10 65.024994),(11 64.47254),(12 63.086937),(13 65.972595),(14 66.87623),(15 66.3412),(16 67.10207),(17 68.878365),(18 68.92133),(19 69.07803),(20 69.56646),(21 71.292244),(22 70.5259),(23 71.232994),(24 71.517075),(25 72.14342),(26 72.3175),(27 72.47718),(28 75.42435),(29 75.41846),(30 75.88305),(31 76.254456),(32 77.67095),(33 79.09007),(34 81.336235),(35 81.795296),(36 82.12892),(37 83.354324),(38 85.944565),(39 86.95094),(40 88.24342),(41 88.654144),(42 89.35156),(43 89.880066),(44 91.56324),(45 91.70656),(46 93.327156),(47 94.28714),(48 95.12046),(49 95.159935),(50 94.81176),(51 94.56278),(52 94.29261),(53 95.24589),(54 93.81936),(55 94.194115),(56 94.11264),(57 94.54571),(58 94.427864),(59 94.96662),(60 94.7981),(61 95.38683),(62 95.53484),(63 95.27265),(64 95.0569),(65 95.12395),(66 95.85157),(67 95.785416),(68 96.54964),(69 96.770065),(70 96.769516),(71 97.010826),(72 97.786644),(73 98.040634),(74 97.67275),(75 96.71959),(76 96.325554),(77 97.390854),(78 96.53268),(79 95.65896),
(1 39.069958),(2 46.766216),(3 51.94653),(4 54.854546),(5 58.36394),(6 60.197258),(7 61.147415),(8 61.80384),(9 63.71721),(10 65.087814),(11 64.75257),(12 64.60399),(13 66.91578),(14 68.48139),(15 68.976524),(16 69.90595),(17 71.250786),(18 71.41692),(19 72.02954),(20 71.774086),(21 73.27549),(22 72.802895),(23 72.63796),(24 72.51777),(25 73.82088),(26 74.28972),(27 73.90183),(28 77.03276),(29 77.54405),(30 78.04885),(31 78.00049),(32 78.914024),(33 79.03208),(34 81.23516),(35 82.39556),(36 82.434525),(37 83.859116),(38 85.78244),(39 86.32216),(40 87.39487),(41 88.19102),(42 89.04338),(43 89.09519),(44 89.91587),(45 90.05243),(46 92.25583),(47 92.700905),(48 91.79274),(49 90.83598),(50 90.87338),(51 91.61947),(52 91.1244),(53 91.516426),(54 92.12929),(55 92.56383),(56 91.65503),(57 92.72665),(58 91.64067),(59 92.348946),(60 91.73977),(61 93.295074),(62 92.87949),(63 93.660194),(64 93.685135),(65 93.84268),(66 94.01019),(67 94.71127),(68 94.89244),(69 94.77398),(70 95.11569),(71 95.01826),(72 94.76975),(73 95.08114),(74 94.51318),(75 93.71331),(76 93.64973),(77 94.08511),(78 93.85117),(79 94.0516),
(1 39.310997),(2 46.80124),(3 51.858616),(4 54.462257),(5 57.45289),(6 59.041195),(7 61.21422),(8 61.46741),(9 62.772152),(10 64.557236),(11 63.887264),(12 63.900124),(13 66.0385),(14 66.99172),(15 67.96607),(16 68.85402),(17 70.00643),(18 70.35521),(19 69.92185),(20 69.91361),(21 70.64827),(22 70.076996),(23 69.64508),(24 68.96941),(25 70.09421),(26 71.75244),(27 71.649506),(28 74.61552),(29 74.51749),(30 74.61476),(31 75.281586),(32 76.83147),(33 78.07678),(34 79.27263),(35 79.83136),(36 80.767166),(37 82.46663),(38 83.776794),(39 83.805046),(40 85.15697),(41 85.55825),(42 86.038605),(43 86.95753),(44 87.49822),(45 88.24151),(46 89.08625),(47 89.07755),(48 89.961296),(49 89.856964),(50 89.76441),(51 88.38821),(52 88.34286),(53 89.26445),(54 89.41356),(55 89.18682),(56 89.436295),(57 88.56099),(58 87.51795),(59 87.93328),(60 87.89869),(61 88.727),(62 88.093925),(63 87.6264),(64 87.8505),(65 88.60318),(66 87.7374),(67 89.01652),(68 89.41106),(69 90.38948),(70 89.86851),(71 89.999115),(72 90.520805),(73 90.67187),(74 90.52636),(75 89.61781),(76 90.29783),(77 90.2661),(78 90.147995),(79 90.55926),
(1 38.69812),(2 46.250557),(3 51.110016),(4 53.95393),(5 56.663506),(6 58.645473),(7 60.455627),(8 60.986816),(9 62.123077),(10 64.40587),(11 63.723114),(12 63.502937),(13 65.33691),(14 66.884926),(15 67.68139),(16 68.12476),(17 68.85428),(18 69.22211),(19 69.01492),(20 68.73828),(21 69.56114),(22 70.08734),(23 69.771515),(24 69.07703),(25 70.55935),(26 71.13074),(27 71.58509),(28 74.00928),(29 74.56333),(30 74.69459),(31 74.541115),(32 76.19776),(33 76.08147),(34 78.30438),(35 79.98476),(36 81.20175),(37 81.91964),(38 82.98065),(39 83.5897),(40 84.81309),(41 85.574455),(42 86.133575),(43 87.538414),(44 88.15558),(45 88.40038),(46 88.87791),(47 89.886314),(48 89.54929),(49 89.11453),(50 88.68409),(51 88.304016),(52 87.50633),(53 88.38522),(54 88.23254),(55 88.513916),(56 88.22912),(57 88.69619),(58 87.644394),(59 87.73451),(60 87.72711),(61 88.577515),(62 88.61629),(63 86.83189),(64 87.52304),(65 88.83646),(66 88.86088),(67 89.823235),(68 90.02041),(69 90.32293),(70 89.62326),(71 89.71484),(72 89.75786),(73 90.56733),(74 90.75103),(75 90.37429),(76 90.61041),(77 89.81436),(78 90.31606),(79 90.843605),
