1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8150.3345),(2 26081.658),(3 48167.3),(4 70894.32),(5 97098.74),(6 123076.48),(7 152711.42),(8 180981.83),(9 207221.95),(10 234538.08),(11 264059.1),(12 291148.72),(13 316109.9),(14 336479),(15 351829.72),(16 358072.16),(17 371577.78),(18 384104.1),(19 396385.63),(20 407968.4),(21 422710.6),(22 425888),(23 430836.88),(24 438322.5),(25 455534.66),(26 472596.16),(27 497225.66),(28 528125.2),(29 551406.56),(30 582129.25),(31 622211.06),(32 658582.7),(33 703993.8),(34 748555.5),(35 787612),(36 821587),(37 855289.75),(38 881985.8),(39 908072.5),(40 929112),(41 957136.2),(42 981030.5),(43 1013217.5),(44 1045034),(45 1073651.6),(46 1083606.9),(47 1097885.4),(48 1123292.1),(49 1169012),(50 1206857.1),(51 1248967.5),(52 1286209.9),(53 1318794.3),(54 1343185),(55 1355871.1),(56 1368030.5),(57 1394074.4),(58 1413635),(59 1444428.6),(60 1474259.1),(61 1506712),(62 1544503.4),(63 1588445.5),(64 1632645.9),(65 1665291.6),(66 1693974.4),(67 1727642.6),(68 1771923.6),(69 1829420),(70 1894869.4),(71 1960565.6),(72 2018342),(73 2073043.4),(74 2126478.3),(75 2184872.3),(76 2240398.5),(77 2307077),(78 2369026),(79 2432530.3),
(1 898.7355),(2 1606.2184),(3 2175.6165),(4 2570.2925),(5 2850.166),(6 3235.3616),(7 3583.7102),(8 3945.5825),(9 4240.785),(10 4605.576),(11 4937.421),(12 5280.044),(13 5536.8076),(14 5752.6523),(15 5979.572),(16 6148.5234),(17 6326.712),(18 6562.6826),(19 6770.6616),(20 6928.656),(21 7085.119),(22 7227.3735),(23 7377.315),(24 7522.962),(25 7642.373),(26 7738.3643),(27 7884.965),(28 7948.6855),(29 8017.054),(30 8140.319),(31 8356.466),(32 8471.459),(33 8612.894),(34 8801.627),(35 8891.092),(36 8963.638),(37 9003.433),(38 9006.365),(39 9007.868),(40 8957.109),(41 8886.696),(42 8812.115),(43 8734.038),(44 8660.462),(45 8656.249),(46 8618.05),(47 8633.813),(48 8637.593),(49 8677.3),(50 8701.476),(51 8687.051),(52 8662.03),(53 8572.83),(54 8558.246),(55 8472.642),(56 8349.417),(57 8302.844),(58 8233.364),(59 8150.9907),(60 8095.3467),(61 8055.538),(62 8041.6973),(63 8049.828),(64 7986.5825),(65 7959.9),(66 7993.3135),(67 8056.094),(68 8148.101),(69 8172.287),(70 8119.085),(71 8124.573),(72 8117.6636),(73 8203.075),(74 8297.423),(75 8365.662),(76 8417.197),(77 8474.348),(78 8552.728),(79 8600.417),
(1 878.952),(2 1566.8535),(3 2139.9556),(4 2585.004),(5 2871.178),(6 3224.3826),(7 3565.4707),(8 3936.9363),(9 4280.19),(10 4693.768),(11 5072.362),(12 5449.209),(13 5683.2886),(14 5945.349),(15 6201.8623),(16 6417.8867),(17 6662.552),(18 6854.7964),(19 7110.632),(20 7319.7637),(21 7502.0264),(22 7641),(23 7753.119),(24 7874.5586),(25 8026.647),(26 8201.52),(27 8283.46),(28 8362.446),(29 8383.392),(30 8441.13),(31 8579.439),(32 8630.574),(33 8710.219),(34 8844.504),(35 8884.085),(36 8805.315),(37 8738.273),(38 8753.41),(39 8745.515),(40 8630.184),(41 8526.875),(42 8389.276),(43 8245.514),(44 8120.862),(45 8067.3174),(46 8004.397),(47 7979.6016),(48 7983.492),(49 7972.94),(50 8017.034),(51 8028.7974),(52 8069.3193),(53 8078.934),(54 8052.034),(55 8025.391),(56 7995.0386),(57 8011.5415),(58 8022.0186),(59 7968.8325),(60 7940.178),(61 7971.8525),(62 7977.0854),(63 8067.7974),(64 8111),(65 8137.0444),(66 8186.9614),(67 8308.793),(68 8448.392),(69 8520.262),(70 8579.355),(71 8608.093),(72 8591.119),(73 8579.241),(74 8668.639),(75 8723.738),(76 8752.047),(77 8815.617),(78 8808.707),(79 8789.356),
(1 854.6107),(2 1544.4272),(3 2075.9465),(4 2483.7605),(5 2786.892),(6 3160.18),(7 3486.393),(8 3884.1677),(9 4233.882),(10 4583.6455),(11 4928.243),(12 5320.7266),(13 5674.213),(14 6014.3594),(15 6263.03),(16 6577.8174),(17 6775.5522),(18 6918.527),(19 7119.221),(20 7331.6064),(21 7452.6626),(22 7477.483),(23 7595.7695),(24 7686.0854),(25 7793.0977),(26 7899.1465),(27 7972.2085),(28 8048.4375),(29 8147.8564),(30 8201.849),(31 8316.135),(32 8413.544),(33 8531.57),(34 8690.555),(35 8754.81),(36 8748.052),(37 8727.385),(38 8716.601),(39 8670.471),(40 8603.802),(41 8498.948),(42 8374.1045),(43 8299.123),(44 8217.959),(45 8228.483),(46 8143.021),(47 8166.4575),(48 8165.2896),(49 8160.36),(50 8160.6514),(51 8149.963),(52 8101.3726),(53 8074.963),(54 8121.9395),(55 8095.967),(56 8069.834),(57 8025.5874),(58 7964.6826),(59 7908.514),(60 7881.2246),(61 7856.3857),(62 7861.5127),(63 7897.1494),(64 7934.666),(65 8005.9297),(66 7987.065),(67 8063.0093),(68 8181.1416),(69 8231.055),(70 8259.284),(71 8289.243),(72 8298.662),(73 8310.101),(74 8355.007),(75 8391.277),(76 8474.938),(77 8565.122),(78 8660.855),(79 8675.256),
(1 864.4937),(2 1554.2316),(3 2090.749),(4 2476.136),(5 2757.9446),(6 3110.7073),(7 3448.7334),(8 3785.6553),(9 4064.0781),(10 4367.059),(11 4695.8403),(12 5009.7275),(13 5255.734),(14 5494.9243),(15 5711.9844),(16 5908.719),(17 6088.823),(18 6270.339),(19 6448.966),(20 6663.534),(21 6817.1313),(22 6918.206),(23 7064.5874),(24 7151.745),(25 7281.4424),(26 7460.363),(27 7580.063),(28 7648.9624),(29 7702.0674),(30 7775.997),(31 7965.6875),(32 8123.7754),(33 8252.396),(34 8353.285),(35 8447.159),(36 8489.777),(37 8498.829),(38 8484.846),(39 8480.77),(40 8400.271),(41 8291.644),(42 8126.1855),(43 8044.5796),(44 7911.219),(45 7835.9907),(46 7709.3433),(47 7705.65),(48 7636.252),(49 7580.2935),(50 7605.081),(51 7580.222),(52 7540.8145),(53 7485.056),(54 7467.053),(55 7386.4106),(56 7349.6),(57 7322.2813),(58 7286.9746),(59 7258.8906),(60 7270.6606),(61 7261.2),(62 7212.4785),(63 7218.672),(64 7262.852),(65 7267.6113),(66 7317.5083),(67 7362.42),(68 7480.561),(69 7514.6533),(70 7556.886),(71 7622.7896),(72 7641.976),(73 7688.402),(74 7778.3716),(75 7835.2627),(76 7900.861),(77 7944.1406),(78 7960.903),(79 7935.934),
(1 848.06195),(2 1501.1378),(3 2026.3324),(4 2376.3323),(5 2618.3696),(6 2966.8862),(7 3290.3716),(8 3632.224),(9 3882.308),(10 4198.769),(11 4473.935),(12 4788.6343),(13 5083.134),(14 5343.684),(15 5578.3853),(16 5799.989),(17 5998.0005),(18 6173.9053),(19 6378.9214),(20 6555.689),(21 6709.6064),(22 6766.118),(23 6929.023),(24 7028.9224),(25 7112.144),(26 7216.724),(27 7319.9883),(28 7389.0386),(29 7457.3276),(30 7559.0356),(31 7649.0117),(32 7749.0083),(33 7831.419),(34 7972.097),(35 8099.57),(36 8150.367),(37 8133.1646),(38 8116.981),(39 8109.564),(40 8032.348),(41 7989.7925),(42 7893.826),(43 7820.9795),(44 7760.2275),(45 7690.231),(46 7675.4995),(47 7709.1553),(48 7669.9424),(49 7677.3213),(50 7714.384),(51 7744.7095),(52 7735.01),(53 7753.76),(54 7763.0566),(55 7725.7275),(56 7683.633),(57 7638.117),(58 7603.392),(59 7541.705),(60 7502.1196),(61 7462.8965),(62 7445.2114),(63 7407.581),(64 7396.883),(65 7403.3955),(66 7452.0664),(67 7490.289),(68 7519.8228),(69 7595.208),(70 7659.5093),(71 7721.595),(72 7744.9497),(73 7783.9033),(74 7893.4795),(75 7911.8726),(76 8006.8076),(77 7994.0576),(78 8018.613),(79 7993.3955),
(1 853.0913),(2 1518.8903),(3 2045.1876),(4 2407.3184),(5 2697.9824),(6 3078.9634),(7 3390.342),(8 3765.1228),(9 4044.2603),(10 4394.029),(11 4705.7397),(12 5069.4717),(13 5309.9966),(14 5522.4595),(15 5779.1367),(16 5965.6045),(17 6130.0835),(18 6283.578),(19 6467.7334),(20 6636.217),(21 6817.651),(22 6959.6934),(23 7042.223),(24 7121.981),(25 7243.8394),(26 7354.0146),(27 7482.0493),(28 7576.592),(29 7617.1284),(30 7648.2603),(31 7720.367),(32 7800.6855),(33 7872.71),(34 7990.235),(35 8057.7783),(36 8104.2915),(37 8091.263),(38 8115.1016),(39 8152.5405),(40 8107.9404),(41 8040.4966),(42 7936.7275),(43 7896.047),(44 7783.85),(45 7783.168),(46 7757.015),(47 7832.4644),(48 7859.7534),(49 7817.2666),(50 7833.9434),(51 7880.787),(52 7916.28),(53 7953.3633),(54 7933.3223),(55 7895.693),(56 7778.2495),(57 7662.253),(58 7578.8096),(59 7471.2056),(60 7392.9536),(61 7342.5654),(62 7316.242),(63 7314.597),(64 7264.644),(65 7276.464),(66 7329.478),(67 7332.713),(68 7290.136),(69 7284.159),(70 7294.2173),(71 7322.391),(72 7322.394),(73 7313.196),(74 7313.027),(75 7341.271),(76 7356.304),(77 7409.1914),(78 7440.2466),(79 7427.554),
(1 860.23285),(2 1516.0286),(3 2057.281),(4 2452.8499),(5 2727.8154),(6 3073.2058),(7 3387.9036),(8 3782.075),(9 4115.863),(10 4465.9077),(11 4816.511),(12 5207.94),(13 5530.804),(14 5796.7715),(15 6053.292),(16 6283.611),(17 6488.359),(18 6685.257),(19 6896.782),(20 7045.832),(21 7118.748),(22 7218.491),(23 7336.6377),(24 7434.3354),(25 7605.1577),(26 7707.58),(27 7826.719),(28 7909.6694),(29 7955.289),(30 8051.1187),(31 8124.832),(32 8184.3457),(33 8313.9795),(34 8424.955),(35 8476.054),(36 8487.84),(37 8477.261),(38 8521.627),(39 8484.405),(40 8408.427),(41 8337.188),(42 8192.786),(43 8200.637),(44 8100.6255),(45 8092.831),(46 8032.881),(47 8065.7935),(48 8085.394),(49 8072.15),(50 8163.2637),(51 8194.713),(52 8236.05),(53 8230.269),(54 8181.3403),(55 8115.1177),(56 8016.7783),(57 7927.071),(58 7779.245),(59 7697.679),(60 7650.9585),(61 7615.2144),(62 7608.8345),(63 7599.9434),(64 7632.458),(65 7629.314),(66 7714.1274),(67 7776.438),(68 7864.5674),(69 7934.396),(70 7950.914),(71 7971.171),(72 8008.859),(73 8025.7114),(74 8047.54),(75 8132.305),(76 8156.649),(77 8260.382),(78 8294.982),(79 8353.62),
(1 842.7484),(2 1487.4083),(3 2003.6761),(4 2392.9265),(5 2638.7178),(6 3018.5745),(7 3366.1345),(8 3707.9417),(9 4014.2112),(10 4324.4746),(11 4661.228),(12 4994.262),(13 5284.5146),(14 5507.9736),(15 5755.8223),(16 5968.161),(17 6160.756),(18 6304.5527),(19 6456.9185),(20 6621.183),(21 6662.7983),(22 6725.2573),(23 6863.8345),(24 7008.064),(25 7107.7827),(26 7247.214),(27 7291.2534),(28 7345.8984),(29 7444.9536),(30 7552.8613),(31 7682.2314),(32 7839.017),(33 8014.398),(34 8211.985),(35 8345.992),(36 8392.796),(37 8435.082),(38 8503.937),(39 8538.027),(40 8509.851),(41 8458.29),(42 8341.484),(43 8267.724),(44 8175.0156),(45 8143.083),(46 8089.9575),(47 8169.347),(48 8190.88),(49 8241.428),(50 8283.967),(51 8292.512),(52 8314.958),(53 8287.517),(54 8272.907),(55 8241.698),(56 8141.264),(57 8037.4844),(58 7907.909),(59 7773.595),(60 7681.659),(61 7580.811),(62 7501.0845),(63 7425.541),(64 7432.6313),(65 7427.6284),(66 7486.3955),(67 7553.4326),(68 7615.4546),(69 7669.9653),(70 7685.7026),(71 7703.147),(72 7783.688),(73 7812.611),(74 7862.091),(75 7876.4004),(76 7893.167),(77 7942.242),(78 8012.9785),(79 8064.0957),
(1 834.559),(2 1459.6239),(3 1969.6157),(4 2329.9304),(5 2582.3079),(6 2920.8127),(7 3262.9272),(8 3584.306),(9 3911.4187),(10 4267.045),(11 4556.545),(12 4832.1855),(13 5082.0645),(14 5304.331),(15 5496.6963),(16 5673.0044),(17 5895.7197),(18 6046.3726),(19 6212.1343),(20 6368.5527),(21 6494.189),(22 6572.6567),(23 6745.0483),(24 6869.8086),(25 6981.797),(26 7132.419),(27 7262.1904),(28 7327.9907),(29 7405.952),(30 7477.0054),(31 7669.4707),(32 7775.1616),(33 7872.229),(34 8010.2114),(35 8115.81),(36 8158.0674),(37 8219.146),(38 8301.7),(39 8285.117),(40 8245.966),(41 8144.5),(42 8003.7144),(43 7945.727),(44 7862.8853),(45 7791.102),(46 7741.742),(47 7756.971),(48 7719.1357),(49 7716.6704),(50 7741.1367),(51 7768.477),(52 7776.045),(53 7709.3774),(54 7700.471),(55 7633.869),(56 7567.095),(57 7467.7354),(58 7412.9995),(59 7355.3423),(60 7299.4097),(61 7216.853),(62 7147.5986),(63 7121.184),(64 7131.132),(65 7109.6455),(66 7154.3516),(67 7187.689),(68 7249.028),(69 7308.879),(70 7336.7495),(71 7357.379),(72 7366.074),(73 7365.6357),(74 7399.6035),(75 7452.6724),(76 7512.923),(77 7614.576),(78 7647.815),(79 7651.3936),
(1 836.4756),(2 1470.0358),(3 1982.682),(4 2372.6484),(5 2641.5273),(6 2964.0686),(7 3265.0723),(8 3615.4531),(9 3944.8171),(10 4232.3804),(11 4502.0493),(12 4811.1167),(13 5059.037),(14 5254.8887),(15 5414.6226),(16 5567.983),(17 5750.527),(18 5952.4917),(19 6118.9937),(20 6255.242),(21 6322.809),(22 6421.469),(23 6537.0825),(24 6670.1),(25 6820.463),(26 6969.9326),(27 7069.3706),(28 7162.0635),(29 7215.4136),(30 7248.0254),(31 7374.494),(32 7516.8486),(33 7604.267),(34 7769.721),(35 7901.939),(36 7992.69),(37 8036.048),(38 8042.93),(39 7997.6636),(40 7931.9336),(41 7859.1353),(42 7767.455),(43 7694.809),(44 7571.487),(45 7454.857),(46 7336.1924),(47 7275.2026),(48 7249.371),(49 7215.2817),(50 7245.3613),(51 7264.0957),(52 7265.5825),(53 7267.493),(54 7268.7783),(55 7221.7803),(56 7185.0425),(57 7107.328),(58 7070.743),(59 7028.8154),(60 6966.672),(61 6905.328),(62 6846.384),(63 6859.293),(64 6902.921),(65 6917.0425),(66 6946.572),(67 7004.1006),(68 7108.138),(69 7200.9395),(70 7218.5225),(71 7247.452),(72 7285.2393),(73 7367.3867),(74 7439.9414),(75 7478.1157),(76 7527.1396),(77 7578.6523),(78 7609.543),(79 7627.0273),
(1 830.3315),(2 1461.7261),(3 1968.8013),(4 2328.189),(5 2600.8318),(6 2916.7456),(7 3194.1267),(8 3553.5896),(9 3855.5618),(10 4180.111),(11 4449.7495),(12 4720.2197),(13 5012.003),(14 5267.833),(15 5500.0894),(16 5671.9995),(17 5891.02),(18 6096.4893),(19 6232.902),(20 6370.757),(21 6414.694),(22 6467.122),(23 6545.211),(24 6634.873),(25 6747.2266),(26 6863.298),(27 6980.346),(28 7075.4507),(29 7122.0615),(30 7161.296),(31 7219.565),(32 7307.5415),(33 7386.919),(34 7511.7686),(35 7605.1416),(36 7710.113),(37 7741.979),(38 7806.6543),(39 7726.181),(40 7661.786),(41 7597.4336),(42 7502.5664),(43 7403.9585),(44 7293.689),(45 7227.0586),(46 7158.699),(47 7149.7944),(48 7201.187),(49 7176.088),(50 7233.0415),(51 7254.8135),(52 7299.4937),(53 7340.051),(54 7335.5347),(55 7352.1245),(56 7312.5313),(57 7314.452),(58 7274.029),(59 7210.7964),(60 7152.497),(61 7132.135),(62 7111.358),(63 7051.752),(64 7057.4336),(65 7039.2163),(66 7121.9995),(67 7162.613),(68 7206.4863),(69 7253.531),(70 7310.539),(71 7303.2),(72 7324.1455),(73 7394.7085),(74 7404.9365),(75 7404.921),(76 7432.162),(77 7411.58),(78 7382.021),(79 7321.677),
(1 789.049),(2 1355.3978),(3 1822.6241),(4 2155.1726),(5 2400.1304),(6 2695.8086),(7 2973.446),(8 3232.7952),(9 3513.8586),(10 3817.9768),(11 4062.9697),(12 4284.5166),(13 4497.378),(14 4675.84),(15 4929.246),(16 5095.141),(17 5295.9766),(18 5498.13),(19 5619.5),(20 5712.916),(21 5835.7197),(22 5948.2593),(23 6100.637),(24 6208.8135),(25 6300.463),(26 6457.8765),(27 6506.32),(28 6564.4165),(29 6666.974),(30 6753.298),(31 6873.146),(32 7016.783),(33 7135.995),(34 7265.241),(35 7359.8145),(36 7411.5024),(37 7442.4814),(38 7523.332),(39 7517.7153),(40 7506.5654),(41 7498.829),(42 7441.92),(43 7411.978),(44 7320.3374),(45 7256.99),(46 7202.0386),(47 7196.848),(48 7183.6987),(49 7189.695),(50 7227.035),(51 7190.2773),(52 7175.402),(53 7170.8516),(54 7148.23),(55 7125.413),(56 7099.8184),(57 7037.88),(58 7000.508),(59 6968.4653),(60 6972.13),(61 6970.133),(62 6970.2124),(63 6996.044),(64 7006.953),(65 6988.9316),(66 7012.4893),(67 7048.4995),(68 7139.198),(69 7178.642),(70 7251.402),(71 7245.806),(72 7245.2427),(73 7286.15),(74 7290.049),(75 7312.361),(76 7301.948),(77 7327.549),(78 7366.5464),(79 7381.9243),
(1 786.9189),(2 1363.9193),(3 1856.0524),(4 2211.139),(5 2482.0803),(6 2838.6414),(7 3183.2058),(8 3514.1912),(9 3800.6428),(10 4094.35),(11 4449.0474),(12 4770.227),(13 5049.547),(14 5260.1187),(15 5422.962),(16 5649.1333),(17 5826.9434),(18 5953.426),(19 6087.0977),(20 6229.943),(21 6342.986),(22 6458.281),(23 6596.311),(24 6742.114),(25 6865.985),(26 6980.0264),(27 7029.784),(28 7112.854),(29 7206.6553),(30 7262.419),(31 7385.891),(32 7556.508),(33 7624.267),(34 7733.7017),(35 7804.4253),(36 7800.5854),(37 7762.104),(38 7821.761),(39 7759.1694),(40 7682.379),(41 7559.3755),(42 7440.936),(43 7379.402),(44 7314.725),(45 7286.573),(46 7257.5874),(47 7294.1675),(48 7278.391),(49 7315.015),(50 7351.4443),(51 7389.2095),(52 7383.6646),(53 7349.405),(54 7372.5283),(55 7321.248),(56 7334.0127),(57 7316.297),(58 7302.0376),(59 7247.273),(60 7201.8613),(61 7224.5854),(62 7250.047),(63 7277.0415),(64 7312.0415),(65 7326.3994),(66 7380.134),(67 7472.4834),(68 7545.5635),(69 7592.074),(70 7609.5005),(71 7593.7236),(72 7600.8745),(73 7615.5527),(74 7616.782),(75 7633.9717),(76 7646.4116),(77 7696.9707),(78 7748.8257),(79 7719.7847),
(1 791.90314),(2 1349.4529),(3 1797.5693),(4 2131.5723),(5 2368.4585),(6 2679.904),(7 2951.0923),(8 3234.2053),(9 3503.8281),(10 3799.9443),(11 4082.5845),(12 4383.759),(13 4619.5654),(14 4817.4883),(15 5031.3384),(16 5245.4834),(17 5424.7603),(18 5587.3677),(19 5739.625),(20 5878.8525),(21 5966.7153),(22 6073.0415),(23 6185.2495),(24 6312.3135),(25 6421.9653),(26 6482.819),(27 6511.911),(28 6559.483),(29 6542.7),(30 6530.1816),(31 6655.394),(32 6765.0264),(33 6812.733),(34 6923.26),(35 6995.529),(36 7041.7686),(37 7040.055),(38 7073.507),(39 7021.914),(40 6971.9917),(41 6912.5425),(42 6826.945),(43 6826.1006),(44 6841.195),(45 6833.109),(46 6859.852),(47 6964.761),(48 6959.038),(49 6999.427),(50 6987.6113),(51 6988.661),(52 7009.901),(53 7014.763),(54 7006.626),(55 6962.525),(56 6935.153),(57 6886.2646),(58 6854.9375),(59 6800.3193),(60 6712.539),(61 6710.8755),(62 6728.2),(63 6768.85),(64 6771.4414),(65 6763.805),(66 6718.2925),(67 6725.947),(68 6740.47),(69 6799.1514),(70 6817.883),(71 6819.2783),(72 6804.532),(73 6795.769),(74 6786.1074),(75 6796.292),(76 6821.374),(77 6850.797),(78 6909.537),(79 6928.9985),
(1 788.19946),(2 1334.9014),(3 1782.9746),(4 2093.6116),(5 2316.369),(6 2653.9158),(7 2949.4792),(8 3229.5198),(9 3499.248),(10 3774.0874),(11 3973.8633),(12 4228.81),(13 4436.33),(14 4609.8447),(15 4780.037),(16 4934.4766),(17 5057.961),(18 5205.8525),(19 5318.3975),(20 5404.8643),(21 5484.761),(22 5545.522),(23 5629.919),(24 5686.0483),(25 5718.697),(26 5760.296),(27 5813.745),(28 5873.053),(29 5873.627),(30 5895.112),(31 5983.235),(32 6074.4688),(33 6172.817),(34 6282.713),(35 6383.57),(36 6459.052),(37 6498.435),(38 6547.116),(39 6563.52),(40 6523.198),(41 6541.6987),(42 6505.431),(43 6454.4106),(44 6435.551),(45 6424.7563),(46 6452.706),(47 6478.895),(48 6472.099),(49 6475.053),(50 6507.7417),(51 6522.2295),(52 6593.442),(53 6622.0073),(54 6654.038),(55 6646.0005),(56 6667.788),(57 6682.6387),(58 6685.2617),(59 6678.378),(60 6621.536),(61 6608.4385),(62 6644.8887),(63 6651.688),(64 6671.871),(65 6622.677),(66 6611.563),(67 6614.411),(68 6649.613),(69 6698.448),(70 6738.5225),(71 6754.015),(72 6757.608),(73 6742.7197),(74 6735.4995),(75 6748.2847),(76 6785.921),(77 6773.959),(78 6771.991),(79 6760.4077),
(1 759.97455),(2 1299.264),(3 1703.5906),(4 2029.6102),(5 2249.3184),(6 2535.1243),(7 2806.0254),(8 3117.7012),(9 3349.3643),(10 3571.967),(11 3747.6248),(12 3984.68),(13 4204.8257),(14 4370.6333),(15 4528.9326),(16 4737.7236),(17 4900.458),(18 5025.656),(19 5200.529),(20 5335.589),(21 5458.706),(22 5605.4766),(23 5750.656),(24 5863.119),(25 5914.7344),(26 6006.205),(27 6047.002),(28 6063.497),(29 6081.523),(30 6166.7603),(31 6294.195),(32 6403.878),(33 6453.1626),(34 6579.326),(35 6719.241),(36 6789.233),(37 6824.582),(38 6850.748),(39 6869.5703),(40 6850.8657),(41 6814.773),(42 6785.9326),(43 6755.284),(44 6714.05),(45 6726.6235),(46 6743.907),(47 6775.309),(48 6767.5513),(49 6845.106),(50 6931.0107),(51 6947.693),(52 6953.332),(53 6932.2075),(54 6938.1333),(55 6909.156),(56 6929.2964),(57 6919.5376),(58 6935.947),(59 6925.6494),(60 6885.2485),(61 6869.691),(62 6910.595),(63 6900.606),(64 6921.2163),(65 6910.066),(66 6902.5854),(67 6933.8213),(68 7026.993),(69 7062.5254),(70 7075.803),(71 7116.832),(72 7173.045),(73 7201.5405),(74 7240.826),(75 7298.762),(76 7345.906),(77 7421.3438),(78 7479.841),(79 7450.539),
