1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48933.598),(2 135094.44),(3 187556.67),(4 199915.55),(5 196468.6),(6 204005.56),(7 221697.34),(8 231021.02),(9 236406.08),(10 244074.44),(11 253745.56),(12 257538.1),(13 255211.02),(14 246707.14),(15 237126.66),(16 233263.7),(17 235339.9),(18 244481.14),(19 246397.52),(20 244018.7),(21 243676.81),(22 251166.69),(23 264948.66),(24 272682.16),(25 270560.44),(26 267081.88),(27 266446.44),(28 271883.8),(29 276319.9),(30 271039.94),(31 256241.84),(32 251915.34),(33 256665.23),(34 254146.89),(35 253815.55),(36 259486.3),(37 258608.44),(38 263788.78),(39 272959.56),(40 279955.1),(41 283497.4),(42 286947.06),(43 288846.84),(44 293494.1),(45 290382.72),(46 284345.1),(47 283201.13),(48 286337.56),(49 290087.94),(50 282945.53),(51 277152.06),(52 276775.4),(53 283967.16),(54 286745.53),(55 288250.03),(56 284831.72),(57 289712.88),(58 297161.94),(59 298563.78),(60 295172.3),(61 297436.6),(62 301503.2),(63 307517.88),(64 311900.75),(65 315603.9),(66 311821),(67 316149.13),(68 318454.88),(69 320512.4),(70 320002.84),(71 321073.78),(72 329818.6),(73 331734.1),(74 334086.84),(75 338868.5),(76 344092.78),(77 345474.88),(78 350968.13),(79 355986.4),
(1 50309.566),(2 138947.88),(3 194387.63),(4 208681.06),(5 204397.13),(6 207677.7),(7 222462.9),(8 238786.56),(9 251706.22),(10 260957.5),(11 264622.06),(12 258310.52),(13 249548.2),(14 246194.44),(15 243499.03),(16 245264.42),(17 251988.94),(18 256860.44),(19 254786.84),(20 247789.97),(21 248834.94),(22 261885.48),(23 275104.63),(24 277876.16),(25 277380.75),(26 281011.8),(27 289273.6),(28 293830.88),(29 298702.53),(30 298105.63),(31 293098.2),(32 289071.75),(33 288467.53),(34 284172.06),(35 281335.84),(36 279604.03),(37 281742.6),(38 283566.6),(39 285320.88),(40 286729.75),(41 293116.06),(42 299424.75),(43 305591.44),(44 304620.53),(45 298932.94),(46 302305.72),(47 304022.06),(48 301115.94),(49 297096.8),(50 297953.53),(51 304373.44),(52 308950.66),(53 309446.13),(54 311957.75),(55 320243.25),(56 327971.5),(57 332023.6),(58 334795.34),(59 341611.22),(60 344410.75),(61 344014.56),(62 340229.3),(63 343367.72),(64 347074.78),(65 350654.13),(66 354623.25),(67 358933),(68 359394.72),(69 356867.3),(70 361398.1),(71 369118.94),(72 372417.94),(73 375298.13),(74 379916.44),(75 387441.7),(76 394924.34),(77 404771.88),(78 413106.97),(79 417548.66),
(1 48924.93),(2 136986.98),(3 193457.55),(4 211235.36),(5 207227.45),(6 209411.52),(7 222414.2),(8 231728.3),(9 236001.9),(10 235769.17),(11 236964.69),(12 236468.38),(13 229508.1),(14 219609.17),(15 220379.22),(16 231752.19),(17 239924.72),(18 239045.42),(19 235095.52),(20 234038.28),(21 239891.72),(22 251005.11),(23 259615.61),(24 264204.44),(25 262907.97),(26 263577.2),(27 267444.7),(28 264742.03),(29 261097.89),(30 260163.16),(31 262079.6),(32 262584.1),(33 264281.78),(34 269595.03),(35 268485.5),(36 265607.25),(37 267587.3),(38 267119.6),(39 264164.13),(40 265615),(41 271166.56),(42 275819.1),(43 279159.8),(44 275376.5),(45 275958.66),(46 279832.3),(47 276252.72),(48 268025.38),(49 265132.13),(50 271730.03),(51 277120.75),(52 276450.78),(53 279618.75),(54 286637.47),(55 298039.63),(56 305628.78),(57 310515.53),(58 308157),(59 308923.7),(60 308837.6),(61 307749.4),(62 309973.16),(63 313091.1),(64 310623.72),(65 314024.25),(66 319664.3),(67 315530.13),(68 304859.38),(69 308046.66),(70 316219.2),(71 322626.66),(72 321363.06),(73 321751.1),(74 321639.4),(75 320510.4),(76 325855.63),(77 331319.4),(78 339469.84),(79 346235.53),
(1 52378.785),(2 147797.05),(3 210377.23),(4 225793.47),(5 219845.08),(6 224838),(7 241440.27),(8 252849.77),(9 253221.38),(10 249340.95),(11 248466.05),(12 248628.27),(13 239159.86),(14 226290.77),(15 226261.53),(16 238516.13),(17 249104.27),(18 246358.1),(19 236286.92),(20 233000.72),(21 240868.69),(22 252246.6),(23 259679.42),(24 261617.73),(25 261475.86),(26 264850.16),(27 267065.22),(28 265159.47),(29 261482.03),(30 258831.53),(31 256594.45),(32 260182.72),(33 269888.1),(34 279414.38),(35 282585.44),(36 280428.56),(37 280253.1),(38 283246.8),(39 281553.84),(40 283089.06),(41 281984.25),(42 286268.94),(43 290152.9),(44 295830.94),(45 301461.47),(46 303914.47),(47 299368.34),(48 298556.4),(49 299926.47),(50 298746.38),(51 292009.03),(52 290100.28),(53 291689.1),(54 298563.1),(55 308181.84),(56 310157.75),(57 311376.94),(58 309377.78),(59 316722.66),(60 321189.53),(61 329162.72),(62 332184.25),(63 330447),(64 329117.34),(65 331314.97),(66 327689.53),(67 322740.56),(68 322922.13),(69 324574.1),(70 322855.4),(71 323841.34),(72 332137.28),(73 340642.66),(74 345446.66),(75 350301.63),(76 350467.88),(77 350311.72),(78 358713.66),(79 373121.06),
(1 51444.832),(2 137313.48),(3 182377.98),(4 188193.83),(5 182325.02),(6 191274.81),(7 207979.83),(8 217291.33),(9 218523.33),(10 220125.16),(11 225005.45),(12 223055.23),(13 211792.27),(14 194920.63),(15 196221.61),(16 209760.1),(17 220351.45),(18 221018.67),(19 217432.34),(20 216661.33),(21 224558.86),(22 235993.58),(23 236376.94),(24 229157.02),(25 231434.1),(26 239497.14),(27 242169.97),(28 239716.8),(29 232361.33),(30 226985.27),(31 225732.3),(32 234384.6),(33 244109.23),(34 252222.63),(35 253182.63),(36 251958.3),(37 249975.56),(38 252350.1),(39 253514.38),(40 253372.64),(41 254658.69),(42 257622.08),(43 258899.2),(44 260843.7),(45 257975.75),(46 254954.77),(47 246871.73),(48 249452.6),(49 257936.56),(50 260813.63),(51 260393.5),(52 262898.28),(53 268854.8),(54 276807.06),(55 276179.47),(56 275258.06),(57 273849.47),(58 275700.28),(59 280911.47),(60 282809.16),(61 277616.94),(62 276443),(63 282591.34),(64 287996.56),(65 285539.1),(66 284840.28),(67 283284.1),(68 290580.88),(69 291898.06),(70 290034.44),(71 290922.06),(72 297065.34),(73 308657.78),(74 318107.72),(75 317881.7),(76 320764.4),(77 327110.7),(78 339744.94),(79 349341.94),
(1 45983.336),(2 119903.08),(3 160177.64),(4 168985.28),(5 168474.97),(6 179699.23),(7 195055.55),(8 202752.45),(9 202756.28),(10 202824.72),(11 204348.23),(12 202509.8),(13 193143.86),(14 183663.19),(15 188428),(16 198606.11),(17 199372.63),(18 192436.28),(19 190830.33),(20 195427.22),(21 204216.83),(22 208547.5),(23 203281.11),(24 196161.8),(25 203354.34),(26 215047.67),(27 219031.72),(28 214931.2),(29 206424.63),(30 203279.63),(31 211686.34),(32 218940.78),(33 220877.28),(34 221999.4),(35 226877.5),(36 236951.5),(37 239080.97),(38 237428),(39 236160.28),(40 235425.38),(41 239982),(42 240216.83),(43 247292.4),(44 249812.38),(45 244724.39),(46 243175.4),(47 246052.33),(48 256231.47),(49 258124.73),(50 252209.98),(51 252424.83),(52 258571.27),(53 263078.13),(54 260928.88),(55 259785.98),(56 256520.92),(57 253554.33),(58 256886.88),(59 260275.23),(60 259627.33),(61 255995.72),(62 256689.56),(63 254115.61),(64 259193.38),(65 262667.2),(66 262446.56),(67 259105.2),(68 257964.6),(69 260431.56),(70 265556.78),(71 270084.22),(72 271649.72),(73 275313.66),(74 279304.2),(75 283284.03),(76 286038.4),(77 296367.13),(78 303103.44),(79 307246.25),
(1 48716.945),(2 128439.59),(3 171034.47),(4 177110.13),(5 176311.45),(6 185415.63),(7 189347.28),(8 187377.66),(9 186812.61),(10 195970.53),(11 208668.47),(12 211032.23),(13 198588.6),(14 184481.6),(15 182511.4),(16 186858.69),(17 187319.03),(18 185109.27),(19 187918.86),(20 195931.94),(21 202444.63),(22 202106.22),(23 197046.38),(24 198213.55),(25 208292.42),(26 211141.33),(27 208387.95),(28 204755.05),(29 204217.55),(30 207139.69),(31 207750.28),(32 207756.67),(33 213633),(34 219631.38),(35 230231.38),(36 241379.22),(37 244015.97),(38 244729.03),(39 244130.33),(40 240394.03),(41 239079.81),(42 246475.78),(43 251882.13),(44 251916.58),(45 248044),(46 251239.53),(47 256135.47),(48 252660.14),(49 247760.63),(50 246043.67),(51 250964.47),(52 253578.14),(53 253893.36),(54 262798.47),(55 268676.25),(56 273552.1),(57 276272.63),(58 269027.06),(59 261246.63),(60 261338.14),(61 264005.28),(62 263431.9),(63 262740.25),(64 267148.3),(65 271617.84),(66 275680.06),(67 276623.9),(68 272337.63),(69 269623.53),(70 271686.56),(71 274776.84),(72 281199.16),(73 286900.44),(74 289467.25),(75 288639.22),(76 293259.44),(77 295331.13),(78 300942.84),(79 310016.44),
(1 43521.73),(2 111674.8),(3 145625.86),(4 149379.47),(5 151055.4),(6 160651.83),(7 167473.83),(8 170728.8),(9 175853.42),(10 185109.31),(11 189543.8),(12 182355.58),(13 170080.23),(14 167790.89),(15 171903.89),(16 179282.06),(17 181582.08),(18 183221.22),(19 187689.6),(20 192987.23),(21 195198.31),(22 190824.77),(23 185591.02),(24 189908.25),(25 195364.9),(26 195998.05),(27 197775.83),(28 199584.2),(29 200398.61),(30 200046.31),(31 199796.42),(32 202944.78),(33 203939.02),(34 205814.44),(35 212555.38),(36 215509.45),(37 217898.14),(38 224141.23),(39 228275.95),(40 229420.14),(41 231759.45),(42 234721.81),(43 231036.2),(44 228162.95),(45 233732.63),(46 240606.66),(47 241362.06),(48 236582.66),(49 236695.4),(50 240689.22),(51 245751.34),(52 245747.4),(53 243643.66),(54 247678.4),(55 255024.95),(56 254383.03),(57 249995.94),(58 243546.6),(59 241872.2),(60 244833.77),(61 250473.14),(62 257954.9),(63 262416.4),(64 268562.7),(65 271305.72),(66 275280.34),(67 274409.72),(68 275177.88),(69 277147.97),(70 277725.97),(71 279567.72),(72 281050.34),(73 285335.13),(74 290229.9),(75 296053.8),(76 300870.4),(77 305932.7),(78 310732.25),(79 315726.84),
(1 44120.35),(2 113308.69),(3 144862.34),(4 144582.25),(5 146185.36),(6 159119.08),(7 169202.19),(8 170438.23),(9 170701.02),(10 176677.5),(11 182274.4),(12 180550.8),(13 174024.98),(14 174789.77),(15 181539.81),(16 186215.38),(17 184817.66),(18 183661.8),(19 187846.2),(20 194534.84),(21 194579.61),(22 187678.05),(23 185086.8),(24 191250.31),(25 194941.89),(26 196429.33),(27 197278.4),(28 200744.89),(29 205038.25),(30 202416.58),(31 200553.98),(32 203402.1),(33 204732.97),(34 207347.77),(35 209221.31),(36 214675.45),(37 221834.88),(38 227261.23),(39 228328.33),(40 227141.47),(41 223564.67),(42 217265.42),(43 211548.11),(44 213577.63),(45 219604.53),(46 222695.28),(47 225098.55),(48 231785.52),(49 238766.77),(50 239123.33),(51 237437.16),(52 237394.88),(53 233276),(54 230137.9),(55 229958.11),(56 227478.3),(57 229531.81),(58 225408.98),(59 226885.7),(60 232897.75),(61 235674.97),(62 239962.02),(63 245424.88),(64 251993.23),(65 257142.78),(66 255328.28),(67 255552.69),(68 259998.1),(69 266073.53),(70 268548.75),(71 266765.34),(72 271318.75),(73 279230.47),(74 283946.75),(75 286568.3),(76 294574.97),(77 301503.5),(78 306812.3),(79 310676.22),
(1 41935.68),(2 107474.375),(3 138624.6),(4 140272.55),(5 140345.19),(6 148260.55),(7 154034.13),(8 155515.83),(9 157682.14),(10 161778.17),(11 163344.27),(12 158255.17),(13 150530.88),(14 149185.14),(15 155714.95),(16 160502.89),(17 159372.47),(18 159958.78),(19 167101.19),(20 174824.95),(21 180223.1),(22 180366.58),(23 175999.42),(24 173645.9),(25 173874.36),(26 170876.34),(27 170243.88),(28 173575.31),(29 178483.39),(30 176651.14),(31 174450.92),(32 175899.83),(33 178764.33),(34 183405.19),(35 187579.73),(36 187541.16),(37 191740.45),(38 199485.77),(39 200657.81),(40 198207.88),(41 195162.19),(42 192515.94),(43 189134.19),(44 190042.36),(45 193482.16),(46 193588.98),(47 196125.81),(48 200708.1),(49 202927.81),(50 205320.33),(51 211220.23),(52 213861.14),(53 215157.16),(54 218747.1),(55 218552.13),(56 213635.03),(57 211933.38),(58 211433.77),(59 216919.94),(60 218530.97),(61 217311.31),(62 224094.92),(63 230391.48),(64 236421.81),(65 237669.3),(66 238465.05),(67 239691.6),(68 243480.47),(69 247089.22),(70 246147.02),(71 246586.84),(72 249273.95),(73 254575.53),(74 257012.11),(75 263644.25),(76 270926.75),(77 280428.13),(78 289553.97),(79 295960.2),
(1 42005.406),(2 106984.48),(3 136169.66),(4 135794.55),(5 137175.88),(6 147265.95),(7 156149),(8 160051.94),(9 164579.53),(10 169388.25),(11 170543.4),(12 167170.73),(13 159594.19),(14 156680.84),(15 158999.48),(16 166684.28),(17 169051.94),(18 171586.52),(19 176026.17),(20 180360.6),(21 182788.98),(22 184575.45),(23 185921.6),(24 189193.83),(25 192065.27),(26 188162.3),(27 183961.5),(28 187730.3),(29 191603.17),(30 186191.05),(31 182744.34),(32 183867.88),(33 186842.55),(34 188980.34),(35 195312.05),(36 204169.44),(37 206186.78),(38 205193.61),(39 203308.77),(40 202885.45),(41 200004.44),(42 200578.48),(43 204875.73),(44 208245.44),(45 206170.34),(46 207884.56),(47 211787.06),(48 213233.83),(49 212422.44),(50 218730.6),(51 226372.48),(52 230376.73),(53 234214.84),(54 234700.56),(55 234169.55),(56 232946.27),(57 232654.61),(58 233406.78),(59 235105.55),(60 234468.5),(61 231095.48),(62 232218.23),(63 234589.3),(64 243463.95),(65 246944.05),(66 246303.27),(67 250435.39),(68 253185.23),(69 254492.95),(70 253267.02),(71 255735.2),(72 260287.88),(73 264826.25),(74 272609.2),(75 277617.53),(76 285723.78),(77 291249.66),(78 298062.3),(79 305330.7),
(1 40726.93),(2 103652.25),(3 132124.19),(4 132710.83),(5 132741.03),(6 139352.02),(7 145168.11),(8 148000.34),(9 152231.1),(10 155349.22),(11 154337.63),(12 148790.06),(13 145153.95),(14 146528.31),(15 150721.75),(16 153602.4),(17 150949.77),(18 151667.56),(19 158136.83),(20 161661.25),(21 158023.39),(22 159939.66),(23 168567.77),(24 171002.73),(25 167234.45),(26 162782.17),(27 161967.39),(28 163799.05),(29 164398.88),(30 163174.44),(31 166462.2),(32 171423.02),(33 175925.17),(34 179586.84),(35 187049.94),(36 192876.34),(37 195235.31),(38 198369.53),(39 197972.23),(40 195478),(41 195625.5),(42 196401.11),(43 198412.42),(44 196344.63),(45 196288.56),(46 200620.34),(47 205461.86),(48 210669.77),(49 213655.27),(50 219639.27),(51 224286.28),(52 230349.98),(53 233644.86),(54 232303.08),(55 227357.89),(56 227960.13),(57 227639.81),(58 224960.34),(59 221844),(60 224282.53),(61 224889.4),(62 225974.89),(63 226013.53),(64 226810.19),(65 230368.86),(66 229138.23),(67 232975.27),(68 235895.44),(69 237036.42),(70 241938.11),(71 248053.33),(72 251716.28),(73 255665.22),(74 262065.69),(75 270460.13),(76 276888.4),(77 282816.22),(78 290032.8),(79 296515.84),
(1 40340.914),(2 103787.25),(3 132261.97),(4 130966.3),(5 128497.36),(6 132166.44),(7 135964),(8 137923.5),(9 140726.83),(10 142764.83),(11 138617.5),(12 131144.17),(13 131103.03),(14 137714.23),(15 142084),(16 142011.92),(17 142538.8),(18 148487.61),(19 156213.23),(20 154826.81),(21 149889.7),(22 151576.05),(23 155017.58),(24 153199.55),(25 150169.16),(26 153225.16),(27 159584.66),(28 164582.34),(29 164790.61),(30 169868.75),(31 176424.31),(32 180176.3),(33 179999.78),(34 179776.05),(35 179849.63),(36 185631.7),(37 186168.6),(38 185462.61),(39 185998.73),(40 185136.47),(41 184758.53),(42 189134.94),(43 191713.66),(44 190499.56),(45 191920.42),(46 197071.95),(47 201462.2),(48 199339.39),(49 200458.5),(50 205943.28),(51 209197.53),(52 210431.53),(53 210795.5),(54 210983.66),(55 212138.81),(56 212917.06),(57 208765.06),(58 207370.14),(59 208313.78),(60 208894.13),(61 207239.4),(62 209582.2),(63 212845.34),(64 215260.9),(65 215582.02),(66 215373.75),(67 218537.61),(68 223176.73),(69 225265.94),(70 228148.47),(71 231704.8),(72 236742.25),(73 239475.84),(74 242985.9),(75 247460.6),(76 251009.72),(77 253325.39),(78 259732.52),(79 268500.47),
(1 37893.336),(2 93220.43),(3 115395.71),(4 115634.305),(5 116072.37),(6 120870.53),(7 125584.94),(8 128558.98),(9 132753.67),(10 134676.81),(11 131604.44),(12 126536.39),(13 129373.34),(14 134438.31),(15 137759.58),(16 137062.61),(17 139817.61),(18 145448.48),(19 149690.81),(20 148004.47),(21 145662.69),(22 149171.72),(23 149805.8),(24 148762.61),(25 146600.8),(26 145765.75),(27 146138.31),(28 144912.86),(29 145693.7),(30 151652.34),(31 157924.69),(32 158126.84),(33 157571.25),(34 156657.61),(35 158176.66),(36 160098.63),(37 162837),(38 162453.61),(39 160472.52),(40 159341.17),(41 158719.8),(42 159185.47),(43 156273.39),(44 158246.06),(45 162251.38),(46 166205.25),(47 166184.94),(48 169774.25),(49 172574.4),(50 173760.39),(51 171334.45),(52 172473.75),(53 173924),(54 175168.45),(55 178564.66),(56 177492.11),(57 177162.61),(58 174031.55),(59 171608.14),(60 172232.38),(61 174414.4),(62 175313.11),(63 178705.22),(64 181217.94),(65 183342.16),(66 184739.86),(67 192682.42),(68 199990.52),(69 201284.11),(70 204577.08),(71 207400),(72 209554.81),(73 214279.86),(74 218755.27),(75 223562.53),(76 228590.48),(77 235048.19),(78 243619.52),(79 252622),
(1 36201.582),(2 89273.625),(3 112630.99),(4 115235.875),(5 117703.04),(6 123182.08),(7 130095.34),(8 137100.7),(9 141609.81),(10 142115.36),(11 137709.8),(12 132193.53),(13 133954.88),(14 141681.02),(15 144503.84),(16 144260.98),(17 149614.98),(18 155673.75),(19 157808.36),(20 154291.13),(21 152748.84),(22 157187.56),(23 159637.5),(24 159332.55),(25 160560),(26 162051.6),(27 162908.58),(28 160666.27),(29 161769.19),(30 164436.75),(31 169955.31),(32 174640.02),(33 172713.25),(34 173469.7),(35 174977.73),(36 174390.1),(37 177354.47),(38 176993.73),(39 173361.53),(40 168332.13),(41 165253.3),(42 165022.78),(43 167842.7),(44 167471.02),(45 169140.69),(46 172773.64),(47 177081.22),(48 182148.44),(49 180986.02),(50 177869.84),(51 177890.1),(52 177573.86),(53 178289.61),(54 182251.19),(55 180389.92),(56 177841.86),(57 176360.1),(58 174581.72),(59 172950.34),(60 175396.53),(61 177676.97),(62 177362.61),(63 179982.5),(64 181683.13),(65 183454.22),(66 183972.61),(67 180095.78),(68 179972.4),(69 181370.08),(70 183815.52),(71 186593.6),(72 189539.36),(73 193918.88),(74 200660.2),(75 204192.28),(76 204616.44),(77 208395.1),(78 212109.66),(79 214735.11),
(1 35517.46),(2 87899.6),(3 110319.11),(4 111644.49),(5 114048.98),(6 119452.12),(7 124655.664),(8 129030.11),(9 132233.31),(10 129695.74),(11 122721.88),(12 117354.16),(13 118362.16),(14 123333.21),(15 125248.195),(16 125913.56),(17 129535.805),(18 134218.58),(19 134409.33),(20 131563.69),(21 132940.2),(22 138893.69),(23 141227),(24 141111.72),(25 141311.78),(26 142396.16),(27 141311.25),(28 143068.69),(29 146636.06),(30 148848.72),(31 151753.53),(32 155744.39),(33 160297.13),(34 163436.72),(35 166954.61),(36 165493.25),(37 165269.1),(38 165890.55),(39 168241.23),(40 171015.4),(41 171619.48),(42 170321.33),(43 173903.53),(44 175404.39),(45 175014.94),(46 174679.28),(47 177244.14),(48 180841.77),(49 177942.34),(50 175276.08),(51 178423.66),(52 181506.55),(53 179838.25),(54 178000.28),(55 178256),(56 180173.16),(57 180338.47),(58 172476.6),(59 173726.31),(60 178643.48),(61 180029.53),(62 182189.58),(63 184999.92),(64 188115.77),(65 188250.97),(66 189624.55),(67 194839.56),(68 197187.31),(69 195685.9),(70 196629.64),(71 200372),(72 204712.98),(73 206905.03),(74 210284.47),(75 215072.69),(76 219071.05),(77 221751.17),(78 229627.72),(79 234597.47),
(1 32791.41),(2 79761.695),(3 100421.67),(4 103535.09),(5 108447.91),(6 113910.61),(7 115664.445),(8 116702.92),(9 119459.984),(10 118479.125),(11 115297.47),(12 114229.875),(13 119340.47),(14 125514.63),(15 126514.67),(16 128819.92),(17 130917.766),(18 132592.89),(19 132214.44),(20 131047.28),(21 132510.56),(22 131566.52),(23 128375.625),(24 128809.266),(25 128954.47),(26 128030.27),(27 129272.664),(28 135108.61),(29 138434.64),(30 139746.75),(31 142327.34),(32 143607.63),(33 147015.47),(34 151844.9),(35 153063.23),(36 150259.78),(37 148309.92),(38 148955.53),(39 150010.28),(40 147627.92),(41 143012.95),(42 143652.89),(43 149141.89),(44 150815.22),(45 151555.53),(46 156492.72),(47 158508.33),(48 157049.16),(49 154442.89),(50 153938.55),(51 155435.13),(52 159494.53),(53 160013.89),(54 156790.08),(55 157038.42),(56 157122.11),(57 154620.53),(58 153768.17),(59 157809.9),(60 156912.53),(61 157167.84),(62 160795.2),(63 162291.98),(64 158745.55),(65 157872.03),(66 161361.92),(67 163029.83),(68 167550.7),(69 173382.17),(70 174026.7),(71 177956.44),(72 181532.13),(73 182139.78),(74 184462.66),(75 185749.17),(76 189232.1),(77 196590.34),(78 201772.66),(79 205776.36),
(1 31524.123),(2 73993.914),(3 90725.64),(4 92910.47),(5 98648.86),(6 106351.734),(7 110353.93),(8 109697.53),(9 107376.62),(10 106982.74),(11 108277.67),(12 111270.91),(13 116190.914),(14 119838.695),(15 120183.79),(16 122960.15),(17 126723.35),(18 128303.95),(19 128588.734),(20 128660.914),(21 130118.77),(22 133464.42),(23 133486.02),(24 136711.06),(25 137977.55),(26 134716.6),(27 133396.9),(28 135231.53),(29 139536.77),(30 143435.38),(31 143508.72),(32 148024.5),(33 153355.53),(34 157734.11),(35 158652.7),(36 157660.34),(37 153777.25),(38 151675.34),(39 151213.55),(40 150950.17),(41 150071.9),(42 150631.16),(43 151367.03),(44 151039.06),(45 152359.94),(46 152607.86),(47 151866.17),(48 152449.08),(49 150188.2),(50 150188.2),(51 152415.7),(52 154570.28),(53 153814.39),(54 149588.19),(55 149169.66),(56 149569.03),(57 149512.06),(58 150114.61),(59 150815.61),(60 148106.67),(61 146779.08),(62 150583.94),(63 152525.88),(64 153636.48),(65 155794.94),(66 156125.86),(67 162130.78),(68 167431.05),(69 167217.89),(70 168898.48),(71 169289.05),(72 167406.66),(73 169470.02),(74 173554.95),(75 178406.75),(76 180714.13),(77 184016.56),(78 188616.5),(79 191825.66),
(1 32039.13),(2 74730.586),(3 88467.96),(4 88680.41),(5 95282.12),(6 104380.86),(7 109612.42),(8 108977.86),(9 106164.26),(10 105130.234),(11 106642.27),(12 111148.125),(13 115511.51),(14 117026.81),(15 117789.68),(16 122162.3),(17 127458.83),(18 125931.195),(19 122511.766),(20 122713.38),(21 123981.29),(22 123288.086),(23 125420.63),(24 130232.695),(25 133001.05),(26 129685.38),(27 130204.555),(28 134597.77),(29 134615.2),(30 131617.13),(31 135903.84),(32 144501.08),(33 147494.64),(34 147711.58),(35 144894.33),(36 144075.06),(37 142948.69),(38 140850.92),(39 141059.16),(40 142999.63),(41 143595.95),(42 143946.44),(43 144004.31),(44 146539.77),(45 146014.58),(46 147069.66),(47 149194.02),(48 153111.25),(49 157832.36),(50 159663.42),(51 159489.42),(52 160127.67),(53 159296.47),(54 157532.66),(55 159484.58),(56 158635.42),(57 157409.61),(58 157278.39),(59 156079.25),(60 156346.17),(61 153468.47),(62 152860.84),(63 154835.8),(64 156308.58),(65 157881.33),(66 163443.11),(67 165686.78),(68 166353.16),(69 169265.34),(70 171776.81),(71 172959.39),(72 172521.19),(73 172965.95),(74 173261.7),(75 174453.1),(76 179171.83),(77 183911.5),(78 187696.28),(79 190320.31),
