1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3711.0747),(2 6336.9233),(3 7955.478),(4 8880.762),(5 9679.92),(6 10174.346),(7 10779.946),(8 11024.986),(9 11263.47),(10 11281.025),(11 11637.019),(12 11774.558),(13 12053.722),(14 11950.607),(15 12189.776),(16 12397.708),(17 12736.224),(18 12941.527),(19 13051.802),(20 13334.764),(21 13262.468),(22 13412.774),(23 13458.625),(24 13723.943),(25 13633.277),(26 13770.016),(27 13636.887),(28 13829.933),(29 13716.1455),(30 13835.354),(31 13663.419),(32 13635.987),(33 13615.162),(34 13880.771),(35 13919.963),(36 14014.89),(37 13920.63),(38 13958.015),(39 13650.188),(40 13712.652),(41 13712.731),(42 14018.737),(43 13953.254),(44 14228.867),(45 14013.06),(46 14139.216),(47 13979.577),(48 14354.126),(49 14207.147),(50 14413.98),(51 14310.184),(52 14421.696),(53 14261.145),(54 14715.34),(55 14712.454),(56 14913.93),(57 14818.716),(58 15012.966),(59 14846.148),(60 15163.369),(61 15116.653),(62 15368.947),(63 15161.257),(64 15325.058),(65 15267.93),(66 15680.278),(67 15617.739),(68 15839.222),(69 15898.713),(70 15772.207),(71 15796.74),(72 15665.764),(73 15598.333),(74 15384.954),(75 15618.806),(76 15627.499),(77 15731.835),(78 15852.058),(79 15658.515),
(1 3549.6365),(2 5948.108),(3 7627.299),(4 8518.86),(5 9125.806),(6 9804.516),(7 10371.566),(8 10542.847),(9 10877.534),(10 10856.529),(11 11183.103),(12 11273.019),(13 11424.174),(14 11407.716),(15 11663.665),(16 11796.475),(17 11937.719),(18 12034.576),(19 12120.226),(20 12440.771),(21 12324.093),(22 12305.362),(23 12058.658),(24 12067.892),(25 12007.057),(26 12294.005),(27 12194.267),(28 12260.108),(29 12181.268),(30 12425.109),(31 12286.916),(32 12597.602),(33 12630.222),(34 12881.264),(35 12849.946),(36 12949.978),(37 12800.675),(38 12986.378),(39 13038.235),(40 13293.828),(41 13050.839),(42 13208.536),(43 12993.626),(44 13297.794),(45 13190.797),(46 13480.95),(47 13483.118),(48 13809.647),(49 13898.971),(50 14091.673),(51 14013.75),(52 14120.719),(53 13958.406),(54 13988.435),(55 13942.804),(56 14280.655),(57 14337.304),(58 14735.2705),(59 14513.491),(60 14557.413),(61 14203.418),(62 14256.108),(63 14219.722),(64 14445.064),(65 14322.168),(66 14888.771),(67 14784.665),(68 14885.319),(69 15119.123),(70 15044.886),(71 15121.455),(72 15146.192),(73 15316.033),(74 15303.958),(75 15621.2295),(76 15608.308),(77 15771.982),(78 16171.034),(79 15873.299),
(1 3490.4817),(2 5932.128),(3 7575.021),(4 8491.787),(5 9250.928),(6 9784.867),(7 10287.979),(8 10582.85),(9 11053.504),(10 11224.167),(11 11541.415),(12 11630.738),(13 11888.281),(14 11715.8545),(15 12104.879),(16 12422.369),(17 12738.307),(18 12947.321),(19 13117.091),(20 13290.472),(21 13188.874),(22 13159.033),(23 13098.565),(24 13004.304),(25 12947.588),(26 13037.284),(27 13005.542),(28 13104.635),(29 12942.913),(30 13264.024),(31 13319.099),(32 13498.538),(33 13638.594),(34 13675.887),(35 13636.938),(36 13762.607),(37 13709.399),(38 13890.183),(39 13953.44),(40 13994.451),(41 13947.245),(42 13999.469),(43 13839.295),(44 14092.376),(45 13928.844),(46 13984.513),(47 14008.737),(48 14258.753),(49 14283.967),(50 14729.658),(51 14474.882),(52 14494.925),(53 14156.628),(54 14213.502),(55 14250.503),(56 14507.805),(57 14491.083),(58 14773.903),(59 14661.159),(60 14830.242),(61 14718.106),(62 14997.768),(63 14834.771),(64 14976.806),(65 14770.168),(66 15081.669),(67 15165.388),(68 15093.101),(69 15317.977),(70 15324.093),(71 15497.969),(72 15549.756),(73 15763.644),(74 15594.567),(75 15746.862),(76 15633.002),(77 16005.739),(78 16279.056),(79 16006.204),
(1 3458.516),(2 5739.6045),(3 7215.3857),(4 8017.9224),(5 8763.996),(6 9203.078),(7 9608.508),(8 9725.205),(9 10059.773),(10 10194.334),(11 10498.064),(12 10607.669),(13 10837.15),(14 10914.952),(15 11291.578),(16 11591.059),(17 11909.911),(18 12027.722),(19 12186.022),(20 12466.408),(21 12425.967),(22 12588.641),(23 12571.193),(24 12503.642),(25 12358.214),(26 12510.852),(27 12408.181),(28 12515.118),(29 12432.017),(30 12654.013),(31 12573.93),(32 12821.424),(33 12899.027),(34 12933.074),(35 12859.442),(36 12898.125),(37 12841.729),(38 13061.959),(39 13130.301),(40 13363.666),(41 13347.752),(42 13507.932),(43 13450.954),(44 13803.826),(45 13726.164),(46 13938.183),(47 13977.764),(48 14444.016),(49 14419.931),(50 14613.178),(51 14619.509),(52 14781.315),(53 14572.636),(54 14682.1875),(55 14657.838),(56 15094.127),(57 15015.004),(58 15091.069),(59 14944.953),(60 14920.062),(61 14661.214),(62 14842.716),(63 14646.897),(64 14721.715),(65 14571.472),(66 15038.364),(67 15172.314),(68 15282.297),(69 15368.845),(70 15361.572),(71 15532.658),(72 15456.19),(73 15524.22),(74 15436.79),(75 15600.382),(76 15435.875),(77 15540.247),(78 15753.199),(79 15405.793),
(1 3357.128),(2 5536.021),(3 6956.642),(4 7736.997),(5 8447.371),(6 8953.3545),(7 9422.082),(8 9603.794),(9 9995.69),(10 10073.21),(11 10244.432),(12 10259.047),(13 10420.236),(14 10302.323),(15 10551.05),(16 10781.616),(17 11162.443),(18 11149.309),(19 11211.264),(20 11360.063),(21 11330.659),(22 11528.119),(23 11506.299),(24 11573.093),(25 11532.5),(26 11794.68),(27 11812.408),(28 12162.924),(29 12010.1455),(30 12184.306),(31 12140.36),(32 12253.618),(33 12313.104),(34 12394.676),(35 12228.841),(36 12366.64),(37 12273.774),(38 12444.131),(39 12512.602),(40 12626.906),(41 12558.964),(42 12762.435),(43 12481.621),(44 12664.244),(45 12565.462),(46 12748.517),(47 12657.992),(48 12862.539),(49 12767.185),(50 13084.874),(51 12961.034),(52 13167.723),(53 13087.102),(54 13311.861),(55 13148.154),(56 13355.255),(57 13252.292),(58 13596.437),(59 13556.069),(60 13564.791),(61 13383.188),(62 13574.661),(63 13487.479),(64 13758.153),(65 13748.499),(66 14164.151),(67 14183.642),(68 14199.593),(69 14178.359),(70 13910.066),(71 14082.639),(72 14081.361),(73 14127.077),(74 13990.355),(75 14092.623),(76 13984.256),(77 14045.661),(78 14277.608),(79 13934.0205),
(1 3372.4124),(2 5475.534),(3 6918.867),(4 7699.482),(5 8436.012),(6 8850.234),(7 9230.979),(8 9431.17),(9 9855.6455),(10 9925.289),(11 10003.682),(12 9922.999),(13 9948.992),(14 10024.055),(15 10290.035),(16 10698.162),(17 10813.073),(18 10802.461),(19 10932.108),(20 11107.604),(21 11056.505),(22 11261.659),(23 11212.233),(24 11356.035),(25 11171.339),(26 11350.929),(27 11400.303),(28 11781.741),(29 11654.93),(30 11753.657),(31 11616.799),(32 11747.662),(33 11746.329),(34 12075.64),(35 12106.313),(36 12130.488),(37 12039.311),(38 12156.865),(39 12170.605),(40 12290.194),(41 12253.831),(42 12376.965),(43 12006.716),(44 12182.406),(45 12043.14),(46 12277.569),(47 12206.041),(48 12368.376),(49 12191.712),(50 12294.135),(51 12330.965),(52 12537.7295),(53 12334.7),(54 12427.495),(55 12288.019),(56 12545.309),(57 12532.77),(58 12784.478),(59 12698.871),(60 12856.438),(61 12767.057),(62 12873.696),(63 12735.211),(64 12871.787),(65 12768.835),(66 12948.144),(67 12951.172),(68 12901.324),(69 12841.66),(70 12903.425),(71 13103.791),(72 13075.479),(73 13022.869),(74 12870.783),(75 13006.314),(76 12857.77),(77 13062.993),(78 13312.653),(79 13239.992),
(1 3174.9194),(2 5256.872),(3 6738.993),(4 7504.227),(5 8223.108),(6 8566.441),(7 8897.196),(8 9118.048),(9 9425),(10 9417.662),(11 9506.317),(12 9432.817),(13 9402.888),(14 9333.464),(15 9662.813),(16 9915.182),(17 10131.37),(18 10235.096),(19 10420.3125),(20 10686.549),(21 10600.207),(22 10777.185),(23 10810.905),(24 10888.821),(25 10791.109),(26 10896.377),(27 10754.782),(28 10844.558),(29 10701.469),(30 10847.811),(31 11004.23),(32 11161.946),(33 11261.338),(34 11388.105),(35 11399.378),(36 11408.765),(37 11308.13),(38 11475.3125),(39 11391.326),(40 11514.311),(41 11293.237),(42 11317.068),(43 11112.917),(44 11228.397),(45 11097.749),(46 11289.101),(47 11102.02),(48 11326.718),(49 11435.948),(50 11638.364),(51 11563.063),(52 11704.602),(53 11676.432),(54 11852.463),(55 11746.409),(56 11922.847),(57 11768.154),(58 11825.07),(59 11640.396),(60 11781.987),(61 11686.825),(62 11771.33),(63 11492.729),(64 11613.471),(65 11539.926),(66 11816.896),(67 11824.273),(68 11891.472),(69 12146.769),(70 12132.917),(71 12245.418),(72 12131.495),(73 12248.384),(74 12105.551),(75 12245.156),(76 12214.182),(77 12434.212),(78 12714.139),(79 12658.09),
(1 3240.419),(2 5255.23),(3 6573.5293),(4 7384.6025),(5 8099.362),(6 8452.426),(7 8683.796),(8 9032.785),(9 9309.939),(10 9377.893),(11 9575.415),(12 9498.481),(13 9506.241),(14 9441.179),(15 9668.214),(16 9796.331),(17 9935.952),(18 9996.481),(19 10139.148),(20 10274.141),(21 10323.785),(22 10568.736),(23 10636.953),(24 10878.007),(25 10878.504),(26 11050.203),(27 11057.705),(28 11195.947),(29 11097.058),(30 11179.109),(31 11183.622),(32 11212.3955),(33 11099.147),(34 11320.608),(35 11293.4375),(36 11494.846),(37 11357.576),(38 11494.405),(39 11314.5625),(40 11395.6875),(41 11296.841),(42 11350.866),(43 11150.211),(44 11362.866),(45 11245.558),(46 11342.691),(47 11301.039),(48 11424.25),(49 11380.534),(50 11682.609),(51 11644.709),(52 11936.703),(53 11847.949),(54 12091.753),(55 12002.082),(56 12102.166),(57 11972.003),(58 12026.262),(59 11869.313),(60 12130.863),(61 12040.554),(62 12167.758),(63 12032.074),(64 12272.087),(65 12145.81),(66 12519.342),(67 12446.282),(68 12448.84),(69 12532.651),(70 12433.283),(71 12463.435),(72 12358.9),(73 12491.118),(74 12443.632),(75 12639.4375),(76 12610.938),(77 12797.741),(78 13049.487),(79 13087.046),
(1 3037.1443),(2 5043.6777),(3 6372.8145),(4 7124.478),(5 7806.5786),(6 8071.5415),(7 8287.171),(8 8455.321),(9 8735.069),(10 8730.042),(11 8977.831),(12 9004.384),(13 9019.989),(14 9053.899),(15 9342.824),(16 9522.054),(17 9835.863),(18 9864.267),(19 10014.425),(20 10184.196),(21 10115.799),(22 10269.167),(23 10178.92),(24 10323.278),(25 10310.563),(26 10419.713),(27 10356.949),(28 10553.764),(29 10507.754),(30 10717.208),(31 10813.714),(32 10984.923),(33 10982.424),(34 11164.898),(35 11124.022),(36 11198.8545),(37 11126.334),(38 11192.768),(39 11129.452),(40 11251.6045),(41 11282.707),(42 11323.064),(43 11185.599),(44 11414.586),(45 11225.813),(46 11254.973),(47 11108.879),(48 11217.387),(49 11074.96),(50 11239.241),(51 11251.835),(52 11314.908),(53 11242.247),(54 11603.183),(55 11376.598),(56 11506.679),(57 11466.278),(58 11639.523),(59 11623.048),(60 11772.032),(61 11839.382),(62 11921.962),(63 11806.548),(64 12066.363),(65 11856.383),(66 12181.38),(67 12077.56),(68 12054.004),(69 12110.728),(70 12126.586),(71 12244.214),(72 12149.257),(73 12333.82),(74 12351.985),(75 12695.942),(76 12623.481),(77 12850.224),(78 12940.763),(79 12807.957),
(1 3121.067),(2 5033.8057),(3 6296.4634),(4 7111.531),(5 7820.7017),(6 8135.078),(7 8387.6),(8 8480.3125),(9 8756.896),(10 8813.232),(11 9019.991),(12 8963.89),(13 8961.399),(14 8936.568),(15 9190.804),(16 9262.142),(17 9613.473),(18 9673.873),(19 9798.145),(20 10007.938),(21 10026.897),(22 10174.777),(23 10002.283),(24 10035.124),(25 9998.83),(26 10068.737),(27 10068.998),(28 10338.39),(29 10319.994),(30 10510.619),(31 10551.683),(32 10669.908),(33 10664.543),(34 10816.721),(35 10730.595),(36 10837.817),(37 10918.362),(38 11045.565),(39 11083.572),(40 11274.026),(41 11166.95),(42 11392.829),(43 11341.312),(44 11513.721),(45 11284.0205),(46 11335.438),(47 11169.973),(48 11320.371),(49 11161.309),(50 11375.846),(51 11380.8125),(52 11581.503),(53 11431.928),(54 11673.128),(55 11517.319),(56 11644.213),(57 11666.875),(58 11905.377),(59 11808.276),(60 11932.182),(61 11809.5205),(62 11871.451),(63 11708.527),(64 11866.586),(65 11710.486),(66 12070.686),(67 11987.316),(68 11929.244),(69 12001.854),(70 12006.158),(71 12128.095),(72 12189.718),(73 12411.172),(74 12437.52),(75 12830.395),(76 12708.659),(77 12886.23),(78 13008.924),(79 12804.473),
(1 2998.7437),(2 4847.046),(3 6043.635),(4 6785.6475),(5 7408.096),(6 7678.8096),(7 8007.5303),(8 8252.215),(9 8564.644),(10 8723.994),(11 8869.453),(12 8844.85),(13 8973.822),(14 8909.29),(15 9151.035),(16 9332.845),(17 9489.943),(18 9479.669),(19 9472.044),(20 9583.698),(21 9493.92),(22 9653.585),(23 9488.155),(24 9520.555),(25 9484.625),(26 9792.112),(27 9712.595),(28 9901.782),(29 9898.499),(30 10148.181),(31 10097.936),(32 10316.469),(33 10324.036),(34 10458.057),(35 10399.808),(36 10515.63),(37 10505.316),(38 10673.217),(39 10667.157),(40 10735.523),(41 10654.668),(42 10779.43),(43 10647.135),(44 10809.092),(45 10625.375),(46 10657.681),(47 10518.446),(48 10736.275),(49 10642.007),(50 10844.081),(51 10828.972),(52 11051.928),(53 11061.185),(54 11265.405),(55 11228.24),(56 11422.505),(57 11505.304),(58 11682.835),(59 11592.295),(60 11775.165),(61 11616.135),(62 11500.183),(63 11310.942),(64 11426.136),(65 11253.44),(66 11488.348),(67 11487.048),(68 11508.848),(69 11596.714),(70 11578.2),(71 11663.989),(72 11589.407),(73 11690.588),(74 11638.325),(75 11855.958),(76 11713.045),(77 11864.965),(78 12056.333),(79 11921.45),
(1 2896.8018),(2 4657.1167),(3 5818.861),(4 6452.805),(5 6981.898),(6 7279.3877),(7 7630.9272),(8 7902.0034),(9 8197.355),(10 8280.051),(11 8612.909),(12 8681.2295),(13 8955.915),(14 8876.055),(15 9035.602),(16 9203.816),(17 9408.584),(18 9330.319),(19 9356.989),(20 9367.037),(21 9273.172),(22 9388.769),(23 9249.47),(24 9268.527),(25 9269.078),(26 9443.722),(27 9509.729),(28 9707.384),(29 9712.114),(30 9865.159),(31 9799.634),(32 9963.825),(33 9970.122),(34 10173.944),(35 10184.88),(36 10290.309),(37 10186.336),(38 10256.289),(39 10191.5625),(40 10225.089),(41 10192.399),(42 10385.181),(43 10086.752),(44 10257.825),(45 10162.943),(46 10275.111),(47 10164.73),(48 10309.234),(49 10389.468),(50 10719.13),(51 10654.356),(52 10734.858),(53 10498.452),(54 10592.015),(55 10515.5625),(56 10763.589),(57 10808.657),(58 10956.276),(59 10830.085),(60 11110.546),(61 10978.865),(62 11096.104),(63 10932.76),(64 11071.919),(65 10988.931),(66 11118.189),(67 11061.131),(68 11062.868),(69 11153.752),(70 11186.991),(71 11285.476),(72 11213.164),(73 11205.569),(74 11235.463),(75 11323.101),(76 11239.042),(77 11243.335),(78 11253.108),(79 11121.911),
(1 2884.3772),(2 4653.4536),(3 5845.6533),(4 6505.781),(5 7059.228),(6 7364.94),(7 7671.454),(8 7859.868),(9 8130.7085),(10 8292.856),(11 8565.957),(12 8500.931),(13 8582.6875),(14 8506.252),(15 8691.313),(16 8844.645),(17 9081.788),(18 9029.674),(19 9085.413),(20 9264.565),(21 9159.151),(22 9329.84),(23 9230.231),(24 9325.542),(25 9189.109),(26 9223.944),(27 9211.743),(28 9481.135),(29 9445.446),(30 9633.807),(31 9658.106),(32 9753.212),(33 9684.087),(34 9908.559),(35 9973.036),(36 10157.58),(37 10152.504),(38 10291.681),(39 10271.237),(40 10330.207),(41 10385.427),(42 10525.768),(43 10253.808),(44 10339.567),(45 10113.226),(46 10297.346),(47 10178.849),(48 10183.1875),(49 10177.338),(50 10402.329),(51 10376.478),(52 10564.4795),(53 10428.078),(54 10571.408),(55 10516.881),(56 10618.801),(57 10478.515),(58 10692.535),(59 10567.683),(60 10771.026),(61 10686.566),(62 10683.628),(63 10503.348),(64 10615.108),(65 10406.601),(66 10700.611),(67 10727.153),(68 10793.504),(69 10903.175),(70 10956.758),(71 11031.822),(72 10983.215),(73 10977.773),(74 10885.74),(75 10927.798),(76 10740.902),(77 10785.267),(78 10899.85),(79 10717.102),
(1 2822.3765),(2 4502.373),(3 5669.806),(4 6318.7915),(5 6911.4927),(6 7265.372),(7 7581.2725),(8 7751.164),(9 7966.114),(10 8038.5547),(11 8269.15),(12 8241.154),(13 8329.552),(14 8239.695),(15 8383.962),(16 8510.462),(17 8757.154),(18 8730.846),(19 8870.822),(20 8938.7),(21 8949.511),(22 9082.451),(23 9004.835),(24 8994.371),(25 8904.395),(26 8929.15),(27 8927.494),(28 9064.137),(29 9015.482),(30 9223.03),(31 9222.621),(32 9403.674),(33 9270.545),(34 9407.758),(35 9494.734),(36 9636.242),(37 9602.604),(38 9721.727),(39 9726.098),(40 9823.1045),(41 9625.485),(42 9703.54),(43 9451.577),(44 9643.635),(45 9566.375),(46 9679.625),(47 9637.357),(48 9784.972),(49 9782.269),(50 9982.064),(51 9996.533),(52 10213.19),(53 10189.737),(54 10422.92),(55 10360.014),(56 10575.799),(57 10448.268),(58 10448.758),(59 10322.304),(60 10306.289),(61 10187.93),(62 10303.82),(63 10244.9795),(64 10405.299),(65 10308.421),(66 10505.714),(67 10311.224),(68 10387.342),(69 10497.762),(70 10354.505),(71 10525.091),(72 10466.872),(73 10579.711),(74 10445.934),(75 10417.267),(76 10284.962),(77 10367.69),(78 10620.401),(79 10545.619),
(1 2755.0574),(2 4389.927),(3 5469.1987),(4 6062.4063),(5 6573.9805),(6 6877.3555),(7 7129.487),(8 7237.1147),(9 7427.7056),(10 7506.3696),(11 7664.291),(12 7768.04),(13 8058.2397),(14 8122.6934),(15 8391.0205),(16 8479.969),(17 8597.903),(18 8583.442),(19 8538.87),(20 8601.624),(21 8573.118),(22 8745.075),(23 8670.717),(24 8731.609),(25 8686.115),(26 8822.2295),(27 8781.109),(28 8978.889),(29 8962.988),(30 9055.3545),(31 8977.812),(32 9105.195),(33 9082.75),(34 9231.556),(35 9245.937),(36 9401.7295),(37 9307.021),(38 9421.492),(39 9398.635),(40 9522.59),(41 9464.089),(42 9547.834),(43 9352.713),(44 9560.437),(45 9394.467),(46 9551.004),(47 9402.752),(48 9491.75),(49 9541.101),(50 9691.197),(51 9721.855),(52 9977.523),(53 9907.59),(54 10179.356),(55 10091.347),(56 10084.068),(57 10014.095),(58 10103.589),(59 9980.447),(60 10031.84),(61 9899.867),(62 10046.9795),(63 9916.334),(64 10074.443),(65 9978.706),(66 10216.186),(67 10089.41),(68 10160.285),(69 10410.632),(70 10351.739),(71 10392.113),(72 10277.588),(73 10285.421),(74 10233.255),(75 10359.707),(76 10202.181),(77 10345.494),(78 10475.845),(79 10543.018),
(1 2652.6794),(2 4299.814),(3 5390.162),(4 5970.462),(5 6464.6006),(6 6791.103),(7 7171.3467),(8 7401.538),(9 7528.002),(10 7574.4697),(11 7763.1367),(12 7798.464),(13 7934.131),(14 7996.487),(15 8168.6045),(16 8297.536),(17 8510.871),(18 8488.425),(19 8624.951),(20 8715.183),(21 8649.243),(22 8754.608),(23 8688.968),(24 8732.615),(25 8575.895),(26 8631.825),(27 8610.37),(28 8793.16),(29 8774.474),(30 8950.358),(31 8928.133),(32 9105.996),(33 9058.15),(34 9129.697),(35 9237.311),(36 9360.412),(37 9320.092),(38 9428.484),(39 9380.875),(40 9544.439),(41 9517.867),(42 9555.533),(43 9320.554),(44 9436.6875),(45 9289.19),(46 9490.576),(47 9318.927),(48 9469.329),(49 9441.803),(50 9615.05),(51 9528.291),(52 9641.171),(53 9578.791),(54 9739.669),(55 9613.654),(56 9760.154),(57 9593.644),(58 9684.271),(59 9442.172),(60 9538.424),(61 9411.434),(62 9564.519),(63 9431.766),(64 9567.806),(65 9463.28),(66 9680.953),(67 9580.473),(68 9674.241),(69 9792.561),(70 9722.466),(71 9888.321),(72 9811.653),(73 9775.899),(74 9708.944),(75 9902.604),(76 9727.503),(77 9881.218),(78 10276.39),(79 10057.205),
(1 2633.2258),(2 4219.0645),(3 5351.298),(4 6009.164),(5 6502.193),(6 6820.75),(7 7154.6826),(8 7352.532),(9 7520.0176),(10 7586.438),(11 7761.6855),(12 7794.5923),(13 7931.568),(14 8034.038),(15 8245.535),(16 8328.125),(17 8499.273),(18 8506.396),(19 8637.085),(20 8722.142),(21 8694.633),(22 8856.739),(23 8738.011),(24 8752.57),(25 8668.504),(26 8695.699),(27 8718.618),(28 8901.277),(29 8896.278),(30 8934.449),(31 8831.049),(32 8989.81),(33 8954.764),(34 9121.868),(35 9120.4795),(36 9226.2),(37 9178.12),(38 9331.105),(39 9305.827),(40 9473.785),(41 9334.73),(42 9314.604),(43 9014.037),(44 9094.578),(45 9017.432),(46 9192.291),(47 9033.195),(48 9190.222),(49 9035.553),(50 9090.233),(51 8979.463),(52 9109.962),(53 9099.33),(54 9378.436),(55 9330.484),(56 9600.759),(57 9468.859),(58 9533.625),(59 9410.667),(60 9546.647),(61 9385.363),(62 9496.254),(63 9458.749),(64 9642.961),(65 9532.761),(66 9737.314),(67 9710.3),(68 9682.209),(69 9770.655),(70 9746.682),(71 9756.036),(72 9678.625),(73 9673.531),(74 9566.142),(75 9650.946),(76 9525.752),(77 9600.134),(78 9785.887),(79 9600.602),
(1 2632.4219),(2 4125.789),(3 5144.7188),(4 5756.7393),(5 6287.912),(6 6691.0967),(7 6998.785),(8 7218.8516),(9 7475.231),(10 7504.475),(11 7684.8975),(12 7651.3),(13 7788.5234),(14 7824.042),(15 8149.899),(16 8179.791),(17 8261.579),(18 8252.343),(19 8306.992),(20 8397.621),(21 8387.058),(22 8431.36),(23 8364.517),(24 8468.1455),(25 8302.889),(26 8403.219),(27 8329.184),(28 8336.513),(29 8263.978),(30 8365.834),(31 8348.909),(32 8463.423),(33 8350.507),(34 8444.358),(35 8458.6),(36 8557.774),(37 8639.388),(38 8826.224),(39 8780.5),(40 8868.884),(41 8804.109),(42 8933.585),(43 8662.195),(44 8724.342),(45 8669.124),(46 8813.609),(47 8739.14),(48 8828.411),(49 8671.22),(50 8814.918),(51 8749.269),(52 8904.452),(53 8913.606),(54 9127.829),(55 9054.064),(56 9317.281),(57 9203.527),(58 9353.975),(59 9312.1875),(60 9448.125),(61 9272.944),(62 9428.091),(63 9301.556),(64 9438.821),(65 9311.554),(66 9595.158),(67 9545.632),(68 9547.911),(69 9718.442),(70 9754.187),(71 9727.709),(72 9619.465),(73 9628.179),(74 9572.684),(75 9641.462),(76 9457.531),(77 9551.172),(78 9703.142),(79 9617.911),
