1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1710.6729),(2 2172.0142),(3 2675.964),(4 3086.2324),(5 3537.9153),(6 3849.9365),(7 4158.533),(8 4523.4194),(9 4728.723),(10 5081.741),(11 5248.013),(12 5331.8315),(13 5527.215),(14 5679.806),(15 5811.5225),(16 5942.9116),(17 6026.036),(18 6095.6255),(19 6156.8335),(20 6187.8364),(21 6179.799),(22 6172.8813),(23 6116.914),(24 6291.675),(25 6341.0063),(26 6380.5923),(27 6554.7188),(28 6668.566),(29 6766.963),(30 6860.857),(31 6884.28),(32 7035.619),(33 7146.438),(34 7337.965),(35 7471.6724),(36 7588.9365),(37 7657.8364),(38 7692.9688),(39 7793.476),(40 7817.694),(41 7887.521),(42 7880.8115),(43 7960.0366),(44 8066.81),(45 8056.169),(46 8081.134),(47 8167.485),(48 8101.6606),(49 8051.847),(50 7987.7925),(51 7987.538),(52 7907.8027),(53 7875.252),(54 7817.513),(55 7741.03),(56 7680.4854),(57 7592.203),(58 7547.228),(59 7446.9985),(60 7361.462),(61 7193.41),(62 7119.9707),(63 7026.9326),(64 6916.638),(65 6850.373),(66 6811.7188),(67 6764.201),(68 6740.218),(69 6712.4663),(70 6778.832),(71 6742.9663),(72 6764.3164),(73 6695.4526),(74 6726.198),(75 6715.841),(76 6706.916),(77 6772.003),(78 6815.1245),(79 6854.4893),
(1 1670.8424),(2 2175.6802),(3 2678.6133),(4 3071.2712),(5 3515.0972),(6 3860.46),(7 4172.4546),(8 4554.3853),(9 4825.4473),(10 5161.647),(11 5340.9844),(12 5464.669),(13 5628.5786),(14 5733.9565),(15 5815.2197),(16 5949.2666),(17 6043.5415),(18 6109),(19 6167.3804),(20 6181.748),(21 6162.9067),(22 6109.846),(23 6057.437),(24 6178.8594),(25 6225.048),(26 6252.262),(27 6381.5986),(28 6467.9385),(29 6532.9297),(30 6596.762),(31 6680.6484),(32 6794.1245),(33 6874.9526),(34 7041.304),(35 7203.767),(36 7278.971),(37 7395.8193),(38 7397.932),(39 7477.742),(40 7470.6963),(41 7536.0703),(42 7499.6875),(43 7602.3955),(44 7671.522),(45 7670.4126),(46 7705.5317),(47 7682.644),(48 7699.1675),(49 7603.236),(50 7585.204),(51 7581.6914),(52 7494.0474),(53 7531.9956),(54 7460.6104),(55 7465.5293),(56 7468.758),(57 7418.222),(58 7362.9834),(59 7247.4106),(60 7191.425),(61 7137.6323),(62 7030.571),(63 6941.7183),(64 6855.1016),(65 6796.022),(66 6754.1563),(67 6740.5166),(68 6751.83),(69 6727.886),(70 6736.8604),(71 6721.5005),(72 6751.7495),(73 6776.986),(74 6812.3745),(75 6858.9385),(76 6898.101),(77 6906.4565),(78 6919.2183),(79 6966.543),
(1 1644.928),(2 2135.2773),(3 2656.5747),(4 2970.13),(5 3417.3416),(6 3721.6594),(7 4030.4866),(8 4353.873),(9 4640.788),(10 4909.094),(11 5083.5283),(12 5202.857),(13 5351.406),(14 5460.0737),(15 5608.8716),(16 5732.924),(17 5808.008),(18 5847.349),(19 5882.3613),(20 5824.8125),(21 5868.849),(22 5784.3853),(23 5726.6914),(24 5841.4556),(25 5874.3184),(26 5903.799),(27 6018.011),(28 6046.202),(29 6080.7837),(30 6121.768),(31 6235.627),(32 6310.1245),(33 6398.9995),(34 6553.5522),(35 6704.129),(36 6746.444),(37 6770.285),(38 6812.0156),(39 6873.441),(40 6881.941),(41 6922.1064),(42 6966.998),(43 7015.416),(44 7090.957),(45 7118.4204),(46 7128.8994),(47 7170.944),(48 7192.5894),(49 7150.247),(50 7190.0713),(51 7146.0234),(52 7048.296),(53 7090.0083),(54 7051.7695),(55 6992.331),(56 6950.164),(57 6934.411),(58 6863.2534),(59 6737.6626),(60 6678.936),(61 6604.309),(62 6537.414),(63 6451.3823),(64 6360.9204),(65 6303.8887),(66 6344.2563),(67 6353.1006),(68 6349.8696),(69 6322.274),(70 6316.157),(71 6326.256),(72 6375.229),(73 6388.9565),(74 6398.5034),(75 6430.5415),(76 6424.921),(77 6464.049),(78 6471.586),(79 6487.96),
(1 1569.7579),(2 2073.501),(3 2598.5022),(4 2903.4604),(5 3300.951),(6 3596.6016),(7 3898.975),(8 4214.9746),(9 4462.159),(10 4727.3765),(11 4884.159),(12 5005.297),(13 5137.474),(14 5248.1865),(15 5344.6724),(16 5425.9707),(17 5525.136),(18 5584.8013),(19 5670.9565),(20 5649.9185),(21 5701.769),(22 5618.305),(23 5610.008),(24 5767.28),(25 5807.889),(26 5855.3887),(27 5976.3765),(28 6023.63),(29 6084.648),(30 6155.3066),(31 6245.3813),(32 6320.208),(33 6425.1484),(34 6586.804),(35 6719.336),(36 6790.5933),(37 6796.8223),(38 6810.2754),(39 6841.727),(40 6880.505),(41 6928.948),(42 6956.9214),(43 7015.8223),(44 7063.8887),(45 7064.4233),(46 7125.839),(47 7088.9424),(48 7054.5986),(49 7020.3354),(50 7005.791),(51 7001.003),(52 6938.24),(53 6960.701),(54 6955.8833),(55 6963.689),(56 6924.2217),(57 6905.856),(58 6849.1465),(59 6822.662),(60 6716.258),(61 6653.347),(62 6560.7827),(63 6443.678),(64 6367.895),(65 6289.437),(66 6252.006),(67 6235.977),(68 6197.9175),(69 6197.5107),(70 6178.6216),(71 6183.11),(72 6200.517),(73 6215.025),(74 6196.877),(75 6216.8438),(76 6195.1953),(77 6216.851),(78 6267.159),(79 6267.576),
(1 1588.1799),(2 2067.1824),(3 2580.0222),(4 2910.5808),(5 3319.1038),(6 3652.1482),(7 3956.3438),(8 4261.9),(9 4512.3135),(10 4799.6235),(11 4967.6577),(12 5100.6304),(13 5174.444),(14 5269.432),(15 5364.5317),(16 5454.4067),(17 5529.325),(18 5540.373),(19 5573.7134),(20 5598.086),(21 5575.887),(22 5491.9126),(23 5441.455),(24 5514.2236),(25 5513.382),(26 5502.894),(27 5578.1025),(28 5674.1123),(29 5700.876),(30 5719.9287),(31 5777.4404),(32 5826.5605),(33 5926.298),(34 6035.732),(35 6141.7075),(36 6197.526),(37 6193.9497),(38 6262.3843),(39 6300.2275),(40 6318.0874),(41 6392.6196),(42 6436.9893),(43 6507.601),(44 6526.91),(45 6561.556),(46 6595.2505),(47 6599.8774),(48 6650.7095),(49 6625.3193),(50 6672.813),(51 6645.3013),(52 6632.778),(53 6597.0537),(54 6567.399),(55 6536.6836),(56 6537.918),(57 6498.9),(58 6415.742),(59 6362.34),(60 6229.0615),(61 6207.6),(62 6068.8164),(63 6011.8584),(64 5927.2515),(65 5886.234),(66 5834.784),(67 5834.097),(68 5859.482),(69 5840.732),(70 5877.0195),(71 5851.472),(72 5920.1577),(73 5940.7886),(74 5946.986),(75 5966.8174),(76 6031.7344),(77 6039.94),(78 6093.205),(79 6118.0874),
(1 1545.6324),(2 2046.5381),(3 2491.484),(4 2852.2368),(5 3255.4778),(6 3579.55),(7 3883.0784),(8 4188.13),(9 4426.0034),(10 4680.9136),(11 4869.7227),(12 5017.7197),(13 5094.497),(14 5191.059),(15 5279.912),(16 5386.018),(17 5446.9277),(18 5488.4194),(19 5523.471),(20 5525.037),(21 5517.7466),(22 5461.2314),(23 5409.3755),(24 5485.4785),(25 5493.1626),(26 5480.272),(27 5496.297),(28 5535.4565),(29 5587.01),(30 5580.1816),(31 5633.582),(32 5713.9976),(33 5840.55),(34 5962.346),(35 6101.476),(36 6120.5166),(37 6130.6875),(38 6175.672),(39 6199.259),(40 6197.984),(41 6210.581),(42 6246.442),(43 6289.829),(44 6300.213),(45 6309.832),(46 6352.707),(47 6362.702),(48 6352.9307),(49 6354.8447),(50 6322.2754),(51 6354.036),(52 6298.621),(53 6323.729),(54 6337.409),(55 6297.862),(56 6252.605),(57 6188.1987),(58 6101.0103),(59 6019.4873),(60 5948.7236),(61 5901.5483),(62 5799.832),(63 5765.943),(64 5688.219),(65 5635.1265),(66 5603.04),(67 5586.443),(68 5592.637),(69 5614.947),(70 5654.5977),(71 5681.071),(72 5720.8843),(73 5731.328),(74 5739.644),(75 5820.532),(76 5837.8413),(77 5900.5454),(78 5941.2427),(79 5988.1133),
(1 1508.2748),(2 2013.4259),(3 2467.8013),(4 2812.5066),(5 3188.9084),(6 3484.8303),(7 3801.1208),(8 4061.329),(9 4264.2114),(10 4550.549),(11 4699.218),(12 4805.3477),(13 4877.837),(14 4952.1055),(15 5067.015),(16 5160.8105),(17 5180.933),(18 5214.973),(19 5211.5117),(20 5180.83),(21 5142.0938),(22 5051.238),(23 5000.169),(24 5061.248),(25 5087.359),(26 5077.702),(27 5172.85),(28 5190.1196),(29 5276.233),(30 5303.5005),(31 5358.2085),(32 5420.226),(33 5570.212),(34 5702.921),(35 5827.9385),(36 5845.3354),(37 5857.589),(38 5927.726),(39 5948.233),(40 5945.935),(41 5975.231),(42 5985.1997),(43 6038.1426),(44 6078.0757),(45 6122.685),(46 6175.175),(47 6177.268),(48 6192.254),(49 6216.6997),(50 6195.465),(51 6155.3325),(52 6106.688),(53 6154.487),(54 6129.6074),(55 6111.9854),(56 6066.6865),(57 6037.901),(58 5988.9766),(59 5906.2197),(60 5840.5605),(61 5796.0234),(62 5731.512),(63 5679.7856),(64 5654.2725),(65 5639.304),(66 5607.863),(67 5588.593),(68 5604.752),(69 5584.0615),(70 5650.3633),(71 5642.598),(72 5618.8286),(73 5626.62),(74 5632.1724),(75 5677.989),(76 5701.2407),(77 5691.406),(78 5684.3706),(79 5687.078),
(1 1522.3398),(2 1994.4536),(3 2459.8018),(4 2797.6477),(5 3126.4226),(6 3480.858),(7 3739.4524),(8 3996.554),(9 4226.7954),(10 4480.3203),(11 4665.627),(12 4782.878),(13 4916.707),(14 4987.774),(15 5073.8833),(16 5189.4966),(17 5224.3276),(18 5267.98),(19 5276.691),(20 5253.807),(21 5259.718),(22 5176.038),(23 5165.9434),(24 5251.393),(25 5271.2607),(26 5293.36),(27 5355.8037),(28 5360.4263),(29 5424.7036),(30 5439.0464),(31 5523.0903),(32 5593.4116),(33 5644.9395),(34 5755.2354),(35 5852.82),(36 5912.3823),(37 5992.7627),(38 6048.647),(39 6106.972),(40 6149.43),(41 6202.9717),(42 6252.7964),(43 6290.25),(44 6341.1924),(45 6386.7783),(46 6417.5293),(47 6383.77),(48 6415.4937),(49 6441.2505),(50 6427.08),(51 6372.1563),(52 6280.3467),(53 6311.6543),(54 6277.3237),(55 6229.2285),(56 6187.694),(57 6134.408),(58 6117.5923),(59 6004.772),(60 5952.825),(61 5868.7085),(62 5750.9404),(63 5757.844),(64 5686.817),(65 5661.0405),(66 5653.0996),(67 5658.5176),(68 5721.52),(69 5720.124),(70 5741.7163),(71 5743.2153),(72 5715.488),(73 5719.6714),(74 5699.0566),(75 5757.5903),(76 5785.615),(77 5822.2935),(78 5848.434),(79 5836.3745),
(1 1485.2085),(2 1931.7584),(3 2402.54),(4 2788.5176),(5 3161.3438),(6 3475.242),(7 3740.3015),(8 3992.984),(9 4274.3833),(10 4521.8623),(11 4661.2373),(12 4811.888),(13 4897.4824),(14 4975.655),(15 5078.1934),(16 5149.2437),(17 5182.981),(18 5291.627),(19 5278.62),(20 5287.0625),(21 5230.514),(22 5179.816),(23 5145.9004),(24 5233.6973),(25 5294.653),(26 5317.952),(27 5350.844),(28 5376.426),(29 5432.1143),(30 5434.669),(31 5542.168),(32 5609.4688),(33 5721.1714),(34 5786.9624),(35 5889.6157),(36 5961.2607),(37 5968.74),(38 6019.1875),(39 6048.4214),(40 6087.769),(41 6125.194),(42 6184.133),(43 6243.1807),(44 6348.9404),(45 6375.911),(46 6421.595),(47 6404.7866),(48 6406.0996),(49 6440.5293),(50 6390.2593),(51 6397.605),(52 6319.1094),(53 6309.505),(54 6279.121),(55 6261.6777),(56 6210.2705),(57 6136.6543),(58 6098.393),(59 6024.007),(60 5960.4053),(61 5921.6455),(62 5838.7075),(63 5795.118),(64 5754.261),(65 5721.834),(66 5639.3066),(67 5674.87),(68 5680.047),(69 5731.8965),(70 5804.4907),(71 5851.9326),(72 5841.9717),(73 5880.4917),(74 5824.5664),(75 5886.242),(76 5866.023),(77 5942.7393),(78 5949.4063),(79 5957.1836),
(1 1479.7731),(2 1926.1097),(3 2463.7466),(4 2841.9583),(5 3222.9448),(6 3507.0078),(7 3827.2131),(8 4086.1753),(9 4347.4116),(10 4601.6094),(11 4758.4937),(12 4855.369),(13 4933.9663),(14 4983.1157),(15 5073.57),(16 5160.8926),(17 5186.033),(18 5247.738),(19 5227.8843),(20 5215.157),(21 5171.1973),(22 5104.449),(23 5056.719),(24 5131.182),(25 5178.095),(26 5245.541),(27 5300.4824),(28 5356.47),(29 5441.5137),(30 5505.622),(31 5583.455),(32 5660.507),(33 5769.579),(34 5904.8984),(35 5989.3037),(36 6055.3555),(37 6069.659),(38 6147.2646),(39 6208.1543),(40 6251.1055),(41 6289.713),(42 6313.8027),(43 6335.379),(44 6444.186),(45 6423.459),(46 6493.311),(47 6492.0063),(48 6501.188),(49 6514.599),(50 6487.7695),(51 6486.1333),(52 6414.965),(53 6424.078),(54 6377.363),(55 6278.581),(56 6196.796),(57 6099.3027),(58 6014.5986),(59 5896.286),(60 5843.0386),(61 5817.959),(62 5763.589),(63 5703.9175),(64 5612.945),(65 5545.008),(66 5464.58),(67 5462.4336),(68 5495.0703),(69 5519.9043),(70 5538.34),(71 5527.368),(72 5454.8027),(73 5475.037),(74 5446.78),(75 5482.3174),(76 5480.9346),(77 5488.3467),(78 5515.4204),(79 5524.2686),
(1 1455.9175),(2 1880.1559),(3 2399.14),(4 2755.524),(5 3094.2114),(6 3420.6584),(7 3728.3477),(8 4015.6843),(9 4259.534),(10 4519.2397),(11 4629.4526),(12 4770.1675),(13 4848.9604),(14 4982.5654),(15 5059.5737),(16 5143.8384),(17 5174.7866),(18 5195.6904),(19 5184.184),(20 5125.122),(21 5087.077),(22 5024.601),(23 4995.266),(24 5077.165),(25 5104.355),(26 5178.0405),(27 5230.276),(28 5277.0015),(29 5295.23),(30 5304.7764),(31 5407.1787),(32 5501.07),(33 5595.622),(34 5707.5503),(35 5810.6597),(36 5854.639),(37 5892.7188),(38 5946.4224),(39 6023.4146),(40 6058.709),(41 6080.3823),(42 6119.517),(43 6152.27),(44 6273.7397),(45 6281.3154),(46 6326.2188),(47 6318.669),(48 6327.7915),(49 6320.218),(50 6297.968),(51 6290.2515),(52 6258.6655),(53 6257.6724),(54 6252.772),(55 6156.2153),(56 6144.9995),(57 6034.81),(58 5939.912),(59 5824.2744),(60 5772.875),(61 5749.5034),(62 5630.804),(63 5581.2676),(64 5541.9063),(65 5499.66),(66 5458.0728),(67 5489.425),(68 5512.2744),(69 5519.09),(70 5563.137),(71 5539.502),(72 5570.929),(73 5558.9785),(74 5552.1606),(75 5617.2773),(76 5544.282),(77 5564.3706),(78 5560.1123),(79 5569.7456),
(1 1395.0663),(2 1836.6921),(3 2354.3945),(4 2692.758),(5 3040.3113),(6 3317.571),(7 3638.009),(8 3893.8896),(9 4165.918),(10 4462.582),(11 4564.0254),(12 4677.5923),(13 4764.495),(14 4859.1924),(15 4923.437),(16 4994.0977),(17 5019.1245),(18 5091.042),(19 5073.241),(20 5074.4766),(21 4974.0186),(22 4928.327),(23 4878.6196),(24 4948.734),(25 4991.0596),(26 5021.522),(27 5059.7256),(28 5113.2324),(29 5150.6377),(30 5185.0737),(31 5230.518),(32 5293.8477),(33 5401.792),(34 5499.6284),(35 5559.2134),(36 5642.561),(37 5685.424),(38 5791.803),(39 5858.622),(40 5897.3594),(41 5944.1284),(42 6009.8794),(43 6088.404),(44 6169.0024),(45 6212.3555),(46 6249.2075),(47 6251.757),(48 6263.424),(49 6267.2617),(50 6247.659),(51 6198.0913),(52 6163.4946),(53 6164.85),(54 6156.1113),(55 6087.6665),(56 6051.666),(57 5964.68),(58 5892.9136),(59 5824.9688),(60 5780.4907),(61 5736.472),(62 5654.839),(63 5634.5874),(64 5635.108),(65 5611.259),(66 5603.203),(67 5587.211),(68 5569.043),(69 5548.943),(70 5556.381),(71 5604.042),(72 5589.2764),(73 5600.917),(74 5578.201),(75 5604.0796),(76 5572.768),(77 5577.547),(78 5587.353),(79 5618.207),
(1 1412.1143),(2 1826.7112),(3 2271.1377),(4 2631.766),(5 2950.374),(6 3207.9536),(7 3484.287),(8 3762.1567),(9 4054.4697),(10 4304.581),(11 4427.773),(12 4549.911),(13 4654.7324),(14 4749.61),(15 4816.3936),(16 4882.076),(17 4898.725),(18 4976.786),(19 4994.7266),(20 4972.302),(21 4918.7373),(22 4855.8784),(23 4823.0303),(24 4905.869),(25 4959.141),(26 5040.8545),(27 5091.659),(28 5149.7314),(29 5236.2676),(30 5291.8574),(31 5348.1396),(32 5444.832),(33 5484.2534),(34 5569.5156),(35 5662.651),(36 5701.719),(37 5756.0347),(38 5806.789),(39 5872.909),(40 5911.639),(41 5959.6294),(42 6001.0806),(43 6081.477),(44 6147.5947),(45 6205.931),(46 6266.365),(47 6301.5063),(48 6326.3784),(49 6286.663),(50 6269.666),(51 6233.182),(52 6166.6167),(53 6163.7544),(54 6102.384),(55 6053.718),(56 5977.5293),(57 5929.634),(58 5815.36),(59 5763.2803),(60 5687.4375),(61 5641.772),(62 5577.3486),(63 5532.951),(64 5482.1787),(65 5451.587),(66 5455.564),(67 5421.1035),(68 5429.955),(69 5423.291),(70 5414.814),(71 5457.757),(72 5460.538),(73 5459.173),(74 5495.5093),(75 5509.9976),(76 5498.3477),(77 5529.6865),(78 5546.899),(79 5558.0464),
(1 1394.3077),(2 1836.174),(3 2303.676),(4 2651.283),(5 2954.7163),(6 3207.0867),(7 3489.7937),(8 3718.7466),(9 3974.6543),(10 4163.9243),(11 4271.569),(12 4371.2856),(13 4443.666),(14 4513.4995),(15 4642.4277),(16 4742.0205),(17 4803.4688),(18 4873.928),(19 4863.483),(20 4866.185),(21 4789.304),(22 4728.006),(23 4733.5576),(24 4805.785),(25 4862.3506),(26 4916.118),(27 4955.1567),(28 5030.3647),(29 5102.9653),(30 5174.8613),(31 5269.6196),(32 5347.2256),(33 5450.9),(34 5551.662),(35 5620.131),(36 5654.635),(37 5715.235),(38 5718.8076),(39 5761.5635),(40 5801.4863),(41 5851.302),(42 5878.761),(43 5936.5356),(44 6039.6655),(45 6059.2485),(46 6094.022),(47 6109.9585),(48 6158.1846),(49 6107.804),(50 6132.9165),(51 6138.3267),(52 6078.066),(53 6056.305),(54 6027.0977),(55 5972.025),(56 5900.841),(57 5827.478),(58 5750.872),(59 5664.6626),(60 5611.0615),(61 5598.2866),(62 5546.5444),(63 5502.2163),(64 5435.7437),(65 5409.149),(66 5406.9883),(67 5432.302),(68 5433.5845),(69 5441.6533),(70 5476.4385),(71 5494.498),(72 5510.0605),(73 5540.39),(74 5544.992),(75 5567.6045),(76 5562.462),(77 5588.179),(78 5608.6357),(79 5661.925),
(1 1382.8809),(2 1807.2572),(3 2276.719),(4 2606.4968),(5 2945.2927),(6 3194.7263),(7 3510.4792),(8 3776.0369),(9 4000.4973),(10 4220.123),(11 4349.1245),(12 4411.0415),(13 4482.4907),(14 4550.3076),(15 4605.523),(16 4675.949),(17 4731.927),(18 4772.1226),(19 4765.0825),(20 4781.334),(21 4734.8867),(22 4696.8193),(23 4675.76),(24 4753.65),(25 4782.63),(26 4872.1646),(27 4910.6655),(28 4997.352),(29 5074.982),(30 5161.73),(31 5212.551),(32 5322.235),(33 5372.722),(34 5439.8887),(35 5509.5405),(36 5558.5225),(37 5578.765),(38 5582.416),(39 5637.573),(40 5673.75),(41 5777.1665),(42 5834.257),(43 5882.956),(44 5983.795),(45 5989.021),(46 6044.9897),(47 6085.2144),(48 6062.014),(49 6048.938),(50 6020.476),(51 6010.439),(52 5988.897),(53 5966.645),(54 5918.685),(55 5851.697),(56 5833.366),(57 5730.696),(58 5670.83),(59 5595.0464),(60 5552.4517),(61 5502.711),(62 5469.8745),(63 5453.146),(64 5367.1357),(65 5328.449),(66 5287.0586),(67 5295.456),(68 5283.58),(69 5308.8916),(70 5356.8022),(71 5371.8506),(72 5347.8984),(73 5323.653),(74 5314.96),(75 5318.786),(76 5346.1865),(77 5348.265),(78 5371.627),(79 5384.248),
(1 1329.15),(2 1711.7426),(3 2151.6309),(4 2489.3328),(5 2834.153),(6 3076.0825),(7 3347.698),(8 3569.3567),(9 3817.235),(10 4026.1348),(11 4182.1655),(12 4279.1436),(13 4384.279),(14 4475.2764),(15 4507.087),(16 4573.833),(17 4657.4004),(18 4706.985),(19 4765.8496),(20 4764.8525),(21 4716.529),(22 4693.453),(23 4688.2114),(24 4800.549),(25 4868.8228),(26 4933.256),(27 4997.808),(28 5050.1733),(29 5122.218),(30 5182.8203),(31 5233.196),(32 5338.4385),(33 5405.729),(34 5519.986),(35 5607.9805),(36 5673.624),(37 5716.61),(38 5777.8735),(39 5845.832),(40 5893.933),(41 5965.7837),(42 6012.7725),(43 6069.941),(44 6115.269),(45 6082.8745),(46 6123.489),(47 6150.183),(48 6154.697),(49 6141.795),(50 6140.4487),(51 6152.9287),(52 6121.5537),(53 6087.31),(54 6071.8125),(55 6022.8726),(56 6024.8613),(57 5942.9946),(58 5895.0015),(59 5800.1504),(60 5756.312),(61 5711.569),(62 5647.67),(63 5593.3813),(64 5534.3945),(65 5525.017),(66 5508.3555),(67 5502.006),(68 5498.02),(69 5534.529),(70 5573.035),(71 5599.273),(72 5548.717),(73 5572.371),(74 5537.5435),(75 5579.2734),(76 5508.0127),(77 5489.88),(78 5432.8257),(79 5439.503),
(1 1359.1989),(2 1736.2887),(3 2204.9211),(4 2524.2156),(5 2848.813),(6 3112.5889),(7 3409.5732),(8 3651.2861),(9 3894.0212),(10 4109.797),(11 4243.067),(12 4364.538),(13 4451.6924),(14 4528.684),(15 4595.9014),(16 4691.6187),(17 4761.898),(18 4786.9946),(19 4811.709),(20 4857.471),(21 4785.8486),(22 4789.6455),(23 4747.15),(24 4822.6953),(25 4874.436),(26 4898.451),(27 4959.7803),(28 4997.7666),(29 5069.325),(30 5128.3193),(31 5195.1304),(32 5286.7993),(33 5360.9688),(34 5435.7554),(35 5531.3745),(36 5570.5947),(37 5594.0503),(38 5633.7173),(39 5695.435),(40 5709.38),(41 5759.3447),(42 5798.782),(43 5861.424),(44 5933.3633),(45 5956.1055),(46 5995.62),(47 5992.7305),(48 5986.752),(49 5947.3945),(50 5933.8086),(51 5889.1904),(52 5815.54),(53 5819.897),(54 5759.788),(55 5718.9644),(56 5693.702),(57 5621),(58 5544.9404),(59 5451.808),(60 5411.6104),(61 5388.9),(62 5340.6484),(63 5271.2104),(64 5252.9355),(65 5233.5547),(66 5175.2173),(67 5153.3105),(68 5137.5625),(69 5175.09),(70 5185.715),(71 5200.7886),(72 5174.1563),(73 5155.7515),(74 5147.1084),(75 5197.515),(76 5175.6157),(77 5183.7686),(78 5173.9365),(79 5160.061),
