1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 184393.13),(2 453211.13),(3 829541.94),(4 1582838),(5 2476804.8),(6 3331920),(7 4461068),(8 5655106.5),(9 6730857.5),(10 7947670.5),(11 9134644),(12 10187728),(13 11428305),(14 12648468),(15 13759139),(16 15173621),(17 16695875),(18 18027304),(19 19579322),(20 21072762),(21 22320322),(22 23898914),(23 25516114),(24 26679560),(25 27969590),(26 28891386),(27 29560858),(28 30339600),(29 30982378),(30 31299824),(31 31951798),(32 32682866),(33 33280208),(34 34195970),(35 35385988),(36 36385884),(37 37712716),(38 39215016),(39 40436630),(40 41751228),(41 43162540),(42 44329244),(43 45519180),(44 46763676),(45 47848420),(46 49044332),(47 50659020),(48 52128716),(49 53756884),(50 55779052),(51 57709548),(52 59736900),(53 62264276),(54 64790900),(55 67736390),(56 71060160),(57 74300380),(58 77507896),(59 80965750),(60 84129224),(61 87303400),(62 90660056),(63 93901400),(64 97092520),(65 100686850),(66 103925350),(67 107262720),(68 110460710),(69 113468220),(70 116140584),(71 119031080),(72 121556470),(73 124022590),(74 126548480),(75 128658180),(76 130565540),(77 132430180),(78 133440700),(79 134054340),
(1 1490.8705),(2 1937.9456),(3 2037.2789),(4 2109.5676),(5 2181.1694),(6 2307.0957),(7 2368.413),(8 2427.2632),(9 2520.5398),(10 2630.8062),(11 2665.283),(12 2736.1653),(13 2755.737),(14 2797.3606),(15 2864.9116),(16 2908.73),(17 2902.669),(18 2970.889),(19 2968.427),(20 2940.7947),(21 2885.2925),(22 2848.098),(23 2869.21),(24 2905.4324),(25 2944.68),(26 2944.8657),(27 3003.4968),(28 3009.1614),(29 2979.0215),(30 3009.485),(31 2962.5793),(32 2984.1384),(33 3014.6785),(34 3028.716),(35 3050.1357),(36 3016.4063),(37 3046.0095),(38 3072.5564),(39 3105.2588),(40 3084.5999),(41 3108.5469),(42 3101.3413),(43 3159.2485),(44 3179.7678),(45 3206.927),(46 3176.0635),(47 3167.8896),(48 3198.4736),(49 3232.5498),(50 3178.4343),(51 3209.8809),(52 3254.5662),(53 3242.5786),(54 3267.6748),(55 3285.9287),(56 3296.8228),(57 3275.8757),(58 3240.8037),(59 3209.9883),(60 3181.0088),(61 3195.4006),(62 3181.6274),(63 3217.1912),(64 3193.4895),(65 3138.5735),(66 3152.7175),(67 3114.9414),(68 3088.2441),(69 3065.4524),(70 3090.0947),(71 3091.2307),(72 3085.3567),(73 3075.228),(74 3073.5964),(75 3080.3618),(76 3091.1118),(77 3101.1174),(78 3119.0999),(79 3123.5493),
(1 1422.1959),(2 1847.2654),(3 1944.3009),(4 1989.8474),(5 2084.1577),(6 2174.0144),(7 2214.04),(8 2255.763),(9 2328.3315),(10 2436.2676),(11 2479.6636),(12 2498.6213),(13 2552.081),(14 2622.237),(15 2684.0317),(16 2707.3037),(17 2685.0574),(18 2741.5244),(19 2742.4492),(20 2686.2563),(21 2655.1382),(22 2613.0613),(23 2673.438),(24 2734.111),(25 2771.5305),(26 2770.6194),(27 2808.5352),(28 2826.8674),(29 2837.924),(30 2815.6602),(31 2767.5178),(32 2759.1401),(33 2775.1401),(34 2814.1948),(35 2849.9966),(36 2833.6582),(37 2841.5073),(38 2881.8445),(39 2894.2827),(40 2853.088),(41 2897.386),(42 2948.827),(43 2939.648),(44 2996.209),(45 3045.977),(46 3055.2898),(47 3012.9058),(48 3024.9111),(49 3008.6804),(50 2999.4526),(51 3076.7444),(52 3102.2437),(53 3129.3196),(54 3101.2146),(55 3112.3337),(56 3073.9944),(57 3082.8184),(58 3093.8196),(59 3117.4875),(60 3119.0269),(61 3101.253),(62 3110.0068),(63 3138.182),(64 3147.6125),(65 3104.345),(66 3085.1326),(67 3069.4082),(68 3056.707),(69 3040.1987),(70 3014.56),(71 2987.6372),(72 3020.5889),(73 3010.6482),(74 2965.298),(75 2975.0461),(76 2983.6667),(77 2989.7507),(78 3002.0225),(79 2947.543),
(1 1415.5135),(2 1859.6609),(3 1940.1586),(4 2001.2866),(5 2057.84),(6 2129.4084),(7 2206.8916),(8 2305.0352),(9 2401.005),(10 2525.204),(11 2598.9238),(12 2623.3706),(13 2667.5886),(14 2674.0415),(15 2726.1272),(16 2746.5457),(17 2800.7974),(18 2860.3757),(19 2854.8206),(20 2815.7212),(21 2768.1575),(22 2681.4082),(23 2733.338),(24 2811.7844),(25 2825.9553),(26 2824.0151),(27 2785.9492),(28 2832.849),(29 2828.0444),(30 2818.1563),(31 2746.3594),(32 2704.7927),(33 2745.3564),(34 2792.2427),(35 2795.4314),(36 2804.8503),(37 2773.0762),(38 2822.7146),(39 2848.5684),(40 2840.418),(41 2832.9436),(42 2902.9626),(43 2913.8948),(44 2929.3796),(45 2875.283),(46 2930.495),(47 2931.0508),(48 2936.1523),(49 2927.147),(50 2940.9512),(51 2985.3967),(52 2997.668),(53 3009.426),(54 3037.4053),(55 3063.1067),(56 2990.8225),(57 2963.3264),(58 3004.5698),(59 3030.2588),(60 3031.019),(61 3048.168),(62 3001.6863),(63 2995.8286),(64 2957.8677),(65 2935.4612),(66 2945.852),(67 2958.1003),(68 3009.6353),(69 2986.6323),(70 2998.8096),(71 2980.3591),(72 2999.212),(73 2986.1997),(74 2993.0588),(75 3011.403),(76 2987.5796),(77 3010.5764),(78 3001.031),(79 2982.0415),
(1 1341.1997),(2 1759.0465),(3 1835.6757),(4 1943.9044),(5 2041.1525),(6 2118.288),(7 2174.473),(8 2247.4424),(9 2356.361),(10 2446.1187),(11 2474.6445),(12 2529.6853),(13 2550.1655),(14 2573.3584),(15 2634.2935),(16 2646.6023),(17 2676.1396),(18 2640.0964),(19 2665.4573),(20 2612.9465),(21 2619.344),(22 2595.9373),(23 2645.1465),(24 2672.521),(25 2680.8066),(26 2686.4807),(27 2744.3025),(28 2736.4001),(29 2764.09),(30 2733.2107),(31 2745.4998),(32 2742.0154),(33 2729.3186),(34 2717.1594),(35 2747.9429),(36 2817.703),(37 2806.6602),(38 2789.4353),(39 2777.99),(40 2795.3997),(41 2827.6638),(42 2873.0703),(43 2886.059),(44 2916.7393),(45 2913.261),(46 2980.7827),(47 2961.6448),(48 2980.91),(49 2987.583),(50 2965.7131),(51 3001.2422),(52 2974.826),(53 2993.4468),(54 2965.6956),(55 3001.736),(56 3035.7063),(57 3023.9482),(58 3011.878),(59 2995.9312),(60 3012.6702),(61 3023.6743),(62 3003.8303),(63 3013.1836),(64 3027.6482),(65 3005.1912),(66 2982.3533),(67 2950.2808),(68 2980.3994),(69 2949.0935),(70 2955.648),(71 2933.9216),(72 2900.8782),(73 2905.3862),(74 2892.815),(75 2927.526),(76 2898.0732),(77 2899.8728),(78 2897.9736),(79 2889.3943),
(1 1332.1177),(2 1723.8656),(3 1802.608),(4 1897.4188),(5 1989.3684),(6 2047.1621),(7 2095.653),(8 2160.9353),(9 2233.4167),(10 2317.7832),(11 2380.449),(12 2400.0803),(13 2426.5627),(14 2437.0098),(15 2483.5967),(16 2549.418),(17 2556.131),(18 2585.4038),(19 2614.768),(20 2569.7776),(21 2559.0508),(22 2539.3384),(23 2580.9084),(24 2635.6482),(25 2635.3774),(26 2642.7524),(27 2694.9866),(28 2666.9932),(29 2700.5034),(30 2684.692),(31 2658.279),(32 2615.7441),(33 2661.431),(34 2685.0337),(35 2728.585),(36 2757.853),(37 2731.627),(38 2728.3577),(39 2734.5579),(40 2775.868),(41 2763.2212),(42 2768.1372),(43 2803.4917),(44 2815.007),(45 2780.9912),(46 2784.0093),(47 2796.6816),(48 2788.6064),(49 2805.3853),(50 2836.5938),(51 2847.2368),(52 2843.2185),(53 2861.3103),(54 2873.3567),(55 2895.8357),(56 2885.0708),(57 2857.754),(58 2854.7393),(59 2839.4922),(60 2829.2175),(61 2835.1978),(62 2829.945),(63 2811.9507),(64 2787.3677),(65 2781.5183),(66 2796.8562),(67 2757.7341),(68 2768.2107),(69 2781.2515),(70 2781.4617),(71 2781.8042),(72 2762.1072),(73 2788.0737),(74 2781.7512),(75 2815.7832),(76 2804.4695),(77 2831.889),(78 2829.9944),(79 2848.0032),
(1 1293.7213),(2 1685.2261),(3 1766.8136),(4 1846.394),(5 1920.1902),(6 1998.8046),(7 2033.9932),(8 2097.0852),(9 2200.1162),(10 2280.4836),(11 2311.1106),(12 2369.329),(13 2412.381),(14 2441.5923),(15 2474.2468),(16 2519.2725),(17 2541.8152),(18 2538.4856),(19 2559.4846),(20 2529.6563),(21 2507.5447),(22 2463.7227),(23 2518.8203),(24 2576.1296),(25 2582.1694),(26 2570.815),(27 2594.9736),(28 2585.8396),(29 2582.0315),(30 2568.6138),(31 2586.1196),(32 2532.068),(33 2512.199),(34 2510.9053),(35 2552.556),(36 2581.3584),(37 2600.0688),(38 2570.7507),(39 2618.6648),(40 2644.27),(41 2616.1563),(42 2667.554),(43 2716.9653),(44 2701.029),(45 2690.2275),(46 2727.169),(47 2696.3354),(48 2708.3315),(49 2709.2776),(50 2753.4207),(51 2775.7004),(52 2770.301),(53 2770.2356),(54 2830.396),(55 2824.686),(56 2866.422),(57 2881.7798),(58 2835.6663),(59 2831.828),(60 2824.1309),(61 2798.24),(62 2810.4111),(63 2796.2422),(64 2821.9824),(65 2817.8303),(66 2767.2634),(67 2749.8105),(68 2742.012),(69 2748.3945),(70 2765.628),(71 2762.288),(72 2749.6526),(73 2747.517),(74 2734.598),(75 2720.9097),(76 2730.1409),(77 2706.0498),(78 2715.0347),(79 2745.8),
(1 1297.4004),(2 1692.9779),(3 1766.5692),(4 1795.3256),(5 1862.4731),(6 1948.2235),(7 2004.0116),(8 2076.0845),(9 2144.5032),(10 2261.0613),(11 2287.275),(12 2325.1626),(13 2342.9998),(14 2359.7473),(15 2385.297),(16 2411.8455),(17 2455.335),(18 2438.3909),(19 2482.5713),(20 2427.9546),(21 2381.793),(22 2371.522),(23 2388.9612),(24 2427.1743),(25 2443.641),(26 2449.2166),(27 2473.7676),(28 2447.9075),(29 2463.7305),(30 2448.0715),(31 2458.6182),(32 2455.6785),(33 2463.5342),(34 2440.5562),(35 2493.4897),(36 2551.8333),(37 2539.293),(38 2543.1475),(39 2533.974),(40 2560.121),(41 2546.361),(42 2584.2646),(43 2620.5864),(44 2643.006),(45 2639.944),(46 2705.5752),(47 2652.1096),(48 2686.6533),(49 2676.9614),(50 2736.2312),(51 2726.9126),(52 2749.5273),(53 2756.593),(54 2721.6538),(55 2737.9553),(56 2736.9517),(57 2752.0002),(58 2756.4048),(59 2745.901),(60 2750.2183),(61 2746.5862),(62 2729.215),(63 2713.7239),(64 2725.723),(65 2729.5793),(66 2731.2432),(67 2719.6328),(68 2678.3936),(69 2710.8518),(70 2712.6726),(71 2727.0938),(72 2750.6836),(73 2767.23),(74 2750.833),(75 2734.9897),(76 2720.869),(77 2727.0483),(78 2715.46),(79 2733.557),
(1 1317.7931),(2 1707.5723),(3 1740.4207),(4 1767.1134),(5 1854.1603),(6 1953.2843),(7 1987.5605),(8 2070.93),(9 2178.051),(10 2271.8616),(11 2325.1199),(12 2365.7725),(13 2392.546),(14 2419.217),(15 2448.9907),(16 2470.6643),(17 2471.4885),(18 2515.1694),(19 2530.9739),(20 2484.1716),(21 2468.811),(22 2451.2686),(23 2480.1116),(24 2500.3784),(25 2478.9978),(26 2491.8494),(27 2514.4702),(28 2508.1855),(29 2477.04),(30 2489.8342),(31 2478.5227),(32 2480.4104),(33 2522.0706),(34 2532.6782),(35 2539.6462),(36 2535.0322),(37 2540.2263),(38 2565.0986),(39 2589.0496),(40 2626.0107),(41 2632.4963),(42 2644.3743),(43 2733.5393),(44 2728.2236),(45 2715.765),(46 2730.336),(47 2717.462),(48 2740.1294),(49 2764.6697),(50 2810.4795),(51 2821.2344),(52 2808.7595),(53 2847.1467),(54 2833.317),(55 2801.9893),(56 2777.8052),(57 2799.1824),(58 2826.496),(59 2826.0266),(60 2876.752),(61 2842.788),(62 2818.0684),(63 2820.7815),(64 2839.4578),(65 2787.7173),(66 2815.1545),(67 2819.7815),(68 2819.8938),(69 2771.9387),(70 2755.214),(71 2768.826),(72 2752.2852),(73 2727.9487),(74 2718.8486),(75 2717.4807),(76 2680.076),(77 2662.3135),(78 2649.4878),(79 2632.3901),
(1 1257.875),(2 1637.3895),(3 1700.9624),(4 1719.715),(5 1842.7936),(6 1930.7725),(7 1968.5242),(8 2016.3435),(9 2082.4155),(10 2169.8992),(11 2253.4644),(12 2282.0647),(13 2311.3135),(14 2352.124),(15 2359.7124),(16 2407.7444),(17 2421.1372),(18 2427.6555),(19 2433.329),(20 2419.855),(21 2392.7659),(22 2348.7207),(23 2403.6775),(24 2420.393),(25 2466.8372),(26 2507.1155),(27 2456.6062),(28 2431.447),(29 2430.3066),(30 2449.803),(31 2424.4646),(32 2423.9229),(33 2441.0981),(34 2438.737),(35 2461.5464),(36 2452.4421),(37 2499.6357),(38 2512.121),(39 2509.493),(40 2514.212),(41 2524.5188),(42 2585.0662),(43 2634.476),(44 2641.4805),(45 2633.894),(46 2670.5444),(47 2641.3525),(48 2652.1084),(49 2666.9595),(50 2686.8784),(51 2702.1086),(52 2712.0784),(53 2675.564),(54 2713.3506),(55 2706.9985),(56 2702.2896),(57 2705.5022),(58 2687.1348),(59 2683.9854),(60 2673.9016),(61 2636.8389),(62 2640.126),(63 2659.936),(64 2663.3486),(65 2638.0164),(66 2627.6118),(67 2600.2073),(68 2628.6746),(69 2588.9539),(70 2576.5945),(71 2568.499),(72 2533.9563),(73 2533.9807),(74 2552.4072),(75 2545.4453),(76 2557.0715),(77 2518.4138),(78 2553.834),(79 2531.2742),
(1 1228.7256),(2 1588.5033),(3 1659.092),(4 1701.6179),(5 1780.1552),(6 1856.6692),(7 1889.2281),(8 1951.7664),(9 2043.4398),(10 2076.2458),(11 2129.291),(12 2187.32),(13 2243.073),(14 2239.8918),(15 2264.342),(16 2282.5151),(17 2329.078),(18 2362.8123),(19 2350.964),(20 2322.3955),(21 2286.962),(22 2260.336),(23 2315.1616),(24 2324.4646),(25 2301.6575),(26 2358.5803),(27 2363.9788),(28 2355.869),(29 2352.8591),(30 2370.0786),(31 2350.87),(32 2360.7063),(33 2394.6926),(34 2409.936),(35 2418.9412),(36 2396.0376),(37 2422.9006),(38 2419.4285),(39 2430.7244),(40 2448.9692),(41 2452.7617),(42 2487.5005),(43 2523.6575),(44 2559.743),(45 2551.194),(46 2606.2375),(47 2604.9063),(48 2596.307),(49 2624.502),(50 2650.897),(51 2618.5684),(52 2638.3752),(53 2623.7952),(54 2628.4573),(55 2605.403),(56 2639.97),(57 2650.6816),(58 2670.7422),(59 2672.2478),(60 2649.3826),(61 2636.6392),(62 2629.8362),(63 2605.7756),(64 2612.4937),(65 2626.4797),(66 2588.686),(67 2631.713),(68 2636.6567),(69 2593.0193),(70 2578.011),(71 2548.9656),(72 2601.984),(73 2580.9763),(74 2549.2654),(75 2526.9397),(76 2531.6655),(77 2543.9768),(78 2511.5938),(79 2485.7407),
(1 1234.0211),(2 1595.6185),(3 1673.1987),(4 1695.7555),(5 1772.2711),(6 1870.1155),(7 1868.5364),(8 1912.964),(9 1985.3925),(10 2077.1072),(11 2135.9663),(12 2158.865),(13 2194.4922),(14 2224.3699),(15 2240.8398),(16 2231.2312),(17 2290.0474),(18 2302.7056),(19 2278.9458),(20 2281.3252),(21 2240.3218),(22 2176.6506),(23 2240.3096),(24 2303.464),(25 2339.9927),(26 2351.1506),(27 2362.3704),(28 2383.6287),(29 2372.471),(30 2419.9795),(31 2436.5632),(32 2399.1555),(33 2418.6926),(34 2431.8213),(35 2454.213),(36 2439.5576),(37 2475.544),(38 2480.3838),(39 2489.3967),(40 2450.9343),(41 2489.8623),(42 2525.3083),(43 2543.8782),(44 2534.3196),(45 2483.013),(46 2529.599),(47 2545.0833),(48 2556.121),(49 2544.4805),(50 2544.0583),(51 2533.951),(52 2524.345),(53 2509.0132),(54 2550.214),(55 2513.423),(56 2542.918),(57 2541.8088),(58 2539.4275),(59 2530.2766),(60 2511.9148),(61 2511.2097),(62 2518.2124),(63 2506.9692),(64 2491.0579),(65 2479.927),(66 2496.602),(67 2483.559),(68 2481.9644),(69 2434.2827),(70 2433.7742),(71 2432.728),(72 2413.8),(73 2419.3499),(74 2414.4114),(75 2409.0518),(76 2397.537),(77 2411.2607),(78 2421.3086),(79 2354.7163),
(1 1211.6758),(2 1537.914),(3 1580.5073),(4 1611.8943),(5 1680.9811),(6 1757.8823),(7 1772.6643),(8 1839.7689),(9 1923.1638),(10 1978.677),(11 2033.5017),(12 2085.666),(13 2110.462),(14 2141.293),(15 2161.3274),(16 2214.1045),(17 2237.9526),(18 2234.9568),(19 2244.612),(20 2247.4185),(21 2190.609),(22 2149.659),(23 2224.942),(24 2255.5374),(25 2250.7463),(26 2224.5725),(27 2217.791),(28 2231.322),(29 2245.1333),(30 2260.2268),(31 2279.257),(32 2236.6335),(33 2234.2915),(34 2293.3132),(35 2319.862),(36 2312.2502),(37 2286.6277),(38 2324.8877),(39 2317.6125),(40 2334.5227),(41 2339.538),(42 2389.9775),(43 2454.711),(44 2450.644),(45 2431.6414),(46 2470.1138),(47 2471.0542),(48 2472.3604),(49 2485.4983),(50 2500.3774),(51 2490.9595),(52 2489.0317),(53 2525.3755),(54 2537.505),(55 2544.0347),(56 2537.7297),(57 2515.7092),(58 2528.6284),(59 2502.7869),(60 2507.7422),(61 2449.162),(62 2471.4055),(63 2468.7122),(64 2447.81),(65 2432.4597),(66 2417.4592),(67 2447.6267),(68 2443.9875),(69 2439.146),(70 2432.8704),(71 2434.3423),(72 2433.1401),(73 2448.2114),(74 2444.0283),(75 2427.4304),(76 2392.2466),(77 2377.4746),(78 2394.9966),(79 2385.9387),
(1 1185.7731),(2 1524.7858),(3 1575.1736),(4 1619.7582),(5 1697.9521),(6 1776.2435),(7 1793.1763),(8 1865.474),(9 1931.6649),(10 1975.2493),(11 2035.024),(12 2087.996),(13 2104.763),(14 2172.2285),(15 2194.5718),(16 2220.1848),(17 2232.7153),(18 2225.7866),(19 2233.0754),(20 2224.428),(21 2191.2075),(22 2161.2603),(23 2219.9856),(24 2199.6272),(25 2166.8557),(26 2170.6018),(27 2212.2212),(28 2227.8782),(29 2195.911),(30 2194.0398),(31 2216.8188),(32 2172.1016),(33 2180.1204),(34 2195.3977),(35 2205.3423),(36 2214.3384),(37 2220.0386),(38 2229.8647),(39 2252.761),(40 2277.4905),(41 2287.2102),(42 2305.715),(43 2337.5413),(44 2347.7898),(45 2342.3643),(46 2359.2727),(47 2398.0518),(48 2403.7805),(49 2410.1345),(50 2452.2183),(51 2479.9512),(52 2487.9714),(53 2476.6306),(54 2480.4792),(55 2477.2832),(56 2492.571),(57 2455.236),(58 2458.001),(59 2467.1582),(60 2491.7285),(61 2478.8396),(62 2471.109),(63 2471.9314),(64 2470.899),(65 2431.304),(66 2459.0745),(67 2437.6436),(68 2458.96),(69 2440.3499),(70 2464.187),(71 2460.5002),(72 2447.9792),(73 2442.5642),(74 2415.9487),(75 2429.4634),(76 2418.7456),(77 2423.73),(78 2399.939),(79 2417.2673),
(1 1151.1539),(2 1478.0127),(3 1544.0203),(4 1603.5156),(5 1634.2125),(6 1693.0948),(7 1748.3217),(8 1830.4731),(9 1880.0851),(10 1959.2144),(11 2009.6812),(12 2043.8877),(13 2062.2896),(14 2061.2405),(15 2081.8962),(16 2131.234),(17 2166.7903),(18 2167.3647),(19 2175.6423),(20 2148.5933),(21 2112.432),(22 2071.8572),(23 2131.2134),(24 2123.1128),(25 2155.3245),(26 2189.4438),(27 2201.1328),(28 2191.3481),(29 2186.161),(30 2186.9104),(31 2183.9788),(32 2172.9832),(33 2166.3716),(34 2204.3835),(35 2198.9705),(36 2218.2908),(37 2234.6309),(38 2223.9797),(39 2279.692),(40 2278.6362),(41 2323.9893),(42 2332.9968),(43 2356.6025),(44 2381.5464),(45 2375.9102),(46 2404.9805),(47 2415.8987),(48 2393.0554),(49 2439.246),(50 2479.7263),(51 2446.2725),(52 2431.0378),(53 2439.3489),(54 2435.1538),(55 2423.1428),(56 2430.913),(57 2453.86),(58 2429.6484),(59 2429.4067),(60 2420.6892),(61 2410.8005),(62 2410.27),(63 2397.9753),(64 2397.9973),(65 2355.9653),(66 2353.0376),(67 2342.734),(68 2353.6382),(69 2336.5571),(70 2318.2559),(71 2285.7166),(72 2302.002),(73 2306.6516),(74 2313.714),(75 2304.7153),(76 2284.3853),(77 2299.6018),(78 2311.5986),(79 2300.543),
(1 1145.8419),(2 1477.244),(3 1525.6567),(4 1568.5541),(5 1640.8524),(6 1727.8805),(7 1779.5133),(8 1850.3446),(9 1905.9072),(10 1976.9614),(11 2016.1902),(12 2068.8625),(13 2079.7024),(14 2080.079),(15 2130.8894),(16 2173.7307),(17 2198.5066),(18 2210.2844),(19 2192.6875),(20 2173.9185),(21 2161.6504),(22 2145.6365),(23 2166.2363),(24 2194.9744),(25 2177.623),(26 2194.1145),(27 2195.6748),(28 2200.4883),(29 2196.1648),(30 2198.138),(31 2203.9316),(32 2172.062),(33 2211.027),(34 2215.889),(35 2226.963),(36 2242.5337),(37 2249.2727),(38 2260.978),(39 2282.7021),(40 2319.415),(41 2340.8396),(42 2347.82),(43 2382.7966),(44 2383.7083),(45 2373.555),(46 2433.2532),(47 2424.393),(48 2430.3438),(49 2460.4312),(50 2466.348),(51 2477.1145),(52 2501.5762),(53 2512.9434),(54 2513.8599),(55 2522.2395),(56 2512.921),(57 2491.3047),(58 2518.8196),(59 2517.025),(60 2492.9883),(61 2486.5076),(62 2475.5615),(63 2474.0916),(64 2431.3308),(65 2434.264),(66 2421.1746),(67 2399.0537),(68 2350.1113),(69 2352.4011),(70 2348.9622),(71 2352.5344),(72 2367.0383),(73 2352.12),(74 2318.813),(75 2312.2566),(76 2306.0664),(77 2291.8525),(78 2306.5198),(79 2305.4583),
(1 1140.688),(2 1473.2822),(3 1541.7373),(4 1558.401),(5 1612.0984),(6 1684.6838),(7 1733.0798),(8 1803.9248),(9 1874.5701),(10 1921.6067),(11 1959.2944),(12 1972.2667),(13 2024.16),(14 2036.9586),(15 2076.8591),(16 2085.2278),(17 2095.7068),(18 2126.216),(19 2133.0188),(20 2094.2063),(21 2066.4504),(22 2036.2025),(23 2095.8564),(24 2094.6309),(25 2147.1736),(26 2163.4883),(27 2145.5962),(28 2175.895),(29 2145.3147),(30 2135.8538),(31 2134.3862),(32 2106.8157),(33 2123.7734),(34 2150.4731),(35 2158.3442),(36 2177.096),(37 2168.6228),(38 2170.717),(39 2176.4822),(40 2199.9197),(41 2229.0005),(42 2236.1611),(43 2254.376),(44 2298.7214),(45 2302.4473),(46 2291.8687),(47 2276.2036),(48 2308.4187),(49 2316.7979),(50 2332.3882),(51 2339.4063),(52 2333.9373),(53 2384.6165),(54 2392.24),(55 2387.3164),(56 2400.4172),(57 2383.7317),(58 2390.8916),(59 2413.3372),(60 2398.858),(61 2408.8865),(62 2398.0264),(63 2403.8625),(64 2380.919),(65 2387.834),(66 2356.3066),(67 2375.7693),(68 2369.52),(69 2365.9202),(70 2377.1152),(71 2371.4084),(72 2370.2986),(73 2377.4492),(74 2365.396),(75 2366.8933),(76 2390.3086),(77 2355.6597),(78 2350.4285),(79 2357.765),
