1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 184393.13),(2 453211.13),(3 829541.94),(4 1582838),(5 2476804.8),(6 3331920),(7 4461068),(8 5655106.5),(9 6730857.5),(10 7947670.5),(11 9134644),(12 10187728),(13 11428305),(14 12648468),(15 13759139),(16 15173621),(17 16695875),(18 18027304),(19 19579322),(20 21072762),(21 22320322),(22 23898914),(23 25516114),(24 26679560),(25 27969590),(26 28891386),(27 29560858),(28 30339600),(29 30982378),(30 31299824),(31 31951798),(32 32682866),(33 33280208),(34 34195970),(35 35385988),(36 36385884),(37 37712716),(38 39215016),(39 40436630),(40 41751228),(41 43162540),(42 44329244),(43 45519180),(44 46763676),(45 47848420),(46 49044332),(47 50659020),(48 52128716),(49 53756884),(50 55779052),(51 57709548),(52 59736900),(53 62264276),(54 64790900),(55 67736390),(56 71060160),(57 74300380),(58 77507896),(59 80965750),(60 84129224),(61 87303400),(62 90660056),(63 93901400),(64 97092520),(65 100686850),(66 103925350),(67 107262720),(68 110460710),(69 113468220),(70 116140584),(71 119031080),(72 121556470),(73 124022590),(74 126548480),(75 128658180),(76 130565540),(77 132430180),(78 133440700),(79 134054340),
(1 13390.666),(2 23074.068),(3 25891.984),(4 28805.379),(5 30303.988),(6 29861.447),(7 29917.668),(8 31047.643),(9 32104.879),(10 34466.984),(11 34888.543),(12 35088.055),(13 35660.285),(14 36057.14),(15 36201.16),(16 36650.348),(17 36561.598),(18 36333.727),(19 36063.25),(20 35469.117),(21 35710.504),(22 36058.61),(23 37400.785),(24 38019.58),(25 38491.176),(26 37780.203),(27 36841.5),(28 36586.695),(29 37382.703),(30 37791.918),(31 38140.1),(32 38432.734),(33 38100.316),(34 38214.734),(35 38953.016),(36 38772.633),(37 38554.08),(38 39741.652),(39 40785.633),(40 42072.254),(41 42629.46),(42 42573.38),(43 43268.492),(44 43549.887),(45 44843.84),(46 45538.242),(47 46036.992),(48 46587.527),(49 47376.98),(50 47960.508),(51 48126.555),(52 48430.453),(53 48547.992),(54 48948.176),(55 48952.02),(56 49507.53),(57 49265.215),(58 49393.367),(59 49141.176),(60 49050.07),(61 48865.406),(62 49138.184),(63 49919.496),(64 50483.813),(65 50101.24),(66 49399.188),(67 49570.156),(68 49589.473),(69 49359.348),(70 49494.74),(71 49289.3),(72 49131.957),(73 49240.336),(74 48827.098),(75 49199.227),(76 49381.12),(77 49505.777),(78 49106.938),(79 49420.06),
(1 12838.028),(2 22305.734),(3 25267.734),(4 27864.004),(5 29344.26),(6 29148.588),(7 29830.604),(8 30733.898),(9 31338.418),(10 32720.145),(11 33159.254),(12 33343.9),(13 33151.42),(14 33486.51),(15 33468.117),(16 33915.758),(17 34692.594),(18 35576.06),(19 35517.125),(20 35674.082),(21 35062.18),(22 34934.48),(23 36237.715),(24 35873.516),(25 37214.52),(26 37742.027),(27 36835.813),(28 37116.824),(29 37747.41),(30 37577.465),(31 37795.727),(32 38462.867),(33 37923.625),(34 38234.594),(35 38376.98),(36 37707.39),(37 37658.68),(38 38642.86),(39 38739.887),(40 40102.875),(41 41108.15),(42 40982.51),(43 41432.457),(44 42424.22),(45 42528.27),(46 41908.508),(47 41805.46),(48 41920.336),(49 41973.824),(50 42941.863),(51 42831.324),(52 42310.418),(53 42783.348),(54 42827.652),(55 43507.742),(56 43799.008),(57 43458.367),(58 44073.773),(59 43944.953),(60 43273.273),(61 43884.105),(62 44995.06),(63 45347.313),(64 44978.97),(65 44371),(66 43840.227),(67 44271.21),(68 43935.215),(69 43547.125),(70 43195.625),(71 43007.91),(72 42582.633),(73 42111.72),(74 41856.004),(75 41944.895),(76 42282.805),(77 42980.14),(78 42783.188),(79 42846.06),
(1 12349.928),(2 21844.066),(3 25428.354),(4 28518.16),(5 29426.736),(6 29668.896),(7 29675.092),(8 30176.695),(9 30532.957),(10 32009.297),(11 32567.17),(12 33107.43),(13 33654.516),(14 33867.15),(15 33844.19),(16 34871.12),(17 35607.207),(18 36415.957),(19 36721.62),(20 36223.355),(21 35478.55),(22 36052.926),(23 37435.39),(24 37494.973),(25 38339.387),(26 37971.516),(27 37501.65),(28 38351.492),(29 38349.996),(30 38483.824),(31 38391.953),(32 38610.695),(33 38312.79),(34 39034.54),(35 39585.04),(36 39919.89),(37 40590.84),(38 40477.824),(39 40832.555),(40 41008.04),(41 41221.938),(42 41900.586),(43 42763.523),(44 43449.09),(45 43834.984),(46 43517.195),(47 43067.027),(48 43520.6),(49 44177.863),(50 44170.477),(51 43839.535),(52 43722.703),(53 43299.246),(54 43663.75),(55 44292.094),(56 44041.11),(57 44521.723),(58 44497.21),(59 44634.063),(60 44843.582),(61 46002.316),(62 46550.43),(63 46199.71),(64 46760.8),(65 46722.063),(66 47064.152),(67 46971.234),(68 46833.92),(69 46857.48),(70 46826.027),(71 46882.625),(72 46506.855),(73 46286.563),(74 46055.605),(75 46335.62),(76 46145.863),(77 46069.855),(78 45550.86),(79 45350.633),
(1 12288.083),(2 21364.297),(3 24894.023),(4 27964.469),(5 29218.066),(6 29289.6),(7 29502.709),(8 29905.252),(9 29689.283),(10 30611.348),(11 31334.162),(12 32130.451),(13 33177.42),(14 33694.582),(15 33592.992),(16 34113.457),(17 34140.516),(18 33688),(19 34247.176),(20 34827.93),(21 34500.145),(22 35508.137),(23 36405.582),(24 36431.434),(25 36378.56),(26 36353.047),(27 35897.438),(28 36469.035),(29 36693.91),(30 37143.258),(31 37561.19),(32 36794.78),(33 36150.617),(34 36526.03),(35 36706.08),(36 36933.887),(37 37344.703),(38 38204.434),(39 39037.926),(40 39165.043),(41 39544.54),(42 39726.953),(43 39982.83),(44 40582.613),(45 40848.637),(46 41522.867),(47 41011.613),(48 41589.65),(49 41859.76),(50 41905.188),(51 41832.492),(52 41337.164),(53 40943.188),(54 41945.996),(55 42150.13),(56 42374.08),(57 42601.17),(58 42033.18),(59 41362.277),(60 41011.18),(61 41586.582),(62 42388.535),(63 42675.52),(64 42942.12),(65 43103.297),(66 43377.098),(67 43330.68),(68 43169.68),(69 42963.74),(70 42403.996),(71 42563.367),(72 42802.547),(73 42967.805),(74 43063.438),(75 43219.504),(76 43510.156),(77 43728.305),(78 42973.75),(79 41879.125),
(1 11983.726),(2 20819.752),(3 23857.527),(4 26360.006),(5 26676.445),(6 26742.564),(7 26233.98),(8 26717.674),(9 28014.238),(10 28988.941),(11 29080.605),(12 29437.008),(13 30084.305),(14 31230.535),(15 30976.488),(16 31263.574),(17 31264.914),(18 31855.674),(19 32227.111),(20 31312.791),(21 30671.006),(22 31875.5),(23 32280.38),(24 32634.512),(25 32906.742),(26 32743.893),(27 33120.63),(28 33574.004),(29 33916.36),(30 34014.2),(31 34290.137),(32 33934.977),(33 33616.465),(34 33875.188),(35 34116.01),(36 34518.5),(37 35328.566),(38 36277.125),(39 37145.668),(40 37106.76),(41 37520.656),(42 37184.797),(43 36597.945),(44 36756.87),(45 36978.824),(46 37295.484),(47 36888.523),(48 36755.31),(49 36980.805),(50 37232.453),(51 36895.438),(52 36744.176),(53 37171.547),(54 38650.055),(55 39064.516),(56 39529.2),(57 39671.87),(58 40183.695),(59 39874.695),(60 40009.938),(61 40954.16),(62 40487.24),(63 40750.563),(64 40775.617),(65 41358.035),(66 42285.438),(67 42288.13),(68 41942.94),(69 41776.645),(70 42113.645),(71 42155.28),(72 42494.445),(73 42812.766),(74 43007.27),(75 42704.55),(76 41874.348),(77 41868.953),(78 41302.137),(79 40880.24),
(1 12175.464),(2 21026.328),(3 24208.059),(4 26694.777),(5 26713.191),(6 26860.527),(7 27005.225),(8 27775.383),(9 28749.371),(10 29816.076),(11 30087.096),(12 30623.941),(13 30977.674),(14 30925.629),(15 31338.582),(16 32145.174),(17 32824.297),(18 33220.27),(19 33289.547),(20 32529.264),(21 32022.61),(22 32611.732),(23 33126.777),(24 33438.273),(25 32759.172),(26 32437.842),(27 32995.875),(28 34207.383),(29 34784.23),(30 35232.64),(31 36451.88),(32 36828.168),(33 36771.48),(34 36952.703),(35 37200.004),(36 37384.492),(37 37680.426),(38 38342.094),(39 39149.863),(40 38699.44),(41 38988.273),(42 39415.527),(43 39443.758),(44 39498.17),(45 40194.914),(46 40973.848),(47 40579.484),(48 40449.55),(49 40951.344),(50 40858.875),(51 40782.887),(52 40668.68),(53 41079.055),(54 41464.438),(55 41540.285),(56 42051.156),(57 41490.41),(58 42145.816),(59 42267.594),(60 43338.645),(61 44093.23),(62 43557.43),(63 42979.625),(64 42699.938),(65 42664.637),(66 43499.684),(67 43937.27),(68 44363.547),(69 44103.62),(70 44016.477),(71 44299.19),(72 44420.734),(73 43849.563),(74 43498.83),(75 43459.598),(76 43760.895),(77 43453.95),(78 43189.734),(79 42632.574),
(1 11679.908),(2 20191.264),(3 23190.486),(4 25413.934),(5 25907.719),(6 25444.145),(7 25438.46),(8 26603.15),(9 27316.514),(10 28266.746),(11 28368.55),(12 28536.252),(13 29174.662),(14 29534.98),(15 30412.729),(16 31403.365),(17 31379.813),(18 31445.924),(19 31230.227),(20 30784.482),(21 30079.924),(22 30071.463),(23 30158.498),(24 31117.447),(25 30396.797),(26 30363.816),(27 31802.902),(28 32562.232),(29 33417.527),(30 33490.81),(31 33141.35),(32 33066.57),(33 32766.11),(34 32884.754),(35 32852.867),(36 32577.643),(37 32388.377),(38 33121.88),(39 34240),(40 34658.977),(41 34972.484),(42 35438.332),(43 35480.83),(44 35847.836),(45 36249.42),(46 36788.816),(47 36671.508),(48 36903.96),(49 37495.773),(50 37589.227),(51 38123.926),(52 37686.88),(53 38359.17),(54 38792.906),(55 38842.563),(56 38888.69),(57 38867.516),(58 39743.027),(59 39666.992),(60 40530.03),(61 40728.617),(62 41087.355),(63 41125.4),(64 41308.234),(65 41093.35),(66 40661.34),(67 40645.563),(68 40671.8),(69 40674.53),(70 41330.875),(71 41874.336),(72 41876.82),(73 41415.39),(74 40482.273),(75 40129.64),(76 40440.27),(77 40534.566),(78 40332.71),(79 39997.668),
(1 11425.027),(2 19197.982),(3 21482.076),(4 24071.64),(5 24872.543),(6 25140.143),(7 25226.121),(8 25641.707),(9 26726.363),(10 27131.68),(11 27484.521),(12 28194.695),(13 28490.225),(14 28593.445),(15 29185.918),(16 29923.46),(17 30479.896),(18 31002.318),(19 30559.846),(20 30716.318),(21 30736.773),(22 30620.143),(23 31074.424),(24 31057.926),(25 30251.813),(26 29891.105),(27 30359.195),(28 30961.635),(29 31486.934),(30 32358.846),(31 33087.19),(32 34343.348),(33 34462.324),(34 35047.258),(35 35282.51),(36 35528.316),(37 35933.195),(38 36284.055),(39 36821.05),(40 37141.445),(41 37126.613),(42 37318.805),(43 37344.273),(44 37246.754),(45 37764.332),(46 37666.867),(47 37516.402),(48 37731.914),(49 37360.23),(50 37017.7),(51 37211.07),(52 37452.504),(53 37452.31),(54 37083.625),(55 37191.945),(56 37235.395),(57 37142.348),(58 37242.46),(59 37510.855),(60 37164.67),(61 37159.664),(62 36791.6),(63 36662.176),(64 37166.734),(65 36986.953),(66 36944.49),(67 37288.88),(68 37242.965),(69 36707.266),(70 36476.28),(71 36751.98),(72 36852.89),(73 36305.227),(74 36125.332),(75 36313.39),(76 36299.02),(77 36218.047),(78 36371.594),(79 36339.44),
(1 11371.828),(2 18985.137),(3 21082.916),(4 23248.166),(5 23467.898),(6 23728.459),(7 24343.877),(8 25368.61),(9 26145.238),(10 26696.115),(11 27026.883),(12 27852.207),(13 28536.916),(14 28610.123),(15 29911.52),(16 30671.186),(17 31017.365),(18 31073.027),(19 30479.672),(20 30412.145),(21 30117.926),(22 29727.135),(23 29960.877),(24 31268.121),(25 31030.158),(26 30395.316),(27 30996.328),(28 30841.953),(29 31459.623),(30 31560.7),(31 31244.22),(32 31618.617),(33 31371.098),(34 31285.041),(35 31880.924),(36 32204.713),(37 32331.973),(38 33108.883),(39 32947.086),(40 33019.223),(41 32738.363),(42 32904.34),(43 33172.805),(44 33815.082),(45 33765.285),(46 34309.645),(47 34357.95),(48 34081.08),(49 34470.863),(50 34657.36),(51 35577.297),(52 35386.07),(53 35947.086),(54 35751.742),(55 35475.05),(56 35423.99),(57 35420.703),(58 35709.395),(59 36450.633),(60 37085.242),(61 37356.977),(62 37525.242),(63 37250.7),(64 37499.3),(65 37725.027),(66 38002.26),(67 37673.07),(68 36988.688),(69 37201.652),(70 37343.594),(71 38128.836),(72 38057.418),(73 38246.832),(74 37950.242),(75 37931.027),(76 38241.746),(77 37653.36),(78 37724.68),(79 37525.14),
(1 11052.656),(2 18329.832),(3 20363.795),(4 22999.059),(5 23330.205),(6 23654.36),(7 24442.764),(8 24873.012),(9 24928.451),(10 25610.668),(11 25822.771),(12 26087.633),(13 26501.97),(14 26922.576),(15 27886.182),(16 28425.86),(17 29109.83),(18 29400.586),(19 28400.572),(20 28208.363),(21 28360.176),(22 28568.143),(23 29179.242),(24 29825.549),(25 29712.352),(26 29963.736),(27 29949.56),(28 29667.455),(29 29772.426),(30 30288.766),(31 30678.633),(32 31734.918),(33 31638.445),(34 31961.697),(35 32483.271),(36 31921.85),(37 31769.555),(38 32648.303),(39 32559.16),(40 32945.88),(41 32942.27),(42 32888.75),(43 33514.78),(44 33487.652),(45 33950.38),(46 33862.7),(47 33410.426),(48 33341.246),(49 34084.125),(50 35334.82),(51 35732.773),(52 35435.3),(53 35228.703),(54 34887.08),(55 34176.383),(56 33902.516),(57 34231.688),(58 34748.035),(59 35099.145),(60 35617.7),(61 35503.324),(62 35111.934),(63 35047.406),(64 35243.234),(65 35596.785),(66 35868.082),(67 35877.57),(68 36129.348),(69 36581.86),(70 36206),(71 35894.633),(72 35642.465),(73 35668.516),(74 35807.09),(75 35920.74),(76 35298.594),(77 34743.31),(78 35104.695),(79 34848.473),
(1 10887.535),(2 17588.428),(3 19450.316),(4 21579.598),(5 21403.193),(6 21940.816),(7 22642.354),(8 23835.033),(9 24224.713),(10 24220.184),(11 24531.07),(12 25054.107),(13 24889.967),(14 25029.266),(15 25863.21),(16 26413.633),(17 27068.875),(18 27802.486),(19 27849.21),(20 26981.594),(21 27046.908),(22 27196.617),(23 27359.732),(24 27068.178),(25 26465.533),(26 26882.309),(27 27130.21),(28 27003.105),(29 27329.373),(30 27599.639),(31 27742.168),(32 28495.314),(33 28219.62),(34 28314.246),(35 28778.47),(36 28645.762),(37 29189.309),(38 29583.682),(39 29447.95),(40 29955.703),(41 30253.19),(42 31066.238),(43 31950.814),(44 31779.143),(45 32033.357),(46 32004.945),(47 31755.125),(48 31206.125),(49 31546.691),(50 32202.244),(51 32268.234),(52 31968.86),(53 32343.508),(54 32448.727),(55 32419.957),(56 32477.05),(57 32221.395),(58 32940.83),(59 33092.97),(60 32953.215),(61 33002.13),(62 32675.648),(63 32975.242),(64 33209.27),(65 33535.56),(66 33259.066),(67 33384.51),(68 33808.355),(69 33727.75),(70 33220.336),(71 32750.48),(72 32906.574),(73 32578.875),(74 33396.188),(75 33841.2),(76 33680.6),(77 33974.875),(78 33590.363),(79 33175.637),
(1 10249.768),(2 16720.51),(3 18824.875),(4 20944.799),(5 21022.094),(6 21547.633),(7 22505.336),(8 23111.533),(9 23425.854),(10 24264.467),(11 24368.107),(12 25312.754),(13 25523.967),(14 25440.498),(15 25812.908),(16 26462.89),(17 26675.99),(18 27265.256),(19 27500.814),(20 26830.54),(21 26303.498),(22 26722.336),(23 26803.69),(24 26517.246),(25 27355.809),(26 28144.299),(27 28927.123),(28 28103.076),(29 28449.213),(30 28089.209),(31 27978.063),(32 28345.477),(33 28023.754),(34 28497.303),(35 28814.691),(36 29202.379),(37 29596.832),(38 30085.998),(39 29923.902),(40 30091.197),(41 30129.13),(42 29923.252),(43 30619.455),(44 30809.213),(45 30750.514),(46 30940.463),(47 31105.76),(48 30715.676),(49 30891.121),(50 30971.68),(51 30808.154),(52 30382.13),(53 31426.303),(54 32057.914),(55 32156.926),(56 32439.215),(57 31753.541),(58 31513.57),(59 31196.322),(60 31257.31),(61 30831.416),(62 31126.078),(63 31211.002),(64 31843.492),(65 31531.387),(66 31402.795),(67 31602.654),(68 31449.73),(69 31362.975),(70 31186.793),(71 31014.922),(72 30973.068),(73 30777.236),(74 31341.93),(75 31527.24),(76 31540.145),(77 31929.03),(78 31525.752),(79 30998.555),
(1 10294.703),(2 16664.354),(3 18642.436),(4 20656.402),(5 20704.459),(6 21139.098),(7 21748.719),(8 22920.486),(9 23380.42),(10 23936.432),(11 23901.475),(12 24665.938),(13 24828.373),(14 25107.313),(15 25574.854),(16 26670.521),(17 26760.197),(18 26641.178),(19 27284.49),(20 26778.775),(21 26358.053),(22 26558.797),(23 26713.674),(24 26978.922),(25 27017.404),(26 27500.549),(27 27546.07),(28 27563.49),(29 28153.354),(30 28337.703),(31 28282.766),(32 28481.846),(33 28466.865),(34 28902.297),(35 28945.643),(36 28936.266),(37 29168.646),(38 28863.773),(39 28999.967),(40 29589.076),(41 30017.555),(42 30386.846),(43 30881.494),(44 30456.396),(45 29971.617),(46 30355.28),(47 30196.576),(48 30505.795),(49 30823.047),(50 31010.555),(51 30657.438),(52 30588.078),(53 31025.572),(54 30991.531),(55 31482.611),(56 31493.107),(57 31582.139),(58 31960.63),(59 32386.56),(60 32939.12),(61 33052.832),(62 33229.008),(63 33303.645),(64 32953.543),(65 32528.889),(66 32450.094),(67 32742.303),(68 32804.465),(69 32613.604),(70 32358.86),(71 32264.592),(72 31918.037),(73 31587.227),(74 31561.22),(75 31785.025),(76 32385.156),(77 32312.592),(78 32049.87),(79 31950.586),
(1 9894.415),(2 16462.826),(3 18630.066),(4 20217.9),(5 20019.643),(6 20092.143),(7 20871.547),(8 21943.436),(9 22584.418),(10 23361.143),(11 23017.77),(12 23277.654),(13 23547.695),(14 23810.299),(15 24471.672),(16 25243.328),(17 25273.3),(18 25480.865),(19 26293.12),(20 26251.73),(21 25975.021),(22 25964.97),(23 26180.18),(24 26754.244),(25 26848.418),(26 27287.158),(27 27833.715),(28 27746.518),(29 28042.777),(30 28124.416),(31 28002.846),(32 28115.627),(33 29159.191),(34 29594.14),(35 29642.318),(36 29997.29),(37 30396.129),(38 29872.035),(39 29486.809),(40 30062.592),(41 29845.564),(42 30631.135),(43 31320.307),(44 31056.498),(45 30681.74),(46 30775.863),(47 30329.625),(48 30606.846),(49 31061.871),(50 31077.662),(51 31111.535),(52 30784.535),(53 31263.248),(54 30961.313),(55 31302.785),(56 31361.18),(57 31286.01),(58 31288.006),(59 31458.957),(60 31119.104),(61 30795.92),(62 30809.297),(63 30433.084),(64 30163.268),(65 29989.248),(66 30184.365),(67 30071.637),(68 30237.809),(69 30571.191),(70 30507.662),(71 30520.21),(72 30441.277),(73 29976.297),(74 29893.457),(75 30078.125),(76 30297.434),(77 30099.826),(78 29819.412),(79 29868.635),
(1 10001.159),(2 16364.532),(3 18345.027),(4 19934.44),(5 19851.31),(6 20252.99),(7 20805.32),(8 22051.773),(9 22589.664),(10 22617.889),(11 22567.84),(12 23801.592),(13 24273),(14 24333.684),(15 24977.473),(16 25349.879),(17 25008.541),(18 25016.426),(19 25362.674),(20 25241.168),(21 25252.744),(22 25508.531),(23 25524.588),(24 25583.5),(25 26184.863),(26 26665.818),(27 26818.31),(28 26726.93),(29 27085.031),(30 27342.646),(31 27030.893),(32 26983.715),(33 26768.133),(34 26560.465),(35 26935.607),(36 27516.781),(37 27964.799),(38 28251.969),(39 28148.986),(40 28262.355),(41 28524.84),(42 28903.654),(43 29390.34),(44 29254.4),(45 29093.48),(46 28993.23),(47 28899.855),(48 29345.27),(49 29571.535),(50 30230.71),(51 30332.654),(52 30403.514),(53 30738.174),(54 31035.375),(55 30903.252),(56 31108.947),(57 31447.959),(58 31438.643),(59 31715.05),(60 31640.086),(61 31548.56),(62 31591.695),(63 31216.299),(64 31043.248),(65 30645.848),(66 30761.541),(67 30533.47),(68 30481.059),(69 30467.252),(70 30724.719),(71 30524.514),(72 30631.637),(73 30443.268),(74 30824.44),(75 30994.756),(76 30977.291),(77 30904.246),(78 30870.348),(79 30251.748),
(1 9755.182),(2 15781.259),(3 17925.152),(4 19611.201),(5 19495.957),(6 19653.027),(7 20015.057),(8 21068.494),(9 21442.375),(10 21554.377),(11 21430.031),(12 22075.842),(13 22329.941),(14 22443.709),(15 23309.715),(16 23789.758),(17 23929.348),(18 23950.816),(19 24090.123),(20 24109.05),(21 24321.74),(22 24646.318),(23 24625.197),(24 25219.566),(25 25806.525),(26 26050.348),(27 26186.473),(28 25968.24),(29 26071.773),(30 25781.584),(31 26007.377),(32 26344.072),(33 26473.719),(34 26886.242),(35 27361.906),(36 27495.816),(37 27424.242),(38 27719.94),(39 27156.14),(40 27490.969),(41 27448.084),(42 27527.908),(43 27736.152),(44 28035.828),(45 27800.23),(46 27797.645),(47 27866.76),(48 27867.217),(49 28179.742),(50 28452.307),(51 28134.053),(52 27949.389),(53 28561.094),(54 28424.236),(55 28418.674),(56 28396.867),(57 28805.441),(58 29065.822),(59 28776.453),(60 29044.707),(61 28996.781),(62 29107.344),(63 29625.678),(64 29906.268),(65 29686.332),(66 29427.486),(67 29102.752),(68 28977.156),(69 28890.225),(70 29122.14),(71 29315.799),(72 29686.7),(73 30245.31),(74 30024.35),(75 29708.514),(76 29808.73),(77 29659.678),(78 29488.377),(79 29168.332),
(1 9195.371),(2 14959.128),(3 17109.217),(4 18395.646),(5 18674.012),(6 18711.57),(7 18537.318),(8 18943.87),(9 18995.09),(10 19530.422),(11 19689.963),(12 20660.053),(13 21078.928),(14 21617.805),(15 22244.762),(16 22503.266),(17 22512.512),(18 22744.201),(19 22657.59),(20 22408.738),(21 22426.014),(22 22669.29),(23 23446.01),(24 23618.21),(25 23893.6),(26 23792.857),(27 23756.096),(28 23763.15),(29 23595.074),(30 23595.492),(31 23394.46),(32 24151.215),(33 24471.309),(34 24478.62),(35 24654.615),(36 25141.197),(37 25280.877),(38 25214.305),(39 24977.412),(40 24662.123),(41 24516.531),(42 24886.223),(43 25102.51),(44 24835.559),(45 25043.457),(46 25089.396),(47 24980.729),(48 25297.115),(49 25724.043),(50 26088.492),(51 25627.695),(52 25494.72),(53 26080.652),(54 26067.133),(55 26627.053),(56 26572.676),(57 26455.742),(58 26457.355),(59 26386.705),(60 26662.426),(61 26606.32),(62 26639.625),(63 26603.762),(64 26651.4),(65 26423.613),(66 26309.266),(67 26019.797),(68 26257.123),(69 26314.082),(70 26218.002),(71 26169.662),(72 26047.023),(73 26112.568),(74 25665.469),(75 25441.82),(76 25563.973),(77 25494.1),(78 25154.256),(79 25032.46),
(1 8942.072),(2 14506.077),(3 16648.947),(4 17848.084),(5 18103.932),(6 18334.654),(7 18422.146),(8 19136.639),(9 19664.047),(10 20251.928),(11 20834.203),(12 21733.785),(13 21701.408),(14 22222.092),(15 22924.938),(16 23229.559),(17 23186.238),(18 23721.021),(19 23737.855),(20 23899.934),(21 23797.63),(22 23668.916),(23 24070.76),(24 24389.598),(25 24347.852),(26 24724.861),(27 25335.22),(28 25620.697),(29 25710.01),(30 25533.076),(31 25186.885),(32 25411.61),(33 25521.938),(34 25983.95),(35 26112.21),(36 26408.998),(37 26002.207),(38 25944.99),(39 25881.95),(40 25518.336),(41 25689.268),(42 26268.424),(43 26961.451),(44 26596.467),(45 26500.902),(46 26750.71),(47 26583.055),(48 26708.934),(49 27003.908),(50 26566.531),(51 26241.049),(52 26393.648),(53 26622.322),(54 27031.736),(55 27049.797),(56 26666.826),(57 26571.191),(58 26368.465),(59 26105.674),(60 26044.938),(61 26164.771),(62 26450.797),(63 26914.744),(64 26888.764),(65 26664.563),(66 26696.729),(67 26651.498),(68 26490.73),(69 26490.477),(70 26055.572),(71 25739.771),(72 25615),(73 25775.295),(74 25959.932),(75 25695.498),(76 25757.596),(77 25891.205),(78 26159.205),(79 26413.186),
