1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 295.90958),(2 397.74048),(3 462.98563),(4 500.70953),(5 538.273),(6 566.0588),(7 585.9787),(8 607.19025),(9 627.57086),(10 633.0988),(11 641.3279),(12 655.20624),(13 668.221),(14 668.19904),(15 671.7091),(16 673.45575),(17 676.39685),(18 683.1339),(19 681.21814),(20 681.9771),(21 675.1037),(22 684.5054),(23 682.77606),(24 688.52167),(25 692.2039),(26 687.12885),(27 695.1051),(28 706.1171),(29 694.2028),(30 695.0049),(31 698.1144),(32 699.0642),(33 692.40515),(34 684.54016),(35 685.6053),(36 682.6923),(37 687.36993),(38 688.7402),(39 695.99854),(40 696.72736),(41 700.1929),(42 696.67755),(43 712.4794),(44 711.6254),(45 715.4512),(46 716.5326),(47 724.6756),(48 727.5215),(49 741.03815),(50 752.26337),(51 760.56915),(52 764.5735),(53 774.5944),(54 767.70026),(55 768.2438),(56 761.8713),(57 757.3296),(58 763.72955),(59 754.1597),(60 744.4385),(61 746.8211),(62 748.84125),(63 747.5124),(64 745.00354),(65 749.16064),(66 747.9517),(67 749.2802),(68 753.87726),(69 759.7446),(70 764.58514),(71 771.0375),(72 761.05145),(73 779.2023),(74 772.43134),(75 779.12646),(76 777.69464),(77 778.50183),(78 786.11273),(79 784.13324),
(1 289.9191),(2 392.23376),(3 455.4931),(4 490.66647),(5 520.19147),(6 541.19366),(7 563.8641),(8 576.0309),(9 592.54675),(10 599.52),(11 606.12634),(12 614.2869),(13 630.5395),(14 633.3158),(15 639.7927),(16 650.5882),(17 654.0922),(18 654.9951),(19 657.0014),(20 657.29047),(21 656.3455),(22 661.87885),(23 662.07086),(24 661.61346),(25 660.1185),(26 662.0017),(27 661.7564),(28 676.439),(29 670.5235),(30 670.3344),(31 675.5633),(32 680.0131),(33 674.6441),(34 675.65643),(35 676.73267),(36 679.20447),(37 679.4735),(38 680.4656),(39 685.7688),(40 691.0251),(41 692.5845),(42 698.5109),(43 710.19934),(44 718.2578),(45 719.0853),(46 732.98364),(47 737.524),(48 741.4177),(49 745.3909),(50 746.68054),(51 746.53326),(52 747.8031),(53 758.67377),(54 759.41156),(55 765.02704),(56 764.186),(57 762.6775),(58 777.2675),(59 770.0658),(60 768.77),(61 757.4941),(62 757.4005),(63 756.753),(64 748.37305),(65 752.0512),(66 752.8746),(67 756.58276),(68 766.98346),(69 763.2012),(70 770.42),(71 775.00006),(72 778.1943),(73 789.8521),(74 781.3771),(75 785.095),(76 779.95715),(77 782.9407),(78 777.70764),(79 771.9135),
(1 284.4826),(2 383.4557),(3 442.35297),(4 472.74677),(5 505.6374),(6 530.34625),(7 553.453),(8 571.00446),(9 585.4771),(10 592.03723),(11 599.0039),(12 606.50397),(13 632.2269),(14 633.93054),(15 644.6186),(16 648.079),(17 651.7001),(18 657.4376),(19 660.99774),(20 657.2489),(21 653.1783),(22 651.6383),(23 650.8521),(24 654.4879),(25 656.718),(26 647.38007),(27 649.659),(28 657.567),(29 652.45514),(30 648.91187),(31 648.35077),(32 648.0859),(33 649.2836),(34 647.2868),(35 648.7442),(36 647.75616),(37 645.07965),(38 644.0833),(39 649.9106),(40 651.2289),(41 653.6172),(42 658.91974),(43 673.1563),(44 680.0814),(45 678.33887),(46 681.2597),(47 688.7436),(48 692.5472),(49 691.7621),(50 694.9306),(51 699.51416),(52 700.87933),(53 709.365),(54 709.25287),(55 713.89417),(56 720.7993),(57 716.7062),(58 724.768),(59 713.7189),(60 707.79333),(61 700.5285),(62 700.33673),(63 697.35175),(64 686.6339),(65 681.77264),(66 680.644),(67 682.41174),(68 687.3521),(69 697.7474),(70 701.0437),(71 712.46783),(72 719.0901),(73 735.23224),(74 737.944),(75 738.2424),(76 738.9252),(77 741.76776),(78 738.54694),(79 735.5223),
(1 281.14618),(2 378.46893),(3 438.1385),(4 473.11316),(5 507.41046),(6 532.85614),(7 554.60767),(8 573.5441),(9 583.47156),(10 597.2145),(11 604.12665),(12 605.7292),(13 621.82104),(14 633.0009),(15 640.03656),(16 646.4127),(17 650.0652),(18 654.08203),(19 654.31915),(20 651.33014),(21 653.9813),(22 658.0624),(23 659.0663),(24 655.96375),(25 649.1581),(26 644.9235),(27 650.9002),(28 660.0385),(29 657.72217),(30 654.1996),(31 657.1625),(32 661.7067),(33 658.9416),(34 648.6374),(35 639.91565),(36 642.149),(37 647.55817),(38 647.04456),(39 651.0351),(40 651.21674),(41 653.2241),(42 656.987),(43 670.8283),(44 674.4703),(45 679.959),(46 690.42096),(47 694.1459),(48 699.0652),(49 694.2641),(50 693.97656),(51 695.9518),(52 700.33887),(53 702.8973),(54 699.4178),(55 701.05707),(56 708.6421),(57 704.2602),(58 708.92334),(59 698.4072),(60 693.11743),(61 683.31836),(62 676.7578),(63 677.9175),(64 670.70795),(65 671.91113),(66 665.98285),(67 678.341),(68 684.27814),(69 690.89215),(70 694.2501),(71 700.39575),(72 700.7426),(73 709.1617),(74 713.6932),(75 714.5695),(76 717.6244),(77 727.1539),(78 730.46),(79 728.67395),
(1 275.50894),(2 375.3374),(3 434.6816),(4 465.64804),(5 496.70206),(6 518.2254),(7 535.10516),(8 549.20123),(9 557.2213),(10 564.5592),(11 574.85144),(12 581.13153),(13 602.7564),(14 605.1423),(15 617.8136),(16 625.9194),(17 626.054),(18 629.91437),(19 635.5519),(20 636.21643),(21 634.42126),(22 636.7784),(23 637.6425),(24 641.99963),(25 645.8004),(26 646.60583),(27 650.8465),(28 663.21375),(29 657.91516),(30 657.989),(31 656.8816),(32 660.92596),(33 656.75354),(34 648.04706),(35 637.5258),(36 638.6577),(37 636.5307),(38 641.92487),(39 644.55804),(40 643.62354),(41 646.58386),(42 645.2378),(43 666.56305),(44 667.8648),(45 674.12866),(46 686.39935),(47 693.45917),(48 695.9284),(49 701.2061),(50 708.07715),(51 708.19257),(52 704.7314),(53 708.2909),(54 702.31104),(55 699.58844),(56 700.2846),(57 702.2026),(58 716.68024),(59 710.42505),(60 704.5294),(61 702.0053),(62 700.46954),(63 706.05066),(64 698.489),(65 695.8423),(66 701.2061),(67 700.1963),(68 710.1629),(69 721.0484),(70 720.48474),(71 721.3522),(72 722.569),(73 742.921),(74 737.8431),(75 735.77625),(76 733.55884),(77 739.27124),(78 739.751),(79 732.5945),
(1 271.55743),(2 370.16092),(3 420.9946),(4 453.07898),(5 483.17264),(6 506.99234),(7 525.92224),(8 543.8328),(9 552.09705),(10 564.2352),(11 574.0563),(12 579.38794),(13 591.5779),(14 592.78284),(15 604.3858),(16 605.4531),(17 605.0951),(18 608.92224),(19 613.37036),(20 613.0228),(21 607.7709),(22 611.05096),(23 603.50385),(24 603.8281),(25 607.43835),(26 608.7241),(27 619.40454),(28 631.44714),(29 625.4843),(30 631.2763),(31 636.2387),(32 642.0193),(33 633.0391),(34 630.0424),(35 632.581),(36 633.4001),(37 633.2551),(38 637.3012),(39 639.3834),(40 638.69135),(41 639.7402),(42 646.62787),(43 663.839),(44 666.2426),(45 667.4866),(46 677.84644),(47 688.2529),(48 701.70917),(49 699.6875),(50 708.8388),(51 715.1215),(52 716.30286),(53 726.5065),(54 723.6007),(55 728.086),(56 726.8388),(57 719.89716),(58 739.0101),(59 721.39825),(60 715.44507),(61 719.0526),(62 716.9361),(63 723.57684),(64 711.71),(65 709.9653),(66 708.77094),(67 710.6555),(68 714.4083),(69 722.3372),(70 725.50653),(71 735.39856),(72 726.44885),(73 744.06775),(74 739.723),(75 741.0531),(76 737.1863),(77 735.59143),(78 735.73444),(79 728.4546),
(1 269.17584),(2 363.93903),(3 416.40466),(4 446.4723),(5 474.29968),(6 494.51666),(7 517.294),(8 525.98456),(9 539.76355),(10 545.0017),(11 562.7348),(12 571.50946),(13 579.7729),(14 585.83954),(15 592.33374),(16 595.10535),(17 599.0343),(18 597.6893),(19 598.3754),(20 597.82825),(21 594.88416),(22 596.0916),(23 591.8058),(24 598.97186),(25 599.86676),(26 605.0294),(27 612.3595),(28 628.53046),(29 629.8438),(30 630.9622),(31 638.6354),(32 642.26685),(33 636.9725),(34 625.3634),(35 628.6249),(36 626.9344),(37 630.5176),(38 626.9963),(39 631.84204),(40 638.9649),(41 636.6795),(42 640.65497),(43 653.5394),(44 658.0335),(45 664.73474),(46 673.8968),(47 674.0851),(48 680.64136),(49 673.7455),(50 676.85895),(51 685.9516),(52 689.2895),(53 696.3758),(54 698.3431),(55 703.0299),(56 702.67285),(57 698.23193),(58 717.616),(59 702.2283),(60 698.7646),(61 697.26654),(62 700.36676),(63 701.2995),(64 687.61273),(65 689.70435),(66 695.48376),(67 689.465),(68 687.16595),(69 687.7785),(70 692.609),(71 701.6727),(72 698.66486),(73 719.5285),(74 711.9703),(75 715.2077),(76 716.4972),(77 718.2926),(78 719.3943),(79 721.83405),
(1 266.73758),(2 362.66656),(3 422.4836),(4 457.3755),(5 485.54636),(6 507.70822),(7 522.22766),(8 537.33075),(9 550.41223),(10 555.26355),(11 566.63904),(12 575.4616),(13 590.6599),(14 601.3421),(15 610.2938),(16 612.66016),(17 613.65497),(18 622.659),(19 627.045),(20 618.8096),(21 621.68854),(22 620.8011),(23 613.5896),(24 617.0829),(25 619.1485),(26 617.56915),(27 618.55554),(28 626.84766),(29 625.3782),(30 624.9707),(31 625.4913),(32 624.7326),(33 618.5943),(34 608.01605),(35 601.1705),(36 597.745),(37 595.4747),(38 596.57764),(39 602.2837),(40 600.80774),(41 607.46484),(42 612.0142),(43 629.7101),(44 636.9779),(45 643.069),(46 652.5777),(47 656.85046),(48 661.8843),(49 655.9909),(50 670.22736),(51 678.40234),(52 687.46783),(53 688.327),(54 683.4021),(55 684.3006),(56 684.0643),(57 686.9726),(58 701.23505),(59 688.0818),(60 677.6908),(61 675.4038),(62 674.2117),(63 671.8427),(64 666.0979),(65 658.75793),(66 662.56696),(67 664.90533),(68 669.3819),(69 672.66534),(70 677.97955),(71 683.81354),(72 680.5963),(73 699.9215),(74 694.7033),(75 698.061),(76 698.3345),(77 703.67065),(78 709.33356),(79 706.54236),
(1 266.09106),(2 355.1084),(3 411.49875),(4 446.2647),(5 474.36746),(6 499.28894),(7 515.3299),(8 531.09283),(9 540.979),(10 550.7461),(11 553.469),(12 562.4162),(13 579.5369),(14 587.105),(15 592.7881),(16 597.4472),(17 602.83887),(18 607.43915),(19 608.28955),(20 603.3657),(21 596.20026),(22 599.9908),(23 598.89594),(24 595.35175),(25 596.6602),(26 588.0232),(27 589.30725),(28 598.31476),(29 593.43066),(30 592.3284),(31 595.10144),(32 596.3234),(33 599.46826),(34 596.08563),(35 593.64886),(36 595.71783),(37 595.2898),(38 594.37683),(39 596.33563),(40 597.28815),(41 597.02704),(42 602.94806),(43 618.4218),(44 622.278),(45 634.8737),(46 642.5466),(47 646.1323),(48 654.6454),(49 657.8247),(50 660.18164),(51 673.5239),(52 676.5302),(53 677.6343),(54 678.2818),(55 678.31445),(56 684.5569),(57 687.67847),(58 693.7304),(59 676.50305),(60 669.00244),(61 662.94586),(62 662.17084),(63 660.10333),(64 649.17084),(65 642.73175),(66 639.08624),(67 641.03955),(68 647.3089),(69 652.57184),(70 654.16187),(71 658.9881),(72 653.45264),(73 663.59985),(74 660.12463),(75 664.33356),(76 663.07324),(77 664.7507),(78 666.6292),(79 664.5619),
(1 262.34256),(2 350.0344),(3 405.8209),(4 434.21347),(5 464.10147),(6 482.80246),(7 497.90857),(8 511.67398),(9 520.1687),(10 526.77716),(11 530.8219),(12 539.54517),(13 556.1017),(14 561.10455),(15 568.24005),(16 573.196),(17 575.1843),(18 579.19666),(19 577.3535),(20 578.64545),(21 578.6188),(22 583.19104),(23 579.15283),(24 578.7159),(25 583.39215),(26 580.0713),(27 588.2394),(28 593.1629),(29 594.3827),(30 593.3189),(31 597.09),(32 603.72266),(33 598.25),(34 594.8768),(35 590.9893),(36 590.68164),(37 588.4745),(38 588.6453),(39 592.7285),(40 600.6168),(41 599.88074),(42 606.4931),(43 618.76917),(44 619.3836),(45 621.7001),(46 630.85504),(47 643.6018),(48 651.79047),(49 653.2858),(50 656.9193),(51 659.43726),(52 660.5632),(53 662.2431),(54 659.4995),(55 656.7534),(56 650.9926),(57 649.11664),(58 658.90204),(59 648.1673),(60 646.2069),(61 641.8638),(62 641.2781),(63 642.4084),(64 639.18256),(65 638.76843),(66 639.8886),(67 641.9777),(68 647.3713),(69 650.315),(70 654.4554),(71 662.1894),(72 654.7999),(73 666.2735),(74 663.13226),(75 668.73505),(76 673.03595),(77 678.0112),(78 676.7175),(79 679.31287),
(1 261.44916),(2 347.30212),(3 402.9116),(4 432.9643),(5 458.49466),(6 476.8347),(7 496.82516),(8 511.64206),(9 523.99506),(10 531.59576),(11 537.4737),(12 547.3085),(13 566.5116),(14 567.3293),(15 565.1613),(16 563.75397),(17 564.00055),(18 568.36017),(19 571.3018),(20 576.11896),(21 576.4921),(22 578.7169),(23 584.89276),(24 586.32294),(25 586.7426),(26 586.67615),(27 595.30646),(28 602.5708),(29 597.8325),(30 600.10834),(31 600.4897),(32 603.7633),(33 598.96936),(34 592.6267),(35 586.1341),(36 588.8455),(37 586.00055),(38 586.3698),(39 584.1162),(40 586.29126),(41 590.3253),(42 592.66),(43 612.92926),(44 613.8005),(45 619.4114),(46 629.5802),(47 635.4187),(48 649.2561),(49 656.4756),(50 662.2084),(51 664.2521),(52 664.5835),(53 667.9994),(54 668.6394),(55 666.3558),(56 663.0856),(57 657.4285),(58 664.4073),(59 651.74066),(60 645.8665),(61 640.86346),(62 640.7507),(63 642.5823),(64 634.83093),(65 637.3161),(66 640.5868),(67 643.13837),(68 646.27246),(69 644.8117),(70 646.3312),(71 649.6601),(72 651.30225),(73 665.2853),(74 659.647),(75 662.02936),(76 663.3046),(77 663.25037),(78 668.0319),(79 663.09717),
(1 265.08408),(2 353.23593),(3 408.35214),(4 436.95172),(5 461.3472),(6 480.61966),(7 498.41147),(8 514.07355),(9 527.915),(10 535.4322),(11 542.2094),(12 546.9304),(13 559.6157),(14 561.3048),(15 568.5217),(16 576.7362),(17 575.22974),(18 585.3007),(19 587.9513),(20 589.5277),(21 587.50385),(22 592.1951),(23 597.9686),(24 596.0992),(25 595.75916),(26 598.9425),(27 603.2878),(28 616.1196),(29 609.05237),(30 609.9235),(31 609.4257),(32 610.00476),(33 602.3293),(34 599.727),(35 596.0681),(36 591.8656),(37 588.25323),(38 599.71515),(39 604.89264),(40 609.9137),(41 610.5882),(42 615.2814),(43 629.67834),(44 631.5809),(45 640.6471),(46 650.7824),(47 658.7548),(48 673.0736),(49 674.97424),(50 673.66675),(51 680.8673),(52 676.537),(53 678.28925),(54 680.83673),(55 683.80676),(56 676.4554),(57 672.0625),(58 674.08636),(59 661.78296),(60 659.9365),(61 657.95233),(62 654.6315),(63 657.5217),(64 655.04803),(65 655.05597),(66 660.1497),(67 661.09247),(68 665.0416),(69 666.28107),(70 662.7867),(71 662.21045),(72 664.4066),(73 676.7745),(74 683.50256),(75 684.7233),(76 687.4604),(77 690.72284),(78 686.30383),(79 687.93414),
(1 253.11052),(2 339.20056),(3 392.72913),(4 420.4421),(5 451.88983),(6 474.0256),(7 490.87332),(8 503.34805),(9 522.7275),(10 537.31396),(11 542.4377),(12 549.63275),(13 566.2203),(14 569.3053),(15 577.1141),(16 580.5033),(17 583.19934),(18 590.8036),(19 592.2867),(20 588.21783),(21 586.382),(22 586.77563),(23 585.7421),(24 589.11786),(25 591.8826),(26 591.61285),(27 592.9725),(28 602.53937),(29 604.5095),(30 605.94977),(31 607.32855),(32 604.05475),(33 600.65027),(34 595.1968),(35 588.8056),(36 585.3611),(37 583.2717),(38 584.0228),(39 590.44763),(40 596.01996),(41 601.72925),(42 603.241),(43 619.52356),(44 616.492),(45 627.4434),(46 630.2038),(47 637.4272),(48 648.869),(49 646.6851),(50 647.6937),(51 652.0205),(52 649.40216),(53 646.318),(54 649.7098),(55 649.739),(56 649.38556),(57 644.7452),(58 657.53735),(59 646.52606),(60 644.6292),(61 640.0343),(62 642.0216),(63 640.1806),(64 638.3682),(65 639.10626),(66 636.72034),(67 638.72705),(68 636.0736),(69 640.4857),(70 639.0761),(71 639.3507),(72 641.5631),(73 657.6686),(74 655.5486),(75 663.5276),(76 664.0013),(77 667.72815),(78 670.86554),(79 675.1183),
(1 254.43953),(2 344.1561),(3 395.75073),(4 427.74106),(5 452.78955),(6 471.10098),(7 489.0345),(8 506.62872),(9 522.3795),(10 531.4916),(11 537.5885),(12 545.3449),(13 558.44617),(14 565.03864),(15 568.58716),(16 570.1852),(17 571.6572),(18 572.49304),(19 572.0579),(20 575.30084),(21 570.61127),(22 575.60876),(23 572.5538),(24 566.6124),(25 572.48694),(26 570.1588),(27 575.83167),(28 588.1729),(29 584.1405),(30 582.75775),(31 590.9401),(32 593.3157),(33 595.5387),(34 592.1923),(35 589.0684),(36 588.6625),(37 589.40594),(38 588.61597),(39 592.6496),(40 603.7511),(41 607.2272),(42 608.3738),(43 620.2034),(44 629.1406),(45 636.1407),(46 643.88776),(47 652.26556),(48 661.39795),(49 658.446),(50 662.4364),(51 662.6784),(52 662.80145),(53 661.3575),(54 655.81726),(55 655.66077),(56 649.09283),(57 644.9002),(58 656.4387),(59 646.73206),(60 648.74054),(61 643.6056),(62 642.0099),(63 645.11334),(64 645.8524),(65 646.01227),(66 644.2411),(67 638.2166),(68 639.5844),(69 641.2587),(70 636.597),(71 638.7245),(72 633.942),(73 647.4369),(74 649.0487),(75 652.3741),(76 652.2852),(77 654.7969),(78 658.05066),(79 655.95074),
(1 249.52632),(2 334.17264),(3 387.75223),(4 419.33365),(5 453.37823),(6 474.78076),(7 493.12436),(8 509.16092),(9 521.3832),(10 530.66455),(11 540.23663),(12 554.1729),(13 569.4717),(14 573.74634),(15 575.9851),(16 577.443),(17 576.6433),(18 585.55054),(19 585.96326),(20 582.05255),(21 582.96405),(22 588.324),(23 584.9556),(24 580.92737),(25 580.93726),(26 579.57184),(27 579.5769),(28 590.022),(29 578.1476),(30 579.82355),(31 580.2526),(32 583.90265),(33 578.892),(34 574.38763),(35 573.6438),(36 571.34503),(37 580.6217),(38 579.9827),(39 590.1529),(40 591.42926),(41 591.4657),(42 595.7524),(43 605.5923),(44 615.6719),(45 619.0939),(46 625.92554),(47 638.0274),(48 649.7079),(49 649.8098),(50 657.42487),(51 662.9546),(52 670.4868),(53 671.67737),(54 662.98267),(55 655.8202),(56 653.2572),(57 650.1989),(58 647.397),(59 638.23737),(60 631.07166),(61 623.7711),(62 619.62946),(63 622.2218),(64 624.0192),(65 622.97675),(66 627.8867),(67 628.6929),(68 637.49365),(69 640.40717),(70 644.5352),(71 650.24146),(72 646.2822),(73 661.2557),(74 658.57263),(75 659.6635),(76 661.8492),(77 665.1592),(78 668.4188),(79 670.49493),
(1 245.40993),(2 330.53757),(3 381.16364),(4 412.03192),(5 439.4092),(6 457.80582),(7 474.84937),(8 489.7932),(9 504.0398),(10 510.92148),(11 519.7637),(12 526.6291),(13 545.6843),(14 551.1026),(15 553.9127),(16 560.28253),(17 562.4085),(18 570.0081),(19 574.81934),(20 570.5808),(21 568.4588),(22 572.0047),(23 560.7425),(24 562.4033),(25 565.0812),(26 562.6584),(27 562.77203),(28 573.0707),(29 568.4606),(30 566.034),(31 562.9267),(32 569.1578),(33 564.0622),(34 560.48065),(35 550.8049),(36 549.1542),(37 550.34674),(38 545.2443),(39 552.93884),(40 559.97046),(41 562.7845),(42 570.12854),(43 581.3084),(44 588.5112),(45 593.90784),(46 604.7186),(47 617.2942),(48 628.5291),(49 629.55194),(50 630.3794),(51 637.00543),(52 640.8443),(53 646.31946),(54 644.05237),(55 641.9032),(56 638.69116),(57 631.0296),(58 630.6114),(59 617.8721),(60 613.5032),(61 609.6096),(62 602.6175),(63 598.82996),(64 594.4938),(65 595.53735),(66 596.84937),(67 600.768),(68 606.36505),(69 605.9024),(70 616.39484),(71 617.9007),(72 617.34906),(73 629.6725),(74 624.3696),(75 630.2496),(76 629.1138),(77 629.0412),(78 623.7371),(79 619.3762),
(1 241.93216),(2 323.03247),(3 369.2866),(4 399.19562),(5 427.00946),(6 447.44107),(7 464.8584),(8 479.80017),(9 494.14267),(10 496.86365),(11 509.26303),(12 515.59436),(13 525.21484),(14 533.76984),(15 530.858),(16 540.0018),(17 542.5133),(18 544.714),(19 547.49805),(20 545.88763),(21 546.52563),(22 549.1112),(23 544.96735),(24 546.49066),(25 552.78845),(26 549.5057),(27 552.96075),(28 567.32367),(29 561.44794),(30 560.8348),(31 561.60913),(32 567.38324),(33 563.6625),(34 561.6637),(35 557.84485),(36 559.60913),(37 557.9611),(38 556.9502),(39 560.0677),(40 560.036),(41 567.36536),(42 571.49304),(43 582.20544),(44 594.9746),(45 597.93396),(46 602.3441),(47 606.8925),(48 615.1274),(49 612.009),(50 611.9275),(51 609.8673),(52 615.93536),(53 616.9391),(54 614.5677),(55 614.05286),(56 606.66675),(57 597.64594),(58 600.9895),(59 589.3638),(60 583.52246),(61 576.8189),(62 571.7157),(63 573.87256),(64 566.4218),(65 568.14545),(66 567.9401),(67 572.82135),(68 577.9421),(69 584.66345),(70 584.8825),(71 584.10046),(72 580.6958),(73 596.1863),(74 591.7767),(75 590.3281),(76 589.80194),(77 590.0989),(78 590.8948),(79 584.44867),
(1 239.17426),(2 317.80695),(3 366.55417),(4 400.19504),(5 424.31165),(6 446.2559),(7 460.33762),(8 478.45892),(9 491.45145),(10 498.16663),(11 507.24707),(12 513.9739),(13 529.1342),(14 534.7348),(15 541.2129),(16 543.6491),(17 544.7106),(18 546.0486),(19 544.8719),(20 542.247),(21 536.40875),(22 539.29156),(23 544.3211),(24 544.06335),(25 549.5061),(26 551.76),(27 554.13947),(28 563.0302),(29 555.95483),(30 558.6984),(31 555.86426),(32 556.4121),(33 552.2497),(34 549.49304),(35 546.69385),(36 551.03424),(37 548.6546),(38 550.1113),(39 548.9365),(40 552.55676),(41 557.52563),(42 564.2148),(43 573.0344),(44 581.7837),(45 587.8016),(46 593.0915),(47 602.49335),(48 611.9995),(49 609.635),(50 610.2643),(51 610.09235),(52 610.33417),(53 611.8372),(54 612.2446),(55 608.8103),(56 602.62354),(57 597.08124),(58 602.9659),(59 590.2992),(60 586.77),(61 583.37585),(62 582.50055),(63 586.6776),(64 583.92944),(65 585.80865),(66 586.82263),(67 593.7386),(68 600.5163),(69 600.17114),(70 598.0889),(71 596.5596),(72 590.93024),(73 604.99347),(74 599.2661),(75 594.96216),(76 592.11127),(77 594.23145),(78 591.82135),(79 594.5022),
(1 235.29834),(2 314.55954),(3 359.34418),(4 389.4098),(5 406.87906),(6 427.222),(7 445.4051),(8 459.7194),(9 473.54156),(10 480.16235),(11 487.24344),(12 493.35352),(13 509.67368),(14 514.2887),(15 517.1442),(16 522.0641),(17 523.91254),(18 536.31525),(19 539.5122),(20 539.8423),(21 537.23987),(22 541.2843),(23 537.0651),(24 537.3222),(25 543.80597),(26 546.5318),(27 549.32745),(28 559.8304),(29 549.7442),(30 549.5432),(31 546.6637),(32 550.11975),(33 546.90063),(34 544.5469),(35 541.49146),(36 541.4233),(37 541.7358),(38 537.781),(39 541.0716),(40 545.89594),(41 553.00696),(42 557.12585),(43 576.2777),(44 576.1322),(45 582.6),(46 584.7998),(47 592.9941),(48 603.1697),(49 605.1945),(50 610.09314),(51 609.88055),(52 610.27985),(53 617.2999),(54 613.9598),(55 612.105),(56 609.3687),(57 610.4962),(58 613.71155),(59 604.5737),(60 603.02814),(61 597.86536),(62 599.2091),(63 601.92944),(64 596.8384),(65 599.5788),(66 605.26105),(67 609.0609),(68 612.8888),(69 617.86847),(70 627.8931),(71 635.20996),(72 637.8551),(73 652.18146),(74 648.6448),(75 648.7911),(76 645.7684),(77 649.06085),(78 646.93097),(79 649.47504),
