1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64424.566),(2 46810.25),(3 150444.25),(4 163641.19),(5 301239.63),(6 348006.53),(7 513321.03),(8 578696.7),(9 762184.5),(10 847126.25),(11 1056926.6),(12 1178836.6),(13 1438631.5),(14 1589946.4),(15 1862846.1),(16 2013388.4),(17 2280527.3),(18 2444845),(19 2750047.8),(20 2940785.3),(21 3264361.8),(22 3481278),(23 3822666.8),(24 4021017.3),(25 4384136),(26 4621415.5),(27 4983195),(28 5205844),(29 5575669.5),(30 5795688),(31 6158955.5),(32 6347427.5),(33 6643653.5),(34 6778850.5),(35 7052444.5),(36 7252553.5),(37 7627543.5),(38 7878418.5),(39 8296701.5),(40 8540268),(41 8916999),(42 9133723),(43 9493053),(44 9683373),(45 10016775),(46 10176464),(47 10428219),(48 10529736),(49 10771721),(50 10872699),(51 11092064),(52 11198136),(53 11462117),(54 11585027),(55 11808359),(56 11860773),(57 12021409),(58 11980557),(59 12043187),(60 11917364),(61 11902819),(62 11747356),(63 11775093),(64 11715701),(65 11769499),(66 11648780),(67 11707067),(68 11644600),(69 11718811),(70 11651695),(71 11699303),(72 11590477),(73 11619227),(74 11427821),(75 11368841),(76 11125243),(77 11078917),(78 10913943),(79 10934342),
(1 658.6588),(2 498.29034),(3 931.0572),(4 657.4743),(5 1057.9512),(6 749.0287),(7 1112.7081),(8 810.68414),(9 1184.0876),(10 861.27216),(11 1211.6329),(12 882.5299),(13 1240.1616),(14 907.3832),(15 1267.5945),(16 928.4499),(17 1278.29),(18 946.6245),(19 1287.0016),(20 954.8758),(21 1302.6371),(22 978.29724),(23 1307.5587),(24 968.66223),(25 1315.7361),(26 985.04047),(27 1330.5532),(28 993.28455),(29 1347.5328),(30 1007.19196),(31 1342.3317),(32 1000.49603),(33 1346.4784),(34 1013.73096),(35 1361.6758),(36 1037.7877),(37 1388.7147),(38 1060.6339),(39 1422.8422),(40 1074.968),(41 1424.1184),(42 1084.7931),(43 1429.7511),(44 1102.7284),(45 1456.8541),(46 1128.7136),(47 1484.9164),(48 1165.4335),(49 1525.4991),(50 1213.5948),(51 1563.7491),(52 1236.795),(53 1599.8737),(54 1281.1259),(55 1638.5908),(56 1324.519),(57 1690.4503),(58 1372.9868),(59 1740.9868),(60 1427.0554),(61 1804.5797),(62 1482.3954),(63 1863.0201),(64 1553.9147),(65 1925.4309),(66 1614.2134),(67 1969.2487),(68 1659.8611),(69 2034.0068),(70 1722.5287),(71 2102.679),(72 1792.2748),(73 2179.0042),(74 1881.7396),(75 2264.7927),(76 1968.5133),(77 2352.8196),(78 2059.169),(79 2421.8704),
(1 642.8492),(2 484.60663),(3 904.9777),(4 644.4856),(5 1023.505),(6 726.5387),(7 1082.6744),(8 781.16766),(9 1138.683),(10 836.4688),(11 1176.6339),(12 853.65875),(13 1198.9121),(14 883.3276),(15 1233.6063),(16 909.85767),(17 1250.3485),(18 937.287),(19 1274.611),(20 964.08856),(21 1307.4185),(22 973.9908),(23 1295.9672),(24 958.2525),(25 1288.5806),(26 966.28595),(27 1299.4021),(28 968.3331),(29 1305.0627),(30 982.0966),(31 1312.4694),(32 987.40735),(33 1334.0391),(34 1019.21027),(35 1350.2974),(36 1023.06165),(37 1363.3807),(38 1046.4165),(39 1391.9327),(40 1069.6182),(41 1403.5186),(42 1086.9968),(43 1424.5585),(44 1093.9585),(45 1438.9575),(46 1117.8735),(47 1451.5248),(48 1146.508),(49 1500.594),(50 1182.724),(51 1519.6415),(52 1206.8165),(53 1552.6478),(54 1252.1729),(55 1596.5482),(56 1289.4626),(57 1639.6958),(58 1340.0035),(59 1696.8275),(60 1388.1312),(61 1746.8612),(62 1449.3088),(63 1817.7449),(64 1513.9281),(65 1860.3167),(66 1569.9092),(67 1914.5972),(68 1609.2024),(69 1952.8969),(70 1656.6198),(71 2013.2532),(72 1710.2867),(73 2088.3604),(74 1795.0397),(75 2174.2466),(76 1885.106),(77 2252.056),(78 1965.7062),(79 2313.6355),
(1 656.4873),(2 477.09424),(3 905.9363),(4 623.3318),(5 1021.1691),(6 715.1664),(7 1083.0311),(8 770.4901),(9 1138.9922),(10 819.3146),(11 1173.9257),(12 840.7873),(13 1199.4398),(14 872.6617),(15 1223.5237),(16 883.552),(17 1240.9575),(18 904.7429),(19 1251.4684),(20 913.47766),(21 1271.336),(22 930.5809),(23 1262.7303),(24 921.8298),(25 1265.4055),(26 935.86993),(27 1273.154),(28 935.6903),(29 1285.8525),(30 954.8823),(31 1301.5371),(32 970.4476),(33 1327.0548),(34 996.1869),(35 1335.7637),(36 1002.28864),(37 1353.9291),(38 1025.7231),(39 1387.0598),(40 1047.002),(41 1402.7993),(42 1067.8893),(43 1414.3939),(44 1084.9874),(45 1434.8767),(46 1103.3396),(47 1441.5673),(48 1119.3651),(49 1488.8485),(50 1161.8357),(51 1516.5206),(52 1190.7946),(53 1564.4537),(54 1245.9415),(55 1601.3627),(56 1277.5111),(57 1652.115),(58 1327.4128),(59 1689.2639),(60 1369.8098),(61 1741.1333),(62 1422.0077),(63 1802.9452),(64 1495.9626),(65 1862.8934),(66 1545.064),(67 1907.8556),(68 1591.5148),(69 1961.2008),(70 1639.5541),(71 2008.671),(72 1704.3708),(73 2091.194),(74 1782.6204),(75 2162.7654),(76 1846.6697),(77 2237.6436),(78 1937.8937),(79 2317.6873),
(1 625.8724),(2 467.7503),(3 873.0273),(4 610.97076),(5 985.44116),(6 707.2538),(7 1050.5096),(8 765.70575),(9 1110.5123),(10 823.48334),(11 1148.0162),(12 851.47864),(13 1180.1584),(14 879.34607),(15 1211.0903),(16 900.35364),(17 1222.545),(18 917.7783),(19 1229.7675),(20 932.0496),(21 1255.585),(22 949.2714),(23 1256.3802),(24 950.5637),(25 1263.6696),(26 961.5914),(27 1276.5814),(28 968.961),(29 1287.1101),(30 974.8702),(31 1279.5868),(32 972.5724),(33 1298.1927),(34 1000.1734),(35 1314.6031),(36 1007.0612),(37 1311.8655),(38 1001.2565),(39 1331.2363),(40 1021.5376),(41 1344.7161),(42 1043.6194),(43 1358.329),(44 1053.1819),(45 1378.2871),(46 1078.4391),(47 1390.5648),(48 1106.9883),(49 1440.1792),(50 1152.3124),(51 1477.2517),(52 1171.0243),(53 1506.2456),(54 1213.0433),(55 1550.4773),(56 1266.2859),(57 1614.5007),(58 1329.5831),(59 1671.0166),(60 1391.9641),(61 1727.4691),(62 1434.7787),(63 1796.132),(64 1490.6143),(65 1825.302),(66 1543.9756),(67 1875.1422),(68 1580.8013),(69 1916.3696),(70 1617.3931),(71 1960.3113),(72 1676.6193),(73 2021.9314),(74 1749.8135),(75 2102.9414),(76 1827.7512),(77 2181.9128),(78 1911.3151),(79 2254.7397),
(1 637.7088),(2 458.8618),(3 885.6595),(4 616.13245),(5 1000.5782),(6 705.5803),(7 1065.8066),(8 762.8758),(9 1123.6421),(10 817.3247),(11 1158.5476),(12 846.83453),(13 1186.1521),(14 879.5915),(15 1223.8317),(16 896.12616),(17 1230.424),(18 908.67633),(19 1232.8302),(20 915.1975),(21 1251.8141),(22 922.8218),(23 1249.5242),(24 922.7412),(25 1247.394),(26 922.3998),(27 1258.4371),(28 937.2715),(29 1269.6752),(30 941.2567),(31 1263.1781),(32 942.2982),(33 1281.8627),(34 969.47943),(35 1292.8894),(36 968.46625),(37 1291.5166),(38 970.07434),(39 1307.2529),(40 996.94696),(41 1339.8778),(42 1024.3248),(43 1363.7048),(44 1053.4674),(45 1394.9801),(46 1079.7231),(47 1400.4269),(48 1089.0154),(49 1435.5715),(50 1123.5625),(51 1468.7728),(52 1147.3256),(53 1487.5273),(54 1173.3616),(55 1524.3624),(56 1220.0773),(57 1580.5552),(58 1276.2463),(59 1623.1342),(60 1318.5105),(61 1673.5675),(62 1379.1365),(63 1752.024),(64 1444.2938),(65 1785.416),(66 1468.8461),(67 1825.7957),(68 1524.0051),(69 1879.4595),(70 1566.8011),(71 1927.9321),(72 1628.3654),(73 1993.4435),(74 1701.4388),(75 2074.1042),(76 1784.5895),(77 2143.9075),(78 1859.9648),(79 2225.1123),
(1 642.0764),(2 459.51147),(3 879.9244),(4 601.65063),(5 979.1761),(6 679.7643),(7 1046.5217),(8 741.9607),(9 1089.6838),(10 786.5211),(11 1129.0988),(12 821.7722),(13 1159.2627),(14 840.6885),(15 1183.8892),(16 860.2427),(17 1192.9932),(18 870.09),(19 1196.234),(20 882.2673),(21 1211.0072),(22 886.7837),(23 1208.6459),(24 882.92474),(25 1210.8363),(26 887.67755),(27 1210.1198),(28 892.4805),(29 1227.3319),(30 904.5208),(31 1235.1901),(32 922.28955),(33 1256.5833),(34 943.43677),(35 1274.7084),(36 953.7382),(37 1284.1433),(38 972.89905),(39 1316.3257),(40 1004.556),(41 1350.2625),(42 1028.4207),(43 1368.7351),(44 1057.8595),(45 1408.6646),(46 1084.6588),(47 1404.8458),(48 1084.4519),(49 1448.6211),(50 1140.498),(51 1486.4807),(52 1160.2358),(53 1515.0354),(54 1204.007),(55 1570.303),(56 1262.7518),(57 1627.7646),(58 1332.1455),(59 1696.7102),(60 1388.3174),(61 1750.6035),(62 1448.5669),(63 1818.2457),(64 1508.18),(65 1882.7494),(66 1568.4603),(67 1924.3706),(68 1619.1876),(69 1981.42),(70 1656.6793),(71 2017.7617),(72 1720.8484),(73 2091.7598),(74 1787.1158),(75 2184.5986),(76 1892.8342),(77 2252.5015),(78 1958.1987),(79 2322.1248),
(1 613.195),(2 448.56842),(3 852.23883),(4 587.4707),(5 951.0198),(6 668.3503),(7 1010.03595),(8 731.35095),(9 1066.4324),(10 776.1908),(11 1097.5386),(12 796.14795),(13 1126.8046),(14 829.1669),(15 1157.9954),(16 843.20715),(17 1162.9403),(18 852.1883),(19 1162.8805),(20 857.30835),(21 1176.9625),(22 862.7009),(23 1168.8362),(24 861.9406),(25 1181.0674),(26 872.9868),(27 1191.357),(28 880.41315),(29 1200.4192),(30 888.5727),(31 1197.8267),(32 892.56195),(33 1220.0957),(34 916.7491),(35 1243.4547),(36 934.59125),(37 1253.2778),(38 947.9353),(39 1280.8262),(40 974.46185),(41 1301.8832),(42 997.52856),(43 1329.8982),(44 1031.7142),(45 1353.6495),(46 1047.079),(47 1369.4302),(48 1075.6503),(49 1415.0999),(50 1119.2374),(51 1441.7871),(52 1148.4603),(53 1483.5939),(54 1202.6453),(55 1540.3615),(56 1256.7501),(57 1595.0812),(58 1310.735),(59 1659.716),(60 1377.8849),(61 1723.2847),(62 1440.5756),(63 1794.0691),(64 1509.1136),(65 1859.3132),(66 1567.1287),(67 1904.9033),(68 1614.8169),(69 1952.7878),(70 1664.0383),(71 2001.5731),(72 1733.586),(73 2086.7551),(74 1813.1404),(75 2187.2773),(76 1924.4202),(77 2281.2537),(78 2007.3137),(79 2353.7998),
(1 617.0798),(2 442.91183),(3 850.70483),(4 591.3243),(5 967.50433),(6 679.38245),(7 1029.2461),(8 733.193),(9 1081.8737),(10 774.7664),(11 1110.8009),(12 800.88385),(13 1137.0409),(14 831.35925),(15 1168.0009),(16 846.90924),(17 1175.4681),(18 861.5704),(19 1187.8159),(20 870.55695),(21 1202.3824),(22 886.4546),(23 1199.6852),(24 872.2341),(25 1196.3942),(26 880.8774),(27 1204.2983),(28 880.3039),(29 1214.7957),(30 889.6928),(31 1215.3423),(32 905.5861),(33 1243.9028),(34 933.1915),(35 1256.9766),(36 933.77637),(37 1258.2825),(38 940.33813),(39 1278.4882),(40 969.2078),(41 1301.0542),(42 994.5575),(43 1316.3604),(44 1013.212),(45 1342.0133),(46 1021.3151),(47 1351.3195),(48 1056.2234),(49 1404.8917),(50 1108.6476),(51 1435.1213),(52 1124.1395),(53 1454.8856),(54 1151.8043),(55 1496.9402),(56 1193.2877),(57 1543.6636),(58 1251.458),(59 1592.2806),(60 1299.3145),(61 1636.6503),(62 1331.0883),(63 1687.2926),(64 1396.3126),(65 1738.3019),(66 1427.3615),(67 1755.6869),(68 1445.304),(69 1796.0498),(70 1493.0944),(71 1836.442),(72 1553.1115),(73 1911.1683),(74 1618.3176),(75 1968.064),(76 1695.2292),(77 2047.1213),(78 1766.732),(79 2114.7498),
(1 605.4767),(2 436.0432),(3 830.9107),(4 574.2432),(5 943.0368),(6 660.9056),(7 1015.21405),(8 729.47687),(9 1060.3594),(10 759.8482),(11 1082.1572),(12 772.7739),(13 1099.2653),(14 799.7754),(15 1128.586),(16 819.0688),(17 1142.8628),(18 834.1059),(19 1142.5573),(20 839.0191),(21 1161.7955),(22 859.1273),(23 1160.7861),(24 856.30273),(25 1170.6578),(26 867.6981),(27 1178.3312),(28 879.51685),(29 1195.0844),(30 884.85547),(31 1195.0404),(32 887.7616),(33 1219.9783),(34 914.5227),(35 1225.5494),(36 909.9395),(37 1226.4202),(38 919.9442),(39 1249.4833),(40 946.74493),(41 1278.0471),(42 980.0872),(43 1291.6505),(44 987.4383),(45 1305.9749),(46 1003.96594),(47 1316.1355),(48 1030.2258),(49 1361.2938),(50 1073.5375),(51 1395.4574),(52 1104.1119),(53 1430.1053),(54 1135.5068),(55 1462.4171),(56 1175.4901),(57 1505.0889),(58 1223.4413),(59 1552.832),(60 1259.1549),(61 1594.1613),(62 1306.7411),(63 1650.6007),(64 1364.479),(65 1689.2395),(66 1392.4432),(67 1728.3485),(68 1434.5632),(69 1763.213),(70 1476.8265),(71 1814.6055),(72 1551.2634),(73 1892.2983),(74 1612.771),(75 1960.4971),(76 1697.1904),(77 2022.9424),(78 1752.1128),(79 2082.51),
(1 602.59863),(2 431.25305),(3 815.4466),(4 550.9475),(5 914.0447),(6 634.4749),(7 972.49976),(8 684.223),(9 1024.7604),(10 721.6507),(11 1041.0914),(12 732.26154),(13 1055.0696),(14 755.04956),(15 1085.3724),(16 764.9973),(17 1090.4161),(18 783.1382),(19 1095.2568),(20 788.30084),(21 1112.776),(22 804.10675),(23 1116.7506),(24 798.20795),(25 1116.4518),(26 810.35284),(27 1138.1698),(28 826.29987),(29 1141.5814),(30 833.0368),(31 1156.275),(32 841.39014),(33 1176.998),(34 876.13983),(35 1188.6552),(36 875.9333),(37 1202.8905),(38 901.0407),(39 1236.0137),(40 927.2433),(41 1258.302),(42 956.6862),(43 1277.2645),(44 977.41766),(45 1307.2518),(46 999.976),(47 1311.1106),(48 1026.2992),(49 1362.0641),(50 1065.0758),(51 1391.5281),(52 1089.0974),(53 1422.0349),(54 1130.8695),(55 1453.5452),(56 1159.6825),(57 1488.2188),(58 1200.4534),(59 1527.3022),(60 1231.7955),(61 1573.5071),(62 1289.2928),(63 1626.8567),(64 1341.2983),(65 1675.4779),(66 1382.8308),(67 1715.6738),(68 1432.098),(69 1757.6635),(70 1461.6155),(71 1797.0868),(72 1510.1455),(73 1851.1433),(74 1574.287),(75 1912.214),(76 1644.2113),(77 1978.1724),(78 1700.1855),(79 2040.4025),
(1 597.20026),(2 416.80014),(3 802.57916),(4 538.7875),(5 895.1407),(6 611.9658),(7 953.1441),(8 675.19324),(9 1003.8221),(10 703.90875),(11 1028.4628),(12 736.08295),(13 1064.3285),(14 771.9778),(15 1102.7743),(16 788.02344),(17 1107.7935),(18 812.32324),(19 1126.5914),(20 818.1523),(21 1141.044),(22 835.86194),(23 1142.2465),(24 828.00366),(25 1145.4766),(26 839.9569),(27 1154.8896),(28 846.0763),(29 1164.9474),(30 860.8034),(31 1180.8474),(32 870.10645),(33 1209.0748),(34 908.1383),(35 1219.9835),(36 901.01294),(37 1229.2001),(38 926.7514),(39 1258.6691),(40 954.1501),(41 1277.8684),(42 977.54144),(43 1299.1178),(44 992.0639),(45 1322.0336),(46 1013.59894),(47 1337.8577),(48 1052.5048),(49 1390.7545),(50 1080.4216),(51 1410.5115),(52 1101.7997),(53 1448.3727),(54 1144.708),(55 1477.1754),(56 1173.8063),(57 1521.4232),(58 1219.3772),(59 1554.2258),(60 1257.48),(61 1595.8395),(62 1298.7263),(63 1644.8436),(64 1346.2859),(65 1682.7002),(66 1382.4856),(67 1715.4404),(68 1420.3212),(69 1765.1315),(70 1457.7582),(71 1808.9226),(72 1508.8268),(73 1862.0338),(74 1576.0682),(75 1929.7418),(76 1647.298),(77 1993.145),(78 1705.8059),(79 2051.2646),
(1 579.5108),(2 413.2862),(3 783.7205),(4 530.24365),(5 882.7793),(6 609.6014),(7 934.6612),(8 661.93634),(9 976.5031),(10 693.52576),(11 997.02026),(12 712.6343),(13 1026.6415),(14 747.6974),(15 1053.6766),(16 757.1145),(17 1066.3547),(18 773.3897),(19 1072.0598),(20 785.6812),(21 1093.5503),(22 802.82837),(23 1093.8822),(24 802.44977),(25 1106.2534),(26 816.79584),(27 1115.2655),(28 818.9939),(29 1117.706),(30 822.0121),(31 1121.7601),(32 826.0016),(33 1129.7139),(34 842.6089),(35 1144.055),(36 852.2045),(37 1157.9738),(38 867.3176),(39 1180.9226),(40 893.6882),(41 1203.7314),(42 918.5962),(43 1222.8969),(44 936.9788),(45 1235.8914),(46 948.4933),(47 1260.449),(48 977.08563),(49 1291.3531),(50 1003.26556),(51 1324.0221),(52 1033.7806),(53 1346.706),(54 1069.0288),(55 1389.4784),(56 1109.8015),(57 1440.156),(58 1159.484),(59 1485.9501),(60 1198.6195),(61 1521.2023),(62 1242.937),(63 1576.4393),(64 1295.1869),(65 1608.6473),(66 1333.4469),(67 1654.9718),(68 1370.409),(69 1696.5735),(70 1408.4772),(71 1731.1145),(72 1457.1709),(73 1795.729),(74 1516.722),(75 1870.5059),(76 1584.7242),(77 1918.6539),(78 1653.5121),(79 1983.4072),
(1 583.17944),(2 412.8402),(3 794.0892),(4 540.8019),(5 896.2995),(6 626.7635),(7 958.0419),(8 680.9384),(9 1003.55396),(10 710.9904),(11 1019.4444),(12 725.35126),(13 1036.7085),(14 749.9512),(15 1064.6586),(16 766.8015),(17 1080.1514),(18 789.24524),(19 1086.3931),(20 793.777),(21 1103.8862),(22 808.8515),(23 1103.9451),(24 803.51935),(25 1113.2694),(26 814.1223),(27 1123.9294),(28 823.31824),(29 1136.4923),(30 826.87866),(31 1136.088),(32 843.0615),(33 1156.4463),(34 859.8361),(35 1177.5552),(36 868.82886),(37 1182.96),(38 883.1144),(39 1213.9379),(40 919.4886),(41 1237.7769),(42 937.0033),(43 1240.127),(44 946.22687),(45 1267.854),(46 973.2562),(47 1283.7267),(48 983.4658),(49 1314.9292),(50 1011.0175),(51 1335.0739),(52 1045.3789),(53 1360.1355),(54 1067.9779),(55 1385.0605),(56 1094.0016),(57 1423.8624),(58 1135.8248),(59 1458.529),(60 1173.0984),(61 1495.2847),(62 1205.0267),(63 1539.8773),(64 1250.4883),(65 1567.6627),(66 1276.8954),(67 1588.9229),(68 1297.8271),(69 1616.8102),(70 1329.2317),(71 1647.4672),(72 1365.4216),(73 1696.8799),(74 1413.8588),(75 1752.9668),(76 1478.841),(77 1815.8252),(78 1538.4037),(79 1877.2308),
(1 577.9088),(2 402.80493),(3 781.8775),(4 528.60785),(5 878.59064),(6 611.98944),(7 945.2514),(8 667.46967),(9 994.8903),(10 702.46484),(11 1020.2721),(12 727.52423),(13 1044.7845),(14 762.26984),(15 1077.6559),(16 780.40875),(17 1097.6399),(18 799.9355),(19 1102.9661),(20 804.264),(21 1116.4454),(22 818.17944),(23 1126.0444),(24 822.231),(25 1131.8402),(26 828.1964),(27 1132.738),(28 836.1125),(29 1145.2639),(30 838.86194),(31 1144.1682),(32 842.68726),(33 1158.0348),(34 860.8041),(35 1174.5919),(36 867.14667),(37 1177.8751),(38 878.70087),(39 1204.5354),(40 913.4566),(41 1235.0192),(42 935.84015),(43 1250.2567),(44 945.4869),(45 1261.3278),(46 953.4826),(47 1270.3563),(48 984.88446),(49 1307.782),(50 1020.0802),(51 1334.3706),(52 1042.2131),(53 1358.9674),(54 1058.5977),(55 1376.6757),(56 1088.9817),(57 1418.4131),(58 1126.0055),(59 1458.8828),(60 1165.8901),(61 1489.5874),(62 1193.7157),(63 1529.4893),(64 1235.9008),(65 1560.2568),(66 1257.7212),(67 1578.3052),(68 1286.3303),(69 1618.6943),(70 1314.2313),(71 1649.6743),(72 1364.4835),(73 1703.9403),(74 1403.2379),(75 1756.6847),(76 1470.0038),(77 1812.2075),(78 1531.4972),(79 1861.5078),
(1 580.04254),(2 391.93948),(3 771.3534),(4 515.41644),(5 878.81116),(6 593.85114),(7 931.39197),(8 648.2212),(9 982.95776),(10 679.771),(11 997.25867),(12 703.7129),(13 1030.7179),(14 739.65344),(15 1056.0662),(16 757.87146),(17 1076.1501),(18 783.1776),(19 1093.9906),(20 793.084),(21 1107.1135),(22 801.2865),(23 1109.3345),(24 802.66943),(25 1114.5402),(26 809.91364),(27 1120.6201),(28 813.3756),(29 1117.0961),(30 810.72064),(31 1116.1389),(32 808.49066),(33 1126.8287),(34 826.3941),(35 1142.2867),(36 836.3645),(37 1148.9954),(38 850.5755),(39 1175.357),(40 875.2932),(41 1197.0884),(42 894.8456),(43 1214.938),(44 913.78656),(45 1224.5198),(46 919.05084),(47 1235.2885),(48 940.9826),(49 1262.7368),(50 971.9521),(51 1279.0895),(52 986.1891),(53 1295.5238),(54 996.6095),(55 1314.9485),(56 1019.4593),(57 1343.2485),(58 1065.7593),(59 1386.2789),(60 1089.1664),(61 1414.8268),(62 1121.8547),(63 1443.0172),(64 1151.8704),(65 1472.0391),(66 1173.8369),(67 1491.8242),(68 1198.064),(69 1526.3987),(70 1234.099),(71 1559.172),(72 1279.3088),(73 1608.6692),(74 1322.6052),(75 1660.661),(76 1380.9014),(77 1715.1741),(78 1438.1388),(79 1760.8308),
(1 558.571),(2 385.3836),(3 747.7248),(4 500.65967),(5 834.6194),(6 571.1583),(7 885.55585),(8 613.6668),(9 928.26587),(10 640.51904),(11 943.7753),(12 667.66833),(13 965.0826),(14 683.41644),(15 989.02234),(16 702.3908),(17 1001.63525),(18 717.222),(19 1020.5307),(20 739.91394),(21 1039.0913),(22 754.67175),(23 1052.545),(24 752.31195),(25 1046.9869),(26 752.5648),(27 1054.3531),(28 762.48987),(29 1055.4027),(30 768.57684),(31 1063.6703),(32 775.4335),(33 1077.6067),(34 801.17474),(35 1098.2288),(36 811.6295),(37 1114.0413),(38 828.23047),(39 1134.2235),(40 856.2568),(41 1159.7902),(42 871.95764),(43 1166.2994),(44 885.0667),(45 1190.7133),(46 906.3098),(47 1208.2556),(48 932.31537),(49 1239.0803),(50 960.53156),(51 1266.6005),(52 993.6195),(53 1297.8165),(54 1009.0706),(55 1312.3264),(56 1030.4774),(57 1351.353),(58 1072.7186),(59 1385.1437),(60 1104.1581),(61 1413.0151),(62 1130.2555),(63 1450.367),(64 1176.3785),(65 1486.681),(66 1209.7863),(67 1517.9827),(68 1239.4265),(69 1546.2761),(70 1266.533),(71 1576.1857),(72 1311.6874),(73 1622.008),(74 1346.1058),(75 1669.1288),(76 1403.8188),(77 1719.5863),(78 1454.7512),(79 1765.7701),
