1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4227),(2 12260.28),(3 22544.678),(4 35212.76),(5 52423.49),(6 73015.62),(7 96162.445),(8 115786.48),(9 140758.25),(10 162555.42),(11 186896.75),(12 208331.75),(13 230735.7),(14 256192.5),(15 283088.9),(16 308637),(17 336819.66),(18 364290.84),(19 393047.13),(20 416576.6),(21 438883.9),(22 464702.1),(23 491865.16),(24 521970.6),(25 551530.06),(26 579979.44),(27 603645.94),(28 618900.44),(29 636839.1),(30 650770.5),(31 665647.56),(32 686438.3),(33 710347.3),(34 735359.5),(35 753415.2),(36 763393.8),(37 773232.3),(38 778389.7),(39 788112.06),(40 788213.7),(41 791347),(42 790494.25),(43 788872),(44 780994.8),(45 767211.7),(46 759508.5),(47 750006),(48 739001.75),(49 738852.5),(50 735924.3),(51 733935),(52 735684.94),(53 735159.44),(54 729921.94),(55 724827.25),(56 717128.5),(57 713014.7),(58 707834.06),(59 711618.25),(60 708650),(61 706656.75),(62 702633.2),(63 702901.44),(64 701704.06),(65 701690.8),(66 702661.3),(67 697774.3),(68 689194.7),(69 683645.3),(70 665535.56),(71 641528.56),(72 620796.7),(73 599134.8),(74 578475.3),(75 557942.4),(76 537731.3),(77 522725.34),(78 507633),(79 497592.6),
(1 721.1684),(2 1204.493),(3 1610.2401),(4 1850.7106),(5 2061.065),(6 2228.7925),(7 2384.0684),(8 2514.6052),(9 2640.1716),(10 2769.4148),(11 2884.752),(12 2979.7847),(13 3135.9412),(14 3265.5466),(15 3389.0906),(16 3449.6519),(17 3499.2036),(18 3570.9407),(19 3627.2412),(20 3677.652),(21 3711.113),(22 3745.83),(23 3801.6538),(24 3847.2273),(25 3889.7886),(26 3953.7944),(27 4016.83),(28 4092.5952),(29 4136.429),(30 4183.5786),(31 4217.757),(32 4252.4478),(33 4296.7075),(34 4328.6396),(35 4365.687),(36 4390.5376),(37 4405.5415),(38 4409.9893),(39 4421.203),(40 4439.5254),(41 4472.3154),(42 4467.344),(43 4411.8813),(44 4411.5283),(45 4421.88),(46 4428.236),(47 4426.236),(48 4439.836),(49 4470.648),(50 4477.034),(51 4519.6255),(52 4524.9873),(53 4525.701),(54 4540.2993),(55 4553.148),(56 4581.168),(57 4577.1914),(58 4578.705),(59 4586.9585),(60 4574.8477),(61 4559.482),(62 4561.414),(63 4581.3604),(64 4591.569),(65 4623.556),(66 4665.4463),(67 4677.692),(68 4711.9585),(69 4735.5034),(70 4743.489),(71 4746.9624),(72 4755.296),(73 4742.4272),(74 4735.7563),(75 4758.676),(76 4786.491),(77 4793.6274),(78 4802.5923),(79 4828.894),
(1 723.0228),(2 1186.5522),(3 1583.1652),(4 1823.0277),(5 2038.6047),(6 2219.0156),(7 2368.7214),(8 2496.964),(9 2617.8242),(10 2725.8938),(11 2825.6313),(12 2921.1208),(13 3069.3325),(14 3164.6587),(15 3302.7422),(16 3385.1948),(17 3441.9092),(18 3508.0042),(19 3558.3677),(20 3614.052),(21 3669.1792),(22 3703.1143),(23 3742.4297),(24 3791.779),(25 3839.019),(26 3877.597),(27 3931.332),(28 3976.4546),(29 4043.4353),(30 4113.5425),(31 4161.719),(32 4181.849),(33 4220.0825),(34 4246.768),(35 4265.5474),(36 4284.083),(37 4290.9883),(38 4302.602),(39 4321.1357),(40 4313.1104),(41 4334.776),(42 4354.967),(43 4329.621),(44 4331.6836),(45 4326.967),(46 4353.521),(47 4359.5693),(48 4390.9795),(49 4386.2754),(50 4397.8853),(51 4425.2305),(52 4415.953),(53 4443.863),(54 4450.4927),(55 4474.4507),(56 4483.4604),(57 4481.96),(58 4486.868),(59 4487.6416),(60 4480.8267),(61 4484.842),(62 4483.3535),(63 4511.488),(64 4505.761),(65 4504.6943),(66 4519.5996),(67 4549.415),(68 4579.822),(69 4596.1895),(70 4610.0117),(71 4619.093),(72 4626.426),(73 4617.146),(74 4619.466),(75 4648.7876),(76 4698.116),(77 4731.5547),(78 4774.8984),(79 4809.0845),
(1 706.09735),(2 1154.7238),(3 1542.2914),(4 1783.2179),(5 2000.8805),(6 2191.9526),(7 2354.7917),(8 2496.2),(9 2638.572),(10 2764.2224),(11 2880.133),(12 2985.095),(13 3152.151),(14 3269.5068),(15 3381.8213),(16 3425.4236),(17 3471.7163),(18 3523.7566),(19 3578.4111),(20 3620.8584),(21 3679.2542),(22 3716.3074),(23 3753.0437),(24 3781.0403),(25 3803.5896),(26 3835.082),(27 3853.3792),(28 3871.075),(29 3910.753),(30 3956.1394),(31 3994.6453),(32 4030.3806),(33 4062.278),(34 4083.7483),(35 4106.496),(36 4123.0933),(37 4128.0244),(38 4118.3813),(39 4134.726),(40 4128.526),(41 4152.3716),(42 4154.4253),(43 4168.933),(44 4185.7393),(45 4190.5444),(46 4202.8667),(47 4193.659),(48 4207.3223),(49 4220.296),(50 4255.044),(51 4317.3833),(52 4351.754),(53 4399.4434),(54 4403.4995),(55 4426.304),(56 4442.6206),(57 4462.756),(58 4462.762),(59 4475.514),(60 4503.4414),(61 4534.324),(62 4547.468),(63 4580.043),(64 4596.694),(65 4593.5444),(66 4606.112),(67 4640.07),(68 4652.453),(69 4684.2173),(70 4706.6455),(71 4719.711),(72 4730.9937),(73 4705.902),(74 4699.277),(75 4704.678),(76 4734.1455),(77 4741.8867),(78 4765.951),(79 4793.2725),
(1 695.94995),(2 1135.9434),(3 1518.4222),(4 1745.9205),(5 1952.7977),(6 2143.725),(7 2314.204),(8 2463.6016),(9 2602.0203),(10 2727.38),(11 2809.7664),(12 2904.2676),(13 3060.236),(14 3148.411),(15 3254.4727),(16 3308.6802),(17 3382.721),(18 3429.4854),(19 3492.317),(20 3531.5525),(21 3596.4326),(22 3640.6877),(23 3700.9858),(24 3728.9436),(25 3769.8252),(26 3804.1335),(27 3837.6816),(28 3814.222),(29 3830.5686),(30 3846.737),(31 3856.1318),(32 3888.7117),(33 3901.698),(34 3911.6248),(35 3929.857),(36 3952.2502),(37 3982.014),(38 4005.0347),(39 4034.6245),(40 4044.782),(41 4045.0264),(42 4045.7473),(43 4084.102),(44 4096.181),(45 4103.64),(46 4117.224),(47 4128.966),(48 4135.653),(49 4155.4414),(50 4188.9404),(51 4219.344),(52 4226.3965),(53 4249.063),(54 4263.5303),(55 4267.7944),(56 4283.237),(57 4313.801),(58 4344.652),(59 4368.212),(60 4386.6816),(61 4411.597),(62 4430.181),(63 4464.4307),(64 4498.909),(65 4544.5327),(66 4586.529),(67 4610.786),(68 4640.377),(69 4668.9424),(70 4680.193),(71 4715.3394),(72 4728.794),(73 4678.719),(74 4678.093),(75 4680.13),(76 4683.9404),(77 4680.4214),(78 4675.488),(79 4663.714),
(1 697.63367),(2 1149.0676),(3 1524.881),(4 1741.3011),(5 1945.7954),(6 2111.479),(7 2274.9604),(8 2417.0366),(9 2574.0505),(10 2682.8674),(11 2778.7734),(12 2857.8132),(13 3018.2942),(14 3093.543),(15 3209.9983),(16 3258.0066),(17 3321.4504),(18 3382.958),(19 3446.7625),(20 3494.0542),(21 3540.932),(22 3571.4038),(23 3603.1753),(24 3619.014),(25 3654.9907),(26 3691.164),(27 3715.1921),(28 3741.2134),(29 3756.625),(30 3789.8386),(31 3829.3462),(32 3878.665),(33 3912.4673),(34 3926.932),(35 3953.4314),(36 3978.9302),(37 4007.913),(38 4031.6965),(39 4085.059),(40 4100.869),(41 4113.245),(42 4120.092),(43 4136.9727),(44 4138.692),(45 4134.209),(46 4138.482),(47 4161.428),(48 4174.1543),(49 4158.927),(50 4155.6743),(51 4168.485),(52 4162.262),(53 4156.883),(54 4158.741),(55 4146.3594),(56 4140.3164),(57 4155.6826),(58 4170.015),(59 4156.87),(60 4140.922),(61 4145.3667),(62 4150.4688),(63 4190.4014),(64 4214.639),(65 4222.7637),(66 4244.177),(67 4267.6206),(68 4297.509),(69 4324.078),(70 4348.0176),(71 4372.866),(72 4377.866),(73 4382.8755),(74 4392.046),(75 4406.1274),(76 4425.342),(77 4453.9097),(78 4474.5366),(79 4499.3003),
(1 688.86896),(2 1124.1127),(3 1496.8916),(4 1710.922),(5 1925.7002),(6 2094.4673),(7 2244.211),(8 2393.4888),(9 2545.3406),(10 2671.6538),(11 2793.8884),(12 2875.2778),(13 3033.756),(14 3141.2275),(15 3248.228),(16 3293.8064),(17 3353.8816),(18 3409.8638),(19 3463.5679),(20 3513.4377),(21 3579.1082),(22 3602.0415),(23 3635.1326),(24 3675.3567),(25 3712.3406),(26 3738.474),(27 3764.2507),(28 3797.1863),(29 3821.5974),(30 3860.0798),(31 3882.8984),(32 3930.9893),(33 3957.535),(34 3985.3066),(35 4006.4758),(36 4013.6082),(37 4022.3657),(38 4017.715),(39 4038.8132),(40 4039.7573),(41 4065.0642),(42 4095.252),(43 4083.2813),(44 4079.7568),(45 4075.7632),(46 4076.7813),(47 4090.3567),(48 4112.0796),(49 4118.928),(50 4113.2783),(51 4116.5317),(52 4136.5874),(53 4159.9204),(54 4158.216),(55 4165.308),(56 4174.7324),(57 4194.031),(58 4175.155),(59 4166.518),(60 4142.6807),(61 4135.646),(62 4134.743),(63 4140.494),(64 4150.6084),(65 4145.7905),(66 4149.42),(67 4161.7544),(68 4175.9204),(69 4203.4365),(70 4234.085),(71 4267.493),(72 4271.0684),(73 4283.7954),(74 4281.543),(75 4305.603),(76 4324.7065),(77 4339.6567),(78 4344.565),(79 4364.9253),
(1 683.92316),(2 1130.9097),(3 1499.5925),(4 1704.0831),(5 1904.356),(6 2079.008),(7 2234.043),(8 2357.2659),(9 2504.82),(10 2618.0457),(11 2726.665),(12 2807.4822),(13 2957.1733),(14 3051.674),(15 3142.8274),(16 3205.49),(17 3265.087),(18 3304.7056),(19 3351.8232),(20 3400.4238),(21 3459.4202),(22 3477.5232),(23 3496.2896),(24 3542.7678),(25 3590.0798),(26 3618.6433),(27 3652.2542),(28 3650.1162),(29 3684.6238),(30 3713.489),(31 3732.7942),(32 3758.6943),(33 3792.5269),(34 3823.6995),(35 3825.4346),(36 3844.9636),(37 3877.5286),(38 3869.1711),(39 3906.2131),(40 3915.1123),(41 3924.4028),(42 3963.9116),(43 3955.737),(44 3963.154),(45 3959.4895),(46 3957.4778),(47 3973.5938),(48 3973.9043),(49 3982.3508),(50 3973.9773),(51 4006.3054),(52 4009.6426),(53 4035.697),(54 4039.827),(55 4038.9207),(56 4068.3962),(57 4105.8994),(58 4082.4807),(59 4086.509),(60 4071.4731),(61 4085.1553),(62 4087.1208),(63 4081.4194),(64 4082.5876),(65 4112.9863),(66 4135.275),(67 4166.0645),(68 4193.786),(69 4213.173),(70 4241.1333),(71 4273.4053),(72 4281.447),(73 4271.947),(74 4278.3145),(75 4291.3564),(76 4309.998),(77 4337.8086),(78 4334.9624),(79 4344.084),
(1 670.00366),(2 1096.6255),(3 1435.1647),(4 1644.5159),(5 1825.8872),(6 1987.5809),(7 2137.6382),(8 2266.103),(9 2406.3572),(10 2521.7979),(11 2629.6848),(12 2719.4092),(13 2863.516),(14 2963.787),(15 3076.0251),(16 3138.218),(17 3187.72),(18 3238.3162),(19 3253.764),(20 3292.348),(21 3341.4539),(22 3375.6763),(23 3406.1565),(24 3447.3787),(25 3482.6436),(26 3520.3289),(27 3546.1477),(28 3579.1123),(29 3611.9607),(30 3633.369),(31 3670.9678),(32 3689.1384),(33 3726.865),(34 3752.055),(35 3781.389),(36 3783.5469),(37 3782.6145),(38 3794.047),(39 3827.4531),(40 3828.818),(41 3844.7349),(42 3865.965),(43 3872.5525),(44 3884.5757),(45 3886.7805),(46 3880.5544),(47 3892.4922),(48 3898.3167),(49 3906.3303),(50 3925.278),(51 3960.9521),(52 3976.4287),(53 3973.7095),(54 3972.8435),(55 3974.481),(56 4004.8833),(57 4022.019),(58 4036.4795),(59 4061.3142),(60 4070.1619),(61 4073.5017),(62 4084.9326),(63 4110.9697),(64 4127.1167),(65 4133.466),(66 4159.698),(67 4202.163),(68 4230.774),(69 4230.231),(70 4243.1353),(71 4235.556),(72 4251.963),(73 4252.6353),(74 4265.0503),(75 4291.222),(76 4329.6567),(77 4359.307),(78 4375.992),(79 4389.056),
(1 667.9886),(2 1101.7599),(3 1459.3909),(4 1680.7034),(5 1883.7319),(6 2062.2847),(7 2211.4695),(8 2350.336),(9 2498.7012),(10 2630.1711),(11 2754.914),(12 2838.6516),(13 2995.4036),(14 3080.9731),(15 3181.7644),(16 3246.8293),(17 3303.3088),(18 3361.9492),(19 3377.2388),(20 3394.4045),(21 3421.0698),(22 3438.537),(23 3478.66),(24 3518.6309),(25 3544.484),(26 3575.069),(27 3591.2583),(28 3602.1538),(29 3624.5066),(30 3638.8477),(31 3680.5164),(32 3676.3489),(33 3702.3748),(34 3704.3743),(35 3729.0493),(36 3732.584),(37 3733.615),(38 3733.0935),(39 3780.009),(40 3792.528),(41 3805.8057),(42 3797.0327),(43 3789.0134),(44 3791.5344),(45 3811.3123),(46 3823.8267),(47 3827.6743),(48 3835.5063),(49 3846.5535),(50 3883.11),(51 3926.6858),(52 3933.1611),(53 3938.2163),(54 3961.3442),(55 3965.5095),(56 3995.6584),(57 4021.58),(58 4016.4534),(59 4027.104),(60 4051.2192),(61 4064.1392),(62 4077.2678),(63 4104.044),(64 4132.8125),(65 4126.635),(66 4151.4224),(67 4176.126),(68 4192.587),(69 4197.6357),(70 4205.0967),(71 4211.4824),(72 4231.951),(73 4240.142),(74 4250.072),(75 4298.4795),(76 4327.809),(77 4353.6514),(78 4371.6924),(79 4406.8623),
(1 667.0408),(2 1085.229),(3 1413.1112),(4 1618.1266),(5 1793.9799),(6 1966.9111),(7 2124.339),(8 2265.2942),(9 2380.5044),(10 2497.6401),(11 2600.9697),(12 2694.8774),(13 2865.9155),(14 2953.713),(15 3052.9277),(16 3109.692),(17 3175.5256),(18 3208.4763),(19 3236.326),(20 3264.4412),(21 3306.1887),(22 3320.7673),(23 3368.9968),(24 3402.8948),(25 3431.8442),(26 3468.5674),(27 3505.9146),(28 3517.85),(29 3540.7983),(30 3563.8105),(31 3605.9583),(32 3641.0488),(33 3667.253),(34 3678.0977),(35 3704.0913),(36 3707.0894),(37 3719.0325),(38 3708.5132),(39 3726.171),(40 3737.6843),(41 3754.9348),(42 3766.046),(43 3749.8132),(44 3740.575),(45 3746.6045),(46 3743.1807),(47 3786.2327),(48 3788.0059),(49 3807.739),(50 3818.3127),(51 3866.6104),(52 3872.921),(53 3875.6091),(54 3889.0615),(55 3904.4546),(56 3923.2732),(57 3924.7717),(58 3927.7524),(59 3948.9346),(60 3945.4043),(61 3933.7893),(62 3918.1616),(63 3943.4773),(64 3929.81),(65 3928.5662),(66 3926.5977),(67 3926.5146),(68 3941.736),(69 3959.3608),(70 3961.1453),(71 3974.7563),(72 3990.0776),(73 3979.5747),(74 4001.7925),(75 4012.6345),(76 4018.9067),(77 4029.83),(78 4049.7107),(79 4082.842),
(1 655.4238),(2 1064.8418),(3 1407.0857),(4 1621.0237),(5 1804.428),(6 1957.8256),(7 2108.9807),(8 2218.9521),(9 2348.6614),(10 2457.5266),(11 2566.2407),(12 2666.8772),(13 2859.1746),(14 2957.6555),(15 3076.848),(16 3101.7507),(17 3158.8591),(18 3198.275),(19 3247.9136),(20 3277.4348),(21 3302.5474),(22 3329.568),(23 3359.3242),(24 3377.9736),(25 3427.5422),(26 3468.8755),(27 3525.1538),(28 3531.5796),(29 3559.9338),(30 3567.264),(31 3622.863),(32 3646.15),(33 3674.462),(34 3686.0076),(35 3703.947),(36 3699.581),(37 3692.5667),(38 3684.2356),(39 3693.3394),(40 3699.232),(41 3721.3154),(42 3740.0962),(43 3741.5522),(44 3753.7444),(45 3749.759),(46 3760.9478),(47 3782.339),(48 3783.1794),(49 3798.939),(50 3790.9673),(51 3821.8306),(52 3817.2969),(53 3837.6394),(54 3838.8718),(55 3857.6318),(56 3858.7795),(57 3852.7285),(58 3862.3542),(59 3881.7683),(60 3897.2656),(61 3900.3162),(62 3889.6438),(63 3914.52),(64 3957.423),(65 3969.6814),(66 3969.9065),(67 3974.3032),(68 3991.864),(69 4016.6572),(70 4045.6938),(71 4067.7441),(72 4072.314),(73 4073.4314),(74 4088.4595),(75 4120.7227),(76 4147.358),(77 4152.88),(78 4166.7856),(79 4179.5547),
(1 660.3342),(2 1070.8549),(3 1406.4183),(4 1618.0138),(5 1807.4469),(6 1966.3575),(7 2093.1714),(8 2214.0388),(9 2342.0708),(10 2451.5356),(11 2563.3892),(12 2653.328),(13 2807.206),(14 2889.9556),(15 2995.9253),(16 3042.4543),(17 3098.7808),(18 3128.1921),(19 3172.739),(20 3223.8057),(21 3247.737),(22 3282.388),(23 3294.3364),(24 3307.913),(25 3336.5298),(26 3355.5034),(27 3386.5854),(28 3386.9875),(29 3407.4675),(30 3419.9983),(31 3446.342),(32 3480.4468),(33 3504.4036),(34 3525.8862),(35 3556.8652),(36 3592.906),(37 3598.2764),(38 3614.58),(39 3636.1082),(40 3656.968),(41 3676.2454),(42 3691.6638),(43 3682.1445),(44 3691.869),(45 3684.6086),(46 3690.4255),(47 3710.6748),(48 3716.2756),(49 3726.4749),(50 3749.5127),(51 3792.6912),(52 3810.9333),(53 3829.5278),(54 3830.7842),(55 3840.0002),(56 3829.4714),(57 3847.5667),(58 3854.215),(59 3870.5557),(60 3896.5466),(61 3916.5708),(62 3942.9927),(63 3995.026),(64 4023.0833),(65 4042.6577),(66 4069.4294),(67 4101.2144),(68 4118.988),(69 4118.779),(70 4133.7427),(71 4143.159),(72 4147.1416),(73 4129.1265),(74 4142.1797),(75 4160.3447),(76 4179.0703),(77 4197.114),(78 4193.1567),(79 4203.8193),
(1 655.9893),(2 1063.7709),(3 1406.4645),(4 1626.7522),(5 1819.6702),(6 1975.415),(7 2120.0608),(8 2245.6042),(9 2359.012),(10 2481.612),(11 2580.6812),(12 2667.6182),(13 2803.6985),(14 2887.001),(15 2983.461),(16 3027.6426),(17 3063.0908),(18 3091.3843),(19 3136.6997),(20 3174.4727),(21 3205.6335),(22 3260.436),(23 3298.228),(24 3327.2122),(25 3350.1443),(26 3385.4033),(27 3453.636),(28 3486.5747),(29 3493.0364),(30 3526.48),(31 3540.6099),(32 3560.8416),(33 3574.7197),(34 3600.5603),(35 3601.0195),(36 3610.1365),(37 3618.2131),(38 3625.4937),(39 3638.7734),(40 3654.9307),(41 3677.921),(42 3694.985),(43 3677.973),(44 3680.172),(45 3671.7437),(46 3665.55),(47 3675.7642),(48 3693.1084),(49 3698.42),(50 3724.4382),(51 3749.114),(52 3775.3572),(53 3793.8384),(54 3823.4595),(55 3827.0908),(56 3840.7578),(57 3867.3323),(58 3889.737),(59 3899.6345),(60 3916.4978),(61 3939.1953),(62 3953.0015),(63 3998.2212),(64 4026.6777),(65 4055.5918),(66 4076.5313),(67 4122.254),(68 4157.4917),(69 4162.573),(70 4166.613),(71 4164.856),(72 4173.868),(73 4167.1167),(74 4171.0757),(75 4215.3716),(76 4237.89),(77 4242.7827),(78 4248.898),(79 4249.419),
(1 648.8339),(2 1053.508),(3 1382.245),(4 1585.2537),(5 1759.1697),(6 1896.2133),(7 2033.5394),(8 2152.7783),(9 2280.8865),(10 2396.5198),(11 2498.4712),(12 2564.9548),(13 2716.4521),(14 2790.2979),(15 2890.323),(16 2935.4497),(17 2984.2632),(18 3024.743),(19 3064.1455),(20 3088.317),(21 3139.0662),(22 3160.9036),(23 3185.1855),(24 3198.1626),(25 3220.338),(26 3243.8167),(27 3278.4814),(28 3283.359),(29 3299.0457),(30 3309.2625),(31 3322.3096),(32 3350.2642),(33 3371.6448),(34 3392.6433),(35 3391.0874),(36 3384.8467),(37 3386.9453),(38 3393.4182),(39 3408.6753),(40 3430.1348),(41 3451.591),(42 3478.6401),(43 3481.899),(44 3495.841),(45 3493.4834),(46 3505.042),(47 3510.9846),(48 3514.9072),(49 3522.4658),(50 3539.4575),(51 3563.4167),(52 3585.2898),(53 3591.495),(54 3615.7834),(55 3634.427),(56 3635.61),(57 3664.952),(58 3665.2637),(59 3676.4497),(60 3668.1692),(61 3695.5178),(62 3703.902),(63 3750.7766),(64 3772.241),(65 3788.2239),(66 3825.3994),(67 3865.7307),(68 3891.409),(69 3910.7053),(70 3916.333),(71 3934.5552),(72 3933.9624),(73 3928.7861),(74 3923.6167),(75 3955.2615),(76 3972.6284),(77 3990.4565),(78 4000.761),(79 4026.2454),
(1 626.2201),(2 1013.48785),(3 1322.089),(4 1511.8147),(5 1689.7744),(6 1835.9861),(7 1976.1804),(8 2093.0208),(9 2217.2815),(10 2332.0835),(11 2421.1255),(12 2493.1892),(13 2636.4402),(14 2701.8489),(15 2794.3582),(16 2843.0972),(17 2888.1563),(18 2924.853),(19 2954.87),(20 2983.3875),(21 3021.4739),(22 3042.5425),(23 3071.5051),(24 3085.7903),(25 3117.5964),(26 3148.5515),(27 3180.2817),(28 3215.9387),(29 3236.386),(30 3235.8594),(31 3256.5032),(32 3300.9744),(33 3338.0515),(34 3363.5479),(35 3379.8013),(36 3392.2673),(37 3411.878),(38 3429.8782),(39 3456.541),(40 3484.09),(41 3508.772),(42 3534.2),(43 3541.4558),(44 3564.8262),(45 3564.5176),(46 3570.6538),(47 3597.6348),(48 3614.6975),(49 3628.149),(50 3649.2646),(51 3681.1028),(52 3683.697),(53 3677.0679),(54 3694.9917),(55 3721.5542),(56 3751.2861),(57 3779.9138),(58 3798.4463),(59 3811.7288),(60 3819.2795),(61 3839.6545),(62 3876.3062),(63 3916.839),(64 3929.3826),(65 3934.4475),(66 3953.6707),(67 3962.5308),(68 3988.1182),(69 4018.913),(70 4029.8613),(71 4040.4692),(72 4032.722),(73 4025.8027),(74 4025.0623),(75 4054.5093),(76 4073.5244),(77 4086.3994),(78 4077.4092),(79 4106.8257),
(1 622.2882),(2 1006.09265),(3 1329.147),(4 1510.4556),(5 1680.1838),(6 1821.5394),(7 1942.8942),(8 2063.277),(9 2191.1648),(10 2301.4775),(11 2400.033),(12 2491.2085),(13 2619.339),(14 2693.9666),(15 2781.6943),(16 2840.6785),(17 2882.4094),(18 2922.1052),(19 2966.2336),(20 2999.214),(21 3028.4197),(22 3065.3809),(23 3096.155),(24 3114.1677),(25 3148.1082),(26 3178.238),(27 3218.1143),(28 3237.5674),(29 3257.365),(30 3260.8323),(31 3294.8145),(32 3334.3967),(33 3350.6423),(34 3362.7017),(35 3370.2847),(36 3392.6194),(37 3417.5056),(38 3440.464),(39 3470.4507),(40 3465.3865),(41 3492.605),(42 3495.7605),(43 3481.712),(44 3506.0193),(45 3522.2568),(46 3551.7834),(47 3572.0254),(48 3588.7114),(49 3597.8982),(50 3609.967),(51 3654.6335),(52 3653.0234),(53 3662.3079),(54 3688.3547),(55 3719.819),(56 3737.468),(57 3752.548),(58 3748.9453),(59 3738.2466),(60 3749.7236),(61 3757.2722),(62 3770.0479),(63 3817.193),(64 3811.8684),(65 3818.0605),(66 3804.8745),(67 3815.9365),(68 3823.1287),(69 3845.2126),(70 3852.8455),(71 3885.3442),(72 3877.896),(73 3847.7813),(74 3840.5466),(75 3845.9668),(76 3859.663),(77 3876.2405),(78 3885.0027),(79 3906.7727),
