1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78658.38),(2 285020.9),(3 578715.3),(4 930178),(5 1327069.4),(6 1733126.5),(7 2060157.6),(8 2335638.8),(9 2573455),(10 2690926.3),(11 2748424.3),(12 2751258.8),(13 2704342.3),(14 2626930.3),(15 2507774.3),(16 2390063.3),(17 2276850.8),(18 2192793.8),(19 2176364.3),(20 2241930.3),(21 2349741.8),(22 2512221.8),(23 2745081.3),(24 2982881.3),(25 3268496.8),(26 3575878),(27 3889716.8),(28 4182198),(29 4463160.5),(30 4738186.5),(31 5030920.5),(32 5359808),(33 5662698.5),(34 5943841.5),(35 6224478),(36 6496398.5),(37 6766868),(38 7007868),(39 7183348),(40 7335493.5),(41 7430408),(42 7462432.5),(43 7429371.5),(44 7460625.5),(45 7510826),(46 7567946),(47 7624510.5),(48 7627677.5),(49 7628163.5),(50 7603732),(51 7570298),(52 7499102.5),(53 7396762),(54 7244163.5),(55 7115297.5),(56 7013275.5),(57 6915303.5),(58 6860298.5),(59 6839676),(60 6908132),(61 6996766.5),(62 7227148.5),(63 7542209.5),(64 7995263.5),(65 8581874),(66 9395207),(67 10370343),(68 11455435),(69 12474003),(70 13659936),(71 14893312),(72 16088115),(73 17311530),(74 18677266),(75 20041932),(76 21390876),(77 22853040),(78 24280586),(79 25724768),
(1 1277.7449),(2 1370.4856),(3 1473.071),(4 1537.2882),(5 1497.0419),(6 1612.4312),(7 1524.8427),(8 1702.0219),(9 1644.1368),(10 1686.7465),(11 1723.3937),(12 1686.1687),(13 1772.6936),(14 1753.0442),(15 1770.495),(16 1795.6769),(17 1775.2701),(18 1819.6487),(19 1838.2351),(20 1820.6206),(21 1879.4792),(22 1891.8027),(23 1965.6736),(24 1927.1886),(25 2000.6719),(26 2009.8525),(27 2055.1367),(28 2110.7722),(29 2048.4597),(30 2121.3662),(31 2055.8252),(32 2163.8662),(33 2075.9265),(34 2163.6885),(35 2121.5195),(36 2141.5054),(37 2144.831),(38 2156.5547),(39 2171.0447),(40 2138.427),(41 2151.5454),(42 2140.0044),(43 2103.1167),(44 2098.947),(45 2048.4622),(46 2078.3),(47 2078.0234),(48 2028.5111),(49 2057.9226),(50 2030.5508),(51 2083.996),(52 2071.4722),(53 2067.7551),(54 2051.7349),(55 2079.834),(56 2078.2515),(57 2091.5576),(58 2069.2146),(59 2052.0828),(60 1971.3961),(61 1996.3269),(62 1953.3105),(63 1974.1849),(64 1935.3351),(65 1935.6931),(66 1919.4556),(67 1901.487),(68 1924.4069),(69 1886.9833),(70 1926.6395),(71 1862.7902),(72 1939.4381),(73 1895.6283),(74 1948.2),(75 1932.3284),(76 1945.9783),(77 1981.911),(78 1956.4457),(79 2028.0864),
(1 1233.0504),(2 1337.5807),(3 1440.127),(4 1496.1815),(5 1461.5637),(6 1602.8097),(7 1516.6056),(8 1652.3815),(9 1579.7947),(10 1627.9244),(11 1669.9962),(12 1639.1343),(13 1715.6404),(14 1678.6233),(15 1682.3405),(16 1721.648),(17 1701.5765),(18 1728.869),(19 1775.2603),(20 1749.9852),(21 1796.4545),(22 1779.1165),(23 1865.1476),(24 1833.3433),(25 1890.3672),(26 1875.7634),(27 1902.9038),(28 1948.7289),(29 1927.706),(30 1986.0139),(31 1940.5032),(32 1978.465),(33 1937.5367),(34 2007.0092),(35 1998.4413),(36 1968.6664),(37 1985.0555),(38 2009.109),(39 2031.8269),(40 1992.5675),(41 1991.3473),(42 2026.495),(43 1956.4447),(44 1970.2593),(45 1928.3093),(46 1951.2802),(47 1947.7699),(48 1916.6957),(49 1941.0048),(50 1909.4847),(51 1925.2056),(52 1926.345),(53 1943.7407),(54 1943.7502),(55 1946.0863),(56 1947.8304),(57 1967.292),(58 1954.1104),(59 1917.3458),(60 1866.7396),(61 1906.9633),(62 1853.379),(63 1888.52),(64 1855.1282),(65 1862.9423),(66 1866.2244),(67 1864.08),(68 1871.7214),(69 1863.8685),(70 1893.8955),(71 1868.0166),(72 1891.705),(73 1845.6609),(74 1895.4722),(75 1889.1055),(76 1867.722),(77 1918.629),(78 1892.666),(79 1949.7095),
(1 1263.4886),(2 1314.5713),(3 1415.729),(4 1468.4017),(5 1451.2112),(6 1595.2926),(7 1493.5176),(8 1636.3091),(9 1576.166),(10 1643.801),(11 1689.502),(12 1631.466),(13 1734.8439),(14 1687.0543),(15 1709.6843),(16 1722.6393),(17 1741.1581),(18 1743.3533),(19 1767.2565),(20 1771.8594),(21 1811.8085),(22 1796.3141),(23 1895.294),(24 1837.0698),(25 1910.2755),(26 1902.4565),(27 1948.1387),(28 1969.133),(29 1960.4952),(30 2006.0779),(31 1969.4998),(32 2011.6288),(33 1967.2247),(34 2039.6808),(35 2017.7733),(36 2014.111),(37 2021.7478),(38 2020.3387),(39 2036.3096),(40 2009.9857),(41 2014.5247),(42 2016.9236),(43 1978.1904),(44 1999.2229),(45 1961.0222),(46 1989.0355),(47 1954.9702),(48 1963.4926),(49 1958.1602),(50 1949.5452),(51 1967.8026),(52 1993.5878),(53 1975.5734),(54 2012.7062),(55 1980.8165),(56 2001.5022),(57 1969.4604),(58 1962.105),(59 1944.3441),(60 1877.5016),(61 1917.4357),(62 1851.6766),(63 1878.1143),(64 1842.8577),(65 1848.9144),(66 1856.6229),(67 1854.3334),(68 1889.811),(69 1872.08),(70 1890.5758),(71 1866.235),(72 1895.3884),(73 1862.9753),(74 1901.5287),(75 1867.3381),(76 1896.7449),(77 1880.9122),(78 1879.0874),(79 1914.0457),
(1 1204.8414),(2 1283.3334),(3 1356.3417),(4 1409.5287),(5 1391.2765),(6 1489.1853),(7 1387.645),(8 1550.9382),(9 1478.7859),(10 1526.4988),(11 1597.4896),(12 1536.8546),(13 1596.4891),(14 1574.3053),(15 1607.2808),(16 1607.5051),(17 1608.7869),(18 1633.0258),(19 1640.5782),(20 1646.7527),(21 1690.252),(22 1683.2574),(23 1764.7826),(24 1734.8838),(25 1772.7303),(26 1809.33),(27 1819.7808),(28 1874.8801),(29 1841.1394),(30 1864.5311),(31 1820.4491),(32 1896.001),(33 1848.7198),(34 1914.6708),(35 1870.9941),(36 1888.1116),(37 1910.213),(38 1895.9971),(39 1908.7837),(40 1901.2649),(41 1899.0718),(42 1892.7488),(43 1886.8395),(44 1896.5542),(45 1860.3595),(46 1849.1904),(47 1850.1775),(48 1866.9341),(49 1840.3662),(50 1854.0308),(51 1855.6459),(52 1864.5377),(53 1873.5559),(54 1901.8247),(55 1859.4501),(56 1873.2378),(57 1874.0624),(58 1842.869),(59 1816.4266),(60 1791.6106),(61 1828.2075),(62 1789.8163),(63 1821.828),(64 1783.6777),(65 1799.1553),(66 1789.2906),(67 1776.5737),(68 1806.819),(69 1771.0869),(70 1792.3293),(71 1769.2427),(72 1805.9655),(73 1768.7676),(74 1799.3469),(75 1782.5494),(76 1795.2736),(77 1804.5441),(78 1791.8771),(79 1810.0262),
(1 1205.5863),(2 1263.2343),(3 1371.7454),(4 1427.3586),(5 1392.5631),(6 1523.0098),(7 1407.2328),(8 1564.9625),(9 1521.7166),(10 1562.0066),(11 1611.7137),(12 1564.2798),(13 1614.9576),(14 1586.5361),(15 1606.2831),(16 1632.6125),(17 1631.1074),(18 1674.5723),(19 1651.0684),(20 1652.8076),(21 1733.2499),(22 1691.6909),(23 1797.1647),(24 1783.4486),(25 1816.0564),(26 1840.3616),(27 1871.8085),(28 1934.5088),(29 1888.6653),(30 1931.1364),(31 1917.5842),(32 1973.1364),(33 1927.9988),(34 1988.3075),(35 1952.4913),(36 1960.2705),(37 1971.8934),(38 1951.1605),(39 1977.0848),(40 1960.4036),(41 1952.9807),(42 1995.9567),(43 1959.2362),(44 1954.5032),(45 1914.4918),(46 1913.7947),(47 1890.8966),(48 1896.0548),(49 1897.817),(50 1889.7391),(51 1905.9119),(52 1911.2902),(53 1910.1161),(54 1927.1265),(55 1910.1704),(56 1889.3816),(57 1876.6945),(58 1883.6276),(59 1874.7981),(60 1835.1495),(61 1860.4417),(62 1767.8337),(63 1838.7407),(64 1798.5598),(65 1791.5795),(66 1774.8911),(67 1790.369),(68 1793.2747),(69 1775.6348),(70 1800.4246),(71 1772.7034),(72 1811.1821),(73 1761.2617),(74 1784.4587),(75 1791.1326),(76 1798.0131),(77 1812.7224),(78 1813.0049),(79 1859.5259),
(1 1153.0742),(2 1242.2611),(3 1317.0868),(4 1406.0177),(5 1372.174),(6 1473.241),(7 1363.5455),(8 1524.0369),(9 1448.159),(10 1482.9435),(11 1564.5667),(12 1516.1267),(13 1575.7388),(14 1536.439),(15 1551.2699),(16 1567.3103),(17 1583.2369),(18 1631.4995),(19 1625.9695),(20 1616.0952),(21 1669.8127),(22 1643.2012),(23 1705.3586),(24 1708.4025),(25 1751.8774),(26 1774.1034),(27 1771.9238),(28 1843.4634),(29 1788.1216),(30 1817.8502),(31 1801.5599),(32 1858.1863),(33 1831.7953),(34 1843.2476),(35 1855.9949),(36 1867.2952),(37 1872.8705),(38 1870.9011),(39 1875.6329),(40 1858.3048),(41 1879.0853),(42 1861.4617),(43 1866.1736),(44 1872.2185),(45 1838.2802),(46 1828.7594),(47 1817.9163),(48 1825.0001),(49 1805.4462),(50 1816.4922),(51 1836.0215),(52 1822.8818),(53 1827.9358),(54 1838.7435),(55 1846.1538),(56 1877.0537),(57 1840.419),(58 1820.9548),(59 1807.7693),(60 1801.5787),(61 1800.765),(62 1741.8048),(63 1772.2126),(64 1756.1294),(65 1759.9658),(66 1739.1779),(67 1752.9302),(68 1742.897),(69 1748.5828),(70 1761.1193),(71 1740.6934),(72 1782.0239),(73 1740.3068),(74 1756.0942),(75 1784.2386),(76 1776.1669),(77 1786.3235),(78 1765.658),(79 1805.1466),
(1 1131.4445),(2 1210.4615),(3 1309.5244),(4 1363.4344),(5 1355.9684),(6 1467.4066),(7 1339.0052),(8 1516.1036),(9 1425.3898),(10 1475.7036),(11 1544.2644),(12 1483.6797),(13 1573.0024),(14 1524.3318),(15 1557.5648),(16 1564.3757),(17 1595.1803),(18 1600.9586),(19 1574.6688),(20 1589.0911),(21 1643.699),(22 1623.0514),(23 1690.0577),(24 1678.0895),(25 1713.4406),(26 1732.1389),(27 1748.794),(28 1791.2382),(29 1736.7161),(30 1785.3563),(31 1761.9706),(32 1812.7471),(33 1756.8837),(34 1800.0981),(35 1802.5687),(36 1833.5087),(37 1819.6837),(38 1847.7634),(39 1841.1187),(40 1813.6558),(41 1829.7317),(42 1799.9617),(43 1817.1389),(44 1820.5776),(45 1784.5165),(46 1788.717),(47 1790.4642),(48 1773.357),(49 1731.2762),(50 1759.2808),(51 1786.2917),(52 1772.981),(53 1800.3269),(54 1787.7732),(55 1786.139),(56 1787.3708),(57 1783.0278),(58 1763.3312),(59 1766.9319),(60 1714.0204),(61 1737.3699),(62 1717.9526),(63 1731.7325),(64 1719.8813),(65 1704.0348),(66 1708.1282),(67 1686.0012),(68 1722.6531),(69 1680.5316),(70 1685.4419),(71 1660.087),(72 1692.7448),(73 1694.7455),(74 1687.4589),(75 1724.3406),(76 1733.1954),(77 1752.2751),(78 1751.8959),(79 1788.8357),
(1 1135.703),(2 1216.6427),(3 1295.8922),(4 1353.5808),(5 1358.4366),(6 1468.9412),(7 1354.806),(8 1534.7872),(9 1447.1056),(10 1486.7771),(11 1545.6848),(12 1491.0215),(13 1565.0524),(14 1506.899),(15 1558.3695),(16 1560.9843),(17 1573.8354),(18 1594.2706),(19 1594.9329),(20 1582.0237),(21 1632.2158),(22 1604.2136),(23 1719.2902),(24 1669.855),(25 1752.1382),(26 1735.3049),(27 1766.9534),(28 1800.177),(29 1792.6477),(30 1816.9636),(31 1778.6334),(32 1830.8285),(33 1801.127),(34 1830.8971),(35 1834.0253),(36 1832.9452),(37 1819.8999),(38 1849.2458),(39 1852.8213),(40 1825.1124),(41 1845.9673),(42 1817.0342),(43 1820.4869),(44 1819.8044),(45 1786.0834),(46 1795.1119),(47 1792.0751),(48 1782.739),(49 1747.5536),(50 1751.0997),(51 1765.7979),(52 1769.6119),(53 1774.1465),(54 1769.9312),(55 1742.3641),(56 1765.0367),(57 1768.4985),(58 1736.6343),(59 1725.6006),(60 1695.2482),(61 1716.6298),(62 1702.0796),(63 1723.3263),(64 1700.3701),(65 1676.6544),(66 1704.1047),(67 1708.097),(68 1710.6206),(69 1690.7457),(70 1717.743),(71 1695.3966),(72 1729.9215),(73 1697.2446),(74 1748.4879),(75 1735.1132),(76 1735.4982),(77 1786.2786),(78 1752.1993),(79 1810.5793),
(1 1079.5999),(2 1162.5457),(3 1250.9037),(4 1320.0201),(5 1299.6035),(6 1384.5135),(7 1294.4373),(8 1427.6797),(9 1382.3337),(10 1425.074),(11 1450.149),(12 1437.3478),(13 1503.988),(14 1452.4913),(15 1487.7529),(16 1503.4545),(17 1510.809),(18 1508.4528),(19 1521.918),(20 1521.7844),(21 1556.1047),(22 1513.3422),(23 1631.872),(24 1593.695),(25 1630.6178),(26 1656.1215),(27 1658.3096),(28 1681.08),(29 1683.1179),(30 1716.8273),(31 1669.51),(32 1713.2739),(33 1686.9799),(34 1733.3419),(35 1729.313),(36 1729.7891),(37 1710.5237),(38 1755.4412),(39 1732.4355),(40 1724.3688),(41 1727.939),(42 1747.5009),(43 1723.6332),(44 1709.8478),(45 1706.2059),(46 1688.0807),(47 1722.9584),(48 1703.525),(49 1703.2905),(50 1684.5077),(51 1709.9601),(52 1706.8722),(53 1708.5793),(54 1705.9421),(55 1705.8046),(56 1711.4388),(57 1683.1941),(58 1675.608),(59 1668.2804),(60 1626.2903),(61 1651.4901),(62 1613.813),(63 1653.5231),(64 1633.2206),(65 1603.0245),(66 1633.7775),(67 1629.2366),(68 1613.3706),(69 1614.2439),(70 1618.0806),(71 1613.6213),(72 1615.1307),(73 1597.0182),(74 1605.3085),(75 1610.4669),(76 1614.0961),(77 1629.0568),(78 1640.7285),(79 1653.3286),
(1 1081.6211),(2 1151.8518),(3 1243.866),(4 1295.748),(5 1265.1031),(6 1372.0798),(7 1264.7737),(8 1424.745),(9 1355.8755),(10 1406.0303),(11 1453.2089),(12 1405.7717),(13 1484.125),(14 1440.2186),(15 1473.8135),(16 1498.9719),(17 1492.1836),(18 1498.1251),(19 1526.9263),(20 1505.8322),(21 1538.8776),(22 1528.3737),(23 1621.3837),(24 1594.7319),(25 1625.5719),(26 1618.3737),(27 1638.4875),(28 1683.7969),(29 1656.2152),(30 1678.1163),(31 1656.299),(32 1707.5314),(33 1676.1715),(34 1708.3175),(35 1725.8418),(36 1696.461),(37 1701.3092),(38 1699.3074),(39 1722.187),(40 1722.2518),(41 1700.6613),(42 1722.0471),(43 1693.5879),(44 1681.2384),(45 1655.171),(46 1685.2408),(47 1667.8268),(48 1661.3767),(49 1673.678),(50 1662.8247),(51 1662.8768),(52 1677.1576),(53 1661.6754),(54 1661.4169),(55 1670.0111),(56 1656.3745),(57 1658.3192),(58 1633.1884),(59 1622.4664),(60 1600.4271),(61 1610.3875),(62 1572.915),(63 1601.1212),(64 1583.5721),(65 1595.3243),(66 1595.8668),(67 1575.0847),(68 1596.9099),(69 1588.1174),(70 1591.3488),(71 1582.9562),(72 1578.1552),(73 1558.6674),(74 1592.4487),(75 1566.2323),(76 1595.6901),(77 1587.8046),(78 1589.3564),(79 1613.8992),
(1 1051.5762),(2 1111.4429),(3 1216.0056),(4 1264.5032),(5 1242.3441),(6 1357.8427),(7 1229.3531),(8 1385.0441),(9 1341.2805),(10 1384.0709),(11 1411.9187),(12 1371.7344),(13 1441.5132),(14 1405.407),(15 1420.8804),(16 1457.6248),(17 1435.5596),(18 1475.5194),(19 1464.9442),(20 1450.4606),(21 1518.3367),(22 1487.2499),(23 1583.6414),(24 1563.1973),(25 1595.2614),(26 1584.0305),(27 1603.5271),(28 1620.2313),(29 1585.9531),(30 1627.4808),(31 1603.3888),(32 1645.9819),(33 1620.5804),(34 1653.4642),(35 1662.2456),(36 1639.7385),(37 1643.1101),(38 1636.9803),(39 1671.5132),(40 1662.372),(41 1643.1316),(42 1646.4315),(43 1617.7258),(44 1617.5022),(45 1566.2278),(46 1597.0659),(47 1586.1488),(48 1572.8906),(49 1629.0951),(50 1584.7493),(51 1605.285),(52 1605.5001),(53 1611.8922),(54 1613.776),(55 1597.504),(56 1609.8568),(57 1584.9635),(58 1577.8086),(59 1562.9064),(60 1557.1931),(61 1560.381),(62 1501.3313),(63 1542.986),(64 1524.0157),(65 1511.9408),(66 1515.4036),(67 1524.7112),(68 1529.4612),(69 1526.506),(70 1552.3704),(71 1506.3555),(72 1534.5859),(73 1504.5964),(74 1541.3611),(75 1526.5836),(76 1540.4589),(77 1561.0739),(78 1561.6957),(79 1584.378),
(1 1029.5707),(2 1097.4279),(3 1192.5621),(4 1252.9932),(5 1222.9269),(6 1315.0056),(7 1220.3558),(8 1337.5055),(9 1309.7849),(10 1365.5352),(11 1400.7738),(12 1360.639),(13 1414.4473),(14 1382.1974),(15 1409.847),(16 1418.4161),(17 1440.9485),(18 1459.2894),(19 1445.4093),(20 1456.9727),(21 1498.8158),(22 1489.4396),(23 1574.0732),(24 1525.441),(25 1575.5381),(26 1593.779),(27 1600.4976),(28 1631.1165),(29 1607.0565),(30 1641.2819),(31 1616.0482),(32 1671.6272),(33 1633.1003),(34 1676.8568),(35 1668.2322),(36 1653.7966),(37 1669.1973),(38 1657.0502),(39 1653.3071),(40 1647.1727),(41 1635.6755),(42 1621.6982),(43 1604.0211),(44 1591.5814),(45 1569.6313),(46 1580.4342),(47 1566.3607),(48 1559.4015),(49 1580.6687),(50 1577.3837),(51 1586.6445),(52 1600.706),(53 1581.058),(54 1595.6892),(55 1567.7612),(56 1581.3215),(57 1571.7498),(58 1551.2781),(59 1542.7909),(60 1520.4645),(61 1525.8292),(62 1480.093),(63 1530.2526),(64 1495.8259),(65 1486.6283),(66 1500.9392),(67 1492.7562),(68 1511.302),(69 1511.7075),(70 1533.9666),(71 1511.5624),(72 1533.9518),(73 1505.3593),(74 1519.1964),(75 1511.3992),(76 1528.3956),(77 1549.5977),(78 1548.1096),(79 1578.5531),
(1 996.9054),(2 1085.9763),(3 1155.9661),(4 1201.9763),(5 1185.3021),(6 1281.9757),(7 1195.6134),(8 1314.6669),(9 1271.636),(10 1314.0103),(11 1337.3069),(12 1293.1809),(13 1343.7434),(14 1316.7345),(15 1340.0012),(16 1348.3903),(17 1337.1135),(18 1373.2998),(19 1384.4785),(20 1375.2542),(21 1421.4722),(22 1419.6891),(23 1481.8915),(24 1458.6666),(25 1487.6743),(26 1511.5659),(27 1501.2498),(28 1544.6721),(29 1504.6465),(30 1555.5999),(31 1545.991),(32 1562.311),(33 1549.0814),(34 1571.2236),(35 1578.6926),(36 1566.339),(37 1589.9977),(38 1560.7037),(39 1562.7806),(40 1548.7308),(41 1540.0275),(42 1552.44),(43 1527.1403),(44 1541.327),(45 1503.964),(46 1506.8837),(47 1513.2693),(48 1507.3972),(49 1527.4904),(50 1503.9965),(51 1532.685),(52 1537.5529),(53 1510.7639),(54 1515.5703),(55 1509.1163),(56 1548.9391),(57 1505.0138),(58 1489.4067),(59 1498.6682),(60 1485.8925),(61 1493.901),(62 1449.4362),(63 1474.2128),(64 1467.9829),(65 1462.3616),(66 1465.8324),(67 1474.0575),(68 1492.4236),(69 1489.0432),(70 1479.3088),(71 1484.0839),(72 1521.251),(73 1488.5396),(74 1502.7539),(75 1489.905),(76 1481.8965),(77 1498.3567),(78 1502.3177),(79 1515.2366),
(1 977.9815),(2 1036.045),(3 1109.4468),(4 1176.5033),(5 1163.6901),(6 1261.823),(7 1174.3375),(8 1267.9133),(9 1226.8059),(10 1286.3661),(11 1311.992),(12 1271.1143),(13 1315.8296),(14 1272.8137),(15 1298.3453),(16 1305.825),(17 1302.8052),(18 1344.5359),(19 1359.4379),(20 1348.818),(21 1390.4094),(22 1383.856),(23 1445.528),(24 1413.9517),(25 1467.2886),(26 1454.7992),(27 1475.4866),(28 1487.257),(29 1461.5416),(30 1501.1395),(31 1470.6487),(32 1498.902),(33 1499.1405),(34 1513.824),(35 1511.0164),(36 1514.8914),(37 1505.8029),(38 1512.2798),(39 1515.8344),(40 1510.8462),(41 1506.8728),(42 1486.9097),(43 1500.2252),(44 1486.244),(45 1462.9183),(46 1471.7319),(47 1466.1025),(48 1470.703),(49 1456.3593),(50 1464.4921),(51 1467.8774),(52 1490.4047),(53 1480.4772),(54 1480.7838),(55 1464.9677),(56 1471.387),(57 1471.1284),(58 1447.8959),(59 1432.0609),(60 1410.1796),(61 1425.1578),(62 1415.7382),(63 1429.4918),(64 1407.4622),(65 1415.7408),(66 1421.798),(67 1431.5497),(68 1437.8423),(69 1426.7837),(70 1438.3689),(71 1445.5963),(72 1454.0089),(73 1448.0269),(74 1463.3652),(75 1450.6924),(76 1441.3203),(77 1475.9231),(78 1460.9581),(79 1459.5685),
(1 959.4744),(2 1020.5794),(3 1125.7823),(4 1173.313),(5 1150.7511),(6 1236.4833),(7 1146.8434),(8 1250.1724),(9 1211.2257),(10 1264.7546),(11 1303.0098),(12 1260.4702),(13 1312.7845),(14 1249.449),(15 1284.0868),(16 1288.0072),(17 1303.6066),(18 1325.3649),(19 1330.7787),(20 1323.7089),(21 1381.0336),(22 1361.5854),(23 1419.7762),(24 1392.6425),(25 1446.8309),(26 1433.2549),(27 1453.7526),(28 1471.8324),(29 1445.902),(30 1478.9116),(31 1461.2708),(32 1500.8235),(33 1482.2646),(34 1507.9778),(35 1497.9604),(36 1489.2145),(37 1489.6754),(38 1476.4292),(39 1501.6755),(40 1485.4836),(41 1503.0735),(42 1490.8226),(43 1481.7028),(44 1467.2225),(45 1454.8099),(46 1440.4597),(47 1434.4479),(48 1456.6805),(49 1425.618),(50 1437.7377),(51 1454.1681),(52 1447.4655),(53 1444.5151),(54 1437.6119),(55 1432.5184),(56 1441.584),(57 1433.6602),(58 1420.1011),(59 1396.5907),(60 1394.541),(61 1407.809),(62 1369.4597),(63 1396.471),(64 1366.6605),(65 1380.3684),(66 1380.064),(67 1407.4214),(68 1418.4801),(69 1391.3003),(70 1422.826),(71 1424.7285),(72 1441.7775),(73 1442.3408),(74 1437.6532),(75 1423.6309),(76 1427.382),(77 1440.8901),(78 1449.8901),(79 1447.8937),
(1 968.90894),(2 1010.7349),(3 1106.0364),(4 1151.4478),(5 1140.7085),(6 1236.9329),(7 1134.8309),(8 1253.4623),(9 1220.0281),(10 1258.1409),(11 1290.3334),(12 1246.5613),(13 1308.5438),(14 1251.6124),(15 1294.8668),(16 1295.0035),(17 1294.0161),(18 1305.2969),(19 1310.4983),(20 1306.8043),(21 1361.6981),(22 1359.9298),(23 1429.7471),(24 1385.3242),(25 1434.8679),(26 1425.0514),(27 1452.4178),(28 1480.267),(29 1438.1093),(30 1483.2341),(31 1441.2397),(32 1478.0901),(33 1453.906),(34 1470.3512),(35 1485.7424),(36 1493.5421),(37 1488.5574),(38 1488.6746),(39 1478.0455),(40 1469.1296),(41 1481.0422),(42 1444.6464),(43 1449.8743),(44 1454.5449),(45 1426.5607),(46 1428.66),(47 1416.3379),(48 1408.428),(49 1422.6687),(50 1421.131),(51 1409.3424),(52 1436.3031),(53 1419.0355),(54 1440.172),(55 1445.1649),(56 1416.7096),(57 1417.3081),(58 1402.5222),(59 1379.7418),(60 1371.237),(61 1376.7896),(62 1366.5237),(63 1388.5331),(64 1384.2095),(65 1360.0428),(66 1390.1599),(67 1375.608),(68 1396.9921),(69 1383.6815),(70 1414.5563),(71 1408.5833),(72 1439.9546),(73 1427.6342),(74 1424.3104),(75 1423.3898),(76 1428.6852),(77 1430.1576),(78 1430.8153),(79 1453.4226),
