1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17147.781),(2 28954.354),(3 48880.12),(4 58710.277),(5 77543.81),(6 86500.73),(7 102273.27),(8 110336.29),(9 144629.89),(10 170707.08),(11 239090.55),(12 368237.1),(13 572599.44),(14 1020653.2),(15 1650441.9),(16 2452008.8),(17 3589118),(18 4977635.5),(19 7205128),(20 9989369),(21 13355836),(22 17394110),(23 22938318),(24 28414168),(25 35480572),(26 43624916),(27 53931924),(28 64266210),(29 75501160),(30 88963280),(31 104009540),(32 120767300),(33 139048300),(34 156086130),(35 175136110),(36 195126960),(37 217606060),(38 240629250),(39 264226190),(40 287884700),(41 312899100),(42 335661600),(43 359796000),(44 384213860),(45 409987600),(46 433977100),(47 460212000),(48 483493000),(49 508652450),(50 531242500),(51 551842400),(52 570388900),(53 590436350),(54 606236900),(55 621122050),(56 635748160),(57 650941200),(58 663730600),(59 675508000),(60 687503400),(61 696943360),(62 702208200),(63 708283000),(64 713074750),(65 719956800),(66 724559900),(67 728519360),(68 727407170),(69 726306050),(70 726349060),(71 726939140),(72 728579650),(73 729927600),(74 727960000),(75 725479100),(76 721033540),(77 717418200),(78 713091140),(79 710151360),
(1 4599.3926),(2 9714.402),(3 16472.867),(4 23943.428),(5 33023.332),(6 41617.754),(7 51478.348),(8 61791.676),(9 74971.36),(10 92712.9),(11 113458.04),(12 142500.61),(13 176932.39),(14 230741.95),(15 293967.4),(16 374865.84),(17 462208.4),(18 546294.7),(19 646528.3),(20 742023.3),(21 826812.5),(22 904525.06),(23 995179.56),(24 1104098.9),(25 1210573.1),(26 1309866.9),(27 1383417.1),(28 1441432.4),(29 1575527),(30 1691458.9),(31 1785043.9),(32 1865309.5),(33 1967050),(34 2049307),(35 2154826.3),(36 2261141.8),(37 2360084.3),(38 2411537.8),(39 2457945),(40 2543774.8),(41 2601941.5),(42 2652019.3),(43 2667649.3),(44 2718425.3),(45 2735100),(46 2730883.3),(47 2713753),(48 2763813.3),(49 2780107.3),(50 2815603.8),(51 2878540),(52 2947234),(53 2987185),(54 2952920.8),(55 2975797.3),(56 2987879.8),(57 2955141.3),(58 2957718.8),(59 2970561.3),(60 2947426.8),(61 2999269),(62 2942817),(63 2954354.8),(64 2956282.8),(65 3006061),(66 3076983.8),(67 3033690.3),(68 3050475.3),(69 3063366.8),(70 3117212.8),(71 3097360.3),(72 3025976.8),(73 2985289.3),(74 3004779.8),(75 3013811.3),(76 3005106),(77 2969248.3),(78 2985892),(79 3020486.3),
(1 4505.8623),(2 10032.201),(3 17197.254),(4 24580.621),(5 33467.426),(6 41866.46),(7 51100.383),(8 60127.613),(9 72526.555),(10 88172.11),(11 109699.94),(12 141255.8),(13 180301.3),(14 235410.25),(15 291639.4),(16 355540.25),(17 439878.94),(18 543304.06),(19 673801.5),(20 798249),(21 880545.4),(22 946024.75),(23 1020718.94),(24 1098143.4),(25 1200664.6),(26 1291309.1),(27 1352215.8),(28 1463163.9),(29 1595556.3),(30 1707689.3),(31 1802889.6),(32 1883767.9),(33 1935909.4),(34 2012736.6),(35 2135491.3),(36 2287614.8),(37 2344671.8),(38 2422525.3),(39 2510911.8),(40 2513525.5),(41 2525290),(42 2640698.8),(43 2677072.5),(44 2643574),(45 2666801.3),(46 2654052.3),(47 2697057.3),(48 2760510.3),(49 2805843),(50 2778800.3),(51 2788250.8),(52 2849582.8),(53 2859777.8),(54 2848061.3),(55 2862488.3),(56 2881016.5),(57 2869834),(58 2843203),(59 2852295.8),(60 2857810.8),(61 2836589.5),(62 2862996),(63 2814431),(64 2765718.8),(65 2768194.5),(66 2817577.8),(67 2836209.3),(68 2878737.8),(69 2867287.5),(70 2859121),(71 2848915.3),(72 2815034.5),(73 2857472.3),(74 2857189.8),(75 2795949.5),(76 2863542),(77 2888162.5),(78 2849344),(79 2892055.3),
(1 4538.917),(2 10232.753),(3 17768.275),(4 26147.744),(5 35095.37),(6 43889.082),(7 53690.633),(8 63617.695),(9 75778.31),(10 91444.08),(11 111988.93),(12 140251.86),(13 177213.02),(14 232506.78),(15 290303.03),(16 366355.13),(17 456805.2),(18 555566.7),(19 654487.94),(20 751721.44),(21 867407.6),(22 971573.5),(23 1064373),(24 1178194.3),(25 1280087.9),(26 1381487.9),(27 1476689.8),(28 1588195),(29 1701336.4),(30 1813366.6),(31 1926741.1),(32 2049651.1),(33 2154050.5),(34 2238842.5),(35 2325499),(36 2453901.3),(37 2563458),(38 2632804.5),(39 2667393.3),(40 2704105.5),(41 2766398.5),(42 2773918.8),(43 2773139.5),(44 2780974.5),(45 2808089.5),(46 2860273.3),(47 2825490.5),(48 2892338.8),(49 2876582.3),(50 2944337.3),(51 2928046.8),(52 2896435.8),(53 2894717.3),(54 2879564),(55 2890367.8),(56 2911477.8),(57 2914039.3),(58 2863771.5),(59 2870323.5),(60 2860988.3),(61 2809357.5),(62 2778268),(63 2787610),(64 2826489.5),(65 2815112.8),(66 2824099.8),(67 2882430.5),(68 2867990.5),(69 2854146.3),(70 2819247.3),(71 2800667),(72 2804803.8),(73 2819863),(74 2778159),(75 2812296.3),(76 2791933.8),(77 2748817),(78 2745139.3),(79 2775231.3),
(1 4646.957),(2 9864.508),(3 17065.953),(4 24485.031),(5 33287.555),(6 41950.465),(7 51893.156),(8 61386.12),(9 73055.74),(10 87476.4),(11 105280.72),(12 129251.555),(13 162715.22),(14 215906.81),(15 275028.13),(16 343674.28),(17 425767.5),(18 525413.9),(19 626813.3),(20 725595.2),(21 811024.4),(22 884815.4),(23 979841),(24 1068462.3),(25 1151032.1),(26 1228085.9),(27 1306679.4),(28 1417264.9),(29 1506482.4),(30 1619533.3),(31 1756790),(32 1871850.5),(33 1966024.1),(34 2056501),(35 2149653),(36 2179711.8),(37 2254139.8),(38 2297792.8),(39 2315983.3),(40 2342026.5),(41 2368590.8),(42 2398188.8),(43 2474318.3),(44 2519162.3),(45 2560004.8),(46 2610182.5),(47 2645732.3),(48 2663832.8),(49 2660342.8),(50 2663471.8),(51 2659591),(52 2620565.5),(53 2642813.8),(54 2627274.8),(55 2628298.3),(56 2609621),(57 2602030.8),(58 2598927.3),(59 2637609),(60 2619176.8),(61 2589354.3),(62 2566060.8),(63 2594541),(64 2539264),(65 2519715.5),(66 2499763.3),(67 2488280.5),(68 2458773.8),(69 2460628.3),(70 2442786.5),(71 2436033.5),(72 2462240.8),(73 2463688.5),(74 2461504.8),(75 2470995.3),(76 2447130.8),(77 2465939.5),(78 2505282),(79 2440333.8),
(1 4499.476),(2 9736.358),(3 16582.71),(4 23426.35),(5 31179.97),(6 38696.816),(7 47214.113),(8 55340.69),(9 65868.016),(10 78450.1),(11 93936.79),(12 116422.42),(13 151040.22),(14 200895.86),(15 256551.94),(16 317455.3),(17 398225.66),(18 489359.3),(19 597441.4),(20 694028.56),(21 764411.2),(22 837166.4),(23 920777.75),(24 1006634.94),(25 1066400.3),(26 1110014.8),(27 1206991.1),(28 1279934.6),(29 1344224.5),(30 1443868.9),(31 1548457.1),(32 1701705.9),(33 1788857.3),(34 1845338.1),(35 1872549.6),(36 1936354.5),(37 1995617.3),(38 2034817.4),(39 2047920.3),(40 2066077.6),(41 2050727.8),(42 2072666.6),(43 2123783.3),(44 2176068),(45 2177593.8),(46 2202948.8),(47 2221692.8),(48 2250472.8),(49 2261812.8),(50 2293016.8),(51 2281725.3),(52 2265248.8),(53 2214541.3),(54 2251792.8),(55 2256408.5),(56 2250607),(57 2229440),(58 2218702.5),(59 2229657.3),(60 2200081.8),(61 2201616.5),(62 2257624),(63 2222620.5),(64 2247009),(65 2241534.8),(66 2240265),(67 2219060.8),(68 2247075.3),(69 2221839),(70 2229697.5),(71 2199651),(72 2187643.8),(73 2189490.3),(74 2211629.8),(75 2189881.5),(76 2149033.8),(77 2158070.8),(78 2185339.3),(79 2181713),
(1 4868.454),(2 10772.114),(3 18845.242),(4 27222.883),(5 36546.434),(6 45768.48),(7 55659.813),(8 65445.813),(9 77992.91),(10 91477.9),(11 108635.055),(12 134637.47),(13 171732.3),(14 225918.19),(15 279033.88),(16 338944.53),(17 420006.25),(18 525484.25),(19 620234.94),(20 690464.44),(21 758277.1),(22 835406.2),(23 936357.3),(24 1001064),(25 1049687.4),(26 1107005),(27 1193727.4),(28 1273328.1),(29 1333713.4),(30 1366263),(31 1422952.9),(32 1519072.8),(33 1634111.5),(34 1708233.6),(35 1723805),(36 1755021.3),(37 1775130.6),(38 1877345),(39 1929395.4),(40 1913594),(41 1948224.3),(42 1972225.5),(43 1983049),(44 2010994.6),(45 2062451.5),(46 2107431.5),(47 2157787.3),(48 2165785.5),(49 2203784.3),(50 2206155.3),(51 2210428.5),(52 2259705.3),(53 2277901.5),(54 2283808),(55 2264738.5),(56 2262437.5),(57 2290235.3),(58 2273473.3),(59 2262736.3),(60 2259859),(61 2238348.5),(62 2226592.8),(63 2328209.8),(64 2361856),(65 2429308.5),(66 2336286),(67 2331809.8),(68 2350776.3),(69 2331957.3),(70 2296868.8),(71 2338112),(72 2330627.3),(73 2324348.8),(74 2320354.8),(75 2290356),(76 2270270.5),(77 2299083.3),(78 2287547.3),(79 2369415),
(1 4907.737),(2 11091.424),(3 18874.47),(4 26939.484),(5 36007.25),(6 44456.56),(7 54187.387),(8 64009.95),(9 76658.56),(10 91639.51),(11 110325.484),(12 137924.89),(13 178806.16),(14 235282.6),(15 288047.75),(16 351768.84),(17 437355.22),(18 522854.06),(19 604438.75),(20 688539),(21 777597.6),(22 859610.8),(23 933212.8),(24 1002307.56),(25 1091271.9),(26 1208491.8),(27 1298554.6),(28 1383799.5),(29 1463881.9),(30 1515355),(31 1592466.4),(32 1711601.5),(33 1765946.9),(34 1830113.9),(35 1919187.9),(36 1967810.5),(37 2073703.3),(38 2058189.6),(39 2050911.8),(40 2141895.5),(41 2153391.8),(42 2182720.3),(43 2169921.5),(44 2185955),(45 2235705),(46 2249210),(47 2207637),(48 2196705.3),(49 2211860.8),(50 2249064.8),(51 2213630.5),(52 2253456.5),(53 2232401.3),(54 2239282.5),(55 2209814.8),(56 2260463.8),(57 2263353.8),(58 2214692.8),(59 2233336.8),(60 2266661.8),(61 2266192.8),(62 2232247.3),(63 2241468.8),(64 2282979.3),(65 2268834.5),(66 2236763),(67 2211611.8),(68 2201630.8),(69 2198249.3),(70 2249127.3),(71 2239558),(72 2224625.8),(73 2251541.8),(74 2236285.8),(75 2214650.8),(76 2231953.3),(77 2230925),(78 2253212.8),(79 2256534.5),
(1 4561.96),(2 10335.983),(3 17879.807),(4 25232.1),(5 34262.37),(6 42670.09),(7 52408.54),(8 61299.184),(9 72737.98),(10 84848.75),(11 99403.86),(12 118087.03),(13 149681.1),(14 195126.6),(15 244596.8),(16 308308),(17 379349.4),(18 449644.66),(19 533542.6),(20 601364.9),(21 670981.25),(22 747177.8),(23 817355.56),(24 895981.4),(25 995332.75),(26 1075585.1),(27 1188415.5),(28 1299080.9),(29 1345443),(30 1383494.3),(31 1474564.8),(32 1544765.5),(33 1613745.4),(34 1681991.5),(35 1735321.6),(36 1800704.9),(37 1847086.1),(38 1909039.8),(39 1975576),(40 1996444.9),(41 2029183.6),(42 2095197),(43 2134921),(44 2142120.8),(45 2109448.8),(46 2099455),(47 2112806.8),(48 2132073),(49 2101784.8),(50 2110361.3),(51 2143491.8),(52 2156850),(53 2182442.3),(54 2148968.5),(55 2192600.8),(56 2182627.8),(57 2182233),(58 2203163),(59 2176395.3),(60 2157409.8),(61 2183669),(62 2128896.8),(63 2176842.5),(64 2124071.8),(65 2138530.8),(66 2128644.3),(67 2126177.5),(68 2133115.5),(69 2139431),(70 2133453),(71 2121362.3),(72 2107502),(73 2075294.3),(74 2117130.5),(75 2080061),(76 2082049),(77 2068433.1),(78 2089411.8),(79 2114332.5),
(1 4771.2036),(2 10767.412),(3 18962.59),(4 27301.455),(5 37309.05),(6 46469.113),(7 56870.76),(8 66363.82),(9 78220.03),(10 91008.09),(11 106113.21),(12 132024.4),(13 171268.55),(14 222712.83),(15 275352.63),(16 340621.3),(17 412269.13),(18 499248.9),(19 588899.56),(20 665318.6),(21 744608.8),(22 821736.9),(23 879950.3),(24 934830.7),(25 997099.8),(26 1104727),(27 1176840.8),(28 1229981.6),(29 1287476.8),(30 1380497.5),(31 1447552.5),(32 1550644.8),(33 1593926.6),(34 1665015.6),(35 1730007.4),(36 1744062.4),(37 1825729.3),(38 1900799.1),(39 1947690),(40 1964006.9),(41 1942580.9),(42 1960082.1),(43 2001756.4),(44 2038747.5),(45 2032250.3),(46 2020190.8),(47 2043646.6),(48 2036285.4),(49 2054600.9),(50 2074095.5),(51 2113874.5),(52 2124893.3),(53 2101936.5),(54 2104757),(55 2126727.8),(56 2100648),(57 2107139.8),(58 2099481.3),(59 2049509.8),(60 2069871.3),(61 2053891.1),(62 2055324.1),(63 2030717.6),(64 2022272.3),(65 2000833.6),(66 2030397.9),(67 1999706.5),(68 2012478.8),(69 2025813),(70 2013194.3),(71 1996607),(72 1954831.4),(73 1987534.1),(74 1981942.5),(75 1953469.4),(76 1996227.1),(77 1969349.5),(78 1978115),(79 1957495),
(1 4546.773),(2 10090.565),(3 17649.348),(4 25823.973),(5 35600.258),(6 44447.523),(7 54469.43),(8 64821.152),(9 77180.2),(10 91867.82),(11 108522.766),(12 135526.14),(13 172525.11),(14 221057.94),(15 270500.2),(16 332140.94),(17 391220.4),(18 457927.22),(19 523582.28),(20 592752.2),(21 680276.3),(22 755420.06),(23 820554.8),(24 869866.2),(25 917445.06),(26 985342.94),(27 1041626.8),(28 1101026.3),(29 1184403.6),(30 1235940),(31 1286635.1),(32 1350091.5),(33 1407844.1),(34 1451975.1),(35 1476418.3),(36 1537457.8),(37 1611260),(38 1640318.1),(39 1656551),(40 1683009.3),(41 1678212.5),(42 1710817.5),(43 1734284.3),(44 1749646.1),(45 1769005.9),(46 1808723.8),(47 1798417),(48 1796879.8),(49 1818506.9),(50 1876779.8),(51 1863805),(52 1836869.3),(53 1843895.9),(54 1879557),(55 1850255.1),(56 1857467.6),(57 1876904.9),(58 1880833.8),(59 1833779.6),(60 1856453.9),(61 1839789.6),(62 1841770.6),(63 1823932.5),(64 1842775.6),(65 1857224.9),(66 1827913.1),(67 1834604.4),(68 1853689.6),(69 1823171.1),(70 1836155.5),(71 1796484.9),(72 1778003.6),(73 1863734.6),(74 1847372.9),(75 1840746.6),(76 1822547.9),(77 1838231.3),(78 1843676.4),(79 1840463),
(1 4396.4424),(2 9899.313),(3 16476.236),(4 23728.05),(5 32542.055),(6 41294.87),(7 50766.613),(8 61058.785),(9 73186.22),(10 88763.73),(11 106915.24),(12 135932.23),(13 173894.11),(14 220273.95),(15 276050.06),(16 339050.34),(17 394854.6),(18 452217.47),(19 506918.25),(20 563949.5),(21 633979.56),(22 689232),(23 756487.6),(24 804454.25),(25 862379.56),(26 911607.1),(27 966073.44),(28 1017921.8),(29 1056407.1),(30 1099942.4),(31 1167930.9),(32 1219371.8),(33 1246224.6),(34 1292873),(35 1339731.1),(36 1367650.8),(37 1393048.8),(38 1447826.4),(39 1439630.4),(40 1413446.9),(41 1449269.6),(42 1488391.8),(43 1510807.3),(44 1509607.4),(45 1544140.4),(46 1573274.8),(47 1566930.5),(48 1566108.4),(49 1604887.6),(50 1591411),(51 1629514.3),(52 1625014.5),(53 1605243.1),(54 1646922.9),(55 1678333.8),(56 1689086.5),(57 1690134.4),(58 1670459.4),(59 1684857),(60 1675970.8),(61 1670995.9),(62 1678503.6),(63 1682603.6),(64 1710250.3),(65 1722976.5),(66 1721817.4),(67 1687543.1),(68 1724479.3),(69 1698896.1),(70 1702931),(71 1733421.8),(72 1748741),(73 1767459.4),(74 1783768.9),(75 1738669.1),(76 1775416.5),(77 1701396.6),(78 1740700.5),(79 1734909.9),
(1 4318.913),(2 9830.758),(3 16739.104),(4 23541.818),(5 32084.72),(6 40537.15),(7 49804.2),(8 59392.313),(9 71016.664),(10 86329.48),(11 105068.91),(12 132189.19),(13 168683.84),(14 216118.9),(15 265465.1),(16 314682.1),(17 367804.53),(18 426727.8),(19 485944.13),(20 547259.8),(21 602885.2),(22 667593.44),(23 725178.56),(24 798952.25),(25 853766.4),(26 939459.9),(27 1017304.56),(28 1067480.8),(29 1129149),(30 1200614.8),(31 1265573.4),(32 1339932.4),(33 1389015.5),(34 1420812.4),(35 1459873.9),(36 1471893.1),(37 1539482),(38 1556690.8),(39 1566215.3),(40 1594888.5),(41 1624288),(42 1646240.8),(43 1628999.3),(44 1652944.8),(45 1683406.3),(46 1714803.9),(47 1696591.4),(48 1689444.1),(49 1690430.5),(50 1686453.4),(51 1712684),(52 1724242.4),(53 1680837.5),(54 1708355.8),(55 1772218.9),(56 1736538.9),(57 1721022.8),(58 1730943.5),(59 1740037.4),(60 1758549.9),(61 1767177.3),(62 1758620.3),(63 1768467.5),(64 1779632.8),(65 1805075),(66 1783794.4),(67 1761943.9),(68 1796825.4),(69 1769864.9),(70 1757698.4),(71 1789166.9),(72 1748063.4),(73 1760721),(74 1745031.5),(75 1764700.1),(76 1748238.9),(77 1722999.1),(78 1759847.1),(79 1800887),
(1 4599.396),(2 10502.217),(3 18457.332),(4 26145.373),(5 35749.305),(6 44645.098),(7 54414.875),(8 63700.484),(9 75193.95),(10 87655.77),(11 103837.81),(12 126789.15),(13 157988.5),(14 202512.06),(15 250874.03),(16 307395.66),(17 370437.1),(18 432014.1),(19 496493.38),(20 551719.06),(21 615822.3),(22 680311.2),(23 750958.94),(24 803098.2),(25 881542),(26 979753.8),(27 1040776.8),(28 1095777.6),(29 1154947.3),(30 1204460),(31 1262906),(32 1300357.3),(33 1329608.5),(34 1422506.8),(35 1427110.3),(36 1458091.6),(37 1472147.6),(38 1506111.1),(39 1520281.8),(40 1496502),(41 1514022),(42 1536123.1),(43 1555774.6),(44 1570337.6),(45 1576019.5),(46 1582474.6),(47 1601306.3),(48 1580656.8),(49 1556718.6),(50 1559973.6),(51 1566633.6),(52 1593851.5),(53 1543379.4),(54 1574980.5),(55 1581317),(56 1636617.4),(57 1598512),(58 1610045.1),(59 1617324),(60 1602269.8),(61 1622344.5),(62 1616137.8),(63 1653862.3),(64 1631399.6),(65 1651966.6),(66 1647592.4),(67 1626772.3),(68 1619280.8),(69 1618412.1),(70 1626495.3),(71 1615643.3),(72 1644607),(73 1631411.3),(74 1641128.1),(75 1647514),(76 1637335.3),(77 1626953.8),(78 1636577.3),(79 1630545.3),
(1 4156.9854),(2 9368.914),(3 16304.454),(4 22937.914),(5 30966.11),(6 38067.207),(7 46118.875),(8 53975.273),(9 63805.254),(10 75953.14),(11 91451.33),(12 114534.02),(13 147477.67),(14 188483.42),(15 226301.88),(16 274680.9),(17 341596.06),(18 415485.94),(19 485109.25),(20 537986.44),(21 598978.3),(22 664124.5),(23 733881.56),(24 791928.3),(25 844551.75),(26 908754.75),(27 965294.25),(28 1027448.25),(29 1096561.5),(30 1130863.5),(31 1168143.1),(32 1214365.3),(33 1291335.1),(34 1298709),(35 1299623.4),(36 1330507.1),(37 1371030.4),(38 1397128.5),(39 1424028.5),(40 1429761.1),(41 1444054.9),(42 1465360),(43 1500317.8),(44 1500601.8),(45 1529293),(46 1493283.1),(47 1493260.9),(48 1504760.8),(49 1509216.8),(50 1496856.5),(51 1492484),(52 1488697),(53 1481064.5),(54 1500141.8),(55 1534832.9),(56 1526704.5),(57 1540932.1),(58 1544423.5),(59 1560210.3),(60 1572257.1),(61 1535443.6),(62 1532416.3),(63 1531575.1),(64 1534759.5),(65 1512696.5),(66 1490175.6),(67 1476698.3),(68 1480561.4),(69 1485319),(70 1494776.5),(71 1470715.1),(72 1476137),(73 1519152),(74 1512062.5),(75 1507982.9),(76 1516991.5),(77 1543547.9),(78 1519180.9),(79 1549069.9),
(1 4348.66),(2 9674.357),(3 16444.727),(4 23022.861),(5 30736.121),(6 37571.805),(7 45248.55),(8 53289.094),(9 62830.64),(10 74930.44),(11 91370.31),(12 117757.14),(13 149822.89),(14 189589.92),(15 237724.97),(16 292334.72),(17 350952.72),(18 407077.5),(19 450167.28),(20 504783.94),(21 558437.56),(22 607470.56),(23 680957.2),(24 769653.3),(25 857574.56),(26 917875.4),(27 978838.56),(28 1032030.25),(29 1092465.8),(30 1125038.5),(31 1210858.6),(32 1284002),(33 1342263.5),(34 1381244.3),(35 1426711.8),(36 1467848),(37 1487402.8),(38 1524370.5),(39 1552219.9),(40 1573888.9),(41 1598564.3),(42 1603990.9),(43 1593534.8),(44 1595405.9),(45 1595509),(46 1574185.3),(47 1522161),(48 1529352.8),(49 1543671.3),(50 1533566.5),(51 1531114.6),(52 1564684),(53 1514687.9),(54 1515030.5),(55 1532177),(56 1515652.5),(57 1502420.1),(58 1511437.5),(59 1513741.6),(60 1536954.6),(61 1521291),(62 1519783.4),(63 1489623.5),(64 1503691.1),(65 1511872.5),(66 1510268.9),(67 1541970.6),(68 1507241.5),(69 1510486.8),(70 1531517.3),(71 1546396.3),(72 1534174.6),(73 1535293.8),(74 1554428.9),(75 1539232.5),(76 1591448),(77 1578666.8),(78 1579534.1),(79 1565257.5),
(1 4411.287),(2 10228.87),(3 17856.213),(4 25264.377),(5 33822.313),(6 40993.332),(7 49589.387),(8 57984.87),(9 68216.75),(10 81397.72),(11 99258.266),(12 126729.49),(13 160189.1),(14 202320),(15 246701.42),(16 288371.13),(17 341891.2),(18 388299.72),(19 444907.03),(20 511483.2),(21 559293.25),(22 624363),(23 690203),(24 753246.2),(25 795911.1),(26 865098),(27 915178.06),(28 988837),(29 1042026.9),(30 1110734.5),(31 1171744.8),(32 1214426),(33 1282303),(34 1345725.6),(35 1381100),(36 1414622.1),(37 1437372.9),(38 1485833),(39 1517087.9),(40 1552350.6),(41 1541612),(42 1550911.5),(43 1542055.4),(44 1538958.6),(45 1548738.8),(46 1546788.8),(47 1533458.4),(48 1551408.5),(49 1558868.1),(50 1545736),(51 1528822.5),(52 1555320.3),(53 1542147.6),(54 1538461.5),(55 1542177.6),(56 1537398.3),(57 1533066.4),(58 1520606),(59 1515153.4),(60 1527503),(61 1515985.6),(62 1522970.4),(63 1512297.5),(64 1500837.9),(65 1485887.9),(66 1534699.5),(67 1542048.3),(68 1544212.4),(69 1549709.6),(70 1583510),(71 1564636.9),(72 1550757.6),(73 1555409.9),(74 1552777.4),(75 1565128),(76 1568499.9),(77 1588960.5),(78 1573167.1),(79 1576693.4),
(1 4420.8794),(2 10249.523),(3 18006.303),(4 25502.459),(5 34879.746),(6 43262.25),(7 52637.605),(8 61396.953),(9 71917.19),(10 84845.086),(11 103415.164),(12 128645.76),(13 157646),(14 188628.06),(15 222917.17),(16 255767.92),(17 303376.84),(18 355319.06),(19 414663.1),(20 472026.66),(21 522555.7),(22 571458),(23 621908.1),(24 658775.44),(25 715753.7),(26 782416.5),(27 833194.3),(28 891569.8),(29 937584.1),(30 977743.1),(31 1023042.56),(32 1075926.5),(33 1148773.1),(34 1169044.8),(35 1195294.3),(36 1218276.5),(37 1248841.4),(38 1261199),(39 1289886.1),(40 1299268.8),(41 1300377),(42 1315717.8),(43 1335323.9),(44 1345797.8),(45 1368604.6),(46 1364247),(47 1352550.5),(48 1366488.9),(49 1394123.4),(50 1384986.9),(51 1375561.5),(52 1385152.1),(53 1399062.4),(54 1383516.1),(55 1359437.4),(56 1385644.4),(57 1428237.3),(58 1385086.9),(59 1409119.3),(60 1420270.4),(61 1435231.9),(62 1416715.4),(63 1430353.3),(64 1413542.1),(65 1437887.1),(66 1426968.3),(67 1434684.5),(68 1485415.1),(69 1462476.8),(70 1462422),(71 1465026.8),(72 1488895.3),(73 1468922.4),(74 1478371.3),(75 1467762.1),(76 1481867.3),(77 1512001.6),(78 1500040.4),(79 1503681.9),
