1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 72.66976),(2 93.222115),(3 99.67702),(4 105.70498),(5 109.455574),(6 113.02997),(7 114.78557),(8 116.75159),(9 119.35507),(10 121.82551),(11 122.718346),(12 122.6998),(13 123.90797),(14 126.504974),(15 125.12091),(16 126.424385),(17 128.08943),(18 125.79231),(19 128.18047),(20 127.218056),(21 127.674484),(22 128.56229),(23 128.1496),(24 128.93173),(25 129.90195),(26 131.62346),(27 131.27675),(28 130.75046),(29 131.16118),(30 132.76941),(31 132.80676),(32 133.67761),(33 133.4484),(34 134.22037),(35 133.48038),(36 133.08566),(37 134.69041),(38 135.89223),(39 134.83994),(40 135.96724),(41 136.17221),(42 136.0028),(43 137.3357),(44 136.01154),(45 136.84476),(46 138.35152),(47 138.26213),(48 140.08986),(49 140.15662),(50 142.12737),(51 140.05629),(52 142.41115),(53 142.93633),(54 146.2785),(55 146.55698),(56 148.01767),(57 148.19872),(58 150.02872),(59 149.53642),(60 151.59254),(61 152.662),(62 155.08122),(63 155.75797),(64 157.75966),(65 159.53362),(66 158.93997),(67 159.62865),(68 162.55269),(69 164.63863),(70 166.24274),(71 167.50945),(72 168.85548),(73 168.12592),(74 167.24107),(75 166.83594),(76 166.3519),(77 168.80847),(78 168.3604),(79 168.51923),
(1 71.97635),(2 91.95262),(3 99.24623),(4 104.89452),(5 108.591034),(6 112.527275),(7 114.5044),(8 116.70505),(9 121.70058),(10 123.6223),(11 123.975624),(12 123.325226),(13 124.32819),(14 125.16426),(15 126.162346),(16 125.67393),(17 125.70331),(18 123.359245),(19 124.93864),(20 124.631424),(21 125.67554),(22 126.29146),(23 126.815346),(24 128.25014),(25 130.13763),(26 131.83482),(27 132.00084),(28 130.39389),(29 131.8909),(30 130.80771),(31 133.51222),(32 136.03447),(33 134.78436),(34 137.84688),(35 137.4166),(36 135.81885),(37 137.55835),(38 138.34613),(39 136.41112),(40 138.1747),(41 138.90428),(42 138.30688),(43 139.41113),(44 139.06436),(45 139.77327),(46 141.98662),(47 142.2485),(48 142.78772),(49 144.17697),(50 145.14632),(51 143.02191),(52 146.05142),(53 147.7431),(54 148.90698),(55 148.9991),(56 149.26208),(57 149.93872),(58 151.29276),(59 150.1734),(60 151.77908),(61 154.48651),(62 156.85316),(63 158.20593),(64 159.39532),(65 162.30128),(66 163.11415),(67 162.23604),(68 164.20827),(69 166.39284),(70 167.28957),(71 168.15883),(72 168.37584),(73 168.07863),(74 166.09846),(75 166.47656),(76 166.50282),(77 166.59277),(78 167.09113),(79 169.74492),
(1 70.22979),(2 89.78068),(3 96.5352),(4 102.20132),(5 106.32873),(6 109.01363),(7 111.598404),(8 112.90821),(9 115.693474),(10 117.83097),(11 119.257416),(12 119.02299),(13 120.83504),(14 120.20934),(15 120.1305),(16 119.39273),(17 119.688835),(18 119.60831),(19 122.20401),(20 121.09715),(21 124.64894),(22 124.69002),(23 125.80919),(24 126.01717),(25 126.3134),(26 128.42581),(27 130.2486),(28 128.21054),(29 130.16623),(30 129.61543),(31 130.49776),(32 132.6562),(33 132.44737),(34 133.49655),(35 131.79138),(36 129.75519),(37 130.34093),(38 132.60611),(39 130.87082),(40 129.55148),(41 130.12813),(42 131.54349),(43 132.32423),(44 132.22867),(45 132.3607),(46 133.6205),(47 133.76764),(48 135.11412),(49 136.25464),(50 136.94563),(51 135.1472),(52 138.89787),(53 139.3915),(54 142.20522),(55 143.23792),(56 145.88533),(57 147.47906),(58 146.95554),(59 148.11642),(60 147.90424),(61 150.60466),(62 155.65987),(63 156.71773),(64 156.98682),(65 159.54764),(66 162.03099),(67 163.434),(68 166.26804),(69 170.157),(70 170.79764),(71 173.33801),(72 171.63762),(73 172.11244),(74 172.76553),(75 172.6661),(76 172.6695),(77 173.83113),(78 173.93658),(79 177.25522),
(1 71.07451),(2 90.36727),(3 97.85896),(4 102.7718),(5 106.7867),(6 109.1898),(7 111.750565),(8 113.34649),(9 115.57459),(10 117.16447),(11 119.589455),(12 120.166176),(13 122.51793),(14 122.86563),(15 124.123665),(16 123.387764),(17 122.75452),(18 122.67607),(19 124.923965),(20 123.092674),(21 125.32811),(22 124.3753),(23 126.22237),(24 126.62925),(25 126.98447),(26 128.00955),(27 129.46573),(28 129.27652),(29 131.13612),(30 129.485),(31 129.5748),(32 130.0537),(33 130.4683),(34 132.61473),(35 131.54175),(36 128.93265),(37 128.60152),(38 131.9584),(39 130.78296),(40 129.32603),(41 130.77815),(42 131.74586),(43 133.87325),(44 134.47),(45 134.83577),(46 135.17412),(47 135.35175),(48 135.1372),(49 136.11458),(50 136.75964),(51 134.95805),(52 139.54582),(53 140.09392),(54 141.88666),(55 142.00748),(56 144.36076),(57 145.53694),(58 146.0017),(59 147.86842),(60 147.23274),(61 148.70058),(62 151.52426),(63 153.45189),(64 153.40881),(65 156.39),(66 156.77354),(67 158.48624),(68 158.18777),(69 162.67554),(70 162.68347),(71 163.85927),(72 163.18498),(73 162.69122),(74 161.24527),(75 163.44206),(76 162.62534),(77 163.19196),(78 163.39732),(79 164.59494),
(1 70.00041),(2 89.24426),(3 96.545944),(4 101.279495),(5 105.34173),(6 108.85014),(7 110.86625),(8 112.24744),(9 114.61131),(10 117.48402),(11 118.223434),(12 116.72626),(13 119.285385),(14 118.94264),(15 121.25174),(16 119.95935),(17 120.530334),(18 120.40846),(19 122.543076),(20 121.23993),(21 121.911064),(22 122.2209),(23 122.391655),(24 122.739296),(25 122.989006),(26 124.77065),(27 124.96972),(28 125.787094),(29 126.97848),(30 126.7575),(31 127.96903),(32 127.28326),(33 127.718765),(34 129.17165),(35 128.77406),(36 126.96028),(37 126.70143),(38 128.48582),(39 127.55688),(40 127.27262),(41 128.16566),(42 127.25666),(43 129.09401),(44 129.73311),(45 129.88191),(46 130.56355),(47 132.18526),(48 132.93823),(49 133.27765),(50 133.191),(51 135.73697),(52 140.15486),(53 141.51213),(54 143.8232),(55 144.78389),(56 143.68723),(57 144.12541),(58 143.69746),(59 144.65268),(60 145.55338),(61 146.53973),(62 150.9209),(63 153.5951),(64 153.19006),(65 156.23831),(66 157.40344),(67 160.59737),(68 160.4707),(69 162.49957),(70 165.278),(71 166.35066),(72 166.4742),(73 166.49829),(74 168.38228),(75 166.2782),(76 166.50226),(77 166.55309),(78 168.59552),(79 169.6359),
(1 68.171265),(2 85.29349),(3 93.161095),(4 99.81107),(5 102.963905),(6 106.23959),(7 108.8726),(8 110.49663),(9 114.33524),(10 116.538666),(11 118.13575),(12 117.49202),(13 118.91919),(14 118.94384),(15 120.243774),(16 119.590385),(17 119.58587),(18 119.40747),(19 121.49188),(20 121.56273),(21 121.18647),(22 119.94799),(23 120.2277),(24 120.02641),(25 121.30109),(26 122.506996),(27 122.74213),(28 123.084015),(29 124.321655),(30 124.64205),(31 126.89089),(32 125.82218),(33 125.716705),(34 126.034294),(35 127.24983),(36 124.81476),(37 125.37173),(38 125.95523),(39 126.54403),(40 126.16784),(41 128.05211),(42 128.04536),(43 128.9868),(44 129.06868),(45 129.45096),(46 130.30939),(47 129.82686),(48 130.87904),(49 131.06615),(50 130.61815),(51 132.85248),(52 135.84273),(53 136.4434),(54 136.40157),(55 136.71489),(56 136.93095),(57 139.12747),(58 139.68684),(59 138.32462),(60 138.70929),(61 140.87926),(62 144.69382),(63 147.42068),(64 148.31439),(65 151.25061),(66 152.73212),(67 155.32349),(68 155.99106),(69 157.7517),(70 158.61945),(71 159.42288),(72 160.63396),(73 160.48473),(74 162.01926),(75 161.05627),(76 160.44505),(77 161.27237),(78 160.66843),(79 162.09052),
(1 69.52125),(2 87.49682),(3 94.04267),(4 99.458916),(5 102.9865),(6 106.487495),(7 108.19093),(8 111.39099),(9 114.74404),(10 115.27021),(11 117.208374),(12 116.294464),(13 116.829575),(14 118.86897),(15 118.80323),(16 117.26184),(17 117.2703),(18 118.59583),(19 117.921074),(20 117.74297),(21 117.6538),(22 118.181984),(23 118.261665),(24 118.58962),(25 120.69517),(26 120.000946),(27 119.91038),(28 120.82395),(29 121.81241),(30 123.234795),(31 124.84608),(32 124.85957),(33 124.82646),(34 126.15512),(35 125.341354),(36 124.80839),(37 125.55496),(38 127.124),(39 125.4435),(40 125.327774),(41 125.8186),(42 126.44654),(43 125.25186),(44 126.198296),(45 127.394646),(46 128.3527),(47 126.91997),(48 127.90707),(49 130.61903),(50 131.09355),(51 133.73856),(52 138.41113),(53 138.72592),(54 138.66594),(55 139.20793),(56 140.01337),(57 142.15134),(58 141.73326),(59 142.0084),(60 143.57532),(61 145.17418),(62 147.52882),(63 149.73576),(64 150.02283),(65 152.52502),(66 153.14359),(67 154.50749),(68 155.68823),(69 158.0693),(70 158.93509),(71 159.95148),(72 160.66591),(73 158.10371),(74 158.14674),(75 157.3909),(76 157.63837),(77 157.59705),(78 158.64146),(79 159.043),
(1 66.07947),(2 82.26635),(3 88.28509),(4 93.18987),(5 95.95507),(6 98.24212),(7 101.976654),(8 105.86288),(9 108.207405),(10 108.533516),(11 109.33122),(12 108.35927),(13 110.86718),(14 112.06379),(15 112.0215),(16 110.10628),(17 110.50366),(18 110.3658),(19 110.7104),(20 109.73409),(21 110.77035),(22 111.39001),(23 112.732),(24 112.62209),(25 114.8673),(26 115.441185),(27 115.288925),(28 116.72105),(29 117.562485),(30 118.183754),(31 119.32795),(32 120.00286),(33 118.95705),(34 119.63178),(35 119.47091),(36 119.53636),(37 121.28251),(38 122.81582),(39 120.54906),(40 121.632385),(41 122.58764),(42 123.28878),(43 122.933655),(44 124.51281),(45 124.63381),(46 125.27057),(47 124.11994),(48 124.85287),(49 126.237526),(50 127.69077),(51 126.6583),(52 129.5547),(53 129.28789),(54 132.13498),(55 131.33879),(56 132.5315),(57 134.37726),(58 134.77394),(59 134.99606),(60 136.39131),(61 138.53958),(62 140.73825),(63 143.34862),(64 144.46991),(65 146.69402),(66 147.55927),(67 149.01907),(68 149.48398),(69 149.68794),(70 151.21072),(71 151.7794),(72 150.95467),(73 151.69061),(74 153.07117),(75 150.88908),(76 151.07681),(77 152.58923),(78 152.22948),(79 152.0962),
(1 66.2135),(2 83.43923),(3 89.26983),(4 94.19884),(5 96.83483),(6 99.55617),(7 102.89601),(8 105.196754),(9 107.43225),(10 108.77963),(11 109.321335),(12 108.59041),(13 111.74022),(14 113.46044),(15 111.92198),(16 109.817314),(17 112.374435),(18 112.13707),(19 114.401924),(20 113.444016),(21 112.78704),(22 113.3264),(23 116.129875),(24 114.54511),(25 114.893364),(26 115.5405),(27 115.89325),(28 116.19519),(29 117.384186),(30 117.752464),(31 119.77595),(32 120.40916),(33 120.54753),(34 121.165596),(35 119.96336),(36 118.987076),(37 121.12955),(38 121.61536),(39 120.53418),(40 122.30974),(41 121.89914),(42 123.08909),(43 122.48955),(44 123.20423),(45 124.11131),(46 124.367325),(47 125.12562),(48 126.2131),(49 126.665085),(50 128.38423),(51 129.1477),(52 132.98486),(53 131.8328),(54 135.12418),(55 135.60324),(56 135.9661),(57 136.43053),(58 136.99709),(59 138.38998),(60 139.37141),(61 140.65697),(62 141.14703),(63 143.67984),(64 144.50075),(65 147.23578),(66 147.73009),(67 150.02528),(68 150.5133),(69 151.86281),(70 153.60971),(71 155.14285),(72 155.3581),(73 156.01299),(74 156.9974),(75 157.17322),(76 155.85881),(77 156.0409),(78 155.47469),(79 155.05),
(1 64.98352),(2 81.335846),(3 88.076904),(4 92.68656),(5 95.97041),(6 98.35205),(7 101.175835),(8 102.615),(9 103.58401),(10 104.27021),(11 105.91581),(12 106.10142),(13 107.88674),(14 110.444984),(15 107.95247),(16 107.723335),(17 111.0483),(18 110.44104),(19 112.44355),(20 110.74115),(21 110.63088),(22 111.10903),(23 112.49518),(24 111.79424),(25 112.34014),(26 112.94611),(27 113.58845),(28 114.663),(29 112.851616),(30 113.11384),(31 115.27429),(32 115.45795),(33 117.305984),(34 117.64268),(35 116.99991),(36 116.70663),(37 118.16094),(38 118.974106),(39 118.630226),(40 120.04023),(41 119.36661),(42 120.12535),(43 120.49617),(44 120.995056),(45 119.90601),(46 120.447716),(47 119.997894),(48 119.91944),(49 121.059586),(50 123.79493),(51 123.58092),(52 125.24395),(53 126.44754),(54 128.63017),(55 129.62958),(56 129.2247),(57 130.51775),(58 131.15733),(59 132.25168),(60 132.57483),(61 134.43335),(62 136.1739),(63 137.16513),(64 138.63593),(65 140.0668),(66 141.36377),(67 143.19125),(68 142.36957),(69 146.08862),(70 147.97403),(71 149.02414),(72 149.14046),(73 148.94417),(74 149.44559),(75 149.95268),(76 147.61128),(77 147.42264),(78 147.56879),(79 148.80304),
(1 64.91045),(2 79.64488),(3 86.251854),(4 92.366554),(5 95.27766),(6 98.02124),(7 101.96095),(8 103.67691),(9 105.701),(10 105.7807),(11 108.895),(12 107.61242),(13 109.286766),(14 111.09956),(15 108.57335),(16 110.12509),(17 111.6866),(18 111.39351),(19 111.202446),(20 109.74972),(21 111.918274),(22 113.19371),(23 111.9254),(24 111.63336),(25 111.656006),(26 113.4054),(27 114.62335),(28 115.39187),(29 114.630875),(30 113.518005),(31 116.26487),(32 115.75753),(33 116.87345),(34 117.34023),(35 116.26722),(36 115.33832),(37 115.93532),(38 118.01656),(39 116.979614),(40 117.94161),(41 117.45165),(42 118.7478),(43 119.26271),(44 118.962135),(45 118.27635),(46 118.9125),(47 119.0535),(48 118.43917),(49 119.579094),(50 121.90037),(51 121.33654),(52 125.72469),(53 127.73778),(54 128.39522),(55 128.01465),(56 128.8138),(57 129.89381),(58 132.29128),(59 133.01958),(60 133.67336),(61 134.74747),(62 136.81488),(63 138.82562),(64 142.23131),(65 144.04245),(66 144.30501),(67 144.57285),(68 146.74431),(69 148.17174),(70 150.41074),(71 151.5598),(72 152.84694),(73 152.75716),(74 153.10173),(75 154.50897),(76 152.59406),(77 152.34232),(78 153.45874),(79 154.78723),
(1 64.24312),(2 80.21662),(3 86.71271),(4 92.07515),(5 96.88601),(6 98.56554),(7 101.79117),(8 103.07807),(9 104.88403),(10 105.40256),(11 107.238495),(12 105.83006),(13 106.763336),(14 110.01287),(15 106.92473),(16 107.20481),(17 109.73458),(18 109.27774),(19 110.04223),(20 109.62751),(21 111.78459),(22 112.96161),(23 110.936676),(24 111.29108),(25 113.04156),(26 113.872116),(27 114.45588),(28 114.72472),(29 115.80559),(30 113.03424),(31 114.71271),(32 114.99722),(33 114.62083),(34 116.257195),(35 114.83073),(36 115.34461),(37 115.144646),(38 116.006676),(39 115.204315),(40 115.01216),(41 116.91517),(42 117.69808),(43 118.05135),(44 119.668465),(45 119.5536),(46 119.556465),(47 120.63716),(48 120.040146),(49 120.376274),(50 120.82904),(51 120.662346),(52 124.509865),(53 125.80583),(54 125.807495),(55 126.261215),(56 127.89258),(57 129.7749),(58 131.07353),(59 132.16982),(60 131.69693),(61 134.59566),(62 134.66779),(63 135.13806),(64 137.57382),(65 140.36388),(66 140.66672),(67 141.88036),(68 143.35678),(69 145.3491),(70 147.22682),(71 147.39545),(72 148.22136),(73 148.53139),(74 149.79755),(75 149.87044),(76 149.08821),(77 149.1569),(78 150.57343),(79 150.8769),
(1 62.820164),(2 79.5174),(3 86.240486),(4 90.794365),(5 93.70049),(6 96.64367),(7 99.09052),(8 100.890625),(9 104.35534),(10 104.53973),(11 104.942894),(12 104.656334),(13 105.99756),(14 107.30436),(15 106.18954),(16 106.827805),(17 108.41092),(18 108.427704),(19 108.25651),(20 108.138664),(21 109.63754),(22 110.74351),(23 110.389915),(24 109.678246),(25 110.58306),(26 112.123055),(27 111.2926),(28 112.8435),(29 112.88995),(30 113.40452),(31 113.13232),(32 112.83024),(33 112.85919),(34 113.89502),(35 114.680565),(36 113.74456),(37 114.5618),(38 115.87512),(39 114.098495),(40 114.85363),(41 116.674385),(42 115.92927),(43 116.48937),(44 116.73552),(45 115.7724),(46 117.75999),(47 117.807884),(48 118.037544),(49 119.2437),(50 121.54418),(51 120.533424),(52 122.81669),(53 123.514465),(54 123.285515),(55 124.69053),(56 127.36276),(57 128.78323),(58 129.80397),(59 131.52663),(60 130.86633),(61 132.96898),(62 134.03539),(63 135.71376),(64 136.8365),(65 138.20383),(66 138.75447),(67 139.6478),(68 141.5125),(69 143.58514),(70 144.98325),(71 146.76782),(72 146.88966),(73 146.12508),(74 147.94618),(75 146.36409),(76 146.6229),(77 145.74405),(78 145.47934),(79 146.97482),
(1 61.28873),(2 76.819374),(3 83.60935),(4 88.46067),(5 91.32551),(6 94.47119),(7 96.29813),(8 97.0892),(9 99.80783),(10 101.66769),(11 102.24919),(12 102.308975),(13 105.067345),(14 105.56592),(15 104.811516),(16 105.19981),(17 105.47961),(18 104.83624),(19 106.28614),(20 105.37512),(21 107.150116),(22 106.99555),(23 107.710915),(24 107.16809),(25 107.53559),(26 109.941826),(27 110.970085),(28 111.25956),(29 111.604675),(30 112.101585),(31 111.20283),(32 113.44845),(33 112.60526),(34 112.18747),(35 112.60574),(36 112.42022),(37 112.88756),(38 114.58447),(39 112.583855),(40 112.71063),(41 114.03796),(42 113.71672),(43 113.314224),(44 114.55602),(45 114.337975),(46 114.66464),(47 116.242775),(48 115.53817),(49 115.78366),(50 118.18244),(51 116.80808),(52 120.471214),(53 122.50089),(54 125.68252),(55 125.35765),(56 125.87073),(57 126.47289),(58 130.05511),(59 130.58205),(60 130.51933),(61 131.92221),(62 133.56331),(63 134.51625),(64 137.01988),(65 137.07147),(66 138.19876),(67 138.70975),(68 141.96368),(69 145.16383),(70 146.11276),(71 147.74675),(72 147.41524),(73 147.09286),(74 146.89554),(75 146.71327),(76 145.92969),(77 145.97005),(78 144.86719),(79 146.37935),
(1 61.04589),(2 76.57936),(3 82.908035),(4 86.94817),(5 89.75656),(6 93.34358),(7 95.311264),(8 95.905464),(9 98.805214),(10 100.68273),(11 101.3361),(12 100.78925),(13 101.86752),(14 104.76013),(15 103.82644),(16 103.173584),(17 104.38395),(18 104.82097),(19 105.20324),(20 105.68334),(21 106.03634),(22 106.27273),(23 106.85316),(24 105.578766),(25 107.03443),(26 108.15662),(27 108.05166),(28 109.74306),(29 109.494255),(30 110.16969),(31 109.61063),(32 110.13649),(33 110.10662),(34 109.80892),(35 110.8466),(36 111.77866),(37 112.21621),(38 114.45576),(39 111.75852),(40 113.27327),(41 112.425705),(42 113.966),(43 113.03291),(44 114.59911),(45 113.59422),(46 114.6319),(47 115.9582),(48 116.04738),(49 116.2215),(50 118.93001),(51 118.11911),(52 119.246994),(53 121.92184),(54 124.06369),(55 125.24804),(56 125.14454),(57 125.674286),(58 127.8275),(59 126.54826),(60 126.3027),(61 128.57414),(62 129.62607),(63 129.42766),(64 129.61456),(65 132.30635),(66 131.27826),(67 132.3832),(68 135.89268),(69 137.90619),(70 137.20332),(71 137.21204),(72 136.81195),(73 137.13618),(74 138.3164),(75 138.32407),(76 137.10123),(77 138.55945),(78 137.61345),(79 137.41072),
(1 61.30528),(2 75.71357),(3 83.01932),(4 87.383064),(5 90.333336),(6 93.39698),(7 95.13241),(8 96.56604),(9 99.70049),(10 100.33742),(11 100.51103),(12 99.86061),(13 100.1163),(14 102.73807),(15 102.40648),(16 102.313614),(17 103.275826),(18 103.88131),(19 104.02291),(20 103.99808),(21 104.34036),(22 105.499176),(23 105.17563),(24 105.690865),(25 106.272705),(26 107.97783),(27 107.99111),(28 109.135704),(29 109.751396),(30 110.296715),(31 110.44689),(32 110.517746),(33 110.18646),(34 111.05149),(35 111.5573),(36 112.134094),(37 111.527695),(38 113.152954),(39 112.229546),(40 112.78457),(41 111.85924),(42 114.02638),(43 114.21621),(44 115.28184),(45 114.9484),(46 116.164024),(47 116.4947),(48 116.71261),(49 116.10931),(50 117.71046),(51 117.260635),(52 117.866356),(53 119.24508),(54 121.06697),(55 122.72289),(56 122.88574),(57 123.61569),(58 124.8839),(59 126.3365),(60 126.34365),(61 128.4943),(62 127.00054),(63 127.91058),(64 127.92196),(65 130.50987),(66 130.03015),(67 131.77591),(68 133.96837),(69 133.65251),(70 135.00285),(71 135.96648),(72 135.08925),(73 135.88591),(74 136.44774),(75 135.95049),(76 135.39276),(77 135.54066),(78 135.60054),(79 136.4974),
(1 59.99137),(2 76.61978),(3 82.32401),(4 87.299355),(5 90.708374),(6 94.31921),(7 96.17376),(8 97.742226),(9 99.6978),(10 100.559235),(11 101.532776),(12 101.62422),(13 102.826164),(14 104.36378),(15 103.343735),(16 103.05223),(17 103.60716),(18 104.02737),(19 105.12037),(20 104.55469),(21 106.03061),(22 107.89779),(23 108.40863),(24 108.427155),(25 107.7922),(26 108.39844),(27 108.45916),(28 108.19034),(29 109.79299),(30 110.950645),(31 110.66754),(32 111.84386),(33 111.20823),(34 110.4458),(35 110.70723),(36 110.858475),(37 111.46668),(38 112.584946),(39 110.044586),(40 111.06883),(41 110.47777),(42 111.851585),(43 111.30572),(44 112.463234),(45 111.70894),(46 112.82081),(47 112.78829),(48 113.651146),(49 114.02284),(50 114.8672),(51 116.05256),(52 116.49658),(53 117.84368),(54 119.97854),(55 121.90937),(56 123.71901),(57 124.65311),(58 123.89178),(59 126.15164),(60 127.60487),(61 130.49826),(62 131.73717),(63 133.92885),(64 134.09387),(65 137.79936),(66 137.45198),(67 139.68742),(68 140.59047),(69 141.3185),(70 143.04561),(71 144.64247),(72 144.81174),(73 143.26859),(74 145.02678),(75 144.14632),(76 142.31516),(77 141.51312),(78 141.24898),(79 141.84839),
(1 57.865803),(2 72.737915),(3 78.573814),(4 82.77882),(5 85.72719),(6 88.62868),(7 89.24716),(8 91.738),(9 92.96807),(10 94.3312),(11 94.591415),(12 94.43032),(13 96.45725),(14 97.60497),(15 96.37504),(16 96.344925),(17 97.399536),(18 97.37161),(19 98.75139),(20 97.92096),(21 99.12074),(22 99.56638),(23 101.18577),(24 101.39123),(25 101.901764),(26 104.440865),(27 103.39223),(28 102.55017),(29 104.551216),(30 104.16548),(31 105.6915),(32 105.67738),(33 105.981636),(34 106.79406),(35 106.50603),(36 106.11825),(37 107.00703),(38 109.017),(39 106.12329),(40 107.74084),(41 107.2253),(42 107.87505),(43 106.64817),(44 106.8516),(45 106.8565),(46 107.52107),(47 107.474396),(48 107.61532),(49 109.05946),(50 109.6116),(51 110.24445),(52 112.004265),(53 112.92772),(54 116.07271),(55 117.994125),(56 118.77358),(57 119.67129),(58 119.24561),(59 118.8159),(60 120.08622),(61 122.06034),(62 122.10841),(63 123.21588),(64 124.314674),(65 125.005165),(66 126.71001),(67 128.11035),(68 128.69333),(69 130.03922),(70 130.54727),(71 132.04277),(72 134.06677),(73 133.54123),(74 135.41557),(75 134.42589),(76 134.05724),(77 133.7889),(78 134.76538),(79 135.69684),
