1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64.852425),(2 72.290146),(3 77.57841),(4 81.71507),(5 85.00194),(6 87.86354),(7 89.51384),(8 92.027115),(9 91.311295),(10 93.52582),(11 94.145935),(12 94.68621),(13 95.27396),(14 97.104546),(15 96.950066),(16 96.85317),(17 97.16514),(18 98.10086),(19 97.117714),(20 97.34139),(21 98.54249),(22 96.729996),(23 94.935104),(24 93.307434),(25 92.79283),(26 92.611145),(27 93.27604),(28 93.84955),(29 93.51008),(30 94.86972),(31 94.9709),(32 96.62709),(33 96.38036),(34 97.614914),(35 98.87674),(36 99.03902),(37 101.20289),(38 103.02748),(39 104.61282),(40 104.76613),(41 106.01632),(42 105.43554),(43 105.07874),(44 105.184746),(45 105.564926),(46 105.9006),(47 105.3937),(48 106.31743),(49 105.23543),(50 104.66608),(51 104.681),(52 104.577835),(53 103.16278),(54 102.69324),(55 100.99756),(56 100.1757),(57 99.43181),(58 100.468796),(59 100.00002),(60 100.15721),(61 100.84083),(62 100.61251),(63 98.7691),(64 99.71148),(65 101.147964),(66 100.291336),(67 100.25686),(68 100.24362),(69 100.457275),(70 99.61472),(71 100.04107),(72 100.43865),(73 100.79501),(74 100.475586),(75 100.350296),(76 100.32666),(77 100.40885),(78 99.8436),(79 101.36119),
(1 64.06315),(2 71.091736),(3 77.50184),(4 82.07981),(5 84.107544),(6 87.405205),(7 89.038704),(8 92.49697),(9 91.86937),(10 93.466896),(11 94.40859),(12 95.53226),(13 96.92509),(14 97.54622),(15 96.96319),(16 96.94891),(17 95.986664),(18 95.61541),(19 96.33585),(20 96.394585),(21 97.18162),(22 94.99694),(23 94.253586),(24 93.95458),(25 93.439896),(26 92.85917),(27 93.09436),(28 94.48023),(29 94.49152),(30 95.46868),(31 95.46412),(32 96.36775),(33 96.72882),(34 99.47201),(35 100.267136),(36 101.27864),(37 101.17717),(38 102.20268),(39 103.861694),(40 103.077835),(41 103.46023),(42 104.141335),(43 104.12401),(44 104.00731),(45 102.95047),(46 103.34619),(47 103.76955),(48 103.87586),(49 103.03654),(50 103.4142),(51 102.41512),(52 101.9453),(53 100.43516),(54 99.51715),(55 97.9668),(56 96.81268),(57 96.08511),(58 97.7162),(59 97.92728),(60 97.22017),(61 98.409035),(62 98.373764),(63 96.99972),(64 97.805046),(65 97.04177),(66 96.52119),(67 97.45988),(68 96.937706),(69 96.93827),(70 96.33526),(71 96.450584),(72 95.99245),(73 96.05057),(74 96.653366),(75 96.29847),(76 95.66481),(77 96.46759),(78 95.78812),(79 96.922935),
(1 62.873653),(2 71.01819),(3 76.19921),(4 81.01444),(5 83.53619),(6 86.493324),(7 87.78647),(8 88.98191),(9 89.11634),(10 89.95701),(11 91.028534),(12 93.07502),(13 93.53614),(14 94.9816),(15 94.85268),(16 93.30184),(17 93.53345),(18 93.02954),(19 93.29211),(20 94.72965),(21 94.576416),(22 92.549255),(23 91.88409),(24 91.61826),(25 91.093285),(26 90.19916),(27 91.163025),(28 92.792854),(29 92.81236),(30 93.92793),(31 95.09344),(32 96.22146),(33 97.25127),(34 99.31936),(35 99.54315),(36 99.64425),(37 99.8146),(38 100.00772),(39 101.82559),(40 103.29574),(41 101.94779),(42 103.49326),(43 103.28456),(44 102.626755),(45 102.351555),(46 102.59065),(47 103.489975),(48 102.89338),(49 102.30943),(50 102.02876),(51 101.12957),(52 101.30296),(53 98.80136),(54 97.4598),(55 97.13509),(56 95.95748),(57 95.41727),(58 95.70062),(59 95.51784),(60 94.73576),(61 97.255775),(62 96.50867),(63 95.70577),(64 96.42156),(65 95.74937),(66 94.58273),(67 96.66368),(68 97.48511),(69 97.214775),(70 96.27629),(71 96.72688),(72 96.61894),(73 96.912674),(74 97.43494),(75 98.01138),(76 96.49925),(77 96.80011),(78 97.81173),(79 98.21179),
(1 63.62571),(2 71.582146),(3 75.88796),(4 82.06051),(5 85.221725),(6 88.33209),(7 89.464005),(8 92.35908),(9 92.77831),(10 93.40599),(11 94.52463),(12 95.05206),(13 95.320755),(14 97.300156),(15 97.391365),(16 96.83688),(17 96.52892),(18 97.56728),(19 98.33385),(20 98.4179),(21 98.59643),(22 96.63406),(23 94.3707),(24 93.35793),(25 92.86488),(26 92.30913),(27 93.27711),(28 96.652374),(29 96.39385),(30 98.54876),(31 99.423386),(32 100.384224),(33 100.9894),(34 103.48202),(35 104.49318),(36 103.59151),(37 104.790344),(38 105.53874),(39 107.38515),(40 108.447754),(41 108.39682),(42 108.53332),(43 108.904945),(44 108.9203),(45 108.82781),(46 109.58409),(47 108.10154),(48 108.591576),(49 107.2498),(50 106.89099),(51 107.45847),(52 106.87976),(53 104.62891),(54 102.708046),(55 101.28361),(56 100.20871),(57 98.32314),(58 98.73451),(59 98.53879),(60 99.72431),(61 101.19073),(62 99.72104),(63 98.29135),(64 98.28953),(65 97.86202),(66 96.906746),(67 97.498116),(68 97.50617),(69 97.27999),(70 95.38595),(71 96.88327),(72 96.44863),(73 96.27665),(74 97.02269),(75 98.880844),(76 98.35161),(77 99.58169),(78 100.53331),(79 100.95919),
(1 64.03657),(2 71.15189),(3 76.10106),(4 80.949524),(5 85.12721),(6 88.004196),(7 89.49742),(8 91.5013),(9 91.49585),(10 93.76762),(11 94.49502),(12 95.71426),(13 96.17356),(14 97.785965),(15 97.47887),(16 96.3587),(17 96.27303),(18 95.853874),(19 97.43159),(20 96.737144),(21 97.04879),(22 94.23151),(23 93.611855),(24 92.24644),(25 92.63598),(26 92.67389),(27 93.44727),(28 94.428696),(29 96.849464),(30 98.29568),(31 98.96253),(32 98.74834),(33 100.23837),(34 103.15935),(35 103.255714),(36 101.443634),(37 103.31391),(38 104.63878),(39 106.77945),(40 106.826035),(41 107.75618),(42 107.04634),(43 108.36003),(44 108.44159),(45 108.88106),(46 107.78592),(47 106.967354),(48 108.27108),(49 105.87601),(50 105.22388),(51 104.13496),(52 104.57722),(53 101.731834),(54 100.464424),(55 98.49291),(56 98.29051),(57 95.75236),(58 97.33567),(59 96.898),(60 96.335144),(61 98.24497),(62 97.653),(63 96.15106),(64 96.95603),(65 97.402885),(66 95.242165),(67 95.79463),(68 96.46988),(69 95.794716),(70 94.16854),(71 96.967575),(72 95.71839),(73 95.647156),(74 96.17153),(75 98.00726),(76 99.0049),(77 99.43445),(78 100.147964),(79 100.42431),
(1 64.36091),(2 72.7355),(3 77.05128),(4 80.929794),(5 85.55096),(6 88.57269),(7 89.79665),(8 92.35551),(9 91.5024),(10 93.898636),(11 94.81092),(12 95.37118),(13 95.35551),(14 97.63772),(15 97.26445),(16 95.716255),(17 95.88357),(18 95.56778),(19 96.88837),(20 97.344025),(21 97.53046),(22 95.38588),(23 93.85901),(24 94.167725),(25 93.45581),(26 94.03858),(27 94.548775),(28 95.38725),(29 97.36188),(30 99.296425),(31 99.66383),(32 100.53262),(33 101.17242),(34 103.58026),(35 105.93815),(36 105.22314),(37 107.18149),(38 109.541565),(39 110.83011),(40 109.69139),(41 111.25539),(42 110.54454),(43 110.65528),(44 111.03285),(45 110.62873),(46 110.30314),(47 109.722824),(48 110.732635),(49 108.17003),(50 106.254524),(51 106.030754),(52 106.11372),(53 103.19151),(54 101.52722),(55 99.99194),(56 99.27485),(57 96.708084),(58 98.874535),(59 98.25867),(60 98.28303),(61 99.52922),(62 99.030975),(63 96.39535),(64 97.6551),(65 98.392815),(66 97.184555),(67 96.21159),(68 96.49862),(69 96.82958),(70 96.53277),(71 97.10901),(72 96.94348),(73 96.4373),(74 97.44347),(75 98.788414),(76 99.64466),(77 100.20265),(78 99.67553),(79 99.93564),
(1 62.57619),(2 70.45052),(3 74.883804),(4 80.230415),(5 83.99103),(6 87.59564),(7 89.683975),(8 91.32179),(9 91.395744),(10 93.13138),(11 93.462234),(12 95.16783),(13 94.744804),(14 97.54227),(15 97.12221),(16 94.91445),(17 95.03584),(18 96.245094),(19 96.6795),(20 96.19061),(21 95.73605),(22 94.07299),(23 92.98423),(24 92.59506),(25 91.76687),(26 92.3016),(27 93.88112),(28 94.58241),(29 96.17734),(30 97.59358),(31 97.953705),(32 99.9971),(33 101.1776),(34 103.53651),(35 106.31575),(36 105.653595),(37 108.84758),(38 111.23315),(39 112.98445),(40 112.870384),(41 114.317566),(42 113.78183),(43 114.77065),(44 115.24746),(45 114.691216),(46 114.57084),(47 115.133644),(48 114.83742),(49 112.85438),(50 110.09735),(51 108.864716),(52 107.354195),(53 105.17989),(54 103.3697),(55 101.523834),(56 100.26408),(57 97.14586),(58 98.262375),(59 96.78652),(60 96.371216),(61 98.140724),(62 97.820076),(63 96.38818),(64 97.09253),(65 96.989555),(66 96.651085),(67 96.48926),(68 96.95488),(69 97.53079),(70 95.85652),(71 97.16026),(72 96.953125),(73 96.26115),(74 97.68884),(75 98.38067),(76 98.00581),(77 96.30154),(78 97.08089),(79 97.52374),
(1 61.925674),(2 69.41966),(3 73.68215),(4 78.83599),(5 81.54757),(6 85.67497),(7 86.178566),(8 88.77478),(9 89.61554),(10 91.43482),(11 92.31199),(12 93.72078),(13 92.98443),(14 94.901764),(15 94.56307),(16 94.187096),(17 93.72456),(18 94.87598),(19 95.30732),(20 94.82692),(21 93.73418),(22 93.03558),(23 92.422455),(24 91.02004),(25 91.85973),(26 91.30941),(27 92.79644),(28 94.161064),(29 97.57225),(30 98.333664),(31 99.21115),(32 100.89179),(33 102.02636),(34 105.22368),(35 106.61141),(36 106.31825),(37 108.42525),(38 109.22771),(39 112.367165),(40 111.83491),(41 112.71661),(42 113.2863),(43 114.201355),(44 114.173454),(45 113.56001),(46 114.26549),(47 114.0491),(48 113.4306),(49 111.35848),(50 109.10774),(51 108.58755),(52 106.993),(53 105.36338),(54 102.79038),(55 101.85931),(56 100.49925),(57 98.339005),(58 98.90318),(59 99.09871),(60 97.90584),(61 99.67641),(62 98.10472),(63 97.28808),(64 97.59746),(65 97.24173),(66 96.388565),(67 96.87472),(68 95.95583),(69 96.08637),(70 94.948235),(71 96.44654),(72 96.871025),(73 95.96425),(74 95.85296),(75 97.732475),(76 97.385826),(77 97.079605),(78 97.01672),(79 98.205666),
(1 63.255028),(2 70.8422),(3 75.34828),(4 80.360886),(5 85.50934),(6 89.302734),(7 89.204384),(8 91.54111),(9 93.28039),(10 93.05757),(11 94.71162),(12 95.46773),(13 94.09146),(14 95.8518),(15 96.66991),(16 96.23224),(17 95.595024),(18 96.74061),(19 97.6836),(20 97.20954),(21 96.59127),(22 96.053314),(23 95.13274),(24 93.729416),(25 93.648346),(26 92.961624),(27 94.44182),(28 95.901955),(29 98.405655),(30 98.97299),(31 99.82084),(32 101.08396),(33 102.88462),(34 106.33504),(35 107.794),(36 106.57286),(37 108.23433),(38 109.930244),(39 111.77149),(40 112.72883),(41 112.90709),(42 113.94256),(43 114.70184),(44 114.46316),(45 114.30946),(46 114.66615),(47 114.38566),(48 115.07013),(49 113.987686),(50 111.2356),(51 110.737335),(52 109.03614),(53 107.62936),(54 104.78517),(55 103.32745),(56 102.23767),(57 101.16318),(58 100.93796),(59 100.81764),(60 99.22498),(61 99.5243),(62 99.82653),(63 98.451805),(64 99.82718),(65 100.81241),(66 99.39143),(67 99.99856),(68 100.715294),(69 99.04693),(70 97.41386),(71 97.91446),(72 98.481384),(73 98.28886),(74 98.92865),(75 101.33068),(76 101.47059),(77 101.45848),(78 101.930595),(79 103.15337),
(1 61.215977),(2 68.314964),(3 73.42053),(4 78.73641),(5 82.26153),(6 85.57708),(7 87.11986),(8 90.07155),(9 91.66436),(10 92.03985),(11 92.866455),(12 94.02312),(13 94.69485),(14 96.79703),(15 96.676834),(16 96.02967),(17 96.66278),(18 96.74504),(19 98.18303),(20 97.153786),(21 96.35384),(22 95.59435),(23 94.15622),(24 92.504715),(25 91.064415),(26 90.653946),(27 91.434586),(28 91.40446),(29 92.67873),(30 93.81238),(31 95.13561),(32 94.78444),(33 97.70327),(34 100.70727),(35 101.75993),(36 100.8953),(37 103.17462),(38 106.40625),(39 108.21413),(40 110.26456),(41 110.126366),(42 111.35266),(43 112.12411),(44 113.17003),(45 113.169655),(46 114.239975),(47 114.69338),(48 115.611496),(49 113.94044),(50 111.432045),(51 111.71346),(52 109.111694),(53 107.784386),(54 105.303665),(55 103.92465),(56 102.97337),(57 101.21944),(58 101.50317),(59 99.58956),(60 98.26258),(61 99.20227),(62 99.13419),(63 97.746414),(64 99.328514),(65 99.58896),(66 98.878815),(67 99.246284),(68 98.98121),(69 98.459595),(70 97.04983),(71 98.52386),(72 99.184166),(73 97.88323),(74 98.590515),(75 99.18305),(76 99.60137),(77 100.319565),(78 99.94598),(79 101.36777),
(1 60.26743),(2 68.28569),(3 72.36378),(4 77.617615),(5 80.74272),(6 84.31282),(7 86.46241),(8 89.31279),(9 90.01652),(10 91.18359),(11 91.72501),(12 93.37023),(13 94.50989),(14 96.720955),(15 97.59724),(16 97.158585),(17 97.40293),(18 98.009636),(19 99.282776),(20 98.48383),(21 97.87635),(22 97.11712),(23 95.389435),(24 94.91006),(25 93.84303),(26 92.554695),(27 92.35442),(28 92.87086),(29 95.28372),(30 95.76509),(31 96.113075),(32 96.049034),(33 99.22775),(34 101.32067),(35 103.47438),(36 103.10952),(37 103.94871),(38 106.24932),(39 108.05476),(40 109.14145),(41 109.886444),(42 111.56758),(43 111.79856),(44 113.110756),(45 113.829956),(46 115.02133),(47 115.3136),(48 114.24785),(49 113.519875),(50 111.21365),(51 111.42073),(52 109.13864),(53 108.01026),(54 106.5732),(55 105.01766),(56 104.20411),(57 102.45941),(58 101.88601),(59 100.78062),(60 100.94196),(61 101.41291),(62 100.72551),(63 99.24272),(64 99.68264),(65 99.71499),(66 100.21001),(67 101.0396),(68 101.148224),(69 101.08144),(70 100.07688),(71 100.7292),(72 100.96183),(73 100.76537),(74 101.12064),(75 101.50183),(76 101.65407),(77 101.96463),(78 101.59284),(79 103.78012),
(1 59.163734),(2 66.84431),(3 72.255135),(4 77.629524),(5 81.07729),(6 85.59588),(7 87.26686),(8 89.693245),(9 90.62453),(10 91.64179),(11 92.69265),(12 94.1146),(13 94.405136),(14 96.15376),(15 96.855255),(16 96.099045),(17 95.96024),(18 97.84537),(19 98.052345),(20 97.843895),(21 97.236305),(22 96.050255),(23 94.19202),(24 92.9796),(25 91.90486),(26 91.60821),(27 92.32257),(28 93.17739),(29 96.00428),(30 96.82731),(31 97.21328),(32 97.96237),(33 101.17823),(34 102.668686),(35 104.34617),(36 104.73902),(37 106.23844),(38 108.60417),(39 110.30619),(40 111.07338),(41 111.65158),(42 113.32799),(43 113.44628),(44 114.04116),(45 114.365395),(46 114.707016),(47 115.40859),(48 115.624),(49 114.166534),(50 112.969505),(51 111.60657),(52 109.40881),(53 108.39991),(54 107.05832),(55 104.2243),(56 103.62034),(57 101.177124),(58 101.41629),(59 101.17611),(60 99.9615),(61 101.88086),(62 100.5449),(63 99.45813),(64 100.122536),(65 100.74396),(66 98.9561),(67 99.38663),(68 100.15373),(69 99.05815),(70 98.17528),(71 98.87916),(72 99.31932),(73 99.21466),(74 99.19082),(75 98.74187),(76 99.5534),(77 98.18263),(78 98.044334),(79 99.15649),
(1 60.06852),(2 67.88457),(3 72.67283),(4 78.187294),(5 82.45532),(6 86.39742),(7 87.90818),(8 90.30532),(9 91.48119),(10 91.9525),(11 93.56098),(12 93.72256),(13 94.40489),(14 96.62821),(15 97.38171),(16 97.342),(17 97.9653),(18 99.525566),(19 98.98687),(20 98.436516),(21 98.78035),(22 97.83093),(23 96.81921),(24 95.12451),(25 94.98494),(26 94.724014),(27 95.657166),(28 97.581505),(29 99.93909),(30 101.23687),(31 102.8233),(32 103.38172),(33 105.167915),(34 107.23098),(35 109.13498),(36 109.284904),(37 109.60397),(38 110.67041),(39 113.51151),(40 114.09141),(41 114.78922),(42 115.44679),(43 116.07267),(44 117.792534),(45 118.51357),(46 118.56977),(47 118.449745),(48 118.37927),(49 115.69558),(50 114.17825),(51 112.449066),(52 110.38458),(53 109.37968),(54 108.438805),(55 106.62519),(56 105.587975),(57 102.907684),(58 103.604774),(59 102.80117),(60 101.458534),(61 102.497826),(62 101.00937),(63 100.65686),(64 100.47479),(65 100.90042),(66 100.59123),(67 101.03283),(68 100.80027),(69 100.356705),(70 99.48698),(71 99.43606),(72 100.20413),(73 99.67929),(74 100.23744),(75 100.97734),(76 101.62982),(77 101.77922),(78 102.40236),(79 103.1064),
(1 59.66094),(2 67.91585),(3 72.79559),(4 78.357445),(5 83.041756),(6 87.16163),(7 88.505844),(8 91.23129),(9 92.199936),(10 93.42868),(11 94.31643),(12 94.790146),(13 95.62899),(14 96.86682),(15 98.08633),(16 98.431496),(17 99.16891),(18 100.20668),(19 101.91162),(20 101.40553),(21 100.09754),(22 98.43688),(23 98.62431),(24 97.16402),(25 95.88084),(26 95.35669),(27 96.155266),(28 98.71749),(29 100.04768),(30 100.67673),(31 102.19031),(32 102.65713),(33 103.49086),(34 104.853775),(35 106.440834),(36 106.42415),(37 107.25517),(38 108.26123),(39 110.55917),(40 111.50212),(41 113.0173),(42 114.07735),(43 116.21113),(44 116.63529),(45 116.60699),(46 117.75993),(47 118.38471),(48 118.21238),(49 115.90853),(50 114.22102),(51 113.24081),(52 110.72734),(53 109.30365),(54 107.90531),(55 105.37934),(56 104.86533),(57 104.4105),(58 104.73407),(59 103.34365),(60 101.12613),(61 100.67921),(62 99.61482),(63 99.63562),(64 98.86873),(65 99.09019),(66 99.86933),(67 99.53755),(68 100.26045),(69 99.9515),(70 100.11082),(71 101.17142),(72 102.2484),(73 102.715355),(74 103.18513),(75 103.47098),(76 103.536964),(77 104.939804),(78 105.93045),(79 107.02281),
(1 57.617752),(2 65.588646),(3 70.82579),(4 76.54654),(5 79.74598),(6 82.631165),(7 84.721466),(8 87.994774),(9 88.78065),(10 90.396706),(11 91.86171),(12 92.36318),(13 92.822395),(14 93.70917),(15 93.970375),(16 93.66037),(17 95.00609),(18 96.37985),(19 97.7481),(20 97.556076),(21 97.926895),(22 95.96075),(23 95.32262),(24 93.57784),(25 92.81128),(26 92.454216),(27 92.18002),(28 94.31365),(29 95.12466),(30 96.58128),(31 97.197525),(32 97.71069),(33 99.169495),(34 100.87795),(35 103.352554),(36 103.34821),(37 104.6684),(38 105.80699),(39 108.41702),(40 108.97303),(41 111.17065),(42 112.53029),(43 113.822296),(44 114.832115),(45 115.4127),(46 115.43947),(47 116.12453),(48 116.284775),(49 114.35345),(50 112.18436),(51 110.79751),(52 109.58068),(53 108.87345),(54 107.27362),(55 105.40776),(56 103.33416),(57 101.0069),(58 101.641754),(59 99.75666),(60 97.26622),(61 97.41591),(62 95.299286),(63 94.55028),(64 95.428825),(65 95.756004),(66 95.6779),(67 95.34453),(68 95.70905),(69 95.49185),(70 95.452126),(71 95.57848),(72 97.36168),(73 98.716156),(74 98.436005),(75 98.96191),(76 100.16364),(77 101.47862),(78 102.88618),(79 105.06537),
(1 58.06079),(2 67.12249),(3 72.542786),(4 77.46608),(5 80.79521),(6 84.02981),(7 86.00107),(8 88.52488),(9 89.31438),(10 89.97434),(11 91.89497),(12 93.09045),(13 93.36306),(14 93.78342),(15 94.11009),(16 94.8351),(17 94.55725),(18 96.88085),(19 98.87749),(20 98.47161),(21 99.46832),(22 97.82769),(23 95.33076),(24 93.54431),(25 93.09901),(26 92.955574),(27 92.46818),(28 93.43688),(29 95.35436),(30 96.38661),(31 96.43382),(32 97.96063),(33 98.883354),(34 100.97657),(35 101.791046),(36 102.088905),(37 103.01887),(38 104.3772),(39 107.44421),(40 106.73712),(41 108.68899),(42 110.08916),(43 111.127716),(44 112.402695),(45 112.390434),(46 113.11778),(47 112.92868),(48 113.752525),(49 113.48239),(50 111.19981),(51 109.63795),(52 107.9096),(53 107.444565),(54 105.2716),(55 103.384125),(56 102.23803),(57 101.40572),(58 101.76772),(59 101.72107),(60 100.58254),(61 101.704895),(62 101.47652),(63 100.527504),(64 100.21957),(65 101.1119),(66 99.92015),(67 99.53034),(68 99.45183),(69 98.629),(70 98.302055),(71 97.29217),(72 98.11999),(73 100.30421),(74 100.03069),(75 100.613266),(76 101.97962),(77 101.89311),(78 101.45367),(79 102.84129),
(1 57.26058),(2 65.62693),(3 69.9792),(4 74.68015),(5 79.08705),(6 82.35532),(7 84.91432),(8 87.16386),(9 88.9849),(10 89.60543),(11 91.806145),(12 92.729294),(13 93.108574),(14 94.140076),(15 95.28293),(16 96.54437),(17 95.69879),(18 97.385216),(19 98.43501),(20 98.11758),(21 97.878365),(22 95.3749),(23 93.2463),(24 91.22221),(25 91.23636),(26 90.557144),(27 91.18673),(28 91.56911),(29 91.69825),(30 93.41684),(31 94.05553),(32 94.61007),(33 95.97726),(34 98.29998),(35 100.20466),(36 99.77074),(37 101.61986),(38 102.89581),(39 105.45536),(40 105.91997),(41 107.52715),(42 109.49626),(43 110.27486),(44 110.64732),(45 111.53644),(46 112.31788),(47 112.44325),(48 112.80876),(49 112.16826),(50 111.184006),(51 110.18604),(52 109.270386),(53 106.96075),(54 105.95335),(55 104.05121),(56 103.03832),(57 102.4337),(58 102.087456),(59 102.344734),(60 101.84841),(61 103.41922),(62 102.91738),(63 100.905876),(64 100.87339),(65 101.8371),(66 100.06362),(67 100.465744),(68 100.997314),(69 99.31009),(70 98.058464),(71 97.9603),(72 99.08628),(73 99.423096),(74 99.197174),(75 100.090706),(76 101.30953),(77 100.45385),(78 99.5681),(79 101.092155),
(1 56.679264),(2 64.26543),(3 69.426125),(4 74.2034),(5 78.26359),(6 81.536995),(7 82.84487),(8 85.34647),(9 86.236664),(10 87.66948),(11 88.088974),(12 89.64741),(13 90.41056),(14 91.213394),(15 91.91218),(16 91.76701),(17 92.87195),(18 94.57557),(19 93.72765),(20 94.04125),(21 94.14315),(22 92.302475),(23 89.842766),(24 88.845406),(25 88.649605),(26 88.205025),(27 90.00968),(28 90.895935),(29 92.306656),(30 93.029045),(31 93.63774),(32 94.60532),(33 96.2492),(34 97.67224),(35 99.47324),(36 99.7707),(37 100.9861),(38 101.87538),(39 104.74102),(40 105.643555),(41 107.55175),(42 109.24044),(43 110.29746),(44 110.82859),(45 112.23998),(46 110.92756),(47 110.50667),(48 111.80262),(49 110.07021),(50 108.71819),(51 107.69359),(52 106.506165),(53 103.25714),(54 101.94769),(55 100.915375),(56 99.34596),(57 98.53358),(58 97.49815),(59 98.71068),(60 98.16738),(61 100.04488),(62 97.74417),(63 96.12053),(64 97.00572),(65 96.87544),(66 95.86947),(67 95.93059),(68 98.19643),(69 96.68333),(70 96.47346),(71 97.70584),(72 97.10947),(73 97.45704),(74 98.32087),(75 98.636795),(76 98.90743),(77 98.02273),(78 98.03601),(79 99.453094),
