1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31983.277),(2 96480.625),(3 149481.73),(4 180676.95),(5 204002.16),(6 228191.45),(7 246479.56),(8 255273.34),(9 262304.25),(10 271567.88),(11 282388.5),(12 295387),(13 311479.06),(14 325869.72),(15 332737),(16 332517.3),(17 336530.8),(18 347291.53),(19 356176.25),(20 356678.16),(21 350641.38),(22 345226.3),(23 343337.66),(24 339730.7),(25 333652.06),(26 327215.22),(27 322841),(28 324648.47),(29 334063.94),(30 345893.2),(31 352050.75),(32 348159.47),(33 339600.66),(34 332287.16),(35 329626.9),(36 331197.53),(37 336685.34),(38 342922.3),(39 345217.06),(40 341073.7),(41 332648.53),(42 326282.03),(43 324788.63),(44 326572.66),(45 327853.25),(46 327168.06),(47 328073.3),(48 332115),(49 337758.4),(50 341704.75),(51 341692.9),(52 339882.97),(53 342899.25),(54 353381.3),(55 367414.53),(56 375064.06),(57 373611.03),(58 370576.06),(59 371073.63),(60 373575.03),(61 376003.9),(62 376890.34),(63 376901.5),(64 381268.6),(65 390080.4),(66 401486.8),(67 408896.66),(68 414152.9),(69 419130.7),(70 420630.28),(71 421641.9),(72 420526.7),(73 420461.7),(74 422979.4),(75 429384.9),(76 443513.94),(77 457554.38),(78 466950.1),(79 475857.78),
(1 28675.121),(2 85954.07),(3 131918.8),(4 158378.47),(5 177548.45),(6 194983.8),(7 206146.44),(8 212921.64),(9 221339.84),(10 232682.77),(11 243872.89),(12 256721.5),(13 271441.66),(14 282265.4),(15 285815.53),(16 287066.9),(17 291308.4),(18 300672.63),(19 310084.9),(20 316502.88),(21 318568.88),(22 317466.4),(23 315199.34),(24 311378.1),(25 306298.44),(26 302746.72),(27 304572.7),(28 312210.3),(29 321608.1),(30 328118.66),(31 331146.13),(32 332999.13),(33 335398.7),(34 337390.84),(35 339597.53),(36 340942.3),(37 341165.2),(38 340512.16),(39 337403.28),(40 331653.34),(41 326832.13),(42 326969),(43 330790.47),(44 332830),(45 330414.13),(46 327569.94),(47 331029.75),(48 340178.72),(49 349870.94),(50 354555.06),(51 353817.25),(52 352103.9),(53 350434.28),(54 351067.63),(55 355775.28),(56 361951.4),(57 366456.72),(58 371044.06),(59 377326.28),(60 384020.63),(61 390876.75),(62 396081.7),(63 401582.6),(64 409248.7),(65 418763.97),(66 425161.63),(67 426256.66),(68 431461.66),(69 444333.13),(70 459045.13),(71 469111.9),(72 470991.66),(73 473092.25),(74 475865.97),(75 478563.6),(76 483841.8),(77 489167.94),(78 488771.44),(79 484319.13),
(1 30793.516),(2 92929.45),(3 145282.2),(4 178305.9),(5 202084.44),(6 221703.75),(7 231325.28),(8 232162.08),(9 232678.13),(10 236239.31),(11 241700.44),(12 248593.28),(13 257823.28),(14 266716.34),(15 273504.75),(16 278970.5),(17 284832.25),(18 291147.8),(19 295725),(20 297544.53),(21 296116.72),(22 291385.9),(23 285873.72),(24 283107.78),(25 281553.44),(26 278372.28),(27 278122.94),(28 284084.38),(29 295121.13),(30 304504.03),(31 307203.22),(32 307783.56),(33 314323.25),(34 324675.84),(35 331377.25),(36 331394.63),(37 328883.88),(38 326832.7),(39 327025.03),(40 329030),(41 332162.53),(42 335325.1),(43 338506.03),(44 341559.25),(45 343915.75),(46 346539.97),(47 351286.13),(48 356843.06),(49 360860.66),(50 360183.8),(51 353932.9),(52 346523.88),(53 345000.22),(54 350740.53),(55 358712.84),(56 366990.2),(57 374944.84),(58 380373.28),(59 384114.4),(60 385839.72),(61 388904.22),(62 393302.88),(63 399189.22),(64 399101.53),(65 393184),(66 393677.84),(67 402751.13),(68 419195.25),(69 435420.44),(70 443704.94),(71 448536.84),(72 453155.3),(73 463347.13),(74 472902.72),(75 472426.97),(76 467906.13),(77 465480.28),(78 467907.25),(79 468245.13),
(1 29078.145),(2 87929.64),(3 138457.23),(4 172062.55),(5 196199.17),(6 213569.36),(7 219726.28),(8 217954.89),(9 216837.8),(10 219578.58),(11 225810.63),(12 235504.69),(13 243942.44),(14 249254.94),(15 254714.3),(16 263006.6),(17 271805.88),(18 276333.4),(19 275426.56),(20 271157.3),(21 264525.25),(22 258758.19),(23 255739.55),(24 255985.27),(25 257114.19),(26 256668.16),(27 256452.83),(28 260186.73),(29 266466.66),(30 271612.3),(31 274676.7),(32 278038.4),(33 283859.13),(34 289542.66),(35 291985.66),(36 291324.7),(37 291111.2),(38 291171.25),(39 289772.8),(40 287595),(41 287381.56),(42 292312.8),(43 298446.44),(44 303369.8),(45 307047.7),(46 310181.53),(47 314192.22),(48 319117.38),(49 322234.75),(50 319311.78),(51 314065.06),(52 311158.13),(53 312829.06),(54 317868.75),(55 321973.1),(56 326290.03),(57 332841.25),(58 338748.3),(59 343411.44),(60 346873.47),(61 352215.88),(62 357077),(63 365126.44),(64 374969.38),(65 382685.53),(66 387020.7),(67 388659.34),(68 390885.25),(69 397375.13),(70 403885.25),(71 408208.97),(72 414516.56),(73 426229.34),(74 438123.72),(75 446855.13),(76 450034.94),(77 450322.84),(78 453509.7),(79 457735.13),
(1 27738.732),(2 81179.13),(3 121589.836),(4 143660.97),(5 161651.34),(6 180097.72),(7 192138.53),(8 196904.53),(9 200812.19),(10 208369.88),(11 221719.77),(12 235226.03),(13 244283.33),(14 248448.77),(15 251017.28),(16 256548.22),(17 262718.56),(18 265631.94),(19 262988.63),(20 258188.58),(21 251648.81),(22 245378.47),(23 242471.73),(24 243442.86),(25 244671.42),(26 244281.55),(27 245231.5),(28 249824.81),(29 253691.9),(30 252360.14),(31 248927.08),(32 251770.95),(33 262030.53),(34 270608.8),(35 271574.34),(36 269224.78),(37 271822.13),(38 275946.56),(39 275547.8),(40 270363.47),(41 267387.22),(42 270364.1),(43 275671.94),(44 279049.25),(45 281387.94),(46 285789.44),(47 295368.25),(48 305404.84),(49 311398.66),(50 311156.34),(51 307863.53),(52 307604.38),(53 309979.66),(54 314189.72),(55 317106.66),(56 319472.28),(57 321682.97),(58 324861.63),(59 329581.25),(60 333966.72),(61 337439.5),(62 337332.1),(63 337976.84),(64 343498),(65 349009.63),(66 351495.88),(67 353230.8),(68 358852.44),(69 365159.8),(70 367892.66),(71 375201.28),(72 383182.4),(73 390494.72),(74 400126.44),(75 409340.84),(76 417000.75),(77 422933.16),(78 427487.63),(79 427867.38),
(1 29526.541),(2 86983.875),(3 131826.13),(4 157315.03),(5 177362.22),(6 196153.5),(7 205596.34),(8 203045.73),(9 197074.17),(10 194193.7),(11 197561.28),(12 206032.42),(13 214237.92),(14 219556.33),(15 226069.1),(16 235622.89),(17 242160.25),(18 242207.95),(19 236617.38),(20 228580.73),(21 220538.6),(22 215608.8),(23 216284.39),(24 219234.22),(25 223109.44),(26 228474.42),(27 235109.06),(28 240679.9),(29 241646.13),(30 239468.69),(31 237928.52),(32 243193.4),(33 253016),(34 257909.97),(35 254371.7),(36 247691.06),(37 243521.38),(38 241759.61),(39 239574.44),(40 237337.88),(41 238848.8),(42 245998),(43 254389.61),(44 259693.92),(45 262785.84),(46 269758.72),(47 279211.75),(48 284050),(49 282600.5),(50 278164.63),(51 278302.47),(52 285043.6),(53 294701.94),(54 306327),(55 318464.66),(56 328855),(57 337198.4),(58 341744.16),(59 343197.6),(60 344865.72),(61 349702.6),(62 354821.06),(63 357817.47),(64 362308.75),(65 366290.4),(66 373663.66),(67 385481.72),(68 397933.25),(69 406691.94),(70 412966.75),(71 416595.84),(72 412112.75),(73 407154.47),(74 402629.5),(75 401801.13),(76 404768.53),(77 404833.6),(78 407882.97),(79 414729),
(1 28443.465),(2 83376.836),(3 125368.77),(4 149368.45),(5 166399.4),(6 180495.45),(7 187066.19),(8 187263.3),(9 185400.66),(10 187007.38),(11 194358.39),(12 204217.56),(13 211227.17),(14 214578.69),(15 219955.77),(16 228074.16),(17 232501.66),(18 231710),(19 228281.23),(20 223845.47),(21 219387.9),(22 215441.52),(23 214141.03),(24 213822.39),(25 213555.08),(26 215620.78),(27 219843.5),(28 223370.16),(29 220968.84),(30 215181.03),(31 212374.11),(32 216646.67),(33 224540.97),(34 228669.33),(35 226696.14),(36 222170.02),(37 219445.81),(38 218880.63),(39 220235.9),(40 221655.28),(41 223817.13),(42 228623.81),(43 234046.33),(44 239829.6),(45 247204.05),(46 256570.25),(47 265711.06),(48 269624.38),(49 268718.25),(50 266084.03),(51 266020.9),(52 268947.97),(53 270952.9),(54 270566.13),(55 271786.6),(56 277683.7),(57 285581.88),(58 291274.16),(59 295269.28),(60 298995.34),(61 305763.8),(62 311712.53),(63 316829.1),(64 321780.8),(65 327683.63),(66 333778.13),(67 340102.9),(68 347815.53),(69 355564.53),(70 356757.06),(71 355452.56),(72 354740.66),(73 354910.3),(74 354288.78),(75 357974.4),(76 366415.72),(77 372603.97),(78 379115.78),(79 386439.72),
(1 25719.465),(2 74968.81),(3 112603.19),(4 134661.13),(5 151699.78),(6 166301.27),(7 174214.34),(8 176420.44),(9 177636.66),(10 183491.16),(11 195561.13),(12 205523.78),(13 207441.95),(14 207167.67),(15 211706.9),(16 219333.47),(17 224139.03),(18 226007.9),(19 227808.1),(20 230276.1),(21 232399.77),(22 231640.88),(23 230229.33),(24 229182.63),(25 228291.58),(26 227062.72),(27 225028.78),(28 221886),(29 220437.53),(30 218662.53),(31 216744.23),(32 215114.38),(33 215204.9),(34 215122.42),(35 215031.73),(36 214219.64),(37 212678.33),(38 210780.69),(39 210005.72),(40 213902.72),(41 221424.86),(42 228436.28),(43 232226.4),(44 235082.45),(45 239471.14),(46 244815.14),(47 248766.28),(48 248987.23),(49 246782.69),(50 244337.58),(51 244034.78),(52 246492.03),(53 250859.86),(54 256657.05),(55 261615.13),(56 266636.34),(57 273182.16),(58 278126.9),(59 282735.94),(60 286957.84),(61 292943.13),(62 297114.72),(63 296882.28),(64 299429.44),(65 305927.78),(66 311310.75),(67 313127.88),(68 315633.28),(69 321177.34),(70 327598),(71 336161.4),(72 344395.1),(73 351262.9),(74 355633),(75 361048.7),(76 369029.44),(77 375057.78),(78 378523.6),(79 383454.16),
(1 25721.225),(2 75371.52),(3 116385.414),(4 143224.86),(5 162245.66),(6 174424.38),(7 178037.69),(8 177584.36),(9 176948.19),(10 179228.23),(11 187039.2),(12 196654.31),(13 202682.56),(14 205756.97),(15 210972.56),(16 218689.27),(17 224830.42),(18 230637.94),(19 236624.8),(20 241440.36),(21 240928.34),(22 233729.86),(23 226169.1),(24 222769.95),(25 223067.58),(26 224103.81),(27 223544.97),(28 224238.86),(29 229021.56),(30 236461.14),(31 239398.47),(32 235521.08),(33 230464.78),(34 228662.69),(35 229275.7),(36 230150.4),(37 230256.38),(38 231624.66),(39 234400.13),(40 238701.08),(41 243468.84),(42 247632.06),(43 249183.27),(44 248752.08),(45 249090.38),(46 251864.5),(47 255536.97),(48 257184.6),(49 256152.72),(50 255752.5),(51 256179.94),(52 257325.08),(53 259157.7),(54 260870.72),(55 262590.78),(56 263923.44),(57 264461.7),(58 261996.84),(59 260139.66),(60 260744.13),(61 266114.88),(62 271216.2),(63 274480),(64 280739),(65 290179.75),(66 299437.66),(67 302380.25),(68 302946.2),(69 305901.72),(70 309346.97),(71 315212.34),(72 321665.25),(73 332426.63),(74 344881.25),(75 354661.72),(76 362405.2),(77 368310.1),(78 377743.2),(79 387604.8),
(1 24507.873),(2 71470.914),(3 108563.19),(4 129812.37),(5 143457.38),(6 151768.11),(7 152576.16),(8 150673.7),(9 151537.23),(10 157949.44),(11 168739.25),(12 177519.36),(13 182068.36),(14 185998.17),(15 191719.31),(16 198010.34),(17 201644.67),(18 203264.58),(19 203772.88),(20 206229.5),(21 209743.22),(22 209296.39),(23 204752.77),(24 203274.73),(25 207141.56),(26 210562.67),(27 211387.66),(28 213937.55),(29 218199.98),(30 220937.2),(31 218967.86),(32 214189.5),(33 212186.55),(34 214483.67),(35 216061.5),(36 215947.11),(37 217352.83),(38 222140.48),(39 227495.08),(40 230033.42),(41 229172.11),(42 229618.02),(43 231965.5),(44 233416.39),(45 234338.69),(46 236475.55),(47 238296.16),(48 240650.14),(49 242433.63),(50 244182.92),(51 246107.77),(52 249742.06),(53 253467.61),(54 258650.48),(55 265154.25),(56 271855.66),(57 277114.03),(58 280217.25),(59 281180.1),(60 282051.13),(61 283093.78),(62 284584.7),(63 285937.22),(64 288908.78),(65 293157.22),(66 297669.72),(67 298614.5),(68 299239.25),(69 300485.78),(70 303485.25),(71 308964.38),(72 315426.13),(73 322102.4),(74 330309.38),(75 338720.16),(76 347144.3),(77 353640.2),(78 360224.7),(79 367245.3),
(1 22801.398),(2 65006.727),(3 97277.234),(4 114133.42),(5 124656.39),(6 130919.516),(7 133439.98),(8 134977.16),(9 139073.45),(10 146205.75),(11 154448.84),(12 161354.8),(13 165422.78),(14 168595.88),(15 174034.9),(16 179443.03),(17 182251.16),(18 183658.63),(19 184298.22),(20 186623.48),(21 189090.92),(22 189371.39),(23 188075.95),(24 187219.78),(25 187855.67),(26 188255.61),(27 189372.06),(28 194450.17),(29 201286.64),(30 204691.83),(31 202572.88),(32 197631.83),(33 195959.27),(34 197756.3),(35 201131.88),(36 204973.88),(37 208924.58),(38 211348.17),(39 211177.31),(40 210292.75),(41 210646.56),(42 213703.5),(43 216669.78),(44 218980.81),(45 219937.84),(46 220203.02),(47 222238.22),(48 224243.08),(49 227536.06),(50 231666.98),(51 234392.78),(52 237361.55),(53 241803.03),(54 248684.1),(55 254516.67),(56 256924.8),(57 258158.52),(58 259212.52),(59 262158.66),(60 264000.1),(61 266872.94),(62 270225.38),(63 275215.28),(64 283243.22),(65 292103.2),(66 299420.78),(67 304381.22),(68 309150.6),(69 318118.22),(70 327336.84),(71 335838.03),(72 341726.2),(73 349189.6),(74 359077.47),(75 366131.1),(76 371130.5),(77 376819.78),(78 382904.78),(79 390475.34),
(1 22642.172),(2 64057.184),(3 96181.74),(4 115025.336),(5 127444.55),(6 133107.55),(7 132475.77),(8 132215.28),(9 136987.05),(10 147837.6),(11 161250.38),(12 171203.02),(13 175993.95),(14 178960.1),(15 182229.14),(16 186799.61),(17 191528.72),(18 194125.84),(19 194185.52),(20 194319.44),(21 193315.83),(22 190302.33),(23 188414.56),(24 190429.4),(25 194442.61),(26 197829.39),(27 201301.1),(28 207080.61),(29 211209.56),(30 208821.11),(31 201825.67),(32 194828.05),(33 191992.1),(34 192827.3),(35 195993.39),(36 200686.52),(37 204926.13),(38 206825.2),(39 204868.9),(40 202931.88),(41 204812.63),(42 208685.22),(43 209106.88),(44 207044.39),(45 207419.22),(46 209517.48),(47 210273.77),(48 209791.45),(49 210799.39),(50 211802.9),(51 210736.7),(52 209293.48),(53 210813.73),(54 216062.77),(55 221624.05),(56 225288.1),(57 227530.44),(58 228664.98),(59 230214.39),(60 232401.28),(61 234743.34),(62 235485.66),(63 238481.67),(64 243161.61),(65 247167.06),(66 251280.83),(67 256281.88),(68 263702.94),(69 273230.25),(70 281271.3),(71 289610.5),(72 295486.03),(73 298852.38),(74 301042.4),(75 301208.2),(76 300841.2),(77 301502.5),(78 304785.1),(79 310342.06),
(1 23302.658),(2 65192.97),(3 95487.46),(4 114062.15),(5 127889.67),(6 134519.6),(7 133622.73),(8 131745.38),(9 135588.38),(10 144265.69),(11 152633.86),(12 158178.63),(13 162666.47),(14 168420.11),(15 174495.34),(16 178725.94),(17 181213.08),(18 182677.8),(19 180866.06),(20 176541.36),(21 171064.19),(22 167501.72),(23 168514.63),(24 173966.23),(25 178240.47),(26 179360.67),(27 180178.44),(28 183385.28),(29 185422.28),(30 184877.05),(31 183506.28),(32 183167.28),(33 183966.55),(34 181693.23),(35 178775.63),(36 179193.44),(37 182318.9),(38 184677.86),(39 186359.94),(40 187997.47),(41 190140.11),(42 191087.16),(43 189959.02),(44 189528.17),(45 190374.69),(46 190179.64),(47 188120.77),(48 186616.44),(49 189412.44),(50 195796.9),(51 201877.64),(52 205674.44),(53 209177.05),(54 213665.94),(55 217887.5),(56 220895.92),(57 225028.84),(58 229069.34),(59 230610.42),(60 232185.44),(61 235122.86),(62 237596.19),(63 239060.53),(64 242114.06),(65 244293.31),(66 245880.92),(67 247960.48),(68 251482.31),(69 257130.23),(70 262252.22),(71 268353.8),(72 275364.16),(73 277804.8),(74 275220.25),(75 273538.75),(76 274635.53),(77 273877.66),(78 272403.38),(79 272844.44),
(1 22419.832),(2 60743.617),(3 85853.12),(4 97954.664),(5 107154.1),(6 113128.625),(7 112003.67),(8 112540.59),(9 120660.58),(10 131558.28),(11 139951.94),(12 143798.25),(13 143928.31),(14 145569.69),(15 149470.97),(16 152390.58),(17 155315.45),(18 160275.19),(19 163233.03),(20 162013.05),(21 158382.95),(22 156731.8),(23 158844.44),(24 162137.42),(25 165067.02),(26 167451.34),(27 172135.77),(28 177237.94),(29 178503.83),(30 176899.23),(31 178044.23),(32 183622.9),(33 188130.77),(34 189158.31),(35 187919.83),(36 186482.94),(37 186483.63),(38 187146.17),(39 187104.75),(40 187680.52),(41 191086.17),(42 194397.1),(43 194244.2),(44 193541.42),(45 194594.3),(46 193758.97),(47 189409.47),(48 185143.34),(49 185600.44),(50 190907.94),(51 196632.83),(52 200151.69),(53 203531.72),(54 206552.8),(55 207563.48),(56 207189.03),(57 208878.81),(58 211664.72),(59 213838.02),(60 216305.4),(61 220571.88),(62 223079.42),(63 225375.45),(64 229047.11),(65 232570.64),(66 236958.22),(67 240809.94),(68 241773.55),(69 242113.56),(70 244566.2),(71 249103.72),(72 251615.8),(73 253343.77),(74 254191.7),(75 256040.88),(76 259917.55),(77 263523.28),(78 267148.78),(79 271926.13),
(1 22813.322),(2 62980.348),(3 90903.836),(4 105114.26),(5 115843.51),(6 120156.76),(7 116368.49),(8 113962.52),(9 118399.02),(10 129170.04),(11 140580.58),(12 147478.95),(13 151211.44),(14 155302.36),(15 158908.06),(16 160338.42),(17 159690.08),(18 159617.75),(19 159619.69),(20 157539.92),(21 156010.22),(22 159201.58),(23 164071.13),(24 165405),(25 165130.48),(26 168275.92),(27 172470.81),(28 174240.66),(29 173800.61),(30 173996.47),(31 175142.84),(32 177369.42),(33 178938.67),(34 180135.92),(35 180671.81),(36 182762.48),(37 186186.02),(38 187217.39),(39 185223.88),(40 186519.6),(41 191256.92),(42 194138.05),(43 191149.39),(44 187136.94),(45 186589.2),(46 187992.52),(47 187919.33),(48 187775.22),(49 190284.53),(50 193015.72),(51 193669.8),(52 193218.13),(53 193027.52),(54 194957.88),(55 199190.25),(56 203596.8),(57 206364.89),(58 206569.42),(59 205836.78),(60 204583.42),(61 205253.19),(62 210518.61),(63 215820.34),(64 219706.94),(65 223829.61),(66 230110.73),(67 234663.25),(68 238016.61),(69 240620.8),(70 242327.72),(71 245013.14),(72 245460.31),(73 250840.33),(74 258937.31),(75 263785.2),(76 266835.1),(77 268975.75),(78 273051.56),(79 281455.6),
(1 21976.213),(2 59654.96),(3 85286.86),(4 100273.49),(5 110321.15),(6 113815.35),(7 112785.414),(8 112843.836),(9 117038.766),(10 126605.266),(11 138195.98),(12 145307.95),(13 146492.42),(14 147793.22),(15 150666),(16 152624.19),(17 155864.16),(18 161016.83),(19 162302.28),(20 160438.58),(21 161128.33),(22 164580.53),(23 168077.7),(24 171541.81),(25 174660.48),(26 177999.23),(27 180502.22),(28 179549.64),(29 176935.66),(30 177031.05),(31 179556.53),(32 180756.97),(33 181384.13),(34 184027.42),(35 187913.61),(36 190856.97),(37 192377.03),(38 191355.3),(39 189109.42),(40 189007.03),(41 191193.53),(42 192061.92),(43 190634.28),(44 191033.31),(45 194025.47),(46 195861.31),(47 194191.38),(48 192917.78),(49 194277.52),(50 196026.98),(51 196215.17),(52 194915.84),(53 194088.53),(54 194975.88),(55 198981.81),(56 203593.11),(57 205276.05),(58 203533.39),(59 200327.33),(60 196812.36),(61 196992.75),(62 201120.47),(63 206602.7),(64 212049.7),(65 217397.02),(66 222401.5),(67 224730.39),(68 224614.34),(69 224405.78),(70 225723.11),(71 230221.39),(72 234851.27),(73 239601.25),(74 243812.48),(75 248778.58),(76 255779.44),(77 261697.66),(78 267828.38),(79 274073.63),
(1 21384.629),(2 58646.773),(3 85293.55),(4 98682.1),(5 105658.04),(6 107939.75),(7 107200.47),(8 110335.33),(9 118873.58),(10 130465.125),(11 139439.11),(12 141991.69),(13 142872.84),(14 145206.77),(15 146893),(16 146257.06),(17 147235.63),(18 150873.05),(19 153257.23),(20 154246.8),(21 157348.06),(22 163445.7),(23 166449.95),(24 166890.38),(25 169183.13),(26 171362.61),(27 170459.63),(28 168897.23),(29 168502.16),(30 169105.2),(31 170433.42),(32 171801.47),(33 173783.06),(34 174476.98),(35 173379.55),(36 173145.53),(37 176139.56),(38 179009.64),(39 179783.1),(40 181645.95),(41 185556.53),(42 187768.55),(43 187590.36),(44 189116.47),(45 191928.1),(46 192642.81),(47 193793.98),(48 196461.45),(49 199710.13),(50 202030.61),(51 203704.75),(52 204146.23),(53 203075.84),(54 201994.61),(55 204511.56),(56 207539.36),(57 208546.1),(58 207387.48),(59 205079.84),(60 202108.81),(61 202762.02),(62 206985.19),(63 209331.16),(64 213043.17),(65 218285.94),(66 222530.8),(67 223703.53),(68 221795.17),(69 222042.73),(70 222057.31),(71 224065.42),(72 228297.83),(73 234550.22),(74 239548.1),(75 244652.05),(76 247751.28),(77 250120.47),(78 252828.28),(79 255701.86),
(1 22701.854),(2 61789.87),(3 89197.5),(4 105359.79),(5 113235.95),(6 112194.266),(7 108457.61),(8 109935.78),(9 116555.05),(10 128327.68),(11 140874.02),(12 147069.03),(13 147347.39),(14 146516.03),(15 144915.2),(16 141727.78),(17 141123.58),(18 144466.78),(19 146270.28),(20 147416.95),(21 151504.08),(22 157072.78),(23 158839.38),(24 158439.83),(25 158383.03),(26 156102.03),(27 151748.14),(28 148617.13),(29 148449.67),(30 150505.63),(31 153742.56),(32 157275.5),(33 159054.44),(34 157424.78),(35 154885.33),(36 155411.53),(37 159453.16),(38 162867.73),(39 165951.2),(40 169213.78),(41 174129.06),(42 177060.64),(43 176605.89),(44 175161.1),(45 175760.72),(46 177524.47),(47 180099.39),(48 183995.36),(49 186842.73),(50 187533.03),(51 188542.2),(52 189632.08),(53 190105.36),(54 192173.39),(55 195256.47),(56 198012.73),(57 197958.81),(58 194811.97),(59 191446.1),(60 189659.44),(61 191430.83),(62 196920.66),(63 202052.53),(64 205497.92),(65 211356.06),(66 219061.2),(67 224191.73),(68 226647.2),(69 227049.17),(70 227546.66),(71 231968.45),(72 237087.64),(73 243304.08),(74 252432.02),(75 259133.7),(76 262619.8),(77 265808.66),(78 269240.44),(79 271579.56),
(1 21827.479),(2 57184.836),(3 78010.055),(4 89066.51),(5 96573.97),(6 97681.55),(7 96102.58),(8 98584.59),(9 105851.03),(10 115849.38),(11 123359.53),(12 125370.41),(13 124576.625),(14 124242.336),(15 124929.91),(16 125286.914),(17 126395.266),(18 128773.75),(19 130276.44),(20 131575.52),(21 134975.81),(22 139460.98),(23 141430.86),(24 142805.17),(25 144344.9),(26 144237.64),(27 142113.86),(28 138693.34),(29 138274.02),(30 141852.22),(31 144114.5),(32 144911.55),(33 145580.72),(34 144921.03),(35 142862.19),(36 143048.64),(37 144657.06),(38 145510.33),(39 146355.66),(40 148675.92),(41 149714.03),(42 147789.97),(43 145934.4),(44 144660.05),(45 143895.52),(46 144296.38),(47 146540.95),(48 149144.64),(49 150154.3),(50 148762.73),(51 148242.98),(52 149123.67),(53 150445.77),(54 151382.08),(55 152295.14),(56 153710.47),(57 154964.08),(58 154897.58),(59 155232.67),(60 158162.17),(61 165971.47),(62 173368.48),(63 179063.75),(64 183684.7),(65 186624.6),(66 189491.55),(67 191662.77),(68 194927.69),(69 199886.23),(70 201845.61),(71 203980),(72 207692.11),(73 211898.28),(74 215515.89),(75 217071.83),(76 221255.86),(77 226501.92),(78 229280.11),(79 230092.25),
