1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 610.1836),(2 982.3715),(3 1301.7927),(4 1544.7806),(5 1765.751),(6 1941.457),(7 2109.8809),(8 2359.2341),(9 2517.5916),(10 2654.5508),(11 2787.615),(12 2888.9229),(13 2985.496),(14 3076.4724),(15 3168.352),(16 3212.5293),(17 3255.9714),(18 3300.6106),(19 3360.442),(20 3409.3667),(21 3429.7227),(22 3462.3032),(23 3502.6892),(24 3524.3396),(25 3545.4106),(26 3564.1072),(27 3594.185),(28 3624.1592),(29 3648.7505),(30 3658.3237),(31 3699.0457),(32 3729.9543),(33 3750.76),(34 3776.9084),(35 3801.6838),(36 3841.651),(37 3858.3328),(38 3875.7178),(39 3908.622),(40 3906.2014),(41 3922.1824),(42 3932.4607),(43 3941.5833),(44 3960.1726),(45 3981.5527),(46 4018.2593),(47 4030.003),(48 4044.313),(49 4057.8235),(50 4078.131),(51 4098.863),(52 4109.7227),(53 4094.964),(54 4102.5884),(55 4101.7676),(56 4098.2236),(57 4100.5107),(58 4096.587),(59 4100.474),(60 4098.3003),(61 4100.8306),(62 4098.2314),(63 4115.862),(64 4109.978),(65 4134.9517),(66 4146.446),(67 4170.738),(68 4121.0693),(69 4118.4536),(70 4113.745),(71 4112.6533),(72 4107.6177),(73 4098.9756),(74 4113.737),(75 4110.9185),(76 4124.7134),(77 4121.1167),(78 4131.5806),(79 4148.215),
(1 607.30164),(2 986.4625),(3 1291.2982),(4 1532.8363),(5 1741.5895),(6 1912.8031),(7 2073.7327),(8 2326.258),(9 2456.9607),(10 2575.5374),(11 2707.4973),(12 2807.0564),(13 2898.8677),(14 2984.9822),(15 3076.1606),(16 3122.3364),(17 3174.5327),(18 3216.493),(19 3250.7385),(20 3293.517),(21 3323.925),(22 3350.924),(23 3397.1082),(24 3427.9194),(25 3455.3452),(26 3498.8335),(27 3540.5103),(28 3579.1138),(29 3602.102),(30 3617.73),(31 3663.2776),(32 3686.6563),(33 3728.3757),(34 3756.1287),(35 3777.9998),(36 3805.3127),(37 3807.4043),(38 3808.776),(39 3814.4355),(40 3819.623),(41 3836.7783),(42 3843.8547),(43 3840.75),(44 3864.2444),(45 3876.2908),(46 3906.3738),(47 3941.4297),(48 3962.2188),(49 3980.7603),(50 4014.1362),(51 4026.777),(52 4024.1055),(53 3990.055),(54 3981.4866),(55 3996.506),(56 4001.0596),(57 3980.094),(58 3956.1343),(59 3941.138),(60 3950.8423),(61 3950.7795),(62 3978.322),(63 4014.3325),(64 4040.7048),(65 4059.483),(66 4054.5913),(67 4050.9543),(68 4021.8635),(69 4016.7266),(70 4014.3262),(71 4026.132),(72 4028.8782),(73 4021.9229),(74 4037.765),(75 4068.1267),(76 4080.724),(77 4109.248),(78 4133.583),(79 4161.1265),
(1 594.4685),(2 962.24457),(3 1271.6188),(4 1496.9882),(5 1697.2068),(6 1855.4617),(7 2008.5914),(8 2245.66),(9 2378.3203),(10 2508.55),(11 2641.0994),(12 2732.5007),(13 2834.2046),(14 2930.1926),(15 3013.5103),(16 3083.8547),(17 3142.9272),(18 3188.202),(19 3244.4055),(20 3299.9514),(21 3337.4343),(22 3384.2988),(23 3394.961),(24 3419.1538),(25 3463.7527),(26 3513.3186),(27 3574.1777),(28 3602.305),(29 3619.9854),(30 3644.921),(31 3687.9045),(32 3716.5833),(33 3746.9346),(34 3770.3818),(35 3789.3696),(36 3810.4116),(37 3835.4524),(38 3838.5261),(39 3866.351),(40 3882.642),(41 3894.9624),(42 3891.352),(43 3884.2837),(44 3914.4019),(45 3920.2134),(46 3934.0193),(47 3926.699),(48 3918.4675),(49 3937.6743),(50 3945.4705),(51 3951.5066),(52 3957.1838),(53 3940.149),(54 3931.3352),(55 3923.521),(56 3925.4622),(57 3921.5088),(58 3923.8591),(59 3896.9597),(60 3888.596),(61 3907.5076),(62 3925.2495),(63 3935.6829),(64 3945.0376),(65 3966.6658),(66 3969.8362),(67 3982.1516),(68 3937.7441),(69 3930.7783),(70 3931.8066),(71 3936.8943),(72 3947.9158),(73 3959.904),(74 3966.7175),(75 3971.1902),(76 3973.4858),(77 3998.2214),(78 4024.0566),(79 4041.7246),
(1 586.318),(2 947.8983),(3 1238.0438),(4 1456.5402),(5 1652.91),(6 1818.2391),(7 1956.3207),(8 2180.3218),(9 2322.347),(10 2449.1326),(11 2584.9739),(12 2693.8481),(13 2788.7786),(14 2860.0007),(15 2945.725),(16 2986.696),(17 3027.1414),(18 3040.1174),(19 3092.6763),(20 3125.3684),(21 3159.048),(22 3201.497),(23 3214.122),(24 3233.0735),(25 3256.1096),(26 3278.7583),(27 3333.5222),(28 3328.59),(29 3346.627),(30 3369.2822),(31 3398.9736),(32 3425.3923),(33 3447.2485),(34 3488.1665),(35 3507.528),(36 3533.6313),(37 3559.0146),(38 3586.6455),(39 3617.821),(40 3648.4817),(41 3662.8418),(42 3663.285),(43 3684.4302),(44 3733.6282),(45 3757.1428),(46 3760.3289),(47 3756.615),(48 3769.5981),(49 3793.7322),(50 3800.667),(51 3821.3806),(52 3839.4697),(53 3834.3237),(54 3834.0151),(55 3827.388),(56 3853.9465),(57 3864.9597),(58 3869.7546),(59 3868.9343),(60 3883.9702),(61 3886.0388),(62 3902.037),(63 3917.7976),(64 3901.078),(65 3884.53),(66 3884.7698),(67 3898.0486),(68 3885.7346),(69 3886.219),(70 3896.5347),(71 3890.627),(72 3889.9314),(73 3890.2588),(74 3906.836),(75 3920.8958),(76 3920.1094),(77 3935.6191),(78 3952.1104),(79 3978.1208),
(1 584.50916),(2 947.4358),(3 1253.9788),(4 1470.5471),(5 1668.3982),(6 1834.5664),(7 1983.4619),(8 2233.3965),(9 2366.5276),(10 2485.9546),(11 2622.2637),(12 2726.1467),(13 2814.3862),(14 2871.3423),(15 2951.556),(16 2988.4453),(17 3024.4368),(18 3069.3818),(19 3107.893),(20 3126.8928),(21 3164.203),(22 3207.2693),(23 3218.539),(24 3224.8337),(25 3237.058),(26 3242.9172),(27 3264.163),(28 3265.9963),(29 3262.4978),(30 3275.3975),(31 3294.8474),(32 3331.9243),(33 3355.7297),(34 3379.9883),(35 3392.4063),(36 3414.3108),(37 3430.5613),(38 3472.8254),(39 3495.6165),(40 3503.8098),(41 3515.4312),(42 3520.9727),(43 3546.2576),(44 3568.5305),(45 3573.138),(46 3577.211),(47 3585.7407),(48 3618.3335),(49 3631.3118),(50 3645.8972),(51 3683.7659),(52 3692.027),(53 3671.2683),(54 3664.2869),(55 3687.0305),(56 3699.7402),(57 3718.497),(58 3735.1633),(59 3736.3079),(60 3726.7058),(61 3741.8865),(62 3743.4958),(63 3790.1191),(64 3794.4045),(65 3801.0903),(66 3814.9116),(67 3824.2976),(68 3841.7124),(69 3837.7344),(70 3847.7798),(71 3841.758),(72 3853.3538),(73 3857.225),(74 3869.3186),(75 3912.761),(76 3924.0269),(77 3950.7656),(78 3970.6936),(79 4011.867),
(1 579.9748),(2 933.2333),(3 1233.2168),(4 1458.7275),(5 1643.6218),(6 1814.3469),(7 1966.3727),(8 2213.502),(9 2350.2578),(10 2477.0093),(11 2611.7502),(12 2690.6738),(13 2793.5),(14 2873.6807),(15 2945.5032),(16 3021.6843),(17 3072.3467),(18 3142.9822),(19 3182.798),(20 3216.0605),(21 3256.182),(22 3306.5474),(23 3316.591),(24 3340.795),(25 3350.209),(26 3353.6667),(27 3376.6943),(28 3398.577),(29 3419.9421),(30 3419.2827),(31 3438.033),(32 3466.6758),(33 3483.0503),(34 3493.8716),(35 3503.3435),(36 3508.7964),(37 3511.6245),(38 3529.969),(39 3558.5537),(40 3573.336),(41 3592.2227),(42 3599.1206),(43 3615.9353),(44 3642.7786),(45 3647.4683),(46 3647.6482),(47 3657.1086),(48 3653.7698),(49 3646.7207),(50 3651.9324),(51 3671.7122),(52 3673.5774),(53 3690.222),(54 3687.7642),(55 3693.1338),(56 3706.3423),(57 3709.3586),(58 3723.9927),(59 3737.0342),(60 3732.2651),(61 3745.9229),(62 3754.5825),(63 3771.3254),(64 3788.6243),(65 3812.2668),(66 3840.7856),(67 3843.2307),(68 3876.889),(69 3877.2974),(70 3887.3433),(71 3893.2544),(72 3881.7144),(73 3868.968),(74 3886.429),(75 3906.0178),(76 3930.5264),(77 3949.5144),(78 3979.14),(79 3999.213),
(1 579.1133),(2 922.72144),(3 1214.8416),(4 1435.6113),(5 1617.7224),(6 1798.0359),(7 1947.1271),(8 2191.837),(9 2330.5942),(10 2464.1873),(11 2595.454),(12 2695.4692),(13 2797.2444),(14 2885.1128),(15 2970.6963),(16 3032.6963),(17 3077.1294),(18 3126.3074),(19 3184.5835),(20 3225.1301),(21 3253.2612),(22 3290.6958),(23 3309.6602),(24 3344.862),(25 3351.9084),(26 3356.4885),(27 3386.618),(28 3421.59),(29 3442.8486),(30 3450.3625),(31 3471.228),(32 3503.1646),(33 3530.758),(34 3553.971),(35 3572.6812),(36 3610.7253),(37 3621.5933),(38 3616.509),(39 3637.784),(40 3630.925),(41 3638.0103),(42 3652.9333),(43 3659.9063),(44 3685.6616),(45 3695.74),(46 3698.1492),(47 3709.9497),(48 3724.108),(49 3743.3608),(50 3754.655),(51 3752.8047),(52 3744.242),(53 3734.4778),(54 3729.5095),(55 3723.7527),(56 3731.1443),(57 3735.2585),(58 3733.5488),(59 3733.2026),(60 3729.356),(61 3715.676),(62 3734.5896),(63 3763.9592),(64 3769.5579),(65 3772.3086),(66 3778.0383),(67 3774.5933),(68 3789.143),(69 3796.5789),(70 3807.4153),(71 3824.7703),(72 3834.933),(73 3830.978),(74 3852.5034),(75 3878.462),(76 3907.7612),(77 3909.5474),(78 3921.9363),(79 3926.8618),
(1 580.5504),(2 922.2562),(3 1209.2983),(4 1432.4878),(5 1615.2161),(6 1773.5625),(7 1918.3875),(8 2145.1787),(9 2292.9756),(10 2434.0613),(11 2574.1023),(12 2675.5667),(13 2775.707),(14 2853.4893),(15 2924.6711),(16 2963.3887),(17 2978.0881),(18 3022.2026),(19 3074.7651),(20 3123.6272),(21 3167.8535),(22 3213.249),(23 3235.4875),(24 3256.8718),(25 3275.5286),(26 3308.4534),(27 3353.0715),(28 3370.7236),(29 3385.2751),(30 3392.7036),(31 3403.6575),(32 3433.3013),(33 3468.5417),(34 3498.574),(35 3525.4316),(36 3544.9136),(37 3555.9111),(38 3554.1191),(39 3575.9897),(40 3558.5732),(41 3565.5403),(42 3582.7078),(43 3594.546),(44 3600.709),(45 3590.2366),(46 3608.698),(47 3622.8625),(48 3627.0745),(49 3649.3184),(50 3660.196),(51 3691.2974),(52 3703.9526),(53 3680.2974),(54 3687.4907),(55 3699.0894),(56 3725.02),(57 3742.392),(58 3750.918),(59 3755.119),(60 3758.3909),(61 3769.7632),(62 3785.3525),(63 3796.6257),(64 3794.3289),(65 3795.5442),(66 3800.3381),(67 3813.378),(68 3791.2197),(69 3804.2983),(70 3781.763),(71 3795.298),(72 3791.5222),(73 3787.1611),(74 3806.5198),(75 3813.1375),(76 3810.622),(77 3825.5088),(78 3839.1306),(79 3810.8145),
(1 575.93365),(2 916.1194),(3 1210.521),(4 1435.217),(5 1616.4983),(6 1780.726),(7 1933.6149),(8 2140.6782),(9 2265.583),(10 2397.196),(11 2511.967),(12 2600.6707),(13 2695.1086),(14 2766.1594),(15 2846.0388),(16 2868.6921),(17 2899.9746),(18 2945.7856),(19 2986.5916),(20 3019.6567),(21 3046.3303),(22 3096.0942),(23 3088.144),(24 3100.4968),(25 3109.1125),(26 3139.3523),(27 3184.264),(28 3211.8535),(29 3238.0396),(30 3248.022),(31 3270.8716),(32 3308.5403),(33 3330.932),(34 3340.2654),(35 3363.7834),(36 3346.25),(37 3331.2053),(38 3349.5447),(39 3378.1143),(40 3358.0173),(41 3379.412),(42 3399.2458),(43 3417.6003),(44 3448.1675),(45 3455.4048),(46 3490.8933),(47 3511.112),(48 3509.3726),(49 3504.0383),(50 3504.0923),(51 3539.1848),(52 3546.6135),(53 3534.7764),(54 3548.8853),(55 3560.501),(56 3586.4993),(57 3600.8293),(58 3604.7427),(59 3608.7834),(60 3602.869),(61 3615.061),(62 3626.3884),(63 3640.1777),(64 3648.6294),(65 3652.841),(66 3659.0762),(67 3687.7234),(68 3686.6643),(69 3715.3882),(70 3735.2666),(71 3752.1445),(72 3745.1218),(73 3747.3406),(74 3755.9045),(75 3761.0186),(76 3771.3745),(77 3790.0476),(78 3803.8848),(79 3790.4985),
(1 572.71545),(2 909.2562),(3 1179.74),(4 1401.6257),(5 1585.4176),(6 1751.006),(7 1904.2017),(8 2129.754),(9 2266.6272),(10 2386.6594),(11 2483.1245),(12 2570.9846),(13 2665.1948),(14 2748.016),(15 2828.6284),(16 2872.4421),(17 2892.9136),(18 2932.8542),(19 2967.4084),(20 3025.5552),(21 3055.799),(22 3112.7852),(23 3129.307),(24 3159.4841),(25 3176.151),(26 3201.003),(27 3232.2532),(28 3237.7664),(29 3244.7744),(30 3233.1577),(31 3250.0757),(32 3264.6985),(33 3278.6396),(34 3299.242),(35 3300.433),(36 3291.2847),(37 3280.485),(38 3297.5586),(39 3303.282),(40 3306.4678),(41 3328.7522),(42 3352.9282),(43 3367.8638),(44 3375.788),(45 3369.1714),(46 3389.6968),(47 3388.882),(48 3382.3704),(49 3388.84),(50 3381.8816),(51 3408.4504),(52 3426.3909),(53 3444.2266),(54 3455.9927),(55 3460.0918),(56 3479.7058),(57 3492.3445),(58 3499.946),(59 3512.5059),(60 3513.5605),(61 3539.156),(62 3551.2405),(63 3563.067),(64 3580.7808),(65 3599.4988),(66 3622.7356),(67 3635.9),(68 3611.0159),(69 3619.9753),(70 3615.4504),(71 3609.1973),(72 3586.211),(73 3566.0737),(74 3561.7375),(75 3548.2651),(76 3568.5737),(77 3578.299),(78 3574.9727),(79 3571.3115),
(1 559.2959),(2 890.99304),(3 1152.8433),(4 1362.1681),(5 1533.552),(6 1690.5568),(7 1838.0885),(8 2045.4137),(9 2167.1445),(10 2282.6663),(11 2391.9912),(12 2487.9932),(13 2572.6553),(14 2639.535),(15 2709.9063),(16 2754.7864),(17 2804.125),(18 2835.5627),(19 2854.6716),(20 2882.0574),(21 2898.5588),(22 2922.9092),(23 2967.1216),(24 3009.2256),(25 3027.377),(26 3057.786),(27 3098.2222),(28 3107.2883),(29 3118.5547),(30 3139.708),(31 3148.607),(32 3170.603),(33 3204.0342),(34 3223.9465),(35 3247.5762),(36 3252.013),(37 3269.0754),(38 3303.2568),(39 3324.0557),(40 3327.9907),(41 3348.1782),(42 3384.484),(43 3400.8438),(44 3414.882),(45 3416.8848),(46 3428.184),(47 3434.1438),(48 3430.7842),(49 3431.8008),(50 3435.8928),(51 3440.408),(52 3460.7),(53 3460.6543),(54 3449.5098),(55 3459.5989),(56 3461.8398),(57 3454.7383),(58 3447.8071),(59 3447.0544),(60 3440.5422),(61 3434.2156),(62 3427.8313),(63 3450.1077),(64 3462.2087),(65 3468.4578),(66 3463.588),(67 3454.6436),(68 3457.9377),(69 3466.416),(70 3479.1716),(71 3486.2576),(72 3487.9443),(73 3479.0022),(74 3481.9556),(75 3505.8354),(76 3492.41),(77 3498.2275),(78 3494.8857),(79 3501.7927),
(1 550.6643),(2 871.52637),(3 1141.7449),(4 1346.2424),(5 1530.5361),(6 1688.5103),(7 1823.8386),(8 2052.011),(9 2192.3955),(10 2323.5313),(11 2434.6704),(12 2520.7156),(13 2591.8796),(14 2652.33),(15 2725.6113),(16 2766.3313),(17 2797.7217),(18 2831.8503),(19 2865.3748),(20 2893.5479),(21 2914.794),(22 2940.753),(23 2966.4653),(24 2983.7222),(25 3013.264),(26 3040.0032),(27 3069.7502),(28 3093.7224),(29 3087.9387),(30 3093.6726),(31 3117.8892),(32 3146.5063),(33 3175.906),(34 3183.6594),(35 3198.9492),(36 3215.3848),(37 3231.3674),(38 3230.869),(39 3242.6406),(40 3248.4382),(41 3251.302),(42 3268.0183),(43 3275.6099),(44 3278.8838),(45 3276.9348),(46 3294.398),(47 3300.7107),(48 3305.3594),(49 3324.0974),(50 3336.8967),(51 3361.6516),(52 3392.8328),(53 3394.451),(54 3402.8384),(55 3426.7375),(56 3443.6624),(57 3440.9363),(58 3453.2458),(59 3451.0132),(60 3429.5513),(61 3441.6504),(62 3448.812),(63 3480.3965),(64 3478.2913),(65 3477.387),(66 3476.1687),(67 3477.8586),(68 3478.2407),(69 3474.1724),(70 3485.6055),(71 3486.8408),(72 3467.907),(73 3468.5984),(74 3481.2856),(75 3511.932),(76 3503.7441),(77 3511.5862),(78 3502.2239),(79 3514.558),
(1 549.45825),(2 872.9931),(3 1137.9445),(4 1357.1575),(5 1549.7589),(6 1710.7743),(7 1862.8746),(8 2103.5542),(9 2247.876),(10 2375.563),(11 2486.5127),(12 2580.1045),(13 2657.1082),(14 2728.7434),(15 2797.4856),(16 2838.9812),(17 2866.534),(18 2889.4243),(19 2908.473),(20 2944.2886),(21 2945.7368),(22 2977.89),(23 2998.8506),(24 3010.6777),(25 3022.4082),(26 3030.3867),(27 3061.8018),(28 3081.5706),(29 3094.6038),(30 3091.9333),(31 3111.3862),(32 3136.1316),(33 3140.4321),(34 3141.4434),(35 3142.1318),(36 3153.8284),(37 3176.569),(38 3189.3105),(39 3195.203),(40 3184.519),(41 3181.3684),(42 3201.957),(43 3216.0168),(44 3232.4531),(45 3241.4924),(46 3266.4585),(47 3281.6973),(48 3307.415),(49 3307.7854),(50 3322.952),(51 3336.7876),(52 3349.6199),(53 3358.3333),(54 3375.0159),(55 3407.615),(56 3423.43),(57 3429.9236),(58 3419.8862),(59 3401.5503),(60 3395.885),(61 3417.7903),(62 3430.103),(63 3445.3066),(64 3451.748),(65 3448.079),(66 3447.6843),(67 3449.0525),(68 3432.981),(69 3410.9065),(70 3412.4045),(71 3410.3218),(72 3404.8582),(73 3401.428),(74 3399.7012),(75 3412.2852),(76 3423.229),(77 3431.634),(78 3440.4668),(79 3463.9846),
(1 542.7496),(2 852.44415),(3 1118.8676),(4 1323.489),(5 1501.7299),(6 1659.013),(7 1805.1549),(8 2037.6808),(9 2183.0828),(10 2289.507),(11 2392.8105),(12 2483.6565),(13 2551.1782),(14 2610.1309),(15 2674.861),(16 2711.3054),(17 2748.0361),(18 2770.2288),(19 2792.1187),(20 2820.944),(21 2840.8245),(22 2860.661),(23 2891.3884),(24 2898.8296),(25 2920.139),(26 2933.3003),(27 2977.3225),(28 3006.6548),(29 3014.7595),(30 3036.236),(31 3046.696),(32 3074.2253),(33 3102.3562),(34 3127.8384),(35 3138.0413),(36 3159.141),(37 3176.8503),(38 3169.5576),(39 3185.1077),(40 3184.077),(41 3195.0234),(42 3213.5066),(43 3222.3953),(44 3226.0461),(45 3235.8655),(46 3253.9153),(47 3266.0852),(48 3266.2166),(49 3266.7268),(50 3260.6997),(51 3280.1436),(52 3285.0366),(53 3276.951),(54 3283.0874),(55 3278.548),(56 3282.0967),(57 3278.8545),(58 3259.5552),(59 3263.8752),(60 3259.314),(61 3262.5342),(62 3263.7908),(63 3287.332),(64 3304.6167),(65 3311.8538),(66 3328.6414),(67 3321.7058),(68 3310.277),(69 3309.5906),(70 3298.888),(71 3287.4075),(72 3266.6294),(73 3254.6313),(74 3258.289),(75 3293.2449),(76 3305.264),(77 3302.7007),(78 3308.5493),(79 3310.7666),
(1 543.2176),(2 859.1279),(3 1109.0149),(4 1313.2297),(5 1476.7178),(6 1630.0466),(7 1773.1466),(8 1992.6796),(9 2130.7007),(10 2241.6768),(11 2348.2444),(12 2447.6484),(13 2526.7283),(14 2591.0486),(15 2642.1584),(16 2678.2935),(17 2714.1665),(18 2767.439),(19 2784.5562),(20 2805.4187),(21 2831.12),(22 2851.737),(23 2874.886),(24 2886.2732),(25 2900.301),(26 2899.1353),(27 2920.9612),(28 2923.7502),(29 2940.4824),(30 2950.351),(31 2969.9053),(32 2998.8015),(33 3014.5334),(34 3026.142),(35 3035.8389),(36 3059.2634),(37 3065.067),(38 3080.0417),(39 3103.2705),(40 3103.4868),(41 3108.342),(42 3119.6326),(43 3123.0618),(44 3135.9067),(45 3144.0093),(46 3148.8677),(47 3145.9988),(48 3147.6436),(49 3158.2185),(50 3153.5845),(51 3175.7993),(52 3198.9194),(53 3211.169),(54 3208.6152),(55 3219.4563),(56 3238.2563),(57 3225.7344),(58 3226.6982),(59 3215.752),(60 3209.401),(61 3221.56),(62 3233.8616),(63 3266.3154),(64 3272.0776),(65 3274.4175),(66 3278.4956),(67 3297.207),(68 3302.0251),(69 3317.4268),(70 3323.0935),(71 3341.7449),(72 3332.2068),(73 3343.257),(74 3346.156),(75 3372.0303),(76 3375.2532),(77 3382.6099),(78 3388.3516),(79 3400.9639),
(1 538.2031),(2 841.6546),(3 1088.1292),(4 1289.5538),(5 1464.8706),(6 1630.0328),(7 1776.572),(8 1996.5092),(9 2130.6257),(10 2241.4106),(11 2333.6597),(12 2439.4883),(13 2521.849),(14 2584.453),(15 2660.9268),(16 2701.4338),(17 2728.5505),(18 2770.1768),(19 2770.845),(20 2797.127),(21 2815.4097),(22 2837.4365),(23 2848.515),(24 2857.4722),(25 2862.9263),(26 2878.0605),(27 2896.6426),(28 2879.573),(29 2876.6052),(30 2868.4087),(31 2875.2227),(32 2900.1282),(33 2930.3179),(34 2951.1694),(35 2987.8176),(36 2998.8467),(37 3025.5798),(38 3035.0378),(39 3066.6296),(40 3097.261),(41 3099.568),(42 3116.6694),(43 3101.9915),(44 3141.3987),(45 3149.024),(46 3170.3782),(47 3178.1553),(48 3180.6125),(49 3187.9136),(50 3200.7368),(51 3228.6023),(52 3253.7986),(53 3231.9915),(54 3238.2163),(55 3263.6753),(56 3274.847),(57 3274.5505),(58 3282.011),(59 3275.6543),(60 3265.959),(61 3263.499),(62 3270.2468),(63 3288.478),(64 3283.5706),(65 3276.953),(66 3288.051),(67 3282.7822),(68 3287.0796),(69 3294.1182),(70 3298.6057),(71 3299.4644),(72 3280.9817),(73 3274.9834),(74 3293.2761),(75 3304.8972),(76 3307.0256),(77 3321.8577),(78 3341.0676),(79 3350.465),
(1 531.5138),(2 843.97766),(3 1093.9874),(4 1289.3258),(5 1447.7457),(6 1591.1235),(7 1722.5956),(8 1923.4556),(9 2045.3413),(10 2152.644),(11 2266.4648),(12 2371.7954),(13 2451.0432),(14 2515.0205),(15 2587.9631),(16 2627.2568),(17 2662.277),(18 2707.13),(19 2748.1648),(20 2762.923),(21 2787.7205),(22 2801.8347),(23 2837.18),(24 2851.8977),(25 2852.1758),(26 2871.6719),(27 2883.6714),(28 2897.3328),(29 2914.7136),(30 2936.0466),(31 2931.4373),(32 2944.1138),(33 2977.2546),(34 2986.8596),(35 3001.6248),(36 2999.5833),(37 3014.604),(38 3022.0554),(39 3049.8015),(40 3059.6553),(41 3066.4985),(42 3076.9207),(43 3080.4746),(44 3090.2732),(45 3083.3486),(46 3113.5837),(47 3123.116),(48 3136.2537),(49 3125.6338),(50 3133.1978),(51 3145.7197),(52 3157.3054),(53 3127.9675),(54 3129.5352),(55 3133.6277),(56 3135.8242),(57 3130.396),(58 3134.0479),(59 3119.9358),(60 3107.8572),(61 3090.4124),(62 3112.7583),(63 3137.9585),(64 3145.9058),(65 3147.7366),(66 3144.3662),(67 3167.2813),(68 3170.937),(69 3191.398),(70 3197.8872),(71 3189.3733),(72 3190.524),(73 3194.5974),(74 3203.3247),(75 3224.635),(76 3244.1497),(77 3245.3103),(78 3258.4373),(79 3266.0515),
