1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40541.43),(2 79028.305),(3 111974.875),(4 207073.06),(5 303026.72),(6 383225.34),(7 516357.97),(8 637230.44),(9 728945.06),(10 863103.25),(11 1021493.3),(12 1130422.9),(13 1337951.6),(14 1490542),(15 1609596.6),(16 1800601.4),(17 1942035.6),(18 2064115.6),(19 2227088.5),(20 2378130.3),(21 2490587),(22 2657334.3),(23 2799652.3),(24 2924288.3),(25 3085227),(26 3223052),(27 3317001.8),(28 3479988.8),(29 3597579),(30 3687877.3),(31 3836632),(32 3963947.3),(33 4072899),(34 4225387.5),(35 4351567.5),(36 4462377.5),(37 4592670.5),(38 4714066.5),(39 4832484.5),(40 4987519.5),(41 5108956),(42 5235688.5),(43 5391206.5),(44 5522242),(45 5621238.5),(46 5775862),(47 5908230.5),(48 6028531.5),(49 6184022),(50 6332709.5),(51 6480959.5),(52 6643012),(53 6805119.5),(54 6941062.5),(55 7099935.5),(56 7255968.5),(57 7368388),(58 7531541.5),(59 7667622.5),(60 7764635.5),(61 7885604.5),(62 8021798),(63 8131711.5),(64 8281392),(65 8429558),(66 8543589),(67 8666395),(68 8821697),(69 8899348),(70 9026153),(71 9149045),(72 9242626),(73 9367316),(74 9472272),(75 9556659),(76 9678510),(77 9770683),(78 9822895),(79 9909703),
(1 382.04956),(2 535.55206),(3 640.75085),(4 710.19977),(5 760.9568),(6 794.7851),(7 834.3946),(8 864.4545),(9 889.2389),(10 911.6188),(11 929.1807),(12 941.448),(13 972.2541),(14 976.09784),(15 1001.91425),(16 1015.44214),(17 1033.7721),(18 1045.4512),(19 1058.3843),(20 1059.8615),(21 1075.6599),(22 1085.2653),(23 1087.3541),(24 1098.9857),(25 1106.9564),(26 1120.056),(27 1130.6975),(28 1141.0659),(29 1145.3617),(30 1150.7751),(31 1147.0907),(32 1143.05),(33 1144.5779),(34 1139.3529),(35 1137.6511),(36 1133.0079),(37 1131.3107),(38 1122.8357),(39 1121.8839),(40 1127.5931),(41 1127.5762),(42 1122.6355),(43 1127.2112),(44 1119.3638),(45 1123.1886),(46 1121.6554),(47 1129.87),(48 1129.9723),(49 1135.0396),(50 1134.9163),(51 1133.389),(52 1130.6986),(53 1136.9642),(54 1139.9172),(55 1147.9713),(56 1151.0371),(57 1141.1985),(58 1161.9498),(59 1164.4683),(60 1163.7894),(61 1166.241),(62 1168.2587),(63 1165.7423),(64 1172.855),(65 1182.406),(66 1187.7567),(67 1189.258),(68 1191.5779),(69 1185.4886),(70 1179.9213),(71 1172.9458),(72 1157.3606),(73 1164.1011),(74 1159.586),(75 1146.2173),(76 1135.1951),(77 1124.9897),(78 1117.4883),(79 1117.356),
(1 376.1507),(2 522.9295),(3 617.04126),(4 684.7689),(5 743.67725),(6 772.60547),(7 806.0443),(8 829.1786),(9 862.1666),(10 887.06305),(11 903.8851),(12 921.06537),(13 953.0043),(14 955.522),(15 971.51086),(16 974.9427),(17 988.4865),(18 1004.4234),(19 1009.42523),(20 1008.346),(21 1011.6842),(22 1023.5645),(23 1025.5598),(24 1031.7828),(25 1037.7015),(26 1040.0713),(27 1054.1616),(28 1060.3547),(29 1073.9222),(30 1074.4138),(31 1075.1564),(32 1075.4962),(33 1062.1488),(34 1055.1802),(35 1060.5629),(36 1060.2118),(37 1059.1405),(38 1060.7164),(39 1054.5298),(40 1046.9955),(41 1047.9365),(42 1044.2056),(43 1046.6896),(44 1043.2991),(45 1052.6047),(46 1057.0338),(47 1059.2578),(48 1064.2697),(49 1063.2051),(50 1067.82),(51 1070.2316),(52 1071.2828),(53 1073.3107),(54 1075.903),(55 1089.4951),(56 1093.6991),(57 1091.7256),(58 1091.4803),(59 1088.7865),(60 1097.6736),(61 1096.3407),(62 1092.4556),(63 1104.9006),(64 1105.7004),(65 1107.8975),(66 1110.4083),(67 1114.7821),(68 1120.9995),(69 1123.7872),(70 1127.0575),(71 1119.6299),(72 1114.2609),(73 1119.8289),(74 1112.811),(75 1116.8159),(76 1115.5298),(77 1112.1245),(78 1112.0559),(79 1103.1171),
(1 375.08002),(2 522.5153),(3 615.3784),(4 687.42664),(5 746.54285),(6 786.9116),(7 816.0377),(8 844.66754),(9 871.61865),(10 884.8482),(11 896.74255),(12 917.85425),(13 946.7223),(14 965.8654),(15 990.262),(16 994.96344),(17 1008.77136),(18 1023.3396),(19 1031.7609),(20 1049.4604),(21 1059.3633),(22 1068.6398),(23 1077.9182),(24 1093.8259),(25 1101.1863),(26 1106.0966),(27 1112.3674),(28 1116.5621),(29 1127.0448),(30 1133.8519),(31 1129.8568),(32 1130.0244),(33 1121.9698),(34 1112.0743),(35 1115.4316),(36 1121.134),(37 1120.721),(38 1131.2515),(39 1124.1567),(40 1117.3729),(41 1118.0471),(42 1105.3148),(43 1103.7948),(44 1096.5685),(45 1092.4119),(46 1087.4272),(47 1090.0918),(48 1091.5846),(49 1092.2786),(50 1091.4227),(51 1097.8195),(52 1097.3771),(53 1095.5505),(54 1106.1134),(55 1114.2167),(56 1109.6865),(57 1110.1863),(58 1106.1943),(59 1113.5903),(60 1112.8167),(61 1118.1748),(62 1121.1484),(63 1127.9197),(64 1128.0552),(65 1127.8135),(66 1134.7974),(67 1137.6255),(68 1143.8556),(69 1144.1705),(70 1142.5609),(71 1142.8987),(72 1141.4043),(73 1149.3898),(74 1141.0535),(75 1149.3862),(76 1152.3158),(77 1150.2488),(78 1153.5356),(79 1154.8344),
(1 366.45187),(2 511.57968),(3 611.76514),(4 687.7105),(5 745.39044),(6 778.04364),(7 803.74475),(8 834.9293),(9 864.25934),(10 880.4822),(11 900.6212),(12 914.1906),(13 949.42596),(14 963.9828),(15 996.48914),(16 1011.42847),(17 1037.6967),(18 1053.7367),(19 1063.1539),(20 1075.6965),(21 1093.2349),(22 1112.0055),(23 1127.6631),(24 1138.8512),(25 1148.6768),(26 1157.1326),(27 1175.3298),(28 1185.537),(29 1190.4186),(30 1184.1875),(31 1190.1129),(32 1198.38),(33 1192.3096),(34 1188.898),(35 1186.5645),(36 1189.4528),(37 1193.139),(38 1203.3534),(39 1203.2694),(40 1196.2965),(41 1186.7695),(42 1165.1003),(43 1162.5486),(44 1155.2985),(45 1147.1772),(46 1145.9794),(47 1145.454),(48 1135.9498),(49 1133.3527),(50 1128.6777),(51 1132.4047),(52 1132.2385),(53 1139.3794),(54 1147.3889),(55 1149.0784),(56 1155.3458),(57 1144.2125),(58 1133.3339),(59 1141.9341),(60 1135.1475),(61 1131.1956),(62 1133.6255),(63 1129.5747),(64 1133.1863),(65 1137.8591),(66 1142.734),(67 1147.2318),(68 1145.9014),(69 1149.7007),(70 1146.5579),(71 1146.9392),(72 1146.9182),(73 1140.4),(74 1127.4763),(75 1135.0636),(76 1131.777),(77 1133.9507),(78 1133.4846),(79 1139.0281),
(1 357.8351),(2 498.6591),(3 595.0525),(4 656.4674),(5 709.2163),(6 739.5493),(7 769.9522),(8 797.967),(9 815.8863),(10 837.8806),(11 845.95544),(12 868.77484),(13 904.2905),(14 918.08844),(15 947.64813),(16 967.50446),(17 989.06256),(18 1000.45575),(19 1009.35297),(20 1024.6484),(21 1037.6249),(22 1050.5596),(23 1045.4889),(24 1044.4459),(25 1057.0496),(26 1058.753),(27 1075.8668),(28 1085.5978),(29 1082.8546),(30 1090.1146),(31 1084.8533),(32 1076.974),(33 1068.369),(34 1069.0337),(35 1069.1198),(36 1072.4542),(37 1078.6804),(38 1077.5164),(39 1082.6805),(40 1074.3743),(41 1061.7806),(42 1051.6823),(43 1049.1667),(44 1049.8008),(45 1045.9746),(46 1038.6012),(47 1042.5679),(48 1049.1125),(49 1049.8048),(50 1052.5824),(51 1060.2628),(52 1056.9421),(53 1056.5701),(54 1062.3647),(55 1061.8237),(56 1072.2218),(57 1071.6312),(58 1071.0322),(59 1063.6257),(60 1063.4728),(61 1062.17),(62 1066.7695),(63 1069.2261),(64 1075.3234),(65 1075.6102),(66 1072.5687),(67 1068.8423),(68 1079.1371),(69 1080.971),(70 1076.8817),(71 1075.1198),(72 1075.1858),(73 1066.8107),(74 1058.9208),(75 1060.8981),(76 1070.014),(77 1069.736),(78 1066.6365),(79 1068.4927),
(1 356.32336),(2 494.74725),(3 585.6587),(4 638.47723),(5 683.4146),(6 718.5134),(7 747.93896),(8 774.9662),(9 796.01666),(10 819.7198),(11 836.0662),(12 853.8189),(13 887.30133),(14 899.1805),(15 920.6362),(16 927.3749),(17 948.4899),(18 965.05225),(19 969.56256),(20 980.2514),(21 984.65485),(22 999.85345),(23 1006.29443),(24 999.44305),(25 1009.1736),(26 1008.1753),(27 1015.2955),(28 1018.9404),(29 1020.5276),(30 1028.733),(31 1022.51294),(32 1024.1139),(33 1016.85516),(34 1019.5805),(35 1017.8687),(36 1020.47485),(37 1032.9362),(38 1036.3594),(39 1048.5078),(40 1048.7809),(41 1044.5929),(42 1035.734),(43 1029.3286),(44 1030.0935),(45 1030.2573),(46 1033.0244),(47 1032.0314),(48 1033.6608),(49 1028.2439),(50 1029.797),(51 1040.2405),(52 1050.8419),(53 1051.7168),(54 1056.0991),(55 1058.4658),(56 1061.1554),(57 1054.3308),(58 1064.4955),(59 1055.3885),(60 1067.3003),(61 1071.4714),(62 1066.3772),(63 1069.831),(64 1064.2161),(65 1070.2717),(66 1068.9539),(67 1064.6937),(68 1071.0144),(69 1069.1768),(70 1055.985),(71 1056.9241),(72 1050.0801),(73 1050.9899),(74 1038.1588),(75 1043.9437),(76 1036.8538),(77 1040.451),(78 1041.927),(79 1038.1975),
(1 356.01254),(2 495.58203),(3 584.624),(4 645.91656),(5 698.29),(6 731.1976),(7 761.0026),(8 784.9694),(9 807.6563),(10 823.6166),(11 841.29926),(12 861.364),(13 887.2896),(14 897.7215),(15 914.65765),(16 920.5145),(17 933.56244),(18 944.91943),(19 955.8865),(20 968.8582),(21 984.484),(22 1002.27264),(23 1004.80304),(24 1014.6732),(25 1017.12964),(26 1018.8101),(27 1030.2502),(28 1049.3864),(29 1050.6501),(30 1052.2476),(31 1055.5742),(32 1050.7366),(33 1040.4073),(34 1044.6255),(35 1052.236),(36 1040.0522),(37 1052.8643),(38 1052.4974),(39 1055.8433),(40 1055.7294),(41 1052.7391),(42 1054.7949),(43 1051.9171),(44 1046.4869),(45 1044.6167),(46 1044.3528),(47 1050.5044),(48 1056.9207),(49 1049.77),(50 1054.4315),(51 1058.5597),(52 1074.4652),(53 1080.4714),(54 1084.2427),(55 1092.3652),(56 1093.22),(57 1081.8146),(58 1094.3823),(59 1086.104),(60 1089.6473),(61 1092.8378),(62 1101.5884),(63 1098.6906),(64 1094.2391),(65 1092.7335),(66 1098.2235),(67 1095.3635),(68 1089.595),(69 1073.2428),(70 1060.3226),(71 1057.5789),(72 1044.885),(73 1051.0975),(74 1043.5139),(75 1034.1119),(76 1023.6611),(77 1026.903),(78 1028.8723),(79 1031.9928),
(1 350.32098),(2 487.41464),(3 576.22534),(4 642.2039),(5 689.0105),(6 725.6497),(7 759.98114),(8 792.9897),(9 822.0706),(10 843.80145),(11 858.85455),(12 870.83624),(13 886.06995),(14 892.4958),(15 902.39026),(16 917.46765),(17 927.02545),(18 929.5665),(19 944.21106),(20 960.4104),(21 962.3244),(22 973.81683),(23 984.53973),(24 991.8224),(25 998.63855),(26 1007.0912),(27 1016.50977),(28 1028.4176),(29 1035.2466),(30 1040.497),(31 1032.4509),(32 1027.7424),(33 1026.1973),(34 1032.425),(35 1032.9993),(36 1034.7181),(37 1035.8724),(38 1034.6788),(39 1033.0555),(40 1027.6012),(41 1021.21313),(42 1024.3887),(43 1032.9265),(44 1019.0527),(45 1021.1583),(46 1024.6505),(47 1024.4572),(48 1025.1866),(49 1018.83594),(50 1010.8912),(51 1025.924),(52 1025.9088),(53 1030.4446),(54 1025.3865),(55 1035.192),(56 1042.1843),(57 1045.5944),(58 1046.5798),(59 1046.84),(60 1043.3145),(61 1044.749),(62 1049.0334),(63 1043.9612),(64 1044.9537),(65 1046.0155),(66 1045.1113),(67 1043.3417),(68 1041.7466),(69 1039.4662),(70 1031.9275),(71 1022.5265),(72 1014.5769),(73 1017.38794),(74 1016.16327),(75 1012.93567),(76 1008.52185),(77 1012.941),(78 1012.7049),(79 1023.6942),
(1 347.0729),(2 478.50412),(3 567.96967),(4 624.12555),(5 673.0521),(6 707.84424),(7 736.7396),(8 761.98395),(9 781.0738),(10 799.92316),(11 813.6719),(12 828.8937),(13 842.50995),(14 849.7673),(15 860.93823),(16 871.6243),(17 889.5169),(18 900.5773),(19 909.2309),(20 912.9227),(21 913.5731),(22 919.4008),(23 933.51825),(24 934.6757),(25 944.0649),(26 958.6191),(27 967.28253),(28 975.91315),(29 980.67163),(30 989.36096),(31 981.71985),(32 982.61523),(33 985.38184),(34 980.54443),(35 973.0992),(36 975.0011),(37 976.56),(38 974.38605),(39 978.8638),(40 979.39703),(41 976.1091),(42 978.00037),(43 979.4336),(44 972.22644),(45 975.27246),(46 981.7888),(47 979.1065),(48 976.97485),(49 970.8176),(50 964.64154),(51 968.1953),(52 970.4262),(53 972.54614),(54 976.30145),(55 977.36676),(56 973.23676),(57 972.1331),(58 973.37225),(59 976.88525),(60 975.40485),(61 966.7061),(62 970.18896),(63 971.6585),(64 972.9878),(65 972.096),(66 976.1761),(67 973.1145),(68 977.18774),(69 970.4007),(70 958.3273),(71 964.2287),(72 963.11835),(73 968.0626),(74 963.2426),(75 966.9866),(76 969.5281),(77 981.3049),(78 981.8404),(79 980.48895),
(1 333.42206),(2 463.99854),(3 551.44653),(4 603.4776),(5 641.9736),(6 682.5787),(7 710.42456),(8 737.0104),(9 742.80005),(10 761.693),(11 772.94586),(12 786.0554),(13 801.54645),(14 811.15576),(15 822.7268),(16 832.7305),(17 847.6992),(18 856.0095),(19 863.0216),(20 871.8711),(21 872.24677),(22 881.07),(23 889.1833),(24 896.83435),(25 898.0354),(26 907.30133),(27 910.31134),(28 912.64),(29 908.5297),(30 921.6663),(31 924.45435),(32 930.1689),(33 937.0238),(34 937.18945),(35 928.8237),(36 925.69214),(37 930.094),(38 928.39026),(39 928.43066),(40 931.6156),(41 933.9511),(42 926.088),(43 922.1755),(44 919.06494),(45 917.16437),(46 908.3514),(47 906.43195),(48 900.16675),(49 895.7399),(50 901.9482),(51 908.18866),(52 917.4824),(53 917.81866),(54 914.0058),(55 921.1492),(56 929.6814),(57 928.7644),(58 931.2812),(59 933.7049),(60 926.43274),(61 923.53107),(62 922.3764),(63 924.82434),(64 924.98224),(65 925.53644),(66 931.8976),(67 934.86475),(68 940.79895),(69 943.24457),(70 944.3801),(71 950.76245),(72 953.6722),(73 961.7411),(74 957.70795),(75 961.6035),(76 960.4888),(77 967.9386),(78 960.82446),(79 954.02527),
(1 337.0626),(2 458.4326),(3 534.8286),(4 588.9482),(5 629.4546),(6 662.65515),(7 687.6241),(8 706.9393),(9 726.55817),(10 746.1598),(11 762.8617),(12 779.73987),(13 801.2182),(14 813.0728),(15 829.8656),(16 833.73694),(17 849.0612),(18 853.63965),(19 852.0529),(20 851.3981),(21 862.31195),(22 865.96954),(23 870.4974),(24 879.16693),(25 884.29913),(26 885.7911),(27 893.84644),(28 903.2154),(29 904.77423),(30 917.43695),(31 919.23694),(32 925.3619),(33 926.68945),(34 921.1063),(35 916.5396),(36 915.91943),(37 920.8213),(38 926.2857),(39 923.11646),(40 924.8918),(41 925.30206),(42 922.638),(43 917.26514),(44 918.1955),(45 917.8279),(46 917.508),(47 915.8623),(48 910.46356),(49 908.90186),(50 918.44763),(51 926.5164),(52 934.47046),(53 931.077),(54 934.07715),(55 924.25464),(56 932.0094),(57 933.85547),(58 948.9088),(59 943.2902),(60 939.47955),(61 932.17676),(62 932.1044),(63 943.2146),(64 954.75964),(65 955.5209),(66 954.84436),(67 960.9238),(68 968.4045),(69 965.55035),(70 966.4595),(71 966.5626),(72 962.4966),(73 973.55646),(74 972.8186),(75 974.8237),(76 967.3041),(77 961.6792),(78 957.2079),(79 951.28375),
(1 334.19067),(2 457.24106),(3 538.3549),(4 589.52686),(5 625.5735),(6 661.3266),(7 687.53046),(8 716.7494),(9 731.7397),(10 752.16547),(11 769.208),(12 777.6456),(13 802.31836),(14 814.9489),(15 815.99414),(16 816.2038),(17 820.9645),(18 820.9105),(19 827.27454),(20 827.6684),(21 830.4901),(22 831.0613),(23 839.5236),(24 842.9982),(25 849.28265),(26 853.98016),(27 870.69025),(28 880.4913),(29 883.133),(30 897.2442),(31 902.0224),(32 910.94916),(33 911.6322),(34 907.798),(35 900.51196),(36 895.27783),(37 898.47784),(38 900.0349),(39 910.7868),(40 906.6785),(41 903.4375),(42 905.4171),(43 901.9693),(44 900.92596),(45 902.4703),(46 902.25494),(47 903.07935),(48 904.5077),(49 906.6423),(50 904.46954),(51 910.048),(52 913.49603),(53 909.2758),(54 910.1831),(55 903.21326),(56 903.8313),(57 903.7997),(58 907.4187),(59 904.9125),(60 904.79877),(61 906.6876),(62 902.0623),(63 905.7489),(64 913.21765),(65 911.17334),(66 918.065),(67 921.33264),(68 931.0362),(69 929.0451),(70 935.4805),(71 933.9521),(72 932.62726),(73 934.0116),(74 936.68365),(75 936.95325),(76 929.05615),(77 924.8941),(78 923.3767),(79 917.6168),
(1 324.63452),(2 441.22003),(3 523.519),(4 569.64996),(5 602.7541),(6 636.69025),(7 662.8912),(8 686.5983),(9 712.40314),(10 730.95215),(11 750.02673),(12 763.3),(13 785.5959),(14 799.9269),(15 810.8227),(16 819.7466),(17 831.3387),(18 840.3659),(19 843.00824),(20 843.48364),(21 843.4725),(22 850.9407),(23 862.1341),(24 864.43286),(25 871.95636),(26 877.72675),(27 893.40485),(28 907.75543),(29 908.8808),(30 918.3169),(31 919.63306),(32 922.58545),(33 920.95984),(34 921.92737),(35 923.7556),(36 925.7083),(37 927.4793),(38 931.78357),(39 938.77606),(40 941.8341),(41 942.7561),(42 953.30994),(43 956.1798),(44 948.631),(45 938.55524),(46 936.1573),(47 935.9334),(48 939.5066),(49 937.70465),(50 936.99634),(51 936.2475),(52 932.668),(53 926.52167),(54 930.31323),(55 927.3197),(56 923.24585),(57 916.0742),(58 920.1981),(59 915.23413),(60 912.7869),(61 913.05634),(62 916.7512),(63 919.8725),(64 920.4513),(65 919.7834),(66 929.9498),(67 926.7769),(68 933.7662),(69 933.627),(70 938.2724),(71 925.91266),(72 932.3591),(73 938.1592),(74 953.3722),(75 959.2968),(76 960.7947),(77 962.44604),(78 958.7417),(79 954.64545),
(1 321.73538),(2 435.64853),(3 511.8858),(4 558.8443),(5 601.93884),(6 640.53656),(7 667.472),(8 685.509),(9 718.8897),(10 740.73773),(11 761.19226),(12 778.9987),(13 801.37256),(14 810.3975),(15 825.68823),(16 832.1433),(17 836.18274),(18 844.9552),(19 852.69086),(20 858.181),(21 860.991),(22 870.75934),(23 872.6219),(24 868.1395),(25 866.6206),(26 870.7115),(27 888.6936),(28 894.9991),(29 892.4518),(30 898.5013),(31 905.34247),(32 905.9491),(33 908.3614),(34 915.32074),(35 928.9253),(36 925.2653),(37 928.1395),(38 924.35767),(39 927.86285),(40 925.6135),(41 918.7621),(42 920.36536),(43 920.655),(44 913.9515),(45 907.76697),(46 905.1114),(47 899.7775),(48 900.731),(49 903.1369),(50 895.011),(51 905.8634),(52 903.8499),(53 901.3554),(54 901.7338),(55 906.0406),(56 906.22156),(57 905.76337),(58 906.5648),(59 895.3454),(60 889.0421),(61 891.5048),(62 888.309),(63 894.78033),(64 890.20667),(65 896.6091),(66 901.52783),(67 898.99536),(68 899.62103),(69 903.478),(70 901.60547),(71 895.2965),(72 895.52966),(73 909.71716),(74 909.4788),(75 920.4547),(76 912.15704),(77 912.9215),(78 903.8177),(79 898.95966),
(1 320.51904),(2 439.67572),(3 522.8962),(4 570.205),(5 613.57684),(6 648.1198),(7 668.0073),(8 686.5921),(9 715.72424),(10 729.98926),(11 749.40906),(12 764.1915),(13 780.87976),(14 793.4822),(15 814.0316),(16 824.7681),(17 836.7681),(18 845.58),(19 850.19006),(20 845.59753),(21 841.7018),(22 850.4114),(23 856.38293),(24 860.75366),(25 864.4437),(26 857.4022),(27 862.05505),(28 868.7566),(29 868.0514),(30 872.49414),(31 875.0659),(32 879.84705),(33 874.9126),(34 881.4848),(35 889.9989),(36 892.22845),(37 892.08997),(38 892.34546),(39 897.66516),(40 897.52997),(41 891.8161),(42 900.17175),(43 893.1432),(44 897.24445),(45 893.57684),(46 893.41754),(47 910.3446),(48 907.88824),(49 910.20874),(50 899.9554),(51 889.063),(52 888.2381),(53 891.4982),(54 890.2412),(55 888.30457),(56 892.2924),(57 889.6301),(58 885.4791),(59 890.40326),(60 888.6414),(61 892.4905),(62 892.17633),(63 900.2767),(64 904.6431),(65 904.21106),(66 908.98346),(67 916.0507),(68 911.4251),(69 917.1677),(70 905.6961),(71 903.74274),(72 909.99915),(73 915.8456),(74 920.80035),(75 931.1434),(76 934.82635),(77 935.1684),(78 930.7292),(79 930.38025),
(1 320.43106),(2 436.22562),(3 508.408),(4 556.3373),(5 597.4231),(6 627.3888),(7 648.3639),(8 671.7824),(9 696.3519),(10 721.041),(11 740.58124),(12 751.08496),(13 766.63043),(14 771.35535),(15 789.4522),(16 800.0598),(17 820.4156),(18 837.76514),(19 847.0344),(20 853.6038),(21 849.86743),(22 857.3348),(23 856.7561),(24 859.9069),(25 861.12274),(26 860.68964),(27 867.634),(28 877.69305),(29 877.3435),(30 880.6969),(31 872.0646),(32 876.15137),(33 875.08453),(34 878.7628),(35 881.76215),(36 876.0417),(37 874.1099),(38 874.3831),(39 883.1069),(40 880.56415),(41 876.34576),(42 882.9084),(43 884.9582),(44 883.29266),(45 891.63763),(46 884.9187),(47 896.3391),(48 894.4412),(49 886.8397),(50 873.8862),(51 870.6914),(52 873.8133),(53 884.44507),(54 890.799),(55 886.0932),(56 888.3375),(57 881.42676),(58 885.15485),(59 876.5877),(60 878.54034),(61 880.6922),(62 877.5984),(63 885.6703),(64 885.06805),(65 880.48364),(66 876.82764),(67 891.25006),(68 894.7537),(69 893.0634),(70 890.75775),(71 895.10706),(72 885.6385),(73 894.0826),(74 888.14954),(75 889.86194),(76 897.13306),(77 894.1311),(78 892.02454),(79 884.98535),
(1 312.1203),(2 425.06113),(3 494.95148),(4 541.8473),(5 571.85065),(6 607.0042),(7 620.5714),(8 641.562),(9 654.90826),(10 667.44183),(11 688.4881),(12 697.7069),(13 714.2759),(14 719.72345),(15 736.7026),(16 748.6375),(17 763.7964),(18 780.7956),(19 792.06274),(20 807.42316),(21 811.33563),(22 802.3809),(23 807.55554),(24 810.2858),(25 820.3335),(26 819.3071),(27 825.3817),(28 840.08997),(29 854.41974),(30 862.6168),(31 853.87445),(32 858.7901),(33 863.0371),(34 863.158),(35 864.2525),(36 860.8278),(37 856.0649),(38 853.084),(39 861.26483),(40 857.4333),(41 849.157),(42 852.1464),(43 849.4831),(44 842.65356),(45 844.65125),(46 846.52246),(47 851.03595),(48 850.1626),(49 842.6367),(50 832.19434),(51 838.648),(52 839.721),(53 837.0552),(54 840.0792),(55 847.14484),(56 854.41327),(57 850.00085),(58 857.07697),(59 853.6934),(60 850.72034),(61 848.54736),(62 851.88727),(63 854.89233),(64 854.6474),(65 856.0997),(66 862.53516),(67 865.40607),(68 874.427),(69 876.67426),(70 871.1471),(71 874.0084),(72 871.1598),(73 875.6042),(74 876.87756),(75 880.6878),(76 883.0075),(77 883.7025),(78 876.9538),(79 877.00085),
