1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 39447.43),(2 105397.56),(3 195027.98),(4 296357),(5 409845.75),(6 544052.7),(7 684020.75),(8 817289.06),(9 961276.3),(10 1104140.1),(11 1273359.9),(12 1456361.6),(13 1645030.9),(14 1833745.6),(15 2045869),(16 2269828),(17 2519705.3),(18 2789414.3),(19 3062060),(20 3360485.3),(21 3685303.3),(22 4025717.3),(23 4352850),(24 4672932),(25 4975610.5),(26 5259234.5),(27 5563500),(28 5888172),(29 6204847.5),(30 6541850.5),(31 6896476.5),(32 7254784),(33 7619928),(34 7992576),(35 8364044),(36 8744067),(37 9154041),(38 9552364),(39 9944011),(40 10333216),(41 10738570),(42 11159012),(43 11558708),(44 11960333),(45 12368085),(46 12774952),(47 13183304),(48 13625671),(49 14061325),(50 14500119),(51 14952117),(52 15417867),(53 15869987),(54 16343584),(55 16834070),(56 17327708),(57 17823832),(58 18286768),(59 18768168),(60 19204410),(61 19613232),(62 20010296),(63 20404886),(64 20794904),(65 21197910),(66 21582346),(67 21969712),(68 22362782),(69 22759686),(70 23162392),(71 23555056),(72 23960370),(73 24351210),(74 24736576),(75 25111830),(76 25469562),(77 25813496),(78 26130054),(79 26436614),
(1 907.22986),(2 1174.1835),(3 1246.3291),(4 1334.4218),(5 1421.9962),(6 1499.1047),(7 1575.2686),(8 1660.5614),(9 1732.4026),(10 1793.2603),(11 1847.0444),(12 1898.9136),(13 1934.8677),(14 1982.7023),(15 2016.6606),(16 2059.0903),(17 2086.8267),(18 2102.7354),(19 2120.0337),(20 2148.4644),(21 2156.338),(22 2166.953),(23 2179.2456),(24 2203.4272),(25 2208.7705),(26 2208.6199),(27 2211.6082),(28 2223.353),(29 2232.0068),(30 2245.091),(31 2249.8738),(32 2257.1418),(33 2268.0474),(34 2269.984),(35 2275.14),(36 2272.3196),(37 2274.5886),(38 2284.8838),(39 2282.6804),(40 2277.3748),(41 2275.3987),(42 2279.2466),(43 2286.826),(44 2277.0823),(45 2275.078),(46 2267.8633),(47 2266.2476),(48 2276.9958),(49 2278.9712),(50 2260.1548),(51 2259.6743),(52 2251.7212),(53 2253.6628),(54 2262.4565),(55 2267.1602),(56 2264.6895),(57 2264.6987),(58 2266.1436),(59 2266.6577),(60 2261.5674),(61 2265.9905),(62 2259.47),(63 2263.6743),(64 2275.8071),(65 2280.3098),(66 2270.1797),(67 2276.3906),(68 2277.7642),(69 2272.5715),(70 2275.9697),(71 2271.3506),(72 2259.1401),(73 2279.9993),(74 2283.2551),(75 2289.3926),(76 2281.423),(77 2276.1965),(78 2275.6887),(79 2284.9775),
(1 883.8749),(2 1146.508),(3 1214.6908),(4 1310.3251),(5 1395.7869),(6 1484.9133),(7 1563.447),(8 1636.8091),(9 1710.1053),(10 1776.6466),(11 1832.9398),(12 1880.3772),(13 1926.4121),(14 1976.6998),(15 2005.2953),(16 2035.5212),(17 2056.8684),(18 2082.4119),(19 2096.921),(20 2110.2922),(21 2120.5366),(22 2128.936),(23 2140.3054),(24 2165.5574),(25 2179.2869),(26 2176.6719),(27 2188.8442),(28 2203.498),(29 2212.814),(30 2223.0313),(31 2222.5862),(32 2241.8582),(33 2248.7961),(34 2253.6846),(35 2261.7612),(36 2254.5999),(37 2255.6797),(38 2261.938),(39 2258.9382),(40 2262.478),(41 2251.3362),(42 2248.1462),(43 2246.5042),(44 2246.8591),(45 2239.7957),(46 2228.433),(47 2227.4998),(48 2225.0876),(49 2224.865),(50 2211.97),(51 2215.2317),(52 2211.8423),(53 2219.0222),(54 2224.7097),(55 2233.5642),(56 2220.2053),(57 2227.5864),(58 2231.1052),(59 2239.04),(60 2233.4055),(61 2238.0193),(62 2230.3083),(63 2240.0498),(64 2249.7463),(65 2251.5938),(66 2252.0073),(67 2261.9534),(68 2262.205),(69 2260.7354),(70 2261.688),(71 2269.448),(72 2257.4553),(73 2268.837),(74 2264.8083),(75 2270.807),(76 2265.1677),(77 2272.624),(78 2267.385),(79 2272.2517),
(1 887.9993),(2 1148.2263),(3 1209.7318),(4 1294.5922),(5 1373.4385),(6 1463.5288),(7 1541.6755),(8 1619.3207),(9 1700.4401),(10 1762.2805),(11 1805.1746),(12 1847.9991),(13 1888.6736),(14 1936.8499),(15 1965.5752),(16 1985.5898),(17 2003.5433),(18 2021.9451),(19 2035.6385),(20 2050.6223),(21 2050.0476),(22 2054.6655),(23 2070.9094),(24 2089.3193),(25 2090.3403),(26 2086.7349),(27 2093.702),(28 2117.7495),(29 2122.565),(30 2140.9675),(31 2141.536),(32 2154.2998),(33 2163.4155),(34 2172.0693),(35 2180.727),(36 2182.3984),(37 2186.4302),(38 2193.3523),(39 2203.8015),(40 2210.6233),(41 2197.478),(42 2196.6755),(43 2197.426),(44 2204.848),(45 2188.397),(46 2195.078),(47 2187.52),(48 2183.8123),(49 2190.867),(50 2185.6462),(51 2189.4265),(52 2178.858),(53 2183.9878),(54 2185.4084),(55 2185.2244),(56 2175.1387),(57 2173.6147),(58 2180.7112),(59 2188.4663),(60 2188.062),(61 2188.3853),(62 2173.5046),(63 2181.571),(64 2188.1062),(65 2188.4077),(66 2181.5706),(67 2182.646),(68 2182.0146),(69 2172.9136),(70 2163.5273),(71 2179.2388),(72 2171.7424),(73 2174.1658),(74 2171.4368),(75 2180.63),(76 2168.5818),(77 2173.923),(78 2180.366),(79 2181.6458),
(1 877.3568),(2 1134.15),(3 1193.3661),(4 1274.6194),(5 1359.3374),(6 1455.9379),(7 1534.3524),(8 1614.4534),(9 1690.8685),(10 1756.7382),(11 1794.7986),(12 1842.1525),(13 1888.3246),(14 1937.1827),(15 1959.5043),(16 1983.0339),(17 2002.4843),(18 2029.1873),(19 2042.8759),(20 2069.9316),(21 2076.4731),(22 2084.1404),(23 2103.3618),(24 2116.3455),(25 2119.1965),(26 2125.6567),(27 2126.2578),(28 2144.6287),(29 2142.362),(30 2165.8396),(31 2163.0005),(32 2172.9463),(33 2180.5225),(34 2189.946),(35 2196.558),(36 2196.0608),(37 2202.7344),(38 2213.9495),(39 2221.9763),(40 2220.7996),(41 2215.7908),(42 2215.2512),(43 2218.7507),(44 2226.5247),(45 2202.7622),(46 2210.548),(47 2209.5793),(48 2202.5208),(49 2199.9968),(50 2185.0376),(51 2194.5571),(52 2186.0518),(53 2182.3997),(54 2187.944),(55 2183.8286),(56 2186.1443),(57 2190.5186),(58 2188.7708),(59 2197.872),(60 2189.9177),(61 2194.6545),(62 2184.8235),(63 2182.554),(64 2187.6082),(65 2187.5562),(66 2168.9854),(67 2174.2825),(68 2184.1968),(69 2179.5442),(70 2165.27),(71 2178.2922),(72 2180.6223),(73 2182.2402),(74 2177.3342),(75 2180.7112),(76 2177.6555),(77 2184.3372),(78 2176.358),(79 2175.9363),
(1 854.9185),(2 1116.4374),(3 1178.376),(4 1254.5447),(5 1342.1185),(6 1427.8926),(7 1495.681),(8 1578.019),(9 1649.7104),(10 1714.4675),(11 1774.684),(12 1820.0101),(13 1867.6986),(14 1904.8414),(15 1927.7021),(16 1957.1854),(17 1977.689),(18 2004.7743),(19 2021.3347),(20 2035.685),(21 2043.8573),(22 2065.2202),(23 2077.5674),(24 2081.3416),(25 2081.7036),(26 2094.8752),(27 2108.2798),(28 2120.5486),(29 2126.4695),(30 2145.6614),(31 2148.5813),(32 2158.7922),(33 2173.3755),(34 2184.9417),(35 2188.5857),(36 2194.8643),(37 2193.896),(38 2199.7903),(39 2205.2312),(40 2212.46),(41 2211.6821),(42 2207.8447),(43 2203.7878),(44 2200.0527),(45 2187.8967),(46 2187.2588),(47 2181.301),(48 2184.9106),(49 2178.2034),(50 2156.8875),(51 2153.6753),(52 2155.9785),(53 2160.539),(54 2166.4395),(55 2162.9324),(56 2163.875),(57 2162.2026),(58 2166.9907),(59 2180.889),(60 2178.6565),(61 2176.1167),(62 2170.8777),(63 2172.9675),(64 2183.1343),(65 2187.948),(66 2171.2827),(67 2184.289),(68 2184.1997),(69 2181.5928),(70 2173.6958),(71 2173.439),(72 2169.3782),(73 2178.9863),(74 2179.096),(75 2177.619),(76 2164.2043),(77 2171.094),(78 2168.505),(79 2168.763),
(1 840.5694),(2 1103.5553),(3 1177.4618),(4 1256.4637),(5 1352.9302),(6 1433.4978),(7 1512.9799),(8 1594.9646),(9 1661.9683),(10 1727.8674),(11 1777.2961),(12 1827.4731),(13 1879.9425),(14 1906.3607),(15 1936.7878),(16 1967.8201),(17 1990.4777),(18 2017.0209),(19 2028.4723),(20 2040.0856),(21 2055.6711),(22 2070.7917),(23 2082.8516),(24 2087.7253),(25 2092.9421),(26 2101.7686),(27 2109.6804),(28 2123.9106),(29 2140.8765),(30 2159.1587),(31 2151.711),(32 2161.7322),(33 2169.1484),(34 2175.2175),(35 2178.2813),(36 2173.9072),(37 2177.2336),(38 2180.4473),(39 2187.6196),(40 2184.7854),(41 2181.8865),(42 2170.839),(43 2169.9128),(44 2167.5337),(45 2163.1487),(46 2161.457),(47 2151.9993),(48 2152.0356),(49 2158.3342),(50 2142.025),(51 2133.6418),(52 2128.5093),(53 2128.725),(54 2132.929),(55 2139.764),(56 2129.7178),(57 2121.005),(58 2131.8452),(59 2136.698),(60 2133.3406),(61 2131.2908),(62 2134.606),(63 2137.5957),(64 2142.5422),(65 2140.2463),(66 2129.3591),(67 2135.0098),(68 2146.506),(69 2142.598),(70 2138.6401),(71 2147.5313),(72 2140.7944),(73 2141.1716),(74 2148.8513),(75 2143.0037),(76 2148.6064),(77 2149.1677),(78 2155.8516),(79 2163.6372),
(1 833.2126),(2 1097.0203),(3 1175.6512),(4 1253.9789),(5 1339.326),(6 1423.182),(7 1502.2643),(8 1583.4924),(9 1650.072),(10 1706.125),(11 1749.6139),(12 1793.7958),(13 1845.6547),(14 1881.0879),(15 1909.1411),(16 1939.9106),(17 1958.567),(18 1992.4822),(19 2004.9816),(20 2018.0305),(21 2028.144),(22 2046.085),(23 2056.1882),(24 2067.1577),(25 2083.6147),(26 2094.3413),(27 2105.6716),(28 2128.0327),(29 2130.7854),(30 2148.9285),(31 2149.2505),(32 2163.1965),(33 2164.993),(34 2174.1716),(35 2183.2358),(36 2178.0996),(37 2182.946),(38 2181.8723),(39 2196.0947),(40 2187.3494),(41 2186.3384),(42 2176.9277),(43 2166.7207),(44 2161.398),(45 2165.9595),(46 2148.3298),(47 2150.8093),(48 2150.8853),(49 2148.4573),(50 2138.506),(51 2130.9526),(52 2128.9907),(53 2127.0593),(54 2120.7502),(55 2123.4465),(56 2118.7715),(57 2118.8506),(58 2120.2192),(59 2129.2866),(60 2119.1511),(61 2121.4392),(62 2112.292),(63 2116.1775),(64 2112.4458),(65 2120.5137),(66 2112.421),(67 2114.4587),(68 2117.2607),(69 2121.2385),(70 2117.4182),(71 2128.7964),(72 2121.5017),(73 2131.4102),(74 2136.5813),(75 2120.431),(76 2128.996),(77 2134.2258),(78 2133.0483),(79 2133.6677),
(1 812.43085),(2 1058.5773),(3 1134.1799),(4 1209.2401),(5 1287.7268),(6 1369.727),(7 1443.5482),(8 1515.5537),(9 1571.476),(10 1623.6736),(11 1668.2217),(12 1718.3782),(13 1754.9266),(14 1787.51),(15 1815.9843),(16 1848.6847),(17 1864.8638),(18 1882.655),(19 1894.8477),(20 1915.2416),(21 1929.5131),(22 1940.1104),(23 1954.8511),(24 1966.8667),(25 1984.4762),(26 1997.9875),(27 1995.3358),(28 2014.0681),(29 2019.6095),(30 2037.121),(31 2037.6508),(32 2052.1758),(33 2064.6233),(34 2070.1401),(35 2083.4229),(36 2082.8784),(37 2086.413),(38 2085.4907),(39 2100.1438),(40 2097.18),(41 2100.423),(42 2097.3342),(43 2091.4084),(44 2086.9043),(45 2078.782),(46 2078.8647),(47 2083.3738),(48 2073.91),(49 2069.047),(50 2060.3584),(51 2050.528),(52 2052.9011),(53 2057.7065),(54 2057.9812),(55 2051.9185),(56 2045.1298),(57 2047.4628),(58 2053.6938),(59 2063.7546),(60 2055.4197),(61 2055.307),(62 2048.759),(63 2054.3171),(64 2059.4736),(65 2052.9973),(66 2052.0247),(67 2058.7505),(68 2064.638),(69 2061.0798),(70 2057.1746),(71 2062.868),(72 2055.2007),(73 2071.3604),(74 2078.272),(75 2072.2808),(76 2070.3474),(77 2086.361),(78 2088.5605),(79 2084.7869),
(1 808.33673),(2 1050.0782),(3 1125.4568),(4 1201.8008),(5 1286.2673),(6 1372.7013),(7 1447.5966),(8 1515.8857),(9 1577.759),(10 1631.8531),(11 1681.9143),(12 1732.5853),(13 1766.678),(14 1808.2015),(15 1845.1107),(16 1874.2164),(17 1891.3104),(18 1910.7976),(19 1925.1891),(20 1933.2925),(21 1944.353),(22 1958.1877),(23 1969.2052),(24 1975.2872),(25 1990.1428),(26 1995.359),(27 1996.3444),(28 2028.0237),(29 2038.6602),(30 2052.8093),(31 2053.581),(32 2064.9734),(33 2076.4844),(34 2079.9897),(35 2095.8574),(36 2090.0837),(37 2095.1113),(38 2098.7961),(39 2107.0244),(40 2108.3474),(41 2109.8486),(42 2100.2534),(43 2098.479),(44 2096.4055),(45 2093.5786),(46 2078.4045),(47 2087.8728),(48 2078.1794),(49 2075.416),(50 2072.8682),(51 2071.5264),(52 2063.5537),(53 2064.1565),(54 2070.589),(55 2071.7722),(56 2057.737),(57 2064.393),(58 2076.21),(59 2082.8232),(60 2066.5989),(61 2064.452),(62 2067.0693),(63 2071.2273),(64 2072.9106),(65 2059.2275),(66 2065.0288),(67 2063.0632),(68 2072.2693),(69 2076.449),(70 2066.493),(71 2066.3748),(72 2062.2031),(73 2071.188),(74 2078.005),(75 2071.7083),(76 2068.2075),(77 2076.016),(78 2081.8147),(79 2087.2183),
(1 781.23315),(2 1029.8754),(3 1102.7161),(4 1178.533),(5 1263.4521),(6 1348.8015),(7 1431.4451),(8 1506.9614),(9 1564.9019),(10 1613.1056),(11 1663.3673),(12 1715.3555),(13 1749.2247),(14 1792.1),(15 1817.5825),(16 1843.9319),(17 1855.5764),(18 1879.1145),(19 1894.0065),(20 1919.3834),(21 1926.729),(22 1948.3502),(23 1960.2244),(24 1976.3103),(25 1990.3236),(26 1997.0778),(27 1996.7335),(28 2010.9868),(29 2029.3755),(30 2045.2953),(31 2044.487),(32 2055.2876),(33 2064.535),(34 2067.5583),(35 2076.0269),(36 2070.0754),(37 2074.0742),(38 2081.1267),(39 2083.76),(40 2086.8298),(41 2083.116),(42 2076.9404),(43 2074.446),(44 2068.2764),(45 2061.0623),(46 2053.3828),(47 2050.192),(48 2047.9192),(49 2053.1226),(50 2044.6161),(51 2048.4675),(52 2039.077),(53 2042.2417),(54 2047.2317),(55 2043.7576),(56 2045.8687),(57 2053.3967),(58 2049.794),(59 2050.566),(60 2045.7511),(61 2052.832),(62 2048.2651),(63 2046.9392),(64 2046.797),(65 2040.1306),(66 2031.6213),(67 2037.5952),(68 2034.272),(69 2028.6699),(70 2022.8685),(71 2030.0946),(72 2022.9092),(73 2037.1611),(74 2037.0292),(75 2032.2437),(76 2030.981),(77 2037.0386),(78 2039.6901),(79 2049.5457),
(1 787.7013),(2 1032.2703),(3 1107.888),(4 1190.083),(5 1273.0894),(6 1353.6324),(7 1428.2043),(8 1503.5444),(9 1568.9496),(10 1633.9095),(11 1682.6816),(12 1734.7043),(13 1777.947),(14 1822.7948),(15 1844.5303),(16 1877.5455),(17 1897.6997),(18 1917.859),(19 1946.4691),(20 1964.9375),(21 1976.5002),(22 2000.3849),(23 2008.3502),(24 2023.7107),(25 2032.519),(26 2043.5144),(27 2047.9932),(28 2056.684),(29 2061.3484),(30 2072.6658),(31 2076.323),(32 2084.787),(33 2089.318),(34 2094.4495),(35 2104.6663),(36 2103.453),(37 2106.3584),(38 2108.7861),(39 2110.3364),(40 2114.3848),(41 2113.4246),(42 2105.687),(43 2101.878),(44 2099.5122),(45 2095.522),(46 2092.4558),(47 2089.0364),(48 2088.6062),(49 2085.1565),(50 2083.6018),(51 2085.4656),(52 2066.8271),(53 2075.4236),(54 2079.2168),(55 2080.012),(56 2069.4849),(57 2074.473),(58 2063.892),(59 2059.454),(60 2052.0996),(61 2053.818),(62 2046.272),(63 2042.1061),(64 2042.2534),(65 2036.9863),(66 2029.9717),(67 2021.8699),(68 2016.7412),(69 2004.3356),(70 2001.6812),(71 2002.0171),(72 1996.6859),(73 2012.6459),(74 2010.0109),(75 2008.2811),(76 2008.3599),(77 2022.1896),(78 2027.8983),(79 2031.8176),
(1 781.0825),(2 1018.6849),(3 1094.3018),(4 1172.0962),(5 1252.5693),(6 1335.208),(7 1411.7357),(8 1489.6783),(9 1545.8688),(10 1605.4362),(11 1654.6505),(12 1712.9061),(13 1755.492),(14 1795.4426),(15 1816.9065),(16 1837.9077),(17 1852.423),(18 1877.2968),(19 1904.9377),(20 1919.152),(21 1928.4363),(22 1950.1763),(23 1960.6139),(24 1970.7338),(25 1976.2126),(26 1980.0992),(27 1983.3383),(28 2004.8724),(29 2015.6362),(30 2030.6532),(31 2036.3363),(32 2043.0879),(33 2050.3008),(34 2059.282),(35 2070.2551),(36 2060.5974),(37 2065.132),(38 2067.6733),(39 2069.9175),(40 2062.4673),(41 2060.209),(42 2050.4604),(43 2039.4916),(44 2042.533),(45 2039.5182),(46 2032.4464),(47 2019.734),(48 2024.9102),(49 2027.1858),(50 2029.175),(51 2019.9271),(52 2012.9154),(53 2016.7249),(54 2014.3262),(55 2019.8269),(56 2011.1449),(57 2009.4502),(58 2010.09),(59 2011.0533),(60 1999.7756),(61 1995.7434),(62 1985.5898),(63 1979.2032),(64 1975.2894),(65 1971.1533),(66 1966.7324),(67 1957.599),(68 1953.019),(69 1948.309),(70 1938.3223),(71 1945.1979),(72 1938.3926),(73 1947.9667),(74 1954.7489),(75 1957.8656),(76 1955.9293),(77 1963.3113),(78 1963.4098),(79 1972.2261),
(1 759.63293),(2 997.83093),(3 1073.0265),(4 1154.4812),(5 1237.0521),(6 1321.7303),(7 1398.5885),(8 1465.3232),(9 1522.6559),(10 1586.8002),(11 1634.4227),(12 1684.6139),(13 1725.0372),(14 1756.6924),(15 1780.5763),(16 1804.4939),(17 1815.6704),(18 1847.7322),(19 1868.9408),(20 1886.2743),(21 1900.0582),(22 1920.3556),(23 1928.3771),(24 1940.8969),(25 1946.7139),(26 1947.7954),(27 1952.4766),(28 1969.9832),(29 1981.7119),(30 1999.5691),(31 2004.202),(32 2010.2952),(33 2013.1177),(34 2018.1262),(35 2026.0834),(36 2020.3654),(37 2031.6411),(38 2033.4664),(39 2030.0902),(40 2029.9313),(41 2026.3416),(42 2024.3307),(43 2020.2885),(44 2026.5773),(45 2010.361),(46 2001.0093),(47 1990.4783),(48 1989.8958),(49 1991.6475),(50 1988.7118),(51 1983.4677),(52 1975.0281),(53 1973.6678),(54 1977.5789),(55 1984.6506),(56 1971.605),(57 1968.6986),(58 1960.5397),(59 1955.813),(60 1945.2432),(61 1941.0918),(62 1928.8151),(63 1927.8218),(64 1931.6357),(65 1929.9951),(66 1920.0549),(67 1914.1658),(68 1906.7594),(69 1908.7662),(70 1910.0472),(71 1910.7689),(72 1907.5438),(73 1923.0546),(74 1925.0366),(75 1922.0543),(76 1920.9426),(77 1921.6761),(78 1926.9528),(79 1943.1685),
(1 743.3726),(2 978.43854),(3 1056.4539),(4 1131.8483),(5 1209.8567),(6 1295.311),(7 1364.2108),(8 1442.8265),(9 1505.5619),(10 1564.6257),(11 1608.5267),(12 1657.7355),(13 1701.454),(14 1740.3835),(15 1765.1292),(16 1789.9917),(17 1805.5383),(18 1836.7296),(19 1850.4822),(20 1875.6437),(21 1885.9957),(22 1906.2731),(23 1921.3386),(24 1926.0286),(25 1928.4233),(26 1939.3179),(27 1939.1367),(28 1952.2067),(29 1956.5604),(30 1967.1786),(31 1974.0945),(32 1982.4326),(33 1987.2456),(34 1991.3496),(35 2000.4113),(36 1993.4875),(37 1991.8809),(38 1989.8107),(39 1989.491),(40 1983.6431),(41 1980.4219),(42 1968.5629),(43 1963.4496),(44 1970.679),(45 1962.6041),(46 1951.7969),(47 1945.2808),(48 1939.8091),(49 1937.107),(50 1928.9027),(51 1933.6093),(52 1928.26),(53 1925.6335),(54 1930.8975),(55 1931.6948),(56 1923.7319),(57 1917.8519),(58 1921.7443),(59 1923.0437),(60 1917.9088),(61 1912.4581),(62 1902.9696),(63 1905.114),(64 1904.1204),(65 1904.7054),(66 1899.1829),(67 1896.736),(68 1895.397),(69 1900.8969),(70 1900.9365),(71 1909.6289),(72 1909.018),(73 1904.451),(74 1900.7095),(75 1908.2726),(76 1904.4097),(77 1913.1981),(78 1920.8334),(79 1927.1185),
(1 738.3522),(2 970.6498),(3 1039.3108),(4 1111.0447),(5 1187.844),(6 1268.0392),(7 1330.203),(8 1398.6057),(9 1457.047),(10 1515.1736),(11 1557.9363),(12 1609.8224),(13 1649.9583),(14 1684.6737),(15 1710.449),(16 1729.0829),(17 1745.4155),(18 1769.4521),(19 1783.1282),(20 1798.4794),(21 1806.4576),(22 1819.838),(23 1834.9625),(24 1837.0406),(25 1832.9629),(26 1847.793),(27 1853.8196),(28 1866.9493),(29 1868.904),(30 1887.1653),(31 1884.2643),(32 1897.484),(33 1910.3044),(34 1919.0327),(35 1925.5016),(36 1917.6844),(37 1911.5625),(38 1909.4335),(39 1913.0154),(40 1905.3912),(41 1897.6923),(42 1895.8167),(43 1890.8375),(44 1894.2771),(45 1886.5013),(46 1883.736),(47 1881.6545),(48 1884.51),(49 1883.6252),(50 1875.9243),(51 1882.3263),(52 1879.8356),(53 1886.3595),(54 1891.7554),(55 1892.7913),(56 1881.933),(57 1886.456),(58 1887.8405),(59 1889.0602),(60 1884.4824),(61 1886.5745),(62 1881.0759),(63 1876.049),(64 1875.3341),(65 1879.2909),(66 1871.3925),(67 1881.512),(68 1878.7589),(69 1879.367),(70 1880.283),(71 1889.598),(72 1882.9595),(73 1890.0824),(74 1888.6375),(75 1889.2959),(76 1894.3889),(77 1896.7423),(78 1900.6188),(79 1904.4491),
(1 739.71313),(2 974.2117),(3 1033.3112),(4 1108.982),(5 1187.9469),(6 1268.8483),(7 1329.796),(8 1395.4265),(9 1451.5632),(10 1508.7512),(11 1547.1666),(12 1591.0621),(13 1626.238),(14 1664.2892),(15 1689.5193),(16 1719.4669),(17 1733.6091),(18 1754.2655),(19 1773.4681),(20 1802.7472),(21 1813.6263),(22 1826.0409),(23 1843.3582),(24 1856.942),(25 1869.9967),(26 1881.3995),(27 1889.5752),(28 1908.4907),(29 1916.2971),(30 1939.8958),(31 1935.4518),(32 1947.2135),(33 1955.1774),(34 1962.0577),(35 1971.8766),(36 1961.0117),(37 1954.1483),(38 1949.7058),(39 1951.2222),(40 1957.0088),(41 1948.0806),(42 1940.4719),(43 1939.589),(44 1939.8583),(45 1925.6705),(46 1918.9104),(47 1920.0162),(48 1928.714),(49 1927.4729),(50 1927.0621),(51 1926.2388),(52 1926.2743),(53 1935.8141),(54 1928.009),(55 1931.3516),(56 1921.0293),(57 1929.0746),(58 1940.7296),(59 1941.4268),(60 1923.9412),(61 1925.3463),(62 1921.75),(63 1918.6261),(64 1916.7161),(65 1911.2974),(66 1899.3077),(67 1896.9862),(68 1898.4208),(69 1902.8861),(70 1888.0433),(71 1908.6769),(72 1913.0378),(73 1917.9904),(74 1912.7062),(75 1914.3898),(76 1913.1561),(77 1910.9567),(78 1906.4105),(79 1908.9257),
