1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 333.18024),(2 384.09924),(3 421.50665),(4 426.124),(5 437.768),(6 450.62164),(7 459.2724),(8 465.11417),(9 472.435),(10 477.6099),(11 477.35745),(12 488.60022),(13 491.69586),(14 495.3655),(15 497.09677),(16 498.81354),(17 503.74786),(18 511.37692),(19 511.39212),(20 515.0071),(21 517.53204),(22 522.1409),(23 517.84314),(24 514.9025),(25 520.49384),(26 517.5556),(27 522.93195),(28 523.7418),(29 521.1109),(30 528.9526),(31 533.493),(32 536.9775),(33 545.90643),(34 550.96936),(35 553.136),(36 566.1035),(37 568.09686),(38 574.0848),(39 578.28253),(40 584.8464),(41 595.23517),(42 595.1981),(43 598.1891),(44 599.96545),(45 600.3568),(46 595.5953),(47 603.108),(48 599.1991),(49 601.9589),(50 597.2973),(51 599.69464),(52 596.77496),(53 594.5566),(54 591.63666),(55 587.771),(56 581.6213),(57 581.5068),(58 569.50757),(59 570.7759),(60 572.4718),(61 576.8084),(62 575.00854),(63 585.21936),(64 587.5208),(65 591.4067),(66 598.10065),(67 593.7717),(68 586.7267),(69 588.2569),(70 587.9773),(71 584.33014),(72 590.09436),(73 592.13354),(74 595.0904),(75 599.4378),(76 595.09607),(77 596.3789),(78 601.9453),(79 602.23816),
(1 329.3178),(2 382.21838),(3 415.967),(4 425.0665),(5 433.14273),(6 445.95325),(7 451.90784),(8 463.435),(9 466.32114),(10 469.19812),(11 473.1783),(12 479.1208),(13 489.04388),(14 487.27338),(15 489.41672),(16 487.18298),(17 486.84088),(18 497.08994),(19 503.4454),(20 504.0148),(21 505.4397),(22 510.81467),(23 513.0279),(24 509.199),(25 512.4054),(26 510.48892),(27 514.0586),(28 510.58035),(29 507.4839),(30 517.2644),(31 524.9945),(32 529.7815),(33 538.09045),(34 537.465),(35 538.44055),(36 551.13776),(37 550.7316),(38 555.5901),(39 564.48254),(40 574.14545),(41 580.717),(42 587.25616),(43 591.35406),(44 590.9707),(45 589.83856),(46 587.1196),(47 596.2375),(48 593.1577),(49 594.554),(50 591.96094),(51 596.51355),(52 590.4583),(53 591.44385),(54 590.9226),(55 588.21094),(56 580.49347),(57 580.58215),(58 571.4629),(59 567.7208),(60 568.2683),(61 575.3603),(62 571.44696),(63 582.431),(64 580.2082),(65 580.23773),(66 585.8022),(67 578.4539),(68 573.89417),(69 576.07697),(70 574.45654),(71 572.2078),(72 573.3693),(73 578.7509),(74 580.1575),(75 589.6761),(76 588.2503),(77 591.13794),(78 594.1602),(79 599.00543),
(1 318.1237),(2 369.5791),(3 403.27545),(4 411.86655),(5 417.61188),(6 429.58353),(7 438.5895),(8 451.98218),(9 454.58945),(10 456.94223),(11 463.42535),(12 465.8717),(13 474.0831),(14 473.81262),(15 472.06564),(16 468.20856),(17 475.07397),(18 480.24744),(19 486.83905),(20 483.4646),(21 489.43784),(22 494.4782),(23 507.74387),(24 509.9852),(25 510.70706),(26 512.1809),(27 516.19794),(28 519.631),(29 515.66754),(30 519.63354),(31 525.43567),(32 531.15814),(33 537.12964),(34 534.232),(35 539.8001),(36 547.5196),(37 548.429),(38 551.799),(39 564.29565),(40 571.24963),(41 576.69604),(42 582.43494),(43 577.4562),(44 578.81445),(45 575.42957),(46 572.26044),(47 581.8138),(48 573.13214),(49 574.76416),(50 571.586),(51 574.40985),(52 568.10626),(53 568.97705),(54 572.50995),(55 562.82404),(56 555.8501),(57 557.0376),(58 548.3757),(59 544.65283),(60 548.0409),(61 554.2394),(62 556.0701),(63 563.1433),(64 558.06696),(65 562.194),(66 562.9001),(67 567.53033),(68 562.8472),(69 565.1713),(70 560.0036),(71 560.072),(72 561.00433),(73 563.3742),(74 559.7443),(75 561.2213),(76 566.82996),(77 567.23175),(78 569.8323),(79 575.4944),
(1 306.71198),(2 354.632),(3 395.15314),(4 407.911),(5 413.92282),(6 430.77893),(7 441.54605),(8 449.87482),(9 454.85535),(10 462.28156),(11 463.16638),(12 470.2753),(13 472.07547),(14 473.54532),(15 472.53415),(16 471.56174),(17 479.97086),(18 480.1952),(19 486.88055),(20 481.4731),(21 485.9805),(22 489.99896),(23 492.84503),(24 494.83585),(25 495.17474),(26 498.3286),(27 501.7315),(28 504.71283),(29 502.64282),(30 506.94308),(31 512.7814),(32 515.9936),(33 527.1285),(34 524.904),(35 524.3819),(36 520.6372),(37 529.5459),(38 532.47656),(39 545.87213),(40 546.6912),(41 554.27673),(42 559.4094),(43 560.3703),(44 564.3773),(45 563.767),(46 560.3995),(47 559.2027),(48 562.7454),(49 559.5775),(50 557.57556),(51 562.19684),(52 562.47424),(53 563.9209),(54 565.42993),(55 552.97144),(56 548.68207),(57 543.74426),(58 539.1061),(59 534.43756),(60 536.9153),(61 541.493),(62 548.26483),(63 554.57794),(64 557.9309),(65 557.8632),(66 559.83167),(67 560.13354),(68 556.05206),(69 559.5742),(70 557.67285),(71 554.542),(72 552.8397),(73 548.7118),(74 548.4392),(75 552.8598),(76 554.6678),(77 555.7558),(78 562.0498),(79 565.89935),
(1 305.9686),(2 354.29254),(3 390.07016),(4 403.54636),(5 411.62598),(6 424.71985),(7 431.10077),(8 441.80927),(9 448.40738),(10 450.94873),(11 452.1363),(12 455.30954),(13 459.10513),(14 461.9519),(15 459.3321),(16 460.389),(17 464.51025),(18 470.1979),(19 471.2408),(20 467.60696),(21 480.06332),(22 483.6825),(23 484.23254),(24 487.05704),(25 491.502),(26 496.5141),(27 498.04535),(28 500.6313),(29 502.6328),(30 503.44083),(31 508.48712),(32 510.0011),(33 519.60846),(34 516.01385),(35 523.174),(36 520.1134),(37 528.0703),(38 532.40906),(39 540.12256),(40 536.1574),(41 541.83594),(42 543.7408),(43 544.6693),(44 549.04694),(45 548.44385),(46 547.64404),(47 544.96704),(48 544.77924),(49 545.4064),(50 542.5893),(51 541.2344),(52 540.2523),(53 537.1985),(54 530.4889),(55 526.3247),(56 528.3214),(57 526.79865),(58 524.1779),(59 513.9328),(60 511.6305),(61 519.20734),(62 526.85455),(63 536.2021),(64 537.5853),(65 537.7757),(66 537.14594),(67 536.47363),(68 535.9596),(69 539.1634),(70 538.59564),(71 533.999),(72 526.6587),(73 528.7339),(74 530.8855),(75 535.85205),(76 537.9598),(77 541.88495),(78 543.8147),(79 546.71783),
(1 306.6983),(2 350.0332),(3 384.05963),(4 403.4613),(5 413.77255),(6 430.9259),(7 432.2437),(8 438.3903),(9 444.19672),(10 450.18182),(11 446.3884),(12 452.3896),(13 459.80536),(14 466.4905),(15 468.93533),(16 471.69974),(17 476.4128),(18 482.43942),(19 479.93185),(20 479.0661),(21 488.3825),(22 486.8537),(23 487.7015),(24 491.57144),(25 490.18314),(26 490.82434),(27 490.30276),(28 487.77087),(29 494.14517),(30 503.13342),(31 510.69705),(32 513.4822),(33 522.6215),(34 520.0794),(35 522.2163),(36 527.10187),(37 530.9885),(38 533.76086),(39 534.4377),(40 530.94794),(41 540.40515),(42 542.7566),(43 546.45184),(44 549.52686),(45 555.97363),(46 553.5986),(47 550.7302),(48 548.6224),(49 557.9293),(50 556.9183),(51 550.88635),(52 548.01764),(53 544.7362),(54 544.3656),(55 539.0663),(56 539.46747),(57 538.7092),(58 531.2869),(59 522.4273),(60 522.75916),(61 533.3271),(62 537.8015),(63 542.5716),(64 542.64703),(65 544.60895),(66 543.19006),(67 541.5667),(68 539.0653),(69 544.03107),(70 541.62885),(71 539.58203),(72 537.2439),(73 540.0537),(74 537.5521),(75 544.8224),(76 544.2952),(77 546.1318),(78 544.7868),(79 547.35443),
(1 295.35327),(2 342.20724),(3 378.88034),(4 396.5781),(5 408.74533),(6 418.01495),(7 424.06268),(8 434.8918),(9 438.22137),(10 437.32428),(11 444.30615),(12 440.95862),(13 447.06815),(14 454.02713),(15 456.7888),(16 461.85056),(17 466.5243),(18 472.2656),(19 475.63406),(20 475.4124),(21 480.64352),(22 479.1612),(23 478.80423),(24 479.7156),(25 481.9023),(26 483.08264),(27 486.34198),(28 486.6112),(29 487.8609),(30 491.44363),(31 500.2158),(32 496.09003),(33 498.19318),(34 502.77396),(35 499.643),(36 497.56778),(37 497.2722),(38 499.413),(39 506.2764),(40 508.22546),(41 511.08237),(42 516.3802),(43 516.02954),(44 519.1382),(45 518.46814),(46 516.61346),(47 515.1767),(48 512.85815),(49 509.85504),(50 505.39288),(51 508.1286),(52 509.46594),(53 505.85208),(54 503.99405),(55 505.94675),(56 504.6586),(57 501.13937),(58 494.8463),(59 488.95618),(60 486.85892),(61 489.91193),(62 493.6354),(63 506.48746),(64 505.59518),(65 509.72534),(66 505.89835),(67 507.80698),(68 506.79398),(69 507.64532),(70 501.07956),(71 493.20572),(72 488.46185),(73 491.20172),(74 496.90085),(75 501.45938),(76 502.5658),(77 508.98465),(78 510.3474),(79 515.8831),
(1 295.49762),(2 340.55084),(3 379.56616),(4 398.4434),(5 409.72903),(6 425.5179),(7 429.615),(8 447.61807),(9 445.4228),(10 453.6793),(11 458.53976),(12 462.2052),(13 469.6779),(14 469.6707),(15 465.10986),(16 466.58105),(17 470.44992),(18 475.39154),(19 478.4266),(20 483.09576),(21 483.97202),(22 482.66904),(23 485.39255),(24 488.80823),(25 488.0575),(26 487.43384),(27 487.97687),(28 491.66068),(29 495.33356),(30 503.9226),(31 506.02792),(32 504.62878),(33 512.3643),(34 512.7462),(35 515.82965),(36 515.85974),(37 519.0965),(38 521.32434),(39 521.869),(40 527.6568),(41 532.36346),(42 537.04675),(43 536.99036),(44 538.05316),(45 535.3143),(46 534.3152),(47 532.3489),(48 527.2733),(49 527.4279),(50 526.66907),(51 527.1447),(52 533.6794),(53 529.0742),(54 529.7319),(55 524.9586),(56 521.5116),(57 521.5697),(58 513.0734),(59 508.83472),(60 506.5554),(61 509.05734),(62 505.03342),(63 512.8835),(64 520.7385),(65 522.3404),(66 521.7256),(67 523.5212),(68 515.9986),(69 519.36566),(70 518.2143),(71 513.54535),(72 511.78607),(73 512.38306),(74 521.7264),(75 522.1319),(76 519.49994),(77 522.6404),(78 532.66815),(79 532.87866),
(1 291.38736),(2 340.42648),(3 377.26477),(4 393.6666),(5 407.8421),(6 419.32626),(7 423.32343),(8 439.79266),(9 442.98224),(10 448.58295),(11 453.5534),(12 453.97052),(13 453.06067),(14 456.1906),(15 452.77676),(16 450.68365),(17 456.29794),(18 464.08008),(19 463.2399),(20 464.01624),(21 464.36102),(22 462.83014),(23 464.76126),(24 467.03653),(25 471.73413),(26 470.06882),(27 469.97345),(28 467.6955),(29 470.375),(30 474.38733),(31 476.7045),(32 478.90967),(33 483.45197),(34 483.38367),(35 487.94943),(36 490.10236),(37 496.5955),(38 494.46948),(39 492.56104),(40 494.21274),(41 498.0334),(42 500.26755),(43 497.8495),(44 501.39346),(45 503.73654),(46 499.82462),(47 496.13965),(48 495.38953),(49 492.93567),(50 496.09937),(51 499.16727),(52 496.39645),(53 494.5121),(54 495.67017),(55 492.89096),(56 491.6708),(57 487.47025),(58 482.8244),(59 476.7937),(60 472.55145),(61 479.60742),(62 481.016),(63 488.39755),(64 490.16037),(65 487.70065),(66 485.64172),(67 487.05048),(68 478.61996),(69 481.04178),(70 480.8566),(71 472.2402),(72 475.96683),(73 481.46097),(74 481.2319),(75 487.5965),(76 487.90372),(77 487.4782),(78 495.03995),(79 498.16495),
(1 284.3676),(2 329.41925),(3 379.2524),(4 390.58173),(5 400.7361),(6 413.10147),(7 416.42615),(8 431.3243),(9 436.11093),(10 439.5415),(11 436.61703),(12 442.0251),(13 441.43362),(14 441.71967),(15 437.30405),(16 435.57675),(17 441.0571),(18 448.27673),(19 443.16556),(20 441.6154),(21 444.53198),(22 449.7041),(23 447.70325),(24 454.2965),(25 455.1033),(26 452.4022),(27 456.41666),(28 455.60464),(29 455.1416),(30 465.6459),(31 469.9293),(32 469.80203),(33 475.4749),(34 479.74072),(35 485.4912),(36 490.31998),(37 493.23172),(38 491.10437),(39 491.4555),(40 484.07584),(41 493.20572),(42 493.41516),(43 489.57834),(44 490.2712),(45 489.13162),(46 491.51038),(47 485.76868),(48 485.35037),(49 482.33594),(50 485.73538),(51 489.933),(52 487.16092),(53 489.03226),(54 487.99985),(55 484.31393),(56 479.59833),(57 477.5385),(58 473.70364),(59 465.36),(60 460.65964),(61 467.16537),(62 470.7357),(63 472.6105),(64 482.96292),(65 478.55154),(66 477.4856),(67 478.5246),(68 469.6595),(69 473.73483),(70 472.39426),(71 473.3842),(72 470.02106),(73 472.30997),(74 469.12164),(75 473.93112),(76 473.84158),(77 478.4958),(78 481.0908),(79 488.0889),
(1 284.5025),(2 329.70456),(3 366.2152),(4 380.2535),(5 394.14606),(6 405.81946),(7 411.80936),(8 422.4344),(9 423.6076),(10 424.39258),(11 429.05667),(12 429.8811),(13 434.55576),(14 435.55963),(15 433.3411),(16 432.14084),(17 435.95248),(18 449.34732),(19 440.7156),(20 441.75156),(21 445.1618),(22 445.26935),(23 451.11642),(24 451.97537),(25 452.919),(26 451.21625),(27 454.91034),(28 454.57578),(29 456.46698),(30 461.79617),(31 465.41513),(32 466.85745),(33 472.2264),(34 475.99158),(35 481.70572),(36 480.9659),(37 479.072),(38 483.78436),(39 483.40213),(40 482.86594),(41 486.52512),(42 487.2347),(43 489.8229),(44 491.85962),(45 488.71814),(46 491.0479),(47 491.28378),(48 490.93124),(49 493.34518),(50 492.35422),(51 498.84338),(52 493.91962),(53 494.49045),(54 492.59995),(55 490.66058),(56 484.04114),(57 476.99582),(58 475.6554),(59 467.44498),(60 464.7485),(61 468.97562),(62 472.2948),(63 477.65598),(64 484.16104),(65 479.4909),(66 478.34784),(67 472.20166),(68 472.87308),(69 477.45132),(70 477.41653),(71 476.62006),(72 474.18552),(73 477.40723),(74 473.99237),(75 476.4833),(76 478.50076),(77 477.10156),(78 481.29694),(79 490.37613),
(1 275.34943),(2 320.9557),(3 351.38187),(4 364.5043),(5 371.03506),(6 387.2018),(7 395.07727),(8 402.8436),(9 408.77124),(10 411.7302),(11 414.84564),(12 418.1858),(13 423.2202),(14 426.79932),(15 424.9586),(16 429.27304),(17 432.18857),(18 443.6402),(19 438.65167),(20 439.43353),(21 441.4202),(22 436.8197),(23 435.57925),(24 440.03113),(25 441.1274),(26 441.19543),(27 442.71716),(28 444.77417),(29 442.58057),(30 444.18268),(31 447.6668),(32 447.81915),(33 452.33624),(34 454.83566),(35 458.62338),(36 459.59604),(37 457.9316),(38 462.09573),(39 472.33807),(40 471.92758),(41 471.5859),(42 468.76752),(43 468.3561),(44 469.8952),(45 468.8416),(46 468.80945),(47 466.2434),(48 470.8773),(49 470.36182),(50 470.7304),(51 472.2593),(52 465.871),(53 472.00708),(54 464.70782),(55 464.39694),(56 459.67612),(57 454.61987),(58 451.65067),(59 443.88367),(60 441.30298),(61 438.90457),(62 437.9102),(63 448.1552),(64 450.02237),(65 448.56198),(66 449.8126),(67 445.71252),(68 443.14325),(69 446.4491),(70 448.45215),(71 450.24542),(72 446.3947),(73 451.47974),(74 448.1543),(75 446.88208),(76 448.31784),(77 449.16635),(78 453.50375),(79 460.7931),
(1 275.5576),(2 322.10422),(3 358.235),(4 371.3003),(5 383.7052),(6 395.7702),(7 405.1625),(8 419.8511),(9 423.78165),(10 425.39423),(11 421.3939),(12 422.34143),(13 424.73398),(14 426.33005),(15 427.24063),(16 427.34885),(17 424.63892),(18 439.63986),(19 430.9546),(20 434.82828),(21 431.01395),(22 431.3021),(23 435.0708),(24 433.2437),(25 434.78836),(26 436.61554),(27 439.75034),(28 437.6419),(29 436.13434),(30 441.995),(31 438.3266),(32 439.43396),(33 445.3731),(34 444.12137),(35 450.30054),(36 449.48215),(37 452.1694),(38 457.83734),(39 468.7048),(40 464.64044),(41 471.04184),(42 470.30142),(43 471.60422),(44 469.09558),(45 468.82715),(46 469.05347),(47 471.8188),(48 472.84177),(49 475.59756),(50 469.94275),(51 473.87292),(52 471.23398),(53 473.021),(54 466.14975),(55 464.1548),(56 460.3035),(57 451.93118),(58 444.15936),(59 440.3891),(60 433.4607),(61 440.2117),(62 440.14185),(63 453.63812),(64 452.93903),(65 460.63513),(66 461.4305),(67 459.13135),(68 456.1433),(69 456.61954),(70 453.2626),(71 454.08203),(72 449.52713),(73 453.00537),(74 454.30344),(75 455.6042),(76 458.5099),(77 457.355),(78 462.00522),(79 464.00687),
(1 270.27466),(2 309.53262),(3 348.46103),(4 360.94055),(5 372.59875),(6 384.8818),(7 389.19968),(8 400.2114),(9 402.46866),(10 407.44498),(11 405.16058),(12 403.11917),(13 401.9688),(14 406.05634),(15 409.74905),(16 411.796),(17 411.83917),(18 422.7249),(19 415.47733),(20 419.80038),(21 418.26987),(22 422.6984),(23 421.82285),(24 422.6489),(25 420.51746),(26 423.5113),(27 425.9231),(28 427.95682),(29 425.15256),(30 432.22025),(31 432.71692),(32 435.98315),(33 443.68958),(34 441.7046),(35 444.50818),(36 448.44818),(37 451.43338),(38 454.1459),(39 461.07254),(40 456.50134),(41 458.97552),(42 465.80032),(43 466.10675),(44 462.795),(45 464.56076),(46 459.96338),(47 460.69003),(48 460.20618),(49 457.99963),(50 457.31332),(51 459.4355),(52 462.40707),(53 459.70956),(54 455.2185),(55 454.49594),(56 447.64084),(57 441.10455),(58 438.78717),(59 434.37543),(60 426.33096),(61 427.78278),(62 433.7332),(63 444.02484),(64 440.96304),(65 450.64917),(66 449.43488),(67 449.89163),(68 447.5694),(69 447.2425),(70 447.92313),(71 445.5108),(72 444.3187),(73 448.777),(74 448.79126),(75 449.86786),(76 450.953),(77 451.8325),(78 453.7001),(79 458.61148),
(1 267.68973),(2 311.83255),(3 353.1979),(4 360.82855),(5 375.33215),(6 382.35535),(7 392.93814),(8 404.91107),(9 402.02945),(10 404.60297),(11 399.623),(12 399.3061),(13 399.89984),(14 403.77243),(15 406.31152),(16 403.81354),(17 400.71677),(18 412.6219),(19 409.5274),(20 413.83984),(21 411.07437),(22 418.41476),(23 416.6276),(24 419.08356),(25 415.67288),(26 420.18808),(27 424.38678),(28 425.4081),(29 423.52466),(30 428.74124),(31 428.64413),(32 431.70294),(33 436.2006),(34 438.56198),(35 441.4742),(36 441.10614),(37 444.34268),(38 441.40826),(39 448.02866),(40 448.4561),(41 448.36252),(42 453.67188),(43 455.66916),(44 454.25656),(45 451.0553),(46 447.86063),(47 448.24518),(48 450.63162),(49 443.15173),(50 440.94196),(51 444.23816),(52 446.53543),(53 446.4849),(54 439.10245),(55 438.0897),(56 433.54956),(57 429.15942),(58 425.72226),(59 430.19592),(60 421.12503),(61 423.0954),(62 426.65775),(63 435.80676),(64 437.4619),(65 438.98145),(66 435.9245),(67 437.60834),(68 431.14417),(69 427.44287),(70 430.5308),(71 430.68307),(72 436.24884),(73 430.80942),(74 433.67575),(75 438.8072),(76 441.70947),(77 441.64297),(78 446.6167),(79 447.3541),
(1 260.96323),(2 306.01236),(3 344.6847),(4 354.6396),(5 372.66153),(6 381.66888),(7 390.3575),(8 399.98843),(9 398.16373),(10 399.87653),(11 397.96027),(12 399.3409),(13 398.5963),(14 402.82013),(15 399.65665),(16 397.69598),(17 399.15488),(18 410.2869),(19 411.11328),(20 411.71802),(21 412.31104),(22 417.42743),(23 419.27634),(24 421.18323),(25 421.4236),(26 419.62854),(27 418.7692),(28 419.14206),(29 418.34283),(30 424.9141),(31 425.99124),(32 428.95325),(33 433.78293),(34 437.68497),(35 439.50925),(36 442.04852),(37 441.16498),(38 442.88815),(39 444.91293),(40 441.31274),(41 445.4386),(42 447.14883),(43 445.1803),(44 444.67966),(45 444.96487),(46 441.2958),(47 442.56323),(48 450.4641),(49 443.8049),(50 439.82605),(51 439.90976),(52 444.28976),(53 441.2512),(54 438.70264),(55 435.74524),(56 432.19574),(57 423.8247),(58 418.0794),(59 414.1738),(60 411.23373),(61 408.8128),(62 414.14746),(63 418.46857),(64 422.48434),(65 426.887),(66 427.8053),(67 429.19672),(68 427.8401),(69 425.4525),(70 427.64584),(71 427.23486),(72 427.02325),(73 423.55197),(74 426.08514),(75 425.80356),(76 429.396),(77 435.9325),(78 440.22668),(79 446.50397),
(1 253.25345),(2 294.86194),(3 333.4122),(4 347.15677),(5 359.3393),(6 368.58893),(7 369.72757),(8 382.57785),(9 380.0035),(10 381.40546),(11 377.21817),(12 380.52234),(13 380.25354),(14 378.69388),(15 375.68106),(16 376.13187),(17 382.91342),(18 391.6889),(19 391.4345),(20 395.30392),(21 394.36942),(22 403.2407),(23 402.55386),(24 403.18774),(25 403.77512),(26 404.48715),(27 404.1211),(28 400.85754),(29 401.511),(30 403.5717),(31 406.4956),(32 409.33505),(33 417.34244),(34 421.6022),(35 428.63608),(36 428.3157),(37 429.7078),(38 430.2613),(39 432.15015),(40 429.22327),(41 429.3645),(42 428.97318),(43 428.60736),(44 429.4465),(45 423.56458),(46 422.2074),(47 427.67737),(48 431.04663),(49 425.75748),(50 427.26547),(51 425.50168),(52 428.18973),(53 423.22995),(54 414.61597),(55 409.78323),(56 407.91724),(57 404.44366),(58 398.9635),(59 393.0865),(60 391.0923),(61 390.05408),(62 392.87195),(63 397.2233),(64 398.95764),(65 404.58746),(66 407.9777),(67 411.5408),(68 409.14536),(69 410.5435),(70 407.04822),(71 409.01413),(72 411.48642),(73 410.89407),(74 412.19446),(75 413.68048),(76 412.74554),(77 417.50183),(78 423.5633),(79 428.27896),
(1 251.45103),(2 291.52582),(3 331.98755),(4 342.24472),(5 356.6455),(6 362.96964),(7 370.93768),(8 381.50674),(9 378.08426),(10 379.2884),(11 382.53885),(12 383.40335),(13 386.71457),(14 389.82813),(15 394.75317),(16 393.7834),(17 393.4632),(18 401.22043),(19 404.1172),(20 401.14728),(21 405.9862),(22 408.54535),(23 409.53464),(24 408.24414),(25 410.20355),(26 406.72076),(27 409.52893),(28 409.12875),(29 410.85968),(30 414.96402),(31 414.3037),(32 414.61145),(33 419.10095),(34 426.88394),(35 429.41586),(36 433.52057),(37 430.59225),(38 434.58252),(39 438.6448),(40 436.02112),(41 434.46573),(42 435.76212),(43 436.11914),(44 436.1225),(45 430.4283),(46 429.81897),(47 432.32034),(48 426.95737),(49 431.596),(50 428.47705),(51 427.09647),(52 428.87384),(53 429.92267),(54 429.6099),(55 418.78268),(56 413.03107),(57 408.84354),(58 409.26675),(59 402.13483),(60 400.2133),(61 399.6958),(62 399.632),(63 407.74197),(64 410.38248),(65 415.71216),(66 412.8759),(67 414.92612),(68 410.35913),(69 412.91635),(70 409.84964),(71 411.20053),(72 411.90704),(73 411.2526),(74 408.75345),(75 407.75568),(76 406.63406),(77 413.07364),(78 417.57858),(79 421.20776),
(1 250.46588),(2 288.1259),(3 328.2311),(4 340.0178),(5 351.02542),(6 364.89752),(7 370.01413),(8 378.03622),(9 380.00528),(10 380.5236),(11 378.80414),(12 379.19537),(13 380.06238),(14 383.32248),(15 390.5041),(16 392.23672),(17 394.8963),(18 398.45703),(19 395.22025),(20 395.9134),(21 397.72617),(22 403.69522),(23 402.5438),(24 401.43408),(25 404.10944),(26 399.26733),(27 402.01245),(28 407.7861),(29 408.66296),(30 407.7597),(31 408.09),(32 408.512),(33 414.18536),(34 414.45358),(35 420.40698),(36 419.38358),(37 418.02713),(38 418.41254),(39 420.37396),(40 420.54294),(41 420.67093),(42 419.7145),(43 421.62158),(44 422.63223),(45 420.8032),(46 424.45645),(47 419.79608),(48 424.6624),(49 420.22968),(50 417.32504),(51 413.02618),(52 416.37497),(53 417.11423),(54 413.20132),(55 408.76547),(56 402.56598),(57 402.00034),(58 403.40112),(59 394.90732),(60 388.97845),(61 391.61984),(62 390.07703),(63 395.8859),(64 397.11517),(65 402.9083),(66 403.42108),(67 403.70316),(68 406.5045),(69 403.54227),(70 397.7364),(71 400.29),(72 405.27835),(73 404.801),(74 399.7536),(75 405.77365),(76 406.90353),(77 411.08722),(78 410.55),(79 418.9993),
