1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17777.746),(2 65172.887),(3 156444.27),(4 250574.73),(5 365971.66),(6 494635.16),(7 632853.2),(8 767770.8),(9 906630),(10 1051357.9),(11 1212944.9),(12 1392290),(13 1581249),(14 1783327.6),(15 2032161),(16 2288988),(17 2552150),(18 2832455.8),(19 3113388.3),(20 3390142.3),(21 3673467.3),(22 3944286.8),(23 4188707.3),(24 4379432.5),(25 4555904.5),(26 4717496),(27 4860409.5),(28 4983938.5),(29 5105263.5),(30 5216675),(31 5338038),(32 5442129),(33 5536128.5),(34 5630395.5),(35 5713527.5),(36 5771824),(37 5839012.5),(38 5890850),(39 5950945.5),(40 5913624.5),(41 5955773.5),(42 5989312),(43 6028272.5),(44 6075521.5),(45 6124822),(46 6216861.5),(47 6322951.5),(48 6477480),(49 6664270),(50 6877284.5),(51 7132738.5),(52 7400144.5),(53 7664466.5),(54 7940561.5),(55 8224642.5),(56 8493825),(57 8768044),(58 9056029),(59 9363040),(60 9676081),(61 10039449),(62 10401833),(63 10789905),(64 11149349),(65 11503747),(66 11789333),(67 12039871),(68 12275301),(69 12511596),(70 12723216),(71 12944621),(72 13138381),(73 13323107),(74 13497193),(75 13671227),(76 13834220),(77 13966127),(78 14114213),(79 14199899),
(1 146.59993),(2 189.80753),(3 222.42029),(4 239.07782),(5 251.90645),(6 265.595),(7 274.21817),(8 283.45718),(9 287.58875),(10 293.58932),(11 300.8415),(12 305.62485),(13 307.73434),(14 311.53116),(15 314.71646),(16 319.2833),(17 322.30084),(18 325.723),(19 325.79895),(20 326.71976),(21 328.14368),(22 326.2255),(23 326.84213),(24 329.1147),(25 329.1585),(26 329.89307),(27 330.23685),(28 330.14395),(29 329.50443),(30 330.49475),(31 330.61356),(32 329.92935),(33 332.2341),(34 334.6374),(35 332.945),(36 331.2247),(37 329.07898),(38 327.41376),(39 327.2164),(40 324.219),(41 323.5406),(42 321.05667),(43 322.3154),(44 322.1644),(45 319.6897),(46 320.76184),(47 317.44177),(48 318.52426),(49 320.45868),(50 321.62048),(51 321.4851),(52 319.69617),(53 318.34583),(54 319.6419),(55 319.2497),(56 319.5547),(57 317.3188),(58 314.12473),(59 311.68015),(60 311.9631),(61 311.82874),(62 312.17258),(63 316.04483),(64 317.2886),(65 317.53427),(66 318.65167),(67 319.94794),(68 321.2012),(69 320.71338),(70 320.78568),(71 323.1793),(72 324.62482),(73 325.91995),(74 327.90222),(75 328.2571),(76 331.8432),(77 329.65286),(78 332.6111),(79 334.66666),
(1 145.67151),(2 187.55164),(3 218.55518),(4 235.57396),(5 249.75418),(6 262.61084),(7 272.94748),(8 279.9977),(9 284.08038),(10 290.01392),(11 295.26642),(12 299.60455),(13 302.524),(14 307.05597),(15 310.81143),(16 316.23636),(17 320.99396),(18 321.61472),(19 318.63226),(20 320.75235),(21 321.03024),(22 321.24057),(23 319.69272),(24 322.1302),(25 320.99496),(26 321.66818),(27 319.08444),(28 320.723),(29 318.36392),(30 318.0999),(31 316.84088),(32 316.9946),(33 320.03613),(34 320.42615),(35 321.4391),(36 316.76053),(37 317.3271),(38 313.8554),(39 314.25586),(40 313.55328),(41 314.05878),(42 313.38742),(43 313.29382),(44 312.93674),(45 312.35974),(46 314.7656),(47 310.69006),(48 311.69217),(49 313.34442),(50 315.11243),(51 317.8144),(52 318.45163),(53 315.57874),(54 313.6498),(55 311.8836),(56 312.82193),(57 314.06693),(58 312.96243),(59 312.84735),(60 314.49338),(61 314.99628),(62 317.2338),(63 322.00876),(64 323.60776),(65 322.85217),(66 324.46893),(67 323.83447),(68 326.13275),(69 323.28598),(70 324.84872),(71 325.56882),(72 328.20905),(73 330.55103),(74 333.14478),(75 330.82068),(76 336.14816),(77 336.06418),(78 337.07968),(79 334.19504),
(1 143.76811),(2 185.20511),(3 217.48918),(4 234.69562),(5 249.0543),(6 259.20306),(7 268.1663),(8 274.9134),(9 283.45657),(10 290.7577),(11 296.27396),(12 302.47305),(13 307.53198),(14 309.9188),(15 314.11133),(16 316.4848),(17 320.45343),(18 321.85825),(19 322.3235),(20 325.48218),(21 325.6156),(22 324.0938),(23 322.43134),(24 323.2446),(25 320.8053),(26 322.1379),(27 319.90894),(28 317.86047),(29 319.7829),(30 319.6047),(31 318.7802),(32 319.4188),(33 315.62955),(34 315.0067),(35 312.99222),(36 312.02573),(37 314.97968),(38 312.18106),(39 309.61023),(40 309.97006),(41 309.8048),(42 310.61896),(43 310.57806),(44 312.00247),(45 309.3602),(46 309.91415),(47 308.13815),(48 310.45923),(49 307.15256),(50 306.34967),(51 305.9452),(52 304.06726),(53 300.97366),(54 305.5091),(55 302.02094),(56 304.25128),(57 304.76932),(58 305.62283),(59 306.0582),(60 308.00986),(61 308.86914),(62 309.13828),(63 312.86523),(64 313.6937),(65 317.2389),(66 315.50647),(67 318.85138),(68 320.5088),(69 316.91724),(70 318.8671),(71 320.70413),(72 323.30603),(73 327.06232),(74 326.48322),(75 327.43234),(76 329.14178),(77 328.99786),(78 330.07904),(79 330.56265),
(1 142.29451),(2 182.2381),(3 213.9517),(4 231.68822),(5 244.76224),(6 253.69614),(7 258.90012),(8 266.27383),(9 270.98477),(10 275.0508),(11 283.5103),(12 286.54715),(13 291.9484),(14 296.48373),(15 302.70114),(16 307.527),(17 311.44717),(18 312.83334),(19 312.73477),(20 314.86792),(21 315.24426),(22 318.67847),(23 315.88718),(24 319.57346),(25 316.35437),(26 318.4229),(27 315.87262),(28 316.2599),(29 315.35718),(30 314.84134),(31 314.532),(32 314.17752),(33 310.83942),(34 311.04996),(35 310.96625),(36 312.50043),(37 311.96362),(38 310.37936),(39 307.48972),(40 302.8186),(41 303.15207),(42 301.20767),(43 299.2375),(44 299.83926),(45 302.6175),(46 302.87573),(47 301.46436),(48 304.0176),(49 299.35056),(50 300.50983),(51 300.1174),(52 299.9047),(53 299.99554),(54 303.63205),(55 301.0981),(56 300.44623),(57 300.8213),(58 300.41098),(59 299.4167),(60 299.43262),(61 298.8403),(62 301.47943),(63 301.74597),(64 303.2654),(65 304.4123),(66 306.60016),(67 309.37958),(68 309.97238),(69 307.93396),(70 307.84134),(71 310.19696),(72 312.83472),(73 313.06003),(74 314.31296),(75 314.29132),(76 319.73648),(77 322.8292),(78 324.7733),(79 325.53882),
(1 138.98929),(2 180.7187),(3 213.06303),(4 231.62776),(5 243.37645),(6 254.9719),(7 263.6477),(8 273.45566),(9 277.3924),(10 282.4198),(11 290.35095),(12 294.04333),(13 298.91406),(14 300.29517),(15 304.78146),(16 308.5558),(17 309.1135),(18 312.90247),(19 311.87048),(20 314.7154),(21 314.89737),(22 319.56052),(23 317.88986),(24 319.18234),(25 317.24475),(26 318.05063),(27 318.68375),(28 318.49655),(29 316.6057),(30 317.15826),(31 314.33414),(32 312.23657),(33 310.83884),(34 308.45526),(35 305.09906),(36 304.5382),(37 304.07318),(38 301.2985),(39 300.78455),(40 299.43613),(41 296.30038),(42 294.0362),(43 293.4091),(44 293.79184),(45 294.56924),(46 294.90756),(47 292.49066),(48 293.4895),(49 293.13257),(50 292.72272),(51 293.2613),(52 291.97412),(53 293.73267),(54 293.6006),(55 294.14444),(56 295.87695),(57 296.16782),(58 295.88492),(59 294.55643),(60 296.43805),(61 298.7983),(62 299.7638),(63 302.73877),(64 302.04446),(65 305.5437),(66 306.06906),(67 309.12424),(68 309.92783),(69 308.74792),(70 307.68964),(71 309.59088),(72 312.80627),(73 312.58392),(74 312.83798),(75 313.97928),(76 314.6085),(77 314.92108),(78 316.64725),(79 317.0738),
(1 137.90688),(2 178.9517),(3 208.99623),(4 225.38693),(5 237.50824),(6 249.69823),(7 256.57785),(8 264.73843),(9 270.9247),(10 276.91068),(11 283.08804),(12 288.36206),(13 293.36203),(14 298.38184),(15 304.20517),(16 308.75555),(17 311.60144),(18 314.5654),(19 313.75107),(20 316.58258),(21 316.76706),(22 318.8602),(23 321.9434),(24 324.78564),(25 323.29922),(26 323.27377),(27 323.7304),(28 323.80005),(29 323.97812),(30 325.0707),(31 320.72876),(32 321.07944),(33 318.07956),(34 314.7035),(35 312.32303),(36 312.24112),(37 309.86063),(38 307.81702),(39 309.73257),(40 308.7954),(41 307.59198),(42 304.75082),(43 302.15317),(44 300.16678),(45 298.7262),(46 300.8784),(47 298.37543),(48 299.18396),(49 293.9646),(50 295.46085),(51 294.01318),(52 293.02725),(53 293.32007),(54 292.23605),(55 292.09216),(56 292.39337),(57 293.10437),(58 294.6921),(59 295.74298),(60 297.49823),(61 298.0754),(62 299.829),(63 304.39313),(64 305.7148),(65 309.1948),(66 310.8281),(67 313.30783),(68 315.79953),(69 312.48154),(70 312.98886),(71 315.40265),(72 316.83292),(73 318.93442),(74 319.38596),(75 320.33856),(76 321.55936),(77 319.7477),(78 322.9599),(79 322.82175),
(1 138.44168),(2 179.76376),(3 209.64427),(4 228.60844),(5 241.07314),(6 252.2378),(7 262.2672),(8 268.33087),(9 272.49548),(10 280.16418),(11 286.4492),(12 288.8151),(13 293.68582),(14 299.05618),(15 303.5299),(16 305.53226),(17 307.49338),(18 309.03256),(19 311.37918),(20 313.73816),(21 313.40204),(22 315.71744),(23 315.72098),(24 317.60046),(25 319.9383),(26 319.92062),(27 318.78607),(28 318.57166),(29 319.95944),(30 319.73633),(31 316.85406),(32 315.01334),(33 315.05777),(34 313.62),(35 309.48404),(36 306.15747),(37 301.722),(38 300.8438),(39 298.42422),(40 296.9842),(41 295.89923),(42 292.72162),(43 287.88187),(44 288.23563),(45 289.89523),(46 289.5491),(47 292.3761),(48 292.01337),(49 291.6475),(50 292.3005),(51 293.20255),(52 291.23187),(53 291.15005),(54 292.85645),(55 293.4812),(56 292.8909),(57 292.04477),(58 293.96738),(59 293.35205),(60 293.74203),(61 293.93536),(62 294.9871),(63 295.7952),(64 297.01172),(65 300.65115),(66 302.7248),(67 303.0766),(68 306.31155),(69 305.8926),(70 308.42792),(71 308.43695),(72 308.9299),(73 310.5118),(74 310.98502),(75 308.44904),(76 311.58096),(77 310.7676),(78 314.5124),(79 315.93524),
(1 133.23935),(2 174.40108),(3 203.63443),(4 218.51978),(5 231.54088),(6 242.37454),(7 251.42851),(8 259.42575),(9 265.75687),(10 274.98343),(11 280.47998),(12 284.59436),(13 288.5917),(14 290.5625),(15 292.89893),(16 298.66006),(17 301.01138),(18 305.35126),(19 306.99753),(20 309.1668),(21 308.29004),(22 308.3132),(23 306.45944),(24 307.3405),(25 309.30685),(26 310.63614),(27 309.25647),(28 307.99133),(29 308.69196),(30 305.7526),(31 303.33435),(32 303.37747),(33 300.5218),(34 298.68695),(35 296.25983),(36 293.69635),(37 291.19662),(38 292.3308),(39 289.4532),(40 284.10602),(41 282.02084),(42 284.4038),(43 282.94922),(44 282.48874),(45 281.71008),(46 279.83548),(47 277.7489),(48 279.1355),(49 280.78912),(50 279.7944),(51 279.60834),(52 277.95752),(53 276.43414),(54 276.071),(55 274.75452),(56 276.0739),(57 276.49356),(58 276.6134),(59 279.1156),(60 279.55466),(61 282.16653),(62 283.15152),(63 285.9508),(64 287.6607),(65 289.97122),(66 292.1084),(67 293.39523),(68 295.3878),(69 295.9398),(70 294.47388),(71 296.52524),(72 297.9259),(73 299.18292),(74 298.14368),(75 298.79715),(76 303.27945),(77 301.6467),(78 301.89053),(79 304.7865),
(1 133.93974),(2 175.54735),(3 203.74939),(4 220.8278),(5 232.68207),(6 243.35527),(7 251.0478),(8 259.95117),(9 267.50046),(10 273.83878),(11 279.13483),(12 284.1256),(13 289.6281),(14 289.68768),(15 292.31198),(16 297.14215),(17 300.02982),(18 300.60052),(19 301.7715),(20 304.89044),(21 306.1638),(22 306.8853),(23 308.00342),(24 307.13184),(25 308.77728),(26 308.44934),(27 310.5204),(28 309.83975),(29 307.93622),(30 308.1523),(31 307.7752),(32 307.44733),(33 304.50607),(34 304.158),(35 301.46353),(36 300.25534),(37 298.14832),(38 294.96832),(39 294.1346),(40 292.61996),(41 291.98712),(42 293.0474),(43 293.19272),(44 293.32343),(45 289.81506),(46 290.66263),(47 290.14365),(48 287.70102),(49 285.42374),(50 282.26193),(51 282.1912),(52 281.21133),(53 281.64264),(54 282.39252),(55 280.7911),(56 283.4753),(57 282.80777),(58 282.7507),(59 283.86758),(60 286.38498),(61 286.47522),(62 288.88373),(63 292.20782),(64 294.04266),(65 295.69077),(66 298.4607),(67 299.9169),(68 300.56216),(69 298.58115),(70 301.27264),(71 304.49295),(72 304.7964),(73 305.66687),(74 305.2685),(75 306.07983),(76 308.79117),(77 306.4141),(78 309.22638),(79 312.7631),
(1 133.3985),(2 170.06549),(3 199.72043),(4 216.61111),(5 229.26112),(6 238.43903),(7 245.54103),(8 253.89517),(9 261.32678),(10 268.45074),(11 275.21466),(12 279.37793),(13 282.9334),(14 282.25082),(15 287.8327),(16 288.29745),(17 290.50696),(18 291.52133),(19 293.33377),(20 293.3375),(21 294.09665),(22 295.6179),(23 296.97836),(24 296.20715),(25 297.21756),(26 295.7966),(27 296.86185),(28 295.1879),(29 295.03723),(30 293.20798),(31 293.20325),(32 292.08105),(33 287.79977),(34 285.83148),(35 281.30533),(36 277.94052),(37 276.6747),(38 275.49496),(39 275.0968),(40 272.5559),(41 273.67413),(42 273.1355),(43 272.49216),(44 273.7485),(45 274.29324),(46 274.88245),(47 274.51624),(48 277.6372),(49 278.89517),(50 276.23184),(51 276.68256),(52 273.5255),(53 275.21463),(54 275.64597),(55 273.01514),(56 273.85757),(57 273.14227),(58 274.1838),(59 275.28326),(60 276.37595),(61 274.90488),(62 276.60892),(63 281.29886),(64 282.92026),(65 285.6474),(66 286.7482),(67 290.2063),(68 292.4721),(69 291.5949),(70 292.98688),(71 296.04993),(72 296.64175),(73 298.86044),(74 298.6101),(75 297.49075),(76 300.52277),(77 301.1967),(78 301.35907),(79 301.72717),
(1 131.51389),(2 170.76237),(3 200.24478),(4 217.51285),(5 229.47476),(6 238.448),(7 246.2316),(8 257.00006),(9 263.55356),(10 270.53064),(11 279.4759),(12 283.54126),(13 289.62695),(14 291.21762),(15 295.8393),(16 298.23895),(17 302.28137),(18 306.917),(19 308.60953),(20 308.0734),(21 309.3179),(22 308.69043),(23 308.74252),(24 307.72668),(25 309.1008),(26 308.3101),(27 309.12173),(28 306.93414),(29 304.83966),(30 304.06122),(31 302.57336),(32 302.22995),(33 300.4012),(34 297.00922),(35 296.55963),(36 293.15738),(37 291.28497),(38 288.64227),(39 287.22565),(40 286.28525),(41 284.02008),(42 284.57245),(43 284.37866),(44 286.34705),(45 286.34113),(46 285.62506),(47 284.17365),(48 283.77808),(49 283.09482),(50 283.14417),(51 283.00024),(52 283.4122),(53 282.19223),(54 279.4129),(55 277.27225),(56 277.2514),(57 276.3155),(58 277.67532),(59 279.16757),(60 280.18292),(61 277.98376),(62 279.8702),(63 285.0603),(64 285.04034),(65 287.08945),(66 290.8925),(67 290.5074),(68 296.12518),(69 292.98505),(70 292.9118),(71 293.10443),(72 293.20648),(73 294.1177),(74 295.5218),(75 294.5134),(76 296.2595),(77 296.91498),(78 301.07242),(79 303.1235),
(1 129.65515),(2 166.53749),(3 196.52203),(4 212.6173),(5 225.75545),(6 235.36705),(7 242.49478),(8 250.29866),(9 256.14133),(10 262.1682),(11 269.66873),(12 276.02386),(13 280.2374),(14 286.41312),(15 287.88312),(16 291.8494),(17 296.01407),(18 298.22952),(19 301.69342),(20 303.1828),(21 302.45337),(22 301.65292),(23 302.34955),(24 301.3427),(25 303.77432),(26 303.50217),(27 303.24316),(28 300.7278),(29 300.338),(30 299.19537),(31 300.5719),(32 297.78076),(33 294.818),(34 293.35135),(35 292.73508),(36 289.41354),(37 285.99475),(38 283.4214),(39 281.10422),(40 280.55365),(41 278.88086),(42 279.70773),(43 278.7091),(44 276.6261),(45 276.79367),(46 278.10797),(47 277.2635),(48 278.3686),(49 276.8779),(50 274.29086),(51 275.02347),(52 272.57315),(53 273.1962),(54 270.5163),(55 271.19144),(56 270.3465),(57 267.5256),(58 270.07977),(59 271.24103),(60 270.4337),(61 270.87167),(62 271.32596),(63 275.75458),(64 277.85944),(65 282.52466),(66 286.5794),(67 289.64462),(68 293.00937),(69 291.5414),(70 291.42435),(71 294.67984),(72 295.25748),(73 298.70212),(74 298.9453),(75 301.38422),(76 303.99426),(77 303.9784),(78 308.89124),(79 311.0264),
(1 128.44151),(2 167.57149),(3 194.29819),(4 210.39621),(5 223.53046),(6 234.15988),(7 242.0827),(8 249.10002),(9 254.02368),(10 261.2907),(11 269.23325),(12 273.24313),(13 278.11798),(14 281.62622),(15 288.07632),(16 290.913),(17 292.82153),(18 296.14117),(19 296.699),(20 300.754),(21 304.04446),(22 304.58472),(23 304.56995),(24 305.22202),(25 303.4257),(26 304.45493),(27 304.41043),(28 300.43066),(29 298.54767),(30 296.90823),(31 296.703),(32 295.7341),(33 293.64423),(34 291.20255),(35 288.96127),(36 285.32205),(37 283.22614),(38 279.86844),(39 277.49454),(40 276.4723),(41 274.52585),(42 274.9318),(43 275.26913),(44 273.81015),(45 273.26157),(46 275.50116),(47 274.76868),(48 275.25806),(49 274.22882),(50 274.04922),(51 274.40866),(52 272.70645),(53 272.42905),(54 271.99493),(55 272.46268),(56 271.8746),(57 270.79343),(58 270.73834),(59 273.83356),(60 275.99857),(61 275.55545),(62 279.2928),(63 283.3719),(64 282.75116),(65 284.63995),(66 284.70114),(67 285.14737),(68 286.98425),(69 288.71945),(70 288.30325),(71 291.71777),(72 293.75116),(73 294.54694),(74 296.64355),(75 297.66077),(76 297.53326),(77 299.12814),(78 301.11978),(79 300.22308),
(1 128.7252),(2 167.75629),(3 197.43869),(4 213.7599),(5 228.12222),(6 236.3961),(7 245.89406),(8 250.4623),(9 257.60602),(10 263.2924),(11 273.76184),(12 275.49426),(13 280.06604),(14 281.8927),(15 284.3445),(16 285.72217),(17 288.51114),(18 289.29306),(19 290.08798),(20 290.34457),(21 291.174),(22 291.20804),(23 290.1655),(24 290.23917),(25 291.49115),(26 291.55774),(27 290.50943),(28 287.35202),(29 284.67316),(30 283.8514),(31 283.6037),(32 280.75458),(33 282.748),(34 279.8029),(35 279.3746),(36 277.46338),(37 276.51392),(38 273.99567),(39 275.1489),(40 278.57785),(41 276.89145),(42 274.2276),(43 271.29477),(44 270.66486),(45 270.18375),(46 272.00043),(47 271.99008),(48 273.98822),(49 272.65128),(50 273.72992),(51 271.78265),(52 272.17447),(53 270.84637),(54 270.23666),(55 270.30643),(56 272.6378),(57 273.42737),(58 277.62543),(59 276.83945),(60 278.41452),(61 277.78796),(62 281.54404),(63 281.4752),(64 284.06348),(65 286.46442),(66 286.4964),(67 289.20895),(68 289.63293),(69 290.34744),(70 293.9258),(71 294.7231),(72 298.15634),(73 300.01874),(74 302.31696),(75 300.6013),(76 302.1209),(77 302.0851),(78 302.61713),(79 304.39758),
(1 125.15594),(2 162.5262),(3 194.34665),(4 210.8592),(5 223.75986),(6 232.6004),(7 242.26396),(8 249.40019),(9 256.4335),(10 264.15146),(11 271.0035),(12 275.5212),(13 280.1955),(14 282.8153),(15 287.5266),(16 290.82233),(17 296.70926),(18 296.40045),(19 299.18707),(20 301.3963),(21 301.46384),(22 299.84274),(23 300.1389),(24 303.34088),(25 300.78833),(26 303.8136),(27 303.05096),(28 297.56314),(29 295.18954),(30 291.31613),(31 291.73264),(32 289.51202),(33 289.02),(34 287.10367),(35 285.96054),(36 284.4777),(37 281.9178),(38 277.19513),(39 275.40353),(40 275.1342),(41 274.84128),(42 273.17105),(43 270.57593),(44 273.43753),(45 270.04715),(46 269.89713),(47 268.1697),(48 267.66342),(49 267.64365),(50 270.06738),(51 270.64786),(52 271.6797),(53 270.21567),(54 269.36612),(55 271.5077),(56 271.49576),(57 273.27637),(58 273.114),(59 274.13712),(60 273.96915),(61 276.2888),(62 277.44955),(63 279.77777),(64 280.77988),(65 282.34326),(66 283.9049),(67 286.53513),(68 287.3789),(69 288.04437),(70 289.76324),(71 291.2195),(72 293.3821),(73 297.0674),(74 298.5929),(75 299.30988),(76 301.2487),(77 303.38016),(78 304.54187),(79 308.15524),
(1 124.29035),(2 163.9274),(3 192.22086),(4 207.76416),(5 219.56332),(6 230.85945),(7 238.95053),(8 245.7915),(9 254.0449),(10 260.3787),(11 267.18387),(12 268.37817),(13 273.661),(14 275.46594),(15 279.94543),(16 285.43817),(17 288.72177),(18 288.5896),(19 289.9959),(20 293.18884),(21 295.29187),(22 294.91202),(23 294.0135),(24 294.3505),(25 291.90002),(26 293.04596),(27 292.50064),(28 289.47406),(29 289.6048),(30 288.2972),(31 289.5719),(32 288.89514),(33 288.15735),(34 287.01273),(35 285.0625),(36 286.0782),(37 283.42715),(38 278.216),(39 276.99057),(40 275.62888),(41 274.35574),(42 271.69348),(43 269.3428),(44 269.8681),(45 270.52396),(46 269.15204),(47 270.27325),(48 269.8464),(49 266.02835),(50 269.21173),(51 267.9286),(52 265.11682),(53 264.84476),(54 263.7731),(55 264.04208),(56 265.0574),(57 265.78012),(58 266.14334),(59 269.3034),(60 271.2225),(61 271.50943),(62 271.18097),(63 275.84323),(64 278.3307),(65 279.77222),(66 282.15482),(67 286.18204),(68 287.70227),(69 288.08096),(70 291.29855),(71 289.87216),(72 291.10315),(73 293.09412),(74 294.26114),(75 298.82074),(76 300.14877),(77 298.16882),(78 299.8157),(79 301.83185),
(1 120.77895),(2 157.41504),(3 185.64107),(4 200.9241),(5 213.27394),(6 223.0532),(7 229.1709),(8 235.98122),(9 244.88667),(10 250.073),(11 254.77844),(12 258.18274),(13 262.37277),(14 264.84534),(15 265.72995),(16 269.50433),(17 273.53366),(18 274.5781),(19 276.96295),(20 280.6363),(21 280.6787),(22 280.98218),(23 280.03525),(24 280.87323),(25 279.26096),(26 279.68805),(27 279.67224),(28 279.30118),(29 279.12015),(30 277.27148),(31 276.7318),(32 277.6768),(33 275.34515),(34 271.0371),(35 270.35876),(36 266.31995),(37 263.54636),(38 261.91068),(39 261.90387),(40 262.17038),(41 262.31992),(42 260.59293),(43 261.21313),(44 258.50473),(45 258.1301),(46 257.98578),(47 258.60782),(48 260.48572),(49 259.59262),(50 259.95532),(51 263.42038),(52 260.95947),(53 259.77176),(54 260.89673),(55 259.90204),(56 261.0356),(57 264.2249),(58 265.05032),(59 266.69266),(60 265.84647),(61 265.3626),(62 264.983),(63 267.4479),(64 268.20367),(65 271.9359),(66 275.8968),(67 274.56964),(68 280.1954),(69 279.71802),(70 281.61386),(71 284.3977),(72 285.61234),(73 289.13037),(74 290.20306),(75 290.93344),(76 293.84064),(77 294.71783),(78 298.48413),(79 300.5545),
(1 122.29771),(2 155.5978),(3 181.87854),(4 199.50253),(5 211.94397),(6 221.06737),(7 229.16393),(8 234.22208),(9 242.62546),(10 248.767),(11 254.10876),(12 258.10977),(13 262.03122),(14 264.5419),(15 267.04095),(16 271.7043),(17 277.37863),(18 280.12598),(19 280.78424),(20 284.06024),(21 286.63568),(22 284.31107),(23 284.1693),(24 284.5159),(25 284.12534),(26 287.36346),(27 287.75604),(28 285.0192),(29 285.0451),(30 284.9309),(31 283.27536),(32 280.76303),(33 278.57153),(34 278.0291),(35 272.6399),(36 271.05716),(37 270.49582),(38 266.80783),(39 266.76685),(40 264.2437),(41 264.75848),(42 262.63004),(43 259.76212),(44 261.2881),(45 260.75937),(46 260.54236),(47 256.95148),(48 257.36978),(49 256.34506),(50 255.85193),(51 256.81827),(52 256.0088),(53 254.06168),(54 254.56184),(55 255.46388),(56 256.01492),(57 255.99115),(58 257.62573),(59 258.06393),(60 258.5138),(61 261.46915),(62 261.08633),(63 265.09476),(64 265.4973),(65 266.54047),(66 270.11334),(67 268.59232),(68 269.62595),(69 270.17172),(70 274.1073),(71 273.95767),(72 275.77655),(73 276.88),(74 279.28534),(75 280.60574),(76 281.94388),(77 283.0371),(78 285.99475),(79 285.36923),
