1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15728.828),(2 30901.244),(3 75831.305),(4 117542.445),(5 164823.23),(6 188649.36),(7 241351.95),(8 286574.47),(9 321924.22),(10 371633.28),(11 420020.13),(12 444028),(13 499214.13),(14 533807.3),(15 559167.25),(16 602720.9),(17 645663.2),(18 668453.06),(19 727021.56),(20 773118.5),(21 812524),(22 871644),(23 920850.5),(24 942163),(25 996480.25),(26 1029836.25),(27 1064120.3),(28 1128320.1),(29 1175131),(30 1200444.1),(31 1272584),(32 1309508.6),(33 1361425.4),(34 1412734),(35 1468285.9),(36 1494683.4),(37 1559001.1),(38 1592246.4),(39 1615978.4),(40 1651222.4),(41 1679098.5),(42 1692497),(43 1727000),(44 1744955.1),(45 1758863.5),(46 1787283.1),(47 1811637),(48 1834071.6),(49 1860145.5),(50 1882941.9),(51 1914787),(52 1958500.6),(53 2079858.6),(54 2126910.3),(55 2182613.8),(56 2273087.3),(57 2393471),(58 2523846),(59 2675808.8),(60 2881464),(61 3103738.8),(62 3344204.8),(63 3615790),(64 3885952.3),(65 4141720.3),(66 4459137),(67 4776574.5),(68 5129286),(69 5571105.5),(70 6018048),(71 6499620),(72 7019836),(73 7575804),(74 8163954),(75 8794103),(76 9435021),(77 10128760),(78 11016431),(79 11814704),
(1 8241.416),(2 23970.814),(3 46989.453),(4 69541.46),(5 92569.836),(6 115911.23),(7 139074.23),(8 160924.47),(9 182044.94),(10 201281.66),(11 219451.3),(12 235360.48),(13 249339.34),(14 260960.03),(15 270808.44),(16 281973.63),(17 291702.84),(18 300766.22),(19 309258),(20 316679.25),(21 325089.22),(22 331155.5),(23 336010.22),(24 340535.6),(25 343902.7),(26 347376.22),(27 350590.34),(28 353463.4),(29 356340.9),(30 358146.97),(31 356831.5),(32 355814.25),(33 353532.88),(34 350325.94),(35 347973.1),(36 345549.13),(37 342206.38),(38 340367.22),(39 339797.06),(40 340343.5),(41 341811.13),(42 343754.9),(43 345301.5),(44 348472.34),(45 350587.06),(46 352748.5),(47 354995.78),(48 355331.66),(49 354660.7),(50 353766),(51 351698.66),(52 348747.9),(53 346713.3),(54 345602.97),(55 344725.5),(56 345452.25),(57 346123.13),(58 345763.9),(59 346480.13),(60 347685.78),(61 348020),(62 349648.1),(63 351980.06),(64 354534.06),(65 358399.2),(66 362742.38),(67 365707.38),(68 369118.56),(69 374277.5),(70 379192.7),(71 384342.5),(72 388914.28),(73 392784.66),(74 396619.34),(75 401691.13),(76 406351.1),(77 409252.88),(78 410931.63),(79 413812.44),
(1 8438.432),(2 24384.705),(3 48017.543),(4 71068.6),(5 95138.46),(6 118929.71),(7 142023.16),(8 163987.16),(9 184268.69),(10 203451.9),(11 222007.77),(12 239088.03),(13 254195.55),(14 267563.28),(15 278728.72),(16 289729.8),(17 298659.84),(18 306170.34),(19 314242.8),(20 320032.56),(21 325486.16),(22 328361.84),(23 329511.03),(24 329783.13),(25 329780.22),(26 327943.2),(27 326779.8),(28 324772.5),(29 322789.63),(30 320429.94),(31 316518.9),(32 312842.38),(33 310327.66),(34 308325.13),(35 308737.88),(36 311028.78),(37 313327.6),(38 316635.94),(39 319696.97),(40 323606.38),(41 327372.38),(42 330687.38),(43 334112.47),(44 338537.8),(45 342096.94),(46 343933.8),(47 343756.1),(48 341414.03),(49 337303.06),(50 333478.75),(51 329759.9),(52 324959.63),(53 321331.13),(54 319026.47),(55 318823.1),(56 320332.56),(57 322980.5),(58 324170.97),(59 325739.3),(60 327581.53),(61 328590.28),(62 330681.53),(63 332762.16),(64 334373.25),(65 336520.72),(66 338710.72),(67 340222.22),(68 342119.6),(69 344587.94),(70 346603.72),(71 349560.38),(72 353313.9),(73 355630.63),(74 358331),(75 361208.34),(76 361843.03),(77 363924.47),(78 365372.13),(79 367618.06),
(1 8400.43),(2 24538.46),(3 48084.508),(4 71617.55),(5 96197.56),(6 121173.555),(7 145213.44),(8 167838.14),(9 188479.69),(10 205519.13),(11 220885.06),(12 234819.86),(13 246817.03),(14 256287.63),(15 264730.75),(16 272636.28),(17 279287.28),(18 285892.75),(19 292345),(20 296961.88),(21 301462.2),(22 304860.75),(23 306701.97),(24 307798.38),(25 307677.72),(26 306916.5),(27 305658.7),(28 302366.75),(29 300279.63),(30 297551.2),(31 294809.03),(32 292840.16),(33 292141.6),(34 292329.13),(35 293552.75),(36 296928.47),(37 300132.1),(38 303450.78),(39 306684.5),(40 310090.28),(41 314349.88),(42 318590.88),(43 320389.3),(44 322854.4),(45 325129),(46 327152.84),(47 329006.44),(48 329154.13),(49 328041.94),(50 325998.56),(51 324655.97),(52 324532.16),(53 322522.66),(54 322548.06),(55 322842.16),(56 323589),(57 325095.34),(58 327499.8),(59 329784.75),(60 332038.3),(61 332931.47),(62 333471),(63 334319.34),(64 335470.72),(65 336558.63),(66 337520.66),(67 337634.88),(68 337626.47),(69 337869.75),(70 337659.22),(71 336657.6),(72 336999.66),(73 336502.2),(74 337898.4),(75 340071.38),(76 342421.88),(77 346200.66),(78 352471.5),(79 358058.75),
(1 8545.563),(2 24696.355),(3 47761.375),(4 70570.664),(5 94026.664),(6 116868.17),(7 138602.23),(8 158807.42),(9 178097.06),(10 195523.08),(11 211467.22),(12 224915.45),(13 236315.31),(14 245483.16),(15 253955.47),(16 261150.5),(17 267675.8),(18 274147.13),(19 280803.66),(20 286006.7),(21 290994.13),(22 293582.8),(23 296175.2),(24 296379),(25 295778.38),(26 294424),(27 294307.56),(28 293088.25),(29 292960.03),(30 293429.38),(31 293462.25),(32 294411.63),(33 295494.25),(34 296589.53),(35 299287.47),(36 302344.22),(37 305072.2),(38 307139.9),(39 309366.13),(40 311525.1),(41 314386.47),(42 315900.47),(43 316673.72),(44 317781.72),(45 319536.94),(46 320464.22),(47 322997.44),(48 323840.3),(49 324762.22),(50 326402.88),(51 327611.34),(52 328104.8),(53 327694.03),(54 327110.9),(55 327588.8),(56 329103.72),(57 329552.63),(58 331284.03),(59 332102.9),(60 333924.22),(61 334726),(62 334648.22),(63 334041.94),(64 333468.53),(65 333757.25),(66 333611.7),(67 332551.75),(68 331872.78),(69 331234.7),(70 330513.38),(71 330355.88),(72 330239.1),(73 331151.72),(74 331507.8),(75 332367.47),(76 333109.88),(77 334165.78),(78 337072.3),(79 337685.25),
(1 8139.0225),(2 23740.09),(3 46791.6),(4 69362.68),(5 92615.4),(6 114790.07),(7 135617.81),(8 153975.06),(9 170109.22),(10 184181.2),(11 197462.23),(12 209532.63),(13 219301.81),(14 227545.83),(15 234982.92),(16 241049.97),(17 246827.77),(18 252880.81),(19 258604.22),(20 264194.9),(21 269031.6),(22 273558.34),(23 277468.8),(24 280271.9),(25 281221.84),(26 282142.44),(27 283059.8),(28 282341.88),(29 283263.75),(30 285924.56),(31 289319.44),(32 292595.13),(33 294935.9),(34 298148.6),(35 302178.22),(36 306372.66),(37 310412),(38 313264.47),(39 316448.16),(40 317584.56),(41 318546.34),(42 317801.34),(43 315566.16),(44 312924.7),(45 311050.2),(46 310494.53),(47 310750.38),(48 310795.56),(49 311839.34),(50 312032.22),(51 310987.75),(52 310661.56),(53 311263.84),(54 312753.9),(55 314278.66),(56 314965.53),(57 316635.56),(58 317711.63),(59 318605.47),(60 319114.06),(61 319070.1),(62 319491.3),(63 320706.44),(64 320207.1),(65 320072.1),(66 318960.63),(67 318994.03),(68 318839.34),(69 319337.06),(70 319137.44),(71 319463.53),(72 319327.34),(73 318898.88),(74 317995.75),(75 317863),(76 318085.44),(77 319747.66),(78 321486.63),(79 321750.8),
(1 8127.3765),(2 23806.166),(3 47125.04),(4 70166.78),(5 94347.78),(6 117915.75),(7 140945.56),(8 162462.9),(9 182546.8),(10 200658.33),(11 216997.78),(12 230853.45),(13 242301.2),(14 251479.36),(15 259211.28),(16 265756.6),(17 270629.63),(18 275666.75),(19 280039.16),(20 282874.72),(21 284905.8),(22 285783.8),(23 286249.5),(24 285595.13),(25 283751.38),(26 281787.3),(27 279924.84),(28 278062.47),(29 276261.94),(30 274635.34),(31 273294.22),(32 272321.5),(33 271682.34),(34 271454.8),(35 271593),(36 272625.8),(37 274367.72),(38 275223.3),(39 276375.3),(40 275565.6),(41 274111.75),(42 274729.34),(43 275561.8),(44 276109.03),(45 277489.6),(46 276479.53),(47 276491.7),(48 275259.03),(49 273481.03),(50 271962.9),(51 270850.4),(52 269031.63),(53 267872.88),(54 267977.9),(55 268930.34),(56 269905.44),(57 271945.03),(58 274312.84),(59 277847.34),(60 283193.72),(61 288510.56),(62 294609.13),(63 299952.06),(64 303909.4),(65 308155.16),(66 310965.56),(67 312868.56),(68 312881.97),(69 314398.78),(70 314929.3),(71 313818.9),(72 313604.16),(73 312192.28),(74 310275.53),(75 309745.03),(76 309012.7),(77 308560.5),(78 309813.94),(79 310290.47),
(1 8151.7197),(2 23340.367),(3 45211.926),(4 66910.336),(5 88810.76),(6 110545.98),(7 130761.17),(8 149487.4),(9 166850.11),(10 184591.13),(11 201215.55),(12 215995.81),(13 228975.33),(14 238749.81),(15 246818.25),(16 252992.89),(17 259289.11),(18 264443.16),(19 267935),(20 270099.97),(21 270985.53),(22 270283.97),(23 269325.1),(24 266671.34),(25 264162.75),(26 262788.56),(27 263239.72),(28 263576.66),(29 264283.22),(30 265245.03),(31 266162.3),(32 266758.47),(33 268302.5),(34 269975.1),(35 272022.7),(36 273272.9),(37 273412.97),(38 273628.3),(39 274053.84),(40 273737.72),(41 273103.88),(42 273529.94),(43 272754.2),(44 272014.28),(45 271599.9),(46 270826.4),(47 270226.03),(48 268669.06),(49 267303.6),(50 266505.6),(51 265874.03),(52 265431.1),(53 266113.8),(54 268660.03),(55 270716),(56 272062.2),(57 273404.75),(58 274165.97),(59 275147.78),(60 275274.16),(61 276028.6),(62 276733.38),(63 277984.4),(64 279943.53),(65 282081.34),(66 282911.22),(67 284636.56),(68 286421.38),(69 290170.78),(70 293561.7),(71 296694.75),(72 298977.34),(73 301702.47),(74 305700.75),(75 309793.03),(76 314257.44),(77 319513.6),(78 324229.94),(79 327779),
(1 7750.215),(2 22213.49),(3 42878.07),(4 63244.668),(5 83561.98),(6 103531.48),(7 121752.3),(8 137684.17),(9 151802.23),(10 165337.13),(11 178083.33),(12 189986.58),(13 200232.13),(14 208666.14),(15 215695.28),(16 222501.36),(17 228449.36),(18 233595.5),(19 236770.95),(20 239290.19),(21 241606.58),(22 242467.86),(23 243150.77),(24 243407.22),(25 244455.72),(26 245512.38),(27 247327.58),(28 247971.88),(29 249336.36),(30 250909.19),(31 250778.08),(32 251023.97),(33 251480.63),(34 252027.1),(35 253263.6),(36 254674.47),(37 255221.81),(38 254995.05),(39 255658.13),(40 256621.19),(41 256260.23),(42 257872.78),(43 258826.81),(44 259391.14),(45 260175.88),(46 258686.1),(47 256070.97),(48 254109.63),(49 252707.77),(50 252742.47),(51 254139.92),(52 255008.83),(53 256372.58),(54 257993.28),(55 259507.14),(56 261288.45),(57 262150.6),(58 262613.63),(59 262410.72),(60 262338.03),(61 260670.1),(62 258647.81),(63 257280.5),(64 256199.33),(65 255999.86),(66 256416.38),(67 256375.67),(68 258292.14),(69 260192.03),(70 262156.34),(71 264934.75),(72 266029.72),(73 267550.7),(74 270388.16),(75 273730.75),(76 277037.06),(77 279929.28),(78 280864.5),(79 283401.47),
(1 7756.8545),(2 22354.756),(3 43670.457),(4 64345.74),(5 85574.586),(6 106528.49),(7 126465.9),(8 143812.25),(9 158861.94),(10 171409.45),(11 182612.36),(12 192794.5),(13 201367.98),(14 208938.55),(15 215254.61),(16 220187.7),(17 223880.72),(18 227283.23),(19 229791.77),(20 232627.75),(21 235429.98),(22 238127.47),(23 242127.6),(24 245763.81),(25 248077.28),(26 250920.14),(27 253096.55),(28 254829.64),(29 256789.69),(30 257508.31),(31 257830.53),(32 257965.47),(33 257595.56),(34 256854.9),(35 256751.58),(36 257201.53),(37 257110.11),(38 257507.39),(39 258329.38),(40 258694.92),(41 258781.95),(42 259197.69),(43 258748.13),(44 258479.66),(45 257845.56),(46 257259.17),(47 256743.75),(48 255257.05),(49 253592.42),(50 252363.11),(51 251678.77),(52 251936.56),(53 252664.9),(54 253236.23),(55 252597.66),(56 252539.34),(57 252947.98),(58 253560.13),(59 254028.89),(60 254790.67),(61 254967.94),(62 255255.89),(63 256083.17),(64 255775.44),(65 255453.31),(66 255154.11),(67 254346.31),(68 253617.1),(69 253652.3),(70 253598.31),(71 254544.73),(72 256628),(73 259502.28),(74 262777.25),(75 265795.97),(76 268816.47),(77 272447.97),(78 276117.97),(79 278638.28),
(1 7469.403),(2 21325.783),(3 41645.203),(4 61309.277),(5 81502.88),(6 101604.945),(7 119463.945),(8 135077.36),(9 149351.3),(10 161531.2),(11 172847.44),(12 182853.19),(13 190883.55),(14 197256.23),(15 202214.14),(16 205649.56),(17 208008.05),(18 210345.02),(19 212452.3),(20 214454.39),(21 215443.81),(22 215492.97),(23 216010.33),(24 215719.61),(25 214618.33),(26 213637.75),(27 214114.67),(28 215487.7),(29 216416.77),(30 217113.6),(31 217981.02),(32 220140.14),(33 223490.78),(34 227468.64),(35 231367.66),(36 236659.81),(37 241634.89),(38 246008.02),(39 249543.31),(40 252112.8),(41 255454.19),(42 260738.39),(43 265326.9),(44 269280.4),(45 271574.56),(46 271749.1),(47 272008.94),(48 272424.2),(49 273129.97),(50 274054.9),(51 274494.53),(52 275162.75),(53 276808.7),(54 278889),(55 279890.2),(56 280045.75),(57 278993.1),(58 277986.66),(59 277163.34),(60 276734.6),(61 276370.63),(62 275610.06),(63 275460.56),(64 273941.6),(65 272918.56),(66 273501.72),(67 274168.97),(68 275523.53),(69 277131.38),(70 278619.6),(71 280682.84),(72 284169.84),(73 286809.2),(74 290024.4),(75 291459.34),(76 293050.13),(77 294021.78),(78 296363.4),(79 297614.88),
(1 7661.3574),(2 22011.576),(3 42893.195),(4 62516.9),(5 81636.555),(6 100642.13),(7 116599.05),(8 130421.836),(9 142945.34),(10 153428.05),(11 162950.69),(12 170664.5),(13 176474.27),(14 181604.11),(15 185624.1),(16 189232),(17 192300.78),(18 196214.52),(19 200129.39),(20 203887.02),(21 207874.58),(22 211677.88),(23 215901.33),(24 218967.77),(25 222073.2),(26 224978.11),(27 228466.69),(28 230978.4),(29 234106.86),(30 236360.23),(31 237675.77),(32 239693.77),(33 241744.5),(34 244289.67),(35 247195.2),(36 251039.72),(37 253541.7),(38 255865.7),(39 258341.83),(40 259337.03),(41 260576.78),(42 261001.53),(43 261028.52),(44 261576.9),(45 262141.84),(46 261998.61),(47 262085.9),(48 262812.78),(49 264246.6),(50 266578.1),(51 269024.28),(52 271280.3),(53 273603.13),(54 276314.38),(55 278939.72),(56 281852.38),(57 283335.8),(58 284330.44),(59 286212.1),(60 287805.75),(61 290246.6),(62 292987.44),(63 296143.06),(64 297215.66),(65 298175.6),(66 298916.1),(67 299108.6),(68 299574.78),(69 299887.8),(70 299436.97),(71 300293.22),(72 301037.72),(73 301432.63),(74 303244.56),(75 303522.3),(76 303144.2),(77 302935.4),(78 302859.4),(79 302299.9),
(1 7963.301),(2 22826.188),(3 43989.047),(4 63763.156),(5 82694.01),(6 101390.98),(7 117617.97),(8 131634.5),(9 144112.77),(10 154931.63),(11 163998.7),(12 171964.63),(13 177337.98),(14 182669.78),(15 186597.66),(16 191240.2),(17 195744.39),(18 201563.6),(19 206629.66),(20 211867.67),(21 216645.77),(22 220945.27),(23 223708.78),(24 225091.27),(25 225457.98),(26 226641.7),(27 229225.33),(28 231950.3),(29 234046.1),(30 235167.77),(31 236172.34),(32 236833.61),(33 237631.48),(34 238371.28),(35 240090.2),(36 242750.88),(37 244924.66),(38 246478.67),(39 248949.45),(40 250061.61),(41 251123.89),(42 251770.61),(43 250251.72),(44 248653.39),(45 246950.16),(46 245915.48),(47 245766.95),(48 246622.5),(49 248363.38),(50 250292.02),(51 251643.45),(52 253162.39),(53 254177.44),(54 255247.52),(55 255834.88),(56 256074.61),(57 256600.73),(58 256447.63),(59 256691.88),(60 257908.78),(61 258384.84),(62 259398.39),(63 260243),(64 260206.72),(65 260452.22),(66 262093.6),(67 263833.97),(68 264605.53),(69 266561.16),(70 268396.13),(71 269859.9),(72 270804.38),(73 270387.7),(74 271189.44),(75 270814.16),(76 270710.8),(77 271088.6),(78 271707.6),(79 273220.22),
(1 7676.153),(2 22230.021),(3 43359.23),(4 63226.99),(5 83318.77),(6 102736.91),(7 120144.73),(8 136026.69),(9 151023.5),(10 164936.89),(11 177212.63),(12 188278.53),(13 197212.84),(14 203864.47),(15 209000.92),(16 213545.05),(17 217108.08),(18 219971.44),(19 222880.3),(20 226119.4),(21 229108.8),(22 231733.1),(23 233982.86),(24 235705.94),(25 236630.83),(26 238169.23),(27 239899.45),(28 241134.56),(29 241143.08),(30 240669.28),(31 240456.63),(32 240410.86),(33 239590.73),(34 239813.53),(35 240519.75),(36 241915.72),(37 241841.88),(38 241645.95),(39 241268.28),(40 239909.69),(41 238638.28),(42 238144.97),(43 237203.17),(44 236710.73),(45 237582.95),(46 238476.67),(47 239781.81),(48 242199.86),(49 244903.34),(50 249302.4),(51 253662.14),(52 256421.52),(53 258713.83),(54 260866.92),(55 262608.7),(56 263713.56),(57 264452.94),(58 263766.25),(59 262649.22),(60 261537.33),(61 260849.66),(62 262053.28),(63 262159.88),(64 262335.6),(65 263149.44),(66 265029.3),(67 266135.3),(68 266648.4),(69 267689.13),(70 267636.94),(71 267700.06),(72 267716.97),(73 266870.66),(74 266820.03),(75 266874.47),(76 266429.06),(77 267033.6),(78 266275.97),(79 266250.4),
(1 7699.542),(2 22183.16),(3 42614.465),(4 62326.01),(5 81980.19),(6 100316.195),(7 116623.14),(8 130634.484),(9 142740.05),(10 153174.39),(11 162093.23),(12 170432.55),(13 177542.9),(14 183483.34),(15 187526.23),(16 191206.25),(17 194050.31),(18 197280.38),(19 199763.92),(20 202581.84),(21 204673.03),(22 206055.2),(23 208119.66),(24 209421.39),(25 210353.45),(26 210881.2),(27 211019.92),(28 209928.08),(29 209430.97),(30 208654.88),(31 208306.3),(32 208430.34),(33 209378.34),(34 210343.53),(35 212249.31),(36 214353.13),(37 216425.8),(38 218111.78),(39 219894.89),(40 220696.6),(41 221229.02),(42 221694.89),(43 221989.55),(44 223289.28),(45 225030.34),(46 226464.89),(47 228657.64),(48 230570.98),(49 232937.98),(50 236981.83),(51 241024.75),(52 244643.56),(53 248558.73),(54 251890.44),(55 254654.31),(56 256862.77),(57 259745.31),(58 261698.66),(59 263121.34),(60 263316.13),(61 261653.86),(62 260675.33),(63 259364.67),(64 257839.31),(65 256468.02),(66 256327.95),(67 255949.84),(68 255647.63),(69 256944.17),(70 256519.47),(71 256575.17),(72 257232.58),(73 256589.02),(74 256867.1),(75 257533.34),(76 258469.55),(77 259496.16),(78 258868.6),(79 257583.66),
(1 7432),(2 21498.48),(3 41370.125),(4 59607.52),(5 78052.164),(6 95477.98),(7 111039.17),(8 124117.77),(9 135398.77),(10 145773.55),(11 154666.98),(12 161834.9),(13 167994.23),(14 173218.75),(15 177692.33),(16 180901.05),(17 184180.45),(18 187731.94),(19 191142.33),(20 194028),(21 196477.22),(22 198474.58),(23 199847.06),(24 200222.81),(25 200320.61),(26 200222.14),(27 201046.94),(28 201606.14),(29 203055.69),(30 203898.02),(31 204783.2),(32 206226.81),(33 208128.38),(34 208469.88),(35 209621.53),(36 211233.11),(37 211584.08),(38 212012.28),(39 211912.25),(40 211493.81),(41 210752.28),(42 211096.88),(43 209848.69),(44 209148.31),(45 209740.73),(46 210873.05),(47 213596.13),(48 217574.98),(49 219506.95),(50 221338.05),(51 222962.52),(52 225182.38),(53 227451.61),(54 229598.4),(55 230663.72),(56 231064.53),(57 231655.73),(58 231338.78),(59 231698.2),(60 231641.67),(61 231241.78),(62 231506.42),(63 232384.53),(64 232527.45),(65 233274.45),(66 234641.89),(67 234321.4),(68 233710.45),(69 233004.33),(70 231269.73),(71 230545.88),(72 230617.72),(73 230102.61),(74 230048.11),(75 231666.81),(76 232572.67),(77 233790.38),(78 236381.48),(79 237537.88),
(1 7364.704),(2 21188.762),(3 41991.375),(4 61409.953),(5 80288.414),(6 98614.54),(7 114939.805),(8 128514.93),(9 140011.1),(10 149861.75),(11 159134.27),(12 167121.17),(13 173373.13),(14 178045.78),(15 181169.73),(16 183194.16),(17 185269.42),(18 187880.81),(19 190248.08),(20 192436.13),(21 194830.02),(22 196334.3),(23 197800.39),(24 197763.98),(25 197462.77),(26 196550.78),(27 195653.66),(28 195898.39),(29 195935.81),(30 196511.08),(31 197821.5),(32 199897.11),(33 202084.61),(34 203543.19),(35 205687.02),(36 207997.58),(37 209319.33),(38 211092.44),(39 212365.86),(40 213024.47),(41 212735.94),(42 212818.78),(43 211106.05),(44 208841.02),(45 206712.19),(46 204323.08),(47 203279.02),(48 203291.64),(49 203554.1),(50 204174.83),(51 204854.48),(52 205605.66),(53 206021.17),(54 206538.42),(55 207388.14),(56 208836.19),(57 210441.19),(58 212175.94),(59 214675.42),(60 217921.19),(61 220283.98),(62 222910.08),(63 225105.23),(64 226787.39),(65 229309.08),(66 230901.86),(67 231317.95),(68 232357.27),(69 233360.16),(70 232702.27),(71 232915.75),(72 231693.5),(73 230381.31),(74 229747.95),(75 228854.67),(76 229974.4),(77 231694.64),(78 233633.22),(79 235956.48),
(1 7613.5073),(2 21818.416),(3 42094.605),(4 60899.984),(5 79354.695),(6 96978.16),(7 113290.01),(8 127420.83),(9 140833.11),(10 152131.56),(11 162705.2),(12 171382.23),(13 177532.84),(14 182653.36),(15 187090.06),(16 191055.94),(17 195383.95),(18 199812.98),(19 203760.31),(20 206366.1),(21 209498.67),(22 211431.55),(23 213102.6),(24 214826.77),(25 216112.06),(26 217454.66),(27 218876.98),(28 218376.3),(29 218554.28),(30 218047.2),(31 218101.58),(32 218424.69),(33 219233.94),(34 220510.94),(35 222934.77),(36 224854.73),(37 225616.67),(38 225738.89),(39 224904.75),(40 222990.6),(41 221535.45),(42 220457.28),(43 219414.53),(44 218439.61),(45 217738.34),(46 216738.3),(47 215815.66),(48 214343.13),(49 212531.84),(50 210076.25),(51 208686.13),(52 207788.05),(53 207385.33),(54 207065.9),(55 206045.39),(56 205351.2),(57 206441.48),(58 208872.58),(59 211564.81),(60 215349.58),(61 218103.55),(62 221917.84),(63 225176.28),(64 226955.39),(65 229386.58),(66 229973.03),(67 230121.02),(68 229863.03),(69 229773.27),(70 228794.34),(71 228445.4),(72 227902.75),(73 227558.6),(74 228029.58),(75 228407.39),(76 229936.83),(77 231822.94),(78 234116.89),(79 236878.8),
(1 7285.2383),(2 20909.969),(3 40318.88),(4 58366.582),(5 75864.87),(6 92715.73),(7 108552.44),(8 122978.65),(9 137120.98),(10 149561.45),(11 160337.06),(12 169367.06),(13 176454.19),(14 181478.72),(15 185727.97),(16 188527.39),(17 191610.67),(18 194292.45),(19 196321.52),(20 197177.58),(21 198015.88),(22 198781.33),(23 198773.47),(24 199058.94),(25 199266.73),(26 199718.17),(27 199878.17),(28 199904.55),(29 201084.48),(30 201263.11),(31 201065.45),(32 202692.11),(33 205463.36),(34 208257.66),(35 210837.53),(36 213194.83),(37 214610.11),(38 215132.34),(39 215244.73),(40 215841.97),(41 215735.17),(42 216759.78),(43 217461.47),(44 218314.94),(45 219046.47),(46 218294.75),(47 217494.03),(48 216515.38),(49 214717.38),(50 212023.36),(51 210355.1),(52 209621.98),(53 209302.56),(54 209651),(55 209648.08),(56 209225.94),(57 208934.84),(58 208666.56),(59 208671.34),(60 209011.67),(61 209389.98),(62 210116.58),(63 210673.83),(64 210946.27),(65 211934.94),(66 213114.75),(67 213509),(68 214631.8),(69 215233),(70 215880.72),(71 217020.47),(72 217637.42),(73 217716.61),(74 217322.78),(75 217549.03),(76 218533.53),(77 220992.83),(78 224865.39),(79 227504.8),
