1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 175.26178),(2 223.3493),(3 253.79535),(4 270.56247),(5 283.06183),(6 289.5591),(7 296.69473),(8 299.5188),(9 301.85693),(10 301.6676),(11 305.7761),(12 306.7977),(13 308.03534),(14 312.0701),(15 312.17197),(16 317.7196),(17 320.62354),(18 320.65463),(19 322.82117),(20 320.64874),(21 321.66916),(22 320.80115),(23 323.5576),(24 326.88104),(25 323.84933),(26 325.56204),(27 323.05554),(28 321.6356),(29 324.92203),(30 319.9294),(31 321.1902),(32 318.80057),(33 322.05563),(34 321.11313),(35 316.42667),(36 316.41977),(37 311.57758),(38 312.60538),(39 310.1967),(40 309.50092),(41 314.45792),(42 315.17215),(43 316.31177),(44 319.4852),(45 318.30792),(46 317.36206),(47 318.20544),(48 320.2375),(49 320.5865),(50 324.75235),(51 322.6943),(52 323.01913),(53 323.06982),(54 325.78973),(55 327.97876),(56 327.75055),(57 325.12393),(58 328.80237),(59 330.09644),(60 329.2404),(61 332.74152),(62 336.7196),(63 331.18134),(64 334.54654),(65 333.28033),(66 331.3048),(67 333.25812),(68 333.19455),(69 335.09323),(70 337.59406),(71 339.442),(72 342.98132),(73 349.13968),(74 352.3032),(75 349.85938),(76 350.0332),(77 350.65585),(78 357.47476),(79 359.1923),
(1 174.71603),(2 218.62143),(3 246.98827),(4 260.48932),(5 270.73593),(6 278.09885),(7 286.84396),(8 288.3263),(9 292.19116),(10 296.19247),(11 299.10367),(12 297.35),(13 301.18042),(14 303.0641),(15 304.8044),(16 312.30804),(17 313.1986),(18 316.1433),(19 316.2),(20 317.613),(21 319.77734),(22 319.21576),(23 317.5393),(24 316.68216),(25 314.4275),(26 317.566),(27 314.80508),(28 314.04263),(29 312.1771),(30 310.94016),(31 313.16693),(32 311.1636),(33 311.96274),(34 314.32443),(35 309.76672),(36 312.03198),(37 312.4367),(38 310.08557),(39 310.4721),(40 307.30994),(41 307.49045),(42 311.231),(43 309.43243),(44 309.6824),(45 317.2387),(46 318.91458),(47 319.8605),(48 323.646),(49 325.05084),(50 326.4425),(51 325.7375),(52 324.9914),(53 323.87204),(54 326.7987),(55 326.23294),(56 329.39413),(57 332.44366),(58 333.35657),(59 331.6161),(60 331.77032),(61 333.68173),(62 336.5891),(63 331.68567),(64 331.7911),(65 331.05252),(66 330.64404),(67 329.12625),(68 329.39474),(69 326.96317),(70 329.7436),(71 333.01846),(72 335.465),(73 338.1503),(74 343.25354),(75 341.82434),(76 338.69092),(77 342.58078),(78 348.62567),(79 350.37097),
(1 169.3389),(2 214.80466),(3 241.10214),(4 257.83325),(5 269.00757),(6 274.11026),(7 280.67148),(8 285.4647),(9 287.0861),(10 287.22125),(11 290.2277),(12 292.03748),(13 292.47092),(14 292.44443),(15 294.17252),(16 298.61465),(17 300.37524),(18 301.49603),(19 305.40848),(20 304.70587),(21 307.3214),(22 308.75052),(23 308.48932),(24 308.2741),(25 308.25528),(26 306.57394),(27 304.47272),(28 302.0087),(29 300.48932),(30 300.65897),(31 300.16068),(32 301.62112),(33 300.76068),(34 304.18973),(35 298.7733),(36 299.0253),(37 299.6956),(38 303.61053),(39 302.25128),(40 301.6497),(41 306.46765),(42 304.89258),(43 306.4827),(44 306.62866),(45 309.2064),(46 311.30075),(47 310.87772),(48 313.49814),(49 315.214),(50 316.11093),(51 315.37656),(52 316.16556),(53 320.64307),(54 319.06345),(55 321.46365),(56 321.10617),(57 324.37845),(58 323.91354),(59 327.0052),(60 329.25378),(61 328.97794),(62 328.60388),(63 325.99664),(64 323.13452),(65 324.37915),(66 324.1119),(67 323.30487),(68 324.63953),(69 322.9988),(70 324.00104),(71 326.24286),(72 334.0952),(73 335.1053),(74 337.36542),(75 335.61914),(76 334.8592),(77 340.86194),(78 341.07266),(79 344.3292),
(1 164.52939),(2 208.60577),(3 235.55284),(4 250.11768),(5 260.41074),(6 267.6326),(7 271.8891),(8 274.33487),(9 277.35577),(10 276.63913),(11 280.0127),(12 282.86255),(13 285.87396),(14 283.6732),(15 286.5335),(16 290.28598),(17 292.72635),(18 293.91122),(19 294.54385),(20 293.54242),(21 297.498),(22 296.8272),(23 298.25006),(24 297.5758),(25 297.32233),(26 297.19446),(27 297.67828),(28 298.32004),(29 300.40875),(30 300.55844),(31 301.47144),(32 298.3954),(33 301.71005),(34 301.88284),(35 297.34305),(36 298.95294),(37 302.6256),(38 303.17014),(39 297.46417),(40 298.24545),(41 297.23685),(42 297.7719),(43 300.26263),(44 302.5704),(45 302.52606),(46 300.81146),(47 302.30722),(48 305.4908),(49 305.33987),(50 307.26144),(51 305.8722),(52 305.0181),(53 306.18802),(54 307.89474),(55 306.88583),(56 306.79315),(57 309.32614),(58 311.67276),(59 308.4841),(60 309.99353),(61 312.1042),(62 310.77396),(63 309.061),(64 311.653),(65 315.22388),(66 312.62897),(67 313.4124),(68 311.9591),(69 312.29242),(70 315.3638),(71 314.1687),(72 319.8057),(73 322.26093),(74 320.88153),(75 320.8999),(76 320.20187),(77 323.47113),(78 330.16006),(79 334.48154),
(1 162.96017),(2 203.65996),(3 229.46407),(4 245.82043),(5 253.42201),(6 259.63608),(7 264.14685),(8 267.59503),(9 272.2531),(10 274.70895),(11 275.0533),(12 279.0812),(13 281.5058),(14 282.32025),(15 281.9122),(16 283.87097),(17 287.39673),(18 287.24493),(19 287.99283),(20 290.8571),(21 294.38098),(22 292.61493),(23 295.36655),(24 295.86124),(25 295.30334),(26 293.00647),(27 290.98843),(28 291.15167),(29 290.6412),(30 293.1965),(31 294.9007),(32 288.97324),(33 294.5444),(34 291.55267),(35 291.27386),(36 289.80515),(37 292.048),(38 291.7364),(39 290.9007),(40 293.27386),(41 293.75964),(42 295.11575),(43 295.42),(44 291.23154),(45 294.3224),(46 294.79092),(47 298.36932),(48 301.17294),(49 300.21213),(50 303.13565),(51 301.83856),(52 301.81754),(53 305.52283),(54 302.7956),(55 303.44186),(56 305.89713),(57 310.3839),(58 313.35266),(59 314.66895),(60 313.97882),(61 315.37878),(62 315.6584),(63 316.178),(64 313.21555),(65 315.27725),(66 310.1624),(67 308.77463),(68 305.47952),(69 309.16348),(70 310.23965),(71 309.88483),(72 313.64337),(73 313.4104),(74 313.57086),(75 312.67145),(76 317.50473),(77 319.67044),(78 320.4659),(79 323.28616),
(1 157.1114),(2 194.50473),(3 216.72865),(4 231.33858),(5 241.3404),(6 247.14977),(7 254.58168),(8 256.5801),(9 259.2744),(10 260.6857),(11 260.20242),(12 265.7326),(13 266.4606),(14 267.2987),(15 267.04013),(16 270.35785),(17 274.04803),(18 278.28043),(19 277.9705),(20 278.14487),(21 277.91983),(22 277.8669),(23 279.4225),(24 278.62833),(25 276.94067),(26 276.9541),(27 276.5247),(28 279.0297),(29 279.56873),(30 277.08505),(31 279.47986),(32 277.25793),(33 278.40952),(34 275.85345),(35 276.20685),(36 277.8075),(37 280.0642),(38 279.46048),(39 276.22772),(40 275.54404),(41 274.82828),(42 275.59195),(43 280.31488),(44 279.41965),(45 279.2874),(46 283.5845),(47 285.64926),(48 283.0892),(49 282.50113),(50 286.7868),(51 286.093),(52 290.39505),(53 291.4993),(54 295.78433),(55 297.64194),(56 296.1671),(57 295.3285),(58 296.85052),(59 294.6879),(60 296.6165),(61 299.5981),(62 298.07257),(63 296.70313),(64 301.83328),(65 300.81946),(66 299.37668),(67 299.0842),(68 297.02255),(69 296.02206),(70 300.5803),(71 298.86432),(72 298.90405),(73 301.7376),(74 301.83948),(75 301.67365),(76 302.22348),(77 303.08542),(78 308.2867),(79 311.19696),
(1 157.35915),(2 194.87128),(3 216.33482),(4 230.5118),(5 241.75273),(6 249.72888),(7 253.44452),(8 256.60367),(9 260.7214),(10 260.64322),(11 259.1964),(12 263.0356),(13 264.84555),(14 267.1397),(15 265.5541),(16 267.7793),(17 274.1965),(18 276.47635),(19 278.6908),(20 276.96426),(21 279.3748),(22 278.2035),(23 281.01407),(24 278.94595),(25 279.897),(26 279.97217),(27 278.1471),(28 277.1466),(29 276.65015),(30 277.62155),(31 278.2058),(32 274.80365),(33 275.55328),(34 274.47864),(35 273.38828),(36 273.3421),(37 272.74057),(38 273.2328),(39 269.67963),(40 271.7567),(41 275.9611),(42 276.3644),(43 276.3249),(44 273.90112),(45 277.60468),(46 277.12598),(47 278.4447),(48 280.34058),(49 280.42017),(50 281.86874),(51 281.2151),(52 283.1425),(53 286.52408),(54 287.21408),(55 284.93726),(56 285.1457),(57 287.5584),(58 286.00723),(59 286.48996),(60 288.27695),(61 289.91852),(62 292.0822),(63 291.69608),(64 291.72913),(65 288.97684),(66 291.8065),(67 291.02792),(68 290.16138),(69 290.30768),(70 294.164),(71 291.63055),(72 292.1397),(73 294.0502),(74 297.86438),(75 297.98145),(76 300.50803),(77 301.46463),(78 302.7879),(79 305.48987),
(1 156.91727),(2 192.55974),(3 216.55544),(4 229.83063),(5 238.50084),(6 247.7118),(7 252.93448),(8 255.54442),(9 258.99387),(10 260.5312),(11 261.71277),(12 261.2839),(13 266.87466),(14 271.0426),(15 268.2127),(16 273.59818),(17 277.93567),(18 280.81177),(19 282.29935),(20 281.3551),(21 283.4648),(22 283.73914),(23 283.16592),(24 283.3434),(25 283.31973),(26 286.37338),(27 284.3656),(28 284.8755),(29 286.32187),(30 282.6866),(31 280.65295),(32 280.52213),(33 280.80316),(34 279.9685),(35 278.16452),(36 278.7833),(37 279.54053),(38 276.6758),(39 276.0768),(40 275.93015),(41 274.29123),(42 275.8718),(43 273.75247),(44 275.11606),(45 274.0905),(46 273.90363),(47 278.11765),(48 275.72433),(49 276.6468),(50 280.44077),(51 280.5686),(52 281.13202),(53 281.83765),(54 281.55054),(55 284.80618),(56 285.1333),(57 286.48938),(58 287.76144),(59 285.00662),(60 286.7404),(61 290.45975),(62 286.9039),(63 287.06848),(64 287.94223),(65 289.79684),(66 287.75665),(67 287.97458),(68 284.361),(69 285.56192),(70 286.78583),(71 287.98386),(72 288.82373),(73 290.8365),(74 291.0369),(75 288.97244),(76 293.65805),(77 293.55267),(78 297.9102),(79 301.88965),
(1 154.31761),(2 189.11661),(3 213.91357),(4 229.43408),(5 238.56529),(6 249.23943),(7 252.01282),(8 260.90088),(9 260.00104),(10 259.61563),(11 260.72958),(12 261.0606),(13 265.4713),(14 268.03885),(15 270.0673),(16 270.49756),(17 273.76385),(18 279.01614),(19 279.7596),(20 279.98102),(21 277.9882),(22 279.09622),(23 279.78168),(24 280.06384),(25 279.76617),(26 282.51636),(27 279.3017),(28 278.86435),(29 278.97922),(30 275.5753),(31 273.60776),(32 271.30167),(33 273.23297),(34 270.55594),(35 267.31433),(36 269.2214),(37 269.66702),(38 269.61273),(39 268.45468),(40 266.8583),(41 267.98996),(42 265.73135),(43 268.9149),(44 270.11526),(45 266.02118),(46 268.9571),(47 269.70657),(48 271.74118),(49 272.31796),(50 274.68988),(51 269.7934),(52 273.1613),(53 271.77097),(54 273.93384),(55 275.78433),(56 278.03412),(57 281.2847),(58 282.86807),(59 284.6395),(60 282.7003),(61 286.26392),(62 287.96164),(63 285.38998),(64 282.81674),(65 284.84854),(66 284.99326),(67 284.235),(68 282.7695),(69 282.92407),(70 285.4766),(71 282.97864),(72 284.21762),(73 287.55994),(74 287.22632),(75 288.9841),(76 293.23154),(77 294.5702),(78 299.77026),(79 301.06168),
(1 154.44362),(2 188.87091),(3 210.09045),(4 225.0383),(5 231.67609),(6 238.66069),(7 244.47105),(8 249.33238),(9 248.40804),(10 249.6733),(11 257.40683),(12 256.96124),(13 259.69254),(14 260.83887),(15 263.99573),(16 265.98773),(17 266.8646),(18 270.48923),(19 271.7893),(20 273.07864),(21 275.35287),(22 272.9585),(23 273.0394),(24 271.37067),(25 269.67877),(26 268.02808),(27 266.81015),(28 267.8327),(29 270.1976),(30 268.8487),(31 264.34317),(32 263.81192),(33 269.48746),(34 266.21356),(35 261.78525),(36 262.99115),(37 261.8782),(38 263.20068),(39 260.4136),(40 264.2018),(41 263.07642),(42 261.91992),(43 263.6084),(44 264.26425),(45 263.35815),(46 265.9952),(47 266.38797),(48 269.4684),(49 271.21182),(50 273.0226),(51 270.53024),(52 271.75558),(53 272.2307),(54 272.74734),(55 273.76215),(56 275.87872),(57 277.79578),(58 280.89142),(59 278.12323),(60 277.3367),(61 278.62146),(62 279.46954),(63 277.66666),(64 276.52707),(65 278.45828),(66 278.0042),(67 277.40738),(68 276.77948),(69 277.2645),(70 278.62814),(71 284.27676),(72 283.783),(73 285.71802),(74 285.32837),(75 282.1937),(76 286.3949),(77 287.6905),(78 290.85257),(79 292.42163),
(1 146.99135),(2 178.4833),(3 201.45454),(4 212.23265),(5 221.22112),(6 228.27238),(7 230.40051),(8 236.2932),(9 237.98602),(10 240.91171),(11 240.93468),(12 246.81442),(13 249.58987),(14 251.18312),(15 250.8945),(16 253.82077),(17 255.35301),(18 259.73752),(19 261.6698),(20 260.65744),(21 264.6707),(22 262.84543),(23 263.84445),(24 261.72668),(25 261.16483),(26 262.7341),(27 262.0819),(28 259.58408),(29 260.30463),(30 261.48706),(31 256.43555),(32 257.59146),(33 258.05338),(34 255.83963),(35 253.3063),(36 255.76845),(37 253.01314),(38 254.85043),(39 249.77582),(40 252.8262),(41 252.09315),(42 252.74239),(43 252.65659),(44 252.00014),(45 252.2053),(46 251.4873),(47 253.43633),(48 256.21527),(49 258.61145),(50 260.7684),(51 257.2568),(52 260.70502),(53 265.0767),(54 264.85858),(55 265.67294),(56 266.89194),(57 269.7221),(58 268.68735),(59 269.58078),(60 271.8799),(61 271.71628),(62 272.3141),(63 268.77466),(64 266.8557),(65 267.06656),(66 267.40167),(67 265.5587),(68 265.78616),(69 267.51266),(70 267.1534),(71 270.18222),(72 269.71298),(73 270.86652),(74 274.33398),(75 272.70163),(76 273.22986),(77 278.31708),(78 276.6262),(79 283.26407),
(1 147.54248),(2 179.27568),(3 199.08537),(4 211.95067),(5 220.86594),(6 226.00034),(7 228.07947),(8 234.70384),(9 236.81052),(10 238.43924),(11 240.55074),(12 240.2436),(13 239.75237),(14 242.77696),(15 243.41089),(16 246.64621),(17 250.5335),(18 254.57951),(19 253.54276),(20 255.16037),(21 257.7941),(22 256.65686),(23 256.49466),(24 258.443),(25 259.81473),(26 257.45093),(27 255.70122),(28 253.62231),(29 251.17427),(30 251.1574),(31 246.51012),(32 250.10144),(33 251.37192),(34 251.40005),(35 248.27728),(36 246.66882),(37 245.69707),(38 246.44841),(39 245.48843),(40 242.98874),(41 244.7274),(42 245.00546),(43 248.35735),(44 249.25856),(45 249.81538),(46 250.048),(47 249.79141),(48 248.22525),(49 252.4519),(50 252.23883),(51 252.13744),(52 252.77583),(53 256.14996),(54 252.4637),(55 257.3408),(56 256.8949),(57 260.42276),(58 259.7498),(59 257.7949),(60 258.6806),(61 261.0018),(62 264.45694),(63 261.58655),(64 260.98547),(65 258.75476),(66 258.29727),(67 259.37238),(68 260.71506),(69 262.2041),(70 260.56265),(71 259.99066),(72 260.11465),(73 261.38892),(74 262.7852),(75 258.69604),(76 259.91376),(77 261.8417),(78 265.07434),(79 268.10358),
(1 143.88858),(2 175.79576),(3 193.71652),(4 205.4305),(5 215.31952),(6 219.98907),(7 223.05463),(8 228.86223),(9 231.72993),(10 233.51758),(11 234.76558),(12 234.93826),(13 240.89749),(14 243.21712),(15 242.87059),(16 246.69307),(17 247.11673),(18 249.03241),(19 250.59677),(20 251.85051),(21 252.50108),(22 252.59822),(23 253.02602),(24 253.5296),(25 253.06133),(26 251.62169),(27 250.69994),(28 249.62158),(29 248.2771),(30 250.41553),(31 248.2352),(32 246.46156),(33 247.92955),(34 247.40717),(35 247.02998),(36 246.66763),(37 247.37355),(38 247.94853),(39 245.66516),(40 246.9696),(41 247.95018),(42 247.15393),(43 245.60902),(44 246.25601),(45 246.55316),(46 246.87334),(47 247.50182),(48 249.45862),(49 249.46298),(50 251.38792),(51 252.19464),(52 253.5121),(53 253.50626),(54 253.05908),(55 252.71713),(56 254.02602),(57 255.11597),(58 254.4153),(59 256.0503),(60 254.74821),(61 255.65381),(62 259.40488),(63 256.80463),(64 257.37836),(65 254.3138),(66 255.94533),(67 255.88371),(68 257.0838),(69 257.6931),(70 258.6606),(71 259.19476),(72 260.61407),(73 261.08698),(74 263.83514),(75 261.05627),(76 262.8696),(77 264.24982),(78 270.03806),(79 271.63766),
(1 142.42207),(2 176.86798),(3 196.57309),(4 207.70813),(5 215.50354),(6 222.18805),(7 226.5076),(8 229.61288),(9 231.44821),(10 231.93605),(11 234.01308),(12 236.23071),(13 239.43842),(14 241.16975),(15 243.74654),(16 246.81152),(17 249.2547),(18 248.9694),(19 250.76251),(20 251.662),(21 253.73936),(22 252.40308),(23 254.83331),(24 254.81161),(25 255.96713),(26 257.05112),(27 251.72803),(28 253.06728),(29 249.48338),(30 249.25395),(31 248.70973),(32 247.39763),(33 246.53275),(34 246.71239),(35 245.08575),(36 244.8833),(37 246.31895),(38 244.14236),(39 243.0352),(40 242.82997),(41 245.4201),(42 244.96849),(43 246.26929),(44 246.79218),(45 245.12553),(46 246.6103),(47 247.08455),(48 251.49866),(49 249.80392),(50 252.4404),(51 251.21207),(52 250.54634),(53 251.60892),(54 252.58852),(55 254.5668),(56 253.50606),(57 252.92075),(58 252.14532),(59 254.7273),(60 257.7592),(61 256.07208),(62 256.46045),(63 255.6387),(64 257.93024),(65 256.99066),(66 256.37228),(67 256.16476),(68 253.5894),(69 254.87434),(70 257.0708),(71 260.8385),(72 266.7203),(73 263.43277),(74 265.3249),(75 263.92105),(76 264.3056),(77 266.359),(78 270.05258),(79 270.50714),
(1 141.35857),(2 171.22981),(3 190.47029),(4 204.06203),(5 213.03387),(6 221.5512),(7 224.4222),(8 227.49734),(9 231.09653),(10 231.62503),(11 230.12126),(12 233.23155),(13 237.39166),(14 238.91472),(15 239.21387),(16 242.90973),(17 244.01851),(18 244.9912),(19 245.52591),(20 248.55325),(21 250.21098),(22 249.07622),(23 248.4853),(24 251.48172),(25 252.53952),(26 250.99301),(27 245.70547),(28 245.55457),(29 241.8249),(30 240.30106),(31 238.92601),(32 238.77466),(33 239.50833),(34 238.06624),(35 237.36147),(36 237.11118),(37 236.62062),(38 234.71603),(39 234.60847),(40 235.15764),(41 235.41675),(42 235.17857),(43 236.00056),(44 235.85263),(45 237.78577),(46 238.51373),(47 241.28595),(48 246.4202),(49 248.0428),(50 243.14871),(51 243.9108),(52 246.02483),(53 246.56593),(54 245.14102),(55 248.72043),(56 248.01257),(57 250.73949),(58 250.77888),(59 253.66356),(60 253.16493),(61 252.12875),(62 254.20143),(63 251.49295),(64 255.28545),(65 254.89726),(66 253.60881),(67 253.18474),(68 251.21803),(69 252.34651),(70 254.94896),(71 256.26086),(72 259.38962),(73 258.28302),(74 257.55173),(75 256.39005),(76 259.6193),(77 263.55304),(78 265.95132),(79 264.4497),
(1 139.04887),(2 168.17221),(3 185.34476),(4 198.85158),(5 207.07727),(6 212.67717),(7 216.1843),(8 219.4822),(9 223.00583),(10 225.3474),(11 224.76373),(12 227.0298),(13 229.47604),(14 231.47517),(15 228.25165),(16 231.02225),(17 233.96844),(18 236.50713),(19 238.8429),(20 239.49606),(21 241.597),(22 242.2886),(23 244.10745),(24 244.20679),(25 245.08102),(26 243.4303),(27 239.92001),(28 244.76845),(29 241.21112),(30 239.26936),(31 238.43373),(32 237.84679),(33 237.2388),(34 236.01544),(35 234.0452),(36 233.09868),(37 233.68747),(38 231.46489),(39 229.4278),(40 228.94614),(41 230.821),(42 232.84758),(43 230.4434),(44 232.32782),(45 233.53986),(46 234.97154),(47 236.42844),(48 241.60483),(49 238.41585),(50 239.00215),(51 239.26431),(52 241.69551),(53 241.22176),(54 240.15422),(55 240.14891),(56 240.51408),(57 243.16139),(58 243.63672),(59 242.92926),(60 244.97395),(61 245.56369),(62 245.70819),(63 240.6862),(64 244.8174),(65 244.43361),(66 244.43802),(67 239.91873),(68 238.98346),(69 239.82716),(70 243.31248),(71 244.0137),(72 245.18887),(73 247.91344),(74 251.10167),(75 248.85995),(76 252.04675),(77 253.2098),(78 257.67078),(79 257.2613),
(1 139.4177),(2 166.8285),(3 184.74109),(4 198.60938),(5 205.90689),(6 212.45737),(7 217.20332),(8 219.0372),(9 220.88298),(10 221.15932),(11 223.02083),(12 225.32043),(13 226.28952),(14 229.51312),(15 228.05128),(16 229.03459),(17 231.75801),(18 232.69145),(19 233.54666),(20 235.23445),(21 237.13818),(22 238.9365),(23 238.17876),(24 238.4149),(25 240.60486),(26 237.99068),(27 234.45753),(28 233.99171),(29 233.95383),(30 233.08095),(31 232.581),(32 230.15845),(33 231.6703),(34 228.55331),(35 229.06792),(36 228.9155),(37 227.63315),(38 228.4863),(39 224.72922),(40 226.43138),(41 227.68762),(42 231.22974),(43 228.79529),(44 229.05576),(45 229.82289),(46 231.80394),(47 231.95663),(48 234.22577),(49 236.47328),(50 234.3391),(51 232.23247),(52 236.33517),(53 239.07674),(54 236.82832),(55 237.32382),(56 238.9179),(57 238.99814),(58 240.4208),(59 238.54091),(60 240.61641),(61 239.95045),(62 241.03082),(63 238.94016),(64 243.16573),(65 241.02286),(66 241.11307),(67 241.2665),(68 241.4882),(69 242.52568),(70 241.60468),(71 243.90472),(72 244.42035),(73 247.26459),(74 248.58513),(75 246.3226),(76 248.75822),(77 250.64139),(78 250.3431),(79 253.51512),
(1 136.2943),(2 164.6243),(3 182.04814),(4 195.68437),(5 202.72375),(6 207.83752),(7 211.82498),(8 215.54109),(9 216.6237),(10 216.01357),(11 218.96754),(12 219.81566),(13 224.00108),(14 225.48827),(15 224.88641),(16 226.58778),(17 229.90381),(18 232.06454),(19 233.71054),(20 234.71362),(21 235.4139),(22 236.36095),(23 235.61617),(24 237.47215),(25 239.07706),(26 235.70648),(27 232.73753),(28 230.62633),(29 233.14996),(30 228.97826),(31 229.22047),(32 228.44789),(33 231.65704),(34 229.75217),(35 229.25787),(36 231.62207),(37 230.66399),(38 227.1151),(39 224.53734),(40 225.43301),(41 224.43251),(42 226.85938),(43 226.34079),(44 224.63142),(45 227.12259),(46 226.25674),(47 227.9493),(48 231.4844),(49 232.49008),(50 232.42477),(51 232.88123),(52 232.90611),(53 234.67067),(54 234.93085),(55 236.37286),(56 235.70094),(57 236.47667),(58 237.54274),(59 239.21544),(60 241.53368),(61 241.89485),(62 242.24924),(63 238.60147),(64 239.64163),(65 239.72551),(66 239.31673),(67 239.11502),(68 239.48892),(69 239.69072),(70 240.56491),(71 239.34027),(72 240.4059),(73 243.66444),(74 243.9629),(75 241.55106),(76 241.22069),(77 242.87938),(78 244.22197),(79 246.40196),
(1 134.40843),(2 161.75621),(3 177.84949),(4 188.18993),(5 196.53313),(6 202.75885),(7 206.91582),(8 211.92838),(9 214.59117),(10 215.59175),(11 214.46136),(12 216.17192),(13 219.40503),(14 221.22333),(15 218.5381),(16 221.9176),(17 226.04099),(18 228.56467),(19 230.58801),(20 229.25316),(21 230.35358),(22 232.41496),(23 231.12425),(24 230.6176),(25 230.05681),(26 230.47473),(27 226.74583),(28 228.2443),(29 228.26074),(30 226.83112),(31 225.2399),(32 227.8473),(33 228.00192),(34 227.34094),(35 226.31621),(36 224.40373),(37 223.86319),(38 223.35963),(39 221.26233),(40 220.86354),(41 221.45758),(42 221.32391),(43 220.84073),(44 221.57237),(45 221.91647),(46 219.75226),(47 222.20729),(48 223.291),(49 225.3174),(50 226.89452),(51 226.39093),(52 229.33562),(53 228.47197),(54 230.83022),(55 231.97908),(56 233.16483),(57 234.5428),(58 235.7317),(59 235.76108),(60 237.09906),(61 237.39462),(62 237.73727),(63 236.19337),(64 237.55122),(65 237.62877),(66 235.1258),(67 237.61328),(68 236.90276),(69 239.31859),(70 239.2828),(71 239.06023),(72 244.08824),(73 241.58313),(74 242.76128),(75 238.527),(76 241.59853),(77 243.11789),(78 246.02979),(79 246.28854),
