1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1170058.5),(2 2314829.8),(3 5892879.5),(4 9622857),(5 10885684),(6 14350413),(7 18160250),(8 20294240),(9 23044022),(10 25160250),(11 26285056),(12 29621544),(13 29898126),(14 30390778),(15 30506538),(16 32303136),(17 34092700),(18 38902316),(19 46957604),(20 49199730),(21 52211012),(22 58236212),(23 63560020),(24 73146730),(25 92648550),(26 101215190),(27 118970240),(28 133339460),(29 140560770),(30 151563600),(31 159935310),(32 163734270),(33 172985600),(34 183726860),(35 183874350),(36 181873200),(37 186159620),(38 184344780),(39 180260220),(40 175595310),(41 171646530),(42 174112880),(43 181800050),(44 179719550),(45 175934690),(46 174408270),(47 173953150),(48 168788020),(49 167906700),(50 165112080),(51 168578300),(52 173136300),(53 175483060),(54 186052940),(55 179585400),(56 175259580),(57 161068240),(58 151534990),(59 152227460),(60 153060300),(61 152338100),(62 150109310),(63 151019940),(64 155799420),(65 158361780),(66 169012500),(67 178802340),(68 187255920),(69 189633970),(70 189867840),(71 178409680),(72 177251120),(73 170486940),(74 168036300),(75 170779060),(76 172070140),(77 170212880),(78 167243860),(79 167254850),
(1 1296032.4),(2 2495073.5),(3 7722563),(4 15921592),(5 19897762),(6 28871418),(7 40647584),(8 46735892),(9 58020684),(10 67780880),(11 73022950),(12 86952480),(13 100921740),(14 105124750),(15 111795860),(16 117380270),(17 121018690),(18 126695810),(19 137580750),(20 139638300),(21 145523040),(22 150522900),(23 153812400),(24 160600830),(25 177411800),(26 183651150),(27 191540900),(28 199880600),(29 201810420),(30 204181280),(31 201176900),(32 199453300),(33 197140770),(34 192457180),(35 189248420),(36 185660160),(37 185881180),(38 185827410),(39 189969390),(40 194282190),(41 193620080),(42 196775980),(43 195909540),(44 191502460),(45 182000320),(46 171109920),(47 165092910),(48 153655040),(49 147435490),(50 146482140),(51 145056340),(52 147516820),(53 149555700),(54 150298030),(55 137106030),(56 130333030),(57 117759360),(58 109089070),(59 107311520),(60 104645710),(61 99389200),(62 95959090),(63 96007370),(64 101287350),(65 104029770),(66 113942490),(67 122665580),(68 127570690),(69 127289790),(70 119685784),(71 113812776),(72 113217944),(73 109992536),(74 98751750),(75 95336680),(76 89059310),(77 87570090),(78 88394696),(79 88382580),
(1 2762019.8),(2 5981046.5),(3 16691007),(4 31186486),(5 38599044),(6 54842988),(7 74356240),(8 84540920),(9 104636960),(10 124017470),(11 133006850),(12 155090430),(13 175789780),(14 180079730),(15 186592900),(16 191754450),(17 195593390),(18 201136940),(19 216954110),(20 222224960),(21 235755820),(22 244878980),(23 243159040),(24 237576020),(25 237387700),(26 233953660),(27 226074450),(28 218692100),(29 213376900),(30 199424200),(31 187680270),(32 185096880),(33 178905620),(34 167396240),(35 164724050),(36 159874350),(37 159152980),(38 159518860),(39 160567940),(40 160747260),(41 157747340),(42 151947090),(43 149488140),(44 148189360),(45 143110100),(46 132313280),(47 127611930),(48 118274296),(49 106750824),(50 100252540),(51 86679850),(52 77926424),(53 74344184),(54 69691960),(55 65935508),(56 64124576),(57 61199970),(58 60193600),(59 58764228),(60 57236544),(61 56608850),(62 56049452),(63 57495052),(64 59772564),(65 61093332),(66 63942956),(67 65864404),(68 67413336),(69 67548710),(70 66638148),(71 67678030),(72 67683944),(73 68743770),(74 68761784),(75 69048790),(76 69336810),(77 72949144),(78 75507176),(79 75491864),
(1 4033659),(2 8209294),(3 18692218),(4 30308892),(5 37171200),(6 50037056),(7 61878200),(8 67794720),(9 79316670),(10 91721380),(11 96405010),(12 105389390),(13 109898020),(14 110036260),(15 118899930),(16 125521096),(17 129089850),(18 136860750),(19 141457280),(20 142522500),(21 140247440),(22 131591900),(23 127032630),(24 118080184),(25 103809250),(26 97844700),(27 82960840),(28 69385670),(29 64693310),(30 58480824),(31 52679856),(32 51380750),(33 50530650),(34 50008670),(35 48881610),(36 45278236),(37 42268784),(38 41699932),(39 41436560),(40 40300440),(41 40712240),(42 42908276),(43 46388644),(44 48180160),(45 53489436),(46 58337772),(47 61188396),(48 68079760),(49 73550936),(50 74206056),(51 71068050),(52 69505040),(53 69204136),(54 69296340),(55 68223816),(56 67869710),(57 69515280),(58 71504160),(59 70309120),(60 68563820),(61 68978090),(62 70866530),(63 75683100),(64 78885800),(65 79466070),(66 79353920),(67 78711040),(68 76746330),(69 76115570),(70 74309660),(71 73028664),(72 70896780),(73 67678830),(74 65537790),(75 64267492),(76 61476080),(77 56636744),(78 54746844),(79 54725630),
(1 2090741.5),(2 4133546.5),(3 8928234),(4 13360097),(5 15504112),(6 20527280),(7 24872594),(8 27229876),(9 32407646),(10 35198610),(11 35797956),(12 35636160),(13 34931790),(14 34588080),(15 38418812),(16 42850364),(17 44598510),(18 45356850),(19 45096844),(20 44577396),(21 41264740),(22 36562240),(23 35727052),(24 32207948),(25 27574882),(26 25972396),(27 23295074),(28 21262506),(29 20398766),(30 19322906),(31 18870306),(32 18923346),(33 19735032),(34 20775336),(35 20964200),(36 21347188),(37 20523468),(38 19741080),(39 18531618),(40 18699264),(41 19661310),(42 21724526),(43 24930334),(44 26275066),(45 29306726),(46 31873932),(47 31991576),(48 32498950),(49 33059706),(50 32526214),(51 31952830),(52 31916562),(53 32933498),(54 33048308),(55 32932584),(56 32922638),(57 31141024),(58 30148666),(59 29198446),(60 27672994),(61 26970336),(62 26972258),(63 26753870),(64 26520398),(65 27036422),(66 28291432),(67 27045594),(68 27140000),(69 27955182),(70 28180818),(71 28980148),(72 29300044),(73 30612660),(74 34041444),(75 34218970),(76 34853276),(77 33425036),(78 31721486),(79 31723608),
(1 1275853.4),(2 2243213.5),(3 3973409.5),(4 6001285),(5 7079060),(6 10439819),(7 13235187),(8 14937728),(9 18522106),(10 21481324),(11 22405314),(12 25673402),(13 27424010),(14 28433028),(15 30569162),(16 34940444),(17 37354410),(18 41048424),(19 44183450),(20 45591976),(21 47720376),(22 48339200),(23 50996350),(24 54310590),(25 52673516),(26 50874332),(27 46089730),(28 42818824),(29 41031096),(30 36926070),(31 34146104),(32 32967148),(33 31453580),(34 30531732),(35 30431052),(36 29939232),(37 28228436),(38 27543392),(39 26351874),(40 25719516),(41 26256166),(42 29855094),(43 36412148),(44 39270936),(45 42592470),(46 47618856),(47 49367840),(48 52009588),(49 55237960),(50 54682252),(51 55161770),(52 55795788),(53 56428468),(54 59139892),(55 60986796),(56 60606776),(57 56666410),(58 51603412),(59 49408996),(60 44588040),(61 39173736),(62 36614292),(63 32495232),(64 29920492),(65 28520842),(66 26392836),(67 23230762),(68 21962372),(69 21467986),(70 20905860),(71 19906590),(72 19198330),(73 18236700),(74 18625138),(75 18742416),(76 19172412),(77 20217422),(78 20599492),(79 20594344),
(1 1480950.9),(2 2882941.8),(3 6614784),(4 10162087),(5 11406646),(6 13731899),(7 14522203),(8 15003287),(9 16654759),(10 17759182),(11 18580142),(12 20368102),(13 21678466),(14 22259326),(15 22719160),(16 22688320),(17 22766050),(18 22531104),(19 22577640),(20 22679388),(21 22352110),(22 22030380),(23 23169544),(24 24443618),(25 24430020),(26 24377362),(27 24233074),(28 24378006),(29 23968362),(30 24569782),(31 26015268),(32 26274610),(33 25424866),(34 24833372),(35 24310956),(36 24098006),(37 23080162),(38 22533192),(39 20610610),(40 19477348),(41 19582128),(42 21238432),(43 23324074),(44 24034290),(45 25128820),(46 26725802),(47 27664214),(48 29030270),(49 29329982),(50 28674900),(51 28376744),(52 28428062),(53 28641496),(54 29309290),(55 29324564),(56 29592594),(57 30485622),(58 30477578),(59 30923328),(60 30432732),(61 30559118),(62 30943868),(63 30792962),(64 29837000),(65 29401304),(66 28683460),(67 26976952),(68 25415980),(69 25018922),(70 24687434),(71 23683116),(72 22954078),(73 22145622),(74 21052772),(75 20966038),(76 21047336),(77 21976316),(78 22504554),(79 22498504),
(1 1151613.4),(2 2095676.8),(3 4152498.5),(4 6507069),(5 7584528),(6 9106205),(7 9735261),(8 10548957),(9 11680526),(10 13848357),(11 14625558),(12 15980430),(13 15206565),(14 14474062),(15 14581685),(16 15886400),(17 16116382),(18 16063258),(19 16938184),(20 17851558),(21 20587386),(22 22736540),(23 24072286),(24 25255800),(25 25193018),(26 24136652),(27 22182134),(28 20165632),(29 19501698),(30 19124002),(31 18796152),(32 18547438),(33 18880378),(34 19288774),(35 19564660),(36 19644474),(37 19816832),(38 19541188),(39 19346716),(40 18967748),(41 18608714),(42 18248200),(43 17967358),(44 17865622),(45 18118050),(46 18957126),(47 19221428),(48 20639932),(49 21924974),(50 21293548),(51 20345388),(52 20725096),(53 21169570),(54 23156244),(55 23147400),(56 23155366),(57 22333898),(58 21373394),(59 21467284),(60 21759382),(61 22013226),(62 22002542),(63 21519586),(64 21516258),(65 21135544),(66 21306210),(67 21543832),(68 21938034),(69 22077952),(70 24506066),(71 25856462),(72 26425020),(73 25880430),(74 24334988),(75 23961346),(76 22306088),(77 20978190),(78 20388540),(79 20387638),
(1 1732191.3),(2 3318877.5),(3 6201397.5),(4 9300646),(5 10740529),(6 12870046),(7 13068081),(8 13157657),(9 14009406),(10 13819891),(11 13180378),(12 12865499),(13 11826564),(14 11497280),(15 11095315),(16 10807303),(17 10334006),(18 9231299),(19 8466118),(20 8300107.5),(21 9137923),(22 10374062),(23 11485666),(24 13434167),(25 16362923),(26 17834642),(27 20888590),(28 23071658),(29 23702988),(30 24621948),(31 24937028),(32 25093394),(33 24239610),(34 23018018),(35 21978956),(36 20862512),(37 20473116),(38 19952990),(39 18757166),(40 17774966),(41 17177572),(42 16137419),(43 14462548),(44 14036408),(45 13844008),(46 14397014),(47 14644587),(48 15526848),(49 16424164),(50 16058814),(51 15650224),(52 15169886),(53 15215868),(54 15290497),(55 15507858),(56 15553498),(57 15586898),(58 16556160),(59 16870882),(60 16951692),(61 16480629),(62 16493158),(63 16412725),(64 16984908),(65 17255504),(66 17820980),(67 18444114),(68 19763008),(69 20593620),(70 21912018),(71 22065502),(72 22058714),(73 20384046),(74 16821060),(75 15696725),(76 14749560),(77 14897893),(78 15752405),(79 15751248),
(1 1759748.6),(2 3550189.8),(3 6884790.5),(4 9740241),(5 10951316),(6 11540332),(7 11202368),(8 10912165),(9 10376889),(10 9621854),(11 9358594),(12 8313461.5),(13 7597637.5),(14 7491491.5),(15 6968494),(16 7303351),(17 7593211.5),(18 7915473),(19 8492785),(20 8651012),(21 8880870),(22 9754186),(23 10015780),(24 10662471),(25 10480592),(26 11119479),(27 13644045),(28 16556690),(29 17660908),(30 19402074),(31 19731978),(32 20154040),(33 19714614),(34 18255800),(35 17441666),(36 16525207),(37 16125045),(38 15729207),(39 15171730),(40 15100398),(41 14359007),(42 12732254),(43 10679033),(44 9974300),(45 9431566),(46 9775912),(47 10239991),(48 12024877),(49 15249860),(50 16108183),(51 17798062),(52 18319276),(53 19018574),(54 18742484),(55 18922126),(56 18870440),(57 17395560),(58 15629292),(59 14659388),(60 13138491),(61 11747648),(62 11039204),(63 9643728),(64 8705878),(65 8400570),(66 8438544),(67 9373730),(68 10746062),(69 11385999),(70 13113460),(71 14899779),(72 15222919),(73 14911708),(74 12346290),(75 11596820),(76 12042767),(77 13526048),(78 14705961),(79 14707552),
(1 1670232.3),(2 3306034),(3 6337137),(4 8668256),(5 9788732),(6 10473099),(7 9646725),(8 9158302),(9 8490551),(10 8962731),(11 9061928),(12 9853637),(13 9848683),(14 9718920),(15 9079473),(16 9413672),(17 9972041),(18 10833700),(19 12111912),(20 12419528),(21 12087972),(22 11001139),(23 10563480),(24 9825544),(25 9638428),(26 9877656),(27 10811482),(28 11523283),(29 11544800),(30 11661091),(31 11981722),(32 12070471),(33 11930823),(34 11751664),(35 12142445),(36 12724985),(37 12607891),(38 12190251),(39 11940683),(40 11503840),(41 11211925),(42 10341301),(43 8934206),(44 8612834),(45 8568608),(46 8536232),(47 8380985.5),(48 8637468),(49 9675290),(50 9664604),(51 9398674),(52 8912686),(53 8683710),(54 7992822.5),(55 7546778),(56 7564903),(57 7500955.5),(58 7383732),(59 7305168),(60 7386866),(61 7734373),(62 7708250.5),(63 7784962.5),(64 7710086.5),(65 7739536),(66 7769719.5),(67 7597139.5),(68 8025992.5),(69 8274964.5),(70 8785410),(71 9532696),(72 9893080),(73 10824061),(74 12864687),(75 13258554),(76 13507285),(77 13226473),(78 13252593),(79 13248656),
