1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9831.743),(2 31892.557),(3 67743.38),(4 114079.87),(5 165506.28),(6 222836.75),(7 277804.97),(8 334960.25),(9 399921.16),(10 472954.6),(11 552313.75),(12 641725.2),(13 738122.3),(14 861894.25),(15 995093.75),(16 1144392.4),(17 1310776.5),(18 1484010.1),(19 1665909.6),(20 1850883.9),(21 2007285.6),(22 2173362.3),(23 2339726),(24 2512467),(25 2685897.3),(26 2886189),(27 3090984.8),(28 3349227),(29 3618847),(30 3888653),(31 4143783),(32 4393392.5),(33 4625786.5),(34 4856250),(35 5043843.5),(36 5210105.5),(37 5357828.5),(38 5518524.5),(39 5650310),(40 5802262),(41 5976000),(42 6189264),(43 6424746),(44 6709399.5),(45 6975074.5),(46 7266566.5),(47 7578210.5),(48 7922662.5),(49 8208998.5),(50 8472357),(51 8724601),(52 9060453),(53 9411975),(54 9763848),(55 10055096),(56 10402454),(57 10790341),(58 11218884),(59 11641453),(60 12096303),(61 12503719),(62 12898148),(63 13235093),(64 13600521),(65 13898005),(66 14228107),(67 14598440),(68 14954811),(69 15227723),(70 15504024),(71 15769463),(72 16039157),(73 16248604),(74 16421355),(75 16570157),(76 16733181),(77 16894330),(78 17116442),(79 17286242),
(1 313.86734),(2 410.8124),(3 444.3728),(4 478.3183),(5 512.9465),(6 528.97095),(7 546.7818),(8 551.2434),(9 571.33014),(10 583.50775),(11 588.7427),(12 593.3016),(13 606.9718),(14 613.91473),(15 617.0168),(16 615.3091),(17 620.8218),(18 624.56335),(19 618.951),(20 636.97406),(21 645.7772),(22 651.01605),(23 640.4642),(24 629.6938),(25 618.9436),(26 622.45544),(27 632.8417),(28 626.98846),(29 634.97833),(30 635.2327),(31 628.5504),(32 622.96844),(33 624.0008),(34 623.4014),(35 621.31866),(36 630.4156),(37 635.9034),(38 639.6663),(39 645.32526),(40 638.09265),(41 657.62256),(42 652.0773),(43 654.87085),(44 670.1939),(45 670.6288),(46 671.30664),(47 672.0165),(48 669.3317),(49 677.4076),(50 677.23303),(51 676.74115),(52 669.5671),(53 660.26666),(54 663.342),(55 664.20886),(56 659.27094),(57 650.3243),(58 641.37427),(59 633.49036),(60 636.36444),(61 645.54193),(62 649.61975),(63 654.19867),(64 643.8024),(65 650.93665),(66 645.3676),(67 641.4728),(68 637.4008),(69 631.8975),(70 636.89575),(71 626.7876),(72 616.4041),(73 617.39264),(74 626.9647),(75 623.66394),(76 610.18964),(77 620.6651),(78 614.9397),(79 614.1534),
(1 307.51852),(2 403.26895),(3 426.85928),(4 455.35587),(5 485.24512),(6 494.259),(7 510.52747),(8 521.596),(9 550.53876),(10 554.72394),(11 569.6995),(12 584.65875),(13 599.7938),(14 596.85925),(15 603.1625),(16 604.03705),(17 610.9764),(18 604.50543),(19 603.36255),(20 620.6007),(21 614.3376),(22 618.779),(23 617.92334),(24 618.4785),(25 612.4211),(26 618.2792),(27 622.07684),(28 619.3261),(29 624.63025),(30 627.9603),(31 626.2244),(32 626.94147),(33 623.87823),(34 623.08716),(35 621.2946),(36 632.53094),(37 627.1601),(38 633.8204),(39 643.9485),(40 643.3841),(41 645.0455),(42 651.2285),(43 659.2072),(44 666.2907),(45 660.4281),(46 667.3471),(47 674.40314),(48 665.99774),(49 666.0622),(50 657.0507),(51 660.7149),(52 658.8678),(53 664.63495),(54 657.3828),(55 654.4431),(56 652.50867),(57 648.9625),(58 647.7207),(59 649.8946),(60 665.4907),(61 656.0749),(62 648.2773),(63 653.30804),(64 656.5387),(65 656.074),(66 650.7114),(67 650.9891),(68 650.14545),(69 641.8765),(70 652.4222),(71 638.2798),(72 634.5208),(73 635.0767),(74 622.0971),(75 622.68274),(76 621.13855),(77 621.9879),(78 607.9883),(79 600.6892),
(1 298.82782),(2 385.11526),(3 409.72623),(4 448.22226),(5 488.64243),(6 494.3892),(7 514.9169),(8 531.74243),(9 556.6251),(10 557.98566),(11 566.4419),(12 577.7741),(13 584.728),(14 590.8661),(15 605.9194),(16 604.9099),(17 608.95056),(18 611.2754),(19 609.33105),(20 606.47363),(21 600.22736),(22 609.66785),(23 612.2089),(24 606.0171),(25 599.7218),(26 591.2668),(27 592.5421),(28 590.61084),(29 595.3109),(30 591.2497),(31 601.7961),(32 603.8161),(33 606.70667),(34 601.2951),(35 595.51184),(36 609.6419),(37 618.62244),(38 607.76843),(39 622.8965),(40 617.30756),(41 613.6585),(42 610.82556),(43 616.7539),(44 618.747),(45 609.9675),(46 607.26025),(47 611.5559),(48 613.47626),(49 606.7735),(50 605.24805),(51 615.08057),(52 610.36816),(53 606.54395),(54 605.5065),(55 601.8351),(56 593.5406),(57 598.2317),(58 600.45105),(59 595.8509),(60 594.1398),(61 605.44696),(62 606.29645),(63 612.2095),(64 611.17694),(65 621.04517),(66 621.17206),(67 623.81494),(68 619.6996),(69 621.6126),(70 622.0039),(71 615.6448),(72 612.7846),(73 613.0698),(74 600.7897),(75 608.5689),(76 602.25757),(77 599.5023),(78 598.1993),(79 587.339),
(1 292.74557),(2 378.43887),(3 402.69327),(4 439.69247),(5 474.17123),(6 487.41104),(7 512.56525),(8 522.5159),(9 542.83856),(10 545.744),(11 553.58356),(12 573.79395),(13 575.221),(14 578.20123),(15 587.911),(16 577.5313),(17 573.9999),(18 577.1465),(19 591.20233),(20 580.60114),(21 587.8337),(22 586.62585),(23 590.4886),(24 579.69507),(25 586.5673),(26 589.83936),(27 591.35156),(28 582.3999),(29 589.58136),(30 590.6878),(31 594.70526),(32 603.7851),(33 593.96027),(34 596.00336),(35 589.9365),(36 596.07635),(37 601.3978),(38 598.377),(39 610.23535),(40 598.6985),(41 600.4871),(42 601.44604),(43 596.0369),(44 604.06714),(45 594.14557),(46 597.867),(47 599.4997),(48 602.09894),(49 603.71185),(50 610.2318),(51 621.5622),(52 620.2141),(53 622.9757),(54 620.60266),(55 619.074),(56 618.5398),(57 621.743),(58 626.9831),(59 628.879),(60 623.9969),(61 642.4838),(62 640.7269),(63 645.81085),(64 649.453),(65 649.24036),(66 651.1431),(67 637.74225),(68 642.0031),(69 629.6077),(70 623.6206),(71 614.29553),(72 606.27954),(73 606.2774),(74 603.78735),(75 603.154),(76 596.9778),(77 606.83685),(78 607.71936),(79 605.9731),
(1 284.89896),(2 365.75986),(3 387.16806),(4 414.67987),(5 442.5618),(6 448.13046),(7 457.22897),(8 472.73386),(9 499.9315),(10 498.09183),(11 513.8495),(12 527.64484),(13 526.0578),(14 531.84143),(15 542.875),(16 538.4405),(17 552.25616),(18 549.8597),(19 552.2707),(20 550.7828),(21 549.16675),(22 549.39935),(23 553.1818),(24 543.7995),(25 535.63214),(26 537.7771),(27 538.7674),(28 545.11426),(29 549.0116),(30 544.99585),(31 557.6761),(32 556.7006),(33 555.5909),(34 560.29785),(35 560.7945),(36 565.58997),(37 565.20795),(38 564.0543),(39 579.2172),(40 569.5239),(41 569.3753),(42 578.7965),(43 574.2118),(44 571.99133),(45 579.35834),(46 584.3047),(47 582.26794),(48 577.95844),(49 577.2293),(50 579.16187),(51 587.1512),(52 577.8711),(53 579.43945),(54 582.60724),(55 582.05743),(56 582.7067),(57 581.5736),(58 583.6594),(59 575.0754),(60 564.5737),(61 575.4724),(62 568.7466),(63 572.00665),(64 561.9497),(65 557.7553),(66 557.90717),(67 550.8507),(68 548.2302),(69 542.6736),(70 548.94977),(71 546.55383),(72 537.9246),(73 544.6938),(74 541.6125),(75 544.0349),(76 532.08405),(77 540.80176),(78 541.5275),(79 548.0069),
(1 282.50034),(2 357.9534),(3 375.78772),(4 400.07877),(5 426.55264),(6 446.09415),(7 470.86087),(8 475.78156),(9 493.47565),(10 506.10315),(11 515.777),(12 530.96405),(13 531.3537),(14 544.3767),(15 565.3847),(16 564.6816),(17 567.56586),(18 558.6831),(19 565.915),(20 561.68756),(21 576.95624),(22 574.0891),(23 562.61993),(24 557.2521),(25 559.2635),(26 558.92957),(27 572.07007),(28 568.0621),(29 568.3677),(30 567.9326),(31 564.5979),(32 569.7176),(33 567.48413),(34 566.13367),(35 559.7575),(36 556.8203),(37 559.65015),(38 552.7258),(39 558.7218),(40 558.0128),(41 551.2546),(42 550.43994),(43 557.28265),(44 557.71625),(45 565.6977),(46 568.1436),(47 567.6694),(48 567.2282),(49 559.955),(50 560.74255),(51 561.78735),(52 552.86273),(53 570.1639),(54 564.8657),(55 560.91644),(56 558.02655),(57 559.68286),(58 560.8376),(59 559.97),(60 553.45734),(61 549.98975),(62 549.5648),(63 565.4783),(64 552.7611),(65 555.87823),(66 557.3911),(67 556.54865),(68 561.7081),(69 561.82916),(70 558.452),(71 549.2353),(72 541.4229),(73 542.8402),(74 542.4878),(75 543.28955),(76 542.7707),(77 543.31274),(78 542.2242),(79 536.33777),
(1 278.77072),(2 362.36694),(3 379.80414),(4 404.64746),(5 436.63834),(6 444.85324),(7 458.4535),(8 466.83392),(9 497.3659),(10 495.54147),(11 507.6459),(12 522.91766),(13 535.8273),(14 550.2257),(15 559.4632),(16 560.62585),(17 552.6134),(18 547.8419),(19 547.0568),(20 545.8246),(21 542.102),(22 546.1047),(23 545.5106),(24 543.8856),(25 534.9565),(26 536.78406),(27 540.15857),(28 535.41077),(29 537.8693),(30 538.7321),(31 538.6138),(32 531.1084),(33 533.05597),(34 526.25885),(35 528.0035),(36 528.9346),(37 532.75134),(38 531.868),(39 535.08044),(40 531.1896),(41 534.879),(42 539.59607),(43 538.7683),(44 543.9532),(45 549.32367),(46 551.43176),(47 551.55804),(48 557.8917),(49 557.8963),(50 555.27655),(51 571.82043),(52 563.86475),(53 570.3108),(54 573.0683),(55 570.8141),(56 572.5218),(57 575.0411),(58 574.0419),(59 582.10175),(60 571.6845),(61 570.02844),(62 562.59753),(63 560.6354),(64 557.0779),(65 548.0208),(66 543.419),(67 545.94525),(68 548.6009),(69 548.16327),(70 551.48505),(71 545.1764),(72 539.07733),(73 542.43994),(74 539.27344),(75 541.6314),(76 538.2099),(77 537.4491),(78 533.6021),(79 534.99066),
(1 279.5599),(2 355.51013),(3 374.79266),(4 401.41434),(5 426.22552),(6 434.02878),(7 448.28256),(8 463.21362),(9 474.21893),(10 487.99292),(11 496.31027),(12 510.30432),(13 515.43054),(14 521.9395),(15 527.8184),(16 529.1458),(17 530.4665),(18 535.5962),(19 543.0833),(20 538.22864),(21 538.0781),(22 539.74927),(23 542.2248),(24 541.43646),(25 539.83325),(26 540.8592),(27 548.3483),(28 539.57306),(29 539.9959),(30 534.34894),(31 546.3938),(32 550.99915),(33 547.89954),(34 551.4792),(35 558.6414),(36 558.6866),(37 549.85645),(38 548.1914),(39 549.4433),(40 542.8108),(41 539.879),(42 547.42224),(43 542.67395),(44 539.6131),(45 538.4576),(46 545.36127),(47 547.3264),(48 535.1018),(49 540.30316),(50 544.18),(51 559.48145),(52 547.79926),(53 550.79016),(54 548.631),(55 543.3702),(56 551.0439),(57 550.27924),(58 549.591),(59 548.93427),(60 549.6082),(61 547.3339),(62 548.95404),(63 552.8198),(64 542.6522),(65 547.6053),(66 537.95123),(67 542.66943),(68 538.5857),(69 536.114),(70 535.4276),(71 533.23956),(72 535.3037),(73 536.4654),(74 535.2435),(75 549.43176),(76 545.4307),(77 544.22186),(78 539.6867),(79 537.7439),
(1 267.03088),(2 341.07565),(3 359.9047),(4 383.8059),(5 402.474),(6 415.16064),(7 424.69247),(8 431.73987),(9 450.7852),(10 464.38516),(11 469.0492),(12 475.52704),(13 484.36884),(14 497.2753),(15 514.04663),(16 507.58774),(17 507.9471),(18 509.61676),(19 515.99524),(20 521.0375),(21 525.073),(22 522.71893),(23 525.4905),(24 527.25665),(25 526.0636),(26 524.33026),(27 525.48486),(28 522.40027),(29 523.7082),(30 521.5042),(31 528.6167),(32 532.74615),(33 521.44977),(34 522.52106),(35 522.35156),(36 520.32965),(37 519.9827),(38 514.35065),(39 519.9239),(40 518.7622),(41 519.6093),(42 519.3219),(43 516.8517),(44 523.3159),(45 522.16925),(46 527.2072),(47 527.934),(48 530.0905),(49 536.8837),(50 541.70844),(51 547.642),(52 542.6222),(53 546.554),(54 548.7087),(55 557.24365),(56 554.63617),(57 551.5758),(58 550.6439),(59 557.4757),(60 550.87787),(61 553.9914),(62 556.6223),(63 564.0024),(64 560.1813),(65 552.36346),(66 543.49756),(67 544.091),(68 533.92194),(69 526.5548),(70 526.8559),(71 516.2418),(72 508.63385),(73 513.14795),(74 509.5504),(75 512.34875),(76 510.09286),(77 517.0426),(78 511.2295),(79 512.1219),
(1 251.2927),(2 321.52402),(3 346.51334),(4 365.0511),(5 383.60736),(6 394.79657),(7 403.29935),(8 420.13483),(9 434.401),(10 444.2146),(11 451.0202),(12 458.91074),(13 467.0595),(14 474.8385),(15 487.31784),(16 486.2055),(17 484.9966),(18 487.5648),(19 492.94843),(20 500.22256),(21 505.8984),(22 506.28384),(23 510.1169),(24 507.2235),(25 509.69812),(26 515.0695),(27 511.39172),(28 497.24753),(29 502.08994),(30 498.8578),(31 510.37222),(32 517.45917),(33 505.1882),(34 496.792),(35 496.8083),(36 492.64767),(37 495.82816),(38 487.02206),(39 494.05246),(40 495.19208),(41 497.46497),(42 496.34772),(43 497.65314),(44 496.80734),(45 488.3491),(46 494.813),(47 499.24634),(48 499.17792),(49 497.53543),(50 502.09167),(51 516.6811),(52 513.7572),(53 519.45325),(54 515.1445),(55 509.1453),(56 514.7496),(57 520.4737),(58 513.6684),(59 513.70526),(60 513.4463),(61 520.28265),(62 515.04663),(63 521.7816),(64 515.4363),(65 509.22754),(66 502.48608),(67 506.96295),(68 493.74335),(69 492.26712),(70 496.19916),(71 488.67578),(72 483.34424),(73 491.6918),(74 489.0843),(75 485.984),(76 483.42905),(77 482.9316),(78 481.56638),(79 478.11148),
(1 255.10909),(2 324.51746),(3 347.7074),(4 365.42685),(5 382.4632),(6 400.0215),(7 404.8087),(8 421.28635),(9 425.61707),(10 433.55246),(11 438.66003),(12 453.11066),(13 461.16827),(14 465.11496),(15 480.61935),(16 478.89923),(17 480.44348),(18 477.56277),(19 492.10303),(20 488.53357),(21 490.59073),(22 493.72897),(23 490.01004),(24 488.0835),(25 488.22586),(26 485.4914),(27 484.25665),(28 480.39972),(29 482.99103),(30 482.561),(31 488.54358),(32 491.43857),(33 492.738),(34 490.69016),(35 494.0673),(36 490.28156),(37 491.3869),(38 487.77344),(39 496.8123),(40 493.99686),(41 488.1653),(42 492.57333),(43 493.78156),(44 499.78137),(45 495.17126),(46 505.4276),(47 502.46103),(48 507.6924),(49 503.5663),(50 500.56738),(51 519.4678),(52 512.689),(53 508.7372),(54 511.5347),(55 516.7338),(56 511.38065),(57 513.1839),(58 512.34985),(59 507.25107),(60 505.1219),(61 507.04648),(62 500.6768),(63 503.89923),(64 499.41916),(65 499.27716),(66 494.38498),(67 497.69238),(68 493.65134),(69 496.1053),(70 496.16272),(71 494.13925),(72 486.60666),(73 490.13495),(74 483.9622),(75 496.70422),(76 491.28378),(77 483.2136),(78 481.15686),(79 479.6243),
(1 255.10257),(2 322.69858),(3 343.64713),(4 364.21857),(5 374.27664),(6 391.11575),(7 396.88913),(8 408.7989),(9 425.1025),(10 430.30655),(11 441.02975),(12 444.52),(13 451.28317),(14 454.9009),(15 462.43762),(16 463.49918),(17 468.65536),(18 472.60904),(19 480.19504),(20 475.01117),(21 463.14767),(22 468.2875),(23 468.43268),(24 462.91302),(25 464.01825),(26 460.36703),(27 468.0056),(28 456.89053),(29 466.71857),(30 468.76984),(31 464.2645),(32 471.42804),(33 469.06442),(34 472.59186),(35 478.7651),(36 481.88446),(37 482.4319),(38 476.59326),(39 488.58328),(40 481.2484),(41 484.2366),(42 478.82422),(43 481.9889),(44 481.84598),(45 479.56958),(46 480.3286),(47 486.60352),(48 485.10867),(49 481.85345),(50 479.4671),(51 487.1523),(52 479.90918),(53 476.9861),(54 478.7789),(55 486.90463),(56 484.13904),(57 481.60547),(58 483.79434),(59 481.2388),(60 480.14142),(61 480.07825),(62 479.64133),(63 484.17523),(64 476.29333),(65 483.2265),(66 478.98508),(67 480.1235),(68 479.6391),(69 480.87943),(70 477.32175),(71 479.1589),(72 468.8123),(73 467.08054),(74 461.8398),(75 466.05945),(76 464.84445),(77 467.5503),(78 467.16562),(79 466.17786),
(1 254.401),(2 317.0297),(3 340.05637),(4 353.05344),(5 363.4408),(6 382.4636),(7 391.42636),(8 397.7024),(9 410.03543),(10 412.72437),(11 422.3578),(12 429.49075),(13 428.49777),(14 443.49747),(15 451.922),(16 447.1802),(17 454.10666),(18 451.95245),(19 460.4567),(20 458.0529),(21 460.26337),(22 463.36426),(23 459.72382),(24 460.06412),(25 462.65784),(26 469.89755),(27 472.9506),(28 464.904),(29 472.37292),(30 469.10608),(31 465.29657),(32 471.2236),(33 467.4068),(34 465.5694),(35 470.04913),(36 467.30286),(37 466.8693),(38 465.06436),(39 469.2035),(40 467.32385),(41 464.84647),(42 470.86874),(43 470.14502),(44 472.16513),(45 476.97723),(46 474.032),(47 469.32202),(48 474.79138),(49 469.81372),(50 474.07898),(51 476.57224),(52 466.97003),(53 477.6663),(54 469.2108),(55 464.10397),(56 467.7978),(57 471.80847),(58 476.5275),(59 478.99655),(60 480.7895),(61 479.78287),(62 483.29684),(63 484.97812),(64 484.9875),(65 485.70602),(66 479.65112),(67 479.0406),(68 480.5712),(69 476.50714),(70 475.35843),(71 470.16617),(72 463.12732),(73 459.22284),(74 457.2255),(75 469.51367),(76 465.24673),(77 460.0249),(78 463.5585),(79 467.32053),
(1 243.27255),(2 307.67725),(3 334.33246),(4 343.73212),(5 355.91718),(6 362.9612),(7 375.17868),(8 391.25742),(9 401.51273),(10 404.53558),(11 404.429),(12 411.0497),(13 411.85605),(14 419.88885),(15 433.19873),(16 437.77896),(17 430.75696),(18 439.85925),(19 440.47836),(20 437.79794),(21 439.20264),(22 443.57883),(23 441.11798),(24 438.6685),(25 441.1987),(26 439.64197),(27 445.93448),(28 444.34103),(29 440.55215),(30 440.48773),(31 445.11197),(32 445.3908),(33 435.64957),(34 433.20557),(35 441.3664),(36 442.70782),(37 441.26697),(38 436.83224),(39 450.15164),(40 447.76807),(41 454.78918),(42 460.7781),(43 460.99493),(44 455.83774),(45 456.91),(46 459.2129),(47 468.56082),(48 465.54813),(49 473.2586),(50 468.25732),(51 468.4354),(52 460.3608),(53 466.10748),(54 459.2351),(55 463.6725),(56 466.12973),(57 458.36395),(58 457.5535),(59 454.61145),(60 455.27277),(61 454.0179),(62 453.98502),(63 456.99478),(64 452.6119),(65 452.8322),(66 455.8141),(67 453.44754),(68 455.33777),(69 453.65668),(70 456.19293),(71 453.55475),(72 454.8286),(73 455.3716),(74 456.30087),(75 456.09708),(76 457.91306),(77 459.15744),(78 463.9996),(79 464.34473),
(1 249.57733),(2 301.80002),(3 318.81927),(4 337.51917),(5 355.09247),(6 365.24423),(7 373.049),(8 382.8919),(9 395.59033),(10 398.75183),(11 409.92548),(12 418.99564),(13 411.76797),(14 425.73193),(15 434.262),(16 422.3959),(17 430.8779),(18 435.01794),(19 438.1961),(20 441.31125),(21 440.58105),(22 438.0128),(23 444.3109),(24 448.26486),(25 444.28467),(26 441.36142),(27 448.73734),(28 443.1423),(29 443.821),(30 445.6123),(31 448.9827),(32 457.8216),(33 448.91992),(34 450.9095),(35 451.3296),(36 453.75906),(37 455.04288),(38 450.75842),(39 456.335),(40 456.21494),(41 452.37796),(42 456.45126),(43 458.56525),(44 456.32166),(45 456.79382),(46 461.7496),(47 463.6198),(48 463.38773),(49 462.3324),(50 467.38626),(51 470.29),(52 465.12637),(53 472.68436),(54 462.9111),(55 463.5128),(56 460.60022),(57 454.67648),(58 454.83786),(59 461.41583),(60 453.23184),(61 444.79846),(62 447.01385),(63 450.7375),(64 446.0701),(65 451.79913),(66 452.7044),(67 455.0792),(68 446.40146),(69 446.69064),(70 449.5329),(71 453.40616),(72 450.96512),(73 442.3449),(74 441.4587),(75 440.0331),(76 437.57733),(77 444.04318),(78 448.8119),(79 452.61932),
(1 238.51537),(2 292.6591),(3 317.1123),(4 329.96066),(5 344.0639),(6 359.58713),(7 368.25864),(8 378.70898),(9 382.92114),(10 391.60193),(11 399.21924),(12 412.9238),(13 415.07724),(14 415.45148),(15 423.9581),(16 426.53427),(17 436.00244),(18 435.42773),(19 442.51947),(20 439.50494),(21 444.0122),(22 441.31415),(23 442.29105),(24 436.30383),(25 436.94202),(26 439.98346),(27 448.73758),(28 445.01047),(29 448.3842),(30 445.774),(31 448.2768),(32 449.62915),(33 447.1387),(34 450.63446),(35 450.00653),(36 455.69064),(37 460.16),(38 448.14407),(39 455.0133),(40 455.7974),(41 450.10587),(42 444.19638),(43 452.3527),(44 448.0377),(45 451.40616),(46 448.6487),(47 452.09525),(48 459.24234),(49 450.37482),(50 448.48782),(51 453.75534),(52 448.34454),(53 450.81302),(54 445.91263),(55 450.1655),(56 442.56805),(57 443.68417),(58 436.97952),(59 443.78793),(60 441.96942),(61 436.43484),(62 438.33142),(63 442.96484),(64 437.8258),(65 439.88174),(66 438.52048),(67 444.5653),(68 437.23395),(69 428.82175),(70 434.86908),(71 436.45413),(72 434.58722),(73 430.55112),(74 425.37753),(75 436.34457),(76 426.86664),(77 428.1559),(78 431.9831),(79 433.0159),
(1 233.242),(2 288.54834),(3 310.34448),(4 324.05963),(5 336.38846),(6 343.1027),(7 353.66568),(8 362.087),(9 363.7905),(10 372.02618),(11 382.9923),(12 382.34256),(13 383.85327),(14 381.98276),(15 393.11346),(16 394.25122),(17 396.48886),(18 399.5239),(19 407.7748),(20 405.36206),(21 405.04358),(22 406.0788),(23 398.538),(24 400.41418),(25 402.62158),(26 403.7309),(27 402.1065),(28 402.65375),(29 406.70047),(30 409.38028),(31 419.5171),(32 420.80014),(33 419.0617),(34 418.34235),(35 423.73874),(36 426.2255),(37 428.6026),(38 424.09384),(39 428.05923),(40 430.95703),(41 426.7787),(42 424.3823),(43 431.42914),(44 427.9791),(45 426.33118),(46 428.617),(47 425.2315),(48 425.17435),(49 428.43423),(50 419.74762),(51 431.29846),(52 429.46066),(53 432.41275),(54 428.92517),(55 432.2117),(56 430.1469),(57 429.10632),(58 426.57602),(59 421.35104),(60 424.46237),(61 424.61456),(62 422.4582),(63 427.8272),(64 422.1675),(65 425.88406),(66 420.82346),(67 422.2772),(68 420.78705),(69 419.3595),(70 418.86026),(71 418.20728),(72 416.98407),(73 410.7035),(74 414.5378),(75 423.82257),(76 421.3318),(77 422.13263),(78 414.60632),(79 413.25607),
(1 233.035),(2 281.18878),(3 301.12192),(4 315.0714),(5 327.93307),(6 336.49997),(7 338.8918),(8 351.24124),(9 358.43774),(10 360.1018),(11 371.10684),(12 373.55963),(13 376.15988),(14 384.53128),(15 390.53253),(16 393.9935),(17 403.38443),(18 407.92154),(19 406.21417),(20 414.5981),(21 411.8948),(22 416.2518),(23 416.99564),(24 412.7011),(25 417.84933),(26 421.78186),(27 424.5327),(28 421.36026),(29 427.71652),(30 423.3121),(31 428.4211),(32 426.12262),(33 420.4381),(34 426.5739),(35 428.2499),(36 426.87),(37 429.39264),(38 420.3614),(39 421.7716),(40 423.29507),(41 419.9037),(42 421.53796),(43 423.155),(44 417.511),(45 424.20892),(46 423.32632),(47 415.67648),(48 419.4969),(49 418.8266),(50 413.92453),(51 419.4066),(52 418.87213),(53 419.7087),(54 417.88925),(55 419.48898),(56 413.519),(57 408.94543),(58 403.05447),(59 408.08752),(60 412.06693),(61 414.68506),(62 414.55383),(63 416.9182),(64 413.06757),(65 413.60477),(66 414.57306),(67 418.12137),(68 417.02216),(69 419.05682),(70 417.54138),(71 417.17844),(72 414.6157),(73 418.11694),(74 414.8105),(75 418.13028),(76 409.7135),(77 415.1233),(78 410.1577),(79 408.73074),
