1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 199.2111),(2 225.3337),(3 240.94675),(4 248.4695),(5 255.68407),(6 262.7063),(7 264.6009),(8 267.12555),(9 272.7504),(10 268.24768),(11 271.0814),(12 272.55795),(13 273.77716),(14 271.45584),(15 272.98602),(16 272.69016),(17 270.323),(18 274.8158),(19 270.55032),(20 272.13412),(21 274.16565),(22 271.6745),(23 277.6371),(24 272.8789),(25 274.1963),(26 278.24792),(27 280.11896),(28 279.67712),(29 283.29166),(30 283.2541),(31 287.9835),(32 285.32425),(33 286.5289),(34 285.6041),(35 287.91956),(36 289.15558),(37 287.8226),(38 294.42545),(39 289.92023),(40 291.51904),(41 292.11017),(42 293.107),(43 291.62265),(44 293.30444),(45 292.3679),(46 296.2473),(47 295.6926),(48 298.8844),(49 297.62912),(50 300.92307),(51 296.80237),(52 297.91284),(53 298.0537),(54 298.56006),(55 297.10486),(56 299.50174),(57 297.38852),(58 298.68912),(59 299.8698),(60 301.20566),(61 305.58838),(62 305.84344),(63 307.36255),(64 305.2792),(65 306.51266),(66 308.3462),(67 308.664),(68 306.47787),(69 303.41174),(70 300.2255),(71 305.45172),(72 305.22238),(73 305.62753),(74 303.82037),(75 301.707),(76 302.28412),(77 300.57422),(78 301.73535),(79 303.763),
(1 193.7393),(2 222.10538),(3 234.79347),(4 247.46368),(5 251.04732),(6 259.85422),(7 261.75647),(8 264.78955),(9 265.89456),(10 265.92218),(11 268.02975),(12 268.5487),(13 271.90945),(14 271.00305),(15 271.0027),(16 267.66272),(17 271.25513),(18 270.4829),(19 268.5564),(20 267.36194),(21 270.10635),(22 269.024),(23 269.0235),(24 267.91257),(25 270.60474),(26 268.40726),(27 272.49847),(28 271.29938),(29 276.27686),(30 276.28696),(31 279.82657),(32 276.7738),(33 280.48553),(34 278.88226),(35 280.70883),(36 283.1026),(37 283.42923),(38 286.32855),(39 287.08316),(40 282.36868),(41 282.07666),(42 286.50232),(43 284.7419),(44 284.58273),(45 286.02432),(46 291.40924),(47 292.07053),(48 292.53082),(49 291.23245),(50 293.0987),(51 289.81808),(52 293.8791),(53 290.2341),(54 293.45285),(55 290.43625),(56 291.4878),(57 291.10107),(58 290.75836),(59 293.65292),(60 298.1535),(61 301.52365),(62 301.59796),(63 302.4417),(64 301.78943),(65 306.4897),(66 307.2265),(67 306.85),(68 304.35696),(69 307.49045),(70 308.50027),(71 307.15897),(72 308.31253),(73 308.59967),(74 309.96213),(75 307.7049),(76 307.93057),(77 308.54733),(78 307.06842),(79 309.25778),
(1 191.54306),(2 224.16502),(3 234.13683),(4 245.32295),(5 251.23405),(6 256.3269),(7 256.02347),(8 259.69525),(9 262.81573),(10 264.01108),(11 268.3325),(12 268.67984),(13 272.00162),(14 269.67535),(15 267.3421),(16 268.3425),(17 267.07178),(18 264.89896),(19 265.53748),(20 265.54593),(21 261.86667),(22 264.23663),(23 264.7702),(24 265.62842),(25 271.0534),(26 270.9378),(27 271.05283),(28 271.6889),(29 274.3728),(30 274.41544),(31 279.6036),(32 279.25467),(33 282.7584),(34 281.10464),(35 276.83975),(36 280.87408),(37 280.61804),(38 279.5021),(39 281.7496),(40 282.82904),(41 284.39063),(42 281.81113),(43 284.07916),(44 281.9676),(45 283.18655),(46 286.69736),(47 284.14667),(48 287.47412),(49 283.68158),(50 288.923),(51 283.85742),(52 284.64963),(53 284.84198),(54 288.8173),(55 285.24576),(56 284.12396),(57 286.8696),(58 289.12534),(59 290.59464),(60 290.06912),(61 296.5599),(62 299.57486),(63 301.28104),(64 302.85226),(65 304.90244),(66 301.8903),(67 302.5846),(68 301.21487),(69 298.83917),(70 297.45587),(71 298.32053),(72 302.54944),(73 306.48718),(74 304.47052),(75 299.76486),(76 300.6614),(77 302.9894),(78 297.90564),(79 297.49493),
(1 193.00172),(2 219.82108),(3 230.69417),(4 239.4945),(5 245.72813),(6 253.26987),(7 254.60396),(8 261.81775),(9 261.24826),(10 260.66055),(11 261.26596),(12 259.96402),(13 260.05997),(14 261.83353),(15 260.37067),(16 257.04666),(17 257.75558),(18 258.25217),(19 261.84363),(20 261.48056),(21 263.42633),(22 259.52737),(23 260.41748),(24 258.9098),(25 261.24692),(26 260.18362),(27 262.17667),(28 266.41223),(29 267.15457),(30 270.0431),(31 269.4599),(32 269.96283),(33 268.81915),(34 269.2134),(35 267.27942),(36 270.94867),(37 275.3038),(38 277.0308),(39 275.6622),(40 277.04843),(41 275.09653),(42 280.7527),(43 277.167),(44 280.20444),(45 279.21515),(46 281.4008),(47 281.55774),(48 281.98325),(49 280.818),(50 282.4218),(51 283.16028),(52 283.84137),(53 284.44797),(54 287.4319),(55 284.568),(56 279.71173),(57 282.35516),(58 284.47903),(59 287.98492),(60 289.13275),(61 292.87003),(62 290.17264),(63 291.8807),(64 293.36307),(65 295.26965),(66 294.7493),(67 291.692),(68 290.9606),(69 292.6758),(70 290.295),(71 295.6021),(72 295.18903),(73 299.13162),(74 295.31122),(75 294.58954),(76 297.5927),(77 296.51385),(78 291.66458),(79 291.8104),
(1 189.18256),(2 216.1997),(3 223.96587),(4 235.72238),(5 239.82437),(6 248.24199),(7 248.61343),(8 250.32796),(9 256.7607),(10 254.85358),(11 255.17728),(12 258.7274),(13 258.0602),(14 259.41763),(15 259.5951),(16 256.57104),(17 255.9219),(18 254.41481),(19 255.44382),(20 258.43582),(21 255.01018),(22 256.46396),(23 254.44424),(24 255.07285),(25 256.56503),(26 258.40448),(27 262.7018),(28 265.147),(29 265.77594),(30 268.71045),(31 269.46915),(32 270.3837),(33 272.7264),(34 271.40445),(35 271.08173),(36 271.03433),(37 275.0109),(38 273.86792),(39 273.3617),(40 275.71326),(41 277.52173),(42 277.34094),(43 278.36722),(44 282.29288),(45 279.34433),(46 279.21417),(47 279.52252),(48 279.83743),(49 276.31485),(50 279.9366),(51 277.5156),(52 284.73715),(53 279.13226),(54 284.90463),(55 282.65546),(56 283.98322),(57 286.4044),(58 286.36844),(59 285.93124),(60 288.5569),(61 293.2049),(62 293.99554),(63 290.36774),(64 291.13046),(65 291.61212),(66 288.6665),(67 292.4986),(68 289.42923),(69 287.3916),(70 290.75015),(71 293.91956),(72 292.15952),(73 295.75128),(74 294.039),(75 290.5668),(76 290.436),(77 294.10126),(78 291.43735),(79 287.9557),
(1 182.71857),(2 209.89967),(3 221.92317),(4 230.36096),(5 234.37305),(6 246.2225),(7 248.59113),(8 246.04933),(9 251.25713),(10 253.59872),(11 252.5427),(12 250.73544),(13 251.06593),(14 253.28128),(15 253.23418),(16 251.64853),(17 248.09271),(18 255.0434),(19 254.64359),(20 257.33307),(21 254.86006),(22 250.62682),(23 255.02011),(24 253.1709),(25 253.8733),(26 261.3156),(27 260.75082),(28 259.69623),(29 262.7049),(30 263.72092),(31 266.48853),(32 267.901),(33 267.2347),(34 268.35657),(35 269.4776),(36 272.4922),(37 272.41162),(38 276.95016),(39 274.96042),(40 274.294),(41 273.43097),(42 273.19266),(43 275.5478),(44 273.88724),(45 275.4392),(46 282.9106),(47 280.94287),(48 278.9431),(49 278.01086),(50 281.9724),(51 277.57022),(52 282.98483),(53 283.71173),(54 287.27228),(55 283.42526),(56 282.38626),(57 286.3779),(58 286.34766),(59 284.2576),(60 288.8217),(61 290.25192),(62 290.54126),(63 287.49487),(64 290.30377),(65 290.55704),(66 289.40274),(67 290.95367),(68 291.8773),(69 292.7073),(70 292.2742),(71 289.76654),(72 292.04922),(73 293.2874),(74 293.3455),(75 290.43903),(76 291.26227),(77 291.8752),(78 292.2366),(79 288.4796),
(1 180.51743),(2 208.145),(3 218.11139),(4 228.87314),(5 235.99228),(6 237.19446),(7 239.78593),(8 241.62923),(9 249.91),(10 247.10826),(11 249.22037),(12 249.80902),(13 249.13042),(14 249.89685),(15 251.16171),(16 245.9673),(17 249.98834),(18 248.79208),(19 249.33571),(20 248.57956),(21 246.89066),(22 247.59068),(23 244.76843),(24 244.647),(25 244.34935),(26 248.83533),(27 249.65501),(28 251.7043),(29 254.2282),(30 259.498),(31 263.7182),(32 265.33234),(33 260.57727),(34 261.88376),(35 261.83823),(36 264.1705),(37 266.5754),(38 266.2719),(39 265.637),(40 266.87445),(41 267.30493),(42 268.37772),(43 268.13187),(44 268.8401),(45 270.482),(46 272.50552),(47 271.0015),(48 268.07007),(49 266.3475),(50 269.48096),(51 268.4058),(52 266.72028),(53 267.04272),(54 273.4607),(55 272.55972),(56 269.19672),(57 273.7227),(58 273.2934),(59 275.07773),(60 276.59567),(61 281.5383),(62 282.52225),(63 282.8483),(64 284.79205),(65 283.26175),(66 280.57568),(67 278.80722),(68 278.55582),(69 277.65308),(70 279.51837),(71 283.8367),(72 283.8766),(73 281.73776),(74 282.4876),(75 280.43332),(76 280.4698),(77 280.17273),(78 284.95938),(79 277.13596),
(1 180.20781),(2 206.40613),(3 217.52812),(4 227.0811),(5 235.91743),(6 242.67963),(7 244.6531),(8 248.28491),(9 255.0637),(10 251.54488),(11 254.5968),(12 252.88126),(13 250.73232),(14 250.57294),(15 248.43672),(16 246.4051),(17 247.92657),(18 247.0441),(19 248.59216),(20 250.39845),(21 248.2487),(22 249.54596),(23 246.03233),(24 246.47437),(25 246.98238),(26 249.59297),(27 251.16473),(28 249.31447),(29 252.93695),(30 255.86386),(31 259.01752),(32 256.87802),(33 257.73886),(34 260.19873),(35 260.9966),(36 260.40436),(37 264.92273),(38 265.68256),(39 262.32352),(40 268.0234),(41 267.98007),(42 268.4009),(43 268.46545),(44 268.78018),(45 268.71265),(46 269.99557),(47 269.70395),(48 273.03314),(49 269.9869),(50 271.93478),(51 271.4652),(52 272.89365),(53 274.2661),(54 273.5008),(55 271.67712),(56 269.8915),(57 269.66098),(58 267.9118),(59 271.75708),(60 272.88965),(61 275.6475),(62 278.07278),(63 275.3243),(64 278.5035),(65 278.16846),(66 280.75647),(67 281.13135),(68 277.38876),(69 280.16956),(70 278.59787),(71 280.58017),(72 284.49026),(73 282.05945),(74 279.4347),(75 278.53848),(76 280.87457),(77 283.49954),(78 282.0548),(79 279.6159),
(1 178.40646),(2 207.67232),(3 218.07726),(4 230.75703),(5 233.71838),(6 240.42104),(7 243.34636),(8 248.11368),(9 249.03178),(10 250.43805),(11 252.00537),(12 255.55319),(13 253.43214),(14 251.26384),(15 252.05917),(16 249.32086),(17 252.85173),(18 253.22638),(19 251.64171),(20 254.77983),(21 247.5087),(22 247.88522),(23 243.94728),(24 247.71446),(25 246.08797),(26 249.35378),(27 252.22884),(28 248.96344),(29 257.06772),(30 257.586),(31 257.67392),(32 260.29742),(33 258.61423),(34 264.7074),(35 263.44995),(36 263.35696),(37 264.77814),(38 268.0941),(39 263.57855),(40 268.00092),(41 264.2853),(42 265.61417),(43 263.66632),(44 265.6102),(45 265.4409),(46 268.3672),(47 268.927),(48 269.67654),(49 269.07385),(50 271.5842),(51 272.5047),(52 270.70566),(53 269.0359),(54 269.374),(55 268.79095),(56 270.5714),(57 270.62607),(58 269.09705),(59 271.49527),(60 273.23883),(61 272.88245),(62 274.567),(63 271.75217),(64 274.80228),(65 276.5125),(66 276.67798),(67 278.21896),(68 276.638),(69 278.2293),(70 273.26364),(71 275.38712),(72 272.87698),(73 278.80774),(74 278.33743),(75 274.88782),(76 276.42078),(77 277.9809),(78 273.03513),(79 272.13812),
(1 174.63373),(2 203.51225),(3 212.18166),(4 222.70729),(5 228.07019),(6 234.84967),(7 236.7493),(8 238.95792),(9 245.05475),(10 246.1274),(11 248.50162),(12 243.60213),(13 245.04988),(14 240.18457),(15 242.30286),(16 239.76231),(17 241.9805),(18 241.39465),(19 242.65005),(20 241.75607),(21 244.50104),(22 245.61473),(23 241.84705),(24 240.23674),(25 244.42216),(26 247.77553),(27 248.01563),(28 246.44493),(29 250.85962),(30 250.7884),(31 251.80585),(32 252.9212),(33 255.90962),(34 254.48354),(35 250.73582),(36 255.91379),(37 259.56268),(38 262.2129),(39 257.86966),(40 259.93533),(41 263.29562),(42 264.51547),(43 261.67944),(44 264.37024),(45 262.8899),(46 262.8793),(47 261.3497),(48 263.1085),(49 263.71558),(50 263.99857),(51 261.27975),(52 264.91626),(53 265.3869),(54 263.91183),(55 262.0109),(56 264.30756),(57 264.99252),(58 267.28293),(59 267.51584),(60 268.85498),(61 271.76376),(62 272.2816),(63 269.59656),(64 271.17303),(65 275.5244),(66 274.9817),(67 275.54248),(68 274.73633),(69 274.27454),(70 271.3592),(71 272.17862),(72 276.07114),(73 276.25418),(74 274.71255),(75 272.21286),(76 272.38025),(77 271.60135),(78 270.48166),(79 269.237),
(1 170.75769),(2 201.33235),(3 209.31633),(4 219.86684),(5 227.28871),(6 232.56374),(7 231.65897),(8 236.34297),(9 241.47325),(10 244.72841),(11 241.919),(12 240.21515),(13 240.89235),(14 240.5331),(15 237.27715),(16 240.64394),(17 239.21211),(18 239.45361),(19 241.1279),(20 237.48605),(21 242.09923),(22 241.12567),(23 240.35059),(24 240.57436),(25 240.72122),(26 243.94643),(27 247.58379),(28 246.07619),(29 249.02763),(30 245.79933),(31 250.63948),(32 250.50168),(33 252.05046),(34 249.99895),(35 250.58798),(36 256.6241),(37 256.46515),(38 254.66995),(39 252.69962),(40 257.79),(41 255.86745),(42 259.53287),(43 258.13583),(44 259.88934),(45 260.1895),(46 258.73456),(47 257.83862),(48 260.27527),(49 260.89853),(50 262.2312),(51 259.20367),(52 260.1202),(53 260.635),(54 263.26807),(55 260.5824),(56 264.8488),(57 264.4113),(58 263.0568),(59 262.5788),(60 261.5382),(61 266.66116),(62 267.8154),(63 265.54117),(64 266.87347),(65 268.32657),(66 266.05948),(67 269.5265),(68 269.18265),(69 269.32825),(70 268.87164),(71 269.02478),(72 269.1926),(73 272.68137),(74 272.26114),(75 270.2629),(76 272.98322),(77 269.6648),(78 270.4712),(79 272.00787),
(1 169.03584),(2 194.55096),(3 202.97765),(4 214.8156),(5 223.15602),(6 225.88562),(7 227.84862),(8 227.77686),(9 232.83319),(10 234.12518),(11 235.44482),(12 236.01666),(13 238.59438),(14 235.47537),(15 232.59814),(16 232.7949),(17 233.60518),(18 235.41737),(19 235.7638),(20 238.80591),(21 237.69397),(22 238.48816),(23 236.71207),(24 234.85278),(25 236.76819),(26 239.10858),(27 238.60564),(28 236.66064),(29 243.18007),(30 240.02223),(31 246.41849),(32 248.99086),(33 248.01933),(34 246.55673),(35 243.37453),(36 246.66568),(37 249.43793),(38 251.16316),(39 248.91277),(40 248.22572),(41 249.78482),(42 251.82384),(43 249.17487),(44 252.55656),(45 253.54076),(46 254.74019),(47 251.0256),(48 254.88911),(49 258.0529),(50 256.28333),(51 259.2684),(52 259.9258),(53 258.6549),(54 259.1853),(55 257.50247),(56 261.08026),(57 261.46902),(58 263.4677),(59 261.00067),(60 263.93216),(61 266.67365),(62 267.62607),(63 269.29523),(64 268.1337),(65 268.35034),(66 265.60092),(67 268.6312),(68 264.5538),(69 265.82007),(70 264.1509),(71 266.81766),(72 263.17194),(73 264.9145),(74 267.39456),(75 259.9204),(76 261.76596),(77 264.5913),(78 262.5784),(79 262.5473),
(1 168.90938),(2 194.60979),(3 205.06589),(4 215.72366),(5 221.4115),(6 224.52524),(7 225.8852),(8 229.2715),(9 229.79279),(10 232.8369),(11 229.7625),(12 231.8611),(13 234.22534),(14 231.13042),(15 231.53365),(16 231.56544),(17 231.70619),(18 231.28503),(19 232.93005),(20 234.53682),(21 233.66756),(22 233.68071),(23 233.27069),(24 231.54404),(25 235.64235),(26 233.53761),(27 236.69055),(28 235.23819),(29 239.66891),(30 238.48381),(31 238.50389),(32 239.15524),(33 240.6328),(34 237.42038),(35 241.20267),(36 246.81392),(37 245.89406),(38 251.7244),(39 250.38506),(40 254.57349),(41 247.0701),(42 246.91002),(43 248.02039),(44 250.6101),(45 247.67827),(46 252.25075),(47 246.70088),(48 248.28456),(49 249.61488),(50 249.99168),(51 250.30577),(52 251.24536),(53 251.88037),(54 252.19283),(55 249.81224),(56 251.76149),(57 250.65442),(58 251.02168),(59 249.51324),(60 253.61777),(61 256.44846),(62 260.22202),(63 257.43268),(64 256.9185),(65 256.55643),(66 257.89227),(67 257.55615),(68 258.95712),(69 259.21945),(70 257.33096),(71 259.3249),(72 261.1484),(73 262.2202),(74 261.96255),(75 257.98434),(76 259.00656),(77 258.35443),(78 257.4047),(79 258.26578),
(1 165.87614),(2 192.54501),(3 200.20268),(4 211.33662),(5 217.08566),(6 224.7556),(7 229.12204),(8 229.9428),(9 233.93974),(10 232.15038),(11 233.49532),(12 231.03487),(13 233.26108),(14 231.7097),(15 231.91595),(16 233.37215),(17 233.91434),(18 232.46764),(19 234.90643),(20 234.9938),(21 233.91382),(22 230.06989),(23 233.19414),(24 232.48935),(25 233.26228),(26 235.542),(27 235.1579),(28 238.76901),(29 242.45616),(30 244.15709),(31 245.5161),(32 243.26028),(33 241.75237),(34 243.544),(35 243.0374),(36 247.55977),(37 247.96478),(38 248.47719),(39 246.11113),(40 248.96555),(41 250.04514),(42 251.96625),(43 250.41917),(44 251.31242),(45 255.02773),(46 253.13799),(47 250.19014),(48 254.2712),(49 253.49171),(50 252.89005),(51 253.35847),(52 254.37752),(53 253.93143),(54 256.289),(55 254.27972),(56 253.31976),(57 251.67651),(58 250.82129),(59 251.81075),(60 252.63333),(61 255.41887),(62 258.4073),(63 257.66266),(64 259.61908),(65 258.44827),(66 260.33142),(67 260.2597),(68 259.0529),(69 257.4633),(70 255.37552),(71 257.35526),(72 254.37863),(73 257.53378),(74 256.96594),(75 257.96002),(76 257.76276),(77 255.3704),(78 256.36182),(79 257.62323),
(1 161.6124),(2 189.84703),(3 196.3651),(4 203.37503),(5 212.7536),(6 216.08258),(7 219.7173),(8 221.4138),(9 224.38582),(10 222.75116),(11 226.15654),(12 224.9116),(13 227.91345),(14 231.03526),(15 226.69249),(16 226.13376),(17 230.03656),(18 225.99948),(19 229.25815),(20 227.18819),(21 226.15352),(22 225.04857),(23 224.6285),(24 221.7256),(25 223.07437),(26 229.90335),(27 231.18623),(28 230.98016),(29 234.62035),(30 236.40764),(31 237.14351),(32 236.18811),(33 237.7353),(34 234.64977),(35 236.40439),(36 240.42587),(37 243.96387),(38 246.08774),(39 241.67502),(40 243.55878),(41 243.03027),(42 243.08208),(43 240.68182),(44 242.51944),(45 243.24893),(46 242.96292),(47 242.27684),(48 245.1095),(49 246.283),(50 242.76576),(51 239.9363),(52 240.96484),(53 241.72198),(54 244.9723),(55 243.0489),(56 243.7976),(57 245.02635),(58 243.43738),(59 247.12144),(60 245.58519),(61 246.08286),(62 251.54924),(63 249.4357),(64 251.12877),(65 251.01996),(66 251.88686),(67 251.6463),(68 251.24368),(69 248.53236),(70 248.97243),(71 250.76639),(72 252.77971),(73 253.72685),(74 254.33755),(75 253.74167),(76 252.54057),(77 250.8395),(78 252.31984),(79 254.71254),
(1 157.2294),(2 183.94292),(3 192.56865),(4 200.88745),(5 207.642),(6 216.95534),(7 218.05449),(8 219.54825),(9 225.5964),(10 222.13557),(11 224.16571),(12 221.19055),(13 222.19206),(14 222.83284),(15 222.8727),(16 223.38358),(17 222.35202),(18 220.8434),(19 222.45287),(20 223.73471),(21 223.32028),(22 222.94707),(23 221.52911),(24 222.1505),(25 222.96437),(26 222.27711),(27 225.42174),(28 227.01514),(29 228.39479),(30 231.09055),(31 231.68689),(32 230.5879),(33 231.10704),(34 230.41791),(35 230.99527),(36 232.44789),(37 231.89824),(38 238.2745),(39 233.91759),(40 237.49812),(41 240.58604),(42 241.86008),(43 238.38712),(44 241.04845),(45 239.85574),(46 240.9231),(47 239.65002),(48 238.16087),(49 237.61864),(50 236.7469),(51 235.60762),(52 235.57838),(53 235.52441),(54 239.33847),(55 235.22868),(56 235.98447),(57 236.6344),(58 239.01671),(59 240.29893),(60 239.89003),(61 241.15494),(62 243.81506),(63 244.48901),(64 245.75932),(65 246.39072),(66 247.0975),(67 247.18298),(68 248.57216),(69 244.87033),(70 245.48607),(71 247.53284),(72 249.54228),(73 251.09093),(74 251.08142),(75 250.38293),(76 252.12265),(77 250.107),(78 249.00865),(79 250.71336),
(1 159.17636),(2 181.73814),(3 192.08728),(4 201.18462),(5 205.72128),(6 213.9547),(7 215.14691),(8 214.97636),(9 218.89742),(10 217.06517),(11 221.20389),(12 220.14763),(13 225.06122),(14 224.02774),(15 223.62659),(16 224.5724),(17 223.27368),(18 228.71681),(19 226.21199),(20 227.9544),(21 228.44035),(22 228.57094),(23 225.5195),(24 224.64561),(25 223.9797),(26 224.85086),(27 228.38869),(28 228.24721),(29 227.5624),(30 232.05588),(31 232.17842),(32 232.37175),(33 232.04906),(34 233.61356),(35 231.97952),(36 233.96342),(37 235.76985),(38 240.48259),(39 237.89717),(40 236.99045),(41 236.741),(42 239.50688),(43 236.49457),(44 240.65933),(45 237.47751),(46 239.95447),(47 238.91393),(48 243.57733),(49 240.11363),(50 241.75395),(51 242.26514),(52 245.41139),(53 241.94368),(54 244.727),(55 243.0885),(56 244.11563),(57 245.8544),(58 244.3809),(59 249.46507),(60 249.9448),(61 250.85236),(62 249.58018),(63 249.49675),(64 248.7917),(65 249.98889),(66 248.3399),(67 248.9256),(68 249.05138),(69 249.45087),(70 247.45074),(71 248.9433),(72 247.5866),(73 250.00917),(74 250.99207),(75 244.23344),(76 246.64883),(77 245.65833),(78 246.59361),(79 245.75764),
(1 157.01033),(2 180.97594),(3 193.33669),(4 198.50124),(5 206.43187),(6 212.59679),(7 213.34354),(8 212.53188),(9 217.155),(10 219.42416),(11 220.90204),(12 220.57498),(13 226.19748),(14 224.15938),(15 221.81729),(16 220.25629),(17 219.30722),(18 221.47571),(19 220.42596),(20 222.81987),(21 221.78058),(22 220.24188),(23 219.62233),(24 222.31744),(25 222.20752),(26 223.02534),(27 223.62814),(28 220.59686),(29 223.39868),(30 225.28064),(31 224.36064),(32 227.31114),(33 227.97806),(34 228.1896),(35 229.4664),(36 229.18146),(37 231.81609),(38 234.19978),(39 234.02737),(40 236.91473),(41 237.9634),(42 235.73955),(43 233.45169),(44 233.20795),(45 231.80038),(46 233.09161),(47 236.99812),(48 237.18095),(49 237.62373),(50 236.61423),(51 234.3218),(52 235.11763),(53 234.06296),(54 236.59975),(55 233.00467),(56 234.29124),(57 237.11488),(58 238.39343),(59 237.11871),(60 239.40863),(61 242.83867),(62 243.95197),(63 241.54803),(64 243.00352),(65 241.04373),(66 239.8499),(67 243.60834),(68 239.54213),(69 241.62189),(70 243.6172),(71 246.4214),(72 244.96185),(73 244.75117),(74 248.05214),(75 244.26384),(76 245.18994),(77 244.47623),(78 242.9747),(79 242.73833),
