1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1193.7572),(2 2361.9238),(3 3289.8472),(4 3914.3877),(5 4425.287),(6 4868.7837),(7 5260.539),(8 5701.993),(9 5962.109),(10 6250.8623),(11 6496.826),(12 6734.1045),(13 6936.953),(14 7085.7065),(15 7226.195),(16 7346.8804),(17 7468.7437),(18 7544.7246),(19 7657.437),(20 7758.241),(21 7880.4517),(22 8037.8477),(23 8158.8994),(24 8232.461),(25 8317.639),(26 8410.554),(27 8467.478),(28 8492.628),(29 8501.996),(30 8528.501),(31 8533.704),(32 8572.872),(33 8639.893),(34 8628.414),(35 8654.471),(36 8648.226),(37 8680.875),(38 8650.552),(39 8659.403),(40 8715.975),(41 8729.655),(42 8682.288),(43 8641.373),(44 8669.737),(45 8706.562),(46 8793.705),(47 8872.64),(48 8935.623),(49 8996.327),(50 9084.073),(51 9221.209),(52 9300.221),(53 9338.8),(54 9395.366),(55 9473.231),(56 9559.923),(57 9695.1455),(58 9741.68),(59 9746.448),(60 9796.858),(61 9813.045),(62 9841.049),(63 9905.199),(64 9918.369),(65 9934.674),(66 10019.999),(67 10071.998),(68 10099.312),(69 10089.792),(70 10084.426),(71 10106.115),(72 10084.219),(73 10027.911),(74 10004.201),(75 10003.552),(76 10000.923),(77 9950.597),(78 9944.086),(79 9931.224),
(1 1143.2084),(2 2230.1147),(3 3122.0723),(4 3754.4448),(5 4312.0713),(6 4778.7173),(7 5160.496),(8 5577.2485),(9 5846.354),(10 6107.5254),(11 6361.4883),(12 6610.399),(13 6824.559),(14 6948.3335),(15 7095.47),(16 7220.9717),(17 7379.8115),(18 7483.2344),(19 7643.2817),(20 7738.992),(21 7798.3945),(22 7891.259),(23 7968.579),(24 8020.2666),(25 8052.566),(26 8104.45),(27 8172.45),(28 8240.542),(29 8288.417),(30 8344.782),(31 8386.631),(32 8438.139),(33 8496.976),(34 8491.256),(35 8539.949),(36 8559.579),(37 8593.006),(38 8698.49),(39 8767.401),(40 8826.769),(41 8846.55),(42 8930.138),(43 8992.148),(44 9060.611),(45 9145.133),(46 9244.691),(47 9294.971),(48 9323.805),(49 9347.606),(50 9358.744),(51 9431.85),(52 9432.6455),(53 9436.718),(54 9464.698),(55 9507.496),(56 9559.111),(57 9665.44),(58 9740.959),(59 9788.865),(60 9800.069),(61 9797.092),(62 9831.479),(63 9886.264),(64 9870.431),(65 9884.407),(66 9914.738),(67 9919.623),(68 9896.918),(69 9902.812),(70 9942.209),(71 10008.17),(72 9997.983),(73 9974.036),(74 10001.885),(75 10008.816),(76 9972.697),(77 9927.835),(78 9920.852),(79 9959.3955),
(1 1160.3038),(2 2252.777),(3 3129.7327),(4 3744.9211),(5 4288.1797),(6 4740.1646),(7 5148.638),(8 5617.0728),(9 5909.5483),(10 6172.7607),(11 6343.924),(12 6542.727),(13 6765.4),(14 6908.205),(15 7059.5483),(16 7159.8076),(17 7287.5845),(18 7393.9487),(19 7497.389),(20 7587.6035),(21 7689.772),(22 7786.439),(23 7860.545),(24 7955.358),(25 8042.62),(26 8071.777),(27 8132.373),(28 8219.687),(29 8327.695),(30 8409.485),(31 8519.649),(32 8579.304),(33 8641.22),(34 8625.865),(35 8658.031),(36 8662.882),(37 8675.929),(38 8705.219),(39 8739.115),(40 8797.492),(41 8866.742),(42 8962.47),(43 9048.65),(44 9138.524),(45 9181.644),(46 9268.782),(47 9333.551),(48 9354.519),(49 9373.291),(50 9423.478),(51 9470.294),(52 9463.329),(53 9459.595),(54 9460.322),(55 9480.575),(56 9507.21),(57 9534.218),(58 9559.691),(59 9610.105),(60 9626.999),(61 9639.374),(62 9689.915),(63 9723.812),(64 9727.973),(65 9708.452),(66 9709.816),(67 9727.473),(68 9661.116),(69 9645.066),(70 9674.785),(71 9700.76),(72 9691.392),(73 9713.522),(74 9803.53),(75 9792.969),(76 9759.867),(77 9735.374),(78 9750.98),(79 9740.316),
(1 1150.2996),(2 2250.2283),(3 3125.3804),(4 3755.8333),(5 4306.121),(6 4769.519),(7 5198.7544),(8 5636.8286),(9 5890.937),(10 6164.584),(11 6382.0215),(12 6561.3906),(13 6722.8047),(14 6844.11),(15 7033.3145),(16 7134.2983),(17 7207.8965),(18 7264.839),(19 7316.663),(20 7394.134),(21 7440.2544),(22 7513.7437),(23 7577.5356),(24 7617.8486),(25 7657.4497),(26 7705.2383),(27 7774.9644),(28 7841.35),(29 7925.655),(30 7988.471),(31 8063.4893),(32 8112.9175),(33 8219.39),(34 8256.625),(35 8307.927),(36 8322.729),(37 8318.629),(38 8307.163),(39 8345.75),(40 8355.394),(41 8404.826),(42 8493.588),(43 8548.187),(44 8587.855),(45 8580.073),(46 8612.598),(47 8696.949),(48 8722.863),(49 8760.781),(50 8865.465),(51 8957.769),(52 8995.231),(53 9037.4795),(54 9052.899),(55 9073.32),(56 9086.883),(57 9051.593),(58 9060.723),(59 9069.6455),(60 9072.886),(61 9122.168),(62 9196.367),(63 9316.691),(64 9351.616),(65 9449.626),(66 9449.068),(67 9451.873),(68 9449.469),(69 9506.254),(70 9564.507),(71 9569.344),(72 9571.302),(73 9582.97),(74 9616.575),(75 9619.933),(76 9639.235),(77 9625.694),(78 9617.313),(79 9596.299),
(1 1130.6886),(2 2176.014),(3 3029.3835),(4 3626.552),(5 4136.535),(6 4593.9346),(7 4973.0938),(8 5347.263),(9 5576.6),(10 5785.555),(11 5935.0986),(12 6075.5225),(13 6237.659),(14 6381.4683),(15 6557.6357),(16 6692.193),(17 6826.2646),(18 6951.3374),(19 7058.75),(20 7177.15),(21 7256.2593),(22 7325.084),(23 7309.075),(24 7315.4717),(25 7359.5156),(26 7424.589),(27 7510.196),(28 7552.4033),(29 7615.1094),(30 7698.4155),(31 7800.9146),(32 7887.0063),(33 7971.8564),(34 8000.946),(35 7992.3857),(36 8000.9424),(37 8006.122),(38 8000.3506),(39 8068.201),(40 8121.0977),(41 8201.912),(42 8267.507),(43 8324.145),(44 8412.436),(45 8483.673),(46 8557.097),(47 8598.327),(48 8617.735),(49 8596.599),(50 8644.911),(51 8694.94),(52 8709.628),(53 8719.673),(54 8678.655),(55 8671.212),(56 8680.239),(57 8663.681),(58 8717.885),(59 8761.428),(60 8784.106),(61 8851.771),(62 8892.913),(63 8931.118),(64 8956.867),(65 8996.062),(66 9034.707),(67 9046.754),(68 9039.591),(69 9085.695),(70 9089.295),(71 9108.878),(72 9124.026),(73 9133.549),(74 9232.652),(75 9260.323),(76 9253.118),(77 9320.396),(78 9328.036),(79 9364.223),
(1 1123.4473),(2 2160.267),(3 3018.7559),(4 3607.4614),(5 4083.701),(6 4487.2695),(7 4840.48),(8 5237.577),(9 5483.118),(10 5731.4077),(11 5930.896),(12 6114.01),(13 6275.7393),(14 6433.7153),(15 6681.4966),(16 6810.3994),(17 6966.176),(18 7100.902),(19 7229.5073),(20 7361.6113),(21 7471.5996),(22 7536.555),(23 7568.887),(24 7605.8667),(25 7661.6924),(26 7727.4688),(27 7811.752),(28 7927.171),(29 8004.7466),(30 8116.6987),(31 8244.23),(32 8373.806),(33 8459.229),(34 8513.629),(35 8574.915),(36 8570.007),(37 8605.463),(38 8630.62),(39 8619.248),(40 8625.734),(41 8674.09),(42 8691.849),(43 8690.553),(44 8686.514),(45 8720.235),(46 8749.233),(47 8807.755),(48 8826.492),(49 8797.07),(50 8778.66),(51 8739.476),(52 8756.805),(53 8727.6875),(54 8704.161),(55 8724.523),(56 8761.366),(57 8740.301),(58 8762.533),(59 8822.295),(60 8925.796),(61 9039.3545),(62 9108.668),(63 9117.719),(64 9150.836),(65 9170.244),(66 9184.503),(67 9181.516),(68 9155.191),(69 9205.857),(70 9233.263),(71 9219.549),(72 9179.378),(73 9153.928),(74 9179.43),(75 9210.52),(76 9193.84),(77 9184.16),(78 9171.982),(79 9176.118),
(1 1137.8953),(2 2172.679),(3 3006.1667),(4 3563.9631),(5 4038.5679),(6 4448.644),(7 4831.6763),(8 5258.9097),(9 5524.3086),(10 5748.069),(11 5941.276),(12 6067.835),(13 6246.4883),(14 6410.1777),(15 6586.0635),(16 6686),(17 6803.6387),(18 6913.016),(19 7007.3716),(20 7131.37),(21 7240.309),(22 7319.7856),(23 7402.072),(24 7446.4077),(25 7527.28),(26 7644.3687),(27 7807.5996),(28 7888.8457),(29 7921.565),(30 7938.543),(31 8032.1123),(32 8125.0586),(33 8182.7124),(34 8239.204),(35 8283.222),(36 8261.391),(37 8304.867),(38 8393.642),(39 8448.067),(40 8484.788),(41 8559.975),(42 8600.362),(43 8594.164),(44 8589.164),(45 8587.143),(46 8623.786),(47 8633.9),(48 8629.573),(49 8603.947),(50 8571.883),(51 8576.037),(52 8565.044),(53 8568.533),(54 8564.134),(55 8572.237),(56 8629.904),(57 8673.069),(58 8678.36),(59 8723.94),(60 8771.243),(61 8831.329),(62 8849.99),(63 8870.901),(64 8864.916),(65 8910.6045),(66 8952.398),(67 8934.447),(68 8935.723),(69 9006.868),(70 9044.092),(71 9008.028),(72 9022.782),(73 8999.823),(74 9000.189),(75 9003.247),(76 8988.16),(77 8985.187),(78 8981.431),(79 9024.844),
(1 1120.4463),(2 2136.955),(3 2934.5562),(4 3508.2585),(5 4014.6846),(6 4418.514),(7 4776.741),(8 5167.779),(9 5451.6494),(10 5715.6724),(11 5926.598),(12 6088.1167),(13 6240.8105),(14 6373.6055),(15 6556.8364),(16 6709.112),(17 6862.1074),(18 6974.061),(19 7108.335),(20 7235.0244),(21 7387.374),(22 7467.264),(23 7522.07),(24 7596.9517),(25 7638.7485),(26 7682.003),(27 7800.0327),(28 7898.099),(29 7950.489),(30 7961.2935),(31 8050.146),(32 8083.9116),(33 8126.281),(34 8225.243),(35 8247.525),(36 8289.666),(37 8350.745),(38 8455.006),(39 8520.447),(40 8573.636),(41 8618.295),(42 8659.14),(43 8665.1455),(44 8653.242),(45 8686.955),(46 8760.007),(47 8806.49),(48 8832.184),(49 8817.691),(50 8769.325),(51 8820.856),(52 8838.809),(53 8894.977),(54 8930.674),(55 8928.125),(56 9036.664),(57 9102.099),(58 9125.841),(59 9128.775),(60 9167.898),(61 9212.014),(62 9253.641),(63 9286.265),(64 9284.115),(65 9332.588),(66 9370.007),(67 9377.198),(68 9368.814),(69 9407.704),(70 9426.015),(71 9403.36),(72 9404.5205),(73 9376.193),(74 9348.17),(75 9335.476),(76 9347.932),(77 9328.233),(78 9353.37),(79 9390.762),
(1 1127.6777),(2 2162.0623),(3 2929.6167),(4 3467.5557),(5 3919.1174),(6 4277.089),(7 4621.3384),(8 5031.316),(9 5278.7236),(10 5569.515),(11 5804.547),(12 5982.642),(13 6174.072),(14 6329.519),(15 6511.4126),(16 6658.7363),(17 6770.7935),(18 6915.302),(19 6996.4985),(20 7099.7656),(21 7169.6494),(22 7231.144),(23 7308.1387),(24 7376.8066),(25 7444.426),(26 7520.6797),(27 7609.8823),(28 7639.495),(29 7672.1245),(30 7665.7314),(31 7710.8105),(32 7759.3975),(33 7791.4277),(34 7825.304),(35 7861.849),(36 7932.49),(37 7941.3276),(38 7953.936),(39 7986.9077),(40 8032.1934),(41 8094.923),(42 8161.7764),(43 8206.8125),(44 8247.627),(45 8271.909),(46 8333.269),(47 8409.232),(48 8432.84),(49 8470.838),(50 8485.829),(51 8546.392),(52 8568.134),(53 8632.885),(54 8693.894),(55 8732.784),(56 8757.185),(57 8787.679),(58 8795.018),(59 8801.869),(60 8799.601),(61 8776.784),(62 8720.61),(63 8698.207),(64 8690.335),(65 8696.782),(66 8698.216),(67 8697.369),(68 8715.621),(69 8725.753),(70 8734.95),(71 8710.698),(72 8686.552),(73 8680.494),(74 8698.653),(75 8694.441),(76 8673.667),(77 8660.134),(78 8664.097),(79 8692.6045),
(1 1097.45),(2 2078.1157),(3 2824.5168),(4 3397.174),(5 3910.5498),(6 4336.541),(7 4709.2124),(8 5123.993),(9 5458.295),(10 5785.7246),(11 5992.1953),(12 6167.3374),(13 6308.2173),(14 6472.3813),(15 6685.1626),(16 6798.745),(17 6879.5586),(18 6961.2275),(19 7027.0513),(20 7125.5073),(21 7214.606),(22 7233.149),(23 7271.235),(24 7308.0313),(25 7379.8506),(26 7445.4775),(27 7478.646),(28 7492.056),(29 7477.4707),(30 7463.993),(31 7484.698),(32 7527.1504),(33 7600.76),(34 7668.5176),(35 7717.1255),(36 7806.2383),(37 7862.8745),(38 7930.6694),(39 8016.844),(40 8078.063),(41 8123.645),(42 8098.175),(43 8120.0166),(44 8127.757),(45 8112.9077),(46 8149.123),(47 8174.8325),(48 8186.9414),(49 8188.355),(50 8251.081),(51 8311.069),(52 8335.74),(53 8368.319),(54 8409.561),(55 8473.424),(56 8539.082),(57 8552.881),(58 8539.727),(59 8563.407),(60 8585.999),(61 8622.519),(62 8668.006),(63 8775.299),(64 8780.026),(65 8834.357),(66 8895.916),(67 8915.821),(68 8853.472),(69 8850.912),(70 8900.347),(71 8863.987),(72 8842.278),(73 8858.639),(74 8880.496),(75 8902.242),(76 8904.1455),(77 8917.071),(78 8935.776),(79 8951.969),
(1 1080.8942),(2 2041.504),(3 2799.1633),(4 3343.8784),(5 3836.2324),(6 4234.567),(7 4578.047),(8 4970.731),(9 5227.931),(10 5470.3296),(11 5658.9766),(12 5822.138),(13 5997.5005),(14 6153.343),(15 6348.897),(16 6461.3354),(17 6583.4873),(18 6678.569),(19 6838.333),(20 6949.217),(21 7059.307),(22 7129.608),(23 7268.839),(24 7421.2427),(25 7549.4805),(26 7612.5835),(27 7682.163),(28 7718.351),(29 7723.179),(30 7702.1025),(31 7717.246),(32 7717.2744),(33 7738.167),(34 7748.4995),(35 7784.058),(36 7744.913),(37 7741.2104),(38 7764.9897),(39 7848.7734),(40 7882.1807),(41 7944.9307),(42 7983.1577),(43 8049.1963),(44 8030.055),(45 8020.393),(46 8029.994),(47 8009.8477),(48 8054.135),(49 8033.3315),(50 8043.6724),(51 8051.837),(52 8121.768),(53 8154.341),(54 8219.208),(55 8294.161),(56 8348.928),(57 8362.712),(58 8382.875),(59 8394.24),(60 8425.641),(61 8451.055),(62 8460.602),(63 8534.745),(64 8571.408),(65 8610.585),(66 8637.97),(67 8658.277),(68 8656.661),(69 8667.181),(70 8696.497),(71 8647.949),(72 8636.151),(73 8621.306),(74 8576.47),(75 8582.42),(76 8529.809),(77 8579.337),(78 8604.105),(79 8623.362),
(1 1058.6576),(2 1996.1361),(3 2735.9456),(4 3274.274),(5 3749.2175),(6 4137.135),(7 4439.4434),(8 4798.4966),(9 5032.2227),(10 5260.656),(11 5470.0757),(12 5633.6724),(13 5798.3755),(14 5994.6724),(15 6196.0957),(16 6332.7627),(17 6455.8916),(18 6550.1494),(19 6628.2217),(20 6700.34),(21 6797.7476),(22 6829.7407),(23 6869.555),(24 6942.813),(25 7027.758),(26 7091.4727),(27 7189.6084),(28 7208.0767),(29 7221.632),(30 7248.4067),(31 7280.4404),(32 7312.7866),(33 7351.2114),(34 7402.2593),(35 7445.0137),(36 7426.7583),(37 7451.6123),(38 7504.4946),(39 7564.2173),(40 7588.71),(41 7622.2915),(42 7651.1074),(43 7699.718),(44 7722.504),(45 7793.216),(46 7792.235),(47 7807.5537),(48 7796.342),(49 7808.8447),(50 7850.7827),(51 7881.3457),(52 7889.2314),(53 7944.9067),(54 7994.1787),(55 7971.471),(56 7991.6963),(57 8004.2627),(58 7989.5757),(59 8000.0156),(60 8002.3413),(61 8012.1733),(62 8008.3677),(63 8057.714),(64 8071.261),(65 8101.6543),(66 8117.5054),(67 8133.8745),(68 8199.2705),(69 8252.557),(70 8315.835),(71 8327.342),(72 8370.615),(73 8358.807),(74 8340.064),(75 8343.964),(76 8364.645),(77 8396.813),(78 8378.742),(79 8354.289),
(1 1065.3961),(2 2003.3584),(3 2756.329),(4 3312.8228),(5 3772.7256),(6 4186.0366),(7 4532.723),(8 4912.3267),(9 5180.0386),(10 5472.412),(11 5669.2896),(12 5849.0303),(13 5992.6963),(14 6137.268),(15 6298.2764),(16 6383.6035),(17 6440.762),(18 6501.8228),(19 6581.6436),(20 6669.8555),(21 6771.2495),(22 6822.457),(23 6853.9253),(24 6920.005),(25 6955.4517),(26 7008.21),(27 7041.893),(28 7057.266),(29 7052.279),(30 7061.4897),(31 7103.7886),(32 7152.491),(33 7167.6563),(34 7149.1616),(35 7193.127),(36 7226.927),(37 7240.027),(38 7254.1836),(39 7338.4595),(40 7354.3496),(41 7446.5303),(42 7572.238),(43 7614.878),(44 7666.345),(45 7747.192),(46 7766.1084),(47 7806.5566),(48 7832.177),(49 7824.193),(50 7854.0317),(51 7939.577),(52 8004.092),(53 8022.33),(54 8047.215),(55 8083.58),(56 8101.9385),(57 8057.2705),(58 8057.6245),(59 8093.752),(60 8088.9546),(61 8132.693),(62 8220.176),(63 8300.4375),(64 8280.013),(65 8252.72),(66 8220.454),(67 8218.151),(68 8180.9805),(69 8146.76),(70 8144.045),(71 8149.405),(72 8178.533),(73 8167.3804),(74 8184.9995),(75 8179.4614),(76 8211.195),(77 8210.811),(78 8247.553),(79 8250.57),
(1 1047.5736),(2 1970.264),(3 2682.6892),(4 3199.5574),(5 3652.9192),(6 4038.4734),(7 4353.8105),(8 4701.7363),(9 4932.029),(10 5152.8145),(11 5317.749),(12 5450.0825),(13 5623.069),(14 5753.3564),(15 5920.9224),(16 5992.5747),(17 6072.6475),(18 6136.1685),(19 6204.6147),(20 6262.1396),(21 6347.643),(22 6388.037),(23 6431.9604),(24 6497.431),(25 6525.232),(26 6588.0425),(27 6662.14),(28 6677.975),(29 6706.498),(30 6747.0386),(31 6831.843),(32 6898.3247),(33 6960.4966),(34 7021.4463),(35 7069.355),(36 7156.463),(37 7159.376),(38 7130.738),(39 7187.0083),(40 7218.2554),(41 7237.234),(42 7271.805),(43 7326.012),(44 7413.7373),(45 7464.868),(46 7507.92),(47 7552.36),(48 7594.908),(49 7692.349),(50 7714.1416),(51 7801.938),(52 7901.805),(53 7975.0674),(54 8009.567),(55 8065.45),(56 8127.858),(57 8160.004),(58 8151.236),(59 8237.486),(60 8219.636),(61 8231.095),(62 8289.948),(63 8351.82),(64 8366.593),(65 8337.994),(66 8321.434),(67 8378.102),(68 8442.56),(69 8481.703),(70 8514.079),(71 8548.061),(72 8539.326),(73 8533.243),(74 8530.263),(75 8538.714),(76 8568.316),(77 8567.045),(78 8581.762),(79 8603.451),
(1 1047.1652),(2 1932.6305),(3 2632.2576),(4 3110.467),(5 3524.9412),(6 3917.2444),(7 4184.937),(8 4518.3364),(9 4733.396),(10 4941.3657),(11 5131.238),(12 5292.7334),(13 5443.029),(14 5576.5093),(15 5759.173),(16 5810.632),(17 5908.978),(18 6008.1455),(19 6136.3857),(20 6221.366),(21 6321.0625),(22 6382.708),(23 6481.4727),(24 6545.363),(25 6574.112),(26 6630.6973),(27 6651.3096),(28 6600.9575),(29 6623.906),(30 6614.068),(31 6639.42),(32 6683.4907),(33 6691.4883),(34 6707.7983),(35 6773.848),(36 6768.492),(37 6748.576),(38 6739.397),(39 6763.837),(40 6804.238),(41 6852.386),(42 6900.405),(43 6948.3545),(44 6999.3936),(45 7049.137),(46 7101.566),(47 7162.981),(48 7190.2983),(49 7229.0234),(50 7282.5005),(51 7371.3877),(52 7407.3105),(53 7358.7485),(54 7376.093),(55 7418.762),(56 7510.8755),(57 7601.2573),(58 7645.5083),(59 7680.099),(60 7706.201),(61 7766.758),(62 7820.4927),(63 7895.9805),(64 7892.392),(65 7912.0605),(66 7938.171),(67 7955.049),(68 7926.5024),(69 7951.8647),(70 7994.5596),(71 8012.835),(72 8008.451),(73 7991.0615),(74 8015.973),(75 7994.7905),(76 7988.496),(77 7979.4224),(78 7980.0635),(79 7973.725),
(1 1031.4663),(2 1909.3958),(3 2627.7805),(4 3131.5627),(5 3582.2393),(6 3953.2502),(7 4270.1367),(8 4641.046),(9 4861.1504),(10 5102.3306),(11 5290.556),(12 5452.849),(13 5662.39),(14 5824.7563),(15 5984.794),(16 6099.206),(17 6248.3413),(18 6349.0474),(19 6447.062),(20 6503.1016),(21 6549.36),(22 6617.0166),(23 6703.6626),(24 6769.1284),(25 6819.01),(26 6877.0693),(27 6879.3154),(28 6862.8457),(29 6911.246),(30 6938.443),(31 6946.62),(32 6961.9727),(33 6987.812),(34 7044.4463),(35 7038.3687),(36 7050.085),(37 7093.0405),(38 7047.4717),(39 7068.6235),(40 7092.1978),(41 7087.5654),(42 7152.2275),(43 7231.503),(44 7337.123),(45 7426.763),(46 7460.3105),(47 7459.8237),(48 7440.8613),(49 7433.1187),(50 7476.0317),(51 7586.1924),(52 7561.364),(53 7498.6753),(54 7478.86),(55 7445.579),(56 7492.36),(57 7508.726),(58 7558.599),(59 7591.991),(60 7619.283),(61 7665.5527),(62 7673.312),(63 7694.85),(64 7676.673),(65 7695.099),(66 7700.2427),(67 7668.4126),(68 7655.9194),(69 7707.196),(70 7779.7656),(71 7839.084),(72 7883.519),(73 7903.2754),(74 7965.826),(75 7994.128),(76 7948.6235),(77 7903.3237),(78 7890.074),(79 7859.204),
(1 1037.0295),(2 1909.6132),(3 2602.7983),(4 3115.44),(5 3519.48),(6 3850.7861),(7 4141.4727),(8 4529.4106),(9 4779.9917),(10 5038.7734),(11 5238.361),(12 5385.8506),(13 5531.6963),(14 5664.46),(15 5809.7085),(16 5920.5205),(17 6053.002),(18 6154.432),(19 6238.2466),(20 6312.802),(21 6381.1333),(22 6433.6294),(23 6473.602),(24 6529.678),(25 6581.4844),(26 6610.7324),(27 6673.0854),(28 6705.3916),(29 6764.686),(30 6779.774),(31 6793.584),(32 6845.0767),(33 6881.84),(34 6897.7017),(35 6946.988),(36 6965.9053),(37 6984.218),(38 6951.7446),(39 7004.3022),(40 7059.4004),(41 7099.5117),(42 7134.6753),(43 7178.4585),(44 7221.6626),(45 7288.31),(46 7330.6973),(47 7360.3),(48 7367.99),(49 7398.0444),(50 7405.9785),(51 7464.3687),(52 7437.1875),(53 7398.6772),(54 7406.2144),(55 7439.582),(56 7494.612),(57 7502.7427),(58 7528.7266),(59 7600.4375),(60 7622.8467),(61 7675.2847),(62 7679.4775),(63 7712.8467),(64 7660.328),(65 7645.0786),(66 7586.7603),(67 7555.15),(68 7525.5176),(69 7569.262),(70 7584.2427),(71 7614.0264),(72 7649.2383),(73 7635.146),(74 7677.3184),(75 7720.51),(76 7762.054),(77 7774.942),(78 7828.698),(79 7818.6904),
(1 1026.6393),(2 1874.7545),(3 2537.6985),(4 3051.0881),(5 3448.5522),(6 3755.856),(7 4047.863),(8 4367.2554),(9 4578.943),(10 4764.546),(11 4943.94),(12 5094.6035),(13 5304.0967),(14 5445.0737),(15 5572.245),(16 5623.5693),(17 5688.2505),(18 5785.2373),(19 5895.257),(20 5989.0845),(21 6081.629),(22 6168.828),(23 6229.43),(24 6282.003),(25 6331.365),(26 6412.797),(27 6478.7607),(28 6547.624),(29 6595.0815),(30 6578.057),(31 6640.897),(32 6653.4546),(33 6670.185),(34 6719.3247),(35 6768.5313),(36 6761.3354),(37 6802.0576),(38 6854.453),(39 6932.1904),(40 6993.227),(41 7071.582),(42 7125.163),(43 7204.1016),(44 7247.3037),(45 7300.7583),(46 7362.883),(47 7434.4517),(48 7457.6865),(49 7433.828),(50 7472.943),(51 7533.3657),(52 7518.855),(53 7517.5635),(54 7516.461),(55 7520.6753),(56 7571.3765),(57 7573.0337),(58 7581.0005),(59 7653.984),(60 7680.7183),(61 7703.1357),(62 7744.2715),(63 7787.9595),(64 7812.215),(65 7812.3774),(66 7823.3857),(67 7836.0747),(68 7815.6714),(69 7817.841),(70 7822.589),(71 7848.404),(72 7884.964),(73 7898.149),(74 7945.177),(75 7998.241),(76 7983.769),(77 8022.0977),(78 8011.7627),(79 8006.275),
