1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 369041.72),(2 836716.56),(3 1358353.1),(4 3117109.3),(5 5110014.5),(6 6775572),(7 8773903),(8 10661021),(9 12645160),(10 14537360),(11 16246819),(12 18125194),(13 19298642),(14 20808188),(15 22171668),(16 23468026),(17 24780662),(18 26117974),(19 27297250),(20 28697418),(21 30249466),(22 31896570),(23 33680452),(24 35654532),(25 36894704),(26 37920160),(27 38973428),(28 41202384),(29 43120348),(30 45764348),(31 48980084),(32 53266240),(33 58074880),(34 63911044),(35 69657290),(36 75883784),(37 82165880),(38 88525450),(39 95073730),(40 101774790),(41 108692330),(42 115895576),(43 124539480),(44 132329180),(45 140497550),(46 148629620),(47 156931200),(48 165546540),(49 174204210),(50 182929330),(51 191342380),(52 200130300),(53 207815470),(54 214987250),(55 221866290),(56 228742400),(57 235361740),(58 242189490),(59 248708100),(60 256043340),(61 263768620),(62 270857340),(63 278269100),(64 285803170),(65 293399200),(66 300985820),(67 308675600),(68 316280540),(69 323337200),(70 329393820),(71 334637250),(72 339648000),(73 344598000),(74 349418750),(75 354265300),(76 358851740),(77 363374980),(78 367572600),(79 371820030),
(1 841.9739),(2 990.5946),(3 1093.1649),(4 1234.848),(5 1326.2682),(6 1380.5233),(7 1436.1779),(8 1494.9803),(9 1519.89),(10 1560.6014),(11 1609.6818),(12 1651.9471),(13 1717.0437),(14 1747.7764),(15 1775.4614),(16 1810.5021),(17 1827.8068),(18 1809.4268),(19 1822.7981),(20 1828.6892),(21 1860.6937),(22 1900.6195),(23 1932.5314),(24 1944.9551),(25 1957.0178),(26 1983.2437),(27 1985.5377),(28 1987.959),(29 1995.4508),(30 1972.4021),(31 1971.8357),(32 1976.6749),(33 1981.3177),(34 1984.8085),(35 1993.1902),(36 1985.1731),(37 1993.5702),(38 1986.3555),(39 2002.0182),(40 1983.9227),(41 1971.1283),(42 1982.6621),(43 1996.0244),(44 2012.173),(45 2004.1597),(46 2002.8748),(47 1989.7255),(48 1998.9836),(49 1970.311),(50 1969.8531),(51 2012.0857),(52 1997.9104),(53 2002.8446),(54 2008.8136),(55 2010.2378),(56 2040.1162),(57 2043.2128),(58 2040.319),(59 2046.56),(60 2013.3969),(61 2026.0251),(62 2012.9023),(63 2011.7971),(64 2034.3384),(65 2046.6125),(66 2046.4021),(67 2038.3883),(68 2034.0242),(69 2038.8308),(70 2049.3003),(71 2051.638),(72 2052.6257),(73 2044.7947),(74 2043.973),(75 2047.7698),(76 2023.4979),(77 2029.195),(78 2027.528),(79 2019.5779),
(1 829.8212),(2 964.5458),(3 1060.1864),(4 1201.4298),(5 1302.9797),(6 1367.9856),(7 1417.039),(8 1488.9135),(9 1517.6277),(10 1567.2878),(11 1607.83),(12 1633.3408),(13 1679.6025),(14 1716.8997),(15 1749.907),(16 1803.4723),(17 1805.4901),(18 1820.167),(19 1837.8329),(20 1865.0039),(21 1887.0841),(22 1927.4222),(23 1940.9498),(24 1949.2308),(25 1975.6368),(26 1990.7316),(27 2013.4008),(28 2008.529),(29 2024.5587),(30 2017.9366),(31 2012.8064),(32 2005.0029),(33 1988.4209),(34 2025.5255),(35 2006.7351),(36 2001.9314),(37 2008.947),(38 2005.8405),(39 2006.8367),(40 1997.7681),(41 1998.086),(42 2018.3185),(43 1994.1471),(44 2034.2341),(45 2006.692),(46 1990.0464),(47 1977.3962),(48 2005.6201),(49 2003.3123),(50 1985.8116),(51 2001.3291),(52 1988.6875),(53 1994.6696),(54 2025.753),(55 2018.5292),(56 2045.3082),(57 2057.3904),(58 2053.9658),(59 2052.169),(60 2035.5928),(61 2023.5267),(62 2040.7877),(63 2031.3325),(64 2054.4312),(65 2072.1433),(66 2056.3416),(67 2062.3665),(68 2063.3047),(69 2067.3906),(70 2087.8547),(71 2085.5889),(72 2104.5654),(73 2107.584),(74 2113.168),(75 2105.23),(76 2116.348),(77 2101.5442),(78 2111.0906),(79 2111.2532),
(1 800.9316),(2 963.487),(3 1068.3036),(4 1199.7001),(5 1292.8049),(6 1362.408),(7 1413.1202),(8 1473.37),(9 1507.6506),(10 1571.9404),(11 1619.939),(12 1671.8436),(13 1715.162),(14 1755.475),(15 1792.0338),(16 1843.0576),(17 1857.98),(18 1876.438),(19 1863.9296),(20 1908.4742),(21 1931.9795),(22 1975.9493),(23 1999.7288),(24 2009.0013),(25 2036.3324),(26 2038.1335),(27 2040.3958),(28 2043.1884),(29 2046.4625),(30 2039.2623),(31 2031.3718),(32 2014.892),(33 2000.6979),(34 2044.0393),(35 2029.786),(36 2034.2473),(37 2053.5679),(38 2027.9225),(39 2030.4707),(40 2034.6063),(41 2037.0706),(42 2049.9653),(43 2032.4567),(44 2025.5045),(45 2010.8552),(46 2008.593),(47 2005.8776),(48 2010.3619),(49 2005.0244),(50 1994.5056),(51 2017.7633),(52 2008.3473),(53 2015.8843),(54 2049.2148),(55 2031.408),(56 2057.6338),(57 2037.687),(58 2056.2358),(59 2046.2529),(60 2027.7201),(61 2027.9994),(62 2035.1426),(63 2036.3529),(64 2037.6237),(65 2067.1965),(66 2073.7273),(67 2066.0022),(68 2058.7634),(69 2043.454),(70 2074.362),(71 2069.5159),(72 2063.0854),(73 2066.4636),(74 2057.474),(75 2058.291),(76 2059.9468),(77 2037.7856),(78 2040.5574),(79 2030.9513),
(1 781.10016),(2 923.1755),(3 1032.0581),(4 1166.5319),(5 1249.1147),(6 1320.0874),(7 1386.3607),(8 1439.0125),(9 1464.6394),(10 1520.0848),(11 1539.4374),(12 1583.0708),(13 1642.6235),(14 1666.8429),(15 1714.5653),(16 1768.1276),(17 1778.2448),(18 1811.6929),(19 1803.2577),(20 1839.9377),(21 1862.4349),(22 1891.523),(23 1917.2281),(24 1924.4152),(25 1946.1824),(26 1974.147),(27 1979.9403),(28 2001.8484),(29 2008.8291),(30 2001.9618),(31 2023.806),(32 2001.3452),(33 1991.4714),(34 2011.0427),(35 2011.3807),(36 2010.7704),(37 2008.3639),(38 1992.1001),(39 1990.1825),(40 1976.7963),(41 1974.0095),(42 1984.2236),(43 1984.1102),(44 1987.846),(45 1988.9812),(46 1978.4028),(47 1985.7637),(48 2006.8798),(49 2003.189),(50 1998.3762),(51 2024.5154),(52 1997.1198),(53 2009.7672),(54 2032.9777),(55 2030.3053),(56 2060.7996),(57 2055.0469),(58 2060.8115),(59 2053.9644),(60 2012.6393),(61 2026.0768),(62 2034.2794),(63 2038.6616),(64 2024.3615),(65 2031.5072),(66 2037.0155),(67 2038.6293),(68 2031.3271),(69 2034.4191),(70 2026.5498),(71 2026.0116),(72 2038.5831),(73 2039.6967),(74 2017.179),(75 2019.2609),(76 2027.8748),(77 2024.071),(78 2009.1213),(79 2013.5013),
(1 789.20667),(2 926.07837),(3 1031.531),(4 1170.644),(5 1259.5483),(6 1308.6738),(7 1364.7568),(8 1419.9144),(9 1447.0828),(10 1503.8711),(11 1538.4812),(12 1582.2742),(13 1667.2637),(14 1673.4072),(15 1731.0833),(16 1754.3997),(17 1753.1873),(18 1781.2959),(19 1765.1385),(20 1790.4806),(21 1814.4854),(22 1845.4485),(23 1865.293),(24 1889.448),(25 1907.2175),(26 1931.3463),(27 1936.996),(28 1929.6929),(29 1921.1261),(30 1909.9624),(31 1940.2115),(32 1924.6301),(33 1927.8358),(34 1928.0021),(35 1944.6298),(36 1965.8257),(37 1951.314),(38 1941.91),(39 1962.8729),(40 1961.7606),(41 1968.2831),(42 1974.9353),(43 1981.3098),(44 1996.5308),(45 1992.8796),(46 1970.2535),(47 1969.2175),(48 1954.0889),(49 1973.3964),(50 1978.2683),(51 2006.293),(52 1976.1537),(53 1972.5919),(54 1994.3186),(55 1992.6083),(56 2014.6318),(57 2007.7123),(58 1990.348),(59 1974.5737),(60 1961.3386),(61 1965.646),(62 1980.2365),(63 1972.1782),(64 1987.6989),(65 1996.7495),(66 1997.0372),(67 1997.1853),(68 1997.5515),(69 1980.4248),(70 1975.9302),(71 1980.393),(72 1999.8523),(73 2004.0963),(74 1997.4186),(75 2000.377),(76 2003.6763),(77 1984.8668),(78 1988.5677),(79 1971.1646),
(1 766.9777),(2 890.30554),(3 1000.6978),(4 1125.9117),(5 1212.5847),(6 1274.2981),(7 1328.5979),(8 1367.1157),(9 1405.3522),(10 1460.2816),(11 1507.134),(12 1530.3811),(13 1610.4529),(14 1620.9152),(15 1687.8579),(16 1721.1174),(17 1744.087),(18 1757.5972),(19 1775.1417),(20 1789.9049),(21 1798.57),(22 1820.6499),(23 1835.9154),(24 1838.5477),(25 1871.8462),(26 1892.9438),(27 1900.0326),(28 1902.561),(29 1894.8738),(30 1880.6979),(31 1881.6111),(32 1843.7426),(33 1850.762),(34 1880.3179),(35 1872.0051),(36 1887.2207),(37 1881.5079),(38 1885.7969),(39 1894.7279),(40 1874.5975),(41 1877.2471),(42 1897.9086),(43 1887.5131),(44 1891.1145),(45 1887.8079),(46 1882.3362),(47 1869.3583),(48 1883.6335),(49 1878.926),(50 1884.6329),(51 1910.1152),(52 1910.986),(53 1908.6259),(54 1933.0582),(55 1911.3083),(56 1947.3779),(57 1932.5358),(58 1938.2926),(59 1925.4083),(60 1928.7715),(61 1922.3662),(62 1941.7412),(63 1924.5098),(64 1937.7573),(65 1983.0125),(66 1980.1719),(67 1982.8237),(68 1985.5315),(69 1960.0557),(70 1980.0852),(71 1969.9326),(72 1967.5366),(73 1960.038),(74 1934.5068),(75 1939.5493),(76 1931.9546),(77 1926.4786),(78 1920.0319),(79 1918.0494),
(1 761.5189),(2 889.09076),(3 987.2794),(4 1120.8912),(5 1227.1602),(6 1269.6582),(7 1322.2527),(8 1375.0149),(9 1413.3165),(10 1466.11),(11 1505.049),(12 1558.9794),(13 1611.6581),(14 1652.9954),(15 1712.9885),(16 1733.6401),(17 1747.6703),(18 1757.1891),(19 1760.3824),(20 1775.5613),(21 1801.7982),(22 1832.7781),(23 1863.0386),(24 1867.2833),(25 1897.7363),(26 1915.5253),(27 1917.9592),(28 1919.4669),(29 1914.0457),(30 1902.0592),(31 1919.8813),(32 1907.2115),(33 1916.248),(34 1937.3229),(35 1919.8314),(36 1924.45),(37 1924.2257),(38 1944.1938),(39 1956.1425),(40 1940.0977),(41 1954.1613),(42 1959.3181),(43 1946.4089),(44 1959.5422),(45 1952.1508),(46 1944.8994),(47 1934.2941),(48 1943.8534),(49 1946.2319),(50 1954.2881),(51 1986.5283),(52 2005.727),(53 2017.7009),(54 2018.2644),(55 2006.9156),(56 2028.3782),(57 2027.1143),(58 2033.0509),(59 2015.9523),(60 2022.5022),(61 2022.0674),(62 2040.2937),(63 2014.5253),(64 2029.4156),(65 2031.0624),(66 2035.8331),(67 2052.222),(68 2033.2899),(69 2030.5122),(70 2030.3147),(71 2012.0929),(72 2029.5292),(73 2022.5564),(74 2002.6017),(75 1996.4226),(76 1995.325),(77 2000.7881),(78 1995.0497),(79 1995.118),
(1 742.1756),(2 873.627),(3 982.55664),(4 1099.8204),(5 1204.8385),(6 1250.793),(7 1299.7393),(8 1359.4684),(9 1381.2456),(10 1415.7952),(11 1443.1996),(12 1481.3607),(13 1543.9314),(14 1589.2202),(15 1635.6473),(16 1660.5466),(17 1686.7827),(18 1711.5414),(19 1719.7869),(20 1736.8271),(21 1772.025),(22 1810.9741),(23 1817.1561),(24 1855.0828),(25 1863.7803),(26 1881.0183),(27 1895.3491),(28 1879.2992),(29 1861.5593),(30 1860.4801),(31 1859.8179),(32 1867.7281),(33 1874.2999),(34 1886.0945),(35 1885.364),(36 1903.7557),(37 1896.0581),(38 1913.5592),(39 1934.7577),(40 1915.4199),(41 1928.9282),(42 1937.2838),(43 1920.3153),(44 1943.9291),(45 1962.961),(46 1953.5026),(47 1935.7797),(48 1950.2994),(49 1945.6199),(50 1969.7506),(51 1967.9235),(52 1973.748),(53 1966.6896),(54 1973.7257),(55 1962.5652),(56 1984.6962),(57 1972.071),(58 1964.465),(59 1969.3685),(60 1952.9443),(61 1949.0428),(62 1958.944),(63 1942.2631),(64 1960.0607),(65 1971.7571),(66 1976.2433),(67 1986.3549),(68 1971.0781),(69 1982.3761),(70 1982.0455),(71 1970.3334),(72 1956.6222),(73 1955.3796),(74 1936.5612),(75 1944.5547),(76 1937.8966),(77 1921.3915),(78 1914.5894),(79 1916.1396),
(1 731.52814),(2 860.2463),(3 950.1145),(4 1064.0151),(5 1161.7739),(6 1213.9978),(7 1263.2468),(8 1324.2477),(9 1339.7983),(10 1389.839),(11 1419.5256),(12 1455.5793),(13 1507.339),(14 1556.459),(15 1612.9855),(16 1634.82),(17 1660.5647),(18 1672.5354),(19 1686.3055),(20 1687.4536),(21 1704.3489),(22 1719.47),(23 1730.8933),(24 1744.4669),(25 1751.7953),(26 1750.9689),(27 1760.3341),(28 1755.894),(29 1758.0361),(30 1765.0192),(31 1755.5065),(32 1752.8064),(33 1763.8706),(34 1769.0789),(35 1764.2432),(36 1775.3047),(37 1772.6726),(38 1784.6769),(39 1807.7979),(40 1795.257),(41 1792.4368),(42 1803.1337),(43 1787.4556),(44 1799.5481),(45 1818.3026),(46 1798.8344),(47 1797.0331),(48 1822.7356),(49 1809.1671),(50 1826.1508),(51 1830.2173),(52 1810.1862),(53 1815.677),(54 1824.4568),(55 1833.806),(56 1829.9714),(57 1817.5275),(58 1838.9622),(59 1834.314),(60 1823.7065),(61 1805.6168),(62 1813.8452),(63 1814.4585),(64 1823.6545),(65 1828.4034),(66 1836.1973),(67 1842.7363),(68 1822.7477),(69 1824.223),(70 1814.7555),(71 1804.4104),(72 1792.692),(73 1802.6381),(74 1792.8469),(75 1787.3727),(76 1786.219),(77 1772.8998),(78 1751.2068),(79 1771.595),
(1 732.5484),(2 852.5199),(3 946.2305),(4 1055.2333),(5 1160.3341),(6 1210.2731),(7 1262.7377),(8 1309.9382),(9 1305.1279),(10 1352.5181),(11 1406.2089),(12 1441.1141),(13 1486.1252),(14 1517.5253),(15 1574.0674),(16 1602.4508),(17 1615.9501),(18 1631.1359),(19 1655.421),(20 1659.2222),(21 1681.8312),(22 1703.1832),(23 1726.3916),(24 1724.2482),(25 1736.9016),(26 1765.761),(27 1775.1196),(28 1786.0349),(29 1771.6953),(30 1759.9446),(31 1757.5332),(32 1750.6158),(33 1748.2395),(34 1752.9208),(35 1760.868),(36 1761.1665),(37 1760.8124),(38 1775.9215),(39 1782.1647),(40 1793.5994),(41 1786.9279),(42 1807.3845),(43 1794.8453),(44 1809.8674),(45 1817.3373),(46 1820.789),(47 1802.9423),(48 1829.3074),(49 1818.1025),(50 1830.4736),(51 1869.678),(52 1845.5662),(53 1856.0333),(54 1845.8877),(55 1841.6012),(56 1839.494),(57 1837.0481),(58 1856.598),(59 1848.4994),(60 1852.83),(61 1827.8248),(62 1848.9287),(63 1829.8668),(64 1845.1481),(65 1849.8807),(66 1847.0459),(67 1840.3326),(68 1824.3497),(69 1835.0243),(70 1830.1342),(71 1817.9907),(72 1790.4551),(73 1811.5251),(74 1782.8102),(75 1792.5579),(76 1812.5918),(77 1798.007),(78 1787.0459),(79 1769.7137),
(1 714.6135),(2 818.4655),(3 915.7492),(4 1031.2235),(5 1135.1818),(6 1162.4213),(7 1217.3888),(8 1249.9722),(9 1275.4199),(10 1324.7218),(11 1365.6462),(12 1385.9199),(13 1446.7625),(14 1500.55),(15 1549.3951),(16 1574.1423),(17 1594.9451),(18 1611.7678),(19 1621.7239),(20 1626.2858),(21 1656.5955),(22 1684.5625),(23 1687.6119),(24 1696.7062),(25 1705.8905),(26 1707.705),(27 1721.8839),(28 1741.471),(29 1720.7909),(30 1711.2191),(31 1718.0374),(32 1711.9928),(33 1731.8821),(34 1740.2369),(35 1731.474),(36 1735.6592),(37 1738.3716),(38 1744.4403),(39 1768.1227),(40 1756.2828),(41 1760.9883),(42 1779.4644),(43 1756.2692),(44 1784.4502),(45 1790.6744),(46 1773.1034),(47 1760.9932),(48 1775.404),(49 1769.0979),(50 1794.3942),(51 1826.792),(52 1804.0525),(53 1801.5684),(54 1784.3345),(55 1773.405),(56 1781.6157),(57 1788.2269),(58 1776.2439),(59 1783.9423),(60 1790.6283),(61 1768.7843),(62 1782.5441),(63 1766.2052),(64 1780.4657),(65 1774.6742),(66 1787.0933),(67 1794.3159),(68 1778.2078),(69 1783.646),(70 1765.358),(71 1770.7207),(72 1724.78),(73 1721.1007),(74 1703.2908),(75 1711.0652),(76 1715.4237),(77 1695.7148),(78 1690.3022),(79 1684.0789),
(1 703.8366),(2 806.9672),(3 896.17975),(4 1011.91187),(5 1124.5396),(6 1160.0082),(7 1228.659),(8 1263.2667),(9 1293.25),(10 1338.7377),(11 1372.583),(12 1407.7115),(13 1460.6326),(14 1499.7906),(15 1557.5367),(16 1571.0741),(17 1582.9585),(18 1607.3539),(19 1622.2759),(20 1646.8337),(21 1676.7605),(22 1698.7981),(23 1718.0895),(24 1731.1299),(25 1742.7386),(26 1746.7128),(27 1763.8392),(28 1767.889),(29 1755.9934),(30 1746.2493),(31 1744.8749),(32 1748.2388),(33 1755.1947),(34 1749.4822),(35 1761.8356),(36 1774.6664),(37 1767.5789),(38 1791.4456),(39 1821.9769),(40 1810.0046),(41 1824.8922),(42 1824.3059),(43 1800.6471),(44 1809.4031),(45 1806.5171),(46 1794.9569),(47 1787.8141),(48 1792.2115),(49 1804.0492),(50 1807.7876),(51 1810.2444),(52 1818.4635),(53 1820.5979),(54 1810.6853),(55 1816.3833),(56 1820.8875),(57 1841.2578),(58 1829.6115),(59 1816.7689),(60 1810.1763),(61 1788.3976),(62 1813.2992),(63 1798.8777),(64 1822.4636),(65 1819.5354),(66 1806.9552),(67 1805.3047),(68 1787.4711),(69 1778.5994),(70 1783.5552),(71 1781.2133),(72 1776.5217),(73 1752.5013),(74 1760.105),(75 1754.4691),(76 1746.9849),(77 1746.3434),(78 1721.8436),(79 1711.7709),
(1 687.14136),(2 786.61334),(3 869.34076),(4 982.867),(5 1091.2462),(6 1104.7444),(7 1187.5792),(8 1225.0403),(9 1245.2971),(10 1276.2758),(11 1327.1874),(12 1348.326),(13 1401.5896),(14 1442.1083),(15 1490.707),(16 1502.7031),(17 1521.657),(18 1549.8314),(19 1572.3818),(20 1607.9852),(21 1632.0306),(22 1661.4545),(23 1681.8959),(24 1716.9226),(25 1719.0616),(26 1739.4037),(27 1768.288),(28 1748.0614),(29 1739.236),(30 1746.9226),(31 1748.1321),(32 1758.2003),(33 1763.4634),(34 1759.0906),(35 1757.2141),(36 1773.0138),(37 1778.842),(38 1781.1493),(39 1785.1294),(40 1774.1687),(41 1782.928),(42 1794.8385),(43 1765.4084),(44 1777.9259),(45 1774.7781),(46 1773.5277),(47 1759.7546),(48 1759.9758),(49 1775.9739),(50 1774.4106),(51 1779.7856),(52 1770.121),(53 1799.4725),(54 1779.6312),(55 1784.3466),(56 1799.9949),(57 1809.4135),(58 1813.3451),(59 1796.4451),(60 1792.9336),(61 1772.0016),(62 1790.3458),(63 1774.175),(64 1794.754),(65 1804.16),(66 1785.5516),(67 1787.3579),(68 1781.9292),(69 1772.3003),(70 1773.6688),(71 1748.1193),(72 1746.9406),(73 1720.9557),(74 1706.6227),(75 1719.3553),(76 1692.2727),(77 1676.7345),(78 1672.1022),(79 1678.966),
(1 683.90894),(2 794.3849),(3 885.337),(4 1006.50116),(5 1117.4578),(6 1131.1554),(7 1185.6964),(8 1220.8322),(9 1235.5074),(10 1269.0233),(11 1319.4808),(12 1351.2667),(13 1395.4751),(14 1435.9268),(15 1476.2566),(16 1480.853),(17 1498.8562),(18 1506.1646),(19 1512.6693),(20 1548.4105),(21 1551.3916),(22 1568.9509),(23 1598.5413),(24 1606.6877),(25 1615.015),(26 1622.9199),(27 1631.8282),(28 1627.3195),(29 1622.0703),(30 1623.0503),(31 1627.8514),(32 1647.7975),(33 1649.7623),(34 1659.2743),(35 1654.6161),(36 1660.5055),(37 1667.6615),(38 1680.1992),(39 1702.3135),(40 1693.2539),(41 1681.5715),(42 1705.9664),(43 1678.962),(44 1697.8529),(45 1705.582),(46 1692.2042),(47 1700.1469),(48 1709.7258),(49 1719.2828),(50 1730.5603),(51 1750.8099),(52 1730.4138),(53 1722.7975),(54 1728.6417),(55 1726.342),(56 1721.3362),(57 1734.5104),(58 1727.5676),(59 1714.1713),(60 1717.6244),(61 1699.2102),(62 1693.6715),(63 1678.7661),(64 1724.2523),(65 1732.6335),(66 1728.9203),(67 1716.2439),(68 1687.3412),(69 1683.8726),(70 1663.0782),(71 1652.5823),(72 1654.5914),(73 1641.6205),(74 1643.898),(75 1626.2723),(76 1629.2899),(77 1609.9232),(78 1597.4733),(79 1608.5208),
(1 679.24115),(2 786.365),(3 881.1451),(4 989.70184),(5 1104.2043),(6 1124.228),(7 1174.1072),(8 1200.7623),(9 1212.2302),(10 1238.4873),(11 1286.7671),(12 1293.2424),(13 1344.6624),(14 1394.1313),(15 1439.331),(16 1452.0985),(17 1467.4164),(18 1471.7566),(19 1478.42),(20 1513.7977),(21 1523.1027),(22 1531.1437),(23 1562.131),(24 1572.3961),(25 1584.0117),(26 1580.274),(27 1581.4874),(28 1584.5564),(29 1585.8735),(30 1584.5397),(31 1596.5104),(32 1594.8446),(33 1593.6034),(34 1593.8823),(35 1600.1731),(36 1597.8274),(37 1615.5532),(38 1625.8973),(39 1646.386),(40 1634.4634),(41 1654.6422),(42 1646.8169),(43 1641.8687),(44 1640.0751),(45 1645.273),(46 1634.5906),(47 1638.6594),(48 1650.3186),(49 1668.1483),(50 1668.0331),(51 1700.534),(52 1691.3613),(53 1678.2612),(54 1672.9946),(55 1671.1549),(56 1682.4984),(57 1701.2699),(58 1694.0558),(59 1680.2698),(60 1691.0383),(61 1691.5911),(62 1682.2767),(63 1681.5529),(64 1688.51),(65 1704.2483),(66 1700.9431),(67 1706.1768),(68 1693.663),(69 1701.3113),(70 1665.6653),(71 1666.8796),(72 1664.6481),(73 1646.939),(74 1649.9971),(75 1637.211),(76 1639.0038),(77 1636.4899),(78 1607.511),(79 1605.6443),
(1 647.6303),(2 754.02563),(3 843.09796),(4 954.731),(5 1056.0166),(6 1087.6951),(7 1144.6464),(8 1176.7566),(9 1201.0026),(10 1224.1151),(11 1276.6422),(12 1291.0245),(13 1328.4783),(14 1374.5319),(15 1410.0651),(16 1418.3439),(17 1433.2008),(18 1449.7578),(19 1467.3822),(20 1487.784),(21 1496.345),(22 1507.5438),(23 1528.4731),(24 1548.1108),(25 1557.9357),(26 1555.1207),(27 1564.0288),(28 1548.5969),(29 1535.0026),(30 1534.8706),(31 1555.6588),(32 1554.8634),(33 1543.3029),(34 1554.6111),(35 1553.3258),(36 1541.5192),(37 1572.9496),(38 1583.5236),(39 1589.6398),(40 1592.5817),(41 1618.4672),(42 1621.1079),(43 1602.3278),(44 1613.9772),(45 1626.6208),(46 1604.3685),(47 1610.1731),(48 1600.3203),(49 1616.1848),(50 1622.4236),(51 1641.5107),(52 1626.5345),(53 1619.8369),(54 1618.6582),(55 1627.728),(56 1610.6985),(57 1646.2616),(58 1636.0957),(59 1631.4879),(60 1639.1982),(61 1626.5696),(62 1642.848),(63 1648.3264),(64 1646.6628),(65 1661.8542),(66 1648.9485),(67 1660.6887),(68 1644.3712),(69 1646.047),(70 1634.166),(71 1622.4677),(72 1627.8965),(73 1618.0703),(74 1612.4265),(75 1626.1381),(76 1630.4401),(77 1592.4636),(78 1579.2609),(79 1572.3939),
