1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 1317.7534),(2 1368.4758),(3 1541.292),(4 1637.2955),(5 1690.2095),(6 1766),(7 1751.8539),(8 1760.2797),(9 1843.4857),(10 1846.7108),(11 1847.9236),(12 1881.0447),(13 1889.2333),(14 1857.5245),(15 1886.8662),(16 1902.8934),(17 1919.8794),(18 1902.0409),(19 1906.0387),(20 1898.4755),(21 1926.7958),(22 1991.1051),(23 2017.3618),(24 2031.1688),(25 2042.3508),(26 2018.2726),(27 1983.1453),(28 2003.512),(29 2032.7982),(30 2053.6003),(31 2079.3223),(32 2099.1348),(33 2100.9124),(34 2088.6597),(35 2112.4373),(36 2149.3435),(37 2163.163),(38 2153.279),(39 2179.1265),(40 2203.063),(41 2196.9465),(42 2163.2043),(43 2158.7637),(44 2224.9158),(45 2189.4915),(46 2180.9128),(47 2173.5144),(48 2202.5984),(49 2274.735),(50 2284.6729),(51 2276.194),(52 2313.6323),(53 2343.4849),(54 2318.9587),(55 2326.711),(56 2398.1362),(57 2389.0996),(58 2355.044),(59 2387.6802),(60 2367.5479),(61 2339.867),(62 2337.1873),(63 2404.8774),(64 2359.1335),(65 2403.3757),(66 2405.082),(67 2394.2485),(68 2384.826),(69 2438.6392),(70 2429.0313),(71 2421.7205),(72 2440.6265),(73 2393.5417),(74 2395.4028),(75 2396.0696),(76 2392.6326),(77 2396.2947),(78 2416.9075),(79 2396.4067),
(1 1289.8452),(2 1347.992),(3 1506.6888),(4 1592.5045),(5 1616.7502),(6 1706.3132),(7 1712.0159),(8 1699.629),(9 1794.5162),(10 1795.9873),(11 1802.8485),(12 1802.9014),(13 1807.2722),(14 1807.2463),(15 1808.739),(16 1826.1599),(17 1857.9667),(18 1838.3508),(19 1842.4071),(20 1855.0674),(21 1877.065),(22 1918.2457),(23 1945.238),(24 1978.8088),(25 1972.9308),(26 1948.4187),(27 1927.896),(28 1927.9412),(29 1975.0366),(30 1970.4375),(31 1987.5841),(32 1997.8768),(33 1993.8528),(34 1987.7495),(35 1993.49),(36 2050.533),(37 2073.8975),(38 2042.5757),(39 2062.23),(40 2114.6858),(41 2111.2454),(42 2078.0112),(43 2083.273),(44 2145.158),(45 2125.66),(46 2096.8784),(47 2101.753),(48 2122.984),(49 2171.3022),(50 2171.6074),(51 2169.3489),(52 2195.282),(53 2200.8325),(54 2209.2185),(55 2221.5415),(56 2277.7646),(57 2249.4258),(58 2230.5825),(59 2251.1938),(60 2257.1704),(61 2217.9194),(62 2213.9448),(63 2268.1697),(64 2255.8032),(65 2294.0112),(66 2301.028),(67 2293.4473),(68 2296.2673),(69 2304.403),(70 2281.452),(71 2273.9758),(72 2301.609),(73 2306.2197),(74 2279.7715),(75 2286.1394),(76 2280.366),(77 2275.3064),(78 2269.525),(79 2252.3188),
(1 1325.1746),(2 1407.41),(3 1571.0095),(4 1658.6061),(5 1653.9014),(6 1714.1011),(7 1728.0321),(8 1749.9565),(9 1851.3489),(10 1856.2817),(11 1852.7274),(12 1827.5137),(13 1848.2611),(14 1866.6213),(15 1871.9523),(16 1877.8457),(17 1890.6638),(18 1890.4296),(19 1898.7944),(20 1867.487),(21 1892.7058),(22 1949.2589),(23 1947.0498),(24 1977.794),(25 1981.3792),(26 1975.9296),(27 2000.7501),(28 1979.921),(29 2010.4174),(30 2012.0438),(31 2009.8339),(32 2034.6315),(33 2035.8958),(34 2045.6938),(35 2062.106),(36 2099.2214),(37 2116.8296),(38 2083.9614),(39 2093.7476),(40 2130.96),(41 2159.3914),(42 2138.4116),(43 2128.6946),(44 2143.615),(45 2157.039),(46 2138.2595),(47 2161.9868),(48 2165.0461),(49 2208.9211),(50 2227.6492),(51 2212.2961),(52 2243.9097),(53 2249.4063),(54 2260.1257),(55 2265.8608),(56 2313.9575),(57 2285.3308),(58 2275.5664),(59 2274.5151),(60 2289.6511),(61 2237.1865),(62 2243.3057),(63 2305.4382),(64 2303.989),(65 2315.6506),(66 2345.176),(67 2330.816),(68 2325.5837),(69 2314.4294),(70 2282.9265),(71 2267.6116),(72 2319.943),(73 2335.855),(74 2321.086),(75 2328.7678),(76 2294.7815),(77 2278.7493),(78 2299.3413),(79 2274.5298),
(1 1278.0308),(2 1363.4965),(3 1546.2397),(4 1634.2416),(5 1635.5653),(6 1702.545),(7 1714.179),(8 1740.5187),(9 1821.0399),(10 1837.4749),(11 1821.6973),(12 1811.3999),(13 1802.0118),(14 1816.18),(15 1842.7225),(16 1852.3396),(17 1843.5894),(18 1854.9076),(19 1875.7968),(20 1834.4478),(21 1894.7308),(22 1935.2671),(23 1927.254),(24 1957.4626),(25 1963.4152),(26 1965.296),(27 1992.1375),(28 1995.674),(29 1965.5704),(30 1960.2096),(31 2004.0044),(32 2015.6011),(33 2002.2675),(34 2019.1943),(35 2061.4333),(36 2083.5295),(37 2079.9038),(38 2062.478),(39 2106.3691),(40 2115.4333),(41 2138.281),(42 2101.361),(43 2112.865),(44 2129.1658),(45 2138.4995),(46 2106.5872),(47 2125.0793),(48 2135.619),(49 2171.7595),(50 2179.8145),(51 2182.3203),(52 2206.7644),(53 2196.4355),(54 2211.7576),(55 2239.606),(56 2271.7344),(57 2246.0913),(58 2238.5974),(59 2245.5933),(60 2230.7383),(61 2203.2668),(62 2212.4949),(63 2270.665),(64 2265.8157),(65 2282.8174),(66 2289.966),(67 2278.2087),(68 2274.8745),(69 2266.133),(70 2252.5186),(71 2267.218),(72 2321.6018),(73 2317.1077),(74 2292.661),(75 2302.0054),(76 2241.2104),(77 2221.9644),(78 2266.0127),(79 2267.689),
(1 1249.7186),(2 1317.3082),(3 1488.3257),(4 1578.7306),(5 1590.1582),(6 1670.4071),(7 1672.0718),(8 1679.4088),(9 1737.0773),(10 1772.4664),(11 1770.5093),(12 1782.9358),(13 1777.2196),(14 1777.4894),(15 1794.6494),(16 1803.6777),(17 1797.4996),(18 1798.0773),(19 1822.9564),(20 1815.9641),(21 1866.0579),(22 1895.7991),(23 1913.468),(24 1941.8501),(25 1956.9509),(26 1955.7811),(27 1985.1224),(28 1982.5455),(29 1953.1626),(30 1936.7716),(31 1977.9934),(32 1979.37),(33 1969.0325),(34 1984.3551),(35 2029.0349),(36 2018.5803),(37 2026.8274),(38 2019.4236),(39 2077.3638),(40 2077.103),(41 2070.9634),(42 2061.7808),(43 2058.2131),(44 2061.942),(45 2079.7705),(46 2076.336),(47 2084.7974),(48 2084.7239),(49 2125.314),(50 2143.6658),(51 2132.3315),(52 2141.4512),(53 2147.9927),(54 2147.7664),(55 2170.4202),(56 2178.9653),(57 2165.8455),(58 2152.7114),(59 2183.2795),(60 2180.0356),(61 2148.46),(62 2146.576),(63 2199.685),(64 2188.9531),(65 2199.0557),(66 2207.023),(67 2192.7095),(68 2185.2607),(69 2195.2595),(70 2190.7188),(71 2184.9497),(72 2232.6016),(73 2203.2761),(74 2209.7449),(75 2201.3452),(76 2146.5676),(77 2152.5764),(78 2192.4675),(79 2186.2717),
(1 1208.157),(2 1279.3555),(3 1450.0875),(4 1508.1517),(5 1513.3462),(6 1578.7979),(7 1627.2834),(8 1621.1031),(9 1660.571),(10 1702.9742),(11 1688.8535),(12 1699.128),(13 1694.9401),(14 1709.7968),(15 1727.5842),(16 1720.1217),(17 1729.4374),(18 1695.0399),(19 1699.3607),(20 1730.0558),(21 1769.1145),(22 1793.1874),(23 1820.2598),(24 1826.0769),(25 1827.1682),(26 1835.9225),(27 1859.5388),(28 1842.187),(29 1825.2644),(30 1827.0276),(31 1866.1058),(32 1872.7407),(33 1892.7555),(34 1901.6028),(35 1919.7432),(36 1943.7177),(37 1940.2019),(38 1960.6588),(39 1993.4009),(40 2008.003),(41 2001.0193),(42 1993.2993),(43 1992.7808),(44 1989.438),(45 2007.8723),(46 2041.091),(47 2040.4902),(48 2060.7793),(49 2085.5996),(50 2094.145),(51 2106.1511),(52 2109.7952),(53 2116.5193),(54 2130.3516),(55 2159.2827),(56 2167.7112),(57 2163.3228),(58 2156.1338),(59 2186.0999),(60 2151.2847),(61 2094.7378),(62 2113.9768),(63 2161.589),(64 2148.9082),(65 2152.5098),(66 2167.2078),(67 2160.0044),(68 2152.2434),(69 2163.4294),(70 2152.2568),(71 2148.2175),(72 2179.6357),(73 2168.5476),(74 2165.8118),(75 2153.2988),(76 2099.152),(77 2110.5496),(78 2160.3157),(79 2157.9756),
(1 1201.87),(2 1287.5367),(3 1425.5109),(4 1491.9698),(5 1485.6143),(6 1555.3615),(7 1600.0284),(8 1592.8381),(9 1639.4381),(10 1682.5984),(11 1656.9963),(12 1668.9113),(13 1676.0464),(14 1714.746),(15 1720.685),(16 1678.3065),(17 1705.7524),(18 1678.6912),(19 1693.9196),(20 1718.3921),(21 1752.7893),(22 1781.6067),(23 1811.7157),(24 1845.7953),(25 1799.0701),(26 1813.8237),(27 1829.644),(28 1829.6705),(29 1819.8369),(30 1814.8612),(31 1827.5146),(32 1848.9855),(33 1863.7039),(34 1869.0376),(35 1860.7472),(36 1897.0046),(37 1908.2258),(38 1910.0221),(39 1924.1932),(40 1941.2888),(41 1950.7377),(42 1953.8137),(43 1942.5834),(44 1934.577),(45 1965.0825),(46 1964.0376),(47 1973.1345),(48 1972.3156),(49 1983.3805),(50 2012.7046),(51 2021.5731),(52 2003.4825),(53 2016.4004),(54 2032.7747),(55 2054.9397),(56 2081.0432),(57 2073.1057),(58 2104.51),(59 2102.131),(60 2075.8494),(61 2035.2635),(62 2057.104),(63 2114.6714),(64 2085.3223),(65 2091.9302),(66 2123.0085),(67 2114.374),(68 2106.5872),(69 2141.1067),(70 2111.775),(71 2103.187),(72 2129.2861),(73 2123.738),(74 2109.1526),(75 2108.3423),(76 2070.7444),(77 2076.468),(78 2104.1636),(79 2094.398),
(1 1160.9641),(2 1230.7778),(3 1370.3882),(4 1448.6403),(5 1461.1442),(6 1531.8783),(7 1552.4991),(8 1542.2079),(9 1603.4127),(10 1640.3353),(11 1637.9476),(12 1629.2621),(13 1608.7836),(14 1639.3724),(15 1663.9596),(16 1637.8389),(17 1649.7332),(18 1643.0568),(19 1670.336),(20 1672.319),(21 1681.2986),(22 1707.012),(23 1744.058),(24 1756.566),(25 1736.604),(26 1752.1539),(27 1764.777),(28 1771.5924),(29 1784.2336),(30 1779.396),(31 1789.3909),(32 1796.5752),(33 1830.5607),(34 1825.1807),(35 1859.8346),(36 1881.6925),(37 1917.6832),(38 1902.2944),(39 1927.77),(40 1960.8383),(41 1937.4711),(42 1950.7177),(43 1969.106),(44 1959.4319),(45 1961.8232),(46 1969.8983),(47 1994.0757),(48 1999.1249),(49 1985.9045),(50 2045.6504),(51 2032.6652),(52 2025.1218),(53 2054.8237),(54 2065.012),(55 2074.0652),(56 2099.0354),(57 2095.7332),(58 2109.1326),(59 2107.28),(60 2097.1409),(61 2052.5977),(62 2078.989),(63 2129.4243),(64 2056.854),(65 2060.0017),(66 2113.4883),(67 2091.7307),(68 2065.4133),(69 2102.1738),(70 2085.8862),(71 2073.8262),(72 2083.821),(73 2092.2747),(74 2066.8362),(75 2073.3118),(76 2026.7479),(77 2039.519),(78 2062.311),(79 2074.0051),
(1 1150.424),(2 1233.168),(3 1367.851),(4 1422.0894),(5 1430.3541),(6 1493.1906),(7 1518.8451),(8 1528.9076),(9 1569.6461),(10 1612.9265),(11 1617.531),(12 1646.7521),(13 1615.0159),(14 1610.5085),(15 1645.804),(16 1645.6914),(17 1641.2612),(18 1650.8197),(19 1671.0543),(20 1668.6427),(21 1687.462),(22 1708.6155),(23 1741.333),(24 1747.2386),(25 1761.5874),(26 1758.1536),(27 1791.2604),(28 1790.2081),(29 1769.5787),(30 1778.0793),(31 1806.6794),(32 1819.1945),(33 1820.232),(34 1803.0557),(35 1840.5952),(36 1880.3157),(37 1895.3026),(38 1860.7251),(39 1877.9773),(40 1899.687),(41 1884.9795),(42 1911.3152),(43 1920.0167),(44 1910.6753),(45 1904.0485),(46 1912.6202),(47 1933.3993),(48 1931.2787),(49 1927.5759),(50 1954.0538),(51 1953.8013),(52 1949.8912),(53 1971.9636),(54 1974.7341),(55 1986.0906),(56 2025.5007),(57 2022.3992),(58 2034.088),(59 2042.9055),(60 2039.8024),(61 2008.6672),(62 2046.7767),(63 2072.888),(64 2013.7278),(65 2022.2323),(66 2063.377),(67 2035.5026),(68 2010.8789),(69 2037.1326),(70 2015.4741),(71 2014.281),(72 2026.5652),(73 2033.1776),(74 2007.7122),(75 2017.9387),(76 1970.1161),(77 1967.0682),(78 1982.6405),(79 1971.8857),
(1 1141.4482),(2 1247.4912),(3 1334.9064),(4 1409.085),(5 1406.9885),(6 1473.0121),(7 1501.5552),(8 1503.2894),(9 1527.5208),(10 1572.576),(11 1582.0886),(12 1609.0531),(13 1577.0531),(14 1564.0729),(15 1591.7307),(16 1581.77),(17 1579.9587),(18 1569.8126),(19 1594.6793),(20 1593.8407),(21 1623.1041),(22 1627.7706),(23 1659.95),(24 1666.397),(25 1671.7626),(26 1669.967),(27 1684.9576),(28 1686.9685),(29 1673.967),(30 1690.9935),(31 1717.1942),(32 1736.6836),(33 1725.9987),(34 1742.2373),(35 1751.6318),(36 1799.1948),(37 1792.8037),(38 1789.5364),(39 1808.6167),(40 1823.9475),(41 1826.1074),(42 1826.036),(43 1813.9945),(44 1801.681),(45 1814.9458),(46 1833.8573),(47 1823.0795),(48 1835.1799),(49 1837.6838),(50 1855.8168),(51 1827.337),(52 1853.6826),(53 1876.8204),(54 1865.0273),(55 1871.858),(56 1901.7238),(57 1905.4669),(58 1922.0333),(59 1945.2268),(60 1932.1687),(61 1889.1146),(62 1902.237),(63 1912.5732),(64 1876.9254),(65 1873.8429),(66 1943.4642),(67 1918.6174),(68 1901.7224),(69 1932.8541),(70 1913.934),(71 1894.4852),(72 1910.5743),(73 1915.6099),(74 1898.0833),(75 1926.0471),(76 1894.7499),(77 1884.789),(78 1927.8411),(79 1900.7793),
(1 1102.1066),(2 1213.1421),(3 1317.5164),(4 1404.7151),(5 1395.5948),(6 1456.437),(7 1496.5784),(8 1498.706),(9 1496.5461),(10 1558.1655),(11 1552.6061),(12 1585.1726),(13 1571.7881),(14 1566.8239),(15 1616.5862),(16 1612.2122),(17 1594.3984),(18 1563.4915),(19 1605.953),(20 1611.5122),(21 1643.9327),(22 1647.439),(23 1680.9863),(24 1707.226),(25 1693.6193),(26 1687.339),(27 1709.9742),(28 1689.7867),(29 1680.862),(30 1695.9863),(31 1730.3574),(32 1746.4464),(33 1735.6226),(34 1718.8102),(35 1738.299),(36 1783.6461),(37 1774.176),(38 1770.4019),(39 1790.6844),(40 1807.1322),(41 1809.8995),(42 1815.0669),(43 1838.2725),(44 1818.3604),(45 1825.7367),(46 1838.3531),(47 1833.276),(48 1858.5515),(49 1859.8723),(50 1878.0154),(51 1850.254),(52 1887.483),(53 1892.8704),(54 1874.7961),(55 1898.922),(56 1947.7482),(57 1940.1783),(58 1944.7538),(59 1960.5441),(60 1932.4354),(61 1899.1873),(62 1897.3906),(63 1909.4144),(64 1908.61),(65 1903.2543),(66 1971.291),(67 1923.0715),(68 1915.9773),(69 1940.1564),(70 1922.4414),(71 1903.0741),(72 1922.2969),(73 1932.9155),(74 1920.0277),(75 1935.1357),(76 1908.29),(77 1876.2605),(78 1925.9363),(79 1868.9731),
(1 1088.8188),(2 1177.2289),(3 1296.4824),(4 1393.1738),(5 1374.0187),(6 1418.8855),(7 1462.682),(8 1458.7601),(9 1455.0894),(10 1533.3678),(11 1501.4169),(12 1509.4203),(13 1504.5636),(14 1509.7988),(15 1541.3446),(16 1556.3441),(17 1543.9651),(18 1507.3191),(19 1538.8707),(20 1556.6609),(21 1595.2102),(22 1580.9373),(23 1605.0411),(24 1636.5721),(25 1608.1008),(26 1609.2554),(27 1643.5306),(28 1620.6049),(29 1620.361),(30 1625.5304),(31 1660.2069),(32 1656.5035),(33 1663.9086),(34 1664.7189),(35 1693.8605),(36 1733.8352),(37 1729.0505),(38 1721.9222),(39 1746.0894),(40 1766.7583),(41 1761.8237),(42 1771.8647),(43 1794.9209),(44 1780.7743),(45 1792.5645),(46 1783.4246),(47 1783.4323),(48 1801.9994),(49 1818.159),(50 1835.502),(51 1836.9482),(52 1853.5107),(53 1862.2516),(54 1835.0962),(55 1842.6438),(56 1871.358),(57 1894.608),(58 1878.289),(59 1880.7653),(60 1860.4918),(61 1831.4287),(62 1813.5651),(63 1842.9539),(64 1836.9443),(65 1813.8745),(66 1884.6069),(67 1840.073),(68 1835.2354),(69 1859.7122),(70 1840.9484),(71 1811.2648),(72 1839.8533),(73 1848.4407),(74 1852.5599),(75 1861.8298),(76 1818.4146),(77 1808.265),(78 1867.3163),(79 1804.976),
(1 1064.1124),(2 1129.8113),(3 1242.6146),(4 1336.9485),(5 1325.054),(6 1376.1041),(7 1423.0071),(8 1402.8076),(9 1396.48),(10 1461.7354),(11 1450.5725),(12 1476.0792),(13 1456.9562),(14 1473.5417),(15 1484.9142),(16 1501.0157),(17 1486.4594),(18 1453.5093),(19 1497.046),(20 1510.8713),(21 1546.223),(22 1529.6229),(23 1535.516),(24 1568.2267),(25 1555.7905),(26 1553.3141),(27 1600.2045),(28 1578.1846),(29 1560.8611),(30 1575.2109),(31 1616.6826),(32 1601.0315),(33 1589.9568),(34 1614.3126),(35 1640.8705),(36 1651.689),(37 1655.0365),(38 1669.6116),(39 1689.9703),(40 1705.2478),(41 1696.5999),(42 1714.4852),(43 1719.5808),(44 1725.8701),(45 1718.4409),(46 1726.0802),(47 1742.7238),(48 1737.6536),(49 1745.4725),(50 1771.2233),(51 1757.011),(52 1744.5591),(53 1774.6919),(54 1780.4852),(55 1782.8612),(56 1799.3484),(57 1821.6204),(58 1809.7012),(59 1798.3843),(60 1815.6056),(61 1792.0118),(62 1764.4766),(63 1800.6359),(64 1793.697),(65 1793.1866),(66 1825.034),(67 1800.9315),(68 1790.8088),(69 1823.9497),(70 1824.3823),(71 1807.7208),(72 1819.7257),(73 1829.2738),(74 1847.1464),(75 1843.1301),(76 1802.211),(77 1807.5638),(78 1826.5193),(79 1795.3442),
(1 1067.4126),(2 1153.1498),(3 1233.8867),(4 1326.1354),(5 1352.5638),(6 1385.8015),(7 1432.1669),(8 1415.4614),(9 1400.7343),(10 1456.8533),(11 1431.3331),(12 1478.5713),(13 1471.7185),(14 1468.7339),(15 1508.257),(16 1513.1747),(17 1485.0708),(18 1462.9884),(19 1476.5786),(20 1484.8235),(21 1532.8469),(22 1522.0095),(23 1521.6282),(24 1568.4211),(25 1569.3572),(26 1572.2189),(27 1587.8265),(28 1579.3927),(29 1585.5579),(30 1590.6965),(31 1627.3069),(32 1627.6602),(33 1599.5076),(34 1624.9243),(35 1654.4147),(36 1680.4281),(37 1643.1672),(38 1652.5098),(39 1676.8837),(40 1685.771),(41 1672.5072),(42 1689.7881),(43 1705.5366),(44 1717.1998),(45 1726.0645),(46 1730.3242),(47 1728.9327),(48 1750.8491),(49 1753.6847),(50 1756.8462),(51 1747.364),(52 1754.3905),(53 1765.9265),(54 1762.1217),(55 1766.0776),(56 1767.2458),(57 1790.3073),(58 1792.1807),(59 1771.828),(60 1801.8915),(61 1768.9238),(62 1746.7847),(63 1787.9884),(64 1770.4012),(65 1767.8898),(66 1792.9741),(67 1773.654),(68 1751.17),(69 1802.1941),(70 1798.6359),(71 1775.7949),(72 1770.3875),(73 1786.3329),(74 1810.379),(75 1821.4648),(76 1796.326),(77 1799.2814),(78 1809.8759),(79 1786.416),
(1 1062.187),(2 1166.5184),(3 1214.3617),(4 1316.8384),(5 1324.1644),(6 1359.4353),(7 1403.7327),(8 1399.9965),(9 1385.8513),(10 1439.6837),(11 1431.1486),(12 1456.3955),(13 1443.2515),(14 1455.2947),(15 1491.7386),(16 1509.9502),(17 1478.7625),(18 1466.3384),(19 1476.1274),(20 1464.348),(21 1524.378),(22 1518.3771),(23 1514.0048),(24 1545.3285),(25 1553.6152),(26 1577.9172),(27 1570.1237),(28 1554.0804),(29 1577.216),(30 1590.5814),(31 1612.8221),(32 1595.2864),(33 1578.7046),(34 1602.6478),(35 1646.1427),(36 1654.3777),(37 1622.2538),(38 1612.61),(39 1650.4929),(40 1661.2173),(41 1651.7748),(42 1668.6349),(43 1658.9512),(44 1659.9847),(45 1679.542),(46 1674.6302),(47 1656.284),(48 1674.2863),(49 1711.4482),(50 1703.7263),(51 1695.4116),(52 1708.1185),(53 1717.9384),(54 1713.3323),(55 1706.6617),(56 1746.4626),(57 1760.3136),(58 1746.5623),(59 1741.5199),(60 1763.4651),(61 1719.122),(62 1706.8667),(63 1738.4637),(64 1720.1892),(65 1710.4105),(66 1755.6926),(67 1741.2974),(68 1733.4081),(69 1775.5309),(70 1766.7673),(71 1758.633),(72 1774.7979),(73 1793.762),(74 1800.9929),(75 1809.8844),(76 1784.9948),(77 1780.8468),(78 1793.0206),(79 1796.0603),
(1 1017.8137),(2 1114.2529),(3 1168.2146),(4 1278.8884),(5 1272.5522),(6 1314.0887),(7 1358.6741),(8 1354.6381),(9 1343.038),(10 1392.3347),(11 1372.0571),(12 1393.3413),(13 1374.5983),(14 1377.0206),(15 1427.798),(16 1443.2123),(17 1393.3931),(18 1401.9646),(19 1426.8324),(20 1424.4158),(21 1466.0388),(22 1446.3118),(23 1475.5856),(24 1501.845),(25 1508.3762),(26 1512.8809),(27 1520.9762),(28 1517.4014),(29 1513.0276),(30 1507.1863),(31 1531.8156),(32 1512.7648),(33 1532.9882),(34 1570.4349),(35 1602.5026),(36 1588.3745),(37 1578.5769),(38 1568.8892),(39 1599.4152),(40 1618.2672),(41 1601.261),(42 1616.2144),(43 1618.723),(44 1625.4161),(45 1645.1234),(46 1645.6721),(47 1629.9095),(48 1653.7594),(49 1677.196),(50 1664.7811),(51 1661.3656),(52 1685.5464),(53 1680.8125),(54 1657.8636),(55 1667.8708),(56 1679.8502),(57 1709.0856),(58 1697.6993),(59 1694.731),(60 1708.269),(61 1671.2424),(62 1660.4547),(63 1687.2415),(64 1666.4916),(65 1648.0625),(66 1694.0052),(67 1683.2313),(68 1681.1534),(69 1730.5618),(70 1705.8263),(71 1690.7976),(72 1708.5422),(73 1722.1973),(74 1735.6183),(75 1745.9775),(76 1726.6029),(77 1718.9014),(78 1732.2844),(79 1732.0149),
