1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 115665.26),(2 361895.22),(3 606269.7),(4 793255.6),(5 932224),(6 1032347.2),(7 1100114),(8 1147485.4),(9 1200915.8),(10 1261536.1),(11 1312770.9),(12 1341675.8),(13 1355999.5),(14 1358066.8),(15 1352081.3),(16 1358358.8),(17 1370961.3),(18 1373242.1),(19 1355629.5),(20 1326827),(21 1306858.5),(22 1294574.6),(23 1282906.6),(24 1289103.3),(25 1310589.4),(26 1332487.4),(27 1348562.1),(28 1350677),(29 1346479.6),(30 1329007.4),(31 1308978.3),(32 1296264.8),(33 1294217.6),(34 1307869.9),(35 1320703),(36 1330466.9),(37 1326553.9),(38 1319036.5),(39 1319655.3),(40 1327317),(41 1337029.9),(42 1349400.6),(43 1368491.4),(44 1392807.1),(45 1414787.9),(46 1427592.4),(47 1424886.3),(48 1413677.6),(49 1401131),(50 1384042),(51 1349876.8),(52 1304963.9),(53 1258501.8),(54 1222858),(55 1198131.4),(56 1184549.6),(57 1197096),(58 1226791.3),(59 1251843.5),(60 1269848.6),(61 1291083.4),(62 1308200),(63 1318314.5),(64 1320971.9),(65 1308275.3),(66 1284082.9),(67 1260266.9),(68 1248999.9),(69 1246908.6),(70 1251319.3),(71 1252343.6),(72 1254912),(73 1246241.4),(74 1220578.5),(75 1188090.8),(76 1165134.9),(77 1150140),(78 1143512.5),(79 1137798.4),
(1 112499.69),(2 347381.9),(3 576166.7),(4 758065.2),(5 896944.2),(6 1003761.6),(7 1084074.3),(8 1159830.3),(9 1235536),(10 1311841.1),(11 1376242.9),(12 1419232),(13 1435126.6),(14 1428510.4),(15 1409797.6),(16 1384508.8),(17 1351309.8),(18 1303202.4),(19 1261133.8),(20 1228471.5),(21 1200754.5),(22 1167693.6),(23 1142378.6),(24 1140651.6),(25 1164465.8),(26 1197226.5),(27 1226989.9),(28 1237257.6),(29 1245686.4),(30 1250234),(31 1259192.4),(32 1277931.3),(33 1306785.4),(34 1326897.1),(35 1336496.5),(36 1340651),(37 1342971.3),(38 1353265.9),(39 1366546.9),(40 1383402.5),(41 1393150.1),(42 1398085.6),(43 1397619.1),(44 1393681),(45 1392217.4),(46 1393082),(47 1405914),(48 1421493.8),(49 1419373.4),(50 1401465.3),(51 1376746.4),(52 1363465.8),(53 1361886),(54 1372534.3),(55 1396082.6),(56 1421565.4),(57 1444077.5),(58 1447732.1),(59 1432351.3),(60 1405741.5),(61 1385774.4),(62 1361479.3),(63 1339906.5),(64 1333535.6),(65 1337930.6),(66 1346216.4),(67 1352282.5),(68 1344878.4),(69 1334175.9),(70 1326755.6),(71 1324079.5),(72 1328882.5),(73 1326792.8),(74 1310038.6),(75 1286260.8),(76 1272746),(77 1262952.1),(78 1247759),(79 1232460.9),
(1 112915.414),(2 344222.38),(3 561140.2),(4 725912.06),(5 855458.7),(6 975809),(7 1077687),(8 1152810.9),(9 1219689.6),(10 1286476.9),(11 1327722.5),(12 1347346.8),(13 1345227.6),(14 1322505.9),(15 1284675.6),(16 1253185.4),(17 1238979),(18 1236927.4),(19 1228580),(20 1211092.9),(21 1194322.1),(22 1182862.6),(23 1181581.5),(24 1197364.9),(25 1218009.6),(26 1235008.5),(27 1239672),(28 1224585.4),(29 1210306.1),(30 1206996.4),(31 1206765.8),(32 1216932),(33 1228759.5),(34 1247742.4),(35 1273376.1),(36 1303081.9),(37 1331506.4),(38 1353758.5),(39 1373468.1),(40 1392938.4),(41 1404999.9),(42 1413600.4),(43 1411712.4),(44 1396770.6),(45 1383870.4),(46 1386631.8),(47 1412426.4),(48 1432127.4),(49 1428763.6),(50 1405411.6),(51 1383557.6),(52 1382451.3),(53 1396068.6),(54 1399522.4),(55 1391722),(56 1386699),(57 1378600),(58 1361150.9),(59 1334095.4),(60 1311605.4),(61 1296684.3),(62 1294683),(63 1307594.9),(64 1324423.6),(65 1337975.1),(66 1327552.6),(67 1306411),(68 1296683.9),(69 1302596.4),(70 1310594.5),(71 1311172.6),(72 1306143.6),(73 1274191.4),(74 1224587),(75 1191808.1),(76 1180735.1),(77 1177624.1),(78 1184267.9),(79 1190213),
(1 115219.14),(2 348398.94),(3 563644.1),(4 719469.4),(5 828723),(6 912150.6),(7 978207.4),(8 1040817.8),(9 1115506.3),(10 1188809),(11 1232842.3),(12 1241476.4),(13 1224807.3),(14 1190305.5),(15 1151114.4),(16 1137995.3),(17 1156301),(18 1175564.5),(19 1159465.3),(20 1120857.6),(21 1081440.4),(22 1053700.4),(23 1042803),(24 1053557.6),(25 1059046.8),(26 1053161.1),(27 1035111.94),(28 1019954.8),(29 1015822.25),(30 1026497.2),(31 1044309.3),(32 1065738),(33 1091107),(34 1119432.9),(35 1150427.8),(36 1182628.8),(37 1216647.4),(38 1246838.6),(39 1263199.3),(40 1268842.8),(41 1264514.9),(42 1251120.5),(43 1229002.3),(44 1199823.6),(45 1184018.1),(46 1191956.6),(47 1203909.8),(48 1205823.5),(49 1203899.5),(50 1204270.8),(51 1208260.5),(52 1217733.6),(53 1229753.6),(54 1231722.6),(55 1232660.3),(56 1241335.3),(57 1248273),(58 1243478.3),(59 1233104),(60 1229702.6),(61 1239644.3),(62 1255520.3),(63 1265949.6),(64 1259995.3),(65 1235505.8),(66 1205287.9),(67 1189071.5),(68 1182178.5),(69 1178991.5),(70 1158969),(71 1124315.4),(72 1083738),(73 1035798.1),(74 993706.7),(75 969914.25),(76 964000.6),(77 965662.9),(78 984256.06),(79 1011505.7),
(1 116933.35),(2 348198.03),(3 553831.3),(4 703745.56),(5 813700.25),(6 900742.06),(7 975268.7),(8 1052830.3),(9 1132810.4),(10 1208824.9),(11 1245596.5),(12 1243732),(13 1225854.3),(14 1195374.4),(15 1166373),(16 1163925.3),(17 1177822.9),(18 1173936.5),(19 1146602.1),(20 1110086.8),(21 1076299.6),(22 1057904),(23 1057119.5),(24 1076713.8),(25 1100553.6),(26 1113993.1),(27 1118713.1),(28 1113686.6),(29 1105026.5),(30 1104303.6),(31 1109828.5),(32 1126954.4),(33 1153437.8),(34 1181521.5),(35 1208939.6),(36 1234094.3),(37 1250743.3),(38 1243468.4),(39 1217169.4),(40 1190619.3),(41 1180425.3),(42 1178551.9),(43 1162068.4),(44 1136803.5),(45 1126268.4),(46 1123958),(47 1121228.9),(48 1121795.1),(49 1125716.4),(50 1123703),(51 1118244.3),(52 1129781.1),(53 1148641),(54 1159180.1),(55 1172294.6),(56 1199280.8),(57 1210030.8),(58 1205803),(59 1203760.6),(60 1205939.9),(61 1202708.1),(62 1191507.3),(63 1177895.8),(64 1167097.9),(65 1155291.5),(66 1138150.4),(67 1126510.6),(68 1121142.4),(69 1111187.8),(70 1092415.9),(71 1074254.1),(72 1058699.8),(73 1028664.8),(74 993794.25),(75 973845),(76 978178.9),(77 1008013.6),(78 1051788.4),(79 1080572.1),
(1 106439.04),(2 310348.97),(3 482605.6),(4 596353.5),(5 676778.8),(6 742660.2),(7 799026.75),(8 847838.2),(9 897932.5),(10 938202.06),(11 952750.25),(12 952566.94),(13 950412.94),(14 937066.7),(15 924111.25),(16 932207.56),(17 959621.75),(18 990174.94),(19 1011390.5),(20 1018669.8),(21 1016920.44),(22 1022042.2),(23 1029381.94),(24 1043719.44),(25 1060771.8),(26 1069509),(27 1064503),(28 1062029.9),(29 1061330.8),(30 1059398.1),(31 1062216.3),(32 1062301.1),(33 1063982),(34 1073912.1),(35 1081041),(36 1088443.5),(37 1089928.1),(38 1083663.6),(39 1077054.1),(40 1073699.4),(41 1076279.6),(42 1075576.6),(43 1062167.6),(44 1026307.06),(45 982192.8),(46 951567.8),(47 945334.06),(48 947500.5),(49 948369.6),(50 939967.2),(51 931921),(52 928917.9),(53 928398.3),(54 930576.94),(55 937445.9),(56 957694.2),(57 984301.06),(58 1001734.8),(59 992274.94),(60 967445.06),(61 941195.6),(62 921767.56),(63 914940.94),(64 921821.2),(65 937200.8),(66 946182.56),(67 953850.1),(68 959414.8),(69 957319.9),(70 959030.8),(71 956827.4),(72 943834.2),(73 925129.75),(74 913694.4),(75 911463.25),(76 920391),(77 928519.8),(78 927052.06),(79 922737.44),
(1 111712.17),(2 329084.6),(3 514876.84),(4 646083.7),(5 737563.25),(6 801291.9),(7 847462.56),(8 891248.25),(9 942551.3),(10 988739.2),(11 1016580),(12 1024891.94),(13 1021521.1),(14 1014648.7),(15 1006797.6),(16 1006468.2),(17 1024096.25),(18 1057946.5),(19 1079158.3),(20 1075115.4),(21 1053228.6),(22 1029775.06),(23 1013945.56),(24 1010277.6),(25 1014473.25),(26 1010630.4),(27 1002733.3),(28 1003208.1),(29 1011078.4),(30 1022398.56),(31 1037905.44),(32 1040599.3),(33 1038942.3),(34 1044850.94),(35 1053840.1),(36 1060410.4),(37 1061284.5),(38 1044333.25),(39 1008421.06),(40 974044.4),(41 952819.44),(42 942462.6),(43 929652.4),(44 907010.06),(45 885141.9),(46 865984.25),(47 856816.94),(48 864835.94),(49 884308.56),(50 895529.2),(51 890603.06),(52 886401),(53 889198.7),(54 899219.06),(55 911903.94),(56 931348.2),(57 955472.8),(58 963719.9),(59 956681.75),(60 953111.3),(61 951103.2),(62 945820.75),(63 943374),(64 944173),(65 946366.25),(66 944398.2),(67 940657),(68 932380.6),(69 929541),(70 919131.9),(71 896139.06),(72 870377.75),(73 854709.3),(74 851356.44),(75 855500.25),(76 860364.25),(77 864186),(78 872643.3),(79 888476.4),
(1 119854.5),(2 348047.94),(3 531516.44),(4 646846.5),(5 716142.8),(6 764763.75),(7 805344.75),(8 857394.5),(9 920711.1),(10 970356.06),(11 1001875.56),(12 1025416.3),(13 1032286.06),(14 1031689.9),(15 1016506.9),(16 1002552.1),(17 1007429.56),(18 1008431.4),(19 994927.2),(20 968376.44),(21 938051.5),(22 913513.94),(23 905806.8),(24 913543.94),(25 927732.8),(26 931639.6),(27 927652.06),(28 925954.9),(29 928771.2),(30 934767.56),(31 946431.4),(32 948174.8),(33 950247.3),(34 963686.6),(35 978378.7),(36 984002.9),(37 978546.2),(38 953202.56),(39 910703.4),(40 871381.75),(41 853359.4),(42 851843.9),(43 835086.9),(44 806756.25),(45 791691.75),(46 790626.3),(47 798800.7),(48 809990.5),(49 826295.56),(50 831205.56),(51 818179),(52 809040.44),(53 813206.6),(54 823207.1),(55 831684.6),(56 845787.4),(57 872051.3),(58 889614.3),(59 882402.2),(60 870330.56),(61 865584.06),(62 857613.7),(63 848935.1),(64 846126.6),(65 847618.56),(66 842690.8),(67 827409.75),(68 807523.5),(69 787674.94),(70 760544.06),(71 733308.06),(72 714147.2),(73 711786.1),(74 715616.25),(75 719264.9),(76 726914.56),(77 731263.5),(78 738632.4),(79 754981),
(1 109762.9),(2 306660.9),(3 457603.88),(4 550485.25),(5 610769.5),(6 650777.25),(7 680863.2),(8 725696.06),(9 780775.4),(10 830620.5),(11 872682.25),(12 909511.75),(13 931345.06),(14 927644.1),(15 907792.8),(16 893785.06),(17 882020.25),(18 863239.56),(19 836061.6),(20 807496.6),(21 789554.44),(22 771335.1),(23 749539.8),(24 732850.1),(25 718553.9),(26 709696.9),(27 713585.7),(28 723995.94),(29 723778.25),(30 722172.75),(31 729884.56),(32 733228),(33 731393.8),(34 743122.5),(35 760619.9),(36 777878.44),(37 786007.75),(38 777809.8),(39 758443.8),(40 738603.06),(41 739299.6),(42 746147),(43 738160.1),(44 729132.94),(45 727866.75),(46 729767.56),(47 731376.56),(48 726222.7),(49 718226.2),(50 705107),(51 696158.3),(52 692047.4),(53 693716.56),(54 698169.94),(55 695315.8),(56 697105.8),(57 713523.44),(58 729527.06),(59 730974.44),(60 738758.5),(61 746378.8),(62 743423.75),(63 741408),(64 741499.8),(65 741087.6),(66 734664.1),(67 720246.25),(68 701783.7),(69 681945.1),(70 660247.75),(71 644453),(72 631663.8),(73 624983.56),(74 616986.6),(75 615108.56),(76 629303.8),(77 646624.25),(78 663519.2),(79 682773.9),
(1 114063.17),(2 316968.88),(3 469862.88),(4 567466.4),(5 637362.94),(6 685637.6),(7 707349.2),(8 730886.2),(9 767734.75),(10 798919.25),(11 817525.25),(12 828545.25),(13 827852.6),(14 817475.56),(15 802680.8),(16 800872.1),(17 806799.4),(18 803830.6),(19 783434.06),(20 768374.4),(21 759639.75),(22 743837.06),(23 726237.4),(24 723307.75),(25 737943.56),(26 747221.5),(27 745657.94),(28 739335.75),(29 737209.6),(30 738404.1),(31 732816.94),(32 726862.4),(33 721129.94),(34 719426.6),(35 724125.5),(36 736062.4),(37 748386.75),(38 751481.8),(39 742712.8),(40 736352.06),(41 737371.56),(42 734526.75),(43 726778.4),(44 717914.6),(45 712752.2),(46 710075.4),(47 700508.7),(48 688572.9),(49 681656),(50 684508.94),(51 679475.25),(52 662164.94),(53 648253.3),(54 642005.6),(55 642858.5),(56 651921.9),(57 670026.75),(58 691697.75),(59 707275.4),(60 717349.94),(61 723313.5),(62 726227.1),(63 728354.6),(64 738330.6),(65 753042.5),(66 757719.2),(67 746706.2),(68 736372),(69 727144.94),(70 710195.3),(71 683322.6),(72 664542.1),(73 661760.94),(74 658955.56),(75 658320.06),(76 661249.25),(77 663905.1),(78 666244),(79 663967.5),
(1 111487.945),(2 304975.03),(3 438530.28),(4 513343.8),(5 567518.2),(6 602615.5),(7 617437.25),(8 630958.56),(9 654601.5),(10 670805),(11 673660.4),(12 679118.25),(13 690396.4),(14 699827.44),(15 702369.6),(16 708824.1),(17 715923.1),(18 706929.7),(19 687204.25),(20 671849.2),(21 663794.7),(22 659484.6),(23 658996.06),(24 663548.94),(25 668555.7),(26 669504.9),(27 670293.1),(28 673301.4),(29 674273.4),(30 665604.06),(31 656420.25),(32 650319.9),(33 640168.3),(34 635335.5),(35 632299.5),(36 630462.06),(37 637945.3),(38 646648.25),(39 649264.8),(40 644556.75),(41 636800.1),(42 631429),(43 629584.7),(44 627016.7),(45 623180.44),(46 619043),(47 613580.44),(48 605687.75),(49 592880.7),(50 580128.25),(51 571932.44),(52 563805.9),(53 555103.6),(54 560294.25),(55 580836.6),(56 602295.75),(57 625370.3),(58 651344),(59 669530.75),(60 682969.06),(61 691713.94),(62 680588.7),(63 662706),(64 655961.56),(65 656762.5),(66 651773.94),(67 648298.6),(68 654823.06),(69 654348.8),(70 637418),(71 624093.75),(72 623042.56),(73 624189.5),(74 623386.6),(75 624776),(76 626462.1),(77 631183.2),(78 635847.9),(79 638018.56),
(1 114480.09),(2 315028.06),(3 455377.6),(4 535052.4),(5 588884.44),(6 631175.06),(7 663169.06),(8 690650.94),(9 714133.06),(10 729818.2),(11 738189.8),(12 744349.56),(13 752211.25),(14 756181.56),(15 750862.7),(16 748887),(17 742697.25),(18 724009.7),(19 695319.4),(20 672758.44),(21 663846.2),(22 663697.4),(23 668439.3),(24 675413.7),(25 676955.75),(26 675545.7),(27 674759.3),(28 674188.3),(29 670392.4),(30 653183),(31 630701.2),(32 618739.5),(33 613226.8),(34 613991.06),(35 609155.56),(36 608937.6),(37 616840),(38 620446),(39 615670.75),(40 608872.1),(41 612069.94),(42 621902.8),(43 631615.5),(44 639993.75),(45 643830.6),(46 637759.9),(47 631431.2),(48 624423.25),(49 604687.4),(50 583844.7),(51 569973.4),(52 560205.2),(53 562010.7),(54 570266.94),(55 576737.56),(56 584231.6),(57 603114.94),(58 629927.1),(59 657911.25),(60 679887.7),(61 684354.6),(62 677193.5),(63 682945.44),(64 697776.6),(65 703544.1),(66 695401.75),(67 683269.25),(68 677875.56),(69 670522),(70 657929.6),(71 647738.75),(72 646553.4),(73 649280.2),(74 652395.94),(75 650586.94),(76 657843.44),(77 670284.06),(78 681797.8),(79 694032.7),
(1 113378.6),(2 308155.28),(3 439554.84),(4 515332.28),(5 575874.3),(6 630558.6),(7 667598.75),(8 705694.44),(9 732440.06),(10 737392.8),(11 735543.3),(12 733152.9),(13 724662.75),(14 702872.6),(15 677920.94),(16 666298.5),(17 658863.25),(18 647448),(19 638077.8),(20 638937.1),(21 644417.94),(22 644160.75),(23 638827.6),(24 631318.6),(25 623099.8),(26 623174.3),(27 634443.75),(28 644822.94),(29 642713.6),(30 630975.44),(31 626060.94),(32 620357.3),(33 604798.4),(34 583982.1),(35 575286.3),(36 579430.1),(37 585390.7),(38 580761.75),(39 572752.2),(40 582896.3),(41 602368.56),(42 612705.7),(43 617816.6),(44 620751.75),(45 619956.75),(46 620435.75),(47 628116.94),(48 628382.06),(49 622862.56),(50 620230.94),(51 615961.44),(52 612791.44),(53 621731.2),(54 630887.44),(55 633667.1),(56 638543.8),(57 651511.44),(58 673289.44),(59 698033.7),(60 714971.7),(61 716862.44),(62 709768.56),(63 709695.06),(64 716364.75),(65 720323.8),(66 718299.5),(67 705998.9),(68 695633.6),(69 687380.9),(70 675677.44),(71 668253.06),(72 661456.8),(73 647659.75),(74 638240.06),(75 635659.94),(76 644671.4),(77 662264.06),(78 686792.4),(79 699362.1),
(1 104104.27),(2 276656.84),(3 390872.13),(4 454291.4),(5 496048.94),(6 529575.06),(7 557378.2),(8 586954.06),(9 608681.94),(10 620666.6),(11 621160.7),(12 613508),(13 605137.5),(14 586354.4),(15 565376.4),(16 558799.3),(17 558641.44),(18 557978.2),(19 558378.75),(20 562661.2),(21 569545.2),(22 572217.7),(23 575807.75),(24 579059),(25 582128.25),(26 593740.9),(27 614056.56),(28 623550.44),(29 616823.3),(30 603528.4),(31 594015),(32 586825.1),(33 572835.75),(34 565840),(35 565280.7),(36 561621.25),(37 558597.44),(38 557206.4),(39 554692.75),(40 554765.2),(41 559107),(42 562689.5),(43 559201.2),(44 555314.06),(45 553159.6),(46 558517.44),(47 568126),(48 574997.8),(49 580824.9),(50 578962.25),(51 580294.5),(52 594795.06),(53 616861.9),(54 633194.8),(55 635315.6),(56 634087.1),(57 629964),(58 631095.75),(59 642321.56),(60 650728.7),(61 649467.2),(62 636077.1),(63 619719.56),(64 613526.1),(65 609464),(66 601371.1),(67 596537.6),(68 600197),(69 609331.25),(70 612459.25),(71 617680.5),(72 617895.75),(73 606065.3),(74 591406.25),(75 584284.6),(76 583869.8),(77 593741.3),(78 602082.3),(79 606284.6),
(1 100619.05),(2 261700.83),(3 363670.22),(4 415090.97),(5 445056.53),(6 465217.72),(7 483267.03),(8 503909.13),(9 520639.1),(10 527786.5),(11 529158.75),(12 534160.2),(13 532306.44),(14 516239.34),(15 499992),(16 500240.72),(17 504811.1),(18 509369.5),(19 512262.88),(20 519471.22),(21 532277.5),(22 546214.6),(23 552310),(24 551317.3),(25 558283),(26 581409.25),(27 602482),(28 596032.8),(29 569874.2),(30 553713.5),(31 562912.7),(32 569803.4),(33 565554.44),(34 562394),(35 563207.1),(36 560444.25),(37 555575.6),(38 552919.9),(39 550770.25),(40 552935.3),(41 551869.06),(42 546047.75),(43 536559.06),(44 531368.2),(45 537819.94),(46 547968.25),(47 550406.7),(48 549006.56),(49 547753.06),(50 548407.06),(51 551898.94),(52 558098.2),(53 566529.1),(54 565965.94),(55 561557.25),(56 557974),(57 550831.3),(58 554799.56),(59 574263.8),(60 596432.94),(61 606181.7),(62 597926.3),(63 589169.75),(64 580528.7),(65 573375.94),(66 567498.3),(67 562178.4),(68 558298.1),(69 561184.6),(70 567463.9),(71 575265.8),(72 573247.6),(73 551134.56),(74 533926.7),(75 530647.94),(76 529121.94),(77 528948.75),(78 533680.56),(79 541483.06),
(1 105270.92),(2 279642.34),(3 395521.72),(4 456916.28),(5 496368.13),(6 517809.47),(7 532864.25),(8 553823.7),(9 567909.75),(10 569978.6),(11 566534.6),(12 560620.8),(13 547762.9),(14 529471.25),(15 515634.47),(16 519718.53),(17 528997.8),(18 538902.8),(19 554972.9),(20 575542.56),(21 597497.75),(22 617644.5),(23 626804.4),(24 630428.94),(25 635116.7),(26 634564.9),(27 636502.2),(28 630443.3),(29 620515.2),(30 623400.3),(31 632033.06),(32 629001.1),(33 618862.56),(34 611684.7),(35 608021.06),(36 605133.1),(37 603298.3),(38 602279.5),(39 601607.56),(40 600467.94),(41 594609.25),(42 583976.06),(43 571852.75),(44 567868.2),(45 572725.8),(46 582520.5),(47 594391.2),(48 603749.2),(49 609727.9),(50 619083.8),(51 625450.75),(52 621872.8),(53 615625.56),(54 599839.7),(55 584754.94),(56 573664.25),(57 565968.75),(58 563223.8),(59 570222.06),(60 582426.56),(61 591290.56),(62 596297.44),(63 599989.94),(64 605559.2),(65 616949.4),(66 625880),(67 628501.94),(68 620222.3),(69 614475.56),(70 611667.3),(71 601175.75),(72 586431.75),(73 569491.6),(74 555835.94),(75 553226),(76 561996.8),(77 578119.06),(78 593742),(79 603353),
(1 102956.54),(2 269303.22),(3 374525.28),(4 431547.03),(5 460346.84),(6 476046.63),(7 492317.16),(8 506533.72),(9 510257.16),(10 511328.84),(11 516755.22),(12 515702.94),(13 503648.22),(14 490243),(15 490756.34),(16 506129.66),(17 520748.44),(18 542329.4),(19 563091.2),(20 572766),(21 575446.6),(22 579018.9),(23 580327.9),(24 571039.56),(25 561749.75),(26 554810.75),(27 547625.56),(28 544933.8),(29 546261.1),(30 546445.8),(31 547577.5),(32 550946.7),(33 546331.1),(34 542601.1),(35 545452.25),(36 548492.6),(37 548114.3),(38 543295.56),(39 539060.7),(40 539940.94),(41 542647.9),(42 541586.75),(43 527071.2),(44 512399.06),(45 504808.44),(46 503880.72),(47 505675.28),(48 508811.16),(49 516942.13),(50 522259.22),(51 526975.7),(52 524206.66),(53 521882.56),(54 527838.5),(55 534441.7),(56 528015.94),(57 514744.16),(58 508817.66),(59 505580.66),(60 499568),(61 495099.56),(62 491932.5),(63 493061),(64 499991.16),(65 505835.28),(66 508012.66),(67 509214.84),(68 509943.56),(69 518632.06),(70 521288.06),(71 513731.5),(72 509254.22),(73 498932.94),(74 480968.84),(75 478953.44),(76 492105.63),(77 511747.5),(78 531701.7),(79 537408.1),
