1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40944.97),(2 120507.4),(3 227264.98),(4 379586.5),(5 551422.06),(6 755013.06),(7 983115.3),(8 1225526.6),(9 1531774.6),(10 1884124.9),(11 2149048.8),(12 2397699.3),(13 2618843.3),(14 2803003.3),(15 2956149.8),(16 3114614.3),(17 3279810),(18 3448646.8),(19 3636028),(20 3852656.8),(21 4114169.3),(22 4421936),(23 4778890.5),(24 5222191),(25 5712630.5),(26 6269332.5),(27 6903972),(28 7419394.5),(29 7977729.5),(30 8508309),(31 8921732),(32 9201749),(33 9441507),(34 9597909),(35 9742276),(36 9823474),(37 9866199),(38 9876813),(39 9856551),(40 9736046),(41 9574217),(42 9409997),(43 9206685),(44 8953715),(45 8669989),(46 8382511.5),(47 8080773.5),(48 7736990),(49 7422697.5),(50 7126068),(51 6837360),(52 6595281.5),(53 6416694),(54 6355518),(55 6343200),(56 6372780.5),(57 6411388),(58 6475234.5),(59 6537279.5),(60 6613117.5),(61 6688462.5),(62 6826318.5),(63 6900966),(64 6981569.5),(65 7048009.5),(66 7066856),(67 7090621.5),(68 7087285.5),(69 7096120),(70 7108158.5),(71 7126176),(72 7142560),(73 7149242.5),(74 7156258),(75 7134693.5),(76 7133170),(77 7123230.5),(78 7086529.5),(79 7066053.5),
(1 76412.8),(2 123100.36),(3 158823.66),(4 183689.97),(5 185876.03),(6 205738.36),(7 235050.44),(8 244462.61),(9 248370.5),(10 265999.16),(11 272155.4),(12 289264.06),(13 299288.56),(14 311316.22),(15 301777.22),(16 312242.38),(17 308236.3),(18 313885.44),(19 318106.97),(20 320409.3),(21 322655.47),(22 321054.4),(23 335170.72),(24 334080.34),(25 340030.25),(26 339915.47),(27 339951.7),(28 339704.06),(29 336875.75),(30 336068.78),(31 329944.8),(32 325717.06),(33 325347.4),(34 326069),(35 331898.84),(36 332850.5),(37 339646.2),(38 344080.97),(39 345747.78),(40 350737.47),(41 345743.28),(42 343719),(43 336648.1),(44 326941.16),(45 319492.4),(46 318328.44),(47 320354.94),(48 322800.06),(49 325643.66),(50 326159),(51 328487.66),(52 325068.06),(53 319166.4),(54 316113),(55 311576.97),(56 309635.38),(57 309297.25),(58 308916.4),(59 308591.25),(60 306364.25),(61 308737.7),(62 312419.2),(63 312098.63),(64 310822.84),(65 309619.8),(66 307538.9),(67 306315.7),(68 302817.8),(69 296453.56),(70 291783.2),(71 288624.84),(72 287038.56),(73 286498.16),(74 288439.7),(75 292842.2),(76 295138.34),(77 297337.4),(78 298314.78),(79 300629.84),
(1 71628.79),(2 120927.81),(3 153505.03),(4 174117.86),(5 176237.9),(6 190054.28),(7 216136.77),(8 225458.03),(9 228893.13),(10 244021.06),(11 247513.5),(12 262029.63),(13 270485.84),(14 282697.34),(15 272422.66),(16 283560.7),(17 280839.88),(18 286496.66),(19 293118.44),(20 296866.25),(21 307892.44),(22 304956.97),(23 311762.9),(24 315740.6),(25 315362.34),(26 309008.47),(27 308194.34),(28 305143.03),(29 304633.72),(30 306292.28),(31 305496.6),(32 301361),(33 300881.9),(34 299102.47),(35 302644.4),(36 304186.1),(37 307709.9),(38 314033),(39 318466.63),(40 322397.6),(41 320880.75),(42 319669.2),(43 312155.03),(44 306941.7),(45 303598.53),(46 304886),(47 310643.63),(48 313972.47),(49 314118.47),(50 313593),(51 313650.28),(52 309696.44),(53 305545.2),(54 300785.84),(55 295398.9),(56 292156.38),(57 291939.53),(58 290970.66),(59 288838.47),(60 290138.63),(61 295824.25),(62 298532.22),(63 298448.2),(64 299001.72),(65 300953.38),(66 301201.47),(67 302648.8),(68 300862.94),(69 294073.9),(70 285237.8),(71 279141.72),(72 278144.47),(73 280591.1),(74 282179.72),(75 284282.1),(76 284714.84),(77 284905),(78 284165.88),(79 283490.1),
(1 72216.53),(2 121694.19),(3 153455.89),(4 172602.81),(5 173749.33),(6 192127.13),(7 218224.14),(8 231196.7),(9 232865.66),(10 251829.84),(11 250753.56),(12 265845.06),(13 269413.8),(14 281371.94),(15 264782.75),(16 278399.75),(17 269431.88),(18 278070.6),(19 281355.06),(20 281476.16),(21 291383.97),(22 287313.5),(23 293110.34),(24 292594.38),(25 295587.44),(26 297059.47),(27 296764.4),(28 296310.28),(29 297988.97),(30 299357),(31 302631),(32 295377.3),(33 294472.1),(34 289918.13),(35 288048.13),(36 286219.47),(37 288676.72),(38 293508.6),(39 298673.8),(40 301473.9),(41 301566.9),(42 302936.9),(43 299334.9),(44 298991.22),(45 300503.97),(46 305560.25),(47 309861.4),(48 313430.56),(49 315344.9),(50 314262.3),(51 311393.94),(52 304314.1),(53 296909.7),(54 292346.9),(55 288953.47),(56 287568.16),(57 289015.47),(58 289149.13),(59 288735.28),(60 287706.4),(61 291929.3),(62 292219.03),(63 289270.38),(64 286184.28),(65 285598.88),(66 285574.3),(67 286747.9),(68 284825.88),(69 279676.16),(70 273021.9),(71 268244.75),(72 267746.6),(73 270101.78),(74 272442.2),(75 275143.13),(76 273296.63),(77 268215.94),(78 264018.84),(79 261899.44),
(1 70255.43),(2 112494.2),(3 147163.56),(4 166204.84),(5 167416.77),(6 187558.77),(7 213316.73),(8 227425.36),(9 225071.44),(10 235840.44),(11 235469.02),(12 249940.78),(13 253206.08),(14 262897.28),(15 248528.56),(16 254906.48),(17 241070.13),(18 247669.34),(19 248648.89),(20 246683.39),(21 252803.92),(22 249460.5),(23 256901.23),(24 258922.83),(25 261711.34),(26 263609.8),(27 268115.03),(28 271047.78),(29 274227.94),(30 275650),(31 279272.06),(32 273812.9),(33 275040.34),(34 274272.72),(35 273661.84),(36 273828.6),(37 273733.9),(38 277100.47),(39 282662.6),(40 287152.8),(41 288578.88),(42 292256.66),(43 289904.34),(44 289789.4),(45 291971.1),(46 296468.72),(47 300328.34),(48 306340.9),(49 309178.72),(50 307297.28),(51 308100.4),(52 301575.1),(53 295161.4),(54 285744.9),(55 279791.84),(56 277091.66),(57 274407.94),(58 273460.47),(59 273209.53),(60 274975.1),(61 279160.7),(62 279875.9),(63 277502.72),(64 274338.72),(65 273805.22),(66 276366.44),(67 278742.56),(68 277314.34),(69 271736.28),(70 266616.7),(71 264005.53),(72 262896.06),(73 261577.77),(74 261332.97),(75 261521.97),(76 257304.7),(77 252254.28),(78 250861.75),(79 251615.06),
(1 71260.07),(2 109651.38),(3 141835.52),(4 161383.66),(5 161273.75),(6 183275.14),(7 210021.67),(8 232037.5),(9 230691.28),(10 240128.47),(11 238779.4),(12 250988.1),(13 255464.69),(14 265371.38),(15 246308.64),(16 258333.97),(17 242644),(18 253259.95),(19 251774.13),(20 252881.31),(21 262716.1),(22 256516),(23 266936.63),(24 268228.63),(25 274226.66),(26 268871.38),(27 279456.16),(28 279903.25),(29 274976.94),(30 280230.2),(31 279586.97),(32 275765.34),(33 286237.4),(34 287842.53),(35 289433.3),(36 289762.6),(37 287557.34),(38 289728.53),(39 295672.28),(40 295775.9),(41 297970.53),(42 305168.16),(43 304102.84),(44 304503.6),(45 308351.66),(46 310058.28),(47 314146.53),(48 320849.34),(49 323115.06),(50 322698.34),(51 321474.4),(52 315121.94),(53 309454.06),(54 300906.44),(55 293672.75),(56 287717.78),(57 282376.75),(58 278936.56),(59 277195.88),(60 277033.78),(61 279020.06),(62 278685.06),(63 278887.1),(64 279447.47),(65 281052.5),(66 282258.28),(67 283469.72),(68 282347),(69 277769.72),(70 272637.16),(71 271761.88),(72 271948.44),(73 270290.06),(74 269474),(75 267291.47),(76 262958.3),(77 259125.95),(78 258798.2),(79 259668.55),
(1 65608.92),(2 103807.91),(3 136600.22),(4 151274.56),(5 153464.64),(6 171969.11),(7 199601.02),(8 220100.53),(9 218811.27),(10 224771.52),(11 222310.88),(12 229678.4),(13 234509.66),(14 242461.8),(15 229009.11),(16 236872.55),(17 228729.94),(18 239674.1),(19 238082.97),(20 241084.78),(21 248025.52),(22 240707.06),(23 245876.2),(24 245600.05),(25 248610.44),(26 241519.33),(27 246163.61),(28 243921.08),(29 241104.23),(30 245255.02),(31 245336.98),(32 239652.63),(33 246956.55),(34 250686.94),(35 254627.45),(36 256888.1),(37 256465.08),(38 259078.69),(39 260035.81),(40 260679.89),(41 266996.22),(42 277012.78),(43 279496.25),(44 281558.28),(45 285390.75),(46 287263.34),(47 289766.7),(48 290213.75),(49 289742.63),(50 288186.13),(51 286486.47),(52 283741.3),(53 285297.9),(54 285378.88),(55 283101.16),(56 279986.25),(57 275443.06),(58 270506.94),(59 266699.2),(60 267419),(61 274167.78),(62 276257.25),(63 274599.38),(64 275849.84),(65 279776.75),(66 280994.9),(67 280199.53),(68 276786.16),(69 272618.84),(70 268572.28),(71 268927.06),(72 272020.72),(73 271579.7),(74 269582.53),(75 266777.38),(76 264723.03),(77 263662.47),(78 263243.75),(79 261702.8),
(1 56608.42),(2 95062.94),(3 124587.5),(4 141620.25),(5 143083.88),(6 161712.22),(7 186467),(8 208282.5),(9 206934.53),(10 208185.14),(11 208068.77),(12 211797.33),(13 218382.88),(14 222326),(15 215222.73),(16 219501.14),(17 214050.63),(18 223486),(19 223041.5),(20 226139.55),(21 236433.58),(22 230247.23),(23 229792.97),(24 227403.5),(25 224695.95),(26 220857.95),(27 222796.38),(28 221104.47),(29 219096.47),(30 219484.55),(31 220533.23),(32 217841.72),(33 223210.86),(34 223466.6),(35 224751.83),(36 228453.23),(37 230138.4),(38 230850.08),(39 233708.1),(40 234514.14),(41 238585.64),(42 246839.27),(43 250716.14),(44 253025.33),(45 256648.72),(46 260418.28),(47 263897.44),(48 265730.16),(49 265217.75),(50 261134),(51 257396.97),(52 258047.08),(53 256407.36),(54 256886.53),(55 257493.88),(56 255249.88),(57 253512.83),(58 251903.42),(59 249100),(60 249531.53),(61 253876.23),(62 254752.42),(63 254814.03),(64 258315.05),(65 263069.94),(66 263828.88),(67 263403.06),(68 261656.6),(69 257511.33),(70 253544.14),(71 253600.53),(72 256068.81),(73 255436.19),(74 253778.77),(75 251498.05),(76 248962.08),(77 248961.72),(78 248991.69),(79 248744.38),
(1 57500.01),(2 95017.81),(3 125136.36),(4 143241.34),(5 145778.7),(6 165869.83),(7 193429.22),(8 213403.28),(9 217290.69),(10 215443.31),(11 218958.39),(12 223731.75),(13 232748.5),(14 235667.78),(15 228988.6),(16 233212.64),(17 229917.56),(18 242888.03),(19 247473.73),(20 250261.19),(21 262970.53),(22 256070.13),(23 259134.6),(24 257120.13),(25 252583.2),(26 246270.81),(27 243033.23),(28 238697.86),(29 234659.97),(30 233012.17),(31 231391.66),(32 227264.14),(33 235698.05),(34 239163.28),(35 243454.67),(36 243803.45),(37 244165.06),(38 245481.67),(39 247826.55),(40 248586.52),(41 253057.45),(42 261682.67),(43 266675.34),(44 271162.16),(45 276810.88),(46 277573.94),(47 277038.5),(48 276121.25),(49 273683.16),(50 269946.06),(51 265340.78),(52 263141.44),(53 262867.88),(54 264390.22),(55 263717.6),(56 261383.92),(57 258534.52),(58 255635.45),(59 253559.27),(60 253547.44),(61 257207.61),(62 257417.23),(63 253948.33),(64 253230.05),(65 255592.44),(66 259314.55),(67 259511.8),(68 257426.03),(69 253696.25),(70 252083.16),(71 252456.64),(72 255098.94),(73 254778.34),(74 253804.42),(75 254156.25),(76 255922.89),(77 257818.3),(78 258530.84),(79 258570.6),
(1 54910.56),(2 91700.62),(3 119939.6),(4 134729.84),(5 133937.86),(6 154870.47),(7 174463.23),(8 193431.27),(9 196606.92),(10 194633.56),(11 199731.4),(12 203238.98),(13 213121.38),(14 215305.61),(15 213078.8),(16 220299.8),(17 221101.23),(18 237402.97),(19 246231.27),(20 249372.25),(21 254802.97),(22 245843.03),(23 248511.56),(24 246268.19),(25 243091.02),(26 238124.38),(27 235064.73),(28 230364.78),(29 226476.6),(30 227465.56),(31 222299.8),(32 215491.13),(33 224436.6),(34 225379.31),(35 229241.52),(36 230950.58),(37 228438.02),(38 228581.94),(39 229958.63),(40 233085.52),(41 240304.63),(42 248211.02),(43 255282.73),(44 260962.23),(45 267119.7),(46 268274.16),(47 268867.2),(48 267935.6),(49 265069.97),(50 260977.94),(51 256534.14),(52 248670.73),(53 245555.13),(54 243492.5),(55 239455.27),(56 234778.19),(57 231133.75),(58 227442.25),(59 226048.33),(60 226732.73),(61 228400.69),(62 225005.67),(63 220849.06),(64 221957.38),(65 226025.6),(66 229261.75),(67 230284.63),(68 230456.67),(69 230294),(70 230839.13),(71 235026.5),(72 238511.72),(73 238227.72),(74 237229.08),(75 239051.84),(76 241248.16),(77 243296.58),(78 243825.55),(79 243179.8),
(1 54681.258),(2 90218.92),(3 116347.734),(4 127874.52),(5 127694.31),(6 146611.73),(7 165482.39),(8 185068.16),(9 188015.13),(10 186506.53),(11 194598.94),(12 195049.8),(13 208164.53),(14 213653.64),(15 210408.17),(16 220406.97),(17 220173.38),(18 233355.9),(19 236335.63),(20 238788.08),(21 245123.4),(22 237866.36),(23 240814.47),(24 241715.31),(25 236897.4),(26 234353.47),(27 234646.92),(28 227553.5),(29 226315.78),(30 222709.69),(31 225432.92),(32 219426.19),(33 223126.19),(34 226845.72),(35 229121.42),(36 228445.33),(37 230829.28),(38 231732.45),(39 236070.42),(40 237676.88),(41 246552.33),(42 253323),(43 259979.72),(44 263358.03),(45 269339.44),(46 271295.66),(47 270805.53),(48 272022.75),(49 269730.78),(50 265217.75),(51 261776.45),(52 253738.97),(53 247835.1),(54 243254.95),(55 240232.81),(56 236820.95),(57 233538.13),(58 230839.67),(59 229125.4),(60 229643.38),(61 230344.31),(62 226787.05),(63 222914.42),(64 223260.33),(65 227853.5),(66 231886.42),(67 234513.78),(68 234961.17),(69 237622.05),(70 242442.72),(71 247579.38),(72 249649.83),(73 248355.05),(74 247841.28),(75 250172.31),(76 254660.45),(77 256143.33),(78 255745.73),(79 254692.38),
(1 51608.44),(2 83984.71),(3 109769.39),(4 120214.234),(5 122665.28),(6 141364.86),(7 158975.1),(8 176191.02),(9 187216.55),(10 183341.16),(11 190031.2),(12 192848.83),(13 202043.56),(14 207541.39),(15 202892.25),(16 210701.22),(17 207017.56),(18 218779.64),(19 221747.34),(20 224949.16),(21 226148.63),(22 221232.25),(23 221240.98),(24 224497.98),(25 220376.73),(26 219815.89),(27 219181.6),(28 215486.83),(29 217341.94),(30 216943.64),(31 219806.36),(32 217564.13),(33 223328.28),(34 224736.77),(35 224539.72),(36 221711.81),(37 219194.31),(38 219298.72),(39 222176.55),(40 221060.97),(41 226926.86),(42 229340.78),(43 232780.92),(44 235125.22),(45 241376.84),(46 239958.28),(47 239719.2),(48 241024.44),(49 240541.34),(50 238711.17),(51 236370.44),(52 230333.5),(53 226637.4),(54 224165.44),(55 218634.31),(56 212361.77),(57 207849.6),(58 204717.75),(59 203808.78),(60 203138.86),(61 203758.13),(62 201630.98),(63 199550.14),(64 202382.42),(65 206779.03),(66 208303.66),(67 210311.95),(68 212624.92),(69 215431.6),(70 217896.84),(71 221684.06),(72 223494.61),(73 221602.66),(74 221166.3),(75 222149.69),(76 225092.08),(77 225257.34),(78 223870.6),(79 223120.19),
(1 51442.004),(2 83051.234),(3 107108.4),(4 117933.66),(5 121127.86),(6 137358.45),(7 151253.6),(8 170697.94),(9 174971.23),(10 175365.58),(11 181094.05),(12 182408.72),(13 193770.33),(14 199085.89),(15 195952.73),(16 205101.4),(17 203296.16),(18 216541.28),(19 221104.16),(20 223173.7),(21 225568.48),(22 217663.17),(23 219810.88),(24 221695.02),(25 219239.77),(26 217476.05),(27 215547.95),(28 209925.81),(29 210847.86),(30 208995.16),(31 212110.11),(32 209792.05),(33 212799.4),(34 214565.33),(35 212620.73),(36 205763.38),(37 202220.16),(38 199797.56),(39 203096.78),(40 203375.03),(41 211210.4),(42 212539.36),(43 211421.52),(44 212889.03),(45 218670.6),(46 219342.69),(47 218471.16),(48 218808.34),(49 221597.94),(50 223257.89),(51 222614.06),(52 219219.08),(53 217562.6),(54 215743.13),(55 210458.72),(56 202470.19),(57 196389.03),(58 193358.23),(59 193325.84),(60 193682.58),(61 197982.05),(62 197171.03),(63 196839.77),(64 199868.02),(65 203419.45),(66 202063.61),(67 200040.5),(68 199468.44),(69 204331.55),(70 208930.97),(71 211181.23),(72 212334.4),(73 212266.11),(74 214405.95),(75 217675.4),(76 219129.67),(77 216459.23),(78 213187.22),(79 213658.11),
(1 49219.066),(2 77963.92),(3 101513.336),(4 112271.65),(5 116911.85),(6 134136.3),(7 146423.2),(8 159500.81),(9 164240.44),(10 166308.94),(11 174818.67),(12 180037.61),(13 190590.78),(14 198593.94),(15 200640.53),(16 209575.66),(17 209010.36),(18 217505.56),(19 220272.63),(20 219343.19),(21 225666.67),(22 220084.69),(23 224256.36),(24 222274.22),(25 221143.67),(26 219528.45),(27 218999.42),(28 215343.78),(29 215950.19),(30 215644.22),(31 218403.77),(32 216691.83),(33 218703.64),(34 217559.5),(35 214352.36),(36 208504.13),(37 205926.97),(38 202700.17),(39 206129.89),(40 205927.44),(41 211845.1),(42 213717.13),(43 214274.67),(44 211448.75),(45 211661.27),(46 209551.38),(47 205836.63),(48 204047.98),(49 203196.13),(50 200207.9),(51 201073.27),(52 200024.4),(53 197501.66),(54 195145.48),(55 190025.44),(56 184947.47),(57 179055.31),(58 175873.78),(59 177745.22),(60 178962.6),(61 182310.06),(62 180833.42),(63 180042.08),(64 182032.05),(65 184435.53),(66 183417.9),(67 182399.67),(68 182959.98),(69 185275.33),(70 186524.9),(71 188534.02),(72 190228.39),(73 191809.77),(74 196708.5),(75 201072.61),(76 202415.3),(77 198139.6),(78 193022.36),(79 192587.94),
(1 46033.95),(2 74344.38),(3 97469.35),(4 111232.92),(5 119420.36),(6 137146.3),(7 148158.72),(8 159563.84),(9 164279.27),(10 166781.33),(11 175497.55),(12 177708.75),(13 184526.1),(14 187461.56),(15 186794.63),(16 194867.6),(17 196346.63),(18 205017.3),(19 209446.23),(20 206400.02),(21 206188.77),(22 203326.55),(23 205975.34),(24 205891.28),(25 202443.72),(26 201374.89),(27 201532.83),(28 199539.77),(29 203140.22),(30 201524.67),(31 202964.48),(32 204880.73),(33 208634.45),(34 214698.11),(35 212106.83),(36 208214.77),(37 209610.28),(38 208374.66),(39 212718.23),(40 213846.48),(41 219582.88),(42 219364.48),(43 218869.94),(44 217185.7),(45 214491.28),(46 214748.77),(47 212891.02),(48 209762.55),(49 204548.7),(50 200302.05),(51 200416.13),(52 194958.9),(53 192653.9),(54 192304.52),(55 187087.2),(56 182335.33),(57 177779.9),(58 175129.19),(59 173233.73),(60 171405.77),(61 171885.2),(62 170254.1),(63 170367.23),(64 173309.22),(65 176584.77),(66 176810),(67 175164.03),(68 174598.77),(69 174107.1),(70 173334.95),(71 173641.38),(72 176138.1),(73 179416.78),(74 183861.6),(75 187560.9),(76 188473.55),(77 186355.16),(78 183505.38),(79 181686.95),
(1 43861.957),(2 68989.11),(3 94055.63),(4 108273.14),(5 118682.78),(6 136935.84),(7 147831.6),(8 158328.84),(9 161163.61),(10 164557.31),(11 168324.8),(12 171531.53),(13 175014.16),(14 176721.17),(15 177110.2),(16 183028.48),(17 185720.77),(18 194375.52),(19 197667.52),(20 196725.5),(21 198927.03),(22 196152.5),(23 204591.31),(24 205088.67),(25 207047.77),(26 207737.08),(27 207140.53),(28 208380.14),(29 212039.66),(30 214364.84),(31 218797.31),(32 220602.31),(33 225942.72),(34 231221.8),(35 230873.95),(36 228305.7),(37 225976.47),(38 223505.33),(39 226384.9),(40 225321.7),(41 233574.23),(42 232947.63),(43 233816.44),(44 232277.6),(45 231314.84),(46 229420.53),(47 225926.25),(48 223835.31),(49 221174.6),(50 217786.73),(51 215842.48),(52 210826.98),(53 210435.83),(54 209025.83),(55 203589.08),(56 196712.02),(57 190610.3),(58 186728.42),(59 183739.2),(60 181742.28),(61 180617.56),(62 176302.72),(63 174334.38),(64 173890.83),(65 173915.11),(66 171585.56),(67 169242.06),(68 168818.27),(69 168975.23),(70 168294.23),(71 167354.72),(72 168107.69),(73 169024.55),(74 172418.9),(75 174371.64),(76 174455.2),(77 174518.16),(78 173800.72),(79 174603.89),
(1 41518.242),(2 66222.23),(3 89036.05),(4 103654.16),(5 112575.664),(6 132891.63),(7 143086.11),(8 152976.98),(9 155095.69),(10 159438.61),(11 166437.13),(12 167682.2),(13 172254.73),(14 170803.55),(15 170635.5),(16 175060.23),(17 175008.45),(18 183212.42),(19 186898.88),(20 187678.58),(21 191744.94),(22 191504.23),(23 195065.58),(24 197778.98),(25 200601.95),(26 200498.67),(27 198750.53),(28 197666.77),(29 198116.52),(30 198538.61),(31 202897.42),(32 202282.05),(33 206336.02),(34 212007.88),(35 212829.56),(36 213894.88),(37 213099.27),(38 212982.97),(39 216616.69),(40 216088.08),(41 222597.34),(42 224628.81),(43 224648.89),(44 223630.3),(45 222230.02),(46 220960.55),(47 217317.55),(48 216473.28),(49 213299.27),(50 210767.7),(51 208082.28),(52 203303.94),(53 203527.72),(54 200293.94),(55 194053.05),(56 189415.23),(57 185808.23),(58 184818.55),(59 184370.2),(60 182681.16),(61 181838.22),(62 179329.17),(63 178110),(64 177385.17),(65 176714.8),(66 173849.34),(67 173478.1),(68 174448.66),(69 174062.31),(70 171982.8),(71 169259.84),(72 168461.19),(73 168712.61),(74 171025.58),(75 171931.66),(76 171783.31),(77 173161.5),(78 173557.16),(79 174456.69),
(1 40694.137),(2 66232.49),(3 88648.03),(4 107229.11),(5 117577.77),(6 138118.25),(7 147681.58),(8 157613.69),(9 159422.42),(10 161369.45),(11 170625.28),(12 169887.22),(13 172323.86),(14 169165.63),(15 166688.38),(16 170586.58),(17 168704.61),(18 174091.34),(19 176882),(20 175755.22),(21 178790.19),(22 179996.63),(23 184125.66),(24 184488.66),(25 187616.47),(26 190244.05),(27 187886.89),(28 186988.94),(29 184998.42),(30 184184.02),(31 189060.69),(32 189097.45),(33 191796.11),(34 197458.86),(35 199461.86),(36 201660.14),(37 203661.6),(38 201665.84),(39 206067.72),(40 207401.28),(41 211210.69),(42 211582.4),(43 211043.27),(44 210152.48),(45 210041.45),(46 210521.45),(47 209807.06),(48 208742.11),(49 207787.06),(50 207473.31),(51 208696.58),(52 203678.88),(53 200337.63),(54 197064.94),(55 192277.72),(56 186587.75),(57 183842.33),(58 182429.02),(59 180547.55),(60 179396.92),(61 177433.39),(62 174768.53),(63 175026.16),(64 175629.22),(65 175007.94),(66 171962.34),(67 172580.45),(68 174174.47),(69 174164.05),(70 172327.34),(71 169148.98),(72 167243.94),(73 163763.05),(74 164437.98),(75 166426.31),(76 167526.42),(77 169676.53),(78 172761.67),(79 173792.8),
(1 39425.953),(2 62800.426),(3 84771.24),(4 99809.49),(5 111499.03),(6 130359.45),(7 140243.3),(8 145339.39),(9 149383.53),(10 149154.78),(11 157349.89),(12 158378.23),(13 158694.92),(14 158766.23),(15 158558.67),(16 159714.67),(17 156666.63),(18 162115.16),(19 163778.06),(20 164352.81),(21 165456.98),(22 164624.94),(23 168915.78),(24 169656.67),(25 170614.55),(26 170071.27),(27 168031.72),(28 168444.05),(29 167785.17),(30 167163.36),(31 171336.63),(32 172127.16),(33 174696.25),(34 178558.84),(35 177544.55),(36 178880.14),(37 179430.06),(38 180889.38),(39 183934.73),(40 185682.36),(41 190376.47),(42 189950.14),(43 189525.05),(44 188843.75),(45 186049.56),(46 184295.94),(47 184157.17),(48 185070.02),(49 184129.61),(50 182755.58),(51 181235.8),(52 177006.81),(53 174086.02),(54 170919.1),(55 168335.42),(56 164359.14),(57 160675.58),(58 159203.47),(59 158775.73),(60 158595.02),(61 157493.77),(62 156109.86),(63 156462.56),(64 156997.97),(65 156604.58),(66 156357.11),(67 157632.84),(68 160697.77),(69 163841.22),(70 164059.34),(71 162069.5),(72 160112.77),(73 157801.33),(74 156451.81),(75 155718.2),(76 155912.55),(77 158265.73),(78 161584.72),(79 163627.56),
