1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 1710.063),(2 2094.6372),(3 2369.7183),(4 2496.1477),(5 2343.0232),(6 2211.5508),(7 2174.1267),(8 2199.331),(9 2267.801),(10 2291.9094),(11 2339.8345),(12 2274.7615),(13 2217.1057),(14 2212.1365),(15 2222.8884),(16 2241.0403),(17 2236.164),(18 2238.4634),(19 2275.3333),(20 2262.8423),(21 2330.591),(22 2356.2598),(23 2357.0757),(24 2377.61),(25 2338.4119),(26 2444.6328),(27 2400.2603),(28 2444.2485),(29 2442.085),(30 2506.0366),(31 2461.9583),(32 2468.5952),(33 2480.161),(34 2430.0276),(35 2498.8296),(36 2504.5867),(37 2521.9958),(38 2529.8796),(39 2560.1458),(40 2530.892),(41 2548.5054),(42 2595.8804),(43 2559.8804),(44 2601.1538),(45 2580.383),(46 2629.7422),(47 2630.9795),(48 2643.4902),(49 2652.3337),(50 2672.805),(51 2613.3433),(52 2568.2502),(53 2524.6055),(54 2546.5547),(55 2529.58),(56 2516.2856),(57 2489.0552),(58 2513.4287),(59 2529.5938),(60 2560.2695),(61 2551.8054),(62 2534.3845),(63 2545.1785),(64 2553.9458),(65 2513.0403),(66 2606.789),(67 2581.1763),(68 2537.101),(69 2517.954),(70 2500.8997),(71 2515.3767),(72 2526.1167),(73 2490.1353),(74 2532.3213),(75 2611.5254),(76 2653.7046),(77 2637.6304),(78 2612.5903),(79 2615.5972),
(1 1652.8745),(2 2067.5298),(3 2321.241),(4 2421.5059),(5 2307.903),(6 2157.8953),(7 2101.223),(8 2092.3408),(9 2167.8982),(10 2190.9263),(11 2223.5796),(12 2177.4404),(13 2133.457),(14 2117.5598),(15 2151.6335),(16 2153.4468),(17 2141.6172),(18 2130.453),(19 2170.0098),(20 2171.2275),(21 2211.9968),(22 2233.286),(23 2236.3564),(24 2251.7813),(25 2235.7659),(26 2292.1663),(27 2323.0513),(28 2335.6125),(29 2336.1758),(30 2387.1345),(31 2361.385),(32 2360.0527),(33 2389.036),(34 2359.4114),(35 2409.5225),(36 2407.583),(37 2426.4448),(38 2434.9297),(39 2385.2366),(40 2391.082),(41 2427.3647),(42 2421.9373),(43 2433.546),(44 2488.0195),(45 2493.1016),(46 2510.7888),(47 2529.0974),(48 2515.1423),(49 2543.3801),(50 2557.5217),(51 2572.474),(52 2492.7683),(53 2474.132),(54 2488.5144),(55 2448.5376),(56 2443.106),(57 2434.11),(58 2424.125),(59 2434.6177),(60 2435.6),(61 2440.2788),(62 2451.2275),(63 2466.8604),(64 2422.7766),(65 2404.1965),(66 2477.7988),(67 2476.9207),(68 2456.2017),(69 2441.735),(70 2411.65),(71 2414.7615),(72 2432.403),(73 2437.3965),(74 2488.4382),(75 2549.665),(76 2575.761),(77 2551.564),(78 2494.8105),(79 2522.3518),
(1 1661.0516),(2 2077.5137),(3 2327.158),(4 2467.9211),(5 2309.059),(6 2170.8022),(7 2133.6619),(8 2137.3098),(9 2221.83),(10 2269.2354),(11 2278.0227),(12 2239.3706),(13 2178.5679),(14 2145.742),(15 2158.003),(16 2156.916),(17 2170.7285),(18 2165.0962),(19 2205.751),(20 2164.9678),(21 2248.512),(22 2252.3708),(23 2251.8022),(24 2230.9553),(25 2232.038),(26 2336.5386),(27 2333.5908),(28 2351.898),(29 2348.1135),(30 2394.7268),(31 2376.0486),(32 2399.3904),(33 2417.254),(34 2376.4138),(35 2412.2234),(36 2437.69),(37 2476.2568),(38 2443.783),(39 2428.8413),(40 2459.9602),(41 2442.363),(42 2454.447),(43 2454.9033),(44 2531.5762),(45 2533.1667),(46 2529.3347),(47 2539.2327),(48 2571.8416),(49 2581.9326),(50 2573.432),(51 2579.009),(52 2523.8972),(53 2496.658),(54 2460.9363),(55 2462.1497),(56 2452.469),(57 2457.1528),(58 2451.7913),(59 2448.4355),(60 2503.5964),(61 2456.9978),(62 2448.0364),(63 2468.51),(64 2459.2861),(65 2421.868),(66 2495.8293),(67 2503.7314),(68 2482.3538),(69 2494.6753),(70 2470.411),(71 2481.493),(72 2454.7185),(73 2454.381),(74 2515.7275),(75 2572.4058),(76 2583.915),(77 2606.3623),(78 2581.29),(79 2568.8032),
(1 1669.5719),(2 2103.6553),(3 2365.9355),(4 2474.3445),(5 2289.912),(6 2141.3757),(7 2136.4153),(8 2167.2468),(9 2256.0356),(10 2283.661),(11 2269.301),(12 2228.5007),(13 2175.013),(14 2153.0012),(15 2202.3765),(16 2177.7908),(17 2198.793),(18 2169.1375),(19 2243.852),(20 2219.9119),(21 2261.5808),(22 2263.5313),(23 2248.1099),(24 2231.024),(25 2229.785),(26 2325.1482),(27 2356.7107),(28 2393.013),(29 2363.0781),(30 2446.1145),(31 2410.281),(32 2442.7954),(33 2474.4348),(34 2430.8926),(35 2451.9626),(36 2492.9885),(37 2498.2192),(38 2463.52),(39 2453.5076),(40 2531.8572),(41 2528.0208),(42 2546.6958),(43 2539.4846),(44 2609.5881),(45 2602.7405),(46 2621.9006),(47 2634.265),(48 2664.629),(49 2621.9697),(50 2633.1501),(51 2636.3105),(52 2612.1675),(53 2565.293),(54 2549.4685),(55 2543.8828),(56 2511.8352),(57 2512.3975),(58 2540.231),(59 2537.6353),(60 2599.193),(61 2567.3494),(62 2546.0742),(63 2562.0388),(64 2597.145),(65 2543.1628),(66 2567.0947),(67 2574.4795),(68 2546.0654),(69 2531.5256),(70 2551.832),(71 2518.483),(72 2514.7385),(73 2531.4973),(74 2577.3438),(75 2621.4321),(76 2678.466),(77 2713.3052),(78 2660.116),(79 2673.6328),
(1 1630.7366),(2 2071.6265),(3 2316.4397),(4 2385.7698),(5 2221.1682),(6 2093.8215),(7 2092.984),(8 2111.571),(9 2192.032),(10 2207.07),(11 2165.387),(12 2115.0073),(13 2084.5476),(14 2086.3638),(15 2142.0452),(16 2135.3735),(17 2153.7979),(18 2112.8838),(19 2195.8638),(20 2167.552),(21 2273.464),(22 2268.0056),(23 2239.0293),(24 2209.9106),(25 2166.3923),(26 2279.0667),(27 2320.8232),(28 2364.0503),(29 2356.9802),(30 2421.7761),(31 2359.1853),(32 2395.4573),(33 2417.3528),(34 2397.6758),(35 2399.5955),(36 2437.5503),(37 2449.3909),(38 2418.972),(39 2430.8784),(40 2475.0034),(41 2487.5735),(42 2498.3354),(43 2448.9531),(44 2499.3347),(45 2494.296),(46 2544.0164),(47 2553.689),(48 2571.6733),(49 2556.1177),(50 2587.9795),(51 2557.0298),(52 2508.852),(53 2465.195),(54 2438.306),(55 2431.1262),(56 2415.6772),(57 2395.8367),(58 2468.0518),(59 2468.7522),(60 2466.505),(61 2525.4712),(62 2480.7444),(63 2490.6777),(64 2503.1887),(65 2454.8008),(66 2492.129),(67 2458.679),(68 2448.8425),(69 2485.9863),(70 2451.6707),(71 2435.0076),(72 2433.567),(73 2478.2124),(74 2493.2515),(75 2547.5237),(76 2569.2935),(77 2585.4915),(78 2578.5842),(79 2627.5828),
(1 1547.0574),(2 1922.7513),(3 2123.9),(4 2198.2183),(5 2102.2131),(6 1999.1782),(7 1976.9147),(8 1993.6559),(9 2059.0032),(10 2075.856),(11 2049.681),(12 1991.3535),(13 1950.4404),(14 1947.6624),(15 2034.8873),(16 2019.9182),(17 2022.2905),(18 1979.3257),(19 2042.1465),(20 2002.2119),(21 2051.487),(22 2093.9282),(23 2066.5593),(24 2022.6521),(25 2002.3075),(26 2104.1707),(27 2126.0088),(28 2150.5461),(29 2168.652),(30 2211.8542),(31 2168.7703),(32 2223.274),(33 2219.4104),(34 2219.8708),(35 2218.4937),(36 2221.4412),(37 2238.697),(38 2249.4312),(39 2258.4673),(40 2289.693),(41 2277.548),(42 2299.38),(43 2301.2366),(44 2326.4287),(45 2349.8872),(46 2368.6487),(47 2339.8396),(48 2401.8525),(49 2423.6992),(50 2430.8071),(51 2411.4138),(52 2359.667),(53 2330.473),(54 2307.6545),(55 2303.0002),(56 2289.8252),(57 2272.9434),(58 2312.9182),(59 2359.9258),(60 2340.9854),(61 2355.208),(62 2326.8894),(63 2328.014),(64 2326.847),(65 2300.3796),(66 2337.217),(67 2320.1768),(68 2293.8362),(69 2316.1167),(70 2282.6377),(71 2267.3738),(72 2281.2224),(73 2287.282),(74 2300.6526),(75 2338.5723),(76 2389.1655),(77 2416.7075),(78 2381.882),(79 2396.2666),
(1 1429.5996),(2 1781.0789),(3 1969.2228),(4 2024.0931),(5 1914.8088),(6 1841.7974),(7 1825.639),(8 1848.3944),(9 1905.3981),(10 1926.7056),(11 1885.0453),(12 1870.2781),(13 1838.5983),(14 1843.6083),(15 1908.8284),(16 1862.3042),(17 1870.088),(18 1852.9562),(19 1899.9471),(20 1864.8909),(21 1925.1227),(22 1934.31),(23 1960.6134),(24 1952.044),(25 1926.0684),(26 2005.7664),(27 2031.2179),(28 2092.3103),(29 2099.698),(30 2153.1326),(31 2135.4336),(32 2143.0493),(33 2150.71),(34 2104.2905),(35 2128.5168),(36 2146.6226),(37 2191.3218),(38 2196.5479),(39 2168.5352),(40 2179.2012),(41 2175.3037),(42 2212.1646),(43 2185.215),(44 2218.919),(45 2260.8748),(46 2248.772),(47 2237.0862),(48 2220.3762),(49 2268.7502),(50 2232.857),(51 2254.2256),(52 2193.3047),(53 2172.9678),(54 2171.7869),(55 2133.9414),(56 2123.4067),(57 2112.2476),(58 2133.866),(59 2142.1816),(60 2159.6897),(61 2145.9216),(62 2139.458),(63 2150.1375),(64 2123.2058),(65 2149.0925),(66 2146.429),(67 2133.6633),(68 2125.1619),(69 2111.496),(70 2074.609),(71 2082.7747),(72 2113.1975),(73 2077.626),(74 2117.2278),(75 2172.472),(76 2195.493),(77 2216.2813),(78 2178.4595),(79 2205.4746),
(1 1466.1981),(2 1872.2826),(3 2081.6475),(4 2100.2498),(5 1983.8774),(6 1900.3412),(7 1901.5721),(8 1919.1793),(9 2000.6973),(10 1991.8433),(11 1946.7542),(12 1925.8474),(13 1866.75),(14 1894.9829),(15 1943.023),(16 1935.0205),(17 1948.5536),(18 1919.5488),(19 1950.5175),(20 1934.2482),(21 2013.4285),(22 2007.01),(23 1978.2349),(24 1977.5972),(25 1968.3623),(26 2039.0393),(27 2091.4463),(28 2122.5198),(29 2147.039),(30 2187.247),(31 2196.5908),(32 2212.31),(33 2199.6738),(34 2183.445),(35 2187.585),(36 2195.229),(37 2211.0757),(38 2226.5405),(39 2256.8875),(40 2227.7742),(41 2206.0266),(42 2239.8318),(43 2230.7935),(44 2252.9004),(45 2285.433),(46 2282.0845),(47 2289.7832),(48 2304.7942),(49 2322.8293),(50 2308.28),(51 2314.501),(52 2255.2422),(53 2204.8489),(54 2198.1826),(55 2190.9287),(56 2174.9282),(57 2173.9524),(58 2221.7078),(59 2182.2546),(60 2181.7236),(61 2175.3625),(62 2205.2773),(63 2214.6074),(64 2182.3018),(65 2181.324),(66 2236.5095),(67 2239.4458),(68 2213.5244),(69 2191.6392),(70 2198.3262),(71 2151.553),(72 2160.8794),(73 2203.6023),(74 2227.7837),(75 2280.588),(76 2277.2705),(77 2328.735),(78 2277.718),(79 2273.9116),
(1 1423.9082),(2 1794.7537),(3 2032.5605),(4 2041.9049),(5 1917.2969),(6 1842.7572),(7 1870.9397),(8 1893.166),(9 1954.9564),(10 1900.4149),(11 1868.0839),(12 1865.6895),(13 1831.4952),(14 1834.1136),(15 1885.0121),(16 1873.6354),(17 1904.6058),(18 1872.461),(19 1909.7228),(20 1867.0188),(21 1944.7638),(22 1926.1938),(23 1905.0687),(24 1895.6069),(25 1890.5863),(26 1989.1167),(27 2012.8125),(28 2057.216),(29 2073.536),(30 2114.3027),(31 2117.3933),(32 2135.3362),(33 2111.6895),(34 2092.6042),(35 2108.1375),(36 2119.7515),(37 2129.773),(38 2161.004),(39 2144.6074),(40 2153.2773),(41 2170.869),(42 2177.9304),(43 2170.3413),(44 2200.2732),(45 2229.4915),(46 2229.4917),(47 2197.5098),(48 2221.9617),(49 2222.169),(50 2233.6887),(51 2198.317),(52 2195.368),(53 2171.5933),(54 2164.0059),(55 2140.5242),(56 2133.0706),(57 2116.7124),(58 2156.6812),(59 2166.335),(60 2172.3105),(61 2133.5332),(62 2113.3337),(63 2173.6863),(64 2137.7844),(65 2127.87),(66 2159.4177),(67 2172.4158),(68 2127.3672),(69 2142.6953),(70 2155.2742),(71 2106.5813),(72 2119.0125),(73 2179.874),(74 2172.649),(75 2197.683),(76 2239.6335),(77 2320.92),(78 2272.6785),(79 2250.347),
(1 1406.0684),(2 1720.8232),(3 1906.7518),(4 1960.4614),(5 1862.016),(6 1797.1691),(7 1816.1268),(8 1818.3827),(9 1877.5642),(10 1850.4045),(11 1820.3301),(12 1777.8672),(13 1728.8022),(14 1762.813),(15 1817.5604),(16 1834.9572),(17 1846.7328),(18 1806.2507),(19 1817.1453),(20 1788.9211),(21 1837.5731),(22 1842.6587),(23 1835.3948),(24 1828.9344),(25 1826.5916),(26 1927.0531),(27 1924.9207),(28 1943.7924),(29 1968.3285),(30 1990.8916),(31 1994.9714),(32 2003.8788),(33 2015.6909),(34 1984.8708),(35 1983.4896),(36 2031.2838),(37 2047.7944),(38 2052.5671),(39 2062.0208),(40 2054.0273),(41 2089.126),(42 2096.4998),(43 2077.5896),(44 2112.1465),(45 2138.771),(46 2148.3362),(47 2128.1082),(48 2157.9595),(49 2158.2278),(50 2155.2417),(51 2124.537),(52 2111.8833),(53 2081.6025),(54 2100.3682),(55 2077.337),(56 2056.9844),(57 2009.4019),(58 2033.0082),(59 2059.4912),(60 2066.5679),(61 2062.379),(62 2035.3978),(63 2050.4146),(64 2026.9858),(65 2034.5232),(66 2042.8137),(67 2052.19),(68 2069.3525),(69 2057.3892),(70 2039.0787),(71 2014.4098),(72 2032.596),(73 2030.2783),(74 2063.2559),(75 2085.0881),(76 2123.939),(77 2153.4246),(78 2152.8538),(79 2126.0781),
(1 1350.3971),(2 1647.3857),(3 1843.3448),(4 1896.3177),(5 1813.3374),(6 1743.9491),(7 1742.9655),(8 1750.1105),(9 1773.7075),(10 1780.2227),(11 1749.9747),(12 1718.254),(13 1699.6654),(14 1696.0374),(15 1749.9447),(16 1763.7372),(17 1763.1166),(18 1729.7554),(19 1741.5931),(20 1727.461),(21 1769.4619),(22 1769.3564),(23 1765.9094),(24 1765.4095),(25 1784.9471),(26 1853.0757),(27 1860.804),(28 1872.716),(29 1908.6361),(30 1932.519),(31 1958.7885),(32 1970.9915),(33 1967.515),(34 1951.1348),(35 1946.3262),(36 1988.3068),(37 1987.9305),(38 2008.4795),(39 2024.0222),(40 2039.0745),(41 2048.8228),(42 2056.3198),(43 2055.3357),(44 2072.2275),(45 2097.6853),(46 2072.72),(47 2079.9524),(48 2108.5154),(49 2099.1753),(50 2086.788),(51 2071.7385),(52 2036.6671),(53 2002.0209),(54 2003.5034),(55 1979.7058),(56 1941.2667),(57 1939.2543),(58 1982.0298),(59 2005.316),(60 2005.408),(61 2025.5173),(62 2008.3849),(63 2025.1636),(64 2004.6608),(65 1979.4265),(66 2004.8716),(67 1977.063),(68 1990.3423),(69 1989.4778),(70 1975.3917),(71 1984.3453),(72 1993.8298),(73 2011.3494),(74 2010.2982),(75 2024.6033),(76 2058.2285),(77 2094.9573),(78 2109.4954),(79 2084.6812),
(1 1336.6003),(2 1612.9994),(3 1793.081),(4 1837.5197),(5 1757.3289),(6 1688.1646),(7 1688.0424),(8 1705.9469),(9 1716.4996),(10 1698.083),(11 1689.041),(12 1660.0767),(13 1645.3096),(14 1645.8026),(15 1687.1312),(16 1691.1008),(17 1690.9719),(18 1669.937),(19 1699.3298),(20 1687.8713),(21 1742.7859),(22 1719.9186),(23 1728.896),(24 1723.9916),(25 1745.8749),(26 1787.5276),(27 1801.5977),(28 1846.1711),(29 1866.8197),(30 1910.334),(31 1902.5061),(32 1902.4862),(33 1886.0435),(34 1876.3031),(35 1934.6111),(36 1953.3644),(37 1978.4066),(38 1942.7621),(39 1943.1166),(40 1928.3243),(41 1945.7195),(42 1987.6439),(43 1959.6025),(44 1962.4779),(45 1981.5409),(46 1985.582),(47 1995.7341),(48 2028.9908),(49 2015.3296),(50 1962.3711),(51 1960.3402),(52 1946.5652),(53 1934.771),(54 1950.9653),(55 1889.1376),(56 1874.6106),(57 1855.9496),(58 1872.2552),(59 1894.0032),(60 1884.5391),(61 1899.5424),(62 1879.2496),(63 1919.8788),(64 1889.3026),(65 1892.4124),(66 1908.9794),(67 1911.8416),(68 1903.5181),(69 1873.2028),(70 1918.5944),(71 1893.095),(72 1873.4727),(73 1879.825),(74 1900.707),(75 1942.3578),(76 1954.8842),(77 2013.0533),(78 1980.8687),(79 1987.772),
(1 1380.2921),(2 1698.7704),(3 1867.9294),(4 1907.9203),(5 1816.1381),(6 1741.1938),(7 1754.9434),(8 1774.1799),(9 1805.2897),(10 1788.1359),(11 1736.5463),(12 1701.4255),(13 1712.1139),(14 1696.2178),(15 1762.5564),(16 1777.6863),(17 1775.0443),(18 1741.6072),(19 1769.5508),(20 1760.6924),(21 1791.7179),(22 1807.7405),(23 1795.7039),(24 1788.2096),(25 1805.8297),(26 1865.9679),(27 1897.101),(28 1915.764),(29 1936.728),(30 1986.473),(31 1992.731),(32 1993.8958),(33 1978.2926),(34 2001.283),(35 1997.8866),(36 2040.2162),(37 2038.8895),(38 2053.3489),(39 2056.6028),(40 2068.7178),(41 2100.1816),(42 2093.8643),(43 2088.9392),(44 2081.5872),(45 2125.6135),(46 2146.1702),(47 2143.125),(48 2214.3718),(49 2177.7268),(50 2147.8618),(51 2126.66),(52 2104.4268),(53 2081.814),(54 2074.8027),(55 2018.0349),(56 2016.5908),(57 2009.2),(58 2039.6725),(59 2078.2126),(60 2045.8059),(61 2056.5144),(62 2053.1194),(63 2070.0757),(64 2030.5255),(65 2011.7417),(66 2033.9496),(67 2020.3926),(68 2002.9786),(69 1994.6776),(70 1990.7734),(71 1992.2968),(72 1964.0125),(73 1969.7799),(74 2004.0818),(75 2050.3186),(76 2091.2598),(77 2121.7815),(78 2104.6897),(79 2066.801),
(1 1298.1389),(2 1573.9517),(3 1750.8286),(4 1781.1792),(5 1706.9548),(6 1666.3799),(7 1663.5695),(8 1679.1329),(9 1701.9161),(10 1688.3644),(11 1655.8336),(12 1635.2758),(13 1627.5204),(14 1605.6241),(15 1674.461),(16 1703.8553),(17 1688.561),(18 1686.1553),(19 1687.4614),(20 1683.2048),(21 1694.7795),(22 1687.5913),(23 1702.3173),(24 1701.1617),(25 1726.9539),(26 1754.7583),(27 1797.4185),(28 1844.0815),(29 1839.5898),(30 1858.3333),(31 1855.8546),(32 1866.0267),(33 1847.4648),(34 1870.4265),(35 1897.9711),(36 1882.6664),(37 1918.3691),(38 1922.7146),(39 1933.8644),(40 1927.3857),(41 1964.9751),(42 1959.2148),(43 1932.9928),(44 1944.0709),(45 1981.1431),(46 1992.0281),(47 1969.5646),(48 2020.3595),(49 2028.1444),(50 1986.1903),(51 1963.7887),(52 1961.2697),(53 1925.3776),(54 1931.3802),(55 1901.845),(56 1892.3276),(57 1840.1964),(58 1873.3777),(59 1902.9988),(60 1885.7009),(61 1872.1127),(62 1867.3208),(63 1915.3936),(64 1853.8525),(65 1845.1547),(66 1876.832),(67 1867.0435),(68 1860.7101),(69 1861.6686),(70 1870.3223),(71 1836.9906),(72 1843.4791),(73 1851.4122),(74 1867.7643),(75 1908.8572),(76 1926.1516),(77 1948.3354),(78 1923.6968),(79 1925.4227),
(1 1282.0051),(2 1575.5382),(3 1769.4282),(4 1786.6066),(5 1698.7916),(6 1644.9381),(7 1643.4398),(8 1655.2216),(9 1679.4679),(10 1665.1642),(11 1626.7288),(12 1619.2245),(13 1594.8654),(14 1629.7286),(15 1657.1884),(16 1705.3582),(17 1682.6318),(18 1655.2777),(19 1652.5121),(20 1672.4713),(21 1667.3638),(22 1650.7719),(23 1655.487),(24 1679.0364),(25 1688.874),(26 1737.3453),(27 1768.1342),(28 1811.9564),(29 1810.5969),(30 1828.7964),(31 1827.9971),(32 1856.6392),(33 1834.7816),(34 1839.7056),(35 1878.3625),(36 1885.2506),(37 1882.5813),(38 1896.8538),(39 1914.6357),(40 1897.2073),(41 1916.5217),(42 1911.9861),(43 1892.4497),(44 1888.0969),(45 1939.8604),(46 1935.645),(47 1934.219),(48 1950.4272),(49 1967.7233),(50 1933.1215),(51 1918.6792),(52 1886.3451),(53 1868.5936),(54 1842.102),(55 1824.3875),(56 1818.6448),(57 1806.0897),(58 1830.4922),(59 1866.2946),(60 1837.213),(61 1851.4492),(62 1846.5911),(63 1881.4316),(64 1823.6508),(65 1826.6575),(66 1854.3383),(67 1834.3895),(68 1848.2344),(69 1864.6421),(70 1856.2632),(71 1843.8685),(72 1817.4802),(73 1849.2738),(74 1865.4481),(75 1912.7053),(76 1919.1753),(77 1928.7825),(78 1931.2361),(79 1924.2563),
(1 1266.2085),(2 1552.9287),(3 1725.6005),(4 1744.0072),(5 1640.977),(6 1601.851),(7 1616.4434),(8 1660.4916),(9 1677.9337),(10 1644.909),(11 1631.9264),(12 1624.3658),(13 1612.676),(14 1622.2953),(15 1674.1069),(16 1703.899),(17 1665.2053),(18 1648.2251),(19 1674.142),(20 1707.1652),(21 1696.99),(22 1678.796),(23 1666.6865),(24 1704.022),(25 1704.7842),(26 1769.3324),(27 1798.2797),(28 1821.9354),(29 1832.744),(30 1829.383),(31 1858.2601),(32 1856.0233),(33 1862.795),(34 1890.3167),(35 1898.4675),(36 1913.0679),(37 1883.9253),(38 1943.3206),(39 1930.468),(40 1937.0656),(41 1953.1545),(42 1937.3005),(43 1924.4413),(44 1915.9266),(45 1981.4581),(46 1946.3577),(47 1972.231),(48 1993.5591),(49 1978.0702),(50 1941.7567),(51 1900.4053),(52 1911.8472),(53 1866.7467),(54 1898.0717),(55 1855.3297),(56 1819.5962),(57 1827.5299),(58 1859.7792),(59 1877.6871),(60 1861.199),(61 1861.6703),(62 1841.8235),(63 1858.3833),(64 1827.0558),(65 1851.2437),(66 1844.0519),(67 1846.4573),(68 1835.2712),(69 1877.9092),(70 1824.8978),(71 1805.0085),(72 1825.7694),(73 1841.4493),(74 1821.8568),(75 1890.5697),(76 1880.9044),(77 1949.0491),(78 1906.8132),(79 1933.0149),
