1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 775.94214),(2 1375.6605),(3 1815.97),(4 2169.9087),(5 2435.3547),(6 2676.0508),(7 2917.3672),(8 3282.2441),(9 3519.9417),(10 3708.0544),(11 3900.5308),(12 4040.7837),(13 4204.136),(14 4285.1855),(15 4433.1274),(16 4526.285),(17 4590.0005),(18 4646.4697),(19 4707.63),(20 4760.411),(21 4827.0513),(22 4882.9463),(23 4952.2065),(24 5015.929),(25 5074.309),(26 5136.658),(27 5174.5493),(28 5191.0903),(29 5195.104),(30 5221.8154),(31 5275.8945),(32 5313.692),(33 5336.27),(34 5367.421),(35 5377.718),(36 5396.9727),(37 5435.2695),(38 5451.294),(39 5471.1514),(40 5449.0825),(41 5433.4263),(42 5410.209),(43 5396.565),(44 5392.084),(45 5384.3804),(46 5397.509),(47 5405.6504),(48 5427.8906),(49 5439.2915),(50 5462.537),(51 5458.525),(52 5476.4517),(53 5497.025),(54 5517.533),(55 5514.2583),(56 5508.661),(57 5510.932),(58 5569.8755),(59 5601.16),(60 5610.056),(61 5637.877),(62 5670.4053),(63 5736.476),(64 5813.0825),(65 5885.4097),(66 5912.7925),(67 5956.9453),(68 6015.3223),(69 6048.614),(70 6105.242),(71 6139.0327),(72 6226.8105),(73 6277.1772),(74 6312.944),(75 6330.1924),(76 6338.642),(77 6342.343),(78 6394.6377),(79 6417.828),
(1 757.9064),(2 1335.7303),(3 1746.5232),(4 2072.0315),(5 2313.2522),(6 2547.8813),(7 2765.803),(8 3109.8916),(9 3289.8174),(10 3475.3398),(11 3659.6592),(12 3771.0989),(13 3941.2847),(14 4026.6958),(15 4154.9033),(16 4225.335),(17 4302.4272),(18 4390.0073),(19 4484.2896),(20 4551.376),(21 4612.045),(22 4690.7705),(23 4794.6294),(24 4852.648),(25 4909.756),(26 4965.533),(27 5023.3994),(28 5074.835),(29 5098.7954),(30 5120.423),(31 5171.124),(32 5193.907),(33 5235.2744),(34 5230.016),(35 5250.3247),(36 5272.158),(37 5302.155),(38 5303.461),(39 5312.27),(40 5307.392),(41 5310.927),(42 5315.7817),(43 5343.9),(44 5344.314),(45 5353.7183),(46 5369.5845),(47 5374.5913),(48 5364.5107),(49 5359.2056),(50 5354.5156),(51 5381.0034),(52 5397.845),(53 5392.443),(54 5395.9243),(55 5375.15),(56 5363.648),(57 5371.542),(58 5380.7466),(59 5393.085),(60 5388.2026),(61 5417.0215),(62 5421.2256),(63 5446.735),(64 5483.6157),(65 5525.488),(66 5541.7705),(67 5568.5757),(68 5584.7095),(69 5586.092),(70 5633.123),(71 5641.3755),(72 5672.897),(73 5699.0415),(74 5715.505),(75 5757.718),(76 5790.682),(77 5793.0674),(78 5817.7607),(79 5828.805),
(1 753.1397),(2 1336.7803),(3 1742.652),(4 2070.2334),(5 2288.0735),(6 2524.3184),(7 2743.1426),(8 3077.8838),(9 3293.7092),(10 3481.475),(11 3657.8528),(12 3793.7947),(13 3938.378),(14 4027.4712),(15 4156.514),(16 4221.0234),(17 4306.6484),(18 4358.16),(19 4416.24),(20 4509.6655),(21 4582.7573),(22 4645.792),(23 4725.2856),(24 4769.7188),(25 4784.684),(26 4794.686),(27 4849.981),(28 4889.857),(29 4954.9053),(30 4975.3516),(31 4989.217),(32 5020.7876),(33 5076.8276),(34 5116.5557),(35 5154.312),(36 5146.129),(37 5185.791),(38 5197.394),(39 5223.014),(40 5216.576),(41 5229.7705),(42 5215.784),(43 5228.775),(44 5224.731),(45 5230.783),(46 5227.9805),(47 5248.467),(48 5271.941),(49 5279.5195),(50 5264.5547),(51 5290.831),(52 5317.24),(53 5282.986),(54 5299.0024),(55 5300.0244),(56 5275.1206),(57 5284.978),(58 5280.451),(59 5293.4663),(60 5317.9795),(61 5319.362),(62 5313.2427),(63 5332.397),(64 5350.657),(65 5389.1655),(66 5417.505),(67 5425.82),(68 5417.488),(69 5413.052),(70 5434.741),(71 5469.426),(72 5487.0117),(73 5480.2065),(74 5524.3213),(75 5575.6494),(76 5607.2593),(77 5632.5117),(78 5657.154),(79 5698.776),
(1 762.3197),(2 1318.5929),(3 1731.4304),(4 2054.9966),(5 2305.5232),(6 2545.016),(7 2761.2961),(8 3079.7954),(9 3272.0142),(10 3437.556),(11 3612.9724),(12 3737.7644),(13 3874.2654),(14 3964.8953),(15 4065.0115),(16 4111.3384),(17 4190.906),(18 4228.1675),(19 4292.7188),(20 4391.834),(21 4465.5396),(22 4530.016),(23 4589.7676),(24 4636.2065),(25 4693.9097),(26 4749.297),(27 4820.3794),(28 4848.9043),(29 4893.861),(30 4919.49),(31 4954.446),(32 4987.69),(33 5010.2383),(34 5048.6084),(35 5060.285),(36 5092.3975),(37 5149.1333),(38 5177.4663),(39 5221.62),(40 5257.5674),(41 5293.5356),(42 5295.048),(43 5298.381),(44 5323.7593),(45 5349.294),(46 5381.1523),(47 5410.091),(48 5422.6333),(49 5428.417),(50 5432.3022),(51 5460.9663),(52 5501.8145),(53 5492.714),(54 5494.907),(55 5520.6616),(56 5520.6533),(57 5533.4634),(58 5536.552),(59 5554.463),(60 5551.2813),(61 5572.322),(62 5597.7603),(63 5609.675),(64 5636.0776),(65 5635.8813),(66 5673.5303),(67 5676.744),(68 5687.308),(69 5712.461),(70 5741.7554),(71 5755.2095),(72 5762.98),(73 5764.517),(74 5799.0103),(75 5835.3003),(76 5852.595),(77 5866.412),(78 5880.7686),(79 5890.352),
(1 750.52026),(2 1309.7723),(3 1709.8688),(4 2030.9117),(5 2278.1284),(6 2507.612),(7 2711.4995),(8 3012.551),(9 3200.4514),(10 3338.2288),(11 3493.7131),(12 3600.2722),(13 3721.0623),(14 3794.9536),(15 3896.0945),(16 3961.709),(17 4037.0847),(18 4083.6306),(19 4167.981),(20 4227.176),(21 4293.9033),(22 4367.7144),(23 4445.493),(24 4486.2666),(25 4507.2705),(26 4541.2485),(27 4622.418),(28 4668.2534),(29 4689.9),(30 4711.8335),(31 4757.7437),(32 4816.7295),(33 4865.773),(34 4901.4976),(35 4915.0005),(36 4945.596),(37 4990.155),(38 5015.0737),(39 5056.9937),(40 5058.8154),(41 5082.703),(42 5073.7393),(43 5086.8403),(44 5102.1465),(45 5107.4976),(46 5157.704),(47 5204.019),(48 5240.8223),(49 5283.947),(50 5296.7134),(51 5311.9746),(52 5349.7803),(53 5334.6465),(54 5345.0684),(55 5342.589),(56 5346.4824),(57 5351.2563),(58 5373.533),(59 5372.2856),(60 5391.051),(61 5393.2026),(62 5424.8765),(63 5490.1826),(64 5506.964),(65 5506.305),(66 5529.124),(67 5537.4243),(68 5543.39),(69 5562.1304),(70 5559.7583),(71 5563.8403),(72 5572.596),(73 5584.826),(74 5636.806),(75 5691.3325),(76 5720.873),(77 5741.9326),(78 5758.2217),(79 5775.6514),
(1 734.40094),(2 1294.7198),(3 1698.7627),(4 1997.9462),(5 2225.0115),(6 2441.4414),(7 2636.638),(8 2922.917),(9 3102.376),(10 3252.7175),(11 3414.4268),(12 3545.7385),(13 3673.1724),(14 3772.0337),(15 3888.9182),(16 3954.916),(17 4017.2708),(18 4053.9302),(19 4093.7366),(20 4154.812),(21 4214.921),(22 4259.492),(23 4319.1675),(24 4362.8984),(25 4418.829),(26 4443.023),(27 4536.5054),(28 4555.8574),(29 4574.728),(30 4596.655),(31 4618.446),(32 4661.615),(33 4699.3647),(34 4714.785),(35 4727.6),(36 4719.97),(37 4727.124),(38 4715.3027),(39 4748.4556),(40 4739.6743),(41 4761.9023),(42 4759.949),(43 4769.217),(44 4799.6406),(45 4817.0835),(46 4853.4243),(47 4886.1323),(48 4910.384),(49 4960.084),(50 4966.187),(51 5000.5376),(52 5014.909),(53 5024.5107),(54 5041.814),(55 5047.384),(56 5086.4014),(57 5128.6987),(58 5144.1797),(59 5160.6064),(60 5172.527),(61 5173.1387),(62 5189.146),(63 5240.381),(64 5252.3047),(65 5271.7207),(66 5277.9883),(67 5297.5557),(68 5273.8228),(69 5302.4624),(70 5322.277),(71 5331.978),(72 5328.5073),(73 5355.2773),(74 5395.9707),(75 5442.383),(76 5470.7153),(77 5479.8447),(78 5495.6274),(79 5522.9263),
(1 740.9477),(2 1274.2478),(3 1692.6804),(4 1994.5311),(5 2242.014),(6 2468.64),(7 2665.0715),(8 2998.2922),(9 3183.5645),(10 3344.3098),(11 3511.1428),(12 3632.6262),(13 3768.1345),(14 3858.8975),(15 3931.9282),(16 3991.774),(17 4057.95),(18 4112.853),(19 4172.5854),(20 4208.4277),(21 4262.8564),(22 4312.0317),(23 4407.4004),(24 4456.2695),(25 4524.621),(26 4554.676),(27 4607.481),(28 4653.551),(29 4665.1885),(30 4686.057),(31 4705.14),(32 4724.4297),(33 4741.124),(34 4771.3887),(35 4792.654),(36 4806.748),(37 4818.218),(38 4862.082),(39 4899.789),(40 4914.691),(41 4927.4),(42 4940.8613),(43 4931.178),(44 4942.2217),(45 4947.876),(46 4970.7935),(47 4987.8276),(48 5014.443),(49 5037.7837),(50 5052.8447),(51 5074.8623),(52 5093.465),(53 5063.085),(54 5080.454),(55 5082.975),(56 5118.41),(57 5154.3423),(58 5134.737),(59 5142.6616),(60 5161.9966),(61 5159.4995),(62 5196.4795),(63 5266.1367),(64 5298.0967),(65 5326.1763),(66 5367.095),(67 5381.169),(68 5398.2334),(69 5420.7124),(70 5435.6987),(71 5460.1133),(72 5474.9697),(73 5491.665),(74 5514.563),(75 5546.987),(76 5590.9785),(77 5598.9976),(78 5619.332),(79 5662.478),
(1 727.2223),(2 1250.4673),(3 1633.2737),(4 1909.7552),(5 2134.165),(6 2361.668),(7 2548.1125),(8 2854.4146),(9 3042.0813),(10 3208.313),(11 3375.619),(12 3504.2366),(13 3626.032),(14 3707.4136),(15 3813.6077),(16 3880.2856),(17 3943.0552),(18 4006.9792),(19 4074.6692),(20 4081.2983),(21 4114.2573),(22 4171.1216),(23 4270.1367),(24 4311.181),(25 4352.1274),(26 4389.6147),(27 4462.1826),(28 4513.9546),(29 4541.414),(30 4585.444),(31 4607.7344),(32 4641.6865),(33 4682.8574),(34 4715.449),(35 4736.2427),(36 4766.854),(37 4753.6133),(38 4811.0874),(39 4855.191),(40 4881.0156),(41 4877.737),(42 4916.0303),(43 4933.6045),(44 4939.8),(45 4940.4707),(46 4961.13),(47 4983.58),(48 5009.3047),(49 4995.7437),(50 4979.58),(51 5039.9243),(52 5049.879),(53 5022.801),(54 5018.0313),(55 5026.1587),(56 5054.613),(57 5072.5547),(58 5092.794),(59 5090.245),(60 5096.6147),(61 5084.083),(62 5106.5586),(63 5154.32),(64 5202.2446),(65 5237.169),(66 5235.679),(67 5261.7676),(68 5269.3354),(69 5283.2104),(70 5284.566),(71 5318.018),(72 5326.169),(73 5322.0337),(74 5319.35),(75 5367.5864),(76 5399.1216),(77 5423.4946),(78 5432.1016),(79 5475.4214),
(1 718.043),(2 1232.301),(3 1600.1019),(4 1895.0061),(5 2131.6167),(6 2355.481),(7 2572.6843),(8 2928.6306),(9 3119.0276),(10 3283.5105),(11 3450.3794),(12 3586.3376),(13 3729.0415),(14 3794.5637),(15 3896.8079),(16 3939.245),(17 3994.5703),(18 4013.0244),(19 4061.3435),(20 4095.1897),(21 4147.308),(22 4216.138),(23 4258.1655),(24 4297.9346),(25 4370.367),(26 4403.282),(27 4449.776),(28 4471.945),(29 4501.26),(30 4517.3276),(31 4559.056),(32 4580.4688),(33 4625.9106),(34 4629.6714),(35 4662.1133),(36 4668.151),(37 4669.2964),(38 4696.7437),(39 4698.5195),(40 4699.057),(41 4721.9453),(42 4727.958),(43 4722.1436),(44 4736.5796),(45 4756.0903),(46 4757.088),(47 4767.7793),(48 4792.0547),(49 4781.3096),(50 4774.266),(51 4833.604),(52 4836.4663),(53 4859.604),(54 4853.069),(55 4854.012),(56 4867.1304),(57 4890.9004),(58 4943.1816),(59 4967.267),(60 4993.729),(61 4992.1533),(62 4999.0205),(63 5028.1387),(64 5073.055),(65 5102.582),(66 5111.9688),(67 5116.174),(68 5149.2393),(69 5168.591),(70 5168.42),(71 5172.564),(72 5171.029),(73 5167.457),(74 5166.854),(75 5196.046),(76 5217.8877),(77 5237.2446),(78 5252.3706),(79 5258.2974),
(1 715.9534),(2 1212.3915),(3 1569.635),(4 1863.3181),(5 2081.553),(6 2303.2815),(7 2513.9277),(8 2843.498),(9 3042.0774),(10 3224.6667),(11 3379.9229),(12 3507.6587),(13 3646.4377),(14 3717.9507),(15 3802.5908),(16 3848.2014),(17 3887.3948),(18 3952.3838),(19 4048.1794),(20 4090.0474),(21 4106.8613),(22 4148.9136),(23 4199.8823),(24 4218.7197),(25 4272.653),(26 4326.6953),(27 4368.7456),(28 4400.1245),(29 4407.3325),(30 4423.8257),(31 4450.476),(32 4483.0786),(33 4499.5654),(34 4494.8477),(35 4511.288),(36 4547.6206),(37 4565.417),(38 4611.443),(39 4645.8164),(40 4668.7676),(41 4704.0747),(42 4712.1836),(43 4730.068),(44 4736.083),(45 4741.3184),(46 4758.851),(47 4795.72),(48 4818.7427),(49 4837.2725),(50 4841.253),(51 4883.435),(52 4875.5933),(53 4848.313),(54 4860.361),(55 4863.145),(56 4889.653),(57 4884.1123),(58 4891.452),(59 4887.6045),(60 4888.1353),(61 4887.856),(62 4875.0293),(63 4898.4277),(64 4901.9277),(65 4915.3765),(66 4914.5044),(67 4925.196),(68 4942.536),(69 4951.0313),(70 4965.3345),(71 4994.0767),(72 5007.312),(73 5034.7983),(74 5036.641),(75 5069.396),(76 5094.955),(77 5119.2344),(78 5165.9663),(79 5189.696),
(1 708.75287),(2 1212.4065),(3 1561.9049),(4 1845.9246),(5 2066.926),(6 2287.8306),(7 2471.7056),(8 2794.8315),(9 2985.1677),(10 3155.147),(11 3278.3975),(12 3406.985),(13 3536.4734),(14 3613.8643),(15 3682.5342),(16 3723.4395),(17 3772.4297),(18 3841.4915),(19 3899.2354),(20 3943.8315),(21 3986.301),(22 4062.6406),(23 4139.728),(24 4168.31),(25 4204.4595),(26 4267.7656),(27 4323.1313),(28 4365.496),(29 4378.3755),(30 4416.327),(31 4425.315),(32 4446.0107),(33 4464.302),(34 4490.604),(35 4540.6),(36 4558.437),(37 4586.6304),(38 4619.752),(39 4638.6436),(40 4645.378),(41 4660.8115),(42 4694.6113),(43 4700.957),(44 4711.374),(45 4721.551),(46 4734.0815),(47 4756.8184),(48 4781.3037),(49 4797.0566),(50 4803.452),(51 4845.8525),(52 4835.91),(53 4783.4897),(54 4798.6055),(55 4812.0693),(56 4813.695),(57 4805.7383),(58 4802.6094),(59 4796.7007),(60 4810.06),(61 4813.9536),(62 4837.747),(63 4873.7783),(64 4896.8022),(65 4945.6025),(66 4945.1255),(67 4968.214),(68 4983.2993),(69 4991.7915),(70 5023.7983),(71 5053.6504),(72 5097.493),(73 5101.172),(74 5119.25),(75 5134.3823),(76 5144.538),(77 5171.2534),(78 5197.9683),(79 5239.5024),
(1 701.59845),(2 1202.3188),(3 1561.11),(4 1845.5209),(5 2058.4263),(6 2266.3804),(7 2452.23),(8 2765.0164),(9 2929.2607),(10 3075.591),(11 3212.0955),(12 3339.283),(13 3453.6096),(14 3542.3945),(15 3642.3823),(16 3693.9888),(17 3767.8303),(18 3846.3345),(19 3914.5774),(20 3954.1414),(21 4013.711),(22 4088.418),(23 4113.124),(24 4139.251),(25 4179.842),(26 4204.5933),(27 4230.7104),(28 4265.4253),(29 4306.1978),(30 4342.184),(31 4352.8027),(32 4390.29),(33 4431.05),(34 4469.9287),(35 4493.933),(36 4519.91),(37 4550.592),(38 4595.417),(39 4635.3677),(40 4661.7607),(41 4668.253),(42 4669.416),(43 4673.535),(44 4673.141),(45 4686.8286),(46 4708.452),(47 4721.4604),(48 4739.4414),(49 4755.982),(50 4759.454),(51 4796.89),(52 4818.9053),(53 4799.393),(54 4813.9355),(55 4831.677),(56 4854.5244),(57 4862.7856),(58 4866.1226),(59 4856.5107),(60 4863.0776),(61 4873.7856),(62 4884.6484),(63 4923.5796),(64 4989.394),(65 5033.675),(66 5029.623),(67 5050.783),(68 5075.0854),(69 5091.999),(70 5102.057),(71 5119.0146),(72 5148.3794),(73 5152.0303),(74 5214.26),(75 5236.277),(76 5232.1577),(77 5243.277),(78 5257.0313),(79 5282.346),
(1 688.865),(2 1177.7279),(3 1523.1537),(4 1804.7102),(5 2012.0908),(6 2201.3381),(7 2380.932),(8 2667.0276),(9 2835.4746),(10 2973.8015),(11 3117.7695),(12 3248.0037),(13 3387.054),(14 3461.9314),(15 3594.164),(16 3665.2495),(17 3745.867),(18 3829.0693),(19 3904.3005),(20 3935.717),(21 3971.6821),(22 4036.464),(23 4063.2732),(24 4090.628),(25 4099.646),(26 4127.0874),(27 4174.3975),(28 4210.816),(29 4250.853),(30 4271.478),(31 4285.519),(32 4320.838),(33 4327.5425),(34 4359.257),(35 4374.745),(36 4382.277),(37 4405.379),(38 4415.0513),(39 4449.086),(40 4443.5376),(41 4468.0337),(42 4483.0986),(43 4493.649),(44 4496.9575),(45 4536.0737),(46 4558.569),(47 4580.874),(48 4608.5728),(49 4644.0493),(50 4654.9346),(51 4718.9785),(52 4727.379),(53 4729.339),(54 4752.149),(55 4753.1685),(56 4792.2925),(57 4803.415),(58 4828.4785),(59 4832.763),(60 4830.0967),(61 4856.163),(62 4873.1367),(63 4927.3667),(64 4981.633),(65 5028.2974),(66 5012.7773),(67 5034.546),(68 5025.7935),(69 5047.9126),(70 5058.1943),(71 5093.8438),(72 5129.47),(73 5138.777),(74 5176.1733),(75 5207.338),(76 5230.5),(77 5264.6514),(78 5304.389),(79 5355.9834),
(1 687.8709),(2 1168.5154),(3 1521.2117),(4 1803.5692),(5 2006.001),(6 2216.1318),(7 2405.1702),(8 2676.1907),(9 2836.5193),(10 2983.9883),(11 3137.5542),(12 3255.327),(13 3394.2268),(14 3474.9011),(15 3582.8557),(16 3654.031),(17 3750.845),(18 3825.285),(19 3905.2205),(20 3954.1743),(21 4000.965),(22 4031.7756),(23 4079.6897),(24 4129.9995),(25 4144.535),(26 4185.1978),(27 4231.441),(28 4272.07),(29 4289.2275),(30 4328.669),(31 4346.6445),(32 4355.0454),(33 4359.608),(34 4369.4087),(35 4386.949),(36 4411.852),(37 4430.1187),(38 4446.871),(39 4484.3037),(40 4467.5044),(41 4480.5073),(42 4464.3174),(43 4468.495),(44 4474.6504),(45 4499.739),(46 4509.0513),(47 4489.2847),(48 4500.2114),(49 4505.4683),(50 4519.5376),(51 4553.252),(52 4566.11),(53 4534.8496),(54 4538.1025),(55 4553.32),(56 4585.785),(57 4595.414),(58 4624.1094),(59 4660.3667),(60 4676.0864),(61 4699.659),(62 4736.732),(63 4766.0854),(64 4805.839),(65 4840.8833),(66 4882.6504),(67 4897.148),(68 4901.455),(69 4893.532),(70 4923.332),(71 4966.3),(72 4999.669),(73 5002.4746),(74 5010.3945),(75 5058.3423),(76 5087.3774),(77 5126.556),(78 5158.192),(79 5185.7144),
(1 691.73596),(2 1160.4636),(3 1516.094),(4 1813.2294),(5 2047.2864),(6 2274.6213),(7 2470.8271),(8 2780.533),(9 2961.5115),(10 3112.6604),(11 3252.0073),(12 3362.6016),(13 3491.7803),(14 3564.566),(15 3663.8472),(16 3726.6514),(17 3787.3809),(18 3820.94),(19 3863.6511),(20 3893.8237),(21 3909.8079),(22 3918.608),(23 3970.4531),(24 3991.5303),(25 4018.2996),(26 4061.1807),(27 4090.0132),(28 4101.073),(29 4122.544),(30 4151.4756),(31 4175.2236),(32 4195.9155),(33 4213.726),(34 4251.652),(35 4296.5146),(36 4319.069),(37 4346.168),(38 4364.648),(39 4353.634),(40 4365.6694),(41 4407.638),(42 4410.887),(43 4420.516),(44 4426.5425),(45 4443.3926),(46 4462.5586),(47 4461.065),(48 4475.4033),(49 4463.9175),(50 4464.03),(51 4482.7407),(52 4499.3604),(53 4499.986),(54 4508.0024),(55 4545.7544),(56 4545.4727),(57 4551.7656),(58 4568.439),(59 4591.1772),(60 4628.929),(61 4684.7695),(62 4718.684),(63 4754.811),(64 4804.84),(65 4844.476),(66 4875.8423),(67 4916.9136),(68 4896.044),(69 4927.4824),(70 4955.864),(71 4997.2905),(72 5030.2764),(73 5049.7256),(74 5077.8145),(75 5110.8735),(76 5122.2134),(77 5158.5483),(78 5190.703),(79 5192.4775),
(1 680.0216),(2 1152.5427),(3 1505.1125),(4 1802.3339),(5 2016.0673),(6 2221.1187),(7 2378.2703),(8 2692.9802),(9 2862.0066),(10 3015.5562),(11 3156.3047),(12 3273.2244),(13 3388.5283),(14 3471.384),(15 3559.6729),(16 3605.426),(17 3679.7422),(18 3730.3123),(19 3771.024),(20 3798.208),(21 3823.1563),(22 3868.4043),(23 3892.2166),(24 3931.7974),(25 3962.4639),(26 3980.4846),(27 4009.9219),(28 4029.7395),(29 4046.498),(30 4089.172),(31 4128.3877),(32 4143.067),(33 4174.512),(34 4198.655),(35 4244.2905),(36 4253.5728),(37 4251.338),(38 4264.5757),(39 4270.6084),(40 4289.936),(41 4295.6763),(42 4296.6787),(43 4291.6997),(44 4308.0005),(45 4322.729),(46 4327.5913),(47 4326.9854),(48 4341.3),(49 4327.5225),(50 4329.502),(51 4356.7393),(52 4367.876),(53 4350.7134),(54 4347.7676),(55 4364.9043),(56 4377.2896),(57 4399.6226),(58 4410.8096),(59 4423.1113),(60 4444.276),(61 4478.2314),(62 4501.978),(63 4537.9785),(64 4581.0444),(65 4611.0586),(66 4622.4053),(67 4668.3735),(68 4683.8096),(69 4709.1772),(70 4720.3613),(71 4760.5034),(72 4787.158),(73 4761.8667),(74 4769.4575),(75 4790.9893),(76 4806.487),(77 4847.819),(78 4886.616),(79 4902.154),
(1 668.2807),(2 1141.3616),(3 1484.6661),(4 1771.3312),(5 1971.1659),(6 2159.672),(7 2317.0947),(8 2607.3926),(9 2774.5847),(10 2958.1123),(11 3098.4014),(12 3218.26),(13 3317.3645),(14 3398.5627),(15 3495.6936),(16 3543.3843),(17 3601.4434),(18 3638.875),(19 3672.1497),(20 3709.2065),(21 3745.9536),(22 3783.441),(23 3824.8757),(24 3861.8972),(25 3897.4731),(26 3920.9033),(27 3961.6382),(28 3975.3748),(29 3985.327),(30 4011.3298),(31 4043.4812),(32 4074.2834),(33 4094.0586),(34 4108.427),(35 4151.5967),(36 4164.613),(37 4195.6133),(38 4215.1753),(39 4256.807),(40 4269.0205),(41 4287.559),(42 4303.6924),(43 4323.229),(44 4352.182),(45 4376.791),(46 4389.6543),(47 4424.448),(48 4445.647),(49 4445.7383),(50 4468.613),(51 4503.091),(52 4518.003),(53 4530.453),(54 4526.047),(55 4536.0547),(56 4554.1094),(57 4585.3315),(58 4609.232),(59 4607.8125),(60 4598.952),(61 4609.0103),(62 4597.007),(63 4623.253),(64 4636.6904),(65 4644.9165),(66 4619.3325),(67 4617.2827),(68 4620.842),(69 4622.2095),(70 4625.6816),(71 4630.1563),(72 4654.5107),(73 4647.206),(74 4640.091),(75 4701.9194),(76 4719.1855),(77 4761.999),(78 4835.65),(79 4846.075),
