1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 596.6066),(2 725.1666),(3 769.05676),(4 804.71173),(5 841.34204),(6 850.1226),(7 867.3932),(8 882.09155),(9 897.55634),(10 904.55023),(11 921.2242),(12 935.4568),(13 963.0175),(14 980.21906),(15 992.9132),(16 1003.1284),(17 1019.79816),(18 1029.2404),(19 1041.7655),(20 1061.9778),(21 1057.6622),(22 1056.6678),(23 1073.1816),(24 1080.8751),(25 1085.8888),(26 1070.1085),(27 1083.8716),(28 1076.2605),(29 1073.2222),(30 1079.1743),(31 1074.767),(32 1067.3837),(33 1075.6829),(34 1064.0603),(35 1071.7744),(36 1067.4681),(37 1057.1769),(38 1056.8145),(39 1058.1572),(40 1053.6836),(41 1036.0619),(42 1031.1632),(43 1029.8236),(44 1027.4783),(45 1030.3993),(46 1030.3118),(47 1034.6624),(48 1030.2155),(49 1047.7853),(50 1043.1244),(51 1041.4154),(52 1029.7642),(53 1020.1266),(54 1030.0592),(55 1045.2886),(56 1042.5388),(57 1051.7297),(58 1061.7944),(59 1065.0896),(60 1066.3805),(61 1070.6119),(62 1079.4104),(63 1075.7388),(64 1083.2687),(65 1081.3546),(66 1090.2532),(67 1104.2286),(68 1104.322),(69 1107.8011),(70 1104.2661),(71 1113.9927),(72 1104.469),(73 1101.6442),(74 1100.8633),(75 1101.0258),(76 1089.8518),(77 1100.0487),(78 1099.7771),(79 1094.495),
(1 601.85913),(2 730.8972),(3 774.20465),(4 811.49066),(5 843.0321),(6 865.8974),(7 875.9529),(8 889.93024),(9 912.4196),(10 913.33856),(11 925.4144),(12 948.7752),(13 968.34564),(14 993.2829),(15 1012.1518),(16 1031.9338),(17 1042.3439),(18 1050.7794),(19 1067.5481),(20 1075.4753),(21 1090.3431),(22 1081.8727),(23 1091.96),(24 1107.1268),(25 1098.849),(26 1102.1592),(27 1107.4415),(28 1098.1584),(29 1091.8247),(30 1098.7892),(31 1097.4353),(32 1089.8173),(33 1085.15),(34 1086.8232),(35 1083.8871),(36 1082.3544),(37 1080.5221),(38 1073.7742),(39 1070.4149),(40 1076.2808),(41 1059.9088),(42 1057.3319),(43 1045.2869),(44 1051.7856),(45 1057.5109),(46 1061.4529),(47 1046.4646),(48 1052.1785),(49 1056.7389),(50 1058.3735),(51 1068.7054),(52 1082.4),(53 1068.913),(54 1065.7156),(55 1064.9803),(56 1075.3472),(57 1078.8721),(58 1088.5298),(59 1092.5839),(60 1098.5736),(61 1104.693),(62 1115.499),(63 1117.6781),(64 1112.3337),(65 1105.1891),(66 1105.1987),(67 1123.0201),(68 1131.1636),(69 1133.3448),(70 1136.2991),(71 1131.987),(72 1123.3256),(73 1123.9893),(74 1119.0221),(75 1139.3281),(76 1118.8684),(77 1125.1365),(78 1120.635),(79 1114.8389),
(1 595.90424),(2 730.52405),(3 778.25854),(4 815.1793),(5 835.1863),(6 850.5214),(7 861.79083),(8 879.1331),(9 892.9469),(10 898.14185),(11 913.5886),(12 931.82135),(13 955.5166),(14 961.9377),(15 971.22046),(16 1000.78143),(17 1017.7209),(18 1013.4398),(19 1017.2802),(20 1040.0006),(21 1035.0433),(22 1038.2191),(23 1055.5662),(24 1045.6876),(25 1037.4713),(26 1039.2235),(27 1060.8466),(28 1036.1764),(29 1038.8674),(30 1047.0841),(31 1043.9706),(32 1037.0592),(33 1034.653),(34 1040.2008),(35 1042.8796),(36 1051.7534),(37 1038.2635),(38 1037.7384),(39 1032.6948),(40 1042.9647),(41 1039.5367),(42 1034.6425),(43 1045.3978),(44 1036.6182),(45 1038.1301),(46 1042.453),(47 1045.2113),(48 1060.0883),(49 1054.7152),(50 1057.9513),(51 1058.0366),(52 1070.8003),(53 1062.0857),(54 1050.0122),(55 1059.2905),(56 1068.2013),(57 1069.393),(58 1078.7123),(59 1074.5406),(60 1079.478),(61 1085.9725),(62 1092.5514),(63 1096.4707),(64 1095.0881),(65 1098.0492),(66 1104.2219),(67 1123.8456),(68 1114.0911),(69 1116.862),(70 1110.6581),(71 1116.5554),(72 1104.9941),(73 1115.3894),(74 1120.3119),(75 1135.245),(76 1126.7828),(77 1121.416),(78 1116.5778),(79 1109.7183),
(1 581.1506),(2 710.203),(3 757.73206),(4 788.02545),(5 822.1313),(6 838.41486),(7 842.66205),(8 862.3882),(9 876.7699),(10 893.34216),(11 903.0031),(12 930.8979),(13 941.22375),(14 963.1614),(15 964.75586),(16 978.252),(17 988.6746),(18 997.19476),(19 1008.41406),(20 1020.4256),(21 1031.0244),(22 1023.62396),(23 1036.9792),(24 1037.7639),(25 1034.6552),(26 1036.0609),(27 1045.5264),(28 1039.8093),(29 1036.3555),(30 1050.8612),(31 1044.7582),(32 1037.829),(33 1045.3461),(34 1038.4509),(35 1040.998),(36 1051.7733),(37 1028.0731),(38 1030.0696),(39 1034.1669),(40 1035.8688),(41 1026.5891),(42 1028.447),(43 1038.6027),(44 1034.5027),(45 1028.5471),(46 1032.2327),(47 1032.1798),(48 1043.8945),(49 1047.1907),(50 1041.8018),(51 1051.916),(52 1043.6289),(53 1041.155),(54 1050.8024),(55 1056.177),(56 1064.9525),(57 1063.9808),(58 1073.1782),(59 1076.2313),(60 1077.3267),(61 1074.1415),(62 1081.1068),(63 1095.3645),(64 1093.8712),(65 1099.6799),(66 1095.6434),(67 1110.0166),(68 1104.978),(69 1115.757),(70 1110.5017),(71 1101.7263),(72 1094.4666),(73 1110.6705),(74 1110.6947),(75 1120.8008),(76 1112.6184),(77 1101.7079),(78 1099.3687),(79 1096.2428),
(1 576.5739),(2 712.1763),(3 765.89154),(4 786.0207),(5 812.3787),(6 823.2275),(7 836.645),(8 859.9093),(9 884.4366),(10 897.9747),(11 910.60944),(12 938.825),(13 944.8963),(14 972.79584),(15 971.59985),(16 982.71906),(17 994.76135),(18 1006.84247),(19 1015.4264),(20 1027.3134),(21 1024.136),(22 1019.67334),(23 1030.3417),(24 1036.5332),(25 1036.8959),(26 1032.7428),(27 1041.2595),(28 1035.5822),(29 1019.01074),(30 1025.5232),(31 1033.6792),(32 1041.0792),(33 1045.4127),(34 1040.188),(35 1035.208),(36 1034.0057),(37 1023.3141),(38 1027.1797),(39 1030.4249),(40 1032.7144),(41 1039.6473),(42 1037.3434),(43 1046.4974),(44 1047.6191),(45 1041.4098),(46 1039.6111),(47 1048.8326),(48 1061.3649),(49 1059.4723),(50 1056.7053),(51 1075.2825),(52 1070.5521),(53 1077.3483),(54 1075.0751),(55 1094.0427),(56 1085.9791),(57 1087.7855),(58 1095.6537),(59 1096.2205),(60 1086.7968),(61 1096.6345),(62 1093.8816),(63 1093.7263),(64 1111.4435),(65 1104.369),(66 1099.0873),(67 1099.0369),(68 1109.0621),(69 1100.3256),(70 1113.3495),(71 1112.5844),(72 1119.0284),(73 1118.3301),(74 1120.9236),(75 1103.318),(76 1105.0925),(77 1094.4354),(78 1103.6327),(79 1104.2733),
(1 561.64307),(2 706.11346),(3 748.5459),(4 770.50244),(5 788.1937),(6 798.5596),(7 813.6977),(8 829.8171),(9 854.859),(10 870.5445),(11 880.1048),(12 904.09357),(13 917.66046),(14 938.84436),(15 942.8396),(16 952.4753),(17 972.768),(18 980.11444),(19 979.7685),(20 990.85114),(21 999.0792),(22 987.7147),(23 987.84143),(24 997.77795),(25 1001.3579),(26 1005.72253),(27 1012.081),(28 994.42395),(29 988.90924),(30 991.04645),(31 998.6443),(32 1004.3597),(33 1007.90405),(34 1010.4763),(35 993.5208),(36 997.84033),(37 995.65643),(38 1001.9187),(39 1008.2674),(40 1008.618),(41 1012.89874),(42 1017.7989),(43 1009.58307),(44 1017.20416),(45 1021.06036),(46 1005.9451),(47 1023.31116),(48 1038.8597),(49 1031.529),(50 1031.6042),(51 1034.6655),(52 1038.8071),(53 1039.9537),(54 1037.8247),(55 1054.5487),(56 1055.1066),(57 1050.6791),(58 1053.4576),(59 1052.025),(60 1053.2474),(61 1062.9025),(62 1058.5011),(63 1072.5446),(64 1071.7521),(65 1083.5375),(66 1087.6052),(67 1083.4385),(68 1080.4895),(69 1088.5034),(70 1082.4558),(71 1063.2554),(72 1076.3217),(73 1076.2441),(74 1068.1846),(75 1059.8456),(76 1062.2491),(77 1056.6205),(78 1052.2079),(79 1059.2946),
(1 560.57367),(2 712.03345),(3 753.0068),(4 778.5842),(5 799.8998),(6 813.0311),(7 823.0556),(8 848.8606),(9 867.94006),(10 887.19385),(11 921.9795),(12 933.6439),(13 937.0258),(14 960.62164),(15 967.9643),(16 973.47046),(17 991.94214),(18 1008.09174),(19 1005.35803),(20 1017.3998),(21 1023.568),(22 1013.4446),(23 1008.7273),(24 1022.13367),(25 1014.30554),(26 1013.7411),(27 1015.5927),(28 1011.184),(29 1003.01086),(30 1002.81104),(31 1004.5161),(32 1013.7433),(33 1007.0539),(34 1010.7791),(35 1007.29193),(36 998.6873),(37 990.60486),(38 998.9443),(39 1001.6724),(40 1013.4112),(41 1005.4307),(42 998.7748),(43 1009.33215),(44 1016.4838),(45 1017.55646),(46 1011.7804),(47 1025.5067),(48 1029.2129),(49 1028.6864),(50 1026.2015),(51 1025.9346),(52 1030.49),(53 1024.6152),(54 1023.562),(55 1030.3269),(56 1027.8298),(57 1035.874),(58 1034.4937),(59 1031.5402),(60 1037.8118),(61 1043.8456),(62 1048.4391),(63 1046.3525),(64 1045.673),(65 1059.9985),(66 1048.038),(67 1055.7006),(68 1060.1111),(69 1067.4286),(70 1062.1755),(71 1054.4865),(72 1052.0077),(73 1060.7411),(74 1054.0063),(75 1065.3134),(76 1062.3434),(77 1055.3739),(78 1061.5359),(79 1068.7175),
(1 545.6103),(2 690.47485),(3 735.65173),(4 762.12976),(5 779.3558),(6 788.45337),(7 809.0926),(8 826.85114),(9 836.67865),(10 864.5845),(11 893.06805),(12 912.8718),(13 912.38965),(14 922.5746),(15 935.1891),(16 934.6615),(17 961.99945),(18 968.54425),(19 954.65063),(20 973.8211),(21 969.4244),(22 971.74),(23 973.4286),(24 984.14825),(25 988.8422),(26 996.75806),(27 985.0303),(28 980.22736),(29 984.0896),(30 988.69824),(31 990.2672),(32 983.01843),(33 981.0904),(34 977.05615),(35 977.011),(36 967.51715),(37 967.6731),(38 972.81305),(39 968.7825),(40 975.0795),(41 973.1474),(42 970.78345),(43 972.44293),(44 985.3378),(45 988.2879),(46 982.15436),(47 1002.6056),(48 1002.06964),(49 994.74585),(50 1001.4948),(51 1001.8723),(52 1010.964),(53 1004.2629),(54 1007.0312),(55 1012.4628),(56 1016.8788),(57 1012.98975),(58 1018.1625),(59 1022.8103),(60 1012.5116),(61 1029.0194),(62 1023.5506),(63 1023.4377),(64 1036.8455),(65 1022.72534),(66 1021.0517),(67 1020.9837),(68 1023.4357),(69 1024.4286),(70 1024.4257),(71 1030.8945),(72 1025.793),(73 1024.067),(74 1015.64246),(75 1027.6201),(76 1025.9662),(77 1020.3605),(78 1012.3142),(79 1011.47095),
(1 528.46405),(2 669.1696),(3 723.8893),(4 734.9768),(5 762.3915),(6 769.871),(7 786.7443),(8 799.9894),(9 814.0923),(10 826.3055),(11 849.7511),(12 872.2273),(13 882.7057),(14 890.6338),(15 904.5565),(16 910.88794),(17 920.98303),(18 924.59045),(19 925.6309),(20 943.5468),(21 943.0145),(22 945.49066),(23 942.6646),(24 950.422),(25 947.53455),(26 944.839),(27 944.3344),(28 940.63837),(29 938.29767),(30 948.9119),(31 955.31036),(32 953.15063),(33 954.46875),(34 944.9084),(35 947.0864),(36 942.2804),(37 936.14746),(38 930.68243),(39 932.5621),(40 937.008),(41 930.4305),(42 928.61115),(43 932.2051),(44 945.16864),(45 955.9371),(46 956.8892),(47 964.06445),(48 968.99536),(49 967.1399),(50 964.3981),(51 971.9937),(52 978.7565),(53 971.45624),(54 961.41223),(55 966.82043),(56 963.6185),(57 955.87256),(58 966.32825),(59 966.0205),(60 956.7746),(61 957.5876),(62 960.4257),(63 959.383),(64 956.4025),(65 962.90295),(66 958.7044),(67 966.5429),(68 966.7594),(69 971.6957),(70 968.8405),(71 966.24274),(72 966.3806),(73 963.9334),(74 958.7985),(75 973.0095),(76 981.3998),(77 962.70996),(78 974.0969),(79 965.8142),
(1 520.8816),(2 659.2676),(3 703.9844),(4 727.14984),(5 751.822),(6 758.04645),(7 766.6026),(8 777.7814),(9 790.44366),(10 807.45807),(11 829.2177),(12 845.64343),(13 857.5251),(14 869.89343),(15 892.65814),(16 881.7931),(17 898.083),(18 911.8842),(19 917.62585),(20 924.1543),(21 919.04376),(22 924.6388),(23 922.62445),(24 933.841),(25 931.1504),(26 934.2142),(27 922.4818),(28 920.82794),(29 935.7881),(30 934.414),(31 937.5121),(32 938.98303),(33 941.42065),(34 940.62164),(35 939.8145),(36 939.88666),(37 936.4442),(38 928.4762),(39 934.419),(40 937.058),(41 925.87805),(42 919.16907),(43 927.7013),(44 940.7941),(45 955.81805),(46 958.9731),(47 954.33777),(48 962.0759),(49 961.3089),(50 958.7593),(51 959.6708),(52 963.38745),(53 971.4867),(54 962.033),(55 972.15906),(56 977.3144),(57 967.17145),(58 970.9631),(59 972.6285),(60 968.4206),(61 970.78143),(62 966.192),(63 964.563),(64 950.7352),(65 950.9026),(66 953.3217),(67 955.62396),(68 963.216),(69 964.44824),(70 947.0575),(71 950.8942),(72 955.25903),(73 954.5962),(74 950.79785),(75 972.6158),(76 975.13055),(77 954.4377),(78 958.9744),(79 953.08856),
(1 517.44403),(2 646.6742),(3 689.0939),(4 717.9699),(5 746.028),(6 750.6413),(7 760.311),(8 772.391),(9 780.4002),(10 787.1882),(11 809.9847),(12 825.7898),(13 832.7994),(14 846.5997),(15 865.05273),(16 868.3867),(17 884.9785),(18 900.54205),(19 898.6685),(20 906.66486),(21 905.10876),(22 905.4679),(23 905.19415),(24 925.4818),(25 916.42786),(26 911.70135),(27 915.5396),(28 916.2885),(29 924.0559),(30 927.4862),(31 934.61694),(32 932.984),(33 936.49457),(34 935.6306),(35 933.12415),(36 937.7556),(37 935.828),(38 929.26874),(39 928.78503),(40 933.07697),(41 931.09595),(42 915.0782),(43 924.15234),(44 928.44476),(45 935.7802),(46 944.54474),(47 939.40466),(48 946.337),(49 943.1854),(50 944.1102),(51 943.85846),(52 947.0354),(53 942.34796),(54 953.8636),(55 954.13947),(56 951.56586),(57 946.5497),(58 942.5021),(59 958.989),(60 952.6803),(61 955.78723),(62 957.40656),(63 956.77594),(64 954.4286),(65 954.22705),(66 950.8691),(67 950.4228),(68 947.302),(69 941.66437),(70 951.4286),(71 948.6082),(72 955.9868),(73 950.36316),(74 941.9545),(75 945.60724),(76 956.1838),(77 957.15656),(78 963.99677),(79 962.5857),
(1 506.72232),(2 639.1296),(3 677.00275),(4 707.93964),(5 734.5932),(6 740.14594),(7 760.2995),(8 779.15674),(9 787.793),(10 783.8801),(11 803.28546),(12 821.7839),(13 828.3393),(14 844.0053),(15 858.19617),(16 865.9868),(17 879.2556),(18 884.1125),(19 890.2673),(20 896.20416),(21 894.3235),(22 900.10675),(23 895.4711),(24 903.1012),(25 898.1225),(26 894.9528),(27 893.9002),(28 883.38916),(29 890.93115),(30 901.9151),(31 916.63574),(32 921.426),(33 920.31226),(34 917.91895),(35 915.0352),(36 916.04755),(37 913.8691),(38 917.6188),(39 926.6928),(40 934.25226),(41 930.14825),(42 923.9818),(43 920.6576),(44 931.2621),(45 937.7882),(46 929.685),(47 926.1002),(48 931.15704),(49 932.43066),(50 938.9789),(51 944.4074),(52 950.3444),(53 948.52716),(54 943.80975),(55 948.7471),(56 943.24286),(57 939.8428),(58 946.14716),(59 955.76514),(60 951.13654),(61 958.46625),(62 955.6622),(63 963.42255),(64 972.9031),(65 975.32715),(66 969.87524),(67 978.1265),(68 982.85187),(69 977.8022),(70 974.1244),(71 977.74),(72 980.6568),(73 980.27997),(74 975.2337),(75 984.9041),(76 978.39185),(77 978.4984),(78 980.391),(79 986.57605),
(1 499.17868),(2 623.4816),(3 677.85785),(4 699.6997),(5 723.4364),(6 737.85425),(7 754.1111),(8 768.229),(9 779.08765),(10 783.48865),(11 789.674),(12 805.73254),(13 813.5859),(14 840.8961),(15 847.9627),(16 853.95386),(17 876.7303),(18 874.8364),(19 876.2521),(20 889.2124),(21 884.6035),(22 886.14355),(23 873.0875),(24 890.18585),(25 881.17645),(26 878.6404),(27 885.1021),(28 878.2433),(29 895.0669),(30 892.9761),(31 889.1588),(32 900.7252),(33 907.1242),(34 892.4458),(35 893.92065),(36 893.2268),(37 886.49646),(38 886.21454),(39 902.0983),(40 894.7776),(41 899.3869),(42 893.28107),(43 897.17755),(44 902.219),(45 909.75574),(46 897.1113),(47 903.573),(48 908.4845),(49 913.99786),(50 912.3007),(51 920.64935),(52 931.66516),(53 939.974),(54 943.52374),(55 945.26044),(56 945.99176),(57 946.3251),(58 962.18164),(59 966.7501),(60 963.9926),(61 962.6402),(62 972.83356),(63 977.47217),(64 986.9019),(65 974.2367),(66 978.9493),(67 980.42645),(68 982.525),(69 986.4366),(70 988.22577),(71 984.3375),(72 989.92834),(73 987.7204),(74 979.67175),(75 990.2148),(76 976.62067),(77 985.16205),(78 982.66614),(79 980.0151),
(1 486.8641),(2 614.17645),(3 665.16785),(4 692.65045),(5 710.1494),(6 721.4178),(7 736.5227),(8 739.05426),(9 754.64874),(10 756.1419),(11 777.98627),(12 797.9039),(13 816.3251),(14 827.3396),(15 829.8638),(16 836.1319),(17 851.0066),(18 849.2733),(19 853.50433),(20 870.9401),(21 864.9852),(22 861.3721),(23 861.01715),(24 872.13965),(25 862.3265),(26 871.4568),(27 887.0433),(28 877.8388),(29 877.80817),(30 885.67896),(31 886.7466),(32 889.77905),(33 898.05994),(34 887.1265),(35 894.765),(36 889.58734),(37 882.1657),(38 874.11395),(39 882.72296),(40 890.00946),(41 891.29443),(42 888.66125),(43 896.48865),(44 915.58167),(45 920.4487),(46 922.57184),(47 928.8231),(48 939.8326),(49 934.94653),(50 930.0497),(51 938.1795),(52 935.5085),(53 947.63043),(54 953.187),(55 962.0606),(56 967.3442),(57 975.1754),(58 987.8698),(59 979.16925),(60 973.50256),(61 984.8572),(62 987.7595),(63 997.99945),(64 1001.82434),(65 998.21674),(66 1002.66376),(67 988.21436),(68 984.97076),(69 989.9204),(70 988.12054),(71 997.1342),(72 994.5958),(73 1000.1441),(74 990.0516),(75 989.3241),(76 990.7361),(77 1000.13226),(78 992.5919),(79 988.31256),
(1 475.55435),(2 602.3152),(3 649.3072),(4 676.0672),(5 700.1279),(6 713.3438),(7 731.64966),(8 737.1568),(9 752.0327),(10 757.1902),(11 769.53876),(12 792.2113),(13 809.65393),(14 818.4704),(15 823.2361),(16 837.98883),(17 866.66187),(18 873.75146),(19 881.23865),(20 884.9371),(21 885.57245),(22 872.8531),(23 885.7483),(24 906.3019),(25 893.71387),(26 894.27625),(27 912.0629),(28 898.44275),(29 902.11096),(30 905.59344),(31 911.3885),(32 912.8771),(33 921.19977),(34 918.3957),(35 915.6075),(36 912.5752),(37 908.5013),(38 906.61346),(39 903.15137),(40 898.3944),(41 898.05383),(42 900.3804),(43 906.8874),(44 918.56464),(45 923.99963),(46 926.1604),(47 935.4881),(48 937.1782),(49 948.8499),(50 948.6528),(51 951.67),(52 949.2456),(53 954.34644),(54 954.8832),(55 967.8045),(56 974.5162),(57 980.10345),(58 987.8909),(59 982.66754),(60 983.98413),(61 995.16766),(62 1001.6033),(63 1001.8772),(64 1001.7395),(65 991.1421),(66 996.69824),(67 1000.5693),(68 992.68604),(69 995.3051),(70 1001.89453),(71 1006.7059),(72 1007.5311),(73 1011.06805),(74 998.22064),(75 1007.8075),(76 1000.16644),(77 1004.2476),(78 1005.14154),(79 1001.221),
(1 466.86545),(2 576.86896),(3 629.6529),(4 666.75745),(5 689.59143),(6 695.9328),(7 708.7498),(8 709.4256),(9 726.3396),(10 731.0496),(11 748.9433),(12 762.8612),(13 775.36945),(14 791.41724),(15 797.02783),(16 804.10486),(17 823.1989),(18 830.74805),(19 828.9728),(20 836.7763),(21 841.5763),(22 837.48517),(23 842.1456),(24 849.65845),(25 847.64294),(26 839.98364),(27 850.54443),(28 855.10565),(29 863.03546),(30 861.7203),(31 862.49335),(32 870.9551),(33 869.65594),(34 871.15607),(35 873.1616),(36 869.2962),(37 881.61847),(38 878.3258),(39 879.83185),(40 873.8898),(41 871.9195),(42 879.76843),(43 886.6599),(44 895.0884),(45 895.3848),(46 902.5617),(47 898.891),(48 904.2197),(49 909.7705),(50 912.43945),(51 914.5059),(52 918.0596),(53 926.22644),(54 926.92053),(55 927.0521),(56 927.43243),(57 922.699),(58 931.07855),(59 932.70447),(60 937.89435),(61 951.05005),(62 944.86914),(63 957.5772),(64 956.33746),(65 939.62225),(66 943.4527),(67 951.273),(68 935.4524),(69 931.79834),(70 936.83276),(71 940.42914),(72 940.73254),(73 937.7706),(74 930.3214),(75 934.9002),(76 932.48175),(77 938.4756),(78 940.9006),(79 943.6231),
(1 462.65045),(2 579.0749),(3 633.05804),(4 664.8267),(5 685.57764),(6 695.5412),(7 702.1316),(8 707.5208),(9 728.00885),(10 738.58655),(11 757.9966),(12 772.739),(13 788.9989),(14 803.3039),(15 811.7306),(16 824.6094),(17 841.2747),(18 855.5548),(19 854.02655),(20 861.1627),(21 869.1455),(22 864.2459),(23 868.6703),(24 870.80914),(25 864.0805),(26 857.5714),(27 863.7518),(28 862.6509),(29 868.95233),(30 870.4762),(31 868.56573),(32 869.38983),(33 863.4175),(34 866.3327),(35 874.33795),(36 870.7015),(37 882.69293),(38 878.5768),(39 883.42804),(40 876.3064),(41 880.40576),(42 877.45056),(43 884.2135),(44 891.2801),(45 896.7158),(46 906.88477),(47 917.97736),(48 919.8083),(49 920.7969),(50 917.45544),(51 916.5382),(52 921.37775),(53 930.12067),(54 929.7523),(55 930.11127),(56 933.90814),(57 925.4873),(58 930.3009),(59 938.3078),(60 937.2903),(61 945.3199),(62 944.2711),(63 954.5336),(64 959.4678),(65 945.617),(66 954.98816),(67 965.8334),(68 946.332),(69 940.893),(70 942.4758),(71 947.80255),(72 952.9364),(73 954.1408),(74 949.76135),(75 946.95557),(76 952.83813),(77 959.5943),(78 962.789),(79 956.25183),
(1 458.2025),(2 566.5613),(3 611.2124),(4 634.342),(5 653.0355),(6 667.63257),(7 683.6168),(8 681.8171),(9 695.5833),(10 706.4443),(11 716.2644),(12 728.10645),(13 750.61115),(14 767.1427),(15 782.7971),(16 795.0603),(17 807.01984),(18 818.6507),(19 830.35284),(20 827.38873),(21 831.7538),(22 829.3134),(23 829.6966),(24 840.6074),(25 837.9786),(26 831.66327),(27 839.92975),(28 842.82245),(29 850.79315),(30 843.78143),(31 840.29645),(32 846.9084),(33 847.1196),(34 843.05804),(35 847.5959),(36 841.57794),(37 842.44366),(38 841.7835),(39 844.5557),(40 836.857),(41 845.10834),(42 837.1226),(43 845.2367),(44 844.03815),(45 851.11865),(46 861.34735),(47 860.72363),(48 860.9416),(49 857.6884),(50 859.8821),(51 864.03656),(52 870.15173),(53 874.4293),(54 876.0457),(55 885.0631),(56 881.8631),(57 877.78125),(58 875.8754),(59 873.26556),(60 879.8448),(61 886.4477),(62 880.1346),(63 891.331),(64 882.5507),(65 888.14825),(66 892.88837),(67 898.59845),(68 892.9273),(69 889.3522),(70 890.6574),(71 887.9214),(72 891.7172),(73 887.95703),(74 893.36505),(75 896.727),(76 887.469),(77 880.4063),(78 878.4306),(79 878.053),
