1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165184.77),(2 626806.06),(3 1375966.1),(4 2386077.5),(5 3673331.8),(6 5215374),(7 6977710.5),(8 8966595),(9 11242665),(10 13704277),(11 16370256),(12 19275502),(13 22378576),(14 25622490),(15 29042192),(16 32590890),(17 36319748),(18 40047410),(19 43903484),(20 47804052),(21 51917696),(22 56181548),(23 60651308),(24 65290668),(25 69885610),(26 74687790),(27 79524744),(28 84302696),(29 89078010),(30 93924824),(31 98738240),(32 103616584),(33 108654080),(34 113572380),(35 118440580),(36 123223200),(37 127943420),(38 132534424),(39 136718610),(40 140959500),(41 145071630),(42 148958420),(43 152610510),(44 156212750),(45 159647090),(46 162990220),(47 166106380),(48 169057650),(49 171816820),(50 174333040),(51 176660180),(52 178779630),(53 180696400),(54 182322560),(55 183700690),(56 184957140),(57 185780850),(58 186238340),(59 186174340),(60 185724590),(61 185238830),(62 184092340),(63 182373680),(64 180393400),(65 177850000),(66 175001620),(67 171772560),(68 167919340),(69 163722190),(70 159059360),(71 154075150),(72 148804910),(73 143205060),(74 137295660),(75 131169400),(76 124820120),(77 118363240),(78 111872856),(79 105291976),
(1 50.689854),(2 60.62855),(3 67.06858),(4 71.42435),(5 75.03659),(6 77.720375),(7 79.465775),(8 81.28347),(9 83.734566),(10 83.57602),(11 84.16536),(12 84.713875),(13 85.10881),(14 86.56074),(15 88.64608),(16 89.371666),(17 89.96099),(18 91.15671),(19 93.24704),(20 93.35837),(21 93.4261),(22 94.222305),(23 95.762825),(24 93.76341),(25 92.59846),(26 91.70988),(27 90.32483),(28 90.53533),(29 91.49684),(30 91.40259),(31 94.45115),(32 96.328735),(33 97.46281),(34 97.55925),(35 98.03739),(36 98.36948),(37 98.32598),(38 97.86373),(39 97.01272),(40 95.75102),(41 93.90546),(42 94.364944),(43 94.48165),(44 93.89825),(45 95.0292),(46 94.84483),(47 94.444626),(48 94.11288),(49 94.38479),(50 95.705666),(51 95.31273),(52 94.72509),(53 95.99753),(54 96.08906),(55 94.88104),(56 93.35034),(57 92.191376),(58 90.29827),(59 90.21252),(60 89.0583),(61 89.23739),(62 89.257416),(63 91.231674),(64 92.389915),(65 92.19165),(66 91.36322),(67 91.57949),(68 92.43794),(69 90.541145),(70 91.20597),(71 92.04323),(72 92.86658),(73 92.86049),(74 93.61384),(75 93.272095),(76 91.963524),(77 90.914345),(78 93.47147),(79 92.4773),
(1 51.171276),(2 61.691868),(3 67.586494),(4 72.06551),(5 76.106636),(6 78.30429),(7 81.06885),(8 83.54272),(9 86.287735),(10 86.37928),(11 86.52199),(12 88.26104),(13 88.51464),(14 89.59702),(15 91.11377),(16 91.60156),(17 92.26946),(18 93.35307),(19 95.726494),(20 96.59549),(21 97.72698),(22 98.18099),(23 98.355865),(24 96.9917),(25 94.71043),(26 95.75636),(27 93.4952),(28 93.35645),(29 94.16916),(30 94.25534),(31 95.93332),(32 98.24234),(33 100.1284),(34 99.53988),(35 100.11572),(36 99.94303),(37 100.73494),(38 99.45019),(39 98.170044),(40 97.8459),(41 96.182625),(42 96.64922),(43 97.797455),(44 97.93049),(45 96.98242),(46 97.2628),(47 97.231384),(48 97.10377),(49 96.75475),(50 98.41791),(51 98.524),(52 98.91701),(53 98.69399),(54 96.975555),(55 95.5492),(56 94.3436),(57 93.38701),(58 94.41032),(59 94.20315),(60 95.518394),(61 94.62748),(62 94.81274),(63 97.20105),(64 97.67062),(65 97.34985),(66 96.69845),(67 96.301865),(68 97.34152),(69 97.42712),(70 98.50037),(71 99.104866),(72 98.921486),(73 100.51823),(74 99.919075),(75 99.13002),(76 98.39783),(77 97.98782),(78 100.300285),(79 99.9738),
(1 50.17013),(2 60.570366),(3 67.06044),(4 71.06164),(5 75.058426),(6 77.057625),(7 79.34229),(8 81.67923),(9 83.665726),(10 83.736176),(11 84.99553),(12 85.288055),(13 86.27435),(14 88.23502),(15 90.3657),(16 91.45745),(17 92.05671),(18 93.95622),(19 95.524666),(20 95.30919),(21 94.81399),(22 95.26109),(23 96.61519),(24 94.6902),(25 93.331894),(26 92.6241),(27 90.60999),(28 90.82585),(29 92.17451),(30 92.55386),(31 94.48894),(32 96.46731),(33 98.96421),(34 98.80562),(35 99.44203),(36 100.40576),(37 100.39698),(38 98.44403),(39 97.66923),(40 97.74139),(41 96.36847),(42 97.19275),(43 96.81604),(44 95.147575),(45 96.245674),(46 97.254326),(47 96.465385),(48 96.763885),(49 97.43269),(50 97.988594),(51 97.368286),(52 96.9624),(53 97.8074),(54 97.54786),(55 95.04117),(56 93.75887),(57 92.55582),(58 92.42615),(59 92.12407),(60 91.27589),(61 91.02992),(62 91.07876),(63 93.80735),(64 94.089966),(65 94.4364),(66 94.547485),(67 94.095055),(68 94.21926),(69 93.77779),(70 93.134125),(71 93.764244),(72 94.35959),(73 95.40057),(74 94.66029),(75 94.89019),(76 93.46005),(77 93.61753),(78 96.98057),(79 95.97923),
(1 50.492542),(2 61.444706),(3 66.170296),(4 70.34962),(5 73.94702),(6 76.71643),(7 78.43897),(8 80.90905),(9 82.58555),(10 82.260185),(11 82.3912),(12 84.50811),(13 84.70842),(14 85.74011),(15 87.59765),(16 87.92851),(17 87.73304),(18 88.62086),(19 89.80737),(20 90.740265),(21 91.41585),(22 91.63713),(23 92.01753),(24 90.43063),(25 89.10124),(26 89.24538),(27 88.45068),(28 88.94651),(29 90.39881),(30 91.28082),(31 91.83567),(32 93.18923),(33 94.716515),(34 94.82684),(35 95.62264),(36 95.826996),(37 96.43719),(38 94.66064),(39 95.656975),(40 95.20763),(41 92.869736),(42 92.288635),(43 92.391624),(44 90.84689),(45 90.823494),(46 91.88596),(47 92.16035),(48 91.69165),(49 93.112434),(50 94.273674),(51 94.07311),(52 94.449394),(53 95.29549),(54 94.17061),(55 92.28677),(56 91.80769),(57 90.47803),(58 89.74853),(59 90.37064),(60 90.70991),(61 90.10198),(62 89.828804),(63 92.692955),(64 92.85378),(65 93.81184),(66 93.79016),(67 93.52544),(68 94.40649),(69 94.75139),(70 94.8205),(71 94.25411),(72 95.15973),(73 96.20488),(74 95.45564),(75 93.974014),(76 92.467514),(77 91.87385),(78 93.11525),(79 93.501755),
(1 50.489277),(2 61.280785),(3 67.46119),(4 71.38788),(5 74.35303),(6 75.99866),(7 78.57771),(8 79.80049),(9 82.55503),(10 81.53453),(11 82.62444),(12 84.38964),(13 85.01487),(14 86.02929),(15 87.6707),(16 88.991295),(17 89.25233),(18 90.673),(19 92.42883),(20 93.33942),(21 93.16801),(22 94.264946),(23 94.86656),(24 92.815025),(25 92.54706),(26 92.104866),(27 90.94788),(28 91.13359),(29 92.42054),(30 92.23425),(31 93.23885),(32 95.761635),(33 96.58919),(34 96.73747),(35 96.85481),(36 97.66788),(37 97.43682),(38 95.92013),(39 96.382195),(40 95.43543),(41 94.7418),(42 94.62358),(43 94.02967),(44 92.22316),(45 92.90613),(46 95.037415),(47 95.75802),(48 95.474365),(49 95.29303),(50 96.05007),(51 95.60924),(52 94.86523),(53 95.80571),(54 96.00515),(55 94.37098),(56 93.572945),(57 93.721924),(58 92.70294),(59 92.74613),(60 93.36642),(61 92.53349),(62 93.138145),(63 94.72342),(64 95.26711),(65 95.86504),(66 95.77584),(67 96.15458),(68 96.8197),(69 97.03375),(70 96.9007),(71 96.29915),(72 96.21272),(73 96.20581),(74 95.358505),(75 94.9046),(76 92.93062),(77 91.74079),(78 94.44721),(79 93.05991),
(1 50.473232),(2 61.69022),(3 67.90283),(4 72.68608),(5 76.42681),(6 78.055016),(7 79.62149),(8 81.80022),(9 83.651634),(10 83.113434),(11 83.453705),(12 84.36073),(13 84.638535),(14 85.393936),(15 87.84169),(16 88.62873),(17 88.58877),(18 89.63774),(19 91.435646),(20 91.45977),(21 91.64645),(22 92.236755),(23 92.155624),(24 91.13498),(25 91.19899),(26 89.43913),(27 88.9962),(28 89.78962),(29 91.7945),(30 92.72714),(31 93.2932),(32 95.137115),(33 95.59908),(34 96.5683),(35 97.00002),(36 96.84295),(37 97.03232),(38 95.275185),(39 95.172874),(40 94.55116),(41 93.143456),(42 93.76672),(43 92.69648),(44 90.22641),(45 90.838806),(46 92.768265),(47 92.69238),(48 93.0617),(49 93.9069),(50 95.129074),(51 94.3396),(52 94.55893),(53 96.17568),(54 95.62519),(55 93.518036),(56 92.3221),(57 91.909805),(58 89.70394),(59 90.33167),(60 90.51915),(61 90.225),(62 89.24016),(63 90.94855),(64 91.89379),(65 92.63765),(66 93.82086),(67 94.44437),(68 95.19738),(69 94.19499),(70 93.76536),(71 94.79351),(72 95.799385),(73 95.92946),(74 96.401886),(75 95.31812),(76 94.29142),(77 93.21817),(78 93.981155),(79 93.33805),
(1 49.95798),(2 61.02952),(3 67.100365),(4 70.54177),(5 74.596596),(6 76.99895),(7 79.408844),(8 81.92741),(9 84.28835),(10 83.96835),(11 84.217155),(12 85.94525),(13 85.61852),(14 86.51328),(15 89.437386),(16 90.11903),(17 90.65642),(18 92.150085),(19 94.695984),(20 95.08278),(21 94.6092),(22 95.917564),(23 96.41965),(24 95.28743),(25 94.723175),(26 93.172676),(27 91.78927),(28 91.90989),(29 93.25907),(30 93.182014),(31 93.737625),(32 94.76122),(33 96.510445),(34 96.76883),(35 98.6279),(36 98.44872),(37 99.2753),(38 97.83453),(39 98.09565),(40 97.26688),(41 95.50071),(42 96.28679),(43 95.818405),(44 94.992165),(45 96.167564),(46 97.57162),(47 97.40736),(48 97.83746),(49 99.031006),(50 99.76831),(51 99.783585),(52 100.13645),(53 101.328995),(54 99.40923),(55 97.362686),(56 96.17781),(57 95.690285),(58 95.19744),(59 95.480865),(60 95.26127),(61 94.380615),(62 94.41181),(63 96.56259),(64 96.74782),(65 97.30585),(66 97.53067),(67 96.90288),(68 97.90544),(69 96.804665),(70 95.34712),(71 95.117035),(72 95.73796),(73 96.33632),(74 95.603065),(75 94.34292),(76 92.53731),(77 91.16598),(78 93.48015),(79 93.54668),
(1 48.584244),(2 58.64874),(3 65.06753),(4 69.29925),(5 73.32851),(6 75.11595),(7 76.3539),(8 78.29091),(9 79.44285),(10 79.54333),(11 79.87067),(12 81.714554),(13 81.47722),(14 83.063934),(15 85.810875),(16 87.477585),(17 88.331856),(18 88.35241),(19 90.74654),(20 91.66726),(21 91.78601),(22 92.31659),(23 92.23139),(24 91.17565),(25 89.22091),(26 88.35345),(27 86.73427),(28 87.64739),(29 89.193855),(30 88.96836),(31 89.855934),(32 91.60478),(33 91.5861),(34 91.33189),(35 91.34705),(36 92.56419),(37 92.48121),(38 90.23316),(39 89.974884),(40 89.883415),(41 88.13282),(42 88.70644),(43 88.55568),(44 87.10046),(45 88.09473),(46 88.88426),(47 89.43528),(48 90.24901),(49 91.179085),(50 92.41631),(51 92.39781),(52 92.40342),(53 92.764275),(54 90.89781),(55 89.04603),(56 87.85826),(57 86.760994),(58 85.2632),(59 84.8734),(60 84.071754),(61 83.49308),(62 83.85326),(63 86.16391),(64 88.49801),(65 89.361275),(66 89.68893),(67 89.362854),(68 89.68785),(69 89.03068),(70 90.05934),(71 90.24313),(72 90.58404),(73 91.32705),(74 90.51504),(75 89.833824),(76 88.341125),(77 87.77127),(78 89.52766),(79 89.3494),
(1 49.553196),(2 60.239445),(3 66.70635),(4 70.04898),(5 74.684814),(6 76.26599),(7 78.32733),(8 80.39954),(9 82.62667),(10 83.38478),(11 83.42634),(12 83.57127),(13 83.629456),(14 85.69259),(15 87.5563),(16 88.85014),(17 89.47768),(18 91.00167),(19 92.73701),(20 93.75977),(21 93.30498),(22 94.32185),(23 94.34708),(24 92.86757),(25 92.66568),(26 91.741135),(27 90.56872),(28 90.63741),(29 91.70469),(30 91.65614),(31 92.92699),(32 94.644035),(33 96.18299),(34 95.96562),(35 96.468956),(36 97.42429),(37 98.448875),(38 96.92742),(39 97.68325),(40 97.43265),(41 96.35976),(42 95.8749),(43 96.303894),(44 94.42316),(45 94.264),(46 95.679306),(47 96.58217),(48 95.71297),(49 95.95704),(50 97.63232),(51 98.088234),(52 98.30203),(53 99.64753),(54 98.73715),(55 95.63031),(56 94.36206),(57 94.330185),(58 93.33285),(59 93.12138),(60 92.9053),(61 92.403305),(62 91.43504),(63 93.63371),(64 94.94361),(65 94.88323),(66 95.75951),(67 95.40497),(68 96.25442),(69 96.05218),(70 95.59164),(71 95.52348),(72 94.24016),(73 94.32287),(74 93.283676),(75 91.32929),(76 90.619385),(77 89.38456),(78 89.78837),(79 89.98561),
(1 49.14918),(2 59.5808),(3 65.60125),(4 70.249374),(5 74.20463),(6 77.157646),(7 78.38459),(8 79.74498),(9 81.39195),(10 82.48075),(11 82.14354),(12 82.820854),(13 83.2245),(14 84.929245),(15 85.67785),(16 86.21644),(17 87.29993),(18 87.97354),(19 89.0653),(20 90.808495),(21 91.07989),(22 92.314026),(23 92.51906),(24 91.141304),(25 88.43508),(26 86.734314),(27 86.10362),(28 86.35478),(29 87.64122),(30 88.42179),(31 89.43928),(32 90.57572),(33 92.06694),(34 93.21699),(35 92.91513),(36 93.48989),(37 94.092735),(38 92.87497),(39 92.34895),(40 93.27733),(41 90.46593),(42 91.00825),(43 91.79833),(44 90.91129),(45 90.48555),(46 92.463326),(47 92.86428),(48 91.971016),(49 92.85173),(50 93.18667),(51 93.13504),(52 92.93279),(53 93.71946),(54 92.639755),(55 90.846245),(56 88.67259),(57 87.82488),(58 86.39801),(59 85.57502),(60 85.08933),(61 84.38857),(62 84.77213),(63 85.421616),(64 86.83602),(65 87.100136),(66 87.56259),(67 88.629486),(68 89.77949),(69 89.18639),(70 90.83328),(71 90.74558),(72 91.50245),(73 91.98838),(74 92.036705),(75 91.03769),(76 89.87911),(77 88.92546),(78 90.76458),(79 90.68314),
(1 49.335068),(2 59.259285),(3 66.0108),(4 70.25427),(5 73.77073),(6 75.414894),(7 77.94334),(8 79.017204),(9 81.33332),(10 81.15017),(11 81.43182),(12 81.81855),(13 82.51617),(14 83.73968),(15 85.370186),(16 86.08566),(17 87.790405),(18 89.33265),(19 90.16971),(20 91.37466),(21 90.838936),(22 92.666595),(23 93.34033),(24 92.2996),(25 91.03358),(26 90.519424),(27 88.92393),(28 88.95519),(29 89.79495),(30 90.62089),(31 91.737526),(32 93.436455),(33 94.509094),(34 94.02101),(35 94.50364),(36 94.7412),(37 95.336815),(38 95.215546),(39 94.86167),(40 95.04209),(41 92.88733),(42 92.07181),(43 92.738914),(44 90.74733),(45 91.31525),(46 92.01244),(47 93.24079),(48 92.3774),(49 93.424706),(50 94.33866),(51 94.52513),(52 95.0102),(53 95.41733),(54 95.19068),(55 93.70957),(56 91.78868),(57 92.55228),(58 90.866844),(59 90.648094),(60 91.23564),(61 89.74735),(62 88.986565),(63 91.04362),(64 91.00203),(65 90.763626),(66 92.18007),(67 92.227196),(68 92.544464),(69 92.419754),(70 91.38736),(71 90.67469),(72 90.28151),(73 90.34289),(74 90.67552),(75 90.302704),(76 89.056915),(77 88.7178),(78 90.24582),(79 90.49364),
(1 48.0588),(2 58.63951),(3 64.68348),(4 68.847015),(5 72.83613),(6 75.9578),(7 77.853836),(8 80.30673),(9 82.409164),(10 81.94725),(11 83.19313),(12 83.12807),(13 83.572815),(14 85.21396),(15 85.67439),(16 86.996605),(17 87.53971),(18 89.347824),(19 89.59378),(20 91.79397),(21 91.19148),(22 92.277176),(23 93.49193),(24 91.48724),(25 89.71137),(26 88.32396),(27 87.18482),(28 87.30359),(29 88.07214),(30 89.077095),(31 89.68148),(32 90.6333),(33 92.20729),(34 93.40539),(35 93.78523),(36 94.627014),(37 94.70597),(38 94.01408),(39 93.43525),(40 93.37451),(41 91.68238),(42 91.90585),(43 91.798),(44 90.76794),(45 90.22113),(46 91.123985),(47 91.97331),(48 91.83116),(49 91.33283),(50 91.11203),(51 91.36513),(52 91.15566),(53 92.132416),(54 91.28933),(55 91.06397),(56 89.97717),(57 89.21763),(58 88.33932),(59 87.522766),(60 87.18247),(61 86.102295),(62 86.11409),(63 86.593704),(64 85.867325),(65 86.836525),(66 87.02086),(67 87.507256),(68 88.1625),(69 87.7301),(70 89.385),(71 90.17922),(72 90.40337),(73 91.40257),(74 91.787125),(75 90.99998),(76 89.80448),(77 88.7287),(78 90.29188),(79 90.38814),
(1 47.851517),(2 58.781086),(3 66.07253),(4 71.010475),(5 74.061844),(6 74.87198),(7 76.953415),(8 77.45331),(9 78.86085),(10 78.219406),(11 78.69231),(12 78.6151),(13 78.60852),(14 81.00989),(15 82.82489),(16 84.55561),(17 85.00045),(18 86.26452),(19 86.7052),(20 87.07556),(21 87.01102),(22 86.9617),(23 87.72212),(24 85.822815),(25 85.82506),(26 85.50887),(27 85.87271),(28 86.8536),(29 86.595634),(30 86.29225),(31 87.95119),(32 90.5492),(33 91.53863),(34 92.59444),(35 94.06673),(36 93.26518),(37 92.82882),(38 92.12765),(39 92.434784),(40 91.844536),(41 90.28578),(42 89.98765),(43 89.546455),(44 87.047966),(45 86.9008),(46 87.901245),(47 88.2066),(48 88.63888),(49 89.35999),(50 89.31184),(51 89.599304),(52 90.18508),(53 91.73079),(54 91.44845),(55 89.79484),(56 89.23943),(57 88.88164),(58 88.4337),(59 86.616325),(60 85.96812),(61 85.18293),(62 84.71028),(63 86.12745),(64 86.57854),(65 86.42315),(66 86.99905),(67 87.11062),(68 88.05876),(69 87.34716),(70 88.17072),(71 88.221664),(72 88.403824),(73 88.808754),(74 89.38033),(75 88.59533),(76 86.661385),(77 85.79068),(78 88.07679),(79 87.43387),
(1 47.84103),(2 58.155483),(3 65.881516),(4 69.563965),(5 72.531334),(6 75.13422),(7 76.48025),(8 78.355934),(9 81.827866),(10 81.32881),(11 81.85006),(12 83.504425),(13 84.44189),(14 85.72178),(15 87.1883),(16 87.52536),(17 88.07587),(18 89.45842),(19 90.537735),(20 91.344185),(21 90.94591),(22 92.42238),(23 92.65895),(24 90.74409),(25 89.30921),(26 88.81078),(27 88.1113),(28 88.21708),(29 88.966805),(30 89.4699),(31 91.32091),(32 93.33731),(33 94.07719),(34 93.94966),(35 94.9254),(36 95.256165),(37 95.380554),(38 93.86018),(39 94.457924),(40 93.86818),(41 92.861206),(42 93.091774),(43 91.99891),(44 91.09763),(45 91.432526),(46 93.56945),(47 93.22878),(48 93.906876),(49 94.01644),(50 94.04075),(51 93.16188),(52 92.245285),(53 92.86429),(54 91.94508),(55 90.39935),(56 90.250374),(57 90.18745),(58 89.10964),(59 88.518974),(60 87.67494),(61 87.12687),(62 86.350426),(63 86.95062),(64 86.919014),(65 86.56835),(66 86.70172),(67 87.14682),(68 89.52685),(69 89.756096),(70 90.20069),(71 91.346016),(72 91.94786),(73 93.529976),(74 94.26477),(75 93.7411),(76 91.80185),(77 91.06745),(78 92.53818),(79 92.45662),
(1 46.9845),(2 57.033653),(3 64.35461),(4 68.157135),(5 71.70268),(6 73.677536),(7 75.12402),(8 76.08486),(9 77.71377),(10 77.41112),(11 78.32805),(12 78.410774),(13 78.595634),(14 80.84304),(15 81.33997),(16 82.790955),(17 82.1833),(18 84.69546),(19 85.30359),(20 87.218124),(21 87.22356),(22 86.76424),(23 86.98191),(24 85.52686),(25 84.55405),(26 83.91734),(27 83.76777),(28 84.142204),(29 84.34866),(30 85.266685),(31 87.59937),(32 90.34328),(33 90.579605),(34 91.365906),(35 91.5829),(36 91.98409),(37 91.325775),(38 90.61475),(39 90.55843),(40 90.52533),(41 88.528946),(42 88.19812),(43 87.97348),(44 86.534),(45 86.823044),(46 87.23689),(47 87.33412),(48 87.36485),(49 88.45539),(50 88.905075),(51 88.775406),(52 89.595345),(53 88.70575),(54 89.03421),(55 86.93245),(56 86.2147),(57 84.69833),(58 84.6137),(59 83.532135),(60 82.97247),(61 82.75876),(62 82.65545),(63 83.266716),(64 82.72535),(65 82.56096),(66 83.039955),(67 83.85925),(68 85.08016),(69 85.14602),(70 85.89033),(71 86.277695),(72 85.60376),(73 86.76064),(74 85.83911),(75 84.91752),(76 83.08156),(77 81.646034),(78 83.9294),(79 83.19544),
(1 48.20234),(2 57.84908),(3 64.33235),(4 68.200264),(5 71.129395),(6 73.124176),(7 74.41111),(8 76.25278),(9 78.94702),(10 78.66075),(11 79.7058),(12 81.62223),(13 82.73411),(14 84.08046),(15 85.893326),(16 86.96844),(17 86.913864),(18 88.297),(19 88.653885),(20 88.936615),(21 88.97477),(22 90.02938),(23 90.26843),(24 87.9807),(25 87.09985),(26 85.28558),(27 85.23916),(28 86.275665),(29 86.53228),(30 87.381065),(31 88.3974),(32 90.031525),(33 91.73885),(34 91.03239),(35 91.48139),(36 92.80813),(37 91.9238),(38 90.782906),(39 91.210846),(40 91.68773),(41 90.84782),(42 91.48087),(43 91.359566),(44 90.032814),(45 89.95766),(46 91.40162),(47 91.16566),(48 90.12552),(49 89.6875),(50 89.645584),(51 89.04486),(52 88.11291),(53 87.65465),(54 88.19466),(55 86.5708),(56 86.37462),(57 85.52429),(58 84.22558),(59 85.357376),(60 84.414375),(61 84.32127),(62 84.965775),(63 86.37034),(64 87.02704),(65 87.17696),(66 88.473526),(67 88.34128),(68 89.29255),(69 89.20506),(70 88.85728),(71 88.90704),(72 89.2291),(73 89.34356),(74 89.21765),(75 88.8366),(76 87.01283),(77 86.553276),(78 87.68335),(79 87.44319),
(1 46.280655),(2 56.130013),(3 62.118954),(4 65.63776),(5 68.647705),(6 70.638275),(7 72.10864),(8 74.90719),(9 76.66468),(10 76.98778),(11 78.70999),(12 79.2323),(13 79.31928),(14 80.93366),(15 82.62836),(16 83.1869),(17 83.866936),(18 84.634224),(19 85.28652),(20 86.04822),(21 85.05028),(22 86.36072),(23 87.27303),(24 85.07657),(25 83.887024),(26 82.541176),(27 80.91907),(28 81.78512),(29 82.48748),(30 82.10709),(31 83.01585),(32 83.98097),(33 85.22681),(34 85.88089),(35 86.82593),(36 87.341034),(37 86.39637),(38 85.51808),(39 86.66319),(40 86.933),(41 84.89543),(42 86.20698),(43 85.241516),(44 83.05697),(45 83.27901),(46 83.99236),(47 83.61558),(48 83.25454),(49 83.18412),(50 84.060715),(51 83.689575),(52 84.40981),(53 85.14932),(54 84.27097),(55 83.476875),(56 83.330956),(57 81.69655),(58 80.37691),(59 80.77905),(60 80.12204),(61 80.58426),(62 80.753845),(63 82.79357),(64 82.32042),(65 82.20668),(66 83.05903),(67 83.34539),(68 84.07817),(69 83.62164),(70 84.620575),(71 84.74315),(72 85.661674),(73 86.05605),(74 85.235085),(75 85.10126),(76 83.98249),(77 84.05188),(78 84.51367),(79 84.721596),
(1 46.89559),(2 56.6023),(3 62.960968),(4 66.1467),(5 70.05054),(6 72.005585),(7 73.551414),(8 75.74184),(9 77.895096),(10 77.807396),(11 77.869576),(12 79.98321),(13 80.71342),(14 82.06958),(15 84.61883),(16 85.76358),(17 85.99637),(18 86.35087),(19 87.19557),(20 88.79055),(21 88.8238),(22 90.31741),(23 90.22162),(24 88.99051),(25 88.544106),(26 87.21787),(27 86.090256),(28 87.17803),(29 88.31859),(30 87.865326),(31 89.059494),(32 90.94924),(33 92.54624),(34 93.62079),(35 94.54286),(36 94.09208),(37 94.68438),(38 93.909485),(39 94.71027),(40 94.813644),(41 92.672325),(42 93.37589),(43 92.42851),(44 90.80714),(45 90.726814),(46 91.66629),(47 91.754074),(48 91.896645),(49 91.06222),(50 91.17828),(51 90.48348),(52 90.345726),(53 90.691536),(54 90.84876),(55 89.36967),(56 88.15879),(57 87.11152),(58 86.30396),(59 86.459785),(60 85.10285),(61 84.12595),(62 84.628174),(63 86.409645),(64 86.932655),(65 86.623314),(66 87.74999),(67 88.33753),(68 88.233086),(69 87.78067),(70 88.58551),(71 88.923615),(72 88.82466),(73 89.16786),(74 88.76253),(75 87.69175),(76 85.58155),(77 85.01167),(78 86.20403),(79 86.67261),
