1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8673.866),(2 26495.389),(3 53428.625),(4 80456.43),(5 110029.805),(6 138731.67),(7 166369.63),(8 191034.64),(9 212688.86),(10 231547.16),(11 247696.77),(12 262249.38),(13 275699.34),(14 286568.78),(15 295212.72),(16 301445.94),(17 305010.38),(18 306573.72),(19 307704.16),(20 307111.1),(21 305286.3),(22 303213.88),(23 301553.28),(24 300954.56),(25 301882.75),(26 302925.94),(27 304997.25),(28 306164.72),(29 309429.66),(30 312729.1),(31 317832.06),(32 322329.25),(33 327889.13),(34 331817.5),(35 335542.03),(36 339209.9),(37 342031.2),(38 344788.72),(39 348036.56),(40 350829.6),(41 353530.38),(42 354891),(43 356253.56),(44 357057.2),(45 356653.63),(46 355232.2),(47 353794.94),(48 352628.7),(49 352148.3),(50 353037.8),(51 354382.22),(52 354409.78),(53 353557.6),(54 355667.44),(55 358472.28),(56 362560.06),(57 368166.78),(58 372818.72),(59 375576.22),(60 378311.13),(61 380230.13),(62 381917.7),(63 384550.88),(64 386483.2),(65 388269.78),(66 390717.47),(67 393766.2),(68 396078.75),(69 397708.63),(70 398547.47),(71 397590.3),(72 395977.56),(73 394339.75),(74 391132.78),(75 387148.88),(76 382750.44),(77 379387.94),(78 376053.4),(79 371565.94),
(1 8679.534),(2 26430.986),(3 53472.332),(4 80378.81),(5 109733.31),(6 139387.67),(7 167130.72),(8 192094.84),(9 212797.38),(10 230861.33),(11 243848.39),(12 255696.44),(13 265749.56),(14 273550.8),(15 280989.28),(16 287733.44),(17 293518.03),(18 298385.75),(19 303277.13),(20 307300.88),(21 310417.25),(22 313252.2),(23 315387.9),(24 316360.5),(25 317512.1),(26 317819.6),(27 317831.97),(28 317930.97),(29 319162.16),(30 321322.75),(31 325033.13),(32 329203.4),(33 334233.13),(34 338178.03),(35 341602.9),(36 345313.63),(37 350372.56),(38 354156.53),(39 358626.56),(40 362392.47),(41 364491.88),(42 365123.34),(43 366594.22),(44 366883.25),(45 366023.7),(46 365545.88),(47 365203.6),(48 363490.44),(49 362692.4),(50 363821.75),(51 366221.4),(52 366223.1),(53 364815.7),(54 367473.94),(55 369756.3),(56 371821.94),(57 372961.6),(58 372339.03),(59 370951.9),(60 371034.3),(61 372817.6),(62 376151.44),(63 381286.13),(64 386625.75),(65 390078.56),(66 393907.5),(67 396814.94),(68 398697.47),(69 399631.44),(70 399606.66),(71 397899.44),(72 394746.66),(73 392440.03),(74 388619.3),(75 384505.34),(76 380247.53),(77 377811.72),(78 375233.78),(79 374962.63),
(1 8741.771),(2 26887.756),(3 52802.47),(4 79007.35),(5 107091.164),(6 133540.78),(7 158410.08),(8 180302.36),(9 198949.66),(10 214209.81),(11 226010.78),(12 237037.77),(13 246264.95),(14 252798.23),(15 257732.28),(16 262184.16),(17 266615.13),(18 270194.8),(19 273700.63),(20 276673.78),(21 279748.7),(22 282913.1),(23 286110.25),(24 289142.06),(25 292665.94),(26 296086.6),(27 299461.4),(28 302475.66),(29 306302.06),(30 309551.94),(31 311399.38),(32 313901.9),(33 316565.34),(34 319838.72),(35 322285.94),(36 325789.34),(37 328939),(38 329929.6),(39 330677.84),(40 328632.34),(41 324679.38),(42 322114.44),(43 320057.94),(44 318658.16),(45 317922.25),(46 315880.94),(47 313369.3),(48 311286.97),(49 310835.94),(50 311269.47),(51 311709.3),(52 312871.66),(53 316180.1),(54 320690.9),(55 325156.75),(56 330283.63),(57 335054.06),(58 337710.3),(59 339524.9),(60 340486.53),(61 341525.22),(62 342707.63),(63 343969.13),(64 345206.1),(65 344308.72),(66 343832.8),(67 344456.34),(68 344013.84),(69 341609.38),(70 341393.25),(71 339584.16),(72 336922.56),(73 334177.06),(74 331252.28),(75 327420.2),(76 323910.2),(77 320639.06),(78 317743.25),(79 316449),
(1 9166.111),(2 28252.154),(3 55473.63),(4 83133.11),(5 112904.17),(6 141811.88),(7 167291.61),(8 188589.2),(9 206752.55),(10 221650.47),(11 232351.31),(12 241072.25),(13 248773.4),(14 254548.39),(15 257893.03),(16 260099.45),(17 262144.5),(18 263853.44),(19 264121.2),(20 264207.88),(21 264568.66),(22 264999.8),(23 265411.38),(24 266871.94),(25 269266.53),(26 271727.5),(27 274998.63),(28 280635.9),(29 285519.72),(30 290478.06),(31 294684.22),(32 299241.8),(33 303499.34),(34 306803.2),(35 309132.1),(36 312264.53),(37 315166.75),(38 316196.1),(39 315281.2),(40 313606.78),(41 310419.1),(42 308098.4),(43 305240.7),(44 302373),(45 300799.47),(46 298656.47),(47 297434.4),(48 297433.28),(49 298792),(50 300742.1),(51 301808.84),(52 303032.1),(53 304392.7),(54 306160.28),(55 308287.5),(56 310312.4),(57 312566.16),(58 315192.88),(59 319112.9),(60 322700.16),(61 324726.06),(62 328189.6),(63 332479.34),(64 336497.8),(65 338241.47),(66 340529.6),(67 342721.5),(68 343155.13),(69 342087.28),(70 340749.88),(71 338894.53),(72 335765.13),(73 332958.84),(74 330718.13),(75 329105.34),(76 328175.75),(77 328524.5),(78 328388.78),(79 327417),
(1 8632.58),(2 25886.297),(3 50501.137),(4 75094.1),(5 101637.64),(6 126867.414),(7 150483.22),(8 170790.89),(9 188830.78),(10 204040.77),(11 216885.67),(12 226511.45),(13 234030.44),(14 240231.7),(15 243901.17),(16 246412.2),(17 247606.77),(18 248181.03),(19 248725.11),(20 249201.23),(21 249939.67),(22 250879.22),(23 251701.27),(24 252462.06),(25 253336.98),(26 253081.06),(27 253092.88),(28 253823.27),(29 253667.13),(30 252751.11),(31 251411.86),(32 249582.88),(33 249599.75),(34 249290.88),(35 249732.48),(36 251700.4),(37 254159.55),(38 255166.44),(39 255598.53),(40 255888.39),(41 255010.8),(42 254116.58),(43 252658.92),(44 249575.4),(45 247603.31),(46 247665.16),(47 248425.75),(48 250603.22),(49 253248.33),(50 257642.02),(51 262253.3),(52 267202.47),(53 271160.56),(54 274633.6),(55 278590.47),(56 282836),(57 287195.97),(58 291961.28),(59 296907.97),(60 300132.16),(61 302854.44),(62 305152.7),(63 307951.78),(64 310272.4),(65 310191.13),(66 309558.44),(67 308763.88),(68 307903.38),(69 306906.75),(70 306877.44),(71 307244.25),(72 307485.38),(73 308287.8),(74 308552.38),(75 310243.4),(76 312277.25),(77 314587),(78 315025.13),(79 316121.97),
(1 8360.995),(2 25272.506),(3 49186.625),(4 72941.05),(5 98109.69),(6 123018.27),(7 146469.69),(8 167863),(9 186902.38),(10 202640.33),(11 215698.17),(12 226210.42),(13 234602.73),(14 240587.19),(15 244492.31),(16 246662.81),(17 246805.77),(18 244589.67),(19 242730.08),(20 241146.55),(21 239424.81),(22 239034.1),(23 239322.33),(24 241435.33),(25 243927.17),(26 245547.63),(27 247644.58),(28 249888.58),(29 250489.19),(30 250211.22),(31 249609.5),(32 249366.95),(33 250708.27),(34 251923.17),(35 253273.81),(36 256012.53),(37 259043.81),(38 260986.13),(39 263661.13),(40 266012.22),(41 267507.34),(42 267188.22),(43 268200.75),(44 270262.25),(45 272401.47),(46 275487.38),(47 278581.66),(48 282282.47),(49 285514.25),(50 289261.94),(51 292085.53),(52 296752.84),(53 299420.03),(54 303105.66),(55 307633.44),(56 311487.13),(57 314907.97),(58 318959.44),(59 323031.34),(60 326700.1),(61 330504.38),(62 332478.34),(63 335830.53),(64 336843.7),(65 335460.75),(66 334796.34),(67 332796.84),(68 329846.56),(69 326126.7),(70 322533.44),(71 319557.72),(72 317697.9),(73 315681.66),(74 314587.16),(75 314884.5),(76 315067.44),(77 314674.16),(78 313671.1),(79 313582.56),
(1 8266.3955),(2 24913.889),(3 48265.24),(4 71432.96),(5 95372.88),(6 118484.49),(7 138903.67),(8 155871.52),(9 171400.53),(10 184018.25),(11 194407.83),(12 204040.13),(13 212894.44),(14 220717.1),(15 227685.81),(16 232733.39),(17 236440.73),(18 237846.95),(19 239437.16),(20 240053.27),(21 241135.11),(22 242443.63),(23 245152.66),(24 249102.98),(25 253752),(26 258586.56),(27 263481.44),(28 267989.6),(29 272456.88),(30 276086.88),(31 278598.2),(32 280840.34),(33 282698.8),(34 283859.13),(35 283864.4),(36 284402.38),(37 284586.4),(38 284828.84),(39 285399.2),(40 283608.56),(41 280763.84),(42 278511.1),(43 275507.03),(44 272512.16),(45 269565.97),(46 268638.7),(47 268805.3),(48 268279.88),(49 267233.25),(50 267179.34),(51 266148.63),(52 265722.47),(53 265671.13),(54 266279.25),(55 267934.5),(56 269473.66),(57 271599.78),(58 275093.8),(59 276697),(60 278336.34),(61 279605.66),(62 280834.63),(63 281717.78),(64 282770.78),(65 285251.9),(66 288487),(67 289698.44),(68 290401.97),(69 290571.66),(70 291011.72),(71 291110.4),(72 291515.06),(73 292487.13),(74 293755),(75 296393.38),(76 299291.78),(77 301354.22),(78 302211.2),(79 302409.3),
(1 8076.5713),(2 24303.22),(3 46671.746),(4 69133.08),(5 92638.25),(6 114364.93),(7 134508.55),(8 152394.02),(9 168498.4),(10 181277.58),(11 191970.4),(12 199953.23),(13 206143.36),(14 211124.53),(15 215369.06),(16 218806.72),(17 221526.3),(18 222982.05),(19 224233.22),(20 224635.52),(21 225538.28),(22 227267.42),(23 228919.45),(24 230989.52),(25 233476.23),(26 236789.98),(27 241410.92),(28 245626.97),(29 247985.6),(30 249572.34),(31 250509.5),(32 250262.58),(33 251452.1),(34 253894.63),(35 255384.89),(36 256478.33),(37 258406.1),(38 260291.7),(39 262828.56),(40 264327.47),(41 265572.94),(42 266134.4),(43 265435.8),(44 264222.3),(45 263745.5),(46 264286.7),(47 265851.3),(48 267072.22),(49 268786.25),(50 271171.13),(51 273739.25),(52 274755.47),(53 273755.6),(54 273483),(55 274681.5),(56 276114.3),(57 278455.5),(58 281001.2),(59 282500.22),(60 283688.4),(61 284406.94),(62 284295.2),(63 282939.63),(64 282158.13),(65 280866.28),(66 279585.06),(67 277130.6),(68 275017.28),(69 272454.78),(70 271646.7),(71 270014.03),(72 266971.88),(73 264820.06),(74 263737),(75 264055.75),(76 265309.97),(77 266979.3),(78 268532.66),(79 268850.84),
(1 7905.0483),(2 23815.693),(3 46770.258),(4 69425.89),(5 93197.44),(6 115195.69),(7 136073.31),(8 154573.11),(9 171048.17),(10 184866.73),(11 196614.81),(12 205713.48),(13 212028),(14 215352.97),(15 217828.39),(16 220149.47),(17 222010.8),(18 222563.7),(19 222395.98),(20 220859.03),(21 220025.39),(22 219197.66),(23 219064.61),(24 218753.6),(25 217794.98),(26 217877.64),(27 218662),(28 220925.53),(29 221939.95),(30 222920.56),(31 223783.7),(32 223303.44),(33 224267.44),(34 226100.81),(35 227773.78),(36 230210.53),(37 233151.6),(38 235727.36),(39 238937.66),(40 241466.05),(41 242417.33),(42 242989.88),(43 244393.08),(44 246154.39),(45 247876.73),(46 250359.42),(47 252440.27),(48 255378.58),(49 258029.66),(50 259487.98),(51 260773.89),(52 262066),(53 262925.47),(54 264553.3),(55 266236.3),(56 267392.72),(57 267845.34),(58 268129.34),(59 267671.2),(60 267521.72),(61 268168.28),(62 268699.25),(63 268067.8),(64 266816.66),(65 264008.75),(66 261810.23),(67 258550.53),(68 255637.77),(69 253094.19),(70 251397.84),(71 250252.97),(72 248425.9),(73 247765.83),(74 247745.36),(75 248623.73),(76 250941.48),(77 254160.02),(78 258000.33),(79 261977.25),
(1 7581.897),(2 22377.514),(3 42739.79),(4 62974.125),(5 84562.94),(6 105393.586),(7 125380.14),(8 143161.38),(9 159796.16),(10 173293.28),(11 184303.11),(12 194487.27),(13 202318.8),(14 207917.44),(15 212892.44),(16 215869.13),(17 216977.17),(18 217369.34),(19 217206.56),(20 216489.52),(21 215648.22),(22 215622.5),(23 215883.05),(24 215809.9),(25 215663.52),(26 216146.55),(27 217536.05),(28 219802.2),(29 220704.72),(30 220470.4),(31 220255.28),(32 219380.02),(33 219482.56),(34 220983.44),(35 222836.2),(36 224979.78),(37 226824),(38 229145.84),(39 230819.77),(40 232315.2),(41 232251.73),(42 233498.05),(43 235496.34),(44 237408.17),(45 240248.27),(46 243866.94),(47 248361.44),(48 253436.73),(49 256841.33),(50 259651.44),(51 263611.63),(52 266122.1),(53 267195.78),(54 269785),(55 272009.72),(56 273473.3),(57 274142.4),(58 274133.56),(59 273506.3),(60 274362.9),(61 275190.03),(62 275730.3),(63 274882.1),(64 273392.97),(65 272387.9),(66 272680.78),(67 272098.9),(68 272041.25),(69 271620.38),(70 271979.53),(71 271441.56),(72 270512.47),(73 268945.22),(74 267782.25),(75 267035.13),(76 267305.8),(77 267229.63),(78 267049.75),(79 267409.97),
(1 7681.192),(2 22440.385),(3 43257.563),(4 63841.81),(5 85017.086),(6 104536.38),(7 123423.48),(8 139339.3),(9 153705.36),(10 165061.97),(11 174641.05),(12 182821.2),(13 189560.25),(14 195006.06),(15 200067.77),(16 203868.97),(17 206694.55),(18 207974.6),(19 208286.55),(20 208016.69),(21 207073.64),(22 205954.05),(23 205084.4),(24 204768.63),(25 206013.69),(26 208097.4),(27 211094.13),(28 214958.44),(29 217796.08),(30 221426.56),(31 225456.05),(32 228702.11),(33 231557.72),(34 235154.42),(35 236684.4),(36 237111.38),(37 237786.34),(38 238070.05),(39 239127.27),(40 240354.6),(41 240737.31),(42 241998.34),(43 243708.48),(44 245837.05),(45 247462.97),(46 247608.4),(47 248171.28),(48 248907.16),(49 248333.77),(50 248167.72),(51 248802.92),(52 249658.83),(53 250047.75),(54 250890.31),(55 251733.47),(56 252218.11),(57 252156.11),(58 252627.77),(59 252999.8),(60 253788.84),(61 254302.28),(62 255020.42),(63 256221.58),(64 258532.05),(65 260850.02),(66 263142.34),(67 264606.5),(68 265238.06),(69 264918.06),(70 265855.6),(71 266317.28),(72 265869.9),(73 264961.2),(74 264762.94),(75 264189.97),(76 264712.3),(77 264310.97),(78 262071.92),(79 261701.89),
(1 7532.206),(2 21871.334),(3 42933.48),(4 63189.867),(5 84300.734),(6 103291.75),(7 120629.08),(8 135321.73),(9 147980.42),(10 158628.9),(11 167325.17),(12 174630.77),(13 180279.1),(14 185548.39),(15 190711.78),(16 196186.61),(17 201788.14),(18 206581.78),(19 211680.97),(20 215215.92),(21 218406.88),(22 221819.25),(23 224153.2),(24 226758.1),(25 229709.23),(26 232910.1),(27 235544.88),(28 239658.39),(29 241676.02),(30 242798.72),(31 243861.4),(32 244381.7),(33 244777.78),(34 245385.64),(35 245360),(36 245423.78),(37 245795.72),(38 244945.72),(39 244136.25),(40 243057.06),(41 242769.1),(42 243263.05),(43 243242.06),(44 244132.61),(45 244365.55),(46 244102.67),(47 244059.34),(48 245338.58),(49 246188.8),(50 247311.17),(51 248982.55),(52 250994.73),(53 253320.95),(54 255153.4),(55 257196.38),(56 258211.17),(57 258758.55),(58 259987.45),(59 261099.45),(60 262359.28),(61 262627.8),(62 261530.8),(63 261117.47),(64 259468.14),(65 257574.23),(66 257063.53),(67 256951.78),(68 255692.45),(69 253992.53),(70 253049.5),(71 250700.66),(72 249591.39),(73 248703.36),(74 246392.81),(75 244475.42),(76 243456.64),(77 240833.66),(78 237090.22),(79 234801.86),
(1 7632.111),(2 22803.152),(3 44549.063),(4 65392.566),(5 86849.53),(6 106461.3),(7 124272.97),(8 139767.31),(9 153048.06),(10 164255.69),(11 172560.58),(12 179777.73),(13 185989.4),(14 190584.73),(15 194839.05),(16 198143.67),(17 201651.88),(18 204223.06),(19 207638.38),(20 210273.14),(21 214298.98),(22 218049.39),(23 221383.27),(24 224157.06),(25 226754.53),(26 229167.72),(27 231227),(28 232994.42),(29 233248.92),(30 232210.67),(31 232114.72),(32 231042.81),(33 230393.06),(34 230180.02),(35 228706.6),(36 227571.05),(37 228393.08),(38 228707.39),(39 229692.22),(40 229708.11),(41 230389.63),(42 230906),(43 231591.16),(44 233558.31),(45 236575.63),(46 239133.84),(47 242226.73),(48 246578.98),(49 250299.39),(50 253663.34),(51 256097.8),(52 258921.86),(53 259245.58),(54 260945.81),(55 263897.1),(56 266692.25),(57 269216.63),(58 271052.1),(59 272148.1),(60 274426.72),(61 275928.94),(62 276369.72),(63 276703.88),(64 277324.25),(65 276281.44),(66 274132.78),(67 272500.78),(68 269865.47),(69 267028.16),(70 264573.56),(71 261331.05),(72 258310.38),(73 255904.47),(74 254503.25),(75 254283.31),(76 253653.92),(77 251779.95),(78 250016),(79 247080.63),
(1 7698.508),(2 22626.717),(3 43602.12),(4 63861.45),(5 84147.46),(6 102553.61),(7 119339.24),(8 134194.73),(9 146500.4),(10 157423.4),(11 165914.52),(12 171295.39),(13 176027.38),(14 178825.58),(15 181711.81),(16 183614.7),(17 186791.8),(18 189945.47),(19 192908.92),(20 196010.88),(21 200254.95),(22 204688.05),(23 208859.84),(24 212903.61),(25 216583.81),(26 218960.63),(27 221006.47),(28 221718.44),(29 221207.7),(30 220095.1),(31 218839.56),(32 217216.13),(33 217012.48),(34 217408.75),(35 217460.34),(36 217084.36),(37 216978.44),(38 217593.17),(39 219363.92),(40 219584.53),(41 219318.75),(42 219112.19),(43 218666.9),(44 217990.14),(45 218173.22),(46 218713.53),(47 219536.92),(48 220887.84),(49 222076.53),(50 222981.53),(51 223942.55),(52 225683.42),(53 226188.5),(54 227718.14),(55 230590.33),(56 233200.89),(57 234527.73),(58 235575.13),(59 234636.4),(60 234073.23),(61 233730.33),(62 232042.88),(63 230171.88),(64 229308.5),(65 228156.28),(66 226936.53),(67 225859.17),(68 224053.22),(69 221353.98),(70 219669.95),(71 218759.36),(72 217403.3),(73 215738.67),(74 214180.39),(75 212619.53),(76 210824.53),(77 208637.64),(78 208722.58),(79 208564.78),
(1 7343.905),(2 21362.436),(3 41388.523),(4 59817.29),(5 78206.266),(6 94412.29),(7 108530.85),(8 119870.375),(9 129373.125),(10 137726.05),(11 144291.63),(12 150192.36),(13 155800.64),(14 160736.75),(15 165399.92),(16 169472.55),(17 173180.64),(18 176498.97),(19 179005.03),(20 180752.38),(21 182263.4),(22 184201.28),(23 185858.89),(24 189306.58),(25 193635.33),(26 197460.97),(27 199353.06),(28 200477.45),(29 201695.94),(30 202219.83),(31 202166.66),(32 201341.63),(33 199958.73),(34 198239.66),(35 197092.89),(36 196190.58),(37 194969.33),(38 194469.83),(39 195613.03),(40 196869.23),(41 198489.84),(42 200084.94),(43 201650.89),(44 204031.06),(45 205403.78),(46 207340.47),(47 209514.28),(48 212251.94),(49 214860.69),(50 217959.05),(51 220310.83),(52 223725.27),(53 224902.06),(54 226963.48),(55 228807.11),(56 231364.34),(57 234275.66),(58 236675.56),(59 238367.33),(60 240014.34),(61 241704.61),(62 242114.39),(63 243172.16),(64 243459.92),(65 242131.58),(66 241619.8),(67 241175.1),(68 240921.39),(69 240948.08),(70 240445.34),(71 239362.25),(72 238236.52),(73 237112.6),(74 235504.72),(75 233932.77),(76 232664.16),(77 230205.9),(78 228467.8),(79 226803.28),
(1 7204.371),(2 21070.979),(3 40940.137),(4 59779.95),(5 78853.75),(6 96020.945),(7 110690.73),(8 123294.6),(9 134004.61),(10 143529.42),(11 150704.8),(12 156596.42),(13 161676.88),(14 165862.89),(15 170153.52),(16 173183.53),(17 175762.36),(18 177787.06),(19 178502.11),(20 179156.06),(21 180228.34),(22 182916.47),(23 185423.88),(24 188882.88),(25 192941.47),(26 195385.25),(27 196973.7),(28 199871.42),(29 203285.84),(30 206269.45),(31 209365.9),(32 211768.36),(33 213400.78),(34 213236),(35 212101.73),(36 210635.55),(37 210419.92),(38 209101.55),(39 207866.02),(40 207311.44),(41 207452.33),(42 208281.9),(43 209170.39),(44 209820.8),(45 209698.72),(46 209942.84),(47 210152.7),(48 211234.83),(49 212717.98),(50 214605.06),(51 216796.89),(52 219330.67),(53 219860.8),(54 220751.03),(55 221848.36),(56 222942.2),(57 225211.89),(58 227444.9),(59 229914.75),(60 231550.84),(61 234122.98),(62 236141.97),(63 238058.25),(64 238767.06),(65 238804.81),(66 238256.17),(67 237372.56),(68 235932.89),(69 233809.1),(70 232677),(71 231243.11),(72 229381.78),(73 227214.55),(74 225424.27),(75 224450.3),(76 223142.19),(77 222077.11),(78 220530.1),(79 219717.13),
(1 7084.805),(2 20593.068),(3 39147.043),(4 57172.953),(5 74930.59),(6 90772.14),(7 104692.734),(8 116673.99),(9 126333.25),(10 134518.61),(11 140519.44),(12 145287.38),(13 150067.34),(14 154487.08),(15 159143.55),(16 162208.22),(17 164731.17),(18 167273.44),(19 169339.27),(20 171936.52),(21 174268.63),(22 176705.81),(23 178525.8),(24 181056.67),(25 183736.83),(26 185175.92),(27 186553.38),(28 188263.22),(29 190499.97),(30 192255.03),(31 193939.89),(32 195342.42),(33 197202.56),(34 198345.34),(35 199024.48),(36 198791.5),(37 198567.86),(38 197857.03),(39 197453.69),(40 196203.6),(41 195137.97),(42 194031.69),(43 193777.55),(44 193469.45),(45 193184.45),(46 193195.45),(47 193464.98),(48 194836),(49 196320.23),(50 197398.98),(51 198791.48),(52 200598),(53 202731.75),(54 204195.75),(55 204743.83),(56 205401.66),(57 205366),(58 205998.61),(59 206002.56),(60 205513.22),(61 205090.88),(62 204959.81),(63 205407.75),(64 205497.44),(65 205645.9),(66 205828.77),(67 206759.89),(68 207483.83),(69 208301.44),(70 209984.1),(71 211671.7),(72 213647.55),(73 215081.89),(74 216185.19),(75 217740.66),(76 218743.7),(77 220012.7),(78 221066.17),(79 220855.45),
(1 7166.6465),(2 21039.701),(3 40969.383),(4 59618.17),(5 77802.64),(6 94426.805),(7 109840.71),(8 122981.19),(9 134365.94),(10 144356.5),(11 151644.34),(12 157050.98),(13 161942.16),(14 165374.45),(15 167708.53),(16 169437.86),(17 170553.55),(18 171639.63),(19 172758.52),(20 174213.33),(21 175876.14),(22 178269.5),(23 179416.89),(24 181082.83),(25 182229.53),(26 182372.61),(27 182792.47),(28 183026.22),(29 182556.42),(30 183760),(31 185776.94),(32 188524.77),(33 190169.27),(34 191790.38),(35 192372.39),(36 191417.03),(37 189358.31),(38 187535.1),(39 186796.73),(40 186166.47),(41 185991.06),(42 186153.33),(43 186441.31),(44 186962.22),(45 187815.69),(46 188611.13),(47 190208.02),(48 193165.84),(49 196255.69),(50 198590.28),(51 200541.13),(52 202179.05),(53 204224.69),(54 206148.47),(55 207891.13),(56 208741.95),(57 209015.7),(58 209709.63),(59 208387.55),(60 206845.27),(61 205298.25),(62 203523.48),(63 201824.5),(64 200148.02),(65 198267.42),(66 197548.08),(67 196978.66),(68 197358.61),(69 197893.19),(70 199035.13),(71 200338.45),(72 202451.8),(73 205337.39),(74 207700.83),(75 210604.14),(76 213878.05),(77 216053.02),(78 218311.28),(79 219134.38),
(1 7182.899),(2 21055.645),(3 40488.676),(4 58806.87),(5 76638.98),(6 91791.05),(7 105215.38),(8 115791.3),(9 125206.99),(10 133390.2),(11 139626.36),(12 144197.52),(13 148206.06),(14 151524.14),(15 154638.19),(16 157146.44),(17 158200.67),(18 159543.72),(19 161274.83),(20 163027.81),(21 164885.22),(22 167028.5),(23 168449.6),(24 170866.78),(25 172756.23),(26 173958.66),(27 174995.19),(28 176044),(29 175765.33),(30 175050.61),(31 174332.44),(32 174325.56),(33 174652.25),(34 175440.42),(35 176921.19),(36 178395.83),(37 180780.44),(38 182730.33),(39 184138.33),(40 185309.27),(41 186591.78),(42 187856.08),(43 189250),(44 191082.9),(45 192722.25),(46 194271.6),(47 195914),(48 197507.66),(49 199532.64),(50 201088.84),(51 202293.38),(52 202949.19),(53 203258.83),(54 203890.78),(55 205830.97),(56 207019.66),(57 207753.48),(58 207876.08),(59 207849.45),(60 207521.17),(61 206910.97),(62 206510.72),(63 206016.25),(64 206433.02),(65 205389.77),(66 205086.67),(67 204735.6),(68 204271.14),(69 204828.19),(70 206099.38),(71 207324.97),(72 209052.67),(73 211387.78),(74 213771.5),(75 215248.72),(76 217188.28),(77 218320.88),(78 219469.06),(79 220703.44),
