1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 130197.54),(2 431060.28),(3 892246.7),(4 1449971.5),(5 2077746.1),(6 2745613),(7 3403841),(8 4064296.3),(9 4710793.5),(10 5407218),(11 6240038.5),(12 7292872),(13 8550576),(14 9837445),(15 11175964),(16 12626247),(17 14108008),(18 15627792),(19 17037046),(20 18373600),(21 19517446),(22 20506654),(23 21437910),(24 22229650),(25 22984384),(26 23591350),(27 24162650),(28 24642914),(29 25207658),(30 25848950),(31 26584374),(32 27323494),(33 27918542),(34 28570960),(35 29157680),(36 29691360),(37 30179850),(38 30465954),(39 30489154),(40 30404482),(41 30230454),(42 30144362),(43 30230730),(44 30457750),(45 30821712),(46 31206106),(47 31617750),(48 32087824),(49 32726942),(50 33394438),(51 34077220),(52 34605420),(53 35059420),(54 35351932),(55 35622900),(56 35786030),(57 35754356),(58 35758428),(59 35825556),(60 36034076),(61 36461950),(62 36873710),(63 37188964),(64 37655724),(65 38332268),(66 39358132),(67 40569610),(68 42201184),(69 43848548),(70 45660260),(71 47650668),(72 49795376),(73 51664884),(74 53568404),(75 55470176),(76 57299620),(77 58866660),(78 60471616),(79 62076460),
(1 856.6715),(2 1098.0767),(3 1279.101),(4 1333.0314),(5 1322.912),(6 1282.2158),(7 1220.7585),(8 1232.6954),(9 1213.7706),(10 1219.2013),(11 1226.8939),(12 1238.8054),(13 1248.0504),(14 1250.4518),(15 1272.5334),(16 1277.9711),(17 1272.6309),(18 1255.6641),(19 1231.7742),(20 1210.4354),(21 1205.0765),(22 1215.6543),(23 1229.5842),(24 1247.333),(25 1264.9421),(26 1276.7792),(27 1298.4073),(28 1304.2446),(29 1303.3812),(30 1317.6445),(31 1313.1576),(32 1318.3218),(33 1341.9097),(34 1355.1136),(35 1387.4742),(36 1378.252),(37 1419.1067),(38 1451.1296),(39 1442.0826),(40 1430.8169),(41 1449.1455),(42 1456.2844),(43 1466.2413),(44 1488.854),(45 1500.6339),(46 1525.8054),(47 1530.5978),(48 1535.3802),(49 1532.3073),(50 1536.8171),(51 1550.7832),(52 1552.2734),(53 1573.8046),(54 1566.0377),(55 1590.7883),(56 1572.3229),(57 1563.627),(58 1560.6974),(59 1535.9097),(60 1530.3591),(61 1525.9816),(62 1522.4626),(63 1533.5106),(64 1537.4922),(65 1519.3367),(66 1534.3398),(67 1515.6158),(68 1552.4431),(69 1528.62),(70 1531.0073),(71 1520.8794),(72 1547.0934),(73 1552.1176),(74 1543.6669),(75 1546.6765),(76 1535.5027),(77 1532.5316),(78 1520.9531),(79 1519.1687),
(1 835.9178),(2 1081.4905),(3 1286.097),(4 1366.8208),(5 1355.0226),(6 1307.1588),(7 1233.3203),(8 1238.8595),(9 1209.9866),(10 1225.1525),(11 1226.8768),(12 1255.5632),(13 1273.5713),(14 1298.7979),(15 1325.7648),(16 1330.2146),(17 1327.2681),(18 1295.238),(19 1276.3159),(20 1247.6454),(21 1244.1012),(22 1248.1097),(23 1274.497),(24 1290.2345),(25 1302.5576),(26 1316.5968),(27 1312.6506),(28 1332.2223),(29 1322.9585),(30 1329.7848),(31 1327.4878),(32 1321.3047),(33 1345.9341),(34 1360.0713),(35 1384.92),(36 1401.1273),(37 1416.8711),(38 1463.7437),(39 1483.6361),(40 1473.9054),(41 1491.4298),(42 1480.482),(43 1493.6302),(44 1501.1235),(45 1520.2008),(46 1544.2217),(47 1555.7655),(48 1586.8129),(49 1584.6031),(50 1580.5083),(51 1585.821),(52 1586.3533),(53 1605.8381),(54 1610.5017),(55 1619.9725),(56 1616.3514),(57 1612.3687),(58 1598.778),(59 1580.9738),(60 1562.5387),(61 1565.7828),(62 1561.0327),(63 1557.6505),(64 1557.3041),(65 1536.3872),(66 1549.5725),(67 1533.9336),(68 1571.965),(69 1580.3176),(70 1603.7662),(71 1616.9595),(72 1631.7339),(73 1650.3077),(74 1630.7007),(75 1622.1139),(76 1613.7228),(77 1620.9661),(78 1610.8915),(79 1612.1967),
(1 829.44006),(2 1057.8346),(3 1271.4791),(4 1350.8506),(5 1347.2542),(6 1300.8767),(7 1228.7295),(8 1219.543),(9 1192.2164),(10 1203.6901),(11 1204.1534),(12 1235.719),(13 1267.363),(14 1300.0072),(15 1319.926),(16 1315.6415),(17 1294.5126),(18 1283.8918),(19 1254.0813),(20 1217.9434),(21 1221.5713),(22 1199.59),(23 1239.0863),(24 1253.0018),(25 1269.914),(26 1275.0264),(27 1289.7046),(28 1298.5199),(29 1297.0205),(30 1294.833),(31 1302.7472),(32 1309.3087),(33 1328.1151),(34 1349.0366),(35 1362.4968),(36 1378.7433),(37 1387.277),(38 1427.6664),(39 1457.7108),(40 1466.2792),(41 1475.1276),(42 1482.4674),(43 1477.8444),(44 1477.3441),(45 1479.5809),(46 1496.0105),(47 1510.3002),(48 1522.8705),(49 1523.7869),(50 1531.1222),(51 1527.8181),(52 1530.9725),(53 1540.6519),(54 1542.0428),(55 1543.7106),(56 1532.6775),(57 1528.3801),(58 1527.2012),(59 1508.2611),(60 1504.0437),(61 1506.3151),(62 1503.8157),(63 1512.9001),(64 1491.2727),(65 1471.9131),(66 1484.8198),(67 1474.0028),(68 1518.1433),(69 1528.1703),(70 1541.5355),(71 1543.1244),(72 1566.1837),(73 1573.0177),(74 1569.875),(75 1590.7981),(76 1596.3112),(77 1608.1803),(78 1589.0538),(79 1579.3634),
(1 835.46533),(2 1062.9891),(3 1273.4192),(4 1347.4202),(5 1341.4012),(6 1284.8584),(7 1218.5571),(8 1210.6567),(9 1189.5157),(10 1191.9664),(11 1215.425),(12 1233.093),(13 1245.5619),(14 1265.2562),(15 1291.9293),(16 1289.4154),(17 1282.8656),(18 1266.3497),(19 1244.2151),(20 1219.3502),(21 1205.0243),(22 1197.9814),(23 1233.7454),(24 1245.7743),(25 1254.877),(26 1278.844),(27 1283.1802),(28 1285.8982),(29 1277.3069),(30 1293.293),(31 1289.9067),(32 1299.2789),(33 1317.401),(34 1318.8389),(35 1336.2253),(36 1339.2102),(37 1340.2833),(38 1380.2229),(39 1391.5729),(40 1408.5553),(41 1419.8019),(42 1436.7206),(43 1441.1644),(44 1433.6416),(45 1443.7499),(46 1458.4854),(47 1475.8596),(48 1483.6637),(49 1480.9937),(50 1482.6538),(51 1478.2144),(52 1485.3849),(53 1492.6161),(54 1488.4094),(55 1482.4979),(56 1490.175),(57 1476.8934),(58 1475.2671),(59 1485.1151),(60 1472.8899),(61 1489.4955),(62 1498.5339),(63 1494.5221),(64 1505.2638),(65 1505.6267),(66 1504.8367),(67 1496.8127),(68 1528.6853),(69 1519.9259),(70 1528.2311),(71 1517.2167),(72 1516.7368),(73 1539.811),(74 1535.389),(75 1536.2552),(76 1552.249),(77 1556.5315),(78 1547.2788),(79 1543.9943),
(1 801.7792),(2 1026.8275),(3 1208.9211),(4 1279.6445),(5 1264.1366),(6 1211.6934),(7 1152.3826),(8 1165.8613),(9 1137.0565),(10 1150.9167),(11 1162.5779),(12 1178.8154),(13 1193.545),(14 1193.5463),(15 1200.885),(16 1211.9125),(17 1206.5459),(18 1202.1355),(19 1191.4847),(20 1166.5488),(21 1157.8947),(22 1151.5377),(23 1182.5316),(24 1196.0359),(25 1202.4084),(26 1215.8688),(27 1233.0026),(28 1236.4149),(29 1234.3102),(30 1236.031),(31 1236.7837),(32 1246.0127),(33 1277.4701),(34 1268.9666),(35 1292.1163),(36 1305.0917),(37 1297.7833),(38 1325.1393),(39 1328.1858),(40 1335.0826),(41 1351.2344),(42 1382.0339),(43 1405.059),(44 1416.4822),(45 1417.2435),(46 1427.8922),(47 1439.9475),(48 1440.081),(49 1428.5126),(50 1439.8595),(51 1419.0286),(52 1412.502),(53 1410.8138),(54 1405.1769),(55 1400.5432),(56 1395.4377),(57 1400.3933),(58 1406.4172),(59 1415.4935),(60 1403.3036),(61 1405.4661),(62 1407.0051),(63 1400.9165),(64 1417.1057),(65 1411.7513),(66 1410.6171),(67 1397.7358),(68 1426.9982),(69 1405.4012),(70 1416.7067),(71 1421.7822),(72 1443.1127),(73 1458.999),(74 1460.2919),(75 1458.6838),(76 1466.3861),(77 1470.9387),(78 1457.247),(79 1458.4172),
(1 788.0534),(2 1008.9125),(3 1169.3684),(4 1239.3152),(5 1239.0642),(6 1200.5936),(7 1143.9976),(8 1154.2617),(9 1141.9795),(10 1156.139),(11 1162.9978),(12 1177.1824),(13 1194.9194),(14 1191.9679),(15 1198.2172),(16 1201.8307),(17 1194.4329),(18 1187.3208),(19 1174.0375),(20 1165.4254),(21 1153.047),(22 1172.8497),(23 1194.343),(24 1210.9426),(25 1208.2295),(26 1207.2086),(27 1221.8817),(28 1242.7202),(29 1247.919),(30 1261.8359),(31 1275.6809),(32 1281.7628),(33 1308.3064),(34 1329.2296),(35 1349.2703),(36 1373.1051),(37 1367.5254),(38 1403.2767),(39 1402.5125),(40 1395.3225),(41 1411.6908),(42 1443.911),(43 1453.2645),(44 1466.0582),(45 1479.5099),(46 1479.0981),(47 1472.5684),(48 1477.2876),(49 1457.0778),(50 1459.7197),(51 1460.9662),(52 1461.7822),(53 1469.8942),(54 1453.1722),(55 1440.395),(56 1445.9161),(57 1437.1819),(58 1453.1346),(59 1452.2988),(60 1432.8551),(61 1416.5638),(62 1429.9128),(63 1421.5109),(64 1430.8141),(65 1427.4393),(66 1407.383),(67 1390.6051),(68 1392.9075),(69 1394.3131),(70 1395.9915),(71 1402.4918),(72 1397.0739),(73 1414.1056),(74 1416.3372),(75 1431.0648),(76 1452.5697),(77 1447.4304),(78 1463.4352),(79 1467.0146),
(1 766.9343),(2 953.4431),(3 1092.959),(4 1152.4789),(5 1172.458),(6 1146.6544),(7 1094.7296),(8 1093.7517),(9 1083.746),(10 1091.053),(11 1087.1141),(12 1095.3124),(13 1106.8004),(14 1110.2748),(15 1105.4598),(16 1097.0084),(17 1091.0039),(18 1088.4106),(19 1090.1283),(20 1092.9988),(21 1082.6768),(22 1096.0275),(23 1138.681),(24 1153.2505),(25 1153.588),(26 1172.5057),(27 1165.6526),(28 1182.3981),(29 1178.9965),(30 1192.3239),(31 1198.1315),(32 1210.5906),(33 1227.5813),(34 1248.958),(35 1273.1956),(36 1281.0697),(37 1293.6262),(38 1319.2373),(39 1341.376),(40 1314.0895),(41 1312.5349),(42 1311.5116),(43 1330.1705),(44 1331.4944),(45 1340.1207),(46 1363.7603),(47 1352.0035),(48 1359.6241),(49 1341.481),(50 1340.0219),(51 1338.6757),(52 1339.307),(53 1331.7383),(54 1336.1942),(55 1319.1838),(56 1314.502),(57 1306.4403),(58 1318.2743),(59 1318.9368),(60 1301.5988),(61 1309.0243),(62 1301.2777),(63 1309.6232),(64 1307.2471),(65 1316.704),(66 1310.4355),(67 1300.3843),(68 1329.5138),(69 1339.3683),(70 1338.6864),(71 1325.2642),(72 1316.4696),(73 1323.3771),(74 1324.7488),(75 1335.6506),(76 1332.8959),(77 1351.5243),(78 1369.1892),(79 1381.47),
(1 755.3482),(2 917.5253),(3 1049.3245),(4 1107.086),(5 1126.0023),(6 1117.2549),(7 1087.7953),(8 1091.0836),(9 1072.6589),(10 1086.0198),(11 1087.4609),(12 1095.272),(13 1118.2944),(14 1119.0033),(15 1123.7856),(16 1111.1553),(17 1103.381),(18 1097.7651),(19 1095.9022),(20 1081.8226),(21 1080.4686),(22 1100.7635),(23 1122.9852),(24 1137.378),(25 1129.3715),(26 1147.657),(27 1157.3243),(28 1163.672),(29 1145.5393),(30 1158.2999),(31 1173.7544),(32 1186.1311),(33 1216.6669),(34 1235.3359),(35 1259.3374),(36 1257.1797),(37 1268.5428),(38 1294.7461),(39 1290.702),(40 1272.9584),(41 1271.4138),(42 1266.1444),(43 1269.2045),(44 1271.2677),(45 1279.0173),(46 1287.4657),(47 1292.9924),(48 1298.4889),(49 1295.3081),(50 1309.4639),(51 1293.6788),(52 1281.7456),(53 1289.2174),(54 1277.5916),(55 1277.507),(56 1261.2251),(57 1243.3745),(58 1246.3936),(59 1233.0184),(60 1219.5131),(61 1226.1066),(62 1225.984),(63 1217.4072),(64 1212.0176),(65 1219.8876),(66 1231.2266),(67 1235.1492),(68 1251.793),(69 1249.4591),(70 1255.5377),(71 1242.1884),(72 1245.8723),(73 1257.9205),(74 1256.5984),(75 1274.1265),(76 1280.1632),(77 1291.8414),(78 1300.1873),(79 1304.7164),
(1 725.8471),(2 886.67676),(3 1001.0491),(4 1055.907),(5 1072.0233),(6 1072.4452),(7 1045.7614),(8 1067.8442),(9 1053.649),(10 1065.5006),(11 1063.1086),(12 1052.335),(13 1080.4784),(14 1082.1095),(15 1090.2811),(16 1097.4257),(17 1077.9553),(18 1076.6552),(19 1073.4839),(20 1062.3384),(21 1065.931),(22 1070.0117),(23 1092.5017),(24 1089.8325),(25 1101.0684),(26 1100.9174),(27 1114.5656),(28 1121.2396),(29 1107.7277),(30 1120.675),(31 1132.5112),(32 1146.4258),(33 1153.4323),(34 1169.4259),(35 1171.6768),(36 1196.7214),(37 1211.8381),(38 1246.0298),(39 1240.8485),(40 1240.2937),(41 1239.5613),(42 1239.2137),(43 1239.424),(44 1230.6311),(45 1244.3835),(46 1251.5571),(47 1247.199),(48 1259.1226),(49 1260.3379),(50 1263.2352),(51 1263.8828),(52 1258.1255),(53 1274.1128),(54 1247.1831),(55 1246.3044),(56 1235.7123),(57 1243.793),(58 1231.6962),(59 1218.6443),(60 1205.3059),(61 1203.3198),(62 1194.7556),(63 1201.9403),(64 1205.1813),(65 1217.5345),(66 1228.1588),(67 1220.3767),(68 1227.4235),(69 1224.4763),(70 1229.4542),(71 1236.6189),(72 1229.927),(73 1244.9261),(74 1252.5609),(75 1257.9071),(76 1272.9928),(77 1279.1697),(78 1274.9303),(79 1278.0912),
(1 707.0637),(2 853.31726),(3 967.4454),(4 1010.693),(5 1024.2089),(6 1021.9606),(7 1003.88226),(8 1015.58813),(9 999.71875),(10 999.59344),(11 1011.4303),(12 1000.3083),(13 1016.14026),(14 1021.2918),(15 1028.205),(16 1033.5531),(17 1022.0275),(18 1018.6613),(19 1020.3978),(20 1001.4898),(21 989.9436),(22 992.3918),(23 1009.1811),(24 1011.9031),(25 1030.7122),(26 1037.9764),(27 1054.8362),(28 1053.6707),(29 1056.0913),(30 1070.7192),(31 1087.2362),(32 1084.0165),(33 1099.5908),(34 1117.407),(35 1129.0175),(36 1139.3352),(37 1162.3467),(38 1182.1353),(39 1201.7565),(40 1194.0043),(41 1188.7383),(42 1194.0356),(43 1190.9734),(44 1186.9797),(45 1184.4019),(46 1186.5065),(47 1187.0994),(48 1190.9104),(49 1186.2738),(50 1198.1827),(51 1188.9678),(52 1186.4286),(53 1198.4218),(54 1178.1456),(55 1180.5486),(56 1179.3672),(57 1166.9753),(58 1170.6411),(59 1154.6417),(60 1143.1458),(61 1138.3157),(62 1134.8837),(63 1147.8995),(64 1162.9861),(65 1169.2601),(66 1183.8759),(67 1171.8115),(68 1199.9832),(69 1195.0394),(70 1191.4932),(71 1200.989),(72 1201.579),(73 1196.9387),(74 1195.8243),(75 1208.2778),(76 1218.7805),(77 1220.8849),(78 1215.8755),(79 1224.3193),
(1 699.39624),(2 825.89856),(3 928.4933),(4 976.81616),(5 986.59125),(6 998.943),(7 978.3692),(8 990.7852),(9 986.21716),(10 982.3794),(11 989.50006),(12 989.0828),(13 993.5649),(14 998.6599),(15 981.4076),(16 993.1623),(17 989.3554),(18 994.3656),(19 978.44836),(20 969.149),(21 974.28546),(22 959.92084),(23 983.0924),(24 992.651),(25 1001.0514),(26 1005.7599),(27 1010.7533),(28 1022.0513),(29 1026.9211),(30 1031.6049),(31 1045.257),(32 1043.0048),(33 1056.5251),(34 1080.9325),(35 1081.9114),(36 1101.2397),(37 1103.4412),(38 1115.703),(39 1107.3246),(40 1104.6063),(41 1128.794),(42 1130.0734),(43 1146.9255),(44 1144.5012),(45 1139.4897),(46 1156.3383),(47 1150.964),(48 1153.1752),(49 1153.5387),(50 1156.86),(51 1150.0066),(52 1148.3075),(53 1169.287),(54 1153.8641),(55 1147.5972),(56 1149.5719),(57 1137.7229),(58 1147.2493),(59 1133.5851),(60 1133.566),(61 1127.3065),(62 1123.6221),(63 1137.2809),(64 1149.1692),(65 1156.746),(66 1168.8868),(67 1163.3215),(68 1195.0825),(69 1196.3507),(70 1197.5867),(71 1207.5703),(72 1205.3173),(73 1221.6757),(74 1209.0188),(75 1226.2603),(76 1229.6392),(77 1238.3228),(78 1229.5028),(79 1241.5272),
(1 682.5077),(2 800.30316),(3 880.33685),(4 929.7471),(5 945.246),(6 964.1705),(7 954.95776),(8 971.83887),(9 960.05963),(10 971.5504),(11 977.62994),(12 972.4559),(13 980.87714),(14 979.7256),(15 970.7534),(16 967.9594),(17 968.79224),(18 981.39813),(19 969.5656),(20 968.67194),(21 965.87695),(22 962.1344),(23 982.86523),(24 979.49457),(25 988.90857),(26 998.48413),(27 998.0653),(28 1001.78864),(29 997.33844),(30 1012.3855),(31 1020.9433),(32 1019.0643),(33 1023.0888),(34 1032.0776),(35 1063.5935),(36 1088.7516),(37 1096.3225),(38 1109.0847),(39 1108.2692),(40 1114.8999),(41 1128.4313),(42 1143.7302),(43 1153.4856),(44 1156.7517),(45 1159.5775),(46 1148.7457),(47 1148.3704),(48 1146.1794),(49 1152.6274),(50 1141.7407),(51 1133.0325),(52 1135.6425),(53 1159.7344),(54 1152.461),(55 1145.6475),(56 1154.9363),(57 1141.5983),(58 1137.0876),(59 1128.418),(60 1125.6282),(61 1125.5178),(62 1110.519),(63 1122.0535),(64 1117.721),(65 1126.199),(66 1146.3646),(67 1148.2789),(68 1170.0275),(69 1163.0576),(70 1164.6924),(71 1167.4846),(72 1174.5834),(73 1190.1848),(74 1198.5465),(75 1188.6631),(76 1194.299),(77 1194.7654),(78 1189.4591),(79 1206.7483),
(1 663.7104),(2 779.5023),(3 858.61896),(4 898.6306),(5 925.7405),(6 933.64056),(7 929.79944),(8 961.4564),(9 947.0416),(10 955.04083),(11 957.79004),(12 975.51215),(13 960.5388),(14 965.57007),(15 948.3931),(16 947.52563),(17 949.6429),(18 944.5229),(19 945.2088),(20 947.46875),(21 956.0228),(22 945.59814),(23 954.4769),(24 944.08704),(25 945.50336),(26 960.2805),(27 968.03174),(28 981.8215),(29 990.1897),(30 1000.40643),(31 1002.94806),(32 1017.67334),(33 1012.77747),(34 1036.0853),(35 1052.7798),(36 1074.1277),(37 1084.4502),(38 1092.4417),(39 1093.3145),(40 1092.0132),(41 1113.5809),(42 1120.8666),(43 1114.4761),(44 1116.5776),(45 1119.428),(46 1119.5333),(47 1123.4806),(48 1122.9552),(49 1125.853),(50 1123.3888),(51 1120.6892),(52 1119.4918),(53 1134.6559),(54 1117.266),(55 1112.717),(56 1116.9044),(57 1101.923),(58 1108.9996),(59 1102.2542),(60 1090.9736),(61 1089.9221),(62 1099.6724),(63 1102.8867),(64 1105.4075),(65 1110.4543),(66 1121.5936),(67 1114.1697),(68 1146.5623),(69 1146.2804),(70 1139.4302),(71 1140.9542),(72 1147.7333),(73 1157.109),(74 1152.06),(75 1157.3314),(76 1164.4174),(77 1159.549),(78 1155.7699),(79 1167.3927),
(1 644.59827),(2 745.6439),(3 806.02856),(4 846.9631),(5 873.3308),(6 877.5544),(7 875.85126),(8 909.16144),(9 902.123),(10 891.92126),(11 902.51556),(12 906.1611),(13 906.5672),(14 903.55817),(15 901.78143),(16 909.55927),(17 911.06976),(18 908.2405),(19 901.85565),(20 912.2193),(21 926.11273),(22 922.32446),(23 932.8661),(24 937.0309),(25 929.63025),(26 930.4381),(27 943.38477),(28 953.7162),(29 975.8386),(30 988.9989),(31 998.0201),(32 991.77637),(33 993.66455),(34 1003.8431),(35 1001.0371),(36 1013.96655),(37 1033.0737),(38 1037.3624),(39 1054.2994),(40 1050.8339),(41 1066.0465),(42 1076.9994),(43 1070.0903),(44 1068.1768),(45 1072.3595),(46 1077.1694),(47 1084.4779),(48 1094.3179),(49 1094.3763),(50 1091.3251),(51 1085.0486),(52 1084.3152),(53 1078.1223),(54 1071.6343),(55 1085.5505),(56 1080.3428),(57 1081.0865),(58 1085.2683),(59 1079.1495),(60 1073.5016),(61 1072.3328),(62 1090.8855),(63 1095.5421),(64 1090.637),(65 1090.348),(66 1097.1938),(67 1099.2412),(68 1124.9374),(69 1133.4943),(70 1143.2417),(71 1147.8477),(72 1153.724),(73 1156.0481),(74 1156.3838),(75 1169.029),(76 1174.5674),(77 1179.3907),(78 1189.7856),(79 1194.1487),
(1 627.0039),(2 727.121),(3 801.0816),(4 834.19244),(5 862.5324),(6 865.7611),(7 876.636),(8 905.2567),(9 912.9753),(10 910.907),(11 920.02905),(12 924.3851),(13 925.15314),(14 918.3354),(15 921.17053),(16 920.20544),(17 912.51074),(18 907.69324),(19 908.41895),(20 910.5801),(21 924.0796),(22 917.9684),(23 936.90076),(24 938.127),(25 932.9882),(26 948.06287),(27 955.26483),(28 960.40857),(29 983.9096),(30 986.24023),(31 1003.25287),(32 1008.9607),(33 1019.2489),(34 1033.0254),(35 1038.5525),(36 1051.436),(37 1058.4764),(38 1068.6816),(39 1078.1439),(40 1083.4414),(41 1094.9993),(42 1109.1893),(43 1111.6854),(44 1114.478),(45 1099.3395),(46 1119.2272),(47 1117.8256),(48 1115.095),(49 1119.443),(50 1109.3104),(51 1099.3529),(52 1088.3312),(53 1095.7113),(54 1079.8857),(55 1086.5151),(56 1069.8779),(57 1064.8435),(58 1054.2634),(59 1053.6187),(60 1040.8373),(61 1046.2369),(62 1051.8281),(63 1061.317),(64 1064.7185),(65 1063.0999),(66 1076.0175),(67 1071.8146),(68 1108.3124),(69 1111.8108),(70 1114.1184),(71 1116.587),(72 1140.0181),(73 1140.1279),(74 1143.1527),(75 1152.0197),(76 1161.7434),(77 1169.5132),(78 1158.8818),(79 1162.5532),
(1 632.86224),(2 721.41315),(3 781.3157),(4 833.416),(5 855.3899),(6 862.7918),(7 868.1275),(8 897.03815),(9 896.4317),(10 890.03186),(11 890.9603),(12 897.11914),(13 901.00275),(14 901.69257),(15 916.7415),(16 914.1752),(17 908.4886),(18 900.95374),(19 903.25714),(20 914.34174),(21 914.0493),(22 896.1674),(23 919.3297),(24 922.0787),(25 916.5554),(26 942.56476),(27 947.4974),(28 947.88556),(29 967.3278),(30 977.9125),(31 972.36346),(32 983.3019),(33 993.0701),(34 999.8456),(35 1010.08435),(36 1022.63153),(37 1032.1891),(38 1052.546),(39 1044.5809),(40 1045.4805),(41 1075.9685),(42 1075.8551),(43 1073.8673),(44 1072.6991),(45 1072.3059),(46 1074.1055),(47 1068.6482),(48 1078.317),(49 1072.7275),(50 1066.442),(51 1070.9926),(52 1060.9185),(53 1074.9255),(54 1060.5005),(55 1069.9768),(56 1066.41),(57 1056.069),(58 1055.1481),(59 1058.4221),(60 1049.7947),(61 1053.8986),(62 1049.62),(63 1054.1318),(64 1053.8511),(65 1056.5688),(66 1061.9922),(67 1059.9553),(68 1101.3538),(69 1088.4944),(70 1086.7898),(71 1098.6554),(72 1112.4481),(73 1117.2144),(74 1110.3624),(75 1113.2467),(76 1119.0585),(77 1120.5527),(78 1140.176),(79 1157.5499),
