1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23004.93),(2 36829.766),(3 93355.06),(4 133230.44),(5 171961.05),(6 218972.81),(7 266434.1),(8 315941.72),(9 366775.5),(10 424179.66),(11 469293.47),(12 520816.16),(13 576188.3),(14 622207.25),(15 673773.75),(16 741148.56),(17 808985.8),(18 881302.2),(19 949289.06),(20 1032034.25),(21 1103218.1),(22 1172733.1),(23 1253829.6),(24 1312424),(25 1363209.1),(26 1434173.1),(27 1481862.9),(28 1588777.1),(29 1663407.4),(30 1728451.9),(31 1785308.1),(32 1866834.1),(33 1944092.6),(34 2023204),(35 2122877.3),(36 2218656.8),(37 2318731),(38 2458906.3),(39 2584143.3),(40 2680403.8),(41 2848640.3),(42 2972335.3),(43 3159685.8),(44 3283017.8),(45 3460215),(46 3627309),(47 3769115),(48 3966738),(49 4126285.3),(50 4282641.5),(51 4461213.5),(52 4658921),(53 4840671.5),(54 5035169),(55 5230379.5),(56 5380075.5),(57 5570522.5),(58 5757282),(59 5907333.5),(60 6043743.5),(61 6176097.5),(62 6252646.5),(63 6368054.5),(64 6448493.5),(65 6513448),(66 6616039.5),(67 6709866.5),(68 6784739.5),(69 6907744),(70 6998410),(71 7081468.5),(72 7185570),(73 7285398),(74 7360461.5),(75 7463508),(76 7554603.5),(77 7637376),(78 7694682.5),(79 7791740),
(1 600.37744),(2 781.8741),(3 964.7837),(4 1020.9157),(5 1068.3607),(6 1139.2573),(7 1156.5331),(8 1186.0076),(9 1212.9921),(10 1224.6056),(11 1245.1713),(12 1266.591),(13 1246.1478),(14 1243.3267),(15 1270.7827),(16 1252.0204),(17 1277.9803),(18 1279.2056),(19 1285.1901),(20 1286.5569),(21 1291.9825),(22 1325.3445),(23 1328.697),(24 1325.6864),(25 1359.8351),(26 1362.4269),(27 1365.733),(28 1405.3131),(29 1405.0907),(30 1397.9703),(31 1436.1826),(32 1422.0247),(33 1424.831),(34 1445.1072),(35 1428.0372),(36 1409.3553),(37 1435.4058),(38 1406.0381),(39 1414.1528),(40 1428.5018),(41 1411.1116),(42 1411.2656),(43 1372.9819),(44 1390.6084),(45 1367.1968),(46 1347.5857),(47 1363.007),(48 1347.8579),(49 1340.371),(50 1347.0803),(51 1336.757),(52 1339.113),(53 1354.7523),(54 1335.2306),(55 1341.8081),(56 1369.8846),(57 1363.2701),(58 1356.8044),(59 1365.8276),(60 1350.5815),(61 1342.1193),(62 1363.5182),(63 1355.2241),(64 1341.1748),(65 1364.0278),(66 1350.1205),(67 1360.3715),(68 1390.5288),(69 1380.7643),(70 1392.5491),(71 1446.3192),(72 1440.3351),(73 1441.5208),(74 1455.1201),(75 1438.2122),(76 1434.6687),(77 1444.1381),(78 1461.562),(79 1432.1687),
(1 602.97144),(2 793.93524),(3 983.2159),(4 1036.0044),(5 1096.3582),(6 1151.6504),(7 1169.2968),(8 1195.8201),(9 1228.4064),(10 1239.4905),(11 1251.0565),(12 1283.4565),(13 1269.587),(14 1274.9642),(15 1301.0298),(16 1283.2084),(17 1308.5637),(18 1296.1597),(19 1308.3239),(20 1305.7202),(21 1310.6273),(22 1327.9989),(23 1355.3544),(24 1340.9364),(25 1376.5472),(26 1357.8706),(27 1364.1127),(28 1410.8385),(29 1398.7491),(30 1399.0212),(31 1428.9165),(32 1406.6403),(33 1402.4387),(34 1412.4369),(35 1392.6979),(36 1391.1923),(37 1413.6534),(38 1387.9916),(39 1393.0897),(40 1411.7721),(41 1391.5422),(42 1391.619),(43 1362.497),(44 1367.9801),(45 1336.3182),(46 1324.2258),(47 1333.6206),(48 1324.312),(49 1304.8434),(50 1327.756),(51 1322.5692),(52 1311.6276),(53 1324.1224),(54 1310.7386),(55 1317.7339),(56 1351.9175),(57 1354.8167),(58 1343.4344),(59 1375.7296),(60 1352.1838),(61 1334.8671),(62 1377.6523),(63 1359.2826),(64 1351.1493),(65 1358.761),(66 1346.3312),(67 1357.2535),(68 1380.9614),(69 1373.076),(70 1373.5669),(71 1391.1787),(72 1380.1384),(73 1376.6627),(74 1392.5885),(75 1390.3962),(76 1367.1799),(77 1368.9282),(78 1406.0298),(79 1393.3385),
(1 604.69305),(2 787.6888),(3 978.254),(4 1028.7112),(5 1077.0677),(6 1125.4794),(7 1142.011),(8 1180.0459),(9 1217.2974),(10 1221.3279),(11 1249.3635),(12 1279.8231),(13 1261.3851),(14 1257.5117),(15 1294.8644),(16 1272.3527),(17 1300.4174),(18 1292.7717),(19 1312.4773),(20 1304.868),(21 1315.5476),(22 1333.432),(23 1341.1617),(24 1335.4495),(25 1367.676),(26 1366.339),(27 1356.3867),(28 1381.8274),(29 1375.8802),(30 1371.8932),(31 1405.8635),(32 1379.4199),(33 1358.1699),(34 1388.5399),(35 1365.811),(36 1357.7007),(37 1380.4225),(38 1358.2736),(39 1356.6256),(40 1386.8168),(41 1363.088),(42 1382.5527),(43 1347.8105),(44 1350.321),(45 1335.9912),(46 1320.8137),(47 1322.8639),(48 1295.0364),(49 1283.5137),(50 1296.2124),(51 1278.8638),(52 1268.8569),(53 1290.6238),(54 1282.314),(55 1290.4382),(56 1318.3462),(57 1317.5317),(58 1323.5237),(59 1343.7533),(60 1342.9712),(61 1341.681),(62 1364.3507),(63 1335.763),(64 1324.1675),(65 1333.1783),(66 1331.1973),(67 1337.0313),(68 1352.2913),(69 1359.3448),(70 1362.9774),(71 1387.5095),(72 1376.804),(73 1386.6025),(74 1403.2677),(75 1399.6141),(76 1411.9377),(77 1428.5079),(78 1446.1752),(79 1420.0225),
(1 596.9954),(2 776.5927),(3 944.3764),(4 1011.916),(5 1058.325),(6 1100.2366),(7 1108.6106),(8 1146.3123),(9 1176.0048),(10 1191.0088),(11 1215.9005),(12 1231.6432),(13 1223.9889),(14 1232.8081),(15 1249.6022),(16 1232.1178),(17 1259.9143),(18 1244.2793),(19 1269.6262),(20 1260.0194),(21 1264.7776),(22 1292.0771),(23 1294.7668),(24 1298.4484),(25 1333.1797),(26 1332.0294),(27 1345.4742),(28 1354.8236),(29 1349.6709),(30 1347.175),(31 1372.9403),(32 1370.8971),(33 1349.2738),(34 1369.8717),(35 1352.4998),(36 1327.3113),(37 1342.3254),(38 1312.428),(39 1316.4711),(40 1338.4435),(41 1311.8162),(42 1321.1613),(43 1293.0863),(44 1297.665),(45 1279.8427),(46 1281.6984),(47 1299.6774),(48 1280.4055),(49 1278.9684),(50 1292.4349),(51 1281.037),(52 1273.1318),(53 1310.8942),(54 1299.8126),(55 1297.0614),(56 1307.8551),(57 1320.5779),(58 1328.013),(59 1335.4476),(60 1328.3833),(61 1324.9257),(62 1337.9766),(63 1313.0347),(64 1306.0813),(65 1316.6731),(66 1288.3928),(67 1292.341),(68 1300.1101),(69 1303.5781),(70 1311.7688),(71 1317.0133),(72 1329.5345),(73 1347.1205),(74 1376.1536),(75 1373.5238),(76 1378.0334),(77 1392.4791),(78 1420.4999),(79 1392.1455),
(1 588.19977),(2 775.9062),(3 942.8229),(4 1011.7628),(5 1062.7654),(6 1119.6969),(7 1127.2672),(8 1147.8137),(9 1184.725),(10 1193.6534),(11 1205.4629),(12 1220.8789),(13 1203.9785),(14 1208.5143),(15 1243.1722),(16 1204.8503),(17 1238.6454),(18 1243.1422),(19 1262.7157),(20 1269.8455),(21 1268.6595),(22 1285.1156),(23 1293.6711),(24 1289.4205),(25 1335.205),(26 1326.74),(27 1324.9098),(28 1357.688),(29 1352.1437),(30 1361.0476),(31 1384.8601),(32 1371.1483),(33 1364.1964),(34 1393.8286),(35 1391.9471),(36 1368.7405),(37 1378.7048),(38 1357.7261),(39 1372.9774),(40 1394.1011),(41 1359.6619),(42 1380.0128),(43 1356.7988),(44 1359.2074),(45 1343.6854),(46 1327.0244),(47 1331.4911),(48 1310.3486),(49 1299.6566),(50 1307.7837),(51 1297.8983),(52 1282.3497),(53 1301.535),(54 1281.9788),(55 1289.84),(56 1312.302),(57 1295.5029),(58 1304.5907),(59 1327.5663),(60 1325.652),(61 1316.7682),(62 1329.2217),(63 1288.9757),(64 1288.1006),(65 1298.8333),(66 1285.8002),(67 1284.7823),(68 1287.2781),(69 1283.0553),(70 1282.1675),(71 1296.8594),(72 1288.5984),(73 1298.423),(74 1331.5482),(75 1327.2128),(76 1326.0457),(77 1335.0792),(78 1371.0552),(79 1352.7227),
(1 578.5071),(2 751.283),(3 911.3684),(4 970.39996),(5 1040.9664),(6 1110.9806),(7 1123.8297),(8 1139.373),(9 1182.5619),(10 1190.4423),(11 1200.1165),(12 1212.9755),(13 1205.8159),(14 1210.0778),(15 1231.002),(16 1214.9419),(17 1241.7782),(18 1230.2069),(19 1249.6442),(20 1244.1361),(21 1252.7585),(22 1269.3915),(23 1266.636),(24 1257.6677),(25 1280.0852),(26 1266.6001),(27 1255.4354),(28 1277.2839),(29 1271.9044),(30 1278.6844),(31 1292.0126),(32 1280.2301),(33 1277.1152),(34 1308.6772),(35 1290.8221),(36 1288.4778),(37 1322.9976),(38 1297.7228),(39 1294.044),(40 1314.9966),(41 1294.7644),(42 1311.5537),(43 1291.6101),(44 1290.9064),(45 1283.1748),(46 1276.8024),(47 1284.6575),(48 1244.8574),(49 1241.0017),(50 1266.4928),(51 1258.975),(52 1243.6317),(53 1265.0023),(54 1258.1237),(55 1243.387),(56 1293.38),(57 1276.9689),(58 1269.4552),(59 1280.7098),(60 1267.4171),(61 1255.2896),(62 1275.4668),(63 1252.7925),(64 1249.4075),(65 1260.4098),(66 1258.608),(67 1252.7583),(68 1272.3625),(69 1275.8073),(70 1276.7014),(71 1305.7028),(72 1289.8894),(73 1290.7594),(74 1321.4847),(75 1306.6647),(76 1308.3003),(77 1316.1976),(78 1368.9686),(79 1343.2861),
(1 577.30835),(2 751.6322),(3 932.60815),(4 987.38245),(5 1053.6971),(6 1123.3997),(7 1124.5096),(8 1151.7878),(9 1172.3912),(10 1179.5912),(11 1182.591),(12 1184.6707),(13 1173.9791),(14 1177.5994),(15 1189.2098),(16 1177.8167),(17 1183.6057),(18 1184.4767),(19 1197.1821),(20 1195.2155),(21 1211.4366),(22 1232.0288),(23 1237.4824),(24 1234.7122),(25 1272.3022),(26 1260.3586),(27 1255.2491),(28 1287.6963),(29 1284.6322),(30 1290.4104),(31 1311.2922),(32 1296.8595),(33 1293.6079),(34 1308.4818),(35 1300.578),(36 1296.8527),(37 1329.7712),(38 1312.1907),(39 1306.6478),(40 1321.1595),(41 1299.988),(42 1316.0493),(43 1289.1414),(44 1299.8293),(45 1279.3014),(46 1264.292),(47 1271.279),(48 1237.0586),(49 1235.7991),(50 1247.9016),(51 1234.9518),(52 1216.3949),(53 1251.1346),(54 1231.1836),(55 1232.9082),(56 1276.9261),(57 1275.3702),(58 1258.953),(59 1276.8296),(60 1249.7758),(61 1241.2872),(62 1264.1671),(63 1230.2847),(64 1230.9484),(65 1254.4125),(66 1243.3942),(67 1245.1823),(68 1254.6536),(69 1245.0527),(70 1245.7474),(71 1286.564),(72 1271.468),(73 1265.4069),(74 1296.7303),(75 1298.8867),(76 1293.7576),(77 1313.7502),(78 1336.3308),(79 1325.6418),
(1 567.10474),(2 730.46106),(3 901.9556),(4 951.6656),(5 1008.7376),(6 1064.9336),(7 1075.9272),(8 1102.4106),(9 1131.0807),(10 1138.3723),(11 1145.6018),(12 1159.2742),(13 1145.0249),(14 1145.4205),(15 1172.8502),(16 1150.4451),(17 1154.5709),(18 1154.2327),(19 1162.4125),(20 1152.9244),(21 1172.5654),(22 1206.1268),(23 1209.4058),(24 1221.9749),(25 1263.3293),(26 1258.6842),(27 1261.5645),(28 1294.7722),(29 1297.9775),(30 1317.1874),(31 1328.6577),(32 1322.1276),(33 1315.7689),(34 1336.418),(35 1317.7621),(36 1305.6361),(37 1324.3422),(38 1304.1248),(39 1296.852),(40 1313.5447),(41 1282.8263),(42 1296.29),(43 1260.2395),(44 1260.6887),(45 1239.9604),(46 1223.8728),(47 1242.4425),(48 1220.7726),(49 1223.1859),(50 1229.158),(51 1215.4904),(52 1196.62),(53 1225.1022),(54 1213.3921),(55 1211.6719),(56 1252.886),(57 1236.556),(58 1221.6202),(59 1225.242),(60 1213.8285),(61 1203.2043),(62 1225.6141),(63 1200.6412),(64 1214.3873),(65 1229.1868),(66 1214.9027),(67 1222.0239),(68 1229.8975),(69 1228.185),(70 1227.8949),(71 1236.8939),(72 1238.293),(73 1248.7593),(74 1274.5432),(75 1265.6783),(76 1269.1156),(77 1279.4841),(78 1305.5592),(79 1293.2599),
(1 566.48016),(2 727.16614),(3 889.0028),(4 942.6772),(5 978.39044),(6 1035.6912),(7 1031.6433),(8 1060.3185),(9 1084.9976),(10 1099.6545),(11 1110.2375),(12 1117.4266),(13 1100.0104),(14 1116.9036),(15 1135.9735),(16 1129.8354),(17 1151.5294),(18 1141.0858),(19 1163.2954),(20 1140.3024),(21 1153.0759),(22 1178.529),(23 1191.305),(24 1212.045),(25 1237.9532),(26 1225.5397),(27 1212.1149),(28 1257.634),(29 1248.9198),(30 1258.1401),(31 1272.7235),(32 1260.2437),(33 1276.9324),(34 1306.6305),(35 1290.2944),(36 1267.4967),(37 1287.9669),(38 1264.4994),(39 1257.7706),(40 1263.8894),(41 1244.6962),(42 1261.2538),(43 1238.767),(44 1244.6954),(45 1223.3027),(46 1207.3534),(47 1229.7039),(48 1211.2731),(49 1200.6743),(50 1213.8842),(51 1203.9457),(52 1191.328),(53 1209.304),(54 1196.9227),(55 1187.1212),(56 1215.4812),(57 1206.7683),(58 1199.5182),(59 1225.9291),(60 1211.1503),(61 1200.3336),(62 1212.6803),(63 1182.4269),(64 1176.1951),(65 1190.6104),(66 1188.6134),(67 1177.1101),(68 1189.757),(69 1191.4161),(70 1201.5526),(71 1207.3856),(72 1197.0968),(73 1217.6252),(74 1243.0746),(75 1228.8207),(76 1233.7649),(77 1247.878),(78 1282.9935),(79 1252.1016),
(1 559.48047),(2 719.8289),(3 889.2766),(4 949.3772),(5 994.68134),(6 1061.5394),(7 1078.0305),(8 1093.9539),(9 1123.1251),(10 1133.0531),(11 1131.3207),(12 1145.527),(13 1132.7498),(14 1149.3296),(15 1174.1598),(16 1157.3898),(17 1181.1843),(18 1161.7682),(19 1181.9216),(20 1177.9476),(21 1179.8098),(22 1189.3357),(23 1204.1177),(24 1211.6967),(25 1238.2397),(26 1228.9491),(27 1209.3708),(28 1259.6973),(29 1263.6967),(30 1269.0979),(31 1275.3313),(32 1259.6294),(33 1258.8308),(34 1284.1204),(35 1267.5792),(36 1264.8234),(37 1284.0985),(38 1260.7827),(39 1271.6714),(40 1283.8491),(41 1267.7876),(42 1278.7074),(43 1261.8744),(44 1260.2076),(45 1246.2827),(46 1230.2792),(47 1243.2631),(48 1219.9971),(49 1209.5155),(50 1221.2789),(51 1200.0876),(52 1189.4886),(53 1221.8328),(54 1215.8269),(55 1212.7544),(56 1221.8563),(57 1222.3561),(58 1238.5781),(59 1250),(60 1232.7701),(61 1232.6436),(62 1247.2349),(63 1221.7733),(64 1210.0654),(65 1226.1727),(66 1223.2383),(67 1221.4537),(68 1237.7252),(69 1239.2769),(70 1236.2727),(71 1248.5709),(72 1241.2548),(73 1244.1387),(74 1266.8638),(75 1252.8629),(76 1255.46),(77 1269.4164),(78 1294.8937),(79 1276.6746),
(1 535.61584),(2 688.38086),(3 849.9114),(4 892.9165),(5 950.6563),(6 1013.16785),(7 1023.4572),(8 1050.4615),(9 1083.0547),(10 1083.8197),(11 1081.4662),(12 1097.203),(13 1104.0583),(14 1114.4222),(15 1138.5922),(16 1117.0886),(17 1133.9176),(18 1123.2017),(19 1140.6932),(20 1137.7054),(21 1134.3793),(22 1151.8025),(23 1146.6068),(24 1150.644),(25 1184.2113),(26 1187.4636),(27 1177.2222),(28 1207.4319),(29 1214.1017),(30 1211.1147),(31 1225.3512),(32 1230.9072),(33 1217.4773),(34 1243.2527),(35 1224.6842),(36 1216.9146),(37 1247.4648),(38 1221.0697),(39 1221.1895),(40 1233.6213),(41 1220.07),(42 1236.6659),(43 1215.6821),(44 1239.3176),(45 1223.9741),(46 1213.6917),(47 1216.5472),(48 1196.4766),(49 1185.7687),(50 1186.5415),(51 1177.2327),(52 1178.7354),(53 1192.8395),(54 1183.1678),(55 1178.1262),(56 1193.264),(57 1188.5568),(58 1205.5708),(59 1229.7927),(60 1210.916),(61 1212.3961),(62 1227.2819),(63 1202.2369),(64 1199.824),(65 1211.365),(66 1196.115),(67 1196.6919),(68 1220.1141),(69 1204.8472),(70 1195.6975),(71 1224.882),(72 1216.4231),(73 1226.9166),(74 1241.3723),(75 1244.714),(76 1246.0178),(77 1269.0065),(78 1297.5385),(79 1272.2437),
(1 549.291),(2 693.04834),(3 833.9242),(4 874.5405),(5 917.7276),(6 969.2773),(7 981.53894),(8 1007.66754),(9 1060.9633),(10 1066.9296),(11 1068.9636),(12 1080.0242),(13 1080.6257),(14 1088.4946),(15 1096.6902),(16 1073.7323),(17 1088.1504),(18 1084.0717),(19 1097.7676),(20 1093.3772),(21 1104.6747),(22 1116.8033),(23 1113.9442),(24 1115.0358),(25 1149.9249),(26 1147.5688),(27 1150.2908),(28 1183.5339),(29 1174.765),(30 1179.2603),(31 1202.2957),(32 1194.1467),(33 1188.0793),(34 1201.3328),(35 1194.3589),(36 1187.2266),(37 1214.9414),(38 1190.4382),(39 1189.3566),(40 1202.6218),(41 1170.2819),(42 1187.9182),(43 1170.1671),(44 1197.945),(45 1182.0809),(46 1171.1208),(47 1170.0492),(48 1154.0363),(49 1140.3861),(50 1156.8936),(51 1143.3613),(52 1130.4921),(53 1155.9559),(54 1131.2657),(55 1142.0088),(56 1154.5421),(57 1140.3522),(58 1141.7833),(59 1161.8285),(60 1155.6394),(61 1155.1074),(62 1171.9972),(63 1147.8976),(64 1150.236),(65 1159.4017),(66 1137.485),(67 1144.5552),(68 1171.3381),(69 1161.6399),(70 1146.5529),(71 1170.8357),(72 1160.1052),(73 1171.4092),(74 1180.0732),(75 1188.5017),(76 1183.8779),(77 1205.1124),(78 1225.5096),(79 1211.432),
(1 542.5255),(2 699.3704),(3 837.7846),(4 895.90015),(5 937.83264),(6 988.1656),(7 1000.04266),(8 1019.134),(9 1065.4518),(10 1060.3038),(11 1068.0037),(12 1083.6602),(13 1084.4381),(14 1086.6917),(15 1105.8625),(16 1095.6045),(17 1105.0376),(18 1102.2507),(19 1112.3077),(20 1105.4978),(21 1118.8325),(22 1125.5708),(23 1118.9977),(24 1121.2389),(25 1148.9479),(26 1143.0063),(27 1151.0459),(28 1195.0627),(29 1195.1444),(30 1189.6296),(31 1197.5458),(32 1187.3687),(33 1176.5923),(34 1200.8293),(35 1175.251),(36 1166.26),(37 1192.6594),(38 1168.0847),(39 1163.0688),(40 1170.578),(41 1144.8226),(42 1152.0485),(43 1130.3123),(44 1147.3726),(45 1126.6298),(46 1106.7654),(47 1102.7612),(48 1090.8794),(49 1072.3892),(50 1092.5916),(51 1081.7109),(52 1074.3369),(53 1123.0559),(54 1105.3602),(55 1104.417),(56 1139.5894),(57 1132.3457),(58 1127.2446),(59 1150.6904),(60 1133.9331),(61 1140.5925),(62 1161.2576),(63 1135.9364),(64 1134.3209),(65 1146.918),(66 1142.2346),(67 1134.5277),(68 1165.072),(69 1162.0284),(70 1164.5896),(71 1164.4763),(72 1173.3557),(73 1179.7725),(74 1213.7068),(75 1207.4037),(76 1194.2507),(77 1212.9023),(78 1224.8635),(79 1200.3164),
(1 531.49774),(2 692.44434),(3 850.3805),(4 897.8177),(5 934.9146),(6 983.5641),(7 1000.00037),(8 1025.7169),(9 1053.0885),(10 1048.438),(11 1047.4602),(12 1065.9794),(13 1046.7732),(14 1057.914),(15 1077.1909),(16 1048.9773),(17 1066.6035),(18 1045.9689),(19 1061.8226),(20 1059.9883),(21 1068.4204),(22 1073.6682),(23 1082.1333),(24 1087.597),(25 1115.3292),(26 1110.6005),(27 1120.8188),(28 1157.7664),(29 1146.9374),(30 1156.914),(31 1159.2433),(32 1154.4639),(33 1155.3865),(34 1184.2703),(35 1168.8911),(36 1171.2313),(37 1196.844),(38 1191.2963),(39 1184.1759),(40 1188.9159),(41 1168.207),(42 1160.7783),(43 1139.7906),(44 1160.4949),(45 1140.4895),(46 1133.8553),(47 1131.4315),(48 1120.0035),(49 1101.8223),(50 1102.0536),(51 1091.3524),(52 1088.2909),(53 1118.424),(54 1106.7495),(55 1105.5917),(56 1126.4988),(57 1125.4728),(58 1125.7844),(59 1140.4784),(60 1124.2803),(61 1135.6493),(62 1151.1388),(63 1148.6831),(64 1140.7671),(65 1145.9952),(66 1131.6241),(67 1130.1631),(68 1149.2158),(69 1139.4479),(70 1142.7992),(71 1160.3402),(72 1156.3364),(73 1155.0349),(74 1177.4556),(75 1195.6786),(76 1192.9952),(77 1208.0797),(78 1226.3513),(79 1203.7775),
(1 526.1299),(2 676.6198),(3 823.93646),(4 879.77423),(5 913.0721),(6 961.07935),(7 986.40137),(8 1005.7004),(9 1041.4114),(10 1033.2498),(11 1041.3597),(12 1069.6017),(13 1045.8197),(14 1042.25),(15 1063.8069),(16 1053.3536),(17 1053.2847),(18 1050.226),(19 1060.537),(20 1066.019),(21 1065.5107),(22 1084.8373),(23 1096.2148),(24 1083.6362),(25 1109.4177),(26 1107.6539),(27 1103.1536),(28 1143.8136),(29 1143.4492),(30 1145.5023),(31 1161.5436),(32 1149.6682),(33 1149.9512),(34 1160.4877),(35 1152.2977),(36 1148.614),(37 1163.359),(38 1143.5016),(39 1138.0145),(40 1137.2311),(41 1115.5032),(42 1129.0148),(43 1108.8639),(44 1123.9806),(45 1093.0029),(46 1091.0461),(47 1098.7618),(48 1075.35),(49 1050.5033),(50 1062.1335),(51 1053.917),(52 1046.4032),(53 1067.0295),(54 1056.4482),(55 1054.5115),(56 1075.9279),(57 1063.0602),(58 1060.2252),(59 1077.5352),(60 1071.141),(61 1064.701),(62 1078.5492),(63 1068.9111),(64 1056.8167),(65 1069.4226),(66 1046.9403),(67 1041.72),(68 1057.1003),(69 1061.9946),(70 1060.5553),(71 1083.7385),(72 1085.121),(73 1093.3177),(74 1104.5194),(75 1113.6278),(76 1118.374),(77 1142.4602),(78 1176.5724),(79 1150.3486),
(1 517.5218),(2 655.7907),(3 796.86835),(4 837.79016),(5 865.78217),(6 912.0657),(7 920.4706),(8 948.80817),(9 987.23236),(10 973.15173),(11 976.5453),(12 1000.9611),(13 995.97473),(14 985.1613),(15 1015.56586),(16 995.5409),(17 1006.2292),(18 1000.3577),(19 1016.45215),(20 1012.7876),(21 1010.02246),(22 1028.9945),(23 1040.4436),(24 1034.1973),(25 1065.3135),(26 1047.6919),(27 1060.8079),(28 1085.4666),(29 1081.1129),(30 1078.939),(31 1102.4185),(32 1080.5586),(33 1082.1672),(34 1093.7446),(35 1076.4756),(36 1078.4727),(37 1100.3192),(38 1091.3112),(39 1087.6646),(40 1084.883),(41 1073.0518),(42 1081.3795),(43 1069.3802),(44 1067.8992),(45 1051.1609),(46 1039.5688),(47 1049.0801),(48 1020.7415),(49 999.36414),(50 1011.5587),(51 1005.59094),(52 997.87317),(53 1026.3506),(54 1020.31696),(55 1024.2726),(56 1044.7814),(57 1031.4634),(58 1036.4883),(59 1046.8893),(60 1034.4443),(61 1029.2721),(62 1042.4442),(63 1035.8354),(64 1026.3885),(65 1049.2316),(66 1034.0239),(67 1026.8229),(68 1034.7953),(69 1030.3461),(70 1032.5837),(71 1051.46),(72 1044.743),(73 1059.8947),(74 1076.8282),(75 1079.3333),(76 1088.3042),(77 1099.1763),(78 1133.0538),(79 1116.3561),
