1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84750),(2 298334.97),(3 656842.56),(4 1165454.4),(5 1886142),(6 2795828.5),(7 3943780.3),(8 5354340.5),(9 7021919.5),(10 8973078),(11 11134971),(12 13627747),(13 16371187),(14 19418510),(15 22699634),(16 26435094),(17 30765168),(18 35510144),(19 40953516),(20 46782844),(21 53263410),(22 60378764),(23 68451530),(24 76667390),(25 84962770),(26 92734424),(27 100453960),(28 108205530),(29 115904380),(30 123558910),(31 130069000),(32 135243150),(33 139431120),(34 142675950),(35 145186060),(36 147294340),(37 148391630),(38 149115440),(39 148850220),(40 147681630),(41 145783730),(42 142966640),(43 139213040),(44 134415800),(45 129206360),(46 122998470),(47 116361150),(48 109244250),(49 101732410),(50 93698390),(51 85898376),(52 77647530),(53 70443720),(54 63537036),(55 57496132),(56 52127108),(57 47488068),(58 43833788),(59 41023650),(60 39271820),(61 37834636),(62 36870604),(63 36587644),(64 36726880),(65 37510956),(66 38527084),(67 39289330),(68 40433324),(69 41728660),(70 43443970),(71 45182964),(72 46685764),(73 48339696),(74 49752096),(75 51164064),(76 52638524),(77 54143300),(78 55612944),(79 56985692),
(1 1615.9368),(2 1783.5236),(3 1965.392),(4 2196.233),(5 2180.8538),(6 2460.075),(7 2581.692),(8 2661.2866),(9 2711.4795),(10 2879.2617),(11 2879.6904),(12 3007.6086),(13 2959.3071),(14 3057.2903),(15 3019.265),(16 3072.8042),(17 3059.2266),(18 2960.169),(19 2969.937),(20 2939.3682),(21 2900.7915),(22 2898.4534),(23 2920.1895),(24 2925.946),(25 2908.7534),(26 2893.3752),(27 2899.0493),(28 2857.953),(29 2908.0833),(30 2937.8826),(31 2914.642),(32 2953.536),(33 2991.3171),(34 3039.1282),(35 3068.684),(36 3054.3008),(37 3082.82),(38 3081.841),(39 3144.4604),(40 3072.272),(41 3080.2837),(42 3150.4856),(43 3099.364),(44 3115.7634),(45 3086.5742),(46 3090.755),(47 2998.638),(48 2981.9072),(49 2942.3274),(50 2958.732),(51 2951.8716),(52 2920.267),(53 2935.4321),(54 2958.8923),(55 2898.6897),(56 2906.2263),(57 2883.282),(58 2880.4106),(59 2874.269),(60 2852.9917),(61 2869.3315),(62 2785.3003),(63 2789.643),(64 2868.5579),(65 2701.6946),(66 2821.1902),(67 2804.91),(68 2801.375),(69 2761.7576),(70 2891.796),(71 2754.007),(72 2856.9219),(73 2890.133),(74 2823.78),(75 2922.2456),(76 2936.5574),(77 2933.0002),(78 2983.0613),(79 2946.1555),
(1 1589.3485),(2 1711.2861),(3 1904.8876),(4 2103.708),(5 2077.9106),(6 2353.7056),(7 2422.9976),(8 2505.6248),(9 2533.7996),(10 2654.7722),(11 2661.6243),(12 2787.7947),(13 2770.101),(14 2831.1062),(15 2794.4165),(16 2830.6543),(17 2818.1396),(18 2742.4893),(19 2764.43),(20 2723.542),(21 2720.7158),(22 2719.0815),(23 2653.611),(24 2693.9766),(25 2707.7083),(26 2724.9607),(27 2713.903),(28 2663.3435),(29 2769.2373),(30 2724.2905),(31 2707.2295),(32 2730.0745),(33 2739.9578),(34 2801.0242),(35 2832.0452),(36 2818.2612),(37 2831.6345),(38 2854.5146),(39 2895.5012),(40 2877.4941),(41 2880.7468),(42 2909.1255),(43 2904.587),(44 2934.4204),(45 2856.092),(46 2892.2097),(47 2835.797),(48 2798.6177),(49 2789.4539),(50 2803.2705),(51 2836.465),(52 2814.2463),(53 2871.4438),(54 2866.1785),(55 2858.759),(56 2820.2495),(57 2814.9734),(58 2784.0435),(59 2787.3809),(60 2771.2502),(61 2792.5342),(62 2702.0376),(63 2754.285),(64 2796.674),(65 2677.4783),(66 2761.9404),(67 2724.178),(68 2707.9756),(69 2662.9653),(70 2773.5793),(71 2736.8647),(72 2795.479),(73 2809.2354),(74 2726.011),(75 2827.219),(76 2794.394),(77 2831.0627),(78 2811.9204),(79 2815.2446),
(1 1605.2063),(2 1760.0299),(3 1968.2433),(4 2229.9587),(5 2194.8618),(6 2434.4219),(7 2510.4329),(8 2558.528),(9 2642.56),(10 2748.0854),(11 2741.8525),(12 2907.1836),(13 2895.7117),(14 2910.6382),(15 2904.1748),(16 2939.3545),(17 2987.101),(18 2893.3962),(19 2887.9932),(20 2883.921),(21 2848.5063),(22 2862.1594),(23 2815.8901),(24 2805.2502),(25 2813.7603),(26 2873.7825),(27 2790.1072),(28 2779.7578),(29 2878.4692),(30 2814.8381),(31 2825.9849),(32 2821.523),(33 2842.2122),(34 2887.8132),(35 2899.1123),(36 2860.5508),(37 2895.981),(38 2920.2632),(39 2887.2131),(40 2929.443),(41 2927.9624),(42 2929.9363),(43 2958.749),(44 2987.9905),(45 2922.7917),(46 2953.5166),(47 2878.242),(48 2839.3794),(49 2807.1392),(50 2825.976),(51 2818.7927),(52 2772.5012),(53 2807.3674),(54 2804.0696),(55 2837.5789),(56 2779.5579),(57 2754.881),(58 2748.5728),(59 2788.7595),(60 2744.2192),(61 2797.9714),(62 2693.8716),(63 2781.4036),(64 2792.7024),(65 2681.5637),(66 2791.172),(67 2768.3767),(68 2741.9226),(69 2726.7107),(70 2852.8262),(71 2770.4653),(72 2797.5776),(73 2840.4016),(74 2760.5679),(75 2914.904),(76 2864.8098),(77 2975.1829),(78 2921.7166),(79 2871.0774),
(1 1511.1173),(2 1676.4877),(3 1843.5103),(4 2112.588),(5 2020.0842),(6 2230.1582),(7 2337.5054),(8 2385.0088),(9 2499.6204),(10 2602.4004),(11 2579.2876),(12 2728.8892),(13 2718.9255),(14 2746.7183),(15 2736.1753),(16 2781.3367),(17 2763.286),(18 2715.8176),(19 2723.7026),(20 2678.777),(21 2661.39),(22 2684.3184),(23 2688.2285),(24 2694.557),(25 2656.0864),(26 2694.969),(27 2676.3372),(28 2667.1401),(29 2659.7358),(30 2658.729),(31 2688.2888),(32 2655.9058),(33 2712.2036),(34 2756.0396),(35 2822.517),(36 2805.771),(37 2833.8718),(38 2866.169),(39 2871.5085),(40 2884.3357),(41 2869.071),(42 2880.627),(43 2859.9993),(44 2892.2778),(45 2853.8645),(46 2836.14),(47 2812.5535),(48 2764.3088),(49 2713.9966),(50 2725.4338),(51 2730.6301),(52 2658.2554),(53 2696.172),(54 2723.8044),(55 2716.0542),(56 2699.224),(57 2673.8093),(58 2650.2),(59 2666.2134),(60 2604.6846),(61 2656.1584),(62 2588.6963),(63 2668.3286),(64 2676.738),(65 2619.5383),(66 2659.0818),(67 2645.2869),(68 2608.639),(69 2596.0574),(70 2684.101),(71 2630.3206),(72 2674.2876),(73 2662.0715),(74 2616.9414),(75 2737.4688),(76 2730.8066),(77 2786.2737),(78 2768.78),(79 2765.4587),
(1 1452.49),(2 1632.738),(3 1804.6368),(4 2077.6128),(5 2002.5891),(6 2224.781),(7 2307.0332),(8 2329.5625),(9 2437.9558),(10 2516.8396),(11 2554.254),(12 2644.839),(13 2690.9124),(14 2732.441),(15 2702.6787),(16 2766.462),(17 2713.5283),(18 2716.5105),(19 2685.2124),(20 2635.2083),(21 2663.6282),(22 2607.4817),(23 2621.0354),(24 2607.1946),(25 2580.1777),(26 2621.4111),(27 2623.901),(28 2584.2004),(29 2605.315),(30 2631.2063),(31 2631.9312),(32 2606.0623),(33 2600.6362),(34 2682.2693),(35 2727.1958),(36 2677.4204),(37 2707.2239),(38 2685.7422),(39 2710.4233),(40 2693.8777),(41 2723.5847),(42 2732.284),(43 2658.6382),(44 2726.1301),(45 2717.4426),(46 2688.5012),(47 2681.935),(48 2656.7705),(49 2611.4492),(50 2612.1482),(51 2650.4443),(52 2595.7563),(53 2653.0964),(54 2630.158),(55 2680.6604),(56 2644.5667),(57 2627.363),(58 2654.6902),(59 2672.6167),(60 2622.6094),(61 2680.3254),(62 2641.238),(63 2664.7969),(64 2641.2295),(65 2614.5874),(66 2650.946),(67 2590.2444),(68 2579.182),(69 2567.8823),(70 2632.6982),(71 2585.826),(72 2703.7307),(73 2621.8757),(74 2671.2388),(75 2709.834),(76 2717.557),(77 2727.0654),(78 2687.071),(79 2682.2112),
(1 1510.8806),(2 1654.3475),(3 1905.9181),(4 2133.97),(5 2074.307),(6 2274.4937),(7 2319.927),(8 2383.3662),(9 2469.2944),(10 2554.0483),(11 2627.3176),(12 2685.9438),(13 2735.0435),(14 2789.3813),(15 2773.0605),(16 2818.6213),(17 2766.4402),(18 2757.7957),(19 2718.1414),(20 2695.9417),(21 2708.0762),(22 2644.46),(23 2703.135),(24 2697.1318),(25 2699.8965),(26 2746.3904),(27 2711.0266),(28 2675.0437),(29 2705.1235),(30 2727.157),(31 2740.298),(32 2730.813),(33 2699.9136),(34 2822.1985),(35 2825.149),(36 2795.787),(37 2865.857),(38 2810.8271),(39 2822.4229),(40 2752.7664),(41 2824.7363),(42 2805.6284),(43 2787.6772),(44 2815.112),(45 2838.3218),(46 2753.9927),(47 2742.3796),(48 2716.5344),(49 2671.9734),(50 2687.3367),(51 2686.9297),(52 2702.3193),(53 2734.697),(54 2678.6013),(55 2713.6172),(56 2694.9028),(57 2659.9856),(58 2646.0117),(59 2629.3767),(60 2581.1355),(61 2654.7344),(62 2601.8777),(63 2659.281),(64 2645.965),(65 2642.8276),(66 2688.028),(67 2638.7683),(68 2602.002),(69 2605.4905),(70 2631.4756),(71 2656.1494),(72 2709.389),(73 2659.098),(74 2675.314),(75 2689.5718),(76 2709.2007),(77 2760.5234),(78 2702.7654),(79 2715.4597),
(1 1488.4664),(2 1625.481),(3 1841.778),(4 2058.6943),(5 1956.2434),(6 2205.6328),(7 2280.1843),(8 2311.7844),(9 2405.092),(10 2486.3599),(11 2521.6116),(12 2597.7327),(13 2635.6846),(14 2713.9153),(15 2731.2031),(16 2697.7544),(17 2630.198),(18 2677.3245),(19 2656.1228),(20 2621.8235),(21 2652.2825),(22 2652.259),(23 2652.1877),(24 2612.2407),(25 2622.5847),(26 2672.457),(27 2688.008),(28 2637.9028),(29 2624.4597),(30 2661.1482),(31 2695.619),(32 2682.452),(33 2631.1704),(34 2730.9758),(35 2723.8645),(36 2739.702),(37 2761.8186),(38 2749.8188),(39 2734.9568),(40 2691.1152),(41 2706.3015),(42 2684.8958),(43 2687.842),(44 2649.4092),(45 2681.7263),(46 2600.369),(47 2589.771),(48 2563.8696),(49 2579.9404),(50 2574.8135),(51 2545.972),(52 2543.0361),(53 2544.31),(54 2510.8616),(55 2544.4531),(56 2544.2297),(57 2501.3257),(58 2527.234),(59 2508.7463),(60 2502.1702),(61 2527.2686),(62 2493.463),(63 2557.946),(64 2503.422),(65 2531.359),(66 2560.596),(67 2516.7505),(68 2513.8506),(69 2525.1443),(70 2549.238),(71 2573.69),(72 2577.1675),(73 2545.284),(74 2537.8608),(75 2619.109),(76 2623.9602),(77 2684.545),(78 2626.3323),(79 2621.6833),
(1 1485.0059),(2 1619.7076),(3 1830.7113),(4 2078.0977),(5 1952.4846),(6 2198.0674),(7 2292.7813),(8 2311.6943),(9 2388.7544),(10 2436.9773),(11 2489.437),(12 2520.7446),(13 2630.9158),(14 2644.715),(15 2656.4626),(16 2662.6045),(17 2583.5618),(18 2605.458),(19 2579.5454),(20 2522.4504),(21 2543.3296),(22 2547.6238),(23 2572.844),(24 2571.2688),(25 2517.9702),(26 2545.6594),(27 2605.071),(28 2545.1436),(29 2547.423),(30 2576.9473),(31 2613.2393),(32 2605.121),(33 2595.2476),(34 2658.5544),(35 2663.4802),(36 2659.5852),(37 2665.4553),(38 2684.0898),(39 2677.8584),(40 2636.178),(41 2614.1228),(42 2663.9902),(43 2655.6636),(44 2665.3396),(45 2659.7524),(46 2589.6226),(47 2594.0269),(48 2523.319),(49 2542.7053),(50 2567.1873),(51 2541.3013),(52 2534.592),(53 2594.7278),(54 2555.1523),(55 2577.9485),(56 2549.366),(57 2511.084),(58 2562.4067),(59 2488.1382),(60 2510.9285),(61 2519.4028),(62 2526.7622),(63 2548.734),(64 2548.2092),(65 2535.338),(66 2535.689),(67 2502.931),(68 2521.022),(69 2529.4832),(70 2566.7021),(71 2564.513),(72 2605.4966),(73 2564.3064),(74 2611.8418),(75 2624.7715),(76 2641.2866),(77 2654.6357),(78 2637.241),(79 2639.7427),
(1 1385.5055),(2 1551.4219),(3 1764.9816),(4 1953.1093),(5 1856.288),(6 2059.261),(7 2150.3267),(8 2238.7944),(9 2291.4358),(10 2346.03),(11 2452.1838),(12 2489.905),(13 2555.96),(14 2573.7754),(15 2595.291),(16 2607.1606),(17 2536.6274),(18 2567.082),(19 2496.5837),(20 2469.7793),(21 2465.8003),(22 2466.843),(23 2494.3696),(24 2493.4343),(25 2404.12),(26 2458.8677),(27 2491.1746),(28 2471.3777),(29 2498.212),(30 2467.4392),(31 2513.2112),(32 2511.5415),(33 2462.5933),(34 2519.7183),(35 2573.2002),(36 2555.2515),(37 2585.3179),(38 2584.7842),(39 2564.589),(40 2555.1426),(41 2560.5144),(42 2573.1704),(43 2523.2412),(44 2575.416),(45 2524.254),(46 2467.011),(47 2448.433),(48 2407.5178),(49 2446.0173),(50 2451.4468),(51 2421.126),(52 2381.921),(53 2435.1406),(54 2409.6177),(55 2421.6572),(56 2426.43),(57 2378.2385),(58 2416.5674),(59 2375.1274),(60 2398.5496),(61 2411.664),(62 2406.4973),(63 2425.2578),(64 2431.8481),(65 2438.1404),(66 2459.0723),(67 2450.713),(68 2420.8992),(69 2449.0562),(70 2456.4783),(71 2449.7656),(72 2486.963),(73 2438.6821),(74 2491.9685),(75 2472.5232),(76 2532.2078),(77 2543.786),(78 2518.0498),(79 2492.6453),
(1 1349.9568),(2 1529.176),(3 1771.1993),(4 1912.6783),(5 1852.2985),(6 2031.4962),(7 2099.9458),(8 2150.6035),(9 2188.5247),(10 2244.7483),(11 2347.8835),(12 2375.228),(13 2381.9602),(14 2470.598),(15 2462.3425),(16 2466.2676),(17 2436.1418),(18 2415.878),(19 2374.087),(20 2331.6616),(21 2360.4348),(22 2371.9673),(23 2368.9832),(24 2346.8096),(25 2304.0154),(26 2369.325),(27 2409.2332),(28 2415.5796),(29 2414.924),(30 2420.7227),(31 2438.9072),(32 2479.5608),(33 2439.8254),(34 2485.0579),(35 2499.4338),(36 2531.9026),(37 2572.7974),(38 2541.7395),(39 2562.8296),(40 2538.1328),(41 2540.0764),(42 2519.3862),(43 2506.027),(44 2509.3555),(45 2494.2197),(46 2468.057),(47 2392.417),(48 2416.3875),(49 2420.631),(50 2423.5356),(51 2382.278),(52 2343.515),(53 2365.8691),(54 2339.993),(55 2371.4995),(56 2342.4663),(57 2294.741),(58 2352.461),(59 2321.2783),(60 2314.5935),(61 2297.7205),(62 2290.6836),(63 2310.8997),(64 2325.9954),(65 2313.0408),(66 2325.1958),(67 2331.8398),(68 2349.5952),(69 2368.3643),(70 2355.3608),(71 2315.5703),(72 2376.075),(73 2312.718),(74 2387.1301),(75 2346.0742),(76 2455.0962),(77 2435.3948),(78 2503.3557),(79 2448.3635),
(1 1364.5889),(2 1526.5814),(3 1762.8997),(4 1904.2607),(5 1869.8229),(6 2037.712),(7 2124.075),(8 2220.1563),(9 2262.455),(10 2302.2715),(11 2368.9685),(12 2399.0134),(13 2405.022),(14 2483.976),(15 2482.4873),(16 2461.7275),(17 2435.5332),(18 2424.6157),(19 2438.547),(20 2358.7458),(21 2352.8352),(22 2400.9104),(23 2388.7659),(24 2402.8545),(25 2344.245),(26 2357.1238),(27 2426.2004),(28 2429.9895),(29 2431.8564),(30 2463.0933),(31 2453.879),(32 2487.1052),(33 2442.443),(34 2466.4834),(35 2479.7856),(36 2546.607),(37 2552.6477),(38 2560.3298),(39 2588.5234),(40 2522.8174),(41 2529.4912),(42 2537.8384),(43 2517.1836),(44 2509.6643),(45 2530.3213),(46 2464.5088),(47 2430.6821),(48 2433.0117),(49 2404.529),(50 2436.5454),(51 2372.1453),(52 2382.3633),(53 2381.5776),(54 2356.495),(55 2381.6802),(56 2345.051),(57 2343.0796),(58 2333.0164),(59 2314.9326),(60 2318.8901),(61 2299.212),(62 2328.3127),(63 2365.278),(64 2328.7954),(65 2336.0862),(66 2350.548),(67 2352.5151),(68 2378.3137),(69 2392.4766),(70 2411.0603),(71 2371.8608),(72 2412.8486),(73 2380.1565),(74 2430.4556),(75 2429.5042),(76 2534.348),(77 2517.479),(78 2571.4216),(79 2494.8179),
(1 1301.5792),(2 1488.0765),(3 1693.6959),(4 1835.0343),(5 1788.572),(6 1961.23),(7 2041.6078),(8 2147.2444),(9 2173.575),(10 2205.4539),(11 2264.9556),(12 2334.9387),(13 2340.5786),(14 2369.0012),(15 2354.4282),(16 2352.869),(17 2309.513),(18 2340.0583),(19 2330.9175),(20 2292.2295),(21 2273.2336),(22 2299.9915),(23 2282.2415),(24 2290.2922),(25 2232.8435),(26 2268.5793),(27 2293.2312),(28 2276.0105),(29 2321.9934),(30 2321.445),(31 2331.386),(32 2350.713),(33 2355.494),(34 2367.8806),(35 2380.2764),(36 2456.089),(37 2471.1663),(38 2470.2852),(39 2493.827),(40 2424.152),(41 2454.8562),(42 2466.073),(43 2429.5332),(44 2429.224),(45 2401.9104),(46 2347.4985),(47 2369.347),(48 2296.829),(49 2336.1396),(50 2331.6492),(51 2271.0005),(52 2280.9778),(53 2260.8762),(54 2271.5444),(55 2259.8528),(56 2271.594),(57 2254.2598),(58 2300.1094),(59 2282.3972),(60 2268.1306),(61 2260.3164),(62 2236.318),(63 2316.8157),(64 2254.758),(65 2288.8975),(66 2324.0159),(67 2286.1592),(68 2286.7368),(69 2301.8503),(70 2329.1904),(71 2292.0261),(72 2357.1372),(73 2317.1968),(74 2316.1938),(75 2353.4653),(76 2416.3887),(77 2430.7852),(78 2436.9128),(79 2392.315),
(1 1283.4706),(2 1466.5295),(3 1659.4252),(4 1825.1448),(5 1800.1652),(6 2006.3336),(7 2048.2349),(8 2152.923),(9 2198.6936),(10 2266.257),(11 2334.5452),(12 2372.296),(13 2384.5925),(14 2401.4482),(15 2443.906),(16 2407.5798),(17 2375.4895),(18 2386.7122),(19 2331.13),(20 2380.4795),(21 2345.948),(22 2325.1543),(23 2333.595),(24 2350.7046),(25 2329.231),(26 2336.5442),(27 2344.723),(28 2363.4014),(29 2384.2803),(30 2378.3823),(31 2407.0862),(32 2462.0369),(33 2454.9924),(34 2500.3684),(35 2480.8865),(36 2530.682),(37 2536.4338),(38 2524.3264),(39 2525.3635),(40 2484.671),(41 2463.2449),(42 2449.9072),(43 2435.339),(44 2414.745),(45 2358.4312),(46 2351.1113),(47 2315.4626),(48 2287.8015),(49 2358.9172),(50 2302.2378),(51 2280.729),(52 2243.4973),(53 2235.7092),(54 2241.5762),(55 2233.214),(56 2240.4644),(57 2230.681),(58 2261.9492),(59 2266.157),(60 2278.397),(61 2281.84),(62 2277.9453),(63 2311.3652),(64 2248.5322),(65 2248.7454),(66 2314.4326),(67 2246.4792),(68 2256.3691),(69 2259.203),(70 2297.9214),(71 2257.5984),(72 2326.3027),(73 2274.7673),(74 2301.9758),(75 2340.8523),(76 2450.7463),(77 2445.9563),(78 2450.1223),(79 2437.486),
(1 1214.4539),(2 1387.6729),(3 1576.8998),(4 1720.0928),(5 1707.0825),(6 1854.6837),(7 1897.5447),(8 1964.5287),(9 2010.6777),(10 2062.123),(11 2122.9744),(12 2147.5823),(13 2175.634),(14 2190.0366),(15 2223.5967),(16 2180.6643),(17 2180.6838),(18 2181.0667),(19 2141.6633),(20 2132.5574),(21 2120.4485),(22 2112.013),(23 2113.8245),(24 2142.4302),(25 2128.309),(26 2099.8726),(27 2149.519),(28 2177.8103),(29 2174.087),(30 2181.747),(31 2187.4373),(32 2184.455),(33 2207.9915),(34 2219.1077),(35 2256.227),(36 2291.6104),(37 2278.975),(38 2284.1223),(39 2271.4773),(40 2251.48),(41 2274.6973),(42 2267.1943),(43 2248.0833),(44 2263.8523),(45 2230.0037),(46 2169.898),(47 2135.7747),(48 2178.4492),(49 2172.0466),(50 2126.4795),(51 2128.2617),(52 2106.9602),(53 2117.7078),(54 2081.4504),(55 2088.4988),(56 2063.2825),(57 2083.2815),(58 2065.7637),(59 2084.7488),(60 2070.9644),(61 2064.9277),(62 2095.6187),(63 2087.2043),(64 2105.8853),(65 2067.2166),(66 2131.948),(67 2067.8965),(68 2098.566),(69 2101.3364),(70 2145.3804),(71 2110.0698),(72 2173.2263),(73 2134.085),(74 2187.8845),(75 2186.1057),(76 2269.0806),(77 2244.5662),(78 2287.5562),(79 2246.5442),
(1 1228.8293),(2 1381.6198),(3 1596.8508),(4 1708.3375),(5 1715.7804),(6 1883.9812),(7 1908.9597),(8 1993.4617),(9 2064.177),(10 2094.4285),(11 2139.3008),(12 2183.454),(13 2175.9312),(14 2196.327),(15 2182.7454),(16 2153.4063),(17 2156.1729),(18 2152.2178),(19 2135.1638),(20 2108.309),(21 2136.7498),(22 2156.9639),(23 2142.1663),(24 2127.0686),(25 2156.657),(26 2129.673),(27 2115.378),(28 2145.6865),(29 2152.5325),(30 2133.184),(31 2138.4265),(32 2145.522),(33 2168.3728),(34 2192.7734),(35 2228.2917),(36 2270.9019),(37 2257.1843),(38 2249.6184),(39 2234.967),(40 2222.627),(41 2269.1445),(42 2224.7825),(43 2227.844),(44 2245.4631),(45 2228.2292),(46 2181.8582),(47 2128.3867),(48 2160.1218),(49 2101.3186),(50 2095.7659),(51 2089.4358),(52 2066.8328),(53 2101.2395),(54 2090.4604),(55 2069.341),(56 2069.9495),(57 2086.9214),(58 2043.7555),(59 2092.5862),(60 2054.713),(61 2072.4),(62 2071.956),(63 2101.3772),(64 2080.846),(65 2084.4507),(66 2114.4932),(67 2082.5151),(68 2091.5066),(69 2127.289),(70 2182.2454),(71 2139.4111),(72 2193.255),(73 2155.5923),(74 2202.0854),(75 2243.822),(76 2291.394),(77 2240.2202),(78 2316.122),(79 2223.3757),
(1 1262.0804),(2 1408.8501),(3 1627.8958),(4 1732.7041),(5 1713.5504),(6 1858.4996),(7 1884.131),(8 1989.5044),(9 2092.5508),(10 2114.4219),(11 2173.6177),(12 2204.5376),(13 2195.3599),(14 2188.803),(15 2232.097),(16 2198.5706),(17 2174.7634),(18 2168.9602),(19 2140.7673),(20 2109.188),(21 2101.3884),(22 2138.4658),(23 2139.3745),(24 2127.5771),(25 2155.1177),(26 2134.9336),(27 2144.4866),(28 2169.3364),(29 2179.763),(30 2153.3303),(31 2172.02),(32 2200.0823),(33 2180.4346),(34 2238.334),(35 2278.579),(36 2342.7937),(37 2315.3398),(38 2329.3606),(39 2320.3362),(40 2308.5408),(41 2343.284),(42 2298.8135),(43 2342.995),(44 2312.5012),(45 2288.0527),(46 2275.283),(47 2246.0498),(48 2233.8914),(49 2251.3486),(50 2209.4143),(51 2205.0864),(52 2174.2952),(53 2175.5012),(54 2206.11),(55 2146.9036),(56 2178.0254),(57 2155.527),(58 2139.5137),(59 2179.0593),(60 2107.3154),(61 2137.855),(62 2120.2898),(63 2204.303),(64 2168.5146),(65 2167.7725),(66 2156.5193),(67 2168.495),(68 2140.7397),(69 2193.1016),(70 2240.7786),(71 2212.4846),(72 2263.1675),(73 2238.498),(74 2219.6602),(75 2293.7441),(76 2360.3745),(77 2292.5225),(78 2310.233),(79 2314.875),
