1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 129.56206),(2 162.42908),(3 178.35692),(4 191.27766),(5 197.87257),(6 203.71986),(7 209.7237),(8 213.51932),(9 215.48994),(10 214.72609),(11 217.16351),(12 220.75076),(13 219.62532),(14 221.84781),(15 221.44427),(16 220.58403),(17 221.18132),(18 218.36932),(19 219.59767),(20 218.75264),(21 219.5624),(22 220.73643),(23 220.9759),(24 219.69043),(25 218.62866),(26 222.19406),(27 221.23898),(28 224.17505),(29 224.0333),(30 222.16295),(31 222.17711),(32 220.28975),(33 220.13953),(34 224.59572),(35 224.26447),(36 225.7704),(37 225.97191),(38 230.06493),(39 223.49513),(40 223.06615),(41 224.25743),(42 224.71408),(43 224.27084),(44 224.94572),(45 224.46478),(46 224.36534),(47 225.35822),(48 226.808),(49 226.33453),(50 226.62984),(51 225.5029),(52 224.42113),(53 224.64154),(54 224.10008),(55 226.87552),(56 226.05484),(57 225.82281),(58 223.68483),(59 221.86809),(60 223.81786),(61 223.62943),(62 226.42415),(63 223.15904),(64 223.82008),(65 228.6141),(66 228.24095),(67 232.0979),(68 231.43205),(69 229.73868),(70 229.17694),(71 227.90024),(72 230.09825),(73 231.19145),(74 234.72139),(75 231.03453),(76 229.20502),(77 230.39816),(78 231.54898),(79 230.93788),
(1 128.9065),(2 160.39026),(3 174.14946),(4 184.48074),(5 194.0849),(6 198.90315),(7 203.69398),(8 208.09192),(9 212.02917),(10 209.29175),(11 210.89658),(12 211.37813),(13 213.44861),(14 212.35446),(15 215.76498),(16 214.41956),(17 217.59143),(18 213.56142),(19 216.4911),(20 216.34595),(21 217.11182),(22 217.88774),(23 219.2665),(24 220.82974),(25 219.91747),(26 222.12201),(27 223.82323),(28 223.88829),(29 221.71968),(30 221.64275),(31 222.4559),(32 223.02156),(33 222.51625),(34 223.49097),(35 224.93022),(36 226.42839),(37 224.70863),(38 227.46783),(39 224.64337),(40 221.52386),(41 221.53496),(42 221.20352),(43 221.32378),(44 220.67471),(45 222.32906),(46 221.62877),(47 218.90782),(48 217.99532),(49 218.58496),(50 222.08607),(51 219.11136),(52 219.48747),(53 219.49458),(54 216.45287),(55 218.90852),(56 219.42435),(57 220.641),(58 220.33707),(59 218.35667),(60 218.68968),(61 218.64363),(62 220.63155),(63 217.43208),(64 218.0881),(65 217.87772),(66 220.57945),(67 222.35963),(68 222.99448),(69 223.72598),(70 222.88905),(71 219.03773),(72 220.07765),(73 221.00967),(74 226.32785),(75 223.00885),(76 222.47643),(77 226.32635),(78 224.19563),(79 222.69449),
(1 126.46661),(2 158.78894),(3 176.23622),(4 184.62955),(5 192.08508),(6 197.03844),(7 202.06622),(8 205.39087),(9 207.62822),(10 209.1394),(11 211.98775),(12 210.595),(13 213.63791),(14 214.29701),(15 213.65527),(16 214.04195),(17 213.38591),(18 214.54788),(19 214.31764),(20 213.65257),(21 213.60695),(22 211.93024),(23 214.31181),(24 216.53876),(25 216.66344),(26 216.16777),(27 216.95833),(28 216.93347),(29 215.15024),(30 216.5968),(31 218.54613),(32 218.70525),(33 220.08052),(34 221.4536),(35 222.91628),(36 224.89964),(37 224.79813),(38 227.48512),(39 224.27827),(40 225.78745),(41 223.34428),(42 222.05736),(43 220.00668),(44 220.26512),(45 220.2895),(46 218.01067),(47 218.59169),(48 217.79535),(49 218.05252),(50 220.36223),(51 217.77673),(52 217.79774),(53 217.56378),(54 218.32494),(55 218.23627),(56 218.45944),(57 215.01797),(58 216.66208),(59 216.18861),(60 217.4605),(61 219.70673),(62 219.34764),(63 218.58154),(64 220.01595),(65 223.1057),(66 223.61388),(67 225.62286),(68 225.5304),(69 225.66069),(70 224.17493),(71 224.14793),(72 222.77684),(73 222.76485),(74 223.61885),(75 222.83092),(76 222.1867),(77 222.32332),(78 222.32468),(79 221.65611),
(1 126.67632),(2 158.31293),(3 172.78192),(4 182.49583),(5 189.20901),(6 193.06758),(7 199.44096),(8 205.5971),(9 207.48398),(10 207.88675),(11 211.1243),(12 213.12033),(13 214.24564),(14 213.30092),(15 213.6325),(16 212.90913),(17 212.50131),(18 212.66887),(19 215.32115),(20 214.56253),(21 211.71419),(22 210.98363),(23 213.65395),(24 218.22575),(25 218.01666),(26 219.93819),(27 216.87347),(28 220.18571),(29 220.38287),(30 220.12071),(31 219.05428),(32 220.58058),(33 220.53569),(34 219.22487),(35 219.92673),(36 221.64925),(37 223.54965),(38 223.88603),(39 221.3243),(40 217.7498),(41 215.53139),(42 215.9293),(43 215.78036),(44 216.59155),(45 216.9084),(46 218.29037),(47 216.33838),(48 215.01212),(49 215.87106),(50 215.54095),(51 214.48955),(52 214.0483),(53 215.58401),(54 213.77272),(55 218.08206),(56 217.44574),(57 217.53279),(58 216.18626),(59 215.05278),(60 216.55539),(61 215.34105),(62 214.3658),(63 216.0375),(64 214.55087),(65 217.40097),(66 216.62573),(67 219.4497),(68 219.18332),(69 218.6728),(70 219.12247),(71 214.73604),(72 220.71259),(73 220.9546),(74 223.11626),(75 219.85614),(76 221.39919),(77 222.1406),(78 221.04433),(79 220.13405),
(1 122.66118),(2 153.2267),(3 167.03343),(4 175.68259),(5 184.42654),(6 189.68265),(7 195.27153),(8 197.31296),(9 199.17873),(10 200.10094),(11 204.75832),(12 204.89824),(13 205.91414),(14 203.84363),(15 205.0855),(16 206.48808),(17 205.95396),(18 205.0897),(19 207.82338),(20 204.52492),(21 206.08444),(22 207.02992),(23 208.52426),(24 215.15019),(25 213.65556),(26 217.41045),(27 216.90082),(28 219.89987),(29 214.64081),(30 215.34628),(31 214.61665),(32 216.04387),(33 215.30545),(34 214.63234),(35 214.1177),(36 217.71701),(37 219.18564),(38 220.86536),(39 215.82329),(40 216.5539),(41 214.86107),(42 215.7088),(43 214.27478),(44 214.26518),(45 211.67305),(46 213.16484),(47 215.1857),(48 215.39409),(49 214.33626),(50 214.67319),(51 211.85832),(52 212.9974),(53 214.36949),(54 213.73875),(55 214.84987),(56 214.63474),(57 216.33308),(58 214.74568),(59 213.19954),(60 213.96239),(61 213.02356),(62 214.45288),(63 213.78336),(64 210.64885),(65 214.51064),(66 216.83571),(67 217.81828),(68 217.22417),(69 215.43584),(70 218.5078),(71 212.95065),(72 214.67818),(73 213.0285),(74 215.53166),(75 213.29233),(76 213.04623),(77 213.70465),(78 213.75),(79 212.49203),
(1 120.70931),(2 149.94281),(3 166.01883),(4 174.9777),(5 181.6111),(6 183.9879),(7 187.06795),(8 189.82724),(9 191.44168),(10 194.9226),(11 199.90578),(12 200.56544),(13 202.23608),(14 206.55942),(15 205.27005),(16 206.3116),(17 207.51723),(18 203.75768),(19 205.29895),(20 203.69014),(21 201.83542),(22 202.65533),(23 203.6364),(24 207.81358),(25 207.61754),(26 211.71127),(27 205.63272),(28 209.90152),(29 209.3442),(30 208.20786),(31 206.61723),(32 206.60326),(33 206.80215),(34 207.26575),(35 208.57527),(36 206.82784),(37 207.60422),(38 210.5381),(39 206.68864),(40 208.18898),(41 208.58249),(42 207.41342),(43 207.07155),(44 205.82835),(45 204.70596),(46 205.9572),(47 205.78928),(48 204.78625),(49 205.6729),(50 205.75563),(51 204.24445),(52 204.08743),(53 204.77946),(54 205.48962),(55 205.83388),(56 206.42236),(57 208.18326),(58 209.17267),(59 208.07541),(60 208.41476),(61 208.56096),(62 208.25957),(63 209.69301),(64 208.48601),(65 211.057),(66 211.47887),(67 210.63669),(68 208.90428),(69 208.87628),(70 212.31763),(71 211.86436),(72 214.59485),(73 214.25845),(74 214.30894),(75 212.16109),(76 215.9266),(77 216.08194),(78 214.62856),(79 212.48775),
(1 120.151726),(2 151.04251),(3 164.60358),(4 171.62933),(5 178.89561),(6 182.26674),(7 188.93489),(8 191.62523),(9 194.10869),(10 197.84563),(11 202.00673),(12 203.49031),(13 205.75583),(14 205.06656),(15 204.62897),(16 205.3365),(17 205.24721),(18 202.94284),(19 203.23582),(20 203.59761),(21 202.129),(22 203.90508),(23 205.47545),(24 208.51878),(25 209.15295),(26 211.88618),(27 208.9643),(28 210.92677),(29 209.99744),(30 210.31961),(31 211.11449),(32 212.8612),(33 212.48752),(34 211.57431),(35 211.7889),(36 212.75159),(37 212.8342),(38 213.24196),(39 209.71687),(40 208.24039),(41 206.53711),(42 206.47894),(43 207.93446),(44 205.27284),(45 203.73225),(46 205.45924),(47 204.36137),(48 203.9164),(49 204.03003),(50 204.90489),(51 204.36687),(52 205.23315),(53 207.23285),(54 208.05896),(55 208.24806),(56 204.30931),(57 204.41124),(58 204.23854),(59 204.89143),(60 206.49728),(61 206.77301),(62 207.90155),(63 206.11052),(64 207.1216),(65 208.69008),(66 207.90846),(67 210.11377),(68 212.27727),(69 211.12743),(70 213.0046),(71 212.7226),(72 212.7903),(73 211.46306),(74 211.32176),(75 209.28416),(76 210.30006),(77 210.26385),(78 211.6802),(79 210.31),
(1 118.234924),(2 147.93747),(3 160.597),(4 170.58218),(5 178.56252),(6 184.24016),(7 188.21104),(8 189.75462),(9 191.40707),(10 195.19708),(11 198.85095),(12 198.97626),(13 199.65932),(14 202.05106),(15 202.3081),(16 202.9543),(17 203.33905),(18 201.24588),(19 200.19519),(20 200.36804),(21 202.28268),(22 202.88457),(23 202.88574),(24 205.55284),(25 207.2902),(26 210.39539),(27 205.2148),(28 204.6137),(29 205.10623),(30 204.58546),(31 205.57626),(32 204.62128),(33 202.31989),(34 205.50665),(35 205.52538),(36 207.48344),(37 208.44034),(38 210.01328),(39 208.08522),(40 207.33441),(41 206.51816),(42 207.4929),(43 206.21352),(44 205.13582),(45 205.2828),(46 205.78032),(47 202.25252),(48 203.19171),(49 204.64427),(50 206.11417),(51 203.7238),(52 203.37192),(53 204.98393),(54 204.61731),(55 204.61755),(56 204.63522),(57 205.14165),(58 206.1649),(59 206.20523),(60 205.33118),(61 206.88979),(62 208.72012),(63 205.76169),(64 204.53546),(65 206.39001),(66 206.2203),(67 207.19633),(68 207.69247),(69 206.6765),(70 205.95235),(71 207.94464),(72 205.90396),(73 205.82443),(74 204.64517),(75 203.59407),(76 206.21454),(77 207.23213),(78 208.42342),(79 208.31943),
(1 121.04631),(2 149.85423),(3 163.11546),(4 171.78574),(5 179.33696),(6 184.52524),(7 184.6148),(8 188.74812),(9 191.88226),(10 194.0193),(11 196.75826),(12 199.51839),(13 200.47867),(14 201.26451),(15 202.45856),(16 202.08731),(17 201.13722),(18 200.16115),(19 200.03911),(20 198.08319),(21 198.38995),(22 197.36754),(23 199.39153),(24 202.10278),(25 201.96233),(26 204.67238),(27 203.59802),(28 205.1036),(29 202.41339),(30 200.72142),(31 202.91835),(32 203.9157),(33 203.35945),(34 203.75127),(35 203.86346),(36 204.41061),(37 203.3413),(38 202.94676),(39 201.91771),(40 202.56798),(41 200.271),(42 200.95631),(43 200.00504),(44 198.93352),(45 199.8733),(46 200.55338),(47 201.50919),(48 201.08148),(49 202.19418),(50 202.88168),(51 204.74266),(52 203.01897),(53 204.55571),(54 203.56166),(55 204.29362),(56 204.66266),(57 204.37532),(58 205.17635),(59 204.18384),(60 204.26149),(61 202.24272),(62 204.21657),(63 203.45587),(64 204.79036),(65 204.70294),(66 204.42317),(67 205.74605),(68 206.32407),(69 205.05669),(70 206.46196),(71 203.70581),(72 205.15317),(73 206.40764),(74 208.614),(75 204.98253),(76 205.23987),(77 206.19121),(78 208.27248),(79 204.95819),
(1 117.047295),(2 144.27603),(3 157.2829),(4 165.85335),(5 174.0684),(6 178.79105),(7 180.50307),(8 182.61685),(9 185.81824),(10 186.5703),(11 187.11389),(12 191.00948),(13 194.4279),(14 192.98917),(15 192.41899),(16 193.82112),(17 195.00702),(18 192.54048),(19 193.632),(20 194.60254),(21 195.0121),(22 195.1756),(23 196.42076),(24 198.78963),(25 198.0754),(26 200.00897),(27 197.13776),(28 200.20183),(29 199.38477),(30 201.03276),(31 200.67523),(32 199.44675),(33 200.00719),(34 201.6794),(35 199.70271),(36 203.80368),(37 203.12315),(38 203.78407),(39 200.74457),(40 200.99971),(41 199.8281),(42 200.13101),(43 197.51875),(44 196.836),(45 197.99586),(46 198.4116),(47 197.50609),(48 199.42307),(49 200.90282),(50 201.2802),(51 197.44284),(52 198.21724),(53 199.68593),(54 198.39618),(55 200.69264),(56 198.95796),(57 198.51064),(58 198.04591),(59 199.66199),(60 200.3922),(61 199.95522),(62 201.09344),(63 200.49977),(64 197.00934),(65 198.70909),(66 201.01286),(67 204.2714),(68 203.8749),(69 199.75168),(70 202.46979),(71 198.53094),(72 199.9199),(73 199.69505),(74 201.70474),(75 199.25864),(76 200.73582),(77 199.28264),(78 201.53319),(79 202.44016),
(1 114.54994),(2 142.40913),(3 154.9199),(4 163.70778),(5 170.19621),(6 175.40768),(7 179.77042),(8 181.09972),(9 184.40295),(10 183.78305),(11 185.19508),(12 187.79083),(13 187.67665),(14 188.37576),(15 187.6363),(16 189.70567),(17 188.73413),(18 189.00194),(19 189.7537),(20 191.24988),(21 190.64716),(22 192.5328),(23 191.99553),(24 194.27356),(25 195.03204),(26 194.75111),(27 194.40561),(28 195.47256),(29 195.34154),(30 196.22675),(31 197.31703),(32 198.71243),(33 196.85909),(34 199.08286),(35 199.27838),(36 198.81897),(37 197.91138),(38 200.25446),(39 196.49203),(40 197.78879),(41 197.14049),(42 197.70459),(43 196.71014),(44 195.04884),(45 195.96976),(46 195.36043),(47 196.51149),(48 195.77586),(49 194.99321),(50 196.41846),(51 195.03372),(52 195.46956),(53 197.48668),(54 198.0159),(55 198.70287),(56 198.21501),(57 198.35712),(58 197.34477),(59 195.87605),(60 195.73651),(61 195.00348),(62 195.25502),(63 194.34312),(64 196.11523),(65 195.51897),(66 196.85715),(67 198.80054),(68 197.83171),(69 197.17213),(70 196.36292),(71 194.87654),(72 194.97377),(73 195.1576),(74 198.72758),(75 194.41925),(76 194.9878),(77 195.85182),(78 195.77992),(79 196.87518),
(1 116.5308),(2 146.14406),(3 156.90422),(4 164.57645),(5 171.59251),(6 176.82217),(7 179.50964),(8 181.93663),(9 183.40698),(10 183.62476),(11 186.10732),(12 188.55548),(13 190.80266),(14 191.57677),(15 190.7906),(16 191.22894),(17 192.92662),(18 191.70413),(19 191.76424),(20 189.97516),(21 190.77226),(22 192.80478),(23 195.36928),(24 195.9618),(25 192.77998),(26 195.76956),(27 193.94357),(28 198.20486),(29 198.1799),(30 197.93765),(31 197.31172),(32 197.18468),(33 199.28787),(34 198.24875),(35 199.57468),(36 197.93251),(37 200.76105),(38 201.84763),(39 197.51773),(40 197.087),(41 195.3888),(42 196.38255),(43 196.83728),(44 196.51584),(45 196.12614),(46 193.29736),(47 195.20386),(48 196.80833),(49 197.99516),(50 198.56834),(51 195.31607),(52 194.00198),(53 195.03279),(54 195.75893),(55 199.3857),(56 196.85823),(57 196.39418),(58 196.20279),(59 195.68826),(60 194.45705),(61 195.77393),(62 197.5099),(63 195.41437),(64 195.87129),(65 197.03772),(66 196.76273),(67 199.86217),(68 198.15636),(69 196.46893),(70 195.42307),(71 196.39615),(72 195.8787),(73 197.6469),(74 197.54575),(75 194.93001),(76 194.55989),(77 196.43596),(78 197.4887),(79 197.06879),
(1 110.146324),(2 138.67253),(3 150.62617),(4 157.56154),(5 164.55893),(6 168.39359),(7 171.24149),(8 174.40543),(9 177.8049),(10 177.43956),(11 178.77385),(12 180.20468),(13 181.83414),(14 184.81142),(15 183.71236),(16 183.92932),(17 184.54373),(18 183.18289),(19 184.94202),(20 185.35033),(21 183.22333),(22 186.70587),(23 185.8686),(24 189.32858),(25 189.32582),(26 190.23715),(27 188.22395),(28 187.92488),(29 188.42319),(30 189.40094),(31 189.23708),(32 189.89633),(33 189.2177),(34 190.66692),(35 191.6345),(36 193.28514),(37 193.21815),(38 193.9729),(39 190.8973),(40 190.31882),(41 190.028),(42 190.61046),(43 189.5621),(44 187.26776),(45 186.85797),(46 186.2093),(47 185.39865),(48 184.91553),(49 185.97688),(50 187.66302),(51 187.4789),(52 186.33456),(53 189.66583),(54 191.14995),(55 189.10785),(56 188.46721),(57 188.7478),(58 189.08841),(59 189.59613),(60 187.7984),(61 186.77084),(62 186.26538),(63 185.37257),(64 186.44167),(65 187.43365),(66 187.6907),(67 191.14445),(68 191.05803),(69 191.05675),(70 190.40874),(71 190.98232),(72 189.48372),(73 190.098),(74 192.77373),(75 187.24919),(76 190.11145),(77 189.3118),(78 187.95581),(79 187.26677),
(1 113.36754),(2 141.7416),(3 152.97575),(4 160.02756),(5 166.73726),(6 170.52594),(7 176.12027),(8 177.39735),(9 178.2611),(10 178.44502),(11 178.67041),(12 182.58119),(13 181.64565),(14 183.6694),(15 182.93965),(16 183.73721),(17 185.39523),(18 183.1786),(19 183.60161),(20 185.12598),(21 186.17688),(22 185.96823),(23 187.00444),(24 190.22812),(25 188.5986),(26 189.98222),(27 187.21886),(28 189.42131),(29 187.94257),(30 188.06236),(31 187.22685),(32 188.81415),(33 188.84962),(34 189.80946),(35 190.62817),(36 191.9928),(37 190.48003),(38 192.82263),(39 189.91374),(40 190.08922),(41 188.60588),(42 188.02383),(43 187.43723),(44 186.93782),(45 187.7856),(46 189.10791),(47 186.85919),(48 186.56644),(49 186.88521),(50 186.86519),(51 184.89047),(52 184.85645),(53 185.71977),(54 186.46254),(55 188.5775),(56 189.19954),(57 187.27754),(58 187.1459),(59 189.01276),(60 189.77162),(61 187.9176),(62 187.87726),(63 188.71303),(64 188.96866),(65 189.21478),(66 191.57794),(67 190.60956),(68 191.09674),(69 191.75876),(70 192.07388),(71 190.35468),(72 189.60983),(73 190.55905),(74 193.31163),(75 188.93887),(76 189.65028),(77 192.19853),(78 193.77513),(79 192.58438),
(1 108.19326),(2 134.6675),(3 145.70224),(4 155.7607),(5 160.44022),(6 163.94376),(7 168.13509),(8 170.29057),(9 172.31404),(10 172.5364),(11 175.10927),(12 174.70892),(13 177.6849),(14 178.90685),(15 179.69446),(16 179.40175),(17 182.69456),(18 181.16916),(19 181.56416),(20 181.06825),(21 180.44165),(22 181.15663),(23 183.95021),(24 186.14694),(25 186.55016),(26 186.62898),(27 184.84395),(28 186.76523),(29 187.7643),(30 188.77878),(31 187.84023),(32 189.116),(33 188.45102),(34 188.67294),(35 188.82898),(36 189.00285),(37 187.91707),(38 192.00539),(39 186.93124),(40 188.19833),(41 188.03416),(42 187.9919),(43 185.94536),(44 184.27802),(45 186.68164),(46 185.00902),(47 186.16217),(48 185.58917),(49 186.37933),(50 185.05951),(51 185.27979),(52 183.69485),(53 185.04634),(54 184.81734),(55 186.13535),(56 185.45427),(57 186.17068),(58 183.16486),(59 181.80435),(60 180.80357),(61 180.92021),(62 182.16983),(63 185.08575),(64 184.6271),(65 186.82639),(66 186.7366),(67 187.76082),(68 188.37376),(69 188.38945),(70 190.05232),(71 190.01955),(72 189.81277),(73 190.14406),(74 192.15985),(75 188.2666),(76 190.32034),(77 189.96938),(78 190.01598),(79 188.32217),
(1 110.02436),(2 134.12376),(3 146.4295),(4 156.11163),(5 161.37587),(6 165.32344),(7 169.57124),(8 168.98619),(9 170.65697),(10 172.29926),(11 173.74658),(12 175.71292),(13 176.74341),(14 178.22733),(15 179.43903),(16 179.77774),(17 182.16672),(18 181.61377),(19 181.14389),(20 181.06442),(21 181.73991),(22 181.60579),(23 184.24611),(24 184.55222),(25 185.01758),(26 187.44156),(27 186.41565),(28 185.97491),(29 187.02419),(30 187.45786),(31 186.53787),(32 187.564),(33 188.85718),(34 189.5466),(35 187.05956),(36 187.83008),(37 186.05682),(38 188.89403),(39 185.44763),(40 182.74234),(41 182.70926),(42 182.35927),(43 179.99628),(44 181.20668),(45 181.59886),(46 181.67258),(47 180.95186),(48 181.35938),(49 184.41675),(50 183.72913),(51 182.81813),(52 181.1287),(53 183.10843),(54 182.63489),(55 183.46158),(56 183.84856),(57 184.72981),(58 182.60637),(59 182.54997),(60 183.1861),(61 183.34389),(62 183.53708),(63 185.16919),(64 183.5685),(65 185.66347),(66 186.80714),(67 186.6271),(68 186.5607),(69 186.43382),(70 185.61574),(71 186.49072),(72 186.28717),(73 184.98048),(74 187.44618),(75 185.16423),(76 185.94186),(77 187.14503),(78 186.59286),(79 184.51059),
(1 108.640175),(2 134.86159),(3 145.58727),(4 154.50331),(5 160.21538),(6 162.46846),(7 167.00604),(8 168.63336),(9 169.46602),(10 169.46619),(11 172.5763),(12 172.88676),(13 172.5505),(14 175.84032),(15 175.92928),(16 178.09692),(17 178.4608),(18 176.59683),(19 179.86044),(20 176.54599),(21 176.23116),(22 179.21005),(23 179.98396),(24 181.6544),(25 183.16174),(26 184.66937),(27 183.9429),(28 182.13222),(29 183.17047),(30 183.72171),(31 184.01732),(32 184.75835),(33 185.65439),(34 185.83453),(35 185.05121),(36 185.85307),(37 185.01773),(38 187.46988),(39 184.08383),(40 184.08704),(41 184.54683),(42 183.64436),(43 182.27048),(44 181.8188),(45 183.81122),(46 181.6777),(47 183.21669),(48 183.99892),(49 182.39336),(50 183.00928),(51 180.58627),(52 178.69246),(53 181.97649),(54 180.58801),(55 181.77225),(56 183.61804),(57 182.38348),(58 180.65327),(59 179.08337),(60 179.98062),(61 182.62315),(62 181.20537),(63 178.12807),(64 179.18648),(65 179.54013),(66 181.02821),(67 181.38568),(68 182.84888),(69 183.06946),(70 183.11122),(71 182.70518),(72 184.75961),(73 181.98009),(74 184.0812),(75 181.47131),(76 183.22691),(77 183.2573),(78 182.30228),(79 181.65094),
(1 106.029366),(2 129.76884),(3 140.52765),(4 146.27899),(5 153.40907),(6 155.70107),(7 159.77614),(8 161.28346),(9 162.95956),(10 164.23096),(11 165.52802),(12 167.80283),(13 168.23761),(14 168.88588),(15 168.32388),(16 169.15894),(17 170.01157),(18 170.38857),(19 171.06021),(20 170.34933),(21 169.72725),(22 169.39954),(23 171.5625),(24 173.66806),(25 173.55334),(26 175.19618),(27 173.97595),(28 174.57887),(29 176.18242),(30 177.98624),(31 176.25624),(32 179.1596),(33 179.00256),(34 177.89438),(35 176.98439),(36 179.16362),(37 179.32097),(38 181.8558),(39 178.9892),(40 179.50105),(41 177.48207),(42 177.19002),(43 176.98198),(44 176.10986),(45 176.41148),(46 175.56958),(47 174.6215),(48 176.26276),(49 175.543),(50 176.20654),(51 174.70567),(52 175.1766),(53 174.3708),(54 175.07721),(55 176.20242),(56 177.2651),(57 176.58316),(58 175.32188),(59 173.61179),(60 173.93059),(61 174.01723),(62 173.66411),(63 173.31116),(64 175.07765),(65 176.48553),(66 176.16814),(67 179.30891),(68 179.93849),(69 180.90704),(70 180.77872),(71 179.63234),(72 178.94635),(73 178.65338),(74 179.3578),(75 177.22435),(76 178.71799),(77 178.99548),(78 178.3282),(79 176.82845),
