1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25480.42),(2 73157.86),(3 118051.695),(4 157626.86),(5 181118.39),(6 200077.56),(7 220048.08),(8 238354.56),(9 253113.7),(10 265369.88),(11 279809.5),(12 292952.44),(13 306470.9),(14 315363.34),(15 317224.1),(16 317867.84),(17 321235.2),(18 329998.88),(19 340414.25),(20 343874.9),(21 339302.03),(22 333063.84),(23 329543.75),(24 325827.4),(25 321692.3),(26 316096.5),(27 312353.8),(28 312222.75),(29 313619.8),(30 314863.75),(31 314342.2),(32 310025.66),(33 306423.25),(34 306199.72),(35 304581.88),(36 301504.9),(37 298069.22),(38 296685.88),(39 296669.03),(40 297730.44),(41 301569),(42 307184.7),(43 313555),(44 318944.3),(45 322509.94),(46 324016.84),(47 321556.7),(48 320950.88),(49 321694.53),(50 323614.47),(51 322861.38),(52 319717.66),(53 316210.72),(54 314165.4),(55 314289.2),(56 314634.22),(57 313155.66),(58 311610.2),(59 310080.75),(60 311133.84),(61 311423.4),(62 311745.84),(63 312945.13),(64 314309.13),(65 316029.13),(66 319372.63),(67 324797),(68 329340.47),(69 332231.13),(70 333183.28),(71 330989.4),(72 329721.34),(73 330911.53),(74 333594.25),(75 338860.47),(76 339979.53),(77 341930.38),(78 344232.72),(79 346899.53),
(1 26159.543),(2 73872.12),(3 117625.1),(4 159065.3),(5 180597.48),(6 196532),(7 211882.6),(8 225830.38),(9 239413.38),(10 255000.52),(11 271246.16),(12 284712.94),(13 301170.22),(14 306932.4),(15 308780.78),(16 309841.75),(17 311698.2),(18 316688.4),(19 320255.6),(20 320759.75),(21 318897.44),(22 314045.16),(23 311673.06),(24 311839.13),(25 305966.06),(26 301702.4),(27 298557.8),(28 298745.3),(29 300326.78),(30 302592.1),(31 300278.47),(32 294567.8),(33 289354.44),(34 282841.78),(35 276907.44),(36 273849.66),(37 275949.94),(38 282379.13),(39 288171.16),(40 289812.88),(41 287658.97),(42 283149.28),(43 280408.22),(44 281009.75),(45 284444.44),(46 289296.94),(47 293097.63),(48 293295.72),(49 288025.63),(50 285647.47),(51 285887.5),(52 287254.5),(53 291041),(54 293982.66),(55 296260.03),(56 296989.4),(57 296290.7),(58 293614.06),(59 288103.22),(60 287300.28),(61 290615.97),(62 292999.13),(63 294494.97),(64 294662.3),(65 295712.8),(66 296531.16),(67 298232.47),(68 299238.06),(69 300558.66),(70 300909.22),(71 301810.47),(72 303287.06),(73 305523.25),(74 306583.97),(75 308854.4),(76 310420.75),(77 312427.9),(78 315116.47),(79 316343.47),
(1 24650.232),(2 70008.27),(3 111364.92),(4 149078.17),(5 173823.75),(6 190465.31),(7 204936.19),(8 216511.42),(9 227339.6),(10 239486.55),(11 251315.11),(12 262805.97),(13 274407.5),(14 284064.97),(15 292011.3),(16 299689.9),(17 305487.16),(18 310178.8),(19 313534.8),(20 314767.13),(21 312256.6),(22 309623.78),(23 311055),(24 309936.22),(25 305656.13),(26 303387.88),(27 301008.47),(28 297739.6),(29 293855.25),(30 291647),(31 285457.47),(32 280873),(33 278283.2),(34 276732.75),(35 274235.34),(36 273125.88),(37 273933.1),(38 274324.53),(39 274027.97),(40 274872.44),(41 274612.9),(42 276760.97),(43 279000.9),(44 280015.6),(45 278924.28),(46 278802.53),(47 277073.44),(48 276787.34),(49 278452.78),(50 283766.9),(51 288134.13),(52 289365.63),(53 290415.47),(54 292276.4),(55 294304.38),(56 294755.56),(57 293846.94),(58 290449.1),(59 285358.53),(60 282810.25),(61 283687.6),(62 286903.44),(63 291613.47),(64 294797.8),(65 297257.7),(66 298535.63),(67 298986.44),(68 299399.44),(69 299549.1),(70 300726.56),(71 301197.2),(72 300983.9),(73 300171.25),(74 301645.7),(75 305708),(76 308214.9),(77 311327.22),(78 312437.63),(79 311635.94),
(1 24657.719),(2 70682.266),(3 113880.43),(4 150643.9),(5 176883.1),(6 198110.2),(7 212741),(8 223205.78),(9 232054.19),(10 241992.05),(11 255176.33),(12 268605.38),(13 278404.84),(14 283014.75),(15 287235.3),(16 295005.84),(17 305385.66),(18 313270.2),(19 313492.16),(20 309439.2),(21 304745.34),(22 298430.22),(23 295294.97),(24 291842.84),(25 287199.4),(26 285928.97),(27 287235.38),(28 289265.1),(29 291254.63),(30 291871),(31 291526.66),(32 289273.78),(33 284227.56),(34 281421.1),(35 279524.4),(36 279476.56),(37 280122.5),(38 280833.72),(39 279681.66),(40 277589.4),(41 273171.8),(42 271066.1),(43 273233.44),(44 275525.84),(45 277666.97),(46 280381.66),(47 277163.06),(48 274553.44),(49 274773.34),(50 276131.3),(51 278512.9),(52 279872.97),(53 278873.2),(54 279298.25),(55 280214.97),(56 279564.97),(57 279005.34),(58 277035.28),(59 277214.97),(60 279256.6),(61 281954.84),(62 285516.5),(63 288868.16),(64 291914.94),(65 295211.44),(66 296190.38),(67 296062.94),(68 296515.63),(69 297790.22),(70 299128.97),(71 298816.3),(72 297262.94),(73 293975.7),(74 290938.44),(75 290981.56),(76 295272.2),(77 301349.84),(78 306728.25),(79 311440.7),
(1 24382.99),(2 68164.35),(3 108384.25),(4 141203.06),(5 160813.78),(6 174918.97),(7 188932.97),(8 202496.98),(9 214753.03),(10 227711.7),(11 240607.86),(12 252297.67),(13 258311.45),(14 264266.9),(15 268109.8),(16 272356.94),(17 277339.78),(18 281222.22),(19 283066.4),(20 283718.66),(21 284121.03),(22 283763.13),(23 286654.5),(24 286129.25),(25 286641.4),(26 286257.56),(27 285809.4),(28 287268.94),(29 287387.78),(30 286726.53),(31 284133.8),(32 280742.75),(33 276194.9),(34 273457.47),(35 271573.13),(36 271917.1),(37 274498.63),(38 275664.4),(39 274293.63),(40 272312.9),(41 268565.53),(42 264554.03),(43 262699.16),(44 259962.89),(45 258036.94),(46 255262.22),(47 254365.78),(48 255312.8),(49 257071.61),(50 260109.36),(51 262945.97),(52 266275.94),(53 269898.4),(54 272773.34),(55 273048.78),(56 270140.5),(57 268237.25),(58 268459.94),(59 273271.72),(60 278310.88),(61 283098.03),(62 288247.25),(63 292910.28),(64 293927.06),(65 291592.06),(66 288256.9),(67 285862.75),(68 286158.75),(69 287614.66),(70 290744.75),(71 292627.97),(72 293258.75),(73 290915.94),(74 286897),(75 284824.94),(76 285923.66),(77 286217.7),(78 287777.16),(79 287957.88),
(1 23192.088),(2 63900.99),(3 99270.01),(4 127600.09),(5 145315.28),(6 158690.89),(7 170107.42),(8 180762.3),(9 190785.97),(10 203255.42),(11 215864.05),(12 225133.11),(13 233861.67),(14 240758.19),(15 247157.7),(16 253058.83),(17 258206.05),(18 263174.94),(19 264769.84),(20 264116.16),(21 264460.6),(22 263009.47),(23 263538.3),(24 262444.16),(25 258071.9),(26 256720.44),(27 256953.02),(28 258744.6),(29 260103.27),(30 262286.94),(31 262253.88),(32 262109.28),(33 261482.14),(34 259933.61),(35 258475.94),(36 257589.66),(37 256371.06),(38 254284.98),(39 252901.08),(40 251904.23),(41 249913.7),(42 249932.64),(43 248494.8),(44 245736.84),(45 243666.45),(46 245028.38),(47 246808.16),(48 249200.72),(49 251792.5),(50 251790.89),(51 250119.03),(52 250047.36),(53 251410.84),(54 252713.84),(55 254228.67),(56 255206.48),(57 256482.53),(58 257921.23),(59 260392.69),(60 262387.66),(61 261738.25),(62 260752.83),(63 259385.77),(64 259077.02),(65 258473.36),(66 258231.52),(67 257540.94),(68 257664.6),(69 260906.39),(70 263615.78),(71 268437.88),(72 275333.44),(73 280503.34),(74 281897.53),(75 279447.6),(76 277369.44),(77 273691.34),(78 270719.53),(79 269820.9),
(1 23216.434),(2 63158.535),(3 97989.11),(4 125083.77),(5 143352.69),(6 160302.67),(7 177400.94),(8 194143.1),(9 205835.58),(10 215460.22),(11 225162.86),(12 231460.33),(13 237683.6),(14 241025.92),(15 244420.05),(16 251427.22),(17 259898.33),(18 265579.94),(19 266238.94),(20 266149.34),(21 267485.06),(22 266586.06),(23 264981.94),(24 262046.5),(25 259929),(26 259236.27),(27 257364),(28 255220.72),(29 254814.36),(30 256371.42),(31 256623.58),(32 253471.5),(33 250142.88),(34 248740.05),(35 249092.05),(36 249243.42),(37 248809.92),(38 246506.64),(39 242219.77),(40 237210.38),(41 234201.14),(42 232494.38),(43 232239.14),(44 233078.4),(45 235577.53),(46 239453.31),(47 241608.33),(48 243051.33),(49 245091.55),(50 246997.08),(51 248431.45),(52 248943.67),(53 249436.69),(54 248734.58),(55 246006.9),(56 245248.86),(57 246613.38),(58 250357.63),(59 254185.77),(60 257332.47),(61 259280.23),(62 257624.28),(63 253775.31),(64 250003.22),(65 249536.6),(66 251774.77),(67 253000.72),(68 253034.23),(69 256898.22),(70 261297.14),(71 267123.8),(72 272986.16),(73 275431.5),(74 273616.1),(75 271111.2),(76 268944.1),(77 267241.53),(78 268369.38),(79 269898.44),
(1 22193.29),(2 60670.64),(3 94185.7),(4 122658.91),(5 140427.38),(6 156062.6),(7 170300.03),(8 181177.64),(9 189543.89),(10 198588.36),(11 207991.33),(12 217023.31),(13 227321.86),(14 234388.77),(15 241931.44),(16 249886.36),(17 256696.72),(18 259413.77),(19 259315.33),(20 259004),(21 259026.2),(22 258528.55),(23 255098.48),(24 251125.2),(25 248383.33),(26 243533.92),(27 239777.23),(28 238560.6),(29 239024.13),(30 239958.98),(31 240248.23),(32 239535.28),(33 242176.48),(34 243996.9),(35 243238.86),(36 241706.66),(37 240805.83),(38 240363.28),(39 239470.8),(40 241168.72),(41 242867.63),(42 242465.89),(43 242609.33),(44 242140.92),(45 241833.11),(46 243922.36),(47 245378.19),(48 244843.11),(49 242873.23),(50 242258.5),(51 243585.83),(52 246152.34),(53 247310.25),(54 245758.92),(55 244661.34),(56 244983.16),(57 245058.98),(58 244187.45),(59 244277.08),(60 247532.89),(61 253047.14),(62 257165.08),(63 259722.17),(64 262907.06),(65 265398.7),(66 267582.56),(67 268787.97),(68 268231.44),(69 270372.25),(70 273308.16),(71 276277.53),(72 278093.25),(73 278513.9),(74 277435.22),(75 276401.44),(76 275151.78),(77 273754.84),(78 272449.1),(79 269468.94),
(1 22247.637),(2 60273.85),(3 91180.18),(4 117833.055),(5 133975.19),(6 147919.39),(7 160525.1),(8 169754.22),(9 178979.23),(10 187778.97),(11 196307.47),(12 203764.69),(13 209031.28),(14 213892.73),(15 218765.5),(16 223147.86),(17 227323.7),(18 229501.45),(19 232058.55),(20 234388.98),(21 236593.63),(22 235680.38),(23 231931.52),(24 228154.72),(25 225721.66),(26 223376.3),(27 220643.38),(28 219342.5),(29 218154.94),(30 218279.61),(31 216561.56),(32 213867.42),(33 211218.53),(34 212553.38),(35 213303.9),(36 214068.89),(37 215099.11),(38 215402.8),(39 215271.36),(40 217054.98),(41 216925.81),(42 217554.77),(43 217961.42),(44 218973.08),(45 220294.97),(46 222039.9),(47 223665.8),(48 227442.84),(49 232620.94),(50 235198.14),(51 236194.97),(52 236861.6),(53 238279.94),(54 239056.48),(55 240593.63),(56 242757.13),(57 245082.92),(58 246210.72),(59 243777.03),(60 241250.3),(61 239108.16),(62 236749.17),(63 235135.5),(64 234952.77),(65 235499.2),(66 236519.61),(67 238733.42),(68 241740.78),(69 246290.67),(70 250216.89),(71 253165.55),(72 255077.7),(73 256607.84),(74 257893.2),(75 259205.56),(76 258795.36),(77 257494.97),(78 255584.4),(79 253649.61),
(1 22122.877),(2 58873.145),(3 89645.66),(4 114247.97),(5 130258.54),(6 145410.56),(7 158433.88),(8 167214.1),(9 173355.44),(10 180538.9),(11 187858),(12 193950.36),(13 200680.98),(14 206357.08),(15 211299.78),(16 215540.95),(17 219160.73),(18 218929.27),(19 219468.69),(20 223207.3),(21 226045.64),(22 226478.9),(23 224884.92),(24 224049.73),(25 222437.3),(26 221487.47),(27 220117.56),(28 220243.66),(29 220616.69),(30 220146.7),(31 221325.53),(32 220297.16),(33 219807.3),(34 222073.7),(35 223597.1),(36 222211.98),(37 219704.16),(38 217628.73),(39 216631.02),(40 216730.98),(41 218334.7),(42 219062.27),(43 219635.03),(44 219416.39),(45 218708.75),(46 218651.66),(47 216417.78),(48 216815.53),(49 219970.69),(50 222151.38),(51 224748.47),(52 225775.19),(53 227573.5),(54 228928.39),(55 230016.86),(56 232190.16),(57 235392.02),(58 237518.11),(59 236465.25),(60 234813.38),(61 233206.02),(62 231540.3),(63 231682.75),(64 233051.7),(65 232669.3),(66 232727.95),(67 233747.02),(68 235730.58),(69 234846.75),(70 233485.7),(71 231497.1),(72 230349.42),(73 230871.2),(74 231904.52),(75 232806.11),(76 232721.13),(77 229673.38),(78 226729.05),(79 225030.33),
(1 21396.168),(2 56152.93),(3 85361.9),(4 109881.8),(5 123527.945),(6 135197.02),(7 145292.64),(8 154579.45),(9 162401.73),(10 170937.84),(11 180833.38),(12 189097.55),(13 194593),(14 201630.16),(15 209709.3),(16 216613.98),(17 220675.44),(18 219417.61),(19 216474.61),(20 217051.48),(21 217107.94),(22 215379.89),(23 212805.89),(24 210968.44),(25 211507.72),(26 211143.77),(27 209883.22),(28 211363.9),(29 212181.77),(30 212584.8),(31 213446.72),(32 214988.13),(33 216305.72),(34 218590.98),(35 219200.8),(36 217289.73),(37 215356.34),(38 213404.7),(39 211914.61),(40 210745.95),(41 210338.2),(42 211667.67),(43 214100.06),(44 216166.95),(45 218292.83),(46 219319.45),(47 221375.17),(48 220719.22),(49 219353.3),(50 220140.61),(51 222744.22),(52 224458),(53 225609.06),(54 225501.6),(55 224239.9),(56 223671),(57 224808.8),(58 225893.94),(59 225065.2),(60 221952.67),(61 218994.52),(62 218870.06),(63 221387.89),(64 223944.48),(65 225172.5),(66 227282.9),(67 228810.44),(68 228567.3),(69 232038.02),(70 234667.16),(71 236271.61),(72 236095.61),(73 234147.33),(74 231443.16),(75 227961.88),(76 223875.94),(77 219486.6),(78 216235.2),(79 214834.73),
(1 20626.81),(2 53488.152),(3 80411.11),(4 102583.664),(5 117516.48),(6 129701.664),(7 140063.97),(8 148422.8),(9 156434.86),(10 166035.78),(11 176178.73),(12 184457.56),(13 192227.28),(14 198083.14),(15 203586.83),(16 207884.95),(17 208479.69),(18 207618.14),(19 208321.94),(20 209173.52),(21 209599.58),(22 208075.6),(23 206134.4),(24 204872.31),(25 203355.66),(26 201632.63),(27 201247.72),(28 202580.63),(29 202964.69),(30 202251.98),(31 202605.86),(32 202546.05),(33 202678),(34 200917.7),(35 198769.33),(36 197305.94),(37 197228.38),(38 196870.53),(39 195676.72),(40 194782.69),(41 191876.05),(42 192279.27),(43 194129.47),(44 195768.89),(45 199471.11),(46 202702.55),(47 203804.56),(48 205432.44),(49 206564.34),(50 209827.11),(51 213059.2),(52 214652.02),(53 215686.06),(54 215473.45),(55 215179.05),(56 215320.67),(57 215039.58),(58 214131.5),(59 217345.38),(60 219145.72),(61 218438.86),(62 216647.7),(63 215461.27),(64 216302.19),(65 218720.9),(66 221286.97),(67 222790.86),(68 222499.75),(69 220492.44),(70 220235.44),(71 220748.05),(72 221639.08),(73 222571.95),(74 221972.42),(75 221068.28),(76 219754.98),(77 218321.8),(78 217594.4),(79 217106.42),
(1 21890.035),(2 57558.52),(3 86252.79),(4 109849.17),(5 124528.695),(6 135143.48),(7 143317.5),(8 151185.72),(9 159166.81),(10 166756.16),(11 173981.33),(12 179582.3),(13 184840.53),(14 189758.3),(15 193182.77),(16 197275.33),(17 199283.56),(18 199758.25),(19 200639.53),(20 201994.38),(21 202874.81),(22 200304.53),(23 196360.61),(24 193024.83),(25 192835.13),(26 192830.2),(27 197159.94),(28 201910.06),(29 203190.72),(30 204040.28),(31 203957.05),(32 202177.39),(33 200325.23),(34 200258.84),(35 200279.55),(36 200761.11),(37 201559.56),(38 199844.83),(39 196356.08),(40 192101.39),(41 187837.78),(42 186660.88),(43 189382.95),(44 191285.34),(45 195047.33),(46 197907.02),(47 198461.06),(48 199882.72),(49 199532.88),(50 199481.11),(51 201056.8),(52 202860.44),(53 203579.64),(54 206356.22),(55 210068.61),(56 212144.98),(57 211731.28),(58 211693.55),(59 209827.5),(60 208080.28),(61 207352.8),(62 206853.55),(63 207747.17),(64 209563.02),(65 210893.39),(66 211643.98),(67 213018.69),(68 214328.05),(69 211246.89),(70 212117.27),(71 212616.75),(72 211627.27),(73 209446.94),(74 205254.34),(75 200551.69),(76 198390.34),(77 196856.8),(78 197333.5),(79 197387.42),
(1 21544.87),(2 56400.703),(3 85127.766),(4 108778.98),(5 124728.13),(6 136592.95),(7 145222.03),(8 153649.02),(9 162108.19),(10 171329.45),(11 179562.02),(12 185509.53),(13 192427.47),(14 197026.38),(15 202262.95),(16 204741.58),(17 205603.95),(18 205834.16),(19 206604.47),(20 208102.58),(21 209428.73),(22 209728.05),(23 209168.73),(24 206651.63),(25 205035.38),(26 205171.69),(27 206687.19),(28 208511.19),(29 210420.78),(30 210992.48),(31 210993.63),(32 210424.34),(33 209518.69),(34 207695.63),(35 205464.67),(36 203550.69),(37 203212.42),(38 200947.13),(39 197716.89),(40 193715.84),(41 188788.53),(42 191820.89),(43 195592.58),(44 197432.55),(45 199485.38),(46 200502.33),(47 199585.95),(48 200745.95),(49 202868.81),(50 204298.47),(51 205212.69),(52 206005.67),(53 206945.86),(54 208792.2),(55 212655.48),(56 217011.13),(57 220565.63),(58 222492.42),(59 221032.16),(60 219113.53),(61 217572.53),(62 216685.05),(63 216137.53),(64 214440.14),(65 212713.75),(66 212724.47),(67 214572.33),(68 216809.84),(69 214800.28),(70 212873.05),(71 210480.27),(72 207727.88),(73 204967.28),(74 203124.14),(75 203564.2),(76 204121.95),(77 203479.58),(78 202778.84),(79 201124.19),
(1 21357.068),(2 55011.49),(3 81720.76),(4 104309.85),(5 118965.92),(6 129295.13),(7 138653.08),(8 146917.97),(9 155488.5),(10 161682.19),(11 165147.66),(12 167616.3),(13 171854.28),(14 175668.19),(15 178243.42),(16 181757.75),(17 184681.94),(18 185979.78),(19 187234.9),(20 189945.45),(21 190921.81),(22 188210.61),(23 187488.13),(24 187299.44),(25 188087.61),(26 188716.67),(27 188907.53),(28 188303.64),(29 188237.08),(30 188243.44),(31 187771.64),(32 188203.38),(33 186967.31),(34 184536.97),(35 181789.8),(36 181698.61),(37 183072.2),(38 184547.66),(39 185281.94),(40 185276.58),(41 183395.05),(42 182532.36),(43 183331.13),(44 183790.64),(45 183645.08),(46 184744.97),(47 186816.58),(48 187801.94),(49 187409.44),(50 187447.27),(51 187596.67),(52 187894.44),(53 188956.47),(54 189848.67),(55 191871.66),(56 194905.98),(57 196296.98),(58 195732.13),(59 195161.45),(60 193717.98),(61 193411.84),(62 195858.2),(63 199813.84),(64 202701.81),(65 204223.11),(66 205605.39),(67 207038.7),(68 208913.11),(69 209193.66),(70 209193.75),(71 209109.08),(72 210023.44),(73 211478.77),(74 211276.1),(75 209767.88),(76 208583.25),(77 206431.31),(78 204195.19),(79 202571.66),
(1 19855.951),(2 50684.76),(3 75003.42),(4 95501.695),(5 108644.45),(6 118389.11),(7 127065.36),(8 135159.84),(9 141631.95),(10 146806.75),(11 151022.3),(12 154253.6),(13 160507.05),(14 167471.48),(15 173305.28),(16 176374.44),(17 176344.94),(18 175066.44),(19 175826.83),(20 177110.1),(21 178425.66),(22 177561.88),(23 176979.25),(24 175688.31),(25 175701.06),(26 177028.98),(27 176984.44),(28 177784.97),(29 178066.42),(30 177887.8),(31 177659.2),(32 177849.5),(33 179085.4),(34 180581.45),(35 180224.61),(36 177026.42),(37 173220.45),(38 169691.72),(39 167354.3),(40 166662.97),(41 166250.97),(42 163843.77),(43 161461.75),(44 159720.48),(45 159392.98),(46 160795.98),(47 162603.16),(48 163609.06),(49 164591.11),(50 165547.88),(51 167322.16),(52 169388.69),(53 171416.75),(54 173212.28),(55 174503.36),(56 174077.05),(57 173946.08),(58 174414.23),(59 174471.42),(60 175662.95),(61 177139.56),(62 178183.94),(63 178812.66),(64 180213.69),(65 182117.7),(66 185548.05),(67 188044.28),(68 189182.73),(69 190483.72),(70 190052.16),(71 189428.89),(72 188456.31),(73 189506),(74 190087.56),(75 189460.88),(76 187993.5),(77 186825.75),(78 185646.66),(79 184476.05),
(1 20408.838),(2 53892.094),(3 79989.31),(4 99800.06),(5 110810.95),(6 118571.836),(7 125192.67),(8 132170.94),(9 139454.39),(10 145291.58),(11 149624.25),(12 152998.98),(13 156933.11),(14 163169.58),(15 167977.73),(16 169501.28),(17 169382.73),(18 168521.58),(19 168257.11),(20 168772.81),(21 169401.7),(22 169666),(23 168875.48),(24 168178.84),(25 168582.22),(26 169311.17),(27 168716.16),(28 168563.02),(29 168130.44),(30 168335.3),(31 171858.58),(32 171937.72),(33 170155.84),(34 167648.66),(35 166608.67),(36 165400.83),(37 164759.19),(38 162973.08),(39 161452.17),(40 160553.3),(41 159716.73),(42 157813.67),(43 155823.33),(44 154032.63),(45 155311.3),(46 157587.17),(47 157581.67),(48 157783.94),(49 157961.4),(50 158847.11),(51 160674.94),(52 161580.22),(53 162281.36),(54 163626.67),(55 165962.16),(56 167794.84),(57 169644.7),(58 172054.02),(59 173569.81),(60 174951.22),(61 176310.1),(62 177209.48),(63 177915.73),(64 177732.44),(65 176956.36),(66 177006.52),(67 177353.64),(68 177582.45),(69 179668.44),(70 179540.2),(71 178679.03),(72 177923.19),(73 178157.81),(74 178083.28),(75 178894.83),(76 177538.38),(77 176606.17),(78 176375.48),(79 177032.2),
(1 19685.14),(2 50976.938),(3 74167.35),(4 91365.38),(5 103540.07),(6 112667.945),(7 120253.93),(8 128365.9),(9 136254.34),(10 142829.9),(11 148703.94),(12 152683.22),(13 155734.81),(14 159880.83),(15 161064.25),(16 160170.28),(17 159928.66),(18 160837.98),(19 163346.25),(20 164845.1),(21 162512.31),(22 159539.08),(23 157652.64),(24 157723.58),(25 160530.72),(26 163570.97),(27 165843.56),(28 168080.22),(29 170265.38),(30 171950.31),(31 174433.98),(32 173635.81),(33 169919.81),(34 168328.7),(35 168930.06),(36 168898.14),(37 168798.13),(38 167631.98),(39 165278.84),(40 162812.83),(41 162889.7),(42 163099.38),(43 162694.73),(44 163494.2),(45 164980.39),(46 164957.13),(47 162990.3),(48 162230.66),(49 162110.44),(50 163130.34),(51 164722.94),(52 164944.56),(53 165402.95),(54 166917.36),(55 168396.92),(56 169253.6),(57 170016.19),(58 170970.33),(59 170309.56),(60 170013.25),(61 170548.22),(62 170424.67),(63 169822.42),(64 169468.4),(65 168944.72),(66 168568.14),(67 169055.81),(68 170885.4),(69 172515.05),(70 172809.78),(71 171259.9),(72 168472.42),(73 166693.58),(74 166434.22),(75 167446.1),(76 167622.78),(77 168686.94),(78 169826.55),(79 169726.7),
(1 20018.88),(2 51401.19),(3 74550.78),(4 91416.555),(5 101909.23),(6 109742.92),(7 116823.7),(8 124001.07),(9 130513.086),(10 135485.66),(11 139734.2),(12 142133.1),(13 146456.95),(14 152221.13),(15 155776.9),(16 158266.13),(17 159980.22),(18 160282.08),(19 160522.48),(20 160562.55),(21 160923.39),(22 159786.47),(23 159633.36),(24 159564.45),(25 160323.27),(26 162099.48),(27 162958.78),(28 162229.36),(29 162469.23),(30 163446.84),(31 164919.8),(32 166426.36),(33 166256.6),(34 167458.8),(35 168155.53),(36 167689.39),(37 166681.94),(38 164948.81),(39 163525.2),(40 161540.92),(41 160165.55),(42 159007.08),(43 159044.67),(44 160078.98),(45 162022.28),(46 162151.98),(47 162148.33),(48 162472.67),(49 162604),(50 163727.47),(51 164915.28),(52 165339.63),(53 165510.16),(54 167005.86),(55 168227.27),(56 167777.19),(57 166782.25),(58 165309.05),(59 164180.17),(60 163920.77),(61 164653.23),(62 165702.83),(63 166158.39),(64 164975.08),(65 164082.75),(66 162612.98),(67 161726.34),(68 161802.83),(69 161343.77),(70 160485.13),(71 158437.31),(72 155664.06),(73 154015.39),(74 154343.84),(75 154989.22),(76 156001.75),(77 157236.08),(78 157562.36),(79 156010.25),
