1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20630.164),(2 50097.137),(3 88533.75),(4 138460.23),(5 191955.92),(6 243801.5),(7 298845.16),(8 362205.16),(9 412094.75),(10 454166.5),(11 496147.5),(12 519008.13),(13 553230.56),(14 589945.2),(15 622017.3),(16 658751.94),(17 697811.44),(18 731449.25),(19 774774.25),(20 824590.2),(21 864361.2),(22 914693.25),(23 963769.44),(24 1002850.25),(25 1040553.75),(26 1068329.4),(27 1078258.5),(28 1091191.6),(29 1104389.6),(30 1150156),(31 1180339.5),(32 1227554.9),(33 1298320.9),(34 1355190.1),(35 1429105.1),(36 1494866.4),(37 1543892.4),(38 1619346),(39 1672921.6),(40 1689497.6),(41 1733111.4),(42 1762733.4),(43 1769389),(44 1799398),(45 1830022),(46 1846007.1),(47 1865655.1),(48 1882064.9),(49 1929153.6),(50 1990481.9),(51 2068547),(52 2145370),(53 2242240),(54 2317773.8),(55 2452234.3),(56 2554841.3),(57 2663873.8),(58 2772184.5),(59 2883696),(60 3002650.8),(61 3137946),(62 3292604),(63 3430741.8),(64 3553940.8),(65 3681838.8),(66 3793642.8),(67 3920637.8),(68 4073888.3),(69 4223992),(70 4372622.5),(71 4512168),(72 4638768),(73 4783180.5),(74 4882308.5),(75 4995324.5),(76 5102508.5),(77 5222523.5),(78 5313596),(79 5414284),
(1 899.40845),(2 1304.7122),(3 1542.6791),(4 1735.3807),(5 1924.5933),(6 2007.9875),(7 2102.433),(8 2187.706),(9 2195.3655),(10 2241.572),(11 2301.004),(12 2281.2712),(13 2310.061),(14 2373.6506),(15 2351.4146),(16 2356.984),(17 2433.5054),(18 2390.3845),(19 2402.1934),(20 2411.962),(21 2376.819),(22 2421.3877),(23 2464.242),(24 2448.791),(25 2463.0493),(26 2479.762),(27 2493.821),(28 2500.6545),(29 2563.4275),(30 2531.8164),(31 2577.9165),(32 2556.9817),(33 2553.941),(34 2601.2039),(35 2587.4285),(36 2558.6377),(37 2600.6716),(38 2552.108),(39 2523.6553),(40 2558.7078),(41 2535.0232),(42 2514.354),(43 2505.7964),(44 2491.8066),(45 2482.4668),(46 2534.6492),(47 2540.441),(48 2526.8179),(49 2561.3752),(50 2523.42),(51 2536.8533),(52 2581.5068),(53 2571.851),(54 2573.6772),(55 2657.6697),(56 2633.6018),(57 2662.0327),(58 2717.8364),(59 2658.2197),(60 2652.5427),(61 2692.023),(62 2631.242),(63 2629.1116),(64 2669.0728),(65 2589.9373),(66 2597.343),(67 2608.0994),(68 2584.3806),(69 2560.7754),(70 2562.145),(71 2490.3696),(72 2469.8125),(73 2469.4875),(74 2444.4678),(75 2477.7168),(76 2530.0205),(77 2536.7312),(78 2553.8413),(79 2618.6235),
(1 875.7864),(2 1279.0791),(3 1524.8625),(4 1662.8884),(5 1846.5234),(6 1932.1567),(7 1986.6974),(8 2041.6561),(9 2046.5125),(10 2088.0251),(11 2174.2097),(12 2162.0947),(13 2202.7646),(14 2255.7185),(15 2261.3616),(16 2274.9185),(17 2343.915),(18 2331.157),(19 2346.6042),(20 2368.9756),(21 2348.2202),(22 2359.4211),(23 2398.916),(24 2401.7144),(25 2401.7651),(26 2412.701),(27 2414.2283),(28 2434.5627),(29 2481.078),(30 2483.4504),(31 2505.9326),(32 2485.6326),(33 2481.2622),(34 2536.8508),(35 2521.7917),(36 2494.9856),(37 2522.2178),(38 2474.0474),(39 2466.2827),(40 2499.019),(41 2462.1472),(42 2461.3967),(43 2476.6455),(44 2455.1594),(45 2406.8574),(46 2435.382),(47 2456.371),(48 2449.1362),(49 2464.1995),(50 2459.225),(51 2463.6284),(52 2512.4138),(53 2532.154),(54 2531.0388),(55 2592.5059),(56 2607.6902),(57 2639.367),(58 2718.9104),(59 2676.1682),(60 2654.5764),(61 2713.64),(62 2646.7131),(63 2592.0476),(64 2603.9094),(65 2568.786),(66 2556.0479),(67 2558.31),(68 2503.9365),(69 2498.042),(70 2505.3032),(71 2469.0352),(72 2482.5203),(73 2498.206),(74 2457.0562),(75 2486.7595),(76 2505.2834),(77 2478.5771),(78 2515.7168),(79 2562.432),
(1 869.53656),(2 1272.4209),(3 1518.0466),(4 1676.2214),(5 1863.1563),(6 1962.6707),(7 2011.617),(8 2063.7913),(9 2082.056),(10 2121.3896),(11 2174.5945),(12 2140.024),(13 2187.4006),(14 2236.969),(15 2232.6357),(16 2273.315),(17 2356.7417),(18 2309.0173),(19 2340.2485),(20 2362.737),(21 2329.4844),(22 2346.7566),(23 2380.507),(24 2344.3413),(25 2372.0212),(26 2419.403),(27 2425.3843),(28 2427.094),(29 2475.063),(30 2447.081),(31 2480.6736),(32 2461.139),(33 2456.313),(34 2501.2866),(35 2481.215),(36 2461.3564),(37 2486.601),(38 2445.1047),(39 2430.4702),(40 2445.0527),(41 2440.7205),(42 2430.1443),(43 2440.2192),(44 2405.8718),(45 2378.2356),(46 2433.9194),(47 2428.9502),(48 2409.363),(49 2462.597),(50 2478.2346),(51 2497.0908),(52 2561.1912),(53 2573.1687),(54 2582.1426),(55 2618.7764),(56 2603.7422),(57 2632.1443),(58 2704.0793),(59 2658.5981),(60 2645.3018),(61 2667.3826),(62 2588.021),(63 2584.6353),(64 2611.6345),(65 2569.3313),(66 2539.7986),(67 2574.8325),(68 2526.9673),(69 2537.747),(70 2573.727),(71 2513.1997),(72 2527.4238),(73 2549.6787),(74 2514.993),(75 2559.3157),(76 2590.143),(77 2577.4326),(78 2622.3865),(79 2659.762),
(1 817.4072),(2 1188.5923),(3 1408.107),(4 1545.4828),(5 1740.4971),(6 1818.5603),(7 1903.8231),(8 2009.1804),(9 2019.3387),(10 2064.563),(11 2103.8296),(12 2065.3044),(13 2111.743),(14 2165.2795),(15 2155.8364),(16 2175.8381),(17 2252.5085),(18 2213.3818),(19 2226.941),(20 2258.913),(21 2248.5286),(22 2244.72),(23 2276.1592),(24 2240.9863),(25 2276.9998),(26 2338.2283),(27 2310.7437),(28 2329.2148),(29 2366.274),(30 2351.687),(31 2363.0498),(32 2329.911),(33 2337.8813),(34 2362.1853),(35 2333.764),(36 2315.4617),(37 2328.9548),(38 2299.872),(39 2283.4119),(40 2305.2974),(41 2293.0474),(42 2303.0002),(43 2307.505),(44 2277.6113),(45 2263.8198),(46 2293.309),(47 2285.7458),(48 2274.9753),(49 2323.4565),(50 2309.0679),(51 2318.5974),(52 2369.4766),(53 2369.684),(54 2373.5063),(55 2434.7769),(56 2419.9165),(57 2437.5442),(58 2458.748),(59 2416.8018),(60 2428.8887),(61 2453.7678),(62 2399.0364),(63 2428.6267),(64 2426.3892),(65 2415.2375),(66 2412.3738),(67 2440.5361),(68 2406.8748),(69 2411.6655),(70 2450.2854),(71 2421.4006),(72 2410.6482),(73 2451.3418),(74 2424.1821),(75 2474.2344),(76 2510.9995),(77 2533.3071),(78 2566.626),(79 2629.5183),
(1 836.7859),(2 1208.8541),(3 1406.766),(4 1549.1941),(5 1748.3693),(6 1779.6902),(7 1846.8552),(8 1941.356),(9 1947.4017),(10 1994.9911),(11 2052.2158),(12 2060.7866),(13 2094.447),(14 2104.8208),(15 2090.7944),(16 2117.6323),(17 2200.2607),(18 2149.9297),(19 2173.3186),(20 2211.2007),(21 2174.461),(22 2190.3022),(23 2246.364),(24 2218.5742),(25 2239.7097),(26 2303.1677),(27 2287.4734),(28 2288.1372),(29 2325.449),(30 2347.6084),(31 2354.341),(32 2336.478),(33 2324.911),(34 2354.3347),(35 2337.805),(36 2332.374),(37 2368.7734),(38 2342.838),(39 2341.2131),(40 2377.3528),(41 2348.0986),(42 2341.0684),(43 2355.7544),(44 2326.4023),(45 2311.999),(46 2312.411),(47 2291.4424),(48 2297.1458),(49 2332.464),(50 2321.112),(51 2339.2214),(52 2379.786),(53 2376.8972),(54 2389.4736),(55 2474.0715),(56 2433.0273),(57 2426.491),(58 2467.324),(59 2406.7937),(60 2415.0706),(61 2462.6907),(62 2409.877),(63 2440.3323),(64 2463.4448),(65 2415.1147),(66 2396.6975),(67 2416.077),(68 2376.785),(69 2353.2625),(70 2370.44),(71 2344.2087),(72 2349.2144),(73 2387.047),(74 2339.5898),(75 2364.7048),(76 2393.6785),(77 2402.6875),(78 2452.5051),(79 2514.0164),
(1 827.66595),(2 1194.2206),(3 1384.0364),(4 1492.3762),(5 1696.086),(6 1739.6173),(7 1776.37),(8 1844.9374),(9 1866.1862),(10 1915.459),(11 1961.8499),(12 1982.0272),(13 2007.1871),(14 2036.5892),(15 2004.105),(16 2018.5566),(17 2065.271),(18 2043.9707),(19 2048.8198),(20 2096.0955),(21 2048.5427),(22 2060.7454),(23 2118.2825),(24 2086.8696),(25 2109.1206),(26 2157.002),(27 2114.7988),(28 2138.5613),(29 2211.1382),(30 2225.4377),(31 2237.0645),(32 2236.0544),(33 2218.4438),(34 2263.0117),(35 2257.5598),(36 2271.665),(37 2306.1997),(38 2288.9146),(39 2290.4846),(40 2317.8296),(41 2274.0808),(42 2247.9827),(43 2259.1357),(44 2226.8752),(45 2238.4622),(46 2254.9653),(47 2239.744),(48 2219.3735),(49 2238.026),(50 2219.5942),(51 2253.3057),(52 2311.6956),(53 2268.2012),(54 2268.151),(55 2339.29),(56 2312.3486),(57 2334.7405),(58 2371.6443),(59 2331.8896),(60 2359.627),(61 2396.4832),(62 2370.1924),(63 2372.6377),(64 2400.3308),(65 2379.072),(66 2333.4094),(67 2343.0723),(68 2332.4167),(69 2304.4126),(70 2301.7905),(71 2273.0386),(72 2293.6868),(73 2321.1528),(74 2302.4163),(75 2304.3374),(76 2327.9863),(77 2315.0774),(78 2346.8115),(79 2393.702),
(1 802.6815),(2 1146.8749),(3 1341.0632),(4 1478.8458),(5 1702.7726),(6 1739.6748),(7 1810.5752),(8 1876.1931),(9 1877.8558),(10 1918.6022),(11 1978.1925),(12 1969.2231),(13 2001.402),(14 2069.1597),(15 2055.8257),(16 2066.963),(17 2124.6667),(18 2100.732),(19 2115.0828),(20 2171.2979),(21 2101.476),(22 2107.486),(23 2134.453),(24 2098.6462),(25 2108.8499),(26 2129.1025),(27 2082.986),(28 2100.2065),(29 2151.3303),(30 2135.0122),(31 2174.1697),(32 2175.658),(33 2181.5583),(34 2206.7087),(35 2216.652),(36 2215.5105),(37 2239.6082),(38 2205.6333),(39 2192.9048),(40 2223.1782),(41 2201.5156),(42 2215.0774),(43 2233.5198),(44 2212.998),(45 2213.3948),(46 2249.6133),(47 2243.5447),(48 2220.8171),(49 2234.098),(50 2230.94),(51 2248.3645),(52 2300.0247),(53 2268.3328),(54 2298.596),(55 2349.6167),(56 2349.8513),(57 2369.581),(58 2407.1265),(59 2342.6316),(60 2354.588),(61 2406.349),(62 2371.9697),(63 2353.0403),(64 2402.3594),(65 2346.9985),(66 2354.8022),(67 2357.4082),(68 2338.4622),(69 2318.572),(70 2343.6702),(71 2282.1633),(72 2268.469),(73 2302.8418),(74 2283.749),(75 2286.0488),(76 2307.3667),(77 2313.7969),(78 2313.758),(79 2335.7097),
(1 786.5853),(2 1130.5726),(3 1317.4929),(4 1464.3519),(5 1641.5819),(6 1683.5132),(7 1715.8186),(8 1778.9039),(9 1812.515),(10 1840.0138),(11 1909.9957),(12 1894.0918),(13 1922.3534),(14 1972.2703),(15 1978.4656),(16 1992.1721),(17 2052.0823),(18 2032.4915),(19 2048.696),(20 2100.4666),(21 2059.9666),(22 2061.929),(23 2087.2312),(24 2056.1829),(25 2073.3174),(26 2106.1035),(27 2068.4768),(28 2092.7546),(29 2132.298),(30 2094.5198),(31 2115.6572),(32 2119.454),(33 2132.5662),(34 2187.0073),(35 2151.158),(36 2150.0186),(37 2166.3987),(38 2142.6091),(39 2132.334),(40 2125.8042),(41 2126.5002),(42 2113.6697),(43 2134.9634),(44 2105.8154),(45 2093.569),(46 2145.3376),(47 2129.6743),(48 2140.453),(49 2164.8577),(50 2113.0984),(51 2137.9692),(52 2186.0088),(53 2175.1194),(54 2194.351),(55 2251.2095),(56 2221.659),(57 2222.333),(58 2247.0005),(59 2207.5154),(60 2222.8682),(61 2251.4985),(62 2227.013),(63 2217.1992),(64 2254.4307),(65 2230.9998),(66 2221.511),(67 2241.4875),(68 2184.5718),(69 2175.5054),(70 2235.65),(71 2214.2104),(72 2184.3694),(73 2201.08),(74 2187.5325),(75 2210.7188),(76 2240.2703),(77 2236.8428),(78 2219.2458),(79 2244.721),
(1 787.9048),(2 1117.9823),(3 1288.6835),(4 1426.6145),(5 1618.144),(6 1671.6859),(7 1724.147),(8 1776.8396),(9 1788.6118),(10 1823.9434),(11 1891.3823),(12 1869.3544),(13 1875.2299),(14 1942.624),(15 1928.9054),(16 1954.0911),(17 2002.0216),(18 1970.3387),(19 2003.9777),(20 2047.7233),(21 2018.5736),(22 2022.1846),(23 2042.9728),(24 2013.4281),(25 2033.4127),(26 2062.9832),(27 2037.908),(28 2065.002),(29 2131.8289),(30 2123.1062),(31 2134.4053),(32 2118.7622),(33 2133.7651),(34 2187.9507),(35 2174.2769),(36 2154.6277),(37 2187.8381),(38 2141.547),(39 2104.4102),(40 2130.9648),(41 2083.8423),(42 2070.6692),(43 2071.2915),(44 2046.5282),(45 2059.258),(46 2086.8862),(47 2054.85),(48 2059.0334),(49 2082.941),(50 2053.2764),(51 2056.0063),(52 2088.333),(53 2092.6453),(54 2092.0894),(55 2141.7236),(56 2135.2068),(57 2143.0957),(58 2183.8875),(59 2153.3203),(60 2115.7568),(61 2136.7646),(62 2129.2131),(63 2147.3098),(64 2177.1208),(65 2139.6414),(66 2126.6704),(67 2128.7834),(68 2093.6946),(69 2075.4124),(70 2132.5752),(71 2112.2058),(72 2098.1523),(73 2130.0627),(74 2081.0186),(75 2108.6619),(76 2139.2292),(77 2129.4744),(78 2125.9983),(79 2174.1687),
(1 787.7035),(2 1143.7797),(3 1355.3757),(4 1502.3212),(5 1670.6567),(6 1728.9188),(7 1788.1543),(8 1846.4421),(9 1867.4926),(10 1858.6189),(11 1912.4142),(12 1901.665),(13 1934.1201),(14 1985.8501),(15 1936.4572),(16 1939.6089),(17 1967.5311),(18 1942.2241),(19 1955.1276),(20 1980.1395),(21 1957.2743),(22 1981.9058),(23 2023.0776),(24 2013.4484),(25 2037.1571),(26 2098.6597),(27 2084.709),(28 2108.0115),(29 2179.0283),(30 2187.0435),(31 2221.3582),(32 2190.1812),(33 2195.3274),(34 2225.6472),(35 2211.39),(36 2209.0217),(37 2245.0125),(38 2203.413),(39 2174.2925),(40 2205.8748),(41 2166.206),(42 2136.717),(43 2161.241),(44 2130.0505),(45 2105.7568),(46 2135.5032),(47 2137.0796),(48 2132.6614),(49 2149.6309),(50 2142.963),(51 2174.2402),(52 2214.9563),(53 2219.4841),(54 2219.568),(55 2292.1802),(56 2270.109),(57 2258.4092),(58 2317.544),(59 2259.9492),(60 2271.5918),(61 2300.2798),(62 2257.8257),(63 2259.9966),(64 2290.1348),(65 2278.0417),(66 2243.876),(67 2256.4773),(68 2197.5105),(69 2171.0356),(70 2207.844),(71 2189.1672),(72 2163.9158),(73 2192.2412),(74 2163.7295),(75 2166.4165),(76 2200.4773),(77 2204.5076),(78 2205.7646),(79 2234.4036),
(1 768.25305),(2 1099.3423),(3 1307.16),(4 1425.4531),(5 1596.8658),(6 1684.5913),(7 1735.3053),(8 1797.0504),(9 1798.0314),(10 1800.591),(11 1845.5164),(12 1830.589),(13 1851.6246),(14 1906.816),(15 1897.1592),(16 1898.5953),(17 1936.4219),(18 1890.1952),(19 1893.7227),(20 1923.3578),(21 1902.0989),(22 1907.6423),(23 1955.1455),(24 1917.0085),(25 1928.019),(26 1999.6135),(27 1978.3436),(28 1977.2162),(29 2051.68),(30 2064.2178),(31 2113.7258),(32 2096.6624),(33 2094.9204),(34 2113.8313),(35 2115.4846),(36 2110.9155),(37 2138.0151),(38 2138.4985),(39 2150.8096),(40 2190.2742),(41 2158.2485),(42 2159.1233),(43 2173.5588),(44 2142.1448),(45 2099.609),(46 2116.9521),(47 2130.6665),(48 2158.2527),(49 2189.9775),(50 2160.5688),(51 2153.195),(52 2164.4128),(53 2160.1116),(54 2166.2231),(55 2207.3508),(56 2174.7397),(57 2180.6887),(58 2214.8887),(59 2183.3398),(60 2184.6418),(61 2215.6904),(62 2161.9976),(63 2154.1519),(64 2185.9731),(65 2168.9236),(66 2153.2314),(67 2176.8276),(68 2132.101),(69 2128.7002),(70 2164.8162),(71 2123.7922),(72 2111.4233),(73 2116.7754),(74 2073.6194),(75 2105.0645),(76 2139.8699),(77 2140.1519),(78 2154.935),(79 2188.2986),
(1 763.15656),(2 1070.1261),(3 1256.039),(4 1371.3517),(5 1548.44),(6 1613.7175),(7 1661.7135),(8 1725.5692),(9 1726.7162),(10 1741.072),(11 1800.4442),(12 1790.5427),(13 1788.4703),(14 1840.9323),(15 1840.496),(16 1853.467),(17 1879.7559),(18 1852.1521),(19 1853.9435),(20 1893.3005),(21 1864.5416),(22 1879.03),(23 1924.3037),(24 1886.6495),(25 1895.6581),(26 1991.103),(27 1976.6438),(28 2018.0415),(29 2079.2202),(30 2095.167),(31 2137.2551),(32 2143.6106),(33 2152.2185),(34 2193.0493),(35 2167.3274),(36 2151.9329),(37 2163.54),(38 2147.7236),(39 2144.9082),(40 2173.0535),(41 2137.9302),(42 2132.3884),(43 2161.9678),(44 2108.4832),(45 2078.8584),(46 2100.8132),(47 2064.6145),(48 2095.8977),(49 2119.7036),(50 2083.2368),(51 2098.8577),(52 2125.5645),(53 2123.2842),(54 2107.0474),(55 2138.0522),(56 2095.6853),(57 2085.5352),(58 2123.725),(59 2078.5596),(60 2087.0796),(61 2114.071),(62 2075.155),(63 2066.491),(64 2107.976),(65 2074.322),(66 2083.1155),(67 2092.9285),(68 2033.851),(69 2029.0779),(70 2064.871),(71 2029.4962),(72 2039.1716),(73 2044.3931),(74 2005.3959),(75 1988.7186),(76 2050.4346),(77 2052.2866),(78 2055.8186),(79 2129.5435),
(1 747.8865),(2 1050.0062),(3 1226.1062),(4 1359.2051),(5 1549.3156),(6 1617.4836),(7 1661.6981),(8 1715.1555),(9 1738.8704),(10 1767.0314),(11 1807.0532),(12 1795.5468),(13 1805.363),(14 1842.4298),(15 1841.0267),(16 1845.918),(17 1887.4191),(18 1876.0841),(19 1855.0409),(20 1892.2242),(21 1877.1993),(22 1884.24),(23 1924.4625),(24 1883.0453),(25 1910.7754),(26 1948.9703),(27 1932.7935),(28 1962.9697),(29 2031.2007),(30 1994.9849),(31 2046.5826),(32 2030.3276),(33 2033.0046),(34 2078.25),(35 2047.5321),(36 2057.1687),(37 2096.51),(38 2102.9783),(39 2101.9185),(40 2155.6646),(41 2126.8215),(42 2095.826),(43 2133.6106),(44 2081.407),(45 2068.705),(46 2086.7056),(47 2084.3333),(48 2055.938),(49 2079.451),(50 2057.8538),(51 2068.4517),(52 2088.0547),(53 2083.131),(54 2095.7317),(55 2147.6106),(56 2096.083),(57 2084.8196),(58 2137.509),(59 2067.111),(60 2059.902),(61 2103.0327),(62 2051.716),(63 2042.8705),(64 2106.0542),(65 2085.2092),(66 2070.8782),(67 2090.8638),(68 2016.6528),(69 2022.5305),(70 2054.7983),(71 2021.1891),(72 2035.7979),(73 2048.6482),(74 2001.7919),(75 1984.8817),(76 2028.6072),(77 2017.5123),(78 2025.0938),(79 2078.223),
(1 717.693),(2 1001.11066),(3 1178.1295),(4 1296.4241),(5 1481.4734),(6 1533.2465),(7 1591.0149),(8 1630.447),(9 1668.033),(10 1691.322),(11 1742.8114),(12 1715.8861),(13 1737.496),(14 1780.943),(15 1788.4816),(16 1790.194),(17 1869.273),(18 1848.9047),(19 1852.0026),(20 1882.175),(21 1844.0111),(22 1846.5986),(23 1872.0302),(24 1832.9056),(25 1871.3889),(26 1902.2144),(27 1893.5719),(28 1928.6115),(29 1962.4824),(30 1926.9832),(31 1955.1234),(32 1925.6077),(33 1930.9961),(34 1957.9841),(35 1952.304),(36 1951.345),(37 1973.1974),(38 1944.26),(39 1942.088),(40 1969.5793),(41 1946.0044),(42 1939.2751),(43 1943.584),(44 1909.3259),(45 1873.437),(46 1904.8591),(47 1900.366),(48 1890.9546),(49 1939.333),(50 1912.029),(51 1947.6166),(52 1985.3396),(53 1976.9764),(54 1992.45),(55 2026.0651),(56 1996.6528),(57 1983.7523),(58 2008.278),(59 1966.4984),(60 1987.464),(61 2026.7406),(62 1985.5966),(63 1972.8723),(64 2013.0336),(65 1995.325),(66 1976.895),(67 1990.2518),(68 1923.949),(69 1895.8309),(70 1922.0079),(71 1884.064),(72 1865.2952),(73 1900.0535),(74 1866.8645),(75 1881.718),(76 1902.9667),(77 1899.7303),(78 1928.5956),(79 1948.1315),
(1 738.75574),(2 1011.8119),(3 1190.8436),(4 1315.0656),(5 1491.6984),(6 1545.2941),(7 1578.2565),(8 1633.163),(9 1658.0862),(10 1680.1193),(11 1720.5143),(12 1707.9617),(13 1731.4625),(14 1767.4868),(15 1748.3824),(16 1768.7117),(17 1835.2582),(18 1819.686),(19 1795.893),(20 1839.9363),(21 1814.4155),(22 1825.2805),(23 1836.5444),(24 1791.7416),(25 1799.43),(26 1826.1027),(27 1841.0286),(28 1842.7094),(29 1885.5403),(30 1900.7119),(31 1920.0883),(32 1892.5638),(33 1931.691),(34 1974.7999),(35 1953.5049),(36 1947.9103),(37 1970.1941),(38 1951.413),(39 1920.1559),(40 1943.9133),(41 1932.791),(42 1929.691),(43 1949.0654),(44 1914.8934),(45 1920.8655),(46 1961.5656),(47 1952.5038),(48 1949.0217),(49 1984.3256),(50 1940.3563),(51 1940.007),(52 1981.7993),(53 1998.6504),(54 2012.9038),(55 2030.3645),(56 2002.7059),(57 2011.5775),(58 2034.8649),(59 1999.2906),(60 2004.3533),(61 2014.663),(62 1981.1821),(63 1958.244),(64 1977.2413),(65 1929.7947),(66 1921.3126),(67 1935.18),(68 1878.6923),(69 1862.2185),(70 1906.108),(71 1883.7006),(72 1867.1948),(73 1893.0366),(74 1862.0399),(75 1885.4487),(76 1930.8229),(77 1934.772),(78 1944.918),(79 1965.9781),
(1 712.6269),(2 969.15704),(3 1122.2747),(4 1255.9252),(5 1414.0865),(6 1471.5762),(7 1508.1533),(8 1560.2109),(9 1567.4053),(10 1601.959),(11 1646.2747),(12 1647.7653),(13 1686.657),(14 1719.8405),(15 1707.1066),(16 1713.0256),(17 1752.7793),(18 1709.0814),(19 1711.0452),(20 1745.5536),(21 1746.8573),(22 1740.7139),(23 1785.6854),(24 1768.7054),(25 1750.4537),(26 1778.223),(27 1782.3088),(28 1797.8623),(29 1841.3345),(30 1846.0411),(31 1852.1696),(32 1836.7561),(33 1863.2573),(34 1912.3242),(35 1890.7454),(36 1877.3268),(37 1891.0499),(38 1875.5537),(39 1867.9796),(40 1913.9952),(41 1891.3126),(42 1909.2064),(43 1921.9069),(44 1915.5636),(45 1906.9181),(46 1938.6045),(47 1922.7827),(48 1943.5289),(49 1976.1588),(50 1937.768),(51 1947.2633),(52 1993.4996),(53 1975.8015),(54 1994.116),(55 2036.4303),(56 2008.4155),(57 2028.4921),(58 2059.8108),(59 2029.6481),(60 2023.6947),(61 2072.829),(62 2008.905),(63 2006.1908),(64 2023.0597),(65 1963.1301),(66 1938.1283),(67 1977.1504),(68 1922.0704),(69 1936.1041),(70 1976.815),(71 1943.6797),(72 1926.8274),(73 1922.8801),(74 1908.4208),(75 1903.5757),(76 1966.7242),(77 1955.5496),(78 1965.8235),(79 2005.7247),
