1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,
(1 0.9516842),(2 0.9498928),(3 1.8449258),(4 8.125815),(5 28.845154),(6 28.795494),(7 39.550667),(8 42.708256),(9 41.019894),(10 41.065643),(11 38.87994),(12 35.096947),(13 31.251427),(14 31.411045),(15 27.627264),(16 30.265339),(17 34.29387),(18 34.207455),(19 40.820004),(20 49.28703),(21 49.900604),(22 49.92219),(23 53.19782),(24 50.664085),(25 48.72924),(26 48.839024),(27 45.075634),(28 41.23807),(29 45.40005),(30 45.82127),(31 63.144806),(32 69.61068),(33 60.441383),(34 60.490005),(35 60.13352),(36 58.136787),(37 70.25547),(38 70.16202),(39 71.98161),(40 76.35497),(41 72.096405),(42 72.16656),(43 70.74389),(44 76.69969),(45 77.09161),(46 76.934555),
(1 1.3098438),(2 1.3131279),(3 2.788178),(4 25.038235),(5 48.254707),(6 48.327957),(7 61.470837),(8 61.88628),(9 62.0404),(10 61.86889),(11 54.054714),(12 45.3796),(13 46.088566),(14 46.417027),(15 45.387436),(16 36.53534),(17 40.43411),(18 40.642544),(19 48.999554),(20 56.513287),(21 57.0828),(22 57.18313),(23 64.592285),(24 72.57092),(25 81.80813),(26 81.82972),(27 81.816315),(28 61.116383),(29 42.750034),(30 42.508877),(31 39.896797),(32 40.7133),(33 53.92804),(34 53.90122),(35 63.923058),(36 81.78919),(37 95.15054),(38 95.279076),(39 96.25453),(40 84.416824),(41 75.72952),(42 75.63771),(43 74.483345),(44 79.710785),(45 85.04069),(46 84.92068),
(1 2.073579),(2 2.0704532),(3 5.3284073),(4 28.56515),(5 46.481983),(6 46.42476),(7 60.493343),(8 63.984825),(9 68.79124),(10 68.889694),(11 62.10998),(12 45.150944),(13 38.340824),(14 38.277184),(15 41.308422),(16 24.933237),(17 26.083334),(18 26.008883),(19 32.543587),(20 33.663837),(21 40.632675),(22 40.551197),(23 47.31785),(24 51.94513),(25 62.73004),(26 62.72528),(27 71.92182),(28 48.34349),(29 34.635136),(30 34.545338),(31 26.724108),(32 29.090698),(33 37.124374),(34 36.98606),(35 48.973274),(36 77.09219),(37 92.22683),(38 91.97562),(39 97.20902),(40 71.42987),(41 63.304943),(42 63.306053),(43 58.528362),(44 57.33061),(45 62.483116),(46 62.575245),
(1 3.1436057),(2 3.1641402),(3 11.998267),(4 54.80892),(5 77.73123),(6 77.66535),(7 83.12212),(8 71.91955),(9 76.19199),(10 76.23106),(11 77.31471),(12 67.96025),(13 55.736233),(14 56.007248),(15 46.464764),(16 43.223534),(17 40.90016),(18 40.87686),(19 41.063854),(20 42.070457),(21 47.296288),(22 47.141964),(23 51.582825),(24 42.365387),(25 49.92365),(26 49.77303),(27 52.917084),(28 36.37003),(29 30.721594),(30 30.773193),(31 31.13956),(32 41.751537),(33 55.77421),(34 55.479233),(35 63.584953),(36 80.6671),(37 93.71062),(38 93.8933),(39 101.162674),(40 81.365105),(41 67.47245),(42 67.3663),(43 65.16958),(44 62.79091),(45 66.37055),(46 66.441536),
(1 2.773728),(2 2.7872217),(3 9.597033),(4 41.70945),(5 57.20775),(6 57.124615),(7 66.15011),(8 49.00484),(9 51.827763),(10 51.83805),(11 55.892574),(12 62.50439),(13 51.668476),(14 51.72925),(15 35.891056),(16 30.155088),(17 27.701694),(18 27.798162),(19 26.33569),(20 29.026968),(21 35.829914),(22 35.779285),(23 41.058197),(24 42.98919),(25 51.88951),(26 52.02928),(27 60.55584),(28 35.57338),(29 33.522587),(30 33.680637),(31 28.356602),(32 38.330452),(33 49.682716),(34 49.649757),(35 53.201813),(36 62.587627),(37 78.1113),(38 78.20484),(39 79.39183),(40 55.64537),(41 47.40767),(42 47.476578),(43 47.725418),(44 46.333405),(45 48.6439),(46 48.72223),
(1 3.3496516),(2 3.3172615),(3 12.903353),(4 40.44499),(5 51.301266),(6 51.146194),(7 59.818005),(8 53.544544),(9 56.748398),(10 56.78748),(11 66.02581),(12 79.23658),(13 66.0936),(14 66.00608),(15 53.67801),(16 43.357082),(17 35.998795),(18 36.132263),(19 29.43177),(20 32.866066),(21 33.65034),(22 33.697872),(23 39.16806),(24 47.595394),(25 50.628647),(26 50.46121),(27 52.034),(28 25.855715),(29 20.583254),(30 20.768923),(31 20.353025),(32 37.6488),(33 38.94458),(34 38.785378),(35 42.075214),(36 42.374283),(37 51.46506),(38 51.505516),(39 55.721054),(40 49.596607),(41 44.2028),(42 44.109978),(43 41.53204),(44 46.61715),(45 54.14023),(46 53.846554),
(1 3.1214468),(2 3.126229),(3 9.442596),(4 25.772446),(5 32.56853),(6 32.555107),(7 32.816334),(8 28.785875),(9 31.648556),(10 31.859528),(11 32.218235),(12 43.87129),(13 48.366394),(14 48.231922),(15 39.708202),(16 37.820213),(17 33.64341),(18 33.547638),(19 34.35329),(20 40.715687),(21 41.19805),(22 41.214672),(23 42.839165),(24 46.468666),(25 56.061115),(26 55.909492),(27 60.77231),(28 48.94656),(29 47.55454),(30 47.49179),(31 42.677414),(32 60.69619),(33 59.957695),(34 60.03268),(35 57.759487),(36 56.974194),(37 56.027714),(38 55.881508),(39 58.633606),(40 52.759174),(41 57.625244),(42 57.636086),(43 55.52974),(44 52.05939),(45 56.680923),(46 56.562706),
(1 2.9113412),(2 2.910104),(3 10.073195),(4 24.12925),(5 28.068935),(6 28.103065),(7 32.121628),(8 33.6241),(9 31.5444),(10 31.571701),(11 34.924763),(12 52.14411),(13 39.02284),(14 39.061146),(15 24.324488),(16 25.49142),(17 25.87296),(18 26.024345),(19 26.048965),(20 38.56995),(21 45.171844),(22 45.250187),(23 46.774784),(24 63.58458),(25 55.803032),(26 55.441887),(27 47.81136),(28 41.383064),(29 35.447945),(30 35.521164),(31 33.140438),(32 48.802505),(33 47.64313),(34 47.614845),(35 43.499386),(36 54.35689),(37 61.25679),(38 61.532536),(39 54.880264),(40 46.34584),(41 44.64797),(42 44.842197),(43 42.378048),(44 34.998238),(45 40.548),(46 40.476395),
(1 3.6573336),(2 3.6531417),(3 9.952429),(4 16.74223),(5 19.25546),(6 19.280542),(7 24.111607),(8 24.256182),(9 28.116283),(10 28.076004),(11 28.88022),(12 34.959866),(13 33.180016),(14 33.399292),(15 27.292454),(16 24.707596),(17 31.13262),(18 31.260057),(19 33.118984),(20 41.15063),(21 41.040154),(22 40.99979),(23 40.463223),(24 48.93925),(25 50.644554),(26 50.787613),(27 49.912285),(28 48.533966),(29 44.872337),(30 44.728916),(31 39.076786),(32 41.874126),(33 46.430534),(34 46.4419),(35 48.73541),(36 59.59002),(37 53.935493),(38 53.961086),(39 47.55141),(40 43.079746),(41 44.744884),(42 44.807514),(43 37.797813),(44 39.173695),(45 43.078674),(46 43.08929),
(1 3.963394),(2 3.9759),(3 9.655746),(4 18.676262),(5 19.303547),(6 19.336445),(7 20.315874),(8 28.217846),(9 19.108833),(10 19.11946),(11 21.247723),(12 35.021175),(13 35.63613),(14 35.604515),(15 30.117332),(16 28.467585),(17 30.470303),(18 30.456373),(19 32.19343),(20 37.759586),(21 37.784523),(22 37.87713),(23 35.530155),(24 46.318512),(25 45.12165),(26 45.17732),(27 41.714493),(28 38.78693),(29 30.758858),(30 30.870665),(31 29.558117),(32 36.858067),(33 40.937912),(34 40.761814),(35 43.518856),(36 46.585556),(37 40.87501),(38 40.772064),(39 37.087452),(40 39.42898),(41 41.41987),(42 41.244953),(43 45.05837),(44 51.198475),(45 50.23773),(46 50.323715),
(1 3.95725),(2 3.9665232),(3 9.333098),(4 19.113745),(5 19.082195),(6 18.987844),(7 17.794971),(8 21.975586),(9 26.587555),(10 26.433146),(11 23.614305),(12 35.461452),(13 29.467161),(14 29.462555),(15 31.61943),(16 31.256294),(17 33.361786),(18 33.308243),(19 35.029655),(20 47.03669),(21 48.034687),(22 47.9764),(23 47.098263),(24 52.365795),(25 53.118908),(26 53.078953),(27 47.995926),(28 41.73761),(29 43.74606),(30 43.89271),(31 45.590126),(32 52.81129),(33 49.153015),(34 49.06701),(35 52.04637),(36 53.828884),(37 50.36839),(38 50.486637),(39 56.53205),(40 54.2424),(41 57.48326),(42 57.409744),(43 54.75258),(44 54.498394),(45 49.035778),(46 49.091396),
