1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 2.340376),(2 2.3385787),(3 6.73165),(4 24.017176),(5 41.12674),(6 41.119858),(7 38.22219),(8 35.23616),(9 40.53578),(10 40.520885),(11 41.971603),(12 48.99826),(13 47.39646),(14 47.340397),(15 46.790997),(16 53.047474),(17 55.513157),(18 55.518055),(19 59.968468),(20 64.02739),(21 66.01807),(22 65.983505),(23 66.91462),(24 69.05717),(25 70.09251),(26 70.08497),(27 69.634514),(28 69.673485),(29 71.67583),(30 71.91714),(31 75.93767),(32 89.174904),(33 88.3192),(34 88.3439),(35 92.13035),(36 99.57948),(37 108.3039),(38 108.409874),(39 104.63841),(40 98.64612),(41 100.0281),(42 100.09358),(43 103.00632),(44 105.61757),(45 108.07354),(46 108.01687),
(1 3.5115268),(2 3.5091383),(3 8.821626),(4 23.526749),(5 29.35451),(6 29.371952),(7 33.653015),(8 42.45001),(9 45.758137),(10 45.770935),(11 48.314667),(12 51.849106),(13 51.28062),(14 51.283318),(15 53.442898),(16 58.233242),(17 61.910915),(18 61.95324),(19 65.1617),(20 69.07944),(21 68.9217),(22 68.96049),(23 70.44675),(24 69.02186),(25 69.69562),(26 69.67279),(27 70.331314),(28 72.18947),(29 72.30572),(30 72.38096),(31 75.93828),(32 83.37703),(33 85.7236),(34 85.72138),(35 85.36901),(36 87.45047),(37 90.55733),(38 90.58959),(39 91.97896),(40 86.855034),(41 86.4851),(42 86.470924),(43 86.41967),(44 89.69266),(45 92.783134),(46 92.79284),
(1 3.4118657),(2 3.4061697),(3 8.372928),(4 19.289917),(5 23.497433),(6 23.514538),(7 26.807526),(8 33.258793),(9 34.502037),(10 34.519238),(11 36.453205),(12 39.538193),(13 39.94919),(14 39.96719),(15 40.765076),(16 43.653107),(17 46.81036),(18 46.813786),(19 50.313545),(20 53.22392),(21 53.885628),(22 53.882362),(23 55.1202),(24 55.75824),(25 54.844547),(26 54.844086),(27 54.456017),(28 54.091713),(29 54.092213),(30 54.12937),(31 55.76664),(32 60.10825),(33 64.11865),(34 64.13717),(35 62.90678),(36 62.779373),(37 63.104465),(38 63.12605),(39 63.121174),(40 61.49968),(41 63.114548),(42 63.120113),(43 62.384525),(44 64.66941),(45 67.47987),(46 67.49031),
(1 3.8612),(2 3.8581269),(3 8.6495075),(4 19.451635),(5 22.412783),(6 22.42735),(7 24.69449),(8 30.995209),(9 32.998543),(10 33.00145),(11 35.26956),(12 37.431873),(13 37.455585),(14 37.463646),(15 39.64031),(16 41.367676),(17 43.090477),(18 43.08757),(19 45.370705),(20 46.8297),(21 45.66083),(22 45.659588),(23 46.43653),(24 47.460587),(25 46.617836),(26 46.600525),(27 47.753334),(28 50.62125),(29 49.995113),(30 50.010662),(31 50.85284),(32 50.657722),(33 51.488396),(34 51.506493),(35 49.51153),(36 51.417133),(37 53.475822),(38 53.485622),(39 53.799824),(40 54.155354),(41 53.755856),(42 53.78322),(43 53.101643),(44 53.828754),(45 55.231888),(46 55.252346),
(1 3.8144286),(2 3.8177097),(3 8.533968),(4 17.681953),(5 20.399916),(6 20.415094),(7 22.249197),(8 27.501976),(9 28.469877),(10 28.465998),(11 30.141224),(12 32.000328),(13 31.692083),(14 31.689886),(15 32.89893),(16 34.256676),(17 34.972157),(18 34.976616),(19 36.777267),(20 38.628414),(21 38.34943),(22 38.351143),(23 39.308926),(24 41.822483),(25 40.436684),(26 40.41562),(27 41.516575),(28 40.28456),(29 40.017464),(30 40.046425),(31 41.311237),(32 42.123375),(33 44.626118),(34 44.625206),(35 43.139435),(36 43.224907),(37 44.396336),(38 44.39466),(39 42.702583),(40 43.100338),(41 43.22807),(42 43.240726),(43 42.645996),(44 44.26963),(45 45.449146),(46 45.472263),
(1 2.7503762),(2 2.7510564),(3 6.103279),(4 11.573478),(5 12.758134),(6 12.763873),(7 13.921919),(8 17.145138),(9 17.672575),(10 17.68226),(11 18.813665),(12 20.002262),(13 20.097658),(14 20.093834),(15 21.382341),(16 22.335964),(17 22.754387),(18 22.755648),(19 23.913284),(20 25.069983),(21 24.97022),(22 24.971924),(23 25.203684),(24 25.635584),(25 25.564434),(26 25.551464),(27 26.579844),(28 26.477705),(29 26.47279),(30 26.42431),(31 26.800787),(32 27.244795),(33 29.02899),(34 29.028683),(35 27.953411),(36 28.15537),(37 28.622988),(38 28.622366),(39 28.49215),(40 28.331297),(41 28.52731),(42 28.519863),(43 28.513535),(44 27.52229),(45 28.405928),(46 28.424028),
(1 2.7981691),(2 2.800517),(3 6.0565653),(4 11.576615),(5 12.788694),(6 12.805218),(7 14.131625),(8 16.719849),(9 16.934055),(10 16.944153),(11 18.27359),(12 19.77544),(13 19.079285),(14 19.075314),(15 20.043709),(16 20.725872),(17 21.082287),(18 21.071415),(19 21.645494),(20 22.674889),(21 22.485598),(22 22.485418),(23 23.228554),(24 23.265839),(25 22.568691),(26 22.567484),(27 23.157684),(28 24.016548),(29 23.666847),(30 23.693754),(31 24.307238),(32 24.17265),(33 25.589962),(34 25.594187),(35 25.017572),(36 25.275124),(37 26.662716),(38 26.66805),(39 25.864721),(40 25.727983),(41 26.00515),(42 26.017094),(43 25.622684),(44 26.183096),(45 27.25169),(46 27.278984),
(1 2.713339),(2 2.7150955),(3 5.4841485),(4 10.140355),(5 11.187294),(6 11.188184),(7 12.314641),(8 14.1469755),(9 14.416327),(10 14.429341),(11 15.354861),(12 16.286003),(13 16.007336),(14 16.003649),(15 16.80662),(16 17.502642),(17 17.535263),(18 17.52991),(19 17.90116),(20 19.000507),(21 18.994179),(22 18.997868),(23 19.813112),(24 19.485834),(25 18.880537),(26 18.859556),(27 19.610136),(28 19.477518),(29 19.371508),(30 19.413845),(31 19.901455),(32 20.41857),(33 22.05069),(34 22.052366),(35 21.610277),(36 21.690792),(37 22.583601),(38 22.590067),(39 21.842222),(40 21.548903),(41 21.940447),(42 21.925154),(43 21.484203),(44 21.31123),(45 21.929476),(46 21.93246),
(1 2.1454504),(2 2.1454847),(3 4.4923744),(4 8.341566),(5 8.915184),(6 8.923232),(7 10.043462),(8 11.8948145),(9 12.150515),(10 12.155161),(11 12.900861),(12 13.903727),(13 13.763927),(14 13.766481),(15 14.5224085),(16 15.163421),(17 15.281919),(18 15.26973),(19 15.717756),(20 16.598688),(21 16.23381),(22 16.237043),(23 16.377659),(24 15.905073),(25 15.554305),(26 15.551761),(27 16.207846),(28 16.13616),(29 15.787516),(30 15.760155),(31 16.412458),(32 16.329596),(33 17.254915),(34 17.274292),(35 17.088446),(36 16.768244),(37 17.49241),(38 17.490824),(39 16.958683),(40 16.83615),(41 17.321226),(42 17.317617),(43 16.809666),(44 16.974298),(45 17.848236),(46 17.854448),
(1 1.9027096),(2 1.9037902),(3 3.9660785),(4 6.879768),(5 7.484334),(6 7.483961),(7 8.483059),(8 9.507262),(9 9.613574),(10 9.614486),(11 10.235505),(12 11.237376),(13 11.305972),(14 11.310198),(15 11.667204),(16 12.344345),(17 12.42758),(18 12.429842),(19 12.777047),(20 12.849961),(21 12.676012),(22 12.6715765),(23 13.011643),(24 13.06546),(25 12.734887),(26 12.735357),(27 13.327824),(28 13.66992),(29 13.128603),(30 13.118367),(31 13.365325),(32 13.282649),(33 14.366786),(34 14.367157),(35 14.086684),(36 13.913499),(37 14.701605),(38 14.699265),(39 14.084048),(40 13.915861),(41 14.326661),(42 14.311334),(43 13.853951),(44 14.262644),(45 14.501875),(46 14.497734),
(1 1.3487735),(2 1.3483284),(3 2.8946798),(4 5.184335),(5 5.6621785),(6 5.662617),(7 6.368298),(8 7.398207),(9 7.5465703),(10 7.5497117),(11 7.7836556),(12 8.407378),(13 8.371405),(14 8.374415),(15 8.820363),(16 9.397615),(17 9.3475065),(18 9.344377),(19 9.627149),(20 10.013271),(21 9.802268),(22 9.804836),(23 9.869685),(24 9.670771),(25 9.514599),(26 9.510232),(27 9.996649),(28 9.91205),(29 9.676161),(30 9.684769),(31 9.994433),(32 10.008215),(33 10.884787),(34 10.880879),(35 10.509885),(36 10.374495),(37 10.729481),(38 10.720574),(39 10.273808),(40 10.001876),(41 10.380745),(42 10.381092),(43 10.210062),(44 10.011153),(45 10.374647),(46 10.371712),
(1 1.5219331),(2 1.522342),(3 3.051464),(4 5.3590755),(5 5.829758),(6 5.8380466),(7 6.6798716),(8 7.676221),(9 7.6309013),(10 7.642164),(11 8.101879),(12 8.795606),(13 8.705948),(14 8.711387),(15 9.17643),(16 9.387485),(17 9.348616),(18 9.349825),(19 9.904896),(20 10.341352),(21 9.909727),(22 9.911509),(23 10.070681),(24 10.106089),(25 9.735171),(26 9.737666),(27 10.209813),(28 10.457338),(29 10.135924),(30 10.100521),(31 10.5582485),(32 10.456974),(33 11.30184),(34 11.316306),(35 11.071762),(36 11.061592),(37 11.308621),(38 11.30486),(39 10.856565),(40 10.940998),(41 11.171425),(42 11.164059),(43 10.710296),(44 10.462141),(45 10.984222),(46 10.992644),
