1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,
(1 2.4894335),(2 2.491803),(3 10.0594225),(4 37.488216),(5 41.219677),(6 41.206017),(7 46.126785),(8 46.128044),(9 52.06504),(10 52.049572),(11 53.496883),(12 57.79989),(13 57.67419),(14 57.73452),(15 59.827885),(16 64.86963),(17 70.74749),(18 70.77114),(19 79.55955),(20 86.07858),(21 91.239525),(22 91.2138),(23 96.98166),(24 102.906),(25 108.54093),(26 108.521194),(27 107.249825),(28 105.143005),(29 109.97588),(30 110.37459),(31 116.74216),(32 133.96223),(33 145.43127),(34 145.3344),(35 152.0924),(36 152.6838),(37 156.64899),(38 156.56381),(39 160.127),(40 145.18507),(41 148.2134),(42 148.06815),(43 153.14688),(44 163.59547),(45 173.26422),(46 173.246),
(1 4.8197174),(2 4.8103986),(3 14.882395),(4 44.903263),(5 50.313553),(6 50.345474),(7 53.92949),(8 60.037487),(9 65.01965),(10 65.0258),(11 69.68947),(12 82.21145),(13 78.39375),(14 78.37846),(15 75.8556),(16 79.79763),(17 81.34639),(18 81.32207),(19 85.49298),(20 93.91455),(21 98.35374),(22 98.33982),(23 103.06015),(24 105.20931),(25 107.99802),(26 108.04044),(27 103.85313),(28 94.20025),(29 95.74063),(30 95.8613),(31 97.203735),(32 105.80046),(33 113.05233),(34 112.9811),(35 120.985916),(36 125.42369),(37 130.29538),(38 130.4353),(39 134.11823),(40 119.7713),(41 116.97864),(42 117.00922),(43 116.79422),(44 118.16378),(45 121.82394),(46 121.75707),
(1 4.5700865),(2 4.564182),(3 10.2817335),(4 26.77858),(5 34.80613),(6 34.841328),(7 39.911106),(8 48.35673),(9 54.488205),(10 54.54493),(11 56.667183),(12 64.32532),(13 63.231445),(14 63.220634),(15 59.97947),(16 68.253456),(17 76.779396),(18 76.808846),(19 82.728096),(20 86.84814),(21 84.89149),(22 84.91094),(23 83.12944),(24 83.526505),(25 84.02537),(26 83.922485),(27 81.93808),(28 78.17035),(29 77.90798),(30 77.93794),(31 77.916885),(32 84.51217),(33 86.303314),(34 86.273384),(35 89.79947),(36 94.80689),(37 91.6205),(38 91.68483),(39 91.79763),(40 87.23389),(41 89.32796),(42 89.277985),(43 87.88063),(44 90.71203),(45 96.482254),(46 96.45863),
(1 6.2689567),(2 6.254833),(3 11.779385),(4 30.64129),(5 38.651283),(6 38.72446),(7 43.346638),(8 58.00848),(9 58.545116),(10 58.535213),(11 59.61038),(12 66.25568),(13 65.96727),(14 66.08171),(15 69.52139),(16 73.63932),(17 78.84608),(18 78.80258),(19 84.87534),(20 85.32651),(21 82.65914),(22 82.67715),(23 81.86912),(24 77.756454),(25 78.49049),(26 78.50797),(27 80.96042),(28 93.21942),(29 87.990135),(30 88.02217),(31 90.56976),(32 91.48487),(33 91.30267),(34 91.22237),(35 89.445465),(36 89.32311),(37 89.86439),(38 89.8614),(39 88.03284),(40 85.57666),(41 89.77638),(42 89.80314),(43 90.80069),(44 93.413765),(45 96.037605),(46 96.05135),
(1 6.4739776),(2 6.4726906),(3 14.256854),(4 31.127417),(5 33.99758),(6 34.02088),(7 37.868607),(8 51.022934),(9 53.10913),(10 53.09518),(11 58.832504),(12 63.108097),(13 63.495735),(14 63.498432),(15 68.037926),(16 69.90861),(17 73.34364),(18 73.35214),(19 79.180786),(20 84.9444),(21 78.91987),(22 78.92631),(23 77.78889),(24 77.64291),(25 76.0197),(26 75.99969),(27 77.33812),(28 79.80696),(29 75.47803),(30 75.5627),(31 76.84314),(32 83.50324),(33 86.31332),(34 86.33353),(35 82.916016),(36 81.596275),(37 84.62531),(38 84.54628),(39 86.63948),(40 85.3358),(41 87.99275),(42 88.052376),(43 89.17554),(44 94.34742),(45 96.16845),(46 96.21662),
(1 4.348279),(2 4.340454),(3 9.553273),(4 20.407145),(5 23.75239),(6 23.773407),(7 26.641016),(8 35.433243),(9 36.823387),(10 36.868095),(11 38.73498),(12 40.19725),(13 38.40911),(14 38.432575),(15 38.965855),(16 44.157185),(17 48.125336),(18 48.138313),(19 50.636204),(20 53.38559),(21 54.002018),(22 54.03212),(23 56.09502),(24 61.50841),(25 59.556026),(26 59.56257),(27 60.069084),(28 57.476246),(29 57.88072),(30 57.900795),(31 58.113354),(32 59.086433),(33 62.179123),(34 62.19597),(35 62.584026),(36 62.473194),(37 62.734013),(38 62.80115),(39 60.925976),(40 54.05206),(41 53.066437),(42 53.05831),(43 53.09999),(44 57.66216),(45 61.534695),(46 61.582928),
(1 4.46046),(2 4.468004),(3 11.190328),(4 22.780867),(5 25.235825),(6 25.2596),(7 27.46335),(8 33.309925),(9 34.85711),(10 34.845875),(11 36.86353),(12 41.30318),(13 39.710957),(14 39.714706),(15 43.23789),(16 43.728115),(17 44.394264),(18 44.41908),(19 46.611042),(20 48.67997),(21 48.821964),(22 48.795822),(23 50.170258),(24 51.01222),(25 50.8319),(26 50.772213),(27 54.218323),(28 54.60485),(29 54.045372),(30 54.07968),(31 55.74828),(32 56.47614),(33 58.761078),(34 58.81899),(35 56.75909),(36 55.11699),(37 55.738335),(38 55.752007),(39 54.88224),(40 55.289352),(41 55.862156),(42 55.852062),(43 56.527756),(44 57.482777),(45 56.843903),(46 56.831547),
(1 4.80702),(2 4.8099976),(3 11.153772),(4 21.337059),(5 23.44104),(6 23.418251),(7 24.179396),(8 28.051373),(9 29.136988),(10 29.157183),(11 31.292568),(12 34.4322),(13 34.477833),(14 34.429653),(15 36.567513),(16 40.267097),(17 41.49136),(18 41.4644),(19 44.404503),(20 44.11446),(21 42.88964),(22 42.908295),(23 43.74949),(24 46.13749),(25 47.13103),(26 47.099247),(27 48.520996),(28 48.453045),(29 47.288708),(30 47.28139),(31 47.79747),(32 49.5853),(33 53.359314),(34 53.434723),(35 51.448425),(36 53.21421),(37 52.944267),(38 52.92517),(39 51.279728),(40 50.455956),(41 50.771893),(42 50.797752),(43 51.161396),(44 50.579437),(45 51.38717),(46 51.495193),
(1 4.2398562),(2 4.2393),(3 9.4000845),(4 19.260086),(5 21.999113),(6 22.045252),(7 23.367323),(8 27.178728),(9 27.623135),(10 27.630468),(11 29.889923),(12 32.509754),(13 31.477217),(14 31.498),(15 32.66248),(16 33.903446),(17 33.921886),(18 33.902992),(19 35.959015),(20 38.385796),(21 39.337494),(22 39.348614),(23 39.157707),(24 40.599815),(25 39.881104),(26 39.88595),(27 40.65159),(28 40.771393),(29 41.29965),(30 41.351013),(31 41.166485),(32 43.119278),(33 47.933376),(34 47.9566),(35 45.423588),(36 43.42357),(37 45.17882),(38 45.174538),(39 44.533188),(40 45.804234),(41 45.4946),(42 45.54475),(43 44.337997),(44 44.587032),(45 46.919098),(46 46.901215),
(1 3.9525735),(2 3.9532676),(3 8.735146),(4 16.431099),(5 18.580841),(6 18.605291),(7 20.754847),(8 24.60236),(9 24.740828),(10 24.78501),(11 26.081135),(12 26.2667),(13 26.025202),(14 25.9866),(15 26.674837),(16 26.301468),(17 26.777052),(18 26.750067),(19 27.540812),(20 29.891682),(21 29.92027),(22 29.902285),(23 31.644434),(24 33.934498),(25 33.003796),(26 32.995213),(27 34.49059),(28 35.781845),(29 35.533005),(30 35.482887),(31 35.588356),(32 35.255177),(33 37.632725),(34 37.678253),(35 36.896584),(36 35.73725),(37 36.78945),(38 36.82102),(39 36.463425),(40 35.843857),(41 35.28536),(42 35.306732),(43 34.293686),(44 34.460003),(45 36.944996),(46 37.02681),
(1 3.764621),(2 3.7706008),(3 7.6791835),(4 14.742015),(5 15.594022),(6 15.605159),(7 16.74798),(8 20.669132),(9 21.148438),(10 21.13715),(11 22.60106),(12 22.756506),(13 22.596281),(14 22.620264),(15 24.720964),(16 24.624334),(17 24.611609),(18 24.599958),(19 25.408),(20 26.713882),(21 26.404594),(22 26.402145),(23 26.94524),(24 25.558064),(25 24.67501),(26 24.67002),(27 24.928436),(28 26.124355),(29 26.206562),(30 26.308807),(31 28.213076),(32 28.735418),(33 30.272465),(34 30.291513),(35 29.497498),(36 29.32157),(37 30.013676),(38 30.038715),(39 29.620285),(40 29.96733),(41 30.313328),(42 30.282433),(43 28.645407),(44 28.091627),(45 29.94662),(46 29.95875),
