1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 2543.1638),(2 2913.361),(3 3126.5164),(4 3148.4846),(5 3237.5127),(6 3305.9023),(7 3405.1707),(8 3536.816),(9 3596.0205),(10 3744.724),(11 3757.875),(12 3821.2395),(13 3862.25),(14 4047.7073),(15 4176.9063),(16 4180.2373),(17 4280.064),(18 4287.88),(19 4312.8687),(20 4383.317),(21 4462.2397),(22 4388.695),(23 4479.275),(24 4305.0864),(25 4415.8394),(26 4325.2397),(27 4369.766),(28 4446.6494),(29 4292.1406),(30 4451.5083),(31 4199.938),(32 4415.8564),(33 4295.1245),(34 4311.2437),(35 4162.8354),(36 4134.0684),(37 4148.3657),(38 4025.3682),(39 4045.6697),(40 3980.066),(41 4055.7278),(42 3978.9236),(43 4004.4578),(44 3908.7183),(45 3918.5889),(46 3984.7104),(47 3900.4785),(48 3976.209),(49 3885.549),(50 4004.375),(51 3946.7117),(52 3998.2637),(53 3943.2996),(54 3946.881),(55 3964.3323),(56 3934.0996),(57 4009.5276),(58 3982.315),(59 4106.3057),(60 3932.2957),(61 4044.7944),(62 3963.9536),(63 4036.6663),(64 3950.0178),(65 4036.6287),(66 3941.234),(67 3998.0237),(68 4049.3047),(69 4026.3362),(70 4084.5032),(71 4044.135),(72 4137.746),(73 4006.0557),(74 4053.578),(75 4078.7668),(76 4112.544),(77 4083.3486),(78 4107.072),(79 4073.6294),
(1 2479.64),(2 2847.6252),(3 3058.2034),(4 3068.237),(5 3151.1284),(6 3205.5095),(7 3217.4895),(8 3422.1868),(9 3536.8083),(10 3598.6636),(11 3629.8784),(12 3647.8296),(13 3730.5432),(14 3864.7434),(15 3999.611),(16 4015.5557),(17 4141.834),(18 4133.2783),(19 4116.0303),(20 4194.8174),(21 4213.4434),(22 4200.519),(23 4281.4053),(24 4140.7866),(25 4241.9976),(26 4201.011),(27 4207.0244),(28 4214.3467),(29 4070.191),(30 4288.4287),(31 4159.147),(32 4263.366),(33 4103.235),(34 4130.8003),(35 4003.1938),(36 3944.2434),(37 3979.5955),(38 3829.5935),(39 3924.162),(40 3786.0647),(41 3844.2314),(42 3716.3547),(43 3782.9924),(44 3736.7307),(45 3685.16),(46 3721.8262),(47 3683.1206),(48 3800.615),(49 3713.1306),(50 3818.6018),(51 3779.3408),(52 3827.6145),(53 3764.5012),(54 3731.4897),(55 3812.5771),(56 3705.6277),(57 3762.9897),(58 3725.1868),(59 3873.9146),(60 3732.838),(61 3748.8906),(62 3725.238),(63 3797.3767),(64 3765.0315),(65 3807.2512),(66 3796.4858),(67 3768.5488),(68 3865.0964),(69 3793.573),(70 3753.9707),(71 3812.2122),(72 3890.1108),(73 3829.6177),(74 3827.617),(75 3904.2278),(76 3919.0515),(77 3890.1482),(78 3965.55),(79 3916.366),
(1 2473.011),(2 2819.8496),(3 3000.2485),(4 2998.3276),(5 3100.7688),(6 3154.357),(7 3187.2593),(8 3375.126),(9 3436.3608),(10 3598.6738),(11 3579.4324),(12 3621.3845),(13 3630.2478),(14 3868.1545),(15 3973.1748),(16 3972.1353),(17 4008.3943),(18 4017.9287),(19 4027.156),(20 4148.207),(21 4161.581),(22 4154.581),(23 4236.1187),(24 4088.5085),(25 4174.1797),(26 4147.687),(27 4132.1235),(28 4230.596),(29 4034.8525),(30 4231.561),(31 4048.201),(32 4211.9556),(33 3984.1887),(34 4049.2112),(35 3934.4458),(36 3864.4333),(37 3873.7732),(38 3769.115),(39 3821.5793),(40 3691.6235),(41 3734.984),(42 3636.7114),(43 3660.272),(44 3607.8052),(45 3593.9534),(46 3654.7114),(47 3584.1267),(48 3672.729),(49 3614.5813),(50 3758.8845),(51 3727.1785),(52 3660.2236),(53 3684.5847),(54 3662.701),(55 3692.319),(56 3614.5947),(57 3714.4053),(58 3634.069),(59 3726.767),(60 3664.455),(61 3739.2668),(62 3682.2896),(63 3690.3555),(64 3676.1267),(65 3694.687),(66 3799.2524),(67 3775.038),(68 3813.0996),(69 3774.8726),(70 3794.8252),(71 3805.9128),(72 3797.3496),(73 3775.2578),(74 3844.0862),(75 3805.193),(76 3885.6135),(77 3920.2852),(78 3902.0513),(79 3905.468),
(1 2406.1096),(2 2761.7288),(3 2962.9985),(4 2926.165),(5 3058.2686),(6 3085.9822),(7 3196.053),(8 3317.7405),(9 3362.2466),(10 3528.7627),(11 3577.0203),(12 3615.2158),(13 3665.2827),(14 3755.0454),(15 3871.4326),(16 3892.098),(17 3911.1458),(18 4020.0745),(19 3991.0137),(20 4008.4138),(21 4014.2937),(22 4007.533),(23 4132.7544),(24 3998.2249),(25 4164.855),(26 4081.6948),(27 3999.2297),(28 4097.241),(29 3897.1895),(30 4130.099),(31 3988.6924),(32 4094.228),(33 3904.3374),(34 3994.3455),(35 3942.8489),(36 3858.064),(37 3782.906),(38 3785.2163),(39 3795.7375),(40 3716.1326),(41 3721.8777),(42 3642.2996),(43 3760.9119),(44 3648.5125),(45 3650.7383),(46 3627.6738),(47 3620.6174),(48 3703.1753),(49 3650.209),(50 3784.3633),(51 3700.2058),(52 3751.8162),(53 3689.5244),(54 3741.9683),(55 3737.7776),(56 3643.3657),(57 3725.8396),(58 3755.4607),(59 3738.9673),(60 3656.6013),(61 3748.6594),(62 3696.3667),(63 3755.0317),(64 3674.99),(65 3708.2368),(66 3720.2327),(67 3692.343),(68 3745.0464),(69 3691.1482),(70 3719.6594),(71 3677.8933),(72 3745.8186),(73 3659.074),(74 3758.042),(75 3717.2083),(76 3753.0955),(77 3781.324),(78 3800.4197),(79 3756.1516),
(1 2322.8035),(2 2579.7107),(3 2822.571),(4 2814.951),(5 2919.9119),(6 2989.6584),(7 3065.9128),(8 3171.1936),(9 3198.9211),(10 3260.8645),(11 3345.2654),(12 3416.0344),(13 3499),(14 3586.5447),(15 3661.9597),(16 3755.2576),(17 3748.6746),(18 3852.4883),(19 3870.927),(20 3856.6301),(21 3964.4417),(22 3894.9976),(23 4012.3425),(24 3890.041),(25 3977.7466),(26 3907.0103),(27 3869.9211),(28 3991.986),(29 3810.0542),(30 3997.683),(31 3842.1638),(32 3947.6865),(33 3810.494),(34 3920.773),(35 3751.9617),(36 3707.1516),(37 3685.8115),(38 3649.169),(39 3575.4878),(40 3554.886),(41 3572.6934),(42 3475.6714),(43 3538.7986),(44 3450.3005),(45 3464.7852),(46 3479.2712),(47 3471.107),(48 3520.6182),(49 3450.5308),(50 3559.7173),(51 3516.043),(52 3578.614),(53 3525.4966),(54 3515.701),(55 3529.178),(56 3479.9758),(57 3520.8818),(58 3525.0833),(59 3541.37),(60 3463.9087),(61 3555.666),(62 3519.47),(63 3574.8145),(64 3484.4138),(65 3564.444),(66 3514.0845),(67 3557.6697),(68 3598.6133),(69 3589.1064),(70 3627.8928),(71 3555.4736),(72 3660.9204),(73 3588.7346),(74 3686.4897),(75 3660.1235),(76 3735.8032),(77 3687.0447),(78 3760.8015),(79 3717.0574),
(1 2341.0264),(2 2574.7612),(3 2796.4536),(4 2750.8362),(5 2822.2693),(6 2940.7378),(7 2982.3835),(8 3105.736),(9 3065.1558),(10 3205.6187),(11 3208.47),(12 3326.819),(13 3342.0557),(14 3503.9485),(15 3493.1687),(16 3640.6675),(17 3631.8503),(18 3705.4548),(19 3727.209),(20 3747.6572),(21 3808.0327),(22 3802.297),(23 3923.698),(24 3740.4763),(25 3904.7385),(26 3771.4976),(27 3763.1362),(28 3822.2678),(29 3716.344),(30 3899.086),(31 3766.5393),(32 3876.5508),(33 3719.6252),(34 3793.5286),(35 3646.9053),(36 3660.4531),(37 3558.975),(38 3549.252),(39 3545.2278),(40 3498.8066),(41 3501.2449),(42 3418.2427),(43 3456.7183),(44 3351.3975),(45 3477.7668),(46 3397.0269),(47 3393.9438),(48 3388.2693),(49 3355.1475),(50 3475.7312),(51 3458.901),(52 3498.01),(53 3450.806),(54 3478.0664),(55 3479.775),(56 3439.4077),(57 3505.9697),(58 3468.4678),(59 3529.0393),(60 3453.002),(61 3534.7302),(62 3441.3796),(63 3533.8845),(64 3462.9236),(65 3533.0818),(66 3485.7302),(67 3543.0496),(68 3540.0183),(69 3512.96),(70 3588.908),(71 3505.603),(72 3569.7102),(73 3537.1914),(74 3598.7527),(75 3549.8105),(76 3644.2341),(77 3624.3215),(78 3660.1672),(79 3650.9373),
(1 2200.4243),(2 2481.047),(3 2669.0627),(4 2645.4458),(5 2829.6104),(6 2860.667),(7 2893.7222),(8 3011.359),(9 3083.6982),(10 3173.4983),(11 3226.6587),(12 3272.3184),(13 3273.3396),(14 3453.6238),(15 3505.4045),(16 3533.2107),(17 3575.52),(18 3619.0667),(19 3700.683),(20 3727.7947),(21 3758.8418),(22 3731.5354),(23 3808.4973),(24 3736.0867),(25 3876.9558),(26 3703.7893),(27 3677.4417),(28 3728.0515),(29 3643.6567),(30 3740.1052),(31 3682.75),(32 3732.108),(33 3615.7407),(34 3647.1174),(35 3529.338),(36 3504.7842),(37 3490.641),(38 3368.099),(39 3382.5872),(40 3352.2788),(41 3360.255),(42 3283.1086),(43 3267.69),(44 3204.8938),(45 3265.126),(46 3265.7327),(47 3202.7803),(48 3257.7068),(49 3177.0378),(50 3262.8257),(51 3250.0955),(52 3235.1128),(53 3254.7317),(54 3239.8596),(55 3264.8604),(56 3212.0703),(57 3242.918),(58 3262.7932),(59 3319.5637),(60 3294.7776),(61 3307.4224),(62 3330.5022),(63 3342.2634),(64 3260.3618),(65 3327.166),(66 3326.3867),(67 3336.5098),(68 3360.588),(69 3400.3005),(70 3442.851),(71 3376.728),(72 3405.3486),(73 3433.1777),(74 3471.4082),(75 3457.2815),(76 3470.5566),(77 3465.6973),(78 3533.8079),(79 3454.1448),
(1 2188.824),(2 2483.9802),(3 2696.2393),(4 2668.1846),(5 2747.1365),(6 2799.1848),(7 2900.8022),(8 2969.1367),(9 3016.1685),(10 3110.7197),(11 3126.026),(12 3253.4033),(13 3230.0657),(14 3336.9414),(15 3450.9568),(16 3516.054),(17 3520.1716),(18 3570.5776),(19 3633.8115),(20 3634.3435),(21 3673.1475),(22 3667.7925),(23 3702.3848),(24 3616.924),(25 3765.643),(26 3676.4773),(27 3615.3418),(28 3726.2524),(29 3601.92),(30 3768.3025),(31 3544.867),(32 3696.8652),(33 3549.1125),(34 3603.254),(35 3542.32),(36 3474.9973),(37 3427.5076),(38 3335.0017),(39 3395.9685),(40 3328.3003),(41 3381.067),(42 3285.8018),(43 3324.1416),(44 3269.599),(45 3295.3467),(46 3250.7666),(47 3239.5525),(48 3327.8464),(49 3243.7424),(50 3342.048),(51 3302.015),(52 3280.3564),(53 3302.204),(54 3225.2258),(55 3245.5793),(56 3186.955),(57 3239.6997),(58 3236.6248),(59 3296.2485),(60 3229.6719),(61 3276.7368),(62 3294.5242),(63 3341.1685),(64 3318.0327),(65 3364.5818),(66 3326.4019),(67 3341.83),(68 3329.0059),(69 3344.569),(70 3383.5125),(71 3345.454),(72 3385.673),(73 3354.65),(74 3396.1433),(75 3379.095),(76 3398.7268),(77 3375.4883),(78 3451.998),(79 3449.714),
(1 2174.6375),(2 2462.348),(3 2650.5422),(4 2652.5247),(5 2724.3489),(6 2770.0642),(7 2871.2793),(8 2928.8025),(9 3020.9578),(10 3095.0303),(11 3110.3494),(12 3266.1648),(13 3203.0166),(14 3273.941),(15 3341.1428),(16 3446.97),(17 3449.6416),(18 3512.8623),(19 3517.6208),(20 3524.3555),(21 3585.8792),(22 3625.618),(23 3635.903),(24 3567.1301),(25 3634.4192),(26 3571.851),(27 3535.5828),(28 3630.7231),(29 3563.8003),(30 3597.0623),(31 3479.8313),(32 3576.0063),(33 3499.626),(34 3516.04),(35 3396.2942),(36 3335.4575),(37 3296.7107),(38 3227.6497),(39 3280.8198),(40 3179.6638),(41 3177.7954),(42 3113.7122),(43 3164.8389),(44 3118.656),(45 3089.938),(46 3114.1426),(47 3063.316),(48 3154.9138),(49 3099.4648),(50 3179.0498),(51 3129.5522),(52 3153.7644),(53 3158.316),(54 3106.9045),(55 3164.0552),(56 3109.244),(57 3150.259),(58 3133.203),(59 3196.8965),(60 3148.2937),(61 3213.1895),(62 3220.9438),(63 3275.998),(64 3228.295),(65 3267.2595),(66 3227.1082),(67 3287.0938),(68 3265.2732),(69 3319.7605),(70 3304.235),(71 3298.81),(72 3330.3127),(73 3308.672),(74 3393.1287),(75 3353.6736),(76 3388.0122),(77 3418.4087),(78 3438.4106),(79 3408.8716),
(1 2158.4915),(2 2399.65),(3 2601.5642),(4 2587.2668),(5 2651.8274),(6 2734.2512),(7 2848.6038),(8 2900.6084),(9 2937.9854),(10 3032.173),(11 3032.2317),(12 3145.3108),(13 3156.5225),(14 3304.8079),(15 3312.3733),(16 3397.213),(17 3439.5889),(18 3478.4749),(19 3400.3867),(20 3479.6182),(21 3567.3335),(22 3571.5898),(23 3600.4116),(24 3508.3616),(25 3609.7559),(26 3523.8877),(27 3544.4448),(28 3616.901),(29 3526.769),(30 3565.2861),(31 3489.9373),(32 3582.4546),(33 3479.7886),(34 3553.819),(35 3416.581),(36 3371.5823),(37 3301.5737),(38 3263.7183),(39 3268.2178),(40 3220.5715),(41 3225.6814),(42 3179.164),(43 3212.3684),(44 3112.895),(45 3155.7227),(46 3103.886),(47 3153.3564),(48 3179.5737),(49 3171.7607),(50 3214.1006),(51 3187.1802),(52 3242.8718),(53 3216.1975),(54 3230.914),(55 3211.8481),(56 3221.926),(57 3230.8623),(58 3205.9216),(59 3296.8296),(60 3166.1606),(61 3291.3586),(62 3235.727),(63 3281.678),(64 3238.0032),(65 3322.5342),(66 3272.989),(67 3359.863),(68 3332.8374),(69 3369.238),(70 3409.853),(71 3292.097),(72 3365.931),(73 3293.342),(74 3390.8752),(75 3333.8694),(76 3369.7527),(77 3355.1746),(78 3369.5623),(79 3332.2813),
(1 2115.3018),(2 2430.8752),(3 2585.5813),(4 2602.9963),(5 2691.708),(6 2729.7053),(7 2822.848),(8 2915.7034),(9 3002.1648),(10 3033.7717),(11 3075.5693),(12 3117.6138),(13 3209.7197),(14 3258.0117),(15 3320.6624),(16 3405.4045),(17 3422.7397),(18 3467.1108),(19 3505.5808),(20 3502.7046),(21 3588.8176),(22 3583.748),(23 3607.7542),(24 3532.6074),(25 3613.0518),(26 3558.373),(27 3568.2026),(28 3633.9822),(29 3520.0034),(30 3582.7332),(31 3485.1692),(32 3571.9453),(33 3453.9983),(34 3522.2869),(35 3414.784),(36 3347.4436),(37 3299.5498),(38 3263.3235),(39 3286.6958),(40 3173.5813),(41 3219.684),(42 3101.855),(43 3189.282),(44 3118.9495),(45 3078.1282),(46 3074.3896),(47 3080.5322),(48 3139.9019),(49 3077.4521),(50 3189.638),(51 3148.5305),(52 3181.2317),(53 3201.7644),(54 3168.8826),(55 3159.2156),(56 3154.6714),(57 3220.0322),(58 3231.6772),(59 3261.4094),(60 3190.7998),(61 3283.0535),(62 3285.5125),(63 3318.7988),(64 3272.7769),(65 3326.2744),(66 3285.164),(67 3328.439),(68 3353.6003),(69 3359.502),(70 3453.593),(71 3312.7156),(72 3376.9941),(73 3286.8362),(74 3401.9297),(75 3327.363),(76 3372.5178),(77 3300.9106),(78 3391.7517),(79 3370.032),
(1 2031.1914),(2 2267.3489),(3 2511.201),(4 2468.7952),(5 2551.7458),(6 2553.3408),(7 2674.2979),(8 2803.6982),(9 2867.71),(10 2924.2961),(11 2915.796),(12 3022.3882),(13 3003.8657),(14 3093.234),(15 3104.2878),(16 3228.1533),(17 3237.1514),(18 3264.716),(19 3324.8767),(20 3342.6104),(21 3381.3906),(22 3364.2783),(23 3442.7593),(24 3370.7568),(25 3516.6238),(26 3403.6367),(27 3401.233),(28 3506.188),(29 3359.8567),(30 3480.1047),(31 3373.895),(32 3520.2002),(33 3324.7712),(34 3402.4492),(35 3262.1301),(36 3272.7751),(37 3214.5522),(38 3163.3577),(39 3212.4082),(40 3109.5),(41 3146.0667),(42 3012.8262),(43 3137.7969),(44 3016.179),(45 3074.2341),(46 3032.7642),(47 3034.972),(48 3096.734),(49 2997.544),(50 3139.384),(51 3098.4592),(52 3155.3586),(53 3158.8857),(54 3156.2822),(55 3135.3862),(56 3104.9888),(57 3159.7073),(58 3123.869),(59 3219.1472),(60 3112.058),(61 3198.7383),(62 3140.1296),(63 3206.7344),(64 3163.6633),(65 3248.066),(66 3249.8953),(67 3243.6318),(68 3259.996),(69 3270.9102),(70 3279.4253),(71 3185.468),(72 3227.1196),(73 3138.8267),(74 3275.238),(75 3208.4368),(76 3315.945),(77 3197.02),(78 3290.0156),(79 3222.8618),
(1 2067.6084),(2 2276.4485),(3 2471.7607),(4 2468.128),(5 2559.2288),(6 2556.384),(7 2634.598),(8 2784.44),(9 2812.416),(10 2838.738),(11 2900.0361),(12 3028.861),(13 3032.4895),(14 3149.6763),(15 3175.6467),(16 3294.6401),(17 3322.4263),(18 3343.4824),(19 3307.9788),(20 3428.0793),(21 3478.8862),(22 3445.155),(23 3532.96),(24 3379.5532),(25 3500.2263),(26 3403.6301),(27 3423.1013),(28 3518.0342),(29 3377.606),(30 3511.9653),(31 3359.814),(32 3506.021),(33 3327.8645),(34 3412.2615),(35 3280.3433),(36 3296.0688),(37 3176.02),(38 3129.5017),(39 3202.3704),(40 3155.744),(41 3118.1565),(42 3032.577),(43 3081.3198),(44 3021.3403),(45 3020.2126),(46 2999.4097),(47 3021.563),(48 3067.7463),(49 3055.7615),(50 3091.589),(51 3076.1328),(52 3063.52),(53 3055.4329),(54 3074.0027),(55 3100.54),(56 3085.3079),(57 3138.0884),(58 3078.1104),(59 3191.0374),(60 3100.3323),(61 3174.3975),(62 3152.1763),(63 3193.9055),(64 3190.7397),(65 3236.3784),(66 3201.2212),(67 3192.915),(68 3225.6523),(69 3228.1382),(70 3250.4775),(71 3183.1716),(72 3210.353),(73 3093.6265),(74 3224.9683),(75 3193.485),(76 3231.208),(77 3166.648),(78 3227.402),(79 3151.7651),
(1 1998.298),(2 2187.4956),(3 2382.898),(4 2339.3975),(5 2425.7458),(6 2514.4983),(7 2557.1033),(8 2651.4646),(9 2677.5654),(10 2731.0112),(11 2787.0254),(12 2884.5337),(13 2895.6787),(14 2949.3538),(15 3048.568),(16 3099.519),(17 3114.7058),(18 3178.633),(19 3182.192),(20 3248.929),(21 3345.2188),(22 3321.9587),(23 3385.254),(24 3304.943),(25 3382.8315),(26 3326.537),(27 3340.2468),(28 3378.242),(29 3276.5598),(30 3429.1648),(31 3265.1306),(32 3346.6357),(33 3267.1794),(34 3330.0085),(35 3231.3054),(36 3200.1934),(37 3125.3958),(38 3042.0671),(39 3069.3137),(40 3011.251),(41 2987.336),(42 2929.2166),(43 3002.2576),(44 2922.4138),(45 2941.292),(46 2910.0396),(47 2908.6926),(48 2958.571),(49 2922.8594),(50 2985.3108),(51 2945.807),(52 2966.3027),(53 2963.3716),(54 2950.9634),(55 2956.6626),(56 2913.044),(57 2975.8445),(58 2939.7046),(59 3011.2468),(60 2961.065),(61 3015.8862),(62 2984.5125),(63 3044.7078),(64 2999.0618),(65 3001.7192),(66 2938.295),(67 3006.138),(68 3044.313),(69 3001.7507),(70 3070.2563),(71 3011.5154),(72 3017.2078),(73 2957.5564),(74 3071.7676),(75 3041.1326),(76 3085.972),(77 3051.4116),(78 3054.3445),(79 2991.522),
(1 1961.9805),(2 2117.5393),(3 2287.6145),(4 2295.5403),(5 2375.1584),(6 2464.3965),(7 2556.6611),(8 2605.2427),(9 2653.969),(10 2729.8953),(11 2742.6199),(12 2810.0908),(13 2874.085),(14 2932.6187),(15 3007.466),(16 3061.5332),(17 3064.8892),(18 3122.9019),(19 3172.403),(20 3291.0786),(21 3259.1724),(22 3279.5244),(23 3354.6875),(24 3233.4458),(25 3345.8337),(26 3261.738),(27 3219.2266),(28 3308.8538),(29 3257.5786),(30 3334.3137),(31 3199.3022),(32 3320.8652),(33 3239.112),(34 3244.491),(35 3172.2893),(36 3147.4106),(37 3054.5713),(38 2995.4636),(39 2978.2043),(40 2965.256),(41 2943.7805),(42 2885.846),(43 2907.7048),(44 2859.383),(45 2896.5054),(46 2839.1384),(47 2833.2378),(48 2854.4482),(49 2853.1785),(50 2905.1475),(51 2877.7437),(52 2948.5315),(53 2892.1736),(54 2865.5474),(55 2872.1753),(56 2861.6733),(57 2896.2905),(58 2888.5315),(59 2984.485),(60 2943.362),(61 2993.4324),(62 2927.6228),(63 2968.3406),(64 2915.276),(65 3001.8408),(66 2909.5608),(67 3015.592),(68 2999.9373),(69 2947.27),(70 2998.239),(71 2900.6707),(72 3011.2925),(73 2890.275),(74 2966.4287),(75 2887.7366),(76 2950.0798),(77 2893.8176),(78 2937.415),(79 2908.2744),
(1 1953.8177),(2 2095.6648),(3 2337.272),(4 2333.8428),(5 2445.912),(6 2479.4224),(7 2537.375),(8 2615.9841),(9 2661.1724),(10 2731.3235),(11 2779.059),(12 2784.2542),(13 2886.9607),(14 2931.6978),(15 2951.4092),(16 3011.204),(17 3048.044),(18 3070.7283),(19 3112.8435),(20 3181.3896),(21 3238.2437),(22 3143.9324),(23 3220.4941),(24 3139.6563),(25 3188.0127),(26 3140.6418),(27 3151.3457),(28 3188.2979),(29 3107.4983),(30 3155.6912),(31 3081.1223),(32 3163.1003),(33 3116.9888),(34 3078.8904),(35 3009.082),(36 3017.4287),(37 2950.3262),(38 2853.7737),(39 2864.5361),(40 2850.6355),(41 2836.6526),(42 2785.5557),(43 2769.3142),(44 2761.0288),(45 2774.7961),(46 2783.251),(47 2764.5422),(48 2747.5303),(49 2773.9075),(50 2804.6907),(51 2783.9458),(52 2822.8772),(53 2809.6814),(54 2779.2014),(55 2799.3655),(56 2757.6519),(57 2808.1396),(58 2798.7073),(59 2890.5308),(60 2827.336),(61 2897.2542),(62 2860.7126),(63 2859.463),(64 2851.7356),(65 2912.5935),(66 2892.2568),(67 2933.3508),(68 2894.1448),(69 2858.4639),(70 2878.6125),(71 2914.7488),(72 2913.1387),(73 2788.5288),(74 2859.858),(75 2837.29),(76 2870.4648),(77 2787.0276),(78 2847.5862),(79 2824.3474),
