1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10811.273),(2 37082.715),(3 82281.78),(4 139161.27),(5 206865.75),(6 280497.47),(7 368682.72),(8 482155.6),(9 593107.06),(10 734426.2),(11 894147.56),(12 1035922.3),(13 1182074.4),(14 1316230.4),(15 1453392.6),(16 1597539.4),(17 1772780),(18 1904675),(19 2053420.4),(20 2210462.3),(21 2391657.3),(22 2552675.3),(23 2726297),(24 2889684.8),(25 3065680),(26 3246967.8),(27 3462411.3),(28 3661078),(29 3882373.3),(30 4091286.8),(31 4312909.5),(32 4515002.5),(33 4741837.5),(34 4937153.5),(35 5136329.5),(36 5316718),(37 5479363),(38 5594559.5),(39 5751806),(40 5861820),(41 5960704),(42 6031711.5),(43 6112336),(44 6207081.5),(45 6329516.5),(46 6474724),(47 6605418.5),(48 6745688.5),(49 6890770.5),(50 7008940),(51 7103598.5),(52 7152731.5),(53 7183721.5),(54 7211526.5),(55 7264996),(56 7310047.5),(57 7330848),(58 7387249.5),(59 7471691.5),(60 7563330.5),(61 7664333.5),(62 7799355.5),(63 7932374),(64 8043140),(65 8132112.5),(66 8191113.5),(67 8193213.5),(68 8187681.5),(69 8139959.5),(70 8076248.5),(71 8013692),(72 7961272),(73 7939970),(74 7946488.5),(75 7981860),(76 8027061.5),(77 8064566.5),(78 8110380.5),(79 8145742.5),
(1 31482.139),(2 96355.19),(3 153515.05),(4 191706.63),(5 219762.58),(6 240922.89),(7 248161.1),(8 242278.81),(9 233765.42),(10 234348.78),(11 241157.23),(12 246752.17),(13 248686.78),(14 251754.36),(15 262099.77),(16 274643.22),(17 281483.88),(18 281565.72),(19 278637.66),(20 276295.72),(21 275783.97),(22 275377.9),(23 276751.25),(24 278538.88),(25 281471.53),(26 282284.8),(27 279988.06),(28 278882.56),(29 283071.47),(30 293231.28),(31 302819.28),(32 306753.38),(33 309909.4),(34 315815.6),(35 323642.6),(36 328522.06),(37 332335.13),(38 339970.28),(39 346887.56),(40 348107.66),(41 345285),(42 345694.63),(43 353177.38),(44 360787.66),(45 364059.4),(46 364611.7),(47 364846.13),(48 364968.47),(49 365640.44),(50 368389.28),(51 373708.72),(52 376148.34),(53 374401.88),(54 366876.84),(55 358897.4),(56 357650.16),(57 360145.88),(58 356581.56),(59 346878.6),(60 340756.78),(61 340940.25),(62 341339.5),(63 338122.94),(64 333569.75),(65 331565.66),(66 329763.5),(67 328739.97),(68 329275.38),(69 328893.34),(70 327683),(71 329319.94),(72 336963.28),(73 351038.88),(74 363094.44),(75 366721.9),(76 364470.06),(77 367174.38),(78 378429.84),(79 392871.5),
(1 31589.658),(2 95046.53),(3 148580.7),(4 179736.11),(5 199638.1),(6 215539.61),(7 224179.61),(8 223757.14),(9 222715.9),(10 229995.97),(11 239466.17),(12 245195.02),(13 247344.69),(14 251156),(15 259536.73),(16 266434.25),(17 268188.38),(18 269231.8),(19 275971.13),(20 286369.25),(21 291344.2),(22 290335.2),(23 288342.06),(24 286755.78),(25 284776.13),(26 280868.97),(27 277026.75),(28 279177.2),(29 289179.16),(30 299034.53),(31 300366.9),(32 296675.7),(33 299538),(34 307510.66),(35 314830.22),(36 320169.44),(37 328857.72),(38 342984.56),(39 356045.28),(40 358868.44),(41 354628.44),(42 357007.25),(43 365826.2),(44 370396.94),(45 371349.6),(46 377757.1),(47 392285.06),(48 401353.2),(49 396602.66),(50 386035.47),(51 383051.13),(52 387408.25),(53 394692.4),(54 399115.47),(55 396376.16),(56 390542.28),(57 387547.72),(58 385242.3),(59 380425.66),(60 374859.3),(61 369263.44),(62 361959.4),(63 350555),(64 338116),(65 331858.28),(66 329954.66),(67 328965.63),(68 328336.75),(69 326232.28),(70 323027.53),(71 324553.2),(72 332462.16),(73 339665.9),(74 341356.3),(75 341784.13),(76 339981.94),(77 338570.53),(78 342361.5),(79 347141.34),
(1 36176.6),(2 106700.31),(3 162369.7),(4 193694.39),(5 214963.28),(6 229746.88),(7 232008.8),(8 223666.25),(9 218569.11),(10 226523.42),(11 234818.88),(12 235103.77),(13 231123.2),(14 234739.45),(15 245918.38),(16 254026.67),(17 255764.5),(18 255430.45),(19 262218.2),(20 272020.78),(21 274965.6),(22 273429.97),(23 273937.7),(24 274811.78),(25 271186.8),(26 265444.8),(27 265067.72),(28 275780.94),(29 291140.22),(30 298097.44),(31 294725.84),(32 290549.97),(33 295520.53),(34 304298.34),(35 307404.6),(36 306440.75),(37 310049.6),(38 316295.8),(39 320651),(40 321532.25),(41 324464.88),(42 329694.75),(43 331539.25),(44 331479.94),(45 335093.53),(46 340971.88),(47 346241.7),(48 348458.56),(49 346459),(50 340123.2),(51 335935.8),(52 336318.47),(53 336671.25),(54 334343.4),(55 329198.4),(56 323829.25),(57 320628.5),(58 318490.25),(59 313694.88),(60 306990.56),(61 304160.38),(62 304970.5),(63 305978.47),(64 305657.28),(65 307734.78),(66 311846.63),(67 316993.78),(68 322850.47),(69 325395.4),(70 322813.16),(71 319633.44),(72 321434.75),(73 327541.47),(74 331620.56),(75 334946.94),(76 338775.72),(77 346055.53),(78 355382.22),(79 362449.06),
(1 33088.06),(2 98186.92),(3 152198.95),(4 184182.42),(5 201816.28),(6 214027.13),(7 218490.81),(8 214931.42),(9 213743.77),(10 220032.67),(11 223943.53),(12 222910.31),(13 221085.77),(14 223285.81),(15 228743.55),(16 235509.95),(17 243886.9),(18 252688.72),(19 262370.38),(20 268968),(21 269547.2),(22 265300.63),(23 261303.67),(24 260304.81),(25 260601.17),(26 264019.5),(27 271196.44),(28 280691.63),(29 289958.94),(30 294884.06),(31 298312.44),(32 302343.34),(33 306539),(34 308287.06),(35 306467.38),(36 303346.75),(37 300440.78),(38 297130.84),(39 296282.66),(40 299609.2),(41 304847.66),(42 312582.44),(43 320205.53),(44 324822.34),(45 330503.03),(46 339949.28),(47 347159.2),(48 349240.25),(49 350063.66),(50 350329.97),(51 351800.1),(52 355409.25),(53 360309),(54 360154.84),(55 354232.78),(56 347207.75),(57 342164.56),(58 337955.16),(59 332504.53),(60 328124.75),(61 326369.66),(62 321229.8),(63 311390.78),(64 304050.84),(65 304311.1),(66 305298.56),(67 306286.22),(68 312173.7),(69 317347.06),(70 316119.97),(71 312577.38),(72 315873),(73 324034.53),(74 330121.44),(75 331598.8),(76 328043.34),(77 325345.7),(78 330100.47),(79 343891.38),
(1 30144.926),(2 87785.59),(3 135709.88),(4 164885.33),(5 183293.67),(6 197084.13),(7 202228.5),(8 201817.45),(9 202985.97),(10 211992.72),(11 217603.95),(12 215498.17),(13 212427.97),(14 216439.16),(15 225556.84),(16 235564.27),(17 243873.03),(18 250728.77),(19 259617.7),(20 265266.97),(21 264624.78),(22 262542.22),(23 259476.47),(24 254494.42),(25 249705.67),(26 249834.8),(27 258701.78),(28 271550.34),(29 278574.13),(30 277932.25),(31 279587.16),(32 289250.97),(33 298427.13),(34 300073.1),(35 300583.3),(36 302826.72),(37 303582.38),(38 304374.3),(39 308474.75),(40 319208.53),(41 330249.34),(42 329882.1),(43 324464.16),(44 323848.53),(45 330788.66),(46 336360.25),(47 337580.1),(48 338637.72),(49 338083.8),(50 333562.2),(51 331792.1),(52 335175),(53 341230.75),(54 343252.13),(55 341976.06),(56 340059.53),(57 335416.63),(58 328474.9),(59 322184.72),(60 319570.5),(61 316536.78),(62 313044.97),(63 312707.63),(64 311997.22),(65 309488.16),(66 308082.22),(67 311711.94),(68 318502.06),(69 327335.2),(70 335289.38),(71 336374.97),(72 330948.6),(73 323975.13),(74 321708.66),(75 325550.75),(76 328056),(77 330127.66),(78 334316.44),(79 335795.38),
(1 31959.627),(2 90850.12),(3 135403.66),(4 161392.5),(5 177481.5),(6 188771.23),(7 190554.39),(8 188647.66),(9 191869.02),(10 200307.31),(11 202941.06),(12 197245.5),(13 192853.86),(14 195284),(15 201233.7),(16 205461.84),(17 208584.78),(18 213739.38),(19 222915.08),(20 228672.69),(21 229340.67),(22 230700.78),(23 231669.56),(24 228404.72),(25 222550.64),(26 220998.4),(27 227592.6),(28 235646.84),(29 238026.89),(30 238282.63),(31 242008.55),(32 248655.66),(33 251609.55),(34 249033.8),(35 250412.05),(36 259652.64),(37 269528.63),(38 276114.13),(39 283087.34),(40 291880.3),(41 296900.4),(42 297570.06),(43 297305.7),(44 299829.94),(45 304359.6),(46 307230.88),(47 310154.94),(48 309956.03),(49 306326.75),(50 301716.22),(51 297064.75),(52 294950.4),(53 297217.56),(54 299942.47),(55 297436.38),(56 288536.25),(57 279321.34),(58 276456.56),(59 278686.34),(60 280266.9),(61 275960.4),(62 271343.94),(63 271050.3),(64 272592.34),(65 275181.94),(66 278791.63),(67 282074.78),(68 282327.03),(69 281041.78),(70 281367.3),(71 282400.13),(72 283170.4),(73 284414.97),(74 284595.4),(75 285213.3),(76 284636.22),(77 285933.53),(78 292950.38),(79 300266.6),
(1 31842.87),(2 90875.54),(3 136525.22),(4 163360.25),(5 181393.38),(6 190855.67),(7 187506.67),(8 179162.19),(9 178949.33),(10 186831.95),(11 194218.45),(12 197147.92),(13 200776.1),(14 208342.77),(15 215742.33),(16 221348),(17 226880.9),(18 230856.78),(19 233964),(20 235438),(21 237141.19),(22 238086.31),(23 236231.55),(24 231591.53),(25 230655.86),(26 236496.42),(27 243336.36),(28 244641.47),(29 244493.86),(30 249249.45),(31 253952.1),(32 254332.63),(33 255052.53),(34 260402.69),(35 265650.63),(36 264071.44),(37 259415.33),(38 261130.55),(39 269713.25),(40 273131.8),(41 269263.25),(42 268644),(43 275574.4),(44 279382.06),(45 278267.25),(46 280075.25),(47 286898.75),(48 292683.94),(49 294569.63),(50 294331.44),(51 294357.75),(52 295626.78),(53 302215.28),(54 305403.47),(55 301874.34),(56 295946.28),(57 291091.06),(58 291487.63),(59 295069.22),(60 296232.66),(61 295337.72),(62 294816.94),(63 296054.94),(64 295251.28),(65 292624.22),(66 292828.94),(67 295478.47),(68 295691.56),(69 293626.47),(70 292176.2),(71 290617.63),(72 292305.66),(73 299004.97),(74 305507.34),(75 314326.1),(76 320216.75),(77 320980.5),(78 322933.78),(79 326145.25),
(1 29629.785),(2 83902.45),(3 124377.15),(4 148253.36),(5 163058.33),(6 169844.69),(7 169355.06),(8 172009.52),(9 181493.69),(10 188600.31),(11 190307.6),(12 192243.38),(13 196660.13),(14 201610.28),(15 205408.97),(16 210866.61),(17 220432.08),(18 226744.17),(19 228328.47),(20 229280.05),(21 233824.36),(22 240416.67),(23 242066.05),(24 236485.14),(25 234754.14),(26 240281.5),(27 247377.47),(28 250881.11),(29 252929.6),(30 257520.72),(31 262242.4),(32 263419.6),(33 264361.44),(34 268537.2),(35 275061.9),(36 277980.4),(37 277432.56),(38 279347.97),(39 283903.97),(40 286540.47),(41 289949.13),(42 298294.94),(43 306902.03),(44 304768.22),(45 298573.38),(46 297977.88),(47 301474.4),(48 304171.84),(49 307488.03),(50 311417.72),(51 312927.66),(52 309800.84),(53 309359.3),(54 312095.56),(55 310309.8),(56 304325.44),(57 299462.7),(58 297307.13),(59 295677.13),(60 297221.4),(61 301488.03),(62 303327.3),(63 300690.9),(64 295330.7),(65 292137.38),(66 288626.28),(67 287994.34),(68 296408.8),(69 308010.75),(70 316585.88),(71 317192.56),(72 311291.88),(73 304817.88),(74 303077.72),(75 309616.16),(76 315411.5),(77 317178.56),(78 318310.97),(79 321795.28),
(1 27727.209),(2 75962.92),(3 110110.97),(4 128934.03),(5 142360.52),(6 150228.64),(7 149872.7),(8 151069.77),(9 163853.83),(10 178838.16),(11 185227.23),(12 186875.44),(13 187248.33),(14 187464.05),(15 189051),(16 193704.53),(17 200704.25),(18 207517.23),(19 211168.88),(20 211326.05),(21 211323.75),(22 215531.22),(23 221481.4),(24 223913.11),(25 224457.45),(26 225671.52),(27 225491.81),(28 222477.47),(29 220222.5),(30 223320.1),(31 229201.47),(32 233679.9),(33 236260.02),(34 237612.53),(35 239544.83),(36 244149.6),(37 250032.6),(38 252758.05),(39 254798.48),(40 261880.88),(41 268532.03),(42 268781.28),(43 267612.22),(44 264728.66),(45 260956.55),(46 260343.63),(47 266044.8),(48 270649.66),(49 270589.28),(50 271177.66),(51 271091.72),(52 263596.22),(53 256059.94),(54 254111.66),(55 256063.81),(56 258947.38),(57 260488.39),(58 259632.77),(59 259237.36),(60 262526.28),(61 265757.4),(62 266279.9),(63 265349.88),(64 260530.28),(65 255489.81),(66 255224.67),(67 260385.81),(68 265708.13),(69 266802.94),(70 266451.16),(71 264127.06),(72 260998.72),(73 260788.94),(74 262328.53),(75 268774.63),(76 275885.47),(77 274350.34),(78 267308.8),(79 267512.56),
(1 29492.838),(2 80534.05),(3 114739.66),(4 133090.23),(5 150252.53),(6 160769.39),(7 158649.9),(8 155453.39),(9 161309.25),(10 169707.06),(11 172118.9),(12 172918.58),(13 175262.36),(14 179476.95),(15 183133.61),(16 187342.23),(17 193937.9),(18 202067.56),(19 206250.63),(20 207654.84),(21 206670.22),(22 204994.4),(23 206542.39),(24 211697.03),(25 220053.19),(26 223581.61),(27 222883.36),(28 225032.86),(29 231825.56),(30 236661.19),(31 236861.33),(32 236828.52),(33 237529.44),(34 237150.88),(35 236316.8),(36 239929.94),(37 250478.34),(38 258983.13),(39 260084.61),(40 263742.4),(41 271644.72),(42 277219.63),(43 277028.8),(44 276713.75),(45 283599.56),(46 290292.38),(47 290659.53),(48 289449.97),(49 288317.63),(50 285709.44),(51 285200.53),(52 285340.6),(53 284185.25),(54 282960.13),(55 282493.9),(56 282695.22),(57 281061.2),(58 276419.6),(59 270431),(60 269849.28),(61 272278.25),(62 272367.1),(63 270117.03),(64 268843.2),(65 266395.72),(66 264852.34),(67 267734.44),(68 270527.9),(69 271673.47),(70 274363.22),(71 276288),(72 274861),(73 271264.66),(74 267846.72),(75 271154.63),(76 276585.94),(77 278037.22),(78 276200.03),(79 275737.4),
(1 26947.258),(2 74849.71),(3 110991.39),(4 135442.3),(5 156425.78),(6 169086.39),(7 171392.38),(8 170061.89),(9 171370.88),(10 170933.38),(11 168226.05),(12 171899.05),(13 179845.72),(14 187072.5),(15 192059.52),(16 196898.17),(17 202610.78),(18 206657.89),(19 206816.39),(20 205540.1),(21 203574.73),(22 201357.78),(23 201294.84),(24 205641.33),(25 211248.7),(26 211638.88),(27 213263.67),(28 222907.45),(29 238141.78),(30 244739.39),(31 238427.83),(32 228725.88),(33 224473.23),(34 224947.66),(35 230561.52),(36 236658.8),(37 239454.22),(38 243709.3),(39 250690.44),(40 260572.4),(41 266572.7),(42 269065),(43 270599.97),(44 270729.5),(45 273431.7),(46 280792.88),(47 286642.13),(48 288956.4),(49 289271.22),(50 287668.13),(51 287180.6),(52 287906.13),(53 287311.97),(54 281557.88),(55 277065.9),(56 278178.9),(57 281794.7),(58 284901.66),(59 285338.4),(60 285073.78),(61 286806.63),(62 284848.3),(63 279244.88),(64 273459.22),(65 271134.94),(66 269607.25),(67 270373.25),(68 272490.4),(69 271323.16),(70 268183.22),(71 265404.25),(72 263044.78),(73 257771.55),(74 254303.48),(75 258409.3),(76 265964.5),(77 274946.3),(78 278645.97),(79 272822.4),
(1 28964.203),(2 79678.25),(3 114680.516),(4 134165.13),(5 148357.52),(6 154609.61),(7 153850.58),(8 155693.89),(9 161273.4),(10 165744.3),(11 166365.08),(12 168886.69),(13 172507.66),(14 177182.4),(15 182851.58),(16 187356.06),(17 190177.27),(18 192419.39),(19 195773.2),(20 200912.14),(21 203177.27),(22 203040.47),(23 205609.75),(24 211935.4),(25 215243.95),(26 214607.83),(27 216450.92),(28 220239.5),(29 225700.86),(30 230149.45),(31 229121.47),(32 223122.69),(33 215559.05),(34 210916.6),(35 211662.73),(36 213115.33),(37 214766.13),(38 216820.17),(39 219831.39),(40 224926.83),(41 227906.13),(42 229412.34),(43 231809.02),(44 233229.72),(45 235060.89),(46 238982.92),(47 243941.47),(48 249337.14),(49 253845.98),(50 253748.38),(51 251181.4),(52 247645.56),(53 243588.61),(54 240399.05),(55 241054.42),(56 245989.7),(57 252723.63),(58 256938.83),(59 253677.69),(60 247171.66),(61 246536.83),(62 246796.53),(63 244634.84),(64 241531.27),(65 237610.55),(66 234289.14),(67 233853.95),(68 237969.11),(69 241702.83),(70 241479.22),(71 235344.47),(72 230599.34),(73 229326.02),(74 229725.47),(75 238222.98),(76 249488.05),(77 252817.05),(78 252722.73),(79 254620.28),
(1 28413.98),(2 79401.7),(3 117107.16),(4 137286.6),(5 149860.84),(6 155812.47),(7 157779.58),(8 159904.42),(9 161081.28),(10 158591.05),(11 157037.48),(12 162725.58),(13 172778.64),(14 181000.77),(15 187596.9),(16 193595.53),(17 197608.36),(18 198962.89),(19 198270.81),(20 198266.17),(21 197189.98),(22 196247.2),(23 200160.36),(24 206909.69),(25 210365.58),(26 210728.6),(27 215577.83),(28 225417.84),(29 229258.5),(30 224426.55),(31 222053.7),(32 224641.7),(33 226709.63),(34 228108.9),(35 232509.28),(36 234959.23),(37 234059.64),(38 235412.31),(39 241275.95),(40 245105.03),(41 243127.48),(42 239371.06),(43 237341.45),(44 238348.94),(45 242156.38),(46 246063.17),(47 248544.94),(48 246762.84),(49 243507.2),(50 242679.48),(51 243211.78),(52 241838.45),(53 240609.47),(54 238243.19),(55 238724.2),(56 244982.66),(57 249551.84),(58 249085.75),(59 245035.88),(60 241471.78),(61 239905.75),(62 238831.1),(63 236661.94),(64 232704.77),(65 233005.9),(66 233707.25),(67 235322.95),(68 240727.13),(69 243939.86),(70 241800.88),(71 238600.75),(72 240035.45),(73 240890.53),(74 237571.95),(75 237141.39),(76 241883.61),(77 247822),(78 254048.64),(79 258281.36),
(1 27680.633),(2 75003.64),(3 107314.27),(4 125703.84),(5 139010.34),(6 145667.22),(7 149670.08),(8 154165.66),(9 157449.69),(10 158110.72),(11 157484.34),(12 161454.8),(13 169748.25),(14 177701.14),(15 182809.6),(16 185095.58),(17 186442.39),(18 189057.34),(19 190580.88),(20 189564.86),(21 186306.33),(22 185397.28),(23 189601.63),(24 196274.92),(25 198708.81),(26 196333.06),(27 197392.94),(28 203940.13),(29 208314.58),(30 207231.95),(31 207099.88),(32 208966.55),(33 211507.2),(34 214609.34),(35 216621.63),(36 216330.34),(37 220216.38),(38 228583.39),(39 233892.69),(40 236558.92),(41 237851.92),(42 235674),(43 230552.13),(44 230363.84),(45 235059.02),(46 238112.92),(47 237620.88),(48 237202.72),(49 237284.11),(50 237170.72),(51 237108.67),(52 234135.06),(53 234018.05),(54 234939.19),(55 233426.33),(56 233081.52),(57 237687.14),(58 244095.2),(59 246217.11),(60 244105.02),(61 244522.19),(62 249167.92),(63 250835.94),(64 247547.4),(65 244139.22),(66 240631.92),(67 239630.75),(68 239068.53),(69 236129.52),(70 232585),(71 234775.78),(72 240557.42),(73 242099.81),(74 240246.27),(75 240762.69),(76 240688.2),(77 243009.31),(78 243883.92),(79 243523.63),
(1 25415.723),(2 70617.664),(3 103921.27),(4 122795.1),(5 136489.3),(6 144943.53),(7 151295.03),(8 157638.97),(9 160111.02),(10 158654.33),(11 156585.5),(12 160439.13),(13 167995.08),(14 174172.73),(15 178531.58),(16 184223.11),(17 190950.42),(18 194827.39),(19 196297.25),(20 194792.48),(21 190389.05),(22 188368.69),(23 190363.95),(24 191422.63),(25 192351.81),(26 194571.31),(27 198827.16),(28 200790.88),(29 200458.19),(30 200752),(31 202987.92),(32 205213.81),(33 209951.64),(34 215271.86),(35 217687.31),(36 214962.44),(37 213931.7),(38 214935.11),(39 212938.98),(40 214178.22),(41 222399.08),(42 225530.88),(43 222198.97),(44 224775.13),(45 234683.44),(46 240338.42),(47 239314.3),(48 237706.92),(49 237153.33),(50 236193.1),(51 236345.02),(52 236486.84),(53 235532.69),(54 233548.97),(55 231260.81),(56 229743.92),(57 228867.56),(58 228954.78),(59 230017.73),(60 231952.16),(61 234421.42),(62 238476.28),(63 241777.38),(64 241552.92),(65 237874.7),(66 234464.7),(67 234836.97),(68 236258.53),(69 237037.38),(70 236913.39),(71 237390.63),(72 240567.3),(73 244707.45),(74 245579.31),(75 247199.08),(76 250748.36),(77 253538.55),(78 255685.22),(79 251630.67),
(1 24560.594),(2 65583.53),(3 92531.83),(4 107445.06),(5 117709.37),(6 122872.15),(7 126626.98),(8 131227.67),(9 133118.45),(10 133619.94),(11 135419.5),(12 141096.45),(13 148865.08),(14 155055.6),(15 157601.19),(16 159763.39),(17 162119.5),(18 165232.11),(19 170007.13),(20 169076.39),(21 165296.25),(22 166107.86),(23 169242.42),(24 170566.08),(25 171603.25),(26 178193.05),(27 186062.52),(28 186845.13),(29 182962.36),(30 180799.78),(31 182340.8),(32 184770.34),(33 188414.77),(34 191554.45),(35 191317.02),(36 189931.28),(37 190253.98),(38 190681.27),(39 188083.25),(40 186857.47),(41 189491.77),(42 193113.66),(43 197251.05),(44 203387.05),(45 208416.25),(46 212852.8),(47 215276.98),(48 215500),(49 216064.36),(50 215761.56),(51 212551.69),(52 210333.88),(53 211994.67),(54 214663.48),(55 214860.6),(56 215702.69),(57 216714.5),(58 216694.69),(59 215000.17),(60 213749.95),(61 211480.13),(62 210608.25),(63 211812.8),(64 211146.66),(65 208711.75),(66 205072.23),(67 206387.34),(68 214365.5),(69 220099.77),(70 218029.7),(71 213950.94),(72 215372.14),(73 216753.06),(74 215736.2),(75 218396.28),(76 221628.39),(77 222771.06),(78 225650.75),(79 225650.39),
(1 25941.225),(2 69512.375),(3 98401.53),(4 114306.73),(5 124916.914),(6 126798.33),(7 127328.414),(8 131103.23),(9 133257.16),(10 133533.13),(11 136027.56),(12 139531.4),(13 142840.42),(14 146436.78),(15 150569.53),(16 153182.64),(17 156206.38),(18 161142.53),(19 165863.9),(20 167833.92),(21 168536.19),(22 171220.97),(23 173241.36),(24 173644.73),(25 174354.84),(26 175626.67),(27 177050.27),(28 176383.06),(29 172809.28),(30 168439.94),(31 166888.45),(32 169367.98),(33 173852.48),(34 178064.83),(35 183506.45),(36 189722.34),(37 193409.02),(38 192377.06),(39 191316.98),(40 191960.78),(41 191524.08),(42 193122.67),(43 199461.61),(44 203577.3),(45 202724.38),(46 203730.58),(47 208342.7),(48 210264.27),(49 210241.97),(50 211749.9),(51 214968.25),(52 218804.53),(53 223165.52),(54 224994.94),(55 223118),(56 220564.84),(57 219278.8),(58 220872),(59 221778.33),(60 220634.39),(61 217987.38),(62 218358.9),(63 221189.3),(64 220011.56),(65 217534.92),(66 211457.55),(67 207715.73),(68 210236.38),(69 212786.64),(70 211090.02),(71 211536.97),(72 218491.44),(73 224996.92),(74 224903.55),(75 227206.06),(76 232951.9),(77 234735.17),(78 236993.16),(79 239583.22),
(1 24711.729),(2 64723.203),(3 92034.84),(4 108762.63),(5 119551.664),(6 123512.16),(7 126223.64),(8 131802.97),(9 134721.45),(10 136213.22),(11 138530.6),(12 141317.95),(13 144788.34),(14 148555.55),(15 152961.94),(16 156425.55),(17 159669.98),(18 163377.88),(19 165553.61),(20 164338.44),(21 162283.8),(22 163567.55),(23 165382.11),(24 164913.52),(25 165535.67),(26 168145.8),(27 169625.48),(28 169038.72),(29 166491.39),(30 162139.38),(31 160627.52),(32 163251.75),(33 167279.72),(34 169723.45),(35 172809.92),(36 179301.9),(37 184735.69),(38 185354.95),(39 186897.16),(40 186653.44),(41 182698.63),(42 182250.7),(43 187989.34),(44 190615.27),(45 188738.83),(46 190094.52),(47 194459.03),(48 195932.84),(49 194160.98),(50 196668.92),(51 201915.27),(52 206488.84),(53 210501.66),(54 212748.94),(55 211777.86),(56 211213.47),(57 212563.55),(58 215462.86),(59 215467.1),(60 208991.78),(61 202330.5),(62 201001.61),(63 203669.67),(64 205786.52),(65 204734.03),(66 199982.7),(67 195775.7),(68 196693.22),(69 199733.13),(70 198199.58),(71 194856.08),(72 196425.22),(73 199686.98),(74 199309.61),(75 197429.19),(76 198028.77),(77 202680.81),(78 206086.56),(79 208588),
