1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10811.273),(2 37082.715),(3 82281.78),(4 139161.27),(5 206865.75),(6 280497.47),(7 368682.72),(8 482155.6),(9 593107.06),(10 734426.2),(11 894147.56),(12 1035922.3),(13 1182074.4),(14 1316230.4),(15 1453392.6),(16 1597539.4),(17 1772780),(18 1904675),(19 2053420.4),(20 2210462.3),(21 2391657.3),(22 2552675.3),(23 2726297),(24 2889684.8),(25 3065680),(26 3246967.8),(27 3462411.3),(28 3661078),(29 3882373.3),(30 4091286.8),(31 4312909.5),(32 4515002.5),(33 4741837.5),(34 4937153.5),(35 5136329.5),(36 5316718),(37 5479363),(38 5594559.5),(39 5751806),(40 5861820),(41 5960704),(42 6031711.5),(43 6112336),(44 6207081.5),(45 6329516.5),(46 6474724),(47 6605418.5),(48 6745688.5),(49 6890770.5),(50 7008940),(51 7103598.5),(52 7152731.5),(53 7183721.5),(54 7211526.5),(55 7264996),(56 7310047.5),(57 7330848),(58 7387249.5),(59 7471691.5),(60 7563330.5),(61 7664333.5),(62 7799355.5),(63 7932374),(64 8043140),(65 8132112.5),(66 8191113.5),(67 8193213.5),(68 8187681.5),(69 8139959.5),(70 8076248.5),(71 8013692),(72 7961272),(73 7939970),(74 7946488.5),(75 7981860),(76 8027061.5),(77 8064566.5),(78 8110380.5),(79 8145742.5),
(1 170.85956),(2 207.23918),(3 236.7773),(4 255.17262),(5 268.8329),(6 281.22598),(7 287.7735),(8 298.69574),(9 304.9588),(10 310.78156),(11 321.22165),(12 326.3158),(13 331.71747),(14 332.85315),(15 337.40475),(16 338.0826),(17 340.5973),(18 347.475),(19 352.24274),(20 354.4342),(21 358.30936),(22 354.51312),(23 357.55826),(24 358.63605),(25 358.21863),(26 362.6931),(27 363.33218),(28 365.4993),(29 365.53403),(30 368.5753),(31 367.0976),(32 367.08054),(33 370.52133),(34 370.65756),(35 370.92737),(36 372.21338),(37 372.5228),(38 371.8772),(39 370.7541),(40 370.65363),(41 368.69653),(42 369.75513),(43 373.19946),(44 369.49023),(45 369.035),(46 370.11884),(47 373.64453),(48 371.1354),(49 373.19104),(50 373.5215),(51 375.5899),(52 376.96048),(53 377.82263),(54 376.1561),(55 380.11697),(56 375.16724),(57 377.3348),(58 378.37656),(59 371.2285),(60 373.95108),(61 375.2854),(62 379.4573),(63 380.28827),(64 380.31866),(65 380.4142),(66 382.97446),(67 386.74036),(68 387.5663),(69 389.4931),(70 393.27554),(71 397.6881),(72 397.98206),(73 397.05338),(74 395.2921),(75 397.697),(76 395.71176),(77 393.75473),(78 394.0383),(79 396.21133),
(1 167.27809),(2 207.1206),(3 231.30684),(4 251.35472),(5 264.64288),(6 279.11945),(7 285.98184),(8 295.02612),(9 302.9833),(10 309.56454),(11 318.94754),(12 319.89673),(13 323.58908),(14 327.90356),(15 330.36093),(16 334.16855),(17 337.18542),(18 341.75104),(19 347.05728),(20 346.0283),(21 347.6996),(22 346.6234),(23 350.85153),(24 350.9915),(25 353.67044),(26 356.1898),(27 359.51733),(28 359.86145),(29 362.66595),(30 362.76358),(31 364.59598),(32 365.52475),(33 367.2956),(34 364.29037),(35 370.2536),(36 371.22986),(37 372.35913),(38 375.29547),(39 374.08896),(40 376.61407),(41 374.8494),(42 376.36868),(43 379.04822),(44 377.94226),(45 377.832),(46 377.42874),(47 377.26553),(48 375.0305),(49 374.6878),(50 374.45883),(51 378.85327),(52 377.26193),(53 378.3619),(54 382.86032),(55 384.53342),(56 383.10428),(57 384.46243),(58 384.98856),(59 381.32648),(60 379.68875),(61 378.4849),(62 378.2255),(63 380.0936),(64 380.80817),(65 383.42645),(66 383.898),(67 388.03043),(68 390.14252),(69 392.1435),(70 395.8123),(71 393.0179),(72 395.1484),(73 392.05295),(74 394.8165),(75 393.46588),(76 389.45566),(77 388.69543),(78 389.76312),(79 392.1282),
(1 168.95648),(2 206.56299),(3 232.35243),(4 252.97253),(5 265.79697),(6 280.01712),(7 285.5508),(8 294.74316),(9 301.27402),(10 305.4355),(11 313.27582),(12 318.2422),(13 324.01813),(14 326.4838),(15 331.0741),(16 333.28775),(17 336.2535),(18 340.93845),(19 344.65494),(20 346.0462),(21 347.70422),(22 351.13977),(23 356.29935),(24 356.13922),(25 357.60278),(26 359.50296),(27 362.34885),(28 360.43863),(29 363.29242),(30 363.39438),(31 361.59964),(32 361.16003),(33 358.2812),(34 357.74734),(35 358.10663),(36 359.30038),(37 360.6274),(38 363.23944),(39 363.51767),(40 360.72263),(41 360.9329),(42 359.04596),(43 356.89795),(44 356.16684),(45 355.5054),(46 354.45654),(47 357.184),(48 355.43042),(49 357.0639),(50 358.08325),(51 358.9638),(52 359.9289),(53 358.1796),(54 362.54718),(55 363.4477),(56 368.17282),(57 364.56723),(58 363.6926),(59 362.26376),(60 362.6402),(61 360.27286),(62 362.1967),(63 363.52515),(64 363.73434),(65 365.81372),(66 365.75403),(67 368.7624),(68 369.7836),(69 374.13147),(70 374.85974),(71 375.7582),(72 378.2897),(73 379.8779),(74 383.4669),(75 382.57068),(76 380.91727),(77 382.34674),(78 387.6278),(79 389.10773),
(1 163.3747),(2 202.59724),(3 229.78531),(4 248.10428),(5 260.4942),(6 275.14566),(7 279.5177),(8 288.16858),(9 294.93256),(10 302.0476),(11 309.364),(12 313.74313),(13 316.5191),(14 322.5878),(15 323.8932),(16 328.7773),(17 330.7264),(18 336.52817),(19 339.01675),(20 343.8064),(21 344.80356),(22 346.43036),(23 349.94946),(24 352.0104),(25 355.11533),(26 356.54428),(27 359.47226),(28 361.32272),(29 362.9136),(30 363.47687),(31 363.41516),(32 361.90466),(33 363.3553),(34 362.48602),(35 363.3044),(36 365.43408),(37 362.09573),(38 361.42743),(39 358.92816),(40 359.11737),(41 362.0615),(42 362.2305),(43 364.36862),(44 368.616),(45 367.7297),(46 364.7681),(47 365.4957),(48 368.02856),(49 369.9758),(50 367.67242),(51 371.4325),(52 371.9538),(53 373.4599),(54 375.43774),(55 374.11783),(56 375.52972),(57 378.95685),(58 379.1801),(59 378.56067),(60 383.97717),(61 380.63263),(62 380.73077),(63 380.70422),(64 379.93106),(65 379.54318),(66 380.56628),(67 383.28348),(68 384.39636),(69 386.54163),(70 387.89185),(71 388.39908),(72 387.6199),(73 391.32556),(74 390.18307),(75 385.88373),(76 386.22647),(77 387.17923),(78 386.11533),(79 389.74698),
(1 164.83736),(2 199.48709),(3 226.71518),(4 247.97807),(5 260.95624),(6 272.684),(7 277.2854),(8 288.3005),(9 295.59848),(10 304.86826),(11 313.18127),(12 313.85248),(13 320.93008),(14 328.11853),(15 329.09338),(16 332.17145),(17 333.3096),(18 337.262),(19 336.93988),(20 338.48398),(21 341.17694),(22 342.28183),(23 346.0046),(24 346.4532),(25 348.39334),(26 349.30865),(27 351.81754),(28 355.10217),(29 356.4977),(30 357.43622),(31 357.30048),(32 358.13913),(33 358.39398),(34 357.91113),(35 357.9041),(36 360.9659),(37 358.95538),(38 358.79095),(39 359.14856),(40 358.97433),(41 359.9697),(42 361.7356),(43 363.0677),(44 364.52835),(45 366.5567),(46 364.13644),(47 363.89252),(48 362.71002),(49 364.0152),(50 366.7794),(51 369.40363),(52 369.54742),(53 369.9515),(54 369.26282),(55 368.35593),(56 367.65076),(57 368.1341),(58 366.41428),(59 366.0354),(60 366.10306),(61 362.5226),(62 366.12445),(63 364.1741),(64 366.1216),(65 370.3491),(66 366.60815),(67 366.10132),(68 368.98315),(69 375.69296),(70 374.60974),(71 376.00763),(72 376.5187),(73 378.35812),(74 376.66098),(75 376.79288),(76 376.41028),(77 377.12613),(78 376.605),(79 379.9771),
(1 162.12111),(2 199.17653),(3 225.5418),(4 246.09424),(5 256.6163),(6 267.21442),(7 275.03024),(8 285.20184),(9 291.6997),(10 296.33966),(11 306.177),(12 308.42258),(13 316.02344),(14 318.00787),(15 321.04898),(16 321.59048),(17 325.4994),(18 328.45026),(19 331.40686),(20 335.83783),(21 337.31967),(22 340.73578),(23 345.7432),(24 343.33405),(25 345.41086),(26 347.7025),(27 347.63724),(28 348.96255),(29 348.82086),(30 351.2721),(31 348.4388),(32 348.24716),(33 348.8709),(34 347.7165),(35 348.98773),(36 349.31696),(37 351.92856),(38 349.60434),(39 348.72006),(40 348.5142),(41 348.00082),(42 347.41568),(43 348.8927),(44 348.21545),(45 350.84583),(46 351.3581),(47 348.81326),(48 348.00107),(49 349.70007),(50 349.32877),(51 350.3584),(52 348.99936),(53 352.24686),(54 350.6137),(55 350.79517),(56 349.67825),(57 349.6847),(58 350.16925),(59 351.5794),(60 354.27496),(61 353.8144),(62 355.71036),(63 360.21448),(64 359.4737),(65 365.8776),(66 366.02466),(67 368.78812),(68 372.65005),(69 372.72086),(70 376.491),(71 378.87692),(72 379.84177),(73 380.62112),(74 383.15414),(75 387.26053),(76 389.25253),(77 386.66467),(78 388.99295),(79 393.17435),
(1 161.08716),(2 194.49368),(3 219.51239),(4 240.65016),(5 249.67024),(6 260.21573),(7 264.54907),(8 274.46616),(9 283.17987),(10 287.17703),(11 295.19006),(12 298.8252),(13 304.76773),(14 311.6716),(15 312.91528),(16 313.73178),(17 313.96927),(18 318.47232),(19 322.14868),(20 325.4396),(21 328.4534),(22 326.86194),(23 331.7206),(24 332.6185),(25 328.1521),(26 335.45663),(27 335.3269),(28 333.5418),(29 334.28903),(30 338.2419),(31 336.43158),(32 335.65372),(33 335.85663),(34 336.98306),(35 337.30426),(36 338.44662),(37 338.65652),(38 338.7702),(39 340.0886),(40 342.04483),(41 341.01),(42 340.86172),(43 340.89246),(44 341.81772),(45 343.28104),(46 344.6822),(47 346.61426),(48 346.18402),(49 345.9328),(50 349.31683),(51 348.3816),(52 348.82285),(53 351.78464),(54 350.16617),(55 348.35757),(56 345.7959),(57 347.01196),(58 345.5881),(59 343.4362),(60 342.9826),(61 343.606),(62 345.24545),(63 349.94858),(64 347.32892),(65 348.45938),(66 348.17545),(67 348.27893),(68 351.12756),(69 352.12085),(70 356.7809),(71 355.5288),(72 355.26468),(73 354.1989),(74 355.8218),(75 361.1166),(76 359.69818),(77 358.08987),(78 359.09695),(79 359.81326),
(1 156.98932),(2 193.43631),(3 217.39024),(4 236.22668),(5 244.97212),(6 259.75308),(7 267.68008),(8 274.96527),(9 282.037),(10 286.53665),(11 291.7054),(12 295.89407),(13 300.96832),(14 308.07422),(15 311.85947),(16 314.38312),(17 314.82846),(18 318.71313),(19 323.55295),(20 326.0575),(21 328.38858),(22 328.81476),(23 331.6044),(24 330.5657),(25 329.3347),(26 333.94055),(27 336.52643),(28 335.98218),(29 338.65192),(30 339.62537),(31 340.6569),(32 340.6637),(33 340.68167),(34 343.1042),(35 344.6018),(36 343.16705),(37 343.3746),(38 344.3549),(39 341.64633),(40 342.1301),(41 343.52612),(42 343.78177),(43 342.3303),(44 344.87912),(45 344.97995),(46 349.88922),(47 346.59927),(48 350.07727),(49 349.02582),(50 351.0849),(51 351.3158),(52 351.4087),(53 355.25928),(54 349.90897),(55 350.7805),(56 349.1576),(57 348.70715),(58 347.46994),(59 348.4309),(60 349.1718),(61 351.03662),(62 350.69055),(63 353.72266),(64 353.19144),(65 352.3323),(66 352.63354),(67 352.8137),(68 358.5175),(69 357.33893),(70 362.46576),(71 364.03186),(72 364.8887),(73 368.7321),(74 368.62003),(75 369.8846),(76 368.51672),(77 372.25955),(78 373.58594),(79 375.3971),
(1 153.5861),(2 189.08531),(3 213.70827),(4 230.73808),(5 242.34671),(6 253.6665),(7 260.05005),(8 269.22455),(9 275.93323),(10 280.1533),(11 286.718),(12 291.8676),(13 296.90857),(14 301.22095),(15 300.5952),(16 302.86887),(17 303.96976),(18 307.79495),(19 314.6253),(20 315.76242),(21 319.28162),(22 319.23093),(23 321.53955),(24 323.08926),(25 325.69504),(26 326.7625),(27 327.27118),(28 327.49603),(29 328.42587),(30 329.1624),(31 331.09872),(32 330.67972),(33 329.83136),(34 331.17264),(35 331.9446),(36 332.0156),(37 334.11182),(38 331.85785),(39 334.21475),(40 333.86667),(41 333.4841),(42 333.09988),(43 335.71808),(44 336.56784),(45 337.12704),(46 341.5891),(47 342.2146),(48 341.2585),(49 343.01355),(50 342.5164),(51 343.21283),(52 343.73575),(53 348.58664),(54 347.1409),(55 347.38208),(56 346.7849),(57 347.62604),(58 344.081),(59 345.73248),(60 346.2847),(61 346.52478),(62 345.86023),(63 347.27307),(64 347.0866),(65 345.79443),(66 345.36746),(67 344.1148),(68 346.7912),(69 347.2096),(70 349.48514),(71 353.91885),(72 353.46576),(73 354.81934),(74 354.83267),(75 354.07098),(76 354.62454),(77 356.70108),(78 358.96942),(79 360.66724),
(1 155.49278),(2 191.40695),(3 217.84221),(4 236.87701),(5 246.46571),(6 258.78244),(7 265.55435),(8 274.61053),(9 280.98727),(10 285.74692),(11 291.3917),(12 297.3582),(13 302.91766),(14 307.32993),(15 307.7924),(16 311.71225),(17 311.5984),(18 312.1512),(19 319.21185),(20 320.14398),(21 323.2356),(22 325.92197),(23 325.88028),(24 328.72232),(25 332.99512),(26 334.42657),(27 334.2061),(28 334.39246),(29 336.18964),(30 336.75662),(31 339.27222),(32 338.4482),(33 337.62918),(34 337.53656),(35 338.32895),(36 340.77798),(37 341.0458),(38 341.3207),(39 341.7176),(40 339.4136),(41 340.6585),(42 341.39053),(43 342.69772),(44 342.0184),(45 345.57852),(46 346.13425),(47 346.98972),(48 347.2973),(49 351.2371),(50 350.78757),(51 353.40045),(52 353.05777),(53 356.6767),(54 354.2826),(55 351.87808),(56 350.94107),(57 349.35764),(58 350.11792),(59 348.3503),(60 350.54767),(61 353.85983),(62 349.99988),(63 349.51242),(64 352.22455),(65 351.68042),(66 350.97394),(67 350.23816),(68 355.18),(69 354.25778),(70 355.57086),(71 355.70288),(72 358.40472),(73 355.01587),(74 357.5428),(75 356.25797),(76 358.08057),(77 358.5029),(78 359.05573),(79 358.60294),
(1 148.4852),(2 184.53212),(3 207.59792),(4 226.14455),(5 237.3191),(6 249.72285),(7 252.94177),(8 262.7647),(9 270.41824),(10 274.43195),(11 281.31607),(12 285.28824),(13 291.37653),(14 297.44385),(15 299.51898),(16 302.02246),(17 303.23837),(18 304.8857),(19 309.75803),(20 310.9203),(21 312.5361),(22 312.71506),(23 313.99182),(24 315.87976),(25 317.70026),(26 321.4276),(27 320.31354),(28 321.88193),(29 322.18564),(30 324.6877),(31 324.2747),(32 327.41302),(33 326.54004),(34 329.94568),(35 330.38474),(36 330.82074),(37 333.4324),(38 332.30786),(39 331.79327),(40 330.16684),(41 332.9844),(42 333.5823),(43 333.72766),(44 336.61774),(45 338.47437),(46 342.34076),(47 345.53864),(48 347.23468),(49 347.90536),(50 347.25198),(51 348.2376),(52 347.29178),(53 348.93726),(54 348.73007),(55 346.6718),(56 346.72354),(57 347.6809),(58 345.69336),(59 344.1154),(60 346.3813),(61 347.07446),(62 345.2388),(63 348.3349),(64 350.17648),(65 348.96243),(66 349.22177),(67 349.45648),(68 353.54395),(69 354.34604),(70 353.83258),(71 355.2393),(72 355.0069),(73 355.33414),(74 356.17828),(75 354.9602),(76 357.64868),(77 358.2364),(78 356.56802),(79 358.7235),
(1 149.23254),(2 181.93665),(3 205.5665),(4 225.81897),(5 235.90172),(6 247.96115),(7 254.25664),(8 261.41376),(9 267.8225),(10 273.10373),(11 280.8405),(12 285.18503),(13 289.8565),(14 295.00934),(15 298.86407),(16 302.6967),(17 305.6504),(18 305.19595),(19 308.2657),(20 311.13208),(21 313.0629),(22 314.64996),(23 320.1405),(24 320.6706),(25 320.55756),(26 324.05038),(27 325.94482),(28 327.5861),(29 329.86353),(30 329.5754),(31 329.95996),(32 330.94696),(33 330.88104),(34 330.54395),(35 329.47855),(36 329.26465),(37 329.25732),(38 330.75882),(39 330.41806),(40 327.7243),(41 330.45624),(42 332.87665),(43 331.45737),(44 330.6629),(45 329.9546),(46 330.90118),(47 335.6827),(48 336.47168),(49 336.525),(50 334.82187),(51 334.6078),(52 333.5271),(53 340.1365),(54 339.18176),(55 335.44833),(56 338.17642),(57 338.64743),(58 337.235),(59 336.5728),(60 335.48862),(61 337.42386),(62 335.11935),(63 333.13657),(64 331.42612),(65 334.99207),(66 337.41977),(67 336.7621),(68 340.29202),(69 339.28543),(70 337.4597),(71 342.51584),(72 342.10754),(73 343.23325),(74 342.9807),(75 345.24927),(76 346.952),(77 348.88702),(78 350.4472),(79 352.0942),
(1 146.88182),(2 178.6122),(3 203.10529),(4 224.44745),(5 231.98796),(6 244.41037),(7 250.47795),(8 260.59027),(9 267.3347),(10 271.7917),(11 278.3481),(12 283.12335),(13 289.05283),(14 293.35666),(15 296.47482),(16 297.09177),(17 298.69537),(18 301.79453),(19 305.21472),(20 306.549),(21 310.2155),(22 314.42627),(23 317.81274),(24 316.9088),(25 318.11212),(26 320.85428),(27 320.1565),(28 319.22656),(29 321.14987),(30 320.06165),(31 321.42154),(32 322.90088),(33 325.8312),(34 324.18442),(35 322.91376),(36 323.37994),(37 321.47116),(38 327.23325),(39 328.90094),(40 329.15533),(41 326.97604),(42 328.24377),(43 327.9327),(44 327.61707),(45 328.67105),(46 331.77707),(47 331.21063),(48 332.6658),(49 334.60757),(50 330.9098),(51 333.79666),(52 332.19714),(53 333.1692),(54 328.18207),(55 328.7036),(56 326.8855),(57 327.56287),(58 324.5003),(59 326.08405),(60 328.37808),(61 326.9588),(62 325.32956),(63 324.97766),(64 323.26767),(65 319.7095),(66 322.20715),(67 322.52594),(68 325.67206),(69 326.7717),(70 328.3358),(71 329.76697),(72 328.939),(73 328.6963),(74 329.05582),(75 331.69153),(76 335.3974),(77 336.80722),(78 340.43332),(79 344.08026),
(1 144.26593),(2 177.09741),(3 202.708),(4 221.83716),(5 230.41049),(6 242.69365),(7 250.55452),(8 257.67233),(9 264.18002),(10 267.45813),(11 273.57837),(12 278.76953),(13 282.40393),(14 288.2721),(15 290.05206),(16 291.4626),(17 294.4614),(18 296.9856),(19 299.5226),(20 300.82297),(21 302.46335),(22 304.3923),(23 307.98862),(24 308.23755),(25 309.28735),(26 313.319),(27 313.00006),(28 312.97076),(29 311.29944),(30 313.24243),(31 313.02155),(32 310.99026),(33 312.31796),(34 312.276),(35 313.532),(36 313.42615),(37 312.27444),(38 313.80084),(39 315.53583),(40 314.90936),(41 314.70834),(42 316.34338),(43 315.42395),(44 314.33295),(45 317.3481),(46 318.1212),(47 315.91306),(48 316.5235),(49 313.22403),(50 313.92932),(51 313.95337),(52 312.99887),(53 314.05377),(54 312.97955),(55 313.9482),(56 310.8503),(57 312.53754),(58 315.22583),(59 314.04504),(60 314.33368),(61 315.16553),(62 315.10745),(63 316.56772),(64 316.7715),(65 316.74423),(66 320.20306),(67 318.91785),(68 322.97836),(69 322.9405),(70 323.26193),(71 324.4601),(72 325.7754),(73 325.98502),(74 327.4781),(75 326.37598),(76 327.843),(77 325.57388),(78 329.1404),(79 329.58258),
(1 144.12045),(2 175.92714),(3 200.99377),(4 217.76187),(5 229.98824),(6 242.22069),(7 251.79396),(8 260.2051),(9 262.9227),(10 271.31296),(11 277.0067),(12 281.25555),(13 285.45193),(14 290.9413),(15 290.92728),(16 294.61066),(17 298.9663),(18 300.3479),(19 304.17978),(20 308.16367),(21 311.32346),(22 310.38187),(23 310.96902),(24 311.3891),(25 310.87183),(26 313.10495),(27 316.07968),(28 314.49698),(29 316.49826),(30 317.8444),(31 317.7277),(32 317.02188),(33 317.82367),(34 319.08136),(35 321.10236),(36 322.0908),(37 318.91586),(38 319.34216),(39 319.53577),(40 320.8937),(41 321.62854),(42 323.28366),(43 327.2546),(44 325.44702),(45 328.53638),(46 332.22943),(47 332.0744),(48 331.12686),(49 331.4819),(50 331.3215),(51 330.4988),(52 330.35852),(53 332.49466),(54 328.91132),(55 329.0597),(56 326.41815),(57 329.62332),(58 330.8671),(59 328.76544),(60 330.7842),(61 329.90912),(62 329.70874),(63 329.46817),(64 326.32425),(65 327.8064),(66 329.71658),(67 333.2108),(68 338.3829),(69 342.1209),(70 345.10565),(71 345.70493),(72 347.44742),(73 349.73306),(74 351.32913),(75 349.7428),(76 352.77078),(77 355.63773),(78 357.03967),(79 357.01288),
(1 140.28592),(2 171.95134),(3 196.42593),(4 212.75015),(5 223.93108),(6 235.33968),(7 243.89232),(8 252.6064),(9 255.13837),(10 261.08926),(11 268.049),(12 270.50003),(13 277.5115),(14 279.23856),(15 283.66626),(16 285.91724),(17 288.99664),(18 290.43918),(19 293.5447),(20 294.6495),(21 298.0142),(22 298.7024),(23 304.7215),(24 302.09378),(25 305.15585),(26 304.14978),(27 305.7799),(28 306.7338),(29 308.60962),(30 309.52686),(31 308.96313),(32 308.22342),(33 309.95557),(34 312.20853),(35 311.84518),(36 313.97592),(37 310.7187),(38 314.77124),(39 316.42685),(40 316.40463),(41 314.73563),(42 315.8801),(43 317.77145),(44 313.76028),(45 315.76395),(46 318.61935),(47 318.02567),(48 318.67957),(49 319.28088),(50 319.5669),(51 318.3377),(52 318.53287),(53 321.11423),(54 320.8578),(55 319.7056),(56 319.98502),(57 320.4585),(58 322.61307),(59 321.17957),(60 320.31152),(61 319.4679),(62 318.79358),(63 318.7678),(64 317.726),(65 317.25424),(66 316.8746),(67 316.70795),(68 317.60596),(69 314.51093),(70 317.91394),(71 320.1271),(72 319.58676),(73 317.84595),(74 317.7078),(75 318.14023),(76 320.87134),(77 322.4697),(78 322.42596),(79 321.73596),
(1 138.97661),(2 171.01787),(3 192.90633),(4 209.38309),(5 219.52705),(6 233.46263),(7 238.9245),(8 246.98132),(9 253.39284),(10 258.98264),(11 262.83633),(12 267.68744),(13 272.37152),(14 276.83917),(15 277.5882),(16 279.53064),(17 280.09332),(18 284.1918),(19 286.83282),(20 291.26242),(21 292.45322),(22 291.7309),(23 293.67465),(24 293.4394),(25 293.57043),(26 295.37845),(27 297.15945),(28 297.24335),(29 299.73938),(30 301.60538),(31 302.26932),(32 298.96735),(33 300.48682),(34 299.66153),(35 302.74026),(36 305.07962),(37 302.36896),(38 304.87436),(39 305.9357),(40 304.97504),(41 304.60535),(42 305.09326),(43 305.7407),(44 306.9969),(45 310.27966),(46 308.2954),(47 307.51666),(48 308.13486),(49 308.25787),(50 307.9645),(51 307.9511),(52 309.3181),(53 311.7184),(54 310.62427),(55 310.18307),(56 308.85037),(57 310.99103),(58 311.4665),(59 310.13342),(60 308.92667),(61 307.7363),(62 308.44495),(63 310.3919),(64 308.21164),(65 311.1712),(66 311.85892),(67 311.16095),(68 316.17468),(69 316.6756),(70 317.92227),(71 321.3921),(72 322.25803),(73 324.9192),(74 323.60294),(75 324.19113),(76 325.96152),(77 326.33057),(78 328.584),(79 328.91965),
