1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1130.021),(2 1808.1543),(3 2303.2053),(4 2534.3743),(5 2769.421),(6 2986.3203),(7 3161.15),(8 3268.9436),(9 3394.6511),(10 3499.2874),(11 3618.6765),(12 3674.1675),(13 3709.3254),(14 3841.8975),(15 3837.485),(16 3814.298),(17 3908.7866),(18 3856.4634),(19 3891.7559),(20 3925.4536),(21 3918.4888),(22 3903.2896),(23 3927.517),(24 3893.0496),(25 3947.431),(26 4036.6516),(27 3995.396),(28 4028.3235),(29 3978.5186),(30 4004.4753),(31 4088.1152),(32 4054.7253),(33 4061.4402),(34 4127.1177),(35 4140.995),(36 4164.621),(37 4200.2935),(38 4175.6987),(39 4208.0493),(40 4253.8506),(41 4172.834),(42 4166.8096),(43 4238.827),(44 4150.649),(45 4173.6655),(46 4232.972),(47 4203.3804),(48 4202.4463),(49 4234.524),(50 4246.0083),(51 4283.655),(52 4281.0127),(53 4280.471),(54 4268.324),(55 4247.8633),(56 4232.0815),(57 4213.9707),(58 4262.6465),(59 4246.0796),(60 4247.3013),(61 4291.835),(62 4281.2397),(63 4259.2886),(64 4238.4155),(65 4215.2964),(66 4239.529),(67 4250.8306),(68 4205.0713),(69 4183.3423),(70 4206.2046),(71 4201.776),(72 4205.9453),(73 4225.587),(74 4161.2886),(75 4217.8823),(76 4269.943),(77 4280.51),(78 4321.9233),(79 4315.231),
(1 1110.1476),(2 1757.9779),(3 2268.0037),(4 2498.3289),(5 2744.458),(6 2930.984),(7 3096.4893),(8 3240.0964),(9 3379.7598),(10 3457.635),(11 3603.1863),(12 3648.776),(13 3705.5964),(14 3780.8662),(15 3775.2195),(16 3788.52),(17 3853.1536),(18 3780.2336),(19 3818.9773),(20 3884.8813),(21 3863.3958),(22 3867.2886),(23 3880.6763),(24 3819.9155),(25 3871.3323),(26 3940.8323),(27 3914.5994),(28 3943.5667),(29 3932.7458),(30 3997.7605),(31 4068.2063),(32 4003.7178),(33 4075.036),(34 4163.362),(35 4155.117),(36 4149.7),(37 4198.968),(38 4203.2764),(39 4227.41),(40 4250.9517),(41 4179.701),(42 4215.1396),(43 4265.1084),(44 4169.2583),(45 4174.079),(46 4260.2573),(47 4177.4824),(48 4162.13),(49 4200.6553),(50 4183.463),(51 4188.631),(52 4192.5337),(53 4175.7324),(54 4150.737),(55 4166.7),(56 4145.8325),(57 4148.6724),(58 4195.6157),(59 4181.255),(60 4184.5645),(61 4208.499),(62 4179.295),(63 4220.8696),(64 4245.2393),(65 4228.6377),(66 4265.8545),(67 4266.8945),(68 4239.808),(69 4221.5996),(70 4238.6367),(71 4240.659),(72 4253.787),(73 4294.5),(74 4217.562),(75 4249.538),(76 4284.321),(77 4264.542),(78 4290.395),(79 4270.7295),
(1 1098.6812),(2 1765.3525),(3 2245.7273),(4 2431.964),(5 2647.053),(6 2848.2551),(7 2993.4336),(8 3132.2058),(9 3285.6128),(10 3368.1992),(11 3477.5146),(12 3545.7195),(13 3600.698),(14 3713.5486),(15 3733.1184),(16 3736.041),(17 3789.2834),(18 3729.1523),(19 3768.7969),(20 3797.927),(21 3776.9023),(22 3741.531),(23 3735.7832),(24 3728.159),(25 3752.4312),(26 3783.6553),(27 3764.1895),(28 3801.2124),(29 3801.0398),(30 3864.2183),(31 3953.6814),(32 3879.4265),(33 3912.0125),(34 3971.859),(35 3957.3164),(36 3964.1177),(37 4006.911),(38 3980.724),(39 4005.5193),(40 4042.3071),(41 4009.1147),(42 4047.615),(43 4160.493),(44 4086.9553),(45 4082.9265),(46 4114.189),(47 4055.9531),(48 4052.4495),(49 4059.5737),(50 4032.3142),(51 4031.8252),(52 4094.414),(53 4108.6216),(54 4119.664),(55 4140.5303),(56 4112.696),(57 4096.648),(58 4085.344),(59 4052.2717),(60 4051.8828),(61 4063.1199),(62 4036.9775),(63 4097.8467),(64 4165.7227),(65 4126.932),(66 4165.0093),(67 4170.465),(68 4114.803),(69 4083.7263),(70 4090.9292),(71 4076.4624),(72 4108.421),(73 4145.8315),(74 4105.1436),(75 4086.1165),(76 4108.737),(77 4066.555),(78 4111.362),(79 4083.409),
(1 1068.652),(2 1715.1292),(3 2164.6401),(4 2383.732),(5 2606.4126),(6 2829.453),(7 2985.4412),(8 3154.496),(9 3263.1477),(10 3365.6091),(11 3472.5498),(12 3531.95),(13 3614.9214),(14 3715.5764),(15 3732.8784),(16 3712.4446),(17 3738.8967),(18 3678.4348),(19 3709.4167),(20 3747.559),(21 3717.1755),(22 3720.3665),(23 3746.9402),(24 3708.861),(25 3756.474),(26 3771.8062),(27 3734.4548),(28 3787.02),(29 3770.6362),(30 3774.2583),(31 3832.4133),(32 3778.4526),(33 3806.2666),(34 3846.8645),(35 3808.346),(36 3837.4888),(37 3913.784),(38 3892.2126),(39 3884.3438),(40 3887.9395),(41 3863.6147),(42 3926.0022),(43 3987.8516),(44 3915.5354),(45 3980.4436),(46 4001.089),(47 3925.1328),(48 3918.4404),(49 3944.0679),(50 3899.173),(51 3905.1228),(52 3937.4236),(53 3947.8457),(54 3923.3196),(55 3933.544),(56 3932.7395),(57 3951.6543),(58 3939.4617),(59 3936.6714),(60 3975.2026),(61 4004.7363),(62 3999.5938),(63 4034.539),(64 4059.3318),(65 4080.1812),(66 4097.9004),(67 4115.5684),(68 4074.2043),(69 4059.0015),(70 4064.6145),(71 4037.1763),(72 4022.448),(73 4034.5),(74 4014.1985),(75 4011.2146),(76 4030.8186),(77 4037.809),(78 4135.7827),(79 4143.385),
(1 1045.6742),(2 1653.7349),(3 2095.1323),(4 2291.4097),(5 2481.4487),(6 2687.863),(7 2800.03),(8 2949.0586),(9 3046.0583),(10 3099.816),(11 3210.9778),(12 3247.4172),(13 3305.4236),(14 3380.2578),(15 3413.8015),(16 3437.7021),(17 3477.9507),(18 3453.152),(19 3482.9705),(20 3510.1577),(21 3507.8826),(22 3541.415),(23 3557.3938),(24 3543.8464),(25 3605.5425),(26 3650.1096),(27 3624.126),(28 3692.915),(29 3693.66),(30 3725.9434),(31 3761.3354),(32 3713.4517),(33 3722.9326),(34 3776.6548),(35 3743.474),(36 3743.4119),(37 3815.344),(38 3767.3113),(39 3737.206),(40 3793.2256),(41 3734.031),(42 3790.0537),(43 3839.484),(44 3790.9653),(45 3804.9402),(46 3826.0737),(47 3771.5342),(48 3773.2354),(49 3774.5122),(50 3750.5166),(51 3768.0222),(52 3754.3809),(53 3729.4763),(54 3674.438),(55 3695.9312),(56 3685.2722),(57 3714.2954),(58 3732.3416),(59 3752.838),(60 3769.7576),(61 3809.0403),(62 3799.8237),(63 3816.763),(64 3882.4316),(65 3860.1604),(66 3868.526),(67 3897.1123),(68 3893.841),(69 3906.8872),(70 3939.0098),(71 3928.3904),(72 3922.4536),(73 3944.4846),(74 3897.8538),(75 3869.4),(76 3874.4531),(77 3904.2031),(78 3977.0222),(79 3939.693),
(1 1024.8088),(2 1611.0245),(3 2066.9211),(4 2296.1099),(5 2482.0852),(6 2656.6343),(7 2797.996),(8 2919.228),(9 3038.5923),(10 3116.2202),(11 3231.6611),(12 3267.879),(13 3307.4622),(14 3386.0552),(15 3353.7427),(16 3352.7476),(17 3405.9968),(18 3370.9294),(19 3380.1707),(20 3372.6099),(21 3370.363),(22 3409.8152),(23 3454.7273),(24 3466.554),(25 3503.3032),(26 3533.4558),(27 3500.2659),(28 3545.0303),(29 3546.2402),(30 3578.3796),(31 3532.5957),(32 3512.1953),(33 3536.94),(34 3565.4653),(35 3551.7908),(36 3574.9705),(37 3594.5432),(38 3526.3743),(39 3508.2903),(40 3523.9941),(41 3508.3909),(42 3531.3984),(43 3539.8992),(44 3521.715),(45 3545.8567),(46 3575.856),(47 3531.2263),(48 3557.194),(49 3563.3677),(50 3556.0706),(51 3569.4478),(52 3622.0476),(53 3648.4827),(54 3629.5217),(55 3660.328),(56 3668.9597),(57 3701.7385),(58 3696.3115),(59 3705.8357),(60 3742.5732),(61 3771.5737),(62 3739.4712),(63 3800.1318),(64 3848.6301),(65 3823.3577),(66 3808.4524),(67 3829.9517),(68 3813.6416),(69 3840.4272),(70 3872.1567),(71 3827.4583),(72 3798.3335),(73 3836.0808),(74 3799.941),(75 3779.0862),(76 3759.8076),(77 3811.977),(78 3917.222),(79 3885.4343),
(1 1005.56635),(2 1536.268),(3 1993.242),(4 2200.1433),(5 2419.8435),(6 2564.029),(7 2685.841),(8 2826.312),(9 2951.5652),(10 3076.6594),(11 3259.2568),(12 3269.3027),(13 3308.5764),(14 3354.4785),(15 3335.8403),(16 3377.8535),(17 3405.9072),(18 3363.9211),(19 3385.4722),(20 3391.2273),(21 3371.5723),(22 3367.3455),(23 3422.3206),(24 3414.0527),(25 3474.5366),(26 3492.613),(27 3419.886),(28 3472.894),(29 3464.641),(30 3465.512),(31 3469.8765),(32 3392.2554),(33 3397.4597),(34 3435.0044),(35 3379.7788),(36 3397.05),(37 3429.6204),(38 3378.1536),(39 3380.97),(40 3387.3867),(41 3381.6877),(42 3391.8486),(43 3425.1516),(44 3406.8289),(45 3419.8362),(46 3481.6367),(47 3430.789),(48 3439.792),(49 3475.9705),(50 3471.4844),(51 3520.8618),(52 3582.7573),(53 3608.9934),(54 3648.848),(55 3681.9858),(56 3678.7454),(57 3711.2954),(58 3764.53),(59 3762.5044),(60 3758.6726),(61 3803.2405),(62 3797.9507),(63 3814.401),(64 3819.1301),(65 3809.3425),(66 3834.8513),(67 3862.161),(68 3804.366),(69 3829.5198),(70 3833.709),(71 3809.334),(72 3796.7395),(73 3803.8528),(74 3777.876),(75 3771.9568),(76 3757.6206),(77 3760.5935),(78 3835.9243),(79 3829.0515),
(1 999.52997),(2 1539.9188),(3 1990.2795),(4 2175.4592),(5 2348.1304),(6 2504.816),(7 2616.3909),(8 2740.9934),(9 2852.263),(10 2939.1016),(11 3094.1726),(12 3117.5144),(13 3134.9565),(14 3228.5313),(15 3223.773),(16 3243.878),(17 3284.4136),(18 3278.6877),(19 3322.3306),(20 3323.8962),(21 3276.1228),(22 3275.085),(23 3314.5413),(24 3299.4617),(25 3305.9019),(26 3321.1704),(27 3305.0762),(28 3373.773),(29 3347.2031),(30 3344.1643),(31 3345.581),(32 3340.253),(33 3349.595),(34 3376.9883),(35 3312.3474),(36 3306.0422),(37 3349.3535),(38 3297.948),(39 3317.214),(40 3386.2173),(41 3362.6462),(42 3355.5474),(43 3399.8345),(44 3386.1018),(45 3362.6824),(46 3413.8066),(47 3375.432),(48 3378.052),(49 3389.5298),(50 3408.4739),(51 3435.1626),(52 3487.878),(53 3496.7776),(54 3522.9863),(55 3534.1558),(56 3558.3865),(57 3567.277),(58 3614.8313),(59 3640.6777),(60 3678.0613),(61 3721.0654),(62 3739.6204),(63 3765.6497),(64 3776.9863),(65 3778.9788),(66 3802.504),(67 3828.8645),(68 3800.157),(69 3797.464),(70 3808.678),(71 3766.1143),(72 3772.1035),(73 3776.068),(74 3753.247),(75 3756.7092),(76 3801.9194),(77 3755.1213),(78 3801.79),(79 3799.3801),
(1 975.7772),(2 1515.2384),(3 1927.4742),(4 2100.033),(5 2307.2173),(6 2445.828),(7 2561.9287),(8 2667.749),(9 2725.86),(10 2818.1897),(11 2914.8982),(12 2891.0835),(13 2924.3577),(14 3012.8752),(15 3028.0764),(16 3063.0085),(17 3105.0105),(18 3102.9238),(19 3122.9912),(20 3140.8506),(21 3138.7988),(22 3137.9817),(23 3126.6873),(24 3124.5547),(25 3152.945),(26 3175.4448),(27 3208.6145),(28 3269.7522),(29 3241.9443),(30 3198.013),(31 3200.941),(32 3246.095),(33 3285.3235),(34 3321.8904),(35 3315.05),(36 3334.7668),(37 3362.9397),(38 3363.5867),(39 3398.3176),(40 3442.993),(41 3426.9067),(42 3410.5454),(43 3416.438),(44 3408.8909),(45 3399.8071),(46 3452.4902),(47 3390.2874),(48 3423.009),(49 3467.5356),(50 3460.4937),(51 3499.8167),(52 3567.3909),(53 3543.6746),(54 3525.9697),(55 3523.1707),(56 3537.886),(57 3519.2483),(58 3542.1184),(59 3594.7422),(60 3625.5247),(61 3655.7803),(62 3643.0671),(63 3655.5662),(64 3695.1013),(65 3686.2769),(66 3711.2021),(67 3738.5337),(68 3715.8242),(69 3670.977),(70 3659.3494),(71 3594.6973),(72 3586.4023),(73 3586.7437),(74 3555.8638),(75 3559.6316),(76 3594.2996),(77 3593.495),(78 3609.3564),(79 3582.9397),
(1 951.2572),(2 1463.5337),(3 1864.0321),(4 2068.8738),(5 2279.323),(6 2443.0833),(7 2546.3608),(8 2680.6665),(9 2747.0225),(10 2826.3818),(11 2927.3542),(12 2913.0586),(13 2922.0193),(14 2978.2485),(15 3010.5686),(16 3051.8076),(17 3099.9124),(18 3086.9883),(19 3120.6428),(20 3147.0623),(21 3132.5393),(22 3115.4275),(23 3113.3845),(24 3120.836),(25 3135.0525),(26 3149.979),(27 3149.147),(28 3221.103),(29 3211.14),(30 3180.0757),(31 3184.3513),(32 3236.2336),(33 3316.0923),(34 3357.4827),(35 3368.1443),(36 3428.2905),(37 3474.8103),(38 3451.7773),(39 3474.473),(40 3518.7092),(41 3469.0867),(42 3450.2458),(43 3475.792),(44 3439.4595),(45 3397.5198),(46 3459.411),(47 3412.6208),(48 3416.9048),(49 3463.6052),(50 3483.1428),(51 3498.4265),(52 3556.8416),(53 3566.0986),(54 3566.7205),(55 3584.0986),(56 3587.892),(57 3573.4607),(58 3589.8796),(59 3569.0508),(60 3593.674),(61 3617.0657),(62 3620.557),(63 3620.439),(64 3631.474),(65 3625.5444),(66 3632.5295),(67 3648.618),(68 3629.1687),(69 3599.9397),(70 3621.6736),(71 3560.1648),(72 3559.6885),(73 3543.535),(74 3479.6382),(75 3450.2712),(76 3467.049),(77 3464.2249),(78 3500.735),(79 3477.1921),
(1 911.9852),(2 1392.6975),(3 1799.0209),(4 2002.4614),(5 2209.0857),(6 2356.382),(7 2464.9292),(8 2597.3308),(9 2661.03),(10 2738.2976),(11 2834.242),(12 2838.7527),(13 2866.4148),(14 2929.6125),(15 2952.2917),(16 2975.3098),(17 2993.1365),(18 2977.072),(19 3001.681),(20 2990.638),(21 2972.4612),(22 2950.0774),(23 2991.4514),(24 3014.5771),(25 3021.561),(26 3043.005),(27 3065.5647),(28 3130.3306),(29 3131.9558),(30 3124.4265),(31 3129.6655),(32 3157.5925),(33 3189.7095),(34 3237.6692),(35 3196.9897),(36 3241.0112),(37 3257.583),(38 3233.2734),(39 3269.2185),(40 3326.097),(41 3304.8655),(42 3281.6792),(43 3314.6243),(44 3284.8364),(45 3245.7473),(46 3264.654),(47 3219.9814),(48 3228.763),(49 3245.52),(50 3224.533),(51 3261.338),(52 3310.5771),(53 3311.533),(54 3319.451),(55 3365.2822),(56 3355.834),(57 3335.7312),(58 3386.2227),(59 3369.249),(60 3378.4204),(61 3425.1958),(62 3400.7659),(63 3391.0767),(64 3410.4614),(65 3397.6204),(66 3415.0242),(67 3436.1582),(68 3405.978),(69 3373.6453),(70 3378.9377),(71 3314.9922),(72 3283.0015),(73 3291.575),(74 3221.5647),(75 3203.847),(76 3247.2378),(77 3268.468),(78 3293.6353),(79 3248.7224),
(1 908.6055),(2 1376.0607),(3 1790.7649),(4 2003.2927),(5 2202.1042),(6 2310.7783),(7 2390.9768),(8 2519.456),(9 2580.1514),(10 2650.6611),(11 2734.8784),(12 2731.5188),(13 2797.5688),(14 2866.9336),(15 2874.8445),(16 2878.9678),(17 2885.0276),(18 2883.621),(19 2910.529),(20 2904.4375),(21 2863.6934),(22 2865.874),(23 2867.387),(24 2855.6091),(25 2849.0652),(26 2898.2322),(27 2931.6763),(28 2955.2224),(29 2931.4827),(30 2922.8223),(31 2977.9478),(32 3012.1619),(33 3018.765),(34 3090.8892),(35 3082.943),(36 3095.6616),(37 3126.0908),(38 3094.7588),(39 3146.9167),(40 3200.768),(41 3186.8557),(42 3190.8242),(43 3263.6248),(44 3220.5508),(45 3206.9229),(46 3242.8733),(47 3201.7522),(48 3200.8167),(49 3231.1934),(50 3232.235),(51 3243.566),(52 3263.6877),(53 3315.2163),(54 3342.9175),(55 3364.733),(56 3361.4849),(57 3363.7515),(58 3405.1804),(59 3386.2622),(60 3397.1794),(61 3454.4504),(62 3460.6108),(63 3502.1243),(64 3546.595),(65 3490.063),(66 3457.685),(67 3447.137),(68 3412.475),(69 3403.4736),(70 3406.0278),(71 3355.1753),(72 3328.2214),(73 3314.4695),(74 3297.3247),(75 3271.3464),(76 3304.3804),(77 3306.6914),(78 3342.6528),(79 3318.334),
(1 897.5274),(2 1359.2383),(3 1749.708),(4 1938.7058),(5 2156.1582),(6 2290.6885),(7 2404.987),(8 2562.5415),(9 2617.391),(10 2688.5608),(11 2790.1333),(12 2780.0588),(13 2844.146),(14 2905.129),(15 2934.1702),(16 2943.0535),(17 2986.338),(18 2963.3877),(19 2983.2502),(20 2992.74),(21 2927.8062),(22 2903.8406),(23 2921.5234),(24 2889.0083),(25 2853.7585),(26 2896.6064),(27 2915.908),(28 2963.287),(29 2949.037),(30 2927.0662),(31 2953.7139),(32 2966.7334),(33 2966.5576),(34 3019.004),(35 3011.9675),(36 3030.0505),(37 3024.7778),(38 2973.7305),(39 3026.8582),(40 3062.7288),(41 3031.725),(42 3052.459),(43 3103.7139),(44 3030.8047),(45 3010.3777),(46 3009.9834),(47 2979.6963),(48 2988.333),(49 3012.6462),(50 3008.603),(51 3057.0176),(52 3097.8774),(53 3097.14),(54 3144.2917),(55 3182.672),(56 3181.1326),(57 3187.6016),(58 3221.3315),(59 3212.7056),(60 3272.3647),(61 3296.165),(62 3297.3022),(63 3329.6038),(64 3375.7693),(65 3323.6328),(66 3308.3538),(67 3280.1467),(68 3231.8098),(69 3235.1248),(70 3252.9346),(71 3218.6084),(72 3183.2117),(73 3190.131),(74 3172.448),(75 3178.8308),(76 3194.5698),(77 3218.1587),(78 3268.8381),(79 3254.4482),
(1 872.625),(2 1340.8339),(3 1743.7175),(4 1914.964),(5 2133.018),(6 2266.7205),(7 2404.8208),(8 2530.7175),(9 2606.432),(10 2700.4514),(11 2811.918),(12 2761.5554),(13 2808.9229),(14 2857.3484),(15 2878.501),(16 2918.8708),(17 2953.46),(18 2945.7498),(19 2969.3267),(20 2978.7114),(21 2942.2266),(22 2929.6128),(23 2925.0837),(24 2899.5815),(25 2888.3135),(26 2910.4094),(27 2932.3271),(28 3001.0476),(29 2979.1545),(30 2954.2236),(31 2968.7312),(32 2956.5256),(33 2976.1738),(34 3032.7463),(35 3017.326),(36 3062.0994),(37 3104.3633),(38 3073.514),(39 3092.156),(40 3160.5623),(41 3111.6072),(42 3114.9204),(43 3128.3284),(44 3088.7437),(45 3083.4705),(46 3067.2224),(47 3055.3572),(48 3093.5813),(49 3128.8977),(50 3119.171),(51 3128.2017),(52 3123.4248),(53 3092.1875),(54 3096.8796),(55 3120.946),(56 3113.6526),(57 3116.3596),(58 3145.678),(59 3172.3086),(60 3200.6404),(61 3232.62),(62 3243.7798),(63 3285.5828),(64 3314.9976),(65 3300.7656),(66 3326.26),(67 3328.754),(68 3291.8975),(69 3316.4248),(70 3339.1704),(71 3303.1907),(72 3281.9258),(73 3274.5728),(74 3259.628),(75 3240.2024),(76 3297.4983),(77 3284.4915),(78 3325.114),(79 3290.9468),
(1 858.055),(2 1297.7408),(3 1669.8641),(4 1875.7355),(5 2078.4055),(6 2189.2488),(7 2289.1675),(8 2390.7974),(9 2473.6826),(10 2551.785),(11 2618.4163),(12 2589.9668),(13 2665.6995),(14 2725.195),(15 2750.2346),(16 2757.5842),(17 2783.5054),(18 2772.108),(19 2812.879),(20 2830.815),(21 2803.7156),(22 2808.6855),(23 2792.945),(24 2763.4587),(25 2730.38),(26 2757.2651),(27 2775.4863),(28 2786.343),(29 2759.5857),(30 2743.6172),(31 2797.3582),(32 2796.4402),(33 2814.2244),(34 2872.3818),(35 2854.131),(36 2897.109),(37 2944.6304),(38 2918.391),(39 2974.3386),(40 2992.7522),(41 2953.907),(42 2956.213),(43 3006.1204),(44 2974.1008),(45 2973.8381),(46 2992.2466),(47 2929.8506),(48 2937.2307),(49 2987.7693),(50 3018.1729),(51 2992.4946),(52 2992.1055),(53 2984.1926),(54 2978.8733),(55 2987.4631),(56 2962.5444),(57 2964.321),(58 2987.5718),(59 3015.5437),(60 3032.0715),(61 3054.9377),(62 3048.0398),(63 3084.4653),(64 3109.4744),(65 3085.8838),(66 3112.022),(67 3144.7976),(68 3125.7283),(69 3138.9224),(70 3150.8208),(71 3105.3386),(72 3096.7483),(73 3123.2217),(74 3104.5159),(75 3104.3481),(76 3166.9316),(77 3170.6816),(78 3184.701),(79 3154.4346),
(1 869.67053),(2 1303.2694),(3 1631.1035),(4 1807.4474),(5 1980.605),(6 2106.1694),(7 2198.0728),(8 2327.5486),(9 2378.3652),(10 2467.0823),(11 2522.7554),(12 2522.8882),(13 2581.1655),(14 2645.8313),(15 2643.1833),(16 2659.6428),(17 2695.2866),(18 2690.1704),(19 2705.4182),(20 2740.6045),(21 2710.2402),(22 2714.268),(23 2710.4043),(24 2682.2048),(25 2682.415),(26 2720.4421),(27 2742.7336),(28 2762.5894),(29 2759.9043),(30 2738.6643),(31 2767.3438),(32 2756.4219),(33 2738.3577),(34 2774.9834),(35 2730.7192),(36 2766.4324),(37 2804.0042),(38 2789.3357),(39 2828.1555),(40 2875.725),(41 2844.2002),(42 2865.0435),(43 2930.877),(44 2925.3545),(45 2918.1736),(46 2939.9194),(47 2907.7092),(48 2898.8271),(49 2930.0857),(50 2915.32),(51 2919.5762),(52 2957.8765),(53 2973.9155),(54 2972.89),(55 3009.506),(56 2990.4675),(57 3024.7168),(58 3032.7842),(59 3039.831),(60 3044.6665),(61 3052.7595),(62 3044.331),(63 3052.07),(64 3059.192),(65 3019.3289),(66 3014.309),(67 3064.531),(68 3020.9475),(69 3005.7324),(70 2994.5552),(71 2948.0273),(72 2935.8892),(73 2949.2214),(74 2912.775),(75 2906.4133),(76 2940.0867),(77 2939.6853),(78 2964.3687),(79 2966.3008),
(1 834.097),(2 1247.0416),(3 1572.3732),(4 1750.5647),(5 1916.3331),(6 2016.4365),(7 2122.9968),(8 2220.4983),(9 2284.5708),(10 2349.3975),(11 2406.8374),(12 2401.0142),(13 2458.5857),(14 2523.5037),(15 2519.0747),(16 2543.6428),(17 2584.1155),(18 2577.5388),(19 2586.3782),(20 2627.9604),(21 2600.973),(22 2613.252),(23 2636.8345),(24 2600.0615),(25 2602.3718),(26 2630.2627),(27 2652.0198),(28 2700.357),(29 2653.4387),(30 2635.5327),(31 2689.0867),(32 2637.8865),(33 2634.0525),(34 2676.27),(35 2633.9653),(36 2651.862),(37 2731.8223),(38 2710.1467),(39 2727.96),(40 2770.7502),(41 2738.5764),(42 2748.398),(43 2794.448),(44 2790.0293),(45 2779.8555),(46 2806.8127),(47 2781.0305),(48 2805.8281),(49 2811.6768),(50 2816.3572),(51 2814.943),(52 2836.4216),(53 2849.262),(54 2879.8682),(55 2916.3242),(56 2885.5134),(57 2906.84),(58 2944.3003),(59 2955.5332),(60 2971.2969),(61 2998.4272),(62 3002.3667),(63 3022.1455),(64 3060.4746),(65 3021.5889),(66 3008.9043),(67 3039.143),(68 3004.9763),(69 2984.5762),(70 2964.4695),(71 2910.0422),(72 2894.6404),(73 2898.2065),(74 2872.0264),(75 2861.0605),(76 2889.24),(77 2893.2937),(78 2944.8962),(79 2935.6316),
