q, (a, b, c)
1.5, (-279796579391.96545, 1276323.832924146, 279794996986.226)
2.5, (-603221404968.2739, 1937448.9933886179, 603218743761.5094)
3.5, (-120774929256.62259, 675890.5191683507, 120773766828.77827)
4.5, (-10323332.626131041, 28.888430151376717, 8988052.261841739)
5.5, (-13178935.801871948, 23.612676438366854, 10607424.376148164)
6.5, (-11270965.459206507, 10.40143178813984, 7795523.722751708)
7.5, (-9835715.446623914, 11.807501896599943, 7212770.810746046)
8.5, (-6137540.1664946135, 10.762816187096353, 4545404.396038532)
9.5, (-6315757.998125479, 12.274598666532093, 4770398.672050846)
10.5, (-6837304.819124769, 11.97503635548324, 5426841.19381282)
11.5, (-6406310.725665037, 8.992205352992693, 4637385.990692074)
12.5, (-3739484.114512593, 8.469585047262175, 2796086.020781712)
13.5, (-4689940.62528517, 5.41026151344285, 3110617.366306716)
14.5, (-4150260.907571623, 4.954256685112852, 2715361.3760535456)
15.5, (-3695806.5293642636, 6.88455344243759, 2710755.170385569)
16.5, (-3375322.5515065165, 5.564113033402103, 2375140.436922083)
17.5, (-3023364.125789436, 5.663919639645455, 2116390.4055959834)
18.5, (-2828016.9658074225, 4.2569489922944515, 1905698.4745826437)
19.5, (-2651977.8148223804, 4.2462671107227, 1745911.4715810448)
20.5, (-2440238.9272306496, 3.75912827614945, 1568513.134938085)
21.5, (-2112466.021915129, 4.147951845992005, 1396438.3440847932)
22.5, (-1794663.7311542132, 4.121567092055627, 1190850.9985275678)
23.5, (-1464568.3323053743, 4.459196931287329, 1033161.1402800711)
24.5, (-1210592.0068888234, 3.768687907800603, 835628.108765428)
25.5, (-1170538.87831756, 3.5154105660097312, 793710.6637779328)
26.5, (-1054663.9733809936, 3.074682841977182, 681786.9508868497)
27.5, (-885901.320359805, 3.5553572728257095, 622037.8042649868)
28.5, (-804565.6877305149, 3.1253102707226716, 539919.6576211374)
29.5, (-710302.0739558266, 2.6349972412081017, 445419.1086322845)
30.5, (-651427.530892501, 2.316421819689043, 392669.595739489)
31.5, (-524976.4924281735, 2.7865251362431067, 348945.8449732149)
32.5, (-444589.3813577134, 3.5735492917088756, 338975.9541281835)
33.5, (-516836.4191898225, 2.38805100600716, 324262.2093785131)
34.5, (-414352.85338943714, 2.251531108737651, 261036.80320554326)
35.5, (-401841.47954276454, 2.5962890511587595, 274644.94125297625)
36.5, (-371343.18747587944, 2.7044684527515637, 258129.87412961014)
37.5, (-327942.5319028791, 2.355283056389591, 212001.0346542094)
38.5, (-275219.73007642303, 3.093349322011644, 214125.32251664542)
39.5, (-315275.3716312283, 2.1418092277341905, 199891.73697092297)
40.5, (-320584.8218088645, 2.1457352607603157, 201264.90806412685)
41.5, (-253670.6804098015, 2.6019278033950255, 178694.77662856577)
42.5, (-239504.86685342365, 2.375224174107425, 165538.82462101677)
43.5, (-233923.18256954435, 2.3569909375954663, 162684.66695297442)
44.5, (-243071.10355708108, 1.9601267146772468, 151456.3628238861)
45.5, (-177614.92006356842, 2.8697491302248572, 142877.6565617013)
46.5, (-182869.43943583916, 2.376037352028173, 130958.5770443164)
47.5, (-185998.07082552044, 2.123739671066602, 126184.08825499745)
48.5, (-203919.4599023298, 1.9060869391246844, 128671.29230818695)
49.5, (-142892.66111372595, 2.9025128621297376, 118194.89275918048)
50.5, (-165562.7943963488, 2.2120128232364404, 113896.69589400335)
51.5, (-159298.0891381078, 2.0926533992446257, 107169.86276286081)
52.5, (-166766.48312029167, 1.7588140113226989, 102805.56933092611)
53.5, (-117552.18912134034, 2.580409899732132, 92051.33665145909)
54.5, (-145421.40983473443, 1.8887386156441164, 96070.02770004331)
55.5, (-137464.59688861502, 1.9270206748490462, 90906.70545893688)
56.5, (-148829.99985229972, 1.4960784791089499, 86041.90450429061)
57.5, (-124196.46673004501, 1.9377153197959553, 83467.78808253045)
58.5, (-115788.69920540055, 1.7515846022771202, 75112.08325925346)
59.5, (-118979.26697550918, 1.578745753060498, 72854.4585307607)
60.5, (-111020.32124353066, 1.6333809375737893, 69379.33696963331)
61.5, (-102279.54914003429, 1.6239107624993254, 64960.90961133248)
62.5, (-96229.84739534893, 1.7692754005065456, 63753.5394083865)
63.5, (-94128.95351414398, 1.774641422325373, 62991.87245217074)
64.5, (-81576.26076432045, 1.7358559984682074, 54906.01306912436)
65.5, (-91081.23233815038, 1.4271824250126766, 53883.56990449184)
