1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5674.0806),(2 9580.884),(3 10629.517),(4 12042.703),(5 14211.836),(6 15355.794),(7 15883.396),(8 16278.32),(9 16652.2),(10 17368.332),(11 17514.945),(12 17872.158),(13 18270.75),(14 18615.32),(15 18882.436),(16 19301.596),(17 19269.389),(18 19223.094),(19 18928.258),(20 18886.273),(21 18971.793),(22 19082.457),(23 19020.535),(24 18770.78),(25 18608.61),(26 18724),(27 19089.006),(28 19251.848),(29 19240.086),(30 19549.9),(31 19874.143),(32 20122.434),(33 20593.756),(34 20546.041),(35 20899.732),(36 21103.088),(37 21206.682),(38 21172.768),(39 20859.69),(40 20873.623),(41 20978.72),(42 20948.4),(43 20678.64),(44 20463.13),(45 20663.473),(46 20720.207),(47 20934.197),(48 21291.271),(49 21237.129),(50 21478.604),(51 21712.28),(52 21791.96),(53 21902.938),(54 22144.709),(55 22478.602),(56 22655.486),(57 23143.988),(58 23350.73),(59 23703.256),(60 24153.832),(61 24659.992),(62 25509.459),(63 26503.496),(64 27294.732),(65 27822.023),(66 28742.861),(67 29533.295),(68 30300.771),(69 31179.086),(70 32094.143),(71 32769.84),(72 33511.203),(73 34095.953),(74 35066.156),(75 35396.438),(76 35749.85),(77 36212.547),(78 36520.363),(79 36633.586),
(1 5637.102),(2 9583.376),(3 10623.414),(4 12078.158),(5 14148.434),(6 15061.331),(7 15702.524),(8 16189.651),(9 16549.17),(10 17433.584),(11 17476.396),(12 17616.314),(13 18185.424),(14 18403.107),(15 18496.717),(16 18638.996),(17 18794.58),(18 18656.205),(19 18620.299),(20 18291.32),(21 18388.867),(22 18430.4),(23 18295.602),(24 18047.264),(25 18133.17),(26 18216),(27 18224.4),(28 18040.514),(29 18028.389),(30 18379.123),(31 18564.822),(32 18638.428),(33 18762.18),(34 18872.69),(35 19314.13),(36 19466.8),(37 19960.064),(38 19759.674),(39 19761.514),(40 20170.025),(41 20376.266),(42 19999.195),(43 19949.004),(44 20320.783),(45 20573.732),(46 20687.926),(47 20635.59),(48 20730.44),(49 20994.367),(50 20947.889),(51 21117.725),(52 21278.82),(53 21420.914),(54 21550.291),(55 21759.475),(56 21757.086),(57 22480.787),(58 22730.424),(59 23293.352),(60 23405.84),(61 23905.803),(62 24710.846),(63 25401.889),(64 26078.771),(65 26780.72),(66 27474.773),(67 28084.93),(68 28578.152),(69 29551.303),(70 30448.852),(71 31714.299),(72 32958.164),(73 33840.996),(74 34716.793),(75 35500.383),(76 35830.137),(77 36389.01),(78 37093.797),(79 36979.734),
(1 5338.071),(2 9116.85),(3 10421.426),(4 11874.242),(5 14014.924),(6 15086.653),(7 15670.234),(8 16432.525),(9 17217.127),(10 17909.58),(11 18071.93),(12 18229.285),(13 18575.793),(14 18599.834),(15 18964.865),(16 18946.166),(17 18933.986),(18 18780.617),(19 18693.967),(20 18503.844),(21 18492.336),(22 18556.92),(23 18236.244),(24 17976.957),(25 18103.863),(26 18011.57),(27 17970.184),(28 18219.947),(29 18516.783),(30 18608.93),(31 18562.506),(32 18654.012),(33 18701.205),(34 18811.422),(35 19005.193),(36 19056.979),(37 19090.48),(38 19009.717),(39 18980.662),(40 19102.572),(41 18943.957),(42 18908.934),(43 19062.205),(44 19175.428),(45 19725.662),(46 19955.418),(47 20124.078),(48 20226.559),(49 20270.188),(50 20301.207),(51 20623.93),(52 20660.045),(53 20598.387),(54 21027.275),(55 21505.52),(56 21455.184),(57 21769.117),(58 21869.129),(59 22310.156),(60 22483.375),(61 23001.39),(62 23704.877),(63 24631.482),(64 25331.031),(65 25769.686),(66 26427.05),(67 27521.977),(68 28272.893),(69 29308.896),(70 30063.693),(71 31053.28),(72 32011.697),(73 32696.293),(74 33460.027),(75 34422.008),(76 34907.33),(77 35238.8),(78 35648.492),(79 35617.527),
(1 5263.6226),(2 9072.059),(3 10122.967),(4 11788.453),(5 13511.8125),(6 14386.258),(7 15074.244),(8 15765.073),(9 16324.664),(10 16759.938),(11 17066.027),(12 17416.049),(13 17850.389),(14 17860.432),(15 17954.91),(16 18156.457),(17 18357.977),(18 18469.271),(19 18614.594),(20 18293.803),(21 17882.41),(22 18038.953),(23 17689.58),(24 17488.42),(25 17311.914),(26 17206.314),(27 17289.26),(28 17549.15),(29 17789.484),(30 18003.896),(31 18005.846),(32 17779.268),(33 17878.016),(34 17980.512),(35 18160.477),(36 18181.162),(37 18196.43),(38 18318.29),(39 18389.47),(40 18498.33),(41 18368.064),(42 18898.24),(43 19204.459),(44 19204.244),(45 19497.148),(46 20006.768),(47 19919.379),(48 20032.959),(49 20414.986),(50 20419.95),(51 20368.586),(52 20622.13),(53 20936.762),(54 21400.809),(55 22168.176),(56 21950.604),(57 22185.486),(58 22547.979),(59 22743.541),(60 22912.422),(61 23684.752),(62 24281.73),(63 24805.691),(64 25372.107),(65 26130.117),(66 26541.146),(67 27189.479),(68 28343.025),(69 29310.66),(70 29992.557),(71 30868.395),(72 31623.785),(73 32167.81),(74 32627.924),(75 33008.926),(76 33202.816),(77 33639.82),(78 33891.895),(79 34136.086),
(1 5126.941),(2 8755.381),(3 9809.691),(4 11208.57),(5 12890.035),(6 13774.821),(7 14726.774),(8 15296.089),(9 15901.252),(10 16541.898),(11 16874.605),(12 17102.03),(13 17666.623),(14 17778.375),(15 17729.393),(16 17647.105),(17 17762.14),(18 18229.193),(19 18536.11),(20 18421.963),(21 18377.578),(22 18334.613),(23 18041.879),(24 17880.088),(25 18018.451),(26 17899.146),(27 17848.037),(28 17946.234),(29 18188.016),(30 18242.617),(31 17867.893),(32 17627.219),(33 17782.115),(34 17730.092),(35 17764.191),(36 17692.055),(37 17585.137),(38 17817.559),(39 18086.86),(40 18126.771),(41 18014.797),(42 17845.363),(43 17980.336),(44 18011.586),(45 18293.295),(46 18699.094),(47 18880.521),(48 18767.357),(49 18888.242),(50 18892.979),(51 18966.209),(52 19214.104),(53 19444.334),(54 19774.717),(55 19989.387),(56 20323.195),(57 20714.281),(58 20824.52),(59 21029.64),(60 21265.541),(61 21896.838),(62 22593.738),(63 23077.453),(64 24073.99),(65 24959.16),(66 25491.719),(67 26091.115),(68 26767.93),(69 27621.021),(70 28470.31),(71 29428.703),(72 30462.63),(73 31289.621),(74 32158.176),(75 32946.902),(76 33416.246),(77 33795.016),(78 33839.23),(79 33815.594),
(1 5091.301),(2 8479.122),(3 9448.449),(4 10870.348),(5 12534.192),(6 13465.966),(7 14356.785),(8 15147.386),(9 15790.34),(10 16358.468),(11 16576.137),(12 16926.82),(13 17256.918),(14 17223.826),(15 17250.877),(16 17423.152),(17 17784.15),(18 18167.896),(19 18175.277),(20 18119.178),(21 18157.063),(22 18031.553),(23 17786.73),(24 17664.799),(25 17774.477),(26 17882.307),(27 18080.781),(28 18461.445),(29 18598.783),(30 18739.484),(31 18851.014),(32 18826.752),(33 18850.133),(34 18628.139),(35 18756.27),(36 19067.123),(37 19323.94),(38 19230.244),(39 19226.703),(40 19425.213),(41 19402.96),(42 19327.416),(43 19427.672),(44 19762.813),(45 20157.832),(46 20432.63),(47 20563.076),(48 20524.56),(49 20655.182),(50 20459.387),(51 20434.445),(52 20427.213),(53 20434.736),(54 20720.256),(55 20812.5),(56 21097.42),(57 21427.387),(58 21617.213),(59 21649.49),(60 21912.967),(61 22522.152),(62 23236.01),(63 23697.682),(64 24393.262),(65 25094.717),(66 25576.47),(67 25931.754),(68 26978.436),(69 27941.627),(70 28973.145),(71 29740.871),(72 30802.527),(73 31392.08),(74 31925.545),(75 32591.006),(76 33069.06),(77 33108.313),(78 33302.66),(79 33519.56),
(1 5016.947),(2 8433.256),(3 9359.955),(4 10817.351),(5 12316.158),(6 13102.634),(7 13805.866),(8 14455.504),(9 15137.523),(10 15659.658),(11 15951.975),(12 16367.024),(13 16825.352),(14 16710.787),(15 16805.662),(16 16984.701),(17 16992.074),(18 17084.457),(19 17177.605),(20 16910.246),(21 16631.234),(22 16493.87),(23 16378.947),(24 16355.245),(25 16371.825),(26 16502.426),(27 16599.436),(28 16874.416),(29 16937.826),(30 17154.992),(31 17200.1),(32 17293.623),(33 17475.1),(34 17216.354),(35 17044.35),(36 17411.666),(37 17600.588),(38 17635.398),(39 17822.81),(40 17660.463),(41 17643.031),(42 17798.623),(43 17851.957),(44 17684.201),(45 17937.146),(46 18092),(47 18400.39),(48 18592.416),(49 18640.99),(50 18555.51),(51 18711.063),(52 18978.309),(53 19294.99),(54 19512.354),(55 19395.736),(56 19763.135),(57 20357.121),(58 20438.059),(59 20532.66),(60 20694.928),(61 21378.541),(62 22307.002),(63 23016.244),(64 23677.568),(65 24299.498),(66 24978.135),(67 25513.889),(68 26355.916),(69 27325.18),(70 27737.047),(71 28559.387),(72 29657.291),(73 30010.363),(74 30101.498),(75 30540.906),(76 30913.895),(77 31275.158),(78 31280.28),(79 31210.615),
(1 4938.1616),(2 8143.3945),(3 9323.152),(4 10850.565),(5 12150.808),(6 13068.736),(7 13824.246),(8 14373.326),(9 14766.775),(10 15014.486),(11 15250.009),(12 15503.865),(13 15828.238),(14 15858.335),(15 16021.294),(16 16237.813),(17 16226.589),(18 16338.094),(19 16338.466),(20 16073.656),(21 15935.866),(22 15844.895),(23 15699.605),(24 15663.067),(25 15664.104),(26 15755.402),(27 15965.503),(28 16008.38),(29 16093.541),(30 16402.813),(31 16432.545),(32 16434.238),(33 16562.678),(34 16565.652),(35 16718.85),(36 16917.111),(37 16880.723),(38 17022.984),(39 17311.188),(40 17340.469),(41 17296.984),(42 17508.107),(43 17779.379),(44 17737.3),(45 17876.51),(46 17982.047),(47 18102.047),(48 18258.957),(49 18014.818),(50 18016.604),(51 18326.59),(52 18501.133),(53 18955.926),(54 19308.783),(55 19315.78),(56 19303.736),(57 19525.512),(58 19496.379),(59 19486.932),(60 19804.615),(61 20216.527),(62 20760.502),(63 21383.547),(64 21996.809),(65 22643.97),(66 23164.313),(67 23610.078),(68 24333.26),(69 25302.063),(70 25798.023),(71 26412.467),(72 27256.025),(73 27782.027),(74 28437.324),(75 28723.238),(76 28723.912),(77 28727.6),(78 29090.56),(79 29335.252),
(1 4893.768),(2 7762.9395),(3 8484.296),(4 9940.709),(5 11237.716),(6 12140.028),(7 12864.158),(8 13302.428),(9 13783.407),(10 14205.31),(11 14162.185),(12 14644.061),(13 15060.288),(14 14969.953),(15 15131.538),(16 15405.712),(17 15550.081),(18 15741.293),(19 15912.2295),(20 15728.4795),(21 15592.362),(22 15330.181),(23 15193.453),(24 15234.279),(25 15012.4375),(26 14854.241),(27 14857.434),(28 15062.229),(29 15242.923),(30 15114.512),(31 15298.163),(32 15602.17),(33 15918.981),(34 16040.5205),(35 15954.086),(36 16352.322),(37 16202.581),(38 16493.275),(39 16535.03),(40 16750.389),(41 16852.71),(42 17024.143),(43 17178.828),(44 17121.275),(45 17353.951),(46 17326.773),(47 17287.32),(48 17599.156),(49 17596.521),(50 17695.873),(51 18119.174),(52 18369.225),(53 18413.85),(54 18633.432),(55 18867.799),(56 18782.975),(57 19020.996),(58 19353.396),(59 19572.22),(60 19921.18),(61 20257.297),(62 20842.31),(63 21731.396),(64 22463.797),(65 23172.924),(66 23926.605),(67 24523.666),(68 25299.96),(69 25896.207),(70 26446.443),(71 27232.762),(72 27815.459),(73 27932.3),(74 28579.934),(75 29185.324),(76 29226.406),(77 29377.344),(78 29270.566),(79 29454.887),
(1 4966.482),(2 7994.5547),(3 8799.898),(4 10198.234),(5 11500.331),(6 12279.79),(7 13101.931),(8 13615.3),(9 14090.529),(10 14518.474),(11 14850.068),(12 15075.003),(13 15182.521),(14 15121.792),(15 15404.613),(16 15649.901),(17 15519.807),(18 15657.661),(19 15848.206),(20 15584.229),(21 15577.63),(22 15591.129),(23 15764.427),(24 15624.569),(25 15506.302),(26 15459.741),(27 15535.234),(28 15407.712),(29 15646.5625),(30 15796.326),(31 15841.324),(32 15957.561),(33 16211.887),(34 16448.7),(35 16566.303),(36 16809.678),(37 16766.488),(38 16982.133),(39 17313.773),(40 17300.137),(41 17416.9),(42 17698.455),(43 17846.246),(44 17798.734),(45 17796.984),(46 17868.148),(47 18100.613),(48 18048.432),(49 17957.367),(50 18166.82),(51 18192.201),(52 18245.822),(53 18201.408),(54 18318.936),(55 18573.84),(56 18933.967),(57 19292.092),(58 19566.402),(59 19757.242),(60 20130.502),(61 20620.287),(62 21300.293),(63 22036.072),(64 22542.06),(65 23333.934),(66 24369.033),(67 25065.723),(68 25658.6),(69 26718.734),(70 27512.912),(71 28354.928),(72 28787.186),(73 29237.643),(74 30100.549),(75 30868.307),(76 30827.639),(77 31153.516),(78 31171.719),(79 31422.787),
(1 4819.6665),(2 7672.067),(3 8644.673),(4 9948.904),(5 11173.651),(6 11858.424),(7 12622.506),(8 13024.278),(9 13331.189),(10 13807.369),(11 14011.038),(12 14340.3545),(13 14351.228),(14 14488.921),(15 14773.511),(16 15054.351),(17 14985.07),(18 15158.635),(19 14987.001),(20 14797.561),(21 14941.937),(22 14568.808),(23 14571.218),(24 14813.064),(25 14671.184),(26 14590.695),(27 14655.881),(28 14755.435),(29 14678.07),(30 14920.746),(31 15006.781),(32 15231.768),(33 15369.803),(34 15514.699),(35 15671.973),(36 15837.319),(37 15830.468),(38 16045.1455),(39 16362.952),(40 16460.197),(41 16452.297),(42 16597.596),(43 16742.578),(44 16968.053),(45 16820.822),(46 16720.654),(47 16886.514),(48 16878.309),(49 17267.867),(50 17298.107),(51 17407.871),(52 17449.086),(53 17368.215),(54 17619.377),(55 17895.373),(56 18118.045),(57 18336.646),(58 18641.693),(59 19076),(60 19285.447),(61 19710.238),(62 20480.623),(63 21152.834),(64 21785.246),(65 22405.752),(66 23327.994),(67 23902.69),(68 24537.596),(69 25192.2),(70 25719.037),(71 26257.21),(72 26852.496),(73 27094.678),(74 27865.867),(75 28493.695),(76 28898.652),(77 28795.87),(78 28853.74),(79 28890.996),
(1 4835.9224),(2 7652.7056),(3 8635.466),(4 10214.489),(5 11465.503),(6 12176.093),(7 12880.459),(8 13228.859),(9 13675.033),(10 14203.395),(11 14364.671),(12 14716.785),(13 14803.619),(14 14843.47),(15 15078.21),(16 15293.873),(17 15160.886),(18 15357.024),(19 15232.33),(20 15033.505),(21 15029.483),(22 14871.029),(23 15020.954),(24 15188.42),(25 15304.072),(26 15393.881),(27 15471.617),(28 15440.46),(29 15473.198),(30 15499.863),(31 15668.286),(32 15858.377),(33 16052.962),(34 16275.702),(35 16535.62),(36 16381.018),(37 16167.647),(38 16572.715),(39 16673.662),(40 16883.607),(41 16964.742),(42 17192.063),(43 17302.387),(44 17324.03),(45 17095.969),(46 17181.313),(47 17174.145),(48 16970.648),(49 17121.72),(50 17280.266),(51 17587.08),(52 17323.246),(53 17415.39),(54 17560.697),(55 17631.918),(56 17710.307),(57 17970.34),(58 18561.502),(59 19144.875),(60 19481.307),(61 19925.563),(62 20667.352),(63 21326.203),(64 21805.049),(65 22526.688),(66 23180.063),(67 23877.166),(68 24612.738),(69 25331.893),(70 25899.54),(71 26461.451),(72 27392.627),(73 28075.543),(74 28605.594),(75 29134.66),(76 29897.62),(77 30293.379),(78 30108.465),(79 30370.602),
(1 4715.4414),(2 7487.848),(3 8373.408),(4 9841.524),(5 11147.706),(6 11994.151),(7 12703.397),(8 13106.605),(9 13377.504),(10 13774.732),(11 14091.683),(12 14381.188),(13 14656.903),(14 14773.962),(15 15049.064),(16 15232.392),(17 15194.055),(18 15242.862),(19 15218.078),(20 15142.346),(21 15048.164),(22 14899.663),(23 15072.476),(24 15118.683),(25 15003.403),(26 14869.941),(27 14574.659),(28 14537.323),(29 14746.916),(30 14657.307),(31 14775.954),(32 14979.748),(33 15081.864),(34 15309.665),(35 15361.935),(36 15425.245),(37 15551.438),(38 15871.892),(39 16026.396),(40 15880.373),(41 16087.148),(42 16324.676),(43 16467.344),(44 16368.254),(45 16517.262),(46 16618.117),(47 16798.377),(48 16712.842),(49 16890.316),(50 16861.006),(51 16865.979),(52 16700.799),(53 16766.873),(54 16800.629),(55 16788.05),(56 17006.176),(57 17274.596),(58 17555.172),(59 17878.475),(60 18275.635),(61 18701.828),(62 19334.824),(63 20056.201),(64 20526.822),(65 21047.951),(66 21670.006),(67 22247.846),(68 22757.342),(69 23359.56),(70 24089.75),(71 24850.904),(72 25424.646),(73 26028.512),(74 26816.094),(75 27135.803),(76 27386.36),(77 27627.17),(78 27536.498),(79 27715.268),
(1 4626.0767),(2 7261.4253),(3 7875.2314),(4 9330.972),(5 10680.498),(6 11558.249),(7 12150.178),(8 12630.829),(9 13136.822),(10 13720.173),(11 13821.21),(12 13801.172),(13 13978.474),(14 14156.713),(15 14209.996),(16 14393.322),(17 14281.609),(18 14268.838),(19 14341.927),(20 14381.679),(21 14423.429),(22 14482.878),(23 14904.697),(24 14901.926),(25 14720.839),(26 14950.108),(27 14914.82),(28 14911.758),(29 15045.388),(30 15080.496),(31 15198.906),(32 15393.858),(33 15576.349),(34 15917.694),(35 16093.337),(36 16208.316),(37 16381.923),(38 16681.059),(39 16695.16),(40 16654.096),(41 16562.258),(42 16725.277),(43 16808.463),(44 16833.408),(45 17110.393),(46 17327.111),(47 17276.482),(48 17165.564),(49 17235.445),(50 17247.217),(51 17277.707),(52 17003.588),(53 17167.883),(54 17414.791),(55 17663.035),(56 17941.703),(57 18059.729),(58 18303.277),(59 18345.031),(60 18693.816),(61 19040.213),(62 19378.402),(63 19835.043),(64 20305.709),(65 20929.82),(66 21840.818),(67 22182.264),(68 22491.525),(69 22910.701),(70 23585.453),(71 24405.78),(72 24895.828),(73 25674.305),(74 26195.014),(75 26844.205),(76 27237.428),(77 27241.826),(78 27308.328),(79 27581.64),
(1 4417.158),(2 7071.298),(3 7815.708),(4 9116.349),(5 10295.6455),(6 11076.445),(7 11712.49),(8 12125.76),(9 12584.54),(10 12848.9),(11 13121.119),(12 13157.423),(13 13285.429),(14 13357.584),(15 13577.759),(16 13698.631),(17 13874.828),(18 13797.132),(19 13725.282),(20 14045.768),(21 14241.952),(22 14236.133),(23 14343.945),(24 14290.256),(25 14265.53),(26 14227.7705),(27 14182.672),(28 14227.705),(29 14201.731),(30 14200.621),(31 14398.796),(32 14491.487),(33 14499.964),(34 14740.899),(35 14813.368),(36 14735.31),(37 15062.464),(38 15210.012),(39 15376.456),(40 15112.954),(41 15218.632),(42 15245.235),(43 15183.301),(44 15188.925),(45 15299.528),(46 15403.825),(47 15338.064),(48 15304.925),(49 15451.389),(50 15599.493),(51 15665.5),(52 15568.921),(53 15667.776),(54 15868.946),(55 15990.219),(56 15855.863),(57 16111.895),(58 16418.244),(59 16719.41),(60 16946.01),(61 17352.453),(62 17938.818),(63 18368.37),(64 18883.2),(65 19412.396),(66 20232.605),(67 20753.203),(68 21129.512),(69 21722.256),(70 22361.957),(71 22927.346),(72 23267.436),(73 23695.717),(74 24032.332),(75 24541.05),(76 24940.51),(77 25335.379),(78 25620.508),(79 25572.941),
(1 4439.813),(2 6923.147),(3 7670.349),(4 9180.145),(5 10295.316),(6 11055.36),(7 11550.626),(8 11953.115),(9 12628.343),(10 12733.588),(11 12923.977),(12 12962.47),(13 13014.428),(14 13134.994),(15 13370.955),(16 13417.788),(17 13431.693),(18 13448.439),(19 13507.256),(20 13588.86),(21 13435.972),(22 13561.776),(23 13757.889),(24 13686.123),(25 13454.079),(26 13545.953),(27 13625.022),(28 13795.946),(29 13697.096),(30 13848.751),(31 14038.458),(32 14181.77),(33 14234.77),(34 14401.053),(35 14439.546),(36 14444.85),(37 14848.293),(38 14824.911),(39 14900.235),(40 14923.853),(41 15004.961),(42 15093.134),(43 15103.653),(44 15238.975),(45 15537.51),(46 15640.332),(47 15618.811),(48 15725.694),(49 15806.605),(50 15836.001),(51 15916.305),(52 15851.774),(53 16001.997),(54 16223.92),(55 16330.411),(56 16276.412),(57 16553.195),(58 16727.729),(59 17337.654),(60 17860.54),(61 18479.299),(62 19097.03),(63 19481.172),(64 19839.295),(65 20293.674),(66 21015.66),(67 21692.2),(68 22168.037),(69 22939.217),(70 23681.92),(71 24230.537),(72 24526.088),(73 24731.303),(74 25326.406),(75 25668.656),(76 25708.004),(77 26059.674),(78 26310.94),(79 26332.822),
(1 4427.5166),(2 6987.284),(3 7764.8013),(4 9243.085),(5 10389.068),(6 11341.388),(7 12036.165),(8 12199.009),(9 12648.89),(10 12995.417),(11 13154.384),(12 13269.2295),(13 13349.456),(14 13421.305),(15 13571.678),(16 13547.898),(17 13628.459),(18 13710.63),(19 13794.258),(20 13846.038),(21 13767.036),(22 13759.864),(23 13950.52),(24 13860.332),(25 13748.3545),(26 13761.804),(27 14055.16),(28 14187.116),(29 14124.719),(30 14392.639),(31 14481.984),(32 14491.62),(33 14576.046),(34 14726.093),(35 14646.503),(36 14861.615),(37 15085.322),(38 15063.335),(39 15102.201),(40 15231.652),(41 15355.12),(42 15306.298),(43 15277.02),(44 15284.692),(45 15320.768),(46 15185.47),(47 15200.212),(48 15456.441),(49 15354.853),(50 15326.738),(51 15543.362),(52 15755.905),(53 15883.403),(54 16138.851),(55 16254.482),(56 16332.211),(57 16527.252),(58 16511.473),(59 16683.996),(60 16747.453),(61 17213.793),(62 17780.006),(63 18424.371),(64 18941.94),(65 19364.166),(66 20081.545),(67 20885.686),(68 21508.008),(69 21997.674),(70 22347.215),(71 22935.328),(72 23538.643),(73 23991.057),(74 24642.064),(75 24936.03),(76 25482.814),(77 26059.168),(78 26069.701),(79 26111.887),
(1 4210.5464),(2 6571.6987),(3 7277.159),(4 8682.927),(5 9691.764),(6 10597.425),(7 11142.972),(8 11275.926),(9 11661.853),(10 11975.098),(11 12202.96),(12 12316.487),(13 12404.055),(14 12515.025),(15 12714.749),(16 12685.033),(17 12664.564),(18 12780.205),(19 12854.757),(20 12748.621),(21 12618.874),(22 12723.356),(23 12827.961),(24 12724.381),(25 12717.156),(26 12731.348),(27 12830.512),(28 13123.563),(29 13083.769),(30 13230.661),(31 13453.925),(32 13561.459),(33 13560.563),(34 13654.764),(35 13683.168),(36 13953.116),(37 14117.846),(38 13941.286),(39 14303.391),(40 14580.402),(41 14536.699),(42 14522.674),(43 14523.455),(44 14579.494),(45 14777.385),(46 14778.922),(47 14717.706),(48 14935.227),(49 14843.194),(50 14841.495),(51 15095.205),(52 15021.117),(53 15001.159),(54 15202.264),(55 15377.528),(56 15677.348),(57 15975.427),(58 16152.245),(59 16396.133),(60 16528.111),(61 17097.887),(62 17946.828),(63 18447.514),(64 18869.242),(65 19321.535),(66 19748.668),(67 20103.613),(68 20466.592),(69 21091.209),(70 21657.818),(71 22083.137),(72 22468.754),(73 23000.26),(74 23448.666),(75 23804.818),(76 24058.03),(77 24146.861),(78 24178.469),(79 24191.975),
