1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 164.76015),(2 206.53262),(3 246.0791),(4 264.57367),(5 277.43442),(6 291.3228),(7 303.09613),(8 309.72137),(9 315.02692),(10 319.15833),(11 322.1184),(12 325.85324),(13 326.81064),(14 330.09225),(15 336.4608),(16 337.60876),(17 337.36993),(18 339.54834),(19 337.61667),(20 338.62476),(21 339.35007),(22 338.20755),(23 339.37466),(24 339.53384),(25 342.29773),(26 344.1229),(27 344.5752),(28 345.92664),(29 348.46884),(30 347.3919),(31 349.9806),(32 350.63223),(33 348.54343),(34 351.29434),(35 352.566),(36 355.3325),(37 357.69604),(38 358.2514),(39 360.15875),(40 359.4214),(41 358.75058),(42 359.65912),(43 367.0815),(44 370.13663),(45 372.80478),(46 374.7304),(47 376.94113),(48 381.61414),(49 380.277),(50 379.54904),(51 377.4103),(52 375.93924),(53 374.21957),(54 376.7047),(55 380.3094),(56 380.2),(57 380.69382),(58 381.34497),(59 380.86417),(60 381.4535),(61 387.86725),(62 388.53494),(63 394.87555),(64 393.0778),(65 395.38162),(66 392.76352),(67 391.30124),(68 391.9471),(69 394.55392),(70 391.5858),(71 393.43954),(72 397.646),(73 401.23712),(74 405.4382),(75 404.45087),(76 407.60944),(77 405.3204),(78 411.35303),(79 413.50894),
(1 161.80922),(2 203.45761),(3 242.53738),(4 262.81628),(5 275.79254),(6 287.91623),(7 296.30237),(8 305.4864),(9 304.5338),(10 307.43442),(11 308.9806),(12 311.31372),(13 313.77182),(14 314.64273),(15 318.33734),(16 317.5853),(17 317.2015),(18 318.87033),(19 320.13586),(20 320.26605),(21 321.47635),(22 322.89395),(23 322.08322),(24 325.12045),(25 327.98877),(26 329.15305),(27 333.48428),(28 336.84268),(29 338.4876),(30 337.39786),(31 339.8325),(32 343.11343),(33 343.44778),(34 346.90518),(35 349.35947),(36 349.13937),(37 355.61078),(38 358.83337),(39 358.93),(40 361.33798),(41 359.5798),(42 362.31995),(43 364.47076),(44 367.16074),(45 368.59192),(46 373.35333),(47 371.30252),(48 371.39395),(49 368.37518),(50 367.67725),(51 365.51416),(52 366.31784),(53 364.9147),(54 370.7093),(55 374.3832),(56 374.41074),(57 378.13684),(58 378.7088),(59 375.89063),(60 375.68842),(61 383.0689),(62 383.37463),(63 389.64447),(64 392.72928),(65 393.29657),(66 394.12637),(67 392.198),(68 392.3451),(69 394.7537),(70 393.79193),(71 391.66357),(72 394.31995),(73 396.5926),(74 400.27533),(75 401.00476),(76 401.1777),(77 399.9044),(78 403.8052),(79 404.1666),
(1 158.48076),(2 200.8627),(3 238.72272),(4 259.59772),(5 273.20926),(6 288.46176),(7 299.16843),(8 309.01614),(9 310.0446),(10 313.2859),(11 317.1249),(12 320.2299),(13 317.87494),(14 320.26157),(15 323.97507),(16 323.12927),(17 324.43713),(18 327.9923),(19 327.0129),(20 327.99893),(21 328.54572),(22 330.97675),(23 331.28165),(24 331.6448),(25 332.50598),(26 339.15015),(27 339.61847),(28 341.73236),(29 344.17126),(30 344.1321),(31 345.05273),(32 347.79178),(33 350.30908),(34 350.80264),(35 355.03314),(36 358.25027),(37 358.61322),(38 359.20493),(39 362.57263),(40 363.19223),(41 364.77542),(42 367.44104),(43 367.45407),(44 368.4168),(45 366.3906),(46 368.95602),(47 371.0766),(48 375.7245),(49 373.96533),(50 374.88284),(51 367.91364),(52 370.64252),(53 372.72092),(54 375.96906),(55 382.1725),(56 382.8791),(57 381.0687),(58 383.88318),(59 380.34122),(60 375.02002),(61 381.25937),(62 383.1541),(63 386.5504),(64 386.063),(65 390.45535),(66 392.79758),(67 396.9133),(68 396.71655),(69 398.92993),(70 399.03967),(71 399.14688),(72 408.1161),(73 409.488),(74 409.96298),(75 409.4023),(76 407.52316),(77 405.8178),(78 410.88422),(79 411.9406),
(1 155.9473),(2 196.65265),(3 232.95367),(4 249.623),(5 263.11615),(6 278.39716),(7 289.0935),(8 298.0801),(9 301.9462),(10 300.4778),(11 302.0489),(12 307.76544),(13 309.298),(14 310.96045),(15 313.37195),(16 313.14835),(17 312.05246),(18 313.88516),(19 316.54974),(20 316.0249),(21 318.3083),(22 317.9618),(23 317.74228),(24 318.89877),(25 321.10907),(26 322.8443),(27 323.54428),(28 330.70248),(29 331.21442),(30 333.753),(31 335.4385),(32 337.33536),(33 341.8433),(34 345.33664),(35 348.8033),(36 350.238),(37 348.4382),(38 351.47934),(39 355.94754),(40 355.66943),(41 355.45895),(42 357.01227),(43 355.15005),(44 356.08835),(45 357.71747),(46 360.99094),(47 364.25684),(48 367.75903),(49 369.13577),(50 366.719),(51 361.82776),(52 361.26114),(53 362.13312),(54 363.13693),(55 365.3849),(56 366.67908),(57 364.47192),(58 364.06824),(59 360.89328),(60 360.3028),(61 363.89154),(62 368.60312),(63 374.61697),(64 374.6751),(65 376.95676),(66 378.30685),(67 380.9845),(68 382.594),(69 381.00385),(70 378.7774),(71 381.59473),(72 385.04388),(73 382.707),(74 385.96106),(75 385.27756),(76 387.4363),(77 390.01245),(78 395.9946),(79 397.2288),
(1 157.73389),(2 198.40668),(3 236.6592),(4 253.00954),(5 267.9367),(6 282.13022),(7 297.2418),(8 301.68906),(9 303.42712),(10 304.13986),(11 305.8464),(12 313.0431),(13 312.80972),(14 315.75696),(15 316.80298),(16 315.11493),(17 314.64252),(18 318.36877),(19 320.94977),(20 320.09332),(21 324.2147),(22 324.47525),(23 323.9941),(24 326.44418),(25 325.68542),(26 327.578),(27 327.09793),(28 330.06897),(29 332.03683),(30 335.1117),(31 335.7299),(32 337.02402),(33 340.38583),(34 344.87598),(35 349.3115),(36 349.98276),(37 352.02423),(38 355.38763),(39 357.889),(40 358.65228),(41 357.6976),(42 359.7711),(43 361.97507),(44 362.19006),(45 361.50305),(46 362.87817),(47 364.93906),(48 364.56967),(49 361.5456),(50 357.68326),(51 355.85812),(52 355.2123),(53 357.3152),(54 359.58307),(55 363.1864),(56 364.29187),(57 363.39948),(58 360.2187),(59 355.83453),(60 354.12018),(61 358.67932),(62 362.2192),(63 370.9666),(64 370.8302),(65 374.6293),(66 374.95676),(67 377.3313),(68 379.057),(69 379.07556),(70 378.85037),(71 378.01517),(72 383.48465),(73 386.56046),(74 387.9255),(75 390.5945),(76 392.09015),(77 391.35168),(78 395.70392),(79 396.18658),
(1 151.30647),(2 189.53151),(3 227.0872),(4 244.2457),(5 259.86557),(6 269.5278),(7 277.55826),(8 286.6522),(9 292.2423),(10 291.73004),(11 295.08868),(12 297.9613),(13 301.35867),(14 308.12973),(15 310.10495),(16 310.473),(17 310.2908),(18 313.0249),(19 311.7644),(20 312.88797),(21 312.8405),(22 312.7345),(23 312.02332),(24 311.43835),(25 313.12515),(26 316.28638),(27 318.84872),(28 318.3459),(29 320.6859),(30 322.06046),(31 325.5136),(32 325.41815),(33 329.36484),(34 333.09988),(35 335.5084),(36 337.12125),(37 334.76492),(38 338.91153),(39 340.34268),(40 342.4914),(41 341.50693),(42 343.81595),(43 344.74884),(44 346.5618),(45 347.92117),(46 347.69214),(47 349.83554),(48 351.23187),(49 348.7373),(50 349.89572),(51 347.1919),(52 347.52472),(53 346.4009),(54 350.28986),(55 353.99478),(56 354.94357),(57 356.47058),(58 353.73734),(59 352.01614),(60 352.097),(61 357.04507),(62 359.59195),(63 365.95193),(64 364.79672),(65 366.32544),(66 369.13803),(67 369.98428),(68 370.49515),(69 370.29138),(70 369.24118),(71 372.21167),(72 376.73935),(73 376.7101),(74 380.46124),(75 381.6948),(76 384.10483),(77 385.0167),(78 388.77115),(79 391.2174),
(1 152.62523),(2 191.17796),(3 227.41489),(4 243.61226),(5 257.21432),(6 267.83994),(7 275.58124),(8 281.22586),(9 285.1948),(10 285.35614),(11 289.04987),(12 293.10214),(13 298.19955),(14 301.79913),(15 306.76715),(16 307.4914),(17 308.48547),(18 314.65213),(19 311.7885),(20 312.31897),(21 314.33386),(22 315.58902),(23 315.80145),(24 316.42038),(25 316.9977),(26 321.60165),(27 323.6264),(28 324.5453),(29 326.56485),(30 328.75107),(31 329.60416),(32 332.99008),(33 333.8969),(34 335.72205),(35 336.49997),(36 337.87378),(37 338.39987),(38 340.06),(39 340.1158),(40 340.13892),(41 339.79678),(42 340.64822),(43 340.72598),(44 343.9635),(45 344.26077),(46 346.11908),(47 349.8927),(48 353.75934),(49 349.26526),(50 349.43286),(51 347.31827),(52 346.82007),(53 347.63504),(54 352.4734),(55 356.69962),(56 357.5225),(57 359.25537),(58 359.34808),(59 353.56622),(60 352.58917),(61 357.94174),(62 359.3541),(63 364.9841),(64 367.8088),(65 369.28433),(66 371.6959),(67 371.27246),(68 372.61978),(69 369.52686),(70 368.80295),(71 372.3371),(72 376.80362),(73 377.96786),(74 380.81665),(75 385.4238),(76 385.11758),(77 386.463),(78 391.41614),(79 385.7214),
(1 149.21419),(2 189.10434),(3 222.43196),(4 239.50154),(5 254.64717),(6 267.66266),(7 277.15875),(8 285.7796),(9 290.16806),(10 290.2775),(11 291.7321),(12 294.73526),(13 296.7229),(14 299.93896),(15 300.3665),(16 301.54407),(17 304.76993),(18 309.33438),(19 307.78894),(20 306.2763),(21 309.28876),(22 312.77612),(23 312.7826),(24 312.1595),(25 312.88632),(26 314.69196),(27 318.5484),(28 319.59476),(29 320.78952),(30 321.8905),(31 323.30713),(32 325.15927),(33 327.8868),(34 327.14456),(35 330.69144),(36 331.43002),(37 328.87228),(38 330.9727),(39 333.8635),(40 334.21094),(41 335.80188),(42 337.00424),(43 337.8197),(44 336.07367),(45 339.4342),(46 339.99817),(47 341.87674),(48 341.32416),(49 339.9374),(50 339.5591),(51 338.72815),(52 338.02066),(53 340.69302),(54 342.5366),(55 346.82742),(56 349.27493),(57 350.20285),(58 352.04004),(59 351.15933),(60 350.32803),(61 354.8496),(62 355.96252),(63 364.62424),(64 361.86008),(65 364.7973),(66 363.55463),(67 365.64096),(68 367.58203),(69 369.07877),(70 368.37155),(71 372.2111),(72 374.7586),(73 376.56934),(74 376.85855),(75 380.74326),(76 379.41208),(77 380.78125),(78 383.08322),(79 382.59445),
(1 148.68373),(2 188.38342),(3 224.67308),(4 239.75255),(5 251.18927),(6 264.70844),(7 274.90186),(8 286.73495),(9 290.47586),(10 291.86264),(11 296.27655),(12 297.74286),(13 301.2053),(14 303.26453),(15 302.2494),(16 306.59927),(17 305.26157),(18 309.8242),(19 308.645),(20 307.71487),(21 305.32352),(22 306.7459),(23 309.13904),(24 310.50937),(25 312.17047),(26 311.54916),(27 315.31754),(28 323.57886),(29 325.4703),(30 327.5944),(31 330.3672),(32 333.70767),(33 336.58472),(34 338.5139),(35 340.26752),(36 342.7133),(37 341.7142),(38 343.95352),(39 348.09967),(40 347.32974),(41 348.91925),(42 349.5584),(43 352.1756),(44 355.45792),(45 356.9811),(46 359.71512),(47 360.44907),(48 364.2315),(49 361.35925),(50 359.5882),(51 355.9718),(52 353.9063),(53 355.1626),(54 355.20255),(55 358.95926),(56 364.6548),(57 365.0901),(58 367.32034),(59 364.49127),(60 362.56656),(61 367.46582),(62 368.24997),(63 373.8195),(64 372.61954),(65 375.17432),(66 374.70624),(67 371.46033),(68 372.1333),(69 374.6504),(70 370.8126),(71 371.6663),(72 374.31915),(73 374.82434),(74 378.2853),(75 379.88397),(76 383.93405),(77 384.7662),(78 386.09222),(79 389.3906),
(1 147.22131),(2 186.895),(3 220.86035),(4 236.66914),(5 246.8888),(6 259.3088),(7 268.34756),(8 278.01025),(9 279.71353),(10 281.4567),(11 283.27582),(12 287.43115),(13 287.96268),(14 293.05945),(15 293.7017),(16 296.49774),(17 297.47607),(18 299.86493),(19 300.5971),(20 303.21),(21 304.9504),(22 307.50555),(23 309.8309),(24 310.30804),(25 313.2257),(26 313.57288),(27 313.9476),(28 317.07816),(29 317.5924),(30 318.80002),(31 318.99985),(32 319.49274),(33 321.51453),(34 322.75558),(35 322.26038),(36 322.6169),(37 322.6745),(38 325.72232),(39 327.64996),(40 327.47293),(41 330.85364),(42 332.69733),(43 334.08942),(44 336.7856),(45 337.07413),(46 336.31372),(47 339.002),(48 336.57983),(49 338.91232),(50 335.11212),(51 335.25275),(52 334.19107),(53 335.3415),(54 338.56277),(55 340.32867),(56 339.7993),(57 338.8466),(58 343.80197),(59 339.80707),(60 338.9372),(61 343.67422),(62 345.65536),(63 353.64072),(64 354.0744),(65 357.5451),(66 358.95746),(67 360.35892),(68 360.666),(69 362.162),(70 362.8159),(71 363.3485),(72 364.24597),(73 368.3474),(74 372.93726),(75 374.91196),(76 377.4688),(77 377.2913),(78 377.81494),(79 378.04785),
(1 144.3055),(2 183.10042),(3 216.50868),(4 233.59843),(5 247.33835),(6 257.2398),(7 268.27985),(8 276.91537),(9 283.5697),(10 285.8207),(11 288.28192),(12 291.94623),(13 292.49393),(14 290.97754),(15 294.55258),(16 294.4636),(17 296.28223),(18 299.8129),(19 298.88303),(20 300.71524),(21 301.3008),(22 300.75946),(23 302.1762),(24 304.50937),(25 302.73297),(26 304.134),(27 305.818),(28 307.64905),(29 311.55872),(30 311.25385),(31 314.45004),(32 315.8736),(33 322.1559),(34 321.88254),(35 322.92105),(36 325.2898),(37 328.81216),(38 329.28952),(39 330.4405),(40 329.55304),(41 329.75586),(42 331.40234),(43 332.23956),(44 336.13376),(45 339.89935),(46 340.05344),(47 342.03293),(48 341.1161),(49 341.27655),(50 336.75916),(51 336.0975),(52 336.97806),(53 339.04114),(54 340.68173),(55 343.6654),(56 341.58414),(57 341.6023),(58 342.76874),(59 341.99155),(60 342.67236),(61 346.83908),(62 351.22693),(63 355.709),(64 355.66812),(65 358.96997),(66 356.87625),(67 356.88406),(68 356.8658),(69 359.23907),(70 358.1398),(71 364.1605),(72 365.44888),(73 367.54395),(74 370.83655),(75 372.87418),(76 372.559),(77 372.5904),(78 375.55692),(79 380.31644),
(1 144.47244),(2 179.75653),(3 211.24422),(4 226.45442),(5 240.43561),(6 253.07745),(7 262.77792),(8 270.27753),(9 274.8715),(10 276.67694),(11 277.20715),(12 280.48474),(13 282.6651),(14 283.49048),(15 287.65265),(16 288.06247),(17 289.54968),(18 293.60358),(19 291.74792),(20 290.92056),(21 291.3448),(22 291.44836),(23 291.10767),(24 293.15616),(25 292.2282),(26 294.47327),(27 296.04166),(28 298.49036),(29 302.58817),(30 303.16953),(31 303.14),(32 307.75946),(33 309.66837),(34 310.95767),(35 314.14355),(36 315.16882),(37 319.7663),(38 317.74442),(39 322.28665),(40 317.7832),(41 320.4856),(42 319.3447),(43 319.48624),(44 321.69574),(45 322.39224),(46 323.85928),(47 324.95282),(48 324.3425),(49 323.2271),(50 319.14935),(51 319.25006),(52 319.18344),(53 318.6717),(54 324.28214),(55 326.7381),(56 328.50146),(57 332.71472),(58 331.88492),(59 329.08942),(60 329.0123),(61 334.84198),(62 339.78143),(63 344.27393),(64 342.90262),(65 342.6941),(66 345.75214),(67 346.88904),(68 344.28323),(69 346.1752),(70 345.70575),(71 348.0009),(72 352.3128),(73 356.15637),(74 357.53275),(75 362.51526),(76 360.45468),(77 364.91327),(78 365.06506),(79 368.3819),
(1 143.15547),(2 180.70135),(3 213.3374),(4 229.28896),(5 242.05147),(6 252.50107),(7 261.08276),(8 270.37527),(9 275.42908),(10 277.32184),(11 279.28937),(12 281.81467),(13 283.5556),(14 284.93338),(15 287.4595),(16 286.61554),(17 289.13947),(18 291.4944),(19 292.85443),(20 291.68),(21 293.8673),(22 292.35248),(23 294.37527),(24 294.05307),(25 293.21475),(26 293.86478),(27 296.14566),(28 299.49307),(29 301.60355),(30 303.12534),(31 305.5198),(32 308.35953),(33 312.12408),(34 312.97836),(35 315.9161),(36 316.457),(37 319.30057),(38 320.00327),(39 321.39175),(40 320.76334),(41 322.72903),(42 323.70273),(43 324.25754),(44 325.6021),(45 327.43503),(46 327.14905),(47 330.40744),(48 330.87833),(49 334.60242),(50 330.65936),(51 330.3441),(52 330.04312),(53 329.51953),(54 331.48535),(55 335.61627),(56 334.59232),(57 333.95065),(58 336.58026),(59 332.5327),(60 330.06448),(61 333.1755),(62 336.70737),(63 338.82242),(64 337.27167),(65 340.8509),(66 344.51895),(67 343.5742),(68 341.97983),(69 342.58075),(70 343.57016),(71 345.7351),(72 351.74747),(73 354.33035),(74 357.2011),(75 359.27542),(76 359.35587),(77 359.62296),(78 359.6076),(79 361.27084),
(1 141.81427),(2 177.853),(3 209.81937),(4 222.6763),(5 235.42308),(6 245.33656),(7 256.49393),(8 266.97958),(9 269.55154),(10 269.3949),(11 273.4053),(12 274.39),(13 276.5501),(14 277.73483),(15 279.86224),(16 277.50607),(17 279.55215),(18 282.05658),(19 280.90237),(20 282.83337),(21 284.09344),(22 286.29184),(23 285.42554),(24 284.1242),(25 283.53442),(26 284.4905),(27 288.75833),(28 288.99908),(29 291.04846),(30 294.50507),(31 296.49164),(32 295.77982),(33 297.85922),(34 300.34076),(35 303.0915),(36 304.0754),(37 302.7427),(38 304.33658),(39 305.3081),(40 307.2245),(41 306.54514),(42 306.0992),(43 308.1921),(44 310.01416),(45 310.75626),(46 312.17532),(47 314.1793),(48 317.5383),(49 315.981),(50 314.89703),(51 311.67838),(52 312.0232),(53 310.46796),(54 310.15247),(55 312.63705),(56 312.6626),(57 312.889),(58 314.38153),(59 312.2578),(60 312.2671),(61 318.77887),(62 325.11124),(63 329.51093),(64 329.5404),(65 331.04602),(66 332.0471),(67 333.35663),(68 332.68347),(69 334.85553),(70 336.3484),(71 340.72064),(72 344.3543),(73 344.7878),(74 350.19928),(75 351.06),(76 356.80838),(77 356.2295),(78 356.8992),(79 359.51978),
(1 139.09634),(2 174.01949),(3 207.7767),(4 221.3906),(5 235.80394),(6 244.56746),(7 253.2223),(8 261.71906),(9 265.8498),(10 265.45343),(11 269.74924),(12 269.78763),(13 272.38437),(14 274.0119),(15 276.96075),(16 277.85272),(17 279.0865),(18 283.53607),(19 283.84088),(20 285.38098),(21 285.39545),(22 286.0944),(23 285.26602),(24 289.41705),(25 288.28726),(26 289.23383),(27 290.33746),(28 291.04163),(29 293.84232),(30 294.54663),(31 295.95157),(32 296.31036),(33 301.00027),(34 301.20132),(35 305.6169),(36 306.09653),(37 304.8918),(38 305.47488),(39 305.31573),(40 305.80145),(41 306.22025),(42 307.15143),(43 307.12836),(44 307.96872),(45 307.56223),(46 308.89178),(47 311.47073),(48 313.19617),(49 312.61713),(50 311.0457),(51 309.14893),(52 310.25507),(53 310.4715),(54 310.18805),(55 311.72498),(56 315.49857),(57 313.9643),(58 312.4707),(59 309.7727),(60 306.99393),(61 312.9371),(62 318.14444),(63 319.9536),(64 320.2569),(65 324.46317),(66 324.07596),(67 324.87442),(68 325.01285),(69 325.32394),(70 325.33795),(71 330.30768),(72 333.38254),(73 337.3997),(74 342.2945),(75 342.29825),(76 347.2529),(77 346.91467),(78 349.60538),(79 352.54602),
(1 138.03992),(2 172.84383),(3 202.40936),(4 219.30206),(5 229.23047),(6 238.97397),(7 249.32439),(8 255.34618),(9 257.82584),(10 260.1463),(11 260.94995),(12 265.29483),(13 268.72986),(14 267.64563),(15 270.68066),(16 271.86862),(17 271.8221),(18 273.36862),(19 273.6553),(20 274.99246),(21 275.4987),(22 276.20615),(23 276.4219),(24 277.67053),(25 277.11084),(26 278.74182),(27 282.04605),(28 280.86002),(29 286.37192),(30 287.7378),(31 289.49207),(32 291.69666),(33 291.18243),(34 293.87393),(35 295.99786),(36 296.34906),(37 297.91843),(38 298.88547),(39 300.8878),(40 299.799),(41 300.41394),(42 298.13586),(43 300.24484),(44 300.7201),(45 303.34546),(46 303.9172),(47 305.37167),(48 308.70114),(49 307.39685),(50 304.65643),(51 303.4874),(52 305.14365),(53 307.01334),(54 306.2073),(55 310.40176),(56 310.45908),(57 310.0326),(58 308.426),(59 308.1797),(60 307.1701),(61 312.3448),(62 315.95792),(63 321.02948),(64 320.00937),(65 323.89713),(66 323.96198),(67 327.44968),(68 323.45544),(69 324.8235),(70 324.73148),(71 326.7633),(72 331.01993),(73 331.5027),(74 336.50397),(75 339.89307),(76 342.78302),(77 344.2994),(78 347.3068),(79 347.0149),
(1 136.19386),(2 172.09064),(3 204.50504),(4 221.26372),(5 232.63469),(6 242.51648),(7 250.52063),(8 256.6842),(9 259.99524),(10 261.60315),(11 265.44086),(12 268.53125),(13 270.59073),(14 273.87704),(15 276.78748),(16 279.27817),(17 277.7847),(18 279.26004),(19 279.76138),(20 279.66367),(21 280.01572),(22 281.02338),(23 281.06085),(24 281.39468),(25 280.3355),(26 280.87842),(27 283.3736),(28 284.29767),(29 284.31644),(30 288.00922),(31 289.4544),(32 291.17563),(33 294.31326),(34 296.1522),(35 298.60895),(36 300.63538),(37 302.75092),(38 303.1544),(39 304.7444),(40 305.22354),(41 304.56363),(42 305.2148),(43 307.5518),(44 309.94702),(45 312.74918),(46 311.245),(47 314.1799),(48 314.5305),(49 313.73807),(50 313.33368),(51 315.306),(52 316.34818),(53 313.98672),(54 315.26263),(55 317.74484),(56 319.38742),(57 318.80646),(58 317.9745),(59 318.1489),(60 316.3211),(61 321.50415),(62 326.94366),(63 330.9164),(64 334.55045),(65 334.47897),(66 336.41437),(67 336.2811),(68 336.73154),(69 337.79852),(70 339.6292),(71 342.6851),(72 345.0675),(73 347.2476),(74 351.22565),(75 353.21393),(76 354.92313),(77 355.9344),(78 358.3749),(79 360.04654),
(1 135.5122),(2 172.86606),(3 202.95985),(4 218.3468),(5 231.02318),(6 240.85455),(7 250.92085),(8 258.13165),(9 261.7332),(10 263.77127),(11 267.8611),(12 270.7618),(13 273.8643),(14 273.4182),(15 277.06686),(16 275.77353),(17 277.39194),(18 281.52313),(19 281.12463),(20 278.8474),(21 277.5714),(22 279.09164),(23 278.6918),(24 277.61636),(25 276.27454),(26 278.73962),(27 279.24356),(28 280.5724),(29 281.77365),(30 284.38898),(31 287.42255),(32 288.7763),(33 291.9941),(34 292.02786),(35 293.56284),(36 295.18927),(37 297.1097),(38 297.3485),(39 297.86954),(40 297.23044),(41 297.47455),(42 298.40866),(43 300.51846),(44 303.91068),(45 306.2419),(46 307.9145),(47 310.37924),(48 308.32675),(49 307.15305),(50 307.38278),(51 307.6368),(52 305.0014),(53 305.9293),(54 307.35428),(55 311.3003),(56 311.817),(57 314.31326),(58 314.0713),(59 312.0106),(60 313.64594),(61 317.68533),(62 324.1953),(63 330.1518),(64 331.43427),(65 333.43765),(66 335.5007),(67 336.43637),(68 337.9069),(69 336.13522),(70 337.9734),(71 341.26294),(72 344.29764),(73 347.2878),(74 353.27213),(75 356.05627),(76 358.09384),(77 361.25397),(78 363.85556),(79 363.59424),
(1 134.46747),(2 168.79475),(3 199.95636),(4 212.88011),(5 226.60312),(6 235.51353),(7 243.67596),(8 250.26021),(9 251.8435),(10 253.30298),(11 255.60551),(12 257.79565),(13 260.2847),(14 262.9682),(15 266.70224),(16 267.58624),(17 270.11136),(18 272.02252),(19 271.74802),(20 270.9954),(21 270.84778),(22 272.80298),(23 274.9638),(24 274.65186),(25 274.01492),(26 273.0981),(27 274.64215),(28 278.0124),(29 278.58484),(30 280.06253),(31 282.7047),(32 286.67557),(33 288.81128),(34 292.15674),(35 291.29364),(36 293.80978),(37 293.04388),(38 294.1327),(39 295.964),(40 297.04965),(41 298.0044),(42 298.93655),(43 300.7785),(44 303.70343),(45 305.71088),(46 307.3917),(47 309.5021),(48 308.09448),(49 310.16864),(50 311.54602),(51 311.7977),(52 310.16812),(53 310.531),(54 312.00464),(55 312.5612),(56 316.01352),(57 315.09216),(58 314.84546),(59 312.2143),(60 310.51556),(61 315.10736),(62 321.076),(63 326.5936),(64 327.46417),(65 328.94086),(66 332.75018),(67 333.9161),(68 333.28806),(69 335.01947),(70 336.78018),(71 339.1414),(72 340.1061),(73 342.78702),(74 346.51035),(75 350.69565),(76 352.46063),(77 354.35614),(78 357.12363),(79 356.53006),
