1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13458.706),(2 31385.139),(3 63497.926),(4 99626.35),(5 145339.27),(6 194394.13),(7 250713.45),(8 327275.47),(9 400288.6),(10 472371.88),(11 550694.75),(12 622660.5),(13 690114.2),(14 748455.44),(15 819973.94),(16 897059.25),(17 974506.7),(18 1054222.4),(19 1113393.1),(20 1170103.8),(21 1227334.1),(22 1279537.3),(23 1354624.9),(24 1400228),(25 1448255),(26 1473481),(27 1511134.1),(28 1531269.6),(29 1553462.4),(30 1571404.6),(31 1583126.4),(32 1598912),(33 1608265),(34 1633138.6),(35 1671098.4),(36 1703028),(37 1744170),(38 1768236.6),(39 1803156.9),(40 1829273.9),(41 1856828.4),(42 1881363.5),(43 1891402.4),(44 1893494.9),(45 1903965.4),(46 1899949.4),(47 1918056.6),(48 1926462.6),(49 1968156),(50 1983227.6),(51 2007867.9),(52 2018592),(53 2055087.1),(54 2088360.6),(55 2111698.8),(56 2157450),(57 2191388.8),(58 2235351.8),(59 2279499),(60 2307194.8),(61 2345114.3),(62 2352414.8),(63 2378391),(64 2392483.3),(65 2439243.8),(66 2457422),(67 2476973),(68 2504111),(69 2528206.8),(70 2535229),(71 2548303.5),(72 2558240),(73 2591390),(74 2595783),(75 2629212.8),(76 2647118.3),(77 2656681),(78 2674185.3),(79 2681717.3),
(1 35197.992),(2 106864.48),(3 195454.06),(4 276226.06),(5 333817.13),(6 365965.5),(7 372381.16),(8 367480.97),(9 356645.5),(10 344173.13),(11 339186.1),(12 339053.7),(13 350794.47),(14 369418.6),(15 388395.3),(16 401979.56),(17 407709.53),(18 405732.38),(19 394052.5),(20 382301.4),(21 375055.1),(22 373446.6),(23 378292.4),(24 381581.28),(25 385766.53),(26 387142.88),(27 381497.34),(28 374091.97),(29 367497.44),(30 363070.28),(31 362736.66),(32 360366.44),(33 358662.06),(34 359178.53),(35 363684.63),(36 372263.7),(37 387458.75),(38 400803.9),(39 404788.06),(40 400578.9),(41 390172.53),(42 380577.3),(43 376180.66),(44 374920.94),(45 375882.75),(46 372751.5),(47 367470.9),(48 357598.8),(49 349583.78),(50 342547.44),(51 337718.97),(52 340714.97),(53 343065.7),(54 344457.25),(55 336889.4),(56 323652.5),(57 311656.25),(58 304979.9),(59 303121.5),(60 305529.97),(61 312676.53),(62 322595.78),(63 334224.63),(64 346083.4),(65 353717.22),(66 358301.1),(67 356930.56),(68 354466.7),(69 354442.75),(70 359226),(71 370096.97),(72 381500.7),(73 392438.1),(74 395309.9),(75 385407.7),(76 366113.56),(77 344180.28),(78 325189.13),(79 314558),
(1 36388.516),(2 111424.14),(3 203735.06),(4 284196.4),(5 334054.78),(6 354497.63),(7 348656.2),(8 337233.47),(9 326076.2),(10 318387.66),(11 314308.34),(12 311417.78),(13 306989.94),(14 307325.78),(15 317831.13),(16 337935.38),(17 360478.9),(18 378204.34),(19 386139.1),(20 383191),(21 374253.2),(22 363284.44),(23 354505.38),(24 346939.38),(25 341592.34),(26 337197.38),(27 333262.53),(28 328626.38),(29 322283.72),(30 318880.4),(31 314997.63),(32 311183.44),(33 309952.53),(34 312129.97),(35 322594.16),(36 335488.06),(37 350935.22),(38 360540.7),(39 356839.2),(40 341533.66),(41 324250),(42 310288.8),(43 308186.3),(44 314964.63),(45 326028.84),(46 335295.72),(47 343007.56),(48 342659.66),(49 341665.66),(50 340743.4),(51 340359.94),(52 341949.1),(53 339455),(54 337981.72),(55 328094.16),(56 313956.66),(57 303289.13),(58 298307.84),(59 299958.75),(60 302770.28),(61 308882.7),(62 318441.9),(63 325172.72),(64 329690.66),(65 332531.63),(66 332680.78),(67 328619),(68 322711.28),(69 318577.47),(70 320245.13),(71 330009.13),(72 341165.56),(73 351889.72),(74 352202.94),(75 340256.44),(76 320654.34),(77 302261.72),(78 288843.8),(79 288690.7),
(1 38014.477),(2 110975.38),(3 196023.95),(4 264730.25),(5 304391.47),(6 314814.06),(7 304225),(8 291176.47),(9 284112.78),(10 284316.78),(11 289857.28),(12 294490.3),(13 296131.13),(14 295345.47),(15 297218.72),(16 304226.4),(17 317236.5),(18 326414.06),(19 336108.75),(20 334814.6),(21 327100.25),(22 316106.3),(23 306128.9),(24 300976.78),(25 296031.8),(26 295286.38),(27 298499.16),(28 302774.63),(29 304163.97),(30 306527.78),(31 305486.53),(32 303801.56),(33 302524.53),(34 303951.53),(35 311334.47),(36 322160.53),(37 333432.28),(38 337399.3),(39 334175.53),(40 321401.28),(41 305956.88),(42 295451.75),(43 290928.22),(44 292053.13),(45 300047.7),(46 314209.22),(47 332760.88),(48 343816.4),(49 357461.03),(50 366081.8),(51 364607.8),(52 357790.47),(53 346609.1),(54 338759.22),(55 328499.75),(56 322009.3),(57 319781.47),(58 318397.88),(59 319230.84),(60 322076.53),(61 323701.13),(62 325466.88),(63 327128.38),(64 328207.97),(65 329386.3),(66 327933.44),(67 326257.6),(68 318991.53),(69 313339.34),(70 312856.44),(71 318703.25),(72 324245.2),(73 327057.13),(74 321969.34),(75 308783.88),(76 294967.56),(77 282893),(78 280542.28),(79 287862.22),
(1 33174.746),(2 97009.98),(3 170949.44),(4 231261.67),(5 265588.3),(6 272893.75),(7 262209.6),(8 251586.34),(9 245669.02),(10 246921.84),(11 254057.86),(12 260538.58),(13 260587.9),(14 259869.33),(15 261496.45),(16 268010.6),(17 277903.5),(18 287618.03),(19 293139.97),(20 289609.38),(21 280007.97),(22 267095.97),(23 255249.08),(24 247717.45),(25 247275.9),(26 253217.72),(27 260220.23),(28 265567.63),(29 264877.9),(30 261289.89),(31 255182.19),(32 253365.17),(33 257191.63),(34 264120.9),(35 273347.03),(36 279919.97),(37 281202.13),(38 277290),(39 270085.44),(40 263117.28),(41 257749.55),(42 255554.97),(43 255597.89),(44 255559.66),(45 258404.88),(46 264025.5),(47 275076.25),(48 284277.1),(49 296366.25),(50 303656.2),(51 307031.34),(52 309510.03),(53 309348.94),(54 310179.4),(55 309717.25),(56 308644.66),(57 304200.56),(58 296761.28),(59 286403.88),(60 278727.63),(61 272300.94),(62 273654.53),(63 283231.94),(64 298976.2),(65 314718.9),(66 322884.5),(67 318099.56),(68 302932.5),(69 287748.75),(70 276339.44),(71 275090.53),(72 280342.72),(73 285576.56),(74 284323.4),(75 276505.38),(76 265805.66),(77 253693.5),(78 244771.4),(79 247402.5),
(1 29741.238),(2 86453.016),(3 154042.72),(4 209318.97),(5 240452.19),(6 250507.5),(7 244759.33),(8 237778.86),(9 233266.14),(10 235531.86),(11 244707.92),(12 252108.4),(13 259056.14),(14 263829.63),(15 265048.56),(16 268625.88),(17 273190.63),(18 279185.8),(19 283406.47),(20 284722.4),(21 282491.34),(22 276265.2),(23 268243.94),(24 259994.81),(25 255108.53),(26 255090.4),(27 258849.95),(28 263249.16),(29 265703.1),(30 267423),(31 267674.53),(32 268237.44),(33 268625.7),(34 267723.8),(35 266250),(36 266973.25),(37 266434.34),(38 266931.84),(39 265850.16),(40 263632.2),(41 260563.81),(42 257424.08),(43 255944.03),(44 253505.78),(45 251571.27),(46 251559.83),(47 257931.72),(48 266068.75),(49 284273.7),(50 301831.34),(51 311845.75),(52 314096.44),(53 308081.56),(54 300078.56),(55 286213.84),(56 272474.66),(57 260377.67),(58 253311.63),(59 249212.08),(60 249146.5),(61 251009.05),(62 256952.69),(63 263608.28),(64 270976.63),(65 277657),(66 279782.78),(67 275598.38),(68 265976.66),(69 256285.67),(70 248049.17),(71 247356.4),(72 249276),(73 253981),(74 255896.19),(75 255190.5),(76 252265.05),(77 247260.58),(78 245115.23),(79 242493.19),
(1 29539.58),(2 83843.4),(3 145641.48),(4 193713.97),(5 220778.22),(6 229788.56),(7 231619.4),(8 234380.25),(9 240037.38),(10 250329.73),(11 261705.19),(12 266041.16),(13 267038.63),(14 268749.03),(15 270188.78),(16 275837.13),(17 284260.34),(18 292942.75),(19 298715),(20 299453.8),(21 297037.97),(22 290573.34),(23 280957.72),(24 274995.63),(25 272824.78),(26 275809.47),(27 281514.13),(28 289306.13),(29 294131.4),(30 298238.66),(31 298541.8),(32 297088.53),(33 295744.88),(34 293160.56),(35 291948.84),(36 292869.16),(37 289919.84),(38 283287.66),(39 275322.1),(40 269733.72),(41 267100.34),(42 266719.34),(43 267974.53),(44 268531.38),(45 265772.75),(46 260752.6),(47 261130.94),(48 267329.94),(49 283485.34),(50 299176.53),(51 311323.6),(52 317504.88),(53 315284.1),(54 304112.72),(55 289176.4),(56 274947.9),(57 262662.03),(58 255347.14),(59 250992.55),(60 247360.6),(61 244565.28),(62 242661.78),(63 240307.45),(64 240253.1),(65 242172.55),(66 243140.64),(67 245448.2),(68 247034.6),(69 247362.42),(70 246546.72),(71 249623.9),(72 252158.47),(73 254451.45),(74 258046.6),(75 259644.1),(76 261215.63),(77 260720.38),(78 259467.2),(79 254865.88),
(1 35606.62),(2 100426.05),(3 168198.34),(4 215965.22),(5 233812.38),(6 228957.45),(7 220110.58),(8 217949.52),(9 223217.94),(10 231167.67),(11 237046.14),(12 237295.08),(13 236073.2),(14 241453.7),(15 248952.69),(16 257547.86),(17 260205.75),(18 258752.88),(19 252656.64),(20 249799.52),(21 249821.16),(22 253055.28),(23 255447.5),(24 253638.44),(25 250380.14),(26 249373.47),(27 248821.33),(28 251913.52),(29 258489.16),(30 265167.6),(31 268846.75),(32 268637.7),(33 265989.38),(34 263586.63),(35 264337.47),(36 269222.66),(37 274434.34),(38 276840.2),(39 276606.06),(40 269782.44),(41 261734.72),(42 256771.89),(43 257457.52),(44 257928.48),(45 255071.08),(46 251417.86),(47 249121.16),(48 252854.67),(49 264365.88),(50 280225.1),(51 290926.06),(52 293157.7),(53 286391.9),(54 273255.2),(55 266696.22),(56 269257.13),(57 276648.38),(58 283231.1),(59 286112.03),(60 282550.9),(61 273791.22),(62 266860.75),(63 260670.6),(64 258302.98),(65 257728.19),(66 258082.94),(67 256772.5),(68 256567.22),(69 258788.2),(70 263484.47),(71 270558.72),(72 275060.75),(73 276758.13),(74 275081.2),(75 270658.22),(76 265667.2),(77 261016.55),(78 258309.66),(79 256723.98),
(1 30060.822),(2 84420.11),(3 143072.53),(4 186383.36),(5 205373.83),(6 208197.83),(7 204547.1),(8 205851.81),(9 210877.08),(10 216437.4),(11 221102.72),(12 223980.22),(13 227039.31),(14 231218.47),(15 234081.38),(16 231776.69),(17 226609.13),(18 221137.23),(19 219106.53),(20 218438),(21 217705.67),(22 215166.86),(23 211395.77),(24 205892.03),(25 204089.19),(26 206287.53),(27 208299.88),(28 210607.45),(29 210602.5),(30 210792.58),(31 212957.95),(32 217254),(33 220400.1),(34 222044.05),(35 223381.83),(36 227199.9),(37 234363),(38 241046.83),(39 245478.77),(40 245345.53),(41 242790.14),(42 242458.05),(43 244747.86),(44 247245.5),(45 249747.53),(46 252137.72),(47 253829.47),(48 255554.45),(49 257440.86),(50 261176.9),(51 263461.25),(52 264344.8),(53 262584.53),(54 261475.03),(55 263139.75),(56 264935.16),(57 265378.7),(58 260578.1),(59 254706.5),(60 247112.19),(61 243820.63),(62 242718.6),(63 243061.63),(64 244394.95),(65 244349.53),(66 244756.31),(67 245282.86),(68 245245),(69 246738.78),(70 252946.17),(71 263775.25),(72 274844.16),(73 281748.9),(74 285124),(75 283859.1),(76 280032.9),(77 276413.66),(78 274553.8),(79 271894.16),
(1 30359.4),(2 84407.9),(3 141987.31),(4 182431.05),(5 198725.94),(6 201031.4),(7 198525.47),(8 198698.73),(9 203978.86),(10 210297.81),(11 215507.16),(12 222777.69),(13 231499.11),(14 239681.64),(15 243403.8),(16 243922.89),(17 241917.98),(18 239697.81),(19 239335.02),(20 237439.05),(21 234048.05),(22 227619.86),(23 221589.56),(24 218161.89),(25 219943.45),(26 224025.34),(27 226073.05),(28 224403.66),(29 217756.17),(30 212737.31),(31 212252.92),(32 215601.31),(33 218622.23),(34 222646.77),(35 227202.98),(36 234269.69),(37 243079.2),(38 247764.28),(39 246761.14),(40 241650.34),(41 236455.38),(42 235373.27),(43 243088.5),(44 251241.75),(45 255811.8),(46 255086.48),(47 252708.55),(48 250199.28),(49 254763.8),(50 264168.63),(51 271977.44),(52 275071.2),(53 273388.72),(54 269934.9),(55 267691.1),(56 265492.7),(57 265348.88),(58 267060.6),(59 267651.8),(60 266856.72),(61 259412.77),(62 247922.63),(63 236945.17),(64 228460.72),(65 225924.3),(66 230136.02),(67 239252.97),(68 242610.72),(69 245162.8),(70 246322.23),(71 248428.97),(72 249822.5),(73 251398.66),(74 252518.61),(75 251912.44),(76 250394.66),(77 251763.81),(78 254043.58),(79 255327.1),
(1 32707.543),(2 88195.6),(3 141941.5),(4 174259.02),(5 183551.86),(6 179318.16),(7 183823.63),(8 197388.8),(9 213848.6),(10 224585.8),(11 227712.11),(12 224620.67),(13 227805.27),(14 233296.5),(15 235500.28),(16 232292.83),(17 226051.52),(18 218253.9),(19 219561.55),(20 224308.83),(21 225101.03),(22 219186.39),(23 211236.48),(24 203565.33),(25 204843.52),(26 211694.05),(27 216890.84),(28 219227.08),(29 217868.98),(30 214198.88),(31 216620.72),(32 220669.02),(33 223642.3),(34 225653.33),(35 227947.11),(36 232570.77),(37 239217.94),(38 242737.2),(39 241870.11),(40 237334.44),(41 233567.77),(42 229277.28),(43 234857.22),(44 240504.16),(45 243109.45),(46 240766.8),(47 236829.84),(48 234201.08),(49 231339.61),(50 230421.38),(51 231775.13),(52 233690.02),(53 234965.33),(54 236806.55),(55 238338.84),(56 236932.28),(57 236403.47),(58 238241.63),(59 242650.53),(60 248871.28),(61 254622.89),(62 254439.38),(63 245612.05),(64 235732.2),(65 226736.84),(66 224346.34),(67 224010.28),(68 223672.4),(69 224463.61),(70 227166.67),(71 233722.69),(72 242578.14),(73 248552.16),(74 251724.69),(75 253102.19),(76 251525.17),(77 251820.92),(78 251679.5),(79 252305.63),
(1 29748.008),(2 82169.06),(3 135303.53),(4 170802.81),(5 182683.83),(6 180424.13),(7 182573.03),(8 194164.05),(9 211907.66),(10 230136.23),(11 240586.22),(12 242952.44),(13 239669.14),(14 237023.73),(15 234612),(16 234172.78),(17 233166.69),(18 231037.02),(19 225901.64),(20 220173.77),(21 215424.86),(22 211197.03),(23 208039.89),(24 204569.42),(25 203368.02),(26 205744.61),(27 209407.55),(28 213517.5),(29 214027.03),(30 213843.44),(31 211854.97),(32 213709.22),(33 219731.83),(34 225736.06),(35 230463.98),(36 236786.16),(37 242611.1),(38 247401.83),(39 249159.88),(40 247950.52),(41 245385.44),(42 241740.27),(43 237838.78),(44 235498.22),(45 237747.19),(46 241871.13),(47 245176.52),(48 247066.7),(49 244716.3),(50 242962.69),(51 242515.33),(52 243857.5),(53 243477.14),(54 242550.73),(55 238545.7),(56 234727.27),(57 232824.73),(58 234119.38),(59 239102.45),(60 246836.75),(61 250668.75),(62 250207.98),(63 247578.19),(64 243093.55),(65 237569.88),(66 235131.55),(67 230187.19),(68 223275.95),(69 217874.44),(70 216028.81),(71 219889.83),(72 226183.7),(73 231238.53),(74 235224.5),(75 237366.47),(76 235135.48),(77 233712.7),(78 233800.06),(79 235081.6),
(1 28044.32),(2 76379.76),(3 125434.02),(4 158185.27),(5 172415.02),(6 175293.22),(7 180829.44),(8 192291.56),(9 206645.4),(10 217865.88),(11 223036.8),(12 224044.73),(13 221973.52),(14 220985.95),(15 221223.56),(16 220178.44),(17 217854.44),(18 217561.48),(19 218707.38),(20 220207.1),(21 220154.28),(22 216788.98),(23 213926.02),(24 212968.17),(25 216141.61),(26 221434.44),(27 221436.88),(28 219139.67),(29 213507.4),(30 209797.06),(31 208626.61),(32 212083.28),(33 218640.5),(34 225520.13),(35 228946.78),(36 228541.9),(37 226733.16),(38 227866.55),(39 235300.8),(40 246412.17),(41 256959.88),(42 259331.33),(43 257191.45),(44 250525.39),(45 246726.66),(46 244531.56),(47 242136.13),(48 238920.02),(49 233301.56),(50 233235.61),(51 238070.66),(52 245572.56),(53 250073),(54 251252.22),(55 246691.44),(56 242656.73),(57 242239.61),(58 244507.34),(59 249385.2),(60 252269),(61 253322.6),(62 253528.8),(63 251483.39),(64 251262.33),(65 249728.3),(66 244405.06),(67 236237.8),(68 229110.48),(69 224609.7),(70 224924.27),(71 227504),(72 231319.05),(73 233727.34),(74 236111.45),(75 236473.16),(76 233079.66),(77 229858.5),(78 228644.63),(79 232633.84),
(1 27949.938),(2 75359.016),(3 121578.82),(4 151240.81),(5 161338.92),(6 161126.14),(7 164065.34),(8 172317.28),(9 183516.38),(10 192405.66),(11 194737.89),(12 193065.44),(13 188532.2),(14 185976.48),(15 184425.64),(16 186860.61),(17 191095.98),(18 195518),(19 196624.73),(20 193433.63),(21 188129.47),(22 182637.27),(23 182779.47),(24 186145.77),(25 193277.56),(26 197439.81),(27 197185.58),(28 195667.03),(29 192340.2),(30 188265.83),(31 185190.14),(32 186132.72),(33 192686.84),(34 201736.55),(35 210204.05),(36 213929.14),(37 212046.31),(38 210947.72),(39 212423.33),(40 218570.38),(41 225324.14),(42 229886.06),(43 225304.31),(44 217921.98),(45 212025.17),(46 209352.31),(47 208871.1),(48 209633.03),(49 205989.2),(50 202627.22),(51 201198.84),(52 200773.47),(53 200585.52),(54 201659.16),(55 202837.58),(56 206143.4),(57 207561.11),(58 208005.88),(59 209066.5),(60 211952.19),(61 217503.47),(62 225076.25),(63 231040.72),(64 232220.14),(65 228271.16),(66 224278.02),(67 218991.98),(68 214489.08),(69 211266.02),(70 208711.89),(71 207480.5),(72 209452.86),(73 212773.7),(74 214917.98),(75 214524.14),(76 213505.08),(77 212990.17),(78 215120.95),(79 222344.28),
(1 31950.035),(2 85776.42),(3 139202.55),(4 171740.31),(5 179233.1),(6 174653.94),(7 170652.77),(8 174944.88),(9 186871.19),(10 199530.98),(11 205985.05),(12 207605.75),(13 203058.25),(14 199255.98),(15 195604.47),(16 198252.97),(17 200700.6),(18 204692.58),(19 206446.98),(20 204343.69),(21 199335.45),(22 195447.95),(23 194716.13),(24 192439.53),(25 193206.38),(26 196697.94),(27 198857.75),(28 199519.36),(29 195987.69),(30 188172.75),(31 178667.55),(32 178148.06),(33 185671.56),(34 196148.36),(35 203893.72),(36 204904.95),(37 201835.63),(38 201904.95),(39 206172.1),(40 212537.95),(41 217703.36),(42 218219.95),(43 212041.64),(44 208279.94),(45 209636.44),(46 214580.72),(47 217825.17),(48 217308.05),(49 212834.22),(50 210548.89),(51 210951.13),(52 216762.55),(53 220559.02),(54 220414.69),(55 214936.31),(56 210492.47),(57 207849.23),(58 207675.4),(59 210261.17),(60 213418.34),(61 217536.16),(62 220969.72),(63 222204.95),(64 219598.34),(65 216234.52),(66 211697.13),(67 206606.22),(68 200301.23),(69 195221.53),(70 193197.72),(71 193835.27),(72 192938.88),(73 192940.64),(74 192982.14),(75 191243.33),(76 188881.83),(77 187705.88),(78 189801.28),(79 196787.53),
(1 29234.072),(2 77613.52),(3 127540.81),(4 159924.52),(5 172329.53),(6 174162.27),(7 178687.55),(8 188647.31),(9 202313.75),(10 214735.55),(11 221652.58),(12 222830.66),(13 219456.31),(14 219358.98),(15 220810.02),(16 224299.13),(17 226240.05),(18 225281.63),(19 221829.92),(20 215073.92),(21 208026.08),(22 203046.05),(23 199587.69),(24 198283.31),(25 195980.89),(26 194635.31),(27 191217.86),(28 188161.63),(29 183651.88),(30 177385.19),(31 175515.75),(32 178769.6),(33 184365.19),(34 187576.89),(35 187058.4),(36 185314.4),(37 187075.13),(38 192306.84),(39 199766.94),(40 207322.8),(41 211340.02),(42 212139.38),(43 212730.45),(44 214579.86),(45 217633.11),(46 220264.61),(47 219941.75),(48 216567.92),(49 215807.45),(50 216105.78),(51 216603.55),(52 219006.2),(53 218928.38),(54 215027.8),(55 209179.39),(56 205950.92),(57 207341.06),(58 210264.16),(59 215149.55),(60 218196.86),(61 219247.86),(62 218368.06),(63 216143.88),(64 213319.45),(65 211195.81),(66 209016.11),(67 206726.58),(68 204584.45),(69 204707.42),(70 204747.95),(71 202752.73),(72 200269.47),(73 197227.27),(74 196542.33),(75 198573.42),(76 201191.19),(77 203354.94),(78 204624.33),(79 206035.75),
(1 28827.98),(2 78533.266),(3 124136.69),(4 149987.39),(5 157783),(6 158694.67),(7 169108.73),(8 186000.58),(9 202200.77),(10 213365.75),(11 218076.83),(12 220311.03),(13 223694.25),(14 227922),(15 228567.95),(16 227666.75),(17 223226.22),(18 219667.81),(19 220661.8),(20 219753.39),(21 217038.25),(22 211005.86),(23 203043.84),(24 195928.02),(25 189514.28),(26 185350.61),(27 183449.98),(28 181974.28),(29 177365.94),(30 172920.97),(31 172897.92),(32 174944.83),(33 176826.4),(34 177052.56),(35 176438.64),(36 175467.39),(37 177862.98),(38 184171.16),(39 192696.56),(40 201468.05),(41 206293.42),(42 206573.13),(43 206606.3),(44 206118.14),(45 203904.05),(46 201014.58),(47 199785.66),(48 196410.42),(49 195355.56),(50 194149.02),(51 193001.78),(52 194118.4),(53 193543.64),(54 189515.38),(55 181964.27),(56 178351.45),(57 179662.88),(58 185465.9),(59 193379.08),(60 195934.22),(61 191467.6),(62 185430.19),(63 181289.47),(64 182359.03),(65 186597.58),(66 190179.88),(67 187071.95),(68 181128.1),(69 178702.48),(70 181633.02),(71 185068.69),(72 189420.9),(73 187483.58),(74 184422.27),(75 183827.36),(76 188508.84),(77 192697.44),(78 192931.95),(79 190101.5),
(1 27009.99),(2 72861.38),(3 113851.81),(4 136799.94),(5 145113.36),(6 149457.02),(7 161332.9),(8 177038.72),(9 190844.28),(10 197331.05),(11 199386.14),(12 198541.25),(13 204165.27),(14 210451.48),(15 211872.36),(16 206243.66),(17 196639.34),(18 192703.48),(19 197758.83),(20 205832.67),(21 211721.63),(22 208638.67),(23 198268.08),(24 189969.03),(25 183858.25),(26 183436.06),(27 188884.94),(28 194345.47),(29 192325.66),(30 187968.95),(31 185032.8),(32 185936.25),(33 191387.95),(34 195187.69),(35 195157.16),(36 193833.34),(37 190663.47),(38 191220.39),(39 196046.8),(40 204308.23),(41 210946.73),(42 212469.75),(43 211082.45),(44 206673.55),(45 204134.44),(46 203617.7),(47 205863.27),(48 207316.44),(49 205927.1),(50 201268),(51 195479.4),(52 194001.4),(53 193311.19),(54 191238.84),(55 186336.89),(56 180864.89),(57 177455.33),(58 177491.75),(59 180947.48),(60 183809.58),(61 181568.53),(62 176499.56),(63 170683.69),(64 170872.25),(65 174762.36),(66 177808.17),(67 178344.13),(68 176821.84),(69 176816.44),(70 178189.39),(71 179647.1),(72 181646.58),(73 179539.58),(74 178950.25),(75 179153.23),(76 181010.77),(77 181504.6),(78 181084.28),(79 179650.42),
(1 25062.457),(2 67146.1),(3 107211.99),(4 132543.92),(5 142663.38),(6 145615.89),(7 149804.53),(8 155267.42),(9 163842.55),(10 171587.48),(11 176687.66),(12 179432.67),(13 179062.22),(14 178722.7),(15 178090.83),(16 174828.98),(17 170245.89),(18 170068.72),(19 173872.47),(20 178483.64),(21 181745.27),(22 181113.27),(23 177129.02),(24 172979.55),(25 168020.38),(26 164853.84),(27 165266.1),(28 168489.98),(29 170083.47),(30 167851),(31 164137.08),(32 159942.02),(33 159798.06),(34 163319.66),(35 168801.61),(36 172481.34),(37 174492.83),(38 175540.73),(39 176514.98),(40 178476.8),(41 180297.81),(42 181572.73),(43 184474.97),(44 183679.89),(45 183176.48),(46 181015.84),(47 180101.33),(48 181514.03),(49 183708.34),(50 183715.73),(51 182954.83),(52 181097.36),(53 176982.66),(54 174767.67),(55 173480.42),(56 172097.81),(57 173091.16),(58 175108.81),(59 177352.48),(60 178636.72),(61 175104.73),(62 170363.63),(63 166933.84),(64 166981.13),(65 169311.84),(66 171021.06),(67 173746.38),(68 175811.22),(69 178970.11),(70 181921.34),(71 181599.36),(72 181480.81),(73 179375.9),(74 179415.17),(75 182198.7),(76 184328.27),(77 181541.97),(78 176132.75),(79 170075.47),
