1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1108.534),(2 1428.1879),(3 1638.616),(4 1840.949),(5 1909.6869),(6 1992.9153),(7 2123.9453),(8 2193.2107),(9 2240.3406),(10 2292.24),(11 2299.2188),(12 2345.7249),(13 2350.9749),(14 2346.341),(15 2385.5107),(16 2365.4583),(17 2328.2546),(18 2357.611),(19 2315.8242),(20 2324.1008),(21 2326.7178),(22 2300.2336),(23 2293.5818),(24 2307.87),(25 2305.732),(26 2283.9578),(27 2268.6511),(28 2285.0068),(29 2264.2417),(30 2291.4626),(31 2311.374),(32 2272.4553),(33 2281.2205),(34 2281.3281),(35 2322.0793),(36 2354.9468),(37 2368.3582),(38 2352.3052),(39 2379.574),(40 2354.28),(41 2330.196),(42 2321.946),(43 2333.308),(44 2334.3765),(45 2350.7288),(46 2351.5251),(47 2349.1755),(48 2404.842),(49 2392.0945),(50 2389.555),(51 2430.86),(52 2399.7385),(53 2410.117),(54 2409.8599),(55 2396.9019),(56 2407.423),(57 2398.0068),(58 2375.295),(59 2402.0164),(60 2394.6462),(61 2383.583),(62 2360.9932),(63 2371.758),(64 2350.5195),(65 2378.6196),(66 2357.088),(67 2384.492),(68 2368.8555),(69 2367.5151),(70 2375.2847),(71 2370.262),(72 2364.2563),(73 2345.9844),(74 2324.3508),(75 2328.4072),(76 2316.2312),(77 2274.6655),(78 2279.246),(79 2291.714),
(1 1087.0798),(2 1402.5009),(3 1592.7444),(4 1751.0775),(5 1856.3828),(6 1933.4836),(7 2046.4918),(8 2111.1707),(9 2164.165),(10 2229.8298),(11 2232.9163),(12 2268.3616),(13 2279.8809),(14 2281.2505),(15 2301.6895),(16 2278.6228),(17 2242.8486),(18 2255.7026),(19 2214.928),(20 2241.6157),(21 2253.5771),(22 2212.1921),(23 2204.4983),(24 2215.2043),(25 2214.2178),(26 2178.2136),(27 2193.0325),(28 2214.1096),(29 2206.1147),(30 2252.5007),(31 2259.938),(32 2239.6506),(33 2232.187),(34 2229.357),(35 2249.8171),(36 2271.2078),(37 2262.0918),(38 2263.8977),(39 2280.3953),(40 2292.4358),(41 2271.5679),(42 2289.0513),(43 2294.8928),(44 2294.1965),(45 2337.1934),(46 2339.1877),(47 2329.02),(48 2383.3),(49 2358.8464),(50 2362.0823),(51 2399.9702),(52 2402.0015),(53 2388.7979),(54 2378.6646),(55 2358.1726),(56 2387.5962),(57 2363.256),(58 2373.8442),(59 2381.2383),(60 2376.0144),(61 2366.4836),(62 2334.364),(63 2376.3506),(64 2371.5598),(65 2391.5762),(66 2359.6145),(67 2356.521),(68 2365.3733),(69 2345.2886),(70 2328.4404),(71 2324.546),(72 2309.7498),(73 2268.5408),(74 2249.3928),(75 2278.9534),(76 2287.7085),(77 2259.7458),(78 2259.7185),(79 2257.0872),
(1 1087.3875),(2 1386.1388),(3 1570.9797),(4 1723.497),(5 1851.5667),(6 1926.3826),(7 2029.5433),(8 2078.0764),(9 2127.9785),(10 2193.8794),(11 2196.1736),(12 2266.274),(13 2265.2158),(14 2255.121),(15 2300.3025),(16 2259.6975),(17 2248.1467),(18 2261.037),(19 2236.3704),(20 2250.2002),(21 2262.7068),(22 2229.1602),(23 2211.1824),(24 2230.3813),(25 2236.1963),(26 2202.6628),(27 2233.5405),(28 2256.2058),(29 2214.6655),(30 2263.314),(31 2267.5742),(32 2265.511),(33 2254.0525),(34 2244.2664),(35 2260.7996),(36 2278.8035),(37 2264.3557),(38 2289.2766),(39 2290.8457),(40 2290.113),(41 2273.7942),(42 2276.2146),(43 2261.7622),(44 2249.43),(45 2269.1465),(46 2264.2988),(47 2266.128),(48 2321.7742),(49 2302.8157),(50 2279.2588),(51 2361.5024),(52 2364.7278),(53 2345.3872),(54 2354.654),(55 2334.706),(56 2369.4043),(57 2361.908),(58 2340.1653),(59 2357.0247),(60 2351.7795),(61 2345.3962),(62 2330.1086),(63 2351.1223),(64 2362.953),(65 2392.5552),(66 2370.5967),(67 2334.9897),(68 2346.86),(69 2323.118),(70 2316.3948),(71 2328.713),(72 2285.3657),(73 2245.9285),(74 2293.113),(75 2245.1243),(76 2257.2012),(77 2246.5972),(78 2243.632),(79 2232.386),
(1 1079.2179),(2 1361.058),(3 1542.7244),(4 1720.8223),(5 1785.2897),(6 1877.387),(7 1976.5695),(8 2041.8336),(9 2072.2698),(10 2151.4707),(11 2151.2068),(12 2214.6348),(13 2207.6514),(14 2234.9202),(15 2281.4377),(16 2232.4458),(17 2217.0535),(18 2237.5217),(19 2228.226),(20 2186.449),(21 2177.9265),(22 2154.7097),(23 2139.09),(24 2171.631),(25 2151.1248),(26 2116.9656),(27 2157.6067),(28 2191.3909),(29 2136.556),(30 2180.3223),(31 2192.8657),(32 2169.7744),(33 2182.0527),(34 2162.1917),(35 2189.4165),(36 2194.8984),(37 2198.8787),(38 2197.1458),(39 2218.1514),(40 2209.2815),(41 2208.3965),(42 2184.5808),(43 2179.2458),(44 2183.1797),(45 2202.7168),(46 2219.194),(47 2218.4094),(48 2250.3425),(49 2225.3735),(50 2217.6606),(51 2293.1213),(52 2297.1294),(53 2297.1438),(54 2273.1655),(55 2268.806),(56 2256.171),(57 2266.1575),(58 2264.7896),(59 2307.5537),(60 2315.836),(61 2321.4004),(62 2300.7034),(63 2305.2075),(64 2309.6284),(65 2320.9656),(66 2327.6902),(67 2318.0566),(68 2331.8745),(69 2327.6755),(70 2325.7805),(71 2307.271),(72 2282.2903),(73 2261.137),(74 2290.555),(75 2235.7258),(76 2236.7034),(77 2213.1318),(78 2219.0872),(79 2217.9753),
(1 1072.1909),(2 1383.9061),(3 1557.0996),(4 1727.1366),(5 1818.0427),(6 1924.8048),(7 2020.1559),(8 2092.806),(9 2133.2302),(10 2189.51),(11 2184.1567),(12 2241.5295),(13 2218.953),(14 2245.2065),(15 2295.4966),(16 2248.7222),(17 2236.458),(18 2230.2117),(19 2211.8538),(20 2196.2332),(21 2177.9275),(22 2169.8303),(23 2150.5286),(24 2181.9207),(25 2164.6487),(26 2154.263),(27 2167.352),(28 2201.9155),(29 2160.2344),(30 2178.935),(31 2161.053),(32 2144.5784),(33 2155.3066),(34 2143.5864),(35 2174.005),(36 2170.0273),(37 2179.061),(38 2172.186),(39 2193.539),(40 2188.5894),(41 2206.4163),(42 2201.9224),(43 2214.644),(44 2205.231),(45 2238.9844),(46 2246.9045),(47 2282.602),(48 2295.1719),(49 2263.044),(50 2237.492),(51 2300.6619),(52 2295.664),(53 2281.2092),(54 2253.2344),(55 2242.4597),(56 2248.1252),(57 2265.6824),(58 2259.1184),(59 2289.2256),(60 2277.3184),(61 2296.6523),(62 2277.0654),(63 2306.7476),(64 2297.732),(65 2329.2754),(66 2347.3306),(67 2322.0837),(68 2324.554),(69 2282.3022),(70 2285.5037),(71 2259.5972),(72 2234.3928),(73 2240.2493),(74 2234.3057),(75 2208.4526),(76 2218.159),(77 2183.179),(78 2181.3933),(79 2188.5317),
(1 1048.4902),(2 1354.612),(3 1516.4196),(4 1648.4619),(5 1746.2665),(6 1848.3696),(7 1947.2583),(8 2008.3127),(9 2043.3722),(10 2088.4592),(11 2093.7502),(12 2138.2996),(13 2130.7979),(14 2129.6882),(15 2155.8723),(16 2150.4146),(17 2172.7483),(18 2181.8467),(19 2141.2107),(20 2151.1682),(21 2116.7021),(22 2096.0752),(23 2100.421),(24 2112.2712),(25 2109.377),(26 2072.6418),(27 2083.582),(28 2082.6099),(29 2068.9827),(30 2079.1472),(31 2081.3726),(32 2080.8418),(33 2121.1833),(34 2113.7966),(35 2133.2246),(36 2166.7798),(37 2164.5881),(38 2162.5518),(39 2154.441),(40 2149.8938),(41 2135.8745),(42 2165.83),(43 2166.6187),(44 2158.6038),(45 2170.137),(46 2186.426),(47 2186.234),(48 2194.1204),(49 2169.391),(50 2175.4148),(51 2231.314),(52 2216.107),(53 2214.7405),(54 2184.272),(55 2186.1372),(56 2185.1992),(57 2189.501),(58 2171.2932),(59 2203.9934),(60 2172.5002),(61 2177.436),(62 2194.0203),(63 2224.5276),(64 2201.9692),(65 2219.218),(66 2251.369),(67 2212.689),(68 2211.8193),(69 2160.0522),(70 2168.9053),(71 2171.9666),(72 2135.0889),(73 2124.9702),(74 2111.5405),(75 2106.881),(76 2113.684),(77 2103.03),(78 2108.9856),(79 2116.707),
(1 1033.6508),(2 1331.7675),(3 1486.9828),(4 1650.1312),(5 1730.2399),(6 1821.4547),(7 1922.6935),(8 1997.0442),(9 2048.0015),(10 2092.3542),(11 2071.0315),(12 2111.9233),(13 2110.1882),(14 2119.7063),(15 2150.1853),(16 2131.0132),(17 2157.8665),(18 2180.7158),(19 2144.0435),(20 2116.561),(21 2107.0027),(22 2084.126),(23 2092.54),(24 2125.369),(25 2118.1172),(26 2079.1614),(27 2067.021),(28 2060.5542),(29 2029.9475),(30 2037.2716),(31 2054.0264),(32 2070.3308),(33 2110.3088),(34 2109.1992),(35 2123.893),(36 2163.5159),(37 2179.0938),(38 2166.241),(39 2181.4773),(40 2170.811),(41 2149.4539),(42 2162.7554),(43 2175.6426),(44 2174.9404),(45 2206.0671),(46 2209.984),(47 2202.7766),(48 2244.7876),(49 2214.2922),(50 2215.187),(51 2289.2966),(52 2271.2683),(53 2267.0068),(54 2248.9922),(55 2240.6072),(56 2236.822),(57 2229.3535),(58 2208.9363),(59 2225.0286),(60 2206.844),(61 2207.9128),(62 2219.9263),(63 2222.973),(64 2210.2886),(65 2231.3938),(66 2251.502),(67 2231.8901),(68 2228.572),(69 2194.274),(70 2174.5083),(71 2161.5376),(72 2127.4453),(73 2111.2532),(74 2135.409),(75 2148.0425),(76 2152.742),(77 2135.2546),(78 2131.6853),(79 2146.2695),
(1 1044.8745),(2 1301.8096),(3 1464.5045),(4 1624.8569),(5 1711.519),(6 1799.0865),(7 1886.3776),(8 1945.9933),(9 1995.9149),(10 2051.4453),(11 2057.2727),(12 2100.659),(13 2101.0427),(14 2113.4087),(15 2141.307),(16 2142.9373),(17 2108.8208),(18 2127.0964),(19 2099.8171),(20 2049.8179),(21 2040.4535),(22 2033.5732),(23 2040.4302),(24 2069.1287),(25 2061.9902),(26 2039.6641),(27 2040.0575),(28 2050.6116),(29 2020.568),(30 2005.1243),(31 2019.627),(32 2034.9408),(33 2048.438),(34 2050.323),(35 2088.1682),(36 2104.9153),(37 2131.363),(38 2126.3596),(39 2137.4834),(40 2142.3088),(41 2147.198),(42 2137.8547),(43 2158.8062),(44 2173.5737),(45 2192.755),(46 2197.1104),(47 2204.02),(48 2233.838),(49 2200.0837),(50 2191.0586),(51 2240.2039),(52 2253.3848),(53 2254.4148),(54 2234.2114),(55 2212.3733),(56 2206.734),(57 2211.5122),(58 2192.7393),(59 2220.6514),(60 2199.9082),(61 2201.8208),(62 2202.4165),(63 2232.8494),(64 2219.7427),(65 2243.7559),(66 2242.3335),(67 2227.6902),(68 2215.8804),(69 2170.194),(70 2148.1921),(71 2153.4521),(72 2120.432),(73 2116.6357),(74 2140.4463),(75 2147.4478),(76 2151.5923),(77 2137.9604),(78 2140.026),(79 2135.604),
(1 1023.57654),(2 1302.4333),(3 1467.7809),(4 1621.1753),(5 1734.6497),(6 1801.4967),(7 1881.3954),(8 1909.0339),(9 1965.9027),(10 2020.4028),(11 2037.4491),(12 2087.4695),(13 2089.757),(14 2083.355),(15 2132.649),(16 2105.486),(17 2091.273),(18 2084.7954),(19 2062.861),(20 2024.4448),(21 2039.6962),(22 2032.3805),(23 2039.1942),(24 2049.1577),(25 2049.595),(26 2033.6415),(27 2060.483),(28 2051.6694),(29 2022.5803),(30 2025.5538),(31 2042.0593),(32 2033.6979),(33 2045.9475),(34 2037.3665),(35 2058.8596),(36 2074.7212),(37 2108.8982),(38 2108.7554),(39 2101.0352),(40 2098.4795),(41 2114.0684),(42 2122.285),(43 2130.0107),(44 2159.7595),(45 2162.8442),(46 2174.276),(47 2171.781),(48 2215.8442),(49 2183.205),(50 2194.2214),(51 2244.5808),(52 2232.3635),(53 2218.5547),(54 2207.7446),(55 2180.6692),(56 2170.1824),(57 2156.3828),(58 2157.5232),(59 2191.9136),(60 2200.3376),(61 2200.5173),(62 2196.7393),(63 2229.3296),(64 2213.1501),(65 2202.3918),(66 2208.5571),(67 2206.9473),(68 2215.6348),(69 2179.0938),(70 2165.1567),(71 2175.3936),(72 2143.6812),(73 2140.9043),(74 2160.65),(75 2123.938),(76 2113.6877),(77 2115.1196),(78 2120.9915),(79 2114.8884),
(1 1047.6075),(2 1344.1923),(3 1508.1001),(4 1670.0742),(5 1760.1206),(6 1830.1073),(7 1914.9531),(8 1938.6816),(9 1982.462),(10 2032.0911),(11 2042.1632),(12 2095.076),(13 2090.66),(14 2086.319),(15 2117.721),(16 2097.679),(17 2096.154),(18 2092.31),(19 2069.459),(20 2046.2173),(21 2059.233),(22 2047.1307),(23 2078.7366),(24 2088.8347),(25 2074.7573),(26 2073.678),(27 2082.769),(28 2074.931),(29 2036.7355),(30 2032.8542),(31 2037.9846),(32 2025.2986),(33 2045.7563),(34 2032.1123),(35 2060.8127),(36 2085.6672),(37 2100.503),(38 2095.9019),(39 2083.7646),(40 2083.1218),(41 2090.551),(42 2115.0051),(43 2127.606),(44 2135.3655),(45 2150.906),(46 2171.5828),(47 2177.4277),(48 2224.3765),(49 2196.467),(50 2210.906),(51 2256.7998),(52 2223.737),(53 2220.5984),(54 2236.6863),(55 2197.7786),(56 2203.2861),(57 2194.935),(58 2192.3203),(59 2232.4702),(60 2208.4739),(61 2222.2053),(62 2215.1123),(63 2234.849),(64 2203.7065),(65 2203.963),(66 2197.6343),(67 2206.1328),(68 2208.9683),(69 2207.82),(70 2207.1836),(71 2208.9478),(72 2193.991),(73 2173.3984),(74 2184.3755),(75 2142.5417),(76 2162.2383),(77 2148.5808),(78 2172.299),(79 2166.408),
(1 1023.4231),(2 1312.7452),(3 1443.2375),(4 1590.9655),(5 1684.2075),(6 1752.6908),(7 1835.8326),(8 1866.4437),(9 1917.8533),(10 1974.6929),(11 1985.5934),(12 2024.0336),(13 2012.128),(14 1994.7437),(15 2025.5284),(16 2024.482),(17 2038.107),(18 2023.1371),(19 1989.3956),(20 1972.02),(21 1977.8589),(22 1971.2668),(23 1980.3601),(24 1986.9884),(25 1984.9609),(26 1969.3252),(27 1951.287),(28 1953.0845),(29 1934.7986),(30 1925.9197),(31 1916.7876),(32 1938.9451),(33 1963.8729),(34 1963.0345),(35 1977.7605),(36 2005.6967),(37 2004.5724),(38 2029.3628),(39 2011.61),(40 2017.6238),(41 2014.864),(42 2014.111),(43 2024.7843),(44 2020.8391),(45 2041.878),(46 2070.372),(47 2091.0127),(48 2133.1724),(49 2112.9834),(50 2123.1157),(51 2178.316),(52 2164.0747),(53 2150.7817),(54 2156.3657),(55 2127.3503),(56 2133.0881),(57 2131.5166),(58 2102.551),(59 2131.1667),(60 2130.2583),(61 2126.4512),(62 2119.5696),(63 2138.2222),(64 2090.7424),(65 2117.4058),(66 2123.271),(67 2093.5854),(68 2102.1956),(69 2077.8682),(70 2072.955),(71 2073.3347),(72 2058.6362),(73 2047.9534),(74 2055.2725),(75 2040.313),(76 2063.4133),(77 2042.4232),(78 2049.1047),(79 2059.301),
(1 1019.52106),(2 1292.8763),(3 1433.0775),(4 1573.5553),(5 1667.1147),(6 1733.8856),(7 1836.2452),(8 1881.2876),(9 1925.4109),(10 1972.5865),(11 1992.0024),(12 2033.5717),(13 2034.1674),(14 2009.2207),(15 2041.7798),(16 2023.6245),(17 2036.4615),(18 2022.7363),(19 2013.0267),(20 2003.7296),(21 1982.9897),(22 1954.979),(23 1977.276),(24 1993.2361),(25 1976.9646),(26 1965.4685),(27 1983.1633),(28 1972.8055),(29 1971.1746),(30 1980.8401),(31 1969.7472),(32 1965.687),(33 1980.2998),(34 1977.2266),(35 1979.3314),(36 1971.978),(37 1968.3339),(38 1994.4199),(39 2006.863),(40 1990.8932),(41 1989.8419),(42 1987.2422),(43 1986.5032),(44 1999.723),(45 2014.8365),(46 2028.4154),(47 2050.9878),(48 2113.505),(49 2092.8696),(50 2122.7617),(51 2181.867),(52 2160.2827),(53 2165.613),(54 2155.1108),(55 2141.896),(56 2142.237),(57 2132.2769),(58 2114.524),(59 2151.2502),(60 2148.43),(61 2124.5696),(62 2122.5825),(63 2136.2354),(64 2103.8486),(65 2115.169),(66 2119.6277),(67 2093.6995),(68 2084.129),(69 2038.3328),(70 2034.5061),(71 2033.8345),(72 2022.4786),(73 2040.6665),(74 2029.0537),(75 2036.1069),(76 2048.8748),(77 2025.76),(78 2045.1051),(79 2047.5311),
(1 994.9433),(2 1267.9332),(3 1433.3932),(4 1577.5735),(5 1664.214),(6 1734.0616),(7 1838.0637),(8 1870.8248),(9 1918.2429),(10 1972.0454),(11 1960.8285),(12 2004.263),(13 1995.1005),(14 1980.0795),(15 2013.102),(16 1990.3403),(17 1978.8159),(18 1970.2368),(19 1961.4149),(20 1931.7919),(21 1917.9545),(22 1881.181),(23 1902.2346),(24 1908.0144),(25 1908.2638),(26 1912.0774),(27 1942.7571),(28 1927.2876),(29 1908.0187),(30 1932.9213),(31 1930.1012),(32 1919.6924),(33 1939.5015),(34 1940.0928),(35 1953.2759),(36 1967.937),(37 1970.3884),(38 1979.722),(39 2003.3876),(40 1990.7307),(41 1987.713),(42 1981.2422),(43 1991.394),(44 2003.9999),(45 1998.4537),(46 2004.3319),(47 2020.5123),(48 2049.7969),(49 2064.1978),(50 2081.1282),(51 2120.508),(52 2072.0093),(53 2093.6038),(54 2075.3408),(55 2072.0913),(56 2063.479),(57 2056.0261),(58 2026.91),(59 2071.1973),(60 2063.6357),(61 2045.3103),(62 2028.7941),(63 2056.324),(64 2028.8053),(65 2032.6154),(66 2045.5961),(67 2050.759),(68 2044.9874),(69 2012.1815),(70 2018.8595),(71 2012.6307),(72 1997.0854),(73 2009.784),(74 2015.2808),(75 2003.4559),(76 2005.0992),(77 1996.6921),(78 2034.9922),(79 2030.3494),
(1 1014.96094),(2 1290.2363),(3 1452.9655),(4 1593.9116),(5 1672.8846),(6 1734.4122),(7 1844.6841),(8 1841.6003),(9 1881.8427),(10 1957.0625),(11 1939.1571),(12 1962.724),(13 1976.3138),(14 1959.0135),(15 1982.873),(16 1944.4368),(17 1937.4604),(18 1949.5083),(19 1918.1989),(20 1908.2781),(21 1901.7947),(22 1893.4728),(23 1909.0575),(24 1908.3713),(25 1916.5443),(26 1900.6108),(27 1908.7717),(28 1902.6534),(29 1905.2543),(30 1929.223),(31 1940.211),(32 1917.6943),(33 1924.6171),(34 1923.4641),(35 1948.453),(36 1985.1418),(37 1976.4241),(38 1985.9307),(39 2009.6907),(40 2004.775),(41 2005.11),(42 2005.2404),(43 2015.576),(44 1991.2444),(45 2006.5527),(46 2017.6714),(47 2000.8552),(48 2040.2268),(49 2041.4856),(50 2053.5593),(51 2128.1074),(52 2077.605),(53 2086.8416),(54 2085.4026),(55 2082.3503),(56 2097.028),(57 2067.1946),(58 2065.9287),(59 2087.1824),(60 2086.8809),(61 2087.6),(62 2058.6914),(63 2076.0408),(64 2035.4572),(65 2040.4857),(66 2031.3997),(67 2050.3),(68 2042.6646),(69 2037.0944),(70 2048.3093),(71 2044.5817),(72 2002.9425),(73 1989.0736),(74 1999.8342),(75 1984.2046),(76 1977.1455),(77 1992.7611),(78 2000.4772),(79 2003.528),
(1 994.2752),(2 1283.8708),(3 1433.6079),(4 1565.725),(5 1628.4524),(6 1686.9318),(7 1790.4664),(8 1820.8567),(9 1852.0947),(10 1915.8126),(11 1898.3157),(12 1913.8452),(13 1943.0538),(14 1925.4363),(15 1968.2467),(16 1941.7848),(17 1913.9995),(18 1945.0972),(19 1933.8354),(20 1923.5848),(21 1898.4801),(22 1888.5238),(23 1913.3314),(24 1938.0183),(25 1932.549),(26 1896.4075),(27 1924.8478),(28 1943.4808),(29 1921.7474),(30 1960.439),(31 1988.5558),(32 1965.4724),(33 1967.1433),(34 1941.4725),(35 1952.5267),(36 1973.9388),(37 1982.4119),(38 1987.4937),(39 1995.9209),(40 2015.4948),(41 2003.2173),(42 2017.8104),(43 1998.4144),(44 1975.663),(45 1994.5557),(46 2011.4302),(47 2000.1888),(48 2041.6063),(49 2046.798),(50 2051.6528),(51 2121.1924),(52 2079.8506),(53 2084.5156),(54 2087.2498),(55 2080.865),(56 2078.6255),(57 2058.774),(58 2052.1577),(59 2050.528),(60 2056.2063),(61 2048.6785),(62 2035.9656),(63 2041.4309),(64 2024.5199),(65 2025.6334),(66 2044.2856),(67 2034.9403),(68 2041.405),(69 2034.0405),(70 2020.5966),(71 2005.9377),(72 1964.1224),(73 1953.134),(74 1963.9961),(75 1947.679),(76 1953.479),(77 1966.335),(78 1968.5612),(79 1957.512),
(1 1003.01404),(2 1302.2778),(3 1450.6119),(4 1582.9584),(5 1637.9161),(6 1692.9583),(7 1785.7764),(8 1825.8158),(9 1848.1633),(10 1903.2395),(11 1892.4486),(12 1921.6641),(13 1912.5231),(14 1916.482),(15 1973.9879),(16 1949.4608),(17 1911.849),(18 1933.0269),(19 1924.2599),(20 1903.405),(21 1880.5406),(22 1860.1217),(23 1871.8813),(24 1902.0948),(25 1893.7778),(26 1882.6699),(27 1884.8951),(28 1921.9673),(29 1904.0597),(30 1918.5957),(31 1910.1913),(32 1915.5571),(33 1911.1581),(34 1896.1378),(35 1895.4515),(36 1906.2126),(37 1908.615),(38 1907.3999),(39 1940.8535),(40 1946.8853),(41 1935.9609),(42 1948.1769),(43 1932.95),(44 1934.8292),(45 1947.8035),(46 1968.2079),(47 1955.4362),(48 1983.0256),(49 1986.7863),(50 2014.9907),(51 2037.8519),(52 2036.404),(53 2049.406),(54 2052.3022),(55 2031.3549),(56 2047.3372),(57 2050.56),(58 2027.8027),(59 2034.0894),(60 2043.7598),(61 2053.8877),(62 2035.872),(63 2053.126),(64 2053.6235),(65 2042.7251),(66 2043.5123),(67 2042.4492),(68 2051.9487),(69 2067.248),(70 2058.8577),(71 2063.9534),(72 2017.668),(73 2001.1759),(74 2010.237),(75 1982.8257),(76 2001.5294),(77 1994.9277),(78 2003.8934),(79 1998.7917),
(1 1015.29785),(2 1298.8505),(3 1454.8246),(4 1588.9291),(5 1650.2543),(6 1707.2751),(7 1802.7241),(8 1832.72),(9 1865.4741),(10 1908.154),(11 1909.3237),(12 1953.17),(13 1934.6776),(14 1931.9597),(15 1962.8418),(16 1936.3811),(17 1918.6069),(18 1928.3049),(19 1903.6758),(20 1895.5356),(21 1868.7551),(22 1835.7632),(23 1845.7856),(24 1878.6807),(25 1837.1224),(26 1821.6536),(27 1845.2026),(28 1856.8715),(29 1857.7549),(30 1859.3854),(31 1868.6459),(32 1886.4248),(33 1892.5171),(34 1867.2423),(35 1881.903),(36 1905.5631),(37 1898.4591),(38 1905.7349),(39 1950.2),(40 1945.7063),(41 1932.0037),(42 1933.5148),(43 1943.8076),(44 1947.4923),(45 1954.8181),(46 1968.4176),(47 1976.6682),(48 1979.5511),(49 1983.0214),(50 1988.7529),(51 1995.1735),(52 1987.4315),(53 2026.9431),(54 2017.7839),(55 1995.0637),(56 2007.4949),(57 2027.4442),(58 2024.5709),(59 2031.4172),(60 2028.0563),(61 2035.7555),(62 2028.246),(63 2068.2332),(64 2066.0718),(65 2083.243),(66 2076.0364),(67 2081.809),(68 2089.7678),(69 2091.0166),(70 2082.2434),(71 2095.8203),(72 2043.8896),(73 2031.6475),(74 2008.3464),(75 1971.2023),(76 1981.2605),(77 1968.8444),(78 1979.3021),(79 1967.6624),
