1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2413305.8),(2 8798951),(3 18156366),(4 29438184),(5 41439124),(6 52944290),(7 63254268),(8 70563610),(9 75647496),(10 79067070),(11 81454570),(12 83370630),(13 86652770),(14 90312664),(15 92685180),(16 94586280),(17 95144450),(18 95075224),(19 97263976),(20 100965656),(21 105892264),(22 110197944),(23 113989480),(24 118492130),(25 123880170),(26 129076260),(27 133618390),(28 137439550),(29 141164180),(30 144987920),(31 148247540),(32 151283660),(33 153265100),(34 154804690),(35 155213040),(36 155604820),(37 155982830),(38 156666260),(39 158332530),(40 159634430),(41 160167540),(42 160304780),(43 160574460),(44 161734020),(45 163521950),(46 165200820),(47 166153010),(48 166179790),(49 165360080),(50 163864180),(51 162707790),(52 159343150),(53 154300020),(54 148094620),(55 140482450),(56 131311560),(57 121330664),(58 110544024),(59 101147840),(60 93949410),(61 88907576),(62 86629030),(63 86630616),(64 87248536),(65 89813096),(66 93946720),(67 99028260),(68 104503320),(69 110830720),(70 116941310),(71 123264536),(72 130548670),(73 137610640),(74 145141520),(75 153457740),(76 163774370),(77 176469710),(78 194439920),(79 217118350),
(1 3003138),(2 11138046),(3 23098608),(4 37305100),(5 51924350),(6 65218870),(7 75903890),(8 82646850),(9 86467660),(10 87926380),(11 88164210),(12 87080300),(13 86583730),(14 87085420),(15 87949736),(16 89322920),(17 89856540),(18 90576824),(19 93900776),(20 98956530),(21 105424376),(22 112080024),(23 118797140),(24 126399490),(25 134994340),(26 143495500),(27 150973390),(28 157317440),(29 162482560),(30 166401380),(31 168949420),(32 170894560),(33 173469940),(34 176568350),(35 179872290),(36 183556600),(37 186638160),(38 190026880),(39 193819020),(40 197503840),(41 200367330),(42 203028860),(43 205929520),(44 209787410),(45 214173980),(46 218257460),(47 221613100),(48 223899900),(49 225106340),(50 225160830),(51 225035470),(52 223006000),(53 219268560),(54 214018910),(55 207157940),(56 199339550),(57 190053490),(58 180648200),(59 171334180),(60 163384530),(61 157392530),(62 154258740),(63 152895900),(64 151550620),(65 151598540),(66 152656000),(67 153834200),(68 154468200),(69 155133340),(70 154316350),(71 151844020),(72 147731630),(73 144053890),(74 142231070),(75 143104210),(76 147492580),(77 155625440),(78 167768290),(79 183815650),
(1 3285125),(2 12174989),(3 24983430),(4 39748740),(5 54318676),(6 66871684),(7 76344520),(8 81431910),(9 83235704),(10 82711120),(11 80629030),(12 76906856),(13 73046504),(14 69801690),(15 66947828),(16 63992496),(17 60673250),(18 57993076),(19 57405388),(20 58682124),(21 61795444),(22 65296788),(23 68627130),(24 72230664),(25 76109464),(26 79357540),(27 81448184),(28 82548504),(29 83141190),(30 83669576),(31 84437944),(32 85872710),(33 88531930),(34 92013640),(35 95844760),(36 99819496),(37 103826536),(38 107678056),(39 111657050),(40 114950460),(41 117657576),(42 119845096),(43 122284504),(44 125523800),(45 129393576),(46 133472040),(47 137502540),(48 141559870),(49 145253970),(50 148621700),(51 151718130),(52 153331890),(53 153119780),(54 151003400),(55 146716110),(56 140943380),(57 133933720),(58 126464190),(59 118783010),(60 110950824),(61 104354744),(62 100068480),(63 97808900),(64 97261320),(65 98602520),(66 101046216),(67 103445496),(68 104708280),(69 104113600),(70 101038270),(71 95493990),(72 88146296),(73 81175304),(74 76607030),(75 75493940),(76 78280024),(77 84838744),(78 93587710),(79 104059160),
(1 2909818),(2 10670494),(3 21465736),(4 33272714),(5 44014670),(6 52186320),(7 57381136),(8 59332440),(9 59382830),(10 58089296),(11 56578670),(12 54999776),(13 53852624),(14 53129010),(15 52389844),(16 51101610),(17 49810316),(18 50074040),(19 51627116),(20 54719256),(21 58952064),(22 63549732),(23 68175180),(24 73151736),(25 78320150),(26 82225320),(27 84528510),(28 85246820),(29 84769950),(30 83411230),(31 81799570),(32 80352616),(33 79483820),(34 79103580),(35 78981420),(36 78897464),(37 78772216),(38 78409760),(39 77413800),(40 76160530),(41 75186000),(42 74997920),(43 75876210),(44 77833530),(45 80370730),(46 83066930),(47 86011490),(48 89145670),(49 92122960),(50 94811250),(51 96994616),(52 98070820),(53 97958210),(54 96695360),(55 94270280),(56 90716260),(57 86429410),(58 82069704),(59 77348536),(60 72095900),(61 67633630),(62 64759836),(63 64012588),(64 65761216),(65 69541990),(66 74299230),(67 78670500),(68 81276060),(69 80843656),(70 76939900),(71 70010040),(72 61407972),(73 52861960),(74 46512620),(75 43588764),(76 44634740),(77 49439376),(78 56286264),(79 63787320),
(1 2465552.3),(2 8990300),(3 17811826),(4 26936564),(5 34611100),(6 39773860),(7 42505140),(8 43213856),(9 42952910),(10 42640676),(11 42916356),(12 43749976),(13 44987330),(14 46027724),(15 46089950),(16 44982630),(17 43470748),(18 42504420),(19 42285212),(20 43196016),(21 45210776),(22 48015100),(23 51179600),(24 54654684),(25 57923972),(26 60077068),(27 60918376),(28 60594268),(29 59671476),(30 58622708),(31 57869748),(32 57540092),(33 57663770),(34 58063308),(35 58692250),(36 59430628),(37 60005610),(38 60217450),(39 59947020),(40 59436224),(41 58886270),(42 58576116),(43 58699410),(44 59322256),(45 60394572),(46 61636852),(47 62950784),(48 64411330),(49 65642660),(50 66505996),(51 66900330),(52 67043200),(53 66858420),(54 66321104),(55 65500220),(56 64308188),(57 62744016),(58 61017904),(59 58643990),(60 55132252),(61 51475340),(62 48458332),(63 47253256),(64 48710800),(65 52401840),(66 57511996),(67 62598680),(68 66196996),(69 66680884),(70 63769716),(71 57943796),(72 50766532),(73 44139770),(74 39780040),(75 38690372),(76 41016452),(77 45958976),(78 51886510),(79 57527830),
(1 2338512.3),(2 8570102),(3 16901776),(4 24993012),(5 30825324),(6 33341724),(7 32993866),(8 30987738),(9 28782704),(10 27776698),(11 29072208),(12 32468084),(13 36709100),(14 40452410),(15 42894616),(16 43433304),(17 42516040),(18 41312440),(19 40347670),(20 39800564),(21 39625892),(22 39703050),(23 40015736),(24 40765844),(25 41847110),(26 42491744),(27 42576076),(28 42184390),(29 41741684),(30 41554676),(31 41633430),(32 41953590),(33 42438476),(34 42861950),(35 43066110),(36 42993984),(37 42384150),(38 41385492),(39 40149816),(40 38926184),(41 38066900),(42 37781510),(43 38258440),(44 39536924),(45 41342570),(46 43139656),(47 44355384),(48 44759984),(49 43928264),(50 41994532),(51 39285080),(52 37396136),(53 36765732),(54 37594944),(55 39867416),(56 43251690),(57 46747350),(58 49177504),(59 49423740),(60 46590250),(61 41590304),(62 36072790),(63 32171184),(64 31422924),(65 34010656),(66 39255076),(67 45609130),(68 51252692),(69 54211564),(70 53838036),(71 50114690),(72 44191708),(73 38077624),(74 33321244),(75 30863334),(76 31264180),(77 33790388),(78 36864104),(79 39434700),
(1 2248802.3),(2 8178605.5),(3 15884166),(4 23031694),(5 27758066),(6 29281068),(7 28196798),(8 25607894),(9 22948244),(10 21970412),(11 23390402),(12 26525246),(13 30172874),(14 33280234),(15 35183816),(16 35517776),(17 34608784),(18 33125376),(19 32123008),(20 31608754),(21 31605472),(22 32020548),(23 32700128),(24 33504072),(25 34330108),(26 34825320),(27 34754310),(28 34450740),(29 34338012),(30 34619056),(31 35148932),(32 35480904),(33 35322468),(34 34639812),(35 33544092),(36 32165112),(37 30648526),(38 29262508),(39 28142332),(40 27392950),(41 27242706),(42 27955106),(43 29765652),(44 32628596),(45 36084400),(46 39150280),(47 40848816),(48 40709004),(49 38465050),(50 34538628),(51 29988350),(52 26628258),(53 25448448),(54 26977486),(55 31054876),(56 36796080),(57 42645060),(58 46925096),(59 48091450),(60 45430200),(61 39604944),(62 32355406),(63 26036716),(64 22504004),(65 22443374),(66 25496034),(67 30324526),(68 35126204),(69 38271880),(70 39010080),(71 37341050),(72 34083204),(73 30785444),(74 28456478),(75 27638030),(76 28190912),(77 29370464),(78 30308978),(79 30572232),
(1 2046023.9),(2 7353515),(3 14065764),(4 20030050),(5 23699330),(6 24592558),(7 23342966),(8 20952704),(9 18708124),(10 18195382),(11 19577096),(12 21966290),(13 24433786),(14 26277276),(15 26937162),(16 26813532),(17 26080612),(18 25073180),(19 24414622),(20 24023608),(21 23906426),(22 24197144),(23 24704530),(24 25061390),(25 25247978),(26 25087166),(27 24482624),(28 23683976),(29 23208162),(30 23344810),(31 23938270),(32 24750908),(33 25699474),(34 26703106),(35 27535650),(36 27891268),(37 27428092),(38 26129794),(39 24285858),(40 22449044),(41 21250438),(42 21209466),(43 22673350),(44 25544926),(45 29389602),(46 33253070),(47 36050900),(48 36996324),(49 35785590),(50 32803192),(51 29041162),(52 25834372),(53 24287548),(54 25096972),(55 28134142),(56 32385186),(57 36273204),(58 38420564),(59 38150090),(60 35375190),(61 30687150),(62 25585646),(63 21763328),(64 20055322),(65 20732472),(66 23182818),(67 26306338),(68 29028096),(69 30354706),(70 29981412),(71 27927074),(72 24755212),(73 21707264),(74 19814644),(75 19494596),(76 20272812),(77 21174860),(78 21558846),(79 21426890),
(1 1533685.9),(2 5268887.5),(3 9503108),(4 12747046),(5 14471250),(6 15006918),(7 15016248),(8 14786002),(9 14806387),(10 15258987),(11 16065609),(12 16805456),(13 17334548),(14 17497296),(15 17280364),(16 17253248),(17 17056070),(18 16715251),(19 16761086),(20 16978516),(21 17390646),(22 18046958),(23 18725278),(24 19141864),(25 19386302),(26 19146036),(27 18449416),(28 17728766),(29 17396238),(30 17500818),(31 17904886),(32 18274576),(33 18596238),(34 18924266),(35 19292728),(36 19478130),(37 19222618),(38 18600234),(39 17877072),(40 17330592),(41 17195784),(42 17553076),(43 18457768),(44 19881542),(45 21716590),(46 23484510),(47 24738336),(48 25101360),(49 24399020),(50 22736308),(51 20569908),(52 18695842),(53 17908050),(54 18546690),(55 20291922),(56 22331688),(57 23690952),(58 24101944),(59 23884464),(60 22970650),(61 21370842),(62 19318656),(63 17396088),(64 16260237),(65 15976239),(66 16408085),(67 17305604),(68 18491026),(69 19360124),(70 19397556),(71 18408676),(72 16876280),(73 15703716),(74 15833389),(75 17019384),(76 18301414),(77 18732328),(78 18487600),(79 18177682),
(1 1363967.4),(2 4498129),(3 7489052.5),(4 9011666),(5 9269287),(6 9459140),(7 10508564),(8 11868644),(9 13041831),(10 13905570),(11 14252559),(12 14254524),(13 14254734),(14 14252313),(15 13831579),(16 13402201),(17 13012272),(18 12961833),(19 13389926),(20 13792089),(21 14119428),(22 14496741),(23 14963554),(24 15200450),(25 15169051),(26 15031765),(27 14700772),(28 14328654),(29 14000000),(30 13758395),(31 13627234),(32 13512896),(33 13614972),(34 14024043),(35 14474494),(36 14829900),(37 14948681),(38 14865685),(39 14702727),(40 14541735),(41 14530370),(42 14658917),(43 14873653),(44 15061815),(45 15296972),(46 15630967),(47 15994341),(48 16259755),(49 16293180),(50 16007228),(51 15533500),(52 15205385),(53 15408896),(54 16207790),(55 17158890),(56 17763320),(57 17593480),(58 17075088),(59 16903452),(60 16999916),(61 16870110),(62 16066416),(63 14799317),(64 13749908),(65 13078613),(66 12990754),(67 13545437),(68 14657890),(69 15640290),(70 15987344),(71 15542416),(72 14713781),(73 13973849),(74 14002875),(75 14624599),(76 15091086),(77 14702577),(78 13924772),(79 13571548),
(1 1700795.8),(2 5419051),(3 8424840),(4 9211266),(5 8736603),(6 8908862),(7 10402028),(8 12382539),(9 13805244),(10 14064744),(11 13048716),(12 12316157),(13 12725790),(14 13350069),(15 13245027),(16 12751049),(17 11961122),(18 11619537),(19 11907040),(20 12577325),(21 13455143),(22 14173950),(23 14452523),(24 13904779),(25 13465780),(26 13091866),(27 12548095),(28 11844657),(29 11161959),(30 10725789),(31 10632288),(32 10895692),(33 11488488),(34 12098841),(35 12373316),(36 12402718),(37 12192897),(38 11853342),(39 11571183),(40 11498984),(41 11624371),(42 11750745),(43 11699744),(44 11385843),(45 11167136),(46 11301052),(47 11999454),(48 13109698),(49 14055257),(50 14258284),(51 13801451),(52 13451620),(53 13779288),(54 14741000),(55 15638488),(56 15756181),(57 14868023),(58 13786161),(59 13373656),(60 13673710),(61 14071046),(62 13663742),(63 12511087),(64 11403363),(65 10804664),(66 10909926),(67 11699582),(68 12828103),(69 13472634),(70 13348442),(71 12588699),(72 11596932),(73 10817178),(74 11082842),(75 12078609),(76 12635772),(77 11891787),(78 10645179),(79 10501510),
