1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33042.73),(2 46390.54),(3 62096.83),(4 73470.984),(5 85200.88),(6 93925.64),(7 104032.734),(8 112273.32),(9 119240.57),(10 125169.72),(11 130632.34),(12 133888.16),(13 139308.56),(14 141532.19),(15 144259.22),(16 149806.27),(17 154121.88),(18 159311.81),(19 162886.92),(20 166763.84),(21 169045.52),(22 172850.45),(23 176910.23),(24 181983.1),(25 185029.64),(26 185281.03),(27 188559.86),(28 191593.73),(29 194515.13),(30 198717.77),(31 205049.27),(32 207347.47),(33 209002.19),(34 213277.48),(35 217642.86),(36 222664.13),(37 227254.2),(38 231804.88),(39 236889.52),(40 239837.52),(41 242759.72),(42 244674.39),(43 246544.94),(44 251884.3),(45 253428.73),(46 254943.06),(47 255815.38),(48 259291.52),(49 260914.58),(50 260662.61),(51 258681.98),(52 256185.92),(53 255446.78),(54 256612.11),(55 258987.89),(56 259712.81),(57 261211.28),(58 263502.56),(59 264063.28),(60 259764.34),(61 260068.1),(62 259367.03),(63 256988.36),(64 254836.95),(65 252855.7),(66 249968.48),(67 248948),(68 248767.9),(69 248109.64),(70 244326.86),(71 243913.33),(72 237551.61),(73 235163.66),(74 233772.28),(75 233000.77),(76 228585.13),(77 225054.89),(78 222415.14),(79 219330.69),
(1 32968.344),(2 44001.254),(3 59919.152),(4 69425.766),(5 83002.56),(6 92162.72),(7 102136.41),(8 110711.22),(9 118102.64),(10 123678.234),(11 130293.95),(12 133604.78),(13 137874.47),(14 142885.38),(15 147777.47),(16 150746.56),(17 153778.55),(18 157945.19),(19 160049.61),(20 162106.44),(21 163783.23),(22 166655.67),(23 168608.47),(24 170766.05),(25 173048.98),(26 175314.3),(27 179629.55),(28 183310.55),(29 186820.42),(30 190842.47),(31 193632.83),(32 196268.7),(33 199770.94),(34 201681.53),(35 203127.22),(36 205315.95),(37 206876.13),(38 211214.72),(39 216437.6),(40 220784.13),(41 221693.53),(42 223305.9),(43 225953.5),(44 230489.56),(45 231842.78),(46 233929.4),(47 232708.1),(48 232705.52),(49 232379.28),(50 235695.27),(51 235905.53),(52 237297.39),(53 239966.9),(54 244723.17),(55 246514.23),(56 249931.44),(57 255445.5),(58 259210.53),(59 259969.06),(60 259418.6),(61 260737),(62 261866.66),(63 262625.6),(64 260157.95),(65 258844.89),(66 257714.23),(67 259673.22),(68 258031.64),(69 259405.28),(70 257139.75),(71 257944.77),(72 254647.81),(73 251623.81),(74 252786.75),(75 251144.95),(76 250654.4),(77 247166.7),(78 242638.2),(79 237534.64),
(1 32394.17),(2 42705.086),(3 57521.652),(4 65572.75),(5 78398.3),(6 85272.26),(7 93395.91),(8 100885.195),(9 107483.02),(10 111458.37),(11 118315.5),(12 123181.74),(13 125029.32),(14 130475.82),(15 135660.72),(16 139174.34),(17 144541.67),(18 149215.05),(19 152892.39),(20 154704.66),(21 156254.95),(22 160202.94),(23 163601.89),(24 166455.55),(25 170564.06),(26 173072.28),(27 175671.63),(28 175229.6),(29 175244.39),(30 175758.75),(31 176813.05),(32 178500.1),(33 181299.17),(34 183786.97),(35 186406.64),(36 188258.81),(37 190832.78),(38 192172.42),(39 199420.3),(40 204429.86),(41 209196.13),(42 211102.97),(43 213017.67),(44 216611.31),(45 216309.77),(46 217884.03),(47 215212.17),(48 214805.52),(49 213450.02),(50 215340.36),(51 217950.64),(52 217707.02),(53 219801.6),(54 220424.39),(55 222822.9),(56 222558),(57 224852.78),(58 226589.02),(59 227751.56),(60 233036.72),(61 233219.23),(62 230979.78),(63 232471.66),(64 232182.1),(65 233910.84),(66 233914.45),(67 234970.58),(68 234066.06),(69 234046.08),(70 233516.97),(71 234277.8),(72 233014.6),(73 230527.73),(74 228515.67),(75 226450.1),(76 223766.67),(77 218627.95),(78 214586.31),(79 211908.86),
(1 29833.205),(2 41109.67),(3 53357.113),(4 63074.043),(5 73662.57),(6 82994.23),(7 90123.57),(8 96361.36),(9 103369.71),(10 107033.914),(11 112613.586),(12 115186.84),(13 119063.6),(14 121751.08),(15 123817.98),(16 127564.234),(17 130681.35),(18 134355.73),(19 139749.66),(20 142955.31),(21 148305.75),(22 153134.9),(23 157840.81),(24 162336.61),(25 167664.83),(26 172073.05),(27 175695.17),(28 178244.63),(29 182761.66),(30 185031.02),(31 187158.47),(32 188561.72),(33 191857.92),(34 194815.06),(35 199088.6),(36 201771.23),(37 203245),(38 205892.83),(39 211664.89),(40 214632.4),(41 218066.95),(42 222440.36),(43 226844.11),(44 230214.95),(45 232770.81),(46 232531.73),(47 232590.02),(48 232982.36),(49 235262.14),(50 237262.36),(51 237849.84),(52 235501.64),(53 233463.55),(54 235071.8),(55 237132.05),(56 236905.28),(57 235986.14),(58 235608.42),(59 237091.4),(60 233108.34),(61 230125.63),(62 227284.53),(63 226209.1),(64 223072.05),(65 222423.64),(66 219197.52),(67 217622.55),(68 211347.55),(69 208352.03),(70 206681.52),(71 206002.02),(72 203691.27),(73 200588.63),(74 197308.42),(75 193640.02),(76 191160.66),(77 188416.95),(78 187837.47),(79 186803.44),
(1 29991.836),(2 40295.234),(3 53572.016),(4 64156.805),(5 74398.055),(6 82917.29),(7 91059.766),(8 97703.29),(9 102463.79),(10 107165.07),(11 111539.2),(12 115344.836),(13 118739.67),(14 121833.71),(15 123386.99),(16 126145.45),(17 129804.336),(18 132723.8),(19 135733.25),(20 138481.55),(21 142784.27),(22 146367.33),(23 150278.34),(24 153033.58),(25 156258.77),(26 159641.6),(27 164270.25),(28 165582.05),(29 169340.22),(30 173967.8),(31 177923.86),(32 180015.72),(33 181833.97),(34 184610.81),(35 187853.58),(36 190882.19),(37 195458.19),(38 198938.9),(39 204454.47),(40 209186.06),(41 209169.11),(42 211620.08),(43 213241.7),(44 213217.16),(45 212458.72),(46 210832.38),(47 211548.34),(48 211419.23),(49 214351.86),(50 216104.4),(51 217000.4),(52 214420.72),(53 216170.67),(54 215637.81),(55 214118.88),(56 214547.84),(57 218436.88),(58 221188.5),(59 221897.72),(60 220077.53),(61 219511.4),(62 217197.13),(63 215000.63),(64 212532.4),(65 210790.58),(66 209175.48),(67 206153.14),(68 203940.78),(69 203249.36),(70 201980.53),(71 201842.02),(72 202349.2),(73 199617.45),(74 196392.27),(75 192544.22),(76 191439.63),(77 189556.81),(78 188042.58),(79 186684.39),
(1 28933.469),(2 39182.78),(3 51211.88),(4 62474.965),(5 71782.24),(6 80095.5),(7 87738.56),(8 94156.04),(9 98429.766),(10 102823.84),(11 105751.86),(12 110056.21),(13 113924.46),(14 116640.7),(15 118698.57),(16 121948.336),(17 124898.14),(18 126719.96),(19 128190.9),(20 130659.93),(21 133068.38),(22 134898.34),(23 137941.61),(24 141315.08),(25 145626.6),(26 150320.42),(27 155022.03),(28 159083.89),(29 162218.84),(30 166127.4),(31 169341.48),(32 171500.94),(33 174174.06),(34 175180.6),(35 178146.16),(36 180138.73),(37 182361.64),(38 185040.31),(39 186369.61),(40 188175.9),(41 189615.63),(42 191131.47),(43 191557.14),(44 191904.64),(45 192368.2),(46 193045.67),(47 192986.98),(48 194219.75),(49 193264.11),(50 196636.86),(51 196741.25),(52 195374.56),(53 196545.6),(54 195427.7),(55 195560),(56 197259.38),(57 197767.98),(58 198788.8),(59 200852.38),(60 201816.75),(61 199708.72),(62 199085.2),(63 198436.42),(64 197567.78),(65 196473.67),(66 194519.6),(67 194459.83),(68 191043.16),(69 189892.77),(70 188024.08),(71 184767.08),(72 183775.75),(73 183956.2),(74 183779.27),(75 183460.55),(76 182376.33),(77 181172.67),(78 179224.2),(79 178449.2),
(1 28646.754),(2 38250.824),(3 49377.42),(4 59507.355),(5 67528.95),(6 76128.53),(7 82135.14),(8 88755.59),(9 92915.79),(10 97776.89),(11 101235.45),(12 107143.35),(13 109618.65),(14 111580.88),(15 114487.266),(16 117190.664),(17 118220.85),(18 119458.04),(19 122818.85),(20 124819.39),(21 128081.086),(22 131430.47),(23 136050.56),(24 138298.08),(25 141654.92),(26 145291.3),(27 147995.22),(28 151478.55),(29 154710.78),(30 159269.63),(31 160441.19),(32 162526.63),(33 163277.69),(34 164594.9),(35 164813.13),(36 168946.3),(37 172861.6),(38 176222.94),(39 180346.53),(40 181762.2),(41 183436),(42 186137.03),(43 187837.34),(44 188028.56),(45 188074.7),(46 190358.53),(47 191075.14),(48 191410.34),(49 189620.55),(50 191446.17),(51 192894.53),(52 191097.73),(53 191790.98),(54 193014.11),(55 193243.16),(56 193745.39),(57 194511.5),(58 195663.39),(59 193487.33),(60 191820.33),(61 190647.89),(62 191974.47),(63 188747.03),(64 185476.8),(65 183287.55),(66 183897.5),(67 181024.9),(68 176891.1),(69 175945.52),(70 174398.8),(71 171879.9),(72 170100.1),(73 168729.39),(74 165492.81),(75 162700.3),(76 159871.77),(77 160456.9),(78 159110.38),(79 159261.44),
(1 26815.953),(2 36471.5),(3 47256.734),(4 57687.816),(5 67294.87),(6 75697.08),(7 81607.836),(8 88817.72),(9 93546.35),(10 97592.29),(11 100524.49),(12 102848.33),(13 103882.87),(14 105024.66),(15 107408.2),(16 109672.734),(17 111385.32),(18 114639.8),(19 117855.37),(20 120299.875),(21 123434.19),(22 126701.13),(23 129494.805),(24 132335.97),(25 135522.64),(26 137469.9),(27 140287.55),(28 142577.72),(29 144060.2),(30 146235.14),(31 148376.38),(32 149412.16),(33 152034.45),(34 155120.17),(35 157072.84),(36 159223.61),(37 162387.02),(38 165747.97),(39 167647.55),(40 169721.6),(41 170907.67),(42 172898.27),(43 173867.44),(44 175998.13),(45 177344.83),(46 176407.2),(47 175379.6),(48 172851.9),(49 172825.4),(50 173344.7),(51 176437.95),(52 177005.72),(53 176885.9),(54 177145.8),(55 178659.11),(56 180431.72),(57 180238.28),(58 181098.06),(59 180943.44),(60 179270.98),(61 178193.17),(62 178101.4),(63 177231.17),(64 174775.67),(65 174664.13),(66 173134.42),(67 172212.05),(68 168421.72),(69 167110.45),(70 167238.31),(71 164811.17),(72 162195.48),(73 161791.17),(74 160245.31),(75 157799.69),(76 156090.94),(77 155386),(78 155835.27),(79 155826.64),
(1 26301.334),(2 36058.73),(3 45834.934),(4 55650.12),(5 65098.72),(6 72825.73),(7 79243.38),(8 85047.41),(9 88700.95),(10 92119.69),(11 93880.13),(12 98389.69),(13 99436.305),(14 100884.48),(15 104381.95),(16 105675.92),(17 108292.125),(18 111033.945),(19 113505.77),(20 118144.22),(21 122932.27),(22 126801.74),(23 130205.21),(24 133944.45),(25 137877.55),(26 140804.52),(27 145016.72),(28 147469.05),(29 150699.13),(30 152202.56),(31 154750.08),(32 155801.83),(33 157081.83),(34 160515.72),(35 162275.9),(36 163156.42),(37 164658.53),(38 164871.19),(39 165421.17),(40 166331.27),(41 165548.13),(42 164314.23),(43 163511.05),(44 163839.69),(45 164021.27),(46 164460.48),(47 163958.48),(48 162469.22),(49 162876.31),(50 163826.88),(51 164206.69),(52 164177.97),(53 163530.23),(54 164732.48),(55 164085.36),(56 163824.25),(57 163420.89),(58 162271.34),(59 162630.34),(60 161517.17),(61 162509.73),(62 161916.02),(63 160671),(64 161261.69),(65 158448.19),(66 157141.89),(67 156212.25),(68 154183.55),(69 154162.53),(70 154458.19),(71 153228.64),(72 153029.47),(73 156525.23),(74 157007.53),(75 154532.25),(76 153578.47),(77 152500.78),(78 153060.17),(79 153971.98),
(1 25157.014),(2 33966.184),(3 44383.477),(4 54096.465),(5 63202.305),(6 70308.375),(7 76148.15),(8 83871.28),(9 87401.53),(10 91974.72),(11 96051.43),(12 98922.15),(13 101562.69),(14 104735.7),(15 106912.09),(16 109285.13),(17 113331.98),(18 116722.61),(19 121051.85),(20 126251.12),(21 130845.92),(22 133500.03),(23 136546.3),(24 140270.5),(25 142606.81),(26 147744.75),(27 152478.05),(28 157152.8),(29 161203.9),(30 167121.31),(31 171099.86),(32 174188.75),(33 177473.36),(34 181908.03),(35 183297.45),(36 185274.4),(37 185545.5),(38 186199.13),(39 189193.34),(40 193001.56),(41 193097.23),(42 193506.11),(43 196264.25),(44 195126.36),(45 194314.63),(46 192997.72),(47 193076.4),(48 190681.7),(49 191171.31),(50 189731.97),(51 191054.2),(52 189220),(53 188725.58),(54 188132.7),(55 188459.08),(56 187126.03),(57 185962.02),(58 183305.9),(59 183119.78),(60 182025.3),(61 179798.17),(62 177967.11),(63 177673.44),(64 174369.67),(65 173546.42),(66 173051.17),(67 171892.13),(68 171288.5),(69 167957.2),(70 166046.3),(71 165619.13),(72 163577.13),(73 162538.83),(74 162632.44),(75 160901.28),(76 160485.36),(77 158984.36),(78 158533.56),(79 159050.67),
(1 24294.715),(2 33163.11),(3 43109.5),(4 51752.12),(5 61259.367),(6 67939.52),(7 74146.95),(8 80560.58),(9 85927.43),(10 89010.45),(11 93764.2),(12 96306.17),(13 99170.42),(14 101901.086),(15 103225.23),(16 106227.38),(17 109360.414),(18 111764.99),(19 115774.76),(20 119404.37),(21 124061.53),(22 127338.25),(23 129192.31),(24 131522.17),(25 133019.56),(26 135958.52),(27 139532.95),(28 142981.97),(29 145149.27),(30 147885.77),(31 151361.84),(32 152576.92),(33 153523.48),(34 155268.69),(35 157377.55),(36 159577.36),(37 160219.4),(38 161050.63),(39 163474.23),(40 162932.19),(41 163812.6),(42 163803.2),(43 165815.17),(44 165672.44),(45 166989.97),(46 166382.31),(47 163282.27),(48 162041.67),(49 160918.9),(50 161513.69),(51 163707.3),(52 163441.83),(53 163256.67),(54 163611.89),(55 165192.61),(56 164564.89),(57 166411.73),(58 165408.6),(59 165960.28),(60 164254.55),(61 163736.34),(62 163462.8),(63 163700.8),(64 162122.36),(65 162091.27),(66 160837.86),(67 160299.64),(68 161725.8),(69 158700.56),(70 158591.34),(71 158057.48),(72 157710.77),(73 157122.28),(74 156318.97),(75 154086.73),(76 152498.06),(77 152780.88),(78 151665.72),(79 152291.17),
(1 24568.701),(2 32503.26),(3 42050.566),(4 50642.75),(5 57756.66),(6 65047.32),(7 71484.73),(8 77717.77),(9 83931.52),(10 86585.266),(11 91551.63),(12 94451.586),(13 96272.79),(14 100249.17),(15 102571.09),(16 104803.65),(17 106980.5),(18 109522.49),(19 112473.93),(20 114337.01),(21 119454.33),(22 123199.32),(23 125660.92),(24 126448.31),(25 128955.984),(26 131263),(27 133672.92),(28 136395.27),(29 138478.22),(30 141396.88),(31 143621.08),(32 145462.86),(33 147862.63),(34 150510.86),(35 153021.25),(36 156016.48),(37 159488.45),(38 163571.98),(39 165437.6),(40 167269.25),(41 168452.45),(42 167820.63),(43 168603.9),(44 168339.7),(45 169562.75),(46 170431.55),(47 168906.2),(48 168463.81),(49 168205.8),(50 170183.22),(51 171157.95),(52 171242.64),(53 170617.67),(54 169353.05),(55 168875.25),(56 165721.61),(57 166020.27),(58 165507.39),(59 162939.17),(60 163486.81),(61 160900.14),(62 160281.31),(63 157801.39),(64 157301.05),(65 159117.73),(66 158060.77),(67 158412.38),(68 158739.11),(69 159322.8),(70 158627.64),(71 157588.34),(72 156825.5),(73 155493.17),(74 155185.5),(75 153289.25),(76 152679.61),(77 151620.13),(78 151190.84),(79 150484.53),
(1 23825.537),(2 31918.486),(3 41197.273),(4 50479.637),(5 57633.633),(6 63068.523),(7 70034.61),(8 75276.69),(9 80600.03),(10 85955.95),(11 90359.82),(12 93214.99),(13 96865.97),(14 99626.56),(15 101586.15),(16 103719.23),(17 105499.086),(18 106917.17),(19 108921.625),(20 111125.12),(21 114185.12),(22 117175.5),(23 119468.055),(24 121147.73),(25 124024.58),(26 125750.43),(27 129363.86),(28 133114.4),(29 136418.31),(30 140395.42),(31 142744.75),(32 145712.28),(33 147211.31),(34 149291),(35 151289.55),(36 154151.13),(37 156075.8),(38 159039.97),(39 163678.48),(40 165471.39),(41 168255.5),(42 171751.53),(43 173910.08),(44 176934.22),(45 180589.08),(46 182758.11),(47 183425.84),(48 185853.47),(49 187579.39),(50 189055.86),(51 190012.14),(52 189717.97),(53 189576.63),(54 188457.66),(55 190681.72),(56 191751.39),(57 192802.84),(58 194511),(59 193954.7),(60 194939.58),(61 194634.64),(62 195543.14),(63 194365.16),(64 193466.86),(65 190463.1),(66 188050.89),(67 185824.75),(68 184687.83),(69 182586.64),(70 179958.4),(71 177265.83),(72 173054.53),(73 171009.83),(74 167078.31),(75 164142.88),(76 160692.17),(77 157409.75),(78 155007.05),(79 153150.02),
(1 23720.713),(2 31842.973),(3 41661.09),(4 51192.72),(5 58805.652),(6 65017.81),(7 70724.766),(8 75744.414),(9 79198.805),(10 81775.6),(11 86442.97),(12 90555.484),(13 93243.914),(14 96627.74),(15 99792.305),(16 101533.555),(17 104249.516),(18 106181.32),(19 108548.31),(20 110740.016),(21 114817.37),(22 117675.44),(23 119469.85),(24 120715.016),(25 122337.2),(26 125012.45),(27 127008.305),(28 129773.38),(29 132004.61),(30 134366.38),(31 137304.58),(32 139828.25),(33 142648.06),(34 144686.61),(35 146675.42),(36 147494.86),(37 146932.98),(38 148514.9),(39 149315.53),(40 150992.83),(41 152708.34),(42 153019.5),(43 153917.1),(44 154482.17),(45 157437.55),(46 158221.03),(47 158539.64),(48 160734.64),(49 163460.19),(50 166378.2),(51 167482.31),(52 166551.98),(53 165410.69),(54 167211.02),(55 167550.84),(56 167685.88),(57 168104.77),(58 169706.66),(59 170710.39),(60 171804.22),(61 171914.81),(62 169253.78),(63 168384),(64 167422.86),(65 165207.52),(66 163133.5),(67 162282.36),(68 162597.75),(69 162143.34),(70 159717.5),(71 158347.88),(72 156248.48),(73 154189.02),(74 152644.84),(75 151965.67),(76 149480.67),(77 148432.67),(78 147333.34),(79 146245.78),
(1 22988.338),(2 30540.707),(3 40311.47),(4 49152.85),(5 55986.645),(6 62575.75),(7 67730.66),(8 70370.625),(9 74582.2),(10 77926.33),(11 80784.72),(12 82969.34),(13 86425.72),(14 88294.38),(15 89669.37),(16 92984.664),(17 94772.33),(18 98028.13),(19 100686.42),(20 104335.96),(21 109006.12),(22 111186.34),(23 114182.4),(24 116218.79),(25 118510.49),(26 120970),(27 123432.9),(28 125528.234),(29 126746.99),(30 129424.15),(31 130520.97),(32 130525.28),(33 131393.88),(34 132000.77),(35 132344.45),(36 134199.75),(37 135057.78),(38 135275),(39 136081.58),(40 136333.03),(41 135141.5),(42 135527.27),(43 134872.72),(44 135261.58),(45 134755.72),(46 136138.66),(47 135758.64),(48 135170.25),(49 136073.88),(50 137158.5),(51 135681.11),(52 135864.13),(53 136370.9),(54 135637.31),(55 135871.42),(56 137277.95),(57 137347.81),(58 136513.36),(59 136329.47),(60 137626.05),(61 137305.53),(62 137476.86),(63 137564.14),(64 137774.58),(65 136696.78),(66 135673.81),(67 134768.33),(68 133654.03),(69 133215.13),(70 131896.34),(71 129675.21),(72 130044.99),(73 128562.46),(74 127285.51),(75 127362.71),(76 126284.2),(77 125919.36),(78 125434.26),(79 125820.55),
(1 23003.684),(2 31065.291),(3 39684.094),(4 48666.285),(5 55770.297),(6 62462.723),(7 67924.15),(8 72661.03),(9 77322.49),(10 80399.57),(11 82168.664),(12 86694.49),(13 90164.9),(14 91968.18),(15 94954.375),(16 96321.625),(17 97337.41),(18 98847.35),(19 99267.086),(20 100767.09),(21 102182.945),(22 103744.86),(23 107539.37),(24 109506.89),(25 112303.2),(26 112920.45),(27 115257.01),(28 116980.516),(29 119169.11),(30 121279.5),(31 123795.92),(32 125353.92),(33 127332.914),(34 128499.23),(35 130406.24),(36 131696.72),(37 132288.14),(38 134072.92),(39 135465.58),(40 137083.6),(41 137919.69),(42 137994.33),(43 139694.42),(44 139608.56),(45 138494.52),(46 138155.22),(47 138497.61),(48 137997.94),(49 137840.66),(50 137578.19),(51 137327.3),(52 137842.06),(53 137084.03),(54 137440.61),(55 137482.84),(56 137034.86),(57 138072.63),(58 136153.38),(59 134438.78),(60 134712.11),(61 134522.25),(62 133787.52),(63 133946.48),(64 132453.92),(65 132970.58),(66 132512.4),(67 131422.27),(68 129370.66),(69 127983.28),(70 127113.586),(71 127700.1),(72 127136.5),(73 126775.56),(74 126962.31),(75 127176.02),(76 125905.28),(77 124707.86),(78 124189.47),(79 123437.69),
(1 23422.686),(2 31654.545),(3 39988.08),(4 48174.645),(5 55850.098),(6 62247.24),(7 67085.086),(8 71532.35),(9 75433.445),(10 78308.36),(11 81680.06),(12 84805.74),(13 87036.39),(14 89154.41),(15 93373.76),(16 95151.414),(17 98116.74),(18 100428.09),(19 101524.766),(20 103000.47),(21 103767.195),(22 105972.42),(23 108049.75),(24 111415.266),(25 114114.664),(26 116182.53),(27 118617.125),(28 120697.6),(29 124159.82),(30 127549.4),(31 128189.4),(32 129333.945),(33 129756.85),(34 129606.03),(35 130321.2),(36 131826.31),(37 133527.2),(38 136485.5),(39 139179.28),(40 138861.67),(41 141053.47),(42 142720.2),(43 143977.3),(44 145857.2),(45 145463.38),(46 146330.39),(47 146482.6),(48 146268.03),(49 146752.78),(50 147218.98),(51 146545.11),(52 146140.36),(53 145598.72),(54 144863.31),(55 144854.22),(56 145762.39),(57 145648.22),(58 143897.83),(59 143984.44),(60 143725.92),(61 144699.66),(62 142430.78),(63 141575.94),(64 142184.19),(65 140552.94),(66 140904.95),(67 141472.3),(68 141484.69),(69 140791.03),(70 138205.7),(71 136546.98),(72 134766.5),(73 134461.6),(74 133284.17),(75 133900.95),(76 130835.8),(77 128523.984),(78 127738.14),(79 128005.03),
(1 23888.535),(2 31080.324),(3 39805.973),(4 47377.69),(5 53979.04),(6 59995.516),(7 66099.086),(8 69530.414),(9 74000.5),(10 77358.57),(11 80237.195),(12 83040.74),(13 86319.19),(14 88103.14),(15 90703.28),(16 92659.98),(17 96061.62),(18 98541.78),(19 100465.67),(20 102104.85),(21 103110.46),(22 105865.11),(23 107017.26),(24 109992.26),(25 112829.49),(26 115919.164),(27 118832.94),(28 120974.016),(29 124458.46),(30 126569.2),(31 129530.09),(32 131265.56),(33 131197.17),(34 132165.67),(35 133067.05),(36 135261.84),(37 137074.8),(38 139321.27),(39 140985.7),(40 142932.22),(41 144025.2),(42 146272.33),(43 145499.66),(44 146496.16),(45 145559.39),(46 145280.34),(47 143728.78),(48 141897.31),(49 141783.42),(50 141374.95),(51 140971.64),(52 139410.66),(53 139390.38),(54 139861.27),(55 138426.64),(56 138989.64),(57 138027.38),(58 135955.48),(59 134226.97),(60 134725.05),(61 134899.47),(62 132180.34),(63 130081.92),(64 130193.07),(65 130443.86),(66 129295.375),(67 129755.24),(68 128534.22),(69 127791.57),(70 127494.04),(71 126884.99),(72 125331.18),(73 124626.25),(74 122275.42),(75 123407.59),(76 121737.22),(77 121382.664),(78 120086.38),(79 119586.52),
(1 22083.117),(2 30105.473),(3 38652.176),(4 46814),(5 53751.938),(6 59785.496),(7 66011.445),(8 69198.85),(9 72283.17),(10 74144.336),(11 76353.08),(12 79001.18),(13 80716.08),(14 83298.24),(15 85289.94),(16 86809.875),(17 88085.875),(18 90523.63),(19 92862.98),(20 94952.63),(21 97833.52),(22 100476.8),(23 102240.11),(24 104223.74),(25 107005.47),(26 109703.34),(27 112335.336),(28 114366.21),(29 116235.67),(30 118002.336),(31 120821.13),(32 121150.305),(33 121740.695),(34 122844.06),(35 123675.3),(36 124362.05),(37 125343.71),(38 125649.67),(39 126542.43),(40 126479.664),(41 128588.44),(42 130587.27),(43 131194.94),(44 131604.55),(45 132695.89),(46 134740.5),(47 135044.52),(48 134612.4),(49 134640.34),(50 134614.84),(51 134593.45),(52 133285.14),(53 133714.94),(54 133428.53),(55 133029.77),(56 134622.03),(57 134693.28),(58 133565.72),(59 132953.05),(60 133053.2),(61 133408.84),(62 132125.06),(63 129251.01),(64 128156.68),(65 125399.55),(66 124790.27),(67 123078.92),(68 122012.305),(69 119115.63),(70 117779.05),(71 118815.71),(72 118326.62),(73 117245.56),(74 117690.23),(75 119495.07),(76 119857.9),(77 118479.71),(78 117584.24),(79 115963.586),
