1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 478462.66),(2 1770028.9),(3 3912323.3),(4 6348866.5),(5 8797712),(6 11257508),(7 13465296),(8 15462184),(9 17291970),(10 19155988),(11 20706178),(12 22309154),(13 23914720),(14 25619176),(15 27507312),(16 29260240),(17 30929062),(18 32563674),(19 34410850),(20 36026820),(21 37445244),(22 38872370),(23 40529744),(24 42006508),(25 42948836),(26 43249276),(27 43356360),(28 43484316),(29 43525420),(30 43336956),(31 43266684),(32 43555760),(33 44146852),(34 44613068),(35 44897676),(36 45383884),(37 45894804),(38 46825076),(39 48144212),(40 50048708),(41 52147596),(42 54704156),(43 57494750),(44 60217744),(45 62820428),(46 65562596),(47 68643670),(48 71587090),(49 74051680),(50 76494330),(51 78844110),(52 80878900),(53 82202930),(54 83514520),(55 84866770),(56 86186744),(57 86722330),(58 87607970),(59 88093590),(60 89363144),(61 90069080),(62 89976170),(63 89736680),(64 89332010),(65 88402776),(66 86379040),(67 84381610),(68 82566280),(69 81124090),(70 80002420),(71 78931224),(72 78108184),(73 77390220),(74 76835490),(75 76123096),(76 75077220),(77 73730560),(78 72526760),(79 71769620),
(1 501103.8),(2 1768510.3),(3 3667305.3),(4 5939875.5),(5 8465123),(6 11204384),(7 13898579),(8 16441517),(9 18762636),(10 20905244),(11 22525770),(12 24111836),(13 25446592),(14 26266052),(15 26999092),(16 27673964),(17 28449690),(18 29284196),(19 30437524),(20 31483776),(21 32356826),(22 33048266),(23 33785950),(24 34416990),(25 35143980),(26 35493590),(27 35654540),(28 35744492),(29 35656250),(30 35391670),(31 35241296),(32 35297944),(33 35691956),(34 36252950),(35 37024920),(36 38155430),(37 39349416),(38 40608852),(39 42131660),(40 44121344),(41 46219750),(42 48417510),(43 50739256),(44 53208530),(45 55592190),(46 57759450),(47 60199756),(48 62872024),(49 65393150),(50 67469250),(51 68905590),(52 69548584),(53 69447120),(54 68571570),(55 67284940),(56 65756556),(57 63727490),(58 61645720),(59 59524120),(60 57596264),(61 55796940),(62 54168564),(63 52574880),(64 51258932),(65 50104950),(66 49347268),(67 49061196),(68 49111252),(69 49310584),(70 49447384),(71 49819096),(72 50450980),(73 51354064),(74 52402948),(75 53476200),(76 54236756),(77 54757120),(78 54993320),(79 55195948),
(1 524200.13),(2 1846901.6),(3 3682519.3),(4 5881589.5),(5 8414384),(6 11067077),(7 13639739),(8 16145667),(9 18546568),(10 20773330),(11 22702048),(12 24578162),(13 26341638),(14 27807584),(15 29197616),(16 30589010),(17 32034800),(18 33601124),(19 35327396),(20 36978572),(21 38337252),(22 39472910),(23 40301320),(24 41043884),(25 41847060),(26 42426270),(27 42769356),(28 42838704),(29 42507692),(30 41955044),(31 41392696),(32 41096148),(33 41059536),(34 41216000),(35 41176996),(36 41537280),(37 41856884),(38 41926250),(39 41768080),(40 42126836),(41 42458812),(42 42908456),(43 43756476),(44 44831228),(45 45697868),(46 46374576),(47 47122096),(48 47952700),(49 48665740),(50 49158708),(51 49299924),(52 48952380),(53 48354156),(54 47332096),(55 46011644),(56 44723492),(57 43441516),(58 42515096),(59 41458596),(60 41203210),(61 41218404),(62 41559108),(63 42159860),(64 42819708),(65 43196176),(66 43473060),(67 44081972),(68 44779748),(69 45456532),(70 45868388),(71 46113216),(72 46345970),(73 46512228),(74 46443828),(75 45994228),(76 45080480),(77 43934830),(78 42827620),(79 41696028),
(1 664819.94),(2 2393720),(3 4832697.5),(4 7790909.5),(5 10878624),(6 13669414),(7 15845152),(8 17581568),(9 18835972),(10 19767106),(11 20388494),(12 20768456),(13 21148166),(14 21391352),(15 21756264),(16 22214790),(17 22679434),(18 23193048),(19 23939890),(20 24989686),(21 26095824),(22 27092616),(23 27656722),(24 27949436),(25 28077176),(26 28165038),(27 28319100),(28 28535480),(29 28747036),(30 28904914),(31 29389124),(32 30298446),(33 31616008),(34 33100426),(35 34377680),(36 35936344),(37 37398490),(38 38476344),(39 39207090),(40 39819364),(41 40018176),(42 39950700),(43 39798988),(44 39427984),(45 38723988),(46 37830210),(47 36972124),(48 36022604),(49 35101164),(50 34617348),(51 34111816),(52 33665710),(53 33370360),(54 33210994),(55 33158734),(56 33090552),(57 33138190),(58 33495524),(59 33885056),(60 34663736),(61 35394750),(62 36354092),(63 37597196),(64 38782250),(65 39551772),(66 39690990),(67 39522652),(68 39090052),(69 38485536),(70 37689096),(71 36728130),(72 35784050),(73 34922056),(74 34346732),(75 33762240),(76 33102798),(77 32614184),(78 32234724),(79 32003580),
(1 759965.56),(2 2681680),(3 5328575.5),(4 8430945),(5 11479682),(6 14078607),(7 15951159),(8 17218444),(9 17873394),(10 17994302),(11 17766030),(12 17359328),(13 17102764),(14 16957154),(15 17016450),(16 17294450),(17 17639822),(18 18155848),(19 18919566),(20 20062084),(21 21342652),(22 22489604),(23 23447256),(24 24195358),(25 24642656),(26 24649394),(27 24331432),(28 23919218),(29 23502724),(30 23120728),(31 23133312),(32 23445794),(33 23947486),(34 24363124),(35 24824338),(36 25106758),(37 25392050),(38 25637242),(39 25922490),(40 26233566),(41 26294402),(42 25948520),(43 25184808),(44 24222472),(45 23183026),(46 22183832),(47 21549140),(48 21303508),(49 21371090),(50 21867484),(51 22602894),(52 23315566),(53 23886004),(54 24294722),(55 24556256),(56 24354014),(57 23967660),(58 23520472),(59 23303554),(60 23110962),(61 23342258),(62 23819398),(63 24329548),(64 24819998),(65 25074536),(66 24887906),(67 24687456),(68 24646758),(69 24568512),(70 24446786),(71 24633452),(72 24921856),(73 25459368),(74 26120728),(75 26829132),(76 27434746),(77 28177542),(78 29067256),(79 30106782),
(1 786854.6),(2 2697386),(3 5166926.5),(4 7686784),(5 9886011),(6 11628458),(7 12846360),(8 13666093),(9 14274349),(10 14712989),(11 14928808),(12 15397922),(13 16171958),(14 17179090),(15 18419216),(16 19814336),(17 20989702),(18 22083004),(19 23166460),(20 24253132),(21 25266732),(22 26061696),(23 27200902),(24 28226636),(25 28894092),(26 29014548),(27 28969706),(28 28954234),(29 28872252),(30 28841264),(31 29003956),(32 29331302),(33 29589690),(34 29650068),(35 29772556),(36 29686196),(37 29586460),(38 29578592),(39 29555724),(40 29322310),(41 28873164),(42 28183802),(43 27316826),(44 26344796),(45 25514340),(46 25127828),(47 25239492),(48 25838244),(49 26752656),(50 27896182),(51 28965178),(52 29872404),(53 30379232),(54 30346154),(55 29915686),(56 29216112),(57 28556378),(58 28264324),(59 28283168),(60 28812442),(61 29628368),(62 30373482),(63 31065562),(64 31426006),(65 31460256),(66 30932496),(67 30399844),(68 29815228),(69 29128614),(70 28504870),(71 28128902),(72 27984518),(73 27884608),(74 27737680),(75 27537952),(76 27326042),(77 27174828),(78 27025126),(79 26698468),
(1 935282.9),(2 3136340),(3 5952186),(4 8888736),(5 11471184),(6 13407089),(7 14869766),(8 15989738),(9 16808556),(10 17490330),(11 18087108),(12 19069662),(13 20417406),(14 22031818),(15 23557134),(16 24694900),(17 25345508),(18 25715128),(19 25862934),(20 25797184),(21 25558604),(22 25209930),(23 25155180),(24 25308590),(25 25245340),(26 24845726),(27 24362634),(28 23601652),(29 22615830),(30 21690112),(31 21040064),(32 20420926),(33 19879524),(34 19577020),(35 19635816),(36 19838558),(37 20372942),(38 21129644),(39 21999592),(40 22785710),(41 23498930),(42 24006284),(43 24303018),(44 24362648),(45 24217354),(46 24179628),(47 24247460),(48 24450642),(49 24972970),(50 25709694),(51 26460874),(52 27054858),(53 27224620),(54 26781098),(55 25955916),(56 25130660),(57 24382860),(58 23956910),(59 23630164),(60 23330180),(61 22957164),(62 22705646),(63 22552392),(64 22109624),(65 21233182),(66 19901232),(67 18717044),(68 17785712),(69 17090946),(70 16661585),(71 16434302),(72 16247244),(73 16035979),(74 15794318),(75 15432694),(76 15161297),(77 14981047),(78 15042887),(79 15386937),
(1 977091.7),(2 3331238.5),(3 6420039.5),(4 9784691),(5 12948284),(6 15716265),(7 18158212),(8 20193016),(9 21692126),(10 22810974),(11 23535156),(12 24324372),(13 25009580),(14 25297116),(15 25365312),(16 25171838),(17 24884698),(18 24617024),(19 24285802),(20 23821724),(21 23388536),(22 22999322),(23 22498338),(24 21974980),(25 21420812),(26 20720150),(27 20080778),(28 19639104),(29 19518728),(30 19853594),(31 20356988),(32 20785684),(33 21334298),(34 22081572),(35 22727714),(36 23538350),(37 24352740),(38 25139832),(39 25876676),(40 26416662),(41 26645282),(42 26612126),(43 26366034),(44 25980996),(45 25376794),(46 24618854),(47 23891750),(48 23282974),(49 22896892),(50 22673356),(51 22565508),(52 22433474),(53 22290444),(54 21940632),(55 21536130),(56 21229248),(57 21282920),(58 21866626),(59 22592406),(60 23838208),(61 24927256),(62 25619484),(63 25970328),(64 26110324),(65 26150614),(66 26163968),(67 26227242),(68 26176840),(69 25889006),(70 25639500),(71 25378752),(72 25011510),(73 24609126),(74 24079800),(75 23491900),(76 22805228),(77 22051168),(78 21429772),(79 20863820),
(1 978467.3),(2 3171770.5),(3 5722757.5),(4 8037673.5),(5 9782081),(6 10946243),(7 11779812),(8 12402749),(9 12838190),(10 13170944),(11 13242765),(12 13530577),(13 13893988),(14 14202581),(15 14437199),(16 14532745),(17 14397761),(18 14303726),(19 14226373),(20 14206312),(21 14251616),(22 14198755),(23 14131258),(24 14205035),(25 14548119),(26 14968262),(27 15263124),(28 15533442),(29 15949045),(30 16660584),(31 17489032),(32 18260606),(33 18969640),(34 19428438),(35 19741544),(36 19859448),(37 19799654),(38 19645974),(39 19545774),(40 19417970),(41 19312548),(42 19366532),(43 19474980),(44 19359442),(45 18775470),(46 17836576),(47 17007412),(48 16459561),(49 16150767),(50 15996303),(51 16019119),(52 16237436),(53 16577363),(54 16936364),(55 17506874),(56 18273382),(57 19000186),(58 19509994),(59 19872320),(60 19939256),(61 19957012),(62 19988810),(63 19913042),(64 19840818),(65 19614318),(66 19113238),(67 18511134),(68 17871068),(69 17255372),(70 17006168),(71 17284390),(72 17820462),(73 18441024),(74 19005400),(75 19453032),(76 19670048),(77 19801266),(78 19877880),(79 19826712),
(1 951739.1),(2 3123624.3),(3 5574533),(4 7712841),(5 9304069),(6 10397863),(7 11172146),(8 11822545),(9 12551452),(10 13428997),(11 14027749),(12 14990912),(13 16017938),(14 16949166),(15 17649438),(16 18109980),(17 18427754),(18 18660970),(19 18598232),(20 18276408),(21 17736738),(22 17002896),(23 16208965),(24 15557362),(25 15162484),(26 14847056),(27 14418905),(28 13846900),(29 13230557),(30 12814294),(31 12823977),(32 13141014),(33 13598241),(34 14106380),(35 14702561),(36 15273735),(37 15706919),(38 16027648),(39 16139244),(40 15952928),(41 15557721),(42 15194492),(43 14959220),(44 14703446),(45 14550212),(46 14500152),(47 14601755),(48 14788647),(49 15107643),(50 15435484),(51 15848331),(52 16407182),(53 16955320),(54 17541866),(55 18205672),(56 18884068),(57 19484472),(58 19853450),(59 20288586),(60 20450514),(61 20516494),(62 20461448),(63 20176168),(64 19678090),(65 18878312),(66 17819990),(67 16975012),(68 16331467),(69 15879207),(70 15707813),(71 15695892),(72 15759819),(73 15936137),(74 16234187),(75 16639840),(76 16946868),(77 17149838),(78 17148296),(79 16925646),
(1 886668.06),(2 2900394.3),(3 5152932),(4 7146711.5),(5 8633190),(6 9716212),(7 10677359),(8 11629523),(9 12608813),(10 13555247),(11 14180267),(12 14691031),(13 14961210),(14 14858569),(15 14437072),(16 13921640),(17 13632218),(18 13602667),(19 13541414),(20 13191685),(21 12577824),(22 12014319),(23 11885087),(24 12227012),(25 12666634),(26 12991859),(27 12970078),(28 12749822),(29 12560083),(30 12588724),(31 12724199),(32 12685608),(33 12468572),(34 12180232),(35 12039978),(36 11916651),(37 11755428),(38 11505795),(39 11257264),(40 10940093),(41 10617192),(42 10545528),(43 10824260),(44 11308186),(45 11909892),(46 12689866),(47 13641106),(48 14648271),(49 15461149),(50 15927646),(51 16142099),(52 16192578),(53 16216698),(54 16431006),(55 16933812),(56 17534456),(57 17832976),(58 17632652),(59 17509158),(60 17071574),(61 16908834),(62 16804492),(63 16616051),(64 16185818),(65 15650089),(66 15082218),(67 14632943),(68 14236235),(69 13864215),(70 13470936),(71 13125931),(72 13005560),(73 13115032),(74 13392355),(75 13658449),(76 13778562),(77 13763675),(78 13616773),(79 13352136),
