1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6967.228),(2 21284.514),(3 41102.426),(4 62297.996),(5 87935.87),(6 114725.98),(7 146909.3),(8 185690.83),(9 226868.56),(10 264261.6),(11 309582.9),(12 344216.5),(13 387104.9),(14 428389.6),(15 467112.84),(16 500926.16),(17 530822.94),(18 558611.44),(19 586856.7),(20 613279.06),(21 644316.2),(22 677955.25),(23 717637.06),(24 758156.25),(25 801213.7),(26 845846.8),(27 890859.2),(28 930265.5),(29 957707.5),(30 968688.06),(31 956655.5),(32 945010.7),(33 931677.25),(34 912336.2),(35 891344.06),(36 874056.5),(37 851808.2),(38 838397.56),(39 831717.3),(40 828576.3),(41 822635.5),(42 806594.44),(43 789813.8),(44 777670.8),(45 757982.94),(46 726951.8),(47 685575.8),(48 640506.94),(49 594135.5),(50 553156.44),(51 528198.1),(52 518221.84),(53 516259.22),(54 521007.63),(55 536281.25),(56 555392.2),(57 584535.9),(58 613458.7),(59 639591.7),(60 657969.56),(61 671063.9),(62 690126.25),(63 716814.5),(64 736666.3),(65 751467.2),(66 767178.5),(67 784997.06),(68 810844.44),(69 838007),(70 859333.2),(71 877100.2),(72 881766.3),(73 892458),(74 902456.3),(75 902128.2),(76 907858.06),(77 915013.56),(78 916135.8),(79 917635.5),
(1 108.86356),(2 153.7426),(3 188.47221),(4 210.18233),(5 228.69376),(6 243.07417),(7 254.56067),(8 265.47214),(9 274.25793),(10 285.24878),(11 291.21533),(12 298.66678),(13 305.0031),(14 309.12213),(15 313.3094),(16 316.97598),(17 322.59),(18 327.3397),(19 328.17355),(20 330.3581),(21 334.0623),(22 335.6167),(23 336.91),(24 337.78122),(25 341.87543),(26 346.95865),(27 349.49686),(28 348.51978),(29 351.68088),(30 354.24765),(31 354.54938),(32 358.15347),(33 359.9734),(34 362.24844),(35 363.4481),(36 363.8166),(37 365.36133),(38 366.06564),(39 366.5012),(40 364.0622),(41 363.8613),(42 365.36514),(43 363.44913),(44 362.4852),(45 362.78787),(46 362.7016),(47 361.2847),(48 363.14072),(49 367.76746),(50 368.2971),(51 369.3908),(52 371.11163),(53 368.96887),(54 372.37717),(55 370.78107),(56 371.49338),(57 370.8283),(58 370.05685),(59 370.67828),(60 370.36487),(61 370.73465),(62 369.83038),(63 370.4592),(64 369.95935),(65 370.4634),(66 372.74414),(67 375.52817),(68 377.0536),(69 379.1277),(70 377.56213),(71 376.97894),(72 377.00067),(73 375.8833),(74 373.06955),(75 371.3106),(76 368.60092),(77 368.66586),(78 366.28632),(79 365.70227),
(1 110.106125),(2 154.39175),(3 189.12267),(4 208.90979),(5 227.01906),(6 241.38559),(7 255.31754),(8 267.39447),(9 277.63672),(10 285.55582),(11 292.136),(12 297.49725),(13 304.2298),(14 309.43372),(15 313.49814),(16 316.24158),(17 319.52045),(18 321.2077),(19 324.10452),(20 326.86792),(21 329.10718),(22 329.8494),(23 332.50867),(24 333.86655),(25 336.91083),(26 340.14148),(27 342.3196),(28 343.68567),(29 344.7557),(30 344.869),(31 346.43842),(32 346.8994),(33 349.9272),(34 354.37247),(35 357.26978),(36 358.43762),(37 358.5883),(38 361.85095),(39 365.94424),(40 367.56583),(41 366.3261),(42 369.8955),(43 367.93353),(44 365.5992),(45 368.34247),(46 368.23877),(47 367.688),(48 370.55396),(49 373.5557),(50 373.107),(51 373.90643),(52 374.19815),(53 374.23712),(54 377.01584),(55 374.8572),(56 373.77826),(57 372.07965),(58 369.5566),(59 367.3458),(60 368.36316),(61 369.71323),(62 372.88626),(63 374.48712),(64 374.53387),(65 377.9073),(66 382.5529),(67 384.33524),(68 387.0432),(69 387.81345),(70 390.34247),(71 392.3579),(72 393.01395),(73 389.1289),(74 389.12433),(75 388.41913),(76 389.1552),(77 386.19708),(78 385.59198),(79 384.30453),
(1 108.73482),(2 152.80765),(3 189.2679),(4 210.26678),(5 229.30171),(6 244.73732),(7 258.35886),(8 271.60986),(9 280.08792),(10 289.34805),(11 298.28537),(12 303.73633),(13 311.83755),(14 316.5254),(15 319.49777),(16 322.38696),(17 325.15384),(18 329.6631),(19 333.54138),(20 337.6855),(21 339.89075),(22 342.74048),(23 347.98132),(24 348.8748),(25 350.4796),(26 351.60092),(27 354.24484),(28 354.9391),(29 358.6728),(30 360.9911),(31 362.22797),(32 362.6187),(33 363.91028),(34 365.11148),(35 366.709),(36 365.66556),(37 368.37143),(38 367.6024),(39 369.84302),(40 371.30838),(41 370.9414),(42 375.0421),(43 375.04132),(44 375.98276),(45 375.56577),(46 376.61096),(47 377.41907),(48 375.72046),(49 375.67953),(50 371.77222),(51 371.31955),(52 371.25113),(53 370.29178),(54 371.718),(55 368.26404),(56 369.12262),(57 368.8443),(58 368.08752),(59 367.17114),(60 366.1953),(61 366.68875),(62 365.53424),(63 367.45294),(64 367.55518),(65 368.78275),(66 368.57593),(67 367.96356),(68 369.452),(69 369.63297),(70 370.34534),(71 371.8409),(72 371.88626),(73 369.12296),(74 370.1079),(75 371.3547),(76 372.26636),(77 371.1351),(78 371.97607),(79 373.12775),
(1 104.247284),(2 146.86276),(3 180.36317),(4 200.99207),(5 217.70186),(6 230.6619),(7 242.1891),(8 252.92639),(9 259.90558),(10 268.0245),(11 278.42392),(12 286.1711),(13 296.0018),(14 298.72452),(15 302.9893),(16 304.5074),(17 308.34805),(18 312.8196),(19 315.5173),(20 318.6693),(21 319.8657),(22 322.52988),(23 326.34204),(24 328.40927),(25 330.90768),(26 331.66245),(27 335.88266),(28 336.6725),(29 339.5036),(30 340.5489),(31 343.54025),(32 344.168),(33 345.5372),(34 345.8062),(35 347.72662),(36 351.0852),(37 354.9571),(38 356.2237),(39 358.5935),(40 357.40063),(41 358.56076),(42 359.71964),(43 360.00046),(44 362.8579),(45 361.37048),(46 363.29562),(47 365.4066),(48 366.35602),(49 366.8154),(50 365.2618),(51 365.74554),(52 365.4513),(53 363.02945),(54 364.60876),(55 363.19092),(56 363.86038),(57 360.4192),(58 357.78857),(59 356.19595),(60 356.16614),(61 357.26587),(62 356.6098),(63 361.09964),(64 361.87296),(65 361.25928),(66 358.72855),(67 361.6295),(68 360.46793),(69 359.3733),(70 360.3269),(71 359.55023),(72 360.9711),(73 357.98926),(74 359.13916),(75 360.75473),(76 363.25012),(77 363.9758),(78 366.27838),(79 367.95724),
(1 105.08305),(2 148.16408),(3 181.71808),(4 201.70439),(5 218.52313),(6 232.55748),(7 244.28491),(8 255.06447),(9 264.49826),(10 270.13156),(11 278.10452),(12 285.39493),(13 294.0096),(14 297.67236),(15 300.67322),(16 303.67667),(17 309.21848),(18 314.2154),(19 315.63217),(20 316.60776),(21 320.82028),(22 320.77432),(23 321.87244),(24 323.01953),(25 324.45547),(26 325.43488),(27 328.60828),(28 329.95688),(29 332.63437),(30 335.0261),(31 333.71588),(32 333.52466),(33 333.37436),(34 333.65735),(35 331.92996),(36 333.92392),(37 337.5745),(38 339.37994),(39 341.88626),(40 341.6905),(41 343.73184),(42 348.24847),(43 344.97644),(44 346.37857),(45 347.37662),(46 349.63522),(47 350.7528),(48 351.61923),(49 351.1929),(50 349.65698),(51 350.89258),(52 352.91916),(53 354.06226),(54 357.55994),(55 358.79517),(56 357.65063),(57 356.4549),(58 353.36285),(59 352.41885),(60 353.2084),(61 352.97684),(62 352.72452),(63 355.1307),(64 356.96658),(65 355.41943),(66 355.53714),(67 356.83292),(68 356.45615),(69 357.0771),(70 356.5436),(71 356.73087),(72 356.25742),(73 354.42764),(74 352.89325),(75 351.68173),(76 351.3813),(77 352.02585),(78 354.4934),(79 356.0355),
(1 104.27277),(2 147.83409),(3 182.4142),(4 201.22644),(5 217.7561),(6 231.56766),(7 243.82898),(8 252.24854),(9 261.0819),(10 270.31406),(11 275.90668),(12 281.46216),(13 288.5215),(14 292.95346),(15 295.4129),(16 297.24268),(17 300.15622),(18 304.3729),(19 308.97842),(20 311.33893),(21 315.45816),(22 318.56247),(23 319.34763),(24 321.33463),(25 323.40192),(26 324.3983),(27 327.2722),(28 326.32022),(29 325.85217),(30 326.92212),(31 328.15552),(32 329.58533),(33 329.45023),(34 331.63596),(35 332.62292),(36 333.91272),(37 336.16995),(38 337.14944),(39 340.07755),(40 339.82138),(41 341.4693),(42 343.44592),(43 340.7123),(44 341.75214),(45 346.97217),(46 350.02353),(47 350.33725),(48 353.20453),(49 355.26404),(50 354.97055),(51 355.41187),(52 356.3022),(53 356.07764),(54 357.96817),(55 358.71506),(56 359.69165),(57 358.578),(58 357.50958),(59 356.008),(60 355.33313),(61 355.84302),(62 357.21964),(63 356.47418),(64 357.06686),(65 356.9911),(66 355.60388),(67 355.61578),(68 354.96796),(69 354.31628),(70 352.23334),(71 355.27957),(72 356.45325),(73 356.37692),(74 357.0107),(75 358.51382),(76 357.42676),(77 354.97742),(78 354.8835),(79 354.8975),
(1 104.1149),(2 145.7977),(3 179.18675),(4 197.09201),(5 213.85379),(6 227.3551),(7 238.28111),(8 249.3893),(9 260.00156),(10 267.3955),(11 274.16058),(12 280.23145),(13 288.42078),(14 294.18176),(15 300.24692),(16 302.16083),(17 304.20874),(18 308.0446),(19 311.20316),(20 315.1926),(21 319.38217),(22 323.06625),(23 326.71045),(24 328.66),(25 331.2767),(26 333.00232),(27 337.37503),(28 335.6832),(29 334.69684),(30 336.27408),(31 336.7146),(32 337.861),(33 341.7822),(34 343.93954),(35 345.38568),(36 345.29993),(37 346.19574),(38 347.97296),(39 348.412),(40 348.15512),(41 347.1611),(42 348.9973),(43 344.94196),(44 345.85214),(45 348.749),(46 350.47028),(47 352.4191),(48 352.3049),(49 351.80997),(50 351.9326),(51 353.43777),(52 353.7162),(53 354.46503),(54 353.97897),(55 355.0227),(56 355.4011),(57 356.48166),(58 356.33774),(59 354.1108),(60 353.34393),(61 353.98453),(62 354.49316),(63 352.33792),(64 356.46432),(65 358.31567),(66 358.95297),(67 359.90546),(68 359.37073),(69 359.33237),(70 360.11127),(71 362.03876),(72 361.2602),(73 360.29266),(74 360.70917),(75 358.63153),(76 360.61594),(77 359.17026),(78 358.51126),(79 359.46075),
(1 103.597244),(2 145.42554),(3 177.9825),(4 198.39265),(5 216.35922),(6 229.5873),(7 240.86345),(8 251.34262),(9 262.35934),(10 269.94547),(11 276.5327),(12 282.62582),(13 290.8406),(14 297.5766),(15 304.2691),(16 309.73074),(17 310.68564),(18 313.95236),(19 315.14865),(20 315.76352),(21 318.24136),(22 320.12146),(23 322.65015),(24 325.7261),(25 325.53387),(26 326.54532),(27 327.80963),(28 327.5359),(29 329.01425),(30 331.7495),(31 333.62582),(32 333.213),(33 333.51288),(34 334.75723),(35 335.1705),(36 335.52155),(37 335.8952),(38 336.97305),(39 339.13492),(40 339.9984),(41 340.0958),(42 341.69174),(43 341.52432),(44 340.50867),(45 337.89233),(46 340.66968),(47 340.21222),(48 339.3296),(49 341.71246),(50 340.7216),(51 343.73456),(52 344.51956),(53 345.5949),(54 348.93976),(55 348.19537),(56 345.55087),(57 345.12186),(58 344.20935),(59 343.07977),(60 343.77255),(61 347.61874),(62 347.63794),(63 346.5696),(64 345.69574),(65 345.63354),(66 346.73767),(67 346.1321),(68 345.31158),(69 345.55682),(70 347.40952),(71 348.7615),(72 348.52988),(73 348.46268),(74 348.3027),(75 348.80914),(76 352.04993),(77 350.95883),(78 352.2927),(79 354.56207),
(1 101.31009),(2 139.78862),(3 171.5898),(4 189.30183),(5 206.06085),(6 217.56409),(7 228.82686),(8 238.4761),(9 248.11113),(10 256.5016),(11 265.49683),(12 270.51385),(13 278.25305),(14 285.06973),(15 290.98703),(16 294.9177),(17 297.6173),(18 299.41418),(19 302.75446),(20 304.24524),(21 306.28983),(22 310.16434),(23 310.9187),(24 312.3913),(25 315.57825),(26 313.4742),(27 312.43442),(28 311.24255),(29 310.44794),(30 310.96017),(31 311.71158),(32 311.1783),(33 312.24026),(34 311.91605),(35 313.74463),(36 314.81354),(37 316.50177),(38 318.1534),(39 319.87872),(40 320.35715),(41 323.18738),(42 325.3025),(43 324.15012),(44 325.28418),(45 325.43332),(46 329.0004),(47 329.60248),(48 330.3704),(49 330.30905),(50 330.16168),(51 332.3715),(52 331.6632),(53 333.12546),(54 333.83432),(55 333.98877),(56 332.4773),(57 334.72614),(58 334.3859),(59 333.24475),(60 335.3312),(61 336.26685),(62 335.9326),(63 337.7848),(64 337.87982),(65 339.076),(66 340.01306),(67 341.48117),(68 340.17896),(69 340.73886),(70 340.9419),(71 342.12994),(72 341.5277),(73 340.34445),(74 343.36536),(75 342.90308),(76 344.21985),(77 343.8766),(78 346.43558),(79 343.50543),
(1 99.97744),(2 140.70882),(3 173.05272),(4 191.32603),(5 207.78488),(6 223.74387),(7 237.72903),(8 245.70813),(9 254.74765),(10 263.90424),(11 270.88486),(12 275.54044),(13 284.6946),(14 290.53162),(15 297.16718),(16 298.65054),(17 300.37012),(18 301.97275),(19 304.2047),(20 304.50116),(21 305.71527),(22 308.564),(23 310.3325),(24 312.04474),(25 314.69037),(26 312.9803),(27 313.57193),(28 312.5537),(29 314.216),(30 314.72433),(31 315.57697),(32 316.16406),(33 316.5155),(34 319.73822),(35 320.87512),(36 324.36963),(37 321.98935),(38 323.86346),(39 324.13968),(40 326.56674),(41 325.782),(42 328.22647),(43 328.02408),(44 327.60367),(45 327.3572),(46 329.83643),(47 328.1786),(48 328.2175),(49 328.41995),(50 327.80185),(51 328.25363),(52 328.46976),(53 326.76932),(54 328.52286),(55 327.7197),(56 329.69922),(57 330.40735),(58 328.63806),(59 329.555),(60 331.56738),(61 332.24673),(62 335.8933),(63 340.646),(64 339.7791),(65 342.5283),(66 344.63403),(67 345.08994),(68 346.35242),(69 346.70334),(70 348.25012),(71 349.63583),(72 351.83197),(73 350.61185),(74 352.7714),(75 354.15643),(76 355.3523),(77 356.65527),(78 359.05865),(79 360.79178),
(1 98.92148),(2 138.07468),(3 171.17995),(4 188.44902),(5 205.20409),(6 219.24612),(7 232.68964),(8 242.44357),(9 250.61198),(10 258.79523),(11 265.72052),(12 270.95023),(13 280.77084),(14 286.19986),(15 291.13635),(16 295.79608),(17 297.88922),(18 299.8741),(19 303.54178),(20 304.84708),(21 304.26236),(22 307.482),(23 307.5566),(24 309.22406),(25 311.13144),(26 309.78857),(27 310.33194),(28 310.96536),(29 309.72086),(30 307.649),(31 309.52576),(32 308.77643),(33 311.23828),(34 313.75894),(35 312.97482),(36 315.8434),(37 316.61462),(38 319.40274),(39 321.92526),(40 321.65472),(41 321.274),(42 322.62534),(43 322.4653),(44 325.9087),(45 324.85403),(46 324.83524),(47 324.57382),(48 325.88583),(49 327.0087),(50 325.3703),(51 326.9163),(52 326.6936),(53 326.22995),(54 325.34497),(55 323.6775),(56 323.80127),(57 324.2342),(58 325.6998),(59 324.8074),(60 327.9329),(61 330.59726),(62 333.2872),(63 336.60364),(64 335.3721),(65 337.4637),(66 339.01025),(67 340.26608),(68 342.2753),(69 343.4251),(70 341.04895),(71 344.48593),(72 345.32016),(73 344.66443),(74 346.24094),(75 347.06488),(76 348.48483),(77 348.29874),(78 349.1519),(79 349.00775),
(1 99.18976),(2 138.68419),(3 168.51062),(4 186.61734),(5 201.44212),(6 216.01842),(7 227.21436),(8 236.65976),(9 244.4289),(10 253.17592),(11 259.4406),(12 263.69876),(13 272.61423),(14 278.12027),(15 283.56305),(16 283.9744),(17 288.72787),(18 290.30896),(19 292.09363),(20 296.77274),(21 299.43365),(22 302.96155),(23 305.68155),(24 309.73563),(25 312.03046),(26 313.35178),(27 314.83267),(28 314.94528),(29 315.2621),(30 316.73462),(31 315.7378),(32 315.57),(33 314.1819),(34 315.04297),(35 316.33685),(36 318.42892),(37 318.6706),(38 318.15964),(39 320.76962),(40 319.7741),(41 320.70093),(42 322.0518),(43 321.1978),(44 323.30078),(45 321.74612),(46 322.1846),(47 321.91782),(48 321.94418),(49 322.83392),(50 322.78812),(51 322.04224),(52 323.26184),(53 324.13107),(54 324.49048),(55 324.84195),(56 325.1121),(57 322.9977),(58 321.17563),(59 320.53107),(60 322.77515),(61 324.97134),(62 326.74628),(63 329.78323),(64 328.5073),(65 330.4953),(66 330.7876),(67 332.54025),(68 333.74976),(69 337.44412),(70 338.5908),(71 340.79297),(72 340.64423),(73 341.7281),(74 343.53653),(75 345.3665),(76 346.58072),(77 345.21207),(78 345.81708),(79 345.29102),
(1 99.374664),(2 139.97803),(3 171.06633),(4 189.57533),(5 203.92432),(6 216.52193),(7 228.83777),(8 237.82559),(9 245.68991),(10 253.74149),(11 260.71317),(12 266.7686),(13 274.9964),(14 280.20038),(15 285.96182),(16 291.22192),(17 295.8393),(18 298.27573),(19 300.03598),(20 302.46484),(21 304.1861),(22 305.7137),(23 307.62854),(24 309.20435),(25 309.6964),(26 310.90646),(27 311.68997),(28 311.42178),(29 309.1074),(30 310.9436),(31 311.87018),(32 312.66064),(33 311.86792),(34 312.5381),(35 313.6544),(36 315.0588),(37 317.05258),(38 315.8002),(39 317.6989),(40 316.24173),(41 316.00595),(42 316.44897),(43 318.28125),(44 318.74805),(45 319.92807),(46 319.6862),(47 320.09573),(48 320.32095),(49 321.18195),(50 322.28802),(51 322.90988),(52 323.7573),(53 325.24756),(54 325.8792),(55 327.88126),(56 328.281),(57 326.87015),(58 324.37167),(59 320.96304),(60 322.40704),(61 325.64746),(62 325.86725),(63 331.3574),(64 332.01514),(65 333.02136),(66 335.21393),(67 336.88776),(68 340.59064),(69 341.43054),(70 339.08765),(71 339.9161),(72 340.59146),(73 338.52963),(74 340.30652),(75 341.2651),(76 340.4886),(77 341.04236),(78 342.69482),(79 343.43536),
(1 97.097755),(2 137.81061),(3 166.86197),(4 185.20845),(5 199.79185),(6 213.99525),(7 227.99925),(8 234.88565),(9 243.16724),(10 252.95296),(11 261.11777),(12 267.1405),(13 276.1208),(14 281.17923),(15 287.67084),(16 290.40555),(17 291.53326),(18 293.05743),(19 294.8137),(20 297.34824),(21 298.9842),(22 300.41815),(23 301.34387),(24 302.91602),(25 303.69318),(26 305.6839),(27 308.80365),(28 307.58246),(29 309.13327),(30 310.57288),(31 309.38297),(32 311.12543),(33 311.36026),(34 314.18753),(35 312.71732),(36 314.6691),(37 315.88626),(38 315.68848),(39 316.40533),(40 315.68848),(41 316.00165),(42 315.6233),(43 314.89844),(44 315.61227),(45 315.28305),(46 316.3696),(47 314.65527),(48 314.21494),(49 316.35327),(50 316.73495),(51 319.76508),(52 322.78043),(53 325.47858),(54 327.37012),(55 328.75665),(56 328.6301),(57 328.35513),(58 328.17044),(59 329.9444),(60 331.0056),(61 331.4371),(62 330.3624),(63 331.14465),(64 331.53464),(65 331.30212),(66 330.32327),(67 330.18286),(68 333.57156),(69 334.29785),(70 334.30307),(71 334.67722),(72 336.6409),(73 333.3118),(74 332.30344),(75 331.8301),(76 330.01035),(77 331.16034),(78 331.29498),(79 332.5582),
(1 96.58729),(2 137.24994),(3 168.53615),(4 186.95837),(5 203.43857),(6 217.852),(7 228.57516),(8 237.55469),(9 246.85352),(10 253.49144),(11 259.8048),(12 265.22363),(13 271.4546),(14 276.9761),(15 280.94772),(16 283.635),(17 285.37735),(18 288.5815),(19 290.6445),(20 294.07745),(21 296.92346),(22 300.53656),(23 303.6862),(24 305.76135),(25 303.41602),(26 304.4099),(27 303.2453),(28 302.93292),(29 304.01852),(30 304.55576),(31 303.38724),(32 304.97495),(33 306.12793),(34 305.55084),(35 305.20267),(36 305.07474),(37 305.32272),(38 307.34317),(39 307.5105),(40 307.96133),(41 308.67792),(42 310.34366),(43 309.33972),(44 308.69638),(45 307.77243),(46 308.13925),(47 310.2392),(48 310.96475),(49 314.80237),(50 317.47772),(51 316.9989),(52 321.02167),(53 320.40872),(54 320.18542),(55 321.53854),(56 322.02472),(57 322.235),(58 324.27838),(59 324.36902),(60 325.8537),(61 327.28018),(62 327.26028),(63 329.96054),(64 330.91443),(65 332.2017),(66 331.6379),(67 330.93933),(68 333.20715),(69 331.66754),(70 333.1908),(71 331.3887),(72 332.80432),(73 331.80865),(74 332.96033),(75 333.94742),(76 332.4351),(77 333.77805),(78 335.8386),(79 336.3145),
(1 94.89027),(2 134.08092),(3 164.08453),(4 181.00185),(5 195.7509),(6 208.37498),(7 220.23465),(8 227.92328),(9 237.51053),(10 245.05878),(11 252.49503),(12 257.03415),(13 265.8638),(14 269.6731),(15 276.7811),(16 279.19937),(17 280.88562),(18 283.3163),(19 285.7878),(20 289.87988),(21 290.91333),(22 294.1145),(23 296.2703),(24 296.12592),(25 298.62506),(26 300.5762),(27 300.27042),(28 301.80743),(29 301.16925),(30 301.01572),(31 300.88892),(32 302.6965),(33 304.48553),(34 303.20782),(35 302.55783),(36 301.20093),(37 304.14667),(38 305.19672),(39 303.43298),(40 303.02176),(41 302.91544),(42 303.325),(43 304.08405),(44 304.17477),(45 305.59525),(46 308.2845),(47 309.0404),(48 308.64172),(49 309.11673),(50 308.6253),(51 309.3353),(52 312.47803),(53 312.32654),(54 311.55875),(55 311.16342),(56 312.65665),(57 313.23013),(58 312.23422),(59 312.86038),(60 312.9454),(61 315.0396),(62 314.491),(63 313.40472),(64 312.53693),(65 311.57156),(66 313.0148),(67 312.386),(68 311.16748),(69 312.03802),(70 311.98),(71 314.4548),(72 316.13623),(73 317.6717),(74 320.20273),(75 322.1308),(76 322.0192),(77 320.22784),(78 319.21756),(79 319.50858),
(1 94.587425),(2 133.39693),(3 164.18764),(4 183.73369),(5 198.56644),(6 210.22722),(7 221.52129),(8 229.39674),(9 236.29877),(10 241.63249),(11 247.81317),(12 252.68782),(13 260.11884),(14 264.5525),(15 269.69217),(16 271.74997),(17 276.05972),(18 279.54834),(19 280.74344),(20 285.29907),(21 287.9238),(22 289.77878),(23 291.66797),(24 295.32843),(25 296.077),(26 296.86935),(27 296.58813),(28 298.2027),(29 297.82233),(30 296.91794),(31 296.85468),(32 296.97064),(33 297.02255),(34 296.825),(35 296.17514),(36 296.0629),(37 298.34192),(38 300.6732),(39 300.63623),(40 302.89377),(41 303.01492),(42 305.28586),(43 305.67596),(44 306.11243),(45 305.86673),(46 306.11417),(47 308.7889),(48 309.46027),(49 311.14282),(50 312.05728),(51 311.0762),(52 311.86804),(53 312.6599),(54 316.91833),(55 320.0145),(56 320.9217),(57 322.59528),(58 325.6981),(59 326.41895),(60 326.88266),(61 328.47372),(62 329.69815),(63 332.16235),(64 331.108),(65 331.92432),(66 335.08023),(67 333.88647),(68 334.55737),(69 333.3345),(70 329.64572),(71 330.53677),(72 329.11917),(73 329.8668),(74 330.21848),(75 328.7345),(76 326.94653),(77 323.67575),(78 323.54587),(79 323.358),
(1 94.07679),(2 130.95491),(3 160.75299),(4 179.0098),(5 194.53946),(6 209.02676),(7 220.32791),(8 228.41699),(9 235.77449),(10 241.64919),(11 247.36879),(12 251.47928),(13 257.14008),(14 261.52014),(15 266.65454),(16 267.22348),(17 270.4447),(18 272.87695),(19 275.1156),(20 279.1452),(21 280.96738),(22 281.25766),(23 283.83932),(24 285.70523),(25 286.9358),(26 288.79642),(27 290.29822),(28 291.87802),(29 290.5466),(30 292.19513),(31 293.73685),(32 291.01587),(33 291.4283),(34 291.4087),(35 290.1575),(36 292.0259),(37 293.68445),(38 295.84586),(39 296.18793),(40 297.3403),(41 294.8986),(42 298.33594),(43 298.5352),(44 298.61404),(45 296.5946),(46 296.9167),(47 296.88348),(48 297.55963),(49 298.3245),(50 299.54245),(51 301.21225),(52 300.7964),(53 300.90448),(54 302.76877),(55 304.36795),(56 305.32547),(57 306.1455),(58 308.84116),(59 310.28287),(60 312.76483),(61 312.9471),(62 313.96045),(63 316.0238),(64 313.6543),(65 315.74377),(66 318.91312),(67 319.2996),(68 318.67917),(69 317.10306),(70 316.57138),(71 317.40417),(72 315.71542),(73 316.67825),(74 316.43512),(75 317.82602),(76 316.64462),(77 315.2552),(78 314.23816),(79 314.2201),
