1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 1.5240732),(2 3.5214505),(3 6.2583385),(4 8.800873),(5 11.079274),(6 13.029312),(7 14.770087),(8 16.491283),(9 17.895966),(10 18.733963),(11 19.822285),(12 20.863659),(13 21.309477),(14 22.03543),(15 22.475615),(16 22.946062),(17 23.096292),(18 23.153038),(19 22.8366),(20 23.107813),(21 23.154737),(22 23.062407),(23 23.071962),(24 22.753399),(25 22.757156),(26 22.844225),(27 23.00747),(28 23.254906),(29 23.612272),(30 23.819105),(31 24.435448),(32 24.507772),(33 24.529491),(34 24.379564),(35 24.853792),(36 24.933737),(37 25.181755),(38 24.939913),(39 25.072763),(40 24.895174),(41 24.994843),(42 25.287958),(43 25.535559),(44 25.587494),(45 25.758),(46 25.695786),(47 25.587914),(48 25.349283),(49 25.24916),(50 25.336496),(51 25.536308),(52 25.844347),(53 26.077818),(54 26.151106),(55 26.14821),
(1 0.18002385),(2 0.21680084),(3 0.22638406),(4 0.21914525),(5 0.23238407),(6 0.23431702),(7 0.24563155),(8 0.25084722),(9 0.25538284),(10 0.25869703),(11 0.25472307),(12 0.25533852),(13 0.2559204),(14 0.25978237),(15 0.27077448),(16 0.26534802),(17 0.27086118),(18 0.26887307),(19 0.26529622),(20 0.2830558),(21 0.2851169),(22 0.28182614),(23 0.2921781),(24 0.27807298),(25 0.27990952),(26 0.26443416),(27 0.26471135),(28 0.27463204),(29 0.2859565),(30 0.28406295),(31 0.28421772),(32 0.27801833),(33 0.2796895),(34 0.26891837),(35 0.2901417),(36 0.28797764),(37 0.28857982),(38 0.27888092),(39 0.2976374),(40 0.292295),(41 0.30739257),(42 0.30139098),(43 0.29872745),(44 0.30824444),(45 0.30610082),(46 0.29876587),(47 0.31129882),(48 0.30589557),(49 0.2948298),(50 0.30315277),(51 0.30674836),(52 0.2892623),(53 0.28469607),(54 0.2929679),(55 0.29295427),
(1 0.13469675),(2 0.1501092),(3 0.16040297),(4 0.15125652),(5 0.18083175),(6 0.17360845),(7 0.18519855),(8 0.19104257),(9 0.1964428),(10 0.19658995),(11 0.19199488),(12 0.19034795),(13 0.19166993),(14 0.18840304),(15 0.20433271),(16 0.19748256),(17 0.20752247),(18 0.2014446),(19 0.20885403),(20 0.21653934),(21 0.21594138),(22 0.21114393),(23 0.21077295),(24 0.20746855),(25 0.20227598),(26 0.19439083),(27 0.19789098),(28 0.19926462),(29 0.21017264),(30 0.20785943),(31 0.20894563),(32 0.20723835),(33 0.21200928),(34 0.19905025),(35 0.21678095),(36 0.21636795),(37 0.21561414),(38 0.21045943),(39 0.2263474),(40 0.22159462),(41 0.23402381),(42 0.22644493),(43 0.23033229),(44 0.23640639),(45 0.22903712),(46 0.21835981),(47 0.22704628),(48 0.22899471),(49 0.22859044),(50 0.22304456),(51 0.22378662),(52 0.22116509),(53 0.21996534),(54 0.22368549),(55 0.2236444),
(1 0.09176874),(2 0.10259805),(3 0.118273206),(4 0.10743284),(5 0.13140473),(6 0.128157),(7 0.13855027),(8 0.1438389),(9 0.14957197),(10 0.14755373),(11 0.14896977),(12 0.14732695),(13 0.15205522),(14 0.1522688),(15 0.16163671),(16 0.15959103),(17 0.16123389),(18 0.15876892),(19 0.16222914),(20 0.16548683),(21 0.16413979),(22 0.15689825),(23 0.15989982),(24 0.1550501),(25 0.15591997),(26 0.15242472),(27 0.1524001),(28 0.15105003),(29 0.15656471),(30 0.15647401),(31 0.15957521),(32 0.15937527),(33 0.16292411),(34 0.1530818),(35 0.1673088),(36 0.1662336),(37 0.16434287),(38 0.16354074),(39 0.17317776),(40 0.16879198),(41 0.1785168),(42 0.17660373),(43 0.17763048),(44 0.18101035),(45 0.1794667),(46 0.17233777),(47 0.1772239),(48 0.17857385),(49 0.17855774),(50 0.18155889),(51 0.17903799),(52 0.17406808),(53 0.17704779),(54 0.17923981),(55 0.1793167),
(1 0.06767907),(2 0.07894295),(3 0.091595754),(4 0.088821754),(5 0.10336867),(6 0.101958014),(7 0.114010625),(8 0.11543051),(9 0.11974228),(10 0.12194012),(11 0.1244881),(12 0.12575889),(13 0.12696828),(14 0.124151036),(15 0.12848194),(16 0.12831394),(17 0.1310517),(18 0.12749086),(19 0.12999912),(20 0.13212992),(21 0.13381353),(22 0.13073623),(23 0.12837183),(24 0.12565017),(25 0.12669928),(26 0.1224358),(27 0.11961513),(28 0.12102847),(29 0.12489645),(30 0.12830907),(31 0.13119331),(32 0.1314001),(33 0.13248543),(34 0.12687893),(35 0.13637273),(36 0.13410655),(37 0.13547756),(38 0.13501395),(39 0.14451802),(40 0.13957673),(41 0.1478984),(42 0.14630751),(43 0.1478813),(44 0.15058428),(45 0.1465788),(46 0.14232004),(47 0.14739195),(48 0.15103671),(49 0.14622469),(50 0.14698029),(51 0.1493482),(52 0.14411138),(53 0.14572088),(54 0.15042838),(55 0.15047692),
(1 0.053536184),(2 0.0632393),(3 0.07546441),(4 0.0749676),(5 0.08505964),(6 0.08809602),(7 0.096139684),(8 0.09999753),(9 0.102734506),(10 0.10475215),(11 0.10621134),(12 0.10731553),(13 0.10855901),(14 0.107996054),(15 0.11050072),(16 0.11001825),(17 0.11182339),(18 0.11042472),(19 0.11194115),(20 0.11475707),(21 0.11488414),(22 0.11271009),(23 0.11218467),(24 0.1078268),(25 0.10470926),(26 0.10122786),(27 0.103886954),(28 0.10596845),(29 0.10786888),(30 0.11110418),(31 0.11114515),(32 0.11001717),(33 0.11085968),(34 0.10774743),(35 0.113865964),(36 0.11294505),(37 0.115161546),(38 0.11398445),(39 0.12170942),(40 0.11993217),(41 0.12522012),(42 0.1256532),(43 0.12873493),(44 0.12818721),(45 0.12716544),(46 0.12335649),(47 0.12567785),(48 0.12646031),(49 0.12894031),(50 0.123258606),(51 0.12561733),(52 0.12359917),(53 0.12265008),(54 0.1271668),(55 0.12711388),
(1 0.044160258),(2 0.053088382),(3 0.062554084),(4 0.06603546),(5 0.072780944),(6 0.07682356),(7 0.08087438),(8 0.085393034),(9 0.08710898),(10 0.089496434),(11 0.09271798),(12 0.093681335),(13 0.092035085),(14 0.09113507),(15 0.09485925),(16 0.09503373),(17 0.09626919),(18 0.09328874),(19 0.09428646),(20 0.09743519),(21 0.09686883),(22 0.09491676),(23 0.095088944),(24 0.09232283),(25 0.08999351),(26 0.088454306),(27 0.08895858),(28 0.09243989),(29 0.09258463),(30 0.0954928),(31 0.09518424),(32 0.09527962),(33 0.09597332),(34 0.094102226),(35 0.098489664),(36 0.0977688),(37 0.10060989),(38 0.09942138),(39 0.104005754),(40 0.103485666),(41 0.10624334),(42 0.1074258),(43 0.11024323),(44 0.110121116),(45 0.10908683),(46 0.10660309),(47 0.10938032),(48 0.11047514),(49 0.11117692),(50 0.10931361),(51 0.10980156),(52 0.107291155),(53 0.10677823),(54 0.108545974),(55 0.1085065),
(1 0.03773208),(2 0.04791645),(3 0.054059666),(4 0.05831391),(5 0.06322642),(6 0.06613528),(7 0.07253624),(8 0.075803764),(9 0.07795554),(10 0.08133999),(11 0.08239997),(12 0.083781466),(13 0.08438649),(14 0.08239939),(15 0.08538016),(16 0.086466245),(17 0.08838258),(18 0.08464906),(19 0.08489713),(20 0.08803493),(21 0.08806178),(22 0.08565956),(23 0.08590085),(24 0.08312579),(25 0.081500344),(26 0.08085326),(27 0.07945232),(28 0.08217685),(29 0.08356798),(30 0.08505547),(31 0.085808),(32 0.085413374),(33 0.08467951),(34 0.08295378),(35 0.08942163),(36 0.08906998),(37 0.08814187),(38 0.08864154),(39 0.0927526),(40 0.092428625),(41 0.09598181),(42 0.096234776),(43 0.09777751),(44 0.09966888),(45 0.09724271),(46 0.095720924),(47 0.09873023),(48 0.10006363),(49 0.09812885),(50 0.098223016),(51 0.09818972),(52 0.0966079),(53 0.09668045),(54 0.09845232),(55 0.098435484),
(1 0.031165864),(2 0.041209515),(3 0.044827893),(4 0.048941787),(5 0.054620836),(6 0.058050632),(7 0.06256251),(8 0.06588927),(9 0.06929896),(10 0.07213906),(11 0.072664455),(12 0.0723489),(13 0.07301993),(14 0.07263606),(15 0.07562922),(16 0.07547008),(17 0.07740145),(18 0.075346276),(19 0.07588969),(20 0.07896217),(21 0.077425174),(22 0.074367024),(23 0.07525702),(24 0.074236065),(25 0.07290835),(26 0.07074458),(27 0.07052574),(28 0.072880276),(29 0.07461722),(30 0.07598723),(31 0.07548507),(32 0.075175166),(33 0.07542686),(34 0.07374937),(35 0.07839764),(36 0.07791579),(37 0.07867183),(38 0.078317724),(39 0.082392275),(40 0.08135495),(41 0.08559229),(42 0.08660185),(43 0.08855165),(44 0.087043725),(45 0.08729605),(46 0.08456503),(47 0.08791437),(48 0.08777697),(49 0.08872583),(50 0.085676335),(51 0.08733554),(52 0.08486823),(53 0.08507613),(54 0.08656885),(55 0.0865954),
(1 0.026121747),(2 0.03699104),(3 0.040250327),(4 0.042535484),(5 0.049141865),(6 0.051022284),(7 0.056140237),(8 0.05986891),(9 0.06284192),(10 0.064162284),(11 0.06524765),(12 0.06479875),(13 0.06596346),(14 0.06608973),(15 0.06783087),(16 0.06666846),(17 0.07067643),(18 0.06864217),(19 0.06958775),(20 0.070327975),(21 0.07081245),(22 0.06842206),(23 0.06791269),(24 0.066247664),(25 0.06559497),(26 0.06399108),(27 0.064123146),(28 0.06542544),(29 0.06748138),(30 0.068157),(31 0.06857445),(32 0.06735954),(33 0.06771112),(34 0.066319846),(35 0.070270695),(36 0.06963907),(37 0.07046445),(38 0.07104575),(39 0.07403186),(40 0.07369531),(41 0.07797568),(42 0.078937516),(43 0.08031272),(44 0.07885648),(45 0.07956475),(46 0.078135334),(47 0.07978089),(48 0.08014027),(49 0.08055377),(50 0.07887022),(51 0.07934188),(52 0.07772436),(53 0.076785974),(54 0.07802773),(55 0.078044556),
(1 0.025099192),(2 0.035503518),(3 0.038209077),(4 0.041516386),(5 0.047168724),(6 0.049489867),(7 0.053221732),(8 0.05767695),(9 0.059570808),(10 0.061722834),(11 0.06255523),(12 0.062628634),(13 0.0629158),(14 0.06348007),(15 0.064385265),(16 0.06449191),(17 0.06769107),(18 0.066516034),(19 0.0665444),(20 0.067947276),(21 0.06788277),(22 0.066595994),(23 0.06580694),(24 0.064026766),(25 0.06336494),(26 0.06288806),(27 0.061881907),(28 0.06296021),(29 0.064792775),(30 0.06585733),(31 0.06657489),(32 0.06491987),(33 0.06437485),(34 0.06386738),(35 0.06779884),(36 0.06726652),(37 0.06664791),(38 0.06733526),(39 0.070650674),(40 0.07123934),(41 0.0734799),(42 0.075179994),(43 0.07620635),(44 0.0766209),(45 0.076053955),(46 0.07525832),(47 0.076194696),(48 0.07771273),(49 0.07661686),(50 0.07625598),(51 0.07628907),(52 0.074974686),(53 0.07361732),(54 0.07634044),(55 0.0763496),
(1 0.02162118),(2 0.030297073),(3 0.03366103),(4 0.03727799),(5 0.04036447),(6 0.04524299),(7 0.04802866),(8 0.0520695),(9 0.05372924),(10 0.056599136),(11 0.05650228),(12 0.0572795),(13 0.057153624),(14 0.05800521),(15 0.05951703),(16 0.060526572),(17 0.062016174),(18 0.060886703),(19 0.060948737),(20 0.062189158),(21 0.06232351),(22 0.06087808),(23 0.06024577),(24 0.05837535),(25 0.057250854),(26 0.056676),(27 0.056079928),(28 0.057222504),(29 0.059107546),(30 0.060624007),(31 0.060772646),(32 0.05925289),(33 0.058806427),(34 0.058908567),(35 0.061074078),(36 0.061475396),(37 0.060380805),(38 0.061033588),(39 0.06422082),(40 0.064628355),(41 0.06735538),(42 0.06827932),(43 0.07036207),(44 0.070211865),(45 0.069522105),(46 0.06849473),(47 0.07013414),(48 0.07192979),(49 0.06986277),(50 0.06991646),(51 0.0691102),(52 0.0684348),(53 0.06662897),(54 0.06966467),(55 0.06966302),
(1 0.020413293),(2 0.028929591),(3 0.031941038),(4 0.03521547),(5 0.039922856),(6 0.042715),(7 0.04571347),(8 0.04991231),(9 0.05140989),(10 0.053630944),(11 0.05398051),(12 0.054816507),(13 0.05505949),(14 0.055027626),(15 0.057133272),(16 0.05808022),(17 0.058291424),(18 0.05860842),(19 0.05787832),(20 0.058569595),(21 0.058289655),(22 0.056647647),(23 0.05666818),(24 0.056139935),(25 0.053886544),(26 0.052669507),(27 0.05290144),(28 0.05398589),(29 0.055627495),(30 0.056940917),(31 0.05659732),(32 0.056354403),(33 0.05599534),(34 0.055036347),(35 0.0571574),(36 0.057646506),(37 0.05725895),(38 0.057548977),(39 0.06033038),(40 0.060437635),(41 0.06350183),(42 0.06423913),(43 0.065216586),(44 0.06675662),(45 0.065296136),(46 0.064598605),(47 0.066185325),(48 0.06778195),(49 0.066177234),(50 0.06580254),(51 0.06570285),(52 0.06515808),(53 0.063786834),(54 0.06615112),(55 0.066157945),
(1 0.021212306),(2 0.028220652),(3 0.031022154),(4 0.03438832),(5 0.03847265),(6 0.04173936),(7 0.04483763),(8 0.049389787),(9 0.05043861),(10 0.05226704),(11 0.052951977),(12 0.053350057),(13 0.054038417),(14 0.053803448),(15 0.055788063),(16 0.05576111),(17 0.056782596),(18 0.057254273),(19 0.05704642),(20 0.058089014),(21 0.05737324),(22 0.05629221),(23 0.056105234),(24 0.055252023),(25 0.05302302),(26 0.052387778),(27 0.05217546),(28 0.052792978),(29 0.05387579),(30 0.05467053),(31 0.05506627),(32 0.05444744),(33 0.054483607),(34 0.05405642),(35 0.055893783),(36 0.056293417),(37 0.055885278),(38 0.05590448),(39 0.059013586),(40 0.059507795),(41 0.061837982),(42 0.06290328),(43 0.064296424),(44 0.06472952),(45 0.064289816),(46 0.06324705),(47 0.064810425),(48 0.06631685),(49 0.065045565),(50 0.064990565),(51 0.06456066),(52 0.06390984),(53 0.0626591),(54 0.06422819),(55 0.064207785),
(1 0.01985845),(2 0.02605962),(3 0.030093282),(4 0.033648297),(5 0.03720806),(6 0.039569587),(7 0.042699028),(8 0.046408497),(9 0.047144603),(10 0.04944471),(11 0.049968325),(12 0.050767988),(13 0.05097363),(14 0.05145254),(15 0.052390207),(16 0.052909553),(17 0.054103468),(18 0.054012295),(19 0.053930566),(20 0.05516263),(21 0.054439336),(22 0.053089313),(23 0.05246705),(24 0.051855054),(25 0.05019314),(26 0.049246296),(27 0.04901816),(28 0.05067166),(29 0.051162284),(30 0.052625217),(31 0.05304642),(32 0.052600175),(33 0.052170143),(34 0.051225208),(35 0.052843872),(36 0.05361115),(37 0.052876145),(38 0.053611502),(39 0.056367844),(40 0.05682631),(41 0.058847796),(42 0.06043911),(43 0.06203543),(44 0.061634194),(45 0.060858436),(46 0.060301036),(47 0.06121008),(48 0.06277194),(49 0.061597053),(50 0.06165298),(51 0.060862776),(52 0.060778208),(53 0.059486978),(54 0.061269023),(55 0.061265986),
(1 0.017536005),(2 0.02343148),(3 0.02679588),(4 0.030161161),(5 0.03307788),(6 0.03589717),(7 0.03941526),(8 0.042335156),(9 0.04401834),(10 0.046298906),(11 0.046539035),(12 0.047834586),(13 0.047458645),(14 0.048386853),(15 0.04919743),(16 0.049547564),(17 0.05124339),(18 0.05058732),(19 0.050582528),(20 0.0515094),(21 0.050239738),(22 0.049809568),(23 0.048847772),(24 0.047660876),(25 0.046949446),(26 0.045802068),(27 0.045790497),(28 0.04765497),(29 0.048247516),(30 0.04934523),(31 0.049949713),(32 0.04988655),(33 0.04883839),(34 0.047972936),(35 0.04954459),(36 0.050473794),(37 0.049476456),(38 0.050383892),(39 0.052898377),(40 0.053043123),(41 0.055317577),(42 0.05652527),(43 0.05841123),(44 0.05797735),(45 0.057681616),(46 0.056787018),(47 0.057602596),(48 0.059104536),(49 0.058220994),(50 0.05788715),(51 0.057235327),(52 0.05677991),(53 0.0556711),(54 0.05698893),(55 0.0570043),
