1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 1.198046),(2 2.95355),(3 5.63914),(4 8.736124),(5 12.124172),(6 14.95787),(7 18.49947),(8 21.826717),(9 24.419632),(10 26.206202),(11 28.03283),(12 30.186169),(13 31.412222),(14 32.913246),(15 34.408657),(16 35.56235),(17 36.445236),(18 36.6596),(19 36.015312),(20 35.451332),(21 34.970524),(22 34.788754),(23 34.591602),(24 34.358406),(25 34.44248),(26 34.787453),(27 35.187206),(28 35.902657),(29 36.572548),(30 36.79151),(31 37.68282),(32 38.160767),(33 38.51511),(34 39.22115),(35 40.045708),(36 40.267284),(37 40.99076),(38 41.047672),(39 41.86335),(40 42.18181),(41 42.537006),(42 42.691296),(43 42.82569),(44 42.9186),(45 43.17688),(46 42.81035),(47 42.736275),(48 42.93961),(49 43.08802),(50 43.295113),(51 43.691685),(52 44.11989),(53 44.707195),(54 45.269955),(55 45.267773),
(1 0.4210841),(2 0.63775545),(3 0.6389448),(4 0.67507166),(5 0.73516136),(6 0.6065666),(7 0.6011582),(8 0.60271907),(9 0.6182565),(10 0.6117763),(11 0.629044),(12 0.6349377),(13 0.6409812),(14 0.6137344),(15 0.61464995),(16 0.6212364),(17 0.6435536),(18 0.6332957),(19 0.648474),(20 0.67057645),(21 0.684164),(22 0.6791589),(23 0.69849366),(24 0.67990595),(25 0.6859223),(26 0.66570073),(27 0.6779854),(28 0.67333555),(29 0.68417585),(30 0.6553023),(31 0.67206395),(32 0.6555694),(33 0.66791403),(34 0.63713545),(35 0.7151447),(36 0.71008027),(37 0.7143697),(38 0.7099895),(39 0.73528486),(40 0.71510404),(41 0.6911657),(42 0.6755789),(43 0.68975097),(44 0.707699),(45 0.73728645),(46 0.7120552),(47 0.70506555),(48 0.67076147),(49 0.6749213),(50 0.6993023),(51 0.70888275),(52 0.6859314),(53 0.6912637),(54 0.6873034),(55 0.68750584),
(1 0.32244155),(2 0.47662118),(3 0.4622264),(4 0.49912164),(5 0.5273389),(6 0.4367067),(7 0.45840898),(8 0.44885078),(9 0.46581626),(10 0.4695265),(11 0.47021756),(12 0.45933634),(13 0.4694783),(14 0.44627696),(15 0.45938408),(16 0.47359392),(17 0.47566482),(18 0.4727919),(19 0.4738801),(20 0.50658995),(21 0.5171656),(22 0.50626564),(23 0.5220611),(24 0.5088946),(25 0.5091798),(26 0.48537633),(27 0.4952534),(28 0.50881207),(29 0.51835227),(30 0.5032657),(31 0.5012797),(32 0.495184),(33 0.50584495),(34 0.4924723),(35 0.5526385),(36 0.5463654),(37 0.53979385),(38 0.53627914),(39 0.53018486),(40 0.5183568),(41 0.5344634),(42 0.5299077),(43 0.5429322),(44 0.5402845),(45 0.5427006),(46 0.5264659),(47 0.53196055),(48 0.5149797),(49 0.51400465),(50 0.52239776),(51 0.53428614),(52 0.5232004),(53 0.5150419),(54 0.5126931),(55 0.5130302),
(1 0.24974333),(2 0.34115142),(3 0.33478713),(4 0.3563789),(5 0.36038536),(6 0.3178314),(7 0.3477262),(8 0.3307856),(9 0.3470487),(10 0.34699908),(11 0.34417456),(12 0.34729585),(13 0.3505545),(14 0.33676687),(15 0.3476033),(16 0.35058138),(17 0.36019433),(18 0.36499596),(19 0.36843237),(20 0.3761061),(21 0.3834626),(22 0.369092),(23 0.38073188),(24 0.37654936),(25 0.3790495),(26 0.37014624),(27 0.38986492),(28 0.37692666),(29 0.3804172),(30 0.37204018),(31 0.37295333),(32 0.3652221),(33 0.37737077),(34 0.36056828),(35 0.40035206),(36 0.38876405),(37 0.40706125),(38 0.3945042),(39 0.40535077),(40 0.40524462),(41 0.40552133),(42 0.40257025),(43 0.3954812),(44 0.39590043),(45 0.40860572),(46 0.39834958),(47 0.40280578),(48 0.38602728),(49 0.38714793),(50 0.3937011),(51 0.39886358),(52 0.37984312),(53 0.38861245),(54 0.39447868),(55 0.39460897),
(1 0.19271189),(2 0.248526),(3 0.24986234),(4 0.25171977),(5 0.26338923),(6 0.24943328),(7 0.2626676),(8 0.251802),(9 0.25982305),(10 0.2591057),(11 0.25668764),(12 0.2625768),(13 0.2652373),(14 0.26093408),(15 0.26563987),(16 0.2702853),(17 0.2706076),(18 0.2686136),(19 0.27068436),(20 0.2883052),(21 0.29521266),(22 0.29187322),(23 0.29929206),(24 0.2931793),(25 0.29227647),(26 0.2804336),(27 0.29149806),(28 0.2891447),(29 0.29133385),(30 0.28467974),(31 0.28452563),(32 0.28220394),(33 0.28857768),(34 0.28168222),(35 0.3165716),(36 0.31176823),(37 0.31822854),(38 0.30760992),(39 0.31496248),(40 0.30436015),(41 0.3125135),(42 0.30851305),(43 0.31091443),(44 0.3136345),(45 0.31600934),(46 0.3037222),(47 0.30872673),(48 0.30613437),(49 0.3025276),(50 0.30371457),(51 0.3091405),(52 0.30071655),(53 0.3023243),(54 0.30051482),(55 0.30051437),
(1 0.16601123),(2 0.19071704),(3 0.19958708),(4 0.18818718),(5 0.20845737),(6 0.20174728),(7 0.20768295),(8 0.20611396),(9 0.21243685),(10 0.20751303),(11 0.20690711),(12 0.20749742),(13 0.2084635),(14 0.2120007),(15 0.21504939),(16 0.21525928),(17 0.21953359),(18 0.21783319),(19 0.21927847),(20 0.22569962),(21 0.23304108),(22 0.2268207),(23 0.2411319),(24 0.232361),(25 0.23561536),(26 0.2274147),(27 0.23435411),(28 0.23313859),(29 0.23356882),(30 0.2285545),(31 0.22583425),(32 0.23064801),(33 0.23570296),(34 0.22338042),(35 0.25192246),(36 0.24344939),(37 0.25255036),(38 0.24755497),(39 0.2592),(40 0.25262913),(41 0.25172442),(42 0.24774328),(43 0.24851887),(44 0.25344455),(45 0.2625979),(46 0.2486147),(47 0.24642745),(48 0.24176688),(49 0.24501868),(50 0.24479587),(51 0.24565306),(52 0.23973665),(53 0.24420486),(54 0.2476482),(55 0.24769086),
(1 0.13532612),(2 0.14723252),(3 0.16205001),(4 0.14711882),(5 0.17195417),(6 0.15962288),(7 0.16770343),(8 0.17015986),(9 0.17036913),(10 0.17096432),(11 0.16842206),(12 0.17414612),(13 0.17530592),(14 0.17577179),(15 0.17684075),(16 0.17800912),(17 0.17734118),(18 0.17643782),(19 0.17613265),(20 0.18570201),(21 0.19341122),(22 0.19318993),(23 0.19934744),(24 0.19475685),(25 0.19084609),(26 0.18413281),(27 0.19188511),(28 0.18949641),(29 0.19374536),(30 0.18655571),(31 0.18993144),(32 0.18639122),(33 0.19233066),(34 0.18245131),(35 0.2088724),(36 0.20389202),(37 0.21112272),(38 0.20106916),(39 0.2092651),(40 0.20877028),(41 0.20974334),(42 0.20420757),(43 0.20496573),(44 0.21251951),(45 0.21946858),(46 0.20616426),(47 0.2078374),(48 0.2049754),(49 0.20460482),(50 0.20492217),(51 0.20452099),(52 0.2006248),(53 0.20619242),(54 0.20944959),(55 0.20949465),
(1 0.104799815),(2 0.11516402),(3 0.12802714),(4 0.11694851),(5 0.13691004),(6 0.12745912),(7 0.13915367),(8 0.13475622),(9 0.13987306),(10 0.13468887),(11 0.13646735),(12 0.13935351),(13 0.14216685),(14 0.14361767),(15 0.14597447),(16 0.14447176),(17 0.1446787),(18 0.14471152),(19 0.1473122),(20 0.15194891),(21 0.15299404),(22 0.15214385),(23 0.15786718),(24 0.1561091),(25 0.1557431),(26 0.15226182),(27 0.15626079),(28 0.1518355),(29 0.15222166),(30 0.15098861),(31 0.15541552),(32 0.15533179),(33 0.1579012),(34 0.15045138),(35 0.16984321),(36 0.16525674),(37 0.16885814),(38 0.16348627),(39 0.17303416),(40 0.17194389),(41 0.16798031),(42 0.1642119),(43 0.1681085),(44 0.1746707),(45 0.17796195),(46 0.16567121),(47 0.16571324),(48 0.16474088),(49 0.16832405),(50 0.16559069),(51 0.16565712),(52 0.16696364),(53 0.16701786),(54 0.16608173),(55 0.1661068),
(1 0.08246199),(2 0.08874467),(3 0.10350561),(4 0.09421835),(5 0.11282956),(6 0.104564026),(7 0.11413291),(8 0.11170445),(9 0.11598913),(10 0.11171674),(11 0.11293642),(12 0.11684164),(13 0.11893812),(14 0.11946669),(15 0.117302775),(16 0.11829496),(17 0.117291406),(18 0.1217906),(19 0.12144829),(20 0.12617315),(21 0.12862936),(22 0.12717173),(23 0.13023779),(24 0.12846825),(25 0.12746976),(26 0.12475105),(27 0.13056368),(28 0.12622896),(29 0.12887345),(30 0.12461721),(31 0.12716477),(32 0.1254673),(33 0.12780431),(34 0.124479525),(35 0.13898359),(36 0.13731508),(37 0.13872558),(38 0.13810313),(39 0.14421394),(40 0.1419793),(41 0.14094858),(42 0.13954163),(43 0.14185125),(44 0.14411974),(45 0.14591508),(46 0.14079526),(47 0.14197402),(48 0.1405036),(49 0.13795555),(50 0.1404771),(51 0.14223237),(52 0.13699853),(53 0.14104773),(54 0.1440145),(55 0.14401715),
(1 0.06579097),(2 0.07449908),(3 0.08613944),(4 0.08455454),(5 0.09131713),(6 0.08965424),(7 0.09691575),(8 0.09353989),(9 0.095437005),(10 0.09680486),(11 0.09756869),(12 0.101182036),(13 0.10247329),(14 0.10178839),(15 0.10093469),(16 0.102239355),(17 0.10186864),(18 0.102786355),(19 0.10555467),(20 0.10694692),(21 0.1090393),(22 0.10834874),(23 0.1118394),(24 0.108064055),(25 0.10822293),(26 0.10621886),(27 0.110332124),(28 0.10629462),(29 0.10828927),(30 0.106682956),(31 0.10789582),(32 0.10710285),(33 0.10949151),(34 0.10573807),(35 0.11844396),(36 0.116491474),(37 0.1194599),(38 0.117051),(39 0.12206143),(40 0.1209446),(41 0.119990945),(42 0.11789915),(43 0.12028709),(44 0.12170962),(45 0.12623766),(46 0.11952508),(47 0.121100634),(48 0.11777364),(49 0.1196359),(50 0.12049514),(51 0.120722875),(52 0.119641595),(53 0.12071658),(54 0.12039616),(55 0.12044801),
(1 0.057960436),(2 0.06526296),(3 0.07647429),(4 0.0758945),(5 0.08029235),(6 0.08194977),(7 0.085668735),(8 0.08320634),(9 0.085712984),(10 0.08637503),(11 0.08724689),(12 0.091133095),(13 0.09211525),(14 0.09022218),(15 0.08891413),(16 0.08964824),(17 0.09082291),(18 0.09475522),(19 0.09242608),(20 0.09649363),(21 0.09786092),(22 0.0955306),(23 0.09921051),(24 0.09788901),(25 0.09797921),(26 0.09608372),(27 0.09759015),(28 0.096808694),(29 0.097278826),(30 0.096534126),(31 0.09671229),(32 0.09625776),(33 0.09737156),(34 0.09529567),(35 0.10622371),(36 0.10568781),(37 0.108529784),(38 0.10706423),(39 0.11051845),(40 0.10885587),(41 0.107074685),(42 0.106551684),(43 0.10864763),(44 0.11112712),(45 0.112283476),(46 0.106842406),(47 0.108291596),(48 0.10815073),(49 0.1079563),(50 0.10645879),(51 0.108417206),(52 0.107073784),(53 0.10825537),(54 0.11018432),(55 0.11023442),
(1 0.04511396),(2 0.053755436),(3 0.06166636),(4 0.06379949),(5 0.067356706),(6 0.06876883),(7 0.07132365),(8 0.07162064),(9 0.073353566),(10 0.07494112),(11 0.074697085),(12 0.07765542),(13 0.078454725),(14 0.07806574),(15 0.07671656),(16 0.077511705),(17 0.079241864),(18 0.07943939),(19 0.08067758),(20 0.082007274),(21 0.08470204),(22 0.08408469),(23 0.08453983),(24 0.08389831),(25 0.082863994),(26 0.08210738),(27 0.08421106),(28 0.08171367),(29 0.083131485),(30 0.08215058),(31 0.082230166),(32 0.08248866),(33 0.0829479),(34 0.08055523),(35 0.09010587),(36 0.09002235),(37 0.09177404),(38 0.090077065),(39 0.094361804),(40 0.09294482),(41 0.09215689),(42 0.09289028),(43 0.09462451),(44 0.09530788),(45 0.09647442),(46 0.09250876),(47 0.09328152),(48 0.09359863),(49 0.09362698),(50 0.09393053),(51 0.09476399),(52 0.09336531),(53 0.093386106),(54 0.094537705),(55 0.09455391),
(1 0.038965575),(2 0.046959244),(3 0.05437065),(4 0.056585006),(5 0.059472624),(6 0.06155671),(7 0.064140074),(8 0.06356474),(9 0.06596804),(10 0.06689467),(11 0.068108104),(12 0.07074604),(13 0.07073706),(14 0.070126474),(15 0.07053148),(16 0.0706326),(17 0.0710763),(18 0.07321583),(19 0.07269109),(20 0.075713314),(21 0.076400176),(22 0.07519051),(23 0.077732295),(24 0.076753736),(25 0.0759536),(26 0.073480755),(27 0.07512076),(28 0.074103296),(29 0.07579133),(30 0.07503017),(31 0.07515546),(32 0.07539534),(33 0.07444971),(34 0.07308537),(35 0.08104472),(36 0.08179161),(37 0.08458745),(38 0.08298882),(39 0.08545541),(40 0.08433821),(41 0.08487084),(42 0.08405758),(43 0.08459653),(44 0.08737919),(45 0.08886044),(46 0.085310265),(47 0.08611985),(48 0.08499188),(49 0.08380264),(50 0.0849191),(51 0.085041106),(52 0.08384993),(53 0.085469894),(54 0.086024106),(55 0.08607751),
(1 0.0369211),(2 0.046170495),(3 0.051347196),(4 0.053416844),(5 0.056788325),(6 0.05892488),(7 0.06182584),(8 0.061874878),(9 0.063817695),(10 0.06435269),(11 0.0650073),(12 0.066307686),(13 0.067623265),(14 0.06763496),(15 0.06719431),(16 0.067669116),(17 0.06843078),(18 0.06916848),(19 0.069018595),(20 0.07147816),(21 0.073094875),(22 0.071950205),(23 0.07350443),(24 0.07294959),(25 0.07130375),(26 0.070560426),(27 0.07195958),(28 0.07076702),(29 0.071407534),(30 0.07201791),(31 0.0717152),(32 0.070599735),(33 0.071251266),(34 0.06945238),(35 0.07722079),(36 0.07701315),(37 0.07923752),(38 0.07755172),(39 0.08073406),(40 0.0806813),(41 0.07970603),(42 0.07993237),(43 0.082023114),(44 0.083021715),(45 0.08415038),(46 0.081215136),(47 0.08188471),(48 0.08111269),(49 0.080976374),(50 0.081757486),(51 0.08218799),(52 0.08124411),(53 0.08223433),(54 0.0822038),(55 0.08219814),
(1 0.033555843),(2 0.04233531),(3 0.046830054),(4 0.049191605),(5 0.054667223),(6 0.054709014),(7 0.058369435),(8 0.05777224),(9 0.059505634),(10 0.06018714),(11 0.060914867),(12 0.06168405),(13 0.06273089),(14 0.06243898),(15 0.062210314),(16 0.06339197),(17 0.063451655),(18 0.06458156),(19 0.064516835),(20 0.067817345),(21 0.06853958),(22 0.067860164),(23 0.06952001),(24 0.06837344),(25 0.06716667),(26 0.065401115),(27 0.066812),(28 0.06650852),(29 0.06661267),(30 0.065934554),(31 0.06596291),(32 0.066431314),(33 0.06673698),(34 0.065362714),(35 0.07170158),(36 0.07165084),(37 0.072657205),(38 0.07253904),(39 0.0745098),(40 0.07448939),(41 0.07486792),(42 0.07483044),(43 0.07609093),(44 0.07745589),(45 0.078718275),(46 0.07573942),(47 0.07635459),(48 0.075594425),(49 0.07454093),(50 0.07584474),(51 0.07615738),(52 0.075357325),(53 0.07588485),(54 0.07650899),(55 0.07650431),
(1 0.028900776),(2 0.038030244),(3 0.0418017),(4 0.043866888),(5 0.049356196),(6 0.0502207),(7 0.052360304),(8 0.05282881),(9 0.054522503),(10 0.05478884),(11 0.055362888),(12 0.05715843),(13 0.057208028),(14 0.057539526),(15 0.057556868),(16 0.05827283),(17 0.058611948),(18 0.059635926),(19 0.059271228),(20 0.0610573),(21 0.06253526),(22 0.061768003),(23 0.06345579),(24 0.062466472),(25 0.060504884),(26 0.060251597),(27 0.061507765),(28 0.060551792),(29 0.060885493),(30 0.061278854),(31 0.061294444),(32 0.06016842),(33 0.06094015),(34 0.059982836),(35 0.06494849),(36 0.06538097),(37 0.06741475),(38 0.06690145),(39 0.06887653),(40 0.06846696),(41 0.06826289),(42 0.06903338),(43 0.06988932),(44 0.07130874),(45 0.07213134),(46 0.06986375),(47 0.07025833),(48 0.069882885),(49 0.06981505),(50 0.07047922),(51 0.070858054),(52 0.06946062),(53 0.07052512),(54 0.070770934),(55 0.07069614),
