1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 79376.77),(2 189398.47),(3 260202.3),(4 323580.44),(5 379698.13),(6 409724.9),(7 416184.25),(8 408727.88),(9 396476.16),(10 393959.2),(11 398714.66),(12 409474.9),(13 420490.75),(14 429808.22),(15 444397.22),(16 453576.22),(17 450845.75),(18 448203.78),(19 454149.6),(20 466123.72),(21 478208.9),(22 487361.13),(23 496807.38),(24 506621.06),(25 507342.4),(26 506110.88),(27 506023.56),(28 509927.9),(29 514761),(30 529215),(31 532617.25),(32 538389.5),(33 546097.6),(34 545011.8),(35 548484.6),(36 538144.4),(37 528810.25),(38 524689.25),(39 509527.16),(40 497305.9),(41 493456.8),(42 492675.84),(43 498853.8),(44 509448.97),(45 513614.4),(46 510857),(47 513499.03),(48 523521.8),(49 533431.9),(50 537037.44),(51 540555.25),(52 545822),(53 540928.44),(54 535487.6),(55 536993.5),(56 536725.75),(57 538092.06),(58 538636.94),(59 542510),(60 552269.9),(61 559337.3),(62 561177.7),(63 559886.44),(64 558118.4),(65 564326.75),(66 565558.7),(67 548032.06),(68 525537.5),(69 509113.75),(70 491963.84),(71 478881.66),(72 485627.2),(73 505675.16),(74 515348.22),(75 520091.4),(76 528571.9),(77 527251.56),(78 520894.4),(79 524200.16),
(1 83651.68),(2 199540.6),(3 276404.06),(4 345830.1),(5 401685.22),(6 429845.63),(7 427497.78),(8 410588.8),(9 395425.7),(10 393983.3),(11 399561.5),(12 413263.3),(13 421991.34),(14 433178.66),(15 441918),(16 448959.3),(17 453660.44),(18 457355.25),(19 466835.84),(20 476003.03),(21 489571.1),(22 489749.84),(23 491224.44),(24 497834.7),(25 497675.72),(26 494433.84),(27 499952.6),(28 511167.13),(29 520022.97),(30 529047),(31 541286.7),(32 551741),(33 555141.06),(34 558539.44),(35 548837.06),(36 543259.56),(37 540188.4),(38 534694.7),(39 525794.3),(40 522268.9),(41 527415.9),(42 526022.7),(43 526638.94),(44 520158.06),(45 513970.16),(46 515985.94),(47 517043.63),(48 520931.72),(49 531633.5),(50 541204.3),(51 546968.44),(52 549099.8),(53 547727.25),(54 540185.2),(55 531372.8),(56 534909.56),(57 545265.4),(58 548101.8),(59 547809.06),(60 548916.6),(61 550781.56),(62 547973),(63 538180.2),(64 532597.6),(65 539456.4),(66 540869.2),(67 524509.94),(68 506563.25),(69 498001.25),(70 485409.4),(71 468993.9),(72 475978.97),(73 489639.7),(74 488975.78),(75 493321.4),(76 507741.94),(77 509988.66),(78 503420.9),(79 502335.56),
(1 79243.89),(2 184018.83),(3 252278.89),(4 315393.4),(5 371839.03),(6 404408),(7 407048.34),(8 396362.06),(9 382029.56),(10 374791.84),(11 379580.56),(12 386256.28),(13 392060),(14 395354.03),(15 405309.56),(16 411124.1),(17 410629.4),(18 408347.2),(19 417759.97),(20 431681.63),(21 445172.88),(22 449781),(23 459482.72),(24 464445.8),(25 457972.56),(26 451081.47),(27 444745.88),(28 438982.34),(29 441278.03),(30 450413),(31 459062.53),(32 466573.66),(33 467889.22),(34 473300.75),(35 479806.53),(36 476247.13),(37 472788.34),(38 475822.47),(39 477691.4),(40 478418.13),(41 487579.1),(42 488465.13),(43 480855.44),(44 478863.5),(45 473938.88),(46 470247.53),(47 478671.34),(48 492455.34),(49 503788.75),(50 513359.03),(51 516385.56),(52 519383.8),(53 513389.66),(54 508914.78),(55 511968.8),(56 520794.6),(57 531324.94),(58 534333.4),(59 534027.9),(60 536276.94),(61 529966.56),(62 529663.3),(63 526823.94),(64 518454.7),(65 523317.72),(66 531128.7),(67 522077.28),(68 511651.44),(69 504368),(70 496055.7),(71 486018.6),(72 490473.72),(73 498311.94),(74 491269.94),(75 485697.06),(76 492982.47),(77 491162.2),(78 483398.34),(79 484872),
(1 76764.836),(2 174071.66),(3 235112.73),(4 296665.47),(5 352313.72),(6 385958.06),(7 395601.47),(8 391446.84),(9 378276.6),(10 368803.44),(11 366598.22),(12 374679.78),(13 379280.78),(14 387451.2),(15 396672.84),(16 395327.47),(17 393798.78),(18 390705.78),(19 399009.8),(20 415071.47),(21 430389.7),(22 434063.75),(23 442331.47),(24 452342.28),(25 447711.72),(26 442646.75),(27 445463.4),(28 448196.53),(29 445232),(30 447933.7),(31 453307.56),(32 464693.53),(33 466736.5),(34 469570.72),(35 472009.38),(36 478141.03),(37 484824.66),(38 482528.06),(39 482805.34),(40 494771.22),(41 489471.75),(42 479346.53),(43 471393.47),(44 460946.72),(45 456685.8),(46 451900.28),(47 442284.7),(48 450052.5),(49 470601),(50 485107.75),(51 488926.72),(52 487441.47),(53 484684.1),(54 484547.5),(55 488042.38),(56 492079.16),(57 499791.75),(58 505179.6),(59 505360.88),(60 508327.9),(61 510443.16),(62 507624.66),(63 497531.72),(64 485538.63),(65 480715.16),(66 478815.47),(67 470395.84),(68 460728.25),(69 453324.25),(70 441231.13),(71 432295.22),(72 434910.53),(73 439368.06),(74 430390.22),(75 428733.25),(76 435524.84),(77 433038.38),(78 424222.9),(79 420901.47),
(1 72564.13),(2 163570.3),(3 220388.25),(4 278886.13),(5 326274.9),(6 352839.84),(7 357533.6),(8 355955.1),(9 349839),(10 343301.5),(11 344861.53),(12 345492.25),(13 355595.84),(14 365933.94),(15 372387.44),(16 373658.47),(17 366725),(18 357933.88),(19 360597.03),(20 376245.97),(21 389510.94),(22 403134.75),(23 417423.7),(24 418848.28),(25 421517),(26 420439.63),(27 414615.97),(28 414397.78),(29 417699.4),(30 419403.7),(31 425571.97),(32 431924.2),(33 440006.16),(34 438705.6),(35 435225.38),(36 432092.2),(37 433135.97),(38 442176.13),(39 437996.8),(40 444987.25),(41 460621.16),(42 461302.47),(43 453866.34),(44 440892.13),(45 423350.47),(46 411852.47),(47 413522.9),(48 423832.88),(49 432828.75),(50 440366.53),(51 450077),(52 455494.22),(53 453175.63),(54 451483.72),(55 454981.34),(56 458431.78),(57 459453.97),(58 460087),(59 462633.56),(60 467171.34),(61 472810.63),(62 479295.9),(63 476376.1),(64 471150.9),(65 459401.34),(66 444150.4),(67 433818.47),(68 422648.75),(69 417871.2),(70 415268.1),(71 408062.94),(72 403773.16),(73 406417.56),(74 402077),(75 401361.78),(76 408838.34),(77 406292.5),(78 399291.53),(79 398899.22),
(1 69494.17),(2 152937.39),(3 207857.63),(4 260766.53),(5 303448.22),(6 328910.44),(7 330030.34),(8 329439.72),(9 322097.13),(10 313736.16),(11 309938.34),(12 310419.16),(13 315142.25),(14 326110.6),(15 336535.75),(16 340506.63),(17 342722.25),(18 338222.9),(19 336729.25),(20 350048.5),(21 367133.78),(22 373073.3),(23 389111.6),(24 404008),(25 404675.56),(26 403601.38),(27 403676.06),(28 400842.25),(29 401233.06),(30 410484.2),(31 412661.53),(32 419807.8),(33 420517.72),(34 432135),(35 436606.9),(36 438295),(37 437252.2),(38 427450.8),(39 435721),(40 440739),(41 446143.1),(42 462135.28),(43 453541.16),(44 433268.84),(45 420645.8),(46 413242.38),(47 411896.28),(48 422786.53),(49 430168.34),(50 424264.44),(51 423151.47),(52 432366.44),(53 438246.47),(54 436096.06),(55 426162.38),(56 429114.34),(57 437084.25),(58 432648),(59 434034.34),(60 441770.47),(61 445391.47),(62 443514.53),(63 439525.72),(64 440180.1),(65 430063.06),(66 416251.25),(67 406600.28),(68 395810.1),(69 388305.66),(70 382039.03),(71 372389),(72 370592.13),(73 379084.6),(74 380982.2),(75 382215.44),(76 385794.2),(77 382292.66),(78 374179.13),(79 374745.38),
(1 68211.6),(2 148705.05),(3 201577.16),(4 255668.64),(5 305960.53),(6 333989.34),(7 339684.53),(8 338694.4),(9 328962.97),(10 316742.3),(11 311729.47),(12 302455.47),(13 300919.1),(14 302661.78),(15 311762.88),(16 319804.13),(17 320203.4),(18 320095.1),(19 325619.75),(20 336415.22),(21 342047.28),(22 351707.47),(23 361121.38),(24 369814.28),(25 380934.44),(26 375655.8),(27 375303.38),(28 383363.2),(29 386159.66),(30 388627.84),(31 397745.94),(32 403203.2),(33 416377.47),(34 421362.47),(35 429612.88),(36 429482.03),(37 429857.8),(38 426813.78),(39 416288.94),(40 425383.5),(41 431228.1),(42 432676.88),(43 433491.13),(44 417837.6),(45 412251.13),(46 410426.1),(47 407336.53),(48 409020.72),(49 417419.94),(50 429782.56),(51 435178.4),(52 441554.22),(53 449105.1),(54 451913.8),(55 442435.47),(56 441735.72),(57 456642.72),(58 458458.66),(59 451157.88),(60 451811.5),(61 451369.78),(62 441576),(63 426188.16),(64 419843.9),(65 420715.94),(66 419049.13),(67 411466.5),(68 396153.16),(69 385216.22),(70 379513.75),(71 367847.2),(72 364818.75),(73 376944.38),(74 375378.16),(75 367533.22),(76 368439.7),(77 367051.13),(78 358341.47),(79 361422),
(1 65645.3),(2 139563.39),(3 188391.77),(4 240634.58),(5 287369.47),(6 310705.13),(7 315060.22),(8 313319.88),(9 303036.47),(10 295317.94),(11 294754.1),(12 299437.13),(13 303449.9),(14 314145.6),(15 323919.78),(16 327297.16),(17 326025.47),(18 324931.3),(19 326898.75),(20 337141.47),(21 342757.94),(22 345603.97),(23 357424.84),(24 361676.22),(25 360769.9),(26 362434.47),(27 361745.16),(28 358257.56),(29 364886),(30 373756.22),(31 376060.56),(32 386227.9),(33 394265.47),(34 408526.84),(35 409851.25),(36 409424.13),(37 406842.03),(38 401767.53),(39 404545.66),(40 401724.28),(41 402903.97),(42 407719.72),(43 402784.78),(44 404343.88),(45 405299.44),(46 395496.8),(47 382325.34),(48 378475.56),(49 384443.3),(50 397684.3),(51 410929.88),(52 410930.75),(53 410096.9),(54 414104.22),(55 413598.8),(56 409870.72),(57 413371),(58 417795.9),(59 415860.28),(60 418834.9),(61 424756.13),(62 418790.06),(63 403938.13),(64 392887.25),(65 389674.13),(66 394049.44),(67 390651.44),(68 377608.1),(69 371721.22),(70 371292.34),(71 365074.44),(72 358844.72),(73 358696.84),(74 351989.53),(75 347892.1),(76 357028.75),(77 361528.2),(78 356873.2),(79 357088.8),
(1 65800.69),(2 133961.5),(3 172157.44),(4 218627.63),(5 260514.33),(6 282679.63),(7 287327.06),(8 293436.34),(9 290344.03),(10 284662.25),(11 289623.63),(12 290690.13),(13 298432.06),(14 307443.56),(15 314290.9),(16 308815.2),(17 302367.16),(18 298642.1),(19 298660.38),(20 305233.16),(21 312365.2),(22 321248.13),(23 324030.16),(24 329434.78),(25 331905.84),(26 327607.66),(27 332616.94),(28 339467.78),(29 341601.06),(30 345290.56),(31 351936.03),(32 353844.6),(33 360820.56),(34 362519.94),(35 364747.56),(36 366165.97),(37 371697),(38 376642.2),(39 376590.47),(40 378385.06),(41 375214.25),(42 382245.34),(43 387317.5),(44 385596.44),(45 385264.1),(46 371492.13),(47 361704.3),(48 365574.28),(49 374458),(50 380062.9),(51 385219.28),(52 388727.8),(53 388954.13),(54 393046.66),(55 392280.97),(56 391022.56),(57 390201.78),(58 389235.66),(59 389970.1),(60 389368.25),(61 388926.72),(62 381778.22),(63 372104),(64 365689.63),(65 359447.1),(66 356381.75),(67 351894.03),(68 337450.56),(69 333183.56),(70 341912.25),(71 340190.3),(72 336294),(73 339821.9),(74 333057.06),(75 334279.8),(76 351254.8),(77 361959.63),(78 360437.84),(79 364106.16),
(1 63816.836),(2 126120.55),(3 158921.69),(4 202419.52),(5 243129.7),(6 266223.44),(7 273737.3),(8 278984.44),(9 274120.78),(10 267849.22),(11 265692.25),(12 265294.16),(13 266336.13),(14 275434.53),(15 286808.56),(16 287575.88),(17 286004.6),(18 287814.94),(19 288067.25),(20 291725.38),(21 291358.47),(22 290599.53),(23 293017.72),(24 297879.94),(25 298990.03),(26 297006.16),(27 297276.5),(28 299006.63),(29 308778.5),(30 318137.16),(31 324703.38),(32 332165.13),(33 338182.72),(34 343147.63),(35 343929.3),(36 345764.7),(37 348103.03),(38 343920.44),(39 343099.03),(40 346828.6),(41 350080.5),(42 355380.34),(43 352380.56),(44 347086.3),(45 342448.28),(46 341381.38),(47 345885.44),(48 352476.44),(49 358919.28),(50 362376.97),(51 365733.06),(52 373558.66),(53 376748.22),(54 372844.72),(55 367357.47),(56 358162.3),(57 360049.1),(58 362714.7),(59 361030.78),(60 360489.56),(61 359778.75),(62 356177.25),(63 351020.97),(64 349223.78),(65 344071.7),(66 335225.72),(67 334247.53),(68 324022.97),(69 321873.6),(70 331016.5),(71 326305.72),(72 321742.97),(73 327015.97),(74 327415.9),(75 329744.25),(76 339434.34),(77 343503.9),(78 345676.22),(79 352830.34),
(1 68290.09),(2 130360.92),(3 162103.48),(4 204412.06),(5 241636.53),(6 264579.47),(7 272375.97),(8 274890.84),(9 270898.66),(10 263618.06),(11 263973.7),(12 265786.4),(13 268576.7),(14 274401.56),(15 282993.9),(16 283847.28),(17 283135.22),(18 283382.72),(19 285363.1),(20 291747.9),(21 289104.4),(22 289650.28),(23 291404.3),(24 301729.9),(25 306893.1),(26 299787.28),(27 299168.3),(28 297835.25),(29 302900.66),(30 314729.7),(31 330422),(32 338380.84),(33 346564.53),(34 352487.44),(35 352594.38),(36 351340.3),(37 345145.88),(38 341824.63),(39 336400.03),(40 336841.13),(41 343149.56),(42 345241.97),(43 342339.2),(44 336417.7),(45 331711.47),(46 330108.53),(47 328124.75),(48 334852.53),(49 343285.2),(50 348762.03),(51 351665.78),(52 354445.97),(53 357797.78),(54 355891.7),(55 349624.13),(56 347747.03),(57 354386.9),(58 354447.2),(59 349595.1),(60 348147.8),(61 347677.9),(62 344794.75),(63 337870.9),(64 330722.75),(65 324906.6),(66 320404.8),(67 321358.8),(68 315710),(69 313572.56),(70 316788.22),(71 311516.16),(72 315107.78),(73 322309.7),(74 319802.9),(75 321195.6),(76 330721.7),(77 331372.9),(78 329078.38),(79 335870.03),
(1 67446.19),(2 123517.266),(3 154490.56),(4 192701.42),(5 222354.88),(6 242356.47),(7 247717.67),(8 247086.52),(9 242491.98),(10 236386.23),(11 237717.14),(12 243948.9),(13 246039.14),(14 251383.84),(15 259818.92),(16 263666.7),(17 264451.03),(18 267773.06),(19 270955.38),(20 273704.47),(21 273119.44),(22 271541.2),(23 274021.22),(24 278134.38),(25 278720.22),(26 275784.6),(27 277500.1),(28 284031.7),(29 290481.63),(30 299200.03),(31 308904.78),(32 316625.5),(33 324172.97),(34 330131.78),(35 331627.38),(36 324784.88),(37 320340.78),(38 314687.4),(39 316900.53),(40 316654.34),(41 317223.25),(42 319103.72),(43 311964.6),(44 312324.28),(45 313001.2),(46 315095.66),(47 314258.88),(48 310180.94),(49 318376.06),(50 326380.13),(51 327849),(52 327597.06),(53 321171.47),(54 322352.56),(55 322011.9),(56 318826.72),(57 322333.7),(58 323502.1),(59 321898.3),(60 320206.7),(61 324121.47),(62 318123.6),(63 305484.72),(64 300655.84),(65 299081.9),(66 298745.4),(67 294090.16),(68 287021.16),(69 288499.06),(70 290778.78),(71 287801.56),(72 290822.47),(73 300496.34),(74 303194.25),(75 300588.03),(76 297881.34),(77 300495.7),(78 303283.97),(79 306192.94),
(1 66061.85),(2 116534.67),(3 142906.52),(4 179661.84),(5 204206.78),(6 223068.1),(7 230123.06),(8 233301.52),(9 237608.66),(10 237263.94),(11 238770.39),(12 242348.88),(13 246434.48),(14 250764),(15 257843.78),(16 261173.02),(17 264704.94),(18 267718.66),(19 272366.7),(20 279383.7),(21 277428.63),(22 277081.75),(23 275119.97),(24 280200.9),(25 281477.72),(26 278482.1),(27 282544.63),(28 283385.97),(29 291874.94),(30 297639.75),(31 308659.1),(32 319781.6),(33 325695.72),(34 326486.7),(35 323258.53),(36 320969.4),(37 311413.47),(38 309376.97),(39 307981.53),(40 307276.88),(41 308615.06),(42 304409.22),(43 306322.1),(44 303940.53),(45 304742.44),(46 302758.63),(47 297997.5),(48 299721.34),(49 303737.1),(50 314175.2),(51 323806.4),(52 327730.75),(53 323130.3),(54 318675.66),(55 316360.97),(56 316342.38),(57 313161.8),(58 310460.8),(59 315189.2),(60 313910.16),(61 313688.5),(62 306778.34),(63 295074.66),(64 289107.25),(65 289551.66),(66 291127.53),(67 287541.7),(68 280110.34),(69 282744.75),(70 291222.28),(71 286787.94),(72 285594.03),(73 284027.16),(74 279752.6),(75 287578.72),(76 290645.8),(77 293008.13),(78 296484.5),(79 300439.22),
(1 66393.5),(2 114635.12),(3 138237.77),(4 168393.95),(5 188876.23),(6 202615.88),(7 210182.98),(8 209583.44),(9 211303.69),(10 211859.08),(11 214722.69),(12 220887.94),(13 226755.88),(14 234168.3),(15 238157.45),(16 239621.66),(17 236534.14),(18 237599.86),(19 239503.45),(20 244136.72),(21 246203.83),(22 243688.97),(23 244438.78),(24 246302.25),(25 246122.56),(26 243614.6),(27 247667.23),(28 251591.03),(29 256340.86),(30 265899.63),(31 275771.34),(32 287004.13),(33 295520.22),(34 297719.53),(35 296300.28),(36 294584.38),(37 296574.88),(38 288466.03),(39 287743.6),(40 288856.16),(41 293259.25),(42 293678.1),(43 291230.9),(44 287150.78),(45 280400.34),(46 279324.53),(47 280880.28),(48 290008.75),(49 295067.25),(50 293995.72),(51 298989.06),(52 307142.56),(53 306676.25),(54 307913.2),(55 305806.56),(56 299993.2),(57 299640.16),(58 296079),(59 293631.97),(60 293947.38),(61 288818.16),(62 284983.4),(63 277318.3),(64 271263.03),(65 271607.72),(66 280611.4),(67 279944.8),(68 272618.1),(69 277882.7),(70 284583.25),(71 279228.94),(72 274958.8),(73 271256.56),(74 271189.25),(75 279380.22),(76 287627.6),(77 287796.1),(78 288554.13),(79 289807.38),
(1 64825.668),(2 110016.12),(3 132648.98),(4 165510.47),(5 183425.63),(6 204459.7),(7 219192.94),(8 221813.02),(9 225188.67),(10 223507.33),(11 225633.2),(12 230088.42),(13 234292.64),(14 238240.75),(15 242357.45),(16 241350.75),(17 243872.2),(18 246869.7),(19 250867.8),(20 257048.55),(21 254351.58),(22 253485.86),(23 251525.92),(24 253729.8),(25 260462.16),(26 262877.5),(27 265495.28),(28 266436.13),(29 271419.8),(30 278897.63),(31 287273.97),(32 292413.44),(33 293783),(34 293504.9),(35 291730.3),(36 291005.38),(37 293275.53),(38 292496.2),(39 288531.4),(40 286328.94),(41 288602.2),(42 289543.2),(43 290653.3),(44 288162.1),(45 287783.75),(46 289644),(47 287539.38),(48 291031.75),(49 301049.34),(50 296460.66),(51 290285.22),(52 296331.7),(53 295870.2),(54 295076.1),(55 297034.72),(56 290309.5),(57 284247.78),(58 285902.1),(59 283438),(60 280678.13),(61 277250.78),(62 272075),(63 269527.53),(64 263886.03),(65 261076.83),(66 266195.5),(67 264584.13),(68 257579.36),(69 257743.31),(70 263785.16),(71 260123.28),(72 257513.42),(73 258486.14),(74 261378.22),(75 270925.38),(76 271795.97),(77 270569.63),(78 271546.75),(79 274866.5),
(1 67439.99),(2 113271.47),(3 137431.52),(4 172907.19),(5 186943.53),(6 203243.47),(7 218351.06),(8 221925.39),(9 226072.38),(10 226175.05),(11 230653.05),(12 236755.08),(13 239934.58),(14 241873.16),(15 245603.4),(16 240966.38),(17 242146.27),(18 244934.78),(19 247807),(20 254500.4),(21 255129.67),(22 252220.08),(23 251236.16),(24 250834.66),(25 250161.52),(26 249654.11),(27 246949.67),(28 248733.8),(29 260956.6),(30 267126.22),(31 274787.38),(32 280739.97),(33 280999.06),(34 285041.56),(35 290587.34),(36 292737.38),(37 292706.44),(38 290591.63),(39 287895.38),(40 286941.72),(41 288185.38),(42 291274.78),(43 291620.7),(44 289727.97),(45 288760.75),(46 285415.16),(47 286028.78),(48 287565.75),(49 291059.7),(50 294150.97),(51 285103.16),(52 283616.13),(53 288601.22),(54 289509.5),(55 287674.84),(56 285821.06),(57 284333.1),(58 280743.84),(59 276413.1),(60 271137.25),(61 268326.2),(62 262238.75),(63 256864.53),(64 254370.52),(65 253672.48),(66 259207.06),(67 261448.05),(68 257910.58),(69 259668.73),(70 263109.56),(71 258144.6),(72 259033.38),(73 265708.03),(74 267961.75),(75 281910.4),(76 286219.3),(77 283739.6),(78 280922.7),(79 281380),
(1 67229.66),(2 110533),(3 136187.78),(4 169283.64),(5 179687.73),(6 194090.27),(7 209896.27),(8 213275.33),(9 219366.02),(10 218847.47),(11 221398.27),(12 225740.02),(13 224983.67),(14 229471.33),(15 232131.5),(16 228686),(17 229020.77),(18 231808.69),(19 236852.08),(20 242971.88),(21 243216.95),(22 240978.42),(23 236763.9),(24 236758.95),(25 234830.14),(26 234625.02),(27 240640.2),(28 244223.86),(29 252272.2),(30 256856.58),(31 259767.22),(32 264418.2),(33 269854.6),(34 271656.72),(35 271185.22),(36 272775.28),(37 271105.47),(38 272048.94),(39 270341.38),(40 268043.13),(41 266499.16),(42 267904.34),(43 274252.22),(44 271801.03),(45 272033.84),(46 273492.28),(47 272971.88),(48 278720.38),(49 283222.75),(50 282930.25),(51 283477.06),(52 280006),(53 278663.13),(54 278611.06),(55 276880.72),(56 277789.9),(57 274840.2),(58 271481.84),(59 266321.28),(60 260439.94),(61 257120.05),(62 254412.75),(63 250534.28),(64 246307.6),(65 248231.52),(66 250304.98),(67 254585.1),(68 253538.4),(69 255083.17),(70 259897.78),(71 249866.3),(72 245866.48),(73 252802.98),(74 255338.42),(75 263752.6),(76 265728.66),(77 267715.47),(78 273963.97),(79 272672.72),
(1 65848.84),(2 107430.49),(3 131565.9),(4 161955.44),(5 169744.58),(6 184778.89),(7 199940.44),(8 201296.25),(9 207856.22),(10 211826.28),(11 215644.66),(12 216907.31),(13 217762.38),(14 224089.69),(15 227957.83),(16 222137.75),(17 220991.1),(18 225263.4),(19 231526.52),(20 240658.25),(21 245380.9),(22 245302.81),(23 243733.27),(24 240029.03),(25 239713.92),(26 239865.64),(27 241619.31),(28 245035.27),(29 249122.69),(30 250555.31),(31 250579.48),(32 251627.05),(33 253037.98),(34 252149.2),(35 252068.52),(36 251133.39),(37 254975.77),(38 254339.56),(39 254422.13),(40 254668.17),(41 258747.39),(42 262697.06),(43 265906.34),(44 265179.44),(45 264053.16),(46 265449.97),(47 272061.56),(48 278878.38),(49 284612.84),(50 282686.84),(51 279230.34),(52 281371.75),(53 279622.06),(54 276487.03),(55 278212.03),(56 278613.06),(57 274917.3),(58 269499.2),(59 270471.38),(60 267295.75),(61 266744.47),(62 265399.8),(63 260466.36),(64 255395.23),(65 254737.45),(66 258798.05),(67 258797.17),(68 254855.02),(69 258888.31),(70 265480.75),(71 258468.39),(72 256365.27),(73 261479.25),(74 261866.3),(75 269105.78),(76 267483.75),(77 264469.56),(78 274464.5),(79 279371.28),
