1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 62.959343),(2 71.552895),(3 74.61747),(4 77.44127),(5 79.22709),(6 80.71415),(7 82.61458),(8 84.64527),(9 85.49866),(10 85.341545),(11 85.48446),(12 85.89141),(13 86.4281),(14 87.989914),(15 87.95104),(16 87.60436),(17 88.0586),(18 87.93078),(19 87.50009),(20 86.93271),(21 87.29709),(22 88.23639),(23 88.147804),(24 88.738945),(25 89.73227),(26 88.89223),(27 89.57041),(28 88.80456),(29 90.110016),(30 90.38587),(31 89.675804),(32 89.58369),(33 89.72553),(34 90.054),(35 89.44125),(36 89.93672),(37 90.140076),(38 89.09328),(39 89.05939),(40 88.581795),(41 88.58204),(42 89.10772),(43 89.02153),(44 89.11085),(45 88.24916),(46 87.99201),(47 88.55047),(48 88.275604),(49 88.29559),(50 88.53749),(51 87.42087),(52 88.217964),(53 87.67044),(54 88.45133),(55 88.14125),(56 88.94536),(57 88.855576),(58 88.730385),(59 87.56331),(60 88.97364),(61 90.68565),(62 91.06804),(63 89.8622),(64 91.12314),(65 89.87315),(66 89.8814),(67 91.705124),(68 92.05737),(69 92.40197),(70 92.49734),(71 94.447464),(72 93.91792),(73 94.515564),(74 95.125725),(75 93.851425),(76 92.21624),(77 92.444084),(78 92.67829),(79 92.17324),
(1 60.411156),(2 69.216736),(3 72.10584),(4 75.05318),(5 77.45764),(6 78.0686),(7 79.392075),(8 80.69655),(9 81.6254),(10 81.40897),(11 82.67724),(12 83.242744),(13 83.473145),(14 84.47538),(15 85.570885),(16 85.3162),(17 85.19194),(18 85.57648),(19 86.42075),(20 85.375984),(21 85.51348),(22 86.2604),(23 85.24725),(24 85.46334),(25 86.11625),(26 85.82206),(27 84.35046),(28 84.68391),(29 84.71126),(30 85.618095),(31 85.303856),(32 86.07579),(33 83.84757),(34 84.44643),(35 84.43725),(36 83.44912),(37 84.38463),(38 84.90976),(39 84.30018),(40 85.18769),(41 85.68895),(42 85.550835),(43 85.10031),(44 85.03526),(45 84.04929),(46 84.27938),(47 84.57567),(48 85.52216),(49 84.36294),(50 85.42581),(51 85.537796),(52 85.65127),(53 85.840645),(54 86.54885),(55 87.01014),(56 87.11313),(57 87.598976),(58 86.32783),(59 86.264915),(60 86.01802),(61 87.3348),(62 86.68678),(63 86.19427),(64 87.68288),(65 87.871376),(66 88.36671),(67 88.73892),(68 90.00826),(69 90.3074),(70 91.03224),(71 92.29492),(72 92.29851),(73 91.85117),(74 92.78232),(75 91.34264),(76 91.68961),(77 91.18886),(78 90.51748),(79 89.65005),
(1 60.32779),(2 69.10002),(3 73.05962),(4 74.23708),(5 76.40024),(6 76.86768),(7 78.992134),(8 80.75931),(9 80.61102),(10 81.33254),(11 83.476616),(12 82.977455),(13 84.75403),(14 84.58778),(15 84.676575),(16 85.23273),(17 84.82665),(18 85.189354),(19 84.98293),(20 85.27668),(21 84.44155),(22 85.826256),(23 85.314735),(24 85.04307),(25 85.55158),(26 86.07187),(27 85.55146),(28 85.97361),(29 85.80722),(30 86.32772),(31 86.35556),(32 86.92686),(33 85.58526),(34 86.66628),(35 86.653984),(36 86.097305),(37 87.40746),(38 86.90003),(39 86.39047),(40 86.83669),(41 85.855675),(42 85.72119),(43 85.692024),(44 85.39678),(45 85.49622),(46 84.38937),(47 85.84747),(48 85.50048),(49 85.48284),(50 85.43446),(51 86.3359),(52 85.85488),(53 85.771805),(54 85.63849),(55 85.078),(56 85.26032),(57 86.418594),(58 86.46365),(59 85.93567),(60 86.21472),(61 87.54016),(62 86.961815),(63 85.96413),(64 87.27587),(65 87.695984),(66 87.97824),(67 87.60435),(68 87.90103),(69 87.5355),(70 88.63677),(71 88.3371),(72 88.39657),(73 90.07359),(74 90.363495),(75 90.28765),(76 89.32719),(77 89.41824),(78 88.37184),(79 87.83733),
(1 59.693996),(2 68.07596),(3 71.29011),(4 73.67109),(5 76.89046),(6 77.797905),(7 79.00511),(8 81.104774),(9 80.94385),(10 80.84554),(11 82.98715),(12 81.75905),(13 83.35428),(14 83.609055),(15 83.70194),(16 84.211006),(17 83.5335),(18 84.592865),(19 85.07409),(20 85.30414),(21 86.162),(22 85.701904),(23 85.58322),(24 86.1585),(25 85.58011),(26 86.142845),(27 84.689095),(28 84.65535),(29 84.951035),(30 84.79097),(31 84.24273),(32 84.893654),(33 83.970085),(34 83.616615),(35 84.99944),(36 84.47932),(37 85.22122),(38 84.87057),(39 84.01578),(40 84.56804),(41 84.17249),(42 83.61322),(43 84.01426),(44 84.064095),(45 84.66039),(46 84.70143),(47 85.39711),(48 85.92903),(49 86.274864),(50 85.77279),(51 84.880844),(52 85.300446),(53 85.70024),(54 86.22323),(55 86.05151),(56 86.31319),(57 86.07068),(58 87.23994),(59 85.95697),(60 85.93865),(61 87.55031),(62 87.537315),(63 86.81104),(64 86.63204),(65 86.05871),(66 88.067406),(67 87.57884),(68 88.704834),(69 88.57364),(70 89.78806),(71 90.72954),(72 90.19143),(73 90.90146),(74 90.75451),(75 90.6381),(76 90.755646),(77 90.90472),(78 89.13575),(79 89.394936),
(1 59.833397),(2 67.922295),(3 71.28851),(4 72.895836),(5 75.71021),(6 76.56982),(7 78.13154),(8 79.87223),(9 80.01097),(10 80.6182),(11 81.572105),(12 81.83763),(13 82.80558),(14 83.10159),(15 83.194885),(16 83.9878),(17 83.20961),(18 83.28666),(19 83.88444),(20 83.67001),(21 83.23344),(22 84.57977),(23 83.064224),(24 83.51753),(25 83.58974),(26 84.37321),(27 84.2735),(28 83.41149),(29 83.93672),(30 83.39499),(31 84.891304),(32 83.8802),(33 84.33009),(34 83.84058),(35 83.97222),(36 83.417816),(37 84.18937),(38 84.10231),(39 83.58722),(40 84.5075),(41 84.44381),(42 83.69097),(43 84.5444),(44 84.669304),(45 84.0985),(46 84.656425),(47 84.85212),(48 84.68647),(49 85.11048),(50 85.6796),(51 85.19714),(52 84.36165),(53 83.61357),(54 83.99482),(55 85.042885),(56 85.03901),(57 85.186806),(58 85.456764),(59 85.78625),(60 85.52608),(61 86.75529),(62 86.25171),(63 85.9371),(64 86.60033),(65 86.40587),(66 86.61293),(67 86.752945),(68 88.75065),(69 87.35434),(70 88.25135),(71 88.04548),(72 88.60215),(73 89.6769),(74 90.05533),(75 88.981316),(76 88.92677),(77 89.099724),(78 88.69729),(79 88.91721),
(1 58.519707),(2 66.33748),(3 70.434906),(4 73.12768),(5 75.56804),(6 75.74307),(7 78.04445),(8 78.60182),(9 78.95699),(10 80.2333),(11 79.45324),(12 80.27424),(13 80.168816),(14 81.57954),(15 81.729416),(16 82.47357),(17 81.9512),(18 82.39591),(19 82.89485),(20 81.911415),(21 82.338264),(22 82.17312),(23 81.878),(24 81.768875),(25 82.17973),(26 82.89803),(27 82.60049),(28 82.810005),(29 83.49392),(30 82.39426),(31 83.28115),(32 83.463936),(33 83.40823),(34 83.860985),(35 84.151535),(36 83.288666),(37 82.568886),(38 83.14507),(39 82.54485),(40 82.866295),(41 83.49832),(42 84.00022),(43 82.932365),(44 82.35211),(45 82.94137),(46 82.57484),(47 82.75927),(48 84.16521),(49 84.37199),(50 83.943756),(51 82.72827),(52 83.403496),(53 82.764305),(54 83.821335),(55 84.239235),(56 84.66811),(57 84.9439),(58 84.45552),(59 83.96633),(60 84.56893),(61 84.9781),(62 85.01908),(63 83.81222),(64 83.15608),(65 83.6287),(66 84.84075),(67 84.14404),(68 85.16434),(69 85.31641),(70 85.02133),(71 84.71903),(72 84.33372),(73 85.247475),(74 86.06525),(75 85.40301),(76 85.879906),(77 85.90716),(78 84.52704),(79 84.12086),
(1 56.863377),(2 64.9029),(3 68.22908),(4 69.74753),(5 72.15401),(6 72.8924),(7 74.64041),(8 75.80381),(9 76.51703),(10 76.300934),(11 78.782455),(12 78.8559),(13 79.04641),(14 79.610146),(15 79.3158),(16 80.47156),(17 79.20593),(18 80.7321),(19 80.70459),(20 80.395355),(21 80.454765),(22 81.41119),(23 81.63615),(24 81.24217),(25 81.77204),(26 81.09909),(27 80.6386),(28 82.77384),(29 81.21053),(30 82.48291),(31 82.92475),(32 82.64985),(33 82.9853),(34 84.21481),(35 83.786545),(36 84.46593),(37 82.93907),(38 83.77927),(39 83.41662),(40 82.680046),(41 83.33717),(42 82.77581),(43 84.12807),(44 84.01366),(45 84.395),(46 83.73787),(47 83.362724),(48 83.88258),(49 83.92029),(50 83.6732),(51 82.013054),(52 82.76011),(53 82.47323),(54 81.76834),(55 82.22057),(56 82.62313),(57 82.943825),(58 82.37155),(59 83.60748),(60 83.69886),(61 84.37979),(62 84.286156),(63 84.525406),(64 84.98807),(65 84.577126),(66 84.86348),(67 85.46292),(68 85.63556),(69 85.43784),(70 86.07718),(71 86.41143),(72 87.01532),(73 87.97486),(74 88.16647),(75 87.41037),(76 86.99379),(77 86.524826),(78 86.7112),(79 85.84434),
(1 57.22743),(2 64.46183),(3 68.426796),(4 71.43599),(5 73.1291),(6 74.134346),(7 75.866554),(8 77.18807),(9 76.8595),(10 77.71104),(11 78.26543),(12 79.30061),(13 79.35084),(14 80.48501),(15 79.51237),(16 80.58255),(17 80.798355),(18 80.84146),(19 81.096565),(20 80.87524),(21 81.874435),(22 81.68619),(23 82.53995),(24 82.33914),(25 82.30649),(26 82.47291),(27 81.40855),(28 81.70515),(29 81.32043),(30 81.68322),(31 82.157524),(32 81.023636),(33 80.615364),(34 82.04189),(35 81.04791),(36 81.94964),(37 82.04014),(38 82.31374),(39 81.57244),(40 81.56299),(41 82.33165),(42 82.9913),(43 82.456184),(44 82.89665),(45 82.81399),(46 82.97977),(47 82.968124),(48 82.56582),(49 82.6541),(50 83.036835),(51 83.12484),(52 82.123215),(53 83.25837),(54 83.212166),(55 82.62555),(56 83.2775),(57 83.89249),(58 84.00924),(59 84.38081),(60 83.94361),(61 84.62792),(62 84.81348),(63 85.73939),(64 85.730125),(65 86.861946),(66 86.31081),(67 86.80407),(68 88.204315),(69 87.62732),(70 88.05931),(71 88.244316),(72 88.82584),(73 88.213745),(74 87.90729),(75 86.8138),(76 86.09569),(77 85.74759),(78 86.261314),(79 86.467064),
(1 57.45971),(2 65.58732),(3 68.830025),(4 70.232605),(5 71.99774),(6 73.564125),(7 75.6469),(8 77.04691),(9 77.77096),(10 78.42394),(11 78.79375),(12 80.76534),(13 80.96591),(14 80.84317),(15 80.687126),(16 80.79363),(17 81.177475),(18 81.03051),(19 80.802864),(20 80.3701),(21 80.80919),(22 80.937386),(23 81.71611),(24 81.74153),(25 80.52513),(26 81.291916),(27 80.361176),(28 81.2677),(29 80.88027),(30 82.02816),(31 82.295006),(32 82.11974),(33 81.27421),(34 81.41428),(35 82.46092),(36 81.56242),(37 82.29249),(38 82.76361),(39 82.99982),(40 82.791885),(41 83.80028),(42 83.33217),(43 82.862724),(44 82.38546),(45 82.95725),(46 81.592255),(47 81.9697),(48 83.10493),(49 82.65771),(50 83.01603),(51 82.65582),(52 82.584435),(53 82.95627),(54 83.160736),(55 83.17125),(56 83.35596),(57 83.05207),(58 83.19244),(59 82.82194),(60 81.88094),(61 83.31549),(62 81.74553),(63 82.3557),(64 83.60482),(65 83.37379),(66 83.565186),(67 83.82968),(68 84.73222),(69 85.77875),(70 84.911194),(71 85.354645),(72 85.564156),(73 86.301476),(74 86.68222),(75 86.6045),(76 85.83407),(77 85.829445),(78 85.70617),(79 85.35385),
(1 55.718),(2 63.202328),(3 65.87207),(4 69.30837),(5 70.93115),(6 72.878716),(7 74.29823),(8 75.282104),(9 76.33304),(10 76.470726),(11 76.65912),(12 77.360756),(13 78.412155),(14 78.74178),(15 78.60378),(16 79.55158),(17 80.181755),(18 79.97743),(19 80.4525),(20 79.619026),(21 80.410614),(22 79.846245),(23 80.21871),(24 79.30955),(25 79.93636),(26 79.778244),(27 79.39124),(28 79.645294),(29 79.92423),(30 80.24211),(31 80.47817),(32 81.049255),(33 80.59618),(34 81.53046),(35 81.75612),(36 82.31049),(37 82.42174),(38 82.57415),(39 81.39105),(40 80.85458),(41 80.78343),(42 80.81029),(43 80.6048),(44 79.895256),(45 79.20102),(46 79.87841),(47 79.32938),(48 79.337906),(49 81.15572),(50 80.51588),(51 80.307106),(52 80.60617),(53 80.229034),(54 80.66696),(55 81.0656),(56 81.27555),(57 80.684586),(58 81.37497),(59 81.663185),(60 81.305534),(61 81.40705),(62 80.06724),(63 80.24886),(64 81.0566),(65 81.18712),(66 81.30641),(67 82.308754),(68 80.66922),(69 83.284805),(70 83.45061),(71 84.04409),(72 84.78099),(73 84.77137),(74 85.51575),(75 83.48567),(76 83.47158),(77 82.85118),(78 83.34919),(79 83.20262),
(1 56.770687),(2 64.48126),(3 67.59839),(4 70.71203),(5 72.61471),(6 73.734055),(7 75.19353),(8 76.26762),(9 76.693375),(10 76.87758),(11 76.83925),(12 78.84444),(13 79.453514),(14 79.299934),(15 79.07069),(16 79.381584),(17 79.67527),(18 79.23706),(19 78.620316),(20 78.60991),(21 79.437294),(22 79.727554),(23 78.54056),(24 77.8618),(25 77.88302),(26 80.165565),(27 79.10718),(28 78.82908),(29 79.10436),(30 80.361855),(31 79.88659),(32 79.75844),(33 79.676765),(34 80.32041),(35 80.25513),(36 80.31167),(37 80.50834),(38 79.81573),(39 79.92448),(40 79.9766),(41 80.04447),(42 80.27365),(43 80.59591),(44 81.57715),(45 81.22876),(46 81.45486),(47 82.1561),(48 82.56554),(49 82.10813),(50 81.51738),(51 81.747475),(52 81.730034),(53 81.50809),(54 82.26906),(55 82.5717),(56 82.40334),(57 81.57632),(58 81.6003),(59 81.44253),(60 82.40491),(61 82.080925),(62 80.91771),(63 80.24628),(64 80.77055),(65 82.34813),(66 83.10297),(67 82.912796),(68 82.939514),(69 83.35882),(70 83.87466),(71 84.01128),(72 83.89734),(73 84.807915),(74 84.82388),(75 83.7984),(76 82.97744),(77 83.832855),(78 82.922585),(79 83.546936),
(1 54.000397),(2 61.725777),(3 64.20581),(4 66.32048),(5 67.89884),(6 69.4488),(7 71.04293),(8 72.242355),(9 72.63868),(10 72.81269),(11 74.25888),(12 75.36022),(13 75.518654),(14 75.795166),(15 75.32116),(16 75.86465),(17 75.35232),(18 76.355),(19 76.72721),(20 76.9471),(21 77.6401),(22 77.90303),(23 77.9396),(24 77.52215),(25 77.47147),(26 78.75759),(27 77.55016),(28 78.51535),(29 78.12164),(30 78.34294),(31 77.52801),(32 77.5719),(33 77.80256),(34 78.11485),(35 78.37298),(36 77.20526),(37 78.19934),(38 78.3116),(39 78.21536),(40 77.87117),(41 78.461266),(42 78.369774),(43 77.160774),(44 77.67744),(45 77.91205),(46 77.90485),(47 77.76837),(48 77.8824),(49 78.598854),(50 78.65495),(51 77.65876),(52 77.81803),(53 76.98169),(54 78.15925),(55 78.75636),(56 78.52898),(57 78.398094),(58 78.44492),(59 78.57202),(60 78.12268),(61 78.896065),(62 78.91842),(63 78.381516),(64 78.65045),(65 78.71),(66 79.253456),(67 79.39487),(68 79.604744),(69 78.7106),(70 78.74124),(71 80.46319),(72 79.9467),(73 80.51182),(74 81.03029),(75 80.42645),(76 79.7387),(77 80.2555),(78 80.39473),(79 79.681404),
(1 55.83021),(2 62.991356),(3 66.26745),(4 68.2086),(5 71.265396),(6 71.83059),(7 73.445175),(8 74.647675),(9 74.658),(10 74.83844),(11 75.238655),(12 76.240685),(13 76.765816),(14 77.153275),(15 77.02266),(16 77.773254),(17 77.47949),(18 78.13989),(19 77.9127),(20 77.29349),(21 77.335594),(22 77.24797),(23 76.31259),(24 77.890564),(25 77.42177),(26 78.172844),(27 77.53837),(28 77.67828),(29 77.30201),(30 77.66277),(31 77.706116),(32 78.27375),(33 77.94582),(34 78.80635),(35 78.22735),(36 78.89956),(37 79.0139),(38 78.87393),(39 77.843155),(40 79.029724),(41 79.101746),(42 79.59919),(43 79.13961),(44 78.7592),(45 78.66736),(46 78.80375),(47 79.02138),(48 78.72353),(49 78.52969),(50 78.07099),(51 78.1333),(52 78.97245),(53 77.70446),(54 78.6595),(55 78.63791),(56 77.827095),(57 77.48172),(58 78.3013),(59 77.528595),(60 78.08998),(61 78.27455),(62 78.55699),(63 77.98647),(64 79.1746),(65 80.09794),(66 80.19702),(67 80.11975),(68 80.64903),(69 81.1693),(70 80.365425),(71 80.53373),(72 81.607475),(73 82.45079),(74 81.35964),(75 80.786575),(76 80.59404),(77 81.43062),(78 81.5562),(79 81.34418),
(1 53.751877),(2 60.446163),(3 63.764866),(4 64.834724),(5 67.52851),(6 68.760056),(7 69.96027),(8 70.65526),(9 71.01785),(10 71.5659),(11 73.15067),(12 73.31887),(13 74.166756),(14 74.67425),(15 73.132034),(16 73.33902),(17 74.06868),(18 73.836296),(19 73.69803),(20 73.739525),(21 74.009346),(22 74.09176),(23 74.02312),(24 74.93929),(25 74.476654),(26 75.44104),(27 75.63298),(28 75.51535),(29 75.18135),(30 76.17423),(31 75.90355),(32 75.7222),(33 75.74007),(34 76.30693),(35 75.952324),(36 75.83564),(37 76.85193),(38 76.26822),(39 75.38086),(40 75.57348),(41 75.946495),(42 75.35989),(43 75.50233),(44 75.71377),(45 75.8804),(46 76.72761),(47 76.30748),(48 76.98972),(49 78.186226),(50 77.81474),(51 77.447426),(52 78.03108),(53 78.08465),(54 78.64107),(55 77.844315),(56 78.03596),(57 78.18217),(58 77.991196),(59 77.413956),(60 77.49402),(61 77.19689),(62 77.2947),(63 78.17281),(64 78.13173),(65 78.58495),(66 78.70174),(67 78.65714),(68 79.84829),(69 79.70694),(70 79.130135),(71 79.20282),(72 78.578125),(73 79.37942),(74 78.35331),(75 77.97079),(76 78.56433),(77 77.85737),(78 78.45269),(79 78.11645),
(1 53.96955),(2 60.47688),(3 64.25633),(4 67.01042),(5 68.016975),(6 70.30106),(7 70.50555),(8 71.77111),(9 72.27671),(10 73.01535),(11 73.682434),(12 74.737755),(13 75.415924),(14 76.20718),(15 75.912834),(16 76.15846),(17 76.81205),(18 76.41546),(19 76.301285),(20 76.486565),(21 75.96308),(22 75.35434),(23 75.23919),(24 75.264626),(25 75.81515),(26 76.93424),(27 75.91868),(28 75.62853),(29 76.28549),(30 77.626114),(31 77.33947),(32 76.4765),(33 76.75199),(34 76.78239),(35 77.15648),(36 76.88496),(37 77.52824),(38 77.32546),(39 76.09535),(40 76.197235),(41 76.26576),(42 76.1235),(43 76.22884),(44 76.50141),(45 76.407196),(46 76.02496),(47 76.98779),(48 77.12827),(49 77.68344),(50 77.59537),(51 76.42318),(52 77.37499),(53 77.17157),(54 77.4639),(55 77.17484),(56 76.621895),(57 76.59964),(58 76.38581),(59 76.9898),(60 76.976364),(61 77.53653),(62 77.49268),(63 77.02196),(64 77.57803),(65 78.184),(66 78.24909),(67 78.651115),(68 78.78538),(69 78.88469),(70 78.52473),(71 79.65093),(72 79.70578),(73 79.04866),(74 78.31822),(75 77.40112),(76 77.68675),(77 77.2666),(78 76.873825),(79 77.66514),
(1 53.542786),(2 61.614506),(3 64.32208),(4 66.077896),(5 67.554016),(6 69.20868),(7 70.01344),(8 71.572),(9 71.71571),(10 73.14151),(11 72.780205),(12 72.23541),(13 73.4929),(14 73.15785),(15 72.42013),(16 72.8549),(17 74.35009),(18 74.95361),(19 73.78603),(20 74.46529),(21 74.67637),(22 74.96632),(23 74.184166),(24 73.97427),(25 75.07964),(26 74.32255),(27 74.90284),(28 74.89577),(29 74.47948),(30 74.848),(31 74.972946),(32 75.56523),(33 75.1047),(34 74.84474),(35 75.03298),(36 75.42836),(37 75.74372),(38 75.081),(39 74.96685),(40 75.20173),(41 75.00134),(42 75.228035),(43 74.81391),(44 74.99535),(45 75.5106),(46 75.91214),(47 75.53107),(48 75.423),(49 76.29756),(50 76.031),(51 75.10324),(52 75.75367),(53 75.95236),(54 74.940956),(55 74.949974),(56 75.46962),(57 74.90675),(58 74.411964),(59 75.097275),(60 76.466736),(61 76.24642),(62 76.55233),(63 76.89581),(64 76.35133),(65 77.413315),(66 77.61145),(67 76.8534),(68 77.939156),(69 77.76578),(70 78.77894),(71 79.67467),(72 78.65481),(73 79.23234),(74 80.23369),(75 78.83014),(76 77.23946),(77 77.53993),(78 77.03649),(79 77.54221),
(1 51.8057),(2 59.591976),(3 62.89906),(4 65.64911),(5 66.85294),(6 68.276),(7 68.61043),(8 70.007),(9 70.26162),(10 72.49625),(11 72.20569),(12 72.647575),(13 72.9884),(14 73.04769),(15 72.536285),(16 73.54602),(17 73.45574),(18 73.268265),(19 73.17747),(20 73.01336),(21 73.52362),(22 73.75915),(23 73.38956),(24 73.398285),(25 73.84415),(26 74.377785),(27 73.90989),(28 74.10278),(29 74.41531),(30 74.575714),(31 74.034004),(32 74.8416),(33 75.07294),(34 74.37326),(35 74.49368),(36 74.27215),(37 74.70587),(38 74.442444),(39 73.44011),(40 73.789894),(41 74.57566),(42 74.68847),(43 73.46305),(44 74.42558),(45 73.993256),(46 74.7158),(47 75.14645),(48 75.099174),(49 76.13124),(50 76.68633),(51 75.81163),(52 76.09514),(53 76.120445),(54 77.35759),(55 77.69556),(56 77.19863),(57 77.45591),(58 77.05938),(59 76.65108),(60 77.51849),(61 77.60072),(62 77.81676),(63 77.029915),(64 77.582535),(65 76.57167),(66 78.00637),(67 78.93956),(68 78.38609),(69 77.86063),(70 78.93937),(71 79.40395),(72 78.49194),(73 79.619316),(74 79.20047),(75 77.796906),(76 77.36482),(77 76.534676),(78 77.06285),(79 76.42776),
(1 51.874626),(2 59.91939),(3 62.741364),(4 65.269714),(5 66.85085),(6 68.96659),(7 69.77894),(8 70.40744),(9 70.35966),(10 71.47449),(11 71.96143),(12 72.86773),(13 72.66622),(14 73.03625),(15 74.375755),(16 74.383965),(17 74.859055),(18 74.84921),(19 75.33553),(20 73.973465),(21 74.28024),(22 75.00006),(23 74.43567),(24 75.4545),(25 75.79462),(26 74.835304),(27 74.630775),(28 74.94992),(29 76.14542),(30 75.4765),(31 74.898186),(32 76.00703),(33 76.05557),(34 75.80186),(35 75.71219),(36 75.387566),(37 74.94948),(38 75.544914),(39 74.731895),(40 75.01721),(41 75.00914),(42 75.072815),(43 74.11716),(44 74.00292),(45 74.170746),(46 74.94559),(47 74.61785),(48 74.794754),(49 74.57496),(50 74.8693),(51 73.71889),(52 73.43261),(53 73.06639),(54 73.49662),(55 72.79768),(56 73.34377),(57 73.157104),(58 73.12794),(59 73.916504),(60 74.56736),(61 75.03233),(62 74.677),(63 74.565186),(64 74.37335),(65 75.367294),(66 75.46118),(67 75.480385),(68 75.538795),(69 76.02043),(70 77.62391),(71 77.4395),(72 77.2317),(73 78.21861),(74 78.03397),(75 78.025505),(76 77.75007),(77 76.47352),(78 76.81405),(79 76.55942),
